region,state,year,milk_produced
Corn Belt,Iowa,2e3,3934e6
Corn Belt,Missouri,2e3,2258e6
Northern Plains,North Dakota,2e3,686e6
Northern Plains,South Dakota,2e3,1474e6
Northern Plains,Nebraska,2e3,1255e6
Northern Plains,Kansas,2e3,154e7
Appalachian,Virginia,2e3,19e8
Appalachian,West Virginia,2e3,265e6
Appalachian,North Carolina,2e3,1189e6
Appalachian,Kentucky,2e3,1695e6
Appalachian,Tennessee,2e3,1405e6
Southeast,South Carolina,2e3,37e7
Southeast,Georgia,2e3,1433e6
Southeast,Florida,2e3,2463e6
Southeast,Alabama,2e3,348e6
Delta States,Mississippi,2e3,541e6
Delta States,Arkansas,2e3,485e6
Delta States,Louisiana,2e3,698e6
Southern Plains,Oklahoma,2e3,1314e6
Southern Plains,Texas,2e3,5743e6
Mountain,Montana,2e3,338e6
Mountain,Idaho,2e3,7223e6
Mountain,Wyoming,2e3,76e6
Mountain,Colorado,2e3,1924e6
Mountain,New Mexico,2e3,5236e6
Mountain,Arizona,2e3,3033e6
Mountain,Utah,2e3,1687e6
Mountain,Nevada,2e3,476e6
Pacific,Washington,2e3,5593e6
Pacific,Oregon,2e3,164e7
Pacific,California,2e3,32245e6
Pacific,Alaska,2e3,13e6
Pacific,Hawaii,2e3,116e6
Northeast,Maine,2001,654e6
Northeast,New Hampshire,2001,322e6
Northeast,Vermont,2001,2669e6
Northeast,Massachusetts,2001,357e6
Northeast,Rhode Island,2001,23e6
Northeast,Connecticut,2001,456e6
Northeast,New York,2001,1178e7
Northeast,New Jersey,2001,233e6
Northeast,Pennsylvania,2001,10849e6
Northeast,Delaware,2001,15e7
Northeast,Maryland,2001,1294e6
Lake States,Michigan,2001,587e7
Lake States,Wisconsin,2001,22199e6
Lake States,Minnesota,2001,8812e6
Corn Belt,Ohio,2001,4295e6
Corn Belt,Indiana,2001,2567e6
Corn Belt,Illinois,2001,202e7
Corn Belt,Iowa,2001,3785e6
Corn Belt,Missouri,2001,1949e6
Northern Plains,North Dakota,2001,644e6
Northern Plains,South Dakota,2001,137e7
Northern Plains,Nebraska,2001,1166e6
Northern Plains,Kansas,2001,161e7
Appalachian,Virginia,2001,1885e6
Appalachian,West Virginia,2001,249e6
Appalachian,North Carolina,2001,1154e6
Appalachian,Kentucky,2001,166e7
Appalachian,Tennessee,2001,1335e6
Southeast,South Carolina,2001,367e6
Southeast,Georgia,2001,1433e6
Southeast,Florida,2001,2411e6
Southeast,Alabama,2001,3e8
Delta States,Mississippi,2001,497e6
Delta States,Arkansas,2001,432e6
Delta States,Louisiana,2001,632e6
Southern Plains,Oklahoma,2001,1325e6
Southern Plains,Texas,2001,5107e6
Mountain,Montana,2001,346e6
Mountain,Idaho,2001,7757e6
Mountain,Wyoming,2001,63e6
Mountain,Colorado,2001,197e7
Mountain,New Mexico,2001,5561e6
Mountain,Arizona,2001,3085e6
Mountain,Utah,2001,1635e6
Mountain,Nevada,2001,485e6
Pacific,Washington,2001,5514e6
Pacific,Oregon,2001,1717e6
Pacific,California,2001,33217e6
Pacific,Alaska,2001,14e6
Pacific,Hawaii,2001,106e6
Northeast,Maine,2002,656e6
Northeast,New Hampshire,2002,328e6
Northeast,Vermont,2002,2703e6
Northeast,Massachusetts,2002,361e6
Northeast,Rhode Island,2002,23e6
Northeast,Connecticut,2002,447e6
Northeast,New York,2002,12218e6
Northeast,New Jersey,2002,236e6
Northeast,Pennsylvania,2002,10775e6
Northeast,Delaware,2002,15e7
Northeast,Maryland,2002,1301e6
Lake States,Michigan,2002,612e7
Lake States,Wisconsin,2002,22074e6
Lake States,Minnesota,2002,8458e6
Corn Belt,Ohio,2002,4475e6
Corn Belt,Indiana,2002,2658e6
Corn Belt,Illinois,2002,2051e6
Corn Belt,Iowa,2002,3804e6
Corn Belt,Missouri,2002,1946e6
Northern Plains,North Dakota,2002,593e6
Northern Plains,South Dakota,2002,1289e6
Northern Plains,Nebraska,2002,1167e6
Northern Plains,Kansas,2002,203e7
Appalachian,Virginia,2002,1891e6
Appalachian,West Virginia,2002,243e6
Appalachian,North Carolina,2002,1137e6
Appalachian,Kentucky,2002,1614e6
Appalachian,Tennessee,2002,1315e6
Southeast,South Carolina,2002,364e6
Southeast,Georgia,2002,147e7
Southeast,Florida,2002,2308e6
Southeast,Alabama,2002,277e6
Delta States,Mississippi,2002,478e6
Delta States,Arkansas,2002,393e6
Delta States,Louisiana,2002,579e6
Southern Plains,Oklahoma,2002,1307e6
Southern Plains,Texas,2002,53e8
Mountain,Montana,2002,341e6
Mountain,Idaho,2002,8155e6
Mountain,Wyoming,2002,63e6
Mountain,Colorado,2002,2159e6
Mountain,New Mexico,2002,6316e6
Mountain,Arizona,2002,343e7
Mountain,Utah,2002,1666e6
Mountain,Nevada,2002,501e6
Pacific,Washington,2002,562e7
Pacific,Oregon,2002,2093e6
Pacific,California,2002,35065e6
Pacific,Alaska,2002,18e6
Pacific,Hawaii,2002,97e6
Northeast,Maine,2003,624e6
Northeast,New Hampshire,2003,305e6
Northeast,Vermont,2003,2637e6
Northeast,Massachusetts,2003,332e6
Northeast,Rhode Island,2003,22e6
Northeast,Connecticut,2003,413e6
Northeast,New York,2003,11952e6
Northeast,New Jersey,2003,216e6
Northeast,Pennsylvania,2003,10338e6
Northeast,Delaware,2003,13e7
Northeast,Maryland,2003,1177e6
Lake States,Michigan,2003,6375e6
Lake States,Wisconsin,2003,22266e6
Lake States,Minnesota,2003,8258e6
Corn Belt,Ohio,2003,449e7
Corn Belt,Indiana,2003,2939e6
Corn Belt,Illinois,2003,2047e6
Corn Belt,Iowa,2003,381e7
Corn Belt,Missouri,2003,1886e6
Northern Plains,North Dakota,2003,5e8
Northern Plains,South Dakota,2003,133e7
Northern Plains,Nebraska,2003,1129e6
Northern Plains,Kansas,2003,213e7
Appalachian,Virginia,2003,1731e6
Appalachian,West Virginia,2003,216e6
Appalachian,North Carolina,2003,1044e6
Appalachian,Kentucky,2003,1465e6
Appalachian,Tennessee,2003,1205e6
Southeast,South Carolina,2003,318e6
Southeast,Georgia,2003,1444e6
Southeast,Florida,2003,2161e6
Southeast,Alabama,2003,252e6
Delta States,Mississippi,2003,423e6
Delta States,Arkansas,2003,354e6
Delta States,Louisiana,2003,519e6
Southern Plains,Oklahoma,2003,1312e6
Southern Plains,Texas,2003,563e7
Mountain,Montana,2003,345e6
Mountain,Idaho,2003,8774e6
Mountain,Wyoming,2003,54e6
Mountain,Colorado,2003,2153e6
Mountain,New Mexico,2003,6666e6
Mountain,Arizona,2003,3552e6
Mountain,Utah,2003,1622e6
Mountain,Nevada,2003,485e6
Pacific,Washington,2003,5581e6
Pacific,Oregon,2003,2191e6
Pacific,California,2003,35437e6
Pacific,Alaska,2003,17e6
Pacific,Hawaii,2003,92e6
Northeast,Maine,2004,612e6
Northeast,New Hampshire,2004,303e6
Northeast,Vermont,2004,2594e6
Northeast,Massachusetts,2004,296e6
Northeast,Rhode Island,2004,2e7
Northeast,Connecticut,2004,392e6
Northeast,New York,2004,1165e7
Northeast,New Jersey,2004,2e8
Northeast,Pennsylvania,2004,10062e6
Northeast,Delaware,2004,125e6
Northeast,Maryland,2004,1116e6
Lake States,Michigan,2004,633e7
Lake States,Wisconsin,2004,22085e6
Lake States,Minnesota,2004,8102e6
Corn Belt,Ohio,2004,456e7
Corn Belt,Indiana,2004,3027e6
Corn Belt,Illinois,2004,1978e6
Corn Belt,Iowa,2004,3851e6
Corn Belt,Missouri,2004,1847e6
Northern Plains,North Dakota,2004,465e6
Northern Plains,South Dakota,2004,1347e6
Northern Plains,Nebraska,2004,1049e6
Northern Plains,Kansas,2004,2216e6
Appalachian,Virginia,2004,1731e6
Appalachian,West Virginia,2004,194e6
Appalachian,North Carolina,2004,1006e6
Appalachian,Kentucky,2004,1422e6
Appalachian,Tennessee,2004,1155e6
Southeast,South Carolina,2004,287e6
Southeast,Georgia,2004,1416e6
Southeast,Florida,2004,2253e6
Southeast,Alabama,2004,245e6
Delta States,Mississippi,2004,379e6
Delta States,Arkansas,2004,323e6
Delta States,Louisiana,2004,479e6
Southern Plains,Oklahoma,2004,1263e6
Southern Plains,Texas,2004,6009e6
Mountain,Montana,2004,348e6
Mountain,Idaho,2004,9093e6
Mountain,Wyoming,2004,63e6
Mountain,Colorado,2004,2184e6
Mountain,New Mexico,2004,6737e6
Mountain,Arizona,2004,3646e6
Mountain,Utah,2004,1616e6
Mountain,Nevada,2004,509e6
Pacific,Washington,2004,5416e6
Pacific,Oregon,2004,227e7
Pacific,California,2004,36465e6
Pacific,Alaska,2004,15e6
Pacific,Hawaii,2004,81e6
Northeast,Maine,2005,595e6
Northeast,New Hampshire,2005,302e6
Northeast,Vermont,2005,2641e6
Northeast,Massachusetts,2005,29e7
Northeast,Rhode Island,2005,19e6
Northeast,Connecticut,2005,384e6
Northeast,New York,2005,12078e6
Northeast,New Jersey,2005,192e6
Northeast,Pennsylvania,2005,10503e6
Northeast,Delaware,2005,123e6
Northeast,Maryland,2005,1143e6
Lake States,Michigan,2005,675e7
Lake States,Wisconsin,2005,22866e6
Lake States,Minnesota,2005,8195e6
Corn Belt,Ohio,2005,4743e6
Corn Belt,Indiana,2005,3166e6
Corn Belt,Illinois,2005,1958e6
Corn Belt,Iowa,2005,4025e6
Corn Belt,Missouri,2005,1875e6
Northern Plains,North Dakota,2005,468e6
Northern Plains,South Dakota,2005,1437e6
Northern Plains,Nebraska,2005,1077e6
Northern Plains,Kansas,2005,2276e6
Appalachian,Virginia,2005,1784e6
Appalachian,West Virginia,2005,194e6
Appalachian,North Carolina,2005,1012e6
Appalachian,Kentucky,2005,1367e6
Appalachian,Tennessee,2005,1102e6
Southeast,South Carolina,2005,288e6
Southeast,Georgia,2005,1398e6
Southeast,Florida,2005,2273e6
Southeast,Alabama,2005,224e6
Delta States,Mississippi,2005,382e6
Delta States,Arkansas,2005,298e6
Delta States,Louisiana,2005,434e6
Southern Plains,Oklahoma,2005,1236e6
Southern Plains,Texas,2005,6444e6
Mountain,Montana,2005,372e6
Mountain,Idaho,2005,10161e6
Mountain,Wyoming,2005,73e6
Mountain,Colorado,2005,2348e6
Mountain,New Mexico,2005,6951e6
Mountain,Arizona,2005,3742e6
Mountain,Utah,2005,1661e6
Mountain,Nevada,2005,542e6
Pacific,Washington,2005,5608e6
Pacific,Oregon,2005,2284e6
Pacific,California,2005,37564e6
Pacific,Alaska,2005,14e6
Pacific,Hawaii,2005,7e7
Northeast,Maine,2006,574e6
Northeast,New Hampshire,2006,293e6
Northeast,Vermont,2006,2592e6
Northeast,Massachusetts,2006,278e6
Northeast,Rhode Island,2006,19e6
Northeast,Connecticut,2006,367e6
Northeast,New York,2006,12045e6
Northeast,New Jersey,2006,178e6
Northeast,Pennsylvania,2006,10742e6
Northeast,Delaware,2006,114e6
Northeast,Maryland,2006,1106e6
Lake States,Michigan,2006,7115e6
Lake States,Wisconsin,2006,23398e6
Lake States,Minnesota,2006,8369e6
Corn Belt,Ohio,2006,486e7
Corn Belt,Indiana,2006,3277e6
Corn Belt,Illinois,2006,1983e6
Corn Belt,Iowa,2006,4126e6
Corn Belt,Missouri,2006,184e7
Northern Plains,North Dakota,2006,47e7
Northern Plains,South Dakota,2006,1505e6
Northern Plains,Nebraska,2006,1118e6
Northern Plains,Kansas,2006,2345e6
Appalachian,Virginia,2006,1771e6
Appalachian,West Virginia,2006,2e8
Appalachian,North Carolina,2006,944e6
Appalachian,Kentucky,2006,1303e6
Appalachian,Tennessee,2006,1049e6
Southeast,South Carolina,2006,277e6
Southeast,Georgia,2006,1404e6
Southeast,Florida,2006,2171e6
Southeast,Alabama,2006,203e6
Delta States,Mississippi,2006,344e6
Delta States,Arkansas,2006,258e6
Delta States,Louisiana,2006,396e6
Southern Plains,Oklahoma,2006,1214e6
Southern Plains,Texas,2006,7157e6
Mountain,Montana,2006,354e6
Mountain,Idaho,2006,10905e6
Mountain,Wyoming,2006,118e6
Mountain,Colorado,2006,2547e6
Mountain,New Mexico,2006,7605e6
Mountain,Arizona,2006,3954e6
Mountain,Utah,2006,1747e6
Mountain,Nevada,2006,544e6
Pacific,Washington,2006,5464e6
Pacific,Oregon,2006,2242e6
Pacific,California,2006,3883e7
Pacific,Alaska,2006,1e7
Pacific,Hawaii,2006,57e6
Northeast,Maine,2007,587e6
Northeast,New Hampshire,2007,29e7
Northeast,Vermont,2007,2531e6
Northeast,Massachusetts,2007,255e6
Northeast,Rhode Island,2007,18e6
Northeast,Connecticut,2007,365e6
Northeast,New York,2007,12103e6
Northeast,New Jersey,2007,168e6
Northeast,Pennsylvania,2007,10682e6
Northeast,Delaware,2007,113e6
Northeast,Maryland,2007,1051e6
Lake States,Michigan,2007,7625e6
Lake States,Wisconsin,2007,2408e7
Lake States,Minnesota,2007,8656e6
Corn Belt,Ohio,2007,498e7
Corn Belt,Indiana,2007,3371e6
Corn Belt,Illinois,2007,1917e6
Corn Belt,Iowa,2007,4278e6
Corn Belt,Missouri,2007,1678e6
Northern Plains,North Dakota,2007,444e6
Northern Plains,South Dakota,2007,1641e6
Northern Plains,Nebraska,2007,1075e6
Northern Plains,Kansas,2007,2187e6
Appalachian,Virginia,2007,1753e6
Appalachian,West Virginia,2007,195e6
Appalachian,North Carolina,2007,921e6
Appalachian,Kentucky,2007,125e7
Appalachian,Tennessee,2007,999e6
Southeast,South Carolina,2007,322e6
Southeast,Georgia,2007,1399e6
Southeast,Florida,2007,2104e6
Southeast,Alabama,2007,197e6
Delta States,Mississippi,2007,324e6
Delta States,Arkansas,2007,22e7
Delta States,Louisiana,2007,349e6
Southern Plains,Oklahoma,2007,1144e6
Southern Plains,Texas,2007,7384e6
Mountain,Montana,2007,333e6
Mountain,Idaho,2007,11549e6
Mountain,Wyoming,2007,134e6
Mountain,Colorado,2007,2706e6
Mountain,New Mexico,2007,729e7
Mountain,Arizona,2007,421e7
Mountain,Utah,2007,1732e6
Mountain,Nevada,2007,553e6
Pacific,Washington,2007,5531e6
Pacific,Oregon,2007,2233e6
Pacific,California,2007,40683e6
Pacific,Alaska,2007,9e6
Pacific,Hawaii,2007,36e6
Northeast,Maine,2008,603e6
Northeast,New Hampshire,2008,299e6
Northeast,Vermont,2008,2576e6
Northeast,Massachusetts,2008,254e6
Northeast,Rhode Island,2008,2e7
Northeast,Connecticut,2008,364e6
Northeast,New York,2008,12432e6
Northeast,New Jersey,2008,169e6
Northeast,Pennsylvania,2008,10575e6
Northeast,Delaware,2008,11e7
Northeast,Maryland,2008,1029e6
Lake States,Michigan,2008,7763e6
Lake States,Wisconsin,2008,24472e6
Lake States,Minnesota,2008,8782e6
Corn Belt,Ohio,2008,5135e6
Corn Belt,Indiana,2008,3287e6
Corn Belt,Illinois,2008,1862e6
Corn Belt,Iowa,2008,4236e6
Corn Belt,Missouri,2008,1615e6
Northern Plains,North Dakota,2008,418e6
Northern Plains,South Dakota,2008,1796e6
Northern Plains,Nebraska,2008,1083e6
Northern Plains,Kansas,2008,2415e6
Appalachian,Virginia,2008,1726e6
Appalachian,West Virginia,2008,181e6
Appalachian,North Carolina,2008,892e6
Appalachian,Kentucky,2008,121e7
Appalachian,Tennessee,2008,948e6
Southeast,South Carolina,2008,323e6
Southeast,Georgia,2008,1355e6
Southeast,Florida,2008,2061e6
Southeast,Alabama,2008,184e6
Delta States,Mississippi,2008,291e6
Delta States,Arkansas,2008,186e6
Delta States,Louisiana,2008,319e6
Southern Plains,Oklahoma,2008,1061e6
Southern Plains,Texas,2008,8416e6
Mountain,Montana,2008,313e6
Mountain,Idaho,2008,12315e6
Mountain,Wyoming,2008,136e6
Mountain,Colorado,2008,2935e6
Mountain,New Mexico,2008,7865e6
Mountain,Arizona,2008,4351e6
Mountain,Utah,2008,1784e6
Mountain,Nevada,2008,653e6
Pacific,Washington,2008,5696e6
Pacific,Oregon,2008,2254e6
Pacific,California,2008,41203e6
Pacific,Alaska,2008,7e6
Pacific,Hawaii,2008,19e6
Northeast,Maine,2009,596e6
Northeast,New Hampshire,2009,293e6
Northeast,Vermont,2009,2469e6
Northeast,Massachusetts,2009,246e6
Northeast,Rhode Island,2009,2e7
Northeast,Connecticut,2009,353e6
Northeast,New York,2009,12424e6
Northeast,New Jersey,2009,158e6
Northeast,Pennsylvania,2009,10551e6
Northeast,Delaware,2009,102e6
Northeast,Maryland,2009,1004e6
Lake States,Michigan,2009,7968e6
Lake States,Wisconsin,2009,25239e6
Lake States,Minnesota,2009,9019e6
Corn Belt,Ohio,2009,5192e6
Corn Belt,Indiana,2009,3383e6
Corn Belt,Illinois,2009,1862e6
Corn Belt,Iowa,2009,4301e6
Corn Belt,Missouri,2009,1568e6
Northern Plains,North Dakota,2009,387e6
Northern Plains,South Dakota,2009,1892e6
Northern Plains,Nebraska,2009,1198e6
Northern Plains,Kansas,2009,2488e6
Appalachian,Virginia,2009,1736e6
Appalachian,West Virginia,2009,162e6
Appalachian,North Carolina,2009,884e6
Appalachian,Kentucky,2009,1192e6
Appalachian,Tennessee,2009,909e6
Southeast,South Carolina,2009,325e6
Southeast,Georgia,2009,14e8
Southeast,Florida,2009,208e7
Southeast,Alabama,2009,164e6
Delta States,Mississippi,2009,25e7
Delta States,Arkansas,2009,165e6
Delta States,Louisiana,2009,271e6
Southern Plains,Oklahoma,2009,1002e6
Southern Plains,Texas,2009,884e7
Mountain,Montana,2009,299e6
Mountain,Idaho,2009,1215e7
Mountain,Wyoming,2009,105e6
Mountain,Colorado,2009,2837e6
Mountain,New Mexico,2009,7904e6
Mountain,Arizona,2009,4082e6
Mountain,Utah,2009,1771e6
Mountain,Nevada,2009,613e6
Pacific,Washington,2009,5561e6
Pacific,Oregon,2009,2248e6
Pacific,California,2009,39512e6
Pacific,Alaska,2009,6e6
Pacific,Hawaii,2009,21e6
Northeast,Maine,2010,587e6
Northeast,New Hampshire,2010,294e6
Northeast,Vermont,2010,2521e6
Northeast,Massachusetts,2010,242e6
Northeast,Rhode Island,2010,2e7
Northeast,Connecticut,2010,364e6
Northeast,New York,2010,12713e6
Northeast,New Jersey,2010,14e7
Northeast,Pennsylvania,2010,10737e6
Northeast,Delaware,2010,9e7
Northeast,Maryland,2010,1001e6
Lake States,Michigan,2010,8333e6
Lake States,Wisconsin,2010,26035e6
Lake States,Minnesota,2010,9102e6
Corn Belt,Ohio,2010,527e7
Corn Belt,Indiana,2010,3416e6
Corn Belt,Illinois,2010,184e7
Corn Belt,Iowa,2010,4342e6
Corn Belt,Missouri,2010,1445e6
Northern Plains,North Dakota,2010,384e6
Northern Plains,South Dakota,2010,1884e6
Northern Plains,Nebraska,2010,1168e6
Northern Plains,Kansas,2010,2497e6
Appalachian,Virginia,2010,1719e6
Appalachian,West Virginia,2010,157e6
Appalachian,North Carolina,2010,866e6
Appalachian,Kentucky,2010,1152e6
Appalachian,Tennessee,2010,85e7
Southeast,South Carolina,2010,286e6
Southeast,Georgia,2010,1395e6
Southeast,Florida,2010,2133e6
Southeast,Alabama,2010,156e6
Delta States,Mississippi,2010,223e6
Delta States,Arkansas,2010,153e6
Delta States,Louisiana,2010,235e6
Southern Plains,Oklahoma,2010,959e6
Southern Plains,Texas,2010,8828e6
Mountain,Montana,2010,289e6
Mountain,Idaho,2010,12773e6
Mountain,Wyoming,2010,12e7
Mountain,Colorado,2010,2816e6
Mountain,New Mexico,2010,7881e6
Mountain,Arizona,2010,4151e6
Mountain,Utah,2010,1927e6
Mountain,Nevada,2010,664e6
Pacific,Washington,2010,5902e6
Pacific,Oregon,2010,2399e6
Pacific,California,2010,40385e6
Pacific,Alaska,2010,7e6
Pacific,Hawaii,2010,25e6
Northeast,Maine,2011,598e6
Northeast,New Hampshire,2011,286e6
Northeast,Vermont,2011,2538e6
Northeast,Massachusetts,2011,22e7
Northeast,Rhode Island,2011,2e7
Northeast,Connecticut,2011,361e6
Northeast,New York,2011,12838e6
Northeast,New Jersey,2011,135e6
Northeast,Pennsylvania,2011,10547e6
Northeast,Delaware,2011,92e6
Northeast,Maryland,2011,97e7
Lake States,Michigan,2011,8478e6
Lake States,Wisconsin,2011,26058e6
Lake States,Minnesota,2011,889e7
Corn Belt,Ohio,2011,5144e6
Corn Belt,Indiana,2011,3553e6
Corn Belt,Illinois,2011,1814e6
Corn Belt,Iowa,2011,4323e6
Corn Belt,Missouri,2011,1388e6
Northern Plains,North Dakota,2011,345e6
Northern Plains,South Dakota,2011,1873e6
Northern Plains,Nebraska,2011,1173e6
Northern Plains,Kansas,2011,2585e6
Appalachian,Virginia,2011,1719e6
Appalachian,West Virginia,2011,157e6
Appalachian,North Carolina,2011,904e6
Appalachian,Kentucky,2011,109e7
Appalachian,Tennessee,2011,81e7
Southeast,South Carolina,2011,279e6
Southeast,Georgia,2011,145e7
Southeast,Florida,2011,2269e6
Southeast,Alabama,2011,143e6
Delta States,Mississippi,2011,204e6
Delta States,Arkansas,2011,143e6
Delta States,Louisiana,2011,232e6
Southern Plains,Oklahoma,2011,923e6
Southern Plains,Texas,2011,9582e6
Mountain,Montana,2011,288e6
Mountain,Idaho,2011,13251e6
Mountain,Wyoming,2011,123e6
Mountain,Colorado,2011,2999e6
Mountain,New Mexico,2011,8177e6
Mountain,Arizona,2011,4413e6
Mountain,Utah,2011,2061e6
Mountain,Nevada,2011,666e6
Pacific,Washington,2011,6169e6
Pacific,Oregon,2011,2479e6
Pacific,California,2011,41462e6
Pacific,Alaska,2011,7e6
Pacific,Hawaii,2011,27e6
Northeast,Maine,2012,613e6
Northeast,New Hampshire,2012,275e6
Northeast,Vermont,2012,2569e6
Northeast,Massachusetts,2012,219e6
Northeast,Rhode Island,2012,18e6
Northeast,Connecticut,2012,358e6
Northeast,New York,2012,1319e7
Northeast,New Jersey,2012,13e7
Northeast,Pennsylvania,2012,10478e6
Northeast,Delaware,2012,94e6
Northeast,Maryland,2012,979e6
Lake States,Michigan,2012,8991e6
Lake States,Wisconsin,2012,27224e6
Lake States,Minnesota,2012,9073e6
Corn Belt,Ohio,2012,5355e6
Corn Belt,Indiana,2012,3752e6
Corn Belt,Illinois,2012,1868e6
Corn Belt,Iowa,2012,4513e6
Corn Belt,Missouri,2012,1408e6
Northern Plains,North Dakota,2012,347e6
Northern Plains,South Dakota,2012,1968e6
Northern Plains,Nebraska,2012,1186e6
Northern Plains,Kansas,2012,2732e6
Appalachian,Virginia,2012,1727e6
Appalachian,West Virginia,2012,154e6
Appalachian,North Carolina,2012,94e7
Appalachian,Kentucky,2012,112e7
Appalachian,Tennessee,2012,805e6
Southeast,South Carolina,2012,276e6
Southeast,Georgia,2012,1531e6
Southeast,Florida,2012,234e7
Southeast,Alabama,2012,13e7
Delta States,Mississippi,2012,199e6
Delta States,Arkansas,2012,133e6
Delta States,Louisiana,2012,222e6
Southern Plains,Oklahoma,2012,859e6
Southern Plains,Texas,2012,9596e6
Mountain,Montana,2012,299e6
Mountain,Idaho,2012,13558e6
Mountain,Wyoming,2012,124e6
Mountain,Colorado,2012,3213e6
Mountain,New Mexico,2012,8149e6
Mountain,Arizona,2012,4508e6
Mountain,Utah,2012,2172e6
Mountain,Nevada,2012,665e6
Pacific,Washington,2012,6234e6
Pacific,Oregon,2012,2513e6
Pacific,California,2012,41801e6
Pacific,Alaska,2012,6e6
Pacific,Hawaii,2012,28e6
Northeast,Maine,2013,606e6
Northeast,New Hampshire,2013,272e6
Northeast,Vermont,2013,2606e6
Northeast,Massachusetts,2013,23e7
Northeast,Rhode Island,2013,17e6
Northeast,Connecticut,2013,37e7
Northeast,New York,2013,13463e6
Northeast,New Jersey,2013,127e6
Northeast,Pennsylvania,2013,10552e6
Northeast,Delaware,2013,94e6
Northeast,Maryland,2013,972e6
Lake States,Michigan,2013,9164e6
Lake States,Wisconsin,2013,27572e6
Lake States,Minnesota,2013,9138e6
Corn Belt,Ohio,2013,5448e6
Corn Belt,Indiana,2013,383e7
Corn Belt,Illinois,2013,183e7
Corn Belt,Iowa,2013,4607e6
Corn Belt,Missouri,2013,1349e6
Northern Plains,North Dakota,2013,341e6
Northern Plains,South Dakota,2013,2023e6
Northern Plains,Nebraska,2013,1165e6
Northern Plains,Kansas,2013,2932e6
Appalachian,Virginia,2013,1742e6
Appalachian,West Virginia,2013,152e6
Appalachian,North Carolina,2013,935e6
Appalachian,Kentucky,2013,107e7
Appalachian,Tennessee,2013,765e6
Southeast,South Carolina,2013,264e6
Southeast,Georgia,2013,1568e6
Southeast,Florida,2013,2383e6
Southeast,Alabama,2013,117e6
Delta States,Mississippi,2013,186e6
Delta States,Arkansas,2013,105e6
Delta States,Louisiana,2013,206e6
Southern Plains,Oklahoma,2013,779e6
Southern Plains,Texas,2013,961e7
Mountain,Montana,2013,298e6
Mountain,Idaho,2013,13431e6
Mountain,Wyoming,2013,128e6
Mountain,Colorado,2013,3328e6
Mountain,New Mexico,2013,8057e6
Mountain,Arizona,2013,4489e6
Mountain,Utah,2013,2131e6
Mountain,Nevada,2013,639e6
Pacific,Washington,2013,6336e6
Pacific,Oregon,2013,2514e6
Pacific,California,2013,41256e6
Pacific,Alaska,2013,3e6
Pacific,Hawaii,2013,3e7
Northeast,Maine,2014,599e6
Northeast,New Hampshire,2014,282e6
Northeast,Vermont,2014,2666e6
Northeast,Massachusetts,2014,233e6
Northeast,Rhode Island,2014,17e6
Northeast,Connecticut,2014,383e6
Northeast,New York,2014,1373e7
Northeast,New Jersey,2014,127e6
Northeast,Pennsylvania,2014,10664e6
Northeast,Delaware,2014,97e6
Northeast,Maryland,2014,987e6
Lake States,Michigan,2014,9609e6
Lake States,Wisconsin,2014,27795e6
Lake States,Minnesota,2014,9127e6
Corn Belt,Ohio,2014,5425e6
Corn Belt,Indiana,2014,3892e6
Corn Belt,Illinois,2014,185e7
Corn Belt,Iowa,2014,4647e6
Corn Belt,Missouri,2014,1383e6
Northern Plains,North Dakota,2014,324e6
Northern Plains,South Dakota,2014,211e7
Northern Plains,Nebraska,2014,1195e6
Northern Plains,Kansas,2014,3114e6
Appalachian,Virginia,2014,1779e6
Appalachian,West Virginia,2014,14e7
Appalachian,North Carolina,2014,961e6
Appalachian,Kentucky,2014,1002e6
Appalachian,Tennessee,2014,745e6
Southeast,South Carolina,2014,263e6
Southeast,Georgia,2014,1691e6
Southeast,Florida,2014,2508e6
Southeast,Alabama,2014,109e6
Delta States,Mississippi,2014,188e6
Delta States,Arkansas,2014,96e6
Delta States,Louisiana,2014,204e6
Southern Plains,Oklahoma,2014,726e6
Southern Plains,Texas,2014,1031e7
Mountain,Montana,2014,301e6
Mountain,Idaho,2014,13873e6
Mountain,Wyoming,2014,13e7
Mountain,Colorado,2014,3593e6
Mountain,New Mexico,2014,8105e6
Mountain,Arizona,2014,4703e6
Mountain,Utah,2014,2184e6
Mountain,Nevada,2014,69e7
Pacific,Washington,2014,6576e6
Pacific,Oregon,2014,255e7
Pacific,California,2014,42339e6
Pacific,Alaska,2014,4e6
Pacific,Hawaii,2014,3e7
Northeast,Maine,2015,594e6
Northeast,New Hampshire,2015,282e6
Northeast,Vermont,2015,2666e6
Northeast,Massachusetts,2015,217e6
Northeast,Rhode Island,2015,16e6
Northeast,Connecticut,2015,396e6
Northeast,New York,2015,14094e6
Northeast,New Jersey,2015,127e6
Northeast,Pennsylvania,2015,108e8
Northeast,Delaware,2015,99e6
Northeast,Maryland,2015,983e6
Lake States,Michigan,2015,10261e6
Lake States,Wisconsin,2015,2903e7
Lake States,Minnesota,2015,9462e6
Corn Belt,Ohio,2015,5493e6
Corn Belt,Indiana,2015,4025e6
Corn Belt,Illinois,2015,1894e6
Corn Belt,Iowa,2015,4838e6
Corn Belt,Missouri,2015,1365e6
Northern Plains,North Dakota,2015,332e6
Northern Plains,South Dakota,2015,2359e6
Northern Plains,Nebraska,2015,1307e6
Northern Plains,Kansas,2015,3176e6
