season|number|production_code|episode_title|guest_star|role
17|376–1720|HABF13|Regarding Margie|Gene Tenace|Himself
17|376–1720|HABF13|Regarding Margie|Marcia Wallace|Edna Krabappel
17|377–1721|HABF14|The Monkey Suit|Melanie Griffith|Herself
17|377–1721|HABF14|The Monkey Suit|Larry Hagman|Wallace Brady
17|378–1722|HABF16|Marge and Homer Turn a Couple Play|Stacy Keach|Howard K. Duff VII
17|378–1722|HABF16|Marge and Homer Turn a Couple Play|Mandy Moore|Tabitha Vixx
18|379–1801|HABF15|The Mook, the Chef, the Wife and Her Homer|Michael Imperioli|Dante Calabresis Jr.
18|379–1801|HABF15|The Mook, the Chef, the Wife and Her Homer|Joe Mantegna|Fat Tony
18|379–1801|HABF15|The Mook, the Chef, the Wife and Her Homer|Metallica|Themselves
18|379–1801|HABF15|The Mook, the Chef, the Wife and Her Homer|Joe Pantoliano|Dante Calabresis
18|380–1802|HABF18|Jazzy and the Pussycats|Larina Jean Adamson|Waitress
18|380–1802|HABF18|Jazzy and the Pussycats|The White Stripes|Themselves
18|382–1804|HABF17|Treehouse of Horror XVII|Fran Drescher|Female Golem
18|382–1804|HABF17|Treehouse of Horror XVII|Maurice LaMarche|Orson Welles
18|382–1804|HABF17|Treehouse of Horror XVII|Richard Lewis|Male Golem
18|382–1804|HABF17|Treehouse of Horror XVII|Phil McGraw|Himself
18|382–1804|HABF17|Treehouse of Horror XVII|Sir Mix-a-Lot|Sings "Baby Likes Fat" (parody of the song Baby Got Back)
18|382–1804|HABF17|Treehouse of Horror XVII|Marcia Wallace|Edna Krabappel
18|383–1805|HABF21|G.I. (Annoyed Grunt)|Maurice LaMarche|Recruiter #2; Cap'n Crunch
18|383–1805|HABF21|G.I. (Annoyed Grunt)|Kiefer Sutherland|Colonel
18|384–1806|HABF19|Moe'N'a Lisa|Michael Chabon|Himself
18|384–1806|HABF19|Moe'N'a Lisa|Jonathan Franzen|Himself
18|384–1806|HABF19|Moe'N'a Lisa|J. K. Simmons|J. Jonah Jameson
18|384–1806|HABF19|Moe'N'a Lisa|Gore Vidal|Himself
18|384–1806|HABF19|Moe'N'a Lisa|Tom Wolfe|Himself
18|387–1809|JABF01|Kill Gil, Volumes I & II|Elvis Stojko|Himself
18|388–1810|JABF03|The Wife Aquatic|Dana Gould|Rotting Pelican Crewman
18|388–1810|JABF03|The Wife Aquatic|Maurice LaMarche|First Mate Billy; Oceanographer
18|388–1810|JABF03|The Wife Aquatic|Sab Shimono|Japanese fisherman
18|390–1812|JABF04|Little Big Girl|Natalie Portman|Darcy
18|391–1813|JABF07|Springfield Up|Eric Idle|Declan Desmond
18|392–1814|JABF09|Yokel Chords|Peter Bogdanovich|Psychologist
18|392–1814|JABF09|Yokel Chords|Andy Dick|Himself
18|392–1814|JABF09|Yokel Chords|James Patterson|Himself
18|392–1814|JABF09|Yokel Chords|Meg Ryan|Dr. Stacy Swanson
18|392–1814|JABF09|Yokel Chords|Stephen Sondheim|Himself
18|392–1814|JABF09|Yokel Chords|Marcia Wallace|Edna Krabappel
18|393–1815|JABF08|Rome-old and Juli-eh|Jane Kaczmarek|Judge Constance Harm
18|394–1816|JABF06|Homerazzi|Jon Lovitz|Enrico Irritazio
18|394–1816|JABF06|Homerazzi|J. K. Simmons|Tabloid editor
18|394–1816|JABF06|Homerazzi|Betty White|Herself
18|395–1817|JABF10|Marge Gamer|Ronaldo|Himself
18|395–1817|JABF10|Marge Gamer|Marcia Wallace|Edna Krabappel
18|398–1818|JABF12|Stop or My Dog Will Shoot|Rudy Giuliani|Himself
18|398–1818|JABF12|Stop or My Dog Will Shoot|Stephen Hawking|Himself
18|398–1818|JABF12|Stop or My Dog Will Shoot|Maurice LaMarche|Farmer; Horn Stuffer
18|398–1818|JABF12|Stop or My Dog Will Shoot|Marcia Wallace|Edna Krabappel
18|399–1821|JABF14|24 Minutes|Mary Lynn Rajskub|Chloe O'Brian
18|399–1821|JABF14|24 Minutes|Kiefer Sutherland|Jack Bauer
18|400–1822|JABF15|You Kent Always Say What You Want|Maurice LaMarche|Fox announcer
18|400–1822|JABF15|You Kent Always Say What You Want|Ludacris|Himself
Movie|M1|—|The Simpsons Movie|Albert Brooks|Russ Cargill
Movie|M1|—|The Simpsons Movie|Green Day|Themselves
Movie|M1|—|The Simpsons Movie|Tom Hanks|Himself
Movie|M1|—|The Simpsons Movie|Joe Mantegna|Fat Tony
Movie|M1|—|The Simpsons Movie|Philip Rosenthal|TV Dad
Movie|M1|—|The Simpsons Movie|Marcia Wallace|Edna Krabappel
19|401–1901|JABF20|He Loves to Fly and He D'ohs|Stephen Colbert|Colby Kraus
19|401–1901|JABF20|He Loves to Fly and He D'ohs|Lionel Richie|Himself
19|402–1902|JABF18|Homer of Seville|Plácido Domingo|Himself
19|402–1902|JABF18|Homer of Seville|Maya Rudolph|Julia
19|403–1903|JABF21|Midnight Towboy|Matt Dillon|Louie
19|404–1904|JABF19|I Don't Wanna Know Why the Caged Bird Sings|Steve Buscemi|Dwight David Diddlehoffer
19|404–1904|JABF19|I Don't Wanna Know Why the Caged Bird Sings|Julia Louis-Dreyfus|Gloria
19|404–1904|JABF19|I Don't Wanna Know Why the Caged Bird Sings|Ted Nugent|Himself
19|405–1905|JABF16|Treehouse of Horror XVIII|Maurice LaMarche|Government Official
19|407–1907|JABF17|Husbands and Knives|Jack Black|Milo
19|407–1907|JABF17|Husbands and Knives|Daniel Clowes|Himself
19|407–1907|JABF17|Husbands and Knives|Maurice LaMarche|Jock
19|407–1907|JABF17|Husbands and Knives|Sang Am Lee|Korean singer
19|407–1907|JABF17|Husbands and Knives|Alan Moore|Himself
19|407–1907|JABF17|Husbands and Knives|Art Spiegelman|Himself
19|408–1908|KABF01|Funeral for a Fiend|Kelsey Grammer|Sideshow Bob
19|408–1908|KABF01|Funeral for a Fiend|John Mahoney|Dr. Robert Terwilliger, Sr.
19|408–1908|KABF01|Funeral for a Fiend|Keith Olbermann|Himself
19|408–1908|KABF01|Funeral for a Fiend|David Hyde Pierce|Cecil Terwilliger
19|410–1910|KABF03|E Pluribus Wiggum|Dan Rather|Himself
19|410–1910|KABF03|E Pluribus Wiggum|Jon Stewart|Himself
19|411–1911|KABF04|That '90s Show|Michael Dees|Sings "Winter Wonderland"
19|411–1911|KABF04|That '90s Show|Kurt Loder|Himself
19|411–1911|KABF04|That 90's Show|"Weird Al" Yankovic|Himself
19|413–1913|KABF06|The Debarted|Topher Grace|Donny
19|413–1913|KABF06|The Debarted|Terry Gross|Herself
19|413–1913|KABF06|The Debarted|Marcia Wallace|Edna Krabappel
19|414–1914|KABF07|Dial "N" for Nerder|Marcia Wallace|Edna Krabappel
19|416–1916|KABF09|Papa Don't Leech|Beverly D'Angelo|Lurleen Lumpkin
19|416–1916|KABF09|Papa Don't Leech|Dixie Chicks|Themselves
19|417–1917|KABF10|Apocalypse Cow|Zooey Deschanel|Mary Spuckler
19|418–1918|KABF11|Any Given Sundance|Jim Jarmusch|Himself
19|418–1918|KABF11|Any Given Sundance|John C. Reilly|Himself
19|419–1919|KABF12|Mona Leaves-a|Lance Armstrong|Himself
19|419–1919|KABF12|Mona Leaves-a|Glenn Close|Mona Simpson
19|420–1920|KABF13|All About Lisa|Drew Carey|Himself
20|421–2001|KABF17|Sex, Pies and Idiot Scrapes|Robert Forster|Lucky Jim
20|421–2001|KABF17|Sex, Pies and Idiot Scrapes|Julia Louis-Dreyfus|Gloria
20|421–2001|KABF17|Sex, Pies and Idiot Scrapes|Joe Mantegna|Fat Tony
20|422–2002|KABF15|Lost Verizon|Brian Grazer|Himself
20|422–2002|KABF15|Lost Verizon|Denis Leary|Himself
20|423–2003|KABF14|Double, Double, Boy in Trouble|Joe Montana|Himself
20|424–2004|KABF16|Treehouse of Horror XIX|Marcia Wallace|Edna Krabappel
20|425–2005|KABF18|Dangerous Curves|Maurice LaMarche|Toucan Sam; Cap'n Crunch; Trix Rabbit
20|426–2006|KABF19|Homer and Lisa Exchange Cross Words|Merl Reagle|Himself
20|426–2006|KABF19|Homer and Lisa Exchange Cross Words|Will Shortz|Himself
20|426–2006|KABF19|Homer and Lisa Exchange Cross Words|Scott Thompson|Grady
20|426–2006|KABF19|Homer and Lisa Exchange Cross Words|Marcia Wallace|Edna Krabappel
20|427–2007|KABF20|Mypods and Boomsticks|Shohreh Aghdashloo|Mina bin Laden
20|428–2008|KABF21|The Burns and the Bees|Marv Albert|Himself
20|428–2008|KABF21|The Burns and the Bees|Jeff Bezos|Himself
20|428–2008|KABF21|The Burns and the Bees|Mark Cuban|Himself
20|429–2009|KABF22|Lisa the Drama Queen|Emily Blunt|Juliet Hobbes
20|429–2009|KABF22|Lisa the Drama Queen|Fall Out Boy|Play the end credits
20|430–2010|LABF01|Take My Life, Please|Marcia Wallace|Edna Krabappel
20|431–2011|LABF02|How the Test Was Won|Marcia Wallace|Edna Krabappel
20|432–2012|LABF03|No Loan Again, Naturally|Maurice LaMarche|Dwight D. Eisenhower
20|432–2012|LABF03|No Loan Again, Naturally|Marcia Wallace|Edna Krabappel
20|433–2013|LABF04|Gone Maggie Gone|Ed Begley, Jr.|Himself
20|434–2014|LABF11|In the Name of the Grandfather|Glen Hansard|Street musician
20|434–2014|LABF11|In the Name of the Grandfather|Markéta Irglová|Czech singer
20|434–2014|LABF11|In the Name of the Grandfather|Colm Meaney|Tom O'Flanagan
20|434–2014|LABF11|In the Name of the Grandfather|Marcia Wallace|Edna Krabappel
20|435–2015|LABF05|Wedding for Disaster|Kelsey Grammer|Sideshow Bob
20|437–2017|LABF07|The Good, the Sad and the Drugly|Anne Hathaway|Jenny
20|438–2018|LABF08|Father Knows Worst|Marcia Wallace|Edna Krabappel
20|439–2019|LABF10|Waverly Hills 9-0-2-1-D'oh|Maurice LaMarche|City Inspector
20|439–2019|LABF10|Waverly Hills 9-0-2-1-D'oh|Ellen Page|Alaska Nebraska
20|439–2019|LABF10|Waverly Hills 9-0-2-1-D'oh|Marcia Wallace|Edna Krabappel
20|440–2020|LABF09|Four Great Women and a Manicure|Jodie Foster|Maggie Simpson
21|442–2101|LABF13|Homer the Whopper|Matt Groening|Himself
21|442–2101|LABF13|Homer the Whopper|Seth Rogen|Lyle McCarthy
21|442–2101|LABF13|Homer the Whopper|Kevin Michael Richardson|Security guard
21|443–2102|LABF15|Bart Gets a "Z"|Marcia Wallace|Edna Krabappel
21|444–2103|LABF16|The Great Wife Hope|Chuck Liddell|Himself
21|444–2103|LABF16|The Great Wife Hope|Marcia Wallace|Edna Krabappel
21|445–2104|LABF14|Treehouse of Horror XX|Marcia Wallace|Edna Krabappel
21|446–2105|LABF17|The Devil Wears Nada|Marcia Wallace|Edna Krabappel
21|447–2106|LABF18|Pranks and Greens|Jonah Hill|Andy Hamilton
21|447–2106|LABF18|Pranks and Greens|Marcia Wallace|Edna Krabappel
21|448–2107|LABF19|Rednecks and Broomsticks|Neve Campbell|Cassandra
21|449–2108|MABF01|O Brother, Where Bart Thou?|Kim Cattrall|Fourth Simpson child
21|449–2108|MABF01|O Brother, Where Bart Thou?|Huell Howser|Himself
21|449–2108|MABF01|O Brother, Where Bart Thou?|Cooper Manning|Himself
21|449–2108|MABF01|O Brother, Where Bart Thou?|Eli Manning|Himself
21|449–2108|MABF01|O Brother, Where Bart Thou?|Peyton Manning|Himself
21|449–2108|MABF01|O Brother, Where Bart Thou?|Jordan Nagai|Charlie
21|449–2108|MABF01|O Brother, Where Bart Thou?|Smothers Brothers|Themselves
21|450–2109|MABF02|Thursdays with Abie|Mitch Albom|Himself
21|450–2109|MABF02|Thursdays with Abie|Marcia Wallace|Edna Krabappel
21|451–2110|LABF20|Once Upon a Time in Springfield|Anne Hathaway|Princess Penelope
21|451–2110|LABF20|Once Upon a Time in Springfield|Eartha Kitt|Herself
21|451–2110|LABF20|Once Upon a Time in Springfield|Maurice LaMarche|Nuclear Power Plant Guard
21|451–2110|LABF20|Once Upon a Time in Springfield|Gary Larson|Himself
21|451–2110|LABF20|Once Upon a Time in Springfield|Jackie Mason|Rabbi Hyman Krustofsky
21|452–2111|MABF03|Million Dollar Maybe|Chris Martin|Himself
21|452–2111|MABF03|Million Dollar Maybe|Marcia Wallace|Edna Krabappel
21|453–2112|MABF05|Boy Meets Curl|Bob Costas|Himself
21|454–2113|MABF06|The Color Yellow|Wren T. Brown|Virgil Simpson
21|455–2114|MABF04|Postcards from the Wedge|Marcia Wallace|Edna Krabappel
21|456–2115|MABF07|Stealing First Base|Angela Bassett|Michelle Obama
21|456–2115|MABF07|Stealing First Base|Sarah Silverman|Nikki McKenna
21|457–2116|MABF10|The Greatest Story Ever D'ohed|Sacha Baron Cohen|Jakob
21|457–2116|MABF10|The Greatest Story Ever D'ohed|Yael Naim|Dorit
21|458–2117|MABF08|American History X-cellent|Joe Mantegna|Fat Tony
21|458–2117|MABF08|American History X-cellent|Kevin Michael Richardson|Prisoner
21|459–2118|MABF09|Chief of Hearts|Jane Kaczmarek|Judge Constance Harm
21|459–2118|MABF09|Chief of Hearts|Maurice LaMarche|David Starsky
21|459–2118|MABF09|Chief of Hearts|Joe Mantegna|Fat Tony
21|461–2120|MABF12|To Surveil with Love|Eddie Izzard|Queen Elizabeth II; Prince Charles; Nigel Bakerbutcher
21|461–2120|MABF12|To Surveil with Love|Marcia Wallace|Edna Krabappel
21|462–2121|MABF13|Moe Letter Blues|Don Pardo|Himself
21|463–2122|MABF11|The Bob Next Door|Kelsey Grammer|Sideshow Bob
21|464–2123|MABF15|Judge Me Tender|Simon Cowell|Himself
21|464–2123|MABF15|Judge Me Tender|Ellen DeGeneres|Herself
21|464–2123|MABF15|Judge Me Tender|Kara DioGuardi|Herself
21|464–2123|MABF15|Judge Me Tender|Randy Jackson|Himself
21|464–2123|MABF15|Judge Me Tender|Rupert Murdoch|Himself
21|464–2123|MABF15|Judge Me Tender|Ryan Seacrest|Himself
22|465–2201|MABF21|Elementary School Musical|Jemaine Clement|Ethan Ballantyne
22|465–2201|MABF21|Elementary School Musical|Ira Glass|Himself
22|465–2201|MABF21|Elementary School Musical|Stephen Hawking|Himself
22|465–2201|MABF21|Elementary School Musical|Bret McKenzie|Kurt Hardwick
22|465–2201|MABF21|Elementary School Musical|Lea Michele|Sarah
22|465–2201|MABF21|Elementary School Musical|Cory Monteith|Flynn
22|465–2201|MABF21|Elementary School Musical|Amber Riley|Aiesha
22|466–2202|MABF17|Loan-a Lisa|Terry W. Greene|Janitor
22|466–2202|MABF17|Loan-a Lisa|Chris Hansen|Himself
22|466–2202|MABF17|Loan-a Lisa|Muhammad Yunus|Himself
22|466–2202|MABF17|Loan-a Lisa|Mark Zuckerberg|Himself
22|467–2203|MABF18|MoneyBART|Bill James|Himself
22|467–2203|MABF18|MoneyBART|Mike Scioscia|Himself
22|468–2204|MABF16|Treehouse of Horror XXI|Hugh Laurie|Roger
22|468–2204|MABF16|Treehouse of Horror XXI|Daniel Radcliffe|Edmund
22|470–2206|NABF01|The Fool Monty|Terry W. Greene|Sgt. Activity
22|471–2207|NABF02|How Munched is That Birdie in the Window?|Gregg Berger|Various animals
22|471–2207|NABF02|How Munched is That Birdie in the Window?|Danica Patrick|Herself
22|471–2207|NABF02|How Munched is That Birdie in the Window?|Marcia Wallace|Edna Krabappel
22|471–2207|NABF02|How Munched is That Birdie in the Window?|Rachel Weisz|Dr. Thurston
22|472–2208|MABF22|The Fight Before Christmas|Katy Perry|Herself (live action)
22|472–2208|MABF22|The Fight Before Christmas|Martha Stewart|Herself
22|473–2209|MABF19|Donnie Fatso|Jon Hamm|FBI agent
22|473–2209|MABF19|Donnie Fatso|Joe Mantegna|Fat Tony; Fit Tony
22|474–2210|NABF03|Moms I'd Like to Forget|Marcia Wallace|Edna Krabappel
22|475–2211|NABF04|Flaming Moe|Alyson Hannigan|Melody Juniper
22|475–2211|NABF04|Flaming Moe|Scott Thompson|Grady
22|475–2211|NABF04|Flaming Moe|Kristen Wiig|Calliope Juniper
22|476–2212|NABF05|Homer the Father|Michael Paul Chan|Chinese agent
22|476–2212|NABF05|Homer the Father|James Lipton|Himself
22|476–2212|NABF05|Homer the Father|David Mamet|Himself
22|476–2212|NABF05|Homer the Father|Garry Marshall|Sheldon Leavitt
22|477–2213|NABF06|The Blue and the Gray|Marcia Wallace|Edna Krabappel
22|478–2214|NABF07|Angry Dad: The Movie|Halle Berry|Herself
22|478–2214|NABF07|Angry Dad: The Movie|Russell Brand|Himself
22|478–2214|NABF07|Angry Dad: The Movie|Ricky Gervais|Himself
22|478–2214|NABF07|Angry Dad: The Movie|Terry W. Greene|Ridley Scott Seat Filler
22|478–2214|NABF07|Angry Dad: The Movie|Maurice LaMarche|Anthony Hopkins
22|478–2214|NABF07|Angry Dad: The Movie|Nick Park|Himself
22|478–2214|NABF07|Angry Dad: The Movie|J. B. Smoove|DJ Kwanzaa
22|479–2215|NABF08|The Scorpion's Tale|Werner Herzog|Walter Hotenhoffer
22|479–2215|NABF08|The Scorpion's Tale|Kevin Michael Richardson|Retirement Castle orderly
22|480–2216|NABF09|A Midsummer's Nice Dream|Tommy Chong|Himself
22|480–2216|NABF09|A Midsummer's Nice Dream|Cheech Marin|Himself
22|481–2217|NABF10|Love Is a Many Strangled Thing|Kareem Abdul-Jabbar|Himself
22|481–2217|NABF10|Love Is a Many Strangled Thing|Kevin Michael Richardson|Masseur
22|481–2217|NABF10|Love Is a Many Strangled Thing|Paul Rudd|Dr. Zander
22|481–2217|NABF10|Love Is a Many Strangled Thing|Marcia Wallace|Edna Krabappel
22|482–2218|NABF11|The Great Simpsina|David Copperfield|Himself
22|482–2218|NABF11|The Great Simpsina|Ricky Jay|Himself
22|482–2218|NABF11|The Great Simpsina|Penn Jillette|Himself
22|482–2218|NABF11|The Great Simpsina|Martin Landau|The Great Raymondo
22|482–2218|NABF11|The Great Simpsina|Jack McBrayer|Ewell Freestone
22|482–2218|NABF11|The Great Simpsina|Teller|Himself
22|483–2219|NABF12|The Real Housewives of Fat Tony|Joe Mantegna|Fat Tony
22|484–2220|NABF13|Homer Scissorhands|Kristen Schaal|Taffy
22|484–2220|NABF13|Homer Scissorhands|Marcia Wallace|Edna Krabappel
22|485–2221|NABF14|500 Keys|Albert Brooks|Hank Scorpio
22|486–2222|NABF15|The Ned-Liest Catch|Ken Burns|Himself
22|486–2222|NABF15|The Ned-Liest Catch|Joey Kramer|Himself
22|486–2222|NABF15|The Ned-Liest Catch|Marcia Wallace|Edna Krabappel
23|487–2301|NABF16|The Falcon and the D'ohman|Tom Colicchio|Himself
23|487–2301|NABF16|The Falcon and the D'ohman|Ping Marshall|Viktor
23|487–2301|NABF16|The Falcon and the D'ohman|Kevin Michael Richardson|SendEx Courier
23|487–2301|NABF16|The Falcon and the D'ohman|Kiefer Sutherland|Wayne Slater
23|487–2301|NABF16|The Falcon and the D'ohman|Marcia Wallace|Edna Krabappel
23|488–2302|NABF17|Bart Stops to Smell the Roosevelts|Theodore Roosevelt (archival)|Himself
23|488–2302|NABF17|Bart Stops to Smell the Roosevelts|Marcia Wallace|Edna Krabappel
23|489–2303|NABF19|Treehouse of Horror XXII|Jackie Mason|Rabbi Hyman Krustofsky
23|489–2303|NABF19|Treehouse of Horror XXII|Aron Ralston|911 operator
23|490–2304|NABF21|Replaceable You|Jane Lynch|Roz Davis
23|491–2305|NABF20|The Food Wife|Mario Batali|Himself
23|491–2305|NABF20|The Food Wife|Anthony Bourdain|Himself
23|491–2305|NABF20|The Food Wife|Tim Heidecker|Amus Bruse
23|491–2305|NABF20|The Food Wife|Gordon Ramsay|Himself
23|491–2305|NABF20|The Food Wife|Eric Wareheim|Fois Garth
23|492–2306|NABF22|The Book Job|Neil Gaiman|Himself
23|492–2306|NABF22|The Book Job|Andy García|TweenLit Inc. Publisher
23|493–2307|PABF01|The Man in the Blue Flannel Pants|Kevin Michael Richardson|Party guest
23|493–2307|PABF01|The Man in the Blue Flannel Pants|John Slattery|Robert Marlowe
23|493–2307|PABF01|The Man in the Blue Flannel Pants|Matthew Weiner|Nuclear regulator
23|494–2308|PABF02|The Ten-Per-Cent Solution|Kevin Dillon|Himself
23|494–2308|PABF02|The Ten-Per-Cent Solution|Janeane Garofalo|Herself
23|494–2308|PABF02|The Ten-Per-Cent Solution|Jackie Mason|Rabbi Hyman Krustofsky
23|494–2308|PABF02|The Ten-Per-Cent Solution|Joan Rivers|Annie Dubinsky
23|494–2309|PABF02|Holidays of Future Passed|Matt Groening|Announcer
23|496–2310|PABF03|Politically Inept, with Homer Simpson|Dana Gould|Air marshall
23|496–2310|PABF03|Politically Inept, with Homer Simpson|Ted Nugent|Himself
23|497–2311|PABF04|The D'oh-cial Network|Armie Hammer|The Winklevoss twins
23|497–2311|PABF04|The D'oh-cial Network|David Letterman|Himself
23|497–2311|PABF04|The D'oh-cial Network|Tiger Lillies|Play the end credits
23|498–2312|PABF05|Moe Goes from Rags to Riches|Jeremy Irons|Bar rag
23|499–2313|PABF06|The Daughter Also Rises|Michael Cera|Nick
23|499–2313|PABF06|The Daughter Also Rises|Jamie Hyneman|Himself
23|499–2313|PABF06|The Daughter Also Rises|Adam Savage|Himself
23|500–2314|PABF07|At Long Last Leave|Julian Assange|Himself
23|500–2314|PABF07|At Long Last Leave|Kelsey Grammer|Sideshow Bob
23|500–2314|PABF07|At Long Last Leave|Alison Krauss and Union Station|Perform the theme
23|500–2314|PABF07|At Long Last Leave|Susie Stevens|Sings "We'll Meet Again"
23|500–2314|PABF07|At Long Last Leave|Jackie Mason|Rabbi Hyman Krustofsky
23|501–2315|PABF09|Exit Through the Kwik-E-Mart|Robbie Conal|Himself
23|501–2315|PABF09|Exit Through the Kwik-E-Mart|Ron English|Himself
23|501–2315|PABF09|Exit Through the Kwik-E-Mart|Shepard Fairey|Himself
23|501–2315|PABF09|Exit Through the Kwik-E-Mart|Nicholas McKaig|Sings the end credits
23|501–2315|PABF09|Exit Through the Kwik-E-Mart|Kenny Scharf|Himself
23|502–2316|PABF08|How I Wet Your Mother|David Byrne|Sings "Dream Operator"
23|502–2316|PABF08|How I Wet Your Mother|Glenn Close|Mona Simpson
23|503–2317|PABF10|Them, Robot|Brent Spiner|Robots
23|504–2318|PABF11|Beware My Cheating Bart|Kevin Michael Richardson|Security guard
23|505–2319|PABF12|A Totally Fun Thing That Bart Will Never Do Again|Steve Coogan|Rowan Priddis
23|505–2319|PABF12|A Totally Fun Thing That Bart Will Never Do Again|Renee Ridgeley|Cruise Ship Receptionist
23|505–2319|PABF12|A Totally Fun Thing That Bart Will Never Do Again|Treat Williams|Himself
23|506–2320|PABF13|The Spy Who Learned Me|Bryan Cranston|Stradivarius Cain
23|506–2320|PABF13|The Spy Who Learned Me|Eric Idle|Declan Desmond
23|506–2320|PABF13|The Spy Who Learned Me|Marcia Wallace|Edna Krabappel
23|507–2321|PABF15|Ned 'n Edna's Blend|Marcia Wallace|Edna Krabappel
23|508–2322|PABF14|Lisa Goes Gaga|Lady Gaga|Herself
23|508–2322|PABF14|Lisa Goes Gaga|Kevin Michael Richardson|Conductor
24|509–2401|PABF21|Moonshine River|Ken Burns|Narrator
24|509–2401|PABF21|Moonshine River|Zooey Deschanel|Mary Spuckler
24|509–2401|PABF21|Moonshine River|Sarah Michelle Gellar|Gina Vendetti
24|509–2401|PABF21|Moonshine River|Anne Hathaway|Jenny
24|509–2401|PABF21|Moonshine River|Maurice LaMarche|Charlie Sheen
24|509–2401|PABF21|Moonshine River|Don Pardo|Himself
24|509–2401|PABF21|Moonshine River|Natalie Portman|Darcy
24|509–2401|PABF21|Moonshine River|Kevin Michael Richardson|Drummer
24|509–2401|PABF21|Moonshine River|Al Roker|Himself
24|509–2401|PABF21|Moonshine River|Sarah Silverman|Nikki McKenna
24|509–2401|PABF21|Moonshine River|Marcia Wallace|Edna Krabappel
24|510–2402|PABF17|Treehouse of Horror XXIII|Jon Lovitz|Artie Ziff
24|510–2402|PABF17|Treehouse of Horror XXIII|Marcia Wallace|Edna Krabappel
24|511–2403|PABF18|Adventures in Baby-Getting|Jeff Gordon|Himself
24|512–2404|PABF15|Gone Abie Gone|Marvin Hamlisch|Himself
24|512–2404|PABF15|Gone Abie Gone|Anika Noni Rose|Rita LaFleur
24|512–2404|PABF15|Gone Abie Gone|Jennifer Tilly|Herself
24|513–2405|PABF19|Penny-Wiseguys|Steve Carell|Dan Gillick
24|513–2405|PABF19|Penny-Wiseguys|Terry W. Greene|Giant Ant
24|513–2405|PABF19|Penny-Wiseguys|Joe Mantegna|Fat Tony
24|513–2405|PABF19|Penny-Wiseguys|Alex Trebek|Himself
24|514–2406|PABF22|A Tree Grows in Springfield|Kelsey Grammer|Sideshow Bob
24|514–2406|PABF22|A Tree Grows in Springfield|Marcia Wallace|Edna Krabappel
24|515–2407|PABF20|The Day the Earth Stood Cool|Fred Armisen|Terrence
24|515–2407|PABF20|The Day the Earth Stood Cool|Carrie Brownstein|Emily
24|515–2407|PABF20|The Day the Earth Stood Cool|Colin Meloy|Himself
24|515–2407|PABF20|The Day the Earth Stood Cool|Patton Oswalt|T-Rex
24|515–2407|PABF20|The Day the Earth Stood Cool|Marcia Wallace|Edna Krabappel
24|517–2409|RABF02|Homer Goes to Prep School|Maurice LaMarche|Prepper
24|517–2409|RABF02|Homer Goes to Prep School|Tom Waits|Lloyd
24|518–2410|RABF03|A Test Before Trying|Valerie Harper|Proctor Jennifer Clarkeson
24|518–2410|RABF03|A Test Before Trying|Marcia Wallace|Edna Krabappel
24|519–2411|RABF04|The Changing of the Guardian|Danny DeVito|Herbert Powell
24|519–2411|RABF04|The Changing of the Guardian|Terry W. Greene|Man Baby
24|519–2411|RABF04|The Changing of the Guardian|Rashida Jones|Portia
24|520–2412|RABF07|Love is a Many-Splintered Thing|Robert A. Caro|Himself
24|520–2412|RABF07|Love is a Many-Splintered Thing|Benedict Cumberbatch|Prime Minister; Alan Rickman
24|520–2412|RABF07|Love is a Many-Splintered Thing|Zooey Deschanel|Mary Spuckler
24|520–2412|RABF07|Love is a Many-Splintered Thing|Max Weinberg|Himself
24|521–2413|RABF05|Hardly Kirk-ing|Kevin Michael Richardson|Book Store Security Guard
24|523–2415|RABF09|Black Eyed, Please|Richard Dawkins|Himself
24|523–2415|RABF09|Black Eyed, Please|Tina Fey|Ms. Cantwell
24|523–2415|RABF09|Black Eyed, Please|Marcia Wallace|Edna Krabappel
24|524–2416|RABF10|Dark Knight Court|Michael Dees|Sings "Easter Parade"
24|524–2416|RABF10|Dark Knight Court|Janet Reno|Herself
24|524–2416|RABF10|Dark Knight Court|Maggy Reno Hurchalla|Janet Reno
24|525–2417|RABF08|What Animated Women Want|Bryan Cranston|Walter White (live action)
24|525–2417|RABF08|What Animated Women Want|Maurice LaMarche|Chef Naziwa; Karl Malden
24|525–2417|RABF08|What Animated Women Want|Aaron Paul|Jesse Pinkman (live action)
24|525–2417|RABF08|What Animated Women Want|Wanda Sykes|School therapist
24|525–2417|RABF08|What Animated Women Want|George Takei|Akira
24|525–2417|RABF08|What Animated Women Want|Marcia Wallace|Edna Krabappel
24|526–2418|RABF11|Pulpit Friction|Edward Norton|Rev. Elijah Hooper
24|526–2418|RABF11|Pulpit Friction|Susie Stevens|Sings "Day By Day"
24|527–2419|RABF13|Whiskey Business|Tony Bennett|Sings "Capital City"
24|527–2419|RABF13|Whiskey Business|Kevin Michael Richardson|Police officer
24|527–2419|RABF13|Whiskey Business|Sonny Rollins|Himself
24|527–2419|RABF13|Whiskey Business|Ron Taylor|Bleeding Gums Murphy
24|528–2420|RABF12|The Fabulous Faker Boy|Justin Bieber|Himself
24|528–2420|RABF12|The Fabulous Faker Boy|Bill Hader|Slava
24|528–2420|RABF12|The Fabulous Faker Boy|Jane Krakowski|Zhenya
