year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,runoff,special,candidate,party,writein,mode,candidatevotes,totalvotes,unofficial,version,fusion_ticket
1998,NEW YORK,NY,36,21,13,US HOUSE,006,GEN,FALSE,FALSE,GREGORY W MEEKS,INDEPENDENCE,FALSE,TOTAL,1693,115030,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,006,GEN,FALSE,FALSE,GREGORY W MEEKS,LIBERAL,FALSE,TOTAL,1194,115030,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,007,GEN,FALSE,FALSE,BLANK VOTE/SCATTERING,,FALSE,TOTAL,29105,102885,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,007,GEN,FALSE,FALSE,JAMES J DILLON,REPUBLICAN,FALSE,TOTAL,18896,102885,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,007,GEN,FALSE,FALSE,JOSEPH CROWLEY,DEMOCRAT,FALSE,TOTAL,50924,102885,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,007,GEN,FALSE,FALSE,RICHARD RETCHO,CONSERVATIVE,FALSE,TOTAL,3960,102885,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,008,GEN,FALSE,FALSE,BLANK VOTE/SCATTERING,,FALSE,TOTAL,26846,158177,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,008,GEN,FALSE,FALSE,JERROLD NADLER,DEMOCRAT,FALSE,TOTAL,108408,158177,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,008,GEN,FALSE,FALSE,JERROLD NADLER,LIBERAL,FALSE,TOTAL,4540,158177,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,008,GEN,FALSE,FALSE,THEODORE HOWARD,REPUBLICAN,FALSE,TOTAL,18383,158177,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,009,GEN,FALSE,FALSE,ANTHONY WEINER,DEMOCRAT,FALSE,TOTAL,67274,135099,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,009,GEN,FALSE,FALSE,ANTHONY WEINER,INDEPENDENCE,FALSE,TOTAL,2165,135099,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,009,GEN,FALSE,FALSE,ARTHUR J SMITH,CONSERVATIVE,FALSE,TOTAL,4899,135099,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,009,GEN,FALSE,FALSE,BLANK VOTE/SCATTERING,,FALSE,TOTAL,30577,135099,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,009,GEN,FALSE,FALSE,LOUIS TELANO,REPUBLICAN,FALSE,TOTAL,24486,135099,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,009,GEN,FALSE,FALSE,MELINDA KATZ,LIBERAL,FALSE,TOTAL,5698,135099,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,010,GEN,FALSE,FALSE,BLANK VOTE/SCATTERING,,FALSE,TOTAL,29246,119747,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,010,GEN,FALSE,FALSE,EDOLPHUS TOWNS,DEMOCRAT,FALSE,TOTAL,81368,119747,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,010,GEN,FALSE,FALSE,EDOLPHUS TOWNS,LIBERAL,FALSE,TOTAL,2160,119747,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,010,GEN,FALSE,FALSE,ERNEST JOHNSON,CONSERVATIVE,FALSE,TOTAL,1396,119747,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,010,GEN,FALSE,FALSE,ERNESTINE M BROWN,REPUBLICAN,FALSE,TOTAL,5577,119747,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,011,GEN,FALSE,FALSE,BLANK VOTE/SCATTERING,,FALSE,TOTAL,22691,106892,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,011,GEN,FALSE,FALSE,DAVID GREENE,CONSERVATIVE,FALSE,TOTAL,1566,106892,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,011,GEN,FALSE,FALSE,DAVID GREENE,REPUBLICAN,FALSE,TOTAL,5718,106892,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,011,GEN,FALSE,FALSE,MAJOR R OWENS,DEMOCRAT,FALSE,TOTAL,73674,106892,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,011,GEN,FALSE,FALSE,MAJOR R OWENS,LIBERAL,FALSE,TOTAL,2099,106892,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,011,GEN,FALSE,FALSE,PHYLLIS TALIAFERRO,INDEPENDENCE,FALSE,TOTAL,1144,106892,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,012,GEN,FALSE,FALSE,ANGEL DIAZ,CONSERVATIVE,FALSE,TOTAL,1632,81722,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,012,GEN,FALSE,FALSE,BLANK VOTE/SCATTERING,,FALSE,TOTAL,19016,81722,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,012,GEN,FALSE,FALSE,HECTOR CORTES JR,LIBERAL,FALSE,TOTAL,1080,81722,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,012,GEN,FALSE,FALSE,HECTOR HENRY,FUSION,FALSE,TOTAL,320,81722,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,012,GEN,FALSE,FALSE,NYDIA M VELAZQUEZ,DEMOCRAT,FALSE,TOTAL,53269,81722,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,012,GEN,FALSE,FALSE,ROSEMARIE MARKGRAF,REPUBLICAN,FALSE,TOTAL,6405,81722,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,013,GEN,FALSE,FALSE,ANITA LERMAN,INDEPENDENCE,FALSE,TOTAL,1245,137487,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,013,GEN,FALSE,FALSE,BLANK VOTE/SCATTERING,,FALSE,TOTAL,19937,137487,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,013,GEN,FALSE,FALSE,EUGENE V PRISCO,DEMOCRAT,FALSE,TOTAL,39153,137487,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,013,GEN,FALSE,FALSE,EUGENE V PRISCO,LIBERAL,FALSE,TOTAL,1014,137487,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,013,GEN,FALSE,FALSE,VITO FOSSELLA,CONSERVATIVE,FALSE,TOTAL,11707,137487,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,013,GEN,FALSE,FALSE,VITO FOSSELLA,REPUBLICAN,FALSE,TOTAL,60550,137487,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,013,GEN,FALSE,FALSE,VITO FOSSELLA,RIGHT TO LIFE,FALSE,TOTAL,3881,137487,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,014,GEN,FALSE,FALSE,BLANK VOTE/SCATTERING,,FALSE,TOTAL,21269,164799,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,014,GEN,FALSE,FALSE,CAROLYN B MALONEY,DEMOCRAT,FALSE,TOTAL,104351,164799,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,014,GEN,FALSE,FALSE,CAROLYN B MALONEY,INDEPENDENCE,FALSE,TOTAL,2825,164799,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,014,GEN,FALSE,FALSE,CAROLYN B MALONEY,LIBERAL,FALSE,TOTAL,3896,164799,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,014,GEN,FALSE,FALSE,STEPHANIE E KUPFERMAN,REPUBLICAN,FALSE,TOTAL,32458,164799,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,015,GEN,FALSE,FALSE,BLANK VOTE/SCATTERING,,FALSE,TOTAL,20970,118109,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,015,GEN,FALSE,FALSE,CHARLES B RANGEL,DEMOCRAT,FALSE,TOTAL,88271,118109,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,015,GEN,FALSE,FALSE,CHARLES B RANGEL,LIBERAL,FALSE,TOTAL,2153,118109,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,015,GEN,FALSE,FALSE,DAVID E CUNNINGHAM,REPUBLICAN,FALSE,TOTAL,5633,118109,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,015,GEN,FALSE,FALSE,PATRICK MCMANUS,CONSERVATIVE,FALSE,TOTAL,1082,118109,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,016,GEN,FALSE,FALSE,BLANK VOTE/SCATTERING,,FALSE,TOTAL,19687,90267,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,016,GEN,FALSE,FALSE,JOSE E SERRANO,DEMOCRAT,FALSE,TOTAL,65957,90267,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,016,GEN,FALSE,FALSE,JOSE E SERRANO,LIBERAL,FALSE,TOTAL,1410,90267,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,016,GEN,FALSE,FALSE,OWEN CAMP,CONSERVATIVE,FALSE,TOTAL,756,90267,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,016,GEN,FALSE,FALSE,THOMAS W BAYLEY JR,REPUBLICAN,FALSE,TOTAL,2457,90267,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,017,GEN,FALSE,FALSE,BLANK VOTE/SCATTERING,,FALSE,TOTAL,22699,114683,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,017,GEN,FALSE,FALSE,ELIOT L ENGEL,DEMOCRAT,FALSE,TOTAL,79257,114683,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,017,GEN,FALSE,FALSE,ELIOT L ENGEL,LIBERAL,FALSE,TOTAL,1690,114683,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,017,GEN,FALSE,FALSE,PETER FIUMEFREDDO,CONSERVATIVE,FALSE,TOTAL,2280,114683,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,017,GEN,FALSE,FALSE,PETER FIUMEFREDDO,INDEPENDENCE,FALSE,TOTAL,775,114683,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,017,GEN,FALSE,FALSE,PETER FIUMEFREDDO,REPUBLICAN,FALSE,TOTAL,7982,114683,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,018,GEN,FALSE,FALSE,BLANK VOTE/SCATTERING,,FALSE,TOTAL,55344,166046,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,018,GEN,FALSE,FALSE,DANIEL MCMAHON,CONSERVATIVE,FALSE,TOTAL,12594,166046,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,018,GEN,FALSE,FALSE,GIULIO A CAVALLO,INDEPENDENCE,FALSE,TOTAL,3251,166046,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,018,GEN,FALSE,FALSE,MARION M CONNER,RIGHT TO LIFE,FALSE,TOTAL,3234,166046,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,018,GEN,FALSE,FALSE,NITA M LOWEY,DEMOCRAT,FALSE,TOTAL,91623,166046,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,019,GEN,FALSE,FALSE,BLANK VOTE/SCATTERING,,FALSE,TOTAL,20190,188022,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,019,GEN,FALSE,FALSE,CHARLES C WILLIAMS,FREEDOM,FALSE,TOTAL,1046,188022,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,019,GEN,FALSE,FALSE,DICK COLLINS,DEMOCRAT,FALSE,TOTAL,56378,188022,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,019,GEN,FALSE,FALSE,JOSEPH J DIO GUARDI,RIGHT TO LIFE,FALSE,TOTAL,5941,188022,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,019,GEN,FALSE,FALSE,SUE W KELLY,CONSERVATIVE,FALSE,TOTAL,16126,188022,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,019,GEN,FALSE,FALSE,SUE W KELLY,REPUBLICAN,FALSE,TOTAL,88341,188022,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,020,GEN,FALSE,FALSE,BENJAMIN A GILMAN,REPUBLICAN,FALSE,TOTAL,98546,190925,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,020,GEN,FALSE,FALSE,BLANK VOTE/SCATTERING,,FALSE,TOTAL,22021,190925,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,020,GEN,FALSE,FALSE,CHRISTINE M TIGHE,RIGHT TO LIFE,FALSE,TOTAL,4769,190925,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,020,GEN,FALSE,FALSE,PAUL J FEINER,DEMOCRAT,FALSE,TOTAL,61753,190925,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,020,GEN,FALSE,FALSE,PAUL J FEINER,INDEPENDENCE,FALSE,TOTAL,2005,190925,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,020,GEN,FALSE,FALSE,PAUL J FEINER,LIBERAL,FALSE,TOTAL,1831,190925,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,021,GEN,FALSE,FALSE,BLANK VOTE/SCATTERING,,FALSE,TOTAL,21183,218753,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,021,GEN,FALSE,FALSE,LAUREN AYERS,REPUBLICAN,FALSE,TOTAL,50931,218753,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,021,GEN,FALSE,FALSE,MICHAEL R MCNULTY,CONSERVATIVE,FALSE,TOTAL,15690,218753,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,021,GEN,FALSE,FALSE,MICHAEL R MCNULTY,DEMOCRAT,FALSE,TOTAL,123638,218753,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,021,GEN,FALSE,FALSE,MICHAEL R MCNULTY,INDEPENDENCE,FALSE,TOTAL,7311,218753,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,022,GEN,FALSE,FALSE,BLANK VOTE/SCATTERING,,FALSE,TOTAL,21209,214475,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,022,GEN,FALSE,FALSE,FRANCIS A GIROUX,RIGHT TO LIFE,FALSE,TOTAL,5051,214475,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,022,GEN,FALSE,FALSE,JEAN P BORDEWICH,DEMOCRAT,FALSE,TOTAL,81296,214475,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,022,GEN,FALSE,FALSE,JOHN E SWEENY,CONSERVATIVE,FALSE,TOTAL,15203,214475,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,022,GEN,FALSE,FALSE,JOHN E SWEENY,INDEPENDENCE,FALSE,TOTAL,3930,214475,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,022,GEN,FALSE,FALSE,JOHN E SWEENY,REPUBLICAN,FALSE,TOTAL,87786,214475,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,023,GEN,FALSE,FALSE,BLANK VOTE/SCATTERING,,FALSE,TOTAL,45362,183097,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,023,GEN,FALSE,FALSE,DAVID VICKERS,CONSERVATIVE,FALSE,TOTAL,21596,183097,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,023,GEN,FALSE,FALSE,DAVID VICKERS,RIGHT TO LIFE,FALSE,TOTAL,4897,183097,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,023,GEN,FALSE,FALSE,SHERWOOD L BOEHLERT,REPUBLICAN,FALSE,TOTAL,111242,183097,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,024,GEN,FALSE,FALSE,BLANK VOTE/SCATTERING,,FALSE,TOTAL,22330,170023,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,024,GEN,FALSE,FALSE,JOHN M MCHUGH,CONSERVATIVE,FALSE,TOTAL,14993,170023,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,024,GEN,FALSE,FALSE,JOHN M MCHUGH,REPUBLICAN,FALSE,TOTAL,101689,170023,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,024,GEN,FALSE,FALSE,NEIL P TALLON,DEMOCRAT,FALSE,TOTAL,31011,170023,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,025,GEN,FALSE,FALSE,BLANK VOTE/SCATTERING,,FALSE,TOTAL,15222,189887,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,025,GEN,FALSE,FALSE,JAMES T WALSH,CONSERVATIVE,FALSE,TOTAL,18985,189887,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,025,GEN,FALSE,FALSE,JAMES T WALSH,REPUBLICAN,FALSE,TOTAL,102219,189887,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,025,GEN,FALSE,FALSE,YVONNE ROTHENBERG,DEMOCRAT,FALSE,TOTAL,50268,189887,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,025,GEN,FALSE,FALSE,YVONNE ROTHENBERG,LIBERAL,FALSE,TOTAL,3193,189887,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,026,GEN,FALSE,FALSE,BLANK VOTE/SCATTERING,,FALSE,TOTAL,13695,188835,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,026,GEN,FALSE,FALSE,MAURICE D HINCHEY,DEMOCRAT,FALSE,TOTAL,99249,188835,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,026,GEN,FALSE,FALSE,MAURICE D HINCHEY,INDEPENDENCE,FALSE,TOTAL,6321,188835,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,026,GEN,FALSE,FALSE,MAURICE D HINCHEY,LIBERAL,FALSE,TOTAL,2634,188835,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,026,GEN,FALSE,FALSE,RANDALL TERRY,RIGHT TO LIFE,FALSE,TOTAL,12160,188835,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,026,GEN,FALSE,FALSE,WILLIAM H BUD WALKER,CONSERVATIVE,FALSE,TOTAL,7692,188835,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,026,GEN,FALSE,FALSE,WILLIAM H BUD WALKER,REPUBLICAN,FALSE,TOTAL,47084,188835,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,027,GEN,FALSE,FALSE,BILL COOK,DEMOCRAT,FALSE,TOTAL,62714,206152,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,027,GEN,FALSE,FALSE,BILL COOK,INDEPENDENCE,FALSE,TOTAL,8194,206152,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,027,GEN,FALSE,FALSE,BILL COOK,RIGHT TO LIFE,FALSE,TOTAL,5070,206152,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,027,GEN,FALSE,FALSE,BLANK VOTE/SCATTERING,,FALSE,TOTAL,28132,206152,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,027,GEN,FALSE,FALSE,THOMAS M REYNOLDS,CONSERVATIVE,FALSE,TOTAL,15936,206152,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,027,GEN,FALSE,FALSE,THOMAS M REYNOLDS,REPUBLICAN,FALSE,TOTAL,86106,206152,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,028,GEN,FALSE,FALSE,BLANK VOTE/SCATTERING,,FALSE,TOTAL,9678,193136,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,028,GEN,FALSE,FALSE,GERALD D CRAWFORD,RIGHT TO LIFE,FALSE,TOTAL,3196,193136,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,028,GEN,FALSE,FALSE,LOUISE MCINTOSH SLAUGHTER,DEMOCRAT,FALSE,TOTAL,118856,193136,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,028,GEN,FALSE,FALSE,PAUL BRITTON,CONSERVATIVE,FALSE,TOTAL,4963,193136,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,028,GEN,FALSE,FALSE,RICHARD A KAPLAN,INDEPENDENCE,FALSE,TOTAL,5517,193136,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,028,GEN,FALSE,FALSE,RICHARD A KAPLAN,REPUBLICAN,FALSE,TOTAL,50926,193136,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,029,GEN,FALSE,FALSE,BLANK VOTE/SCATTERING,,FALSE,TOTAL,13541,184070,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,029,GEN,FALSE,FALSE,CHRIS COLLINS,CONSERVATIVE,FALSE,TOTAL,11249,184070,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,029,GEN,FALSE,FALSE,CHRIS COLLINS,REPUBLICAN,FALSE,TOTAL,58232,184070,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,029,GEN,FALSE,FALSE,DAVID E DENZEL,RIGHT TO LIFE,FALSE,TOTAL,3813,184070,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,029,GEN,FALSE,FALSE,JOHN J LAFALCE,DEMOCRAT,FALSE,TOTAL,87805,184070,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,029,GEN,FALSE,FALSE,JOHN J LAFALCE,INDEPENDENCE,FALSE,TOTAL,6762,184070,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,029,GEN,FALSE,FALSE,JOHN J LAFALCE,LIBERAL,FALSE,TOTAL,2668,184070,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,030,GEN,FALSE,FALSE,BLANK VOTE/SCATTERING,,FALSE,TOTAL,16742,188034,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,030,GEN,FALSE,FALSE,CRYSTAL D PEOPLES,DEMOCRAT,FALSE,TOTAL,55199,188034,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,030,GEN,FALSE,FALSE,JACK QUINN,CONSERVATIVE,FALSE,TOTAL,16198,188034,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,030,GEN,FALSE,FALSE,JACK QUINN,INDEPENDENCE,FALSE,TOTAL,8545,188034,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,030,GEN,FALSE,FALSE,JACK QUINN,REPUBLICAN,FALSE,TOTAL,91350,188034,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,031,GEN,FALSE,FALSE,AMO HOUGHTON,CONSERVATIVE,FALSE,TOTAL,11977,176573,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,031,GEN,FALSE,FALSE,AMO HOUGHTON,REPUBLICAN,FALSE,TOTAL,95638,176573,FALSE,20230706,TRUE
1998,NEW YORK,NY,36,21,13,US HOUSE,031,GEN,FALSE,FALSE,BLANK VOTE/SCATTERING,,FALSE,TOTAL,18321,176573,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,031,GEN,FALSE,FALSE,CALEB ROSSITER,DEMOCRAT,FALSE,TOTAL,40091,176573,FALSE,20230706,FALSE
1998,NEW YORK,NY,36,21,13,US HOUSE,031,GEN,FALSE,FALSE,JAMES R PIERCE SR,RIGHT TO LIFE,FALSE,TOTAL,10546,176573,FALSE,20230706,FALSE
1998,NORTH CAROLINA,NC,37,56,47,US HOUSE,001,GEN,FALSE,FALSE,EVA M CLAYTON,DEMOCRAT,FALSE,TOTAL,85125,136747,FALSE,20230706,FALSE
1998,NORTH CAROLINA,NC,37,56,47,US HOUSE,001,GEN,FALSE,FALSE,JACK SCHWARTZ,LIBERTARIAN,FALSE,TOTAL,1044,136747,FALSE,20230706,FALSE
1998,NORTH CAROLINA,NC,37,56,47,US HOUSE,001,GEN,FALSE,FALSE,TED TYLER,REPUBLICAN,FALSE,TOTAL,50578,136747,FALSE,20230706,FALSE
1998,NORTH CAROLINA,NC,37,56,47,US HOUSE,002,GEN,FALSE,FALSE,BOB ETHERIDGE,DEMOCRAT,FALSE,TOTAL,100550,175194,FALSE,20230706,FALSE
1998,NORTH CAROLINA,NC,37,56,47,US HOUSE,002,GEN,FALSE,FALSE,DAN PAGE,REPUBLICAN,FALSE,TOTAL,72997,175194,FALSE,20230706,FALSE
1998,NORTH CAROLINA,NC,37,56,47,US HOUSE,002,GEN,FALSE,FALSE,MARK JACKSON,LIBERTARIAN,FALSE,TOTAL,1647,175194,FALSE,20230706,FALSE
1998,NORTH CAROLINA,NC,37,56,47,US HOUSE,003,GEN,FALSE,FALSE,CHRIS NUBEL,LIBERTARIAN,FALSE,TOTAL,1342,134912,FALSE,20230706,FALSE
1998,NORTH CAROLINA,NC,37,56,47,US HOUSE,003,GEN,FALSE,FALSE,JON WILLIAMS,DEMOCRAT,FALSE,TOTAL,50041,134912,FALSE,20230706,FALSE
1998,NORTH CAROLINA,NC,37,56,47,US HOUSE,003,GEN,FALSE,FALSE,WALTER B JONES,REPUBLICAN,FALSE,TOTAL,83529,134912,FALSE,20230706,FALSE
1998,NORTH CAROLINA,NC,37,56,47,US HOUSE,004,GEN,FALSE,FALSE,DAVID E PRICE,DEMOCRAT,FALSE,TOTAL,129157,224910,FALSE,20230706,FALSE
