LEAID,LEA_NAME,ST,d_Locale_Txt,SCHOOL_YEAR,AIAN,Asian,Black,Hispanic,White,Multi,Total,diverse,variance,int_group
3305670,piermont school district,NH,rural-remote,2016-2017,0,0,0,1.63934426229508,98.3606557377049,0,61,Extremely undiverse,NA,NA
3305700,pittsburg school district,NH,rural-remote,1994-1995,0,0,0,0,100,NA,203,Extremely undiverse,NA,NA
3305700,pittsburg school district,NH,rural-remote,2016-2017,0,0,0.99009900990099,2.97029702970297,91.0891089108911,4.95049504950495,101,Extremely undiverse,NA,NA
3305730,pittsfield school district,NH,rural-distant,1994-1995,0,0,0.359712230215827,0,99.6402877697842,NA,834,Extremely undiverse,NA,NA
3305730,pittsfield school district,NH,rural-distant,2016-2017,0.515463917525773,0.515463917525773,0.859106529209622,3.60824742268041,92.6116838487973,1.89003436426117,582,Extremely undiverse,NA,NA
3305760,plainfield school district,NH,rural-distant,1994-1995,0,1.63934426229508,0,0.327868852459016,98.0327868852459,NA,305,Extremely undiverse,NA,NA
3305760,plainfield school district,NH,rural-distant,2016-2017,1.52284263959391,1.52284263959391,2.53807106598985,3.04568527918782,86.8020304568528,4.56852791878173,197,Undiverse,NA,NA
3305790,plymouth school district,NH,rural-fringe,1994-1995,0.371057513914657,2.04081632653061,1.11317254174397,1.85528756957328,94.6196660482375,NA,539,Extremely undiverse,NA,NA
3305790,plymouth school district,NH,rural-fringe,2016-2017,0,5.85480093676815,2.81030444964871,3.74707259953162,85.7142857142857,1.87353629976581,427,Undiverse,NA,NA
3305820,portsmouth school district,NH,suburban-small,1994-1995,0.435729847494553,1.96078431372549,5.119825708061,1.74291938997821,90.7407407407407,NA,2754,Extremely undiverse,NA,NA
3305820,portsmouth school district,NH,suburban-small,2016-2017,0.0769822940723634,6.3125481139338,0.885296381832179,4.81139337952271,81.2163202463433,6.69745958429561,2598,Undiverse,NA,NA
3305830,profile school district,NH,rural-fringe,1994-1995,0,0.617283950617284,0.308641975308642,0.617283950617284,98.4567901234568,NA,324,Extremely undiverse,NA,NA
3305830,profile school district,NH,rural-fringe,2016-2017,0,2.28310502283105,0.45662100456621,0.91324200913242,95.8904109589041,0.45662100456621,219,Extremely undiverse,NA,NA
3305880,raymond school district,NH,suburban-large,1994-1995,0.107469102632993,0,0.483610961848469,0.0537345513164965,99.355185384202,NA,1861,Extremely undiverse,NA,NA
3305880,raymond school district,NH,suburban-large,2016-2017,0.149700598802395,0.748502994011976,1.49700598802395,2.76946107784431,93.0389221556886,1.79640718562874,1336,Extremely undiverse,NA,NA
3305940,rochester school district,NH,suburban-small,1994-1995,0.434404865334492,0.608166811468288,0.760208514335361,0.304083405734144,97.8931364031277,NA,4604,Extremely undiverse,NA,NA
3305940,rochester school district,NH,suburban-small,2016-2017,0.188146754468485,1.50517403574788,1.17591721542803,3.01034807149577,90.2398871119473,3.88052681091251,4252,Extremely undiverse,NA,NA
3305970,rollinsford school district,NH,suburban-small,1994-1995,0.546448087431694,2.73224043715847,0,0,96.7213114754098,NA,183,Extremely undiverse,NA,NA
3305970,rollinsford school district,NH,suburban-small,2016-2017,0,0,0,1.82926829268293,92.0731707317073,6.09756097560976,164,Extremely undiverse,NA,NA
3306000,rumney school district,NH,rural-distant,1994-1995,0,0,0,0.561797752808989,99.438202247191,NA,178,Extremely undiverse,NA,NA
3306000,rumney school district,NH,rural-distant,2016-2017,0,0,0,2.02020202020202,96.969696969697,1.01010101010101,99,Extremely undiverse,NA,NA
3306030,rye school district,NH,suburban-small,1994-1995,2.40480961923848,0.200400801603206,0.601202404809619,1.00200400801603,95.7915831663327,NA,499,Extremely undiverse,NA,NA
3306030,rye school district,NH,suburban-small,2016-2017,0,1.16279069767442,1.16279069767442,3.02325581395349,90.9302325581395,3.72093023255814,430,Extremely undiverse,NA,NA
3306060,salem school district,NH,suburban-large,1994-1995,0.0962927298988926,2.40731824747232,0.818488204140587,1.78141550312951,94.8964853153587,NA,4154,Extremely undiverse,NA,NA
3306060,salem school district,NH,suburban-large,2016-2017,0.0280269058295964,4.11995515695067,0.924887892376682,8.40807174887892,83.9966367713004,2.52242152466368,3568,Undiverse,NA,NA
3306080,sanborn regional school district,NH,suburban-large,1994-1995,0.279642058165548,0.335570469798658,0.335570469798658,0.615212527964206,98.4340044742729,NA,1788,Extremely undiverse,NA,NA
3306080,sanborn regional school district,NH,suburban-large,2016-2017,0.786448880822747,1.14942528735632,1.02843315184513,3.44827586206897,92.8614640048397,0.725952813067151,1653,Extremely undiverse,NA,NA
3306150,seabrook school district,NH,suburban-large,1994-1995,0,0.431034482758621,0.431034482758621,1.14942528735632,97.9885057471264,NA,696,Extremely undiverse,NA,NA
3306150,seabrook school district,NH,suburban-large,2016-2017,0.54421768707483,0.680272108843537,1.08843537414966,5.85034013605442,85.1700680272109,6.66666666666667,735,Undiverse,NA,NA
3306180,shaker regional school district,NH,rural-distant,1994-1995,0.217076700434153,0.578871201157742,0.217076700434153,0.0723589001447178,98.9146164978292,NA,1382,Extremely undiverse,NA,NA
3306180,shaker regional school district,NH,rural-distant,2016-2017,0,0.909090909090909,0.606060606060606,0.984848484848485,96.6666666666667,0.833333333333333,1320,Extremely undiverse,NA,NA
3306240,somersworth school district,NH,suburban-small,1994-1995,0.47142015321155,1.06069534472599,1.17855038302887,1.59104301708898,95.6982911019446,NA,1697,Extremely undiverse,NA,NA
3306240,somersworth school district,NH,suburban-small,2016-2017,0.125078173858662,8.13008130081301,3.06441525953721,4.56535334584115,78.8617886178862,5.25328330206379,1599,Undiverse,NA,NA
3306260,souhegan cooperative school district,NH,suburban-midsize,1994-1995,0,1.72166427546628,0.286944045911047,0,97.9913916786227,NA,697,Extremely undiverse,NA,NA
3306260,souhegan cooperative school district,NH,suburban-midsize,2016-2017,0.842358604091456,3.24909747292419,0.601684717208183,2.40673886883273,92.7797833935018,0.120336943441637,831,Extremely undiverse,NA,NA
3306270,south hampton school district,NH,rural-fringe,1994-1995,0,0,1.23456790123457,0,98.7654320987654,NA,81,Extremely undiverse,NA,NA
3306270,south hampton school district,NH,rural-fringe,2016-2017,0,1.44927536231884,0,0,95.6521739130435,2.89855072463768,69,Extremely undiverse,NA,NA
3306330,stark school district,NH,rural-remote,1994-1995,0,1.72413793103448,0,1.72413793103448,96.551724137931,NA,58,Extremely undiverse,NA,NA
3306330,stark school district,NH,rural-remote,2016-2017,0,0,0,0,100,0,31,Extremely undiverse,NA,NA
3306360,stewartstown school district,NH,rural-remote,1994-1995,0,0,0,0,100,NA,81,Extremely undiverse,NA,NA
3306360,stewartstown school district,NH,rural-remote,2016-2017,0,0,0,1.47058823529412,98.5294117647059,0,68,Extremely undiverse,NA,NA
3306390,stoddard school district,NH,rural-distant,1994-1995,0,0,0,0,100,NA,57,Extremely undiverse,NA,NA
3306390,stoddard school district,NH,rural-distant,2016-2017,0,0,0,0,96.3414634146341,3.65853658536585,82,Extremely undiverse,NA,NA
3306420,strafford school district,NH,rural-distant,1994-1995,0,0.606060606060606,0.202020202020202,0.202020202020202,98.989898989899,NA,495,Extremely undiverse,NA,NA
3306420,strafford school district,NH,rural-distant,2016-2017,0,1.22549019607843,0.490196078431373,0.980392156862745,97.0588235294118,0.245098039215686,408,Extremely undiverse,NA,NA
3306450,stratford school district,NH,rural-remote,1994-1995,0,0,0,0,100,NA,239,Extremely undiverse,NA,NA
3306450,stratford school district,NH,rural-remote,2016-2017,0,0,0,1.63934426229508,96.7213114754098,1.63934426229508,61,Extremely undiverse,NA,NA
3306480,stratham school district,NH,suburban-small,1994-1995,0,1.54711673699015,0,0.140646976090014,98.3122362869198,NA,711,Extremely undiverse,NA,NA
3306480,stratham school district,NH,suburban-small,2016-2017,0.352112676056338,5.1056338028169,0,0.704225352112676,92.6056338028169,1.23239436619718,568,Extremely undiverse,NA,NA
3306540,sunapee school district,NH,rural-fringe,1994-1995,0.371747211895911,1.30111524163569,0.371747211895911,0,97.9553903345725,NA,538,Extremely undiverse,NA,NA
3306540,sunapee school district,NH,rural-fringe,2016-2017,0.241545893719807,2.41545893719807,0,0.483091787439614,94.6859903381642,2.17391304347826,414,Extremely undiverse,NA,NA
3306600,tamworth school district,NH,rural-remote,1994-1995,0,0,0.666666666666667,0,99.3333333333333,NA,300,Extremely undiverse,NA,NA
3306600,tamworth school district,NH,rural-remote,2016-2017,0,0.490196078431373,0.490196078431373,0.980392156862745,95.0980392156863,2.94117647058824,204,Extremely undiverse,NA,NA
3306660,thornton school district,NH,rural-distant,1994-1995,0,0.925925925925926,0.462962962962963,0,98.6111111111111,NA,216,Extremely undiverse,NA,NA
3306660,thornton school district,NH,rural-distant,2016-2017,0.5,1.5,2.5,0.5,94.5,0.5,200,Extremely undiverse,NA,NA
3306720,timberlane regional school district,NH,suburban-large,1994-1995,0.203370133643231,0.784427658338176,0.116211504938989,0.348634514816967,98.5473561882626,NA,3442,Extremely undiverse,NA,NA
3306720,timberlane regional school district,NH,suburban-large,2016-2017,0.225924879977408,1.15786500988421,0.931940129906806,2.45693306975431,94.4648404405535,0.76249646992375,3541,Extremely undiverse,NA,NA
3306750,unity school district,NH,rural-distant,1994-1995,0,0,0,0,100,NA,124,Extremely undiverse,NA,NA
3306750,unity school district,NH,rural-distant,2016-2017,0,0,2.60869565217391,0.869565217391304,96.5217391304348,0,115,Extremely undiverse,NA,NA
3306780,wakefield school district,NH,rural-distant,1994-1995,0,0,0,0,100,NA,461,Extremely undiverse,NA,NA
3306780,wakefield school district,NH,rural-distant,2016-2017,0.235294117647059,0.470588235294118,0.235294117647059,2.35294117647059,95.7647058823529,0.941176470588235,425,Extremely undiverse,NA,NA
3306870,warren school district,NH,rural-remote,1994-1995,0,0,0,0,100,NA,71,Extremely undiverse,NA,NA
3306870,warren school district,NH,rural-remote,2016-2017,0,0,0,0,100,0,77,Extremely undiverse,NA,NA
3306900,washington school district,NH,rural-distant,1994-1995,0,0,0,1.35135135135135,98.6486486486486,NA,74,Extremely undiverse,NA,NA
3306900,washington school district,NH,rural-distant,2016-2017,0,2.12765957446809,0,4.25531914893617,82.9787234042553,10.6382978723404,47,Undiverse,NA,NA
3306910,waterville valley school district,NH,rural-remote,1994-1995,0,0,0,0,100,NA,29,Extremely undiverse,NA,NA
3306910,waterville valley school district,NH,rural-remote,2016-2017,0,9.09090909090909,9.09090909090909,0,81.8181818181818,0,22,Undiverse,NA,NA
3306930,weare school district,NH,rural-distant,1994-1995,0,0.101010101010101,0.101010101010101,0,99.7979797979798,NA,990,Extremely undiverse,NA,NA
3306930,weare school district,NH,rural-distant,2016-2017,0.194931773879142,0.194931773879142,0.389863547758285,1.75438596491228,93.6647173489279,3.80116959064327,1026,Extremely undiverse,NA,NA
3306990,wentworth school district,NH,rural-remote,1994-1995,0,1.03092783505155,2.06185567010309,1.03092783505155,95.8762886597938,NA,97,Extremely undiverse,NA,NA
3306990,wentworth school district,NH,rural-remote,2016-2017,0,0,3.44827586206897,0,96.551724137931,0,58,Extremely undiverse,NA,NA
3307020,westmoreland school district,NH,rural-distant,1994-1995,0,0,0,0,100,NA,181,Extremely undiverse,NA,NA
3307020,westmoreland school district,NH,rural-distant,2016-2017,0,0.72463768115942,0,0,97.8260869565217,1.44927536231884,138,Extremely undiverse,NA,NA
3307050,white mountain regional school district,NH,rural-distant,1994-1995,0,0.0664010624169987,0.464807436918991,0.265604249667995,99.203187250996,NA,1506,Extremely undiverse,NA,NA
3307050,white mountain regional school district,NH,rural-distant,2016-2017,0.261780104712042,0.87260034904014006,0.43630017452007003,1.91972076788831,94.3280977312391,2.18150087260035,1146,Extremely undiverse,NA,NA
3307110,wilton school district,NH,NA,1994-1995,0,1.6025641025641,0.641025641025641,0.32051282051282,97.4358974358974,NA,312,Extremely undiverse,NA,NA
3307115,wilton-lyndeboro school district,NH,rural-fringe,1994-1995,0.623052959501558,0.934579439252336,0,0.623052959501558,97.8193146417446,NA,321,Extremely undiverse,NA,NA
3307115,wilton-lyndeboro school district,NH,rural-fringe,2016-2017,0.173913043478261,0.347826086956522,0.173913043478261,0.695652173913043,97.2173913043478,1.39130434782609,575,Extremely undiverse,NA,NA
3307140,winchester school district,NH,rural-distant,1994-1995,0.238095238095238,0.357142857142857,0.714285714285714,0.119047619047619,98.5714285714286,NA,840,Extremely undiverse,NA,NA
3307140,winchester school district,NH,rural-distant,2016-2017,0.230414746543779,1.38248847926267,1.15207373271889,0.230414746543779,96.7741935483871,0.230414746543779,434,Extremely undiverse,NA,NA
3307170,windham school district,NH,rural-fringe,1994-1995,0,0.797448165869218,0.478468899521531,0.398724082934609,98.3253588516746,NA,1254,Extremely undiverse,NA,NA
3307170,windham school district,NH,rural-fringe,2016-2017,0,4.25170068027211,0.476190476190476,3.40136054421769,87.3809523809524,4.48979591836735,2940,Undiverse,NA,NA
3307230,winnacunnet coop school district,NH,suburban-small,1994-1995,0,0.83073727933541,0.623052959501558,1.03842159916926,97.5077881619938,NA,963,Extremely undiverse,NA,NA
3307230,winnacunnet coop school district,NH,suburban-small,2016-2017,0,0.87890625,0.390625,0.68359375,98.046875,0,1024,Extremely undiverse,NA,NA
3307300,winnisquam regional school district,NH,town-distant,1994-1995,0,0.221852468108708,0.166389351081531,0,99.6117581808098,NA,1803,Extremely undiverse,NA,NA
3307300,winnisquam regional school district,NH,town-distant,2016-2017,0.0694927032661571,2.36275191104934,1.32036136205698,0.833912439193885,92.8422515635858,2.57123002084781,1439,Extremely undiverse,NA,NA
3307330,coe brown academy,NH,NA,1994-1995,0,0.462962962962963,0.231481481481481,0,99.3055555555556,NA,432,Extremely undiverse,NA,NA
3307360,pinkerton academy,NH,NA,1994-1995,0.604229607250755,1.05740181268882,0.868580060422961,1.73716012084592,95.7326283987915,NA,2648,Extremely undiverse,NA,NA
3399965,pemi-baker regional school district,NH,rural-fringe,1994-1995,0,0,0.75642965204236,0.605143721633888,98.6384266263237,NA,661,Extremely undiverse,NA,NA
3399965,pemi-baker regional school district,NH,rural-fringe,2016-2017,0.148148148148148,1.77777777777778,1.18518518518519,1.92592592592593,93.3333333333333,1.62962962962963,675,Extremely undiverse,NA,NA
3400004,the school district of the chathams,NJ,suburban-large,1994-1995,0.0871839581517001,4.22842197035745,0.566695727986051,1.52571926765475,93.59197907585,NA,2294,Extremely undiverse,NA,NA
3400004,the school district of the chathams,NJ,suburban-large,2016-2017,0,10.4161712247325,0.689655172413793,5.25564803804994,80.4042806183115,3.23424494649227,4205,Undiverse,NA,NA
3400005,morris-union jointure com,NJ,NA,1994-1995,7.3394495412844,5.5045871559633,14.6788990825688,10.0917431192661,62.3853211009174,NA,109,Diverse,NA,NA
3400006,atlantic co special serv,NJ,NA,1994-1995,0,2.47148288973384,32.1292775665399,14.638783269962,50.7604562737643,NA,526,Diverse,NA,NA
3400007,south bergen jointure com,NJ,NA,1994-1995,0,1.42857142857143,5.23809523809524,17.1428571428571,76.1904761904762,NA,210,Undiverse,NA,NA
3400008,great meadows regional school district,NJ,rural-fringe,1994-1995,0,1.42517814726841,1.42517814726841,0.712589073634204,96.437054631829,NA,842,Extremely undiverse,NA,NA
3400008,great meadows regional school district,NJ,rural-fringe,2016-2017,0,1.55148095909732,0.564174894217207,9.16784203102962,86.7418899858956,1.97461212976023,709,Undiverse,NA,NA
3400009,somerset hills regional school district,NJ,suburban-large,2016-2017,0.0504286434694907,5.24457892082703,0.605143721633888,18.4568835098336,73.0206757438225,2.62228946041351,1983,Diverse,NA,NA
3400050,hunterdon co polytech,NJ,NA,1994-1995,0.423728813559322,0,0.423728813559322,0.847457627118644,98.3050847457627,NA,236,Extremely undiverse,NA,NA
3400660,absecon public schools district,NJ,suburban-midsize,1994-1995,0.111856823266219,7.27069351230425,7.82997762863535,2.23713646532438,82.5503355704698,NA,894,Undiverse,NA,NA
3400660,absecon public schools district,NJ,suburban-midsize,2016-2017,0,4.65116279069767,15.422276621787,11.3831089351285,62.6682986536108,5.87515299877601,817,Diverse,NA,NA
3400690,alexandria township school district,NJ,rural-distant,1994-1995,0.189753320683112,0.189753320683112,1.70777988614801,0.94876660341556,96.9639468690702,NA,527,Extremely undiverse,NA,NA
3400690,alexandria township school district,NJ,rural-distant,2016-2017,0,4.19287211740042,1.25786163522013,5.66037735849057,87.8406708595388,1.0482180293501,477,Undiverse,NA,NA
3400720,allamuchy township school district,NJ,rural-fringe,1994-1995,0,1.65016501650165,0,1.32013201320132,97.029702970297,NA,303,Extremely undiverse,NA,NA
3400720,allamuchy township school district,NJ,rural-fringe,2016-2017,0,2.47524752475248,3.71287128712871,7.92079207920792,81.4356435643564,4.45544554455445,404,Undiverse,NA,NA
3400750,allendale public school district,NJ,suburban-large,1994-1995,0,5.09950248756219,0,1.11940298507463,93.7810945273632,NA,804,Extremely undiverse,NA,NA
3400750,allendale public school district,NJ,suburban-large,2016-2017,0.329308452250274,15.0384193194292,0.658616904500549,6.14709110867179,75.3018660812294,2.52469813391877,911,Undiverse,NA,NA
3400769,south hunterdon regional school district,NJ,rural-fringe,2016-2017,0.106269925611052,0.53134962805526,4.8884165781084,14.9840595111583,76.3018065887354,3.18809776833156,941,Undiverse,NA,NA
3400810,alloway twp school district,NJ,rural-distant,1994-1995,0,1.29589632829374,6.0475161987041,0.431965442764579,92.2246220302376,NA,463,Extremely undiverse,NA,NA
3400810,alloway twp school district,NJ,rural-distant,2016-2017,0,0.53475935828877,3.47593582887701,2.94117647058824,88.7700534759358,4.27807486631016,374,Undiverse,NA,NA
3400840,alpha borough school district,NJ,suburban-large,1994-1995,0,1.6,0,0.8,97.6,NA,250,Extremely undiverse,NA,NA
3400840,alpha borough school district,NJ,suburban-large,2016-2017,0,1.54639175257732,3.60824742268041,10.3092783505155,84.5360824742268,0,194,Undiverse,NA,NA
3400870,alpine elementary school district,NJ,suburban-large,1994-1995,0,29.7142857142857,0,0,70.2857142857143,NA,175,Diverse,NA,NA
3400870,alpine elementary school district,NJ,suburban-large,2016-2017,0,10,3.75,3.75,70,12.5,160,Diverse,NA,NA
3400900,andover regional school district,NJ,suburban-large,1994-1995,0,2.71565495207668,0.798722044728434,0.319488817891374,96.1661341853035,NA,626,Extremely undiverse,NA,NA
3400900,andover regional school district,NJ,suburban-large,2016-2017,0.587084148727984,2.73972602739726,1.76125244618395,9.98043052837573,82.9745596868885,1.95694716242661,511,Undiverse,NA,NA
3400930,asbury park school district,NJ,suburban-large,1994-1995,0.0318471337579618,0.127388535031847,85.7324840764331,10.5732484076433,3.53503184713376,NA,3140,Undiverse,NA,NA
3400930,asbury park school district,NJ,suburban-large,2016-2017,0,0.490436488474743,56.7435017165277,40.8043158410986,1.96174595389897,0,2039,Diverse,NA,NA
3400960,atlantic city school district,NJ,city-small,1994-1995,0.155301425949456,5.52025977693068,60.3698997599887,24.9894112664125,8.96512777071862,NA,7083,Diverse,0.164685998310714,Somewhat integrated
3400960,atlantic city school district,NJ,city-small,2016-2017,0.157300157300157,16.959816959817,34.4058344058344,42.5425425425425,5.01930501930502,0.915200915200915,6993,Diverse,0.0964265527119696,Somewhat integrated
3400990,atlantic co voc-tech,NJ,NA,1994-1995,0,0,30.0613496932515,15.3374233128834,54.601226993865,NA,163,Diverse,NA,NA
3401020,atlantic highlands school district,NJ,suburban-large,1994-1995,0,3.83386581469649,2.23642172523962,2.87539936102236,91.0543130990415,NA,313,Extremely undiverse,NA,NA
3401020,atlantic highlands school district,NJ,suburban-large,2016-2017,0,2.38805970149254,1.49253731343284,6.26865671641791,88.6567164179105,1.19402985074627,335,Undiverse,NA,NA
3401050,audubon public school disrict,NJ,suburban-large,1994-1995,0.121654501216545,0.669099756690998,0.121654501216545,0.304136253041363,98.7834549878345,NA,1644,Extremely undiverse,NA,NA
3401050,audubon public school disrict,NJ,suburban-large,2016-2017,0.0643915003219575,1.73857050869285,3.21957501609788,7.46941403734707,86.0914359304572,1.41661300708307,1553,Undiverse,NA,NA
3401110,avalon school district,NJ,suburban-midsize,1994-1995,0,0.793650793650794,0.793650793650794,0,98.4126984126984,NA,126,Extremely undiverse,NA,NA
3401110,avalon school district,NJ,suburban-midsize,2016-2017,0,0,2.32558139534884,9.30232558139535,88.3720930232558,0,43,Undiverse,NA,NA
3401140,avon boro school district,NJ,suburban-large,1994-1995,0,3.44827586206897,1.37931034482759,1.37931034482759,93.7931034482759,NA,145,Extremely undiverse,NA,NA
3401140,avon boro school district,NJ,suburban-large,2016-2017,0,0,0,9.58904109589041,90.4109589041096,0,146,Extremely undiverse,NA,NA
3401170,barrington school district,NJ,suburban-large,1994-1995,0,1.27737226277372,5.29197080291971,2.73722627737226,90.6934306569343,NA,548,Extremely undiverse,NA,NA
3401170,barrington school district,NJ,suburban-large,2016-2017,0.163132137030995,3.91517128874388,6.03588907014682,5.70962479608483,80.7504078303426,3.4257748776509,613,Undiverse,NA,NA
3401200,bass river township board of education,NJ,rural-fringe,1994-1995,0,1.77514792899408,0,1.18343195266272,97.0414201183432,NA,169,Extremely undiverse,NA,NA
3401200,bass river township board of education,NJ,rural-fringe,2016-2017,0,0,0,4.90196078431373,92.156862745098,2.94117647058824,102,Extremely undiverse,NA,NA
3401230,bay head borough school district,NJ,suburban-large,1994-1995,0,1,0,0,99,NA,100,Extremely undiverse,NA,NA
3401230,bay head borough school district,NJ,suburban-large,2016-2017,0,1.55038759689922,0,3.10077519379845,94.5736434108527,0.775193798449612,129,Extremely undiverse,NA,NA
3401260,bayonne school district,NJ,suburban-large,1994-1995,0.0782983165861934,4.03236330418896,8.46926791073992,20.8665013702205,66.5535690982644,NA,7663,Diverse,0.010694571760832,Highly integrated
3401260,bayonne school district,NJ,suburban-large,2016-2017,0.0927165962707325,7.93241990316267,9.04501905841146,38.3022561038426,42.0006181106418,2.62697022767075,9707,Diverse,0.0112665611923294,Highly integrated
3401290,beach haven school district,NJ,suburban-large,1994-1995,0,0,1.04166666666667,2.08333333333333,96.875,NA,96,Extremely undiverse,NA,NA
3401290,beach haven school district,NJ,suburban-large,2016-2017,0,0,0,28.5714285714286,71.4285714285714,0,70,Diverse,NA,NA
3401320,bedminster township public school,NJ,rural-fringe,1994-1995,0,3.69609856262834,3.69609856262834,4.31211498973306,88.2956878850103,NA,487,Undiverse,NA,NA
3401320,bedminster township public school,NJ,rural-fringe,2016-2017,0.189035916824197,12.0982986767486,1.51228733459357,14.5557655954631,68.4310018903592,3.21361058601134,529,Diverse,NA,NA
3401350,belleville public schools,NJ,suburban-large,1994-1995,0.178982357453337,10.9946305292764,5.80414216312963,22.8841728458195,60.1380721043211,NA,3911,Diverse,0.0436615221137413,Highly integrated
3401350,belleville public schools,NJ,suburban-large,2016-2017,0.179171332586786,10.2575587905935,9.07054871220605,64.0985442329227,15.9238521836506,0.470324748040314,4465,Diverse,0.019072512594381,Highly integrated
3401380,bellmawr public school district,NJ,suburban-large,1994-1995,0,3.44827586206897,2.82131661442006,2.40334378265413,91.3270637408568,NA,957,Extremely undiverse,NA,NA
3401380,bellmawr public school district,NJ,suburban-large,2016-2017,0,10.2990033222591,3.65448504983389,17.0265780730897,64.6179401993355,4.40199335548173,1204,Diverse,NA,NA
3401410,belmar elementary school district,NJ,suburban-large,1994-1995,0,0.289855072463768,18.5507246376812,8.84057971014493,72.3188405797101,NA,690,Diverse,NA,NA
3401410,belmar elementary school district,NJ,suburban-large,2016-2017,0,2.62172284644195,4.49438202247191,46.0674157303371,43.6329588014981,3.18352059925094,534,Diverse,NA,NA
3401440,belvidere school district,NJ,town-fringe,1994-1995,0.488997555012225,0.611246943765281,1.10024449877751,1.22249388753056,96.5770171149144,NA,818,Extremely undiverse,NA,NA
3401440,belvidere school district,NJ,town-fringe,2016-2017,0.274725274725275,1.37362637362637,1.23626373626374,6.45604395604396,88.0494505494505,2.60989010989011,728,Undiverse,NA,NA
3401450,bergen co special service,NJ,NA,1994-1995,0,4.91510277033065,22.0732797140304,15.7283288650581,57.2832886505809,NA,1119,Diverse,0.0524916642821932,Highly integrated
3401470,bergen county voc-tech,NJ,NA,1994-1995,0.183150183150183,4.15140415140415,11.7216117216117,13.553113553113601,70.3907203907204,NA,1638,Diverse,NA,NA
3401500,bergenfield borough school district,NJ,suburban-large,1994-1995,0.0967741935483871,20.6774193548387,7.96774193548387,14.7096774193548,56.5483870967742,NA,3100,Diverse,0.0258120225737034,Highly integrated
3401500,bergenfield borough school district,NJ,suburban-large,2016-2017,0.113442994895065,28.1338627339762,8.1678956324447,49.631310266591,11.9682359614294,1.98525241066364,3526,Diverse,0.00430544730814749,Highly integrated
3401530,berkeley heights school district,NJ,suburban-large,1994-1995,0,12.4723247232472,0.44280442804428,2.80442804428044,84.280442804428,NA,1355,Undiverse,NA,NA
3401530,berkeley heights school district,NJ,suburban-large,2016-2017,0.074019245003701,13.2864544781643,1.14729829755736,10.0296076980015,70.8734270910437,4.58919319022946,2702,Diverse,0.00177178740210935,Highly integrated
3401560,berkeley township school district,NJ,suburban-large,1994-1995,0,0.792751981879955,4.64326160815402,1.86862967157418,92.6953567383918,NA,1766,Extremely undiverse,NA,NA
3401560,berkeley township school district,NJ,suburban-large,2016-2017,0.140646976090014,1.9690576652602,3.7037037037037,17.0182841068917,71.3080168776371,5.86029067041725,2133,Diverse,NA,NA
3401590,berlin borough school district,NJ,suburban-large,1994-1995,0,1.30057803468208,0.867052023121387,2.60115606936416,95.2312138728324,NA,692,Extremely undiverse,NA,NA
3401590,berlin borough school district,NJ,suburban-large,2016-2017,0,3.43558282208589,4.5398773006135,5.03067484662577,84.5398773006135,2.45398773006135,815,Undiverse,NA,NA
3401620,berlin township school district,NJ,suburban-large,1994-1995,0.186219739292365,1.30353817504655,19.9255121042831,2.04841713221601,76.536312849162,NA,537,Undiverse,NA,NA
3401620,berlin township school district,NJ,suburban-large,2016-2017,0,7.50798722044728,13.258785942492,16.2939297124601,60.3833865814696,2.55591054313099,626,Diverse,NA,NA
3401650,bernards township school district,NJ,suburban-large,1994-1995,0.0397930760047752,6.0883406287306,1.15399920413848,1.83048149621966,90.8873855949065,NA,2513,Extremely undiverse,NA,NA
3401650,bernards township school district,NJ,suburban-large,2016-2017,0.0180570603105814,26.5980498374865,0.794510653665583,5.8324304803178,63.9942217407006,2.76273022751896,5538,Diverse,0.0022705530958606,Highly integrated
3401680,bernardsville boro,NJ,NA,1994-1995,0,3.7122969837587,1.08275328692962,4.79505027068832,90.4098994586234,NA,1293,Extremely undiverse,NA,NA
3401710,bethlehem township school district,NJ,rural-fringe,1994-1995,0,0,0.44150110375275903,0,99.5584988962472,NA,453,Extremely undiverse,NA,NA
3401710,bethlehem township school district,NJ,rural-fringe,2016-2017,0.279329608938547,5.02793296089385,1.67597765363128,6.70391061452514,86.3128491620112,0,358,Undiverse,NA,NA
3401740,beverly city school,NJ,suburban-large,1994-1995,0,0,41.3793103448276,8.77742946708464,49.8432601880878,NA,319,Diverse,NA,NA
3401740,beverly city school,NJ,suburban-large,2016-2017,0.337837837837838,0.337837837837838,35.8108108108108,23.3108108108108,34.1216216216216,6.08108108108108,296,Diverse,NA,NA
3401770,black horse pike regional school district,NJ,suburban-large,1994-1995,0.303766707168894,3.34143377885784,8.93074119076549,1.91373025516403,85.5103280680437,NA,3292,Undiverse,NA,NA
3401770,black horse pike regional school district,NJ,suburban-large,2016-2017,0.163398692810458,6.20915032679739,23.7472766884532,8.30610021786493,60.9749455337691,0.599128540305011,3672,Diverse,NA,NA
3401800,blairstown elementary township school district,NJ,rural-distant,1994-1995,0,0.414364640883978,0.414364640883978,1.10497237569061,98.0662983425414,NA,724,Extremely undiverse,NA,NA
3401800,blairstown elementary township school district,NJ,rural-distant,2016-2017,0,1.46137787056367,1.04384133611691,7.72442588726514,87.6826722338205,2.08768267223382,479,Undiverse,NA,NA
