rank,position,hand,player,years,total_goals,status,yr_start,season,age,team,league,season_games,goals,assists,points,plus_minus,penalty_min,goals_even,goals_power_play,goals_short_handed,goals_game_winner,headshot
113,LW,Left,Rick Martin,1971-82,384,Retired,1971,1972-73,21,BUF,NHL,75,37,36,73,3,79,26,11,0,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/martiri01.jpg
113,LW,Left,Rick Martin,1971-82,384,Retired,1971,1973-74,22,BUF,NHL,78,52,34,86,-22,38,44,8,0,6,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/martiri01.jpg
113,LW,Left,Rick Martin,1971-82,384,Retired,1971,1974-75,23,BUF,NHL,68,52,43,95,5,72,31,21,0,6,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/martiri01.jpg
113,LW,Left,Rick Martin,1971-82,384,Retired,1971,1975-76,24,BUF,NHL,80,49,37,86,23,67,31,18,0,7,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/martiri01.jpg
113,LW,Left,Rick Martin,1971-82,384,Retired,1971,1976-77,25,BUF,NHL,66,36,29,65,10,58,24,12,0,6,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/martiri01.jpg
113,LW,Left,Rick Martin,1971-82,384,Retired,1971,1977-78,26,BUF,NHL,65,28,35,63,16,16,21,7,0,6,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/martiri01.jpg
113,LW,Left,Rick Martin,1971-82,384,Retired,1971,1978-79,27,BUF,NHL,73,32,21,53,-7,35,24,8,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/martiri01.jpg
113,LW,Left,Rick Martin,1971-82,384,Retired,1971,1979-80,28,BUF,NHL,80,45,34,79,19,54,37,8,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/martiri01.jpg
113,LW,Left,Rick Martin,1971-82,384,Retired,1971,1980-81,29,TOT,NHL,24,8,15,23,5,20,6,2,0,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/martiri01.jpg
113,LW,Left,Rick Martin,1971-82,384,Retired,1971,1980-81,29,BUF,NHL,23,7,14,21,4,20,5,2,0,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/martiri01.jpg
113,LW,Left,Rick Martin,1971-82,384,Retired,1971,1980-81,29,LAK,NHL,1,1,1,2,1,0,1,0,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/martiri01.jpg
113,LW,Left,Rick Martin,1971-82,384,Retired,1971,1981-82,30,LAK,NHL,3,1,3,4,1,2,0,1,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/martiri01.jpg
114,RW,Left,Patrick Kane,2007-20,383,Active,2007,2007-08,19,CHI,NHL,82,21,51,72,-5,52,14,7,0,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kanepa01-2020.jpg
114,RW,Left,Patrick Kane,2007-20,383,Active,2007,2008-09,20,CHI,NHL,80,25,45,70,-2,42,12,13,0,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kanepa01-2020.jpg
114,RW,Left,Patrick Kane,2007-20,383,Active,2007,2009-10,21,CHI,NHL,82,30,58,88,16,20,21,9,0,6,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kanepa01-2020.jpg
114,RW,Left,Patrick Kane,2007-20,383,Active,2007,2010-11,22,CHI,NHL,73,27,46,73,7,28,22,5,0,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kanepa01-2020.jpg
114,RW,Left,Patrick Kane,2007-20,383,Active,2007,2011-12,23,CHI,NHL,82,23,43,66,7,40,19,4,0,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kanepa01-2020.jpg
114,RW,Left,Patrick Kane,2007-20,383,Active,2007,2012-13,24,CHI,NHL,47,23,32,55,11,8,15,8,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kanepa01-2020.jpg
114,RW,Left,Patrick Kane,2007-20,383,Active,2007,2013-14,25,CHI,NHL,69,29,40,69,7,22,19,10,0,6,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kanepa01-2020.jpg
114,RW,Left,Patrick Kane,2007-20,383,Active,2007,2014-15,26,CHI,NHL,61,27,37,64,10,10,21,6,0,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kanepa01-2020.jpg
114,RW,Left,Patrick Kane,2007-20,383,Active,2007,2015-16,27,CHI,NHL,82,46,60,106,17,30,29,17,0,9,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kanepa01-2020.jpg
114,RW,Left,Patrick Kane,2007-20,383,Active,2007,2016-17,28,CHI,NHL,82,34,55,89,11,32,27,7,0,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kanepa01-2020.jpg
114,RW,Left,Patrick Kane,2007-20,383,Active,2007,2017-18,29,CHI,NHL,82,27,49,76,-20,32,22,5,0,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kanepa01-2020.jpg
114,RW,Left,Patrick Kane,2007-20,383,Active,2007,2018-19,30,CHI,NHL,81,44,66,110,2,22,35,9,0,7,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kanepa01-2020.jpg
114,RW,Left,Patrick Kane,2007-20,383,Active,2007,2019-20,31,CHI,NHL,62,27,50,77,6,36,21,6,0,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kanepa01-2020.jpg
115,C,Right,Jeff Carter,2005-20,382,Active,2005,2005-06,21,PHI,NHL,81,23,19,42,10,40,15,6,2,7,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/carteje01-2020.jpg
115,C,Right,Jeff Carter,2005-20,382,Active,2005,2006-07,22,PHI,NHL,62,14,23,37,-17,48,9,3,2,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/carteje01-2020.jpg
115,C,Right,Jeff Carter,2005-20,382,Active,2005,2007-08,23,PHI,NHL,82,29,24,53,6,55,20,7,2,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/carteje01-2020.jpg
115,C,Right,Jeff Carter,2005-20,382,Active,2005,2008-09,24,PHI,NHL,82,46,38,84,23,68,29,13,4,12,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/carteje01-2020.jpg
115,C,Right,Jeff Carter,2005-20,382,Active,2005,2009-10,25,PHI,NHL,74,33,28,61,2,38,20,11,2,6,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/carteje01-2020.jpg
115,C,Right,Jeff Carter,2005-20,382,Active,2005,2010-11,26,PHI,NHL,80,36,30,66,27,39,28,8,0,7,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/carteje01-2020.jpg
115,C,Right,Jeff Carter,2005-20,382,Active,2005,2011-12,27,TOT,NHL,55,21,13,34,-12,16,11,10,0,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/carteje01-2020.jpg
115,C,Right,Jeff Carter,2005-20,382,Active,2005,2011-12,27,CBJ,NHL,39,15,10,25,-11,14,7,8,0,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/carteje01-2020.jpg
115,C,Right,Jeff Carter,2005-20,382,Active,2005,2011-12,27,LAK,NHL,16,6,3,9,-1,2,4,2,0,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/carteje01-2020.jpg
115,C,Right,Jeff Carter,2005-20,382,Active,2005,2012-13,28,LAK,NHL,48,26,7,33,0,16,18,8,0,8,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/carteje01-2020.jpg
115,C,Right,Jeff Carter,2005-20,382,Active,2005,2013-14,29,LAK,NHL,72,27,23,50,8,44,18,8,1,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/carteje01-2020.jpg
115,C,Right,Jeff Carter,2005-20,382,Active,2005,2014-15,30,LAK,NHL,82,28,34,62,7,28,17,10,1,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/carteje01-2020.jpg
115,C,Right,Jeff Carter,2005-20,382,Active,2005,2015-16,31,LAK,NHL,77,24,38,62,18,20,19,4,1,6,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/carteje01-2020.jpg
115,C,Right,Jeff Carter,2005-20,382,Active,2005,2016-17,32,LAK,NHL,82,32,34,66,2,41,21,10,1,9,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/carteje01-2020.jpg
115,C,Right,Jeff Carter,2005-20,382,Active,2005,2017-18,33,LAK,NHL,27,13,9,22,4,2,6,6,1,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/carteje01-2020.jpg
115,C,Right,Jeff Carter,2005-20,382,Active,2005,2018-19,34,LAK,NHL,76,13,20,33,-20,42,7,5,1,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/carteje01-2020.jpg
115,C,Right,Jeff Carter,2005-20,382,Active,2005,2019-20,35,LAK,NHL,60,17,10,27,-21,36,14,3,0,7,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/carteje01-2020.jpg
116,LW,Left,Zach Parise,2005-20,382,Active,2005,2005-06,21,NJD,NHL,81,14,18,32,-1,28,12,2,0,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/parisza01-2020.jpg
116,LW,Left,Zach Parise,2005-20,382,Active,2005,2006-07,22,NJD,NHL,82,31,31,62,-3,30,22,9,0,7,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/parisza01-2020.jpg
116,LW,Left,Zach Parise,2005-20,382,Active,2005,2007-08,23,NJD,NHL,81,32,33,65,13,25,21,10,1,8,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/parisza01-2020.jpg
116,LW,Left,Zach Parise,2005-20,382,Active,2005,2008-09,24,NJD,NHL,82,45,49,94,30,24,31,14,0,8,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/parisza01-2020.jpg
116,LW,Left,Zach Parise,2005-20,382,Active,2005,2009-10,25,NJD,NHL,81,38,44,82,24,32,28,9,1,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/parisza01-2020.jpg
116,LW,Left,Zach Parise,2005-20,382,Active,2005,2010-11,26,NJD,NHL,13,3,3,6,-1,6,3,0,0,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/parisza01-2020.jpg
116,LW,Left,Zach Parise,2005-20,382,Active,2005,2011-12,27,NJD,NHL,82,31,38,69,-5,32,21,7,3,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/parisza01-2020.jpg
116,LW,Left,Zach Parise,2005-20,382,Active,2005,2012-13,28,MIN,NHL,48,18,20,38,2,16,11,7,0,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/parisza01-2020.jpg
116,LW,Left,Zach Parise,2005-20,382,Active,2005,2013-14,29,MIN,NHL,67,29,27,56,10,30,14,14,1,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/parisza01-2020.jpg
116,LW,Left,Zach Parise,2005-20,382,Active,2005,2014-15,30,MIN,NHL,74,33,29,62,21,41,22,11,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/parisza01-2020.jpg
116,LW,Left,Zach Parise,2005-20,382,Active,2005,2015-16,31,MIN,NHL,70,25,28,53,-3,36,18,7,0,7,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/parisza01-2020.jpg
116,LW,Left,Zach Parise,2005-20,382,Active,2005,2016-17,32,MIN,NHL,69,19,23,42,-3,30,13,6,0,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/parisza01-2020.jpg
116,LW,Left,Zach Parise,2005-20,382,Active,2005,2017-18,33,MIN,NHL,42,15,9,24,0,14,13,2,0,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/parisza01-2020.jpg
116,LW,Left,Zach Parise,2005-20,382,Active,2005,2018-19,34,MIN,NHL,74,28,33,61,-2,26,18,10,0,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/parisza01-2020.jpg
116,LW,Left,Zach Parise,2005-20,382,Active,2005,2019-20,35,MIN,NHL,61,21,16,37,-14,8,9,11,1,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/parisza01-2020.jpg
117,NA,NA,Reggie Leach,1970-83,381,Retired,1970,1970-71,20,BOS,NHL,23,2,4,6,7,0,2,0,0,0,NA
117,NA,NA,Reggie Leach,1970-83,381,Retired,1970,1971-72,21,TOT,NHL,73,13,20,33,10,19,11,2,0,3,NA
117,NA,NA,Reggie Leach,1970-83,381,Retired,1970,1971-72,21,BOS,NHL,56,7,13,20,8,12,7,0,0,2,NA
117,NA,NA,Reggie Leach,1970-83,381,Retired,1970,1971-72,21,CGS,NHL,17,6,7,13,2,7,4,2,0,1,NA
117,NA,NA,Reggie Leach,1970-83,381,Retired,1970,1972-73,22,CGS,NHL,76,23,12,35,-42,45,20,3,0,4,NA
117,NA,NA,Reggie Leach,1970-83,381,Retired,1970,1973-74,23,CGS,NHL,78,22,24,46,-62,34,20,2,0,3,NA
117,NA,NA,Reggie Leach,1970-83,381,Retired,1970,1974-75,24,PHI,NHL,80,45,33,78,53,63,33,12,0,10,NA
117,NA,NA,Reggie Leach,1970-83,381,Retired,1970,1975-76,25,PHI,NHL,80,61,30,91,72,41,51,10,0,11,NA
117,NA,NA,Reggie Leach,1970-83,381,Retired,1970,1976-77,26,PHI,NHL,77,32,14,46,7,23,22,10,0,3,NA
117,NA,NA,Reggie Leach,1970-83,381,Retired,1970,1977-78,27,PHI,NHL,72,24,28,52,20,24,15,9,0,4,NA
117,NA,NA,Reggie Leach,1970-83,381,Retired,1970,1978-79,28,PHI,NHL,76,34,20,54,-3,20,21,13,0,6,NA
117,NA,NA,Reggie Leach,1970-83,381,Retired,1970,1979-80,29,PHI,NHL,76,50,26,76,41,28,41,5,4,7,NA
117,NA,NA,Reggie Leach,1970-83,381,Retired,1970,1980-81,30,PHI,NHL,79,34,36,70,22,59,18,15,1,2,NA
117,NA,NA,Reggie Leach,1970-83,381,Retired,1970,1981-82,31,PHI,NHL,66,26,21,47,2,18,21,5,0,5,NA
117,NA,NA,Reggie Leach,1970-83,381,Retired,1970,1982-83,32,DET,NHL,78,15,17,32,0,13,13,2,0,0,NA
118,LW,Left,Ted Lindsay,1944-65,379,Retired,1944,1944-45,19,DET,NHL,45,17,6,23,NA,43,15,2,0,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindste01.jpg
118,LW,Left,Ted Lindsay,1944-65,379,Retired,1944,1945-46,20,DET,NHL,47,7,10,17,NA,14,7,0,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindste01.jpg
118,LW,Left,Ted Lindsay,1944-65,379,Retired,1944,1946-47,21,DET,NHL,59,27,15,42,NA,57,21,5,1,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindste01.jpg
118,LW,Left,Ted Lindsay,1944-65,379,Retired,1944,1947-48,22,DET,NHL,60,33,19,52,NA,95,26,4,3,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindste01.jpg
118,LW,Left,Ted Lindsay,1944-65,379,Retired,1944,1948-49,23,DET,NHL,50,26,28,54,NA,97,19,6,1,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindste01.jpg
118,LW,Left,Ted Lindsay,1944-65,379,Retired,1944,1949-50,24,DET,NHL,69,23,55,78,NA,141,19,4,0,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindste01.jpg
118,LW,Left,Ted Lindsay,1944-65,379,Retired,1944,1950-51,25,DET,NHL,67,24,35,59,NA,110,21,2,1,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindste01.jpg
118,LW,Left,Ted Lindsay,1944-65,379,Retired,1944,1951-52,26,DET,NHL,70,30,39,69,NA,123,20,9,1,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindste01.jpg
118,LW,Left,Ted Lindsay,1944-65,379,Retired,1944,1952-53,27,DET,NHL,70,32,39,71,NA,111,23,9,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindste01.jpg
118,LW,Left,Ted Lindsay,1944-65,379,Retired,1944,1953-54,28,DET,NHL,70,26,36,62,NA,110,14,11,1,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindste01.jpg
118,LW,Left,Ted Lindsay,1944-65,379,Retired,1944,1954-55,29,DET,NHL,49,19,19,38,NA,85,12,7,0,8,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindste01.jpg
118,LW,Left,Ted Lindsay,1944-65,379,Retired,1944,1955-56,30,DET,NHL,67,27,23,50,NA,161,13,14,0,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindste01.jpg
118,LW,Left,Ted Lindsay,1944-65,379,Retired,1944,1956-57,31,DET,NHL,70,30,55,85,NA,103,23,6,1,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindste01.jpg
118,LW,Left,Ted Lindsay,1944-65,379,Retired,1944,1957-58,32,CBH,NHL,68,15,24,39,NA,110,10,5,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindste01.jpg
118,LW,Left,Ted Lindsay,1944-65,379,Retired,1944,1958-59,33,CBH,NHL,70,22,36,58,NA,184,14,8,0,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindste01.jpg
118,LW,Left,Ted Lindsay,1944-65,379,Retired,1944,1959-60,34,CBH,NHL,68,7,19,26,-1,91,7,0,0,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindste01.jpg
118,LW,Left,Ted Lindsay,1944-65,379,Retired,1944,1964-65,39,DET,NHL,69,14,14,28,10,173,13,1,0,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindste01.jpg
119,NA,NA,Claude Lemieux,1983-09,379,Retired,1983,1983-84,18,MTL,NHL,8,1,1,2,-2,12,1,0,0,0,NA
119,NA,NA,Claude Lemieux,1983-09,379,Retired,1983,1984-85,19,MTL,NHL,1,0,1,1,1,7,0,0,0,0,NA
119,NA,NA,Claude Lemieux,1983-09,379,Retired,1983,1985-86,20,MTL,NHL,10,1,2,3,-6,22,0,1,0,0,NA
119,NA,NA,Claude Lemieux,1983-09,379,Retired,1983,1986-87,21,MTL,NHL,76,27,26,53,1,156,22,5,0,2,NA
119,NA,NA,Claude Lemieux,1983-09,379,Retired,1983,1987-88,22,MTL,NHL,78,31,30,61,16,137,25,6,0,3,NA
119,NA,NA,Claude Lemieux,1983-09,379,Retired,1983,1988-89,23,MTL,NHL,69,29,22,51,14,136,22,7,0,3,NA
119,NA,NA,Claude Lemieux,1983-09,379,Retired,1983,1989-90,24,MTL,NHL,39,8,10,18,-8,106,5,3,0,1,NA
119,NA,NA,Claude Lemieux,1983-09,379,Retired,1983,1990-91,25,NJD,NHL,78,30,17,47,-8,105,20,10,0,2,NA
119,NA,NA,Claude Lemieux,1983-09,379,Retired,1983,1991-92,26,NJD,NHL,74,41,27,68,9,109,27,13,1,8,NA
119,NA,NA,Claude Lemieux,1983-09,379,Retired,1983,1992-93,27,NJD,NHL,77,30,51,81,3,155,17,13,0,3,NA
119,NA,NA,Claude Lemieux,1983-09,379,Retired,1983,1993-94,28,NJD,NHL,79,18,26,44,13,86,13,5,0,5,NA
119,NA,NA,Claude Lemieux,1983-09,379,Retired,1983,1994-95,29,NJD,NHL,45,6,13,19,2,86,5,1,0,1,NA
119,NA,NA,Claude Lemieux,1983-09,379,Retired,1983,1995-96,30,COL,NHL,79,39,32,71,14,117,28,9,2,10,NA
119,NA,NA,Claude Lemieux,1983-09,379,Retired,1983,1996-97,31,COL,NHL,45,11,17,28,-4,43,6,5,0,4,NA
119,NA,NA,Claude Lemieux,1983-09,379,Retired,1983,1997-98,32,COL,NHL,78,26,27,53,-7,115,14,11,1,1,NA
119,NA,NA,Claude Lemieux,1983-09,379,Retired,1983,1998-99,33,COL,NHL,82,27,24,51,0,102,16,11,0,8,NA
119,NA,NA,Claude Lemieux,1983-09,379,Retired,1983,1999-00,34,TOT,NHL,83,20,27,47,-3,90,13,7,0,3,NA
119,NA,NA,Claude Lemieux,1983-09,379,Retired,1983,1999-00,34,COL,NHL,13,3,6,9,0,4,3,0,0,0,NA
119,NA,NA,Claude Lemieux,1983-09,379,Retired,1983,1999-00,34,NJD,NHL,70,17,21,38,-3,86,10,7,0,3,NA
119,NA,NA,Claude Lemieux,1983-09,379,Retired,1983,2000-01,35,PHX,NHL,46,10,16,26,1,58,8,2,0,1,NA
119,NA,NA,Claude Lemieux,1983-09,379,Retired,1983,2001-02,36,PHX,NHL,82,16,25,41,-5,70,11,4,1,3,NA
119,NA,NA,Claude Lemieux,1983-09,379,Retired,1983,2002-03,37,TOT,NHL,68,8,12,20,-12,44,6,1,1,0,NA
119,NA,NA,Claude Lemieux,1983-09,379,Retired,1983,2002-03,37,PHX,NHL,36,6,8,14,-3,30,4,1,1,0,NA
119,NA,NA,Claude Lemieux,1983-09,379,Retired,1983,2002-03,37,DAL,NHL,32,2,4,6,-9,14,2,0,0,0,NA
119,NA,NA,Claude Lemieux,1983-09,379,Retired,1983,2008-09,43,SJS,NHL,18,0,1,1,-5,21,0,0,0,0,NA
120,RW,Right,Corey Perry,2005-20,377,Active,2005,2005-06,20,MDA,NHL,56,13,12,25,1,50,9,4,0,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perryco01-2020.jpg
120,RW,Right,Corey Perry,2005-20,377,Active,2005,2006-07,21,ANA,NHL,82,17,27,44,12,55,13,4,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perryco01-2020.jpg
120,RW,Right,Corey Perry,2005-20,377,Active,2005,2007-08,22,ANA,NHL,70,29,25,54,12,108,18,11,0,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perryco01-2020.jpg
120,RW,Right,Corey Perry,2005-20,377,Active,2005,2008-09,23,ANA,NHL,78,32,40,72,10,109,22,10,0,8,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perryco01-2020.jpg
120,RW,Right,Corey Perry,2005-20,377,Active,2005,2009-10,24,ANA,NHL,82,27,49,76,0,111,20,6,1,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perryco01-2020.jpg
120,RW,Right,Corey Perry,2005-20,377,Active,2005,2010-11,25,ANA,NHL,82,50,48,98,9,104,32,14,4,11,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perryco01-2020.jpg
120,RW,Right,Corey Perry,2005-20,377,Active,2005,2011-12,26,ANA,NHL,80,37,23,60,-7,127,22,14,1,6,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perryco01-2020.jpg
120,RW,Right,Corey Perry,2005-20,377,Active,2005,2012-13,27,ANA,NHL,44,15,21,36,10,72,10,5,0,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perryco01-2020.jpg
120,RW,Right,Corey Perry,2005-20,377,Active,2005,2013-14,28,ANA,NHL,81,43,39,82,32,65,35,8,0,9,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perryco01-2020.jpg
120,RW,Right,Corey Perry,2005-20,377,Active,2005,2014-15,29,ANA,NHL,67,33,22,55,13,67,29,4,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perryco01-2020.jpg
120,RW,Right,Corey Perry,2005-20,377,Active,2005,2015-16,30,ANA,NHL,82,34,28,62,2,68,22,12,0,6,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perryco01-2020.jpg
120,RW,Right,Corey Perry,2005-20,377,Active,2005,2016-17,31,ANA,NHL,82,19,34,53,2,76,14,5,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perryco01-2020.jpg
120,RW,Right,Corey Perry,2005-20,377,Active,2005,2017-18,32,ANA,NHL,71,17,32,49,-4,71,13,4,0,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perryco01-2020.jpg
120,RW,Right,Corey Perry,2005-20,377,Active,2005,2018-19,33,ANA,NHL,31,6,4,10,-16,27,4,2,0,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perryco01-2020.jpg
120,RW,Right,Corey Perry,2005-20,377,Active,2005,2019-20,34,DAL,NHL,50,5,14,19,-2,64,4,1,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perryco01-2020.jpg
121,RW,Right,Milan Hejduk,1998-13,375,Retired,1998,1998-99,22,COL,NHL,82,14,34,48,8,26,10,4,0,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hejdumi01.jpg
121,RW,Right,Milan Hejduk,1998-13,375,Retired,1998,1999-00,23,COL,NHL,82,36,36,72,14,16,23,13,0,9,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hejdumi01.jpg
121,RW,Right,Milan Hejduk,1998-13,375,Retired,1998,2000-01,24,COL,NHL,80,41,38,79,32,36,28,12,1,9,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hejdumi01.jpg
121,RW,Right,Milan Hejduk,1998-13,375,Retired,1998,2001-02,25,COL,NHL,62,21,23,44,0,24,13,7,1,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hejdumi01.jpg
121,RW,Right,Milan Hejduk,1998-13,375,Retired,1998,2002-03,26,COL,NHL,82,50,48,98,52,32,32,18,0,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hejdumi01.jpg
121,RW,Right,Milan Hejduk,1998-13,375,Retired,1998,2003-04,27,COL,NHL,82,35,40,75,19,20,19,16,0,6,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hejdumi01.jpg
121,RW,Right,Milan Hejduk,1998-13,375,Retired,1998,2005-06,29,COL,NHL,74,24,34,58,13,24,9,14,1,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hejdumi01.jpg
121,RW,Right,Milan Hejduk,1998-13,375,Retired,1998,2006-07,30,COL,NHL,80,35,35,70,10,44,22,12,1,6,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hejdumi01.jpg
121,RW,Right,Milan Hejduk,1998-13,375,Retired,1998,2007-08,31,COL,NHL,77,29,25,54,8,36,20,8,1,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hejdumi01.jpg
121,RW,Right,Milan Hejduk,1998-13,375,Retired,1998,2008-09,32,COL,NHL,82,27,32,59,-19,16,16,10,1,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hejdumi01.jpg
121,RW,Right,Milan Hejduk,1998-13,375,Retired,1998,2009-10,33,COL,NHL,56,23,21,44,6,10,15,8,0,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hejdumi01.jpg
121,RW,Right,Milan Hejduk,1998-13,375,Retired,1998,2010-11,34,COL,NHL,71,22,34,56,-23,18,12,10,0,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hejdumi01.jpg
