player,season,rank,date,game_num,age,team,at,opp,location,outcome,goals,assists,points,plus_minus,penalty_min,goals_even,goals_powerplay,goals_short,goals_gamewinner,assists_even,assists_powerplay,assists_short,shots,shot_percent
John Tavares,2017,2,2016-10-15,2,26-025,NYI,@,WSH,Away,L,0,0,0,-1,0,0,0,0,0,0,0,0,2,0
John Tavares,2017,3,2016-10-16,3,26-026,NYI,NA,ANA,Home,W,1,0,1,1,2,1,0,0,0,0,0,0,3,33.3
John Tavares,2017,4,2016-10-18,4,26-028,NYI,NA,SJS,Home,L,0,1,1,1,0,0,0,0,0,1,0,0,3,0
John Tavares,2017,5,2016-10-21,5,26-031,NYI,NA,ARI,Home,W,0,0,0,-2,0,0,0,0,0,0,0,0,5,0
John Tavares,2017,6,2016-10-23,6,26-033,NYI,NA,MIN,Home,W,2,1,3,2,0,2,0,0,0,1,0,0,3,66.7
John Tavares,2017,7,2016-10-26,7,26-036,NYI,NA,MTL,Home,L,1,0,1,0,0,0,1,0,0,0,0,0,3,33.3
John Tavares,2017,8,2016-10-27,8,26-037,NYI,@,PIT,Away,L,0,0,0,0,2,0,0,0,0,0,0,0,6,0
John Tavares,2017,9,2016-10-30,9,26-040,NYI,NA,TOR,Home,W,0,1,1,1,2,0,0,0,0,1,0,0,3,0
John Tavares,2017,10,2016-11-01,10,26-042,NYI,NA,TBL,Home,L,0,1,1,-1,0,0,0,0,0,1,0,0,6,0
John Tavares,2017,11,2016-11-03,11,26-044,NYI,NA,PHI,Home,L-SO,1,0,1,0,0,0,1,0,0,0,0,0,3,33.3
John Tavares,2017,12,2016-11-05,12,26-046,NYI,NA,EDM,Home,L-SO,0,1,1,1,2,0,0,0,0,1,0,0,4,0
John Tavares,2017,13,2016-11-07,13,26-048,NYI,NA,VAN,Home,W,0,1,1,2,2,0,0,0,0,1,0,0,0,NA
John Tavares,2017,14,2016-11-10,14,26-051,NYI,@,TBL,Away,L,0,0,0,-1,2,0,0,0,0,0,0,0,1,0
John Tavares,2017,15,2016-11-12,15,26-053,NYI,@,FLA,Away,L-OT,0,1,1,-1,2,0,0,0,0,0,1,0,2,0
John Tavares,2017,16,2016-11-14,16,26-055,NYI,NA,TBL,Home,L,0,0,0,-2,0,0,0,0,0,0,0,0,5,0
John Tavares,2017,17,2016-11-18,17,26-059,NYI,NA,PIT,Home,L-OT,0,1,1,0,0,0,0,0,0,0,1,0,1,0
John Tavares,2017,18,2016-11-22,18,26-063,NYI,@,ANA,Away,W,0,1,1,1,0,0,0,0,0,0,1,0,2,0
John Tavares,2017,19,2016-11-23,19,26-064,NYI,@,LAK,Away,L,0,0,0,-2,0,0,0,0,0,0,0,0,3,0
John Tavares,2017,20,2016-11-25,20,26-066,NYI,@,SJS,Away,L,0,1,1,1,0,0,0,0,0,1,0,0,3,0
John Tavares,2017,21,2016-11-28,21,26-069,NYI,NA,CGY,Home,W,1,1,2,2,0,1,0,0,0,1,0,0,2,50
John Tavares,2017,22,2016-11-30,22,26-071,NYI,NA,PIT,Home,W,0,0,0,0,0,0,0,0,0,0,0,0,3,0
John Tavares,2017,23,2016-12-01,23,26-072,NYI,@,WSH,Away,W,0,1,1,1,0,0,0,0,0,1,0,0,2,0
John Tavares,2017,24,2016-12-04,24,26-075,NYI,NA,DET,Home,L-OT,0,1,1,-1,0,0,0,0,0,1,0,0,4,0
John Tavares,2017,25,2016-12-06,25,26-077,NYI,NA,NYR,Home,W,1,0,1,0,0,0,1,0,0,0,0,0,4,25
John Tavares,2017,26,2016-12-08,26,26-079,NYI,NA,STL,Home,W,1,0,1,1,0,1,0,0,0,0,0,0,1,100
John Tavares,2017,27,2016-12-10,27,26-081,NYI,@,CBJ,Away,L,1,0,1,0,4,1,0,0,0,0,0,0,2,50
John Tavares,2017,28,2016-12-13,28,26-084,NYI,NA,WSH,Home,L,0,0,0,1,0,0,0,0,0,0,0,0,3,0
John Tavares,2017,29,2016-12-15,29,26-086,NYI,NA,CHI,Home,L,0,1,1,0,0,0,0,0,0,1,0,0,2,0
John Tavares,2017,30,2016-12-16,30,26-087,NYI,@,BUF,Away,L-OT,0,0,0,-2,0,0,0,0,0,0,0,0,5,0
John Tavares,2017,31,2016-12-18,31,26-089,NYI,NA,OTT,Home,L,0,0,0,-2,0,0,0,0,0,0,0,0,3,0
John Tavares,2017,32,2016-12-20,32,26-091,NYI,@,BOS,Away,W,0,0,0,1,0,0,0,0,0,0,0,0,2,0
John Tavares,2017,33,2016-12-23,33,26-094,NYI,NA,BUF,Home,W,1,0,1,1,0,0,1,0,0,0,0,0,3,33.3
John Tavares,2017,34,2016-12-27,34,26-098,NYI,NA,WSH,Home,W,0,0,0,0,0,0,0,0,0,0,0,0,2,0
John Tavares,2017,35,2016-12-29,35,26-100,NYI,@,MIN,Away,L,0,1,1,-3,0,0,0,0,0,0,1,0,2,0
John Tavares,2017,36,2016-12-31,36,26-102,NYI,@,WPG,Away,W,1,1,2,2,4,1,0,0,0,1,0,0,3,33.3
John Tavares,2017,37,2017-01-06,37,26-108,NYI,@,COL,Away,L-OT,0,0,0,0,0,0,0,0,0,0,0,0,5,0
John Tavares,2017,38,2017-01-07,38,26-109,NYI,@,ARI,Away,L-SO,0,0,0,0,0,0,0,0,0,0,0,0,4,0
John Tavares,2017,39,2017-01-11,39,26-113,NYI,NA,FLA,Home,L,0,0,0,-1,0,0,0,0,0,0,0,0,1,0
John Tavares,2017,40,2017-01-13,40,26-115,NYI,@,FLA,Away,W,3,0,3,3,0,3,0,0,0,0,0,0,6,50
John Tavares,2017,41,2017-01-14,41,26-116,NYI,@,CAR,Away,L,2,0,2,-1,0,2,0,0,0,0,0,0,2,100
John Tavares,2017,42,2017-01-16,42,26-118,NYI,@,BOS,Away,W,0,0,0,1,0,0,0,0,0,0,0,0,2,0
John Tavares,2017,43,2017-01-19,43,26-121,NYI,NA,DAL,Home,W,2,0,2,3,0,1,0,1,1,0,0,0,6,33.3
John Tavares,2017,44,2017-01-21,44,26-123,NYI,NA,LAK,Home,W,1,1,2,-1,2,0,1,0,0,0,1,0,4,25
John Tavares,2017,45,2017-01-22,45,26-124,NYI,NA,PHI,Home,L-OT,0,0,0,-1,0,0,0,0,0,0,0,0,10,0
John Tavares,2017,46,2017-01-24,46,26-126,NYI,NA,CBJ,Home,W,0,2,2,2,0,0,0,0,0,2,0,0,2,0
John Tavares,2017,47,2017-01-26,47,26-128,NYI,NA,MTL,Home,W,0,2,2,1,0,0,0,0,0,1,1,0,5,0
John Tavares,2017,48,2017-01-31,48,26-133,NYI,NA,WSH,Home,W,0,1,1,1,0,0,0,0,0,1,0,0,2,0
John Tavares,2017,49,2017-02-03,49,26-136,NYI,@,DET,Away,L,1,1,2,0,0,0,1,0,0,1,0,0,5,20
John Tavares,2017,50,2017-02-04,50,26-137,NYI,NA,CAR,Home,L-OT,0,0,0,-1,0,0,0,0,0,0,0,0,2,0
John Tavares,2017,51,2017-02-06,51,26-139,NYI,NA,TOR,Home,W,0,0,0,0,0,0,0,0,0,0,0,0,5,0
John Tavares,2017,52,2017-02-09,52,26-142,NYI,@,PHI,Away,W,0,1,1,0,0,0,0,0,0,0,1,0,3,0
John Tavares,2017,53,2017-02-11,53,26-144,NYI,@,OTT,Away,L,0,0,0,-2,2,0,0,0,0,0,0,0,3,0
John Tavares,2017,54,2017-02-12,54,26-145,NYI,NA,COL,Home,W,0,2,2,1,0,0,0,0,0,1,1,0,3,0
John Tavares,2017,55,2017-02-14,55,26-147,NYI,@,TOR,Away,L,0,0,0,-1,0,0,0,0,0,0,0,0,7,0
John Tavares,2017,56,2017-02-16,56,26-149,NYI,NA,NYR,Home,W,0,2,2,2,0,0,0,0,0,1,0,1,2,0
John Tavares,2017,57,2017-02-18,57,26-151,NYI,@,NJD,Away,L,0,0,0,0,0,0,0,0,0,0,0,0,3,0
John Tavares,2017,58,2017-02-19,58,26-152,NYI,NA,NJD,Home,W,1,0,1,0,0,0,1,0,1,0,0,0,5,20
John Tavares,2017,59,2017-02-21,59,26-154,NYI,@,DET,Away,W,1,0,1,2,0,1,0,0,0,0,0,0,2,50
John Tavares,2017,60,2017-02-23,60,26-156,NYI,@,MTL,Away,W,1,1,2,2,0,1,0,0,0,1,0,0,3,33.3
John Tavares,2017,61,2017-02-25,61,26-158,NYI,@,CBJ,Away,L,0,0,0,-1,0,0,0,0,0,0,0,0,2,0
John Tavares,2017,62,2017-03-02,62,26-163,NYI,@,DAL,Away,W,0,1,1,0,0,0,0,0,0,1,0,0,3,0
John Tavares,2017,63,2017-03-03,63,26-164,NYI,@,CHI,Away,L-SO,0,0,0,-1,0,0,0,0,0,0,0,0,6,0
John Tavares,2017,64,2017-03-05,64,26-166,NYI,@,CGY,Away,L,1,0,1,-1,0,1,0,0,0,0,0,0,5,20
John Tavares,2017,65,2017-03-07,65,26-168,NYI,@,EDM,Away,W,0,2,2,2,0,0,0,0,0,2,0,0,2,0
John Tavares,2017,66,2017-03-09,66,26-170,NYI,@,VAN,Away,W,1,0,1,-1,0,1,0,0,0,0,0,0,7,14.3
John Tavares,2017,67,2017-03-11,67,26-172,NYI,@,STL,Away,L,0,1,1,-2,0,0,0,0,0,0,1,0,3,0
John Tavares,2017,68,2017-03-13,68,26-174,NYI,NA,CAR,Home,L,0,0,0,-1,0,0,0,0,0,0,0,0,1,0
John Tavares,2017,69,2017-03-14,69,26-175,NYI,@,CAR,Away,W,1,0,1,1,2,1,0,0,1,0,0,0,4,25
John Tavares,2017,70,2017-03-16,70,26-177,NYI,NA,WPG,Home,L,0,1,1,0,0,0,0,0,0,1,0,0,9,0
John Tavares,2017,71,2017-03-18,71,26-179,NYI,NA,CBJ,Home,L-OT,1,0,1,1,0,1,0,0,0,0,0,0,2,50
John Tavares,2017,72,2017-03-22,72,26-183,NYI,@,NYR,Away,W,0,1,1,0,6,0,0,0,0,0,1,0,2,0
John Tavares,2017,73,2017-03-24,73,26-185,NYI,@,PIT,Away,W,0,2,2,2,0,0,0,0,0,2,0,0,4,0
John Tavares,2017,74,2017-03-25,74,26-186,NYI,NA,BOS,Home,L,1,0,1,0,0,1,0,0,0,0,0,0,4,25
John Tavares,2017,75,2017-03-27,75,26-188,NYI,NA,NSH,Home,L,0,0,0,-2,0,0,0,0,0,0,0,0,2,0
John Tavares,2017,76,2017-03-30,76,26-191,NYI,@,PHI,Away,L,0,0,0,-2,0,0,0,0,0,0,0,0,3,0
John Tavares,2017,77,2017-03-31,77,26-192,NYI,NA,NJD,Home,W,0,1,1,0,0,0,0,0,0,0,1,0,4,0
John Tavares,2018,1,2017-10-06,1,27-016,NYI,@,CBJ,Away,L,0,0,0,-2,2,0,0,0,0,0,0,0,4,0
John Tavares,2018,2,2017-10-07,2,27-017,NYI,NA,BUF,Home,W,2,1,3,3,0,1,0,1,0,1,0,0,4,50
John Tavares,2018,3,2017-10-09,3,27-019,NYI,NA,STL,Home,L-SO,0,0,0,0,0,0,0,0,0,0,0,0,4,0
John Tavares,2018,4,2017-10-11,4,27-021,NYI,@,ANA,Away,L,0,0,0,-2,0,0,0,0,0,0,0,0,4,0
John Tavares,2018,5,2017-10-14,5,27-024,NYI,@,SJS,Away,W,0,0,0,1,0,0,0,0,0,0,0,0,1,0
John Tavares,2018,6,2017-10-15,6,27-025,NYI,@,LAK,Away,L,0,0,0,-1,0,0,0,0,0,0,0,0,1,0
John Tavares,2018,7,2017-10-19,7,27-029,NYI,@,NYR,Away,W,0,0,0,-1,0,0,0,0,0,0,0,0,4,0
John Tavares,2018,8,2017-10-21,8,27-031,NYI,NA,SJS,Home,W,1,2,3,2,0,1,0,0,0,2,0,0,2,50
John Tavares,2018,9,2017-10-24,9,27-034,NYI,NA,ARI,Home,W,3,1,4,3,0,3,0,0,1,1,0,0,3,100
John Tavares,2018,10,2017-10-26,10,27-036,NYI,@,MIN,Away,L,0,0,0,-1,0,0,0,0,0,0,0,0,2,0
John Tavares,2018,11,2017-10-28,11,27-038,NYI,@,NSH,Away,W,3,0,3,1,0,2,1,0,0,0,0,0,4,75
John Tavares,2018,12,2017-10-30,12,27-040,NYI,NA,VEG,Home,W,2,0,2,1,2,1,1,0,0,0,0,0,7,28.6
John Tavares,2018,13,2017-11-02,13,27-043,NYI,@,WSH,Away,L,1,1,2,0,0,0,1,0,0,1,0,0,6,16.7
John Tavares,2018,14,2017-11-05,14,27-046,NYI,NA,COL,Home,W,0,1,1,-1,0,0,0,0,0,0,1,0,2,0
John Tavares,2018,15,2017-11-07,15,27-048,NYI,NA,EDM,Home,L-OT,0,0,0,-1,0,0,0,0,0,0,0,0,2,0
John Tavares,2018,16,2017-11-10,16,27-051,NYI,@,DAL,Away,L,0,0,0,-3,0,0,0,0,0,0,0,0,2,0
John Tavares,2018,17,2017-11-11,17,27-052,NYI,@,STL,Away,W,1,0,1,0,2,1,0,0,0,0,0,0,2,50
John Tavares,2018,18,2017-11-16,18,27-057,NYI,NA,CAR,Home,W,0,0,0,1,0,0,0,0,0,0,0,0,2,0
John Tavares,2018,19,2017-11-18,19,27-059,NYI,@,TBL,Away,W,1,2,3,0,0,1,0,0,0,2,0,0,1,100
John Tavares,2018,20,2017-11-19,20,27-060,NYI,@,CAR,Away,L,1,0,1,-1,0,0,1,0,0,0,0,0,6,16.7
John Tavares,2018,21,2017-11-22,21,27-063,NYI,NA,PHI,Home,W,0,2,2,1,0,0,0,0,0,1,1,0,0,NA
John Tavares,2018,22,2017-11-24,22,27-065,NYI,@,PHI,Away,W,0,1,1,0,0,0,0,0,0,1,0,0,5,0
John Tavares,2018,23,2017-11-25,23,27-066,NYI,@,OTT,Away,W,0,0,0,0,0,0,0,0,0,0,0,0,3,0
John Tavares,2018,24,2017-11-28,24,27-069,NYI,NA,VAN,Home,W,1,1,2,2,0,1,0,0,0,0,0,1,2,50
John Tavares,2018,25,2017-12-01,25,27-072,NYI,NA,OTT,Home,L,0,1,1,0,2,0,0,0,0,1,0,0,3,0
John Tavares,2018,26,2017-12-04,26,27-075,NYI,@,FLA,Away,W,1,0,1,1,0,1,0,0,0,0,0,0,3,33.3
John Tavares,2018,27,2017-12-05,27,27-076,NYI,@,TBL,Away,L,0,1,1,-1,0,0,0,0,0,0,1,0,1,0
John Tavares,2018,28,2017-12-07,28,27-078,NYI,@,PIT,Away,L-OT,0,0,0,0,0,0,0,0,0,0,0,0,1,0
John Tavares,2018,29,2017-12-09,29,27-080,NYI,@,BOS,Away,L,0,0,0,0,0,0,0,0,0,0,0,0,3,0
John Tavares,2018,30,2017-12-11,30,27-082,NYI,NA,WSH,Home,W,1,0,1,0,2,1,0,0,0,0,0,0,3,33.3
John Tavares,2018,31,2017-12-13,31,27-084,NYI,NA,DAL,Home,L,0,2,2,-1,0,0,0,0,0,1,1,0,2,0
John Tavares,2018,32,2017-12-14,32,27-085,NYI,@,CBJ,Away,L,0,3,3,1,0,0,0,0,0,2,1,0,6,0
John Tavares,2018,33,2017-12-16,33,27-087,NYI,NA,LAK,Home,W,1,2,3,1,0,0,1,0,0,2,0,0,4,25
John Tavares,2018,34,2017-12-19,34,27-090,NYI,NA,DET,Home,L,0,2,2,0,0,0,0,0,0,1,1,0,5,0
John Tavares,2018,35,2017-12-21,35,27-092,NYI,NA,ANA,Home,L-OT,2,1,3,-2,0,1,1,0,0,0,1,0,5,40
John Tavares,2018,36,2017-12-23,36,27-094,NYI,NA,WPG,Home,W,0,1,1,1,2,0,0,0,0,1,0,0,2,0
John Tavares,2018,37,2017-12-27,37,27-098,NYI,NA,BUF,Home,W,0,2,2,1,0,0,0,0,0,2,0,0,4,0
John Tavares,2018,38,2017-12-29,38,27-100,NYI,@,WPG,Away,L,0,1,1,2,2,0,0,0,0,1,0,0,2,0
John Tavares,2018,39,2017-12-31,39,27-102,NYI,@,COL,Away,L,0,0,0,-3,0,0,0,0,0,0,0,0,2,0
John Tavares,2018,40,2018-01-02,40,27-104,NYI,NA,BOS,Home,L,0,0,0,-3,0,0,0,0,0,0,0,0,1,0
John Tavares,2018,41,2018-01-04,41,27-106,NYI,@,PHI,Away,L,1,0,1,0,0,0,1,0,0,0,0,0,2,50
John Tavares,2018,42,2018-01-05,42,27-107,NYI,NA,PIT,Home,L,0,0,0,-1,0,0,0,0,0,0,0,0,7,0
John Tavares,2018,43,2018-01-07,43,27-109,NYI,NA,NJD,Home,W,0,1,1,0,2,0,0,0,0,0,1,0,5,0
John Tavares,2018,44,2018-01-13,44,27-115,NYI,@,NYR,Away,W,0,1,1,1,0,0,0,0,0,1,0,0,2,0
John Tavares,2018,45,2018-01-15,45,27-117,NYI,@,MTL,Away,W,2,0,2,1,0,1,0,1,1,0,0,0,5,40
John Tavares,2018,46,2018-01-16,46,27-118,NYI,NA,NJD,Home,L,0,0,0,-1,0,0,0,0,0,0,0,0,2,0
John Tavares,2018,47,2018-01-18,47,27-120,NYI,NA,BOS,Home,L,1,0,1,0,0,1,0,0,0,0,0,0,2,50
John Tavares,2018,48,2018-01-20,48,27-122,NYI,@,CHI,Away,W,1,1,2,2,0,1,0,0,0,1,0,0,6,16.7
John Tavares,2018,49,2018-01-22,49,27-124,NYI,@,ARI,Away,L-OT,0,0,0,0,0,0,0,0,0,0,0,0,2,0
John Tavares,2018,50,2018-01-25,50,27-127,NYI,@,VEG,Away,W,0,0,0,0,0,0,0,0,0,0,0,0,1,0
John Tavares,2018,51,2018-01-30,51,27-132,NYI,NA,FLA,Home,L,0,0,0,0,0,0,0,0,0,0,0,0,4,0
John Tavares,2018,52,2018-01-31,52,27-133,NYI,@,TOR,Away,L,0,0,0,0,2,0,0,0,0,0,0,0,5,0
John Tavares,2018,53,2018-02-03,53,27-136,NYI,NA,CBJ,Home,W,0,1,1,0,0,0,0,0,0,0,1,0,2,0
John Tavares,2018,54,2018-02-05,54,27-138,NYI,NA,NSH,Home,L-OT,1,0,1,-1,2,0,1,0,0,0,0,0,3,33.3
John Tavares,2018,55,2018-02-08,55,27-141,NYI,@,BUF,Away,L,1,0,1,-1,2,1,0,0,0,0,0,0,6,16.7
John Tavares,2018,56,2018-02-09,56,27-142,NYI,NA,DET,Home,W,0,2,2,-4,0,0,0,0,0,0,2,0,4,0
John Tavares,2018,57,2018-02-11,57,27-144,NYI,NA,CGY,Home,L,0,0,0,0,0,0,0,0,0,0,0,0,4,0
John Tavares,2018,58,2018-02-13,58,27-146,NYI,NA,CBJ,Home,L,1,0,1,0,0,0,1,0,0,0,0,0,1,100
John Tavares,2018,59,2018-02-15,59,27-148,NYI,NA,NYR,Home,W,0,0,0,0,0,0,0,0,0,0,0,0,1,0
John Tavares,2018,60,2018-02-16,60,27-149,NYI,@,CAR,Away,W,1,0,1,2,0,1,0,0,0,0,0,0,3,33.3
John Tavares,2018,61,2018-02-19,61,27-152,NYI,NA,MIN,Home,L,0,0,0,0,0,0,0,0,0,0,0,0,2,0
John Tavares,2018,62,2018-02-22,62,27-155,NYI,@,TOR,Away,L-SO,0,0,0,-2,0,0,0,0,0,0,0,0,1,0
John Tavares,2018,63,2018-02-24,63,27-157,NYI,@,NJD,Away,L,0,0,0,-2,0,0,0,0,0,0,0,0,2,0
John Tavares,2018,64,2018-02-28,64,27-161,NYI,@,MTL,Away,L,0,0,0,0,0,0,0,0,0,0,0,0,1,0
John Tavares,2018,65,2018-03-02,65,27-163,NYI,NA,MTL,Home,L,0,0,0,-1,0,0,0,0,0,0,0,0,2,0
John Tavares,2018,66,2018-03-03,66,27-164,NYI,@,PIT,Away,L-OT,0,1,1,2,0,0,0,0,0,1,0,0,2,0
John Tavares,2018,67,2018-03-05,67,27-166,NYI,@,VAN,Away,L-OT,1,1,2,-1,0,1,0,0,0,0,1,0,8,12.5
John Tavares,2018,68,2018-03-08,68,27-169,NYI,@,EDM,Away,L-SO,0,0,0,0,0,0,0,0,0,0,0,0,6,0
John Tavares,2018,69,2018-03-11,69,27-172,NYI,@,CGY,Away,W,0,2,2,2,0,0,0,0,0,2,0,0,2,0
John Tavares,2018,70,2018-03-15,70,27-176,NYI,NA,WSH,Home,L,0,0,0,-2,0,0,0,0,0,0,0,0,2,0
John Tavares,2018,71,2018-03-16,71,27-177,NYI,@,WSH,Away,L,1,0,1,-1,0,0,1,0,0,0,0,0,5,20
John Tavares,2018,72,2018-03-18,72,27-179,NYI,NA,CAR,Home,L,0,3,3,0,2,0,0,0,0,1,2,0,4,0
John Tavares,2018,73,2018-03-20,73,27-181,NYI,NA,PIT,Home,W,0,2,2,0,0,0,0,0,0,1,1,0,2,0
John Tavares,2018,74,2018-03-22,74,27-183,NYI,NA,TBL,Home,L,0,2,2,0,0,0,0,0,0,0,2,0,3,0
John Tavares,2018,75,2018-03-24,75,27-185,NYI,NA,CHI,Home,L,1,0,1,0,0,1,0,0,0,0,0,0,2,50
John Tavares,2018,76,2018-03-26,76,27-187,NYI,NA,FLA,Home,L,0,0,0,-1,2,0,0,0,0,0,0,0,7,0
John Tavares,2018,77,2018-03-27,77,27-188,NYI,@,OTT,Away,W,0,1,1,0,0,0,0,0,0,0,1,0,2,0
John Tavares,2018,78,2018-03-30,78,27-191,NYI,NA,TOR,Home,L,1,0,1,-1,0,0,1,0,0,0,0,0,4,25
John Tavares,2018,79,2018-03-31,79,27-192,NYI,@,NJD,Away,L,0,1,1,-1,0,0,0,0,0,1,0,0,3,0
John Tavares,2018,80,2018-04-03,80,27-195,NYI,NA,PHI,Home,W,2,0,2,0,0,1,1,0,0,0,0,0,4,50
John Tavares,2018,81,2018-04-05,81,27-197,NYI,NA,NYR,Home,W,0,0,0,0,0,0,0,0,0,0,0,0,1,0
John Tavares,2018,82,2018-04-07,82,27-199,NYI,@,DET,Away,W,1,0,1,-1,0,1,0,0,1,0,0,0,5,20
John Tavares,2019,1,2018-10-03,1,28-013,TOR,NA,MTL,Home,W,1,0,1,1,0,1,0,0,0,0,0,0,5,20
John Tavares,2019,2,2018-10-06,2,28-016,TOR,NA,OTT,Home,L,0,0,0,1,0,0,0,0,0,0,0,0,3,0
John Tavares,2019,3,2018-10-07,3,28-017,TOR,@,CHI,Away,W,3,0,3,1,2,2,1,0,0,0,0,0,7,42.9
John Tavares,2019,4,2018-10-09,4,28-019,TOR,@,DAL,Away,W,2,0,2,0,0,1,1,0,1,0,0,0,3,66.7
John Tavares,2019,5,2018-10-11,5,28-021,TOR,@,DET,Away,W,0,4,4,2,0,0,0,0,0,3,1,0,3,0
John Tavares,2019,6,2018-10-13,6,28-023,TOR,@,WSH,Away,W,0,0,0,0,2,0,0,0,0,0,0,0,2,0
John Tavares,2019,7,2018-10-15,7,28-025,TOR,NA,LAK,Home,W,0,1,1,1,0,0,0,0,0,1,0,0,5,0
John Tavares,2019,8,2018-10-18,8,28-028,TOR,NA,PIT,Home,L,0,0,0,-2,0,0,0,0,0,0,0,0,4,0
John Tavares,2019,9,2018-10-20,9,28-030,TOR,NA,STL,Home,L,0,0,0,-1,0,0,0,0,0,0,0,0,1,0
John Tavares,2019,10,2018-10-24,10,28-034,TOR,@,WPG,Away,W,1,0,1,0,0,1,0,0,0,0,0,0,5,20
John Tavares,2019,11,2018-10-27,11,28-037,TOR,NA,WPG,Home,W,0,1,1,0,2,0,0,0,0,1,0,0,3,0
John Tavares,2019,12,2018-10-29,12,28-039,TOR,NA,CGY,Home,L,0,0,0,-1,0,0,0,0,0,0,0,0,2,0
John Tavares,2019,13,2018-11-01,13,28-042,TOR,NA,DAL,Home,L,0,1,1,-1,0,0,0,0,0,0,1,0,5,0
John Tavares,2019,14,2018-11-03,14,28-044,TOR,@,PIT,Away,W,1,1,2,2,0,1,0,0,1,1,0,0,6,16.7
John Tavares,2019,15,2018-11-06,15,28-047,TOR,NA,VEG,Home,W,0,1,1,1,0,0,0,0,0,1,0,0,3,0
John Tavares,2019,16,2018-11-09,16,28-050,TOR,NA,NJD,Home,W,1,0,1,0,0,1,0,0,0,0,0,0,2,50
John Tavares,2019,17,2018-11-10,17,28-051,TOR,@,BOS,Away,L,1,0,1,0,0,1,0,0,0,0,0,0,7,14.3
John Tavares,2019,18,2018-11-13,18,28-054,TOR,@,LAK,Away,W,1,2,3,1,0,0,1,0,1,1,1,0,4,25
John Tavares,2019,19,2018-11-15,19,28-056,TOR,@,SJS,Away,W,1,0,1,1,0,1,0,0,0,0,0,0,1,100
John Tavares,2019,20,2018-11-16,20,28-057,TOR,@,ANA,Away,W,0,0,0,1,0,0,0,0,0,0,0,0,2,0
John Tavares,2019,21,2018-11-19,21,28-060,TOR,NA,CBJ,Home,W,1,1,2,2,0,1,0,0,0,1,0,0,3,33.3
John Tavares,2019,22,2018-11-21,22,28-062,TOR,@,CAR,Away,L,1,0,1,-2,0,1,0,0,0,0,0,0,3,33.3
John Tavares,2019,23,2018-11-23,23,28-064,TOR,@,CBJ,Away,L,0,0,0,-2,4,0,0,0,0,0,0,0,3,0
John Tavares,2019,24,2018-11-24,24,28-065,TOR,NA,PHI,Home,W,1,0,1,1,0,1,0,0,0,0,0,0,3,33.3
John Tavares,2019,25,2018-11-26,25,28-067,TOR,NA,BOS,Home,W,0,1,1,1,0,0,0,0,0,1,0,0,2,0
John Tavares,2019,26,2018-11-28,26,28-069,TOR,NA,SJS,Home,W,2,0,2,0,0,1,1,0,0,0,0,0,6,33.3
John Tavares,2019,27,2018-12-01,27,28-072,TOR,@,MIN,Away,W,0,0,0,0,0,0,0,0,0,0,0,0,4,0
John Tavares,2019,28,2018-12-04,28,28-075,TOR,@,BUF,Away,W,0,1,1,1,0,0,0,0,0,1,0,0,5,0
John Tavares,2019,29,2018-12-06,29,28-077,TOR,NA,DET,Home,L-OT,1,0,1,0,0,1,0,0,0,0,0,0,3,33.3
John Tavares,2019,30,2018-12-08,30,28-079,TOR,@,BOS,Away,L,0,0,0,-3,2,0,0,0,0,0,0,0,5,0
John Tavares,2019,31,2018-12-11,31,28-082,TOR,@,CAR,Away,W,1,0,1,1,0,1,0,0,0,0,0,0,1,100
John Tavares,2019,32,2018-12-13,32,28-084,TOR,@,TBL,Away,L,0,0,0,0,0,0,0,0,0,0,0,0,6,0
John Tavares,2019,33,2018-12-15,33,28-086,TOR,@,FLA,Away,L-OT,1,0,1,0,0,1,0,0,0,0,0,0,3,33.3
John Tavares,2019,34,2018-12-18,34,28-089,TOR,@,NJD,Away,W,1,1,2,1,0,1,0,0,0,1,0,0,2,50
John Tavares,2019,35,2018-12-20,35,28-091,TOR,NA,FLA,Home,W,2,0,2,1,0,1,1,0,0,0,0,0,4,50
John Tavares,2019,36,2018-12-22,36,28-093,TOR,NA,NYR,Home,W,0,2,2,2,2,0,0,0,0,2,0,0,6,0
John Tavares,2019,37,2018-12-23,37,28-094,TOR,NA,DET,Home,W,1,1,2,2,0,1,0,0,0,1,0,0,4,25
John Tavares,2019,38,2018-12-28,38,28-099,TOR,@,CBJ,Away,W,2,0,2,1,0,1,1,0,0,0,0,0,5,40
John Tavares,2019,39,2018-12-29,39,28-100,TOR,NA,NYI,Home,L,0,0,0,-1,0,0,0,0,0,0,0,0,5,0
John Tavares,2019,40,2019-01-03,40,28-105,TOR,NA,MIN,Home,L,0,2,2,2,2,0,0,0,0,2,0,0,6,0
John Tavares,2019,41,2019-01-05,41,28-107,TOR,NA,VAN,Home,W,1,0,1,1,0,1,0,0,1,0,0,0,2,50
John Tavares,2019,42,2019-01-07,42,28-109,TOR,NA,NSH,Home,L,0,0,0,-1,0,0,0,0,0,0,0,0,3,0
John Tavares,2019,43,2019-01-10,43,28-112,TOR,@,NJD,Away,W,2,1,3,3,2,2,0,0,1,1,0,0,6,33.3
John Tavares,2019,44,2019-01-12,44,28-114,TOR,NA,BOS,Home,L,0,0,0,0,2,0,0,0,0,0,0,0,3,0
John Tavares,2019,45,2019-01-14,45,28-116,TOR,NA,COL,Home,L,0,0,0,-4,2,0,0,0,0,0,0,0,0,NA
