num_id,id,name,category,orderable,sell_value,sell_currency,buy_value,buy_currency,sources,customizable,recipe,recipe_id,games_id,id_full,image_url
4187,morning-coat,Morning Coat,Tops,NA,625,bells,2500,bells,NA,NA,NA,NA,nh,item-morning-coat,https://villagerdb.com/images/items/full/morning-coat.ded61f4.png
4188,morning-glory-yukata,Morning-glory Yukata,Dresses,NA,570,bells,2280,bells,NA,NA,NA,NA,nh,item-morning-glory-yukata,https://villagerdb.com/images/items/full/morning-glory-yukata.8efdc96.png
4190,mortar-wall,Mortar Wall,Wallpaper,NA,750,bells,3000,bells,NA,NA,NA,NA,nh,NA,NA
4193,mosaic-tile-wall,Mosaic-tile Wall,Wallpaper,TRUE,362,bells,1450,bells,Nook's Cranny,NA,NA,NA,nh,NA,NA
4196,mosquito-model,Mosquito Model,Furniture,NA,390,bells,NA,NA,NA,NA,NA,NA,nh,item-mosquito-model,https://villagerdb.com/images/items/thumb/mosquito-model.18d2421.png
4197,mosquito,Mosquito,Bugs,FALSE,130,bells,520,bells,NA,NA,NA,NA,nh,item-mosquito,https://villagerdb.com/images/items/thumb/mosquito.f101923.png
4198,moss-ball,Moss Ball,Furniture,TRUE,180,bells,720,bells,NA,NA,NA,NA,nh,item-moss-ball,https://villagerdb.com/images/items/thumb/moss-ball.eb81508.png
4200,mossy-garden-flooring,Mossy-garden Flooring,Flooring,FALSE,750,bells,3000,bells,NA,NA,NA,NA,nh,NA,NA
4201,mossy-garden-rock,Mossy Garden Rock,Furniture,NA,2550,bells,10200,bells,NA,NA,NA,NA,nh,item-mossy-garden-rock,https://villagerdb.com/images/items/thumb/mossy-garden-rock.03dba8c.png
4202,mossy-garden-wall,Mossy-garden Wall,Wallpaper,NA,750,bells,3000,bells,NA,NA,NA,NA,nh,NA,NA
4203,moth-model,Moth Model,Furniture,NA,390,bells,NA,NA,NA,NA,NA,NA,nh,item-moth-model,https://villagerdb.com/images/items/thumb/moth-model.a07d668.png
4205,moth,Moth,Bugs,FALSE,130,bells,520,bells,NA,NA,NA,NA,nh,item-moth,https://villagerdb.com/images/items/thumb/moth.4d10681.png
4208,motts-photo,Mott's Photo,Photos,NA,10,bells,40,bells,NA,NA,NA,NA,nh,NA,NA
4209,motts-poster,Mott's Poster,Photos,NA,250,bells,1000,bells,NA,NA,NA,NA,nh,NA,NA
4210,mountain-bike,Mountain Bike,Furniture,TRUE,1275,bells,5100,bells,NA,NA,NA,NA,nh,item-mountain-bike,https://villagerdb.com/images/items/thumb/mountain-bike.a29fe9e.png
4212,mountain-parka,Mountain Parka,Tops,TRUE,350,bells,1400,bells,NA,NA,NA,NA,nh,item-mountain-parka,https://villagerdb.com/images/items/full/mountain-parka.98e3014.png
4213,mountain-song,Mountain Song,Music,NA,800,bells,3200,bells,NA,NA,NA,NA,nh,NA,NA
4214,mountain-standee,Mountain Standee,Furniture,NA,1080,bells,4320,bells,NA,NA,NA,NA,nh,item-mountain-standee,https://villagerdb.com/images/items/thumb/mountain-standee.988b23c.png
4216,mounted-black-bass,Mounted Black Bass,Furniture,TRUE,325,bells,1300,bells,NA,NA,NA,NA,nh,item-mounted-black-bass,https://villagerdb.com/images/items/thumb/mounted-black-bass.7151249.png
4217,mounted-blue-marlin,Mounted Blue Marlin,Furniture,NA,1250,bells,5000,bells,NA,NA,NA,NA,nh,item-mounted-blue-marlin,https://villagerdb.com/images/items/thumb/mounted-blue-marlin.1b4634a.png
4220,mr-flamingo,Mr. Flamingo,Furniture,TRUE,750,bells,3000,bells,Nook's Cranny,NA,NA,NA,nh,item-mr-flamingo,https://villagerdb.com/images/items/thumb/mr-flamingo.7dd0b3b.png
4221,mr-kk,Mr. K.K.,Music,NA,800,bells,3200,bells,NA,NA,NA,NA,nh,NA,NA
4222,mrs-flamingo,Mrs. Flamingo,Furniture,TRUE,750,bells,3000,bells,NA,NA,NA,NA,nh,item-mrs-flamingo,https://villagerdb.com/images/items/thumb/mrs-flamingo.9e33788.png
4223,muay-thai-shorts,Muay-thai Shorts,Bottoms,NA,245,bells,980,bells,NA,NA,NA,NA,nh,item-muay-thai-shorts,https://villagerdb.com/images/items/full/muay-thai-shorts.ff7cb4e.png
4224,muffys-photo,Muffy's Photo,Photos,NA,10,bells,40,bells,NA,NA,NA,NA,nh,NA,NA
4225,muffys-poster,Muffy's Poster,Photos,NA,250,bells,1000,bells,NA,NA,NA,NA,nh,NA,NA
4226,mug,Mug,Furniture,TRUE,115,bells,460,bells,Nook's Cranny,NA,NA,NA,nh,item-mug,https://villagerdb.com/images/items/thumb/mug.f192c88.png
4228,multicolor-shorts,Multicolor Shorts,Bottoms,NA,275,bells,1100,bells,NA,NA,NA,NA,nh,item-multicolor-shorts,https://villagerdb.com/images/items/full/multicolor-shorts.860f90c.png
4229,multipurpose-vest,Multipurpose Vest,Tops,TRUE,420,bells,1680,bells,Able Sisters,NA,NA,NA,nh,item-multipurpose-vest,https://villagerdb.com/images/items/full/multipurpose-vest.da37934.png
4230,mum-crown,Mum Crown,Hats,NA,480,bells,1920,bells,NA,NA,NA,NA,nh,item-mum-crown,https://villagerdb.com/images/items/full/mum-crown.b8d64d2.png
4231,mum-cushion,Mum Cushion,Furniture,FALSE,440,bells,NA,NA,NA,TRUE,3,yellow-mums,nh,item-mum-cushion,https://villagerdb.com/images/items/thumb/mum-cushion.a542938.png
4231,mum-cushion,Mum Cushion,Furniture,FALSE,440,bells,NA,NA,NA,TRUE,10,clump-of-weeds,nh,item-mum-cushion,https://villagerdb.com/images/items/thumb/mum-cushion.a542938.png
4232,mum-weath,Mum Weath,Furniture,FALSE,NA,NA,NA,NA,NA,FALSE,3,white-mums,nh,item-mum-weath,https://villagerdb.com/images/image-not-available-thumb.de1ed5c.svg
4232,mum-weath,Mum Weath,Furniture,FALSE,NA,NA,NA,NA,NA,FALSE,3,yellow-mums,nh,item-mum-weath,https://villagerdb.com/images/image-not-available-thumb.de1ed5c.svg
4232,mum-weath,Mum Weath,Furniture,FALSE,NA,NA,NA,NA,NA,FALSE,3,red-mums,nh,item-mum-weath,https://villagerdb.com/images/image-not-available-thumb.de1ed5c.svg
4233,mum-wreath,Mum Wreath,Furniture,NA,720,bells,2880,bells,NA,NA,NA,NA,nh,item-mum-wreath,https://villagerdb.com/images/items/thumb/mum-wreath.69a0bf7.png
4234,mummy-mask,Mummy Mask,Hats,NA,245,bells,980,bells,NA,NA,NA,NA,nh,item-mummy-mask,https://villagerdb.com/images/items/full/mummy-mask.0fb2e3a.png
4235,mummy-outfit,Mummy Outfit,Dresses,NA,175,bells,700,bells,NA,NA,NA,NA,nh,item-mummy-outfit,https://villagerdb.com/images/items/full/mummy-outfit.a2d8dd9.png
4239,mums-wand,Mums Wand,Tools,FALSE,1580,bells,NA,NA,NA,NA,NA,NA,nh,item-mums-wand,https://villagerdb.com/images/items/thumb/mums-wand.dea1018.png
4240,murphys-photo,Murphy's Photo,Photos,NA,10,bells,40,bells,NA,NA,NA,NA,nh,NA,NA
4241,murphys-poster,Murphy's Poster,Photos,NA,250,bells,1000,bells,NA,NA,NA,NA,nh,NA,NA
4242,muscle-tank,Muscle Tank,Tops,NA,160,bells,640,bells,NA,NA,NA,NA,nh,item-muscle-tank,https://villagerdb.com/images/items/full/muscle-tank.55b7199.png
4256,mush-lamp,Mush Lamp,Furniture,NA,1600,bells,6400,bells,NA,NA,NA,NA,nh,item-mush-lamp,https://villagerdb.com/images/items/thumb/mush-lamp.df12bb7.png
4257,mush-log,Mush Log,Furniture,NA,1680,bells,6720,bells,NA,NA,NA,NA,nh,item-mush-log,https://villagerdb.com/images/items/thumb/mush-log.ba6f41c.png
4258,mush-low-stool,Mush Low Stool,Furniture,NA,800,bells,3200,bells,NA,NA,NA,NA,nh,item-mush-low-stool,https://villagerdb.com/images/items/thumb/mush-low-stool.72ff3a5.png
4259,mush-parasol,Mush Parasol,Furniture,NA,1200,bells,4800,bells,NA,NA,NA,NA,nh,item-mush-parasol,https://villagerdb.com/images/items/thumb/mush-parasol.84fe4ae.png
4260,mush-partition,Mush Partition,Furniture,NA,1800,bells,7200,bells,NA,NA,NA,NA,nh,item-mush-partition,https://villagerdb.com/images/items/thumb/mush-partition.a06dc88.png
4261,mush-rug,Mush Rug,Flooring,NA,375,bells,1500,bells,NA,NA,NA,NA,nh,NA,NA
4263,mush-table,Mush Table,Furniture,NA,1520,bells,6080,bells,NA,NA,NA,NA,nh,item-mush-table,https://villagerdb.com/images/items/thumb/mush-table.df887ff.png
4265,mush-umbrella,Mush Umbrella,Umbrellas,NA,1200,bells,4800,bells,NA,NA,NA,NA,nh,item-mush-umbrella,https://villagerdb.com/images/items/full/mush-umbrella.48fd722.png
4267,mush-wall,Mush Wall,Wallpaper,NA,21400,bells,85600,bells,NA,NA,NA,NA,nh,NA,NA
4270,mushroom-wand,Mushroom Wand,Tools,FALSE,3300,bells,NA,NA,NA,NA,NA,NA,nh,item-mushroom-wand,https://villagerdb.com/images/items/thumb/mushroom-wand.e5d5373.png
4271,mushroom-wreath,Mushroom Wreath,Furniture,NA,1500,bells,6000,bells,NA,NA,NA,NA,nh,item-mushroom-wreath,https://villagerdb.com/images/items/thumb/mushroom-wreath.d7992f5.png
4272,music-fest-shirt,Music-fest Shirt,Tops,NA,300,bells,1200,bells,NA,NA,NA,NA,nh,item-music-fest-shirt,https://villagerdb.com/images/items/full/music-fest-shirt.570f174.png
4275,music-stand,Music Stand,Furniture,FALSE,960,bells,NA,NA,NA,TRUE,8,hardwood,nh,item-music-stand,https://villagerdb.com/images/items/thumb/music-stand.abf71c6.png
4279,mvp-tee,Mvp Tee,Tops,NA,160,bells,640,bells,NA,NA,NA,NA,nh,item-mvp-tee,https://villagerdb.com/images/items/full/mvp-tee.462f3ab.png
4288,my-melody-poster,My Melody Poster,Photos,NA,250,bells,1000,bells,NA,NA,NA,NA,nh,NA,NA
4292,my-place,My Place,Music,NA,800,bells,3200,bells,NA,NA,NA,NA,nh,NA,NA
4293,myllokunmingia,Myllokunmingia,Fossils,FALSE,1500,bells,NA,NA,Underground (dig spot),NA,NA,NA,nh,item-myllokunmingia,https://villagerdb.com/images/items/thumb/myllokunmingia.6a51b2d.png
4294,mysterious-dress,Mysterious Dress,Dresses,NA,780,bells,3120,bells,NA,NA,NA,NA,nh,item-mysterious-dress,https://villagerdb.com/images/items/full/mysterious-dress.c0bcf24.png
4298,nail-art-set,Nail-art Set,Furniture,TRUE,250,bells,1000,bells,Nook's Cranny,NA,NA,NA,nh,item-nail-art-set,https://villagerdb.com/images/items/thumb/nail-art-set.e5b379b.png
4299,nanas-photo,Nana's Photo,Photos,NA,10,bells,40,bells,NA,NA,NA,NA,nh,NA,NA
4300,nanas-poster,Nana's Poster,Photos,NA,250,bells,1000,bells,NA,NA,NA,NA,nh,NA,NA
4301,nans-photo,Nan's Photo,Photos,NA,10,bells,40,bells,NA,NA,NA,NA,nh,NA,NA
4302,nans-poster,Nan's Poster,Photos,NA,250,bells,1000,bells,NA,NA,NA,NA,nh,NA,NA
4303,naomis-photo,Naomi's Photo,Photos,NA,10,bells,40,bells,NA,NA,NA,NA,nh,NA,NA
4304,naomis-poster,Naomi's Poster,Photos,NA,250,bells,1000,bells,NA,NA,NA,NA,nh,NA,NA
4305,napoleonfish-model,Napoleonfish Model,Furniture,NA,30000,bells,NA,NA,NA,NA,NA,NA,nh,item-napoleonfish-model,https://villagerdb.com/images/items/thumb/napoleonfish-model.94ce879.png
4306,napoleonfish,Napoleonfish,Fish,FALSE,10000,bells,NA,NA,NA,NA,NA,NA,nh,item-napoleonfish,https://villagerdb.com/images/items/thumb/napoleonfish.8d8efc8.png
4308,nates-photo,Nate's Photo,Photos,NA,10,bells,40,bells,NA,NA,NA,NA,nh,NA,NA
4309,nates-poster,Nate's Poster,Photos,NA,250,bells,1000,bells,NA,NA,NA,NA,nh,NA,NA
4310,nats-poster,Nat's Poster,Photos,NA,250,bells,1000,bells,NA,NA,NA,NA,nh,NA,NA
4316,natural-block-flooring,Natural-block Flooring,Flooring,NA,345,bells,1380,bells,NA,NA,NA,NA,nh,NA,NA
4318,natural-garden-chair,Natural Garden Chair,Furniture,NA,2220,bells,8880,bells,NA,TRUE,6,hardwood,nh,item-natural-garden-chair,https://villagerdb.com/images/items/thumb/natural-garden-chair.2f7ce9e.png
4318,natural-garden-chair,Natural Garden Chair,Furniture,NA,2220,bells,8880,bells,NA,TRUE,2,iron-nugget,nh,item-natural-garden-chair,https://villagerdb.com/images/items/thumb/natural-garden-chair.2f7ce9e.png
4319,natural-garden-table,Natural Garden Table,Furniture,FALSE,3330,bells,NA,NA,NA,TRUE,9,hardwood,nh,item-natural-garden-table,https://villagerdb.com/images/items/thumb/natural-garden-table.1afb642.png
4319,natural-garden-table,Natural Garden Table,Furniture,FALSE,3330,bells,NA,NA,NA,TRUE,3,iron-nugget,nh,item-natural-garden-table,https://villagerdb.com/images/items/thumb/natural-garden-table.1afb642.png
4322,natural-mum-wreath,Natural Mum Wreath,Furniture,NA,4800,bells,19200,bells,NA,NA,NA,NA,nh,item-natural-mum-wreath,https://villagerdb.com/images/items/thumb/natural-mum-wreath.0e41df7.png
4323,natural-ramp,Natural Ramp,Furniture,NA,NA,NA,98000,bells,NA,NA,NA,NA,nh,item-natural-ramp,https://villagerdb.com/images/image-not-available-thumb.de1ed5c.svg
4324,natural-square-table,Natural Square Table,Furniture,NA,1980,bells,7920,bells,NA,NA,NA,NA,nh,item-natural-square-table,https://villagerdb.com/images/items/thumb/natural-square-table.b1939bb.png
4327,natural-wooden-deck-rug,Natural Wooden-deck Rug,Flooring,NA,375,bells,1500,bells,NA,NA,NA,NA,nh,NA,NA
4331,navy-wrapping-paper,Navy Wrapping Paper,Usables,NA,40,bells,NA,NA,NA,NA,NA,NA,nh,item-navy-wrapping-paper,https://villagerdb.com/images/items/thumb/navy-wrapping-paper.abec60b.png
4333,neapolitan,Neapolitan,Music,NA,800,bells,3200,bells,NA,NA,NA,NA,nh,NA,NA
4338,neon-leggings,Neon Leggings,Socks,TRUE,135,bells,540,bells,Able Sisters,NA,NA,NA,nh,item-neon-leggings,https://villagerdb.com/images/items/full/neon-leggings.85d9e12.png
4340,neon-tetra-model,Neon Tetra Model,Furniture,NA,1500,bells,NA,NA,NA,NA,NA,NA,nh,item-neon-tetra-model,https://villagerdb.com/images/items/thumb/neon-tetra-model.bc532e9.png
4341,neon-tetra,Neon Tetra,Fish,FALSE,500,bells,NA,NA,NA,NA,NA,NA,nh,item-neon-tetra,https://villagerdb.com/images/items/thumb/neon-tetra.816ba57.png
4342,neon-tights,Neon Tights,Socks,NA,180,bells,720,bells,NA,NA,NA,NA,nh,item-neon-tights,https://villagerdb.com/images/items/full/neon-tights.b60f14a.png
4343,net,Net,Tools,FALSE,600,bells,NA,NA,NA,TRUE,1,flimsy-net,nh,item-net,https://villagerdb.com/images/items/thumb/net.dd238c4.png
4343,net,Net,Tools,FALSE,600,bells,NA,NA,NA,TRUE,1,iron-nugget,nh,item-net,https://villagerdb.com/images/items/thumb/net.dd238c4.png
4344,neutral-corner,Neutral Corner,Furniture,TRUE,1525,bells,6100,bells,NA,NA,NA,NA,nh,item-neutral-corner,https://villagerdb.com/images/items/thumb/neutral-corner.2b83e06.png
4362,new-years-hat,New Year's Hat,Hats,NA,125,bells,500,bells,NA,NA,NA,NA,nh,item-new-years-hat,https://villagerdb.com/images/items/full/new-years-hat.dd1e98a.png
4364,new-years-silk-hat,New Year's Silk Hat,Hats,NA,125,bells,500,bells,NA,NA,NA,NA,nh,item-new-years-silk-hat,https://villagerdb.com/images/items/full/new-years-silk-hat.70d94d9.png
4366,newtons-cradle,Newton's Cradle,Furniture,NA,325,bells,1300,bells,NA,NA,NA,NA,nh,item-newtons-cradle,https://villagerdb.com/images/items/thumb/newtons-cradle.74e8899.png
4367,ni-hao-tee,Ni Hao Tee,Tops,NA,160,bells,640,bells,NA,NA,NA,NA,nh,item-ni-hao-tee,https://villagerdb.com/images/items/full/ni-hao-tee.9aa1ca2.png
4368,nibble-fish-model,Nibble Fish Model,Furniture,NA,4500,bells,NA,NA,NA,NA,NA,NA,nh,item-nibble-fish-model,https://villagerdb.com/images/items/thumb/nibble-fish-model.4dc24d8.png
4369,nibble-fish,Nibble Fish,Fish,FALSE,1500,bells,NA,NA,NA,NA,NA,NA,nh,item-nibble-fish,https://villagerdb.com/images/items/thumb/nibble-fish.f34ded9.png
4370,nibbless-photo,Nibbles's Photo,Photos,NA,10,bells,40,bells,NA,NA,NA,NA,nh,NA,NA
4371,nibbless-poster,Nibbles's Poster,Photos,NA,250,bells,1000,bells,NA,NA,NA,NA,nh,NA,NA
4375,night-vision-goggles,Night-vision Goggles,Accessories,NA,390,bells,1560,bells,NA,NA,NA,NA,nh,item-night-vision-goggles,https://villagerdb.com/images/items/full/night-vision-goggles.b3cec8c.png
4376,nightgown,Nightgown,Dresses,NA,525,bells,2100,bells,NA,NA,NA,NA,nh,item-nightgown,https://villagerdb.com/images/items/full/nightgown.fb92cc3.png
4378,nine-ball-tee,Nine-ball Tee,Tops,NA,140,bells,560,bells,NA,NA,NA,NA,nh,item-nine-ball-tee,https://villagerdb.com/images/items/full/nine-ball-tee.8b6853e.png
4380,ninja-costume,Ninja Costume,Dresses,NA,560,bells,2240,bells,NA,NA,NA,NA,nh,item-ninja-costume,https://villagerdb.com/images/items/full/ninja-costume.a0e878a.png
4381,ninja-hood,Ninja Hood,Hats,NA,350,bells,1400,bells,NA,NA,NA,NA,nh,item-ninja-hood,https://villagerdb.com/images/items/full/ninja-hood.84ef32d.png
4391,nintendo-switch,Nintendo Switch,Furniture,TRUE,7495,bells,29980,bells,Receive in mail on your second day,TRUE,NA,NA,nh,item-nintendo-switch,https://villagerdb.com/images/items/thumb/nintendo-switch.53a676c.png
4392,no-1-shirt,No. 1 Shirt,Tops,TRUE,140,bells,560,bells,Nook Shopping,NA,NA,NA,nh,item-no-1-shirt,https://villagerdb.com/images/items/full/no-1-shirt.b3667e3.png
4393,no-2-shirt,No. 2 Shirt,Tops,TRUE,140,bells,560,bells,Nook shopping,NA,NA,NA,nh,item-no-2-shirt,https://villagerdb.com/images/items/full/no-2-shirt.3e4fd2d.png
4395,no-3-shirt,No. 3 Shirt,Tops,TRUE,140,bells,560,bells,Nook Shopping,NA,NA,NA,nh,item-no-3-shirt,https://villagerdb.com/images/items/full/no-3-shirt.4d2bdad.png
4396,no-4-shirt,No. 4 Shirt,Tops,TRUE,140,bells,560,bells,Nook Shopping,NA,NA,NA,nh,item-no-4-shirt,https://villagerdb.com/images/items/full/no-4-shirt.4f8ba34.png
4399,no-show-socks,No-show Socks,Socks,TRUE,120,bells,480,bells,Able Sisters,NA,NA,NA,nh,item-no-show-socks,https://villagerdb.com/images/items/full/no-show-socks.4f122b2.png
4400,noble-coat,Noble Coat,Tops,NA,1200,bells,4800,bells,NA,NA,NA,NA,nh,item-noble-coat,https://villagerdb.com/images/items/full/noble-coat.8fc9825.png
4401,noble-dress,Noble Dress,Dresses,NA,1300,bells,5200,bells,NA,NA,NA,NA,nh,item-noble-dress,https://villagerdb.com/images/items/full/noble-dress.b23d3a0.png
4402,noble-pants,Noble Pants,Bottoms,NA,1075,bells,4300,bells,NA,NA,NA,NA,nh,item-noble-pants,https://villagerdb.com/images/items/full/noble-pants.c6e3bbc.png
4404,noble-zap-suit,Noble Zap Suit,Dresses,NA,690,bells,2760,bells,NA,NA,NA,NA,nh,item-noble-zap-suit,https://villagerdb.com/images/items/full/noble-zap-suit.2d8e439.png
4405,noh-mask,Noh Mask,Hats,TRUE,600,bells,2400,bells,Able Sisters,NA,NA,NA,nh,item-noh-mask,https://villagerdb.com/images/items/full/noh-mask.88936fe.png
4408,nook-inc-aloha-shirt,Nook Inc. Aloha Shirt,Tops,TRUE,3000,bells,600,miles,Nook Miles System,NA,NA,NA,nh,item-nook-inc-aloha-shirt,https://villagerdb.com/images/items/full/nook-inc-aloha-shirt.c1667a9.png
4409,nook-inc-bandanna,Nook Inc. Bandanna,Hats,TRUE,2500,bells,500,miles,Nook Miles System,NA,NA,NA,nh,item-nook-inc-bandanna,https://villagerdb.com/images/items/full/nook-inc-bandanna.37cb7dc.png
4410,nook-inc-blouson,Nook Inc. Blouson,Tops,TRUE,4000,bells,800,miles,Nook Miles System,NA,NA,NA,nh,item-nook-inc-blouson,https://villagerdb.com/images/items/full/nook-inc-blouson.bdafaa3.png
4411,nook-inc-botanical-rug,Nook Inc. Botanical Rug,Flooring,TRUE,5000,bells,1000,miles,Nook Miles System,NA,NA,NA,nh,NA,NA
4412,nook-inc-cap,Nook Inc. Cap,Hats,TRUE,2500,bells,500,miles,Nook Miles System,NA,NA,NA,nh,item-nook-inc-cap,https://villagerdb.com/images/items/full/nook-inc-cap.320e832.png
4413,nook-inc-eye-mask,Nook Inc. Eye Mask,Accessories,TRUE,2000,bells,400,miles,Nook Miles System,NA,NA,NA,nh,item-nook-inc-eye-mask,https://villagerdb.com/images/items/full/nook-inc-eye-mask.d46b7df.png
4414,nook-inc-flooring,Nook Inc. Flooring,Flooring,TRUE,6000,bells,1200,miles,Nook Miles System,NA,NA,NA,nh,NA,NA
4415,nook-inc-knapsack,Nook Inc. Knapsack,Accessories,TRUE,4000,bells,800,miles,Nook Miles System,NA,NA,NA,nh,item-nook-inc-knapsack,https://villagerdb.com/images/items/full/nook-inc-knapsack.c269da3.png
4416,nook-inc-rug,Nook Inc. Rug,Flooring,TRUE,5000,bells,1000,miles,Nook Miles System,NA,NA,NA,nh,NA,NA
4417,nook-inc-silk-rug,Nook Inc. Silk Rug,Flooring,TRUE,3000,bells,NA,NA,Mail,NA,NA,NA,nh,NA,NA
4418,nook-inc-slippers,Nook Inc. Slippers,Shoes,TRUE,2000,bells,400,miles,Nook Miles System,NA,NA,NA,nh,item-nook-inc-slippers,https://villagerdb.com/images/items/full/nook-inc-slippers.d3b6735.png
4419,nook-inc-socks,Nook Inc. Socks,Socks,TRUE,2000,bells,400,miles,Nook Miles System,NA,NA,NA,nh,item-nook-inc-socks,https://villagerdb.com/images/items/full/nook-inc-socks.96fa3c4.png
4420,nook-inc-tee,Nook Inc. Tee,Tops,TRUE,3000,bells,600,miles,Nook Miles System,NA,NA,NA,nh,item-nook-inc-tee,https://villagerdb.com/images/items/full/nook-inc-tee.599e40d.png
4421,nook-inc-uchiwa-fan,Nook Inc. Uchiwa Fan,Tools,TRUE,2000,bells,400,miles,Nook Miles System,NA,NA,NA,nh,item-nook-inc-uchiwa-fan,https://villagerdb.com/images/items/thumb/nook-inc-uchiwa-fan.2be9119.png
4422,nook-inc-umbrella,Nook Inc. Umbrella,Umbrellas,TRUE,3500,bells,700,miles,Nook Miles System,NA,NA,NA,nh,item-nook-inc-umbrella,https://villagerdb.com/images/items/full/nook-inc-umbrella.9fe7344.png
4423,nook-inc-wall,Nook Inc. Wall,Wallpaper,TRUE,6000,bells,1200,miles,Nook Miles System,NA,NA,NA,nh,NA,NA
4424,nook-miles-ticket,Nook Miles Ticket,Usables,NA,10000,bells,NA,NA,NA,NA,NA,NA,nh,item-nook-miles-ticket,https://villagerdb.com/images/items/thumb/nook-miles-ticket.fba3f8a.png
4430,nordic-socks,Nordic Socks,Socks,NA,210,bells,840,bells,NA,NA,NA,NA,nh,item-nordic-socks,https://villagerdb.com/images/items/full/nordic-socks.f3a18c2.png
4432,normas-photo,Norma's Photo,Photos,NA,10,bells,40,bells,NA,NA,NA,NA,nh,NA,NA
4433,normas-poster,Norma's Poster,Photos,NA,250,bells,1000,bells,NA,NA,NA,NA,nh,NA,NA
4434,nose-drip,Nose Drip,Accessories,TRUE,122,bells,490,bells,Able Sisters,NA,NA,NA,nh,item-nose-drip,https://villagerdb.com/images/items/full/nose-drip.10318e3.png
4440,nova-light,Nova Light,Furniture,NA,2500,bells,10000,bells,NA,NA,NA,NA,nh,item-nova-light,https://villagerdb.com/images/items/thumb/nova-light.66c529a.png
4441,nurses-cap,Nurse's Cap,Hats,NA,420,bells,1680,bells,NA,NA,NA,NA,nh,item-nurses-cap,https://villagerdb.com/images/items/full/nurses-cap.b3afbfc.png
4442,nurses-dress-uniform,Nurse's Dress Uniform,Dresses,NA,550,bells,2200,bells,NA,NA,NA,NA,nh,item-nurses-dress-uniform,https://villagerdb.com/images/items/full/nurses-dress-uniform.cbb35c3.png
4443,nurses-jacket,Nurse's Jacket,Tops,TRUE,375,bells,1500,bells,Able Sisters,NA,NA,NA,nh,item-nurses-jacket,https://villagerdb.com/images/items/full/nurses-jacket.54988dd.png
4445,nutcracker,Nutcracker,Furniture,FALSE,1200,bells,NA,NA,Gulliver,NA,NA,NA,nh,item-nutcracker,https://villagerdb.com/images/items/thumb/nutcracker.b27e5fd.png
4446,nylon-jacket,Nylon Jacket,Tops,NA,280,bells,1120,bells,NA,NA,NA,NA,nh,item-nylon-jacket,https://villagerdb.com/images/items/full/nylon-jacket.70c7840.png
4448,oarfish-model,Oarfish Model,Furniture,NA,27000,bells,NA,NA,NA,NA,NA,NA,nh,item-oarfish-model,https://villagerdb.com/images/items/thumb/oarfish-model.a2d9f78.png
4449,oarfish,Oarfish,Fish,FALSE,9000,bells,NA,NA,Sea (Dec-May),NA,NA,NA,nh,item-oarfish,https://villagerdb.com/images/items/thumb/oarfish.4a62b1f.png
4450,oasis-flooring,Oasis Flooring,Flooring,NA,750,bells,3000,bells,NA,NA,NA,NA,nh,NA,NA
4453,ocarina,Ocarina,Usables,FALSE,1000,bells,NA,NA,NA,FALSE,5,clay,nh,item-ocarina,https://villagerdb.com/images/items/thumb/ocarina.7500159.png
4454,ocean-horizon-wall,Ocean-horizon Wall,Wallpaper,NA,750,bells,3000,bells,NA,NA,NA,NA,nh,NA,NA
4456,ocean-sunfish-model,Ocean Sunfish Model,Furniture,NA,12000,bells,NA,NA,NA,NA,NA,NA,nh,item-ocean-sunfish-model,https://villagerdb.com/images/items/thumb/ocean-sunfish-model.4aa2cb6.png
4457,ocean-sunfish,Ocean Sunfish,Fish,FALSE,4000,bells,NA,NA,NA,NA,NA,NA,nh,item-ocean-sunfish,https://villagerdb.com/images/items/thumb/ocean-sunfish.1a67c6d.png
4458,octagonal-glasses,Octagonal Glasses,Accessories,TRUE,275,bells,1100,bells,Able Sisters,NA,NA,NA,nh,item-octagonal-glasses,https://villagerdb.com/images/items/full/octagonal-glasses.f29b31d.png
4459,octavians-photo,Octavian's Photo,Photos,NA,10,bells,40,bells,NA,NA,NA,NA,nh,NA,NA
4460,octavians-poster,Octavian's Poster,Photos,NA,250,bells,1000,bells,NA,NA,NA,NA,nh,NA,NA
4467,office-desk,Office Desk,Furniture,NA,900,bells,3600,bells,NA,NA,NA,NA,nh,item-office-desk,https://villagerdb.com/images/items/thumb/office-desk.7ad94b9.png
4471,office-uniform,Office Uniform,Dresses,NA,400,bells,1600,bells,NA,NA,NA,NA,nh,item-office-uniform,https://villagerdb.com/images/items/full/office-uniform.1d0b3a1.png
4472,office-wall,Office Wall,Wallpaper,NA,750,bells,3000,bells,NA,NA,NA,NA,nh,NA,NA
4476,ohares-photo,O'hare's Photo,Photos,NA,10,bells,40,bells,NA,NA,NA,NA,nh,NA,NA
4477,ohares-poster,O'hare's Poster,Photos,NA,250,bells,1000,bells,NA,NA,NA,NA,nh,NA,NA
4478,oil-barrel-bathtub,Oil Barrel Bathtub,Furniture,FALSE,655,bells,2620,bells,NA,TRUE,1,oil-barrel,nh,item-oil-barrel-bathtub,https://villagerdb.com/images/items/thumb/oil-barrel-bathtub.e2d63d7.png
4478,oil-barrel-bathtub,Oil Barrel Bathtub,Furniture,FALSE,655,bells,2620,bells,NA,TRUE,1,campfire,nh,item-oil-barrel-bathtub,https://villagerdb.com/images/items/thumb/oil-barrel-bathtub.e2d63d7.png
