county_fips_code,study_year,unr_16,funr_16,munr_16,unr_20to64,funr_20to64,munr_20to64,flfpr_20to64,flfpr_20to64_under6,flfpr_20to64_6to17,flfpr_20to64_under6_6to17,mlfpr_20to64,pr_f,pr_p,mhi_2018,me_2018,fme_2018,mme_2018,total_pop,one_race,one_race_w,one_race_b,one_race_i,one_race_a,one_race_h,one_race_other,two_races,hispanic,households,h_under6_both_work,h_under6_f_work,h_under6_m_work,h_under6_single_m,h_6to17_both_work,h_6to17_fwork,h_6to17_mwork,h_6to17_single_m,emp_m,memp_m,femp_m,emp_service,memp_service,femp_service,emp_sales,memp_sales,femp_sales,emp_n,memp_n,femp_n,emp_p,memp_p,femp_p,mcsa,mfccsa,mc_infant,mc_toddler,mc_preschool,mfcc_infant,mfcc_toddler,mfcc_preschool
31179,2008,6.44,7.28,5.38,5.3,7.28,3.3,85.19,84.68,88.7,80.84,82.51,9.98,15.21,49068.46,17770.69,14168.51,23568.61,9391,99.03,95.82,0.63,0.21,1.19,0,0.99,0.97,2.92,3296,345,94,19,216,673,192,18,120,30.46,30.87,30.01,18.47,11.83,25.57,24.97,14.63,36.02,12.75,23.5,1.25,13.36,19.16,7.15,NA,NA,NA,NA,NA,NA,NA,NA
31179,2009,4.66,5.62,3.7,4,5.7,2.4,83.3,84.1,88.09,80.29,82.4,10.3,15.3,51428.52,18567.9,14758.38,24460.02,9334,99,95.7,0.6,0.2,1.3,0,1,1,3.1,3278,337,93,21,239,747,81,0,122,30.68,30.29,31.09,20.54,13.33,27.92,24.43,14.5,34.58,10.12,19.21,0.83,14.22,22.68,5.58,NA,NA,NA,NA,NA,NA,NA,NA
31179,2010,5.8,6.13,5.5,4.4,5.3,3.5,82.8,84.7,86.76,79.08,84.6,11.3,15.7,52200,19871.96,15175.12,26311.12,9573,98.9,95.9,0.5,0.4,0.8,0,1.3,1.1,3.7,3316,317,101,18,314,847,89,0,136,31.2,34.74,27.31,18.56,11.31,26.53,26.31,13.72,40.15,12.06,21.2,2.03,11.87,19.04,3.99,NA,NA,NA,NA,NA,NA,NA,NA
31179,2011,6.97,6.62,7.28,6.1,6.2,6,84.5,86.7,86.76,79.08,84.6,11.2,17.6,51988.16,19241.6,15000.16,25534.88,9530,98.3,95.3,1,0,0.4,0,1.6,1.7,3.9,3315,293,128,13,222,752,133,0,132,32.35,35.48,28.82,18.12,11.81,25.26,23.96,11.24,38.35,12.69,22,2.16,12.87,19.47,5.4,NA,NA,NA,NA,NA,NA,NA,NA
31179,2012,6.56,6.38,6.71,5.4,5.8,5.2,83.3,80.4,87.12,79.41,88.9,8.8,15.9,51273.2,19842.9,15959.9,25718,9542,98.8,95.6,1.4,0,0.5,0,1.3,1.2,4.3,3318,226,175,13,188,757,173,0,144,33.6,33.24,34.02,17.38,11.82,23.91,23.29,13.33,34.98,13.65,23.29,2.34,12.07,18.32,4.75,NA,NA,NA,NA,NA,NA,NA,NA
31179,2013,6.5,7.47,5.65,5.4,6.5,4.5,84.6,90,86.76,79.08,85.9,6.2,15,56318.76,20537.28,15708.6,27411.48,9499,99.4,95.5,2.3,0,0.6,0,1,0.6,4.7,3401,322,82,16,133,820,157,0,169,34.71,33.15,36.52,17.74,11.4,25.11,21.82,14.96,29.81,13.79,22.01,4.21,11.94,18.47,4.34,NA,NA,NA,NA,NA,NA,NA,NA
31179,2014,4.5,5.16,3.88,3.2,4.4,2.2,83.4,86.2,85.55,77.97,88.6,6.4,14.9,57036.48,19942.84,15537.48,27753.98,9488,99.3,95.4,2.3,0.4,0.2,0,1.1,0.7,5.1,3548,304,78,1,107,850,161,0,201,35.62,35.98,35.19,17.59,12.84,23.22,23.27,15.06,33.01,13.33,21.47,3.67,10.19,14.65,4.9,NA,NA,NA,NA,NA,NA,NA,NA
31179,2015,3.03,3.11,2.96,2.3,2.5,2.2,83.8,92.5,84.7,77.2,82.2,4.6,13.6,57408.54,20019.16,15431.48,28327.44,9425,99.6,95.3,3.3,0.2,0,0,0.7,0.4,5.3,3500,329,103,1,87,821,181,40,192,35.91,36.2,35.58,19.1,13.91,24.91,23.74,15.94,32.45,12.28,21.06,2.47,8.97,12.89,4.58,NA,NA,NA,NA,NA,NA,NA,NA
31179,2016,2.28,2.62,1.96,1.1,1.2,0.9,84.5,93.5,86.6,85.9,79.1,4.4,12.1,57898.05,22390.2,17455.2,28405.65,9414,99.8,95.3,3.3,0.3,0.4,0,0.6,0.2,5.4,3567,377,67,1,87,890,135,26,194,34.79,33.76,35.87,18.87,13.11,24.93,23.31,15.22,31.83,11.88,20.57,2.73,11.15,17.33,4.64,100,96.8,112.8,100,93.4,108,110,110
31179,2017,2.01,2.67,1.39,1.2,1.5,0.9,83.5,98.5,92,89.7,83,6.9,13.5,59835.79,23849.65,17619.18,30004.93,9409,98.9,95.1,2.1,0.5,0.5,0,0.7,1.1,5.5,3602,392,38,2,90,889,101,31,228,34.42,33.17,35.75,17.5,11.91,23.49,22.49,13.57,32.06,12.42,20.49,3.77,13.17,20.86,4.92,120,101.2,133.2,120,115.6,110,110,110
31179,2018,1.89,3.09,0.76,1.4,2.5,0.4,84.1,98.1,92,88.3,88.4,7.4,14.2,62623,24641,17209,30822,9367,98.8,95.1,1.8,0.6,0.5,0,0.9,1.2,5.8,3657,398,38,2,100,883,77,38,240,35.34,33.88,36.95,17.13,13.1,21.57,22.84,12.89,33.79,12.1,21.83,1.38,12.59,18.3,6.31,140,105.6,153.6,140,137.8,112,110,110
31181,2008,2.77,3.94,1.44,2.25,3.45,0.96,70.15,84.38,94.14,94.77,66.09,8.5,15.2,42053.46,25915.63,20994.02,30277.46,3611,98.59,96.32,1.08,0.39,0.5,0.28,0.02,1.41,0.86,1327,136,25,0,9,304,123,26,79,34.64,38.75,30.21,18.86,6.74,31.92,19.16,9.11,30,13.7,24.3,2.29,13.64,21.11,5.58,NA,NA,NA,NA,NA,NA,NA,NA
31181,2009,2.01,3.04,0.99,1.7,2.7,0.7,68.6,83.8,93.5,94.13,66,8.6,15.7,43741.62,27189.63,22225.32,31478.85,3555,98.5,96.1,1.2,0.4,0.5,0.3,0,1.5,0.9,1279,136,20,0,7,339,82,12,81,27.56,28.21,26.88,17.32,11.29,23.63,21.71,13.17,30.63,18.49,30.46,5.99,14.91,16.87,12.87,NA,NA,NA,NA,NA,NA,NA,NA
31181,2010,2.04,3.01,1.12,2.1,3.1,1,73,76.1,92.09,92.7,69.9,8.2,15,44097.4,27898,21927.48,33833.72,3815,98.8,95.8,1.2,0.3,1,0.5,0,1.2,1,1478,157,40,0,14,395,75,10,94,30.96,31.92,29.94,17.08,10.08,24.58,21.71,15.37,28.49,18.12,28.25,7.28,12.13,14.38,9.71,NA,NA,NA,NA,NA,NA,NA,NA
31181,2011,3.72,4.54,2.98,3,3.4,2.6,77.6,93.3,92.09,92.7,78.1,9.9,14.7,43162.56,27508.32,20636,31993.92,3802,99.2,97.3,0.5,0.1,1,0.1,0.2,0.8,3.4,1572,200,22,0,13,413,25,10,99,35.79,37.98,33.31,15.51,6.73,25.43,18.53,11.14,26.87,19.07,31.06,5.52,11.1,13.08,8.87,NA,NA,NA,NA,NA,NA,NA,NA
31181,2012,4.57,7.43,2,3.5,5.1,1.9,78.1,92,92.47,93.09,78.8,10.1,15.3,43694.2,25909.4,19036.6,30878.1,3773,99.1,97,0.1,0,1.8,0.2,0.1,0.9,3.4,1564,221,24,0,11,391,38,14,85,35.07,36.01,33.97,18,7.16,30.75,17.87,11.14,25.79,17.63,31.02,1.88,11.43,14.67,7.61,NA,NA,NA,NA,NA,NA,NA,NA
31181,2013,5.07,8.03,2.41,4.5,7.3,1.8,78.8,96.8,92.09,92.7,81.5,10.4,15.5,44328.6,25669.44,19540.44,29479.68,3762,99.2,97.1,0.1,0,1.8,0.1,0.1,0.8,3.9,1548,246,6,0,12,349,35,15,81,34.12,33.99,34.28,17.67,5.39,32.15,18.34,12.47,25.25,16.76,29.85,1.31,13.11,18.3,7,NA,NA,NA,NA,NA,NA,NA,NA
31181,2014,4.7,6.14,3.44,4.3,6,2.8,81.5,98.3,90.8,91.41,83.4,8.4,12.6,43573.42,25327.64,19324.86,30260.88,3733,98.4,96.7,0.1,0,1.5,0.1,0.1,1.6,4.1,1555,241,3,0,2,353,34,9,90,35.04,31.96,38.59,16.57,4.34,30.64,17.94,12.24,24.5,15.91,29.53,0.24,14.54,21.93,6.04,NA,NA,NA,NA,NA,NA,NA,NA
31181,2015,4.74,5.81,3.8,4.1,5.3,3.1,80.9,96.4,89.9,90.5,87,8.2,12.8,42671.36,25937.14,20100.78,32379.82,3697,97.5,95.5,0.1,0,1.4,0,0.5,2.5,4.3,1552,215,6,0,19,337,47,5,82,34.7,31.39,38.56,16.4,5.49,29.18,17.88,11.31,25.58,16.16,29.75,0.26,14.86,22.06,6.43,NA,NA,NA,NA,NA,NA,NA,NA
31181,2016,3.05,3.49,2.67,3,3.9,2.3,80.4,91.5,91.2,87.8,89.3,7.1,10.4,42328.65,27571.95,20885.55,32725.35,3665,97.7,96.1,0.1,0,1.2,0,0.4,2.3,4.3,1551,172,7,0,30,358,41,6,79,32.57,27.53,38.53,17.83,8.54,28.8,19.26,12.87,26.81,16.17,28.9,1.12,14.17,22.15,4.74,100,96.8,112.8,100,93.4,108,110,110
31181,2017,2.05,1.37,2.61,2,1.6,2.3,78.3,87.7,92.4,83.7,91.2,6.8,11.3,45145.93,29176.81,22286.11,34854.17,3597,97.3,95.7,0.2,0,0.6,0.2,0.5,2.7,4.7,1499,139,17,0,38,368,58,4,63,35.88,29.94,43.18,15.53,8.54,24.12,18.37,12.04,26.14,16.55,29.12,1.14,13.66,20.37,5.43,120,101.2,133.2,120,115.6,110,110,110
31181,2018,2.36,1.78,2.83,2.1,1.6,2.4,77.1,81.3,89.9,83.7,90,8.7,11,42298,31159,24063,36797,3571,96.4,95.2,0.3,0,0,0.3,0.6,3.6,4.9,1519,114,15,0,42,399,70,3,85,36.97,32.92,42.02,13.49,6.75,21.92,18.22,11.53,26.59,17.82,29.8,2.85,13.49,19,6.61,140,105.6,153.6,140,137.8,112,110,110
31183,2008,0,0,0,0,0,0,91.73,91.53,97.91,69.85,100,5.44,9.88,47330.29,28198.77,20512.04,29735.93,757,99.63,98.48,0,1.09,0,0,0.07,0.37,1.84,329,49,1,0,9,54,38,3,13,43.2,50.4,33.6,13.55,3.33,27.18,12.78,5.13,22.97,21.5,30.79,9.12,8.97,10.35,7.13,NA,NA,NA,NA,NA,NA,NA,NA
31183,2009,0,0,0,0,0,0,89.7,90.9,97.25,69.37,100,4.2,8.5,50257.35,29921.58,21937.5,31215.6,741,99.6,98.4,0,1.2,0,0,0,0.4,2,326,50,0,0,10,60,26,0,13,44.6,52.22,35.44,10.59,0.74,22.42,20.16,17.92,22.85,19.55,23.52,14.81,5.09,5.6,4.48,NA,NA,NA,NA,NA,NA,NA,NA
31183,2010,0,0,0,0,0,0,90.4,77.6,95.77,68.32,98.7,8.1,12.8,43177.52,25906.28,21810.32,29531.28,751,99.1,98.4,0,0,0,0,0.7,0.9,1.2,336,48,17,0,12,62,8,0,15,52.57,52.82,52.25,6.72,2.11,12.62,14.03,10.2,18.94,19.96,26.42,11.69,6.72,8.45,4.5,NA,NA,NA,NA,NA,NA,NA,NA
31183,2011,1.52,1.47,1.55,1.7,1.6,1.8,91.5,80,95.77,68.32,95.7,9.2,13.5,44411.36,28720.16,21639.52,30867.2,696,99.1,98.1,0,0,0,0,1,0.9,1.4,315,39,8,0,12,54,18,0,20,52.75,51.58,54.22,7.03,2.76,12.44,15.82,10.63,22.39,18.24,27.54,6.48,6.15,7.48,4.47,NA,NA,NA,NA,NA,NA,NA,NA
31183,2012,2.39,3.28,1.8,3,3.8,2.4,86.9,59.5,96.18,68.61,95.9,9.9,15.3,43562.2,28315.1,19680.1,30757.1,725,99.4,94.5,0,0,0,0,5,0.6,5.8,329,34,17,0,7,74,5,0,5,52.22,51.28,53.67,7.33,4.4,11.87,11.11,6.59,18.09,25.78,35.17,11.28,3.56,2.57,5.09,NA,NA,NA,NA,NA,NA,NA,NA
31183,2013,2.32,2.75,2.01,2.8,3.3,2.4,87.2,70.7,95.77,68.32,90.2,8.3,16,41911.56,24300,14399.64,32241.24,869,99.4,97.8,0,0,0,0,1.6,0.6,1.8,379,33,13,0,13,78,5,0,25,47.52,51.2,42.45,14.65,7.86,24.05,10.5,5.12,17.92,22.97,33.77,8.04,4.36,2.05,7.54,NA,NA,NA,NA,NA,NA,NA,NA
31183,2014,3.1,3.23,2.98,3.3,3.8,2.8,90.5,77.3,94.44,67.37,91.8,8.3,13.1,46753.42,25427.28,19685.26,29992.7,848,99.9,98.5,0,0,0,0,1.4,0.1,1.4,388,15,14,0,9,56,9,5,21,43.9,45.37,42.11,13.32,8.19,19.58,10.88,6.14,16.67,23.83,38.24,6.24,8.07,2.06,15.4,NA,NA,NA,NA,NA,NA,NA,NA
31183,2015,2.95,2.15,3.62,3,2.6,3.4,84.3,88.9,93.5,66.7,88.8,3.8,7.2,49177.64,26696.1,19345,35052.08,847,100,99.8,0,0,0.2,0,0,0,0,389,18,16,0,9,59,14,7,22,37.25,40.98,32.89,16.8,12.41,21.93,14.17,4.89,25,22.27,37.59,4.39,9.51,4.14,15.79,NA,NA,NA,NA,NA,NA,NA,NA
31183,2016,0.63,0.47,0.75,0.3,0.6,0,82.8,90.9,100,62.5,90.6,1.7,5.1,49824.6,27501.6,21908.25,35437.5,805,99.8,99.6,0,0,0.1,0,0,0.2,0,373,20,15,0,9,53,4,10,29,35.64,35.61,35.68,17.4,12.88,23,14.26,7.2,23,22.22,37.5,3.29,10.48,6.82,15.02,100,96.8,112.8,100,93.4,108,110,110
31183,2017,0.4,0,0.66,0,0,0,79.4,100,100,76.9,91.6,0.4,2.6,51197.18,28271.44,21392.07,35477.32,846,99.8,98.9,0,0,0.1,0,0.7,0.2,0.7,378,37,20,0,10,37,6,8,27,32.19,32.44,31.79,13.77,9.03,21.03,15.18,7.36,27.18,23.28,36.45,3.08,15.59,14.72,16.92,120,101.2,133.2,120,115.6,110,110,110
31183,2018,0.43,0,0.69,0,0,0,72.9,100,100,58.3,91.8,7.3,9.2,52083,27692,21696,36771,822,99.6,98.8,0,0,0.2,0,0.6,0.4,0.6,357,23,25,0,11,43,15,8,22,30.37,32.4,27.01,13.23,6.62,24.14,13.88,4.88,28.74,24.51,37.98,2.3,18,18.12,17.82,140,105.6,153.6,140,137.8,112,110,110
31185,2008,1.84,2.94,0.66,1.33,2.17,0.55,78.54,84.38,95.82,85.87,90.82,3.87,8.23,52912.91,26703,18913.28,35620.87,14141,98.49,95.11,1.09,0.48,0.59,0.28,0.96,1.51,3.27,5761,482,160,2,137,1133,429,42,214,29.69,31.23,28,19.42,11.6,27.98,22.29,12.98,32.5,12.8,22.41,2.27,15.8,21.77,9.25,NA,NA,NA,NA,NA,NA,NA,NA
31185,2009,1.33,2.27,0.45,1,1.7,0.4,76.8,83.8,95.17,85.28,90.7,3.6,8.2,55137.42,27971.19,19846.71,37076.13,14084,98.4,94.9,1.1,0.5,0.6,0.3,1,1.6,3.5,5766,470,160,0,149,1256,260,9,208,33.65,35.38,31.75,17.9,11.15,25.28,25.77,14.12,38.5,9.2,17,0.69,13.47,22.35,3.78,NA,NA,NA,NA,NA,NA,NA,NA
31185,2010,1.32,1.97,0.76,0.8,1.5,0.3,74.4,83.6,93.73,83.99,89.9,2.5,7,55319.24,28198.44,19678.24,37041.12,13886,98.8,95.4,0.9,0.5,0.4,0.2,1.3,1.2,3.6,5771,492,158,0,84,1241,215,2,225,31.83,33.15,30.3,17.81,8.61,28.52,25.32,15.77,36.43,10.39,18.52,0.92,14.65,23.94,3.83,NA,NA,NA,NA,NA,NA,NA,NA
31185,2011,1.55,2.08,1.1,1.1,1.6,0.8,74.6,87.3,93.73,83.99,89.4,5.3,9.2,54493.6,28646.24,19491.36,35758.24,13804,99.1,95.2,0.8,0.3,0.8,0.1,1.9,0.9,3.8,5653,485,130,4,110,1295,184,6,276,32.39,32.44,32.32,16.08,7.31,26.72,25.35,16.33,36.29,10.8,18.65,1.27,15.39,25.27,3.4,NA,NA,NA,NA,NA,NA,NA,NA
31185,2012,1.86,2.36,1.42,1.5,1.7,1.3,75.2,85.6,94.12,84.35,87.8,6.9,10,51942,27184.3,20391.8,35073.5,13727,98.6,94.7,0.6,0.4,0.3,0.2,2.2,1.4,4.1,5632,486,208,12,125,1263,104,6,165,32.06,31.55,32.63,16.82,8.35,26.41,25.53,15.85,36.5,10.6,18.88,1.2,15,25.35,3.27,NA,NA,NA,NA,NA,NA,NA,NA
31185,2013,2.38,2.49,2.28,2.1,2.1,2.1,75.9,82.3,93.73,83.99,88.6,5.7,8.9,53603.64,27463.32,21391.56,35910,13762,97.9,95.4,0.8,0.5,0.2,0.1,1,2.1,4.2,5501,515,237,16,104,1284,101,1,165,33.48,32.16,35,17.58,9.28,27.09,25.04,19.17,31.76,10.73,17.85,2.56,13.18,21.54,3.59,NA,NA,NA,NA,NA,NA,NA,NA
31185,2014,2.4,2.55,2.3,2.1,2,2.2,75.2,83.2,92.42,82.82,90.2,6.7,9.6,53977.32,27479.44,20815.22,37259,13797,97.6,94.9,0.5,0.4,0.2,0.3,1.2,2.4,4.4,5599,597,219,16,145,1242,122,3,126,33.18,32.91,33.49,18.21,9.45,28.37,22.81,15.15,31.7,11.38,19.61,1.82,14.43,22.88,4.62,NA,NA,NA,NA,NA,NA,NA,NA
31185,2015,2.02,2.02,2.02,2.2,2.2,2.2,75.3,83.7,91.5,82,89.8,8.9,10.8,54910.12,27567.42,20345.64,39186.08,13825,98,95.6,0.9,0.3,0.2,0.2,0.7,2,4.5,5604,539,260,9,164,1174,207,3,174,36.71,38.63,34.51,17.28,9.64,26,21.91,12.92,32.18,10.52,17.84,2.15,13.58,20.96,5.15,NA,NA,NA,NA,NA,NA,NA,NA
31185,2016,1.43,1.47,1.39,1.6,1.6,1.6,74.7,82.9,85.3,80.1,89.2,7.5,9.4,57913.8,27885.9,21207.9,39616.5,13842,97.6,95.3,0.8,0.5,0.2,0,0.7,2.4,4.7,5670,552,249,4,234,1203,256,2,194,39.32,41.13,37.31,17.24,10.39,24.92,20.38,10.45,31.52,10.18,17.46,2.03,12.87,20.58,4.23,100,96.8,112.8,100,93.4,108,110,110
31185,2017,2.35,2.67,2.07,2.7,3.1,2.4,74.1,79.6,86.4,84.4,88.5,6.7,9.7,61764.98,30158.4,21678.41,41100.09,13832,97.9,94.8,1.2,0.3,0.3,0,1.2,2.1,4.9,5623,533,170,0,267,1274,250,3,196,39.6,39.43,39.79,15.28,8.71,22.7,19.59,10.88,29.41,11.13,19.16,2.09,14.4,21.83,6.02,120,101.2,133.2,120,115.6,110,110,110
31185,2018,2.93,2.19,3.59,3.3,2.3,4.2,72.6,83.7,84.2,85.8,89.6,7.4,10.1,59779,30975,21735,42645,13799,98.1,95,1.5,0.3,0.4,0,0.9,1.9,5,5691,571,154,3,254,1293,271,8,213,37.83,37.88,37.78,14.02,7.47,21.33,21.7,10.25,34.47,12.56,23,0.92,13.88,21.4,5.49,140,105.6,153.6,140,137.8,112,110,110
32001,2008,8.46,9.89,7.17,6.5,8.5,4.8,67.3,62.8,84.47,74.38,84.2,8.9,10.2,58677.6,36461.9,25378.2,46388.7,24766,94,84.5,1.2,4.7,1,0.2,2.5,6,10.2,8694,896,828,11,392,2114,991,59,825,23.15,18.06,28.92,19.24,12.81,26.55,24.58,14.88,35.59,16.81,26.89,5.37,16.21,27.35,3.57,125,136.25,175,155,132.5,150,145,143.75
32001,2009,6.86,7.5,6.27,5.8,6.5,5.1,68.5,61.6,82.63,72.76,82.1,7,8.7,62166.78,35352.72,26388.18,45216.99,24704,96.2,84.7,1.6,3.6,2.9,0.9,2.5,3.8,10.2,8766,953,700,50,365,2007,1056,122,749,27.43,25.46,29.56,17.85,11.99,24.17,25,12.85,38.13,15.84,27.8,2.91,13.88,21.89,5.23,102.98,109.06,139.9,126.39,114.26,126.43,120.91,117.59
32001,2010,9.4,11.08,7.88,8.2,10.2,6.3,70.9,67.3,80.67,71.03,81.2,6.8,8.8,59852.52,33039.12,25958.48,40007.24,24946,96.5,85.3,1.5,4,2.9,0.7,2.1,3.5,11.5,8801,804,577,15,369,1811,894,40,817,25.74,23.57,28.22,22.74,18.44,27.66,24.05,13.81,35.73,11.89,20.45,2.11,15.58,23.74,6.27,109.74,109.53,138.45,126.94,119.63,125.72,122.95,117.55
32001,2011,9.61,10.42,8.86,8.7,10,7.4,72.8,68.1,80.18,70.6,81.4,7.5,10.5,58899.68,34459.04,27479.2,40728.8,24904,97.4,85.5,1.9,4.2,2.8,0.7,2.2,2.6,11.9,8849,613,554,19,532,1942,714,14,968,27.03,23.82,30.59,19.95,17.85,22.28,25.55,12.99,39.46,13.85,24.35,2.22,13.61,20.99,5.45,116.5,110,137,127.5,125,125,125,117.5
32001,2012,11.11,12.87,9.5,10.6,12.9,8.5,70.6,65.9,79.08,69.63,82.1,9.3,13.1,59991.8,34149.5,27392.2,39946.5,24779,96.9,82.5,1.8,5,3.2,0.2,4.1,3.1,12.3,9221,652,438,13,526,2153,857,0,791,28.38,26.2,30.84,22.26,18.91,26.04,23.86,11.33,38.03,11.47,21.05,0.64,14.04,22.51,4.46,114.22,116.21,155.31,140.72,125.74,130.72,124.88,120.61
32001,2013,12.02,14.28,9.88,11.3,13.7,9,71.6,65.2,78.1,68.77,81.2,10.5,15,53816.4,31563,25209.36,37103.4,24572,97.5,82.4,2.2,4.8,3.4,0.5,4.3,2.5,12.6,9253,599,390,4,429,1822,838,15,970,28.39,24.08,33.17,22.13,18.31,26.37,21.08,8.94,34.55,12.96,24.28,0.41,15.44,24.4,5.5,137,135,140,130.63,129.17,132.5,130,135
32001,2014,12.9,14.95,11.08,12,13.9,10.2,68.7,58.9,77.49,68.23,81.1,12.7,16.9,48966.7,29278.26,22132.8,35551.34,24347,96.8,82.2,2.5,4.7,3.3,0.4,3.8,3.2,12.8,9431,560,457,4,480,1791,689,22,844,28.03,22.05,34.9,21.86,17.65,26.71,20.59,11.62,30.91,14.98,26.82,1.35,14.54,21.85,6.13,137.23,123,160.35,160.35,160.35,127.94,127.94,127.94
32001,2015,11.93,14.25,9.84,11.4,13.2,9.8,66.3,64.9,77,67.8,80,11.4,15.9,50259.9,31357.98,22584.36,37459.34,24252,95.6,81.8,2.4,4.8,2.7,0.3,3.6,4.4,13.1,9475,757,460,4,504,1715,587,19,867,29.71,22.8,37.8,20.88,16.92,25.51,20.51,11.3,31.29,14.72,26.41,1.03,14.19,22.58,4.38,137.46,111.01,190.06,190.06,191.52,125.88,125.88,120.88
32001,2016,11.72,13.44,10.21,11.3,12.5,10.4,65,63.7,74.2,62.9,79.1,12.3,16.3,47636.4,28520.1,23686.95,33722.85,24148,95.5,81.6,2.4,4.9,2.5,0.2,3.9,4.5,12.9,9491,752,510,4,431,1433,746,70,782,28.35,20.97,37.08,22.4,19.42,25.92,20.72,12.28,30.69,14.35,25.67,0.96,14.19,21.66,5.35,137.7,99.01,160.35,160.35,160.35,123.83,123.83,118.73
32001,2017,7.82,8.15,7.55,7.3,7,7.5,63.4,54.4,73.7,64,79.4,9.7,13.8,48321.42,28782.32,23693.09,35786.32,24022,95.9,84.6,2.5,4.4,2.4,0.2,1.7,4.1,13.4,9734,732,664,4,267,1278,736,107,713,30.32,22.93,39.38,20.33,17.59,23.68,19.96,13.84,27.47,16.01,27.51,1.9,13.38,18.13,7.57,NA,NA,NA,NA,NA,NA,NA,NA
32001,2018,7.19,6.93,7.4,7,6.7,7.3,63.2,52.6,69.5,71.4,81.6,8.5,12.8,51514,31243,25364,36989,24010,96.2,84.1,2.4,4.5,2.8,0.2,2.2,3.8,13.6,9819,623,524,0,377,1281,881,84,747,32.19,26.87,38.89,20.43,17.15,24.56,19.38,12.88,27.57,14.51,24.6,1.79,13.5,18.51,7.18,NA,NA,NA,NA,NA,NA,NA,NA
32003,2008,5.98,5.81,6.11,5.4,5.4,5.4,72,62.1,83.7,68.67,86.1,7.6,10.5,65497.1,36472.25,31948.15,41446,1821359,96.7,71.8,9.6,0.7,7.1,0.6,7,3.3,27.7,676617,55959,49662,2975,36869,116464,57310,7070,73472,25.85,23,29.4,27.29,25.85,29.08,25.7,17.11,36.38,12.01,20.86,1.01,9.14,13.17,4.12,143,150,182,150,156.25,160,150,150
32003,2009,7.35,7.19,7.47,6.7,6.6,6.8,72.2,62.1,81.88,67.18,86.3,8,10.9,65613.6,36664.29,32105.97,41268.24,1821507,96.5,71.9,9.7,0.7,7.2,0.5,6.5,3.5,27.9,672907,56193,48782,2898,37919,116992,57109,7511,74861,25.82,23.11,29.2,27.27,25.88,29,26.29,17.64,37.03,11.63,20.24,0.94,8.98,13.13,3.83,127.54,135.08,173.28,156.54,141.52,156.6,149.75,145.65
32003,2010,9.03,8.59,9.4,8.3,7.9,8.6,72.7,63,79.94,65.59,86,8.7,11.7,65259.28,36287.12,31746.88,40750.8,1895521,96.3,69.8,10.2,0.6,8.3,0.7,6.7,3.7,28.2,695701,54453,44883,2645,39450,120791,56556,7344,77010,26.39,23.86,29.42,28.06,26.86,29.49,26.15,17.8,36.17,10.4,18.4,0.8,9,13.08,4.12,136.65,142.54,183.64,166.02,151.46,158.3,149.88,147.82
32003,2011,10.47,9.82,11.01,9.7,9,10.2,72.9,64.4,79.45,65.19,85.7,9.6,12.9,62676.32,35209.44,31185.28,39004,1928695,96.1,69.3,10.3,0.6,8.5,0.7,6.7,3.9,28.7,701836,55899,44096,3191,40995,121488,58780,7650,80385,26.45,23.94,29.42,28.78,27.75,29.99,26.21,18.16,35.72,9.62,17.14,0.73,8.94,13.01,4.13,145.76,150,194,175.5,161.4,160,150,150
32003,2012,12,11.32,12.58,11.1,10.4,11.7,73.6,66,78.36,64.29,85.3,10.7,14.2,59639.8,34228.7,30495.3,37642,1954773,95.8,68.4,10.4,0.6,8.7,0.7,7,4.2,29.1,706037,55850,42387,2975,43813,121315,57957,7990,85420,26.53,23.98,29.49,29.34,28.38,30.46,26.18,18.15,35.48,8.98,16.17,0.66,8.96,13.33,3.91,138.25,140.66,188,170.34,152.19,158.23,151.15,145.99
32003,2013,12.68,11.84,13.4,11.9,10.9,12.7,73,65.9,77.39,63.5,84.7,11.5,15.1,57102.84,33265.08,29584.44,35899.2,1976925,95.7,66.6,10.6,0.6,8.8,0.7,8.4,4.3,29.4,710058,53652,40848,2642,43881,117482,58442,8305,89198,26.64,24.08,29.58,30.04,29.18,31.04,25.95,18.22,34.85,8.31,14.98,0.63,9.06,13.54,3.9,145,150,194,182.5,170,160,160,150
32003,2014,12.1,11.25,12.79,11.3,10.5,12,72.8,66.7,76.79,63,83.7,12,15.7,55194.2,32425.4,28900.9,35108.26,2003613,95.5,64.9,10.7,0.6,9,0.7,9.5,4.5,29.8,715415,51786,38774,3181,44550,115317,60067,9497,90258,26.56,23.82,29.67,30.12,29.44,30.88,26.36,18.78,34.97,7.88,14.29,0.59,9.09,13.67,3.88,169.67,160.43,201.17,201.17,201.17,166.63,166.63,166.63
32003,2015,10.83,10.25,11.34,10.2,9.7,10.6,72.4,70.1,76.3,62.6,83.2,11.9,15.7,54669.5,32324.7,28837.3,34411.84,2035572,95.2,63.8,10.8,0.6,9.2,0.7,10.1,4.8,30,724446,51632,38946,3001,43584,115278,61503,9212,91205,26.51,23.79,29.61,30.17,29.45,30.98,26.32,18.76,34.93,7.86,14.25,0.58,9.15,13.76,3.9,194.33,170.86,219.85,219.85,232.35,173.27,173.27,183.27
