county_fips_code,county_name,state_name,state_abbreviation
30007,Broadwater County,Montana,MT
30009,Carbon County,Montana,MT
30011,Carter County,Montana,MT
30013,Cascade County,Montana,MT
30015,Chouteau County,Montana,MT
30017,Custer County,Montana,MT
30019,Daniels County,Montana,MT
30021,Dawson County,Montana,MT
30023,Deer Lodge County,Montana,MT
30025,Fallon County,Montana,MT
30027,Fergus County,Montana,MT
30029,Flathead County,Montana,MT
30031,Gallatin County,Montana,MT
30033,Garfield County,Montana,MT
30035,Glacier County,Montana,MT
30037,Golden Valley County,Montana,MT
30039,Granite County,Montana,MT
30041,Hill County,Montana,MT
30043,Jefferson County,Montana,MT
30045,Judith Basin County,Montana,MT
30047,Lake County,Montana,MT
30049,Lewis and Clark County,Montana,MT
30051,Liberty County,Montana,MT
30053,Lincoln County,Montana,MT
30055,McCone County,Montana,MT
30057,Madison County,Montana,MT
30059,Meagher County,Montana,MT
30061,Mineral County,Montana,MT
30063,Missoula County,Montana,MT
30065,Musselshell County,Montana,MT
30067,Park County,Montana,MT
30069,Petroleum County,Montana,MT
30071,Phillips County,Montana,MT
30073,Pondera County,Montana,MT
30075,Powder River County,Montana,MT
30077,Powell County,Montana,MT
30079,Prairie County,Montana,MT
30081,Ravalli County,Montana,MT
30083,Richland County,Montana,MT
30085,Roosevelt County,Montana,MT
30087,Rosebud County,Montana,MT
30089,Sanders County,Montana,MT
30091,Sheridan County,Montana,MT
30093,Silver Bow County,Montana,MT
30095,Stillwater County,Montana,MT
30097,Sweet Grass County,Montana,MT
30099,Teton County,Montana,MT
30101,Toole County,Montana,MT
30103,Treasure County,Montana,MT
30105,Valley County,Montana,MT
30107,Wheatland County,Montana,MT
30109,Wibaux County,Montana,MT
30111,Yellowstone County,Montana,MT
31001,Adams County,Nebraska,NE
31003,Antelope County,Nebraska,NE
31005,Arthur County,Nebraska,NE
31007,Banner County,Nebraska,NE
31009,Blaine County,Nebraska,NE
31011,Boone County,Nebraska,NE
31013,Box Butte County,Nebraska,NE
31015,Boyd County,Nebraska,NE
31017,Brown County,Nebraska,NE
31019,Buffalo County,Nebraska,NE
31021,Burt County,Nebraska,NE
31023,Butler County,Nebraska,NE
31025,Cass County,Nebraska,NE
31027,Cedar County,Nebraska,NE
31029,Chase County,Nebraska,NE
31031,Cherry County,Nebraska,NE
31033,Cheyenne County,Nebraska,NE
31035,Clay County,Nebraska,NE
31037,Colfax County,Nebraska,NE
31039,Cuming County,Nebraska,NE
31041,Custer County,Nebraska,NE
31043,Dakota County,Nebraska,NE
31045,Dawes County,Nebraska,NE
31047,Dawson County,Nebraska,NE
31049,Deuel County,Nebraska,NE
31051,Dixon County,Nebraska,NE
31053,Dodge County,Nebraska,NE
31055,Douglas County,Nebraska,NE
31057,Dundy County,Nebraska,NE
31059,Fillmore County,Nebraska,NE
31061,Franklin County,Nebraska,NE
31063,Frontier County,Nebraska,NE
31065,Furnas County,Nebraska,NE
31067,Gage County,Nebraska,NE
31069,Garden County,Nebraska,NE
31071,Garfield County,Nebraska,NE
31073,Gosper County,Nebraska,NE
31075,Grant County,Nebraska,NE
31077,Greeley County,Nebraska,NE
31079,Hall County,Nebraska,NE
31081,Hamilton County,Nebraska,NE
31083,Harlan County,Nebraska,NE
31085,Hayes County,Nebraska,NE
31087,Hitchcock County,Nebraska,NE
31089,Holt County,Nebraska,NE
31091,Hooker County,Nebraska,NE
31093,Howard County,Nebraska,NE
31095,Jefferson County,Nebraska,NE
31097,Johnson County,Nebraska,NE
31099,Kearney County,Nebraska,NE
31101,Keith County,Nebraska,NE
31103,Keya Paha County,Nebraska,NE
31105,Kimball County,Nebraska,NE
31107,Knox County,Nebraska,NE
31109,Lancaster County,Nebraska,NE
31111,Lincoln County,Nebraska,NE
31113,Logan County,Nebraska,NE
31115,Loup County,Nebraska,NE
31117,McPherson County,Nebraska,NE
31119,Madison County,Nebraska,NE
31121,Merrick County,Nebraska,NE
31123,Morrill County,Nebraska,NE
31125,Nance County,Nebraska,NE
31127,Nemaha County,Nebraska,NE
31129,Nuckolls County,Nebraska,NE
31131,Otoe County,Nebraska,NE
31133,Pawnee County,Nebraska,NE
31135,Perkins County,Nebraska,NE
31137,Phelps County,Nebraska,NE
31139,Pierce County,Nebraska,NE
31141,Platte County,Nebraska,NE
31143,Polk County,Nebraska,NE
31145,Red Willow County,Nebraska,NE
31147,Richardson County,Nebraska,NE
31149,Rock County,Nebraska,NE
31151,Saline County,Nebraska,NE
31153,Sarpy County,Nebraska,NE
31155,Saunders County,Nebraska,NE
31157,Scotts Bluff County,Nebraska,NE
31159,Seward County,Nebraska,NE
31161,Sheridan County,Nebraska,NE
31163,Sherman County,Nebraska,NE
31165,Sioux County,Nebraska,NE
31167,Stanton County,Nebraska,NE
31169,Thayer County,Nebraska,NE
31171,Thomas County,Nebraska,NE
31173,Thurston County,Nebraska,NE
31175,Valley County,Nebraska,NE
31177,Washington County,Nebraska,NE
31179,Wayne County,Nebraska,NE
31181,Webster County,Nebraska,NE
31183,Wheeler County,Nebraska,NE
31185,York County,Nebraska,NE
32001,Churchill County,Nevada,NV
32003,Clark County,Nevada,NV
32005,Douglas County,Nevada,NV
32007,Elko County,Nevada,NV
32009,Esmeralda County,Nevada,NV
32011,Eureka County,Nevada,NV
32013,Humboldt County,Nevada,NV
32015,Lander County,Nevada,NV
32017,Lincoln County,Nevada,NV
32019,Lyon County,Nevada,NV
32021,Mineral County,Nevada,NV
32023,Nye County,Nevada,NV
32027,Pershing County,Nevada,NV
32029,Storey County,Nevada,NV
32031,Washoe County,Nevada,NV
32033,White Pine County,Nevada,NV
32510,Carson City,Nevada,NV
33001,Belknap County,New Hampshire,NH
33003,Carroll County,New Hampshire,NH
33005,Cheshire County,New Hampshire,NH
33007,Coos County,New Hampshire,NH
33009,Grafton County,New Hampshire,NH
33011,Hillsborough County,New Hampshire,NH
33013,Merrimack County,New Hampshire,NH
33015,Rockingham County,New Hampshire,NH
33017,Strafford County,New Hampshire,NH
33019,Sullivan County,New Hampshire,NH
34001,Atlantic County,New Jersey,NJ
34003,Bergen County,New Jersey,NJ
34005,Burlington County,New Jersey,NJ
34007,Camden County,New Jersey,NJ
34009,Cape May County,New Jersey,NJ
34011,Cumberland County,New Jersey,NJ
34013,Essex County,New Jersey,NJ
34015,Gloucester County,New Jersey,NJ
34017,Hudson County,New Jersey,NJ
34019,Hunterdon County,New Jersey,NJ
34021,Mercer County,New Jersey,NJ
34023,Middlesex County,New Jersey,NJ
34025,Monmouth County,New Jersey,NJ
34027,Morris County,New Jersey,NJ
34029,Ocean County,New Jersey,NJ
34031,Passaic County,New Jersey,NJ
34033,Salem County,New Jersey,NJ
34035,Somerset County,New Jersey,NJ
34037,Sussex County,New Jersey,NJ
34039,Union County,New Jersey,NJ
34041,Warren County,New Jersey,NJ
35001,Bernalillo County,New Mexico,NM
35003,Catron County,New Mexico,NM
35005,Chaves County,New Mexico,NM
35006,Cibola County,New Mexico,NM
35007,Colfax County,New Mexico,NM
35009,Curry County,New Mexico,NM
35011,De Baca County,New Mexico,NM
35013,Doña Ana County,New Mexico,NM
35015,Eddy County,New Mexico,NM
35017,Grant County,New Mexico,NM
35019,Guadalupe County,New Mexico,NM
35021,Harding County,New Mexico,NM
35023,Hidalgo County,New Mexico,NM
35025,Lea County,New Mexico,NM
35027,Lincoln County,New Mexico,NM
35028,Los Alamos County,New Mexico,NM
35029,Luna County,New Mexico,NM
35031,McKinley County,New Mexico,NM
35033,Mora County,New Mexico,NM
35035,Otero County,New Mexico,NM
35037,Quay County,New Mexico,NM
35039,Rio Arriba County,New Mexico,NM
35041,Roosevelt County,New Mexico,NM
35043,Sandoval County,New Mexico,NM
35045,San Juan County,New Mexico,NM
35047,San Miguel County,New Mexico,NM
35049,Santa Fe County,New Mexico,NM
35051,Sierra County,New Mexico,NM
35053,Socorro County,New Mexico,NM
35055,Taos County,New Mexico,NM
35057,Torrance County,New Mexico,NM
35059,Union County,New Mexico,NM
35061,Valencia County,New Mexico,NM
36001,Albany County,New York,NY
36003,Allegany County,New York,NY
36005,Bronx County,New York,NY
36007,Broome County,New York,NY
36009,Cattaraugus County,New York,NY
36011,Cayuga County,New York,NY
36013,Chautauqua County,New York,NY
36015,Chemung County,New York,NY
36017,Chenango County,New York,NY
36019,Clinton County,New York,NY
36021,Columbia County,New York,NY
36023,Cortland County,New York,NY
36025,Delaware County,New York,NY
36027,Dutchess County,New York,NY
36029,Erie County,New York,NY
36031,Essex County,New York,NY
36033,Franklin County,New York,NY
36035,Fulton County,New York,NY
36037,Genesee County,New York,NY
36039,Greene County,New York,NY
36041,Hamilton County,New York,NY
36043,Herkimer County,New York,NY
36045,Jefferson County,New York,NY
36047,Kings County,New York,NY
36049,Lewis County,New York,NY
36051,Livingston County,New York,NY
36053,Madison County,New York,NY
36055,Monroe County,New York,NY
36057,Montgomery County,New York,NY
36059,Nassau County,New York,NY
36061,New York County,New York,NY
36063,Niagara County,New York,NY
36065,Oneida County,New York,NY
36067,Onondaga County,New York,NY
36069,Ontario County,New York,NY
36071,Orange County,New York,NY
36073,Orleans County,New York,NY
36075,Oswego County,New York,NY
36077,Otsego County,New York,NY
36079,Putnam County,New York,NY
36081,Queens County,New York,NY
36083,Rensselaer County,New York,NY
36085,Richmond County,New York,NY
36087,Rockland County,New York,NY
36089,St. Lawrence County,New York,NY
36091,Saratoga County,New York,NY
36093,Schenectady County,New York,NY
36095,Schoharie County,New York,NY
36097,Schuyler County,New York,NY
36099,Seneca County,New York,NY
36101,Steuben County,New York,NY
36103,Suffolk County,New York,NY
36105,Sullivan County,New York,NY
36107,Tioga County,New York,NY
36109,Tompkins County,New York,NY
36111,Ulster County,New York,NY
36113,Warren County,New York,NY
36115,Washington County,New York,NY
36117,Wayne County,New York,NY
36119,Westchester County,New York,NY
36121,Wyoming County,New York,NY
36123,Yates County,New York,NY
37001,Alamance County,North Carolina,NC
37003,Alexander County,North Carolina,NC
37005,Alleghany County,North Carolina,NC
37007,Anson County,North Carolina,NC
37009,Ashe County,North Carolina,NC
37011,Avery County,North Carolina,NC
37013,Beaufort County,North Carolina,NC
37015,Bertie County,North Carolina,NC
37017,Bladen County,North Carolina,NC
37019,Brunswick County,North Carolina,NC
37021,Buncombe County,North Carolina,NC
37023,Burke County,North Carolina,NC
37025,Cabarrus County,North Carolina,NC
37027,Caldwell County,North Carolina,NC
37029,Camden County,North Carolina,NC
37031,Carteret County,North Carolina,NC
37033,Caswell County,North Carolina,NC
37035,Catawba County,North Carolina,NC
37037,Chatham County,North Carolina,NC
37039,Cherokee County,North Carolina,NC
37041,Chowan County,North Carolina,NC
37043,Clay County,North Carolina,NC
37045,Cleveland County,North Carolina,NC
37047,Columbus County,North Carolina,NC
37049,Craven County,North Carolina,NC
37051,Cumberland County,North Carolina,NC
37053,Currituck County,North Carolina,NC
37055,Dare County,North Carolina,NC
37057,Davidson County,North Carolina,NC
37059,Davie County,North Carolina,NC
37061,Duplin County,North Carolina,NC
37063,Durham County,North Carolina,NC
37065,Edgecombe County,North Carolina,NC
37067,Forsyth County,North Carolina,NC
37069,Franklin County,North Carolina,NC
37071,Gaston County,North Carolina,NC
37073,Gates County,North Carolina,NC
37075,Graham County,North Carolina,NC
37077,Granville County,North Carolina,NC
37079,Greene County,North Carolina,NC
37081,Guilford County,North Carolina,NC
37083,Halifax County,North Carolina,NC
37085,Harnett County,North Carolina,NC
37087,Haywood County,North Carolina,NC
37089,Henderson County,North Carolina,NC
37091,Hertford County,North Carolina,NC
37093,Hoke County,North Carolina,NC
37095,Hyde County,North Carolina,NC
37097,Iredell County,North Carolina,NC
37099,Jackson County,North Carolina,NC
37101,Johnston County,North Carolina,NC
37103,Jones County,North Carolina,NC
37105,Lee County,North Carolina,NC
37107,Lenoir County,North Carolina,NC
37109,Lincoln County,North Carolina,NC
37111,McDowell County,North Carolina,NC
37113,Macon County,North Carolina,NC
37115,Madison County,North Carolina,NC
37117,Martin County,North Carolina,NC
37119,Mecklenburg County,North Carolina,NC
37121,Mitchell County,North Carolina,NC
37123,Montgomery County,North Carolina,NC
37125,Moore County,North Carolina,NC
37127,Nash County,North Carolina,NC
37129,New Hanover County,North Carolina,NC
37131,Northampton County,North Carolina,NC
37133,Onslow County,North Carolina,NC
37135,Orange County,North Carolina,NC
37137,Pamlico County,North Carolina,NC
37139,Pasquotank County,North Carolina,NC
37141,Pender County,North Carolina,NC
37143,Perquimans County,North Carolina,NC
37145,Person County,North Carolina,NC
37147,Pitt County,North Carolina,NC
37149,Polk County,North Carolina,NC
37151,Randolph County,North Carolina,NC
37153,Richmond County,North Carolina,NC
37155,Robeson County,North Carolina,NC
37157,Rockingham County,North Carolina,NC
37159,Rowan County,North Carolina,NC
37161,Rutherford County,North Carolina,NC
37163,Sampson County,North Carolina,NC
37165,Scotland County,North Carolina,NC
37167,Stanly County,North Carolina,NC
37169,Stokes County,North Carolina,NC
37171,Surry County,North Carolina,NC
37173,Swain County,North Carolina,NC
37175,Transylvania County,North Carolina,NC
37177,Tyrrell County,North Carolina,NC
37179,Union County,North Carolina,NC
37181,Vance County,North Carolina,NC
37183,Wake County,North Carolina,NC
37185,Warren County,North Carolina,NC
37187,Washington County,North Carolina,NC
37189,Watauga County,North Carolina,NC
37191,Wayne County,North Carolina,NC
37193,Wilkes County,North Carolina,NC
37195,Wilson County,North Carolina,NC
37197,Yadkin County,North Carolina,NC
37199,Yancey County,North Carolina,NC
38001,Adams County,North Dakota,ND
38003,Barnes County,North Dakota,ND
38005,Benson County,North Dakota,ND
38007,Billings County,North Dakota,ND
38009,Bottineau County,North Dakota,ND
38011,Bowman County,North Dakota,ND
38013,Burke County,North Dakota,ND
38015,Burleigh County,North Dakota,ND
38017,Cass County,North Dakota,ND
38019,Cavalier County,North Dakota,ND
38021,Dickey County,North Dakota,ND
38023,Divide County,North Dakota,ND
38025,Dunn County,North Dakota,ND
38027,Eddy County,North Dakota,ND
38029,Emmons County,North Dakota,ND
38031,Foster County,North Dakota,ND
38033,Golden Valley County,North Dakota,ND
38035,Grand Forks County,North Dakota,ND
38037,Grant County,North Dakota,ND
38039,Griggs County,North Dakota,ND
38041,Hettinger County,North Dakota,ND
38043,Kidder County,North Dakota,ND
38045,LaMoure County,North Dakota,ND
38047,Logan County,North Dakota,ND
38049,McHenry County,North Dakota,ND
38051,McIntosh County,North Dakota,ND
38053,McKenzie County,North Dakota,ND
38055,McLean County,North Dakota,ND
38057,Mercer County,North Dakota,ND
38059,Morton County,North Dakota,ND
38061,Mountrail County,North Dakota,ND
38063,Nelson County,North Dakota,ND
38065,Oliver County,North Dakota,ND
38067,Pembina County,North Dakota,ND
38069,Pierce County,North Dakota,ND
38071,Ramsey County,North Dakota,ND
38073,Ransom County,North Dakota,ND
38075,Renville County,North Dakota,ND
38077,Richland County,North Dakota,ND
38079,Rolette County,North Dakota,ND
38081,Sargent County,North Dakota,ND
38083,Sheridan County,North Dakota,ND
38085,Sioux County,North Dakota,ND
38087,Slope County,North Dakota,ND
38089,Stark County,North Dakota,ND
38091,Steele County,North Dakota,ND
38093,Stutsman County,North Dakota,ND
38095,Towner County,North Dakota,ND
38097,Traill County,North Dakota,ND
38099,Walsh County,North Dakota,ND
38101,Ward County,North Dakota,ND
38103,Wells County,North Dakota,ND
38105,Williams County,North Dakota,ND
39001,Adams County,Ohio,OH
39003,Allen County,Ohio,OH
39005,Ashland County,Ohio,OH
39007,Ashtabula County,Ohio,OH
39009,Athens County,Ohio,OH
39011,Auglaize County,Ohio,OH
39013,Belmont County,Ohio,OH
39015,Brown County,Ohio,OH
39017,Butler County,Ohio,OH
39019,Carroll County,Ohio,OH
39021,Champaign County,Ohio,OH
39023,Clark County,Ohio,OH
39025,Clermont County,Ohio,OH
39027,Clinton County,Ohio,OH
39029,Columbiana County,Ohio,OH
39031,Coshocton County,Ohio,OH
39033,Crawford County,Ohio,OH
39035,Cuyahoga County,Ohio,OH
39037,Darke County,Ohio,OH
39039,Defiance County,Ohio,OH
39041,Delaware County,Ohio,OH
39043,Erie County,Ohio,OH
39045,Fairfield County,Ohio,OH
39047,Fayette County,Ohio,OH
39049,Franklin County,Ohio,OH
39051,Fulton County,Ohio,OH
39053,Gallia County,Ohio,OH
39055,Geauga County,Ohio,OH
39057,Greene County,Ohio,OH
39059,Guernsey County,Ohio,OH
39061,Hamilton County,Ohio,OH
39063,Hancock County,Ohio,OH
39065,Hardin County,Ohio,OH
39067,Harrison County,Ohio,OH
39069,Henry County,Ohio,OH
39071,Highland County,Ohio,OH
39073,Hocking County,Ohio,OH
39075,Holmes County,Ohio,OH
39077,Huron County,Ohio,OH
39079,Jackson County,Ohio,OH
39081,Jefferson County,Ohio,OH
39083,Knox County,Ohio,OH
39085,Lake County,Ohio,OH
39087,Lawrence County,Ohio,OH
39089,Licking County,Ohio,OH
39091,Logan County,Ohio,OH
39093,Lorain County,Ohio,OH
39095,Lucas County,Ohio,OH
39097,Madison County,Ohio,OH
39099,Mahoning County,Ohio,OH
39101,Marion County,Ohio,OH
39103,Medina County,Ohio,OH
39105,Meigs County,Ohio,OH
39107,Mercer County,Ohio,OH
39109,Miami County,Ohio,OH
39111,Monroe County,Ohio,OH
39113,Montgomery County,Ohio,OH
39115,Morgan County,Ohio,OH
39117,Morrow County,Ohio,OH
39119,Muskingum County,Ohio,OH
39121,Noble County,Ohio,OH
39123,Ottawa County,Ohio,OH
39125,Paulding County,Ohio,OH
39127,Perry County,Ohio,OH
39129,Pickaway County,Ohio,OH
39131,Pike County,Ohio,OH
39133,Portage County,Ohio,OH
39135,Preble County,Ohio,OH
39137,Putnam County,Ohio,OH
39139,Richland County,Ohio,OH
39141,Ross County,Ohio,OH
39143,Sandusky County,Ohio,OH
39145,Scioto County,Ohio,OH
39147,Seneca County,Ohio,OH
39149,Shelby County,Ohio,OH
39151,Stark County,Ohio,OH
39153,Summit County,Ohio,OH
39155,Trumbull County,Ohio,OH
39157,Tuscarawas County,Ohio,OH
39159,Union County,Ohio,OH
39161,Van Wert County,Ohio,OH
39163,Vinton County,Ohio,OH
39165,Warren County,Ohio,OH
39167,Washington County,Ohio,OH
39169,Wayne County,Ohio,OH
39171,Williams County,Ohio,OH
39173,Wood County,Ohio,OH
39175,Wyandot County,Ohio,OH
40001,Adair County,Oklahoma,OK
40003,Alfalfa County,Oklahoma,OK
40005,Atoka County,Oklahoma,OK
40007,Beaver County,Oklahoma,OK
40009,Beckham County,Oklahoma,OK
40011,Blaine County,Oklahoma,OK
40013,Bryan County,Oklahoma,OK
40015,Caddo County,Oklahoma,OK
40017,Canadian County,Oklahoma,OK
40019,Carter County,Oklahoma,OK
40021,Cherokee County,Oklahoma,OK
40023,Choctaw County,Oklahoma,OK
40025,Cimarron County,Oklahoma,OK
40027,Cleveland County,Oklahoma,OK
40029,Coal County,Oklahoma,OK
40031,Comanche County,Oklahoma,OK
40033,Cotton County,Oklahoma,OK
40035,Craig County,Oklahoma,OK
40037,Creek County,Oklahoma,OK
40039,Custer County,Oklahoma,OK
40041,Delaware County,Oklahoma,OK
40043,Dewey County,Oklahoma,OK
40045,Ellis County,Oklahoma,OK
40047,Garfield County,Oklahoma,OK
40049,Garvin County,Oklahoma,OK
40051,Grady County,Oklahoma,OK
40053,Grant County,Oklahoma,OK
40055,Greer County,Oklahoma,OK
40057,Harmon County,Oklahoma,OK
40059,Harper County,Oklahoma,OK
40061,Haskell County,Oklahoma,OK
40063,Hughes County,Oklahoma,OK
40065,Jackson County,Oklahoma,OK
40067,Jefferson County,Oklahoma,OK
40069,Johnston County,Oklahoma,OK
40071,Kay County,Oklahoma,OK
40073,Kingfisher County,Oklahoma,OK
40075,Kiowa County,Oklahoma,OK
40077,Latimer County,Oklahoma,OK
40079,Le Flore County,Oklahoma,OK
40081,Lincoln County,Oklahoma,OK
40083,Logan County,Oklahoma,OK
40085,Love County,Oklahoma,OK
40087,McClain County,Oklahoma,OK
40089,McCurtain County,Oklahoma,OK
40091,McIntosh County,Oklahoma,OK
40093,Major County,Oklahoma,OK
40095,Marshall County,Oklahoma,OK
40097,Mayes County,Oklahoma,OK
40099,Murray County,Oklahoma,OK
40101,Muskogee County,Oklahoma,OK
40103,Noble County,Oklahoma,OK
40105,Nowata County,Oklahoma,OK
40107,Okfuskee County,Oklahoma,OK
40109,Oklahoma County,Oklahoma,OK
40111,Okmulgee County,Oklahoma,OK
40113,Osage County,Oklahoma,OK
40115,Ottawa County,Oklahoma,OK
40117,Pawnee County,Oklahoma,OK
40119,Payne County,Oklahoma,OK
40121,Pittsburg County,Oklahoma,OK
40123,Pontotoc County,Oklahoma,OK
40125,Pottawatomie County,Oklahoma,OK
40127,Pushmataha County,Oklahoma,OK
40129,Roger Mills County,Oklahoma,OK
40131,Rogers County,Oklahoma,OK
40133,Seminole County,Oklahoma,OK
40135,Sequoyah County,Oklahoma,OK
40137,Stephens County,Oklahoma,OK
40139,Texas County,Oklahoma,OK
40141,Tillman County,Oklahoma,OK
40143,Tulsa County,Oklahoma,OK
40145,Wagoner County,Oklahoma,OK
40147,Washington County,Oklahoma,OK
40149,Washita County,Oklahoma,OK
40151,Woods County,Oklahoma,OK
40153,Woodward County,Oklahoma,OK
41001,Baker County,Oregon,OR
41003,Benton County,Oregon,OR
41005,Clackamas County,Oregon,OR
41007,Clatsop County,Oregon,OR
41009,Columbia County,Oregon,OR
41011,Coos County,Oregon,OR
41013,Crook County,Oregon,OR
41015,Curry County,Oregon,OR
41017,Deschutes County,Oregon,OR
41019,Douglas County,Oregon,OR
41021,Gilliam County,Oregon,OR
41023,Grant County,Oregon,OR
41025,Harney County,Oregon,OR
41027,Hood River County,Oregon,OR
41029,Jackson County,Oregon,OR
41031,Jefferson County,Oregon,OR
41033,Josephine County,Oregon,OR
41035,Klamath County,Oregon,OR
41037,Lake County,Oregon,OR
41039,Lane County,Oregon,OR
41041,Lincoln County,Oregon,OR
41043,Linn County,Oregon,OR
41045,Malheur County,Oregon,OR
41047,Marion County,Oregon,OR
41049,Morrow County,Oregon,OR
41051,Multnomah County,Oregon,OR
41053,Polk County,Oregon,OR
41055,Sherman County,Oregon,OR
41057,Tillamook County,Oregon,OR
41059,Umatilla County,Oregon,OR
41061,Union County,Oregon,OR
41063,Wallowa County,Oregon,OR
41065,Wasco County,Oregon,OR
41067,Washington County,Oregon,OR
41069,Wheeler County,Oregon,OR
41071,Yamhill County,Oregon,OR
42001,Adams County,Pennsylvania,PA
42003,Allegheny County,Pennsylvania,PA
42005,Armstrong County,Pennsylvania,PA
42007,Beaver County,Pennsylvania,PA
42009,Bedford County,Pennsylvania,PA
42011,Berks County,Pennsylvania,PA
42013,Blair County,Pennsylvania,PA
42015,Bradford County,Pennsylvania,PA
42017,Bucks County,Pennsylvania,PA
42019,Butler County,Pennsylvania,PA
42021,Cambria County,Pennsylvania,PA
42023,Cameron County,Pennsylvania,PA
42025,Carbon County,Pennsylvania,PA
42027,Centre County,Pennsylvania,PA
42029,Chester County,Pennsylvania,PA
42031,Clarion County,Pennsylvania,PA
42033,Clearfield County,Pennsylvania,PA
42035,Clinton County,Pennsylvania,PA
42037,Columbia County,Pennsylvania,PA
42039,Crawford County,Pennsylvania,PA
42041,Cumberland County,Pennsylvania,PA
42043,Dauphin County,Pennsylvania,PA
42045,Delaware County,Pennsylvania,PA
42047,Elk County,Pennsylvania,PA
42049,Erie County,Pennsylvania,PA
42051,Fayette County,Pennsylvania,PA
42053,Forest County,Pennsylvania,PA
42055,Franklin County,Pennsylvania,PA
42057,Fulton County,Pennsylvania,PA
42059,Greene County,Pennsylvania,PA
42061,Huntingdon County,Pennsylvania,PA
42063,Indiana County,Pennsylvania,PA
42065,Jefferson County,Pennsylvania,PA
42067,Juniata County,Pennsylvania,PA
42069,Lackawanna County,Pennsylvania,PA
42071,Lancaster County,Pennsylvania,PA
42073,Lawrence County,Pennsylvania,PA
42075,Lebanon County,Pennsylvania,PA
42077,Lehigh County,Pennsylvania,PA
42079,Luzerne County,Pennsylvania,PA
42081,Lycoming County,Pennsylvania,PA
42083,McKean County,Pennsylvania,PA
42085,Mercer County,Pennsylvania,PA
42087,Mifflin County,Pennsylvania,PA
42089,Monroe County,Pennsylvania,PA
42091,Montgomery County,Pennsylvania,PA
42093,Montour County,Pennsylvania,PA
42095,Northampton County,Pennsylvania,PA
42097,Northumberland County,Pennsylvania,PA
42099,Perry County,Pennsylvania,PA
42101,Philadelphia County,Pennsylvania,PA
42103,Pike County,Pennsylvania,PA
42105,Potter County,Pennsylvania,PA
42107,Schuylkill County,Pennsylvania,PA
42109,Snyder County,Pennsylvania,PA
42111,Somerset County,Pennsylvania,PA
42113,Sullivan County,Pennsylvania,PA
42115,Susquehanna County,Pennsylvania,PA
42117,Tioga County,Pennsylvania,PA
42119,Union County,Pennsylvania,PA
42121,Venango County,Pennsylvania,PA
42123,Warren County,Pennsylvania,PA
42125,Washington County,Pennsylvania,PA
42127,Wayne County,Pennsylvania,PA
42129,Westmoreland County,Pennsylvania,PA
42131,Wyoming County,Pennsylvania,PA
42133,York County,Pennsylvania,PA
44001,Bristol County,Rhode Island,RI
44003,Kent County,Rhode Island,RI
44005,Newport County,Rhode Island,RI
44007,Providence County,Rhode Island,RI
44009,Washington County,Rhode Island,RI
45001,Abbeville County,South Carolina,SC
45003,Aiken County,South Carolina,SC
45005,Allendale County,South Carolina,SC
45007,Anderson County,South Carolina,SC
45009,Bamberg County,South Carolina,SC
45011,Barnwell County,South Carolina,SC
45013,Beaufort County,South Carolina,SC
45015,Berkeley County,South Carolina,SC
45017,Calhoun County,South Carolina,SC
45019,Charleston County,South Carolina,SC
45021,Cherokee County,South Carolina,SC
45023,Chester County,South Carolina,SC
45025,Chesterfield County,South Carolina,SC
45027,Clarendon County,South Carolina,SC
45029,Colleton County,South Carolina,SC
45031,Darlington County,South Carolina,SC
45033,Dillon County,South Carolina,SC
45035,Dorchester County,South Carolina,SC
45037,Edgefield County,South Carolina,SC
45039,Fairfield County,South Carolina,SC
45041,Florence County,South Carolina,SC
45043,Georgetown County,South Carolina,SC
45045,Greenville County,South Carolina,SC
45047,Greenwood County,South Carolina,SC
45049,Hampton County,South Carolina,SC
45051,Horry County,South Carolina,SC
45053,Jasper County,South Carolina,SC
45055,Kershaw County,South Carolina,SC
45057,Lancaster County,South Carolina,SC
45059,Laurens County,South Carolina,SC
45061,Lee County,South Carolina,SC
45063,Lexington County,South Carolina,SC
45065,McCormick County,South Carolina,SC
45067,Marion County,South Carolina,SC
45069,Marlboro County,South Carolina,SC
45071,Newberry County,South Carolina,SC
45073,Oconee County,South Carolina,SC
45075,Orangeburg County,South Carolina,SC
45077,Pickens County,South Carolina,SC
45079,Richland County,South Carolina,SC
45081,Saluda County,South Carolina,SC
45083,Spartanburg County,South Carolina,SC
45085,Sumter County,South Carolina,SC
45087,Union County,South Carolina,SC
45089,Williamsburg County,South Carolina,SC
45091,York County,South Carolina,SC
46003,Aurora County,South Dakota,SD
46005,Beadle County,South Dakota,SD
46007,Bennett County,South Dakota,SD
46009,Bon Homme County,South Dakota,SD
46011,Brookings County,South Dakota,SD
46013,Brown County,South Dakota,SD
46015,Brule County,South Dakota,SD
46017,Buffalo County,South Dakota,SD
46019,Butte County,South Dakota,SD
46021,Campbell County,South Dakota,SD
46023,Charles Mix County,South Dakota,SD
46025,Clark County,South Dakota,SD
46027,Clay County,South Dakota,SD
46029,Codington County,South Dakota,SD
46031,Corson County,South Dakota,SD
46033,Custer County,South Dakota,SD
46035,Davison County,South Dakota,SD
46037,Day County,South Dakota,SD
46039,Deuel County,South Dakota,SD
46041,Dewey County,South Dakota,SD
46043,Douglas County,South Dakota,SD
46045,Edmunds County,South Dakota,SD
46047,Fall River County,South Dakota,SD
