id,name,macroarea,latitude,longitude,iso639p3code,countries,is_isolate,family_id
isek1239,Isekiri,Africa,5.81898,5.5862,its,NG,FALSE,atla1278
izie1238,Izi-Ezaa-Ikwo-Mgbo,Africa,6.31831,8.03044,izi,NG,FALSE,atla1278
ikaa1238,Ika,Africa,6.36423,6.31058,ikk,NG,FALSE,atla1278
ukwu1241,Ukwuani-Aboh-Ndoni,Africa,5.78892,6.48559,ukw,NG,FALSE,atla1278
nucl1417,Igbo,Africa,4.62705,7.23441,ibo,NG,FALSE,atla1278
cici1237,Cicipu,Africa,11.0417,5.54073,awc,NG,FALSE,atla1278
laru1238,Laru (Nigeria),Africa,10.5756,4.43514,lan,NG,FALSE,atla1278
elem1253,Eleme,Africa,4.72964,7.267,elm,NG,FALSE,atla1278
baan1241,Baan,Africa,4.66709,7.30065,bvj,NG,FALSE,atla1278
goka1239,Gokana,Africa,4.61889,7.34457,gkn,NG,FALSE,atla1278
usag1244,Usaghade,Africa,4.78581,8.53463,usk,CM;NG,FALSE,atla1278
kugb1241,Kugbo,Africa,4.72951,6.56333,kes,NG,FALSE,atla1278
ogbi1239,Ogbia,Africa,4.75352,6.34034,ogb,NG,FALSE,atla1278
obul1239,Obulom-Ochichi,Africa,4.72908,7.11671,obu,NG,FALSE,atla1278
odua1238,Odual,Africa,4.83273,6.41493,odu,NG,FALSE,atla1278
abua1244,Abua,Africa,4.83057,6.61492,abn,NG,FALSE,atla1278
abur1244,Abureni,Africa,4.62301,6.50634,mgj,NG,FALSE,atla1278
ogbo1242,Ogbogolo,Africa,4.90943,6.54706,ogg,NG,FALSE,atla1278
koro1304,Korop,Africa,5.16206,8.80859,krp,CM;NG,FALSE,atla1278
kion1242,Kiong,Africa,5.20497,8.35234,kkm,NG,FALSE,atla1278
bakp1238,Iyongiyong,Africa,5.26756,8.26321,bbs,NG,FALSE,atla1278
agoi1246,Robambami,Africa,5.87953,8.21629,ibm,NG,FALSE,atla1278
doko1243,Deko-Dusanga,Africa,5.39961,8.26925,uya,NG,FALSE,atla1278
koro1324,Koro Zuba,Africa,9.1006,7.21391,vkz,NG,FALSE,atla1278
asun1235,Asu (Nigeria),Africa,10.0849,5.42081,aum,NG,FALSE,atla1278
nupe1254,Nupe-Nupe-Tako,Africa,9.18404,5.40031,nup,NG,FALSE,atla1278
gbag1258,Gbagyi,Africa,9.29842,6.90495,gbr,NG,FALSE,atla1278
gbar1246,Gbari,Africa,8.46411,7.10757,gby,NG,FALSE,atla1278
etul1245,Etulo,Africa,7.75865,9.44447,utr,NG,FALSE,atla1278
kpan1246,Kpan,Africa,7.58343,10.1642,kpk,NG,FALSE,atla1278
etky1238,Etkywan,Africa,7.13773,10.3501,ich,NG,FALSE,atla1278
tigo1236,Tigon Mbembe,Africa,6.983995,10.70849,nza,CM;NG,FALSE,atla1278
ndoo1241,Ndoola,Africa,7.2884,11.3096,ndr,CM;NG,FALSE,atla1278
keny1279,Kenyang,Africa,5.58288,9.55918,ken,CM,FALSE,atla1278
befa1241,Menchum,Africa,6.27562,10.0342,bby,CM,FALSE,atla1278
ambe1247,Ambele,Africa,5.94043,9.62028,ael,CM,FALSE,atla1278
bekw1241,Bekwarra,Africa,6.73737,8.86489,bkv,NG,FALSE,atla1278
mbon1252,Mbonga,Africa,5.7517,13.6471,xmb,CM,FALSE,atla1278
nagu1244,Nagumi,Africa,8.7162,13.4264,ngv,CM,FALSE,atla1278
biky1238,Bikya,Africa,6.74997,10.5333,byb,CM,FALSE,atla1278
mbee1249,Mbe,Africa,6.57067,8.82998,mfo,NG,FALSE,atla1278
esim1238,Esimbi,Africa,6.50094,9.86936,ags,CM;NG,FALSE,atla1278
mesa1245,Ugare,Africa,6.32679,9.8723,iyo,CM;NG,FALSE,atla1278
abar1238,Mungbam,Africa,6.5805,10.2267,mij,CM,FALSE,atla1278
fang1248,Fang (Cameroon),Africa,6.54384,10.319,fak,CM,FALSE,atla1278
mbuu1238,Ajumbu,Africa,6.53792,10.2556,muc,CM,FALSE,atla1278
epie1238,Epie,Africa,5.00894,6.3146,epi,NG,FALSE,atla1278
uvbi1238,Uvbie,Africa,5.44263,5.77303,evh,NG,FALSE,atla1278
okpe1250,Okpe (Southwestern Edo),Africa,7.22407,5.94885,oke,NG,FALSE,atla1278
isok1239,Isoko,Africa,5.52889,6.24682,iso,NG,FALSE,atla1278
eruw1238,Eruwa,Africa,5.18026,6.04818,erh,NG,FALSE,atla1278
urho1239,Urhobo,Africa,5.31155,5.86148,urh,NG,FALSE,atla1278
adam1253,Adamawa Fulfulde,Africa,8.140326,13.077338,fub,CM;ER;ET;NG;SD;TD,FALSE,atla1278
bagi1244,Bagirmi Fulfulde,Africa,8.81656,18.3467,fui,CF;TD,FALSE,atla1278
jola1263,Jola-Fonyi,Africa,12.75752,-15.7354766667,dyo,GM;GW;SN,FALSE,atla1278
mank1251,Mankanya,Africa,12.2615066667,-15.74389,knf,GW;SN,FALSE,atla1278
east2379,Eastern Arrernte,Australia,-23.3583,135.046,aer,AU,FALSE,pama1250
ande1247,Andegerebinha,Australia,-22.51278,137.3515,adg,AU,FALSE,pama1250
gupa1247,Gupapuyngu,Australia,-12.2868,135.337,guf,AU,FALSE,pama1250
djam1256,Djambarrpuyngu,Australia,-12.021,135.59,djr,AU,FALSE,pama1250
dhuw1249,Dhuwal,Australia,-12.7825,136.008,duj,AU,FALSE,pama1250
guma1253,Gumatj,Australia,-12.25254,136.83042,gnn,AU,FALSE,pama1250
pany1241,Panytyima,Australia,-22.7816,118.723,pnw,AU,FALSE,pama1250
yinh1234,Yinhawangka,Australia,-22.9178,117.5628,ywg,AU,FALSE,pama1250
kurr1243,Kurrama,Australia,-22.2134,117.51,vku,AU,FALSE,pama1250
yind1247,Yindjibarndi,Australia,-21.5379,117.001,yij,AU,FALSE,pama1250
ngar1287,Ngarluma,Australia,-20.9235,117.203,nrl,AU,FALSE,pama1250
kari1304,Kariyarra,Australia,-20.445,118.613,vka,AU,FALSE,pama1250
bidy1243,Bidyara,Australia,-25.192664,147.273359,bym,AU,FALSE,pama1250
yand1261,Yandjibara,Australia,-24.746981,145.647382,xyb,AU,FALSE,pama1250
guny1241,Gunya,Australia,-27.0642,145.862,gyy,AU,FALSE,pama1250
marg1253,Margany,Australia,-26.789,144.892,zmc,AU,FALSE,pama1250
gugu1253,Gugu Badhun,Australia,-18.4921,144.46,gdc,AU,FALSE,pama1250
waru1264,Warrongo,Australia,-18.2496,144.37,wrg,AU,FALSE,pama1250
woiw1237,Woiwurrung-Thagungwurrung,Australia,-37.64264501,145.5879962,wyi,AU,FALSE,pama1250
wath1238,Wathawurrung,Australia,-37.68777565,144.1013148,wth,AU,FALSE,pama1250
west2443,Western Victoria,Australia,-34.13829932,143.6694397,NA,AU,FALSE,pama1250
cond1242,Condamine-Upper Clarence Bandjalang,Australia,-28.289642,152.151281,gih,AU,FALSE,pama1250
midd1357,Middle Clarence Bandjalang,Australia,-29.042737,152.780249,bdy,AU,FALSE,pama1250
lowe1444,Lower Richmond,Australia,-28.937029,153.48612,NA,AU,FALSE,pama1250
twee1234,Tweed-Albert,Australia,-28.028726,153.286993,xjb,AU,FALSE,pama1250
awab1243,Awabakal,Australia,-33.12847,151.43555,awk,AU,FALSE,pama1250
wori1245,Worimi,Australia,-32.4806,152.107,kda,AU,FALSE,pama1250
hawk1239,Hawkesbury,Australia,-33.11470744,150.4952383,xda,AU,FALSE,pama1250
sydn1236,Sydney,Australia,-33.52925837,150.3490464,xdk,AU,FALSE,pama1250
dhur1239,Dhurga,Australia,-35.412,150.134,dhu,AU,FALSE,pama1250
thur1254,Thurawal,Australia,-34.634,150.721,tbh,AU,FALSE,pama1250
ngam1265,Ngamini-Yarluyandi-Karangura,Australia,-27.1797,138.701,nmv,AU,FALSE,pama1250
dier1241,Dieri,Australia,-28.1667,138,dif,AU,FALSE,pama1250
atam1239,Atampaya,Australia,-11.0018,142.273,amz,AU,FALSE,pama1250
angu1242,Anguthimri,Australia,-12.395,141.755,awg,AU,FALSE,pama1250
yang1305,Yangathimri,Australia,-12.032,141.846,tjj,AU,FALSE,pama1250
wikm1246,Wik-Me'anha,Australia,-14.058,141.925,wih,AU,FALSE,pama1250
wike1239,Wik-Epa,Australia,-13.846,141.858,wie,AU,FALSE,pama1250
ngar1235,Ngarinman,Australia,-15.4661,130.651,nbj,AU,FALSE,pama1250
guri1247,Gurindji,Australia,-17.0329,130.379,gue,AU,FALSE,pama1250
pint1251,Pintiini,Australia,-29.806,127.632,pti,AU,FALSE,pama1250
mehi1240,Mehináku,South America,-12.5364,-53.521,mmh,BR,FALSE,araw1281
waur1244,Waurá,South America,-13.296,-53.6971,wau,BR,FALSE,araw1281
curr1243,Curripaco,South America,0.69618,-67.5028,kpc,BR;CO;VE,FALSE,araw1281
bani1255,Baniwa do Icana,South America,2.17859,-67.7704,bwi,BR;CO;VE,FALSE,araw1281
mash1270,Mashco Piro,South America,-11.4745,-70.7953,cuj,PE,FALSE,araw1281
yine1238,Yine,South America,-11.1086,-73.3087,pib,PE,FALSE,araw1281
caqu1242,Caquinte,South America,-11.4812,-73.4451,cot,PE,FALSE,araw1281
mach1267,Machiguenga,South America,-12.1291,-72.5017,mcb,PE,FALSE,araw1281
nant1250,Nanti,South America,-12.1018,-72.3507,cox,PE,FALSE,araw1281
hier1240,Hieroglyphic Luwian,Eurasia,40.019722,34.615278000000004,hlu,TR,FALSE,indo1319
cune1239,Cuneiform Luwian,Eurasia,38,36,xlu,TR,FALSE,indo1319
pisi1234,Pisidian,Eurasia,37.273,31.28,xps,TR,FALSE,indo1319
tran1282,Transalpine Gaulish,Eurasia,43.97,3.3,xtg,FR,FALSE,indo1319
lati1261,Latin,Eurasia,41.9026,12.4502,lat,VA,FALSE,indo1319
uppe1395,Upper Sorbian,Eurasia,51.2403,14.4098,hsb,DE,FALSE,indo1319
lowe1385,Lower Sorbian,Eurasia,51.6621,13.9407,dsb,DE,FALSE,indo1319
slov1269,Slovak,Eurasia,48.545705,18.78479,slk,AT;CZ;HU;PL;RS;SK;UA,FALSE,indo1319
czec1258,Czech,Eurasia,49.873398,15.10437,ces,AT;CZ;PL;SK,FALSE,indo1319
pola1255,Polabian,Eurasia,52,14,pox,DE,FALSE,indo1319
kash1274,Kashubian,Eurasia,54.2996,18.6163,csb,PL,FALSE,indo1319
chur1257,Church Slavic,Eurasia,43.7171,22.8442,chu,RU,FALSE,indo1319
kajk1237,Kajkavian,Eurasia,45.649748,16.134109,kjv,HR,FALSE,indo1319
sout1528,Serbian-Croatian-Bosnian,Eurasia,44.15,18.81,hbs,RS,FALSE,indo1319
slav1254,Slavomolisano,Eurasia,41.89,14.7,svm,IT,FALSE,indo1319
slov1268,Slovenian,Eurasia,46.2543,14.7766,slv,AT;HR;HU;IT;SI,FALSE,indo1319
ukra1253,Ukrainian,Eurasia,49.796,29.945,ukr,BY;HU;MD;PL;RO;RU;SK;UA,FALSE,indo1319
rusy1239,Rusyn,Eurasia,48.7171,22.9579,rue,BY;HU;PL;RO;SK;UA,FALSE,indo1319
anci1242,Ionic-Attic Ancient Greek,Eurasia,39.8155,21.9129,grc,GR,FALSE,indo1319
shum1235,Shumashti,Eurasia,34.73008,70.782866,sts,AF,FALSE,indo1319
gran1245,Grangali-Ningalami,Eurasia,34.945491,70.703334,nli,AF,FALSE,indo1319
gand1259,Gandhari,Eurasia,34.15,71.73,pgd,PK,FALSE,indo1319
dhiv1236,Dhivehi,Eurasia,1.928498,73.54433,div,IN;MV,FALSE,indo1319
sout2671,Southwest Pashayi,Eurasia,34.8478,69.8734,psh,AF,FALSE,indo1319
nort2665,Northwest Pashayi,Eurasia,34.931823,70.087592,glh,AF,FALSE,indo1319
nort2666,Northeast Pashayi,Eurasia,34.878256,70.890845,aee,AF,FALSE,indo1319
sout2672,Southeast Pashayi,Eurasia,34.66597,70.592042,psi,AF,FALSE,indo1319
bact1239,Bactrian,Eurasia,36.81,66.85,xbc,AF,FALSE,indo1319
pahl1241,Pahlavi,Eurasia,30.06,52.7,pal,IR,FALSE,indo1319
munj1244,Munji,Eurasia,35.9321,70.9404,mnj,AF,FALSE,indo1319
yidg1240,Yidgha,Eurasia,36.014,71.5077,ydg,PK,FALSE,indo1319
yazg1240,Yazgulyam,Eurasia,38.2801,71.565,yah,TJ,FALSE,indo1319
cent1973,Central Pashto,Eurasia,31.9153,69.4529,pst,AF;PK,FALSE,indo1319
sout2649,Southern Pashto,Eurasia,31.5,65.7,pbt,AF;IR;PK;TJ;TM,FALSE,indo1319
nort2646,Northern Pashto,Eurasia,34,71.33,pbu,AF;IN;PK,FALSE,indo1319
khot1251,Khotanese,Eurasia,38.33,79.04,kho,CN,FALSE,indo1319
tums1237,Tumshuqese,Eurasia,39.866667,79.066667,xtq,CN,FALSE,indo1319
oldd1237,Old Dutch-Old Frankish,Eurasia,52.16,5.2,odt,NL,FALSE,indo1319
gutn1238,Archaic Gutnish,Eurasia,57.95167,19.1629,NA,SE,FALSE,indo1319
oldn1244,Old Norse,Eurasia,63.42,10.38,non,NO,FALSE,indo1319
norw1258,Norwegian,Eurasia,59.92,10.71,nor,FI;NO;RU;SE;SJ,FALSE,indo1319
juti1236,Jutish,Eurasia,54.911,9.38924,jut,DE;DK,FALSE,indo1319
scan1238,East Danish,Eurasia,55.52,13.04,NA,SE,FALSE,indo1319
dani1285,Danish,Eurasia,54.8655,9.36284,dan,DE;DK;FO;GL,FALSE,indo1319
napo1242,Napo Lowland Quechua,South America,-0.072525,-76.3889,qvo,CO;EC;PE,FALSE,quec1387
tena1240,Tena Lowland Quichua,South America,-0.76271,-77.5404,quw,EC,FALSE,quec1387
herd1236,Herde,Africa,9.14343,14.9267,hed,CM;TD,FALSE,afro1255
nget1241,Ngete,Africa,9.31902,15.29053,nnn,TD,FALSE,afro1255
lele1276,Lele (Chad),Africa,9.158,15.81149,lln,TD,FALSE,afro1255
nanc1253,Nancere,Africa,9.31975,16.1282,nnc,TD,FALSE,afro1255
toba1280,Tobanga,Africa,9.8289,16.209,tng,TD,FALSE,afro1255
kaba1292,Kabalai,Africa,9.38373,16.2821,kvf,TD,FALSE,afro1255
mabi1242,Mabire,Africa,11.698,18.6282,muj,TD,FALSE,afro1255
kaja1254,Kajakse,Africa,12.2492,20.879,ckq,TD,FALSE,afro1255
zire1244,Zirenkel,Africa,12.2275,18.5374,zrn,TD,FALSE,afro1255
mubi1246,Mubi,Africa,12.6893,19.5902,mub,TD,FALSE,afro1255
masm1239,Masmaje,Africa,13.076,19.2769,mes,TD,FALSE,afro1255
ngiz1242,Ngizim,Africa,12.1051,11.0178,ngi,NG,FALSE,afro1255
zumb1240,Zumbun,Africa,10.827,9.9683,jmb,NG,FALSE,afro1255
mbur1239,Mburku,Africa,10.9276,9.81365,bbt,NG,FALSE,afro1255
ciwo1236,Ciwogai,Africa,10.8881,9.88558,tgd,NG,FALSE,afro1255
beln1234,Belneng,Africa,9.221681,9.534716,glb,NG,FALSE,afro1255
ngas1240,Ngas,Africa,9.32042,9.46146,anc,NG,FALSE,afro1255
mwag1236,Mwaghavul,Africa,9.47205,8.96522,sur,NG,FALSE,afro1255
tamb1267,Tambas,Africa,9.36039,9.32836,tdk,NG,FALSE,afro1255
fyer1241,Fyer,Africa,9.49936,9.29503,fie,NG,FALSE,afro1255
ronn1241,Ron,Africa,9.3,9.02,cla,NG,FALSE,afro1255
shaa1247,Sya,Africa,9.23281,8.77569,scw,NG,FALSE,afro1255
mang1417,Mangar,Africa,9.068012,8.73608,NA,NG,FALSE,afro1255
kule1247,Kulere,Africa,9.18,8.85,kul,NG,FALSE,afro1255
jara1274,Jara,Africa,10.5232,11.7036,jaf,NG,FALSE,afro1255
tera1251,Tera,Africa,11.0376,11.80953,ttr,NG,FALSE,afro1255
gaan1243,Ga'anda,Africa,10.2955,12.6479,gqa,NG,FALSE,afro1255
hwan1240,Hwana,Africa,10.3633,12.7683,hwo,NG,FALSE,afro1255
boga1251,Boga,Africa,10.188,12.936,bvw,NG,FALSE,afro1255
bata1314,Bata,Africa,9.68091,12.677,bta,CM;NG,FALSE,afro1255
baca1246,Bacama,Africa,9.53072,12.0416,bcy,NG,FALSE,afro1255
cuvo1236,Cuvok,Africa,10.6448,14.0006,cuv,CM,FALSE,afro1255
mefe1242,Mefele,Africa,10.677,13.8201,mfj,CM,FALSE,afro1255
buwa1243,Buwal,Africa,10.6151,13.8838,bhs,CM,FALSE,afro1255
gava1241,Gavar,Africa,10.5603,13.8188,gou,CM,FALSE,afro1255
maza1304,Mazagway,Africa,10.175,13.6873,dkx,CM,FALSE,afro1255
nucl1683,Daba,Africa,10.3521,13.6318,dbq,CM;NG,FALSE,afro1255
bana1305,Bana,Africa,10.3535,13.6131,bcw,CM,FALSE,afro1255
mbar1260,Mbara (Chad),Africa,10.91,15.54,mpk,TD,FALSE,afro1255
musg1254,Musgu,Africa,10.8439,15.1065,mug,CM;TD,FALSE,afro1255
sout3051,South Giziga,Africa,10.2809,14.1931,giz,CM,FALSE,afro1255
nort3047,North Giziga,Africa,10.6755,14.219,gis,CM,FALSE,afro1255
mser1242,Mser,Africa,11.9765,15.0373,kqx,CM;TD,FALSE,afro1255
lagw1237,Lagwan,Africa,11.5592,14.9884,kot,CM;NG;TD,FALSE,afro1255
jina1244,Jina,Africa,11.3555,14.9611,jia,CM;TD,FALSE,afro1255
maje1243,Majera,Africa,11.1433,15.044,xmj,CM;TD,FALSE,afro1255
taga1278,Ouargli,Africa,31.9454,5.28444,oua,DZ,FALSE,afro1255
tema1243,Oued Righ,Africa,33.3489,6.06562,tjo,DZ,FALSE,afro1255
yaak1241,Yaaku,Africa,0.46863,37.1008,muu,KE,FALSE,afro1255
gede1246,Gedeo,Africa,6.18469,38.2395,drs,ET,FALSE,afro1255
sida1246,Sidamo,Africa,6.74176,38.3729,sid,ET,FALSE,afro1255
alag1248,Alagwa,Africa,-4.64148,35.7231,wbj,TZ,FALSE,afro1255
argo1244,Argobba,Africa,10.6596,39.756,agj,ET,FALSE,afro1255
amha1245,Amharic,Africa,11.708182,39.543456,amh,DJ;ET,FALSE,afro1255
zayy1238,Zay,Africa,8.01148,38.8258,zwa,ET,FALSE,afro1255
hara1271,Harari,Africa,9.30485,42.1332,har,ET,FALSE,afro1255
stan1318,Standard Arabic,Eurasia,27.9625,43.8525,arb,AE;BH;DJ;DZ;EG;ER;IL;IQ;JO;KM;KW;LB;LY;MA;OM;PS;QA;SA;SD;SO;SY;TD;TN;TZ;YE,FALSE,afro1255
olda1245,Old Aramaic-Sam'alian,Eurasia,32.84,37,oar,SY,FALSE,afro1255
jaba1234,Jabal Razih,Eurasia,16.9092,43.2416905,rzh,YE,FALSE,afro1255
faif1234,Faifi,Eurasia,17.292,43.148,fif,SA,FALSE,afro1255
mehr1241,Mehri,Eurasia,16.793,52.473,gdq,KW;OM;YE,FALSE,afro1255
bath1244,Bathari,Eurasia,17.88699,55.61232,bhm,OM;YE,FALSE,afro1255
hars1241,Harsusi,Eurasia,19.6511,56.1562,hss,OM,FALSE,afro1255
loma1260,Loma (Liberia),Africa,7.91585,-9.69906,lom,GN;LR,FALSE,mand1469
toma1245,Toma,Africa,8.20383,-9.23439,tod,GN;LR,FALSE,mand1469
jena1242,Jenaama Bozo,Africa,15.5,-4,bze,ML,FALSE,mand1469
seek1238,Seeku,Africa,11.1285,-4.58203,sos,BF,FALSE,mand1469
ngen1256,Ngen of Djonkro,Africa,7.76,-3.97,gnj,CI,FALSE,mand1469
beng1286,Beng,Africa,7.78122,-4.23539,nhb,CI,FALSE,mand1469
yaou1238,Yaouré,Africa,6.95282,-5.57851,yre,CI,FALSE,mand1469
guro1248,Guro,Africa,7.34954,-6.31154,goa,CI,FALSE,mand1469
dann1241,Dan,Africa,7.22812,-8.24535,daf,CI;GN;LR,FALSE,mand1469
shan1282,Shanga,Africa,11.2752,4.41464,sho,NG,FALSE,mand1469
kyen1242,Kyenga,Africa,11.5953,3.58651,tye,BJ;NG,FALSE,mand1469
busa1253,Busa,Africa,9.91074,4.39929,bqp,NG,FALSE,mand1469
boko1266,Boko (Benin),Africa,10.5189,3.71771,bqc,BJ;NG,FALSE,mand1469
boko1267,Bokobaru,Africa,9.52724,3.80058,bus,BJ;NG,FALSE,mand1469
taba1259,Tabasaran,Eurasia,42.0198,47.8379,tab,AZ;KZ;RU,FALSE,nakh1245
aghw1237,Aghwan,Eurasia,40.374444,47.126667,xag,AZ,FALSE,nakh1245
udii1243,Udi,Eurasia,40.9,47.7236,udi,AZ;GE;RU,FALSE,nakh1245
mich1243,Heritage Michif,North America,49.1681,-99.9119,crg,CA;US,FALSE,algi1248
plai1258,Plains Cree,North America,51.2437,-110.463,crk,CA;US,FALSE,algi1248
otta1242,Ottawa,North America,44.5988,-83.226,otw,CA;US,FALSE,algi1248
wamp1249,Wampanoag,North America,41.705,-73.3148,wam,US,FALSE,algi1248
loup1243,Nipmuck,North America,42.364,-72.731,xlo,US,FALSE,algi1248
loup1245,Loup B,North America,42.17888,-72.85251,xlb,US,FALSE,algi1248
mahi1248,Mahican,North America,42.587,-73.788,mjy,US,FALSE,algi1248
unam1242,Unami,North America,40.4,-74.3,unm,US,FALSE,algi1248
muns1251,Munsee,North America,41.11,-74.17,umu,CA;US,FALSE,algi1248
caol1238,Cao Lan,Eurasia,21.5832,105.81923,mlc,VN,FALSE,taik1256
tayy1238,Tày,Eurasia,21.6448,106.167,tyz,CN;VN,FALSE,taik1256
tsun1242,Ts'ün-Lao,Eurasia,21.3616,102.926,tsl,LA;VN,FALSE,taik1256
daiz1235,Dai Zhuang,Eurasia,23.4,104.4,zhd,CN;VN,FALSE,taik1256
minz1236,Minz Zhuang,Eurasia,23.33,105.5,zgm,CN,FALSE,taik1256
nong1247,Nong Zhuang,Eurasia,23.6,104.75,zhn,CN,FALSE,taik1256
nung1283,Nung (Viet Nam),Eurasia,20.8965,104.286,nut,CN;LA;VN,FALSE,taik1256
yang1286,Yang Zhuang,Eurasia,23.091864,106.393188,zyg,CN;VN,FALSE,taik1256
zuoj1238,Zuojiang Zhuang,Eurasia,22.4,106.9,zzj,CN;VN,FALSE,taik1256
maon1241,Maonan,Eurasia,25.0169,108.024,mmd,CN,FALSE,taik1256
chad1240,Chadong,Eurasia,25.23532,109.96041,cdy,CN,FALSE,taik1256
aich1238,Ai-Cham,Eurasia,25.4908,107.844,aih,CN,FALSE,taik1256
makc1235,Mak (China),Eurasia,25.5946,107.726,mkg,CN,FALSE,taik1256
caom1238,Cao Miao,Eurasia,26.2236,109.547,cov,CN,FALSE,taik1256
nort2735,Northern Dong,Eurasia,26.9944,109.204,doc,CN;VN,FALSE,taik1256
qaua1234,Central Gelao-Qau,Eurasia,26.155438,106.16455,gqu,CN,FALSE,taik1256
gwii1239,/Gwi,Africa,-22.2708,21.9431,gwj,BW,FALSE,khoe1240
gana1274,//Gana,Africa,-21.8555,22.2003,gnk,BW,FALSE,khoe1240
kowi1239,Kowiai,Papunesia,-4.21954,133.468,kwh,ID,FALSE,aust1307
gese1240,Geser-Gorom,Papunesia,-3.8016,130.701,ges,ID,FALSE,aust1307
bati1253,Bati (Indonesia),Papunesia,-3.61403,130.815,bvt,ID,FALSE,aust1307
daii1240,Dai,Papunesia,-7.55894,129.687,dij,ID,FALSE,aust1307
nort2860,North Babar,Papunesia,-7.84311,129.743,bcd,ID,FALSE,aust1307
dawe1237,Dawera-Daweloor,Papunesia,-7.76324,130.06,ddw,ID,FALSE,aust1307
leti1246,Leti (Indonesia),Papunesia,-8.19808,127.674,lti,ID,FALSE,aust1307
luan1263,Luang,Papunesia,-8.18378,127.944,lex,ID,FALSE,aust1307
kisa1266,Kisar,Papunesia,-8.05122,127.18,kje,ID,FALSE,aust1307
roma1332,Roma,Papunesia,-7.58643,127.428,rmm,ID,FALSE,aust1307
nila1244,Nila,Papunesia,-6.734956,129.512131,nil,ID;TL,FALSE,aust1307
seru1245,Serua,Papunesia,-6.31107,130.017294,srw,ID,FALSE,aust1307
term1237,Termanu,Papunesia,-10.7326,123.169,twu,ID,FALSE,aust1307
deng1253,Dengka,Papunesia,-10.7866,122.946,dnk,ID,FALSE,aust1307
tugu1245,Tugun,Papunesia,-7.72555,126.7,tzn,ID,FALSE,aust1307
tetu1246,Tetun Dili,Papunesia,-8.58405,125.583,tdt,TL,FALSE,aust1307
tetu1245,Tetum,Papunesia,-9.11217,125.528,tet,ID;TL,FALSE,aust1307
wuvu1239,Wuvulu-Aua,Papunesia,-1.73938,142.851,wuv,PG,FALSE,aust1307
seim1238,Seimat,Papunesia,-1.2666667,144.25,ssg,PG,FALSE,aust1307
tean1237,Teanu,Papunesia,-11.6752,166.868,tkw,SB,FALSE,aust1307
tane1237,Tanema,Papunesia,-11.68,166.97,tnx,SB,FALSE,aust1307
vano1237,Lovono,Papunesia,-11.6107,166.7984,vnk,SB,FALSE,aust1307
nang1262,Nanggu,Papunesia,-10.7441,165.887,ngr,SB,FALSE,aust1307
ayiw1239,Äiwoo,Papunesia,-10.30387,166.32344,nfl,SB,FALSE,aust1307
paam1238,Paama,Papunesia,-16.47548,168.23693,pma,VU,FALSE,aust1307
nama1268,Namakura,Papunesia,-16.8979,168.569,nmk,VU,FALSE,aust1307
hano1246,Hano,Papunesia,-15.5432,168.167,lml,VU,FALSE,aust1307
anei1239,Aneityum,Papunesia,-20.1864,169.825,aty,VU,FALSE,aust1307
namo1248,Namosi-Naitasiri-Serua,Papunesia,-18.5308,177.637,bwb,FJ,FALSE,aust1307
west2519,Western Viti Levu-Yasawas Fijian,Papunesia,-17.8355,177.657,wyy,FJ,FALSE,aust1307
gilb1244,Gilbertese,Papunesia,0.179,173.64,gil,FJ;KI;SB;TV,FALSE,aust1307
naur1243,Nauru,Papunesia,-0.52957,166.922,nau,NR,FALSE,aust1307
kosr1238,Kosraean,Papunesia,5.31,162.98,kos,FM;NR,FALSE,aust1307
long1395,Longgu,Papunesia,-9.75258,160.663,lgu,SB,FALSE,aust1307
matb1237,Matbat,Papunesia,-1.8801,130.075,xmt,ID,FALSE,aust1307
yere1243,Yeretuar,Papunesia,-3.01713,134.656,gop,ID,FALSE,aust1307
dusn1237,Dusner,Papunesia,-2.73859,134.391,dsn,ID,FALSE,aust1307
meos1237,Meoswar,Papunesia,-2.07828,134.378,mvx,ID,FALSE,aust1307
yoke1238,Yoke,Papunesia,-1.68798,138.028,yki,ID,FALSE,aust1307
pauw1243,Pauwi,Papunesia,-1.65,137.8,NA,ID,FALSE,aust1307
urua1244,Uruangnirin,Papunesia,-3.45498,132.745,urn,ID,FALSE,aust1307
seka1247,Sekar,Papunesia,-2.65849,132.469,skz,ID,FALSE,aust1307
onin1245,Onin,Papunesia,-2.75976,132.062,oni,ID,FALSE,aust1307
saru1242,Sarudu,Papunesia,-1.7094,119.349,sdu,ID,FALSE,aust1307
umaa1242,Uma,Papunesia,-1.70416,119.968,ppk,ID,FALSE,aust1307
sedo1237,Sedoa,Papunesia,-1.37295,120.378,tvw,ID,FALSE,aust1307
tomb1245,Tombelala,Papunesia,-2.50998,121.915,ttp,ID,FALSE,aust1307
pamo1252,Pamona,Papunesia,-1.62663,121.268,pmf,ID,FALSE,aust1307
bala1314,Balaesang,Papunesia,-0.05644,119.689,bls,ID,FALSE,aust1307
pend1242,Pendau,Papunesia,-0.11396,119.862,ums,ID,FALSE,aust1307
taji1246,Tajio,Papunesia,-0.31553,120.01,tdj,ID,FALSE,aust1307
damp1237,Dampelas,Papunesia,0.70234,120.219,dms,ID,FALSE,aust1307
taje1237,Taje,Papunesia,-0.72583,120.078,pee,ID,FALSE,aust1307
lauj1238,Lauje,Papunesia,0.50708,120.262,law,ID,FALSE,aust1307
