id,family
lowe1462,Lower Minjim
hans1243,Hanseman
gumm1240,Gum
koko1271,Kokon
nort3379,Northern Adelbert
kowa1247,Kowan
soge1235,Sogeram
osum1243,Osum-Wadaginam-Pomoikan
etpt1234,Etp-Ti Kalam
kanj1262,Kanjobalan
chuj1249,Chujean
tzel1253,Tzeltalan
chol1287,Cholan
yuca1253,Yucatec-Lacandon
ixil1250,Ixilan
mame1240,Mamean
poco1241,Poqom
core1251,Core Quichean
luwo1240,Luwo-Thuri
lang1323,Lango-Kumam
adho1241,Adhola-Alur-Luo
nort3277,North-Central Datooga
plat1260,Plateau Central Kalenjin
lotu1249,Lotuxo
onga1238,Ongamo-Maa
turk1307,Turkanic
nort3167,Northern Bullom
gbay1280,Gbaya Oriental
gbay1282,Gbaya Meridional-Occidental
kara1479,Karaboro
nort3254,North Senufo
sout3153,South Senufo
adam1257,Adamawa Bua
kimb1240,Kim-Besme-Goundo
samu1243,Samu
tief1243,Tiefoic
kula1283,Kulango-Lorom
tusi1238,Tusia
cent2243,Central Gur
bena1258,Bena-Mboi
samb1322,Central Adamawa
unun9906,Unclassified Cameroun-Ubangian
uban1244,Ubangi
mbum1257,Mbumic
bikw1235,Bikwin-Jen
poto1254,Potou-Tano
agne1238,Agneby
avik1242,Avikam-Alladian
avat1243,Avatime-Nyangbo
kebu1246,Kebu-Animere
kpos1239,Kposo-Ahlo-Bowili
lele1262,Lelemic
basi1245,Basila-Adele
west2802,Western Gbe
east2711,Eastern Gbe
benu1249,West-Central Benue-Congo Plateau
yuku1244,Yukubenic
nort3169,Northern Benue-Congo Plateau
ninz1247,Ninzic
taro1265,Tarokoid
alum1250,Alumic
sout2800,Southeastern Benue-Congo Plateau
jili1242,Jilic-Eggonic
iten1244,Beromic
ayer1244,Ayere-Ahan
yoru1244,Yoruboid
igbo1259,Nuclear Igboid
cent2242,Central Kainji
kain1276,Kainji Lake
ogon1240,Ogonoid
obol1242,Lower Cross
cent2028,Central Delta
uppe1418,Upper Cross
nupe1252,Macro-Nupoid
etul1244,Akweya
yaty1238,Yatye-Akpa
cent2241,Central Jukunoid
nort3168,Northern Bantoid
unun9931,Unclassified Bantoid
sout3152,Southern Bantoid
edoi1239,Edoid
bedi1237,Bedik-Bapen
fula1265,Eastern Fula
jool1234,Joola-Manjaku
bala1300,Balanta
kobi1240,Buy
bain1264,Bainounk
aran1263,Upper Arrernte
nort2752,Northern Thura-Yura
sout2760,Southern Thura-Yura
unun9967,Unclassified Core Thura-Yura
dhuw1248,Dhuwal-Dhuwala
nort3178,Northern Ngayarda
cent2248,Central Ngayarda
djiw1240,Djiwarli-Thiin
wari1270,Wariyangga-Dhargari
thal1243,Thalanyji-Burduna
sout2765,Southern Maric
east2716,Eastern Maric
nort2757,Northern Maric
yara1253,Yaraldi-Keramin-Yitha
kuli1251,Kulin
warr1256,Warrnambool-Bunganditj
dhud1237,Dhudhuroa-Pallanganmiddang
west2808,Western Waka-Kabic
east2717,Eastern Waka-Kabic
band1339,Bandjalangic
kuri1270,Kuri
yuin1242,Yuin
yand1252,Yandruwandhic
pirl1239,Pirlatapa-Dieric
ribg1235,Rib-Gurdjar
dhaw1234,Dhawa-Kaber
nort3278,Northeast Paman
angu1243,Anguthimri-Yangathimri-Yuputhimri
umbi1242,Umbindhamuic
nort2759,Umpilaic
flin1248,Flinders-Barrow
kuku1276,Kuku-Wik-Ep
ngat1246,Ngatharra-Ngathana-Iinychanya
guri1250,Eastern Ngumpin
west3005,Western Ngumpin
nucl1724,Nuclear Pintupic
warn1245,Warnman-Wangka
wapi1254,Wapishana-Atorai
uncl1522,Unclassified Wapishanan
isla1279,Island Carib-Garifuna
waur1246,Waura-Mehinaku-Kustenau
pare1278,Parecis-Nawe
bani1258,Baniwa-Curripaco-Tariano
ware1256,Cassiquiare
piap1247,Piapoco-Achagua
moxo1234,Mojeño
yine1239,Yineic
uncl1523,Unclassified Purus
asha1244,Asha-Ashe-Kak-Matsi-Nan
sahu1246,Sahu-Waioli
pagu1251,Paguic
luvi1234,Luvic
sout3378,Southern Tosk
cisa1238,Cisalpine Celtic
tgbc1234,Core Celtic
lati1263,Latinic
west2792,West Slavic
sout3147,South Slavic
east1426,East Slavic
east2798,South Greek
nort3405,North Greek
waig1246,Nuristani Kalasha-Tregami
gawa1246,Gawarbatic
midd1375,Middle-Modern Indo-Aryan
pash1270,Pashayi
cent2317,Central Iranian PBS
ormu1249,Ormuri-Parachi
sout3157,Southwestern Iranian
cent2399,Central Eastern Iranian
sang1343,Sanglechi-Ishkashimi
pash1269,Pashto
saka1303,Saka-Wakhi
west2793,West Germanic
nort3160,North Germanic
colo1258,Colombia-Oriente Quechua
conc1245,Conchucos
coro1255,Corongo-Sihuas
pana1312,Panao-Union
kali1307,Kalispel-Spokane
kemb1251,Kemberanic
peve1244,Peveic
masa1329,Masa-Gizey-Ham
marb1245,Marba-Musey
uncl1546,Unclassified North Masa
east2645,East Chadic A.2
east2641,East Chadic A.3
east2775,East Chadic A.1
east2710,East Chadic B.3
bara1406,Barainic
east2709,East Chadic B.1
west2710,West Chadic B.1
west2712,West Chadic B.2
west2800,West Chadic B.3
west2799,West Chadic A.2-3
west2718,West Chadic A.1
west2716,West Chadic A.4
bium1275,Teraic
bium1271,Bataic
mata1311,Matakam
bium1274,Dabaic
higi1241,Higic
lama1287,Lamang-Hdi
bium1279,Musguic
marg1267,Margi-Mandara-Mofu
maro1246,Maroua
koto1267,Kotoko-Buduma
nort3248,Northwestern Moroccan Berber
zuar1239,Zuara-Sened
moza1250,Northern Saharan Oasis Berber
nort3163,Northeastern Agaw
sout3055,Southern Lowland East Cushitic
saho1245,Saho-Afar
sida1247,Sidaama-Hadiyya-Kambaata
west2720,West Rift South Cushitic
sout3078,South Ethiopic
tigr1277,Tigre-Dahalik
arab1394,Arabian
nort3165,Northwest Semitic
sayh1236,Sayhadic
east2766,Eastern MSA
hoby1243,Hobyot-Western MSA
mand1432,Manding-Jogo
susu1249,Susu-Yalunka
mend1263,Mende-Loma
kpel1252,Kpelle
bozo1252,Bozo
soni1258,Soninkean
duun1244,Duun-Jo
bobo1253,Bobo
beng1285,Ben-Gban
wanm1243,Wan-Mwan
unun9970,Unclassified Nwa-Ben
guro1246,Guro-Dan
busa1252,Busan
mand1437,Mande Samo
west2992,West Coast Skouic
east2718,East Kanuri
botl1243,Botlikh-Godoberi
bagv1240,Bagvalal-Tindi
akhv1240,Akhvakhic
east2368,East Tsezic
west2429,West Tsezic
east2790,Eastern Samur
sout2753,Southern Samur
west2428,Western Samur
wari1267,Wari-Oro Win
kaki1246,Kio Ijo
bise1239,Biseni-Okordia
cree1272,Cree
foxx1245,Fox
ojib1240,Ojibwa-Potawatomi
nant1248,Nanticoke-Conoy
mari1452,Maritimes-Southern New England Algonquian
dela1253,Delawaran
arap1280,Arapaho-Gros Ventre-Besawunena
ling1270,Lingao
cent2251,Central-Southwestern Tai
nort3326,Northern Daic-Sek
maon1239,Maonan-Mak-Sui
kami1255,Kamic
lach1247,Lachic
gaui1234,Gauic
nort2744,Northern Buyang
tshw1239,Tshwa Khoe
naro1248,Naro-Ana
kxoe1242,Kxoe-Ani
kapo1251,Kapong
gese1239,Seran Laut
east2748,East Rivers Seram
seti1249,Setic
baba1274,Babar
luan1261,Luangic-Kisaric
teun1242,Teun-Nila-Serua
sout2890,South Tanimbar
east2858,Nuclear Rote
west2955,West Rote
weta1245,Wetar
kawa1289,Kawaimina
cent2079,Central Timoric A
admi1239,Admiralty Islands
temo1244,Temotu
nort3195,North and Central Vanuatu
sout3173,Southern Melanesian
west2818,Western Oceanic linkage
yape1250,Yapesic
cent2060,Central Pacific linkage
micr1243,Micronesian
stma1240,St. Matthias
sout2853,Southeast Solomonic
raja1255,Raja Ampat-South Halmahera
cend1238,Cenderawasih Bay
lowe1409,Lower Mamberamo
yamd1241,Yamdena-Onin
keif1237,Kei-Fordata
nort2898,Northern Kaili-Wolio
wotu1239,Southern Kaili-Wolio
tomi1242,Tominic
east2488,Eastern Celebic
west2811,Western Subanen
nucl1726,Nuclear Subanen
taga1280,Tagalogic
biko1240,Bikol
bisa1268,Bisayan
mans1261,Mansakan
alab1255,Alabat-Manide Agta
cent2255,Central and Southern Manobo
nort2884,North Manobo
kala1389,Kalamian
pala1354,Palawanic
buhi1244,Buhid-Taubuid
mong1346,Mongondowic
goro1273,Gorontalic
maga1270,Mag-Ayta
abel1234,Abellen-Botolan
tina1255,Tina-Bolinao
nort2831,Northern Batak
sout3166,Central-Southern Batak
maka1310,Makassaric
nort2894,Northern South Sulawesi
bugi1243,Tamanic-Bugis
bada1265,Badaic-Limola
seko1241,Seko
blaa1241,Blaan
kola1292,Kola-Kompane
dobe1243,Dobel-Koba
sout3155,Southern Sangiric
nort3174,Northern Sangiric
nort2886,North Minahasan
glob1245,Global Javanese
sout2922,Southern Land Dayak
bida1240,Bidayuh
baka1275,Bakati'
buru1322,Buruic
moda1243,Modang-Segai
kaya1336,Kayan-Murik
mela1262,Melanau-Kajang
puna1279,Punan-Muller-Schwaner
kela1257,Dayic
bera1263,Berawan-Lower Baram
keny1280,Kenyahic
sout3154,Southwest Sabahan
nort3172,Northeast Sabahan
cham1330,Chamic
iban1263,Ibanic
west2821,Western Malayic Dayak
nucl1806,Nuclear Malayic
sout2921,South West Greater Barito
sout2919,Southeast Barito
bari1287,Barito-Mahakam
nort2891,North West Greater Barito
nort2888,North East Greater Barito
sama1302,Sama-Bajaw
amal1243,Amalumute
nuau1240,Patakai
manu1263,Manusela-Huaulu
west2843,West Piru Bay
east2752,East Piru Bay
sout3211,South-Central Cordilleran
nucl1755,Nuclear Northeastern Luzon
iban1268,Ibanagic
flor1241,Flores Barat
sumb1242,Sumba-Hawu
lama1297,Lamaholot Timur
lama1293,Lamaholot Barat
lama1294,Lamaholot Tengah
dawr1235,Dawro-Gofa-Gamo
nucl1644,Nuclear Amami
west2803,West Hmongic
nort2748,North Hmongic
east2369,East Hmongic
hone1239,Ho Neic
lowl1269,Lowland-Midland Mixe
kaer1235,Kaera-Straits
adan1252,West Alor
pant1258,Pantar
abui1242,Abuic
nucl1586,Nuclear Central Sepik Hill
bahi1255,Bahinemic
dieg1234,Diegueno
sara1318,Sara Peripherique
cent2044,Sara Central
bagi1248,Bagirmic
cuic1234,Cuicatec
mixt1427,Mixtec
choc1278,Chocho-Popolocan
vall1259,Valley Mazatec
teco1234,Northwest Alta Mazatec
maza1309,Central Mazatec
core1263,Core Chatino
west2645,West Zapotec
nucl1765,Core Zapotec
maza1293,Mazahua
otom1300,Otomi
sout3168,Southwestern Otomi
nort3349,Northwestern Chinantec
sout3333,Southeastern Chinantec
west2948,West-Central Mephaa
west2814,Western Periphery-North Guerrero Nahuatl
cent2258,Central Nahuatl
isth1246,Isthmus-Pipil Nahuatl
huas1257,Huasteca Nahuatl
sier1253,Sierra de Puebla Nahuatl
tami1293,Tamil-Toda
kann1259,Kannadoid
hill1257,South Bastar Gondi-Koya
sout3367,Southwest Gondi
kuik1244,Kui-Kuvi
mand1412,Manda-Pengo
pira1255,Piratapuyic
tuyu1245,Tuyuca-Yuruti
pisa1247,Pisamira-Carapana
siri1280,Siriano-Desano
suba1255,Subansiri
sout3424,Southern Min
ping1245,Pinghua
mand1471,Mandarinic
wuic1234,Wuic
anga1287,Angami-Chokri
naga1397,Naga Maoic
maku1272,Makuric
siza1239,Sizangic
thad1239,Thadoic
asho1237,Ashoic
choi1241,Choic
nucl1757,Nuclear Maraic
mizo1244,Mizoic
laic1236,Lai Chin
tara1327,Tarao-Chothe
maru1254,Maruic
acha1252,Achangic
mran1234,Mranmaic
munj1248,Munji-Mantsi
liso1234,Lisoid
lawo1234,Lawoish
sout3212,Southeastern Ngwi
kazh1234,Kazhouish
jino1236,Jino
biso1244,Bisoid-Hanic
upst1234,Upstream-Nu Qiang
core1262,Core Gyalrong
west2973,West Gyalrongic
cham1336,Chamdoic
theb1237,Thebor
darm1241,Darma-Byangsi-Chaudangsi
nucl1818,Nuclear Ghale
nucl1729,Nuclear Tamang
guru1260,Gurungic
bumt1238,Bumthangic
nort3398,North-Eastern Tibetic
late1253,Late Old Tibetan
kenh1234,Kenhatic
sham1282,Shamskatic
gama1260,Gamale-Parbate
bahi1256,Bahing-Sunwar
sout2736,Southern Kiranti
grea1285,Tamar
uppe1412,Upper Arun
kham1300,Khambu
tuts1236,Tutsic
lain1234,Lainongic
chan1331,Chang-Phom-Konyak
wanc1241,Wanchoic
bodo1280,Bodo-Mech-Kachari
tipp1238,Tipperic
andr1245,Chakpa
ivor1240,Ivorian Grebo
greb1256,Liberian Grebo
guer1244,Guere-Krahn
bass1262,Bassaic
klao1242,Klao-Tajuasohn
peru1236,Peruvian-Inmaculada Sign
indo1333,Indonesian Sign
east2571,Eastern-Southern Arhuacic
uigh1243,Uyghuric
uzbe1247,Uzbek
nort2696,North Kipchak
west1472,West Kipchak
east2791,East Kipchak
sout2701,South Kipchak
lano1246,Lanoh-Semnam
mani1291,Maniqic
menr1235,Menraq-Batek
kata1264,Katang
stie1250,Stieng
mnon1259,Mnong
asur1255,Asuric
homu1234,Ho-Mundari
koda1256,Kodaku-Korwa
sout3232,Southern Angkuic
wala1271,Wa-Lawa
bula1260,Bulangic
slav1253,Slave
tahl1238,Nahanni
beav1237,Beaver-Sekani
tutc1236,Tutchone
tana1298,Tananaic
east2723,Eastern Southwestern Apachean
west2810,Western Southwestern Apachean
rogu1236,Rogue River
carr1248,Dakelh
timb1253,Eastern Timbira
oloe1234,Olo-Elkei
yang1303,Yangum
nucl1717,Nuclear Finnish
lado1234,Ladogan
sout3271,Southern Tupi-Guarani
tupi1280,Tupi-Guarani Subgroup VI
subg1264,Tupi-Guarani Subgroup V
tupi1279,Tupi-Guarani Subgroup IV
tupi1281,Tupi-Guarani Subgroup VIII
moha1257,Mohawk-Oneida
unun9985,Unclassified Bolivian Nawa
ship1253,Shipibo-Konibo-Kapanawa
yami1255,Yaminawa Complex
orok1268,Orokaivic
coas1297,Coastal Binanderean
huon1247,Huon Tip
naba1257,Sankwep
pind1245,Pindiu
dall1240,Dallman
timb1264,Kabwum
nekn1234,Nek-Nuk
uncl1512,Unclassified Nuclear Warup
dege1250,Degenanic
mole1240,Molet-Asaroo
kama1374,Kamano-Yagaria
tsak1251,Tsakwambo-Komyandaret
ndei1235,Ndeiram
awyu1264,Awyu
dumu1247,Dumut
unun9981,Unclassified Awyu-Dumut
tang1376,Tangko-Nakai
kwer1266,Kwer-Kopkaka-Burumakok
moun1253,Mountain Ok
lowl1259,Lowland Ok
kewa1250,Kewa
anga1314,Angal Mendi
kesa1245,Kesawai-Wia
gang1273,Ganglau-Saep
coas1332,Coastal Minjim
inla1274,Inland Minjim
silo1242,Silopic
wama1249,Wamas-Samosa-Murupi-Mosimo
garu1247,Garuh-Foran
remp1242,Rempic
uncl1506,Unclassified Hanseman
pani1263,Panim-Isebe-Bau
numu1240,Numugenan
kauk1240,Kaukombaran
mane1269,Manep-Barem
kumi1250,Kumil-Tibor
sika1264,North Sogeram
east2767,East Sogeram
apal1258,Apalic
uncl1525,Unclassified Sogeram
pomo1272,Pomoikan
kanj1263,Kanjobal-Jacaltec
chol1281,Chol-Chontal
chor1272,Chorti-Cholti
cakc1244,Cakchiquel-Tzutujil
quic1275,Quiche-Achi
adho1242,Adhola-Luo
west3004,Western Plateau Central Kalenjin
lopi1244,Lopit-Dongotono
lotu1251,Lotuko-Lokoya
nucl1431,Nuclear Maa
mbod1237,Mbodomo-Bofi
gban1259,Gbanu-Manza-Ngbaka
gbay1284,Gbaya Meridional
boko1260,Bokoto-Gbeya
supy1238,Supyiric
tagb1262,Tagbana-Jimini
goul1243,Inland Bua
buan1246,Riverine Bua
kula1277,Kulango
teen1241,Teenic
sout3164,Southern Central Gur
tula1256,Tula-Longuda
nort2777,Northern Central Gur
bena1259,Bena
uncl1524,Unclassified Central Adamawa
mumu1249,Mumuye-Yandang
samb1323,Samba-Duru
zand1246,Zandic
uban1245,Ubangi Ka
ngba1290,Ngbandi-Mongoba-Kazibati
unun9907,Unclassified Mbum
nort2773,Northern Mbum
cent2020,Central Mbum
sout3355,Southern Bikwin-Jen
nort3378,Northern Bikwin-Jen
tano1248,Tano
poto1250,Potou
nyan1316,Nyangbo-Tafi
lele1263,Lelemi-Akpafu
likp1239,Likpe-Santrokofi
kpes1239,Kpesi-Waci
ewei1234,Eweic
fong1244,Fongbeic
west2934,Western Phla-Phera
east2845,Eastern Phla-Phera
sout3163,Zaric
uncl1532,Unclassified Western Benue-Congo Plateau
nort3184,Northwestern Benue-Congo Plateau
bete1266,Bete-Lufu
akum1239,Akum-Beezen
unun9911,Unclassified Yukubenic
nucl1832,Nuclear Northern Benue-Congo Plateau
ruku1240,Rukubic
kanu1282,Kanufi-Ninkyob-Angan
biji1252,Bijimic-Sur-Shall
yang1302,Yangkam-Tarok-Pe
alum1251,Alumu-Akpondu
hash1239,Hasha-Sambe
horo1248,Horom-Fyem
jili1243,Jilic
eggo1240,Eggon-Ake
iten1245,Iten-Cara-Berom
edek1238,Edekiri
cent2417,Central-Northern Igbo
kamb1317,Kambari-Cicipu
shir1273,Shiroro-Kamuku
duka1247,Northwestern Kainji
basa1288,Basa-Eastern Kainji
uppe1457,Upper Niger Kainji
west2469,West Ogonoid
east2401,East Ogonoid
nucl1838,Nuclear Lower Cross
kugb1242,Kugboic
abua1243,Abua-Odual
uncl1542,Unclassified Central Delta
cent2027,Central Upper Cross
kion1241,Kiong-Korop
agoi1245,Agoi-Doko-Iyoniyong
nupo1239,Nupoid
gbag1256,Gbagyi-Gbari
etul1246,Etulo-Idoma
kpan1245,Kpan-Icen
juku1258,Jukun-Mbembe-Wurbo
mamb1309,Mambiloid
dako1256,Dakoid
mamf1238,Mamfe
wide1239,Wide Grassfields
bend1256,Bendic
jara1262,Jarawan
bebo1243,Beboid
ekoi1237,Ekoid-Mbe
tivo1239,Tivoid
narr1281,Narrow Bantu
yemn1234,Yemne-Kimbi
delt1252,Delta Edoid
sout2805,Southwestern Edoid
nort3182,North-Central Edoid
nort3183,Northwestern Edoid
adam1260,Adamawa-Bagirmi Fulfulde
jola1264,Jola
manj1250,Manjaku-Mankanya-Pepel
cent2403,Central-Eastern Arrernte
east2378,Eastern Dhuwal-Dhuwala
west2439,Western Dhuwal-Dhuwala
pany1247,Panytyima-Yinhawangka
yind1249,Yindjibarndi-Kurrama
ngar1293,Ngarluma-Kariyarra
bidy1245,Bidyaric
marg1252,Margany-Gunya
waru1263,Warungu-Gugu Badhun
nucl1335,Nuclear Kulin
inla1268,Inland Bandjalang
coas1320,Coastal Bandjalang
hunt1235,Hunter-Hastings
sydn1235,Sydney-Hawkesbury
nort2761,Northern Costal Yuin
dier1240,Dieric
urad1238,Uradhic
angu1244,Anguthimri-Yangathimri
epme1234,Ep-Meanha-Keyenganh
kuku1277,Kuku-Wik
ngum1257,Ngumpit
wang1300,Wangkatja-Tjarra
waur1245,Waura-Mehinaku
bani1259,Baniwa-Curripaco
piro1249,Western Yineic
asha1241,Asha-Ashe-Kak
mats1245,Matsi-Nan
luvi1235,Luvian
uncl1514,Unclassified Luvic
lyco1238,Lyco-Carian
insu1254,Insular Celtic
cont1249,Continental Transalpine Celtic
impe1234,Imperial Latin
sorb1249,Sorbian
czec1260,Czech-Slovak
lech1241,Lechitic
east2269,Eastern South Slavic
west2804,Western South Slavic
ukra1257,Ukrainian-Rusyn
cent2404,Central Greek
shum1244,Shumashtic
dard1244,Eastern Dardic
cont1248,Continental Indo-Aryan
sinh1245,Dhivehi-Sinhala
west2387,Western Pashayi
east2322,Eastern Pashayi
cent2318,Central Iranian PB
sogd1247,Sogdic-Ossetic
midd1352,Middle-Modern Persian
yidg1239,Yidgha-Munji
shug1237,Shughni-Yazgulami
nucl1276,Nuclear Pashto
saka1298,Saka
high1289,High German
macr1270,Macro-Dutch
nort3175,North Sea Germanic
nort3266,North Scandinavian
west2805,West Scandinavian
sout3248,South Scandinavian
orie1242,Oriente Quechua
hede1234,Hede-Ngide
east2721,East Chadic A.2 1
east2722,East Chadic A.2 2
east2643,Sumrayic
soko1265,Sokoroic
dang1275,Dangla-Mabire-Birgit
mubi1247,Mubic
ngiz1243,Ngizim-Southwestern Bade
nucl1830,Nuclear West Chadic B.2
sout3162,South Bauchi West
sout3161,South Bauchi East
west2717,West Chadic A.3
west2715,West Chadic A.2
fyer1240,Fyer-Tambas
roni1235,Ronic
west2707,Western Tera
east2649,Eastern Tera
bata1320,Bata-Bwatiye
gude1247,Gudeic
mefe1243,Mefele-Cuvok
buwa1244,Buwal-Gavar
daba1262,Daba-Mazagway-Kola
nkaf1238,Nkafa-Kirya-Bana
musg1256,Musgu-Mbara
bura1296,Bura-Marghi
mand1472,Mandaraic
mofu1249,Mofuic
gizi1243,Giziga
koto1265,Kotoko Septentrional
koto1263,Kotoko Central
jina1243,Kotoko Meridional
ouar1239,Ouargli-Oued Righ
main1283,Mainstream Lowland East Cushitic
tran1283,Transversal Lowland East Cushitic
hadi1241,Hadiyya-Kambaata
sida1248,Sidaama-Gedeo
nort3164,Northern West Rift South Cushitic
amha1244,Amharic-Argobba
hara1270,Harari-East Gurage
oute1258,Outer South Ethiopic
arab1395,Arabic
aram1259,Aramaic
cana1267,Canaanite
mode1270,Modern Sayhadic
west2859,Western MSA
mand1433,Manding-Vai
jogo1241,Jogo-Jeri
mend1264,Mende-Bandi
loma1259,Loma
nucl1444,Nuclear Bozo
samo1309,Duun-Seenku
beng1291,Bengic
guro1247,Guro-Yaoure
dant1235,Dan-Toura
kyen1241,Kyenga-Shanga
boko1265,Boko-Busa
east2367,Tabasaran-Aghul-Lezgi
udia1235,Udi-Aghwan
plai1264,Plains Creeic
ojib1241,Ojibwa
sout3237,Southern New England Algonquian
nort3414,Northern Eastern Algonquian
mahi1250,Mahican-Woronoco-Pojassick
comm1246,Common Delaware
wenm1239,Wenma-Southwestern Tai
deba1238,Debao-Jingxi-Nung
nort3180,Northern Daic
maon1240,Maonan-Chadong
maka1300,Mak-Ai-Cham
nort2734,Northern Kam
gela1265,Gelaoic
anaa1239,Ana
koiw1244,Koiwai-Irarutu
gese1241,Geser-Gorom-Bati
nort2859,North Babaric
sout2881,South Babar
luan1262,Luangic
kisa1265,Kisaric
nila1243,Nila-Serua
cent2375,Central East Rote
deng1254,Dengka-Meto
pera1258,Perai-Tugun-Aputai
tetu1244,Tetunic
west2532,Western Admiralty Islands
east2459,Eastern Admiralty Islands
utup1237,Utupua-Vanikoro
reef1242,Reefs-Santa Cruz
cent2269,Central Vanuatu
nort3205,Northern Vanuatu
newc1243,New Caledonian
sout2868,Southern Vanuatu
papu1253,Papuan Tip linkage
meso1253,Meso Melanesian linkage
nort3206,North New Guinea linkage
west2518,Western Fijian
east2445,Tokalau Fijian
cent2276,Central Micronesian
kosr1239,Kosraean-Nauruan
guad1241,Guadalcanal-Nggelic
mala1485,Longgu-Malaita-Makira
maya1288,Maya-Salawati-Matbat
sout3231,South Halmahera
yape1249,Yapen
sout3230,Southwest Cenderawasih Bay
biak1249,Biakic
yoke1239,Yoke-Pauwi
onin1244,Oninic
umas1234,Uma-Sarudu
kail1254,Greater Kaili
pamo1251,Pamona-Tombelala
isla1281,Island Kaili-Wolio
sout2925,Southern Tomini
nort2897,Northern Tomini
sout2928,Southeastern Celebic
salu1251,Saluan-Banggai
east2769,East Nuclear Subanen
taga1269,Tagalog-Filipino
inla1266,Inland Bikol
inag1234,Inagta Bikol
coas1315,Coastal Bikol
unun9997,Unclassified Bisayan
negr1236,Negrosanon
west2820,West Bisayan
cent2263,Central Bisayan
sout3175,South Bisayan
east2477,Eastern Mansakan
west2552,Western Mansakan
sout2913,South Manobo
east2778,East-West-Central Manobo
kina1254,Kinamiguin-Bukidnon
sout3165,Southern Palawanic
nort3185,Northern Palawanic
bata1318,Batangan
sout2849,Southern Batak
nucl1727,Nuclear Makassaric
konj1250,Konjo
pitu1237,Pitu Ulunna Salu
enre1240,Enrekang-Maiwa
tora1269,Toraja-Duri
bugi1245,Bugis
tama1334,Tamanic
bada1260,Badaic
pana1302,Panasuanic
nort2871,Sangil-Sangir
nort2887,Northeast Minahasan
cent2415,Central-Western Bidayuh
rara1236,Rara-Sara Bakati'
kaya1333,Kayanic
mela1255,Melanau
kaja1255,Kajang
puna1280,Punan
mull1247,Muller-Schwaner
cent2094,Lower Baram
bera1264,Berawan
lowl1270,Lowland Kenyah
high1288,Highland Kenyah
grea1293,Greater Dusunic
grea1294,Greater Murutic
chru1238,Chru-Northern Cham
cham1328,Cham
rade1241,Rade-Jarai
iban1269,Iban-Mualang-Seberuang
east2755,East Borneo Malay
vehi1234,Vehicular Malay
beta1260,Betawic
high1292,South Sumatra Malay
cent2391,Central Sumatran Malay
stan1327,Standard Malay-Indonesian
sing1270,Greater Riau-Johoric
nort3388,Northern Sumatra Malay
mala1537,Malagasic
maan1240,Maanyan-Paku
sulu1242,Sulu-Borneo
nort3221,Northwest Seram
hoam1238,Hoamoal
east2757,Eastern Littoral Piru Bay
sole1243,Solehua
cent2296,Central Cordilleran
sout2907,Southern Cordilleran
para1320,Paranan-Pahanan
gadd1245,Gaddangic
atta1244,Atta
mang1430,Manggaraiic
ngad1265,Central Flores-Paluqe
hawu1234,Hawu-Dhao
sumb1243,Sumba
flor1242,Flores Lamaholot
nort3216,North Lembata-Adonara
levu1240,Southeast Lembata
oshi1235,Oshima
okin1245,Okinoerabu-Tokunoshima
grea1295,Greater Chuanqiandian
buna1280,Bu-Nao-Bunu
sout3405,South Qiandongic Miao
nort3428,Northeastern Qiandongic Miao
midl1241,Midland Mixe
lowl1263,Lowland Mixe
blag1241,Blagaric
teiw1236,Teiwa-Sar
kapr1246,Kaprimanic
mari1453,Mari-Bisis
koul1239,Koulfaic
barh1234,Barh Keita
sara1345,Sara Central Logone
sara1346,Sara Central Logone-Chari
sara1344,Sara Central Chari
moro1296,Morom-Jaya-Naba
nort3200,Northern Baja Mixtec
west2824,Western Alta Mixtec
cent2266,Central-Western Baja Mixtec
coas1316,Coast Mixtec
east2735,Eastern Alta Mixtec
nort3199,Northern Alta Mixtec
nort3198,Northeastern Alta Mixtec
mixt1430,Mixtepec-Yucunicoco Mixtec
tezo1241,Tezoatlanic
guer1245,Guerrero Mixtec
popo1294,Popolocan
ayau1236,Ayautlic
coas1314,Coastal Chatino
west2646,West-Central West Zapotec
macr1276,Macrocoatecano
papa1270,Papabuco
core1259,Narrow Core Zapotec
east2737,Eastern Otomi
nort3201,Northwestern Otomi
sout3245,Southern Otomi
chin1486,Chinantec Group I
chin1487,Chinantec Group II
chin1485,Chinantec Group III
chin1489,Chinantec Group IV
nort3202,North Guerrero Nahuatl
west2825,Western Periphery Nahuatl
tlax1234,Tlaxcala-Southeastern Puebla Nahuatl
isth1245,Isthmus Nahuatl
tami1294,Tamil-Irula
kann1255,Nuclear Kannaoid
sout2711,Southern Gondi
muri1262,Muria
arap1281,Arapaso-Miriti
bang1372,Bangni-Tagin
qion1239,Leiqiong
zhon1236,Zhongyuan
poum1236,Poumaic
gang1271,Gangte-Vaiphei
daai1235,Daai-Nghmoye-Muun-Kaang
hmar1240,Hmaric
fala1242,Falamic
leqi1234,Leqic
nucl1811,Nuclear Mranmaic
unun9958,Unclassified Lisoid
nucl1734,Nuclear Lisoid
lipo1243,Lipo-Lolopo
unun9957,Unclassified Southeastern Ngwi
niso1234,Nisoid
sani1266,Axioid
rive1256,Riverine Phula
high1272,Highland Phula
hani1250,Hanic
sila1251,Sila-Wanya-Cosao
biso1241,Bisoid
jiar1240,Northern Gyalrong
horp1240,Horpa
darm1242,Darma-Byangsi
thak1244,Thakali-Chantyal
mana1287,Manangba-Nar-Phu
