incident_date,state,airport_id,airport,operator,atype,type_eng,species_id,species,damage,num_engs,incident_month,incident_year,time_of_day,time,height,speed,phase_of_flt,sky,precip,cost_repairs_infl_adj
2011-06-02T00:00:00Z,TX,KHOU,WILLIAM P HOBBY ARPT,SOUTHWEST AIRLINES,B-737-700,D,1C2,Microbats,N,2,6,2011,Day,900,100,135,Approach,No Cloud,None,NA
2011-06-02T00:00:00Z,TX,KHOU,WILLIAM P HOBBY ARPT,SOUTHWEST AIRLINES,B-737-300,D,T1002,Chimney swift,N,2,6,2011,Day,945,800,140,Approach,Some Cloud,None,NA
2011-06-02T00:00:00Z,CA,KOAK,METRO OAKLAND INTL,SOUTHWEST AIRLINES,B-737-300,D,K1002,Turkey vulture,N,2,6,2011,Day,1220,10,NA,Approach,Some Cloud,None,NA
2011-06-02T00:00:00Z,CO,KDEN,DENVER INTL AIRPORT,SOUTHWEST AIRLINES,B-737-300,D,YL001,European starling,N,2,6,2011,Day,1954,0,110,Take-off run,No Cloud,None,NA
2011-06-02T00:00:00Z,TN,KBNA,NASHVILLE INTL,SOUTHWEST AIRLINES,B-737-300,D,UNKBS,Unknown bird - small,N,2,6,2011,Day,1840,10,140,Climb,No Cloud,None,NA
2011-06-02T00:00:00Z,TX,KAUS,AUSTIN-BERGSTROM INTL,SOUTHWEST AIRLINES,B-737-700,D,UNKBS,Unknown bird - small,N,2,6,2011,Day,1430,150,140,Approach,No Cloud,None,NA
2011-06-02T00:00:00Z,N/A,ZZZZ,UNKNOWN,SOUTHWEST AIRLINES,B-737-300,D,J2109,Mallard,N,2,6,2011,NA,NA,NA,NA,NA,Some Cloud,None,NA
2011-06-02T00:00:00Z,NE,KOMA,EPPLEY AIRFIELD,SOUTHWEST AIRLINES,B-737-300,D,ZT000,Meadowlarks,N,2,6,2011,Day,1445,1,120,Climb,Some Cloud,None,NA
2011-06-02T00:00:00Z,TN,KBNA,NASHVILLE INTL,SOUTHWEST AIRLINES,B-737-300,D,K1001,Black vulture,M,2,6,2011,Day,1110,1000,195,Climb,Some Cloud,None,NA
2011-05-31T00:00:00Z,MO,KMCI,KANSAS CITY INTL,SOUTHWEST AIRLINES,B-737-300,D,YI005,Barn swallow,N,2,5,2011,Dusk,2015,0,85,Landing Roll,No Cloud,None,NA
2011-05-31T00:00:00Z,CA,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,SOUTHWEST AIRLINES,B-737-700,D,YI005,Barn swallow,N,2,5,2011,Day,1119,50,130,Approach,Overcast,Rain,NA
2011-05-31T00:00:00Z,TX,KDAL,DALLAS LOVE FIELD ARPT,SOUTHWEST AIRLINES,B-737-300,D,UNKBS,Unknown bird - small,N,2,5,2011,Day,1255,100,130,Approach,Some Cloud,None,NA
2011-05-31T00:00:00Z,NH,KMHT,MANCHESTER AIRPORT,SOUTHWEST AIRLINES,B-737-700,D,UNKBS,Unknown bird - small,N,2,5,2011,Night,2130,10,145,Approach,No Cloud,None,NA
2011-05-31T00:00:00Z,WA,KSEA,SEATTLE-TACOMA INTL,SOUTHWEST AIRLINES,B-737-700,D,UNKBS,Unknown bird - small,N,2,5,2011,Day,1135,15,145,Climb,No Cloud,None,NA
2011-05-30T00:00:00Z,TX,KLBB,LUBBOCK PRESTON SMITH INTL ARPT,SOUTHWEST AIRLINES,B-737-300,D,UNKBM,Unknown bird - medium,N,2,5,2011,Dusk,2020,10,150,Approach,No Cloud,None,NA
2011-05-30T00:00:00Z,IL,KMDW,CHICAGO MIDWAY INTL ARPT,SOUTHWEST AIRLINES,B-737-300,D,UNKBS,Unknown bird - small,N,2,5,2011,Day,1554,800,150,Climb,No Cloud,None,NA
2011-05-29T00:00:00Z,CA,KSFO,SAN FRANCISCO INTL ARPT,SOUTHWEST AIRLINES,B-737-300,D,UNKBS,Unknown bird - small,N,2,5,2011,Day,1544,0,100,Take-off run,No Cloud,None,NA
2011-05-28T00:00:00Z,TX,KHOU,WILLIAM P HOBBY ARPT,SOUTHWEST AIRLINES,B-737-700,D,UNKBS,Unknown bird - small,N,2,5,2011,Day,1030,10,140,Approach,No Cloud,None,NA
2011-05-27T00:00:00Z,FL,KMCO,ORLANDO INTL,SOUTHWEST AIRLINES,B-737-700,D,NE1,Gulls,N,2,5,2011,Day,1500,0,100,Landing Roll,No Cloud,None,NA
2011-05-26T00:00:00Z,IL,KMDW,CHICAGO MIDWAY INTL ARPT,SOUTHWEST AIRLINES,B-737-700,D,NE101,Herring gull,N,2,5,2011,Day,620,0,125,Take-off run,Overcast,None,NA
2011-05-26T00:00:00Z,CA,KSMF,SACRAMENTO INTL,SOUTHWEST AIRLINES,B-737-300,D,UNKBM,Unknown bird - medium,N,2,5,2011,Night,2230,3000,210,Approach,No Cloud,None,NA
2011-05-26T00:00:00Z,CO,KDEN,DENVER INTL AIRPORT,SOUTHWEST AIRLINES,B-737-700,D,UNKBL,Unknown bird - large,N,2,5,2011,Night,2100,200,138,Approach,No Cloud,None,NA
2011-05-26T00:00:00Z,N/A,ZZZZ,UNKNOWN,SOUTHWEST AIRLINES,B-737-200,D,UNKBS,Unknown bird - small,N,2,5,2011,NA,NA,NA,NA,NA,No Cloud,None,NA
2011-05-24T00:00:00Z,N/A,ZZZZ,UNKNOWN,SOUTHWEST AIRLINES,B-737-700,D,UNKB,Unknown bird,N,2,5,2011,NA,NA,NA,NA,NA,Some Cloud,None,NA
2011-05-24T00:00:00Z,CA,KONT,ONTARIO INTL ARPT,SOUTHWEST AIRLINES,B-737-800,D,UNKB,Unknown bird,N,2,5,2011,NA,NA,7000,250,Climb,No Cloud,None,NA
2011-05-24T00:00:00Z,MO,KMCI,KANSAS CITY INTL,SOUTHWEST AIRLINES,B-737-300,D,O2205,Mourning dove,N,2,5,2011,Day,1125,0,150,Landing Roll,Some Cloud,None,NA
2011-05-24T00:00:00Z,PA,KPIT,PITTSBURGH INTL ARPT,SOUTHWEST AIRLINES,B-737-300,D,ZT001,Eastern meadowlark,N,2,5,2011,Day,1545,0,NA,Take-off run,Some Cloud,None,NA
2011-05-23T00:00:00Z,IL,KMDW,CHICAGO MIDWAY INTL ARPT,SOUTHWEST AIRLINES,B-737-300,D,UNKBS,Unknown bird - small,N,2,5,2011,Day,1211,20,135,Approach,Some Cloud,None,NA
2011-05-23T00:00:00Z,N/A,ZZZZ,UNKNOWN,SOUTHWEST AIRLINES,B-737-700,D,ZS024,Magnolia warbler,N,2,5,2011,NA,NA,NA,NA,NA,NA,NA,NA
2011-05-23T00:00:00Z,IL,KMDW,CHICAGO MIDWAY INTL ARPT,SOUTHWEST AIRLINES,B-737-700,D,NE1,Gulls,N,2,5,2011,Day,1610,100,145,Approach,Some Cloud,None,NA
2011-05-23T00:00:00Z,OH,KCMH,PORT COLUMBUS INTL,SOUTHWEST AIRLINES,B-737-300,D,YI005,Barn swallow,NA,2,5,2011,Day,715,0,NA,Take-off run,Overcast,Rain,NA
2011-05-23T00:00:00Z,WA,KSEA,SEATTLE-TACOMA INTL,SOUTHWEST AIRLINES,B-737-700,D,UNKBM,Unknown bird - medium,N,2,5,2011,Night,2355,200,NA,Approach,No Cloud,None,NA
2011-05-22T00:00:00Z,NY,KALB,ALBANY INTL,SOUTHWEST AIRLINES,B-737-700,D,UNKBM,Unknown bird - medium,N,2,5,2011,Night,2300,2200,210,Approach,Overcast,None,NA
2011-05-22T00:00:00Z,UT,KSLC,SALT LAKE CITY INTL,SOUTHWEST AIRLINES,B-737-300,D,UNKBM,Unknown bird - medium,N,2,5,2011,Night,2243,1000,140,Approach,Some Cloud,Rain,NA
2011-05-22T00:00:00Z,NM,KABQ,ALBUQUERQUE INTL SUNPORT,SOUTHWEST AIRLINES,B-737-700,D,UNKBS,Unknown bird - small,N,2,5,2011,Night,2155,4000,200,Approach,No Cloud,None,NA
2011-05-22T00:00:00Z,PA,KPIT,PITTSBURGH INTL ARPT,SOUTHWEST AIRLINES,B-737-300,D,O2205,Mourning dove,N,2,5,2011,Day,841,0,125,Take-off run,Overcast,None,NA
2011-05-21T00:00:00Z,MN,KMSP,MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN ARPT,SOUTHWEST AIRLINES,B-737-700,D,UNKBM,Unknown bird - medium,N,2,5,2011,Night,35,2500,NA,Approach,Overcast,Rain,NA
2011-05-21T00:00:00Z,NV,KRNO,RENO TAHOE INTL,SOUTHWEST AIRLINES,B-737-700,D,UNKBS,Unknown bird - small,M,2,5,2011,NA,NA,200,140,Approach,Some Cloud,None,NA
2011-05-21T00:00:00Z,CA,KSAN,SAN DIEGO INTL,SOUTHWEST AIRLINES,B-737-700,D,UNKBM,Unknown bird - medium,N,2,5,2011,Night,2225,9500,250,Descent,Some Cloud,None,NA
2011-05-21T00:00:00Z,MN,KMSP,MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN ARPT,SOUTHWEST AIRLINES,B-737-300,D,ZS034,Blackburnian warbler,N,2,5,2011,Night,2300,3000,200,Approach,Some Cloud,None,NA
2011-05-20T00:00:00Z,TX,KHOU,WILLIAM P HOBBY ARPT,SOUTHWEST AIRLINES,B-737-300,D,I1301,Cattle egret,N,2,5,2011,Day,1639,0,134,Take-off run,NA,None,NA
2011-05-20T00:00:00Z,CA,KSAN,SAN DIEGO INTL,SOUTHWEST AIRLINES,B-737-700,D,UNKBS,Unknown bird - small,N,2,5,2011,NA,NA,0,80,Landing Roll,Some Cloud,None,NA
2011-05-20T00:00:00Z,NM,KABQ,ALBUQUERQUE INTL SUNPORT,SOUTHWEST AIRLINES,B-737-300,D,UNKB,Unknown bird,N,2,5,2011,Day,NA,0,NA,Take-off run,No Cloud,None,NA
2011-05-19T00:00:00Z,N/A,ZZZZ,UNKNOWN,SOUTHWEST AIRLINES,B-737-500,D,UNKBS,Unknown bird - small,N,2,5,2011,NA,NA,NA,NA,NA,No Cloud,None,NA
2011-05-19T00:00:00Z,CA,KLAX,LOS ANGELES INTL,SOUTHWEST AIRLINES,B-737-300,D,UNKBS,Unknown bird - small,N,2,5,2011,Day,1220,2500,210,Approach,No Cloud,None,NA
2011-05-18T00:00:00Z,PA,KPHL,PHILADELPHIA INTL,SOUTHWEST AIRLINES,B-737-300,D,ZT101,Red-winged blackbird,N,2,5,2011,Day,715,0,135,Landing Roll,Some Cloud,None,NA
2011-05-18T00:00:00Z,TX,KHOU,WILLIAM P HOBBY ARPT,SOUTHWEST AIRLINES,B-737-700,D,Z6004,Swainson's thrush,N,2,5,2011,Day,1830,6000,250,Approach,Overcast,None,NA
2011-05-17T00:00:00Z,N/A,ZZZZ,UNKNOWN,SOUTHWEST AIRLINES,B-737-300,D,YI001,Purple martin,N,2,5,2011,NA,NA,NA,NA,NA,Some Cloud,None,NA
2011-05-16T00:00:00Z,FL,KMCO,ORLANDO INTL,SOUTHWEST AIRLINES,B-737-300,D,UNKBL,Unknown bird - large,N,2,5,2011,NA,NA,0,NA,Landing Roll,No Cloud,None,NA
2011-05-16T00:00:00Z,KY,KSDF,LOUISVILLE INTL ARPT-STANDIFORD FIELD,SOUTHWEST AIRLINES,B-737-700,D,UNKB,Unknown bird,N,2,5,2011,Day,848,300,135,Approach,Some Cloud,None,NA
2011-05-15T00:00:00Z,FL,KTPA,TAMPA INTL,SOUTHWEST AIRLINES,B-737-700,D,UNKBS,Unknown bird - small,N,2,5,2011,Day,740,800,160,Climb,No Cloud,None,NA
2011-05-15T00:00:00Z,MO,KMCI,KANSAS CITY INTL,SOUTHWEST AIRLINES,B-737-300,D,YL001,European starling,N,2,5,2011,Day,1000,50,145,Climb,Overcast,None,NA
2011-05-15T00:00:00Z,TX,KAUS,AUSTIN-BERGSTROM INTL,SOUTHWEST AIRLINES,B-737-700,D,YI005,Barn swallow,N,2,5,2011,Day,1410,0,135,Landing Roll,Some Cloud,None,NA
2011-05-15T00:00:00Z,TX,KDAL,DALLAS LOVE FIELD ARPT,SOUTHWEST AIRLINES,B-737-300,D,UNKBS,Unknown bird - small,N,2,5,2011,NA,NA,1,100,Approach,No Cloud,None,NA
2011-05-14T00:00:00Z,TX,KDAL,DALLAS LOVE FIELD ARPT,SOUTHWEST AIRLINES,B-737-300,D,ZT1,Blackbirds,N,2,5,2011,Day,930,100,145,Approach,Some Cloud,None,NA
2011-05-13T00:00:00Z,N/A,ZZZZ,UNKNOWN,SOUTHWEST AIRLINES,B-737-700,D,1C2102,Hoary bat,N,2,5,2011,NA,NA,NA,NA,NA,Some Cloud,None,NA
2011-05-13T00:00:00Z,CA,KSNA,JOHN WAYNE-ORANGE COUNTY ARPT,SOUTHWEST AIRLINES,B-737-700,D,UNKBM,Unknown bird - medium,N,2,5,2011,Night,2225,3000,170,Approach,Overcast,None,NA
2011-05-13T00:00:00Z,N/A,ZZZZ,UNKNOWN,SOUTHWEST AIRLINES,B-737-700,D,UNKBM,Unknown bird - medium,N,2,5,2011,NA,NA,NA,NA,NA,NA,NA,NA
2011-05-13T00:00:00Z,N/A,ZZZZ,UNKNOWN,SOUTHWEST AIRLINES,B-737-300,D,UNKBS,Unknown bird - small,N,2,5,2011,NA,NA,NA,NA,NA,Some Cloud,None,NA
2011-05-13T00:00:00Z,AZ,KPHX,PHOENIX SKY HARBOR INTL ARPT,SOUTHWEST AIRLINES,B-737-300,D,UNKBS,Unknown bird - small,N,2,5,2011,Day,1840,700,140,Approach,No Cloud,None,NA
2011-05-12T00:00:00Z,MO,KMCI,KANSAS CITY INTL,SOUTHWEST AIRLINES,B-737-700,D,YL001,European starling,N,2,5,2011,Day,NA,100,155,Climb,No Cloud,None,NA
2011-05-12T00:00:00Z,AZ,KPHX,PHOENIX SKY HARBOR INTL ARPT,SOUTHWEST AIRLINES,B-737-700,D,O22,Doves,N,2,5,2011,Day,800,400,130,Approach,No Cloud,None,NA
2011-05-12T00:00:00Z,NM,KABQ,ALBUQUERQUE INTL SUNPORT,SOUTHWEST AIRLINES,B-737-700,D,ZT1,Blackbirds,N,2,5,2011,Day,1330,150,170,Climb,No Cloud,None,NA
2011-05-12T00:00:00Z,TX,KSAT,SAN ANTONIO INTL,SOUTHWEST AIRLINES,B-737-700,D,UNKB,Unknown bird,N,2,5,2011,Night,2130,3000,200,Approach,No Cloud,None,NA
2011-05-12T00:00:00Z,NE,KOMA,EPPLEY AIRFIELD,SOUTHWEST AIRLINES,B-737-700,D,UNKBS,Unknown bird - small,N,2,5,2011,Night,200,4000,230,Approach,Some Cloud,None,NA
2011-05-12T00:00:00Z,PA,KPHL,PHILADELPHIA INTL,SOUTHWEST AIRLINES,B-737-700,D,UNKBM,Unknown bird - medium,N,2,5,2011,Night,2200,1000,150,Approach,Some Cloud,None,NA
2011-05-12T00:00:00Z,OK,KOKC,WILL ROGERS WORLD ARPT,SOUTHWEST AIRLINES,B-737-300,D,UNKBS,Unknown bird - small,N,2,5,2011,Day,854,1500,135,Approach,Overcast,None,NA
2011-05-11T00:00:00Z,N/A,ZZZZ,UNKNOWN,SOUTHWEST AIRLINES,B-737-700,D,ZV002,Western tanager,N,2,5,2011,NA,NA,NA,NA,NA,No Cloud,None,NA
2011-05-11T00:00:00Z,TX,KAUS,AUSTIN-BERGSTROM INTL,SOUTHWEST AIRLINES,B-737-300,D,UNKBS,Unknown bird - small,N,2,5,2011,Day,830,1500,140,Approach,Some Cloud,None,NA
2011-05-11T00:00:00Z,CA,KBUR,BOB HOPE ARPT,SOUTHWEST AIRLINES,B-737-700,D,UNKBM,Unknown bird - medium,N,2,5,2011,Night,2330,6000,250,Climb,No Cloud,None,NA
2011-05-10T00:00:00Z,IL,KMDW,CHICAGO MIDWAY INTL ARPT,SOUTHWEST AIRLINES,B-737-700,D,NE1,Gulls,N,2,5,2011,Day,1645,1500,150,Approach,No Cloud,None,NA
2011-05-10T00:00:00Z,N/A,ZZZZ,UNKNOWN,SOUTHWEST AIRLINES,B-737-700,D,UNKBS,Unknown bird - small,N,2,5,2011,NA,NA,NA,NA,NA,No Cloud,None,NA
2011-05-10T00:00:00Z,FL,KECP,NORTHWEST FLORIDA BEACHES INTL,SOUTHWEST AIRLINES,B-737-500,D,K33,Hawks,N,2,5,2011,Day,1003,0,110,Take-off run,No Cloud,None,NA
2011-05-09T00:00:00Z,PA,KPHL,PHILADELPHIA INTL,SOUTHWEST AIRLINES,B-737-500,D,YL001,European starling,N,2,5,2011,Day,1234,25,150,Climb,No Cloud,None,NA
2011-05-09T00:00:00Z,N/A,ZZZZ,UNKNOWN,SOUTHWEST AIRLINES,B-737-700,D,UNKB,Unknown bird,N,2,5,2011,NA,NA,NA,NA,NA,NA,NA,NA
2011-05-09T00:00:00Z,MO,KMCI,KANSAS CITY INTL,SOUTHWEST AIRLINES,B-737-300,D,UNKBS,Unknown bird - small,N,2,5,2011,Day,NA,50,140,Approach,Some Cloud,None,NA
2011-05-09T00:00:00Z,N/A,ZZZZ,UNKNOWN,SOUTHWEST AIRLINES,B-737-700,D,Y,Perching birds (y),N,2,5,2011,NA,NA,NA,NA,NA,No Cloud,None,NA
2011-05-08T00:00:00Z,FL,KMCO,ORLANDO INTL,SOUTHWEST AIRLINES,B-737-700,D,K1,New World vultures,N,2,5,2011,Day,1425,2000,180,Approach,No Cloud,None,NA
2011-05-08T00:00:00Z,TX,KHOU,WILLIAM P HOBBY ARPT,SOUTHWEST AIRLINES,B-737-700,D,ZS012,American redstart,M,2,5,2011,Day,NA,2000,140,Approach,No Cloud,None,NA
2011-05-08T00:00:00Z,TX,KHOU,WILLIAM P HOBBY ARPT,SOUTHWEST AIRLINES,B-737-700,D,Z6004,Swainson's thrush,N,2,5,2011,Dusk,1956,6000,210,Approach,No Cloud,None,NA
2011-05-07T00:00:00Z,TX,KAUS,AUSTIN-BERGSTROM INTL,SOUTHWEST AIRLINES,B-737-300,D,UNKBS,Unknown bird - small,N,2,5,2011,Day,1320,30,150,Approach,Some Cloud,None,NA
2011-05-07T00:00:00Z,N/A,ZZZZ,UNKNOWN,SOUTHWEST AIRLINES,B-737-300,D,Z6022,Veery,NA,2,5,2011,NA,NA,NA,NA,NA,Some Cloud,None,NA
2011-05-07T00:00:00Z,IL,KMDW,CHICAGO MIDWAY INTL ARPT,SOUTHWEST AIRLINES,B-737-700,D,UNKBM,Unknown bird - medium,N,2,5,2011,Night,2240,4000,210,Approach,No Cloud,None,NA
2011-05-06T00:00:00Z,N/A,ZZZZ,UNKNOWN,SOUTHWEST AIRLINES,B-737-700,D,UNKBS,Unknown bird - small,NA,2,5,2011,NA,NA,NA,NA,NA,Some Cloud,None,NA
2011-05-06T00:00:00Z,CA,KSMF,SACRAMENTO INTL,SOUTHWEST AIRLINES,B-737-300,D,ZD102,Cedar waxwing,N,2,5,2011,Day,755,400,NA,Approach,No Cloud,None,NA
2011-05-06T00:00:00Z,N/A,ZZZZ,UNKNOWN,SOUTHWEST AIRLINES,B-737-300,D,UNKBS,Unknown bird - small,N,2,5,2011,NA,NA,NA,NA,NA,Some Cloud,None,NA
2011-05-06T00:00:00Z,N/A,ZZZZ,UNKNOWN,SOUTHWEST AIRLINES,B-737-300,D,UNKBS,Unknown bird - small,N,2,5,2011,NA,NA,NA,NA,NA,No Cloud,None,NA
2011-05-06T00:00:00Z,TX,KDAL,DALLAS LOVE FIELD ARPT,SOUTHWEST AIRLINES,B-737-700,D,UNKBS,Unknown bird - small,N,2,5,2011,Night,NA,500,135,Climb,No Cloud,None,NA
2011-05-05T00:00:00Z,TN,KBNA,NASHVILLE INTL,SOUTHWEST AIRLINES,B-737-700,D,UNKB,Unknown bird,N,2,5,2011,Night,2254,4000,230,Approach,No Cloud,None,NA
2011-05-04T00:00:00Z,N/A,ZZZZ,UNKNOWN,SOUTHWEST AIRLINES,B-737-700,D,1C2201,Brazilian free-tailed bat,N,2,5,2011,NA,NA,NA,NA,NA,No Cloud,None,NA
2011-05-04T00:00:00Z,CA,KSMF,SACRAMENTO INTL,SOUTHWEST AIRLINES,B-737-700,D,UNKBS,Unknown bird - small,N,2,5,2011,Night,2155,1000,200,Climb,No Cloud,None,NA
2011-05-04T00:00:00Z,MD,KBWI,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,SOUTHWEST AIRLINES,B-737-700,D,UNKBS,Unknown bird - small,N,2,5,2011,Day,1725,0,110,Landing Roll,Some Cloud,None,NA
2011-05-03T00:00:00Z,N/A,ZZZZ,UNKNOWN,SOUTHWEST AIRLINES,B-737-700,D,UNKB,Unknown bird,N,2,5,2011,NA,NA,NA,NA,NA,Some Cloud,None,NA
2011-05-03T00:00:00Z,N/A,ZZZZ,UNKNOWN,SOUTHWEST AIRLINES,B-737-700,D,UNKBS,Unknown bird - small,N,2,5,2011,NA,NA,NA,NA,NA,No Cloud,None,NA
2011-05-03T00:00:00Z,N/A,ZZZZ,UNKNOWN,SOUTHWEST AIRLINES,B-737-700,D,Z6018,Wood thrush,N,2,5,2011,NA,NA,NA,NA,NA,NA,NA,NA
2011-05-03T00:00:00Z,CT,KBDL,BRADLEY INTL,SOUTHWEST AIRLINES,B-737-700,D,UNKBS,Unknown bird - small,N,2,5,2011,Night,2310,2000,170,Approach,Some Cloud,None,NA
2011-05-02T00:00:00Z,MD,KBWI,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,SOUTHWEST AIRLINES,B-737-300,D,UNKBS,Unknown bird - small,N,2,5,2011,Dusk,1900,200,150,Climb,NA,NA,NA
2011-05-02T00:00:00Z,MD,KBWI,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,SOUTHWEST AIRLINES,B-737-300,D,UNKBM,Unknown bird - medium,N,2,5,2011,Night,2200,4200,230,Approach,No Cloud,None,NA
2011-05-02T00:00:00Z,N/A,ZZZZ,UNKNOWN,SOUTHWEST AIRLINES,B-737-700,D,ZX302,Swamp sparrow,N,2,5,2011,NA,NA,NA,NA,NA,NA,NA,NA
2011-05-02T00:00:00Z,MD,KBWI,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,SOUTHWEST AIRLINES,B-737-500,D,UNKBM,Unknown bird - medium,N,2,5,2011,Night,2045,1000,135,Approach,No Cloud,None,NA
2011-05-02T00:00:00Z,NY,KISP,LONG ISLAND MAC ARTHUR,SOUTHWEST AIRLINES,B-737-500,D,UNKBS,Unknown bird - small,N,2,5,2011,Night,2225,4000,210,Approach,No Cloud,None,NA
2011-05-02T00:00:00Z,N/A,ZZZZ,UNKNOWN,SOUTHWEST AIRLINES,B-737-300,D,UNKB,Unknown bird,N,2,5,2011,NA,NA,NA,NA,NA,No Cloud,None,NA
2011-05-01T00:00:00Z,CA,KSMF,SACRAMENTO INTL,SOUTHWEST AIRLINES,B-737-700,D,ZS013,Orange-crowned warbler,N,2,5,2011,Night,2220,6000,NA,Approach,No Cloud,None,NA
2011-05-01T00:00:00Z,MS,KJAN,JACKSON EVERS INTL,SOUTHWEST AIRLINES,B-737-300,D,UNKBS,Unknown bird - small,N,2,5,2011,Night,2230,200,150,Approach,No Cloud,None,NA
2011-05-01T00:00:00Z,FL,KRSW,SOUTHWEST FLORIDA INTL ARPT,SOUTHWEST AIRLINES,B-737-300,D,UNKBS,Unknown bird - small,N,2,5,2011,Day,1000,5000,210,Approach,Some Cloud,None,NA
2011-05-01T00:00:00Z,IL,KMDW,CHICAGO MIDWAY INTL ARPT,SOUTHWEST AIRLINES,B-737-700,D,UNKBS,Unknown bird - small,N,2,5,2011,Day,1040,300,140,Approach,No Cloud,None,NA
2011-05-01T00:00:00Z,N/A,ZZZZ,UNKNOWN,SOUTHWEST AIRLINES,B-737-700,D,O2205,Mourning dove,N,2,5,2011,NA,NA,NA,NA,NA,Some Cloud,None,NA
2011-05-01T00:00:00Z,TX,KHOU,WILLIAM P HOBBY ARPT,SOUTHWEST AIRLINES,B-737-300,D,UNKBM,Unknown bird - medium,N,2,5,2011,Day,1245,8000,250,Climb,No Cloud,None,NA
2011-05-01T00:00:00Z,N/A,ZZZZ,UNKNOWN,SOUTHWEST AIRLINES,B-737-700,D,UNKB,Unknown bird,N,2,5,2011,NA,NA,NA,NA,NA,NA,NA,NA
2011-05-01T00:00:00Z,CA,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,SOUTHWEST AIRLINES,B-737-700,D,UNKBM,Unknown bird - medium,NA,2,5,2011,Night,NA,10000,220,Climb,No Cloud,None,NA
2011-04-30T00:00:00Z,N/A,ZZZZ,UNKNOWN,SOUTHWEST AIRLINES,B-737-300,D,UNKBS,Unknown bird - small,N,2,4,2011,NA,NA,NA,NA,NA,Overcast,None,NA
2011-04-30T00:00:00Z,FL,KFLL,FORT LAUDERDALE/HOLLYWOOD INTL,SOUTHWEST AIRLINES,B-737-300,D,UNKBS,Unknown bird - small,N,2,4,2011,Night,2040,1500,150,Approach,Some Cloud,None,NA
2011-04-30T00:00:00Z,MO,KMCI,KANSAS CITY INTL,SOUTHWEST AIRLINES,B-737-300,D,UNKBS,Unknown bird - small,N,2,4,2011,Night,15,500,150,Approach,No Cloud,None,NA
2011-04-30T00:00:00Z,IL,KMDW,CHICAGO MIDWAY INTL ARPT,SOUTHWEST AIRLINES,B-737-700,D,UNKBL,Unknown bird - large,N,2,4,2011,Day,1400,2300,170,Approach,No Cloud,None,NA
2011-04-29T00:00:00Z,TX,KDAL,DALLAS LOVE FIELD ARPT,SOUTHWEST AIRLINES,B-737-300,D,UNKBS,Unknown bird - small,N,2,4,2011,Night,2200,4000,230,Climb,No Cloud,None,NA
2011-04-29T00:00:00Z,AL,KBHM,BIRMINGHAM-SHUTTLESWORTH INTL,SOUTHWEST AIRLINES,B-737-500,D,UNKBS,Unknown bird - small,N,2,4,2011,NA,NA,300,140,Approach,No Cloud,None,NA
2011-04-29T00:00:00Z,CA,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,SOUTHWEST AIRLINES,B-737-700,D,N6016,Western sandpiper,N,2,4,2011,Day,1010,0,NA,Landing Roll,No Cloud,None,NA
2011-04-29T00:00:00Z,N/A,ZZZZ,UNKNOWN,SOUTHWEST AIRLINES,B-737-300,D,UNKBM,Unknown bird - medium,M,2,4,2011,NA,NA,NA,NA,NA,No Cloud,None,NA
2011-04-29T00:00:00Z,IL,KMDW,CHICAGO MIDWAY INTL ARPT,SOUTHWEST AIRLINES,B-737-700,D,NE104,Ring-billed gull,N,2,4,2011,Day,857,0,100,Landing Roll,Some Cloud,None,NA
2011-04-28T00:00:00Z,AZ,KPHX,PHOENIX SKY HARBOR INTL ARPT,SOUTHWEST AIRLINES,B-737-300,D,UNKBS,Unknown bird - small,N,2,4,2011,Night,2200,4800,210,Approach,No Cloud,None,NA
2011-04-28T00:00:00Z,OK,KOKC,WILL ROGERS WORLD ARPT,SOUTHWEST AIRLINES,B-737-700,D,UNKBS,Unknown bird - small,N,2,4,2011,Night,2325,1500,165,Approach,No Cloud,None,NA
2011-04-28T00:00:00Z,TN,KBNA,NASHVILLE INTL,SOUTHWEST AIRLINES,B-737-700,D,UNKBS,Unknown bird - small,N,2,4,2011,Day,1126,10,135,Climb,No Cloud,None,NA
2011-04-28T00:00:00Z,N/A,ZZZZ,UNKNOWN,SOUTHWEST AIRLINES,B-737-300,D,UNKBS,Unknown bird - small,N,2,4,2011,NA,NA,NA,NA,NA,Some Cloud,None,NA
2011-04-28T00:00:00Z,FL,KTPA,TAMPA INTL,SOUTHWEST AIRLINES,B-737-300,D,NE1,Gulls,N,2,4,2011,Day,NA,0,100,Landing Roll,Some Cloud,None,NA
2011-04-27T00:00:00Z,TX,KHOU,WILLIAM P HOBBY ARPT,SOUTHWEST AIRLINES,B-737,D,1D2,Rabbits,NA,2,4,2011,Night,2343,0,NA,Take-off run,No Cloud,None,NA
