category,meta_cat,group_num,year,gross_inv
S&L air transportation structures,Air /water /other transportation,14,1993,4676
S&L air transportation structures,Air /water /other transportation,14,1994,3926.999
S&L air transportation structures,Air /water /other transportation,14,1995,3171
S&L air transportation structures,Air /water /other transportation,14,1996,3650
S&L air transportation structures,Air /water /other transportation,14,1997,4394.999
S&L air transportation structures,Air /water /other transportation,14,1998,5006.999
S&L air transportation structures,Air /water /other transportation,14,1999,5751.002
S&L air transportation structures,Air /water /other transportation,14,2000,6849.001
S&L air transportation structures,Air /water /other transportation,14,2001,7689.999999999999
S&L air transportation structures,Air /water /other transportation,14,2002,7850.000000000001
S&L air transportation structures,Air /water /other transportation,14,2003,8356.000000000002
S&L air transportation structures,Air /water /other transportation,14,2004,8529.999
S&L air transportation structures,Air /water /other transportation,14,2005,8272
S&L air transportation structures,Air /water /other transportation,14,2006,8471
S&L air transportation structures,Air /water /other transportation,14,2007,9137.001
S&L air transportation structures,Air /water /other transportation,14,2008,9904.801000000001
S&L air transportation structures,Air /water /other transportation,14,2009,11011.6
S&L air transportation structures,Air /water /other transportation,14,2010,10926.4
S&L air transportation structures,Air /water /other transportation,14,2011,9144.199
S&L air transportation structures,Air /water /other transportation,14,2012,8306
S&L air transportation structures,Air /water /other transportation,14,2013,8084.001
S&L air transportation structures,Air /water /other transportation,14,2014,7994.001
S&L air transportation structures,Air /water /other transportation,14,2015,8365.000000000002
S&L air transportation structures,Air /water /other transportation,14,2016,8361
S&L air transportation structures,Air /water /other transportation,14,2017,8861.001
Private air transportation structures,Air /water /other transportation,14,1947,14
Private air transportation structures,Air /water /other transportation,14,1948,23
Private air transportation structures,Air /water /other transportation,14,1949,27
Private air transportation structures,Air /water /other transportation,14,1950,27
Private air transportation structures,Air /water /other transportation,14,1951,30
Private air transportation structures,Air /water /other transportation,14,1952,28
Private air transportation structures,Air /water /other transportation,14,1953,33.00000000000001
Private air transportation structures,Air /water /other transportation,14,1954,39
Private air transportation structures,Air /water /other transportation,14,1955,34
Private air transportation structures,Air /water /other transportation,14,1956,42
Private air transportation structures,Air /water /other transportation,14,1957,46
Private air transportation structures,Air /water /other transportation,14,1958,58
Private air transportation structures,Air /water /other transportation,14,1959,67
Private air transportation structures,Air /water /other transportation,14,1960,81
Private air transportation structures,Air /water /other transportation,14,1961,77
Private air transportation structures,Air /water /other transportation,14,1962,81
Private air transportation structures,Air /water /other transportation,14,1963,90
Private air transportation structures,Air /water /other transportation,14,1964,88
Private air transportation structures,Air /water /other transportation,14,1965,120
Private air transportation structures,Air /water /other transportation,14,1966,126
Private air transportation structures,Air /water /other transportation,14,1967,126
Private air transportation structures,Air /water /other transportation,14,1968,62
Private air transportation structures,Air /water /other transportation,14,1969,79
Private air transportation structures,Air /water /other transportation,14,1970,85
Private air transportation structures,Air /water /other transportation,14,1971,87
Private air transportation structures,Air /water /other transportation,14,1972,95
Private air transportation structures,Air /water /other transportation,14,1973,110
Private air transportation structures,Air /water /other transportation,14,1974,107
Private air transportation structures,Air /water /other transportation,14,1975,104
Private air transportation structures,Air /water /other transportation,14,1976,122
Private air transportation structures,Air /water /other transportation,14,1977,133
Private air transportation structures,Air /water /other transportation,14,1978,167
Private air transportation structures,Air /water /other transportation,14,1979,200
Private air transportation structures,Air /water /other transportation,14,1980,234
Private air transportation structures,Air /water /other transportation,14,1981,252
Private air transportation structures,Air /water /other transportation,14,1982,306
Private air transportation structures,Air /water /other transportation,14,1983,346
Private air transportation structures,Air /water /other transportation,14,1984,441
Private air transportation structures,Air /water /other transportation,14,1985,525
Private air transportation structures,Air /water /other transportation,14,1986,515
Private air transportation structures,Air /water /other transportation,14,1987,555
Private air transportation structures,Air /water /other transportation,14,1988,636
Private air transportation structures,Air /water /other transportation,14,1989,555
Private air transportation structures,Air /water /other transportation,14,1990,579
Private air transportation structures,Air /water /other transportation,14,1991,542
Private air transportation structures,Air /water /other transportation,14,1992,514.0000000000001
Private air transportation structures,Air /water /other transportation,14,1993,597.0000000000001
Private air transportation structures,Air /water /other transportation,14,1994,644.0000000000001
Private air transportation structures,Air /water /other transportation,14,1995,677
Private air transportation structures,Air /water /other transportation,14,1996,813
Private air transportation structures,Air /water /other transportation,14,1997,886
Private air transportation structures,Air /water /other transportation,14,1998,1078
Private air transportation structures,Air /water /other transportation,14,1999,1095
Private air transportation structures,Air /water /other transportation,14,2000,1792.0000000000002
Private air transportation structures,Air /water /other transportation,14,2001,1986
Private air transportation structures,Air /water /other transportation,14,2002,1281
Private air transportation structures,Air /water /other transportation,14,2003,1012
Private air transportation structures,Air /water /other transportation,14,2004,869
Private air transportation structures,Air /water /other transportation,14,2005,748
Private air transportation structures,Air /water /other transportation,14,2006,719
Private air transportation structures,Air /water /other transportation,14,2007,732
Private air transportation structures,Air /water /other transportation,14,2008,780
Private air transportation structures,Air /water /other transportation,14,2009,518
Private air transportation structures,Air /water /other transportation,14,2010,263
Private air transportation structures,Air /water /other transportation,14,2011,547
Private air transportation structures,Air /water /other transportation,14,2012,1044
Private air transportation structures,Air /water /other transportation,14,2013,921
Private air transportation structures,Air /water /other transportation,14,2014,729
Private air transportation structures,Air /water /other transportation,14,2015,828
Private air transportation structures,Air /water /other transportation,14,2016,2054.0000000000005
Private air transportation structures,Air /water /other transportation,14,2017,3514
S&L water transportation structures,Air /water /other transportation,14,1947,22.105
S&L water transportation structures,Air /water /other transportation,14,1948,31.917999999999996
S&L water transportation structures,Air /water /other transportation,14,1949,42.217
S&L water transportation structures,Air /water /other transportation,14,1950,43.867
S&L water transportation structures,Air /water /other transportation,14,1951,46.301
S&L water transportation structures,Air /water /other transportation,14,1952,36.588
S&L water transportation structures,Air /water /other transportation,14,1953,46.666
S&L water transportation structures,Air /water /other transportation,14,1954,57.51
S&L water transportation structures,Air /water /other transportation,14,1955,69.904
S&L water transportation structures,Air /water /other transportation,14,1956,79.939
S&L water transportation structures,Air /water /other transportation,14,1957,88.584
S&L water transportation structures,Air /water /other transportation,14,1958,97.287
S&L water transportation structures,Air /water /other transportation,14,1959,111.999
S&L water transportation structures,Air /water /other transportation,14,1960,113
S&L water transportation structures,Air /water /other transportation,14,1961,162
S&L water transportation structures,Air /water /other transportation,14,1962,151
S&L water transportation structures,Air /water /other transportation,14,1963,199.00100000000003
S&L water transportation structures,Air /water /other transportation,14,1964,151
S&L water transportation structures,Air /water /other transportation,14,1965,180.99899999999997
S&L water transportation structures,Air /water /other transportation,14,1966,220.99899999999997
S&L water transportation structures,Air /water /other transportation,14,1967,241
S&L water transportation structures,Air /water /other transportation,14,1968,263
S&L water transportation structures,Air /water /other transportation,14,1969,260.998
S&L water transportation structures,Air /water /other transportation,14,1970,239
S&L water transportation structures,Air /water /other transportation,14,1971,184
S&L water transportation structures,Air /water /other transportation,14,1972,201
S&L water transportation structures,Air /water /other transportation,14,1973,216
S&L water transportation structures,Air /water /other transportation,14,1974,251.99899999999997
S&L water transportation structures,Air /water /other transportation,14,1975,329
S&L water transportation structures,Air /water /other transportation,14,1976,309.99899999999997
S&L water transportation structures,Air /water /other transportation,14,1977,277.001
S&L water transportation structures,Air /water /other transportation,14,1978,395.001
S&L water transportation structures,Air /water /other transportation,14,1979,524.001
S&L water transportation structures,Air /water /other transportation,14,1980,678.9990000000001
S&L water transportation structures,Air /water /other transportation,14,1981,669
S&L water transportation structures,Air /water /other transportation,14,1982,607
S&L water transportation structures,Air /water /other transportation,14,1983,564
S&L water transportation structures,Air /water /other transportation,14,1984,520.999
S&L water transportation structures,Air /water /other transportation,14,1985,618
S&L water transportation structures,Air /water /other transportation,14,1986,655
S&L water transportation structures,Air /water /other transportation,14,1987,620.001
S&L water transportation structures,Air /water /other transportation,14,1988,672.9990000000001
S&L water transportation structures,Air /water /other transportation,14,1989,735
S&L water transportation structures,Air /water /other transportation,14,1990,786.9990000000001
S&L water transportation structures,Air /water /other transportation,14,1991,682.0009999999999
S&L water transportation structures,Air /water /other transportation,14,1992,630.0000000000001
S&L water transportation structures,Air /water /other transportation,14,1993,720
S&L water transportation structures,Air /water /other transportation,14,1994,710
S&L water transportation structures,Air /water /other transportation,14,1995,872
S&L water transportation structures,Air /water /other transportation,14,1996,1034
S&L water transportation structures,Air /water /other transportation,14,1997,1018.002
S&L water transportation structures,Air /water /other transportation,14,1998,1095.999
S&L water transportation structures,Air /water /other transportation,14,1999,1182
S&L water transportation structures,Air /water /other transportation,14,2000,2613
S&L water transportation structures,Air /water /other transportation,14,2001,2808.001
S&L water transportation structures,Air /water /other transportation,14,2002,2289.001
S&L water transportation structures,Air /water /other transportation,14,2003,2286
S&L water transportation structures,Air /water /other transportation,14,2004,1438.9980000000003
S&L water transportation structures,Air /water /other transportation,14,2005,1433
S&L water transportation structures,Air /water /other transportation,14,2006,1631.999
S&L water transportation structures,Air /water /other transportation,14,2007,1734.001
S&L water transportation structures,Air /water /other transportation,14,2008,1809.001
S&L water transportation structures,Air /water /other transportation,14,2009,2026
S&L water transportation structures,Air /water /other transportation,14,2010,2034.001
S&L water transportation structures,Air /water /other transportation,14,2011,1957.999
S&L water transportation structures,Air /water /other transportation,14,2012,2012
S&L water transportation structures,Air /water /other transportation,14,2013,2345.999
S&L water transportation structures,Air /water /other transportation,14,2014,2753
S&L water transportation structures,Air /water /other transportation,14,2015,2559.999
S&L water transportation structures,Air /water /other transportation,14,2016,2301.0000000000005
S&L water transportation structures,Air /water /other transportation,14,2017,2419
Private water transportation structures,Air /water /other transportation,14,1947,2
Private water transportation structures,Air /water /other transportation,14,1948,3
Private water transportation structures,Air /water /other transportation,14,1949,4
Private water transportation structures,Air /water /other transportation,14,1950,4
Private water transportation structures,Air /water /other transportation,14,1951,4
Private water transportation structures,Air /water /other transportation,14,1952,4
Private water transportation structures,Air /water /other transportation,14,1953,3.9999999999999996
Private water transportation structures,Air /water /other transportation,14,1954,5
Private water transportation structures,Air /water /other transportation,14,1955,5.000000000000001
Private water transportation structures,Air /water /other transportation,14,1956,6
Private water transportation structures,Air /water /other transportation,14,1957,6
Private water transportation structures,Air /water /other transportation,14,1958,8
Private water transportation structures,Air /water /other transportation,14,1959,9
Private water transportation structures,Air /water /other transportation,14,1960,11
Private water transportation structures,Air /water /other transportation,14,1961,10
Private water transportation structures,Air /water /other transportation,14,1962,11
Private water transportation structures,Air /water /other transportation,14,1963,12
Private water transportation structures,Air /water /other transportation,14,1964,12
Private water transportation structures,Air /water /other transportation,14,1965,16
Private water transportation structures,Air /water /other transportation,14,1966,17
Private water transportation structures,Air /water /other transportation,14,1967,17
Private water transportation structures,Air /water /other transportation,14,1968,8
Private water transportation structures,Air /water /other transportation,14,1969,11
Private water transportation structures,Air /water /other transportation,14,1970,11
Private water transportation structures,Air /water /other transportation,14,1971,12
Private water transportation structures,Air /water /other transportation,14,1972,13
Private water transportation structures,Air /water /other transportation,14,1973,15
Private water transportation structures,Air /water /other transportation,14,1974,14
Private water transportation structures,Air /water /other transportation,14,1975,14
Private water transportation structures,Air /water /other transportation,14,1976,16
Private water transportation structures,Air /water /other transportation,14,1977,18
Private water transportation structures,Air /water /other transportation,14,1978,22
Private water transportation structures,Air /water /other transportation,14,1979,27
Private water transportation structures,Air /water /other transportation,14,1980,31
Private water transportation structures,Air /water /other transportation,14,1981,33.99999999999999
Private water transportation structures,Air /water /other transportation,14,1982,41
Private water transportation structures,Air /water /other transportation,14,1983,46
Private water transportation structures,Air /water /other transportation,14,1984,59
Private water transportation structures,Air /water /other transportation,14,1985,70
Private water transportation structures,Air /water /other transportation,14,1986,69
Private water transportation structures,Air /water /other transportation,14,1987,74
Private water transportation structures,Air /water /other transportation,14,1988,85
Private water transportation structures,Air /water /other transportation,14,1989,74
Private water transportation structures,Air /water /other transportation,14,1990,77
Private water transportation structures,Air /water /other transportation,14,1991,72
Private water transportation structures,Air /water /other transportation,14,1992,69.00000000000001
Private water transportation structures,Air /water /other transportation,14,1993,80
Private water transportation structures,Air /water /other transportation,14,1994,86
Private water transportation structures,Air /water /other transportation,14,1995,90
Private water transportation structures,Air /water /other transportation,14,1996,145
Private water transportation structures,Air /water /other transportation,14,1997,122.00000000000001
Private water transportation structures,Air /water /other transportation,14,1998,84
Private water transportation structures,Air /water /other transportation,14,1999,251
Private water transportation structures,Air /water /other transportation,14,2000,165
Private water transportation structures,Air /water /other transportation,14,2001,179
Private water transportation structures,Air /water /other transportation,14,2002,164
Private water transportation structures,Air /water /other transportation,14,2003,93
Private water transportation structures,Air /water /other transportation,14,2004,170
Private water transportation structures,Air /water /other transportation,14,2005,161.00000000000003
Private water transportation structures,Air /water /other transportation,14,2006,170
Private water transportation structures,Air /water /other transportation,14,2007,269
Private water transportation structures,Air /water /other transportation,14,2008,138
Private water transportation structures,Air /water /other transportation,14,2009,59
Private water transportation structures,Air /water /other transportation,14,2010,133
Private water transportation structures,Air /water /other transportation,14,2011,58
Private water transportation structures,Air /water /other transportation,14,2012,29
Private water transportation structures,Air /water /other transportation,14,2013,120
Private water transportation structures,Air /water /other transportation,14,2014,387
Private water transportation structures,Air /water /other transportation,14,2015,267
Private water transportation structures,Air /water /other transportation,14,2016,113
Private water transportation structures,Air /water /other transportation,14,2017,303
Private other railroad/track replacement structures,Air /water /other transportation,14,1947,764
Private other railroad/track replacement structures,Air /water /other transportation,14,1948,861
Private other railroad/track replacement structures,Air /water /other transportation,14,1949,817
Private other railroad/track replacement structures,Air /water /other transportation,14,1950,769.0000000000001
Private other railroad/track replacement structures,Air /water /other transportation,14,1951,882
Private other railroad/track replacement structures,Air /water /other transportation,14,1952,1029
Private other railroad/track replacement structures,Air /water /other transportation,14,1953,1030
Private other railroad/track replacement structures,Air /water /other transportation,14,1954,832
Private other railroad/track replacement structures,Air /water /other transportation,14,1955,830
Private other railroad/track replacement structures,Air /water /other transportation,14,1956,893
Private other railroad/track replacement structures,Air /water /other transportation,14,1957,875
Private other railroad/track replacement structures,Air /water /other transportation,14,1958,645
Private other railroad/track replacement structures,Air /water /other transportation,14,1959,586
Private other railroad/track replacement structures,Air /water /other transportation,14,1960,591
Private other railroad/track replacement structures,Air /water /other transportation,14,1961,488
Private other railroad/track replacement structures,Air /water /other transportation,14,1962,495
Private other railroad/track replacement structures,Air /water /other transportation,14,1963,536
Private other railroad/track replacement structures,Air /water /other transportation,14,1964,581
Private other railroad/track replacement structures,Air /water /other transportation,14,1965,644
Private other railroad/track replacement structures,Air /water /other transportation,14,1966,762
Private other railroad/track replacement structures,Air /water /other transportation,14,1967,715
Private other railroad/track replacement structures,Air /water /other transportation,14,1968,884
Private other railroad/track replacement structures,Air /water /other transportation,14,1969,951
Private other railroad/track replacement structures,Air /water /other transportation,14,1970,843.0000000000001
Private other railroad/track replacement structures,Air /water /other transportation,14,1971,935
Private other railroad/track replacement structures,Air /water /other transportation,14,1972,1035.0000000000002
Private other railroad/track replacement structures,Air /water /other transportation,14,1973,1145
Private other railroad/track replacement structures,Air /water /other transportation,14,1974,1424
Private other railroad/track replacement structures,Air /water /other transportation,14,1975,1393
Private other railroad/track replacement structures,Air /water /other transportation,14,1976,1838
Private other railroad/track replacement structures,Air /water /other transportation,14,1977,2173
Private other railroad/track replacement structures,Air /water /other transportation,14,1978,2650
Private other railroad/track replacement structures,Air /water /other transportation,14,1979,2883
Private other railroad/track replacement structures,Air /water /other transportation,14,1980,2909
Private other railroad/track replacement structures,Air /water /other transportation,14,1981,3041
Private other railroad/track replacement structures,Air /water /other transportation,14,1982,2910
Private other railroad/track replacement structures,Air /water /other transportation,14,1983,2914
Private other railroad/track replacement structures,Air /water /other transportation,14,1984,3470
Private other railroad/track replacement structures,Air /water /other transportation,14,1985,4002
Private other railroad/track replacement structures,Air /water /other transportation,14,1986,2843
Private other railroad/track replacement structures,Air /water /other transportation,14,1987,2400.9999999999995
Private other railroad/track replacement structures,Air /water /other transportation,14,1988,2337
Private other railroad/track replacement structures,Air /water /other transportation,14,1989,2596
Private other railroad/track replacement structures,Air /water /other transportation,14,1990,2530
Private other railroad/track replacement structures,Air /water /other transportation,14,1991,2340
Private other railroad/track replacement structures,Air /water /other transportation,14,1992,2799
Private other railroad/track replacement structures,Air /water /other transportation,14,1993,2990
Private other railroad/track replacement structures,Air /water /other transportation,14,1994,3224
Private other railroad/track replacement structures,Air /water /other transportation,14,1995,3394
Private other railroad/track replacement structures,Air /water /other transportation,14,1996,4299
Private other railroad/track replacement structures,Air /water /other transportation,14,1997,4903
Private other railroad/track replacement structures,Air /water /other transportation,14,1998,5623
Private other railroad/track replacement structures,Air /water /other transportation,14,1999,4555
Private other railroad/track replacement structures,Air /water /other transportation,14,2000,4156
Private other railroad/track replacement structures,Air /water /other transportation,14,2001,4430.999999999999
Private other railroad/track replacement structures,Air /water /other transportation,14,2002,4477
Private other railroad/track replacement structures,Air /water /other transportation,14,2003,4727
Private other railroad/track replacement structures,Air /water /other transportation,14,2004,5305
Private other railroad/track replacement structures,Air /water /other transportation,14,2005,5771
Private other railroad/track replacement structures,Air /water /other transportation,14,2006,7243
Private other railroad/track replacement structures,Air /water /other transportation,14,2007,7277
Private other railroad/track replacement structures,Air /water /other transportation,14,2008,8226
Private other railroad/track replacement structures,Air /water /other transportation,14,2009,7897
Private other railroad/track replacement structures,Air /water /other transportation,14,2010,8831
Private other railroad/track replacement structures,Air /water /other transportation,14,2011,8420
Private other railroad/track replacement structures,Air /water /other transportation,14,2012,9159
Private other railroad/track replacement structures,Air /water /other transportation,14,2013,9165
Private other railroad/track replacement structures,Air /water /other transportation,14,2014,10124
Private other railroad/track replacement structures,Air /water /other transportation,14,2015,11549
Private other railroad/track replacement structures,Air /water /other transportation,14,2016,9777
Private other railroad/track replacement structures,Air /water /other transportation,14,2017,9952
Other federal structures,Air /water /other transportation,14,1947,29
Other federal structures,Air /water /other transportation,14,1948,43
Other federal structures,Air /water /other transportation,14,1949,51
Other federal structures,Air /water /other transportation,14,1950,55.00000000000001
Other federal structures,Air /water /other transportation,14,1951,58
Other federal structures,Air /water /other transportation,14,1952,66
Other federal structures,Air /water /other transportation,14,1953,70
Other federal structures,Air /water /other transportation,14,1954,62
Other federal structures,Air /water /other transportation,14,1955,52
Other federal structures,Air /water /other transportation,14,1956,56
Other federal structures,Air /water /other transportation,14,1957,66
Other federal structures,Air /water /other transportation,14,1958,76
Other federal structures,Air /water /other transportation,14,1959,78
Other federal structures,Air /water /other transportation,14,1960,80
Other federal structures,Air /water /other transportation,14,1961,94
Other federal structures,Air /water /other transportation,14,1962,100
Other federal structures,Air /water /other transportation,14,1963,109
Other federal structures,Air /water /other transportation,14,1964,113
Other federal structures,Air /water /other transportation,14,1965,124.00000000000001
Other federal structures,Air /water /other transportation,14,1966,133
Other federal structures,Air /water /other transportation,14,1967,97
Other federal structures,Air /water /other transportation,14,1968,83
Other federal structures,Air /water /other transportation,14,1969,61
Other federal structures,Air /water /other transportation,14,1970,57
Other federal structures,Air /water /other transportation,14,1971,77
Other federal structures,Air /water /other transportation,14,1972,89
Other federal structures,Air /water /other transportation,14,1973,111
Other federal structures,Air /water /other transportation,14,1974,116
Other federal structures,Air /water /other transportation,14,1975,119
Other federal structures,Air /water /other transportation,14,1976,131
Other federal structures,Air /water /other transportation,14,1977,139
Other federal structures,Air /water /other transportation,14,1978,145
Other federal structures,Air /water /other transportation,14,1979,150
Other federal structures,Air /water /other transportation,14,1980,164
Other federal structures,Air /water /other transportation,14,1981,149.99999999999997
Other federal structures,Air /water /other transportation,14,1982,113
Other federal structures,Air /water /other transportation,14,1983,126
Other federal structures,Air /water /other transportation,14,1984,75
Other federal structures,Air /water /other transportation,14,1985,146
Other federal structures,Air /water /other transportation,14,1986,93
Other federal structures,Air /water /other transportation,14,1987,111
Other federal structures,Air /water /other transportation,14,1988,206
Other federal structures,Air /water /other transportation,14,1989,188
Other federal structures,Air /water /other transportation,14,1990,160
Other federal structures,Air /water /other transportation,14,1991,231
Other federal structures,Air /water /other transportation,14,1992,216
Other federal structures,Air /water /other transportation,14,1993,210
Other federal structures,Air /water /other transportation,14,1994,232
Other federal structures,Air /water /other transportation,14,1995,249
Other federal structures,Air /water /other transportation,14,1996,335
Other federal structures,Air /water /other transportation,14,1997,377
Other federal structures,Air /water /other transportation,14,1998,368
Other federal structures,Air /water /other transportation,14,1999,388
Other federal structures,Air /water /other transportation,14,2000,383
Other federal structures,Air /water /other transportation,14,2001,408
Other federal structures,Air /water /other transportation,14,2002,610
Other federal structures,Air /water /other transportation,14,2003,325.99999999999994
Other federal structures,Air /water /other transportation,14,2004,399
Other federal structures,Air /water /other transportation,14,2005,241
Other federal structures,Air /water /other transportation,14,2006,181
Other federal structures,Air /water /other transportation,14,2007,290
Other federal structures,Air /water /other transportation,14,2008,302
Other federal structures,Air /water /other transportation,14,2009,318.00000000000006
Other federal structures,Air /water /other transportation,14,2010,288
Other federal structures,Air /water /other transportation,14,2011,374
Other federal structures,Air /water /other transportation,14,2012,241
Other federal structures,Air /water /other transportation,14,2013,254
Other federal structures,Air /water /other transportation,14,2014,211
Other federal structures,Air /water /other transportation,14,2015,333
Other federal structures,Air /water /other transportation,14,2016,431
Other federal structures,Air /water /other transportation,14,2017,286
Private other land structures,Air /water /other transportation,14,1947,3
Private other land structures,Air /water /other transportation,14,1948,5
Private other land structures,Air /water /other transportation,14,1949,5
Private other land structures,Air /water /other transportation,14,1950,5
Private other land structures,Air /water /other transportation,14,1951,6
Private other land structures,Air /water /other transportation,14,1952,6
Private other land structures,Air /water /other transportation,14,1953,7
Private other land structures,Air /water /other transportation,14,1954,8
Private other land structures,Air /water /other transportation,14,1955,7
Private other land structures,Air /water /other transportation,14,1956,8
Private other land structures,Air /water /other transportation,14,1957,9
Private other land structures,Air /water /other transportation,14,1958,12
Private other land structures,Air /water /other transportation,14,1959,13
Private other land structures,Air /water /other transportation,14,1960,16
Private other land structures,Air /water /other transportation,14,1961,15
Private other land structures,Air /water /other transportation,14,1962,16
Private other land structures,Air /water /other transportation,14,1963,18
Private other land structures,Air /water /other transportation,14,1964,18
Private other land structures,Air /water /other transportation,14,1965,24
Private other land structures,Air /water /other transportation,14,1966,25
Private other land structures,Air /water /other transportation,14,1967,25
Private other land structures,Air /water /other transportation,14,1968,12
Private other land structures,Air /water /other transportation,14,1969,16
Private other land structures,Air /water /other transportation,14,1970,17
Private other land structures,Air /water /other transportation,14,1971,17
Private other land structures,Air /water /other transportation,14,1972,19
Private other land structures,Air /water /other transportation,14,1973,22
Private other land structures,Air /water /other transportation,14,1974,21
Private other land structures,Air /water /other transportation,14,1975,21
Private other land structures,Air /water /other transportation,14,1976,24
Private other land structures,Air /water /other transportation,14,1977,27
Private other land structures,Air /water /other transportation,14,1978,33
Private other land structures,Air /water /other transportation,14,1979,40
Private other land structures,Air /water /other transportation,14,1980,47
Private other land structures,Air /water /other transportation,14,1981,50
Private other land structures,Air /water /other transportation,14,1982,61
Private other land structures,Air /water /other transportation,14,1983,69
Private other land structures,Air /water /other transportation,14,1984,88
Private other land structures,Air /water /other transportation,14,1985,105
Private other land structures,Air /water /other transportation,14,1986,103.00000000000001
Private other land structures,Air /water /other transportation,14,1987,111
Private other land structures,Air /water /other transportation,14,1988,127
Private other land structures,Air /water /other transportation,14,1989,111
Private other land structures,Air /water /other transportation,14,1990,116
Private other land structures,Air /water /other transportation,14,1991,108
Private other land structures,Air /water /other transportation,14,1992,103
Private other land structures,Air /water /other transportation,14,1993,119
Private other land structures,Air /water /other transportation,14,1994,129
Private other land structures,Air /water /other transportation,14,1995,135
Private other land structures,Air /water /other transportation,14,1996,77
Private other land structures,Air /water /other transportation,14,1997,172
Private other land structures,Air /water /other transportation,14,1998,292
Private other land structures,Air /water /other transportation,14,1999,440.99999999999994
Private other land structures,Air /water /other transportation,14,2000,610
Private other land structures,Air /water /other transportation,14,2001,410
Private other land structures,Air /water /other transportation,14,2002,741
Private other land structures,Air /water /other transportation,14,2003,611
Private other land structures,Air /water /other transportation,14,2004,408
Private other land structures,Air /water /other transportation,14,2005,398
Private other land structures,Air /water /other transportation,14,2006,451
Private other land structures,Air /water /other transportation,14,2007,584.9999999999999
Private other land structures,Air /water /other transportation,14,2008,643
Private other land structures,Air /water /other transportation,14,2009,442
Private other land structures,Air /water /other transportation,14,2010,530
Private other land structures,Air /water /other transportation,14,2011,398
Private other land structures,Air /water /other transportation,14,2012,531
Private other land structures,Air /water /other transportation,14,2013,717
Private other land structures,Air /water /other transportation,14,2014,811
Private other land structures,Air /water /other transportation,14,2015,828
Private other land structures,Air /water /other transportation,14,2016,1004
Private other land structures,Air /water /other transportation,14,2017,876
Transit,Air /water /other transportation,14,1947,-175.91400000000002
Transit,Air /water /other transportation,14,1948,85.81
Transit,Air /water /other transportation,14,1949,72.314
Transit,Air /water /other transportation,14,1950,53.602999999999994
Transit,Air /water /other transportation,14,1951,76.191
Transit,Air /water /other transportation,14,1952,66.115
Transit,Air /water /other transportation,14,1953,67.693
Transit,Air /water /other transportation,14,1954,70.477
Transit,Air /water /other transportation,14,1955,73.45800000000001
Transit,Air /water /other transportation,14,1956,76.51
Transit,Air /water /other transportation,14,1957,79.335
Transit,Air /water /other transportation,14,1958,-59.67799999999999
Transit,Air /water /other transportation,14,1959,81.97
Transit,Air /water /other transportation,14,1960,100.72
Transit,Air /water /other transportation,14,1961,74.7
Transit,Air /water /other transportation,14,1962,72.928
Transit,Air /water /other transportation,14,1963,153.629
Transit,Air /water /other transportation,14,1964,170.88
Transit,Air /water /other transportation,14,1965,207.88
Transit,Air /water /other transportation,14,1966,349.63
Transit,Air /water /other transportation,14,1967,493.135
Transit,Air /water /other transportation,14,1968,589.9750000000001
Transit,Air /water /other transportation,14,1969,646.966
Transit,Air /water /other transportation,14,1970,569.5360000000001
Transit,Air /water /other transportation,14,1971,519.364
Transit,Air /water /other transportation,14,1972,821.6059999999999
Transit,Air /water /other transportation,14,1973,938.982
Transit,Air /water /other transportation,14,1974,1183.7090000000003
Transit,Air /water /other transportation,14,1975,1278.1499999999999
Transit,Air /water /other transportation,14,1976,1535.2
Transit,Air /water /other transportation,14,1977,1497.1660000000002
Transit,Air /water /other transportation,14,1978,1520.9679999999998
Transit,Air /water /other transportation,14,1979,1720.1909999999998
Transit,Air /water /other transportation,14,1980,2282.797
Transit,Air /water /other transportation,14,1981,2722.5809999999997
Transit,Air /water /other transportation,14,1982,3206.9429999999993
Transit,Air /water /other transportation,14,1983,3565.473
Transit,Air /water /other transportation,14,1984,3685.538
Transit,Air /water /other transportation,14,1985,3656.196
Transit,Air /water /other transportation,14,1986,3812.1469999999995
Transit,Air /water /other transportation,14,1987,3930.725
Transit,Air /water /other transportation,14,1988,4055.6240000000003
Transit,Air /water /other transportation,14,1989,4675.089000000002
Transit,Air /water /other transportation,14,1990,5294.374999999999
Transit,Air /water /other transportation,14,1991,5375.771
Transit,Air /water /other transportation,14,1992,5208.017
Transit,Air /water /other transportation,14,1993,5760.216000000001
Transit,Air /water /other transportation,14,1994,6649.816000000001
Transit,Air /water /other transportation,14,1995,6977.937999999999
Transit,Air /water /other transportation,14,1996,6829.568000000002
Transit,Air /water /other transportation,14,1997,6717.670999999999
Transit,Air /water /other transportation,14,1998,6302.4540000000015
Transit,Air /water /other transportation,14,1999,6874.564000000001
Transit,Air /water /other transportation,14,2000,7256.142
Transit,Air /water /other transportation,14,2001,7808.069
Transit,Air /water /other transportation,14,2002,9846.312
Transit,Air /water /other transportation,14,2003,11504.188
Transit,Air /water /other transportation,14,2004,11337.768999999998
Transit,Air /water /other transportation,14,2005,10418.237000000001
Transit,Air /water /other transportation,14,2006,10401.480000000001
Transit,Air /water /other transportation,14,2007,10839.613000000001
Transit,Air /water /other transportation,14,2008,11793.562999999998
Transit,Air /water /other transportation,14,2009,12462.104000000003
Transit,Air /water /other transportation,14,2010,12406.892999999998
