category,meta_cat,group_num,year,gross_inv_chain
Other federal,Transportation,12,1965,1387.445
Other federal,Transportation,12,1966,1384.568
Other federal,Transportation,12,1967,946.61
Other federal,Transportation,12,1968,769.579
Other federal,Transportation,12,1969,522.363
Other federal,Transportation,12,1970,419.189
Other federal,Transportation,12,1971,533.279
Other federal,Transportation,12,1972,604.416
Other federal,Transportation,12,1973,703.136
Other federal,Transportation,12,1974,552.761
Other federal,Transportation,12,1975,517.829
Other federal,Transportation,12,1976,614.695
Other federal,Transportation,12,1977,664.78
Other federal,Transportation,12,1978,711.629
Other federal,Transportation,12,1979,684.091
Other federal,Transportation,12,1980,641.98
Other federal,Transportation,12,1981,492.507
Other federal,Transportation,12,1982,341.282
Other federal,Transportation,12,1983,391.071
Other federal,Transportation,12,1984,245.315
Other federal,Transportation,12,1985,480.211
Other federal,Transportation,12,1986,298.008
Other federal,Transportation,12,1987,337.214
Other federal,Transportation,12,1988,603.444
Other federal,Transportation,12,1989,529.338
Other federal,Transportation,12,1990,419.109
Other federal,Transportation,12,1991,574.602
Other federal,Transportation,12,1992,542.149
Other federal,Transportation,12,1993,536.442
Other federal,Transportation,12,1994,605.351
Other federal,Transportation,12,1995,618.632
Other federal,Transportation,12,1996,786.638
Other federal,Transportation,12,1997,838.285
Other federal,Transportation,12,1998,802.525
Other federal,Transportation,12,1999,818.332
Other federal,Transportation,12,2000,768.638
Other federal,Transportation,12,2001,790.012
Other federal,Transportation,12,2002,1149.834
Other federal,Transportation,12,2003,604.264
Other federal,Transportation,12,2004,705.354
Other federal,Transportation,12,2005,376.589
Other federal,Transportation,12,2006,254.088
Other federal,Transportation,12,2007,359.381
Other federal,Transportation,12,2008,344.064
Other federal,Transportation,12,2009,355.328
Other federal,Transportation,12,2010,317.522
Other federal,Transportation,12,2011,393.404
Other federal,Transportation,12,2012,241
Other federal,Transportation,12,2013,247.835
Other federal,Transportation,12,2014,203.501
Other federal,Transportation,12,2015,320.923
Other federal,Transportation,12,2016,414.065
Other federal,Transportation,12,2017,266.38
Other private,Transportation,12,1947,34
Other private,Transportation,12,1948,52
Other private,Transportation,12,1949,62
Other private,Transportation,12,1950,61
Other private,Transportation,12,1951,61
Other private,Transportation,12,1952,56
Other private,Transportation,12,1953,65
Other private,Transportation,12,1954,79
Other private,Transportation,12,1955,66
Other private,Transportation,12,1956,75
Other private,Transportation,12,1957,81
Other private,Transportation,12,1958,103
Other private,Transportation,12,1959,121
Other private,Transportation,12,1960,146
Other private,Transportation,12,1961,140
Other private,Transportation,12,1962,144
Other private,Transportation,12,1963,157
Other private,Transportation,12,1964,152
Other private,Transportation,12,1965,200
Other private,Transportation,12,1966,203
Other private,Transportation,12,1967,196
Other private,Transportation,12,1968,92
Other private,Transportation,12,1969,108
Other private,Transportation,12,1970,109
Other private,Transportation,12,1971,104
Other private,Transportation,12,1972,105
Other private,Transportation,12,1973,112
Other private,Transportation,12,1974,97
Other private,Transportation,12,1975,85
Other private,Transportation,12,1976,96
Other private,Transportation,12,1977,99
Other private,Transportation,12,1978,115
Other private,Transportation,12,1979,124
Other private,Transportation,12,1980,130
Other private,Transportation,12,1981,128
Other private,Transportation,12,1982,146
Other private,Transportation,12,1983,161
Other private,Transportation,12,1984,198
Other private,Transportation,12,1985,229
Other private,Transportation,12,1986,217
Other private,Transportation,12,1987,226
Other private,Transportation,12,1988,251
Other private,Transportation,12,1989,212
Other private,Transportation,12,1990,214
Other private,Transportation,12,1991,197
Other private,Transportation,12,1992,185
Other private,Transportation,12,1993,209
Other private,Transportation,12,1994,218
Other private,Transportation,12,1995,220
Other private,Transportation,12,1996,122
Other private,Transportation,12,1997,265
Other private,Transportation,12,1998,435
Other private,Transportation,12,1999,630
Other private,Transportation,12,2000,835
Other private,Transportation,12,2001,537
Other private,Transportation,12,2002,953
Other private,Transportation,12,2003,763
Other private,Transportation,12,2004,481
Other private,Transportation,12,2005,433
Other private,Transportation,12,2006,452
Other private,Transportation,12,2007,560
Other private,Transportation,12,2008,602
Other private,Transportation,12,2009,432
Other private,Transportation,12,2010,543
Other private,Transportation,12,2011,404
Other private,Transportation,12,2012,531
Other private,Transportation,12,2013,686
Other private,Transportation,12,2014,734
Other private,Transportation,12,2015,724
Other private,Transportation,12,2016,841
Other private,Transportation,12,2017,701
Federal,Highways and streets,13,1947,473.989
Federal,Highways and streets,13,1948,635.005
Federal,Highways and streets,13,1949,935.001
Federal,Highways and streets,13,1950,1054.191
Federal,Highways and streets,13,1951,807.845
Federal,Highways and streets,13,1952,785.763
Federal,Highways and streets,13,1953,787.562
Federal,Highways and streets,13,1954,731.402
Federal,Highways and streets,13,1955,616.03
Federal,Highways and streets,13,1956,651.629
Federal,Highways and streets,13,1957,730.182
Federal,Highways and streets,13,1958,877.982
Federal,Highways and streets,13,1959,1050.309
Federal,Highways and streets,13,1960,1229.079
Federal,Highways and streets,13,1961,1383.354
Federal,Highways and streets,13,1962,1518.833
Federal,Highways and streets,13,1963,1618.475
Federal,Highways and streets,13,1964,1762.707
Federal,Highways and streets,13,1965,1828.005
Federal,Highways and streets,13,1966,1798.572
Federal,Highways and streets,13,1967,1182.708
Federal,Highways and streets,13,1968,1016.793
Federal,Highways and streets,13,1969,842.489
Federal,Highways and streets,13,1970,588.614
Federal,Highways and streets,13,1971,691.418
Federal,Highways and streets,13,1972,754.782
Federal,Highways and streets,13,1973,828.428
Federal,Highways and streets,13,1974,641.467
Federal,Highways and streets,13,1975,665.236
Federal,Highways and streets,13,1976,804.838
Federal,Highways and streets,13,1977,877.082
Federal,Highways and streets,13,1978,958.345
Federal,Highways and streets,13,1979,938.142
Federal,Highways and streets,13,1980,622.13
Federal,Highways and streets,13,1981,576.49
Federal,Highways and streets,13,1982,409.86
Federal,Highways and streets,13,1983,460.083
Federal,Highways and streets,13,1984,372.649
Federal,Highways and streets,13,1985,584.762
Federal,Highways and streets,13,1986,423.128
Federal,Highways and streets,13,1987,523.555
Federal,Highways and streets,13,1988,654.566
Federal,Highways and streets,13,1989,602.698
Federal,Highways and streets,13,1990,820.347
Federal,Highways and streets,13,1991,1042.578
Federal,Highways and streets,13,1992,1026.844
Federal,Highways and streets,13,1993,1065.784
Federal,Highways and streets,13,1994,1060.063
Federal,Highways and streets,13,1995,1110.46
Federal,Highways and streets,13,1996,1154.547
Federal,Highways and streets,13,1997,1093.818
Federal,Highways and streets,13,1998,999.743
Federal,Highways and streets,13,1999,924.633
Federal,Highways and streets,13,2000,1151.042
Federal,Highways and streets,13,2001,1054.949
Federal,Highways and streets,13,2002,1068.455
Federal,Highways and streets,13,2003,1059.642
Federal,Highways and streets,13,2004,1288.018
Federal,Highways and streets,13,2005,838.812
Federal,Highways and streets,13,2006,695.879
Federal,Highways and streets,13,2007,837.827
Federal,Highways and streets,13,2008,679.875
Federal,Highways and streets,13,2009,634.559
Federal,Highways and streets,13,2010,961.767
Federal,Highways and streets,13,2011,612.893
Federal,Highways and streets,13,2012,496
Federal,Highways and streets,13,2013,557.351
Federal,Highways and streets,13,2014,405.864
Federal,Highways and streets,13,2015,426.597
Federal,Highways and streets,13,2016,569.261
Federal,Highways and streets,13,2017,774.978
S&L,Highways and streets,13,1947,19721.152
S&L,Highways and streets,13,1948,21900.26
S&L,Highways and streets,13,1949,27641.634
S&L,Highways and streets,13,1950,32780.043
S&L,Highways and streets,13,1951,29677.613
S&L,Highways and streets,13,1952,32523.758
S&L,Highways and streets,13,1953,38199.038
S&L,Highways and streets,13,1954,49566.091
S&L,Highways and streets,13,1955,53901.045
S&L,Highways and streets,13,1956,54734.554
S&L,Highways and streets,13,1957,58314.571
S&L,Highways and streets,13,1958,67001.817
S&L,Highways and streets,13,1959,70702.834
S&L,Highways and streets,13,1960,68731.523
S&L,Highways and streets,13,1961,73908.531
S&L,Highways and streets,13,1962,77858.59
S&L,Highways and streets,13,1963,84129.49
S&L,Highways and streets,13,1964,83976.829
S&L,Highways and streets,13,1965,86972.466
S&L,Highways and streets,13,1966,91819.596
S&L,Highways and streets,13,1967,90708.777
S&L,Highways and streets,13,1968,92960.702
S&L,Highways and streets,13,1969,87080.656
S&L,Highways and streets,13,1970,84141.439
S&L,Highways and streets,13,1971,83326.51
S&L,Highways and streets,13,1972,78089.631
S&L,Highways and streets,13,1973,71988.851
S&L,Highways and streets,13,1974,63400.542
S&L,Highways and streets,13,1975,62706.073
S&L,Highways and streets,13,1976,60035.393
S&L,Highways and streets,13,1977,60720.241
S&L,Highways and streets,13,1978,68441.107
S&L,Highways and streets,13,1979,76047.114
S&L,Highways and streets,13,1980,70051.372
S&L,Highways and streets,13,1981,59500.623
S&L,Highways and streets,13,1982,51851.436
S&L,Highways and streets,13,1983,55314.377
S&L,Highways and streets,13,1984,68889.997
S&L,Highways and streets,13,1985,75592.203
S&L,Highways and streets,13,1986,77536.357
S&L,Highways and streets,13,1987,78309.875
S&L,Highways and streets,13,1988,82738.861
S&L,Highways and streets,13,1989,81701.158
S&L,Highways and streets,13,1990,87972.281
S&L,Highways and streets,13,1991,87204.143
S&L,Highways and streets,13,1992,87450.819
S&L,Highways and streets,13,1993,90847.152
S&L,Highways and streets,13,1994,95992.869
S&L,Highways and streets,13,1995,91881.144
S&L,Highways and streets,13,1996,92067.67
S&L,Highways and streets,13,1997,93985.047
S&L,Highways and streets,13,1998,98904.812
S&L,Highways and streets,13,1999,103880.048
S&L,Highways and streets,13,2000,106545.026
S&L,Highways and streets,13,2001,111631.372
S&L,Highways and streets,13,2002,111886.026
S&L,Highways and streets,13,2003,108108.346
S&L,Highways and streets,13,2004,107969.498
S&L,Highways and streets,13,2005,104491.14
S&L,Highways and streets,13,2006,102989.612
S&L,Highways and streets,13,2007,95958.059
S&L,Highways and streets,13,2008,90060.561
S&L,Highways and streets,13,2009,91110.297
S&L,Highways and streets,13,2010,89675.225
S&L,Highways and streets,13,2011,86298.196
S&L,Highways and streets,13,2012,82635.001
S&L,Highways and streets,13,2013,78740.416
S&L,Highways and streets,13,2014,79897.97
S&L,Highways and streets,13,2015,84332.356
S&L,Highways and streets,13,2016,86874.879
S&L,Highways and streets,13,2017,84553.548
S&L air transportation structures,Air /water /other transportation,14,1947,560.253
S&L air transportation structures,Air /water /other transportation,14,1948,720.519
S&L air transportation structures,Air /water /other transportation,14,1949,954.585
S&L air transportation structures,Air /water /other transportation,14,1950,1072.865
S&L air transportation structures,Air /water /other transportation,14,1951,986.471
S&L air transportation structures,Air /water /other transportation,14,1952,741.451
S&L air transportation structures,Air /water /other transportation,14,1953,952.432
S&L air transportation structures,Air /water /other transportation,14,1954,1222.126
S&L air transportation structures,Air /water /other transportation,14,1955,1506.092
S&L air transportation structures,Air /water /other transportation,14,1956,1558.281
S&L air transportation structures,Air /water /other transportation,14,1957,1637.219
S&L air transportation structures,Air /water /other transportation,14,1958,1819.559
S&L air transportation structures,Air /water /other transportation,14,1959,1964.623
S&L air transportation structures,Air /water /other transportation,14,1960,2571.597
S&L air transportation structures,Air /water /other transportation,14,1961,3147.879
S&L air transportation structures,Air /water /other transportation,14,1962,2547.583
S&L air transportation structures,Air /water /other transportation,14,1963,2510.687
S&L air transportation structures,Air /water /other transportation,14,1964,2816.413
S&L air transportation structures,Air /water /other transportation,14,1965,2721.811
S&L air transportation structures,Air /water /other transportation,14,1966,2458.813
S&L air transportation structures,Air /water /other transportation,14,1967,3284.735
S&L air transportation structures,Air /water /other transportation,14,1968,4089.036
S&L air transportation structures,Air /water /other transportation,14,1969,4324.77
S&L air transportation structures,Air /water /other transportation,14,1970,4412.696
S&L air transportation structures,Air /water /other transportation,14,1971,3497.4
S&L air transportation structures,Air /water /other transportation,14,1972,3660.506
S&L air transportation structures,Air /water /other transportation,14,1973,3431.18
S&L air transportation structures,Air /water /other transportation,14,1974,3315.516
S&L air transportation structures,Air /water /other transportation,14,1975,2884.805
S&L air transportation structures,Air /water /other transportation,14,1976,2770.142
S&L air transportation structures,Air /water /other transportation,14,1977,2708.707
S&L air transportation structures,Air /water /other transportation,14,1978,3642.072
S&L air transportation structures,Air /water /other transportation,14,1979,4515.764
S&L air transportation structures,Air /water /other transportation,14,1980,4898.297
S&L air transportation structures,Air /water /other transportation,14,1981,3961.174
S&L air transportation structures,Air /water /other transportation,14,1982,3574.497
S&L air transportation structures,Air /water /other transportation,14,1983,4230.184
S&L air transportation structures,Air /water /other transportation,14,1984,4978.125
S&L air transportation structures,Air /water /other transportation,14,1985,5417.248
S&L air transportation structures,Air /water /other transportation,14,1986,6312.135
S&L air transportation structures,Air /water /other transportation,14,1987,6799.457
S&L air transportation structures,Air /water /other transportation,14,1988,6875.567
S&L air transportation structures,Air /water /other transportation,14,1989,7395.008
S&L air transportation structures,Air /water /other transportation,14,1990,8147.742
S&L air transportation structures,Air /water /other transportation,14,1991,8753.166
S&L air transportation structures,Air /water /other transportation,14,1992,10235.569
S&L air transportation structures,Air /water /other transportation,14,1993,11253.918
S&L air transportation structures,Air /water /other transportation,14,1994,9672.019
S&L air transportation structures,Air /water /other transportation,14,1995,7435.86
S&L air transportation structures,Air /water /other transportation,14,1996,8096.052
S&L air transportation structures,Air /water /other transportation,14,1997,9232.148
S&L air transportation structures,Air /water /other transportation,14,1998,10065.802
S&L air transportation structures,Air /water /other transportation,14,1999,11184.203
S&L air transportation structures,Air /water /other transportation,14,2000,12744.888
S&L air transportation structures,Air /water /other transportation,14,2001,14217.757
S&L air transportation structures,Air /water /other transportation,14,2002,13831.849
S&L air transportation structures,Air /water /other transportation,14,2003,14342.886
S&L air transportation structures,Air /water /other transportation,14,2004,13694.516
S&L air transportation structures,Air /water /other transportation,14,2005,12129.607
S&L air transportation structures,Air /water /other transportation,14,2006,11366.635
S&L air transportation structures,Air /water /other transportation,14,2007,10987.887
S&L air transportation structures,Air /water /other transportation,14,2008,11113.047
S&L air transportation structures,Air /water /other transportation,14,2009,12227.138
S&L air transportation structures,Air /water /other transportation,14,2010,12022.222
S&L air transportation structures,Air /water /other transportation,14,2011,9623.771
S&L air transportation structures,Air /water /other transportation,14,2012,8306
S&L air transportation structures,Air /water /other transportation,14,2013,7881.978
S&L air transportation structures,Air /water /other transportation,14,2014,7700.471
S&L air transportation structures,Air /water /other transportation,14,2015,8056.923
S&L air transportation structures,Air /water /other transportation,14,2016,8025.195
S&L air transportation structures,Air /water /other transportation,14,2017,8245.443
Private air transportation structures,Air /water /other transportation,14,1947,171
Private air transportation structures,Air /water /other transportation,14,1948,258
Private air transportation structures,Air /water /other transportation,14,1949,309
Private air transportation structures,Air /water /other transportation,14,1950,304
Private air transportation structures,Air /water /other transportation,14,1951,301
Private air transportation structures,Air /water /other transportation,14,1952,278
Private air transportation structures,Air /water /other transportation,14,1953,322
Private air transportation structures,Air /water /other transportation,14,1954,391
Private air transportation structures,Air /water /other transportation,14,1955,325
Private air transportation structures,Air /water /other transportation,14,1956,373
Private air transportation structures,Air /water /other transportation,14,1957,400
Private air transportation structures,Air /water /other transportation,14,1958,509
Private air transportation structures,Air /water /other transportation,14,1959,599
Private air transportation structures,Air /water /other transportation,14,1960,724
Private air transportation structures,Air /water /other transportation,14,1961,694
Private air transportation structures,Air /water /other transportation,14,1962,715
Private air transportation structures,Air /water /other transportation,14,1963,780
Private air transportation structures,Air /water /other transportation,14,1964,755
Private air transportation structures,Air /water /other transportation,14,1965,992
Private air transportation structures,Air /water /other transportation,14,1966,1006
Private air transportation structures,Air /water /other transportation,14,1967,974
Private air transportation structures,Air /water /other transportation,14,1968,456
Private air transportation structures,Air /water /other transportation,14,1969,538
Private air transportation structures,Air /water /other transportation,14,1970,542
Private air transportation structures,Air /water /other transportation,14,1971,515
Private air transportation structures,Air /water /other transportation,14,1972,519
Private air transportation structures,Air /water /other transportation,14,1973,556
Private air transportation structures,Air /water /other transportation,14,1974,483
Private air transportation structures,Air /water /other transportation,14,1975,421
Private air transportation structures,Air /water /other transportation,14,1976,478
Private air transportation structures,Air /water /other transportation,14,1977,489
Private air transportation structures,Air /water /other transportation,14,1978,568
Private air transportation structures,Air /water /other transportation,14,1979,615
Private air transportation structures,Air /water /other transportation,14,1980,645
Private air transportation structures,Air /water /other transportation,14,1981,636
Private air transportation structures,Air /water /other transportation,14,1982,723
Private air transportation structures,Air /water /other transportation,14,1983,797
Private air transportation structures,Air /water /other transportation,14,1984,984
Private air transportation structures,Air /water /other transportation,14,1985,1137
Private air transportation structures,Air /water /other transportation,14,1986,1079
Private air transportation structures,Air /water /other transportation,14,1987,1121
Private air transportation structures,Air /water /other transportation,14,1988,1243
Private air transportation structures,Air /water /other transportation,14,1989,1049
Private air transportation structures,Air /water /other transportation,14,1990,1059
Private air transportation structures,Air /water /other transportation,14,1991,975
Private air transportation structures,Air /water /other transportation,14,1992,917
Private air transportation structures,Air /water /other transportation,14,1993,1035
Private air transportation structures,Air /water /other transportation,14,1994,1079
Private air transportation structures,Air /water /other transportation,14,1995,1089
Private air transportation structures,Air /water /other transportation,14,1996,1279
Private air transportation structures,Air /water /other transportation,14,1997,1351
Private air transportation structures,Air /water /other transportation,14,1998,1592
Private air transportation structures,Air /water /other transportation,14,1999,1550
Private air transportation structures,Air /water /other transportation,14,2000,2430
Private air transportation structures,Air /water /other transportation,14,2001,2579
Private air transportation structures,Air /water /other transportation,14,2002,1633
Private air transportation structures,Air /water /other transportation,14,2003,1252
Private air transportation structures,Air /water /other transportation,14,2004,1014
Private air transportation structures,Air /water /other transportation,14,2005,808
Private air transportation structures,Air /water /other transportation,14,2006,715
Private air transportation structures,Air /water /other transportation,14,2007,695
Private air transportation structures,Air /water /other transportation,14,2008,726
Private air transportation structures,Air /water /other transportation,14,2009,503
Private air transportation structures,Air /water /other transportation,14,2010,269
Private air transportation structures,Air /water /other transportation,14,2011,554
Private air transportation structures,Air /water /other transportation,14,2012,1044
Private air transportation structures,Air /water /other transportation,14,2013,883
Private air transportation structures,Air /water /other transportation,14,2014,661
Private air transportation structures,Air /water /other transportation,14,2015,724
Private air transportation structures,Air /water /other transportation,14,2016,1717
Private air transportation structures,Air /water /other transportation,14,2017,2803
S&L water transportation structures,Air /water /other transportation,14,1947,330.846
S&L water transportation structures,Air /water /other transportation,14,1948,424.704
S&L water transportation structures,Air /water /other transportation,14,1949,566.326
S&L water transportation structures,Air /water /other transportation,14,1950,640.092
S&L water transportation structures,Air /water /other transportation,14,1951,588.632
S&L water transportation structures,Air /water /other transportation,14,1952,445.509
S&L water transportation structures,Air /water /other transportation,14,1953,572.457
S&L water transportation structures,Air /water /other transportation,14,1954,730.46
S&L water transportation structures,Air /water /other transportation,14,1955,912.256
S&L water transportation structures,Air /water /other transportation,14,1956,944.599
S&L water transportation structures,Air /water /other transportation,14,1957,990.751
S&L water transportation structures,Air /water /other transportation,14,1958,1101.218
S&L water transportation structures,Air /water /other transportation,14,1959,1290.902
S&L water transportation structures,Air /water /other transportation,14,1960,1328.542
S&L water transportation structures,Air /water /other transportation,14,1961,1947.018
S&L water transportation structures,Air /water /other transportation,14,1962,1783.287
S&L water transportation structures,Air /water /other transportation,14,1963,2243.032
S&L water transportation structures,Air /water /other transportation,14,1964,1649.053
S&L water transportation structures,Air /water /other transportation,14,1965,1910.241
S&L water transportation structures,Air /water /other transportation,14,1966,2165.445
S&L water transportation structures,Air /water /other transportation,14,1967,2221.491
S&L water transportation structures,Air /water /other transportation,14,1968,2303.928
S&L water transportation structures,Air /water /other transportation,14,1969,2093.993
S&L water transportation structures,Air /water /other transportation,14,1970,1667.877
S&L water transportation structures,Air /water /other transportation,14,1971,1207.49
S&L water transportation structures,Air /water /other transportation,14,1972,1289.372
S&L water transportation structures,Air /water /other transportation,14,1973,1291.046
S&L water transportation structures,Air /water /other transportation,14,1974,1138.174
S&L water transportation structures,Air /water /other transportation,14,1975,1365.277
S&L water transportation structures,Air /water /other transportation,14,1976,1383.808
S&L water transportation structures,Air /water /other transportation,14,1977,1258.28
S&L water transportation structures,Air /water /other transportation,14,1978,1838.456
S&L water transportation structures,Air /water /other transportation,14,1979,2256.613
S&L water transportation structures,Air /water /other transportation,14,1980,2510.654
S&L water transportation structures,Air /water /other transportation,14,1981,2090.485
S&L water transportation structures,Air /water /other transportation,14,1982,1739.103
S&L water transportation structures,Air /water /other transportation,14,1983,1661.407
S&L water transportation structures,Air /water /other transportation,14,1984,1613.297
S&L water transportation structures,Air /water /other transportation,14,1985,1925.866
S&L water transportation structures,Air /water /other transportation,14,1986,1984.342
S&L water transportation structures,Air /water /other transportation,14,1987,1783.285
S&L water transportation structures,Air /water /other transportation,14,1988,1868.357
S&L water transportation structures,Air /water /other transportation,14,1989,1963.914
S&L water transportation structures,Air /water /other transportation,14,1990,1955.597
S&L water transportation structures,Air /water /other transportation,14,1991,1614.141
S&L water transportation structures,Air /water /other transportation,14,1992,1501.721
S&L water transportation structures,Air /water /other transportation,14,1993,1735.187
S&L water transportation structures,Air /water /other transportation,14,1994,1743.107
S&L water transportation structures,Air /water /other transportation,14,1995,2039.037
S&L water transportation structures,Air /water /other transportation,14,1996,2287.133
S&L water transportation structures,Air /water /other transportation,14,1997,2132.724
S&L water transportation structures,Air /water /other transportation,14,1998,2197.641
S&L water transportation structures,Air /water /other transportation,14,1999,2292.675
S&L water transportation structures,Air /water /other transportation,14,2000,4849.69
S&L water transportation structures,Air /water /other transportation,14,2001,5179.144
S&L water transportation structures,Air /water /other transportation,14,2002,4023.121
S&L water transportation structures,Air /water /other transportation,14,2003,3913.976
S&L water transportation structures,Air /water /other transportation,14,2004,2304.402
S&L water transportation structures,Air /water /other transportation,14,2005,2095.998
S&L water transportation structures,Air /water /other transportation,14,2006,2184.414
S&L water transportation structures,Air /water /other transportation,14,2007,2080.945
S&L water transportation structures,Air /water /other transportation,14,2008,2026.91
S&L water transportation structures,Air /water /other transportation,14,2009,2247.128
S&L water transportation structures,Air /water /other transportation,14,2010,2236.148
S&L water transportation structures,Air /water /other transportation,14,2011,2059.69
S&L water transportation structures,Air /water /other transportation,14,2012,2012
S&L water transportation structures,Air /water /other transportation,14,2013,2286.993
S&L water transportation structures,Air /water /other transportation,14,2014,2650.678
S&L water transportation structures,Air /water /other transportation,14,2015,2464.149
S&L water transportation structures,Air /water /other transportation,14,2016,2206.622
S&L water transportation structures,Air /water /other transportation,14,2017,2248.893
Private water transportation structures,Air /water /other transportation,14,1947,23
Private water transportation structures,Air /water /other transportation,14,1948,35
Private water transportation structures,Air /water /other transportation,14,1949,42
Private water transportation structures,Air /water /other transportation,14,1950,41
Private water transportation structures,Air /water /other transportation,14,1951,41
Private water transportation structures,Air /water /other transportation,14,1952,38
Private water transportation structures,Air /water /other transportation,14,1953,44
Private water transportation structures,Air /water /other transportation,14,1954,53
Private water transportation structures,Air /water /other transportation,14,1955,44
Private water transportation structures,Air /water /other transportation,14,1956,50
Private water transportation structures,Air /water /other transportation,14,1957,54
Private water transportation structures,Air /water /other transportation,14,1958,69
Private water transportation structures,Air /water /other transportation,14,1959,81
Private water transportation structures,Air /water /other transportation,14,1960,98
Private water transportation structures,Air /water /other transportation,14,1961,94
Private water transportation structures,Air /water /other transportation,14,1962,97
Private water transportation structures,Air /water /other transportation,14,1963,106
Private water transportation structures,Air /water /other transportation,14,1964,102
Private water transportation structures,Air /water /other transportation,14,1965,134
Private water transportation structures,Air /water /other transportation,14,1966,136
Private water transportation structures,Air /water /other transportation,14,1967,132
Private water transportation structures,Air /water /other transportation,14,1968,62
Private water transportation structures,Air /water /other transportation,14,1969,73
Private water transportation structures,Air /water /other transportation,14,1970,73
Private water transportation structures,Air /water /other transportation,14,1971,70
Private water transportation structures,Air /water /other transportation,14,1972,70
Private water transportation structures,Air /water /other transportation,14,1973,75
Private water transportation structures,Air /water /other transportation,14,1974,65
Private water transportation structures,Air /water /other transportation,14,1975,57
Private water transportation structures,Air /water /other transportation,14,1976,65
Private water transportation structures,Air /water /other transportation,14,1977,66
Private water transportation structures,Air /water /other transportation,14,1978,77
Private water transportation structures,Air /water /other transportation,14,1979,83
Private water transportation structures,Air /water /other transportation,14,1980,87
Private water transportation structures,Air /water /other transportation,14,1981,86
Private water transportation structures,Air /water /other transportation,14,1982,98
Private water transportation structures,Air /water /other transportation,14,1983,108
Private water transportation structures,Air /water /other transportation,14,1984,133
Private water transportation structures,Air /water /other transportation,14,1985,154
Private water transportation structures,Air /water /other transportation,14,1986,146
Private water transportation structures,Air /water /other transportation,14,1987,152
Private water transportation structures,Air /water /other transportation,14,1988,168
Private water transportation structures,Air /water /other transportation,14,1989,142
Private water transportation structures,Air /water /other transportation,14,1990,143
Private water transportation structures,Air /water /other transportation,14,1991,132
Private water transportation structures,Air /water /other transportation,14,1992,124
Private water transportation structures,Air /water /other transportation,14,1993,140
Private water transportation structures,Air /water /other transportation,14,1994,146
Private water transportation structures,Air /water /other transportation,14,1995,147
Private water transportation structures,Air /water /other transportation,14,1996,231
Private water transportation structures,Air /water /other transportation,14,1997,189
Private water transportation structures,Air /water /other transportation,14,1998,125
Private water transportation structures,Air /water /other transportation,14,1999,360
Private water transportation structures,Air /water /other transportation,14,2000,227
Private water transportation structures,Air /water /other transportation,14,2001,236
Private water transportation structures,Air /water /other transportation,14,2002,212
Private water transportation structures,Air /water /other transportation,14,2003,116
Private water transportation structures,Air /water /other transportation,14,2004,200
Private water transportation structures,Air /water /other transportation,14,2005,175
Private water transportation structures,Air /water /other transportation,14,2006,171
Private water transportation structures,Air /water /other transportation,14,2007,258
Private water transportation structures,Air /water /other transportation,14,2008,130
Private water transportation structures,Air /water /other transportation,14,2009,58
Private water transportation structures,Air /water /other transportation,14,2010,136
Private water transportation structures,Air /water /other transportation,14,2011,59
Private water transportation structures,Air /water /other transportation,14,2012,29
Private water transportation structures,Air /water /other transportation,14,2013,113
Private water transportation structures,Air /water /other transportation,14,2014,349
Private water transportation structures,Air /water /other transportation,14,2015,233
Private water transportation structures,Air /water /other transportation,14,2016,94
Private water transportation structures,Air /water /other transportation,14,2017,240
Private other railroad/track replacement structures,Air /water /other transportation,14,1947,10210
Private other railroad/track replacement structures,Air /water /other transportation,14,1948,10047
Private other railroad/track replacement structures,Air /water /other transportation,14,1949,9395
Private other railroad/track replacement structures,Air /water /other transportation,14,1950,8384
Private other railroad/track replacement structures,Air /water /other transportation,14,1951,8976
Private other railroad/track replacement structures,Air /water /other transportation,14,1952,10094
Private other railroad/track replacement structures,Air /water /other transportation,14,1953,9627
Private other railroad/track replacement structures,Air /water /other transportation,14,1954,7530
Private other railroad/track replacement structures,Air /water /other transportation,14,1955,7274
Private other railroad/track replacement structures,Air /water /other transportation,14,1956,7251
Private other railroad/track replacement structures,Air /water /other transportation,14,1957,6766
Private other railroad/track replacement structures,Air /water /other transportation,14,1958,4918
Private other railroad/track replacement structures,Air /water /other transportation,14,1959,4364
Private other railroad/track replacement structures,Air /water /other transportation,14,1960,4365
Private other railroad/track replacement structures,Air /water /other transportation,14,1961,3652
Private other railroad/track replacement structures,Air /water /other transportation,14,1962,3720
Private other railroad/track replacement structures,Air /water /other transportation,14,1963,4035
Private other railroad/track replacement structures,Air /water /other transportation,14,1964,4352
Private other railroad/track replacement structures,Air /water /other transportation,14,1965,4760
Private other railroad/track replacement structures,Air /water /other transportation,14,1966,5544
Private other railroad/track replacement structures,Air /water /other transportation,14,1967,5116
Private other railroad/track replacement structures,Air /water /other transportation,14,1968,6008
Private other railroad/track replacement structures,Air /water /other transportation,14,1969,6126
Private other railroad/track replacement structures,Air /water /other transportation,14,1970,5185
Private other railroad/track replacement structures,Air /water /other transportation,14,1971,5360
Private other railroad/track replacement structures,Air /water /other transportation,14,1972,5629
Private other railroad/track replacement structures,Air /water /other transportation,14,1973,5846
Private other railroad/track replacement structures,Air /water /other transportation,14,1974,5902
Private other railroad/track replacement structures,Air /water /other transportation,14,1975,5037
