speaker_name,speaker_affiliation,session_type,session_title,block_track_title,session_date,session_start,session_length,session_abstract
Angie Reed,Penobscot Indian Nation,regular,Using Data to Protect Traditional Lifeways,End-to-end data science with real-world impact,2023-09-20,2023-09-20T20:00:00Z,20,"The spirit of Penobscot Nation’s work to protect the health of their relative, the Penobscot River, is embodied in the Penobscot water song which says “water, we love you, thank you so much water, we respect you.” This is the cultural foundation on which we use water quality data to protect traditional lifeways. For the past 10 years R and Posit products helped to manage, transform, analyze, and visualize data, setting us up to leave a legacy of good data management. In addition to involving youth in every step of our work to achieve more stringent protections for the river, we are helping other tribal professionals do the same. The work we have done is extensive; the work to come will benefit from the R community at large."
Erika Tyagi,Urban Institute,regular,Democratizing Access to Education Data,End-to-end data science with real-world impact,2023-09-20,2023-09-20T20:20:00Z,20,"Every year, government agencies release large amounts of data on schools and colleges, but this information is scattered across various websites and often difficult to use. To make these data more accessible, the Urban Institute built the Education Data Portal, a freely available one-stop-shop for harmonized data and metadata for all major federal education datasets. We've also built tools around the portal including an R package, a (forthcoming) Python package, a Stata package, and an interface to generate R, Python, Stata, and JavaScript code. In this talk, we’ll demonstrate how these tools work and share lessons we’ve learned about making data accessible to users with varying technical skills and preferred programming languages."
Logan Pratico,Legal Services Corporation,regular,Take it in Bits: Using R to Make Eviction Data Accessible to the Legal Aid Community,End-to-end data science with real-world impact,2023-09-20,2023-09-20T20:40:00Z,20,"One in five low-income renter households in the US experienced falling behind on rent or being threatened with eviction in 2021. Yet most are unrepresented when facing eviction in court. The complex and fast-paced legal system obscures access to timely information, leaving tenants without assistance.

In this talk, I discuss the Civil Court Data Initiative’s use of R alongside AWS Cloud and SQL to analyze disaggregate eviction records for legal aid groups working to assist tenants. I focus on the integration of RMarkdown with Amazon Athena and EC2 to create weekly eviction reports across 20 states. The upshot: accessible eviction data to help legal aid providers better address local legal needs."
Dan Snow,Cook County Assessor's Office,regular,Open-Source Property Assessment: Using Tidymodels to Allocate $16B of Annual Property Taxes,End-to-end data science with real-world impact,2023-09-20,2023-09-20T21:00:00Z,20,"The Cook County Assessor's Office (CCAO) determines the current market value of properties for the purpose of property taxation. Since 2020, the CCAO has used R, Tidymodels, and LightGBM to build predictive models that value Cook County's 1.5 million residential properties, which are collectively worth over $400B. These predictive models are open-source, easily replicable, and have significantly improved valuation accuracy and equity over time. Join CCAO Director of Data Science Dan Snow as he walks through the CCAO's modeling process, shares lessons learned, and offers a sneak peek at changes planned for the 2024 reassessment of Chicago."
Michael Garcia,Medable,regular,Integrating {pointblank} into a Data Validation Workflow,Leave it to the robots: automating your work,2023-09-20,2023-09-20T20:00:00Z,20,"For the Data Services team at Medable, our number one priority is to ensure that the data we collect and deliver to our clients is of the highest quality. The {pointblank} package, along with Posit Connect, modernizes how we tackle data validation within Data Services. In this talk, I will briefly summarize how we develop test code with {pointblank}, share with {pins}, execute with {rmarkdown}, and report findings to stakeholders with {blastula}. Finally, I will show how we aggregate metadata from tests conducted across projects into a holistic view using {shiny}."
Alexandros Kouretsis,Appsilon,regular,Hitting the target(s) of data orchestration,Leave it to the robots: automating your work,2023-09-20,2023-09-20T20:20:00Z,20,"We are living at a time where the size of datasets can be overwhelming. Add to this that their process involves linking together different computing systems and software, and integrating dynamically changing reference data, and for sure, you have a problem. Reproducibility, traceability, and transparency have left the building.
 
Here is where Posit Connect along with the vast R ecosystem come to save the day, allowing the creation of reproducible pipelines. I will share with you my first-hand experience in this presentation. In particular, how we used Targets in Posit Connect combined with AWS technologies in a  bioinformatics pipeline. The result? An effective and secure workflow orchestration that is scalable and advances knowledge."
Brendan Broderick,Mayo Clinic,regular,Using R to Aid Daily Discharge from Mayo Clinic's Intensive Care Unit,Leave it to the robots: automating your work,2023-09-20,2023-09-20T20:40:00Z,20,"REGENERATE is real-time decision support tool for Mayo Clinic's ICU (Intensive Care Unit). Its main aim is assure that patients with respiratory issues receive appropriate care once they discharge from the ICU. The support tool was developed, hosted, and supported entirely with R and Posit Solutions. It comprises of a machine learning model (xgboost) developed with reproducible tools such targets, renv, and git. Predictions for Mayo Clinic's ICU patients is made in real-time with the aid of vetiver and data streams supported by httr2 and DBI packages. Finally, physicians interact with a front-end UI developed in shiny and hosted on a Posit Connect server that provides recommendations to prevent patient readmission."
Patrick van den Berg,RIVM,regular,Modernizing Flu Surveillance in the Netherlands: A Data Science Solution,Leave it to the robots: automating your work,2023-09-20,2023-09-20T21:00:00Z,20,"Every year, thousands of patients are hospitalized with the flu, and to ensure there are enough hospital beds available the National Institute for Public Health and the Environment of the Netherlands (RIVM) is responsible for monitoring any trends. However, the reporting process was a laborious and manual, taking precious time from a skilled epidemiologist. Our team has automated this reporting process, making it more accurate, efficient and robust for future outbreaks. This talk will be at the cross-section of data science and epidemiology and will be a valuable opportunity for the Posit community to learn from our experiences. It will complement Naomi Smorenburg's talk on the broader application of automated reporting efforts of our team."
Joe Cheng,"Posit Software, PBC",regular,Running R-Shiny without a server,I can't believe it's not magic: new tools for data science,2023-09-20,2023-09-20T20:00:00Z,20,"A year ago, Posit announced ShinyLive, a deployment mode of Shiny that lets you run interactive applications written in Python, without actually running a Python server at runtime. Instead, ShinyLive turns Shiny for Python apps into pure client-side apps, running on a pure client-side Python installation.

Now, that same capability has come to Shiny for R, thanks to the webR project.

In this talk, I'll show you how you can get started with ShinyLive for R, and why this is more interesting than just cheaper app hosting. I'll talk about some of the different use cases we had in mind for ShinyLive, and help you decide if ShinyLive makes sense for your app."
George Stagg,"Posit, PBC",regular,Magic with WebAssembly and webR,I can't believe it's not magic: new tools for data science,2023-09-20,2023-09-20T20:20:00Z,20,"Recently webR v0.1.0 was released, and users have begun building new interactive experiences with R on the web. In this talk, I'll about webR's TypeScript library and the kind of things that it can do. The library aims to allow users to interact with the R environment directly from JavaScript, which allows for manipulation tricks that when not seen before can seem like magic. I'll begin by describing how to move objects from R to JS and back, and talk about the technology behind the proxy objects that make this possible. I'll continue showing advanced manipulation, such as invoking R functions from JS and vice-versa. Finally I will describe how messages are sent on webR's communication channel, building up to a demo of a ""Shinylive for R""."
Winston Chang,"Posit, PBC",regular,AI and Shiny for Python: Unlocking new possibilities,I can't believe it's not magic: new tools for data science,2023-09-20,2023-09-20T20:40:00Z,20,"In the past year, people have come to realize that AI can revolutionize the way we work. This talk focuses on using AI tools with Shiny for Python, demonstrating how AI can accelerate Shiny application development and enhance their capabilities. We'll also explore Shiny's unique ability to interface with AI models, offering possibilities beyond Python web frameworks like Streamlit and Dash. Learn how Shiny and AI together can empower you to do more, and do it faster."
James Wade,Dow,regular,Large Language Models in RStudio,I can't believe it's not magic: new tools for data science,2023-09-20,2023-09-20T21:00:00Z,20,"Large language models (LLMs), such as ChatGPT, have shown potential to transform how we code. As an R package developer, I have contributed to the creation of two packages -- gptstudio and gpttools -- specifically designed to incorporate LLMs into R workflows within the RStudio environment.

The integration of ChatGPT allows users to efficiently add code comments, debug scripts, and address complex coding challenges directly from RStudio. With text embedding and semantic search, we can teach ChatGPT new tricks, resulting in more precise and context-aware responses.

This talk will delve into hands-on examples to showcase practical application of these models, as well as offer my perspective as recent entrant into public package development."
Garrick Aden-Buie,Posit,regular,epoxy: super glue for data-driven reports and Shiny apps,Elevating your reports,2023-09-20,2023-09-20T20:00:00Z,20,"R Markdown, Quarto, and Shiny are powerful frameworks that allow authors to create data-driven reports and apps. But truly excellent reports require a lot of work in the final ~mile~ inch to get numerical and stylistic formatting *just right*. 

{epoxy} is a new package that uses {glue} to give authors templating super powers. Epoxy works in R Markdown and Quarto, in markdown, LaTeX and HTML outputs. It also provides easy templating for Shiny apps for dynamic data-driven reporting. 

Beyond epoxy's features, this talk will also touch on tips and approaches for data-driven reporting that will be useful to a wide audience, from R Markdown experts to the Quarto and Shiny curious.

p.s. {epoxy} will be on CRAN soon!"
Ellis Hughes,GSK,regular,Can I have a Word?,Elevating your reports,2023-09-20,2023-09-20T20:20:00Z,20,"Since its release, {gt} has won over the hearts of many due to its flexible and powerful table generating abilities. However, in cases where office products were required by downstream users, {gt}'s potential remained untapped. That all changed in 2022 when Rich Iannone and I collaborated to add word documents as an official output type. Now, data scientists can engage stakeholders directly, wherever they are. 

Join me for an upcoming talk where I'll share my excitement about the new opportunities this update presents for the R community as well as future developments we can look forward to."
Susan McMillan,University of Wisconsin - Madison,regular,Motley Crews: Collaborating with Quarto,Elevating your reports,2023-09-20,2023-09-20T20:40:00Z,20,"Our talk will be about how our adoption of Quarto for document creation has transformed the collaborative workflow in a higher education analytics office. Historically, our content experts wrote in Word documents and our data analysts ran statistical analyses and made graphs in R. Specialization in different software tools created challenges for producing collaborative analytic reports, but Quarto has solved this problem.

We will describe how we use Quarto for writing and editing text, embedding statistical analysis, and producing reports with a standard style in multiple formats. Speaker topics:

Wyl Schuth: writing, editing, and html/markdown formatting
Michael Zenz: embedding R/Python code
Susan McMillan: data visualization/reporting"
Michael Zenz,University of Wisconsin - Madison,regular,Motley Crews: Collaborating with Quarto,Elevating your reports,2023-09-20,2023-09-20T20:40:00Z,20,"Our talk will be about how our adoption of Quarto for document creation has transformed the collaborative workflow in a higher education analytics office. Historically, our content experts wrote in Word documents and our data analysts ran statistical analyses and made graphs in R. Specialization in different software tools created challenges for producing collaborative analytic reports, but Quarto has solved this problem.

We will describe how we use Quarto for writing and editing text, embedding statistical analysis, and producing reports with a standard style in multiple formats. Speaker topics:

Wyl Schuth: writing, editing, and html/markdown formatting
Michael Zenz: embedding R/Python code
Susan McMillan: data visualization/reporting"
Wyl Schuth,University of Wisconsin - Madison,regular,Motley Crews: Collaborating with Quarto,Elevating your reports,2023-09-20,2023-09-20T20:40:00Z,20,"Our talk will be about how our adoption of Quarto for document creation has transformed the collaborative workflow in a higher education analytics office. Historically, our content experts wrote in Word documents and our data analysts ran statistical analyses and made graphs in R. Specialization in different software tools created challenges for producing collaborative analytic reports, but Quarto has solved this problem.

We will describe how we use Quarto for writing and editing text, embedding statistical analysis, and producing reports with a standard style in multiple formats. Speaker topics:

Wyl Schuth: writing, editing, and html/markdown formatting
Michael Zenz: embedding R/Python code
Susan McMillan: data visualization/reporting"
Jadey Ryan,Washington State Department of Agriculture,regular,Custom Quarto reports improve farmer understanding of soil health,Elevating your reports,2023-09-20,2023-09-20T21:00:00Z,20,"Soil sampling data are notoriously challenging to tidy and effectively communicate to farmers. The Washington Soil Health Initiative analyzed 702 soil samples from 223 farmers. Moving away from Excel, we used functional programming with the tidyverse to reproducibly streamline data cleaning and summarization. To improve project outreach, we developed a Quarto template to dynamically create interactive HTML reports and printable PDFs. Custom to every farmer, reports include project goals, measured parameter descriptions, summary statistics, maps, tables, and graphs. 

Our case study presents a workflow for data preparation and parameterized reporting, with best practices for effective data visualization, interpretation, and accessibility."
JD Long,RenaissanceRe,keynote,It's abstractions all the way down ...,It's abstractions all the way down ...,2023-09-20,2023-09-20T22:00:00Z,60,"Over 20 years ago Joel Spolsky famously wrote, ""All non-trivial abstractions, to some degree, are leaky."" Unsurprisingly this has not changed. However we have introduced more and more layers of abstraction into our workflows: Virtual Machines, AWS services, WASM, Docker, R, Python, data frames, and on and on. But then on top of the computational abstractions we have people abstractions: managers, team mates, executives, stakeholders, etc. JD's presentation will be a wild romp through the mental models of abstractions and discussion of how we, as technical analytical types, can gain skill in traversing abstractions, and dealing with leaks."
