animal_id,animal_name,animal_type,primary_color,secondary_color,sex,dob,intake_date,intake_condition,intake_type,intake_subtype,reason_for_intake,outcome_date,crossing,jurisdiction,outcome_type,outcome_subtype,latitude,longitude,outcome_is_dead,was_outcome_alive,geopoint
A599906,*bendito,cat,black,NA,Neutered,2016-11-09,2017-11-09,feral,stray,field,NA,2017-12-07,"3700 BLK LINDEN AVE, LONG BEACH, CA 90807",Long Beach,"shelter, neuter, return",straycatal,33.8243915,-118.1867128,FALSE,TRUE,"33.8243915, -118.1867128"
A715585,kaleesi,cat,gray,white,Spayed,2009-02-25,2024-02-28,normal,owner surrender,otc,move,2024-03-12,4000 BLK E 4TH STREET LONG BEACH CA 90814,Long Beach,adoption,web,33.7711925,-118.1445888,FALSE,TRUE,"33.7711925, -118.1445888"
A699220,NA,bird,brown,NA,Unknown,NA,2023-05-22,injured  mild,wildlife,field,NA,2023-05-23,"3700 BLK LINDEN AVE, LONG BEACH, CA 90807",Long Beach,died,in care,33.8243915,-118.1867128,TRUE,FALSE,"33.8243915, -118.1867128"
A606791,NA,other,gray,white,Unknown,NA,2018-04-27,normal,wildlife,otc,NA,2018-04-27,"4000 BLK E ATHERTON ST, LONG BEACH, CA 90815",Long Beach,rescue,NA,33.7898495,-118.1402646,FALSE,TRUE,"33.7898495, -118.1402646"
A724261,NA,reptile,green,NA,Unknown,2023-07-09,2024-07-09,normal,wildlife,field,NA,2024-07-10,"3700 BLK LOCUST AVE, LONG BEACH, CA 90807",Long Beach,rescue,sc reptile,33.8246342,-118.1903718,FALSE,TRUE,"33.8246342, -118.1903718"
A599098,NA,dog,tan,NA,Male,2014-10-21,2017-10-21,normal,stray,otc,NA,2017-10-27,"4000 BLK E CARSON ST, LONG BEACH, CA 90808",Long Beach,transfer,spcala,33.8317016,-118.145928,FALSE,TRUE,"33.8317016, -118.145928"
A624159,boy,dog,brown,white,Male,2015-04-02,2019-04-02,behavior  severe,confiscate,police,NA,2019-04-12,"4000 BLK E CONANT ST, LONG BEACH, CA 90808",Long Beach,return to owner,walkin,33.824348,-118.1467345,FALSE,TRUE,"33.824348, -118.1467345"
A614376,brownie,dog,tan,gray,Female,2012-09-10,2018-09-10,normal,stray,field,NA,2018-09-12,"3700 BLK LOCUST AVE, LONG BEACH, CA 90807",Long Beach,return to owner,walkin,33.8246342,-118.1903718,FALSE,TRUE,"33.8246342, -118.1903718"
A722459,*momma sweets,cat,gray,NA,Spayed,2023-06-09,2024-06-08,normal,stray,otc,NA,2024-08-04,4000 BLK E CONANT STREET LONG BEACH CA 90806,Long Beach,rescue,kittybunga,33.824348,-118.1467345,FALSE,TRUE,"33.824348, -118.1467345"
A703225,dolow,dog,brown,black,Neutered,2022-07-21,2024-07-10,normal,stray,otc,NA,2024-10-20,3700 BLK LONG BEACH BLVD LONG BEACH CA 90807,Long Beach,adoption,web,33.82449100000001,-118.188922,FALSE,TRUE,"33.82449100000001, -118.188922"
A630725,NA,cat,gray tabby,NA,Female,2019-07-13,2019-07-27,under age/weight,stray,otc,NA,2019-07-27,"4000 BLK E FOUNTAIN ST, LONG BEACH, CA 90804",Long Beach,rescue,sbacc,33.783499,-118.145886,FALSE,TRUE,"33.783499, -118.145886"
A721512,NA,reptile,green,yellow,Female,2018-05-24,2024-05-24,normal,wildlife,field,NA,2024-05-30,3700 BLK MAGNOLIA,Long Beach,rescue,sc reptile,33.8214503,-118.1988516,FALSE,TRUE,"33.8214503, -118.1988516"
A712995,*lolz,cat,gray,NA,Spayed,2023-10-25,2024-01-09,normal,stray,field,NA,2024-01-17,"4000 BLK E OCEAN BLVD, LONG BEACH CA, 90803",Long Beach,adoption,web,33.7593041,-118.1458001,FALSE,TRUE,"33.7593041, -118.1458001"
A644441,a644441,cat,brown  tabby,white,Neutered,2020-01-26,2020-06-26,normal,stray,trap,NA,2020-07-10,"3700 BLK MARBER AVE, LONG BEACH, CA 90808",Long Beach,"shelter, neuter, return",straycatal,33.8251136,-118.1244893,FALSE,TRUE,"33.8251136, -118.1244893"
A609674,NA,bird,white,NA,Unknown,NA,2018-06-14,injured  moderate,wildlife,otc,NA,2018-06-14,"4000 BLK E OLYMPIC PLZ, LONG BEACH, CA 90803",Long Beach,euthanasia,undrage/wt,33.7580218,-118.1453287,TRUE,FALSE,"33.7580218, -118.1453287"
A645067,NA,wild,gray,NA,Unknown,NA,2020-07-07,injured  severe,wildlife,field,NA,2020-07-07,"3700 BLK MONOGRAM AVE, LONG BEACH, CA 90807",Long Beach,euthanasia,inj severe,33.8244218,-118.1024051,TRUE,FALSE,"33.8244218, -118.1024051"
A615435,*casca aleena,cat,brown  tabby,NA,Spayed,2018-03-30,2018-09-30,fractious,stray,trap,NA,2018-10-06,"4000 BLK E STEARNS ST, LONG BEACH, CA 90815",Long Beach,"shelter, neuter, return",straycatal,33.7960817,-118.1452676,FALSE,TRUE,"33.7960817, -118.1452676"
A729819,NA,wild,brown,NA,Unknown,2024-07-08,2024-10-08,injured  severe,wildlife,field,NA,2024-10-08,"3700 BLK MYRTLE AVE, LONG BEACH, CA 90807",Long Beach,euthanasia,inj severe,33.8241987,-118.1815866,TRUE,FALSE,"33.8241987, -118.1815866"
A689712,walkerton,cat,gray tiger,NA,Spayed,2018-12-01,2022-12-01,injured  severe,stray,field,NA,2022-12-01,"3700 BLK N LOS COYOTES DIAGONAL, LONG BEACH, CA 90808",Long Beach,euthanasia,inj severe,33.8246382,-118.1041185,TRUE,FALSE,"33.8246382, -118.1041185"
A722090,NA,wild,unknown,NA,Female,NA,2024-06-02,under age/weight,wildlife,otc,NA,2024-06-02,4000 BLK E VERMONT STREET LONG BEACH CA 90814,Long Beach,transfer,other resc,33.770797,-118.1459545,FALSE,TRUE,"33.770797, -118.1459545"
A691573,*chowder,dog,brown,white,Male,2022-10-07,2023-01-07,normal,stray,otc,NA,2023-01-11,"3700 BLK N. LAKEWOOD BLVD, LONG BEACH, CA 90808",Long Beach,transfer,spcala,33.8250931,-118.1424774,FALSE,TRUE,"33.8250931, -118.1424774"
A585699,NA,cat,black,NA,Male,NA,2017-02-12,ill severe,stray,field,NA,2017-02-12,"4000 BLK E WILLOW ST, LONG BEACH, CA 90815",Long Beach,euthanasia,inj modera,33.8032382,-118.1458136,TRUE,FALSE,"33.8032382, -118.1458136"
A597942,NA,wild,gray,NA,Male,2017-06-28,2017-09-28,under age/weight,wildlife,field,NA,2017-09-29,"4000 BLK FARQUHAR AVE, LOS ALAMITOS, CA 90720",Los Alamitos,euthanasia,ill severe,33.7985168,-118.0623233,TRUE,FALSE,"33.7985168, -118.0623233"
A657591,NA,wild,gray,NA,Male,NA,2021-05-19,injured  moderate,wildlife,field,NA,2021-05-19,"3700 BLK NIPOMO AVE, LONG BEACH, CA 90808",Long Beach,euthanasia,inj severe,33.8245577,-118.1015881,TRUE,FALSE,"33.8245577, -118.1015881"
A612269,rainbow,rabbit,white,NA,Spayed,2018-07-27,2018-07-11,under age/weight,stray,otc,NA,2018-10-28,"4000 BLK FARQUHAR AVE, LOS ALAMITOS, CA 90720",Los Alamitos,rescue,NA,33.7985168,-118.0623233,FALSE,TRUE,"33.7985168, -118.0623233"
A646699,NA,wild,black,NA,Female,NA,2020-08-05,injured  mild,wildlife,field,NA,2020-08-05,"3700 BLK NIPOMO AVE, LONG BEACH, CA 90808",Long Beach,return to wild habitat,NA,33.8245577,-118.1015881,FALSE,TRUE,"33.8245577, -118.1015881"
A612271,jett,rabbit,black,NA,Neutered,2018-07-27,2018-07-11,under age/weight,stray,otc,NA,2018-10-28,"4000 BLK FARQUHAR AVE, LOS ALAMITOS, CA 90720",Los Alamitos,rescue,NA,33.7985168,-118.0623233,FALSE,TRUE,"33.7985168, -118.0623233"
A612274,juniper,rabbit,white,NA,Spayed,2018-07-27,2018-07-11,under age/weight,stray,otc,NA,2019-01-13,"4000 BLK FARQUHAR AVE, LOS ALAMITOS, CA 90720",Los Alamitos,rescue,rabbitres,33.7985168,-118.0623233,FALSE,TRUE,"33.7985168, -118.0623233"
A478815,betty,dog,brown,NA,Spayed,2011-03-21,2018-03-21,normal,owner surrender,otc,owner died,2018-03-22,"3700 BLK OCANA AVE, LONG BEACH, CA 90808",Long Beach,transfer,spcala,33.8250987,-118.1199572,FALSE,TRUE,"33.8250987, -118.1199572"
A612270,raisin,rabbit,brown,NA,Neutered,2018-07-27,2018-07-11,under age/weight,stray,otc,NA,2018-10-28,"4000 BLK FARQUHAR AVE, LOS ALAMITOS, CA 90720",Los Alamitos,rescue,NA,33.7985168,-118.0623233,FALSE,TRUE,"33.7985168, -118.0623233"
A649434,NA,wild,brown,NA,Unknown,NA,2020-09-28,injured  severe,wildlife,field,NA,2020-09-28,"3700 BLK OCANA AVE, LONG BEACH, CA 90808",Long Beach,transfer,lbah,33.8250987,-118.1199572,FALSE,TRUE,"33.8250987, -118.1199572"
A632425,benny,dog,white,black,Neutered,2012-05-23,2019-08-23,normal,owner surrender,otc,owner prob,2019-09-28,"4000 BLK FIDLER AVE, LONG BEACH, CA 90808",Long Beach,adoption,spec evt,33.8221578,-118.1320906,FALSE,TRUE,"33.8221578, -118.1320906"
A629051,*lolo,cat,black,NA,Spayed,2015-06-28,2019-06-28,normal,stray,otc,NA,2019-07-10,"4000 BLK FIR AVE, SEAL BEACH, CA 90740",Seal Beach,adoption,walkin,33.7795996,-118.0580864,FALSE,TRUE,"33.7795996, -118.0580864"
A617184,rocky,dog,brown brindle,NA,Neutered,2013-11-05,2020-05-12,normal,stray,field,NA,2020-05-12,"3700 BLK OSTROM AVE, LONG BEACH, CA 90808",Long Beach,return to owner,fre rid hm,33.8246456,-118.100729,FALSE,TRUE,"33.8246456, -118.100729"
A678131,soot,cat,black,NA,Spayed,2022-05-11,2022-06-22,normal,stray,otc,NA,2022-08-13,"3700 BLK PACIFIC AVE, LONG BEACH, CA 90807",Long Beach,adoption,pfe/pawshp,33.8242212,-118.1943313,FALSE,TRUE,"33.8242212, -118.1943313"
A588231,mauree,cat,black,white,Neutered,2006-01-01,2017-04-07,ill severe,stray,otc,NA,2017-04-07,"4000 BLK GREEN AVE, LOS ALAMITOS, CA 90720",Los Alamitos,return to owner,fre rid hm,33.8014999,-118.062975,FALSE,TRUE,"33.8014999, -118.062975"
A695111,*thunder,cat,brown  tabby,NA,Male,2023-02-07,2023-03-22,normal,stray,otc,NA,2023-03-25,"3700 BLK PACIFIC AVE, LONG BEACH, CA 90807",Long Beach,adoption,NA,33.8242212,-118.1943313,FALSE,TRUE,"33.8242212, -118.1943313"
A635354,dakota,dog,black,brown,Neutered,2018-10-25,2020-03-05,behavior  mild,owner surrender,otc,bites,2020-06-23,"3700 BLK ROXANNE AVE, LONG BEACH, CA 90808",Long Beach,rescue,livelove,33.8253958,-118.096378,FALSE,TRUE,"33.8253958, -118.096378"
A728487,*t-bone,cat,black,NA,Neutered,NA,2024-09-12,ill mild,stray,otc,NA,2024-09-24,4000 BLK HATHAWAY AVE LONG BEACH CA 90815,Long Beach,community cat,friendly,33.7920016,-118.1456414,FALSE,TRUE,"33.7920016, -118.1456414"
A629603,NA,cat,white,gray,Female,2019-07-08,2019-07-10,under age/weight,stray,otc,NA,2019-07-14,"3700 BLK SAN ANSELINE AVE, LONG BEACH, CA 90808",Long Beach,died,in kennel,33.8252051,-118.1208852,TRUE,FALSE,"33.8252051, -118.1208852"
A614694,penny,dog,tan,silver,Female,2015-09-15,2018-09-15,normal,stray,otc,NA,2018-09-16,"4000 BLK JACINTO WAY, LONG BEACH, CA 90815",Long Beach,return to owner,walkin,33.7920291,-118.145006,FALSE,TRUE,"33.7920291, -118.145006"
A616225,*wells,cat,orange tabby,NA,Male,2016-10-13,2018-10-13,normal,stray,otc,NA,2018-11-17,"4000 BLK KATELLA AVE, LOS ALAMIOTS, CA 90720",Los Alamitos,rescue,other resc,33.8028616,-118.0629064,FALSE,TRUE,"33.8028616, -118.0629064"
A616250,NA,cat,orange tabby,white,Unknown,2018-10-01,2018-10-13,under age/weight,stray,otc,NA,2018-10-14,"3700 BLK SAN ANSELINE AVE, LONG BEACH, CA 90808",Long Beach,rescue,catpaws,33.8252051,-118.1208852,FALSE,TRUE,"33.8252051, -118.1208852"
A613970,NA,cat,black,NA,Male,2018-07-23,2018-09-01,under age/weight,stray,otc,NA,2018-09-05,"4000 BLK KATELLA AVE, LOS ALAMITOS, CA 90720",Los Alamitos,rescue,fndanifoun,33.8028616,-118.0629064,FALSE,TRUE,"33.8028616, -118.0629064"
A618889,NA,cat,tortie dilute,NA,Female,2018-11-07,2018-12-16,under age/weight,stray,otc,NA,2018-12-17,"4000 BLK KATELLA AVE, LOS ALAMITOS, CA 90720",Los Alamitos,rescue,littlelion,33.8028616,-118.0629064,FALSE,TRUE,"33.8028616, -118.0629064"
A629602,NA,cat,white,gray,Female,2019-07-08,2019-07-10,under age/weight,stray,otc,NA,2020-04-10,"3700 BLK SAN ANSELINE AVE, LONG BEACH, CA 90808",Long Beach,adoption,walkin,33.8252051,-118.1208852,FALSE,TRUE,"33.8252051, -118.1208852"
A725624,NA,dog,black,NA,Male,2024-06-15,2024-07-26,under age/weight,stray,otc,NA,2024-07-26,4000 BLK LONG BEACH BLVD LONG BEACH CA 90805,Long Beach,euthanasia,ill severe,33.8308071,-118.1890766,TRUE,FALSE,"33.8308071, -118.1890766"
A629605,NA,cat,white,gray,Male,2019-07-08,2019-07-10,under age/weight,stray,otc,NA,2020-04-10,"3700 BLK SAN ANSELINE AVE, LONG BEACH, CA 90808",Long Beach,adoption,walkin,33.8252051,-118.1208852,FALSE,TRUE,"33.8252051, -118.1208852"
A629604,NA,cat,white,gray,Female,2019-07-08,2019-07-10,under age/weight,stray,otc,NA,2020-04-10,"3700 BLK SAN ANSELINE AVE, LONG BEACH, CA 90808",Long Beach,adoption,walkin,33.8252051,-118.1208852,FALSE,TRUE,"33.8252051, -118.1208852"
A725623,NA,dog,black,NA,Male,2024-06-15,2024-07-26,under age/weight,stray,otc,NA,2024-07-26,4000 BLK LONG BEACH BLVD LONG BEACH CA 90805,Long Beach,euthanasia,inj severe,33.8308071,-118.1890766,TRUE,FALSE,"33.8308071, -118.1890766"
A629600,NA,cat,white,gray,Male,2019-07-08,2019-07-10,under age/weight,stray,otc,NA,2020-04-10,"3700 BLK SAN ANSELINE AVE, LONG BEACH, CA 90808",Long Beach,adoption,walkin,33.8252051,-118.1208852,FALSE,TRUE,"33.8252051, -118.1208852"
A667308,NA,dog,white,NA,Male,2011-11-28,2021-11-28,injured  severe,stray,field,NA,2021-11-29,"4000 BLK MARION WAY, SEAL BEACH, CA 90740",Long Beach,return to owner,from vet,33.8294566,-118.201396,FALSE,TRUE,"33.8294566, -118.201396"
A616251,NA,cat,cream,white,Unknown,2018-10-01,2018-10-13,under age/weight,stray,otc,NA,2018-10-14,"3700 BLK SAN ANSELINE AVE, LONG BEACH, CA 90808",Long Beach,rescue,catpaws,33.8252051,-118.1208852,FALSE,TRUE,"33.8252051, -118.1208852"
A603044,boomer,dog,chocolate,white,Male,2016-01-25,2018-01-25,normal,safe keep,hospital,NA,2018-02-02,"3700 BLK SOUTH ST, LONG BEACH, CA 90805",Long Beach,return to owner,walkin,33.8596883,-118.1482913,FALSE,TRUE,"33.8596883, -118.1482913"
A522277,lucian,dog,black,white,Neutered,2009-10-03,2020-11-11,normal,owner surrender,otc,divorce,2020-11-21,"4000 BLK MYRTLE AVE, LONG BEACH CA 90807",Long Beach,adoption,promotion,33.8313986,-118.1817418,FALSE,TRUE,"33.8313986, -118.1817418"
A600831,NA,cat,brown  tabby,white,Unknown,2017-12-07,2017-12-07,under age/weight,stray,otc,NA,2017-12-07,"4000 BLK N BELLFLOWER BLVD, LONG BEACH, CA 90808",Long Beach,euthanasia,undrage/wt,33.8307528,-118.1247341,TRUE,FALSE,"33.8307528, -118.1247341"
A628418,NA,rabbit,tan,white,Unknown,2019-05-17,2019-06-17,normal,stray,otc,NA,2019-06-18,"3700 BLK STEARNLEE AVE, LONG BEACH, CA 90808",Long Beach,died,in care,33.8251113,-118.1274445,TRUE,FALSE,"33.8251113, -118.1274445"
A691954,NA,wild,brown,NA,Unknown,2022-01-17,2023-01-17,injured  severe,wildlife,field,NA,2023-01-17,"3700 BLK STUDEBAKER RD, LONG BEACH, CA",Long Beach,euthanasia,inj severe,33.8248959,-118.0989724,TRUE,FALSE,"33.8248959, -118.0989724"
A729193,NA,wild,brown,white,Unknown,NA,2024-10-01,under age/weight,wildlife,field,NA,2024-10-01,"4000 BLK N BELLFLOWER BLVD, LONG BEACH, CA 90808",Long Beach,transport,other resc,33.8307528,-118.1247341,FALSE,TRUE,"33.8307528, -118.1247341"
A600857,NA,cat,brown  tabby,white,Unknown,2017-12-07,2017-12-07,under age/weight,stray,otc,NA,2017-12-07,"4000 BLK N BELLFLOWER BLVD, LONG BEACH, CA 90808",Long Beach,euthanasia,undrage/wt,33.8307528,-118.1247341,TRUE,FALSE,"33.8307528, -118.1247341"
A693034,*marley,dog,chocolate,NA,Male,2022-08-15,2023-04-13,normal,return,adoption,hyper,2023-04-20,3700 BLK WESTON PL 90807,Long Beach,adoption,NA,33.8243083,-118.1914822,FALSE,TRUE,"33.8243083, -118.1914822"
A637259,loki,dog,black,NA,Neutered,2014-12-07,2019-12-07,normal,owner surrender,otc,divorce,2019-12-07,"3700 BLK, 15TH, ST LONG BEACH CA 90804",Long Beach,transfer,spcala,33.7856048,-118.149124,FALSE,TRUE,"33.7856048, -118.149124"
A608377,NA,cat,tortie dilute,NA,Female,2018-04-20,2018-05-26,under age/weight,stray,otc,NA,2018-05-26,"4000 BLK N LAKEWOOD BLVD, LONG BEACH, CA 90808",Long Beach,rescue,fndanifoun,33.8307101,-118.1418003,FALSE,TRUE,"33.8307101, -118.1418003"
A722548,*rubys,cat,black,NA,Spayed,2024-04-30,2024-06-09,ill severe,stray,otc,NA,2024-07-07,"3700 BLOCK ALBURY AVE, LONG BEACH CA",Long Beach,died,in kennel,33.82509880000001,-118.1173149,TRUE,FALSE,"33.82509880000001, -118.1173149"
A652230,*crookshanks,cat,orange,white,Male,2020-04-13,2020-12-13,normal,stray,otc,NA,2020-12-16,"4000 BLK ORANGE AVE, LONG BEACH, CA 90807",Long Beach,rescue,catpaws,33.8316551,-118.1759933,FALSE,TRUE,"33.8316551, -118.1759933"
A719982,*rory,cat,black,white,Female,2024-04-11,2024-05-01,under age/weight,stray,otc,NA,2024-06-11,4000 BLK PACIFIC AVE LONG BEACH CA 90805,Long Beach,rescue,littlelion,33.8297957,-118.1945212,FALSE,TRUE,"33.8297957, -118.1945212"
A719981,*tori,cat,brown  tabby,NA,Spayed,2024-04-11,2024-05-01,under age/weight,stray,otc,NA,2024-06-16,4000 BLK PACIFIC AVE LONG BEACH CA 90805,Long Beach,adoption,web,33.8297957,-118.1945212,FALSE,TRUE,"33.8297957, -118.1945212"
A719985,*jori,cat,black,NA,Neutered,2024-04-11,2024-05-01,under age/weight,stray,otc,NA,2024-06-20,4000 BLK PACIFIC AVE LONG BEACH CA 90805,Long Beach,adoption,pfe/pawshp,33.8297957,-118.1945212,FALSE,TRUE,"33.8297957, -118.1945212"
A729213,*mercedes,dog,black,NA,Spayed,2023-10-02,2024-10-02,normal,stray,otc,NA,2024-10-16,"3700 BLOCK LEWIS AVE, LONG BEACH CA",Long Beach,adoption,web,33.8242418,-118.1795934,FALSE,TRUE,"33.8242418, -118.1795934"
A719979,*zyler,cat,lilac lynx point,NA,Male,2024-04-11,2024-05-01,under age/weight,stray,otc,NA,2024-06-11,4000 BLK PACIFIC AVE LONG BEACH CA 90805,Long Beach,rescue,littlelion,33.8297957,-118.1945212,FALSE,TRUE,"33.8297957, -118.1945212"
A729214,*cadillac,dog,blue,NA,Neutered,2023-10-02,2024-10-02,normal,stray,otc,NA,2024-10-16,"3700 BLOCK LEWIS AVE, LONG BEACH CA",Long Beach,adoption,web,33.8242418,-118.1795934,FALSE,TRUE,"33.8242418, -118.1795934"
A702193,*darling,dog,white,black,Female,2022-07-02,2023-07-02,ill mild,stray,otc,NA,2023-07-13,"4000 BLK PALO VERDE AVE, LB 90808",Long Beach,adoption,NA,33.8301947,-118.1077474,FALSE,TRUE,"33.8301947, -118.1077474"
A596773,midnight,cat,black,NA,Spayed,2012-09-08,2017-09-08,normal,owner surrender,otc,owner died,2017-12-07,"3700 BRAYTON AVE, LONG BEACH, CA 90807",Long Beach,adoption,spcala,33.8241908,-118.1752357,FALSE,TRUE,"33.8241908, -118.1752357"
A671775,NA,other,pink,NA,Unknown,NA,2022-03-16,injured  severe,wildlife,otc,NA,2022-03-16,"4000 BLK PEPPERWOOD AVE, LONG BEACH, CA 90808",Long Beach,euthanasia,inj severe,33.8338532,-118.1409614,TRUE,FALSE,"33.8338532, -118.1409614"
A671776,NA,other,pink,NA,Unknown,NA,2022-03-16,injured  severe,wildlife,otc,NA,2022-03-16,"4000 BLK PEPPERWOOD AVE, LONG BEACH, CA 90808",Long Beach,euthanasia,inj severe,33.8338532,-118.1409614,TRUE,FALSE,"33.8338532, -118.1409614"
A587106,NA,cat,black,NA,Male,2016-11-15,2017-03-15,normal,stray,otc,NA,2017-03-23,"3700 COUNTRY CLUB DR, LONG BEACH, CA 90807",Long Beach,transfer,spcala,33.8242056,-118.1965873,FALSE,TRUE,"33.8242056, -118.1965873"
A629166,NA,cat,seal point,NA,Female,2019-05-30,2019-06-30,under age/weight,stray,otc,NA,2019-06-30,"4000 BLK PEPPERWOOD AVE, LONG BEACH, CA 90808",Long Beach,euthanasia,ill severe,33.8338532,-118.1409614,TRUE,FALSE,"33.8338532, -118.1409614"
A608495,NA,cat,tortie,NA,Female,2018-04-22,2018-05-27,under age/weight,stray,otc,NA,2018-06-29,"4000 BLK ROSE AVE, LONG BEACH, CA 90807",Long Beach,rescue,fndanifoun,33.8314545,-118.1697891,FALSE,TRUE,"33.8314545, -118.1697891"
A587107,NA,cat,black,NA,Female,2016-12-15,2017-03-15,normal,stray,otc,NA,2017-03-22,"3700 COUNTRY CLUB DR, LONG BEACH, CA 90807",Long Beach,transfer,spcala,33.8242056,-118.1965873,FALSE,TRUE,"33.8242056, -118.1965873"
A646141,NA,cat,brown  tabby,gray,Male,2020-03-24,2020-07-24,normal,stray,trap,NA,2020-07-28,"4000 BLK ROSE AVE, LONG BEACH, CA 90807",Long Beach,transfer,spcala,33.8314545,-118.1697891,FALSE,TRUE,"33.8314545, -118.1697891"
A682073,*roger tailor,dog,brown,black,Neutered,2014-08-29,2022-08-15,normal,stray,field,NA,2022-11-04,"4000 BLK VIA ALCALDE AVE, LONG BEACH, CA 90810",Long Beach,rescue,k9kismet,33.8331124,-118.2092748,FALSE,TRUE,"33.8331124, -118.2092748"
A694623,*bingo,guinea pig,orange,white,Unknown,NA,2023-01-11,normal,stray,otc,NA,2023-03-12,3700 DELMAR AVE LB CA 90807,Long Beach,adoption,web,33.8267213,-118.200328,FALSE,TRUE,"33.8267213, -118.200328"
A678469,NA,dog,brown,white,Male,2019-06-28,2022-06-28,injured  severe,stray,field,NA,2022-06-28,"4000 BLK VIO ORO AVE, LONG BEACH, CA 90810",Long Beach,died,enroute,33.831742,-118.2125437,TRUE,FALSE,"33.831742, -118.2125437"
A691702,*larry,guinea pig,black,orange,Male,2022-01-11,2023-01-11,normal,stray,otc,NA,2023-01-21,3700 DELMAR AVE LB CA 90807,Long Beach,adoption,NA,33.8267213,-118.200328,FALSE,TRUE,"33.8267213, -118.200328"
A700406,sky,dog,black,white,Male,2021-06-08,2023-06-08,normal,owner surrender,otc,agg animal,2023-06-08,"4000 BLK WALNUT AVE, LONG BEACH, CA 90807",Long Beach,euthanasia,beh modera,33.8314804,-118.17201,TRUE,FALSE,"33.8314804, -118.17201"
A584815,coco,dog,white,NA,Spayed,2012-06-15,2017-01-19,normal,owner surrender,otc,no home,2017-01-22,"3700 E 11TH ST, LONG BEACH, CA 90804",Long Beach,adoption,referral,33.78064640000001,-118.1490683,FALSE,TRUE,"33.78064640000001, -118.1490683"
A666985,*bloom,rabbit,black,NA,Spayed,NA,2021-11-19,normal,stray,otc,NA,2021-12-11,"4000 BLK WOODRUFF AVE, LONG BEACH, CA 90808",Long Beach,rescue,rabbitres,33.8321528,-118.1165689,FALSE,TRUE,"33.8321528, -118.1165689"
A623274,*shitaki,cat,black,white,Spayed,2018-06-15,2019-03-15,normal,stray,otc,NA,2019-03-26,"3700 E 15TH ST, LONG BEACH, CA 90804",Long Beach,"shelter, neuter, return",straycatal,33.7856048,-118.149124,FALSE,TRUE,"33.7856048, -118.149124"
A731855,*st. nick,cat,black,NA,Neutered,2024-09-03,2024-11-03,normal,stray,otc,NA,2024-11-17,"4000 BLOCK CLARK AVE, LONG BEACH CA",Long Beach,adoption,web,33.8308261,-118.1338658,FALSE,TRUE,"33.8308261, -118.1338658"
A715872,*tidbit,dog,brown,NA,Neutered,2022-02-28,2024-02-28,normal,stray,otc,NA,2024-03-13,3700 E 2ND STREET LONG BEACH CA 90803,Long Beach,adoption,web,33.7626644,-118.1484473,FALSE,TRUE,"33.7626644, -118.1484473"
A725347,*chip,dog,blue,white,Neutered,2023-11-24,2024-07-24,injured  mild,stray,otc,NA,2024-08-18,"4000 BLOCK COUNTRY CLUB DR, LONG BEACH CA",Long Beach,adoption,web,33.8299843,-118.19856,FALSE,TRUE,"33.8299843, -118.19856"
A584759,NA,cat,gray tabby,NA,Male,2014-01-18,2017-01-18,normal,stray,otc,NA,2017-01-25,"3700 E HEDDA ST, LONG BEACH, CA 90805",Long Beach,transfer,spcala,33.8640566,-118.149016,FALSE,TRUE,"33.8640566, -118.149016"
A594373,NA,cat,calico,white,Female,2015-07-28,2017-07-28,normal,stray,otc,NA,2017-09-14,"3700 E OCEAN BLVD, LONG BEACH, CA 90803",Long Beach,adoption,spcala,33.7603862,-118.1495589,FALSE,TRUE,"33.7603862, -118.1495589"
A716107,charlie,dog,gray,black,Male,2018-09-06,2024-03-02,normal,stray,otc,NA,2024-03-06,"4000 BLOCK N BELLFLOWER, LONG BEACH, CA 90808",Long Beach,return to owner,walkin,33.8307528,-118.1247341,FALSE,TRUE,"33.8307528, -118.1247341"
A606029,NA,cat,gray tabby,NA,Male,2015-04-09,2018-04-09,ill severe,stray,field,NA,2018-04-10,"3700 GOLDENROD ST, SEAL BEACH, CA 90740",Seal Beach,euthanasia,ill severe,33.7779425,-118.0535201,TRUE,FALSE,"33.7779425, -118.0535201"
A507150,petey,dog,black,brown,Neutered,2011-03-19,2019-03-17,normal,owner surrender,otc,move,2019-04-05,"4000 CHARLEMAGNE AVE, LONG BEACH, CA 90808",Long Beach,adoption,walkin,33.8303246,-118.1306139,FALSE,TRUE,"33.8303246, -118.1306139"
A609708,*cinnabun,rabbit,black,NA,Spayed,2018-01-15,2018-06-15,normal,stray,otc,NA,2018-06-30,"4000 FARQUHAR AVE, LOS ALAMITOS, CA 90720",Los Alamitos,adoption,pfe/pawshp,33.7985168,-118.0623233,FALSE,TRUE,"33.7985168, -118.0623233"
A591050,NA,cat,brown  tabby,white,Female,2017-04-25,2017-05-31,under age/weight,stray,otc,NA,2017-06-01,"4000 GUNDRY AVE, LONG BEACH, CA 90807",Long Beach,rescue,littlelion,33.8314644,-118.1741633,FALSE,TRUE,"33.8314644, -118.1741633"
A591051,NA,cat,black,white,Male,2017-04-25,2017-05-31,under age/weight,stray,otc,NA,2017-06-01,"4000 GUNDRY AVE, LONG BEACH, CA 90807",Long Beach,rescue,littlelion,33.8314644,-118.1741633,FALSE,TRUE,"33.8314644, -118.1741633"
