fiscal_year,month_grouping,month_abbv,land_border_region,state,demographic,citizenship,title_of_authority,encounter_count
2023,FYTD,JUL,Other,VA,FMUA,NICARAGUA,Title 8,35
2023,FYTD,JUL,Other,VA,FMUA,OTHER,Title 8,5
2023,FYTD,JUL,Other,VA,FMUA,PERU,Title 8,1
2023,FYTD,JUL,Other,VA,FMUA,UKRAINE,Title 8,81
2023,FYTD,JUL,Other,VA,FMUA,VENEZUELA,Title 8,11
2023,FYTD,JUL,Other,VA,Single Adults,BRAZIL,Title 8,2
2023,FYTD,JUL,Other,VA,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,12
2023,FYTD,JUL,Other,VA,Single Adults,COLOMBIA,Title 8,1
2023,FYTD,JUL,Other,VA,Single Adults,EL SALVADOR,Title 8,4
2023,FYTD,JUL,Other,VA,Single Adults,HAITI,Title 8,1
2023,FYTD,JUL,Other,VA,Single Adults,INDIA,Title 8,8
2023,FYTD,JUL,Other,VA,Single Adults,MEXICO,Title 8,2
2023,FYTD,JUL,Other,VA,Single Adults,MYANMAR (BURMA),Title 8,1
2023,FYTD,JUL,Other,VA,Single Adults,NICARAGUA,Title 8,93
2023,FYTD,JUL,Other,VA,Single Adults,OTHER,Title 8,68
2023,FYTD,JUL,Other,VA,Single Adults,PHILIPPINES,Title 8,64
2023,FYTD,JUL,Other,VA,Single Adults,RUSSIA,Title 8,5
2023,FYTD,JUL,Other,VA,Single Adults,UKRAINE,Title 8,75
2023,FYTD,JUL,Other,VA,Single Adults,VENEZUELA,Title 8,13
2023,FYTD,JUL,Other,VI,Accompanied Minors,OTHER,Title 8,1
2023,FYTD,JUL,Other,VI,FMUA,OTHER,Title 8,7
2023,FYTD,JUL,Other,VI,FMUA,PHILIPPINES,Title 8,1
2023,FYTD,JUL,Other,VI,FMUA,VENEZUELA,Title 8,2
2023,FYTD,JUL,Other,VI,Single Adults,BRAZIL,Title 8,4
2023,FYTD,JUL,Other,VI,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,3
2023,FYTD,JUL,Other,VI,Single Adults,COLOMBIA,Title 8,3
2023,FYTD,JUL,Other,VI,Single Adults,ECUADOR,Title 8,2
2023,FYTD,JUL,Other,VI,Single Adults,EL SALVADOR,Title 8,2
2023,FYTD,JUL,Other,VI,Single Adults,HAITI,Title 8,6
2023,FYTD,JUL,Other,VI,Single Adults,INDIA,Title 8,53
2023,FYTD,JUL,Other,VI,Single Adults,MEXICO,Title 8,2
2023,FYTD,JUL,Other,VI,Single Adults,MYANMAR (BURMA),Title 8,1
2023,FYTD,JUL,Other,VI,Single Adults,OTHER,Title 8,40
2023,FYTD,JUL,Other,VI,Single Adults,PHILIPPINES,Title 8,8
2023,FYTD,JUL,Other,VI,Single Adults,ROMANIA,Title 8,2
2023,FYTD,JUL,Other,VI,Single Adults,RUSSIA,Title 8,8
2023,FYTD,JUL,Other,VI,Single Adults,TURKEY,Title 8,41
2023,FYTD,JUL,Other,VI,Single Adults,UKRAINE,Title 8,4
2023,FYTD,JUL,Other,VI,Single Adults,VENEZUELA,Title 8,7
2023,FYTD,JUL,Other,VI,UC / Single Minors,OTHER,Title 8,1
2023,FYTD,JUL,Other,WA,Accompanied Minors,INDIA,Title 8,1
2023,FYTD,JUL,Other,WA,FMUA,INDIA,Title 8,34
2023,FYTD,JUL,Other,WA,FMUA,MEXICO,Title 8,2
2023,FYTD,JUL,Other,WA,FMUA,NICARAGUA,Title 8,2
2023,FYTD,JUL,Other,WA,FMUA,OTHER,Title 8,9
2023,FYTD,JUL,Other,WA,FMUA,UKRAINE,Title 8,140
2023,FYTD,JUL,Other,WA,Single Adults,BRAZIL,Title 8,1
2023,FYTD,JUL,Other,WA,Single Adults,CANADA,Title 8,3
2023,FYTD,JUL,Other,WA,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,47
2023,FYTD,JUL,Other,WA,Single Adults,HAITI,Title 8,1
2023,FYTD,JUL,Other,WA,Single Adults,INDIA,Title 8,43
2023,FYTD,JUL,Other,WA,Single Adults,MEXICO,Title 8,7
2023,FYTD,JUL,Other,WA,Single Adults,MYANMAR (BURMA),Title 8,2
2023,FYTD,JUL,Other,WA,Single Adults,OTHER,Title 8,77
2023,FYTD,JUL,Other,WA,Single Adults,PERU,Title 8,1
2023,FYTD,JUL,Other,WA,Single Adults,PHILIPPINES,Title 8,140
2023,FYTD,JUL,Other,WA,Single Adults,ROMANIA,Title 8,2
2023,FYTD,JUL,Other,WA,Single Adults,RUSSIA,Title 8,24
2023,FYTD,JUL,Other,WA,Single Adults,UKRAINE,Title 8,183
2023,FYTD,JUL,Other,WA,UC / Single Minors,"CHINA, PEOPLES REPUBLIC OF",Title 8,1
2023,FYTD,JUL,Other,WI,Single Adults,INDIA,Title 8,1
2023,FYTD,JUL,Other,WI,Single Adults,OTHER,Title 8,1
2023,FYTD,JUL,Southwest Land Border,AZ,Accompanied Minors,CUBA,Title 8,1
2023,FYTD,JUL,Southwest Land Border,AZ,Accompanied Minors,MEXICO,Title 8,13
2023,FYTD,JUL,Southwest Land Border,AZ,FMUA,BRAZIL,Title 8,271
2023,FYTD,JUL,Southwest Land Border,AZ,FMUA,"CHINA, PEOPLES REPUBLIC OF",Title 8,54
2023,FYTD,JUL,Southwest Land Border,AZ,FMUA,COLOMBIA,Title 8,336
2023,FYTD,JUL,Southwest Land Border,AZ,FMUA,CUBA,Title 8,159
2023,FYTD,JUL,Southwest Land Border,AZ,FMUA,ECUADOR,Title 8,4026
2023,FYTD,JUL,Southwest Land Border,AZ,FMUA,EL SALVADOR,Title 8,219
2023,FYTD,JUL,Southwest Land Border,AZ,FMUA,GUATEMALA,Title 8,5597
2023,FYTD,JUL,Southwest Land Border,AZ,FMUA,HAITI,Title 8,191
2023,FYTD,JUL,Southwest Land Border,AZ,FMUA,HONDURAS,Title 8,379
2023,FYTD,JUL,Southwest Land Border,AZ,FMUA,INDIA,Title 8,461
2023,FYTD,JUL,Southwest Land Border,AZ,FMUA,MEXICO,Title 8,10269
2023,FYTD,JUL,Southwest Land Border,AZ,FMUA,NICARAGUA,Title 8,16
2023,FYTD,JUL,Southwest Land Border,AZ,FMUA,OTHER,Title 8,335
2023,FYTD,JUL,Southwest Land Border,AZ,FMUA,PERU,Title 8,565
2023,FYTD,JUL,Southwest Land Border,AZ,FMUA,RUSSIA,Title 8,18
2023,FYTD,JUL,Southwest Land Border,AZ,FMUA,UKRAINE,Title 8,2
2023,FYTD,JUL,Southwest Land Border,AZ,FMUA,VENEZUELA,Title 8,165
2023,FYTD,JUL,Southwest Land Border,AZ,Single Adults,BRAZIL,Title 8,732
2023,FYTD,JUL,Southwest Land Border,AZ,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,628
2023,FYTD,JUL,Southwest Land Border,AZ,Single Adults,COLOMBIA,Title 8,703
2023,FYTD,JUL,Southwest Land Border,AZ,Single Adults,CUBA,Title 8,405
2023,FYTD,JUL,Southwest Land Border,AZ,Single Adults,ECUADOR,Title 8,2841
2023,FYTD,JUL,Southwest Land Border,AZ,Single Adults,EL SALVADOR,Title 8,58
2023,FYTD,JUL,Southwest Land Border,AZ,Single Adults,GUATEMALA,Title 8,1140
2023,FYTD,JUL,Southwest Land Border,AZ,Single Adults,HAITI,Title 8,281
2023,FYTD,JUL,Southwest Land Border,AZ,Single Adults,HONDURAS,Title 8,209
2023,FYTD,JUL,Southwest Land Border,AZ,Single Adults,INDIA,Title 8,2015
2023,FYTD,JUL,Southwest Land Border,AZ,Single Adults,MEXICO,Title 8,6833
2023,FYTD,JUL,Southwest Land Border,AZ,Single Adults,NICARAGUA,Title 8,27
2023,FYTD,JUL,Southwest Land Border,AZ,Single Adults,OTHER,Title 8,6256
2023,FYTD,JUL,Southwest Land Border,AZ,Single Adults,PERU,Title 8,814
2023,FYTD,JUL,Southwest Land Border,AZ,Single Adults,ROMANIA,Title 8,3
2023,FYTD,JUL,Southwest Land Border,AZ,Single Adults,RUSSIA,Title 8,16
2023,FYTD,JUL,Southwest Land Border,AZ,Single Adults,TURKEY,Title 8,2
2023,FYTD,JUL,Southwest Land Border,AZ,Single Adults,VENEZUELA,Title 8,610
2023,FYTD,JUL,Southwest Land Border,AZ,UC / Single Minors,BRAZIL,Title 8,2
2023,FYTD,JUL,Southwest Land Border,AZ,UC / Single Minors,"CHINA, PEOPLES REPUBLIC OF",Title 8,1
2023,FYTD,JUL,Southwest Land Border,AZ,UC / Single Minors,COLOMBIA,Title 8,4
2023,FYTD,JUL,Southwest Land Border,AZ,UC / Single Minors,CUBA,Title 8,5
2023,FYTD,JUL,Southwest Land Border,AZ,UC / Single Minors,ECUADOR,Title 8,189
2023,FYTD,JUL,Southwest Land Border,AZ,UC / Single Minors,EL SALVADOR,Title 8,17
2023,FYTD,JUL,Southwest Land Border,AZ,UC / Single Minors,GUATEMALA,Title 8,1157
2023,FYTD,JUL,Southwest Land Border,AZ,UC / Single Minors,HAITI,Title 8,7
2023,FYTD,JUL,Southwest Land Border,AZ,UC / Single Minors,HONDURAS,Title 8,63
2023,FYTD,JUL,Southwest Land Border,AZ,UC / Single Minors,INDIA,Title 8,41
2023,FYTD,JUL,Southwest Land Border,AZ,UC / Single Minors,MEXICO,Title 8,883
2023,FYTD,JUL,Southwest Land Border,AZ,UC / Single Minors,NICARAGUA,Title 8,2
2023,FYTD,JUL,Southwest Land Border,AZ,UC / Single Minors,OTHER,Title 8,90
2023,FYTD,JUL,Southwest Land Border,AZ,UC / Single Minors,PERU,Title 8,19
2023,FYTD,JUL,Southwest Land Border,AZ,UC / Single Minors,VENEZUELA,Title 8,9
2023,FYTD,JUL,Southwest Land Border,CA,Accompanied Minors,"CHINA, PEOPLES REPUBLIC OF",Title 8,1
2023,FYTD,JUL,Southwest Land Border,CA,Accompanied Minors,CUBA,Title 8,1
2023,FYTD,JUL,Southwest Land Border,CA,Accompanied Minors,EL SALVADOR,Title 8,1
2023,FYTD,JUL,Southwest Land Border,CA,Accompanied Minors,HONDURAS,Title 8,2
2023,FYTD,JUL,Southwest Land Border,CA,Accompanied Minors,MEXICO,Title 8,26
2023,FYTD,JUL,Southwest Land Border,CA,Accompanied Minors,OTHER,Title 8,1
2023,FYTD,JUL,Southwest Land Border,CA,Accompanied Minors,RUSSIA,Title 8,4
2023,FYTD,JUL,Southwest Land Border,CA,FMUA,BRAZIL,Title 8,583
2023,FYTD,JUL,Southwest Land Border,CA,FMUA,"CHINA, PEOPLES REPUBLIC OF",Title 8,197
2023,FYTD,JUL,Southwest Land Border,CA,FMUA,COLOMBIA,Title 8,840
2023,FYTD,JUL,Southwest Land Border,CA,FMUA,CUBA,Title 8,261
2023,FYTD,JUL,Southwest Land Border,CA,FMUA,ECUADOR,Title 8,489
2023,FYTD,JUL,Southwest Land Border,CA,FMUA,EL SALVADOR,Title 8,305
2023,FYTD,JUL,Southwest Land Border,CA,FMUA,GUATEMALA,Title 8,401
2023,FYTD,JUL,Southwest Land Border,CA,FMUA,HAITI,Title 8,754
2023,FYTD,JUL,Southwest Land Border,CA,FMUA,HONDURAS,Title 8,396
2023,FYTD,JUL,Southwest Land Border,CA,FMUA,INDIA,Title 8,27
2023,FYTD,JUL,Southwest Land Border,CA,FMUA,MEXICO,Title 8,5785
2023,FYTD,JUL,Southwest Land Border,CA,FMUA,NICARAGUA,Title 8,4
2023,FYTD,JUL,Southwest Land Border,CA,FMUA,OTHER,Title 8,1051
2023,FYTD,JUL,Southwest Land Border,CA,FMUA,PERU,Title 8,212
2023,FYTD,JUL,Southwest Land Border,CA,FMUA,ROMANIA,Title 8,42
2023,FYTD,JUL,Southwest Land Border,CA,FMUA,RUSSIA,Title 8,864
2023,FYTD,JUL,Southwest Land Border,CA,FMUA,TURKEY,Title 8,76
2023,FYTD,JUL,Southwest Land Border,CA,FMUA,UKRAINE,Title 8,3
2023,FYTD,JUL,Southwest Land Border,CA,FMUA,VENEZUELA,Title 8,185
2023,FYTD,JUL,Southwest Land Border,CA,Single Adults,BRAZIL,Title 8,495
2023,FYTD,JUL,Southwest Land Border,CA,Single Adults,CANADA,Title 8,1
2023,FYTD,JUL,Southwest Land Border,CA,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,2110
2023,FYTD,JUL,Southwest Land Border,CA,Single Adults,COLOMBIA,Title 8,1093
2023,FYTD,JUL,Southwest Land Border,CA,Single Adults,CUBA,Title 8,551
2023,FYTD,JUL,Southwest Land Border,CA,Single Adults,ECUADOR,Title 8,274
2023,FYTD,JUL,Southwest Land Border,CA,Single Adults,EL SALVADOR,Title 8,219
2023,FYTD,JUL,Southwest Land Border,CA,Single Adults,GUATEMALA,Title 8,210
2023,FYTD,JUL,Southwest Land Border,CA,Single Adults,HAITI,Title 8,968
2023,FYTD,JUL,Southwest Land Border,CA,Single Adults,HONDURAS,Title 8,311
2023,FYTD,JUL,Southwest Land Border,CA,Single Adults,INDIA,Title 8,153
2023,FYTD,JUL,Southwest Land Border,CA,Single Adults,MEXICO,Title 8,6653
2023,FYTD,JUL,Southwest Land Border,CA,Single Adults,NICARAGUA,Title 8,30
2023,FYTD,JUL,Southwest Land Border,CA,Single Adults,OTHER,Title 8,4004
2023,FYTD,JUL,Southwest Land Border,CA,Single Adults,PERU,Title 8,299
2023,FYTD,JUL,Southwest Land Border,CA,Single Adults,ROMANIA,Title 8,35
2023,FYTD,JUL,Southwest Land Border,CA,Single Adults,RUSSIA,Title 8,633
2023,FYTD,JUL,Southwest Land Border,CA,Single Adults,TURKEY,Title 8,377
2023,FYTD,JUL,Southwest Land Border,CA,Single Adults,UKRAINE,Title 8,11
2023,FYTD,JUL,Southwest Land Border,CA,Single Adults,VENEZUELA,Title 8,432
2023,FYTD,JUL,Southwest Land Border,CA,UC / Single Minors,BRAZIL,Title 8,6
2023,FYTD,JUL,Southwest Land Border,CA,UC / Single Minors,"CHINA, PEOPLES REPUBLIC OF",Title 8,4
2023,FYTD,JUL,Southwest Land Border,CA,UC / Single Minors,COLOMBIA,Title 8,23
2023,FYTD,JUL,Southwest Land Border,CA,UC / Single Minors,CUBA,Title 8,5
2023,FYTD,JUL,Southwest Land Border,CA,UC / Single Minors,ECUADOR,Title 8,33
2023,FYTD,JUL,Southwest Land Border,CA,UC / Single Minors,EL SALVADOR,Title 8,5
2023,FYTD,JUL,Southwest Land Border,CA,UC / Single Minors,GUATEMALA,Title 8,46
2023,FYTD,JUL,Southwest Land Border,CA,UC / Single Minors,HAITI,Title 8,35
2023,FYTD,JUL,Southwest Land Border,CA,UC / Single Minors,HONDURAS,Title 8,12
2023,FYTD,JUL,Southwest Land Border,CA,UC / Single Minors,INDIA,Title 8,1
2023,FYTD,JUL,Southwest Land Border,CA,UC / Single Minors,MEXICO,Title 8,299
2023,FYTD,JUL,Southwest Land Border,CA,UC / Single Minors,NICARAGUA,Title 8,1
2023,FYTD,JUL,Southwest Land Border,CA,UC / Single Minors,OTHER,Title 8,64
2023,FYTD,JUL,Southwest Land Border,CA,UC / Single Minors,PERU,Title 8,10
2023,FYTD,JUL,Southwest Land Border,CA,UC / Single Minors,ROMANIA,Title 8,6
2023,FYTD,JUL,Southwest Land Border,CA,UC / Single Minors,RUSSIA,Title 8,6
2023,FYTD,JUL,Southwest Land Border,CA,UC / Single Minors,TURKEY,Title 8,4
2023,FYTD,JUL,Southwest Land Border,CA,UC / Single Minors,VENEZUELA,Title 8,5
2023,FYTD,JUL,Southwest Land Border,NM,Accompanied Minors,MEXICO,Title 8,1
2023,FYTD,JUL,Southwest Land Border,NM,FMUA,BRAZIL,Title 8,21
2023,FYTD,JUL,Southwest Land Border,NM,FMUA,COLOMBIA,Title 8,20
2023,FYTD,JUL,Southwest Land Border,NM,FMUA,ECUADOR,Title 8,50
2023,FYTD,JUL,Southwest Land Border,NM,FMUA,EL SALVADOR,Title 8,14
2023,FYTD,JUL,Southwest Land Border,NM,FMUA,GUATEMALA,Title 8,137
2023,FYTD,JUL,Southwest Land Border,NM,FMUA,HONDURAS,Title 8,10
2023,FYTD,JUL,Southwest Land Border,NM,FMUA,MEXICO,Title 8,398
2023,FYTD,JUL,Southwest Land Border,NM,FMUA,OTHER,Title 8,7
2023,FYTD,JUL,Southwest Land Border,NM,FMUA,PERU,Title 8,5
2023,FYTD,JUL,Southwest Land Border,NM,FMUA,VENEZUELA,Title 8,41
2023,FYTD,JUL,Southwest Land Border,NM,Single Adults,BRAZIL,Title 8,8
2023,FYTD,JUL,Southwest Land Border,NM,Single Adults,CANADA,Title 8,1
2023,FYTD,JUL,Southwest Land Border,NM,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,1
2023,FYTD,JUL,Southwest Land Border,NM,Single Adults,COLOMBIA,Title 8,37
2023,FYTD,JUL,Southwest Land Border,NM,Single Adults,CUBA,Title 8,5
2023,FYTD,JUL,Southwest Land Border,NM,Single Adults,ECUADOR,Title 8,351
2023,FYTD,JUL,Southwest Land Border,NM,Single Adults,EL SALVADOR,Title 8,255
2023,FYTD,JUL,Southwest Land Border,NM,Single Adults,GUATEMALA,Title 8,1366
2023,FYTD,JUL,Southwest Land Border,NM,Single Adults,HONDURAS,Title 8,389
2023,FYTD,JUL,Southwest Land Border,NM,Single Adults,MEXICO,Title 8,6112
2023,FYTD,JUL,Southwest Land Border,NM,Single Adults,NICARAGUA,Title 8,3
2023,FYTD,JUL,Southwest Land Border,NM,Single Adults,OTHER,Title 8,41
2023,FYTD,JUL,Southwest Land Border,NM,Single Adults,PERU,Title 8,12
2023,FYTD,JUL,Southwest Land Border,NM,Single Adults,ROMANIA,Title 8,1
2023,FYTD,JUL,Southwest Land Border,NM,Single Adults,RUSSIA,Title 8,1
2023,FYTD,JUL,Southwest Land Border,NM,Single Adults,VENEZUELA,Title 8,147
2023,FYTD,JUL,Southwest Land Border,NM,UC / Single Minors,BRAZIL,Title 8,1
2023,FYTD,JUL,Southwest Land Border,NM,UC / Single Minors,ECUADOR,Title 8,10
2023,FYTD,JUL,Southwest Land Border,NM,UC / Single Minors,EL SALVADOR,Title 8,11
2023,FYTD,JUL,Southwest Land Border,NM,UC / Single Minors,GUATEMALA,Title 8,97
2023,FYTD,JUL,Southwest Land Border,NM,UC / Single Minors,HONDURAS,Title 8,10
2023,FYTD,JUL,Southwest Land Border,NM,UC / Single Minors,MEXICO,Title 8,404
2023,FYTD,JUL,Southwest Land Border,NM,UC / Single Minors,OTHER,Title 8,1
2023,FYTD,JUL,Southwest Land Border,NM,UC / Single Minors,VENEZUELA,Title 8,2
2023,FYTD,JUL,Southwest Land Border,TX,Accompanied Minors,BRAZIL,Title 8,1
2023,FYTD,JUL,Southwest Land Border,TX,Accompanied Minors,CUBA,Title 8,3
2023,FYTD,JUL,Southwest Land Border,TX,Accompanied Minors,HAITI,Title 8,8
2023,FYTD,JUL,Southwest Land Border,TX,Accompanied Minors,HONDURAS,Title 8,2
2023,FYTD,JUL,Southwest Land Border,TX,Accompanied Minors,MEXICO,Title 8,73
2023,FYTD,JUL,Southwest Land Border,TX,Accompanied Minors,OTHER,Title 8,9
2023,FYTD,JUL,Southwest Land Border,TX,Accompanied Minors,UKRAINE,Title 8,1
2023,FYTD,JUL,Southwest Land Border,TX,Accompanied Minors,VENEZUELA,Title 8,7
2023,FYTD,JUL,Southwest Land Border,TX,FMUA,BRAZIL,Title 8,970
2023,FYTD,JUL,Southwest Land Border,TX,FMUA,CANADA,Title 8,7
2023,FYTD,JUL,Southwest Land Border,TX,FMUA,"CHINA, PEOPLES REPUBLIC OF",Title 8,40
2023,FYTD,JUL,Southwest Land Border,TX,FMUA,COLOMBIA,Title 8,1626
2023,FYTD,JUL,Southwest Land Border,TX,FMUA,CUBA,Title 8,622
2023,FYTD,JUL,Southwest Land Border,TX,FMUA,ECUADOR,Title 8,952
2023,FYTD,JUL,Southwest Land Border,TX,FMUA,EL SALVADOR,Title 8,1397
2023,FYTD,JUL,Southwest Land Border,TX,FMUA,GUATEMALA,Title 8,7849
2023,FYTD,JUL,Southwest Land Border,TX,FMUA,HAITI,Title 8,3813
2023,FYTD,JUL,Southwest Land Border,TX,FMUA,HONDURAS,Title 8,16835
2023,FYTD,JUL,Southwest Land Border,TX,FMUA,MEXICO,Title 8,5247
2023,FYTD,JUL,Southwest Land Border,TX,FMUA,NICARAGUA,Title 8,114
2023,FYTD,JUL,Southwest Land Border,TX,FMUA,OTHER,Title 8,1409
2023,FYTD,JUL,Southwest Land Border,TX,FMUA,PERU,Title 8,346
2023,FYTD,JUL,Southwest Land Border,TX,FMUA,ROMANIA,Title 8,4
2023,FYTD,JUL,Southwest Land Border,TX,FMUA,RUSSIA,Title 8,163
2023,FYTD,JUL,Southwest Land Border,TX,FMUA,TURKEY,Title 8,11
2023,FYTD,JUL,Southwest Land Border,TX,FMUA,VENEZUELA,Title 8,8557
2023,FYTD,JUL,Southwest Land Border,TX,Single Adults,BRAZIL,Title 8,20
2023,FYTD,JUL,Southwest Land Border,TX,Single Adults,CANADA,Title 8,2
2023,FYTD,JUL,Southwest Land Border,TX,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,68
2023,FYTD,JUL,Southwest Land Border,TX,Single Adults,COLOMBIA,Title 8,1240
2023,FYTD,JUL,Southwest Land Border,TX,Single Adults,CUBA,Title 8,1632
2023,FYTD,JUL,Southwest Land Border,TX,Single Adults,ECUADOR,Title 8,628
2023,FYTD,JUL,Southwest Land Border,TX,Single Adults,EL SALVADOR,Title 8,916
2023,FYTD,JUL,Southwest Land Border,TX,Single Adults,GUATEMALA,Title 8,1823
2023,FYTD,JUL,Southwest Land Border,TX,Single Adults,HAITI,Title 8,4603
2023,FYTD,JUL,Southwest Land Border,TX,Single Adults,HONDURAS,Title 8,4331
2023,FYTD,JUL,Southwest Land Border,TX,Single Adults,INDIA,Title 8,5
2023,FYTD,JUL,Southwest Land Border,TX,Single Adults,MEXICO,Title 8,10224
2023,FYTD,JUL,Southwest Land Border,TX,Single Adults,MYANMAR (BURMA),Title 8,2
2023,FYTD,JUL,Southwest Land Border,TX,Single Adults,NICARAGUA,Title 8,226
2023,FYTD,JUL,Southwest Land Border,TX,Single Adults,OTHER,Title 8,712
2023,FYTD,JUL,Southwest Land Border,TX,Single Adults,PERU,Title 8,181
2023,FYTD,JUL,Southwest Land Border,TX,Single Adults,ROMANIA,Title 8,5
2023,FYTD,JUL,Southwest Land Border,TX,Single Adults,RUSSIA,Title 8,135
2023,FYTD,JUL,Southwest Land Border,TX,Single Adults,TURKEY,Title 8,3
2023,FYTD,JUL,Southwest Land Border,TX,Single Adults,UKRAINE,Title 8,5
2023,FYTD,JUL,Southwest Land Border,TX,Single Adults,VENEZUELA,Title 8,8563
2023,FYTD,JUL,Southwest Land Border,TX,UC / Single Minors,BRAZIL,Title 8,3
2023,FYTD,JUL,Southwest Land Border,TX,UC / Single Minors,COLOMBIA,Title 8,29
2023,FYTD,JUL,Southwest Land Border,TX,UC / Single Minors,CUBA,Title 8,18
2023,FYTD,JUL,Southwest Land Border,TX,UC / Single Minors,ECUADOR,Title 8,69
2023,FYTD,JUL,Southwest Land Border,TX,UC / Single Minors,EL SALVADOR,Title 8,536
2023,FYTD,JUL,Southwest Land Border,TX,UC / Single Minors,GUATEMALA,Title 8,2304
2023,FYTD,JUL,Southwest Land Border,TX,UC / Single Minors,HAITI,Title 8,24
2023,FYTD,JUL,Southwest Land Border,TX,UC / Single Minors,HONDURAS,Title 8,3074
2023,FYTD,JUL,Southwest Land Border,TX,UC / Single Minors,MEXICO,Title 8,708
2023,FYTD,JUL,Southwest Land Border,TX,UC / Single Minors,NICARAGUA,Title 8,22
2023,FYTD,JUL,Southwest Land Border,TX,UC / Single Minors,OTHER,Title 8,13
2023,FYTD,JUL,Southwest Land Border,TX,UC / Single Minors,PERU,Title 8,10
2023,FYTD,JUL,Southwest Land Border,TX,UC / Single Minors,VENEZUELA,Title 8,235
2023,FYTD,JUN,Northern Land Border,AK,FMUA,OTHER,Title 8,19
2023,FYTD,JUN,Northern Land Border,AK,FMUA,PHILIPPINES,Title 8,3
2023,FYTD,JUN,Northern Land Border,AK,Single Adults,CANADA,Title 8,3
2023,FYTD,JUN,Northern Land Border,AK,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,3
2023,FYTD,JUN,Northern Land Border,AK,Single Adults,INDIA,Title 8,2
2023,FYTD,JUN,Northern Land Border,AK,Single Adults,MEXICO,Title 8,2
2023,FYTD,JUN,Northern Land Border,AK,Single Adults,OTHER,Title 8,83
2023,FYTD,JUN,Northern Land Border,AK,Single Adults,PHILIPPINES,Title 8,2
2023,FYTD,JUN,Northern Land Border,AK,Single Adults,ROMANIA,Title 8,1
2023,FYTD,JUN,Northern Land Border,AK,Single Adults,UKRAINE,Title 8,1
2023,FYTD,JUN,Northern Land Border,ID,Accompanied Minors,OTHER,Title 8,1
2023,FYTD,JUN,Northern Land Border,ID,FMUA,OTHER,Title 8,5
2023,FYTD,JUN,Northern Land Border,ID,FMUA,UKRAINE,Title 8,8
2023,FYTD,JUN,Northern Land Border,ID,Single Adults,CANADA,Title 8,9
2023,FYTD,JUN,Northern Land Border,ID,Single Adults,INDIA,Title 8,2
2023,FYTD,JUN,Northern Land Border,ID,Single Adults,MEXICO,Title 8,2
2023,FYTD,JUN,Northern Land Border,ID,Single Adults,OTHER,Title 8,4
2023,FYTD,JUN,Northern Land Border,ID,Single Adults,UKRAINE,Title 8,1
2023,FYTD,JUN,Northern Land Border,ME,Accompanied Minors,BRAZIL,Title 8,1
2023,FYTD,JUN,Northern Land Border,ME,Accompanied Minors,OTHER,Title 8,2
2023,FYTD,JUN,Northern Land Border,ME,FMUA,BRAZIL,Title 8,35
2023,FYTD,JUN,Northern Land Border,ME,FMUA,CANADA,Title 8,20
2023,FYTD,JUN,Northern Land Border,ME,FMUA,"CHINA, PEOPLES REPUBLIC OF",Title 8,12
2023,FYTD,JUN,Northern Land Border,ME,FMUA,COLOMBIA,Title 8,56
2023,FYTD,JUN,Northern Land Border,ME,FMUA,ECUADOR,Title 8,4
2023,FYTD,JUN,Northern Land Border,ME,FMUA,HAITI,Title 8,3
2023,FYTD,JUN,Northern Land Border,ME,FMUA,HONDURAS,Title 8,3
2023,FYTD,JUN,Northern Land Border,ME,FMUA,INDIA,Title 8,34
2023,FYTD,JUN,Northern Land Border,ME,FMUA,MEXICO,Title 8,38
2023,FYTD,JUN,Northern Land Border,ME,FMUA,OTHER,Title 8,334
2023,FYTD,JUN,Northern Land Border,ME,FMUA,PERU,Title 8,4
2023,FYTD,JUN,Northern Land Border,ME,FMUA,PHILIPPINES,Title 8,18
2023,FYTD,JUN,Northern Land Border,ME,FMUA,UKRAINE,Title 8,14
2023,FYTD,JUN,Northern Land Border,ME,Single Adults,BRAZIL,Title 8,23
2023,FYTD,JUN,Northern Land Border,ME,Single Adults,CANADA,Title 8,125
2023,FYTD,JUN,Northern Land Border,ME,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,36
2023,FYTD,JUN,Northern Land Border,ME,Single Adults,COLOMBIA,Title 8,42
2023,FYTD,JUN,Northern Land Border,ME,Single Adults,CUBA,Title 8,3
2023,FYTD,JUN,Northern Land Border,ME,Single Adults,ECUADOR,Title 8,4
2023,FYTD,JUN,Northern Land Border,ME,Single Adults,GUATEMALA,Title 8,8
2023,FYTD,JUN,Northern Land Border,ME,Single Adults,HAITI,Title 8,5
2023,FYTD,JUN,Northern Land Border,ME,Single Adults,HONDURAS,Title 8,1
2023,FYTD,JUN,Northern Land Border,ME,Single Adults,INDIA,Title 8,86
2023,FYTD,JUN,Northern Land Border,ME,Single Adults,MEXICO,Title 8,81
2023,FYTD,JUN,Northern Land Border,ME,Single Adults,NICARAGUA,Title 8,4
