fiscal_year,month_grouping,month_abbv,component,land_border_region,area_of_responsibility,aor_abbv,demographic,citizenship,title_of_authority,encounter_type,encounter_count
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,El Paso Field Office,El Paso,Single Adults,NICARAGUA,Title 8,Inadmissibles,10
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,El Paso Field Office,El Paso,Single Adults,OTHER,Title 42,Expulsions,4
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,El Paso Field Office,El Paso,Single Adults,OTHER,Title 8,Inadmissibles,5
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,El Paso Field Office,El Paso,Single Adults,RUSSIA,Title 42,Expulsions,1
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,El Paso Field Office,El Paso,Single Adults,RUSSIA,Title 8,Inadmissibles,14
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,El Paso Field Office,El Paso,Single Adults,VENEZUELA,Title 42,Expulsions,1
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,El Paso Field Office,El Paso,Single Adults,VENEZUELA,Title 8,Inadmissibles,653
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,El Paso Field Office,El Paso,UC / Single Minors,ECUADOR,Title 8,Inadmissibles,4
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,El Paso Field Office,El Paso,UC / Single Minors,EL SALVADOR,Title 8,Inadmissibles,3
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,El Paso Field Office,El Paso,UC / Single Minors,GUATEMALA,Title 8,Inadmissibles,19
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,El Paso Field Office,El Paso,UC / Single Minors,HONDURAS,Title 8,Inadmissibles,3
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,El Paso Field Office,El Paso,UC / Single Minors,MEXICO,Title 8,Inadmissibles,23
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,El Paso Field Office,El Paso,UC / Single Minors,VENEZUELA,Title 8,Inadmissibles,7
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,Accompanied Minors,CANADA,Title 42,Expulsions,3
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,Accompanied Minors,COLOMBIA,Title 42,Expulsions,1
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,Accompanied Minors,HONDURAS,Title 42,Expulsions,6
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,Accompanied Minors,MEXICO,Title 42,Expulsions,63
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,Accompanied Minors,MEXICO,Title 8,Inadmissibles,32
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,Accompanied Minors,OTHER,Title 8,Inadmissibles,6
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,Accompanied Minors,RUSSIA,Title 42,Expulsions,1
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,Accompanied Minors,VENEZUELA,Title 42,Expulsions,1
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,FMUA,BRAZIL,Title 8,Inadmissibles,146
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,FMUA,COLOMBIA,Title 8,Inadmissibles,117
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,FMUA,CUBA,Title 8,Inadmissibles,49
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,FMUA,ECUADOR,Title 8,Inadmissibles,35
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,FMUA,EL SALVADOR,Title 8,Inadmissibles,106
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,FMUA,GUATEMALA,Title 8,Inadmissibles,71
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,FMUA,HAITI,Title 8,Inadmissibles,980
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,FMUA,HONDURAS,Title 8,Inadmissibles,856
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,FMUA,MEXICO,Title 8,Inadmissibles,1197
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,FMUA,NICARAGUA,Title 8,Inadmissibles,6
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,FMUA,OTHER,Title 8,Inadmissibles,366
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,FMUA,PERU,Title 8,Inadmissibles,49
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,FMUA,RUSSIA,Title 8,Inadmissibles,767
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,FMUA,VENEZUELA,Title 8,Inadmissibles,2023
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,Single Adults,BRAZIL,Title 42,Expulsions,2
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,Single Adults,BRAZIL,Title 8,Inadmissibles,1
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,Single Adults,CANADA,Title 8,Inadmissibles,1
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 42,Expulsions,2
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,Inadmissibles,5
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,Single Adults,COLOMBIA,Title 42,Expulsions,2
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,Single Adults,COLOMBIA,Title 8,Inadmissibles,38
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,Single Adults,CUBA,Title 42,Expulsions,2
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,Single Adults,CUBA,Title 8,Inadmissibles,58
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,Single Adults,ECUADOR,Title 42,Expulsions,2
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,Single Adults,ECUADOR,Title 8,Inadmissibles,7
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,Single Adults,EL SALVADOR,Title 8,Inadmissibles,87
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,Single Adults,GUATEMALA,Title 42,Expulsions,3
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,Single Adults,GUATEMALA,Title 8,Inadmissibles,56
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,Single Adults,HAITI,Title 8,Inadmissibles,1322
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,Single Adults,HONDURAS,Title 42,Expulsions,19
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,Single Adults,HONDURAS,Title 8,Inadmissibles,496
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,Single Adults,INDIA,Title 8,Inadmissibles,2
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,Single Adults,MEXICO,Title 42,Expulsions,715
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,Single Adults,MEXICO,Title 8,Inadmissibles,1584
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,Single Adults,NICARAGUA,Title 8,Inadmissibles,14
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,Single Adults,OTHER,Title 42,Expulsions,14
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,Single Adults,OTHER,Title 8,Inadmissibles,80
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,Single Adults,PERU,Title 8,Inadmissibles,10
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,Single Adults,RUSSIA,Title 42,Expulsions,7
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,Single Adults,RUSSIA,Title 8,Inadmissibles,613
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,Single Adults,VENEZUELA,Title 42,Expulsions,8
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,Single Adults,VENEZUELA,Title 8,Inadmissibles,2674
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,UC / Single Minors,COLOMBIA,Title 8,Inadmissibles,2
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,UC / Single Minors,EL SALVADOR,Title 8,Inadmissibles,1
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,UC / Single Minors,GUATEMALA,Title 8,Inadmissibles,3
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,UC / Single Minors,HAITI,Title 8,Inadmissibles,3
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,UC / Single Minors,HONDURAS,Title 8,Inadmissibles,5
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,UC / Single Minors,MEXICO,Title 8,Inadmissibles,87
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,UC / Single Minors,OTHER,Title 8,Inadmissibles,1
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Laredo Field Office,Laredo,UC / Single Minors,VENEZUELA,Title 8,Inadmissibles,21
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Accompanied Minors,EL SALVADOR,Title 8,Inadmissibles,1
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Accompanied Minors,GUATEMALA,Title 42,Expulsions,1
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Accompanied Minors,MEXICO,Title 42,Expulsions,15
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Accompanied Minors,MEXICO,Title 8,Inadmissibles,21
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Accompanied Minors,OTHER,Title 42,Expulsions,1
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Accompanied Minors,OTHER,Title 8,Inadmissibles,3
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,FMUA,BRAZIL,Title 8,Inadmissibles,14
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,FMUA,COLOMBIA,Title 8,Inadmissibles,6
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,FMUA,CUBA,Title 8,Inadmissibles,26
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,FMUA,ECUADOR,Title 8,Inadmissibles,4
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,FMUA,EL SALVADOR,Title 8,Inadmissibles,115
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,FMUA,GUATEMALA,Title 8,Inadmissibles,83
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,FMUA,HAITI,Title 8,Inadmissibles,116
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,FMUA,HONDURAS,Title 8,Inadmissibles,322
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,FMUA,MEXICO,Title 8,Inadmissibles,1709
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,FMUA,NICARAGUA,Title 8,Inadmissibles,1
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,FMUA,OTHER,Title 8,Inadmissibles,173
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,FMUA,PERU,Title 8,Inadmissibles,7
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,FMUA,ROMANIA,Title 8,Inadmissibles,4
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,FMUA,RUSSIA,Title 8,Inadmissibles,932
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,FMUA,UKRAINE,Title 8,Inadmissibles,2
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,FMUA,VENEZUELA,Title 8,Inadmissibles,369
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Single Adults,CANADA,Title 8,Inadmissibles,1
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,Inadmissibles,12
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Single Adults,COLOMBIA,Title 8,Inadmissibles,13
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Single Adults,CUBA,Title 8,Inadmissibles,62
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Single Adults,ECUADOR,Title 8,Inadmissibles,2
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Single Adults,EL SALVADOR,Title 42,Expulsions,1
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Single Adults,EL SALVADOR,Title 8,Inadmissibles,66
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Single Adults,GUATEMALA,Title 42,Expulsions,7
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Single Adults,GUATEMALA,Title 8,Inadmissibles,59
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Single Adults,HAITI,Title 8,Inadmissibles,623
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Single Adults,HONDURAS,Title 42,Expulsions,6
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Single Adults,HONDURAS,Title 8,Inadmissibles,188
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Single Adults,INDIA,Title 8,Inadmissibles,2
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Single Adults,MEXICO,Title 42,Expulsions,418
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Single Adults,MEXICO,Title 8,Inadmissibles,937
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Single Adults,NICARAGUA,Title 8,Inadmissibles,9
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Single Adults,OTHER,Title 42,Expulsions,7
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Single Adults,OTHER,Title 8,Inadmissibles,198
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Single Adults,PERU,Title 42,Expulsions,1
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Single Adults,PERU,Title 8,Inadmissibles,1
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Single Adults,PHILIPPINES,Title 8,Inadmissibles,1
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Single Adults,ROMANIA,Title 8,Inadmissibles,2
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Single Adults,RUSSIA,Title 8,Inadmissibles,1133
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Single Adults,TURKEY,Title 8,Inadmissibles,2
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Single Adults,UKRAINE,Title 8,Inadmissibles,4
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,Single Adults,VENEZUELA,Title 8,Inadmissibles,503
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,UC / Single Minors,BRAZIL,Title 8,Inadmissibles,1
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,UC / Single Minors,CUBA,Title 8,Inadmissibles,1
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,UC / Single Minors,EL SALVADOR,Title 8,Inadmissibles,5
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,UC / Single Minors,GUATEMALA,Title 8,Inadmissibles,7
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,UC / Single Minors,HAITI,Title 8,Inadmissibles,10
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,UC / Single Minors,HONDURAS,Title 8,Inadmissibles,7
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,UC / Single Minors,MEXICO,Title 8,Inadmissibles,90
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,UC / Single Minors,OTHER,Title 8,Inadmissibles,4
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,UC / Single Minors,RUSSIA,Title 8,Inadmissibles,2
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,San Diego Field Office,San Diego,UC / Single Minors,VENEZUELA,Title 8,Inadmissibles,4
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Tucson Field Office,Tucson,Accompanied Minors,MEXICO,Title 42,Expulsions,12
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Tucson Field Office,Tucson,Accompanied Minors,MEXICO,Title 8,Inadmissibles,21
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Tucson Field Office,Tucson,Accompanied Minors,OTHER,Title 42,Expulsions,3
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Tucson Field Office,Tucson,FMUA,CUBA,Title 8,Inadmissibles,12
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Tucson Field Office,Tucson,FMUA,ECUADOR,Title 8,Inadmissibles,1
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Tucson Field Office,Tucson,FMUA,GUATEMALA,Title 8,Inadmissibles,19
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Tucson Field Office,Tucson,FMUA,HONDURAS,Title 8,Inadmissibles,11
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Tucson Field Office,Tucson,FMUA,MEXICO,Title 8,Inadmissibles,646
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Tucson Field Office,Tucson,FMUA,OTHER,Title 8,Inadmissibles,2
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Tucson Field Office,Tucson,FMUA,PERU,Title 8,Inadmissibles,1
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Tucson Field Office,Tucson,FMUA,RUSSIA,Title 8,Inadmissibles,7
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Tucson Field Office,Tucson,FMUA,VENEZUELA,Title 8,Inadmissibles,34
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Tucson Field Office,Tucson,Single Adults,COLOMBIA,Title 8,Inadmissibles,2
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Tucson Field Office,Tucson,Single Adults,CUBA,Title 8,Inadmissibles,5
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Tucson Field Office,Tucson,Single Adults,ECUADOR,Title 42,Expulsions,3
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Tucson Field Office,Tucson,Single Adults,EL SALVADOR,Title 8,Inadmissibles,3
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Tucson Field Office,Tucson,Single Adults,GUATEMALA,Title 42,Expulsions,2
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Tucson Field Office,Tucson,Single Adults,GUATEMALA,Title 8,Inadmissibles,4
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Tucson Field Office,Tucson,Single Adults,HAITI,Title 8,Inadmissibles,7
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Tucson Field Office,Tucson,Single Adults,HONDURAS,Title 42,Expulsions,1
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Tucson Field Office,Tucson,Single Adults,HONDURAS,Title 8,Inadmissibles,8
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Tucson Field Office,Tucson,Single Adults,MEXICO,Title 42,Expulsions,180
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Tucson Field Office,Tucson,Single Adults,MEXICO,Title 8,Inadmissibles,490
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Tucson Field Office,Tucson,Single Adults,NICARAGUA,Title 8,Inadmissibles,1
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Tucson Field Office,Tucson,Single Adults,OTHER,Title 42,Expulsions,6
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Tucson Field Office,Tucson,Single Adults,OTHER,Title 8,Inadmissibles,1
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Tucson Field Office,Tucson,Single Adults,RUSSIA,Title 42,Expulsions,1
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Tucson Field Office,Tucson,Single Adults,RUSSIA,Title 8,Inadmissibles,6
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Tucson Field Office,Tucson,Single Adults,VENEZUELA,Title 8,Inadmissibles,81
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Tucson Field Office,Tucson,UC / Single Minors,GUATEMALA,Title 8,Inadmissibles,3
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Tucson Field Office,Tucson,UC / Single Minors,MEXICO,Title 8,Inadmissibles,27
2023,FYTD,JAN,Office of Field Operations,Southwest Land Border,Tucson Field Office,Tucson,UC / Single Minors,VENEZUELA,Title 8,Inadmissibles,3
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Blaine Sector,BLW,FMUA,INDIA,Title 8,Apprehensions,43
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Blaine Sector,BLW,FMUA,OTHER,Title 8,Apprehensions,3
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Blaine Sector,BLW,Single Adults,CANADA,Title 42,Expulsions,1
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Blaine Sector,BLW,Single Adults,CANADA,Title 8,Apprehensions,2
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Blaine Sector,BLW,Single Adults,COLOMBIA,Title 8,Apprehensions,1
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Blaine Sector,BLW,Single Adults,GUATEMALA,Title 8,Apprehensions,1
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Blaine Sector,BLW,Single Adults,INDIA,Title 42,Expulsions,1
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Blaine Sector,BLW,Single Adults,INDIA,Title 8,Apprehensions,16
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Blaine Sector,BLW,Single Adults,MEXICO,Title 8,Apprehensions,35
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Blaine Sector,BLW,Single Adults,OTHER,Title 8,Apprehensions,1
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Blaine Sector,BLW,Single Adults,ROMANIA,Title 8,Apprehensions,1
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Blaine Sector,BLW,UC / Single Minors,INDIA,Title 8,Apprehensions,1
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Buffalo Sector,BUN,FMUA,MEXICO,Title 8,Apprehensions,6
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Buffalo Sector,BUN,Single Adults,MEXICO,Title 8,Apprehensions,2
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Detroit Sector,DTM,FMUA,GUATEMALA,Title 8,Apprehensions,2
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Detroit Sector,DTM,Single Adults,BRAZIL,Title 8,Apprehensions,2
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Detroit Sector,DTM,Single Adults,ECUADOR,Title 8,Apprehensions,5
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Detroit Sector,DTM,Single Adults,GUATEMALA,Title 8,Apprehensions,6
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Detroit Sector,DTM,Single Adults,HONDURAS,Title 8,Apprehensions,4
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Detroit Sector,DTM,Single Adults,MEXICO,Title 8,Apprehensions,28
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Detroit Sector,DTM,UC / Single Minors,GUATEMALA,Title 8,Apprehensions,1
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Grand Forks Sector,GFN,Single Adults,MEXICO,Title 8,Apprehensions,5
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Grand Forks Sector,GFN,Single Adults,NICARAGUA,Title 8,Apprehensions,1
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Havre Sector,HVM,FMUA,MEXICO,Title 8,Apprehensions,2
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Havre Sector,HVM,Single Adults,MEXICO,Title 8,Apprehensions,5
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Houlton Sector,HLT,Single Adults,BRAZIL,Title 8,Apprehensions,1
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Houlton Sector,HLT,Single Adults,ECUADOR,Title 8,Apprehensions,4
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Houlton Sector,HLT,Single Adults,GUATEMALA,Title 8,Apprehensions,2
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Houlton Sector,HLT,Single Adults,INDIA,Title 8,Apprehensions,1
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Houlton Sector,HLT,Single Adults,MEXICO,Title 8,Apprehensions,11
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Houlton Sector,HLT,Single Adults,OTHER,Title 8,Apprehensions,10
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Houlton Sector,HLT,UC / Single Minors,GUATEMALA,Title 8,Apprehensions,1
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Spokane Sector,SPW,Single Adults,EL SALVADOR,Title 8,Apprehensions,1
