Genus,Species,Date,Locality
Oreothlypis,ruficapilla,2016-09-25,CHI
Oreothlypis,ruficapilla,2016-09-25,CHI
Oreothlypis,ruficapilla,2016-09-26,CHI
Oreothlypis,ruficapilla,2016-09-26,MP
Oreothlypis,ruficapilla,2016-09-28,CHI
Oreothlypis,ruficapilla,2016-09-29,CHI
Oreothlypis,ruficapilla,2016-09-29,CHI
Oreothlypis,ruficapilla,2016-09-29,CHI
Oreothlypis,ruficapilla,2016-09-29,CHI
Oreothlypis,ruficapilla,2016-09-29,CHI
Oreothlypis,ruficapilla,2016-09-29,CHI
Oreothlypis,ruficapilla,2016-09-29,CHI
Oreothlypis,ruficapilla,2016-09-29,CHI
Oreothlypis,ruficapilla,2016-09-29,CHI
Oreothlypis,ruficapilla,2016-09-29,CHI
Oreothlypis,ruficapilla,2016-09-30,CHI
Oreothlypis,ruficapilla,2016-09-30,CHI
Oreothlypis,ruficapilla,2016-09-30,CHI
Oreothlypis,ruficapilla,2016-09-30,CHI
Oreothlypis,ruficapilla,2016-10-02,CHI
Oreothlypis,ruficapilla,2016-10-02,CHI
Oreothlypis,ruficapilla,2016-10-02,CHI
Oreothlypis,ruficapilla,2016-10-03,CHI
Oreothlypis,ruficapilla,2016-10-03,CHI
Oreothlypis,ruficapilla,2016-10-03,CHI
Oreothlypis,ruficapilla,2016-10-03,CHI
Oreothlypis,ruficapilla,2016-10-04,MP
Oreothlypis,ruficapilla,2016-10-04,MP
Oreothlypis,ruficapilla,2016-10-04,CHI
Oreothlypis,ruficapilla,2016-10-05,MP
Oreothlypis,ruficapilla,2016-10-05,MP
Oreothlypis,ruficapilla,2016-10-05,CHI
Oreothlypis,ruficapilla,2016-10-05,CHI
Oreothlypis,ruficapilla,2016-10-05,CHI
Oreothlypis,ruficapilla,2016-10-05,CHI
Oreothlypis,ruficapilla,2016-10-07,MP
Oreothlypis,ruficapilla,2016-10-07,CHI
Oreothlypis,ruficapilla,2016-10-07,CHI
Oreothlypis,ruficapilla,2016-10-07,CHI
Oreothlypis,ruficapilla,2016-10-08,MP
Oreothlypis,ruficapilla,2016-10-08,CHI
Oreothlypis,ruficapilla,2016-10-09,MP
Oreothlypis,ruficapilla,2016-10-09,CHI
Oreothlypis,ruficapilla,2016-10-10,CHI
Oreothlypis,ruficapilla,2016-10-10,CHI
Oreothlypis,ruficapilla,2016-10-10,CHI
Oreothlypis,ruficapilla,2016-10-10,CHI
Oreothlypis,ruficapilla,2016-10-14,CHI
Oreothlypis,ruficapilla,2016-10-22,CHI
Oreothlypis,ruficapilla,2014-10-11,CHI
Oreothlypis,peregrina,2014-09-15,CHI
Vireo,flavifrons,1995-09-14,MP
Vireo,flavifrons,1996-05-10,MP
Vireo,flavifrons,1996-05-18,MP
Vireo,flavifrons,2006-09-28,CHI
Vireo,flavifrons,2007-05-08,CHI
Vireo,flavifrons,2010-05-05,CHI
Vireo,flavifrons,2011-09-05,CHI
Vireo,flavifrons,2011-09-15,CHI
Vireo,flavifrons,2012-09-06,CHI
Vireo,flavifrons,2013-10-02,CHI
Vireo,flavifrons,2014-05-12,MP
Vireo,flavifrons,2015-09-04,CHI
Vireo,gilvus,1996-05-14,MP
Vireo,gilvus,2015-05-07,CHI
Vireo,olivaceus,1983-09-19,CHI
Vireo,olivaceus,1984-05-18,MP
Vireo,olivaceus,1984-10-18,MP
Vireo,olivaceus,1985-08-31,MP
Vireo,olivaceus,1987-05-10,MP
Vireo,olivaceus,1987-05-28,CHI
Vireo,olivaceus,1988-05-16,MP
Vireo,olivaceus,1991-05-23,CHI
Vireo,olivaceus,1992-09-18,MP
Vireo,olivaceus,1994-05-14,MP
Vireo,olivaceus,1995-05-27,MP
Vireo,olivaceus,1995-09-08,MP
Vireo,olivaceus,1996-05-10,MP
Vireo,olivaceus,1996-05-18,MP
Vireo,olivaceus,1996-05-19,MP
Vireo,olivaceus,1996-05-19,MP
Vireo,olivaceus,1996-05-20,MP
Vireo,olivaceus,1996-05-27,CHI
Vireo,olivaceus,1996-05-31,MP
Vireo,olivaceus,1997-10-02,MP
Vireo,olivaceus,2001-09-21,CHI
Vireo,olivaceus,2001-09-26,CHI
Vireo,olivaceus,2002-05-16,CHI
Vireo,olivaceus,2002-09-05,CHI
Vireo,olivaceus,2002-09-22,CHI
Vireo,olivaceus,2003-05-21,CHI
Vireo,olivaceus,2003-05-30,CHI
Vireo,olivaceus,2003-09-04,CHI
Vireo,olivaceus,2003-09-15,CHI
Vireo,olivaceus,2005-05-30,CHI
Vireo,olivaceus,2005-08-28,CHI
Vireo,olivaceus,2005-09-06,CHI
Vireo,olivaceus,2006-05-28,CHI
Vireo,olivaceus,2006-09-06,CHI
Vireo,olivaceus,2006-09-07,CHI
Vireo,olivaceus,2006-09-08,CHI
Vireo,olivaceus,2006-09-28,CHI
Vireo,olivaceus,2007-05-25,CHI
Vireo,olivaceus,2007-05-30,CHI
Vireo,olivaceus,2007-09-09,CHI
Vireo,olivaceus,2007-09-15,CHI
Vireo,olivaceus,2007-09-26,MP
Vireo,olivaceus,2008-04-27,CHI
Vireo,olivaceus,2008-05-17,CHI
Vireo,olivaceus,2008-05-19,CHI
Vireo,olivaceus,2008-05-26,CHI
Vireo,olivaceus,2008-05-27,CHI
Vireo,olivaceus,2008-09-16,CHI
Vireo,olivaceus,2008-09-21,CHI
Vireo,olivaceus,2008-10-04,CHI
Vireo,olivaceus,2009-05-09,CHI
Vireo,olivaceus,2009-05-19,CHI
Vireo,olivaceus,2009-05-21,CHI
Vireo,olivaceus,2009-05-25,CHI
Vireo,olivaceus,2009-05-28,CHI
Vireo,olivaceus,2009-08-29,CHI
Vireo,olivaceus,2009-09-05,CHI
Vireo,olivaceus,2009-09-22,CHI
Vireo,olivaceus,2010-05-23,CHI
Vireo,olivaceus,2010-05-25,CHI
Vireo,olivaceus,2010-08-30,CHI
Vireo,olivaceus,2010-09-05,CHI
Vireo,olivaceus,2010-09-19,CHI
Vireo,olivaceus,2010-09-27,CHI
Vireo,olivaceus,2010-10-02,CHI
Vireo,olivaceus,2011-05-13,CHI
Vireo,olivaceus,2011-05-21,CHI
Vireo,olivaceus,2011-05-22,CHI
Vireo,olivaceus,2011-05-22,CHI
Vireo,olivaceus,2011-05-23,CHI
Vireo,olivaceus,2011-05-28,CHI
Vireo,olivaceus,2011-05-31,CHI
Vireo,olivaceus,2011-09-05,CHI
Vireo,olivaceus,2011-09-12,CHI
Vireo,olivaceus,2011-09-15,CHI
Vireo,olivaceus,2011-09-19,CHI
Vireo,olivaceus,2011-09-20,CHI
Vireo,olivaceus,2011-09-20,CHI
Vireo,olivaceus,2011-09-22,CHI
Vireo,olivaceus,2011-09-23,CHI
Vireo,olivaceus,2011-09-23,CHI
Vireo,olivaceus,2011-09-24,CHI
Vireo,olivaceus,2011-09-29,CHI
Vireo,olivaceus,2011-10-02,CHI
Vireo,olivaceus,2012-05-19,CHI
Vireo,olivaceus,2012-05-21,CHI
Vireo,olivaceus,2012-05-25,CHI
Vireo,olivaceus,2012-05-27,CHI
Vireo,olivaceus,2012-08-28,CHI
Vireo,olivaceus,2012-09-14,CHI
Vireo,olivaceus,2012-09-14,CHI
Vireo,olivaceus,2012-09-18,CHI
Vireo,olivaceus,2012-09-19,CHI
Vireo,olivaceus,2012-09-19,CHI
Vireo,olivaceus,2012-09-23,CHI
Vireo,olivaceus,2012-09-24,CHI
Vireo,olivaceus,2012-09-24,CHI
Vireo,olivaceus,2012-09-26,CHI
Vireo,olivaceus,2013-05-21,CHI
Vireo,olivaceus,2013-09-05,CHI
Vireo,olivaceus,2013-09-16,CHI
Vireo,olivaceus,2013-09-21,CHI
Vireo,olivaceus,2013-09-26,CHI
Vireo,olivaceus,2013-09-26,CHI
Vireo,olivaceus,2013-10-04,CHI
Vireo,olivaceus,2013-10-11,CHI
Vireo,olivaceus,2014-05-27,CHI
Vireo,olivaceus,2014-08-31,CHI
Vireo,olivaceus,2014-09-02,CHI
Vireo,olivaceus,2014-09-06,CHI
Vireo,olivaceus,2014-09-06,CHI
Vireo,olivaceus,2014-09-07,CHI
Vireo,olivaceus,2014-09-12,CHI
Vireo,olivaceus,2014-09-15,CHI
Vireo,olivaceus,2014-09-15,CHI
Vireo,olivaceus,2014-09-17,CHI
Vireo,olivaceus,2014-09-18,CHI
Vireo,olivaceus,2014-09-20,CHI
Vireo,olivaceus,2014-09-21,CHI
Vireo,olivaceus,2014-09-22,CHI
Vireo,olivaceus,2014-10-07,CHI
Vireo,olivaceus,2014-10-25,CHI
Vireo,olivaceus,2015-05-11,CHI
Vireo,olivaceus,2015-05-12,CHI
Vireo,olivaceus,2015-05-15,CHI
Vireo,olivaceus,2015-05-23,CHI
Vireo,olivaceus,2015-05-29,CHI
Vireo,olivaceus,2015-05-30,CHI
Vireo,olivaceus,2015-09-11,MP
Vireo,olivaceus,2015-09-13,CHI
Vireo,olivaceus,2016-08-31,CHI
Vireo,olivaceus,2016-09-13,CHI
Vireo,olivaceus,2016-09-14,CHI
Vireo,philadelphicus,1983-09-20,MP
Vireo,philadelphicus,2004-09-25,CHI
Vireo,philadelphicus,2006-09-09,CHI
Vireo,philadelphicus,2006-10-05,CHI
Vireo,philadelphicus,2007-09-23,CHI
Vireo,philadelphicus,2009-10-28,CHI
Vireo,philadelphicus,2010-09-13,CHI
Vireo,philadelphicus,2010-09-27,CHI
Vireo,philadelphicus,2011-05-22,CHI
Vireo,philadelphicus,2011-09-15,CHI
Vireo,philadelphicus,2012-09-06,CHI
Vireo,philadelphicus,2014-09-18,CHI
Vireo,solitarius,1986-05-23,CHI
Vireo,solitarius,1994-10-03,CHI
Vireo,solitarius,2006-05-04,CHI
Vireo,solitarius,2006-05-20,CHI
Vireo,solitarius,2006-09-14,CHI
Vireo,solitarius,2007-05-23,CHI
Vireo,solitarius,2008-05-18,CHI
Vireo,solitarius,2009-09-24,CHI
Vireo,solitarius,2009-10-29,CHI
Vireo,solitarius,2011-10-20,CHI
Vireo,solitarius,2012-05-09,CHI
Vireo,solitarius,2012-09-14,CHI
Vireo,solitarius,2012-09-15,CHI
Vireo,solitarius,2013-05-10,CHI
Vireo,solitarius,2013-10-02,CHI
Vireo,solitarius,2013-10-08,CHI
Vireo,solitarius,2014-05-07,CHI
Vireo,solitarius,2015-10-08,CHI
Cardellina,canadensis,1978-09-15,MP
Cardellina,canadensis,1979-05-10,MP
Cardellina,canadensis,1979-08-30,MP
Cardellina,canadensis,1981-05-26,MP
Cardellina,canadensis,1981-05-29,MP
Cardellina,canadensis,1981-05-29,MP
Cardellina,canadensis,1981-09-12,MP
Cardellina,canadensis,1982-05-11,MP
Cardellina,canadensis,1982-05-19,MP
Cardellina,canadensis,1982-05-19,MP
Cardellina,canadensis,1982-08-30,MP
Cardellina,canadensis,1983-05-30,MP
Cardellina,canadensis,1983-05-31,MP
Cardellina,canadensis,1984-05-18,MP
Cardellina,canadensis,1984-05-18,MP
Cardellina,canadensis,1984-05-18,MP
Cardellina,canadensis,1984-05-24,MP
Cardellina,canadensis,1984-05-25,MP
Cardellina,canadensis,1984-05-25,MP
Cardellina,canadensis,1984-05-25,MP
Cardellina,canadensis,1984-05-25,MP
Cardellina,canadensis,1984-05-25,MP
Cardellina,canadensis,1984-05-25,MP
Cardellina,canadensis,1984-05-26,MP
Cardellina,canadensis,1984-05-31,MP
Cardellina,canadensis,1984-08-24,MP
Cardellina,canadensis,1985-05-15,MP
Cardellina,canadensis,1985-05-20,MP
Cardellina,canadensis,1985-05-20,MP
Cardellina,canadensis,1985-05-26,MP
Cardellina,canadensis,1985-05-31,MP
Cardellina,canadensis,1985-05-31,MP
Cardellina,canadensis,1985-08-22,MP
Cardellina,canadensis,1985-08-26,CHI
Cardellina,canadensis,1985-09-07,MP
Cardellina,canadensis,1986-09-05,MP
Cardellina,canadensis,1986-09-08,MP
Cardellina,canadensis,1987-05-11,MP
Cardellina,canadensis,1987-05-23,MP
Cardellina,canadensis,1987-05-28,MP
Cardellina,canadensis,1987-05-28,MP
Cardellina,canadensis,1988-05-16,MP
Cardellina,canadensis,1988-05-28,MP
Cardellina,canadensis,1988-09-05,MP
Cardellina,canadensis,1989-05-21,MP
Cardellina,canadensis,1989-05-29,MP
Cardellina,canadensis,1989-08-30,MP
Cardellina,canadensis,1990-05-16,MP
Cardellina,canadensis,1990-05-20,MP
Cardellina,canadensis,1991-05-26,MP
Cardellina,canadensis,1991-08-20,MP
Cardellina,canadensis,1991-09-01,MP
Cardellina,canadensis,1992-05-12,MP
Cardellina,canadensis,1992-05-17,MP
Cardellina,canadensis,1992-05-17,MP
Cardellina,canadensis,1992-05-19,MP
Cardellina,canadensis,1992-05-24,MP
Cardellina,canadensis,1993-05-10,MP
Cardellina,canadensis,1993-05-15,CHI
Cardellina,canadensis,1993-05-23,MP
Cardellina,canadensis,1993-08-28,MP
Cardellina,canadensis,1994-09-03,MP
Cardellina,canadensis,1995-05-15,MP
Cardellina,canadensis,1995-05-21,MP
Cardellina,canadensis,1995-05-28,MP
Cardellina,canadensis,1995-05-28,MP
Cardellina,canadensis,1995-05-29,MP
Cardellina,canadensis,1995-05-30,MP
Cardellina,canadensis,1996-05-18,MP
Cardellina,canadensis,1996-05-18,MP
Cardellina,canadensis,1996-05-18,MP
Cardellina,canadensis,1996-05-18,MP
Cardellina,canadensis,1996-05-18,MP
Cardellina,canadensis,1996-05-18,MP
Cardellina,canadensis,1996-05-18,MP
Cardellina,canadensis,1996-05-18,MP
Cardellina,canadensis,1996-05-18,MP
Cardellina,canadensis,1996-05-18,MP
Cardellina,canadensis,1996-05-18,MP
Cardellina,canadensis,1996-05-18,MP
Cardellina,canadensis,1996-05-18,MP
Cardellina,canadensis,1996-05-18,MP
Cardellina,canadensis,1996-05-19,MP
Cardellina,canadensis,1996-05-19,MP
Cardellina,canadensis,1996-05-19,MP
Cardellina,canadensis,1996-05-19,MP
Cardellina,canadensis,1996-05-19,MP
Cardellina,canadensis,1996-05-19,MP
Cardellina,canadensis,1996-05-19,MP
Cardellina,canadensis,1996-05-19,MP
Cardellina,canadensis,1996-05-19,MP
Cardellina,canadensis,1996-05-19,MP
Cardellina,canadensis,1996-05-19,MP
Cardellina,canadensis,1996-05-20,MP
Cardellina,canadensis,1996-05-20,MP
Cardellina,canadensis,1996-05-20,MP
Cardellina,canadensis,1996-05-23,MP
Cardellina,canadensis,1996-05-24,MP
Cardellina,canadensis,1996-05-31,MP
Cardellina,canadensis,2000-05-06,MP
Cardellina,canadensis,2002-05-23,CHI
Cardellina,canadensis,2002-05-23,MP
Cardellina,canadensis,2003-05-20,CHI
Cardellina,canadensis,2004-09-13,CHI
Cardellina,canadensis,2005-05-14,CHI
Cardellina,canadensis,2005-05-25,CHI
Cardellina,canadensis,2005-08-28,CHI
Cardellina,canadensis,2005-08-29,CHI
Cardellina,canadensis,2006-05-30,CHI
Cardellina,canadensis,2006-08-20,CHI
Cardellina,canadensis,2006-08-20,CHI
Cardellina,canadensis,2006-08-26,CHI
Cardellina,canadensis,2006-09-01,CHI
Cardellina,canadensis,2006-09-19,CHI
Cardellina,canadensis,2006-09-21,CHI
Cardellina,canadensis,2007-05-11,CHI
Cardellina,canadensis,2007-05-14,CHI
Cardellina,canadensis,2007-05-14,CHI
Cardellina,canadensis,2007-05-19,CHI
Cardellina,canadensis,2007-05-20,CHI
Cardellina,canadensis,2007-05-21,CHI
Cardellina,canadensis,2007-05-23,CHI
Cardellina,canadensis,2007-05-24,CHI
Cardellina,canadensis,2007-05-25,CHI
Cardellina,canadensis,2007-05-26,CHI
Cardellina,canadensis,2007-05-28,CHI
Cardellina,canadensis,2007-08-25,CHI
Cardellina,canadensis,2007-08-26,CHI
Cardellina,canadensis,2007-09-11,CHI
Cardellina,canadensis,2008-05-17,CHI
Cardellina,canadensis,2008-05-25,CHI
Cardellina,canadensis,2008-08-24,CHI
Cardellina,canadensis,2008-08-25,CHI
Cardellina,canadensis,2008-08-25,CHI
Cardellina,canadensis,2008-08-28,CHI
Cardellina,canadensis,2008-09-04,CHI
Cardellina,canadensis,2008-09-08,CHI
Cardellina,canadensis,2009-05-16,CHI
Cardellina,canadensis,2009-05-19,CHI
Cardellina,canadensis,2009-05-27,CHI
Cardellina,canadensis,2009-05-27,CHI
Cardellina,canadensis,2009-05-28,CHI
Cardellina,canadensis,2009-05-28,CHI
Cardellina,canadensis,2009-08-28,CHI
Cardellina,canadensis,2009-08-29,CHI
Cardellina,canadensis,2009-08-29,CHI
Cardellina,canadensis,2009-08-30,CHI
Cardellina,canadensis,2009-08-31,CHI
Cardellina,canadensis,2009-08-31,CHI
Cardellina,canadensis,2009-09-02,CHI
Cardellina,canadensis,2009-09-06,CHI
Cardellina,canadensis,2009-09-08,CHI
Cardellina,canadensis,2010-08-20,CHI
Cardellina,canadensis,2010-08-22,CHI
Cardellina,canadensis,2010-09-03,CHI
Cardellina,canadensis,2011-05-12,CHI
Cardellina,canadensis,2011-05-12,CHI
Cardellina,canadensis,2011-05-13,CHI
Cardellina,canadensis,2011-05-14,CHI
Cardellina,canadensis,2011-05-16,CHI
Cardellina,canadensis,2011-05-20,CHI
Cardellina,canadensis,2011-05-20,CHI
Cardellina,canadensis,2011-05-20,CHI
Cardellina,canadensis,2011-05-20,CHI
Cardellina,canadensis,2011-05-20,CHI
Cardellina,canadensis,2011-05-20,CHI
Cardellina,canadensis,2011-05-21,CHI
Cardellina,canadensis,2011-05-21,CHI
Cardellina,canadensis,2011-05-21,CHI
Cardellina,canadensis,2011-05-22,CHI
Cardellina,canadensis,2011-05-22,CHI
Cardellina,canadensis,2011-05-23,CHI
Cardellina,canadensis,2011-05-25,CHI
Cardellina,canadensis,2011-05-25,CHI
Cardellina,canadensis,2011-08-29,CHI
Cardellina,canadensis,2011-09-04,CHI
Cardellina,canadensis,2012-05-12,CHI
Cardellina,canadensis,2012-05-25,CHI
Cardellina,canadensis,2012-05-25,CHI
Cardellina,canadensis,2012-05-26,CHI
Cardellina,canadensis,2012-05-29,CHI
Cardellina,canadensis,2012-08-20,CHI
Cardellina,canadensis,2012-08-27,CHI
Cardellina,canadensis,2012-08-28,CHI
Cardellina,canadensis,2012-08-28,CHI
Cardellina,canadensis,2012-08-30,CHI
Cardellina,canadensis,2012-09-02,CHI
Cardellina,canadensis,2013-05-15,CHI
Cardellina,canadensis,2013-05-15,CHI
Cardellina,canadensis,2013-05-16,CHI
Cardellina,canadensis,2013-05-20,CHI
Cardellina,canadensis,2013-05-20,CHI
Cardellina,canadensis,2013-05-20,CHI
Cardellina,canadensis,2013-05-20,CHI
Cardellina,canadensis,2013-05-21,CHI
Cardellina,canadensis,2013-05-28,CHI
Cardellina,canadensis,2013-05-28,CHI
Cardellina,canadensis,2013-08-19,CHI
Cardellina,canadensis,2013-08-24,CHI
Cardellina,canadensis,2013-09-03,CHI
Cardellina,canadensis,2013-09-05,CHI
Cardellina,canadensis,2013-09-07,CHI
Cardellina,canadensis,2013-09-21,CHI
Cardellina,canadensis,2013-09-23,CHI
Cardellina,canadensis,2014-05-09,CHI
Cardellina,canadensis,2014-05-12,CHI
Cardellina,canadensis,2014-05-14,CHI
Cardellina,canadensis,2014-05-18,CHI
Cardellina,canadensis,2014-05-20,CHI
Cardellina,canadensis,2014-05-20,CHI
Cardellina,canadensis,2014-05-20,CHI
Cardellina,canadensis,2014-05-20,CHI
Cardellina,canadensis,2014-05-20,CHI
Cardellina,canadensis,2014-05-21,CHI
Cardellina,canadensis,2014-05-21,CHI
Cardellina,canadensis,2014-05-21,CHI
Cardellina,canadensis,2014-05-21,CHI
Cardellina,canadensis,2014-05-21,CHI
Cardellina,canadensis,2014-05-21,CHI
Cardellina,canadensis,2014-05-23,CHI
Cardellina,canadensis,2014-05-24,CHI
Cardellina,canadensis,2014-05-28,CHI
Cardellina,canadensis,2014-09-15,CHI
Cardellina,canadensis,2014-09-20,CHI
Cardellina,canadensis,2014-09-21,CHI
Cardellina,canadensis,2015-05-17,CHI
Cardellina,canadensis,2015-05-18,CHI
Cardellina,canadensis,2015-05-18,CHI
Cardellina,canadensis,2015-05-19,CHI
Cardellina,canadensis,2015-05-20,CHI
Cardellina,canadensis,2015-05-20,CHI
Cardellina,canadensis,2015-05-25,CHI
Cardellina,canadensis,2015-08-18,CHI
Cardellina,canadensis,2015-08-21,CHI
Cardellina,canadensis,2015-08-21,CHI
Cardellina,canadensis,2015-08-24,CHI
Cardellina,canadensis,2015-08-27,CHI
Cardellina,canadensis,2015-09-04,CHI
Cardellina,canadensis,2015-09-19,CHI
Cardellina,canadensis,2016-08-26,CHI
Cardellina,canadensis,2016-09-02,CHI
Setophaga,citrina,1980-05-15,MP
Setophaga,citrina,1996-05-19,MP
Setophaga,citrina,1997-05-10,MP
Setophaga,citrina,2009-05-16,CHI
Setophaga,citrina,2013-10-14,CHI
Cardellina,pusilla,1979-05-08,MP
Cardellina,pusilla,1979-05-17,MP
Cardellina,pusilla,1979-05-18,MP
Cardellina,pusilla,1979-09-07,MP
Cardellina,pusilla,1979-09-12,MP
Cardellina,pusilla,1979-09-12,MP
Cardellina,pusilla,1979-09-14,MP
Cardellina,pusilla,1979-10-01,MP
Cardellina,pusilla,1980-09-09,MP
Cardellina,pusilla,1980-09-18,MP
Cardellina,pusilla,1980-09-18,MP
Cardellina,pusilla,1981-05-29,MP
Cardellina,pusilla,1982-09-19,MP
Cardellina,pusilla,1982-09-19,MP
Cardellina,pusilla,1983-05-13,MP
Cardellina,pusilla,1983-05-24,MP
Cardellina,pusilla,1983-05-25,MP
Cardellina,pusilla,1983-08-26,MP
Cardellina,pusilla,1983-09-23,MP
Cardellina,pusilla,1984-05-22,MP
Cardellina,pusilla,1984-05-25,MP
Cardellina,pusilla,1984-05-26,MP
Cardellina,pusilla,1984-05-31,MP
Cardellina,pusilla,1984-09-04,MP
Cardellina,pusilla,1984-09-23,MP
Cardellina,pusilla,1984-09-28,MP
Cardellina,pusilla,1985-10-05,MP
Cardellina,pusilla,1986-05-16,MP
Cardellina,pusilla,1989-05-25,MP
Cardellina,pusilla,1990-09-06,MP
Cardellina,pusilla,1990-09-17,MP
Cardellina,pusilla,1992-05-02,MP
Cardellina,pusilla,1992-05-12,MP
Cardellina,pusilla,1992-05-12,MP
Cardellina,pusilla,1992-05-17,MP
Cardellina,pusilla,1992-05-17,MP
Cardellina,pusilla,1992-09-07,MP
Cardellina,pusilla,1993-05-28,MP
Cardellina,pusilla,1993-08-22,CHI
Cardellina,pusilla,1994-05-23,MP
Cardellina,pusilla,1995-08-31,MP
Cardellina,pusilla,1995-09-07,MP
Cardellina,pusilla,1995-10-04,MP
Cardellina,pusilla,1996-05-18,MP
Cardellina,pusilla,1996-05-18,MP
Cardellina,pusilla,1996-05-19,MP
Cardellina,pusilla,1996-05-20,MP
Cardellina,pusilla,1996-05-20,MP
Cardellina,pusilla,1996-05-25,MP
Cardellina,pusilla,1996-09-16,MP
Cardellina,pusilla,1998-08-28,MP
Cardellina,pusilla,1998-08-30,CHI
Cardellina,pusilla,1999-05-17,MP
Cardellina,pusilla,1999-05-18,MP
Cardellina,pusilla,1999-05-18,MP
Cardellina,pusilla,1999-08-30,MP
Cardellina,pusilla,1999-09-14,CHI
Cardellina,pusilla,2000-05-26,CHI
Cardellina,pusilla,2000-09-16,MP
Cardellina,pusilla,2003-05-28,CHI
Cardellina,pusilla,2003-09-16,CHI
Cardellina,pusilla,2004-09-10,CHI
Cardellina,pusilla,2004-09-19,CHI
Cardellina,pusilla,2005-05-27,MP
Cardellina,pusilla,2005-08-24,CHI
Cardellina,pusilla,2005-09-04,CHI
Cardellina,pusilla,2005-10-07,CHI
Cardellina,pusilla,2006-08-30,CHI
Cardellina,pusilla,2006-08-31,CHI
Cardellina,pusilla,2006-09-03,CHI
Cardellina,pusilla,2007-05-15,MP
Cardellina,pusilla,2007-05-15,CHI
Cardellina,pusilla,2007-05-20,CHI
Cardellina,pusilla,2007-05-20,CHI
Cardellina,pusilla,2007-05-24,CHI
Cardellina,pusilla,2007-05-27,CHI
Cardellina,pusilla,2007-08-25,CHI
Cardellina,pusilla,2007-08-26,CHI
Cardellina,pusilla,2007-09-05,CHI
Cardellina,pusilla,2007-09-06,CHI
Cardellina,pusilla,2007-09-08,CHI
Cardellina,pusilla,2007-09-13,CHI
Cardellina,pusilla,2007-09-13,CHI
Cardellina,pusilla,2007-09-21,CHI
Cardellina,pusilla,2008-05-17,CHI
Cardellina,pusilla,2008-05-27,CHI
Cardellina,pusilla,2008-08-31,CHI
Cardellina,pusilla,2008-09-02,CHI
Cardellina,pusilla,2008-09-03,CHI
Cardellina,pusilla,2008-09-03,CHI
Cardellina,pusilla,2008-09-06,CHI
Cardellina,pusilla,2008-09-06,CHI
Cardellina,pusilla,2008-09-10,CHI
Cardellina,pusilla,2008-09-11,CHI
Cardellina,pusilla,2008-09-12,CHI
Cardellina,pusilla,2008-09-15,CHI
Cardellina,pusilla,2008-09-17,CHI
Cardellina,pusilla,2008-09-18,CHI
Cardellina,pusilla,2009-05-03,CHI
Cardellina,pusilla,2009-05-17,CHI
Cardellina,pusilla,2009-05-20,CHI
Cardellina,pusilla,2009-08-31,CHI
Cardellina,pusilla,2009-09-03,CHI
Cardellina,pusilla,2009-09-09,CHI
Cardellina,pusilla,2009-09-14,CHI
Cardellina,pusilla,2009-09-16,CHI
Cardellina,pusilla,2009-09-16,CHI
Cardellina,pusilla,2009-09-17,CHI
Cardellina,pusilla,2010-09-03,CHI
Cardellina,pusilla,2010-09-05,CHI
Cardellina,pusilla,2010-09-05,CHI
Cardellina,pusilla,2010-09-05,CHI
Cardellina,pusilla,2010-09-12,CHI
Cardellina,pusilla,2010-09-16,CHI
Cardellina,pusilla,2010-09-18,CHI
Cardellina,pusilla,2010-09-18,CHI
Cardellina,pusilla,2010-09-18,CHI
Cardellina,pusilla,2010-09-19,CHI
Cardellina,pusilla,2010-09-19,CHI
Cardellina,pusilla,2010-09-24,CHI
Cardellina,pusilla,2010-09-24,CHI
Cardellina,pusilla,2010-09-26,CHI
Cardellina,pusilla,2010-09-26,CHI
Cardellina,pusilla,2011-05-22,CHI
Cardellina,pusilla,2011-05-28,CHI
Cardellina,pusilla,2011-09-04,CHI
Cardellina,pusilla,2011-09-05,CHI
Cardellina,pusilla,2011-09-18,CHI
Cardellina,pusilla,2011-09-18,CHI
Cardellina,pusilla,2011-09-20,CHI
Cardellina,pusilla,2011-09-24,CHI
Cardellina,pusilla,2012-05-21,CHI
Cardellina,pusilla,2012-09-02,CHI
Cardellina,pusilla,2012-09-21,CHI
Cardellina,pusilla,2012-09-25,CHI
Cardellina,pusilla,2013-05-20,CHI
Cardellina,pusilla,2013-05-29,CHI
Cardellina,pusilla,2013-08-23,CHI
Cardellina,pusilla,2013-08-28,CHI
Cardellina,pusilla,2013-08-29,CHI
Cardellina,pusilla,2013-08-29,CHI
Cardellina,pusilla,2013-09-01,CHI
Cardellina,pusilla,2013-09-03,CHI
Cardellina,pusilla,2013-09-03,CHI
Cardellina,pusilla,2013-09-03,CHI
Cardellina,pusilla,2013-09-05,CHI
Cardellina,pusilla,2013-09-09,CHI
Cardellina,pusilla,2013-09-14,CHI
Cardellina,pusilla,2014-05-20,CHI
Cardellina,pusilla,2014-05-21,CHI
Cardellina,pusilla,2014-05-21,CHI
Cardellina,pusilla,2014-08-27,CHI
Cardellina,pusilla,2014-08-27,CHI
Cardellina,pusilla,2014-08-28,CHI
Cardellina,pusilla,2014-09-03,CHI
Cardellina,pusilla,2014-09-03,CHI
Cardellina,pusilla,2014-09-03,CHI
Cardellina,pusilla,2014-09-04,CHI
Cardellina,pusilla,2014-09-04,CHI
Cardellina,pusilla,2014-09-06,CHI
Cardellina,pusilla,2014-09-07,CHI
