event,host_city,year,host_country,event_url,section,artist,song,artist_url,image_url,artist_country,country_emoji,running_order,total_points,rank,rank_ordinal,qualified,winner
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,semi-final,Global.Kryner,Y Así,https://eurovision.tv/participant/global-kryner,NA,Austria,:flag_at:,1,30,21,21st,FALSE,FALSE
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,semi-final,Ivan & Delfin,Czarna Dziewczyna,https://eurovision.tv/participant/ivan-delfin,NA,Poland,:flag_pl:,25,81,11,11th,FALSE,FALSE
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,semi-final,Omar Naber,Stop,https://eurovision.tv/participant/omar-naber,NA,Slovenia,:flag_si:,23,69,12,12th,FALSE,FALSE
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,semi-final,Donna and Joseph McCaul,Love?,https://eurovision.tv/participant/donna-and-joseph-mccaul,NA,Ireland,:flag_ie:,22,53,14,14th,FALSE,FALSE
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,semi-final,Kaffe,Lorraine,https://eurovision.tv/participant/kaffe,NA,Bulgaria,:flag_bg:,21,49,19,19th,FALSE,FALSE
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,semi-final,Marian van de Wal,La Mirada Interior,https://eurovision.tv/participant/marian-van-de-wal,NA,Andorra,:flag_ad:,18,27,23,23rd,FALSE,FALSE
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,semi-final,Geir Rönning,Why,https://eurovision.tv/participant/geir-roenning,NA,Finland,:flag_fi:,16,50,18,18th,FALSE,FALSE
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,semi-final,Suntribe,Let's Get Loud,https://eurovision.tv/participant/suntribe,NA,Estonia,:flag_ee:,12,31,20,20th,FALSE,FALSE
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,semi-final,Nuno Resende,Le Grand Soir,https://eurovision.tv/participant/nuno-resende,NA,Belgium,:flag_be:,11,29,22,22nd,FALSE,FALSE
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,semi-final,Selma,If I Had Your Love,https://eurovision.tv/participant/selma,NA,Iceland,:flag_is:,10,52,16,16th,FALSE,FALSE
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,semi-final,Glennis Grace,My Impossible Dream,https://eurovision.tv/participant/glennis-grace,https://static.eurovision.tv/hb-cgi/images/900b81d0-774a-447e-86fc-cbdb38351619/avatar_small.jpeg,Netherlands,:flag_nl:,9,53,14,14th,FALSE,FALSE
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,semi-final,Angelica Agurbash,Love Me Tonight,https://eurovision.tv/participant/angelica-agurbash,NA,Belarus,:flag_by:,8,67,13,13th,FALSE,FALSE
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,semi-final,Lise Darly,Tout De Moi,https://eurovision.tv/participant/lise-darly,NA,Monaco,:flag_mc:,6,22,24,24th,FALSE,FALSE
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,semi-final,2B,Amar,https://eurovision.tv/participant/2b,NA,Portugal,:flag_pt:,3,51,17,17th,FALSE,FALSE
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,semi-final,Laura and the Lovers,Little By Little,https://eurovision.tv/participant/laura-and-the-lovers,NA,Lithuania,:flag_lt:,2,17,25,25th,FALSE,FALSE
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,semi-final,Shiri Maymon,Hasheket Shenish'ar,https://eurovision.tv/participant/shiri-maymon,NA,Israel,:flag_il:,7,158,7,7th,TRUE,TRUE
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,semi-final,Walter & Kazha,The War Is Not Over,https://eurovision.tv/participant/walter-kazha,NA,Latvia,:flag_lv:,5,85,10,10th,TRUE,TRUE
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,semi-final,Zdob si Zdub,Boonika Bate Toba,https://eurovision.tv/participant/zdob-si-zdub,NA,Moldova,:flag_md:,4,207,2,2nd,TRUE,TRUE
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,semi-final,Jakob Sveistrup,Talking To You,https://eurovision.tv/participant/jakob-sveistrup,NA,Denmark,:flag_dk:,24,185,3,3rd,TRUE,TRUE
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,semi-final,Boris Novkovic feat. Lado members,Vukovi Umiru Sami,https://eurovision.tv/participant/boris-novkovic-feat-lado-members,NA,Croatia,:flag_hr:,20,169,4,4th,TRUE,TRUE
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,semi-final,Vanilla Ninja,Cool Vibes,https://eurovision.tv/participant/vanilla-ninja,NA,Switzerland,:flag_ch:,19,114,8,8th,TRUE,TRUE
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,semi-final,Martin Vucic,Make My Day,https://eurovision.tv/participant/martin-vucic,NA,North Macedonia,:flag_mk:,17,97,9,9th,TRUE,TRUE
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,semi-final,NOX,Forogj Világ,https://eurovision.tv/participant/nox,NA,Hungary,:flag_hu:,15,167,5,5th,TRUE,TRUE
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,semi-final,Luminita Anghel & Sistem,Let Me Try,https://eurovision.tv/participant/luminita-anghel-sistem,NA,Romania,:flag_ro:,14,235,1,1st,TRUE,TRUE
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,semi-final,Wig Wam,In My Dreams,https://eurovision.tv/participant/wig-wam,NA,Norway,:flag_no:,13,164,6,6th,TRUE,TRUE
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,grand-final,Ortal,Chacun Pense à Soi,https://eurovision.tv/participant/ortal,NA,France,:flag_fr:,24,11,23,23rd,FALSE,FALSE
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,grand-final,Feminnem,Call Me,https://eurovision.tv/participant/feminnem,NA,Bosnia & Herzegovina,:flag_ba:,21,79,14,14th,FALSE,FALSE
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,grand-final,Natalia Podolskaya,Nobody Hurt No One,https://eurovision.tv/participant/natalia-podolskaya,NA,Russia,:flag_ru:,20,57,15,15th,FALSE,FALSE
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,grand-final,Helena Paparizou,My Number One,https://eurovision.tv/participant/helena-paparizou,https://static.eurovision.tv/hb-cgi/images/8d9181f0-0274-453c-b08c-fb4b153dbf92/avatar_small.png,Greece,:flag_gr:,19,230,1,1st,FALSE,TRUE
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,grand-final,Gracia,Run & Hide,https://eurovision.tv/participant/gracia,NA,Germany,:flag_de:,17,4,24,24th,FALSE,FALSE
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,grand-final,Greenjolly,Razom Nas Bahato,https://eurovision.tv/participant/greenjolly,NA,Ukraine,:flag_ua:,16,30,19,19th,FALSE,FALSE
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,grand-final,Martin Stenmarck,Las Vegas,https://eurovision.tv/participant/martin-stenmarck,NA,Sweden,:flag_se:,14,30,19,19th,FALSE,FALSE
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,grand-final,No Name,Zauvijek Moja,https://eurovision.tv/participant/no-name,NA,Serbia & Montenegro,:white_circle:,12,137,7,7th,FALSE,FALSE
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,grand-final,Son de sol,Brujería,https://eurovision.tv/participant/son-de-sol,NA,Spain,:flag_es:,10,28,21,21st,FALSE,FALSE
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,grand-final,Constantinos Christoforou,Ela Ela,https://eurovision.tv/participant/constantinos-christoforou,NA,Cyprus,:flag_cy:,9,46,18,18th,FALSE,FALSE
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,grand-final,Ledina Celo,Tomorrow I Go,https://eurovision.tv/participant/ledina-celo,NA,Albania,:flag_al:,8,53,16,16th,FALSE,FALSE
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,grand-final,Gülseren,Rimi Rimi Ley,https://eurovision.tv/participant/guelseren,NA,Turkey,:flag_tr:,6,92,13,13th,FALSE,FALSE
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,grand-final,Chiara,Angel,https://eurovision.tv/participant/chiara,NA,Malta,:flag_mt:,3,192,2,2nd,FALSE,FALSE
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,grand-final,Javine,Touch My Fire,https://eurovision.tv/participant/javine,NA,United Kingdom,:flag_gb:,2,18,22,22nd,FALSE,FALSE
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,grand-final,Jakob Sveistrup,Talking To You,https://eurovision.tv/participant/jakob-sveistrup,NA,Denmark,:flag_dk:,13,125,9,9th,FALSE,FALSE
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,grand-final,Boris Novkovic feat. Lado members,Vukovi Umiru Sami,https://eurovision.tv/participant/boris-novkovic-feat-lado-members,NA,Croatia,:flag_hr:,18,115,11,11th,FALSE,FALSE
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,grand-final,Vanilla Ninja,Cool Vibes,https://eurovision.tv/participant/vanilla-ninja,NA,Switzerland,:flag_ch:,22,128,8,8th,FALSE,FALSE
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,grand-final,Martin Vucic,Make My Day,https://eurovision.tv/participant/martin-vucic,NA,North Macedonia,:flag_mk:,15,52,17,17th,FALSE,FALSE
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,grand-final,NOX,Forogj Világ,https://eurovision.tv/participant/nox,NA,Hungary,:flag_hu:,1,97,12,12th,FALSE,FALSE
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,grand-final,Luminita Anghel & Sistem,Let Me Try,https://eurovision.tv/participant/luminita-anghel-sistem,NA,Romania,:flag_ro:,4,158,3,3rd,FALSE,FALSE
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,grand-final,Wig Wam,In My Dreams,https://eurovision.tv/participant/wig-wam,NA,Norway,:flag_no:,5,125,9,9th,FALSE,FALSE
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,grand-final,Shiri Maymon,Hasheket Shenish'ar,https://eurovision.tv/participant/shiri-maymon,NA,Israel,:flag_il:,11,154,4,4th,FALSE,FALSE
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,grand-final,Walter & Kazha,The War Is Not Over,https://eurovision.tv/participant/walter-kazha,NA,Latvia,:flag_lv:,23,153,5,5th,FALSE,FALSE
Kyiv 2005,Kyiv,2005,Ukraine,https://eurovision.tv/event/kyiv-2005,grand-final,Zdob si Zdub,Boonika Bate Toba,https://eurovision.tv/participant/zdob-si-zdub,NA,Moldova,:flag_md:,7,148,6,6th,FALSE,FALSE
Istanbul 2004,Istanbul,2004,Turkey,https://eurovision.tv/event/istanbul-2004,semi-final,Tomas Thordarson,Shame On You,https://eurovision.tv/participant/tomas-thordarson,NA,Denmark,:flag_dk:,19,56,13,13th,FALSE,FALSE
Istanbul 2004,Istanbul,2004,Turkey,https://eurovision.tv/event/istanbul-2004,semi-final,Neiokõsõ,Tii,https://eurovision.tv/participant/neiokoso,NA,Estonia,:flag_ee:,17,57,11,11th,FALSE,FALSE
Istanbul 2004,Istanbul,2004,Turkey,https://eurovision.tv/event/istanbul-2004,semi-final,Platin,Stay Forever,https://eurovision.tv/participant/platin,NA,Slovenia,:flag_si:,16,5,21,21st,FALSE,FALSE
Istanbul 2004,Istanbul,2004,Turkey,https://eurovision.tv/event/istanbul-2004,semi-final,Linas ir Simona,What's Happened To Your Love,https://eurovision.tv/participant/linas-ir-simona,NA,Lithuania,:flag_lt:,12,26,16,16th,FALSE,FALSE
Istanbul 2004,Istanbul,2004,Turkey,https://eurovision.tv/event/istanbul-2004,semi-final,Maryon,Notre Planète,https://eurovision.tv/participant/maryon,NA,Monaco,:flag_mc:,9,10,19,19th,FALSE,FALSE
Istanbul 2004,Istanbul,2004,Turkey,https://eurovision.tv/event/istanbul-2004,semi-final,Sofia,Foi Magia,https://eurovision.tv/participant/sofia,NA,Portugal,:flag_pt:,7,38,15,15th,FALSE,FALSE
Istanbul 2004,Istanbul,2004,Turkey,https://eurovision.tv/event/istanbul-2004,semi-final,Marta Roure,Jugarem A Estimar-nos,https://eurovision.tv/participant/marta-roure,NA,Andorra,:flag_ad:,6,12,18,18th,FALSE,FALSE
Istanbul 2004,Istanbul,2004,Turkey,https://eurovision.tv/event/istanbul-2004,semi-final,David D'or,Le'ha'amin,https://eurovision.tv/participant/david-d-or,NA,Israel,:flag_il:,5,57,11,11th,FALSE,FALSE
Istanbul 2004,Istanbul,2004,Turkey,https://eurovision.tv/event/istanbul-2004,semi-final,Fomins & Kleins,Dziesma Par Laimi,https://eurovision.tv/participant/fomins-kleins,NA,Latvia,:flag_lv:,4,23,17,17th,FALSE,FALSE
Istanbul 2004,Istanbul,2004,Turkey,https://eurovision.tv/event/istanbul-2004,semi-final,Piero Esteriore & the MusicStars,Celebrate,https://eurovision.tv/participant/piero-esteriore-the-musicstars,NA,Switzerland,:flag_ch:,3,NA,22,22nd,FALSE,FALSE
Istanbul 2004,Istanbul,2004,Turkey,https://eurovision.tv/event/istanbul-2004,semi-final,Aleksandra & Konstantin,My Galileo,https://eurovision.tv/participant/aleksandra-konstantin,NA,Belarus,:flag_by:,2,10,19,19th,FALSE,FALSE
Istanbul 2004,Istanbul,2004,Turkey,https://eurovision.tv/event/istanbul-2004,semi-final,Jari Sillanpää,Takes 2 To Tango,https://eurovision.tv/participant/jari-sillanpaeae,NA,Finland,:flag_fi:,1,51,14,14th,FALSE,FALSE
Istanbul 2004,Istanbul,2004,Turkey,https://eurovision.tv/event/istanbul-2004,semi-final,Željko Joksimović,Lane Moje,https://eurovision.tv/participant/zeljko-joksimovic,NA,Serbia & Montenegro,:white_circle:,20,263,1,1st,TRUE,TRUE
Istanbul 2004,Istanbul,2004,Turkey,https://eurovision.tv/event/istanbul-2004,semi-final,Julie & Ludwig,On Again... Off Again,https://eurovision.tv/participant/julie-ludwig,NA,Malta,:flag_mt:,8,74,8,8th,TRUE,TRUE
Istanbul 2004,Istanbul,2004,Turkey,https://eurovision.tv/event/istanbul-2004,semi-final,Re-union,Without You,https://eurovision.tv/participant/re-union,NA,Netherlands,:flag_nl:,22,146,6,6th,TRUE,TRUE
Istanbul 2004,Istanbul,2004,Turkey,https://eurovision.tv/event/istanbul-2004,semi-final,Anjeza Shahini,The Image Of You,https://eurovision.tv/participant/anjeza-shahini,NA,Albania,:flag_al:,13,167,4,4th,TRUE,TRUE
Istanbul 2004,Istanbul,2004,Turkey,https://eurovision.tv/event/istanbul-2004,semi-final,Ruslana,Wild Dances,https://eurovision.tv/participant/ruslana,https://static.eurovision.tv/hb-cgi/images/8da92473-088f-4d94-80e4-f3e1a2cba66b/avatar_small.png,Ukraine,:flag_ua:,11,256,2,2nd,TRUE,TRUE
Istanbul 2004,Istanbul,2004,Turkey,https://eurovision.tv/event/istanbul-2004,semi-final,Sakis Rouvas,Shake It,https://eurovision.tv/participant/sakis-rouvas,https://static.eurovision.tv/hb-cgi/images/8d914d56-dcc3-4d3e-8c1b-202cb39f7d8e/avatar_small.jpg,Greece,:flag_gr:,10,238,3,3rd,TRUE,TRUE
Istanbul 2004,Istanbul,2004,Turkey,https://eurovision.tv/event/istanbul-2004,semi-final,Tose Proeski,Life,https://eurovision.tv/participant/tose-proeski,NA,North Macedonia,:flag_mk:,15,71,10,10th,TRUE,TRUE
Istanbul 2004,Istanbul,2004,Turkey,https://eurovision.tv/event/istanbul-2004,semi-final,Deen,In The Disco,https://eurovision.tv/participant/deen,NA,Bosnia & Herzegovina,:flag_ba:,21,133,7,7th,TRUE,TRUE
Istanbul 2004,Istanbul,2004,Turkey,https://eurovision.tv/event/istanbul-2004,semi-final,Ivan Mikulic,You Are The Only One,https://eurovision.tv/participant/ivan-mikulic,NA,Croatia,:flag_hr:,18,72,9,9th,TRUE,TRUE
Istanbul 2004,Istanbul,2004,Turkey,https://eurovision.tv/event/istanbul-2004,semi-final,Lisa Andreas,Stronger Every Minute,https://eurovision.tv/participant/lisa-andreas,NA,Cyprus,:flag_cy:,14,149,5,5th,TRUE,TRUE
Istanbul 2004,Istanbul,2004,Turkey,https://eurovision.tv/event/istanbul-2004,grand-final,Ramón,Para Llenarme De Ti,https://eurovision.tv/participant/ramon,NA,Spain,:flag_es:,1,87,10,10th,FALSE,FALSE
Istanbul 2004,Istanbul,2004,Turkey,https://eurovision.tv/event/istanbul-2004,grand-final,Tie Break,Du Bist,https://eurovision.tv/participant/tie-break,NA,Austria,:flag_at:,2,9,21,21st,FALSE,FALSE
Istanbul 2004,Istanbul,2004,Turkey,https://eurovision.tv/event/istanbul-2004,grand-final,Knut Anders Sørum,High,https://eurovision.tv/participant/knut-anders-soerum,NA,Norway,:flag_no:,3,3,24,24th,FALSE,FALSE
Istanbul 2004,Istanbul,2004,Turkey,https://eurovision.tv/event/istanbul-2004,grand-final,Jonatan Cerrada,A Chaque Pas,https://eurovision.tv/participant/jonatan-cerrada,NA,France,:flag_fr:,4,40,15,15th,FALSE,FALSE
Istanbul 2004,Istanbul,2004,Turkey,https://eurovision.tv/event/istanbul-2004,grand-final,Željko Joksimović,Lane Moje,https://eurovision.tv/participant/zeljko-joksimovic,NA,Serbia & Montenegro,:white_circle:,5,263,2,2nd,FALSE,FALSE
Istanbul 2004,Istanbul,2004,Turkey,https://eurovision.tv/event/istanbul-2004,grand-final,Julie & Ludwig,On Again... Off Again,https://eurovision.tv/participant/julie-ludwig,NA,Malta,:flag_mt:,6,50,12,12th,FALSE,FALSE
Istanbul 2004,Istanbul,2004,Turkey,https://eurovision.tv/event/istanbul-2004,grand-final,Re-union,Without You,https://eurovision.tv/participant/re-union,NA,Netherlands,:flag_nl:,7,11,20,20th,FALSE,FALSE
Istanbul 2004,Istanbul,2004,Turkey,https://eurovision.tv/event/istanbul-2004,grand-final,Max (Maximilian Mutzke),Can't Wait Until Tonight,https://eurovision.tv/participant/max-maximilian-mutzke,NA,Germany,:flag_de:,8,93,8,8th,FALSE,FALSE
Istanbul 2004,Istanbul,2004,Turkey,https://eurovision.tv/event/istanbul-2004,grand-final,Anjeza Shahini,The Image Of You,https://eurovision.tv/participant/anjeza-shahini,NA,Albania,:flag_al:,9,106,7,7th,FALSE,FALSE
Istanbul 2004,Istanbul,2004,Turkey,https://eurovision.tv/event/istanbul-2004,grand-final,Ruslana,Wild Dances,https://eurovision.tv/participant/ruslana,https://static.eurovision.tv/hb-cgi/images/8da92473-088f-4d94-80e4-f3e1a2cba66b/avatar_small.png,Ukraine,:flag_ua:,10,280,1,1st,FALSE,TRUE
Istanbul 2004,Istanbul,2004,Turkey,https://eurovision.tv/event/istanbul-2004,grand-final,Lena Philipsson,It Hurts,https://eurovision.tv/participant/lena-philipsson,NA,Sweden,:flag_se:,24,170,5,5th,FALSE,FALSE
Istanbul 2004,Istanbul,2004,Turkey,https://eurovision.tv/event/istanbul-2004,grand-final,Sakis Rouvas,Shake It,https://eurovision.tv/participant/sakis-rouvas,https://static.eurovision.tv/hb-cgi/images/8d914d56-dcc3-4d3e-8c1b-202cb39f7d8e/avatar_small.jpg,Greece,:flag_gr:,16,252,3,3rd,FALSE,FALSE
Istanbul 2004,Istanbul,2004,Turkey,https://eurovision.tv/event/istanbul-2004,grand-final,Jónsi,Heaven,https://eurovision.tv/participant/jonsi,NA,Iceland,:flag_is:,17,16,19,19th,FALSE,FALSE
Istanbul 2004,Istanbul,2004,Turkey,https://eurovision.tv/event/istanbul-2004,grand-final,Chris Doran,If My World Stopped Turning,https://eurovision.tv/participant/chris-doran,NA,Ireland,:flag_ie:,18,7,22,22nd,FALSE,FALSE
Istanbul 2004,Istanbul,2004,Turkey,https://eurovision.tv/event/istanbul-2004,grand-final,Tose Proeski,Life,https://eurovision.tv/participant/tose-proeski,NA,North Macedonia,:flag_mk:,15,47,14,14th,FALSE,FALSE
Istanbul 2004,Istanbul,2004,Turkey,https://eurovision.tv/event/istanbul-2004,grand-final,Julia Savicheva,Believe Me,https://eurovision.tv/participant/julia-savicheva,NA,Russia,:flag_ru:,14,67,11,11th,FALSE,FALSE
Istanbul 2004,Istanbul,2004,Turkey,https://eurovision.tv/event/istanbul-2004,grand-final,Xandee,1 Life,https://eurovision.tv/participant/xandee,NA,Belgium,:flag_be:,13,7,22,22nd,FALSE,FALSE
Istanbul 2004,Istanbul,2004,Turkey,https://eurovision.tv/event/istanbul-2004,grand-final,Deen,In The Disco,https://eurovision.tv/participant/deen,NA,Bosnia & Herzegovina,:flag_ba:,12,91,9,9th,FALSE,FALSE
Istanbul 2004,Istanbul,2004,Turkey,https://eurovision.tv/event/istanbul-2004,grand-final,Ivan Mikulic,You Are The Only One,https://eurovision.tv/participant/ivan-mikulic,NA,Croatia,:flag_hr:,11,50,12,12th,FALSE,FALSE
Istanbul 2004,Istanbul,2004,Turkey,https://eurovision.tv/event/istanbul-2004,grand-final,Sanda Ladosi,I Admit,https://eurovision.tv/participant/sanda-ladosi,NA,Romania,:flag_ro:,23,18,18,18th,FALSE,FALSE
Istanbul 2004,Istanbul,2004,Turkey,https://eurovision.tv/event/istanbul-2004,grand-final,Athena,For Real,https://eurovision.tv/participant/athena,NA,Turkey,:flag_tr:,22,195,4,4th,FALSE,FALSE
Istanbul 2004,Istanbul,2004,Turkey,https://eurovision.tv/event/istanbul-2004,grand-final,Lisa Andreas,Stronger Every Minute,https://eurovision.tv/participant/lisa-andreas,NA,Cyprus,:flag_cy:,21,170,5,5th,FALSE,FALSE
Istanbul 2004,Istanbul,2004,Turkey,https://eurovision.tv/event/istanbul-2004,grand-final,James Fox,Hold On To Our Love,https://eurovision.tv/participant/james-fox,NA,United Kingdom,:flag_gb:,20,29,16,16th,FALSE,FALSE
Istanbul 2004,Istanbul,2004,Turkey,https://eurovision.tv/event/istanbul-2004,grand-final,Blue Cafe,Love Song,https://eurovision.tv/participant/blue-cafe,NA,Poland,:flag_pl:,19,27,17,17th,FALSE,FALSE
Riga 2003,Riga,2003,Latvia,https://eurovision.tv/event/riga-2003,final,Karmen,Nanana,https://eurovision.tv/participant/karmen,NA,Slovenia,:flag_si:,26,7,23,23rd,FALSE,FALSE
Riga 2003,Riga,2003,Latvia,https://eurovision.tv/event/riga-2003,final,Fame,Give Me Your Love,https://eurovision.tv/participant/fame,NA,Sweden,:flag_se:,25,107,5,5th,FALSE,FALSE
Riga 2003,Riga,2003,Latvia,https://eurovision.tv/event/riga-2003,final,Nicola,Dont Break My Heart,https://eurovision.tv/participant/nicola,NA,Romania,:flag_ro:,24,73,10,10th,FALSE,FALSE
Riga 2003,Riga,2003,Latvia,https://eurovision.tv/event/riga-2003,final,Ruffus,Eighties Coming Back,https://eurovision.tv/participant/ruffus,NA,Estonia,:flag_ee:,23,14,21,21st,FALSE,FALSE
Riga 2003,Riga,2003,Latvia,https://eurovision.tv/event/riga-2003,final,Urban Trad,Sanomi,https://eurovision.tv/participant/urban-trad,NA,Belgium,:flag_be:,22,165,2,2nd,FALSE,FALSE
Riga 2003,Riga,2003,Latvia,https://eurovision.tv/event/riga-2003,final,F.L.Y.,Hello From Mars,https://eurovision.tv/participant/f-l-y,NA,Latvia,:flag_lv:,21,5,24,24th,FALSE,FALSE
Riga 2003,Riga,2003,Latvia,https://eurovision.tv/event/riga-2003,final,Ich Troje,Keine Grenzen - Zadnych Granic,https://eurovision.tv/participant/ich-troje,NA,Poland,:flag_pl:,20,90,7,7th,FALSE,FALSE
Riga 2003,Riga,2003,Latvia,https://eurovision.tv/event/riga-2003,final,Louisa Baileche,Monts Et Merveilles,https://eurovision.tv/participant/louisa-baileche,NA,France,:flag_fr:,19,19,18,18th,FALSE,FALSE
Riga 2003,Riga,2003,Latvia,https://eurovision.tv/event/riga-2003,final,Jostein Hasselgård,I'm Not Afraid To Move On,https://eurovision.tv/participant/jostein-hasselgaard,NA,Norway,:flag_no:,18,123,4,4th,FALSE,FALSE
Riga 2003,Riga,2003,Latvia,https://eurovision.tv/event/riga-2003,final,Mando,Never Let You Go,https://eurovision.tv/participant/mando,NA,Greece,:flag_gr:,17,25,17,17th,FALSE,FALSE
Riga 2003,Riga,2003,Latvia,https://eurovision.tv/event/riga-2003,final,Olexandr,Hasta La Vista,https://eurovision.tv/participant/olexandr,NA,Ukraine,:flag_ua:,16,30,14,14th,FALSE,FALSE
Riga 2003,Riga,2003,Latvia,https://eurovision.tv/event/riga-2003,final,Jemini,Cry Baby,https://eurovision.tv/participant/jemini,NA,United Kingdom,:flag_gb:,15,NA,26,26th,FALSE,FALSE
Riga 2003,Riga,2003,Latvia,https://eurovision.tv/event/riga-2003,final,Esther Hart,One More Night,https://eurovision.tv/participant/esther-hart,NA,Netherlands,:flag_nl:,14,45,13,13th,FALSE,FALSE
Riga 2003,Riga,2003,Latvia,https://eurovision.tv/event/riga-2003,final,Lior Narkis,Words For Love,https://eurovision.tv/participant/lior-narkis,NA,Israel,:flag_il:,13,17,19,19th,FALSE,FALSE
Riga 2003,Riga,2003,Latvia,https://eurovision.tv/event/riga-2003,final,Beth,Dime,https://eurovision.tv/participant/beth,NA,Spain,:flag_es:,12,81,8,8th,FALSE,FALSE
Riga 2003,Riga,2003,Latvia,https://eurovision.tv/event/riga-2003,final,t.A.T.u.,"Ne Ver, Ne Boisia",https://eurovision.tv/participant/t-a-t-u,NA,Russia,:flag_ru:,11,164,3,3rd,FALSE,FALSE
Riga 2003,Riga,2003,Latvia,https://eurovision.tv/event/riga-2003,final,Lou,Let's Get Happy,https://eurovision.tv/participant/lou,NA,Germany,:flag_de:,10,53,11,11th,FALSE,FALSE
Riga 2003,Riga,2003,Latvia,https://eurovision.tv/event/riga-2003,final,Stelios Constantas,Feeling Alive,https://eurovision.tv/participant/stelios-constantas,NA,Cyprus,:flag_cy:,9,15,20,20th,FALSE,FALSE
Riga 2003,Riga,2003,Latvia,https://eurovision.tv/event/riga-2003,final,Claudia Beni,Vie Nisam Tvoja,https://eurovision.tv/participant/claudia-beni,NA,Croatia,:flag_hr:,8,29,15,15th,FALSE,FALSE
Riga 2003,Riga,2003,Latvia,https://eurovision.tv/event/riga-2003,final,Rita Guerra,Deixa-me Sonhar,https://eurovision.tv/participant/rita-guerra,NA,Portugal,:flag_pt:,7,13,22,22nd,FALSE,FALSE
