Entity,Code,Year,"Total population (Gapminder, HYDE & UN)",Continent,"GDP per capita, PPP (constant 2011 international $)",Fixed telephone subscriptions (per 100 people)
Myanmar,MMR,1949,17025402,,,
Myanmar,MMR,1950,17780000,,,
Myanmar,MMR,1951,18104000,,,
Myanmar,MMR,1952,18441000,,,
Myanmar,MMR,1953,18793000,,,
Myanmar,MMR,1954,19162000,,,
Myanmar,MMR,1955,19550000,,,
Myanmar,MMR,1956,19956000,,,
Myanmar,MMR,1957,20380000,,,
Myanmar,MMR,1958,20820000,,,
Myanmar,MMR,1959,21273000,,,
Myanmar,MMR,1960,21737000,,,0.0546837545934521
Myanmar,MMR,1961,22212000,,,
Myanmar,MMR,1962,22698000,,,
Myanmar,MMR,1963,23198000,,,
Myanmar,MMR,1964,23718000,,,
Myanmar,MMR,1965,24259000,,,0.0752421482573854
Myanmar,MMR,1966,24824000,,,
Myanmar,MMR,1967,25410000,,,
Myanmar,MMR,1968,26015000,,,
Myanmar,MMR,1969,26636000,,,
Myanmar,MMR,1970,27269000,,,0.0784642804251218
Myanmar,MMR,1971,27914000,,,
Myanmar,MMR,1972,28570000,,,
Myanmar,MMR,1973,29238000,,,
Myanmar,MMR,1974,29918000,,,
Myanmar,MMR,1975,30611000,,,0.0854586777517114
Myanmar,MMR,1976,31314000,,,0.0851188742591782
Myanmar,MMR,1977,32027000,,,0.0850877354088662
Myanmar,MMR,1978,32749000,,,0.0853407496118094
Myanmar,MMR,1979,33481000,,,0.0864662318089766
Myanmar,MMR,1980,34224000,,,
Myanmar,MMR,1981,34976000,,,
Myanmar,MMR,1982,35734000,,,0.111690581577154
Myanmar,MMR,1983,36492000,,,0.118421389153991
Myanmar,MMR,1984,37242000,,,0.117908722635031
Myanmar,MMR,1985,37977000,,,0.127643926102785
Myanmar,MMR,1986,38698000,,,0.15634133610866
Myanmar,MMR,1987,39404000,,,0.169574616205557
Myanmar,MMR,1988,40086000,,,0.169469943988312
Myanmar,MMR,1989,40731000,,,0.167477773633207
Myanmar,MMR,1990,41335000,,742.970893451487,0.172514076489954
Myanmar,MMR,1991,41890000,,728.031674937017,0.208659078640052
Myanmar,MMR,1992,42402000,,788.388429898514,0.237519828181532
Myanmar,MMR,1993,42890000,,826.132906284406,0.277985352114384
Myanmar,MMR,1994,43383000,,877.465847419518,0.321540276655701
Myanmar,MMR,1995,43902000,,927.02568126727,0.365057956706022
Myanmar,MMR,1996,44452000,,974.234369873173,0.407895635200902
Myanmar,MMR,1997,45027000,,1015.88107895931,0.481200499644761
Myanmar,MMR,1998,45611000,,1061.39962694875,0.510054118183222
Myanmar,MMR,1999,46181000,,1162.5863258659,0.546961111836368
Myanmar,MMR,2000,46720000,,1306.44323554326,0.588682677700464
Myanmar,MMR,2001,47225000,,1438.0328017376,0.633168992858668
Myanmar,MMR,2002,47702000,,1593.45888607089,0.726167591071913
Myanmar,MMR,2003,48149000,,1795.59579688634,0.762156027055934
Myanmar,MMR,2004,48564000,,2020.1248042892,0.883790800655335
Myanmar,MMR,2005,48950000,,2274.88473607483,1.03940352721081
Myanmar,MMR,2006,49301000,,2553.18939033366,1.16956855473335
Myanmar,MMR,2007,49621000,,2840.44800979782,0.943817431473534
Myanmar,MMR,2008,49930000,,3112.23973581319,1.01949783418478
Myanmar,MMR,2009,50250000,,3418.40866072166,0.892086033346124
Myanmar,MMR,2010,50601000,,3721.21144009279,0.98356133444411
Myanmar,MMR,2011,50991000,,3898.41462716496,1.03626823088016
Myanmar,MMR,2012,51414000,,4148.69819576985,1.02816403568991
Myanmar,MMR,2013,51852000,,4457.90132904328,1.03951166723125
Myanmar,MMR,2014,52281000,,4770.01209867368,1.01454077793657
Myanmar,MMR,2015,52681000,Asia,5056.85904071061,0.982602954766392
Myanmar,MMR,2016,53045000,,5305.04713749719,0.972644097577125
Myanmar,MMR,2017,53383000,,5591.5968799618,1.04198173942516
Myanmar,MMR,2018,53708000,,,
Myanmar,MMR,2019,54045000,,,
Nagorno-Karabakh,OWID_NAG,2015,,Asia,,
Namibia,NAM,1800,229000,,,
Namibia,NAM,1801,229000,,,
Namibia,NAM,1802,229000,,,
Namibia,NAM,1803,229000,,,
Namibia,NAM,1804,229000,,,
Namibia,NAM,1805,229000,,,
Namibia,NAM,1806,229000,,,
Namibia,NAM,1807,229000,,,
Namibia,NAM,1808,229000,,,
Namibia,NAM,1809,229000,,,
Namibia,NAM,1810,229000,,,
Namibia,NAM,1811,229000,,,
Namibia,NAM,1812,229000,,,
Namibia,NAM,1813,229000,,,
Namibia,NAM,1814,229000,,,
Namibia,NAM,1815,229000,,,
Namibia,NAM,1816,229000,,,
Namibia,NAM,1817,229000,,,
Namibia,NAM,1818,229000,,,
Namibia,NAM,1819,229000,,,
Namibia,NAM,1820,229000,,,
Namibia,NAM,1821,229000,,,
Namibia,NAM,1822,229000,,,
Namibia,NAM,1823,229000,,,
Namibia,NAM,1824,229000,,,
Namibia,NAM,1825,229000,,,
Namibia,NAM,1826,229000,,,
Namibia,NAM,1827,229000,,,
Namibia,NAM,1828,229000,,,
Namibia,NAM,1829,229000,,,
Namibia,NAM,1830,229000,,,
Namibia,NAM,1831,229000,,,
Namibia,NAM,1832,229000,,,
Namibia,NAM,1833,229000,,,
Namibia,NAM,1834,229000,,,
Namibia,NAM,1835,229000,,,
Namibia,NAM,1836,229000,,,
Namibia,NAM,1837,229000,,,
Namibia,NAM,1838,229000,,,
Namibia,NAM,1839,229000,,,
Namibia,NAM,1840,229000,,,
Namibia,NAM,1841,229000,,,
Namibia,NAM,1842,229000,,,
Namibia,NAM,1843,229000,,,
Namibia,NAM,1844,229000,,,
Namibia,NAM,1845,229000,,,
Namibia,NAM,1846,229000,,,
Namibia,NAM,1847,229000,,,
Namibia,NAM,1848,229000,,,
Namibia,NAM,1849,229000,,,
Namibia,NAM,1850,229000,,,
Namibia,NAM,1851,229060,,,
Namibia,NAM,1852,229120,,,
Namibia,NAM,1853,229180,,,
Namibia,NAM,1854,229240,,,
Namibia,NAM,1855,229299,,,
Namibia,NAM,1856,229359,,,
Namibia,NAM,1857,229419,,,
Namibia,NAM,1858,229479,,,
Namibia,NAM,1859,229539,,,
Namibia,NAM,1860,229599,,,
Namibia,NAM,1861,229659,,,
Namibia,NAM,1862,229719,,,
Namibia,NAM,1863,229779,,,
Namibia,NAM,1864,229838,,,
Namibia,NAM,1865,229898,,,
Namibia,NAM,1866,229958,,,
Namibia,NAM,1867,230018,,,
Namibia,NAM,1868,230078,,,
Namibia,NAM,1869,230138,,,
Namibia,NAM,1870,230198,,,
Namibia,NAM,1871,230258,,,
Namibia,NAM,1872,230318,,,
Namibia,NAM,1873,230377,,,
Namibia,NAM,1874,230437,,,
Namibia,NAM,1875,230497,,,
Namibia,NAM,1876,230557,,,
Namibia,NAM,1877,230617,,,
Namibia,NAM,1878,230677,,,
Namibia,NAM,1879,230737,,,
Namibia,NAM,1880,230797,,,
Namibia,NAM,1881,230857,,,
Namibia,NAM,1882,230916,,,
Namibia,NAM,1883,230976,,,
Namibia,NAM,1884,231036,,,
Namibia,NAM,1885,231096,,,
Namibia,NAM,1886,231156,,,
Namibia,NAM,1887,231216,,,
Namibia,NAM,1888,231276,,,
Namibia,NAM,1889,231336,,,
Namibia,NAM,1890,231395,,,
Namibia,NAM,1891,231455,,,
Namibia,NAM,1892,231515,,,
Namibia,NAM,1893,231575,,,
Namibia,NAM,1894,231635,,,
Namibia,NAM,1895,231695,,,
Namibia,NAM,1896,231755,,,
Namibia,NAM,1897,231815,,,
Namibia,NAM,1898,231875,,,
Namibia,NAM,1899,231934,,,
Namibia,NAM,1900,231994,,,
Namibia,NAM,1901,232054,,,
Namibia,NAM,1902,232114,,,
Namibia,NAM,1903,232174,,,
Namibia,NAM,1904,232234,,,
Namibia,NAM,1905,232294,,,
Namibia,NAM,1906,232354,,,
Namibia,NAM,1907,232414,,,
Namibia,NAM,1908,232473,,,
Namibia,NAM,1909,232533,,,
Namibia,NAM,1910,232593,,,
Namibia,NAM,1911,232653,,,
Namibia,NAM,1912,232713,,,
Namibia,NAM,1913,232773,,,
Namibia,NAM,1914,232833,,,
Namibia,NAM,1915,232893,,,
Namibia,NAM,1916,232953,,,
Namibia,NAM,1917,233012,,,
Namibia,NAM,1918,232992,,,
Namibia,NAM,1919,232992,,,
Namibia,NAM,1920,232992,,,
Namibia,NAM,1921,234428,,,
Namibia,NAM,1922,237326,,,
Namibia,NAM,1923,241713,,,
Namibia,NAM,1924,246181,,,
Namibia,NAM,1925,250732,,,
Namibia,NAM,1926,255367,,,
Namibia,NAM,1927,260088,,,
Namibia,NAM,1928,264896,,,
Namibia,NAM,1929,269792,,,
Namibia,NAM,1930,274780,,,
Namibia,NAM,1931,279859,,,
Namibia,NAM,1932,285033,,,
Namibia,NAM,1933,290302,,,
Namibia,NAM,1934,295668,,,
Namibia,NAM,1935,301134,,,
Namibia,NAM,1936,306700,,,
Namibia,NAM,1937,312370,,,
Namibia,NAM,1938,318144,,,
Namibia,NAM,1939,324025,,,
Namibia,NAM,1940,330015,,,
Namibia,NAM,1941,336116,,,
Namibia,NAM,1942,342329,,,
Namibia,NAM,1943,348657,,,
Namibia,NAM,1944,355102,,,
Namibia,NAM,1945,361667,,,
Namibia,NAM,1946,375416,,,
Namibia,NAM,1947,397019,,,
Namibia,NAM,1948,427200,,,
Namibia,NAM,1949,459675,,,
Namibia,NAM,1950,514000,,,
Namibia,NAM,1951,524000,,,
Namibia,NAM,1952,534000,,,
Namibia,NAM,1953,545000,,,
Namibia,NAM,1954,556000,,,
Namibia,NAM,1955,568000,,,
Namibia,NAM,1956,580000,,,
Namibia,NAM,1957,593000,,,
Namibia,NAM,1958,606000,,,
Namibia,NAM,1959,620000,,,
Namibia,NAM,1960,634000,,,1.82559281977748
Namibia,NAM,1961,649000,,,
Namibia,NAM,1962,665000,,,
Namibia,NAM,1963,682000,,,
Namibia,NAM,1964,699000,,,
Namibia,NAM,1965,717000,,,2.19763797870049
Namibia,NAM,1966,735000,,,
Namibia,NAM,1967,754000,,,
Namibia,NAM,1968,773000,,,
Namibia,NAM,1969,795000,,,
Namibia,NAM,1970,817000,,,2.43469881494239
Namibia,NAM,1971,842000,,,
Namibia,NAM,1972,869000,,,
Namibia,NAM,1973,896000,,,
Namibia,NAM,1974,923000,,,
Namibia,NAM,1975,948000,,,2.65240556607308
Namibia,NAM,1976,971000,,,2.69540907145314
Namibia,NAM,1977,993000,,,2.73916895720891
Namibia,NAM,1978,1014000,,,2.7827649965267
Namibia,NAM,1979,1035000,,,2.82478466061221
Namibia,NAM,1980,1058000,,,2.86371105352967
Namibia,NAM,1981,1081000,,,3.19067472134774
Namibia,NAM,1982,1105000,,,3.59723807846902
Namibia,NAM,1983,1132000,,,3.97750029831252
Namibia,NAM,1984,1162000,,,3.9599255533996
Namibia,NAM,1985,1198000,,,3.9188297155278
Namibia,NAM,1986,1240000,,,3.85391322998143
Namibia,NAM,1987,1287000,,,3.77210089968619
Namibia,NAM,1988,1337000,,,3.74356836853987
Namibia,NAM,1989,1386000,,,3.72577178434526
Namibia,NAM,1990,1433000,,5719.28197284453,3.74639850935751
Namibia,NAM,1991,1476000,,5970.84339102371,3.88465894360528
Namibia,NAM,1992,1517000,,6197.24108452828,4.02808707813395
Namibia,NAM,1993,1555000,,5918.47416298672,4.2788286795433
Namibia,NAM,1994,1592000,,5845.72649929749,4.34326372144956
Namibia,NAM,1995,1628000,,5895.18426126783,4.74211334218136
Namibia,NAM,1996,1663000,,5901.04968048482,5.01315859639294
Namibia,NAM,1997,1698000,,5966.50340341456,5.6796100498353
Namibia,NAM,1998,1732000,,5987.35259015359,5.84772938407106
Namibia,NAM,1999,1764000,,6030.94202155958,5.82295771570287
Namibia,NAM,2000,1795000,,6106.10816370867,5.80100534050947
Namibia,NAM,2001,1824000,,6068.31841329988,6.07148546025126
Namibia,NAM,2002,1852000,,6266.38178660626,6.18776269056294
Namibia,NAM,2003,1879000,,6451.87161144751,6.4121699340812
Namibia,NAM,2004,1908000,,7161.67634608083,6.36737095043469
Namibia,NAM,2005,1938000,,7259.82502791187,6.83974380423936
Namibia,NAM,2006,1971000,,7684.32119324159,6.62357094838145
Namibia,NAM,2007,2007000,,8097.5508536234,6.64310801162547
Namibia,NAM,2008,2043000,,8207.70498040061,6.90095543291199
Namibia,NAM,2009,2081000,,8113.87411694377,6.95691236476622
Namibia,NAM,2010,2119000,,8460.84736812378,7.22736831448989
Namibia,NAM,2011,2157000,,8721.25552382066,7.17898052058542
Namibia,NAM,2012,2195000,,8967.16315170522,7.56422227856466
Namibia,NAM,2013,2234000,,9255.65653184869,7.92274618824789
Namibia,NAM,2014,2273000,,9617.3969565111,7.70112256810651
Namibia,NAM,2015,2315000,Africa,9975.12546960707,7.52432117765746
Namibia,NAM,2016,2358000,,9825.59926991324,7.57559443371068
Namibia,NAM,2017,2403000,,9541.80829205217,7.62196926821991
Namibia,NAM,2018,2448000,,,
Namibia,NAM,2019,2495000,,,
Nauru,NRU,1800,1834,,,
Nauru,NRU,1801,1834,,,
Nauru,NRU,1802,1834,,,
Nauru,NRU,1803,1834,,,
Nauru,NRU,1804,1834,,,
Nauru,NRU,1805,1834,,,
Nauru,NRU,1806,1834,,,
Nauru,NRU,1807,1834,,,
Nauru,NRU,1808,1834,,,
Nauru,NRU,1809,1834,,,
Nauru,NRU,1810,1834,,,
Nauru,NRU,1811,1834,,,
Nauru,NRU,1812,1835,,,
Nauru,NRU,1813,1836,,,
Nauru,NRU,1814,1837,,,
Nauru,NRU,1815,1839,,,
Nauru,NRU,1816,1841,,,
Nauru,NRU,1817,1843,,,
Nauru,NRU,1818,1846,,,
Nauru,NRU,1819,1849,,,
Nauru,NRU,1820,1852,,,
Nauru,NRU,1821,1855,,,
Nauru,NRU,1822,1859,,,
Nauru,NRU,1823,1864,,,
Nauru,NRU,1824,1868,,,
Nauru,NRU,1825,1873,,,
Nauru,NRU,1826,1878,,,
Nauru,NRU,1827,1884,,,
Nauru,NRU,1828,1890,,,
Nauru,NRU,1829,1896,,,
Nauru,NRU,1830,1903,,,
Nauru,NRU,1831,1910,,,
Nauru,NRU,1832,1917,,,
Nauru,NRU,1833,1924,,,
Nauru,NRU,1834,1931,,,
Nauru,NRU,1835,1938,,,
Nauru,NRU,1836,1945,,,
Nauru,NRU,1837,1952,,,
Nauru,NRU,1838,1960,,,
Nauru,NRU,1839,1967,,,
Nauru,NRU,1840,1974,,,
Nauru,NRU,1841,1981,,,
Nauru,NRU,1842,1988,,,
Nauru,NRU,1843,1996,,,
Nauru,NRU,1844,2003,,,
Nauru,NRU,1845,2010,,,
Nauru,NRU,1846,2018,,,
Nauru,NRU,1847,2025,,,
Nauru,NRU,1848,2033,,,
Nauru,NRU,1849,2040,,,
Nauru,NRU,1850,2048,,,
Nauru,NRU,1851,2055,,,
Nauru,NRU,1852,2062,,,
Nauru,NRU,1853,2069,,,
Nauru,NRU,1854,2077,,,
Nauru,NRU,1855,2084,,,
Nauru,NRU,1856,2091,,,
Nauru,NRU,1857,2099,,,
Nauru,NRU,1858,2106,,,
Nauru,NRU,1859,2113,,,
Nauru,NRU,1860,2121,,,
Nauru,NRU,1861,2128,,,
Nauru,NRU,1862,2136,,,
Nauru,NRU,1863,2143,,,
Nauru,NRU,1864,2151,,,
Nauru,NRU,1865,2158,,,
Nauru,NRU,1866,2166,,,
Nauru,NRU,1867,2173,,,
Nauru,NRU,1868,2181,,,
Nauru,NRU,1869,2189,,,
Nauru,NRU,1870,2196,,,
Nauru,NRU,1871,2204,,,
Nauru,NRU,1872,2212,,,
Nauru,NRU,1873,2220,,,
Nauru,NRU,1874,2227,,,
Nauru,NRU,1875,2235,,,
Nauru,NRU,1876,2243,,,
Nauru,NRU,1877,2251,,,
Nauru,NRU,1878,2259,,,
Nauru,NRU,1879,2267,,,
Nauru,NRU,1880,2275,,,
Nauru,NRU,1881,2283,,,
Nauru,NRU,1882,2291,,,
Nauru,NRU,1883,2299,,,
Nauru,NRU,1884,2307,,,
Nauru,NRU,1885,2315,,,
Nauru,NRU,1886,2323,,,
Nauru,NRU,1887,2331,,,
Nauru,NRU,1888,2339,,,
Nauru,NRU,1889,2347,,,
Nauru,NRU,1890,2356,,,
Nauru,NRU,1891,2364,,,
Nauru,NRU,1892,2372,,,
Nauru,NRU,1893,2381,,,
Nauru,NRU,1894,2389,,,
Nauru,NRU,1895,2397,,,
Nauru,NRU,1896,2406,,,
Nauru,NRU,1897,2414,,,
Nauru,NRU,1898,2423,,,
Nauru,NRU,1899,2431,,,
Nauru,NRU,1900,2440,,,
Nauru,NRU,1901,2448,,,
Nauru,NRU,1902,2457,,,
Nauru,NRU,1903,2466,,,
Nauru,NRU,1904,2474,,,
Nauru,NRU,1905,2483,,,
Nauru,NRU,1906,2492,,,
Nauru,NRU,1907,2500,,,
Nauru,NRU,1908,2509,,,
Nauru,NRU,1909,2518,,,
Nauru,NRU,1910,2527,,,
Nauru,NRU,1911,2536,,,
Nauru,NRU,1912,2545,,,
Nauru,NRU,1913,2554,,,
Nauru,NRU,1914,2563,,,
Nauru,NRU,1915,2572,,,
Nauru,NRU,1916,2581,,,
Nauru,NRU,1917,2590,,,
Nauru,NRU,1918,2599,,,
Nauru,NRU,1919,2609,,,
Nauru,NRU,1920,2618,,,
Nauru,NRU,1921,2628,,,
Nauru,NRU,1922,2638,,,
Nauru,NRU,1923,2647,,,
Nauru,NRU,1924,2657,,,
Nauru,NRU,1925,2667,,,
Nauru,NRU,1926,2677,,,
Nauru,NRU,1927,2686,,,
Nauru,NRU,1928,2696,,,
Nauru,NRU,1929,2706,,,
Nauru,NRU,1930,2716,,,
Nauru,NRU,1931,2726,,,
Nauru,NRU,1932,2736,,,
Nauru,NRU,1933,2746,,,
Nauru,NRU,1934,2756,,,
Nauru,NRU,1935,2766,,,
Nauru,NRU,1936,2776,,,
Nauru,NRU,1937,2787,,,
Nauru,NRU,1938,2797,,,
Nauru,NRU,1939,2807,,,
Nauru,NRU,1940,2817,,,
Nauru,NRU,1941,2828,,,
Nauru,NRU,1942,2838,,,
Nauru,NRU,1943,2849,,,
Nauru,NRU,1944,2859,,,
Nauru,NRU,1945,2870,,,
Nauru,NRU,1946,2880,,,
Nauru,NRU,1947,2891,,,
Nauru,NRU,1948,2901,,,
Nauru,NRU,1949,2912,,,
Nauru,NRU,1950,3000,,,
Nauru,NRU,1951,3000,,,
Nauru,NRU,1952,4000,,,
Nauru,NRU,1953,4000,,,
Nauru,NRU,1954,4000,,,
Nauru,NRU,1955,4000,,,
Nauru,NRU,1956,4000,,,
Nauru,NRU,1957,4000,,,
Nauru,NRU,1958,4000,,,
Nauru,NRU,1959,4000,,,
Nauru,NRU,1960,4000,,,
Nauru,NRU,1961,5000,,,
Nauru,NRU,1962,5000,,,
Nauru,NRU,1963,5000,,,
Nauru,NRU,1964,6000,,,
Nauru,NRU,1965,6000,,,
Nauru,NRU,1966,6000,,,
Nauru,NRU,1967,6000,,,
Nauru,NRU,1968,6000,,,
Nauru,NRU,1969,6000,,,
Nauru,NRU,1970,7000,,,
Nauru,NRU,1971,7000,,,
Nauru,NRU,1972,7000,,,
Nauru,NRU,1973,7000,,,
Nauru,NRU,1974,7000,,,
Nauru,NRU,1975,7000,,,16.9779286926995
Nauru,NRU,1976,7000,,,20.979020979021
Nauru,NRU,1977,7000,,,20.7411504424779
Nauru,NRU,1978,8000,,,21.8908195375564
Nauru,NRU,1979,8000,,,21.630390698932
Nauru,NRU,1980,8000,,,
Nauru,NRU,1981,8000,,,15.8061116965227
Nauru,NRU,1982,8000,,,15.5500842296229
Nauru,NRU,1983,8000,,,15.2788388082506
Nauru,NRU,1984,8000,,,14.9906308557152
Nauru,NRU,1985,9000,,,14.6824911293283
Nauru,NRU,1986,9000,,,14.3660960134084
Nauru,NRU,1987,9000,,,14.0285246668225
Nauru,NRU,1988,9000,,,13.478012564249
Nauru,NRU,1989,9000,,,13.4018315836498
Nauru,NRU,1990,10000,,,13.1075914800655
Nauru,NRU,1991,10000,,,12.8369704749679
Nauru,NRU,1992,10000,,,12.5707102451288
Nauru,NRU,1993,10000,,,14.4047741537195
Nauru,NRU,1994,10000,,,15.2176118494471
Nauru,NRU,1995,11000,,,15.5481994181964
Nauru,NRU,1996,11000,,,15.9537341709044
Nauru,NRU,1997,11000,,,16.4064830466342
Nauru,NRU,1998,11000,,,16.9221580728648
Nauru,NRU,1999,10000,,,17.4302788844622
Nauru,NRU,2000,10000,,,17.9336455116071
Nauru,NRU,2001,10000,,,18.4042976522085
Nauru,NRU,2002,10000,,,17.8571428571429
Nauru,NRU,2003,10000,,,17.8112012665743
Nauru,NRU,2004,10000,,,17.776022121272
Nauru,NRU,2005,10000,,,17.7971129127941
Nauru,NRU,2006,10000,,,17.8731009830206
Nauru,NRU,2007,10000,,3984.034708854,17.996400719856
Nauru,NRU,2008,10000,,5384.92234588644,18.0959083140645
Nauru,NRU,2009,10000,,5852.41709857247,19.1050779286073
Nauru,NRU,2010,10000,,6592.43683574598,0
Nauru,NRU,2011,10000,,7339.30436698258,0
Nauru,NRU,2012,10000,,7905.08875483864,0
Nauru,NRU,2013,10000,,10078.3913558214,0
Nauru,NRU,2014,10000,,12561.4463359568,0
Nauru,NRU,2015,10000,Oceania,12270.2975919501,
Nauru,NRU,2016,10000,,12950.5289813432,
Nauru,NRU,2017,11000,,12895.6345072345,
Nauru,NRU,2018,11000,,,
Nauru,NRU,2019,11000,,,
Nepal,NPL,1800,3881000,,,
Nepal,NPL,1801,3881000,,,
Nepal,NPL,1802,3881000,,,
Nepal,NPL,1803,3881000,,,
Nepal,NPL,1804,3881000,,,
Nepal,NPL,1805,3881000,,,
Nepal,NPL,1806,3881000,,,
Nepal,NPL,1807,3881000,,,
Nepal,NPL,1808,3881000,,,
Nepal,NPL,1809,3881000,,,
Nepal,NPL,1810,3881000,,,
Nepal,NPL,1811,3881707,,,
Nepal,NPL,1812,3883124,,,
Nepal,NPL,1813,3885253,,,
Nepal,NPL,1814,3888097,,,
Nepal,NPL,1815,3891659,,,
Nepal,NPL,1816,3895941,,,
Nepal,NPL,1817,3900947,,,
Nepal,NPL,1818,3906679,,,
Nepal,NPL,1819,3913140,,,
Nepal,NPL,1820,3920333,,,
Nepal,NPL,1821,3928260,,,
Nepal,NPL,1822,3936924,,,
Nepal,NPL,1823,3946329,,,
Nepal,NPL,1824,3956476,,,
Nepal,NPL,1825,3967370,,,
Nepal,NPL,1826,3979012,,,
Nepal,NPL,1827,3991405,,,
Nepal,NPL,1828,4004553,,,
Nepal,NPL,1829,4018458,,,
Nepal,NPL,1830,4033123,,,
Nepal,NPL,1831,4048551,,,
Nepal,NPL,1832,4064038,,,
Nepal,NPL,1833,4079585,,,
Nepal,NPL,1834,4095191,,,
Nepal,NPL,1835,4110857,,,
Nepal,NPL,1836,4126582,,,
Nepal,NPL,1837,4142368,,,
Nepal,NPL,1838,4158214,,,
Nepal,NPL,1839,4174121,,,
Nepal,NPL,1840,4190089,,,
Nepal,NPL,1841,4206119,,,
Nepal,NPL,1842,4222212,,,
Nepal,NPL,1843,4238368,,,
Nepal,NPL,1844,4254587,,,
Nepal,NPL,1845,4270870,,,
Nepal,NPL,1846,4287216,,,
Nepal,NPL,1847,4303627,,,
Nepal,NPL,1848,4320101,,,
Nepal,NPL,1849,4336641,,,
Nepal,NPL,1850,4353245,,,
Nepal,NPL,1851,4371767,,,
Nepal,NPL,1852,4390368,,,
Nepal,NPL,1853,4409049,,,
Nepal,NPL,1854,4427810,,,
Nepal,NPL,1855,4446651,,,
Nepal,NPL,1856,4465574,,,
Nepal,NPL,1857,4484577,,,
Nepal,NPL,1858,4503662,,,
Nepal,NPL,1859,4522829,,,
Nepal,NPL,1860,4542079,,,
Nepal,NPL,1861,4561675,,,
Nepal,NPL,1862,4581621,,,
Nepal,NPL,1863,4601920,,,
Nepal,NPL,1864,4622573,,,
Nepal,NPL,1865,4643585,,,
Nepal,NPL,1866,4664958,,,
Nepal,NPL,1867,4686696,,,
Nepal,NPL,1868,4708802,,,
Nepal,NPL,1869,4731279,,,
Nepal,NPL,1870,4754129,,,
Nepal,NPL,1871,4777357,,,
Nepal,NPL,1872,4800966,,,
Nepal,NPL,1873,4823332,,,
Nepal,NPL,1874,4847796,,,
Nepal,NPL,1875,4872680,,,
Nepal,NPL,1876,4897986,,,
Nepal,NPL,1877,4922802,,,
Nepal,NPL,1878,4949219,,,
Nepal,NPL,1879,4976106,,,
Nepal,NPL,1880,5003139,,,
Nepal,NPL,1881,5029982,,,
Nepal,NPL,1882,5057306,,,
Nepal,NPL,1883,5084777,,,
Nepal,NPL,1884,5112098,,,
Nepal,NPL,1885,5138539,,,
Nepal,NPL,1886,5163792,,,
Nepal,NPL,1887,5190873,,,
Nepal,NPL,1888,5214348,,,
Nepal,NPL,1889,5236370,,,
Nepal,NPL,1890,5256925,,,
Nepal,NPL,1891,5276003,,,
Nepal,NPL,1892,5293591,,,
Nepal,NPL,1893,5309677,,,
Nepal,NPL,1894,5324249,,,
Nepal,NPL,1895,5337294,,,
Nepal,NPL,1896,5350410,,,
Nepal,NPL,1897,5365175,,,
Nepal,NPL,1898,5381600,,,
Nepal,NPL,1899,5399699,,,
Nepal,NPL,1900,5419485,,,
Nepal,NPL,1901,5440971,,,
Nepal,NPL,1902,5460230,,,
Nepal,NPL,1903,5486026,,,
Nepal,NPL,1904,5513929,,,
Nepal,NPL,1905,5543955,,,
Nepal,NPL,1906,5574144,,,
Nepal,NPL,1907,5604167,,,
Nepal,NPL,1908,5634681,,,
Nepal,NPL,1909,5665361,,,
Nepal,NPL,1910,5696207,,,
Nepal,NPL,1911,5727123,,,
Nepal,NPL,1912,5758303,,,
Nepal,NPL,1913,5799774,,,
Nepal,NPL,1914,5851705,,,
Nepal,NPL,1915,5914266,,,
Nepal,NPL,1916,5977494,,,
Nepal,NPL,1917,6041397,,,
Nepal,NPL,1918,6102628,,,
Nepal,NPL,1919,6165327,,,
Nepal,NPL,1920,6228670,,,
Nepal,NPL,1921,6292663,,,
Nepal,NPL,1922,6357314,,,
Nepal,NPL,1923,6422629,,,
Nepal,NPL,1924,6488616,,,
Nepal,NPL,1925,6555280,,,
Nepal,NPL,1926,6622629,,,
Nepal,NPL,1927,6690670,,,
Nepal,NPL,1928,6759410,,,
Nepal,NPL,1929,6828857,,,
Nepal,NPL,1930,6899017,,,
Nepal,NPL,1931,6969897,,,
Nepal,NPL,1932,7041506,,,
Nepal,NPL,1933,7113851,,,
Nepal,NPL,1934,7186939,,,
Nepal,NPL,1935,7260778,,,
Nepal,NPL,1936,7335375,,,
Nepal,NPL,1937,7410739,,,
Nepal,NPL,1938,7486877,,,
Nepal,NPL,1939,7563798,,,
Nepal,NPL,1940,7641508,,,
Nepal,NPL,1941,7720017,,,
Nepal,NPL,1942,7799333,,,
Nepal,NPL,1943,7879464,,,
Nepal,NPL,1944,7960418,,,
Nepal,NPL,1945,8042203,,,
Nepal,NPL,1946,8124829,,,
Nepal,NPL,1947,8208304,,,
Nepal,NPL,1948,8292636,,,
Nepal,NPL,1949,8377835,,,
Nepal,NPL,1950,8483000,,,
Nepal,NPL,1951,8664000,,,
Nepal,NPL,1952,8835000,,,
Nepal,NPL,1953,8999000,,,
Nepal,NPL,1954,9159000,,,
Nepal,NPL,1955,9317000,,,
Nepal,NPL,1956,9473000,,,
Nepal,NPL,1957,9630000,,,
Nepal,NPL,1958,9787000,,,
Nepal,NPL,1959,9945000,,,
Nepal,NPL,1960,10105000,,,
Nepal,NPL,1961,10267000,,,
Nepal,NPL,1962,10433000,,,
Nepal,NPL,1963,10605000,,,
Nepal,NPL,1964,10784000,,,
Nepal,NPL,1965,10973000,,,
