Entity,Code,Year,Total population (Gapminder),Continent,"GDP per capita, PPP (constant 2011 international $)",Mobile cellular subscriptions (per 100 people)
Middle East & North Africa (excluding high income),,2014,,,11645.162168818,98.9438450170339
Middle East & North Africa (excluding high income),,2015,,,11552.9241783173,99.0180335232192
Middle East & North Africa (excluding high income),,2016,,,12139.7874707191,99.1571856157803
Middle East & North Africa (excluding high income),,2017,,,12358.0571297537,106.658211050289
Middle income,,1960,,,,0
Middle income,,1965,,,,0
Middle income,,1970,,,,0
Middle income,,1975,,,,0
Middle income,,1976,,,,0
Middle income,,1977,,,,0
Middle income,,1978,,,,0
Middle income,,1979,,,,0
Middle income,,1980,,,,0
Middle income,,1981,,,,0
Middle income,,1982,,,,0
Middle income,,1983,,,,0
Middle income,,1984,,,,0.0000503213738018918
Middle income,,1985,,,,0.0000575346850294421
Middle income,,1986,,,,0.000457242730352061
Middle income,,1987,,,,0.00103792493657314
Middle income,,1988,,,,0.0019574854277783
Middle income,,1989,,,,0.00361140962961781
Middle income,,1990,,,4422.81004309986,0.00799710047223857
Middle income,,1991,,,4377.60278691019,0.0160616386259903
Middle income,,1992,,,4338.57687261383,0.0321950598416692
Middle income,,1993,,,4385.22376001026,0.0629530459946335
Middle income,,1994,,,4415.2100763917,0.132326658732091
Middle income,,1995,,,4520.7399779499,0.263460192308929
Middle income,,1996,,,4679.4423718589,0.46601235387657
Middle income,,1997,,,4824.05264336156,0.830138350611607
Middle income,,1998,,,4846.85950525953,1.35045342165586
Middle income,,1999,,,4971.98819246135,2.44057598480417
Middle income,,2000,,,5191.17566303935,4.43050857293537
Middle income,,2001,,,5324.43368459431,7.01147521796092
Middle income,,2002,,,5509.05901823506,9.84121783708804
Middle income,,2003,,,5759.84937817757,13.4116006429309
Middle income,,2004,,,6152.41865643103,18.5212977271422
Middle income,,2005,,,6516.24418363526,25.334618796689
Middle income,,2006,,,6969.51361640664,33.5578276518459
Middle income,,2007,,,7494.92879318925,42.9149915772768
Middle income,,2008,,,7828.98306621634,53.4714550089884
Middle income,,2009,,,7971.67822354632,63.1244418420288
Middle income,,2010,,,8475.47023191023,73.631444419567
Middle income,,2011,,,8888.09502985183,82.2110224950688
Middle income,,2012,,,9253.56179212768,86.7238946503511
Middle income,,2013,,,9628.51903541772,91.6573556184273
Middle income,,2014,,,9980.89471209521,95.1376205537953
Middle income,,2015,,,10300.3306945717,96.1448827262738
Middle income,,2016,,,10668.2456538282,100.53154189054
Middle income,,2017,,,11092.2130178029,104.327439601811
Modena,OWID_MOD,2015,,Europe,,
Moldova,MDA,1800,712558,,,
Moldova,MDA,1820,712558,,,
Moldova,MDA,1950,2341003,,,
Moldova,MDA,1951,2381454,,,
Moldova,MDA,1952,2432109,,,
Moldova,MDA,1953,2491076,,,
Moldova,MDA,1954,2556587,,,
Moldova,MDA,1955,2626997,,,
Moldova,MDA,1956,2700778,,,
Moldova,MDA,1957,2776526,,,
Moldova,MDA,1958,2852962,,,
Moldova,MDA,1959,2928944,,,
Moldova,MDA,1960,3003500,,,0
Moldova,MDA,1961,3075852,,,
Moldova,MDA,1962,3145451,,,
Moldova,MDA,1963,3211980,,,
Moldova,MDA,1964,3275331,,,
Moldova,MDA,1965,3335497,,,0
Moldova,MDA,1966,3391966,,,
Moldova,MDA,1967,3444753,,,
Moldova,MDA,1968,3495063,,,
Moldova,MDA,1969,3544593,,,
Moldova,MDA,1970,3594501,,,0
Moldova,MDA,1971,3645524,,,
Moldova,MDA,1972,3697183,,,
Moldova,MDA,1973,3747974,,,
Moldova,MDA,1974,3795721,,,
Moldova,MDA,1975,3838998,,,0
Moldova,MDA,1976,3877052,,,0
Moldova,MDA,1977,3910760,,,0
Moldova,MDA,1978,3942280,,,0
Moldova,MDA,1979,3974656,,,0
Moldova,MDA,1980,4009998,,,0
Moldova,MDA,1981,4048772,,,0
Moldova,MDA,1982,4090009,,,0
Moldova,MDA,1983,4132576,,,0
Moldova,MDA,1984,4174737,,,0
Moldova,MDA,1985,4214996,,,0
Moldova,MDA,1986,4252952,,,0
Moldova,MDA,1987,4288276,,,0
Moldova,MDA,1988,4319579,,,0
Moldova,MDA,1989,4345236,,,0
Moldova,MDA,1990,4363950,,,0
Moldova,MDA,1991,4375242,,,0
Moldova,MDA,1992,4378913,,,0
Moldova,MDA,1993,4374366,,,0
Moldova,MDA,1994,4361061,,,0
Moldova,MDA,1995,4338750,,2605.43173610128,0.000322648892092844
Moldova,MDA,1996,4307683,,2457.22392959431,0.0213224557906691
Moldova,MDA,1997,4268370,,2506.95074792762,0.0513427170705899
Moldova,MDA,1998,4221290,,2343.88795443004,0.164578711414521
Moldova,MDA,1999,4167099,,2268.49903450595,0.426108823932544
Moldova,MDA,2000,4106736,,2321.02779552393,3.30866591971748
Moldova,MDA,2001,4040204,,2468.12371052615,5.37569540593071
Moldova,MDA,2002,3968812,,2666.80599154505,8.09806312095725
Moldova,MDA,2003,3896409,,2850.83168356425,11.4089738199262
Moldova,MDA,2004,3827906,,3069.37900853074,18.8894945368078
Moldova,MDA,2005,3766876,,3307.62033414767,26.211613683434
Moldova,MDA,2006,3714961,,3476.03340968826,32.7681658395119
Moldova,MDA,2007,3671540,,3588.62131768509,45.6040220420772
Moldova,MDA,2008,3635059,,3875.90436411118,58.943241297453
Moldova,MDA,2009,3602853,,3647.9522995366,52.1579134969385
Moldova,MDA,2010,3572885,,3910.86053324527,62.4459264224757
Moldova,MDA,2011,3544864,,4179.21480881512,78.9053379533071
Moldova,MDA,2012,3519266,,4150.50476317761,87.9858693675018
Moldova,MDA,2013,3495657,,4541.86822214577,90.787492227338
Moldova,MDA,2014,,,4762.7808726743,91.8471996754743
Moldova,MDA,2015,,Europe,4746.78491111423,91.3220674966429
Moldova,MDA,2016,,,4963.39834391968,93.3215719350243
Moldova,MDA,2017,,,5189.97166016505,90.416596317349
Monaco,MCO,1800,7789,,,
Monaco,MCO,1820,7789,,,
Monaco,MCO,1950,20000,,,
Monaco,MCO,1951,19868,,,
Monaco,MCO,1952,19846,,,
Monaco,MCO,1953,19933,,,
Monaco,MCO,1954,20121,,,
Monaco,MCO,1955,20396,,,
Monaco,MCO,1956,20737,,,
Monaco,MCO,1957,21114,,,
Monaco,MCO,1958,21496,,,
Monaco,MCO,1959,21847,,,
Monaco,MCO,1960,22135,,,0
Monaco,MCO,1961,22343,,,
Monaco,MCO,1962,22477,,,
Monaco,MCO,1963,22562,,,
Monaco,MCO,1964,22643,,,
Monaco,MCO,1965,22749,,,0
Monaco,MCO,1966,22886,,,
Monaco,MCO,1967,23046,,,
Monaco,MCO,1968,23234,,,
Monaco,MCO,1969,23448,,,
Monaco,MCO,1970,23689,,,0
Monaco,MCO,1971,23968,,,
Monaco,MCO,1972,24282,,,
Monaco,MCO,1973,24605,,,
Monaco,MCO,1974,24902,,,
Monaco,MCO,1975,25153,,,0
Monaco,MCO,1976,25341,,,0
Monaco,MCO,1977,25482,,,0
Monaco,MCO,1978,25617,,,0
Monaco,MCO,1979,25802,,,0
Monaco,MCO,1980,26078,,,0
Monaco,MCO,1981,26459,,,0
Monaco,MCO,1982,26930,,,0
Monaco,MCO,1983,27459,,,0
Monaco,MCO,1984,28004,,,0
Monaco,MCO,1985,28533,,,0
Monaco,MCO,1986,29036,,,0
Monaco,MCO,1987,29521,,,0
Monaco,MCO,1988,29990,,,0
Monaco,MCO,1989,30447,,,0
Monaco,MCO,1990,30896,,,0
Monaco,MCO,1991,31330,,,0
Monaco,MCO,1992,31745,,,0
Monaco,MCO,1993,32154,,,3.8157807419205
Monaco,MCO,1994,32574,,,8.41029348933513
Monaco,MCO,1995,33014,,,9.79114398357825
Monaco,MCO,1996,33485,,,17.4379177834469
Monaco,MCO,1997,33974,,,23.0392627435922
Monaco,MCO,1998,34444,,,36.3988199092726
Monaco,MCO,1999,34840,,,41.1320754716981
Monaco,MCO,2000,35126,,,43.4106352471791
Monaco,MCO,2001,35288,,,44.1965389369592
Monaco,MCO,2002,35341,,,45.5852156057495
Monaco,MCO,2003,35323,,,45.7929736130933
Monaco,MCO,2004,35282,,,47.2774209041244
Monaco,MCO,2005,35260,,,50.8714822596396
Monaco,MCO,2006,35267,,,53.2056498488724
Monaco,MCO,2007,35295,,,58.1014496881319
Monaco,MCO,2008,35336,,,61.361671268792
Monaco,MCO,2009,35377,,,62.9550555646795
Monaco,MCO,2010,35407,,,63.1207203321292
Monaco,MCO,2011,35427,,,84.7774488625757
Monaco,MCO,2012,35444,,,87.8569727125956
Monaco,MCO,2013,35456,,,93.3975928998446
Monaco,MCO,2014,,,,88.3116542536452
Monaco,MCO,2015,,Europe,,88.8088338945885
Monaco,MCO,2016,,,,86.4879607262526
Monaco,MCO,2017,,,,85.225481328337
Mongolia,MNG,1800,619000,,,
Mongolia,MNG,1820,619000,,,
Mongolia,MNG,1870,668000,,,
Mongolia,MNG,1913,725000,,,
Mongolia,MNG,1950,780200,,,
Mongolia,MNG,1951,793846,,,
Mongolia,MNG,1952,808494,,,
Mongolia,MNG,1953,823840,,,
Mongolia,MNG,1954,839736,,,
Mongolia,MNG,1955,856184,,,
Mongolia,MNG,1956,873350,,,
Mongolia,MNG,1957,891555,,,
Mongolia,MNG,1958,911239,,,
Mongolia,MNG,1959,932921,,,
Mongolia,MNG,1960,957044,,,0
Mongolia,MNG,1961,983822,,,
Mongolia,MNG,1962,1013100,,,
Mongolia,MNG,1963,1044297,,,
Mongolia,MNG,1964,1076571,,,
Mongolia,MNG,1965,1109312,,,0
Mongolia,MNG,1966,1142272,,,
Mongolia,MNG,1967,1175616,,,
Mongolia,MNG,1968,1209647,,,
Mongolia,MNG,1969,1244846,,,
Mongolia,MNG,1970,1281535,,,0
Mongolia,MNG,1971,1319817,,,
Mongolia,MNG,1972,1359478,,,
Mongolia,MNG,1973,1400150,,,
Mongolia,MNG,1974,1441311,,,
Mongolia,MNG,1975,1482599,,,0
Mongolia,MNG,1976,1523908,,,0
Mongolia,MNG,1977,1565380,,,0
Mongolia,MNG,1978,1607212,,,0
Mongolia,MNG,1979,1649710,,,0
Mongolia,MNG,1980,1693122,,,0
Mongolia,MNG,1981,1736994,,,0
Mongolia,MNG,1982,1781213,,,0
Mongolia,MNG,1983,1826717,,,0
Mongolia,MNG,1984,1874774,,,0
Mongolia,MNG,1985,1926002,,,0
Mongolia,MNG,1986,1981170,,,0
Mongolia,MNG,1987,2039204,,,0
Mongolia,MNG,1988,2096653,,,0
Mongolia,MNG,1989,2148850,,,0
Mongolia,MNG,1990,2192553,,5122.53160723357,0
Mongolia,MNG,1991,2226469,,4605.98066703721,0
Mongolia,MNG,1992,2251861,,4131.96682048714,0
Mongolia,MNG,1993,2271236,,3966.20998866418,0
Mongolia,MNG,1994,2288370,,4020.14105902397,0
Mongolia,MNG,1995,2306131,,4243.83617517164,0
Mongolia,MNG,1996,2325369,,4303.98887254293,0.0388505922772793
Mongolia,MNG,1997,2345618,,4435.08231343354,0.0856276183320168
Mongolia,MNG,1998,2366895,,4544.50205789777,0.383428355528763
Mongolia,MNG,1999,2388862,,4643.48226327334,1.45453045709846
Mongolia,MNG,2000,2411369,,4655.02260379858,6.44855587385857
Mongolia,MNG,2001,2434515,,4748.22660229984,8.05859715940649
Mongolia,MNG,2002,2458853,,4924.35613469186,8.83920383326806
Mongolia,MNG,2003,2485177,,5214.60300263437,12.918714154618
Mongolia,MNG,2004,2514462,,5705.03351665267,17.1695572629636
Mongolia,MNG,2005,2547339,,6047.13473483827,22.0549736665656
Mongolia,MNG,2006,2584143,,6483.53499786172,30.2930557010679
Mongolia,MNG,2007,2624509,,7055.13810569901,46.0931754428612
Mongolia,MNG,2008,2667474,,7576.48136329836,67.0886649105391
Mongolia,MNG,2009,2711659,,7367.78598727015,84.2870843450616
Mongolia,MNG,2010,2756001,,7708.59999413593,92.5467716071001
Mongolia,MNG,2011,2800114,,8881.48475043728,106.547019825342
Mongolia,MNG,2012,2844081,,9788.82502176457,119.933686917824
Mongolia,MNG,2013,2887863,,10720.0621460769,100.295457785297
Mongolia,MNG,2014,,,11348.6473412397,103.534564840884
Mongolia,MNG,2015,,Asia,11411.9421058207,103.066267098036
Mongolia,MNG,2016,,,11361.0064180842,111.236547028174
Mongolia,MNG,2017,,,11840.8461179669,126.35282917708
Montenegro,MNE,1800,126582,,,
Montenegro,MNE,1820,126582,,,
Montenegro,MNE,1950,398539,,,
Montenegro,MNE,1951,401735,,,
Montenegro,MNE,1952,407165,,,
Montenegro,MNE,1953,413925,,,
Montenegro,MNE,1954,421324,,,
Montenegro,MNE,1955,428881,,,
Montenegro,MNE,1956,436342,,,
Montenegro,MNE,1957,443661,,,
Montenegro,MNE,1958,450979,,,
Montenegro,MNE,1959,458567,,,
Montenegro,MNE,1960,466674,,,
Montenegro,MNE,1961,475371,,,
Montenegro,MNE,1962,484408,,,
Montenegro,MNE,1963,493148,,,
Montenegro,MNE,1964,500745,,,
Montenegro,MNE,1965,506646,,,
Montenegro,MNE,1966,510527,,,
Montenegro,MNE,1967,512701,,,
Montenegro,MNE,1968,514031,,,
Montenegro,MNE,1969,515746,,,
Montenegro,MNE,1970,518727,,,
Montenegro,MNE,1971,523214,,,
Montenegro,MNE,1972,528905,,,
Montenegro,MNE,1973,535454,,,
Montenegro,MNE,1974,542304,,,
Montenegro,MNE,1975,548999,,,
Montenegro,MNE,1976,555632,,,
Montenegro,MNE,1977,562247,,,
Montenegro,MNE,1978,568285,,,
Montenegro,MNE,1979,573036,,,
Montenegro,MNE,1980,576069,,,
Montenegro,MNE,1981,577041,,,
Montenegro,MNE,1982,576292,,,
Montenegro,MNE,1983,574920,,,
Montenegro,MNE,1984,574459,,,
Montenegro,MNE,1985,575997,,,
Montenegro,MNE,1986,579821,,,
Montenegro,MNE,1987,585546,,,
Montenegro,MNE,1988,592740,,,
Montenegro,MNE,1989,600697,,,
Montenegro,MNE,1990,608816,,,
Montenegro,MNE,1991,617144,,,
Montenegro,MNE,1992,625630,,,
Montenegro,MNE,1993,633443,,,
Montenegro,MNE,1994,639542,,,
Montenegro,MNE,1995,643227,,,
Montenegro,MNE,1996,644121,,,
Montenegro,MNE,1997,642533,,10530.9713516669,
Montenegro,MNE,1998,639309,,11080.7667672679,
Montenegro,MNE,1999,635689,,10066.6915361543,
Montenegro,MNE,2000,632606,,10396.7900806491,
Montenegro,MNE,2001,630299,,10468.9303081013,
Montenegro,MNE,2002,628594,,10625.5836465755,
Montenegro,MNE,2003,627500,,10846.0027749754,
Montenegro,MNE,2004,626912,,11305.9981405573,78.642596460997
Montenegro,MNE,2005,626739,,11761.2459902268,88.1295547609623
Montenegro,MNE,2006,627074,,12752.9020496365,104.183823434202
Montenegro,MNE,2007,627962,,13602.5879682473,145.282202607331
Montenegro,MNE,2008,629185,,14559.2131506205,186.417044292947
Montenegro,MNE,2009,630435,,13686.1000631178,207.780821126046
Montenegro,MNE,2010,631490,,14034.5845640087,187.414402075975
Montenegro,MNE,2011,632261,,14472.4735391199,185.319745597682
Montenegro,MNE,2012,632796,,14066.4356048217,158.188241755084
Montenegro,MNE,2013,633167,,14551.4467117944,158.493304034164
Montenegro,MNE,2014,,,14796.6353955591,161.436669353837
Montenegro,MNE,2015,,Europe,15289.7211914952,160.446561324975
Montenegro,MNE,2016,,,15737.0249188206,165.561909913063
Montenegro,MNE,2017,,,16409.2876960117,166.095459170694
Montserrat,MSR,1800,5230,,,
Montserrat,MSR,1820,5230,,,
Montserrat,MSR,1851,7100,,,
Montserrat,MSR,1861,7600,,,
Montserrat,MSR,1871,8700,,,
Montserrat,MSR,1881,10000,,,
Montserrat,MSR,1891,12000,,,
Montserrat,MSR,1901,12000,,,
Montserrat,MSR,1911,12000,,,
Montserrat,MSR,1921,12000,,,
Montserrat,MSR,1946,14000,,,
Montserrat,MSR,1950,13521,,,
Montserrat,MSR,1951,14118,,,
Montserrat,MSR,1952,14481,,,
Montserrat,MSR,1953,14616,,,
Montserrat,MSR,1954,14540,,,
Montserrat,MSR,1955,14285,,,
Montserrat,MSR,1956,13890,,,
Montserrat,MSR,1957,13411,,,
Montserrat,MSR,1958,12908,,,
Montserrat,MSR,1959,12451,,,
Montserrat,MSR,1960,12095,,,
Montserrat,MSR,1961,11877,,,
Montserrat,MSR,1962,11793,,,
Montserrat,MSR,1963,11802,,,
Montserrat,MSR,1964,11834,,,
Montserrat,MSR,1965,11839,,,
Montserrat,MSR,1966,11806,,,
Montserrat,MSR,1967,11754,,,
Montserrat,MSR,1968,11693,,,
Montserrat,MSR,1969,11644,,,
Montserrat,MSR,1970,11622,,,
Montserrat,MSR,1971,11626,,,
Montserrat,MSR,1972,11646,,,
Montserrat,MSR,1973,11680,,,
Montserrat,MSR,1974,11723,,,
Montserrat,MSR,1975,11770,,,
Montserrat,MSR,1976,11821,,,
Montserrat,MSR,1977,11875,,,
Montserrat,MSR,1978,11917,,,
Montserrat,MSR,1979,11931,,,
Montserrat,MSR,1980,11906,,,
Montserrat,MSR,1981,11837,,,
Montserrat,MSR,1982,11727,,,
Montserrat,MSR,1983,11592,,,
Montserrat,MSR,1984,11446,,,
Montserrat,MSR,1985,11307,,,
Montserrat,MSR,1986,11165,,,
Montserrat,MSR,1987,11013,,,
Montserrat,MSR,1988,10871,,,
Montserrat,MSR,1989,10769,,,
Montserrat,MSR,1990,10714,,,
Montserrat,MSR,1991,10746,,,
Montserrat,MSR,1992,10842,,,
Montserrat,MSR,1993,10883,,,
Montserrat,MSR,1994,10707,,,
Montserrat,MSR,1995,10210,,,
Montserrat,MSR,1996,9329,,,
Montserrat,MSR,1997,8137,,,
Montserrat,MSR,1998,6832,,,
Montserrat,MSR,1999,5697,,,
Montserrat,MSR,2000,4931,,,
Montserrat,MSR,2001,4608,,,
Montserrat,MSR,2002,4660,,,
Montserrat,MSR,2003,4962,,,
Montserrat,MSR,2004,5322,,,
Montserrat,MSR,2005,5599,,,
Montserrat,MSR,2006,5760,,,
Montserrat,MSR,2007,5845,,,
Montserrat,MSR,2008,5876,,,
Montserrat,MSR,2009,5895,,,
Montserrat,MSR,2010,5934,,,
Montserrat,MSR,2011,5990,,,
Montserrat,MSR,2012,6046,,,
Montserrat,MSR,2013,6100,,,
Montserrat,MSR,2015,,North America,,
Morocco,MAR,1700,1750000,,,
Morocco,MAR,1800,2503218,,,
Morocco,MAR,1820,2689000,,,
Morocco,MAR,1870,3776000,,,
Morocco,MAR,1913,5111000,,,
Morocco,MAR,1950,8953000,,,
Morocco,MAR,1951,9167716,,,
Morocco,MAR,1952,9390159,,,
Morocco,MAR,1953,9623715,,,
Morocco,MAR,1954,9870670,,,
Morocco,MAR,1955,10132210,,,
Morocco,MAR,1956,10408363,,,
Morocco,MAR,1957,10698059,,,
Morocco,MAR,1958,10999295,,,
Morocco,MAR,1959,11309424,,,
Morocco,MAR,1960,11625999,,,0
Morocco,MAR,1961,11947688,,,
Morocco,MAR,1962,12275060,,,
Morocco,MAR,1963,12610932,,,
Morocco,MAR,1964,12959397,,,
Morocco,MAR,1965,13323000,,,0
Morocco,MAR,1966,13703369,,,
Morocco,MAR,1967,14098444,,,
Morocco,MAR,1968,14502647,,,
Morocco,MAR,1969,14908265,,,
Morocco,MAR,1970,15309995,,,0
Morocco,MAR,1971,15706226,,,
Morocco,MAR,1972,16099392,,,
Morocco,MAR,1973,16493298,,,
Morocco,MAR,1974,16893643,,,
Morocco,MAR,1975,17304995,,,0
Morocco,MAR,1976,17726625,,,0
Morocco,MAR,1977,18158169,,,0
Morocco,MAR,1978,18604851,,,0
Morocco,MAR,1979,19073204,,,0
Morocco,MAR,1980,19566920,,,0
Morocco,MAR,1981,20088209,,,0
Morocco,MAR,1982,20633004,,,0
Morocco,MAR,1983,21190800,,,0
Morocco,MAR,1984,21747150,,,0
Morocco,MAR,1985,22291062,,,0
Morocco,MAR,1986,22818601,,,0
Morocco,MAR,1987,23330761,,,0.000255343422859858
Morocco,MAR,1988,23827539,,,0.000438197098550945
Morocco,MAR,1989,24310585,,,0.00286636306967993
Morocco,MAR,1990,24781105,,3912.00572444531,0.00363356669620681
Morocco,MAR,1991,25237951,,4118.02292754559,0.00592022800613588
Morocco,MAR,1992,25679802,,3960.06610920777,0.0124731045049193
Morocco,MAR,1993,26107772,,3863.40785892617,0.0256313340600563
Morocco,MAR,1994,26523600,,4203.00594043673,0.0517267603073276
Morocco,MAR,1995,26928600,,3915.21761482867,0.108996295950483
Morocco,MAR,1996,27323664,,4337.14326589323,0.156376755455807
Morocco,MAR,1997,27708647,,4212.62151128949,0.267635538558123
Morocco,MAR,1998,28082684,,4460.46967469518,0.413997910152604
Morocco,MAR,1999,28444414,,4453.46660083974,1.29467513674829
Morocco,MAR,2000,28793236,,4483.80840635475,8.11795759812581
Morocco,MAR,2001,29129204,,4754.19233348353,16.3517458396718
Morocco,MAR,2002,29453931,,4843.98989187513,21.0036348150714
Morocco,MAR,2003,29770316,,5071.71729952611,24.6611899763761
Morocco,MAR,2004,30082152,,5252.30109693447,30.9380358083367
Morocco,MAR,2005,30392473,,5361.66283419226,40.6040974317087
Morocco,MAR,2006,30702084,,5700.92332732755,51.8466798745915
Morocco,MAR,2007,31011199,,5834.01224051593,64.1432662860657
Morocco,MAR,2008,31321453,,6106.84544477839,72.2087498898229
Morocco,MAR,2009,31634524,,6287.87064386865,79.1211081423613
Morocco,MAR,2010,31951412,,6443.25361319481,98.6813799437877
Morocco,MAR,2011,32272974,,6688.40260633548,111.245442358054
Morocco,MAR,2012,32598536,,6791.3351346285,117.047407961933
Morocco,MAR,2013,32925553,,6995.93818558948,125.422272654693
Morocco,MAR,2014,,,7078.88148932392,128.546035876947
Morocco,MAR,2015,,Africa,7296.93440143191,123.780413835208
Morocco,MAR,2016,,,7285.90832106945,117.680598793779
Morocco,MAR,2017,,,7485.01295069865,122.877957715228
Mozambique,MOZ,1700,1500000,,,
Mozambique,MOZ,1800,1982324,,,
Mozambique,MOZ,1820,2096000,,,
Mozambique,MOZ,1950,6442133,,,
Mozambique,MOZ,1951,6535891,,,
Mozambique,MOZ,1952,6636035,,,
Mozambique,MOZ,1953,6742252,,,
Mozambique,MOZ,1954,6854315,,,
Mozambique,MOZ,1955,6972081,,,
Mozambique,MOZ,1956,7095498,,,
Mozambique,MOZ,1957,7224598,,,
Mozambique,MOZ,1958,7359490,,,
Mozambique,MOZ,1959,7500335,,,
Mozambique,MOZ,1960,7647298,,,0
Mozambique,MOZ,1961,7800484,,,
Mozambique,MOZ,1962,7959885,,,
Mozambique,MOZ,1963,8125366,,,
Mozambique,MOZ,1964,8296714,,,
Mozambique,MOZ,1965,8473839,,,0
Mozambique,MOZ,1966,8657160,,,
Mozambique,MOZ,1967,8847011,,,
Mozambique,MOZ,1968,9043165,,,
Mozambique,MOZ,1969,9245275,,,
Mozambique,MOZ,1970,9453385,,,0
Mozambique,MOZ,1971,9665565,,,
Mozambique,MOZ,1972,9882427,,,
Mozambique,MOZ,1973,10109426,,,
Mozambique,MOZ,1974,10353943,,,
Mozambique,MOZ,1975,10620268,,,0
Mozambique,MOZ,1976,10908878,,,0
Mozambique,MOZ,1977,11214834,,,0
Mozambique,MOZ,1978,11530022,,,0
Mozambique,MOZ,1979,11843382,,,0
Mozambique,MOZ,1980,12145501,,,0
Mozambique,MOZ,1981,12441643,,,0
Mozambique,MOZ,1982,12731231,,,0
Mozambique,MOZ,1983,12992962,,,0
Mozambique,MOZ,1984,13199259,,,0
Mozambique,MOZ,1985,13334972,,,0
Mozambique,MOZ,1986,13384409,,,0
Mozambique,MOZ,1987,13365201,,,0
Mozambique,MOZ,1988,13336217,,,0
Mozambique,MOZ,1989,13378100,,,0
Mozambique,MOZ,1990,13547076,,378.534273498086,0
Mozambique,MOZ,1991,13867422,,387.023287786054,0
Mozambique,MOZ,1992,14318167,,354.284535309284,0
Mozambique,MOZ,1993,14854590,,370.450410282445,0
Mozambique,MOZ,1994,15409381,,378.275282704487,0
Mozambique,MOZ,1995,15933452,,373.435311622423,0
Mozambique,MOZ,1996,16412893,,459.426475337423,0
Mozambique,MOZ,1997,16862385,,495.421676017455,0.0149688489272515
Mozambique,MOZ,1998,17295521,,540.094616465283,0.0392430783379375
Mozambique,MOZ,1999,17735992,,567.50702112752,0.0696223554466058
Mozambique,MOZ,2000,18200656,,561.612753375431,0.282631639567367
Mozambique,MOZ,2001,18691461,,615.309821729793,0.821206021402829
Mozambique,MOZ,2002,19200021,,650.152478124487,1.33105304180461
Mozambique,MOZ,2003,19721009,,672.155095731375,2.21010237161604
Mozambique,MOZ,2004,20246287,,703.392186778556,3.48550328476685
Mozambique,MOZ,2005,20770013,,742.424003693258,7.18796524601791
Mozambique,MOZ,2006,21290952,,791.927644030124,10.856577407744
Mozambique,MOZ,2007,21811326,,826.162668025628,13.8801572191796
Mozambique,MOZ,2008,22332900,,857.526881720011,19.2806611773977
Mozambique,MOZ,2009,22858607,,885.738517628024,25.3815890562782
Mozambique,MOZ,2010,23390765,,917.763832040531,29.8255860880077
Mozambique,MOZ,2011,23929708,,954.799116244546,31.4982293800414
Mozambique,MOZ,2012,24475186,,994.124894186689,34.2918608479641
Mozambique,MOZ,2013,25028313,,1034.58942311209,46.9135033735623
Mozambique,MOZ,2014,,,1079.82386564737,67.9199564374776
Mozambique,MOZ,2015,,Africa,1118.22284417198,71.8830249492952
Mozambique,MOZ,2016,,,1127.34726420517,52.1188730589484
Mozambique,MOZ,2017,,,1136.10256446235,40.0268712953128
Myanmar,MMR,1800,3506000,,,
Myanmar,MMR,1820,3506000,,,
Myanmar,MMR,1850,3932000,,,
Myanmar,MMR,1870,4245000,,,
Myanmar,MMR,1890,7489000,,,
Myanmar,MMR,1900,10174000,,,
Myanmar,MMR,1901,10490000,,,
Myanmar,MMR,1902,10642000,,,
Myanmar,MMR,1903,10796000,,,
Myanmar,MMR,1904,10953000,,,
Myanmar,MMR,1905,11112000,,,
Myanmar,MMR,1906,11273000,,,
Myanmar,MMR,1907,11437000,,,
Myanmar,MMR,1908,11603000,,,
Myanmar,MMR,1909,11771000,,,
Myanmar,MMR,1910,11942000,,,
Myanmar,MMR,1911,12115000,,,
Myanmar,MMR,1912,12220000,,,
Myanmar,MMR,1913,12326000,,,
Myanmar,MMR,1914,12433000,,,
Myanmar,MMR,1915,12541000,,,
Myanmar,MMR,1916,12650000,,,
Myanmar,MMR,1917,12760000,,,
Myanmar,MMR,1918,12871000,,,
Myanmar,MMR,1919,12893000,,,
Myanmar,MMR,1920,13096000,,,
Myanmar,MMR,1921,13212000,,,
Myanmar,MMR,1922,13351000,,,
Myanmar,MMR,1923,13491000,,,
Myanmar,MMR,1924,13633000,,,
Myanmar,MMR,1925,13776000,,,
Myanmar,MMR,1926,13921000,,,
Myanmar,MMR,1927,14067000,,,
Myanmar,MMR,1928,14215000,,,
Myanmar,MMR,1929,14364000,,,
Myanmar,MMR,1930,14515000,,,
Myanmar,MMR,1931,14667000,,,
Myanmar,MMR,1932,14870000,,,
Myanmar,MMR,1933,15075000,,,
Myanmar,MMR,1934,15283000,,,
Myanmar,MMR,1935,15494000,,,
Myanmar,MMR,1936,15708000,,,
Myanmar,MMR,1937,15925000,,,
Myanmar,MMR,1938,16145000,,,
Myanmar,MMR,1939,16368000,,,
Myanmar,MMR,1940,16594000,,,
Myanmar,MMR,1941,16824000,,,
Myanmar,MMR,1950,17157508,,,
Myanmar,MMR,1951,17463258,,,
Myanmar,MMR,1952,17786203,,,
Myanmar,MMR,1953,18127006,,,
Myanmar,MMR,1954,18485791,,,
Myanmar,MMR,1955,18862149,,,
Myanmar,MMR,1956,19255085,,,
Myanmar,MMR,1957,19663071,,,
Myanmar,MMR,1958,20084160,,,
Myanmar,MMR,1959,20516191,,,
Myanmar,MMR,1960,20957397,,,0
