text,speaker,season,episode,scene,utterance
Was it really that good?,Monica Geller,6,10,9,8
"We got honourable mention in the brother/sister dance category! Look, it's almost fake midnight, do we really have any other choice?",Ross Geller,6,10,9,9
"Okay, let's do it. Mom and Dad are gonna be so faced!",Monica Geller,6,10,9,10
"(They move into a space, and Ross points to his eyes and then to hers)",Scene Directions,6,10,9,11
5 6 7 8!,Monica Geller,6,10,9,12
"(They start the routine. However hard I try, I really cannot describe it. You will have to watch it. I'm sorry.)",Scene Directions,6,10,9,13
"(When they finish, they walk over to the director)",Scene Directions,6,10,9,14
"So, do we really have to ask who's going up on the platform next?",Ross Geller,6,10,9,15
Oh no! You get up there and do that again exactly like that!,Director,6,10,9,16
Yes!,Monica Geller,6,10,9,17
"Make sure you get this, they're gonna want it for the bloopers show. Alright cut! Listen up everyone, when we start again it's gonna be the countdown to new years, so I wanna see everybody's excitement.",Director,6,10,9,18
[Cut to Joey and Janine],Scene Directions,6,10,9,19
"Hey, pal, you have about three seconds to get away from my partner.",Tall Guy,6,10,9,20
What's going on over here?,Director,6,10,9,21
"Uh, take a look at the guy's pants! I mean, I know you told us to show excitement, but don't you think he went a little overboard?",Joey Tribbiani,6,10,9,22
What's the matter with you? Get out of here!,Director,6,10,9,23
"Yeah, take a hike wetpants!",Joey Tribbiani,6,10,9,24
(The director pushes the Tall Guy away),Scene Directions,6,10,9,25
"[Cut to Ross and Monica, who are finally on a platform!]",Scene Directions,6,10,9,26
Can you believe this? We're gonna be on the platform for the Millennium moment!,Ross Geller,6,10,9,27
"I know! Hey, you haven't been practising the routine, have you?",Monica Geller,6,10,9,28
No!,Ross Geller,6,10,9,29
Me too!,Monica Geller,6,10,9,30
"Hey, when the music starts up again, I was thinking of maybe goind into the robot, y'know?",Ross Geller,6,10,9,31
"Ross, I think we should stick to the routine, we don't wanna look stupid!",Monica Geller,6,10,9,32
Alright we're back! Ten seconds left here we go! Ten! Nine! Eight! Seven!,Director,6,10,9,33
"Okay, it all comes down to this. Whatever happens, happens. Destiny.",Joey Tribbiani,6,10,9,34
"Three, Two, One!",#ALL#,6,10,9,35
Cut!,Director,6,10,9,36
No! Year! Happy No Year!,Joey Tribbiani,6,10,9,37
"Okay, here's where we go to the live shot of Times Square, nice work everyone that's a wrap!",Director,6,10,9,38
"[Scene: Monica and Chandler's apartment, Chandler and Rachel are there, and Phoebe enters with the Chick and the Duck.]",Scene Directions,6,10,10,1
Hey! Look who I found!,Phoebe Buffay,6,10,10,2
"Oh, hey guys!",Chandler Bing,6,10,10,3
"Y'know, birds have a very good sense of direction, and I thought maybe they could help us find where the presents are hidden.",Phoebe Buffay,6,10,10,4
"Yes, if the presents are hidden south for the winter.",Chandler Bing,6,10,10,5
"Or we could just follow your clever jokes &#150; any ideas? No! Didn't think so! Okay, c'mon guys, show us where the presents are!",Phoebe Buffay,6,10,10,6
"Oh, the duck seems to think that Monica got me garbage! Hmm, I wonder what I could get Monica that's as good as garbage?",Chandler Bing,6,10,10,7
"Hmm, how about my azzz?",Phoebe Buffay,6,10,10,8
"(Rachel sits on the window seat, and knocks against it)",Scene Directions,6,10,10,9
"Hey, this is hollow.",Rachel Green,6,10,10,10
What?,Phoebe Buffay,6,10,10,11
"This bench, it's hollow! I can't believe I never knew that! Oh, the presents!!!",Rachel Green,6,10,10,12
"No, don't look directly at them!",Phoebe Buffay,6,10,10,13
What?,Chandler Bing,6,10,10,14
"Alright, no, we could look at them!",Phoebe Buffay,6,10,10,15
"Oh, this one's for me!",Rachel Green,6,10,10,16
"Oh, this one's for Chandler. Here.",Phoebe Buffay,6,10,10,17
Oh great!,Chandler Bing,6,10,10,18
And the big one's for me!,Phoebe Buffay,6,10,10,19
"Ooh, let's open them!",Rachel Green,6,10,10,20
Okay! Okay! Okay!,Chandler Bing,6,10,10,21
Hee hee!,Phoebe Buffay,6,10,10,22
"Wait, we can't do this.",Chandler Bing,6,10,10,23
Why?,NA,6,10,10,24
"I don't wanna know what Monica got me. Y'know? I mean, look, I'm sure she worked really hard at getting you a present, and wanting to surprise me, and you guys are gonna ruin that, and I, look we have to put these back, this is not what Christmas is about.",Chandler Bing,6,10,10,25
"Whatever Linus, I'm opening mine.",Rachel Green,6,10,10,26
"Nobody is opening anything ok? Look, I don't know about you guys, but I wanna see the look on Monica's face when I give her my present, and I'm sure she wants to see the look on my face when I get mine. So please, please, can we just, can we put them back?",Chandler Bing,6,10,10,27
Will you get us better gifts?,Phoebe Buffay,6,10,10,28
Fine!,Chandler Bing,6,10,10,29
"(Monica enters, and they throw the gifts behind them.)",Scene Directions,6,10,10,30
"Hey guys! You found the presents? Chandler, you let them find the presents? Great! Do you know how long it took me to find you that water purifier?",Monica Geller,6,10,10,31
That's what you got me?,Chandler Bing,6,10,10,32
"Oh yes, I see what you mean. That look is priceless.",Phoebe Buffay,6,10,10,33
(Rachel leans over to look at him.),Scene Directions,6,10,10,34
"[Scene: Joey and Janine's apartment, they both enter.]",Scene Directions,6,10,11,1
"Home sweet home, huh? Nice to, uh, get back to reality. Plus we know how the New Year's gonna go off. I guess there's no reason for all that Y2K panic, y'know? Anyway, g'night!",Joey Tribbiani,6,10,11,2
Joey.,Janine Lecroix,6,10,11,3
Yeah?,Joey Tribbiani,6,10,11,4
"3, 2, 1. Happy New Year.",Janine Lecroix,6,10,11,5
"Oh, yoii. What was that for?",Joey Tribbiani,6,10,11,6
"Well, I don't know tonight when they yelled cut and we didn't get to kiss, I was really, really, disappointed, and I just, really wanted to kiss you",Janine Lecroix,6,10,11,7
"Really? In the moment, I really wanted to kiss you too. In the moment.",Joey Tribbiani,6,10,11,8
"In the moment, yeah.",Janine Lecroix,6,10,11,9
But only in the moment. So do ya wanna kiss again?,Joey Tribbiani,6,10,11,10
"Sure, New Year's Eve is only two weeks away. Can you wait?",Janine Lecroix,6,10,11,11
No.,Joey Tribbiani,6,10,11,12
Me neither.,Janine Lecroix,6,10,11,13
"3, 2,",Joey Tribbiani,6,10,11,14
"Joey, you don't have to count down every time we kiss.",Janine Lecroix,6,10,11,15
"Uh, yeah, okay. Except I sorta felt like I needed a couple of seconds to get ready.",Joey Tribbiani,6,10,11,16
(They kiss to the music of Auld Lang Syne),Scene Directions,6,10,11,17
"[Scene: Monica and Chandler's apartment, everyone except Joey is there.]",Scene Directions,6,10,12,1
"We were on the platform, ready to dance the world into the new Millennium, and the guy yelled 'CUT!'",Monica Geller,6,10,12,2
"Uh, wait, so you guys are telling me you actually did the routine from eighth grade?",Rachel Green,6,10,12,3
"Yeah. But of course we had to update it a little bit. Hey, by the way, great thinking about catching me!",Monica Geller,6,10,12,4
'Cos I was gonna say there's no way you could've done the end the way you guys did it back then!,Rachel Green,6,10,12,5
What? We could do it!,Monica Geller,6,10,12,6
"I don't know, I mean you were a lot bigger, I mean, stronger back then.",Ross Geller,6,10,12,7
"I can do it, okay? Come on, let's go.",Monica Geller,6,10,12,8
"1, 2, 3, 4, 5, 6, 7, 8",NA,6,10,12,9
I can't do it!,Monica Geller,6,10,12,10
"Now you do that, you're on TV.",Chandler Bing,6,10,12,11
"[Scene: Monica and Chandler's, everyone is there as Joey enters happily.]",Scene Directions,6,11,1,1
Hey!,Joey Tribbiani,6,11,1,2
Hey!,Ross Geller,6,11,1,3
"Listen, do you guys think I have a chance with Janine?",Joey Tribbiani,6,11,1,4
"Honey, we have been through this before!",Monica Geller,6,11,1,5
Yeah. Don't do this to yourself.,Rachel Green,6,11,1,6
"She's made it pretty clear, it is not going to happen.",Phoebe Buffay,6,11,1,7
"Well all right then, I guess I shouldn't get to excited about the fact that I just kissed her!",Joey Tribbiani,6,11,1,8
You serious?!,Monica Geller,6,11,1,9
That's great!,Chandler Bing,6,11,1,10
Really?!,Monica Geller,6,11,1,11
"Yeah well, we'll see.",Phoebe Buffay,6,11,1,12
You kissed her.,Ross Geller,6,11,1,13
Oh we kissed it up real nice.,Joey Tribbiani,6,11,1,14
"So you kissed her, so what happened after that?",Chandler Bing,6,11,1,15
I came over here to tell you guys.,Joey Tribbiani,6,11,1,16
So she's just waiting over there for ya?,Chandler Bing,6,11,1,17
"(Joey nods yes, but suddenly realizes what he did and runs out of the apartment and back to his place.)",Scene Directions,6,11,1,18
"[Scene: Central Perk, Joey and Janine are pretty much making out at one of the tables as Monica and Rachel look on from the couch.]",Scene Directions,6,11,2,1
I gotta go.,Janine Lecroix,6,11,2,2
Okay.,Joey Tribbiani,6,11,2,3
I'm gonna be really late for dance class!,Janine Lecroix,6,11,2,4
Okay.,Joey Tribbiani,6,11,2,5
"Okay, now I'm really late.",Janine Lecroix,6,11,2,6
"Okay, I'm all right, okay, but hey, could you just leave your lips?",Joey Tribbiani,6,11,2,7
Bye.,Janine Lecroix,6,11,2,8
Bye.,Monica Geller,6,11,2,9
Have you kissed her yet? It's awesome! I could do it forever! Y'know what? She-she kisses better than my mom cooks!,Joey Tribbiani,6,11,2,10
I am so glad you said cooks.,Monica Geller,6,11,2,11
I know.,Rachel Green,6,11,2,12
"Oh hey Rachel, sweetheart? You have got to tell the post office that you have moved. Okay? We are still getting all your bills and stuff.",Chandler Bing,6,11,2,13
"Oh-oh, Pottery Barn! You can throw the rest away.",Rachel Green,6,11,2,14
I'm not your garbage man. I'm your mailman.,Chandler Bing,6,11,2,15
Monica look! Look-look-look! Here is that table that I ordered.,Rachel Green,6,11,2,16
You got it from Pottery Barn?!,Monica Geller,6,11,2,17
Yeah! It's an apothecary table. Does anyone even know what an apothecary is?,Rachel Green,6,11,2,18
A pharmacist.,Chandler Bing,6,11,2,19
"Rach, Phoebe hates Pottery Barn.",Monica Geller,6,11,2,20
I hate Pottery Barn too. They kicked me out of there just because I sat on a bed!,Joey Tribbiani,6,11,2,21
You took off your pants and climbed under the sheets!,Chandler Bing,6,11,2,22
I was tired!,Joey Tribbiani,6,11,2,23
Phoebe hates Pottery Barn?!,Rachel Green,6,11,2,24
"Yeah, she hates all mass produced stuff. She thinks her furniture should have a history, a story behind it.",Monica Geller,6,11,2,25
Well this has story behind it! I mean they had to ship it all the way from the White Plains store.,Rachel Green,6,11,2,26
"It's gotta be one of a kind. Y'know like umm, y'know uh, what's that God awful ceramic fruit bowl she has on her counter?",Monica Geller,6,11,2,27
Hey! I made that for her!,Joey Tribbiani,6,11,2,28
You made pottery?,Chandler Bing,6,11,2,29
Yeah! I made it of this fruit bowl I found in the garbage.,Joey Tribbiani,6,11,2,30
I'm telling-If you put that in her apartment you'll never hear the end of it.,Monica Geller,6,11,2,31
"Okay fine! I'll-I'll just tell her it's an antique apothecary table, she doesn't have to know where it came from. Oh! Look at this little drawers! Oh look-look it says that it holds 300 CDs.",Rachel Green,6,11,2,32
"Ahh, just like the apothecary tables of yore...",Chandler Bing,6,11,2,33
"[Scene: The Hallway between the apartments, Joey, Janine, Chandler, and Monica are returning from a double date. Chandler is telling a joke.]",Scene Directions,6,11,3,1
"...so then the farmer says, ""That's not a cow and you're not milking it.""",Chandler Bing,6,11,3,2
"I am so glad you guys got together, Chandler and I are always looking for a couple to go out with and now we have one!",Monica Geller,6,11,3,3
"Look at us, we're a couple of couples!",Chandler Bing,6,11,3,4
"I had so much fun tonight, and what a great restaurant.",Janine Lecroix,6,11,3,5
Yeah.,Monica Geller,6,11,3,6
And Chandler I can't believe I let you pay for this one. Thanks man.,Joey Tribbiani,6,11,3,7
So do you guys gonna come over tomorrow? I'll make that pasta thing I was telling you about.,Monica Geller,6,11,3,8
Oh that would be great!,Janine Lecroix,6,11,3,9
"Oh, but hey look, at least let us bring the wine.",Joey Tribbiani,6,11,3,10
"Joey, you don't have too!",Monica Geller,6,11,3,11
Nope-op! I insist! You get the wine right?,Joey Tribbiani,6,11,3,12
"Yeah all right. Okay, good night guys.",Chandler Bing,6,11,3,13
See ya tomorrow!,Joey Tribbiani,6,11,3,14
Tomorrow!,Monica Geller,6,11,3,15
Can't wait!,Janine Lecroix,6,11,3,16
[Cut to Joey and Janine's.],Scene Directions,6,11,3,17
How are we gonna get out of that one?,Janine Lecroix,6,11,3,18
What?,Joey Tribbiani,6,11,3,19
I can't handle two nights in a row with them.,Janine Lecroix,6,11,3,20
What-what's wrong with Monica and Chandler?,Joey Tribbiani,6,11,3,21
"I don't know, they're just a little blah!",Janine Lecroix,6,11,3,22
Blah?!,Joey Tribbiani,6,11,3,23
"Well y'know, he's blah, she's just-she's very loud for such a small person.",Janine Lecroix,6,11,3,24
"Uh, they're like my best friends. Are you saying we can't hang out with them? 'Cause that would kinda be a problem.",Joey Tribbiani,6,11,3,25
"No! Of course we can still hang out with them. Just y'know, not two nights in a row. Okay?",Janine Lecroix,6,11,3,26
I guess.,Joey Tribbiani,6,11,3,27
Thank you.,Janine Lecroix,6,11,3,28
"If you want, I'll sell my friends and use the money to buy you presents.",Joey Tribbiani,6,11,3,29
"[Scene: Phoebe and Rachel's, Rachel is placing CDs into her antique apothecary table as Phoebe returns home.]",Scene Directions,6,11,4,1
Hey!,Phoebe Buffay,6,11,4,2
Hey!,Rachel Green,6,11,4,3
"Ooh, what a great table! Where-where did you get it?",Phoebe Buffay,6,11,4,4
Guess!,Rachel Green,6,11,4,5
"Umm, a flea market?",Phoebe Buffay,6,11,4,6
"Ha! See, I knew, I knew you'd get it on the first guess. Isn't it cool! It's an apothecary table.",Rachel Green,6,11,4,7
Wow! Oh you can just imagine that this is where they kept all the stuff to make their potions.,Phoebe Buffay,6,11,4,8
"Ohh, yes.",Rachel Green,6,11,4,9
"Y'know? Ooh, you can almost smell the opium.",Phoebe Buffay,6,11,4,10
Almost.,Rachel Green,6,11,4,11
How much was it?,Phoebe Buffay,6,11,4,12
It was only 500 bucks.,Rachel Green,6,11,4,13
500 bucks at a flea market?!,Phoebe Buffay,6,11,4,14
"Oh, okay see I thought, I thought you meant how much was it when it was new, y'know like back then.",Rachel Green,6,11,4,15
Oh no.,Phoebe Buffay,6,11,4,16
"Yeah no, I mean it was at a flea market, so it was y'know, it was like a dollar.",Rachel Green,6,11,4,17
A dollar?,Phoebe Buffay,6,11,4,18
And fifty. So it was like one and fifty dollars.,Rachel Green,6,11,4,19
"Ohh, okay, they gave you the old time pricing.",Phoebe Buffay,6,11,4,20
Yeah.,Rachel Green,6,11,4,21
"Well, what period is it from?",Phoebe Buffay,6,11,4,22
"Uh, it's from yore. Like the days of yore. Y'know?",Rachel Green,6,11,4,23
"Yes, yes I do. God, oh it's just perfect! Wow! I bet it has a great story behind it too. Did they tell you anything? Like y'know where it was from or...",Phoebe Buffay,6,11,4,24
"Yes! That I know, this is from White Plains.",Rachel Green,6,11,4,25
"White Plains. Oh, it sounds like such a magical place.",Phoebe Buffay,6,11,4,26
"[Scene: Ross's apartment, Rachel is entering as Ross comes out of the kitchen carrying popcorn.]",Scene Directions,6,11,5,1
Hey! We're here!,Rachel Green,6,11,5,2
Hey!,Ross Geller,6,11,5,3
Ohh! Oh my God!,Rachel Green,6,11,5,4
You like it?,Ross Geller,6,11,5,5
Oh no!,Rachel Green,6,11,5,6
It's my new apothecary table!,Ross Geller,6,11,5,7
"Ross! Phoebe's gonna be here any second, she cannot see this!",Rachel Green,6,11,5,8
Well why not?! She'll-she'll love it! It's the real thing! I got it at Pottery Barn.,Ross Geller,6,11,5,9
I know you did! I bought the same one! And if she sees your table she's gonna know that I lied to her. I told her ours was an original.,Rachel Green,6,11,5,10
Why did you do that?,Ross Geller,6,11,5,11
Because she hates Pottery Barn.,Rachel Green,6,11,5,12
She hates Pottery Barn?!!,Ross Geller,6,11,5,13
"I know! I know, she says it's all mass-produced, nothing is authentic, and everyone winds up having the same stuff. So come on, she's gonna be here any second! Can we please just cover this up with something?! Please?",Rachel Green,6,11,5,14
"What? No! No! I am not gonna hide it from Phoebe-Ooh, although I did get some great Pottery Barn sheets!",Ross Geller,6,11,5,15
"Ooo! Oh, I forgot they made sheets!",Rachel Green,6,11,5,16
"Uh, yeah! I still can't believe she hates Pottery Barn!",Ross Geller,6,11,5,17
"Ross, get over it! It's not like she hates you.",Rachel Green,6,11,5,18
Yeah but Pottery Barn! Y'know what I think? It's just she-she's weird. Y'know it's because she's a twin. Twins are weird.,Ross Geller,6,11,5,19
"Ross, she's not weird, she just wants her stuff to be one of a kind.",Rachel Green,6,11,5,20
Huh. Y'know what's not one of a kind? A twin!,Ross Geller,6,11,5,21
Hey!,Phoebe Buffay,6,11,5,22
Hey!,Rachel Green,6,11,5,23
Hey!,Ross Geller,6,11,5,24
"Ooh, Phoebe's here! Okay, let's turn out all the lights and we'll just watch the movie!",Rachel Green,6,11,5,25
"Okay. Hey-Ooh, cool sheets!",Phoebe Buffay,6,11,5,26
"Oh, you like it? You wanna know where I got it?",Ross Geller,6,11,5,27
Sure!,Phoebe Buffay,6,11,5,28
He got it a flea market!,Rachel Green,6,11,5,29
"You bought your sheets at a flea market? Ross come on, you gotta loosen the purse strings a little.",Phoebe Buffay,6,11,5,30
"[Scene: Joey and Janine's, Joey is pacing around as Chandler and Monica enter.]",Scene Directions,6,11,6,1
Hey!,Monica Geller,6,11,6,2
Hi!,Joey Tribbiani,6,11,6,3
The dinner will be ready in twenty minutes. This is so exciting.,Monica Geller,6,11,6,4
"And here is the bottle of wine for you to bring over tonight. You were also going to buy Monica flowers but you couldn't afford it, because you paid dinner last night.",Chandler Bing,6,11,6,5
"Thanks. Thanks, but uh actually it's just gonna be me again tonight.",Joey Tribbiani,6,11,6,6
What happened to Janine?,Monica Geller,6,11,6,7
"Oh, she's uh-uh really sick.",Joey Tribbiani,6,11,6,8
Oh that's too bad.,Chandler Bing,6,11,6,9
"Yeah, she's been in there all day , uh high fever, a nose problem... Phlegm! Phlegm! Phlegm-phlegm-phlegm!",Joey Tribbiani,6,11,6,10
Monica! Chandler! I'm really-really sorry about tonight. I don't know if Joey told you; I just couldn't get out of going to this play. I'm sorry. Have a great time.,Janine Lecroix,6,11,6,11
'Kay!,Joey Tribbiani,6,11,6,12
Bye.,Janine Lecroix,6,11,6,13
"That's funny, I saw no phlegm.",Chandler Bing,6,11,6,14
"[Scene: Joey and Janine's, continued from earlier.]",Scene Directions,6,11,7,1
"No-no, she really is sick!",Joey Tribbiani,6,11,7,2
Then why-why is she going to a play?!,Chandler Bing,6,11,7,3
"Uh, y'know, starve a fever, go to a play for a cold.",Joey Tribbiani,6,11,7,4
Joey! Why is Janine not coming over for dinner?!,Monica Geller,6,11,7,5
"Well uh, she didn't want to hang out with you guys two nights in a row. I'm so sorry.",Joey Tribbiani,6,11,7,6
"Well, why does she not want to hang out with us?!",Chandler Bing,6,11,7,7
"Because she uh, she-she thinks that you are blah and that you, Monica, are too loud.",Joey Tribbiani,6,11,7,8
What?!! What?,Monica Geller,6,11,7,9
So she was just pretending to have a good time last night? She was lying to our faces?!,Chandler Bing,6,11,7,10
"Ugh, I can not believe this! I mean, who is she to judge us? We could not have been nicer to her!",Monica Geller,6,11,7,11
"And I am not blah, I am a hoot!",Chandler Bing,6,11,7,12
"I know! I know! Come on, please-please you guys, don't-don't be mad. I'm sure she just, she just said that stuff because she was nervous and you guys are like my best friends! Y'know? And it was our first date! Plus, she's really sick!",Joey Tribbiani,6,11,7,13
"No, you sh-No you said you made that up!!",Chandler Bing,6,11,7,14
"I know, but don't you think the sick thing is way better than the play thing?",Joey Tribbiani,6,11,7,15
"Eh, they're both good. I generally just go with, Monica's drunk again.",Chandler Bing,6,11,7,16
"Come on you guys, come on please-please just give her another chance, huh? She'll come around I promise.",Joey Tribbiani,6,11,7,17
"Of course we will, come on we gotta make dinner.",Monica Geller,6,11,7,18
Okay.,Chandler Bing,6,11,7,19
(They exit and close the door.),Scene Directions,6,11,7,20
I do not like that woman!,Monica Geller,6,11,7,21
I can hear you!,Joey Tribbiani,6,11,7,22
I am loud!,Monica Geller,6,11,7,23
"[Scene: Ross's apartment, Ross, Rachel, and Phoebe are watching a movie.]",Scene Directions,6,11,8,1
Aww!,#ALL#,6,11,8,2
That's funny.,Rachel Green,6,11,8,3
"Hey Pheebs, could you please not put your feet up on my new......old sheet?",Ross Geller,6,11,8,4
Oh sure! Noo!,Phoebe Buffay,6,11,8,5
Ohh!!,Rachel Green,6,11,8,6
My apothecary table!!!,Ross Geller,6,11,8,7
What?!,Phoebe Buffay,6,11,8,8
Noooooo!!,Rachel Green,6,11,8,9
"Ross, where did you get this?!",Phoebe Buffay,6,11,8,10
I got it at Pottery Barn!! Okay?!,Ross Geller,6,11,8,11
"Oh my God, Phoebe, Pottery Barn has ripped off the design of our antique!",Rachel Green,6,11,8,12
"Wow! Oh my God, well if they've ripped off our table ours must be much more than one and fifty dollars!",Phoebe Buffay,6,11,8,13
Oh yes.,Rachel Green,6,11,8,14
Well this doesn't even smell like opium.,Phoebe Buffay,6,11,8,15
"Of course not, it smells like wine, which you spilled! And thanks for wrecking my sheet by the way.",Ross Geller,6,11,8,16
"Oh Ross, calm down, I'll give you the 80 cents.",Phoebe Buffay,6,11,8,17
"[Scene: Monica and Chandler's, Monica and Chandler are sitting at the kitchen table.]",Scene Directions,6,11,9,1
"Okay, one more time.",Chandler Bing,6,11,9,2
"Chandler, would you like some more orange juice?",Monica Geller,6,11,9,3
Perfect decibel.,Chandler Bing,6,11,9,4
I know!!!,Monica Geller,6,11,9,5
Hey!,Joey Tribbiani,6,11,9,6
Hey.,Chandler Bing,6,11,9,7
"So uh, what are you guys doing?",Joey Tribbiani,6,11,9,8
"Oh nothing, we're just talking. Y'know, blah-blah-blah.",Chandler Bing,6,11,9,9
"Look, come on you guys, you said you were gonna try! All right look, I came over here to invite you guys to a movie with me and Janine.",Joey Tribbiani,6,11,9,10
"Well, I'd like to but, I'm not sure we have time to go.",Monica Geller,6,11,9,11
"Ha-ha, very funny-Look! I don't know what to do! I really want you guys to get along. Just please come to the movie with us. I mean you owe me!",Joey Tribbiani,6,11,9,12
We owe you?!,Monica Geller,6,11,9,13
"That's right! I helped you guys out a lot in the start of your relationship. Huh? I helped you guys sneak around for like six months, and I looked like an idiot! And I was humiliated. And I only made 200 dollars!",Joey Tribbiani,6,11,9,14
We didn't give you any money!,Monica Geller,6,11,9,15
You don't think I know that!,Joey Tribbiani,6,11,9,16
"[Scene: Phoebe and Rachel's, Rachel is showing Ross around the newly decorated living room.]",Scene Directions,6,11,10,1
"...see I can't decide whether it would go better next to the new wicker dining chair, the Sahara desk, or the Parker console table.",Rachel Green,6,11,10,2
Wow! I didn't know that there was a Pottery Barn up here.,Ross Geller,6,11,10,3
"I know, I know. I went a little crazy.",Rachel Green,6,11,10,4
A little? Your place looks like page 72 of the catalogue. Oh look at that! The ornamental bird cage! Large!,Ross Geller,6,11,10,5
Hey!,Phoebe Buffay,6,11,10,6
Hey.,Rachel Green,6,11,10,7
"Oh Ross no. Be careful, that is very old! Okay? Early Colonial bird merchants used to bring their birds to market in that.",Phoebe Buffay,6,11,10,8
Fascinating.,Ross Geller,6,11,10,9
Another amazing find! Wow! Oh I bet this has a great story too!,Phoebe Buffay,6,11,10,10
"Oh it does, it does! It is a room separating apparatus from Colonial times.",Rachel Green,6,11,10,11
Ah!,Phoebe Buffay,6,11,10,12
"Hmm, a lot of this stuff is from Colonial times. Hey, what are some other time periods Rachel?",Ross Geller,6,11,10,13
"Well there's yore. And uh, y'know, yesteryear.",Rachel Green,6,11,10,14
"Yeah no, I'm telling you Rachel has such a great eye for this stuff. Ross, y'know if you ever decide you need to redecorate-And I think that you should. You should, you should ask Rachel to help.",Phoebe Buffay,6,11,10,15
Oh honey he doesn't need my help.,Rachel Green,6,11,10,16
"Oh, come on! I think he's ready to get rid of, what did you call it? The cheap knock-offs and dinosaur junk.",Phoebe Buffay,6,11,10,17
"Really?! Hey, y'know what? Since you have such a great sense of what I need, uh ooh, here's-here's 60 bucks, why don't you take Phoebe down to that Colonial flea market of yours and get me some stuff.",Ross Geller,6,11,10,18
"Y'know what? I don't, I don't think Phoebe really wants to come.",Rachel Green,6,11,10,19
No! I do want to!,Phoebe Buffay,6,11,10,20
"Oh, she does want to.",Rachel Green,6,11,10,21
She does want to.,Ross Geller,6,11,10,22
Yeah!,Phoebe Buffay,6,11,10,23
"[Scene: The Street, Phoebe and Rachel are heading back from that Colonial flea market.]",Scene Directions,6,11,11,1
"Pheebs, I don't know what to say. I guess the flea market was just better last time.",Rachel Green,6,11,11,2
Well at least I got these sheets for Ross.,Phoebe Buffay,6,11,11,3
Yeah.,Rachel Green,6,11,11,4
(They walk by a Pottery Barn window display.),Scene Directions,6,11,11,5
"Uck, look at this! Pottery Barn, yuck!",Phoebe Buffay,6,11,11,6
"Yeah, y'know what? Don't look at it. Seriously, don't look at it.",Rachel Green,6,11,11,7
No! Look-look! There's the coffee table they stole from us!,Phoebe Buffay,6,11,11,8
"Ugh, those bastards! Let's go.",Rachel Green,6,11,11,9
That fan kinda looks like ours. And the birdcage and the...wait a sec! This is our exact living room!,Phoebe Buffay,6,11,11,10
"No! No! No! No it's not! No it's not! Come on! Phoebe, ours is totally different! I mean we don't have the... We don't have the...that lamp! And-and that screen is y'know, on the other side.",Rachel Green,6,11,11,11
"Oh my God. This is where you got all our stuff, Pottery Barn! Oh my God!",Phoebe Buffay,6,11,11,12
"Okay! Okay-okay look-no I did, I just wanted this stuff and I know how you feel about Pottery Barn. Just... Come on don't be mad.",Rachel Green,6,11,11,13
"No-no-no, but I am mad! I am mad! Because this stuff is everything that is wrong with the world! And it's all sitting up in my living room and all I can think about is how I don't have that lamp!",Phoebe Buffay,6,11,11,14
"Well then honey, buy the lamp! Hey, we have that 60 bucks from Ross.",Rachel Green,6,11,11,15
I can't! I can't! Unless... Well are you saying that-that you would move out if-if I didn't buy that lamp?,Phoebe Buffay,6,11,11,16
What?! No! I'm not gonna move out!,Rachel Green,6,11,11,17
But are you saying that you would move out if I didn't buy that lamp?,Phoebe Buffay,6,11,11,18
Oh. Yes! I would so move out!,Rachel Green,6,11,11,19
Okay then I don't have a choice! I have to buy that lamp!,Phoebe Buffay,6,11,11,20
That's right!,Rachel Green,6,11,11,21
(They start to go inside.),Scene Directions,6,11,11,22
But at least the apothecary table is real.,Phoebe Buffay,6,11,11,23
"[Scene: The hallway, Joey, Janine, Monica, and Chandler are returning from their second date.]",Scene Directions,6,11,12,1
"Well, this-this-this was great. Didn't everybody have a great time?",Joey Tribbiani,6,11,12,2
"Well I did. I really did. And you guys, I've got to say, I'm sorry if I was a little weird after the last time we went out. I guess I was just nervous or something.",Janine Lecroix,6,11,12,3
That's totally understandable.,Chandler Bing,6,11,12,4
Don't worry about it.,Monica Geller,6,11,12,5
So we can go out again?,Janine Lecroix,6,11,12,6
Oh yeah!,Chandler Bing,6,11,12,7
Absolutely!,Monica Geller,6,11,12,8
Oh good.,Janine Lecroix,6,11,12,9
"Oh well then, good night!",Joey Tribbiani,6,11,12,10
Good night!,Monica Geller,6,11,12,11
"[Cut to Joey and Janine's, they're entering.]",Scene Directions,6,11,12,12
"See? Eh, wasn't that fun?",Joey Tribbiani,6,11,12,13
We have got to move!,Janine Lecroix,6,11,12,14
"I knew it!! Y'know, you're not so quiet yourself, missy!",Monica Geller,6,11,12,15
"And I'm blah? Listen, the only thing more boring than watching modern dance is having to listen to you talk about it, ""Oh Chandler, I just lost myself in the moment.""",Chandler Bing,6,11,12,16
"Y'know, I know you're talking, but all I hear is, ""Blah. Blah. Blah-blah-blah.""",Janine Lecroix,6,11,12,17
All right! You and me! Let's go! Right now!,Monica Geller,6,11,12,18
All right! All right! Enough! Enough! Enough!! Enough! You two go home! I-I-I gotta talk to Janine!,Joey Tribbiani,6,11,12,19
Y'know I think you can take her.,Chandler Bing,6,11,12,20
You'd better hope I don't see you in the hallway!!,Monica Geller,6,11,12,21
"All right, uh, we've got a little bit of a problem here. These people are my friends; you can't treat them that way.",Joey Tribbiani,6,11,12,22
