season,episode,scene,utterance,emotion
3,6,7,23,Scared
3,6,7,24,Joyful
3,6,8,2,Neutral
3,6,8,3,Joyful
3,6,8,4,Joyful
3,6,8,5,Joyful
3,6,8,6,Neutral
3,6,8,8,Neutral
3,6,8,9,Neutral
3,6,8,10,Scared
3,6,8,11,Scared
3,6,8,12,Neutral
3,6,8,13,Scared
3,6,8,14,Neutral
3,6,8,15,Joyful
3,6,8,16,Neutral
3,6,8,17,Neutral
3,6,8,18,Joyful
3,6,8,19,Joyful
3,6,8,20,Joyful
3,6,9,2,Scared
3,6,9,3,Scared
3,6,9,4,Mad
3,6,9,5,Scared
3,6,9,6,Scared
3,6,9,7,Scared
3,6,9,8,Scared
3,6,9,9,Sad
3,6,9,10,Peaceful
3,6,10,2,Neutral
3,6,10,3,Neutral
3,6,10,4,Scared
3,6,10,5,Scared
3,6,10,6,Scared
3,6,10,7,Mad
3,6,10,8,Scared
3,6,10,9,Scared
3,6,10,10,Powerful
3,6,10,11,Scared
3,6,10,12,Neutral
3,6,10,13,Neutral
3,6,10,14,Scared
3,6,10,15,Scared
3,6,10,16,Powerful
3,6,10,17,Peaceful
3,6,10,18,Peaceful
3,6,10,19,Joyful
3,6,10,20,Scared
3,6,10,21,Powerful
3,6,11,2,Joyful
3,6,11,3,Peaceful
3,6,11,4,Neutral
3,6,11,5,Neutral
3,6,11,6,Mad
3,6,11,7,Peaceful
3,6,11,9,Joyful
3,6,11,10,Joyful
3,6,11,11,Joyful
3,6,11,12,Powerful
3,6,12,2,Neutral
3,6,12,3,Neutral
3,6,12,4,Joyful
3,6,12,5,Sad
3,6,12,6,Neutral
3,6,12,7,Sad
3,6,12,8,Neutral
3,6,12,9,Sad
3,6,12,10,Neutral
3,6,12,11,Sad
3,6,12,12,Peaceful
3,6,13,2,Sad
3,6,13,3,Sad
3,6,13,4,Sad
3,6,13,5,Scared
3,6,13,6,Mad
3,6,13,7,Peaceful
3,6,13,8,Sad
3,6,13,9,Peaceful
3,6,13,10,Mad
3,6,13,11,Sad
3,6,13,12,Powerful
3,6,13,13,Sad
3,6,14,2,Joyful
3,6,14,3,Joyful
3,6,14,4,Peaceful
3,6,14,5,Joyful
3,6,14,6,Neutral
3,6,14,7,Neutral
3,6,14,8,Joyful
3,6,14,9,Neutral
3,6,16,2,Joyful
3,6,16,3,Powerful
3,6,16,5,Scared
3,6,16,6,Neutral
3,6,16,7,Mad
3,6,16,8,Sad
3,6,16,9,Scared
3,6,16,10,Scared
3,6,16,11,Peaceful
3,7,1,2,Neutral
3,7,1,3,Peaceful
3,7,1,4,Neutral
3,7,1,5,Joyful
3,7,1,6,Peaceful
3,7,1,8,Neutral
3,7,2,2,Joyful
3,7,2,3,Joyful
3,7,2,4,Neutral
3,7,2,6,Sad
3,7,2,7,Sad
3,7,2,8,Mad
3,7,2,9,Peaceful
3,7,2,10,Joyful
3,7,2,11,Mad
3,7,2,12,Mad
3,7,2,13,Joyful
3,7,2,14,Joyful
3,7,4,2,Scared
3,7,4,3,Neutral
3,7,4,4,Joyful
3,7,4,5,Joyful
3,7,4,6,Peaceful
3,7,7,2,Joyful
3,7,7,3,Joyful
3,7,7,4,Neutral
3,7,7,5,Neutral
3,7,7,6,Peaceful
3,7,7,7,Neutral
3,7,7,8,Sad
3,7,7,9,Neutral
3,7,7,10,Mad
3,7,7,11,Joyful
3,7,7,12,Joyful
3,7,7,13,Neutral
3,7,7,14,Joyful
3,7,7,15,Neutral
3,7,7,16,Neutral
3,7,9,2,Joyful
3,7,9,3,Neutral
3,7,9,4,Neutral
3,7,9,5,Joyful
3,7,9,6,Powerful
3,7,9,7,Peaceful
3,7,9,8,Joyful
3,7,9,9,Neutral
3,7,10,2,Mad
3,7,10,3,Neutral
3,7,10,4,Mad
3,7,10,5,Neutral
3,7,10,7,Neutral
3,7,10,8,Neutral
3,7,10,9,Neutral
3,7,10,10,Sad
3,7,10,11,Neutral
3,7,10,12,Peaceful
3,7,10,13,Joyful
3,7,10,14,Neutral
3,7,10,15,Sad
3,7,10,16,Sad
3,7,10,17,Sad
3,7,10,18,Sad
3,7,11,2,Scared
3,7,11,3,Joyful
3,7,11,4,Mad
3,7,11,5,Joyful
3,7,11,7,Mad
3,7,11,9,Mad
3,7,11,10,Scared
3,7,11,11,Mad
3,7,11,12,Scared
3,7,11,13,Neutral
3,7,11,14,Neutral
3,7,11,15,Joyful
3,7,11,16,Mad
3,7,11,17,Scared
3,7,11,18,Mad
3,7,11,19,Scared
3,7,11,20,Powerful
3,7,11,21,Scared
3,7,12,2,Scared
3,7,12,3,Joyful
3,7,12,4,Neutral
3,7,12,5,Joyful
3,7,12,6,Neutral
3,7,13,2,Mad
3,7,13,3,Scared
3,7,13,4,Mad
3,7,13,5,Mad
3,7,13,6,Peaceful
3,7,13,7,Neutral
3,7,16,2,Neutral
3,7,16,3,Mad
3,7,16,4,Mad
3,7,16,5,Mad
3,7,16,6,Mad
3,7,16,7,Mad
3,7,16,8,Mad
3,7,16,10,Scared
3,8,1,2,Joyful
3,8,1,3,Peaceful
3,8,1,5,Peaceful
3,8,1,6,Peaceful
3,8,1,7,Mad
3,8,1,8,Joyful
3,8,1,9,Peaceful
3,8,1,10,Scared
3,8,1,11,Joyful
3,8,1,12,Scared
3,8,1,13,Scared
3,8,1,14,Scared
3,8,1,15,Scared
3,8,1,16,Scared
3,8,1,17,Scared
3,8,1,18,Scared
3,8,1,19,Powerful
3,8,1,20,Sad
3,8,2,2,Peaceful
3,8,2,3,Neutral
3,8,2,4,Joyful
3,8,2,5,Sad
3,8,2,6,Sad
3,8,2,7,Peaceful
3,8,2,8,Sad
3,8,2,9,Joyful
3,8,2,10,Joyful
3,8,2,11,Mad
3,8,2,12,Scared
3,8,2,13,Scared
3,8,2,14,Neutral
3,8,2,15,Mad
3,8,2,16,Mad
3,8,3,2,Mad
3,8,3,3,Scared
3,8,3,4,Peaceful
3,8,3,5,Neutral
3,8,3,6,Mad
3,8,3,7,Peaceful
3,8,3,8,Powerful
3,8,3,9,Scared
3,8,3,10,Scared
3,8,3,11,Neutral
3,8,3,12,Neutral
3,8,3,13,Neutral
3,8,3,14,Neutral
3,8,3,15,Neutral
3,8,3,16,Peaceful
3,8,3,17,Neutral
3,8,5,2,Neutral
3,8,5,3,Joyful
3,8,5,4,Peaceful
3,8,5,5,Peaceful
3,8,5,6,Peaceful
3,8,5,7,Peaceful
3,8,5,8,Peaceful
3,8,5,9,Scared
3,8,5,10,Peaceful
3,8,5,11,Scared
3,8,5,12,Peaceful
3,8,5,13,Scared
3,8,5,14,Mad
3,8,5,15,Scared
3,8,5,16,Sad
3,8,5,17,Peaceful
3,8,5,18,Mad
3,8,5,19,Powerful
3,8,6,2,Peaceful
3,8,6,3,Neutral
3,8,6,4,Neutral
3,8,6,5,Scared
3,8,6,6,Peaceful
3,8,6,7,Scared
3,8,6,8,Scared
3,8,6,9,Joyful
3,8,6,10,Neutral
3,8,6,11,Joyful
3,8,6,12,Joyful
3,8,6,13,Peaceful
3,8,6,14,Scared
3,8,6,15,Scared
3,8,6,16,Scared
3,8,6,17,Powerful
3,8,6,18,Joyful
3,8,6,19,Scared
3,8,6,20,Sad
3,8,6,21,Powerful
3,8,7,2,Joyful
3,8,7,3,Mad
3,8,7,4,Neutral
3,8,7,5,Mad
3,8,7,6,Scared
3,8,7,7,Mad
3,8,7,8,Powerful
3,8,7,9,Mad
3,8,7,10,Scared
3,8,7,11,Neutral
3,8,7,12,Joyful
3,8,7,13,Mad
3,8,7,14,Scared
3,8,7,15,Neutral
3,8,7,17,Scared
3,8,7,18,Powerful
3,8,7,19,Scared
3,8,7,20,Mad
3,8,9,2,Joyful
3,8,9,3,Powerful
3,8,9,4,Powerful
3,8,9,5,Neutral
3,8,9,6,Powerful
3,8,9,7,Neutral
3,8,9,8,Neutral
3,8,9,9,Neutral
3,8,9,10,Scared
3,8,9,11,Mad
3,8,9,12,Sad
3,8,9,13,Sad
3,8,9,14,Neutral
3,8,9,15,Scared
3,8,9,16,Neutral
3,8,9,17,Scared
3,8,9,18,Joyful
3,8,10,2,Scared
3,8,10,3,Scared
3,8,10,4,Powerful
3,8,10,5,Powerful
3,8,10,6,Powerful
3,8,10,7,Powerful
3,8,10,8,Mad
3,8,10,10,Mad
3,8,10,11,Peaceful
3,8,10,12,Scared
3,8,10,13,Neutral
3,8,10,14,Scared
3,8,10,15,Scared
3,8,10,16,Scared
3,8,10,17,Scared
3,8,10,18,Mad
3,8,10,19,Mad
3,8,10,20,Joyful
3,8,10,21,Neutral
3,8,11,2,Scared
3,8,11,3,Neutral
3,8,11,4,Powerful
3,8,11,5,Scared
3,8,11,6,Powerful
3,8,11,7,Sad
3,8,11,8,Scared
3,8,11,9,Scared
3,8,11,10,Scared
3,8,11,11,Sad
3,8,11,12,Scared
3,8,11,13,Sad
3,8,11,14,Scared
3,8,11,15,Scared
3,8,11,16,Scared
3,8,11,17,Peaceful
3,8,11,18,Scared
3,8,11,19,Powerful
3,8,11,20,Sad
3,8,11,21,Sad
3,8,11,22,Neutral
3,8,12,2,Scared
3,8,12,3,Scared
3,8,12,4,Scared
3,8,12,5,Scared
3,8,12,7,Scared
3,8,12,8,Scared
3,8,12,9,Scared
3,8,12,10,Scared
3,8,12,11,Scared
3,8,12,12,Powerful
3,8,13,2,Powerful
3,8,13,3,Powerful
3,8,13,4,Peaceful
3,8,13,5,Powerful
3,8,13,6,Sad
3,8,13,7,Powerful
3,8,13,8,Powerful
3,8,13,9,Powerful
3,8,13,10,Powerful
3,8,13,11,Powerful
3,9,1,2,Joyful
3,9,1,3,Neutral
3,9,1,4,Peaceful
3,9,1,5,Neutral
3,9,1,6,Neutral
3,9,1,8,Neutral
3,9,5,2,Joyful
3,9,5,3,Neutral
3,9,5,4,Neutral
3,9,5,5,Sad
3,9,5,6,Joyful
3,9,5,7,Neutral
3,9,6,2,Mad
3,9,6,3,Mad
3,9,6,4,Mad
3,9,6,5,Neutral
3,9,6,6,Mad
3,9,6,8,Joyful
3,9,6,10,Mad
3,9,6,11,Mad
3,10,1,2,Neutral
3,10,1,3,Neutral
3,10,1,4,Joyful
3,10,1,5,Neutral
3,10,1,6,Neutral
3,10,1,7,Neutral
3,10,1,8,Joyful
3,10,1,9,Powerful
3,10,1,10,Mad
3,10,1,11,Neutral
3,10,2,2,Neutral
3,10,2,3,Neutral
3,10,2,4,Joyful
3,10,2,5,Peaceful
3,10,2,6,Joyful
3,10,2,8,Powerful
3,10,3,2,Mad
3,10,3,3,Sad
3,10,3,4,Neutral
3,10,3,5,Scared
3,10,3,6,Mad
3,10,3,8,Neutral
3,10,3,9,Sad
3,10,3,10,Sad
3,10,3,11,Neutral
3,10,3,12,Mad
3,10,3,13,Scared
3,10,3,14,Mad
3,10,3,15,Joyful
3,10,3,16,Mad
3,10,3,18,Powerful
3,10,3,20,Neutral
3,10,3,21,Mad
3,10,3,22,Mad
3,10,3,23,Joyful
3,10,3,24,Neutral
3,10,3,25,Sad
3,10,3,26,Peaceful
3,10,4,2,Peaceful
3,10,4,3,Joyful
3,10,4,4,Peaceful
3,10,4,5,Joyful
3,10,4,6,Neutral
3,10,4,7,Powerful
3,10,4,8,Neutral
3,10,4,9,Neutral
3,10,4,10,Neutral
3,10,4,11,Neutral
3,10,4,12,Scared
3,10,4,13,Joyful
3,10,4,14,Scared
3,10,4,15,Powerful
3,10,4,16,Peaceful
3,10,4,17,Neutral
3,10,4,18,Peaceful
3,10,4,19,Sad
3,10,5,2,Scared
3,10,5,3,Peaceful
3,10,5,4,Scared
3,10,5,5,Joyful
3,10,5,6,Scared
3,10,5,7,Neutral
3,10,5,8,Mad
3,10,5,9,Scared
3,10,5,10,Mad
3,10,5,11,Scared
3,10,5,12,Mad
3,10,5,13,Mad
3,10,6,2,Neutral
3,10,6,3,Neutral
3,10,6,4,Powerful
3,10,6,5,Peaceful
3,10,6,6,Powerful
3,10,6,7,Neutral
3,10,6,8,Neutral
3,10,6,9,Peaceful
3,10,6,10,Scared
3,10,6,11,Neutral
3,10,6,12,Powerful
3,10,6,13,Powerful
3,10,6,14,Peaceful
3,10,6,15,Neutral
3,10,6,16,Scared
3,10,6,17,Scared
3,10,9,2,Joyful
3,10,9,3,Joyful
3,10,9,4,Powerful
3,10,9,5,Mad
3,10,9,6,Mad
3,10,9,7,Sad
3,10,9,8,Scared
3,10,9,9,Mad
3,10,9,10,Joyful
3,10,9,11,Powerful
3,10,9,12,Powerful
3,10,9,13,Scared
3,10,9,14,Powerful
3,10,9,15,Powerful
3,10,9,16,Sad
3,10,10,2,Neutral
3,10,10,3,Mad
3,10,10,4,Peaceful
3,10,10,5,Mad
3,10,10,6,Peaceful
3,10,10,7,Mad
3,10,10,8,Joyful
3,10,10,9,Neutral
3,10,10,10,Scared
3,10,10,11,Peaceful
3,10,10,12,Joyful
3,10,10,13,Neutral
3,10,10,14,Joyful
3,10,10,15,Powerful
3,10,10,16,Joyful
3,10,10,17,Joyful
3,10,10,18,Scared
3,10,11,2,Neutral
3,10,11,3,Sad
3,10,11,4,Joyful
3,10,11,5,Sad
3,10,11,6,Peaceful
3,10,11,7,Sad
3,10,11,8,Peaceful
3,10,11,9,Sad
3,10,11,10,Neutral
3,10,12,2,Joyful
3,10,12,4,Scared
3,10,12,5,Joyful
3,10,12,6,Joyful
3,10,12,7,Neutral
3,10,12,9,Neutral
3,10,12,10,Joyful
3,10,12,11,Joyful
3,10,12,12,Joyful
3,10,12,13,Joyful
3,10,15,2,Joyful
3,10,15,3,Scared
3,10,15,4,Joyful
3,10,15,5,Joyful
3,10,15,7,Joyful
3,10,15,8,Joyful
3,11,1,2,Joyful
3,11,1,3,Neutral
3,11,1,4,Joyful
3,11,1,6,Joyful
3,11,1,7,Joyful
3,11,1,8,Neutral
3,11,1,9,Powerful
3,11,1,11,Neutral
3,11,1,12,Mad
3,11,1,13,Mad
3,11,1,14,Powerful
3,11,1,15,Sad
3,11,1,16,Mad
3,11,1,17,Powerful
3,11,1,18,Sad
3,11,1,20,Joyful
3,11,1,21,Neutral
3,11,1,23,Mad
3,11,1,24,Joyful
3,11,1,25,Joyful
3,11,2,2,Mad
3,11,2,3,Peaceful
3,11,2,4,Mad
3,11,2,5,Neutral
3,11,2,6,Sad
3,11,2,7,Sad
3,11,2,8,Neutral
3,11,2,9,Sad
3,11,2,10,Peaceful
3,11,2,11,Neutral
3,11,2,12,Joyful
3,11,2,13,Neutral
3,11,2,15,Mad
3,11,2,17,Neutral
3,11,3,2,Joyful
3,11,3,3,Neutral
3,11,3,4,Mad
3,11,3,5,Neutral
3,11,3,6,Powerful
3,11,3,7,Neutral
3,11,3,8,Neutral
3,11,3,9,Neutral
3,11,3,10,Powerful
3,11,3,11,Joyful
3,11,3,12,Joyful
3,11,3,13,Peaceful
3,11,3,14,Joyful
3,11,4,2,Mad
3,11,4,3,Peaceful
3,11,4,4,Mad
3,11,4,5,Peaceful
3,11,4,6,Scared
3,11,4,8,Peaceful
3,11,4,9,Joyful
3,11,4,10,Mad
3,11,4,11,Joyful
3,11,4,12,Mad
3,11,4,13,Joyful
3,11,4,14,Scared
3,11,4,15,Peaceful
3,11,4,16,Neutral
3,11,6,2,Joyful
3,11,6,3,Powerful
3,11,6,5,Peaceful
3,11,6,6,Peaceful
3,11,6,7,Sad
3,11,6,8,Neutral
3,11,6,9,Joyful
3,11,6,10,Joyful
3,11,6,11,Joyful
3,11,6,12,Scared
3,11,6,13,Powerful
3,11,6,14,Scared
3,11,6,15,Sad
3,11,6,16,Mad
3,11,8,2,Scared
3,11,8,3,Sad
3,11,8,4,Scared
3,11,8,5,Peaceful
3,11,8,7,Joyful
3,11,8,9,Scared
3,11,8,10,Powerful
3,11,8,11,Joyful
3,11,8,13,Powerful
3,11,8,14,Peaceful
3,11,8,15,Joyful
3,11,9,2,Neutral
3,11,9,3,Peaceful
3,11,9,4,Peaceful
3,11,9,5,Scared
3,11,9,6,Joyful
3,11,10,2,Scared
3,11,10,3,Neutral
3,11,10,4,Neutral
3,11,10,5,Powerful
3,11,10,6,Neutral
3,11,10,7,Neutral
3,11,10,9,Joyful
3,11,13,2,Joyful
3,11,13,3,Joyful
3,11,13,4,Peaceful
3,11,13,5,Peaceful
3,11,13,6,Scared
3,11,13,7,Peaceful
3,11,13,8,Neutral
3,11,13,9,Peaceful
3,11,13,10,Joyful
3,11,13,11,Joyful
3,11,13,12,Joyful
3,11,13,13,Scared
3,11,13,14,Peaceful
3,11,13,15,Neutral
3,11,13,16,Neutral
3,11,13,17,Joyful
3,11,13,18,Joyful
3,11,13,19,Joyful
3,11,13,20,Joyful
3,11,13,21,Joyful
3,11,13,22,Joyful
3,11,13,23,Sad
3,11,14,2,Peaceful
3,11,14,3,Joyful
3,11,14,4,Peaceful
3,11,14,5,Mad
3,11,14,6,Mad
3,11,14,7,Joyful
3,11,14,9,Joyful
3,11,14,11,Neutral
3,11,14,12,Mad
3,11,14,13,Powerful
3,11,14,14,Joyful
3,11,14,15,Peaceful
3,11,14,16,Powerful
3,11,14,17,Sad
3,11,14,18,Peaceful
3,11,14,20,Scared
3,12,2,2,Scared
3,12,2,3,Peaceful
3,12,2,4,Powerful
3,12,2,5,Peaceful
3,12,2,6,Joyful
3,12,2,7,Powerful
3,12,2,8,Scared
3,12,2,9,Scared
3,12,2,10,Mad
3,12,2,11,Joyful
3,12,2,12,Mad
3,12,2,13,Peaceful
3,12,2,14,Powerful
3,12,4,2,Neutral
3,12,4,3,Neutral
3,12,4,4,Powerful
3,12,4,5,Neutral
3,12,4,6,Neutral
3,12,4,7,Neutral
3,12,4,9,Neutral
3,12,4,10,Neutral
3,12,4,11,Neutral
3,12,4,12,Neutral
3,12,4,13,Neutral
3,12,4,14,Sad
3,12,4,15,Sad
3,12,4,16,Neutral
3,12,4,17,Neutral
3,12,4,18,Powerful
3,12,4,19,Neutral
3,12,4,20,Powerful
3,12,4,21,Joyful
3,12,5,2,Joyful
3,12,5,3,Joyful
3,12,5,4,Peaceful
3,12,5,5,Neutral
3,12,5,6,Peaceful
3,12,5,7,Neutral
3,12,5,8,Neutral
3,12,5,9,Neutral
3,12,7,2,Joyful
3,12,7,3,Joyful
3,12,7,4,Scared
3,12,7,5,Joyful
3,12,7,6,Neutral
3,12,7,7,Mad
3,12,7,8,Joyful
3,12,7,9,Neutral
3,12,7,10,Joyful
3,12,7,11,Joyful
3,12,7,12,Joyful
3,12,7,13,Joyful
3,12,7,14,Joyful
3,12,7,15,Joyful
3,12,8,2,Scared
3,12,8,3,Mad
3,12,8,4,Peaceful
3,12,8,5,Mad
3,12,8,6,Mad
3,12,8,7,Mad
3,12,8,8,Mad
3,12,8,9,Neutral
3,12,8,10,Mad
3,12,9,2,Joyful
3,12,9,3,Joyful
3,12,9,4,Scared
3,12,9,5,Neutral
3,12,9,6,Peaceful
3,12,9,7,Neutral
3,12,9,8,Peaceful
3,12,9,9,Scared
3,12,9,10,Neutral
3,12,10,2,Neutral
3,12,10,3,Joyful
3,12,10,4,Mad
3,12,10,5,Neutral
3,12,10,6,Mad
3,12,10,8,Joyful
3,12,10,9,Joyful
3,12,10,11,Joyful
3,12,10,13,Mad
3,12,10,14,Neutral
3,12,10,15,Mad
3,12,10,16,Mad
3,12,10,18,Mad
3,12,11,2,Scared
3,12,11,3,Scared
3,12,11,4,Powerful
3,12,11,5,Neutral
3,12,11,6,Joyful
3,12,11,7,Scared
3,12,11,8,Joyful
3,12,11,9,Scared
3,12,12,2,Joyful
3,12,12,3,Neutral
3,12,12,4,Neutral
3,12,12,5,Neutral
3,12,12,6,Neutral
3,12,12,7,Neutral
3,12,12,8,Neutral
3,12,12,9,Powerful
3,12,12,10,Peaceful
3,12,13,2,Mad
3,12,13,3,Powerful
3,12,13,4,Mad
3,12,13,5,Scared
3,12,13,6,Joyful
3,12,13,7,Neutral
3,12,13,8,Joyful
3,12,13,9,Peaceful
3,12,13,10,Sad
3,12,13,11,Joyful
3,12,13,12,Mad
3,12,14,2,Joyful
3,12,14,4,Neutral
3,12,14,5,Neutral
3,12,14,6,Neutral
3,12,14,7,Neutral
3,12,14,8,Neutral
3,12,16,2,Neutral
3,12,16,3,Neutral
3,12,16,5,Joyful
3,12,16,6,Powerful
3,12,16,7,Powerful
3,12,16,8,Powerful
3,13,1,2,Neutral
3,13,1,4,Neutral
3,13,1,5,Mad
3,13,1,6,Powerful
3,13,1,7,Mad
3,13,1,8,Powerful
3,13,1,9,Joyful
3,13,1,10,Joyful
3,13,1,11,Joyful
3,13,1,12,Joyful
3,13,1,13,Mad
3,13,1,14,Scared
3,13,1,15,Scared
3,13,1,16,Scared
3,13,1,17,Scared
3,13,1,18,Peaceful
3,13,1,19,Peaceful
3,13,2,2,Joyful
3,13,2,3,Joyful
3,13,2,4,Joyful
3,13,2,5,Sad
3,13,2,6,Sad
3,13,2,7,Joyful
3,13,2,8,Sad
3,13,2,9,Neutral
3,13,2,10,Peaceful
3,13,2,11,Joyful
3,13,4,2,Joyful
3,13,4,3,Joyful
3,13,4,4,Neutral
3,13,4,5,Peaceful
3,13,4,6,Joyful
3,13,4,7,Joyful
3,13,4,8,Powerful
3,13,4,9,Scared
3,13,4,10,Peaceful
3,13,4,11,Joyful
3,13,4,12,Peaceful
3,13,4,13,Peaceful
3,13,4,14,Peaceful
3,13,4,15,Mad
3,13,4,16,Mad
3,13,4,17,Peaceful
3,13,4,18,Mad
3,13,4,19,Joyful
3,13,4,20,Joyful
3,13,4,21,Sad
3,13,4,22,Peaceful
3,13,4,23,Scared
3,13,6,2,Powerful
3,13,6,3,Joyful
3,13,6,5,Scared
3,13,6,6,Powerful
3,13,6,7,Scared
3,13,6,8,Neutral
3,13,6,9,Neutral
3,13,6,10,Neutral
3,13,6,11,Peaceful
3,13,6,12,Neutral
3,13,6,14,Neutral
3,13,6,15,Peaceful
3,13,6,16,Neutral
3,13,6,17,Peaceful
3,13,6,19,Neutral
3,13,6,20,Sad
3,13,6,21,Peaceful
3,13,9,2,Neutral
3,13,9,3,Joyful
3,13,9,4,Mad
3,13,9,5,Neutral
3,13,9,6,Neutral
3,13,9,7,Neutral
3,13,9,8,Scared
3,13,9,9,Neutral
3,13,9,10,Peaceful
3,13,9,11,Neutral
3,13,11,2,Neutral
3,13,11,3,Scared
3,13,11,4,Mad
3,13,11,6,Joyful
3,13,11,7,Joyful
3,13,11,8,Mad
3,13,11,10,Neutral
3,13,11,11,Joyful
3,13,12,2,Scared
3,13,12,3,Neutral
3,13,12,4,Scared
3,13,12,5,Mad
3,13,12,6,Joyful
3,13,12,7,Joyful
3,13,12,8,Neutral
3,13,12,9,Powerful
3,13,12,10,Neutral
3,13,12,11,Neutral
3,13,12,12,Scared
3,13,12,13,Neutral
3,13,12,14,Neutral
3,13,12,15,Joyful
3,13,12,16,Mad
3,13,12,17,Scared
3,13,12,18,Mad
3,13,14,2,Scared
3,13,14,3,Sad
3,13,14,4,Sad
3,13,14,5,Sad
3,13,14,7,Neutral
3,13,14,8,Neutral
3,13,14,9,Peaceful
3,13,14,10,Neutral
3,13,14,11,Neutral
3,14,1,2,Joyful
3,14,1,3,Joyful
3,14,1,4,Joyful
3,14,1,5,Joyful
3,14,1,6,Mad
3,14,1,7,Joyful
3,14,1,8,Neutral
3,14,1,9,Peaceful
3,14,1,10,Joyful
3,14,1,11,Mad
3,14,1,12,Powerful
3,14,1,14,Mad
3,14,2,2,Joyful
3,14,2,3,Joyful
3,14,2,4,Neutral
3,14,2,5,Peaceful
3,14,2,6,Neutral
3,14,2,7,Peaceful
3,14,2,8,Joyful
3,14,2,9,Joyful
3,14,2,10,Joyful
3,14,2,11,Neutral
3,14,2,12,Sad
3,14,2,13,Peaceful
3,14,2,14,Neutral
3,14,2,15,Peaceful
3,14,2,16,Neutral
3,14,2,17,Neutral
3,14,2,18,Powerful
3,14,2,19,Sad
3,14,2,20,Neutral
3,14,3,2,Neutral
3,14,3,3,Mad
3,14,3,5,Peaceful
3,14,3,6,Peaceful
3,14,3,8,Peaceful
3,14,3,9,Peaceful
3,14,3,10,Powerful
3,14,3,11,Neutral
3,14,3,12,Scared
3,14,3,13,Powerful
3,14,4,2,Neutral
3,14,4,3,Scared
3,14,4,4,Scared
3,14,4,6,Scared
3,14,4,8,Mad
3,14,5,2,Joyful
3,14,5,3,Joyful
3,14,5,4,Joyful
3,14,5,5,Joyful
3,14,5,6,Joyful
3,14,5,7,Sad
3,14,5,8,Scared
3,14,5,9,Neutral
3,14,5,10,Peaceful
3,14,5,11,Scared
3,14,5,12,Sad
3,14,5,13,Scared
3,14,5,14,Peaceful
3,14,5,15,Peaceful
3,14,5,16,Peaceful
3,14,5,17,Sad
3,14,5,18,Sad
3,14,5,20,Peaceful
3,14,5,21,Peaceful
3,14,7,2,Joyful
3,14,7,3,Joyful
3,14,7,4,Mad
3,14,7,5,Mad
3,14,7,6,Joyful
3,14,7,7,Peaceful
3,14,7,8,Sad
3,14,7,9,Neutral
3,14,7,10,Neutral
3,14,7,11,Neutral
3,14,8,2,Neutral
3,14,8,3,Neutral
3,14,8,4,Neutral
3,14,8,5,Neutral
3,14,8,6,Mad
3,14,8,7,Neutral
3,14,8,8,Mad
3,14,8,9,Mad
3,14,8,10,Mad
3,14,8,11,Mad
3,14,8,12,Mad
3,14,8,13,Mad
3,14,8,14,Mad
3,14,8,15,Joyful
3,14,8,16,Joyful
3,14,8,17,Joyful
3,14,8,18,Joyful
3,14,8,19,Scared
3,14,9,2,Powerful
3,14,9,3,Scared
3,14,9,4,Neutral
3,14,9,5,Mad
3,14,9,6,Peaceful
3,14,9,7,Peaceful
3,14,9,8,Peaceful
3,14,9,9,Peaceful
3,14,9,10,Powerful
3,14,9,11,Scared
3,14,12,2,Joyful
3,14,12,3,Joyful
3,14,12,4,Joyful
3,14,12,5,Peaceful
3,14,12,6,Joyful
3,14,12,7,Neutral
3,14,12,8,Powerful
3,14,12,9,Sad
3,14,12,10,Neutral
3,14,14,2,Joyful
3,14,14,3,Joyful
3,14,14,4,Joyful
3,14,14,5,Powerful
3,14,14,6,Joyful
3,14,14,7,Joyful
3,14,14,8,Joyful
3,14,14,9,Neutral
3,14,14,10,Powerful
3,14,14,11,Powerful
3,14,14,12,Joyful
3,14,14,13,Powerful
3,14,14,14,Peaceful
3,14,14,15,Neutral
3,14,14,16,Sad
3,14,15,2,Sad
3,14,15,3,Mad
3,14,15,4,Mad
3,14,15,5,Mad
3,14,15,6,Mad
3,14,15,7,Mad
3,14,15,8,Mad
3,14,15,9,Mad
3,14,15,10,Joyful
3,14,15,11,Scared
3,14,15,12,Sad
3,14,15,13,Peaceful
3,14,15,14,Neutral
3,14,15,15,Peaceful
3,14,15,16,Scared
3,14,16,2,Neutral
3,14,16,3,Peaceful
3,14,16,4,Sad
3,14,16,5,Neutral
3,14,16,6,Neutral
3,14,16,8,Neutral
3,14,16,9,Neutral
3,14,16,10,Neutral
3,14,16,11,Peaceful
3,14,16,12,Neutral
3,14,16,13,Joyful
3,14,16,14,Scared
3,14,16,15,Sad
3,14,16,16,Scared
3,14,17,2,Scared
3,14,17,3,Scared
3,14,17,4,Mad
3,14,17,5,Joyful
3,14,17,6,Mad
3,14,17,7,Sad
3,14,17,8,Mad
3,14,18,2,Neutral
3,14,18,4,Sad
3,14,18,5,Neutral
3,14,18,6,Neutral
3,14,18,7,Neutral
3,14,18,8,Joyful
3,14,18,9,Mad
3,14,19,2,Joyful
3,14,19,3,Neutral
3,14,19,4,Neutral
3,14,19,5,Neutral
3,14,19,6,Joyful
3,14,19,7,Joyful
3,14,19,8,Mad
3,14,19,9,Joyful
3,14,19,10,Powerful
3,15,2,2,Neutral
3,15,2,3,Powerful
3,15,2,4,Scared
3,15,2,5,Scared
