Category: Nature,Category: Type,Category: Reporting Level,Location: Suburb,Office: Responsible Office
Animal,Attack,Attack On An Animal,MITCHELTON,Enforcement Animal Attack
Animal,Other Animal,Fox,BELLBOWRIE,Environmental Management Team
Animal,Dog,Fencing Issues,CHAPEL HILL,City Safety (Animal Management)
Animal,Attack,,JAMBOREE HEIGHTS,Enforcement Animal Attack
Animal,Other Animal,Nuisance Animal,HENDRA,City Safety (Animal Management)
Animal,Other Animal,Odour,HENDRA,Scheduling and Dispatch
Animal,Cat,Wandering,ASHGROVE,City Safety (Animal Management)
Animal,Cat Trapping,,DARRA,Environmental Management Team
Animal,Cat,Wandering,SUNNYBANK HILLS,City Safety (Animal Management)
Animal,Dog,Wandering,NEWSTEAD,City Safety (Animal Management)
Animal,Dog,Wandering,DURACK,City Safety (Animal Management)
Animal,Cat Trapping,,MORNINGSIDE,Environmental Management Team
Animal,Attack,Attack On A Person,MURARRIE,Enforcement Animal Attack
Animal,Attack,Menacing,TARRAGINDI,Enforcement Animal Attack
Animal,Attack,Attack On A Person,TARRAGINDI,Rapid Response Group
Animal,Cat Trapping,,CLAYFIELD,Environmental Management Team
Animal,Other Animal,Deer,PULLENVALE,Environmental Management Team
Animal,Cat,Wandering,EVERTON PARK,City Safety (Animal Management)
Animal,Dog,Defecating In Public,FAIRFIELD,Rapid Response Group
Animal,Other Animal,Fox,RIVERHILLS,Environmental Management Team
Animal,Attack,,ANNERLEY,Enforcement Animal Attack
Animal,Cat Trapping,,CLAYFIELD,Environmental Management Team
Animal,Attack,Menacing,MOUNT GRAVATT,Enforcement Animal Attack
Animal,Dog,Unregistered,SUNNYBANK HILLS,City Safety (Animal Management)
Animal,Dog,Fencing Issues,WISHART,Rapid Response Group
Animal,Attack,Attack On A Person,ZILLMERE,Enforcement Animal Attack
Animal,Cat Trapping,,MANSFIELD,Environmental Management Team
Animal,Dog,Wandering,ASCOT,City Safety (Animal Management)
Animal,Dog,Fencing Issues,ZILLMERE,Rapid Response Group
Animal,Attack,Not An Attack,NEWSTEAD,Enforcement Animal Attack
Animal,Dog,Fencing Issues,DARRA,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,BELLBOWRIE,Enforcement Animal Attack
Animal,Other Animal,Nuisance Animal,TOOWONG,Rapid Response Group
Animal,Dog,Wandering,HAWTHORNE,City Safety (Animal Management)
Animal,Other Animal,Fox,TENNYSON,Environmental Management Team
Animal,Dog,Wandering,CHERMSIDE,City Safety (Animal Management)
Animal,Dog,Fencing Issues,WOOLOOWIN,Scheduling and Dispatch
Animal,Cat,Wandering,MANSFIELD,City Safety (Animal Management)
Animal,Cat,Wandering,BRACKEN RIDGE,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,BANYO,Enforcement Animal Attack
Animal,Attack,Attack On An Animal,INALA,Enforcement Animal Attack
Animal,Cat,Wandering,WAVELL HEIGHTS,City Safety (Animal Management)
Animal,Dog,,ASHGROVE,City Safety (Animal Management)
Animal,Other Animal,Nuisance Animal,SEVEN HILLS,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,MORNINGSIDE,Enforcement Animal Attack
Animal,Dog,Wandering,SANDGATE,Scheduling and Dispatch
Animal,Attack,Attack On An Animal,KALINGA,Enforcement Animal Attack
Animal,Dog,Wandering,BRACKEN RIDGE,City Safety (Animal Management)
Animal,Attack,Attack On A Person,OXLEY,Enforcement Animal Attack
Animal,Other Animal,Nuisance Animal,DURACK,Rapid Response Group
Animal,Attack,,MIDDLE PARK,Enforcement Animal Attack
Animal,Attack,,BRIGHTON,Enforcement Animal Attack
Animal,Dog,,STRETTON,City Safety (Animal Management)
Animal,Dog,,PADDINGTON,City Safety (Animal Management)
Animal,Dog,Wandering,CANNON HILL,City Safety (Animal Management)
Animal,Attack,,MORNINGSIDE,Enforcement Animal Attack
Animal,Attack,,WISHART,Enforcement Animal Attack
Animal,Dog,Fencing Issues,ACACIA RIDGE,Rapid Response Group
Animal,Dog,,MACGREGOR,City Safety (Animal Management)
Animal,Dog,,STRETTON,City Safety (Animal Management)
Animal,Cat,,CARINA,City Safety Assessments Team
Animal,Dog,Wandering,KARAWATHA,City Safety (Animal Management)
Animal,Dog,,ASCOT,City Safety (Animal Management)
Animal,Dog,Wandering,KARAWATHA,City Safety (Animal Management)
Animal,Attack,,JINDALEE,Enforcement Animal Attack
Animal,Attack,,HEMMANT,Enforcement Animal Attack
Animal,Dog,,TARRAGINDI,Rapid Response Group
Animal,Attack,,CALAMVALE,Enforcement Animal Attack
Animal,Attack,Menacing,ELLEN GROVE,Enforcement Animal Attack
Animal,Attack,,HEMMANT,Enforcement Animal Attack
Animal,Dog,Wandering,STAFFORD,City Safety (Animal Management)
Animal,Cat Trapping,,BULIMBA,City Safety (Animal Management)
Animal,Other Animal,Pest / Feral Animal,INALA,Rapid Response Group
Animal,Other Animal,,WYNNUM WEST,City Safety (Animal Management)
Animal,Dog,Wandering,RIVERHILLS,City Safety (Animal Management)
Animal,Dog,,WYNNUM,City Safety (Animal Management)
Animal,Attack,,TARRAGINDI,Enforcement Animal Attack
Animal,Attack,Attack On An Animal,FAIRFIELD,Enforcement Animal Attack
Animal,Dog,Wandering,UPPER KEDRON,Rapid Response Group
Animal,Cat Trapping,,RIVERHILLS,Environmental Management Team
Animal,Dog,Wandering,UPPER KEDRON,Rapid Response Group
Animal,Dog,,SANDGATE,City Safety (Animal Management)
Animal,Dog,,WEST END,City Safety (Animal Management)
Animal,Attack,,WEST END,Enforcement Animal Attack
Animal,Attack,Attack On An Animal,YEERONGPILLY,Rapid Response Group
Animal,Attack,Attack On A Person,CHAPEL HILL,Enforcement Animal Attack
Animal,Dog,Wandering,STRETTON,City Safety (Animal Management)
Animal,Attack,Not An Attack,MITCHELTON,Enforcement Animal Attack
Animal,Dog,Odour,CAMP HILL,City Safety (Animal Management)
Animal,Dog,,CANNON HILL,City Safety (Animal Management)
Animal,Dog,Wandering,LOTA,Scheduling and Dispatch
Animal,Dog,Fencing Issues,BALMORAL,Rapid Response Group
Animal,Attack,,SUNNYBANK HILLS,Enforcement Animal Attack
Animal,Dog,Wandering,SINNAMON PARK,Rapid Response Group
Animal,Other Animal,Fox,YERONGA,Environmental Management Team
Animal,Attack,,GRACEVILLE,Enforcement Animal Attack
Animal,Dog,Wandering,RICHLANDS,City Safety (Animal Management)
Animal,Attack,,WYNNUM,Enforcement Animal Attack
Animal,Cat,,WESTLAKE,City Safety (Animal Management)
Animal,Dog,Wandering,RIVERHILLS,City Safety (Animal Management)
Animal,Dog,Wandering,UPPER KEDRON,Rapid Response Group
Animal,Attack,,ALDERLEY,Enforcement Animal Attack
Animal,Attack,Attack On A Person,GAYTHORNE,Enforcement Animal Attack
Animal,Cat,Wandering,ACACIA RIDGE,City Safety (Animal Management)
Animal,Dog,Wandering,YERONGA,City Safety (Animal Management)
Animal,Attack,,TOOWONG,Enforcement Animal Attack
Animal,Dog,Wandering,WEST END,City Safety (Animal Management)
Animal,Dog,Fencing Issues,CARSELDINE,Rapid Response Group
Animal,Attack,Attack On A Person,ACACIA RIDGE,Rapid Response Group
Animal,Attack,,SANDGATE,Enforcement Animal Attack
Animal,Cat Trapping,,FOREST LAKE,Environmental Management Team
Animal,Cat,Wandering,WEST END,City Safety Assessments Team
Animal,Other Animal,Fox,MOUNT OMMANEY,Environmental Management Team
Animal,Dog,Fencing Issues,ASPLEY,City Safety (Animal Management)
Animal,Attack,,INALA,Enforcement Animal Attack
Animal,Other Animal,Wild Dog,FOREST LAKE,Environmental Management Team
Animal,Cat Trapping,,RUNCORN,Environmental Management Team
Animal,Attack,Attack On A Person,WEST END,Enforcement Animal Attack
Animal,Dog,Wandering,INALA,Rapid Response Group
Animal,Other Animal,Fox,FIG TREE POCKET,Environmental Management Team
Animal,Cat Trapping,,NUNDAH,Environmental Management Team
Animal,Dog,,BANYO,City Safety (Animal Management)
Animal,Dog,Wandering,GEEBUNG,City Safety (Animal Management)
Animal,Dog,,KANGAROO POINT,City Safety (Animal Management)
Animal,Attack,,MANSFIELD,Enforcement Animal Attack
Animal,Dog,Wandering,INALA,Scheduling and Dispatch
Animal,Dog,Unregistered,DURACK,City Safety (Animal Management)
Animal,Other Animal,Nuisance Animal,ROCKLEA,Rapid Response Group
Animal,Dog,Wandering,SUNNYBANK,Rapid Response Group
Animal,Dog,Wandering,ZILLMERE,City Safety (Animal Management)
Animal,Attack,Menacing,SUNNYBANK,Enforcement Animal Attack
Animal,Attack,Attack On An Animal,NUNDAH,Enforcement Animal Attack
Animal,Dog,Too Many Animals,FAIRFIELD,City Safety (Animal Management)
Animal,Cat,Wandering,GORDON PARK,City Safety Assessments Team
Animal,Dog,Wandering,FERNY GROVE,City Safety (Animal Management)
Animal,Dog,Fencing Issues,ACACIA RIDGE,Rapid Response Group
Animal,Dog,Fencing Issues,ZILLMERE,Rapid Response Group
Animal,Attack,Menacing,MORNINGSIDE,Enforcement Animal Attack
Animal,Attack,,CARINDALE,Enforcement Animal Attack
Animal,Dog,Defecating In Public,BOONDALL,City Safety (Animal Management)
Animal,Other Animal,Nuisance Animal,GORDON PARK,Rapid Response Group
Animal,Dog,Wandering,ASHGROVE,City Safety (Animal Management)
Animal,Attack,Menacing,CARINA HEIGHTS,Enforcement Animal Attack
Animal,Cat,Wandering,GREENSLOPES,City Safety Assessments Team
Animal,Other Animal,Nuisance Animal,OXLEY,Rapid Response Group
Animal,Cat,Wandering,ALGESTER,City Safety (Animal Management)
Animal,Other Animal,Fox,ROCHEDALE,Environmental Management Team
Animal,Other Animal,Fox,BURBANK,Environmental Management Team
Animal,Dog,Fencing Issues,INALA,City Safety (Animal Management)
Animal,Other Animal,Odour,FERNY GROVE,City Safety (Animal Management)
Animal,Attack,Not An Attack,HEMMANT,Enforcement Animal Attack
Animal,Attack,,NUNDAH,Enforcement Animal Attack
Animal,Cat,Wandering,HOLLAND PARK WEST,City Safety (Animal Management)
Animal,Dog,Fencing Issues,ASPLEY,Scheduling and Dispatch
Animal,Cat,,RICHLANDS,City Safety (Animal Management)
Animal,Cat Trapping,,NORTHGATE,Environmental Management Team
Animal,Dog,Wandering,YERONGA,City Safety (Animal Management)
Animal,Dog,Fencing Issues,UPPER MOUNT GRAVATT,City Safety (Animal Management)
Animal,Dog,Fencing Issues,ZILLMERE,City Safety (Animal Management)
Animal,Dog,Fencing Issues,KEPERRA,Rapid Response Group
Animal,Dog,Fencing Issues,ELLEN GROVE,Rapid Response Group
Animal,Dog,Wandering,CHERMSIDE WEST,City Safety (Animal Management)
Animal,Dog,Wandering,CHERMSIDE WEST,City Safety (Animal Management)
Animal,Attack,Not An Attack,SALISBURY,Rapid Response Group
Animal,Dog,Wandering,MILTON,City Safety (Animal Management)
Animal,Dog,Fencing Issues,BANYO,Rapid Response Group
Animal,Cat,Wandering,RIVERHILLS,City Safety (Animal Management)
Animal,Other Animal,Fox,KALINGA,Environmental Management Team
Animal,Other Animal,Nuisance Animal,BRIGHTON,Scheduling and Dispatch
Animal,Cat Trapping,,CLAYFIELD,Environmental Management Team
Animal,Dog,Fencing Issues,HOLLAND PARK,City Safety (Animal Management)
Animal,Dog,Wandering,TOOWONG,City Safety (Animal Management)
Animal,Attack,,WYNNUM,Enforcement Animal Attack
Animal,Attack,,FOREST LAKE,Enforcement Animal Attack
Animal,Attack,,UPPER KEDRON,Enforcement Animal Attack
Animal,Attack,Menacing,UPPER MOUNT GRAVATT,Rapid Response Group
Animal,Attack,,ASPLEY,Enforcement Animal Attack
Animal,Dog,Fencing Issues,TINGALPA,Rapid Response Group
Animal,Cat,Wandering,SUNNYBANK HILLS,City Safety Assessments Team
Animal,Dog,Fencing Issues,BRIGHTON,City Safety (Animal Management)
Animal,Dog,Too Many Animals,NORTHGATE,City Safety (Animal Management)
Animal,Dog,Too Many Animals,NORTHGATE,City Safety (Animal Management)
Animal,Dog,Wandering,WAKERLEY,Rapid Response Group
Animal,Attack,,KENMORE,Enforcement Animal Attack
Animal,Cat,Wandering,HOLLAND PARK WEST,City Safety (Animal Management)
Animal,Cat,Wandering,WYNNUM WEST,City Safety Assessments Team
Animal,Attack,,STAFFORD,Enforcement Animal Attack
Animal,Dog,Fencing Issues,MURARRIE,Rapid Response Group
Animal,Attack,,WYNNUM WEST,Enforcement Animal Attack
Animal,Dog,Fencing Issues,STAFFORD,City Safety (Animal Management)
Animal,Dog,Fencing Issues,STAFFORD,Scheduling and Dispatch
Animal,Attack,Attack On An Animal,DEAGON,Enforcement Animal Attack
Animal,Dog,Too Many Animals,HOLLAND PARK,City Safety (Animal Management)
Animal,Dog,Fencing Issues,TINGALPA,Scheduling and Dispatch
Animal,Dog,Wandering,HAWTHORNE,City Safety (Animal Management)
Animal,Other Animal,Fox,MOUNT CROSBY,Environmental Management Team
Animal,Cat,Wandering,HOLLAND PARK WEST,City Safety (Animal Management)
Animal,Dog,Wandering,WISHART,City Safety (Animal Management)
Animal,Dog,Defecating In Public,HEMMANT,Rapid Response Group
Animal,Cat Trapping,,CHAPEL HILL,Environmental Management Team
Animal,Other Animal,Nuisance Animal,ANNERLEY,Rapid Response Group
Animal,Attack,,THE GAP,Enforcement Animal Attack
Animal,Other Animal,Fox,WACOL,Environmental Management Team
Animal,Attack,Not An Attack,KANGAROO POINT,City Safety (Animal Management)
Animal,Other Animal,Fox,MORNINGSIDE,Environmental Management Team
Animal,Dog,Wandering,CARINA,City Safety (Animal Management)
Animal,Dog,Fencing Issues,NEW FARM,City Safety (Animal Management)
Animal,Dog,Defecating In Public,WEST END,Scheduling and Dispatch
Animal,Dog,,MANSFIELD,City Safety (Animal Management)
Animal,Cat,Wandering,WYNNUM WEST,City Safety Assessments Team
Animal,Attack,,YEERONGPILLY,Enforcement Animal Attack
Animal,Cat,Wandering,HOLLAND PARK WEST,City Safety Assessments Team
Animal,Attack,Not An Attack,THE GAP,Enforcement Animal Attack
Animal,Dog,Fencing Issues,STAFFORD,City Safety (Animal Management)
Animal,Cat Trapping,,GREENSLOPES,Environmental Management Team
Animal,Cat Trapping,,CALAMVALE,Environmental Management Team
Animal,Dog,Wandering,CARINA,City Safety (Animal Management)
Animal,Cat,Wandering,SANDGATE,City Safety Assessments Team
Animal,Dog,Wandering,FOREST LAKE,City Safety (Animal Management)
Animal,Dog,Fencing Issues,HOLLAND PARK,City Safety (Animal Management)
Animal,Dog,Fencing Issues,STAFFORD,Rapid Response Group
Animal,Cat,Wandering,CLAYFIELD,City Safety (Animal Management)
Animal,Cat,Wandering,ARCHERFIELD,City Safety (Animal Management)
Animal,Dog,Wandering,NEW FARM,City Safety (Animal Management)
Animal,Dog,Wandering,MURARRIE,City Safety (Animal Management)
Animal,Dog,Wandering,CARINA,City Safety (Animal Management)
Animal,Cat Trapping,,TARRAGINDI,Environmental Management Team
Animal,Attack,,MANLY WEST,Enforcement Animal Attack
Animal,Attack,,THE GAP,Enforcement Animal Attack
Animal,Dog,Fencing Issues,UPPER MOUNT GRAVATT,Rapid Response Group
Animal,Dog,Wandering,NEW FARM,City Safety (Animal Management)
Animal,Dog,Fencing Issues,INALA,City Safety (Animal Management)
Animal,Cat,Wandering,TINGALPA,City Safety Assessments Team
Animal,Dog,Fencing Issues,THE GAP,City Safety (Animal Management)
Animal,Cat Trapping,,CARSELDINE,Environmental Management Team
Animal,Attack,Attack On An Animal,MOUNT GRAVATT,Enforcement Animal Attack
Animal,Other Animal,Nuisance Animal,ROCKLEA,Rapid Response Group
Animal,Dog,Wandering,NEWSTEAD,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,TINGALPA,Enforcement Animal Attack
Animal,Attack,,SUNNYBANK,Enforcement Animal Attack
Animal,Dog,Fencing Issues,INALA,City Safety (Animal Management)
Animal,Cat Trapping,,BRACKEN RIDGE,Environmental Management Team
Animal,Attack,,CLAYFIELD,Enforcement Animal Attack
Animal,Other Animal,Fox,MORNINGSIDE,Environmental Management Team
Animal,Cat Trapping,,GORDON PARK,Environmental Management Team
Animal,Dog,,KENMORE,City Safety (Animal Management)
Animal,Cat,,OXLEY,City Safety (Animal Management)
Animal,Cat,Wandering,WYNNUM WEST,City Safety Assessments Team
Animal,Dog,Wandering,KANGAROO POINT,City Safety (Animal Management)
Animal,Dog,Fencing Issues,TARINGA,City Safety (Animal Management)
Animal,Cat Trapping,,BOONDALL,Environmental Management Team
Animal,Attack,,SUNNYBANK,Enforcement Animal Attack
Animal,Attack,Attack On An Animal,STAFFORD,Enforcement Animal Attack
Animal,Other Animal,Wild Dog,FOREST LAKE,Environmental Management Team
Animal,Attack,Attack On An Animal,RED HILL,Enforcement Animal Attack
Animal,Cat Trapping,,RICHLANDS,Environmental Management Team
Animal,Dog,Fencing Issues,EIGHT MILE PLAINS,Rapid Response Group
Animal,Cat,Wandering,HOLLAND PARK WEST,City Safety (Animal Management)
Animal,Attack,,ROCHEDALE,Enforcement Animal Attack
Animal,Dog,Wandering,STAFFORD,City Safety (Animal Management)
Animal,Cat Trapping,,MOUNT GRAVATT EAST,Environmental Management Team
Animal,Other Animal,Wandering,MOGGILL,City Safety (Animal Management)
Animal,Attack,Not An Attack,BULIMBA,Rapid Response Group
Animal,Attack,,BULIMBA,Enforcement Animal Attack
Animal,Attack,,ANNERLEY,Enforcement Animal Attack
Animal,Attack,,JINDALEE,Enforcement Animal Attack
Animal,Dog,Unregistered,TINGALPA,City Safety (Animal Management)
Animal,Dog,Odour,GAYTHORNE,City Safety (Animal Management)
Animal,Other Animal,Pest / Feral Animal,WYNNUM WEST,Scheduling and Dispatch
Animal,Dog,Wandering,NUNDAH,City Safety (Animal Management)
Animal,Dog,Wandering,CANNON HILL,City Safety (Animal Management)
Animal,Attack,,GRACEVILLE,Enforcement Animal Attack
Animal,Cat,Wandering,FITZGIBBON,Environmental Management Team
Animal,Dog,Too Many Animals,CARINA HEIGHTS,City Safety (Animal Management)
Animal,Cat,Wandering,PADDINGTON,City Safety (Animal Management)
Animal,Dog,Wandering,FOREST LAKE,City Safety (Animal Management)
Animal,Dog,Fencing Issues,BRIGHTON,Rapid Response Group
Animal,Attack,,NEW FARM,Enforcement Animal Attack
Animal,Attack,,MORNINGSIDE,Enforcement Animal Attack
Animal,Dog,Wandering,INALA,City Safety (Animal Management)
Animal,Other Animal,Fox,BELLBOWRIE,Environmental Management Team
Animal,Dog,Wandering,CAMP HILL,City Safety (Animal Management)
Animal,Dog,Unregistered,GREENSLOPES,Scheduling and Dispatch
Animal,Attack,,WILSTON,Enforcement Animal Attack
Animal,Other Animal,Fox,UPPER MOUNT GRAVATT,Environmental Management Team
Animal,Attack,,TINGALPA,Enforcement Animal Attack
Animal,Dog,Wandering,ALDERLEY,City Safety (Animal Management)
Animal,Attack,,WOOLOOWIN,Enforcement Animal Attack
Animal,Attack,Menacing,SUNNYBANK,Enforcement Animal Attack
Animal,Dog,Wandering,YERONGA,City Safety (Animal Management)
Animal,Dog,Wandering,THE GAP,City Safety (Animal Management)
Animal,Dog,Wandering,MCDOWALL,City Safety (Animal Management)
Animal,Dog,,STAFFORD HEIGHTS,City Safety (Animal Management)
Animal,Dog,Defecating In Public,DARRA,City Safety (Animal Management)
Animal,Dog,Wandering,TINGALPA,City Safety (Animal Management)
Animal,Cat,Wandering,HOLLAND PARK WEST,City Safety (Animal Management)
Animal,Dog,Wandering,TOOWONG,City Safety (Animal Management)
Animal,Cat Trapping,,HENDRA,Environmental Management Team
Animal,Dog,Wandering,CALAMVALE,City Safety (Animal Management)
Animal,Attack,,BANYO,Enforcement Animal Attack
Animal,Other Animal,Wandering,FIG TREE POCKET,City Safety (Animal Management)
Animal,Attack,,MORNINGSIDE,Enforcement Animal Attack
Animal,Attack,,HOLLAND PARK,Enforcement Animal Attack
Animal,Cat,Wandering,HOLLAND PARK WEST,City Safety (Animal Management)
Animal,Cat,,BRACKEN RIDGE,City Safety (Animal Management)
Animal,Attack,Not An Attack,CAMP HILL,City Safety (Animal Management)
Animal,Dog,Fencing Issues,CAMP HILL,Scheduling and Dispatch
Animal,Dog,Unregistered,SANDGATE,City Safety (Animal Management)
Animal,Attack,,TARRAGINDI,Enforcement Animal Attack
Animal,Dog,Too Many Animals,FOREST LAKE,City Safety (Animal Management)
Animal,Dog,,CHAPEL HILL,City Safety (Animal Management)
Animal,Other Animal,Fox,KARAWATHA,Environmental Management Team
Animal,Attack,,TINGALPA,Enforcement Animal Attack
Animal,Attack,Attack On An Animal,ASCOT,Enforcement Animal Attack
Animal,Attack,,KEPERRA,Enforcement Animal Attack
Animal,Dog,Wandering,ST LUCIA,Rapid Response Group
Animal,Attack,,PINJARRA HILLS,Enforcement Animal Attack
Animal,Other Animal,Fox,RIVERHILLS,Environmental Management Team
Animal,Cat,Wandering,HOLLAND PARK WEST,City Safety (Animal Management)
Animal,Cat Trapping,,GREENSLOPES,Environmental Management Team
Animal,Dog,Wandering,NEWMARKET,City Safety (Animal Management)
Animal,Attack,Not An Attack,TARINGA,Rapid Response Group
Animal,Attack,,SALISBURY,Enforcement Animal Attack
Animal,Dog,Fencing Issues,ACACIA RIDGE,Rapid Response Group
Animal,Dog,Wandering,RIVERHILLS,City Safety (Animal Management)
Animal,Cat,Wandering,UPPER KEDRON,City Safety Assessments Team
Animal,Cat,Wandering,KURABY,City Safety Assessments Team
Animal,Attack,,SHERWOOD,Enforcement Animal Attack
Animal,Dog,,WYNNUM,City Safety (Animal Management)
Animal,Cat,Wandering,ACACIA RIDGE,City Safety (Animal Management)
Animal,Attack,,BOONDALL,Enforcement Animal Attack
Animal,Attack,,NORMAN PARK,Enforcement Animal Attack
Animal,Dog,Wandering,CARINDALE,City Safety (Animal Management)
Animal,Dog,Unregistered,CHAPEL HILL,City Safety (Animal Management)
Animal,Dog,,INALA,City Safety (Animal Management)
Animal,Attack,,WILLAWONG,Enforcement Animal Attack
Animal,Dog,Fencing Issues,INALA,City Safety (Animal Management)
Animal,Cat Trapping,,HOLLAND PARK WEST,Environmental Management Team
Animal,Dog,Wandering,WESTLAKE,City Safety (Animal Management)
Animal,Cat,Wandering,ASPLEY,City Safety Assessments Team
Animal,Dog,Wandering,EIGHT MILE PLAINS,City Safety (Animal Management)
Animal,Cat,Wandering,ASCOT,City Safety (Animal Management)
Animal,Dog,Fencing Issues,PULLENVALE,City Safety (Animal Management)
Animal,Dog,Odour,BULIMBA,City Safety Assessments Team
Animal,Attack,,ACACIA RIDGE,Enforcement Animal Attack
Animal,Dog,Defecating In Public,WEST END,Scheduling and Dispatch
Animal,Dog,Defecating In Public,WEST END,Scheduling and Dispatch
Animal,Dog,Fencing Issues,STAFFORD HEIGHTS,City Safety (Animal Management)
Animal,Dog,Wandering,CANNON HILL,City Safety (Animal Management)
Animal,Attack,Attack On A Person,ACACIA RIDGE,Enforcement Animal Attack
Animal,Dog,Defecating In Public,ASHGROVE,City Safety (Animal Management)
Animal,Dog,Defecating In Public,ASHGROVE,City Safety (Animal Management)
Animal,Dog,Defecating In Public,ASHGROVE,City Safety (Animal Management)
Animal,Dog,Defecating In Public,ASHGROVE,City Safety (Animal Management)
Animal,Attack,,DARRA,Enforcement Animal Attack
Animal,Dog,,FAIRFIELD,City Safety (Animal Management)
Animal,Attack,,ROCHEDALE,Enforcement Animal Attack
Animal,Cat,Wandering,ALGESTER,City Safety (Animal Management)
Animal,Attack,,STAFFORD HEIGHTS,Enforcement Animal Attack
Animal,Dog,Wandering,MCDOWALL,Rapid Response Group
Animal,Dog,Wandering,JAMBOREE HEIGHTS,Rapid Response Group
Animal,Attack,Attack On A Person,ANNERLEY,Enforcement Animal Attack
Animal,Dog,Fencing Issues,INALA,Rapid Response Group
Animal,Cat,Wandering,HOLLAND PARK WEST,City Safety (Animal Management)
Animal,Dog,Fencing Issues,ACACIA RIDGE,City Safety (Animal Management)
Animal,Cat,Wandering,YERONGA,Rapid Response Group
Animal,Attack,Attack On An Animal,BANYO,Enforcement Animal Attack
Animal,Cat Trapping,,NUNDAH,Environmental Management Team
Animal,Attack,,SANDGATE,Enforcement Animal Attack
Animal,Other Animal,Fox,MOUNT GRAVATT,Environmental Management Team
Animal,Dog,Defecating In Public,SANDGATE,City Safety (Animal Management)
Animal,Dog,Wandering,WISHART,City Safety (Animal Management)
Animal,Cat Trapping,,KURABY,Environmental Management Team
Animal,Attack,,ACACIA RIDGE,Enforcement Animal Attack
Animal,Dog,Wandering,CANNON HILL,Scheduling and Dispatch
Animal,Attack,Dangerous,VIRGINIA,City Safety (Animal Management)
Animal,Cat Trapping,,FOREST LAKE,Environmental Management Team
Animal,Dog,Fencing Issues,CAMP HILL,City Safety (Animal Management)
Animal,Dog,Wandering,KURABY,Rapid Response Group
Animal,Dog,Too Many Animals,NUDGEE BEACH,City Safety (Animal Management)
Animal,Attack,,TAIGUM,Enforcement Animal Attack
Animal,Dog,,ENOGGERA,City Safety (Animal Management)
Animal,Dog,Too Many Animals,BRACKEN RIDGE,City Safety (Animal Management)
Animal,Cat Trapping,,YERONGA,Environmental Management Team
Animal,Dog,Odour,BRIGHTON,City Safety (Animal Management)
Animal,Dog,Wandering,MOGGILL,Rapid Response Group
Animal,Attack,,MITCHELTON,Enforcement Animal Attack
Animal,Attack,,GAYTHORNE,Enforcement Animal Attack
Animal,Other Animal,Fox,COOPERS PLAINS,Environmental Management Team
Animal,Other Animal,Wild Dog,UPPER BROOKFIELD,Environmental Management Team
Animal,Cat Trapping,,ROCKLEA,Environmental Management Team
Animal,Dog,Wandering,TINGALPA,Scheduling and Dispatch
Animal,Cat Trapping,,WESTLAKE,Environmental Management Team
Animal,Other Animal,Fox,KALINGA,Environmental Management Team
Animal,Other Animal,Too Many Animals,FOREST LAKE,City Safety (Animal Management)
Animal,Dog,Fencing Issues,ZILLMERE,Rapid Response Group
Animal,Dog,Fencing Issues,RUNCORN,City Safety (Animal Management)
Animal,Cat Trapping,,GORDON PARK,Environmental Management Team
Animal,Cat Trapping,,INALA,Environmental Management Team
Animal,Dog,Fencing Issues,ACACIA RIDGE,City Safety (Animal Management)
Animal,Attack,,ALGESTER,Enforcement Animal Attack
Animal,Attack,,BANYO,Enforcement Animal Attack
Animal,Attack,,LOTA,Enforcement Animal Attack
Animal,Dog,Wandering,FOREST LAKE,City Safety (Animal Management)
Animal,Cat Trapping,,ROCKLEA,Environmental Management Team
Animal,Dog,Fencing Issues,BRACKEN RIDGE,Rapid Response Group
Animal,Attack,,BRACKEN RIDGE,Enforcement Animal Attack
Animal,Dog,Wandering,WINDSOR,City Safety (Animal Management)
Animal,Other Animal,Fox,MOOROOKA,Environmental Management Team
Animal,Attack,,BOONDALL,Enforcement Animal Attack
Animal,Other Animal,Wandering,ALGESTER,City Safety (Animal Management)
Animal,Other Animal,Insufficient Space,MOOROOKA,City Safety Assessments Team
Animal,Dog,Fencing Issues,MITCHELTON,City Safety (Animal Management)
Animal,Dog,Wandering,CARINDALE,City Safety (Animal Management)
Animal,Other Animal,Deer,PULLENVALE,Environmental Management Team
Animal,Dog,Wandering,COOPERS PLAINS,City Safety (Animal Management)
Animal,Attack,,MOOROOKA,Enforcement Animal Attack
Animal,Dog,,HOLLAND PARK,City Safety (Animal Management)
Animal,Dog,Wandering,BALMORAL,City Safety (Animal Management)
Animal,Attack,,SUNNYBANK HILLS,Enforcement Animal Attack
Animal,Attack,,INALA,Enforcement Animal Attack
Animal,Cat Trapping,,FOREST LAKE,Environmental Management Team
Animal,Other Animal,Pest / Feral Animal,MURARRIE,Environmental Management Team
Animal,Attack,,HAMILTON,Enforcement Animal Attack
Animal,Dog,Fencing Issues,FERNY GROVE,Rapid Response Group
Animal,Dog,Wandering,BULIMBA,City Safety (Animal Management)
Animal,Dog,,MANLY WEST,Rapid Response Group
Animal,Dog,Defecating In Public,PETRIE TERRACE,City Safety (Animal Management)
