Category: Nature,Category: Type,Category: Reporting Level,Location: Suburb,Office: Responsible Office
Animal,Dog,Wandering,THE GAP,City Safety (Animal Management)
Animal,Attack,Menacing,PULLENVALE,Enforcement Animal Attack
Animal,Dog,Fencing Issues,EVERTON PARK,City Safety (Animal Management)
Animal,Cat,,FITZGIBBON,City Safety (Animal Management)
Animal,Dog,Fencing Issues,HAWTHORNE,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,TOOWONG,Enforcement Animal Attack
Animal,Cat,Wandering,INDOOROOPILLY,City Safety Assessments Team
Animal,Cat,Wandering,INDOOROOPILLY,City Safety Assessments Team
Animal,Cat,Wandering,INDOOROOPILLY,City Safety Assessments Team
Animal,Attack,Attack On An Animal,MOOROOKA,Enforcement Animal Attack
Animal,Attack,Menacing,EIGHT MILE PLAINS,Enforcement Animal Attack
Animal,Dog,Fencing Issues,WYNNUM,City Safety (Animal Management)
Animal,Attack,Attack On A Person,WYNNUM WEST,Enforcement Animal Attack
Animal,Attack,Attack On A Person,WYNNUM,Enforcement Animal Attack
Animal,Dog,Wandering,BRIDGEMAN DOWNS,City Safety (Animal Management)
Animal,Dog,Unregistered,DOOLANDELLA,City Safety (Animal Management)
Animal,Dog,Unregistered,MURARRIE,Rapid Response Group
Animal,Cat Trapping,,SANDGATE,Environmental Management Team
Animal,Dog,Too Many Animals,JAMBOREE HEIGHTS,City Safety (Animal Management)
Animal,Cat Trapping,,HAWTHORNE,Environmental Management Team
Animal,Dog,Insufficient Space,WEST END,Rapid Response Group
Animal,Attack,Menacing,STAFFORD HEIGHTS,Enforcement Animal Attack
Animal,Cat Trapping,,FITZGIBBON,Environmental Management Team
Animal,Cat Trapping,,NEW FARM,Scheduling and Dispatch
Animal,Cat,Wandering,WILLAWONG,City Safety (Animal Management)
Animal,Attack,Attack On A Person,MILTON,Enforcement Animal Attack
Animal,Dog,Wandering,BRIGHTON,City Safety (Animal Management)
Animal,Dog,Fencing Issues,STAFFORD,City Safety (Animal Management)
Animal,Dog,Fencing Issues,TAIGUM,City Safety (Animal Management)
Animal,Dog,Wandering,ASCOT,City Safety (Animal Management)
Animal,Other Animal,Deer,BROOKFIELD,Environmental Management Team
Animal,Dog,Fencing Issues,FOREST LAKE,Rapid Response Group
Animal,Dog,Wandering,TARRAGINDI,City Safety (Animal Management)
Animal,Cat Trapping,,CHERMSIDE WEST,Environmental Management Team
Animal,Cat Trapping,,CHAPEL HILL,Environmental Management Team
Animal,Attack,Menacing,RUNCORN,Enforcement Animal Attack
Animal,Attack,Attack On A Person,WYNNUM,Enforcement Animal Attack
Animal,Cat Trapping,,ALBION,Environmental Management Team
Animal,Dog,Wandering,NUDGEE BEACH,City Safety (Animal Management)
Animal,Dog,Wandering,OXLEY,City Safety (Animal Management)
Animal,Cat Trapping,,KEDRON,Environmental Management Team
Animal,Attack,Attack On A Person,SUNNYBANK HILLS,Enforcement Animal Attack
Animal,Attack,Attack On A Person,TOOWONG,Enforcement Animal Attack
Animal,Other Animal,Pest / Feral Animal,FIG TREE POCKET,Environmental Management Team
Animal,Attack,Menacing,HAMILTON,Enforcement Animal Attack
Animal,Attack,Menacing,MIDDLE PARK,Enforcement Animal Attack
Animal,Other Animal,Fencing Issues,SUNNYBANK,Rapid Response Group
Animal,Attack,Attack On An Animal,NUDGEE,Rapid Response Group
Animal,Cat Trapping,,ALBION,Environmental Management Team
Animal,Dog,Odour,ZILLMERE,City Safety Assessments Team
Animal,Dog,Too Many Animals,ZILLMERE,Scheduling and Dispatch
Animal,Attack,Attack On An Animal,GORDON PARK,Rapid Response Group
Animal,Dog,Odour,PARKINSON,City Safety (Animal Management)
Animal,Dog,Odour,INALA,City Safety Assessments Team
Animal,Attack,Not An Attack,WYNNUM,Rapid Response Group
Animal,Attack,Menacing,ANNERLEY,Enforcement Animal Attack
Animal,Cat Trapping,,TOOWONG,Environmental Management Team
Animal,Dog,Wandering,NATHAN,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,RED HILL,Enforcement Animal Attack
Animal,Attack,Attack On An Animal,ASPLEY,Enforcement Animal Attack
Animal,Cat,Wandering,UPPER BROOKFIELD,City Safety (Animal Management)
Animal,Cat,Wandering,MOGGILL,City Safety (Animal Management)
Animal,Cat,Wandering,CANNON HILL,City Safety (Animal Management)
Animal,Attack,Menacing,KANGAROO POINT,Enforcement Animal Attack
Animal,Other Animal,Feral Pig,SANDGATE,Environmental Management Team
Animal,Dog,Wandering,NUDGEE BEACH,City Safety (Animal Management)
Animal,Attack,Menacing,STAFFORD HEIGHTS,Enforcement Animal Attack
Animal,Dog,Fencing Issues,INALA,Rapid Response Group
Animal,Attack,Attack On A Person,CHERMSIDE,Enforcement Animal Attack
Animal,Cat Trapping,,BALD HILLS,Environmental Management Team
Animal,Attack,Attack On A Person,CAMP HILL,Enforcement Animal Attack
Animal,Other Animal,Fox,KARANA DOWNS,Environmental Management Team
Animal,Attack,Attack On An Animal,GRACEVILLE,Enforcement Animal Attack
Animal,Dog,Wandering,ASCOT,Rapid Response Group
Animal,Dog,Too Many Animals,ZILLMERE,City Safety (Animal Management)
Animal,Cat Trapping,,MANSFIELD,Environmental Management Team
Animal,Attack,Menacing,MOUNT CROSBY,Rapid Response Group
Animal,Attack,Attack On An Animal,CARINA,Rapid Response Group
Animal,Attack,Attack On A Person,KANGAROO POINT,Enforcement Animal Attack
Animal,Other Animal,Fencing Issues,BALMORAL,City Safety (Animal Management)
Animal,Dog,Fencing Issues,UPPER MOUNT GRAVATT,City Safety (Animal Management)
Animal,Cat Trapping,,MOGGILL,Environmental Management Team
Animal,Attack,Attack On An Animal,CAMP HILL,Enforcement Animal Attack
Animal,Dog,Fencing Issues,PALLARA,Rapid Response Group
Animal,Attack,Attack On A Person,ZILLMERE,Rapid Response Group
Animal,Attack,Menacing,TARRAGINDI,City Safety (Animal Management)
Animal,Dog,Unregistered,RUNCORN,City Safety (Animal Management)
Animal,Cat,Wandering,WAKERLEY,City Safety Assessments Team
Animal,Cat,Wandering,TAIGUM,City Safety Assessments Team
Animal,Dog,Unregistered,BANYO,Rapid Response Group
Animal,Dog,Wandering,MORNINGSIDE,City Safety (Animal Management)
Animal,Other Animal,Wandering,FOREST LAKE,City Safety (Animal Management)
Animal,Cat,,ELLEN GROVE,City Safety (Animal Management)
Animal,Cat,Wandering,ELLEN GROVE,City Safety Assessments Team
Animal,Attack,Menacing,WINDSOR,Enforcement Animal Attack
Animal,Dog,Unregistered,MOUNT GRAVATT,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,STAFFORD,Enforcement Animal Attack
Animal,Attack,Attack On An Animal,NEWSTEAD,Enforcement Animal Attack
Animal,Dog,Fencing Issues,BURBANK,City Safety (Animal Management)
Animal,Dog,Fencing Issues,INALA,City Safety (Animal Management)
Animal,Other Animal,Fox,WAKERLEY,Environmental Management Team
Animal,Other Animal,Insufficient Space,NEWMARKET,City Safety (Animal Management)
Animal,Attack,,ZILLMERE,Enforcement Animal Attack
Animal,Cat Trapping,,BRIGHTON,Environmental Management Team
Animal,Dog,Wandering,FITZGIBBON,City Safety (Animal Management)
Animal,Other Animal,Fox,HOLLAND PARK,Environmental Management Team
Animal,Dog,Fencing Issues,BRACKEN RIDGE,Rapid Response Group
Animal,Dog,Wandering,MCDOWALL,City Safety (Animal Management)
Animal,Attack,Menacing,CORINDA,Enforcement Animal Attack
Animal,Dog,Defecating In Public,CORINDA,City Safety (Animal Management)
Animal,Dog,Unregistered,OXLEY,City Safety (Animal Management)
Animal,Attack,Menacing,HAWTHORNE,Enforcement Animal Attack
Animal,Cat Trapping,,KEDRON,City Safety (Animal Management)
Animal,Other Animal,Wild Dog,SUNNYBANK HILLS,Environmental Management Team
Animal,Other Animal,Nuisance Animal,BELLBOWRIE,Scheduling and Dispatch
Animal,Attack,Not An Attack,BANYO,Rapid Response Group
Animal,Dog,Wandering,CHERMSIDE WEST,City Safety (Animal Management)
Animal,Dog,Wandering,DUTTON PARK,City Safety (Animal Management)
Animal,Attack,Menacing,OXLEY,Enforcement Animal Attack
Animal,Attack,Menacing,COORPAROO,Enforcement Animal Attack
Animal,Cat Trapping,,STRETTON,Environmental Management Team
Animal,Dog,Wandering,SALISBURY,City Safety (Animal Management)
Animal,Cat,Wandering,BELLBOWRIE,City Safety (Animal Management)
Animal,Cat Trapping,,MANLY,Environmental Management Team
Animal,Dog,Wandering,CAMP HILL,City Safety (Animal Management)
Animal,Dog,Wandering,CAMP HILL,Scheduling and Dispatch
Animal,Dog,Fencing Issues,NUNDAH,City Safety (Animal Management)
Animal,Attack,Attack On A Person,HOLLAND PARK,Enforcement Animal Attack
Animal,Other Animal,Fox,WYNNUM WEST,Environmental Management Team
Animal,Cat Trapping,,CARINA HEIGHTS,Environmental Management Team
Animal,Dog,Defecating In Public,NUDGEE,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,MORNINGSIDE,Enforcement Animal Attack
Animal,Dog,Fencing Issues,AUCHENFLOWER,City Safety (Animal Management)
Animal,Dog,Wandering,GRANGE,City Safety (Animal Management)
Animal,Dog,Fencing Issues,CAMP HILL,City Safety (Animal Management)
Animal,Dog,Fencing Issues,MOUNT CROSBY,City Safety (Animal Management)
Animal,Cat,Wandering,TAIGUM,City Safety Assessments Team
Animal,Other Animal,Wild Dog,KHOLO,Environmental Management Team
Animal,Other Animal,Nuisance Animal,INALA,Rapid Response Group
Animal,Dog,Wandering,TARRAGINDI,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,HOLLAND PARK,Enforcement Animal Attack
Animal,Dog,Wandering,RUNCORN,City Safety (Animal Management)
Animal,Dog,Wandering,CARINA,City Safety (Animal Management)
Animal,Dog,Wandering,CARINDALE,City Safety (Animal Management)
Animal,Cat Trapping,,HOLLAND PARK,Environmental Management Team
Animal,Cat Trapping,,HAWTHORNE,Environmental Management Team
Animal,Other Animal,Fox,CHANDLER,Environmental Management Team
Animal,Other Animal,Fox,ROBERTSON,Environmental Management Team
Animal,Cat Trapping,,MOOROOKA,Environmental Management Team
Animal,Other Animal,Fox,MORNINGSIDE,Environmental Management Team
Animal,Other Animal,Wild Dog,BROOKFIELD,Environmental Management Team
Animal,Dog,Fencing Issues,BELMONT,Rapid Response Group
Animal,Dog,Wandering,PULLENVALE,City Safety (Animal Management)
Animal,Attack,Attack On A Person,TARRAGINDI,Enforcement Animal Attack
Animal,Dog,Defecating In Public,HAWTHORNE,Scheduling and Dispatch
Animal,Other Animal,Fox,UPPER BROOKFIELD,Environmental Management Team
Animal,Other Animal,Fox,MOUNT OMMANEY,Environmental Management Team
Animal,Attack,Not An Attack,FOREST LAKE,Enforcement Animal Attack
Animal,Dog,Wandering,PADDINGTON,City Safety (Animal Management)
Animal,Dog,Wandering,ALGESTER,City Safety (Animal Management)
Animal,Dog,Wandering,ALGESTER,Scheduling and Dispatch
Animal,Dog,Unregistered,,City Safety (Animal Management)
Animal,Dog,,BANYO,City Safety (Animal Management)
Animal,Attack,,COOPERS PLAINS,Enforcement Animal Attack
Animal,Dog,Wandering,EAST BRISBANE,City Safety (Animal Management)
Animal,Cat Trapping,,MOOROOKA,Environmental Management Team
Animal,Dog,Defecating In Public,NORMAN PARK,City Safety (Animal Management)
Animal,Dog,Defecating In Public,NORMAN PARK,City Safety (Animal Management)
Animal,Cat Trapping,,CHANDLER,Environmental Management Team
Animal,Attack,Attack On A Person,SANDGATE,Enforcement Animal Attack
Animal,Other Animal,Nuisance Animal,UPPER MOUNT GRAVATT,Rapid Response Group
Animal,Cat,Wandering,MITCHELTON,City Safety Assessments Team
Animal,Cat Trapping,,KALINGA,Environmental Management Team
Animal,Dog,Fencing Issues,ST LUCIA,City Safety (Animal Management)
Animal,Other Animal,Fox,BROOKFIELD,Environmental Management Team
Animal,Cat,Wandering,CHERMSIDE WEST,City Safety Assessments Team
Animal,Dog,Fencing Issues,MANSFIELD,Rapid Response Group
Animal,Attack,Attack On A Person,WEST END,Enforcement Animal Attack
Animal,Other Animal,Rabbit,KHOLO,Environmental Management Team
Animal,Other Animal,Deer,MOGGILL,Environmental Management Team
Animal,Dog,Wandering,BRIGHTON,Scheduling and Dispatch
Animal,Dog,Too Many Animals,,Scheduling and Dispatch
Animal,Other Animal,Wild Dog,PULLENVALE,Environmental Management Team
Animal,Dog,Wandering,NEWSTEAD,City Safety (Animal Management)
Animal,Dog,Wandering,HAWTHORNE,City Safety (Animal Management)
Animal,Dog,Wandering,TINGALPA,City Safety (Animal Management)
Animal,Attack,,UPPER MOUNT GRAVATT,Enforcement Animal Attack
Animal,Cat,Wandering,HAMILTON,City Safety Assessments Team
Animal,Other Animal,Nuisance Animal,FOREST LAKE,Rapid Response Group
Animal,Dog,Unregistered,GRACEVILLE,City Safety (Animal Management)
Animal,Other Animal,Deer,PINJARRA HILLS,Environmental Management Team
Animal,Other Animal,Fox,ASCOT,Environmental Management Team
Animal,Attack,Attack On An Animal,COORPAROO,Enforcement Animal Attack
Animal,Dog,Wandering,WYNNUM,City Safety (Animal Management)
Animal,Dog,Fencing Issues,INALA,Scheduling and Dispatch
Animal,Dog,Fencing Issues,SUNNYBANK HILLS,City Safety (Animal Management)
Animal,Cat,Wandering,CANNON HILL,City Safety (Animal Management)
Animal,Cat Trapping,,WYNNUM WEST,Environmental Management Team
Animal,Dog,Wandering,MORNINGSIDE,City Safety (Animal Management)
Animal,Other Animal,Fox,NATHAN,Environmental Management Team
Animal,Attack,Attack On An Animal,TOOWONG,Rapid Response Group
Animal,Attack,Attack On An Animal,AUCHENFLOWER,Enforcement Animal Attack
Animal,Attack,Attack On An Animal,MOUNT GRAVATT EAST,Enforcement Animal Attack
Animal,Dog,Wandering,BULIMBA,City Safety (Animal Management)
Animal,Cat Trapping,,BULIMBA,Environmental Management Team
Animal,Attack,Not An Attack,SUNNYBANK HILLS,Rapid Response Group
Animal,Attack,Attack On An Animal,SALISBURY,Enforcement Animal Attack
Animal,Other Animal,Deer,SEVENTEEN MILE ROCKS,Environmental Management Team
Animal,Attack,Menacing,KENMORE,Enforcement Animal Attack
Animal,Dog,Wandering,ENOGGERA,City Safety (Animal Management)
Animal,Dog,Wandering,NUDGEE BEACH,City Safety (Animal Management)
Animal,Cat Trapping,,INALA,Environmental Management Team
Animal,Dog,Fencing Issues,INALA,City Safety (Animal Management)
Animal,Dog,Fencing Issues,TARRAGINDI,City Safety (Animal Management)
Animal,Cat,Wandering,BANYO,City Safety Assessments Team
Animal,Other Animal,Deer,UPPER BROOKFIELD,Environmental Management Team
Animal,Dog,Wandering,TOOWONG,City Safety (Animal Management)
Animal,Attack,Menacing,SUNNYBANK HILLS,Enforcement Animal Attack
Animal,Dog,Fencing Issues,WAVELL HEIGHTS,City Safety (Animal Management)
Animal,Dog,Too Many Animals,MOGGILL,City Safety (Animal Management)
Animal,Dog,Too Many Animals,HOLLAND PARK WEST,City Safety (Animal Management)
Animal,Cat Trapping,,ANSTEAD,Environmental Management Team
Animal,Dog,Wandering,MOUNT COOT-THA,City Safety (Animal Management)
Animal,Other Animal,Wild Dog,SUMNER,Environmental Management Team
Animal,Attack,Attack On An Animal,MANSFIELD,Rapid Response Group
Animal,Dog,Fencing Issues,CARINA HEIGHTS,City Safety (Animal Management)
Animal,Dog,Fencing Issues,CARINDALE,City Safety (Animal Management)
Animal,Attack,Not An Attack,EVERTON PARK,Rapid Response Group
Animal,Other Animal,Fox,GUMDALE,Environmental Management Team
Animal,Cat Trapping,,EAST BRISBANE,Environmental Management Team
Animal,Cat,Wandering,MURARRIE,Scheduling and Dispatch
Animal,Dog,Fencing Issues,BULIMBA,Scheduling and Dispatch
Animal,Cat Trapping,,MOUNT GRAVATT EAST,Environmental Management Team
Animal,Cat,Wandering,ELLEN GROVE,City Safety (Animal Management)
Animal,Cat,Wandering,HOLLAND PARK WEST,City Safety (Animal Management)
Animal,Attack,,CALAMVALE,Enforcement Animal Attack
Animal,Other Animal,Deer,PINJARRA HILLS,Environmental Management Team
Animal,Dog,Wandering,WILLAWONG,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,BULIMBA,Enforcement Animal Attack
Animal,Dog,Fencing Issues,BRACKEN RIDGE,Scheduling and Dispatch
Animal,Attack,Menacing,ELLEN GROVE,Enforcement Animal Attack
Animal,Dog,Unregistered,BOONDALL,City Safety (Animal Management)
Animal,Other Animal,Rabbit,BANYO,Environmental Management Team
Animal,Dog,Fencing Issues,CHAPEL HILL,Rapid Response Group
Animal,Dog,Fencing Issues,THE GAP,Rapid Response Group
Animal,Attack,Not An Attack,GRACEVILLE,Scheduling and Dispatch
Animal,Dog,Defecating In Public,SUNNYBANK HILLS,Rapid Response Group
Animal,Dog,Unregistered,MOUNT GRAVATT,City Safety (Animal Management)
Animal,Dog,Unregistered,MOUNT GRAVATT,City Safety (Animal Management)
Animal,Cat Trapping,,BALD HILLS,Environmental Management Team
Animal,Attack,Not An Attack,KENMORE,Rapid Response Group
Animal,Cat Trapping,,ROBERTSON,Environmental Management Team
Animal,Dog,Wandering,BRACKEN RIDGE,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,WINDSOR,Enforcement Animal Attack
Animal,Cat,Wandering,HEATHWOOD,City Safety Assessments Team
Animal,Attack,Attack On An Animal,BARDON,Enforcement Animal Attack
Animal,Dog,Defecating In Public,MOOROOKA,City Safety (Animal Management)
Animal,Attack,Not An Attack,MURARRIE,Rapid Response Group
Animal,Other Animal,Fox,CHELMER,Environmental Management Team
Animal,Attack,Not An Attack,MOUNT GRAVATT EAST,Rapid Response Group
Animal,Cat Trapping,,BANYO,Environmental Management Team
Animal,Cat,Wandering,CARINDALE,City Safety Assessments Team
Animal,Dog,Wandering,NEWSTEAD,City Safety (Animal Management)
Animal,Dog,Fencing Issues,DOOLANDELLA,City Safety (Animal Management)
Animal,Cat Trapping,,WOOLLOONGABBA,Environmental Management Team
Animal,Cat Trapping,,CALAMVALE,Environmental Management Team
Animal,Other Animal,Nuisance Animal,PADDINGTON,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,BRIGHTON,Enforcement Animal Attack
Animal,Dog,Fencing Issues,INALA,Scheduling and Dispatch
Animal,Other Animal,Fox,MOGGILL,Environmental Management Team
Animal,Dog,Fencing Issues,SALISBURY,City Safety (Animal Management)
Animal,Dog,Defecating In Public,PADDINGTON,Scheduling and Dispatch
Animal,Dog,Wandering,COORPAROO,City Safety (Animal Management)
Animal,Cat,Wandering,BRACKEN RIDGE,City Safety Assessments Team
Animal,Attack,Attack On A Person,BRIGHTON,Enforcement Animal Attack
Animal,Dog,Wandering,YERONGA,City Safety (Animal Management)
Animal,Dog,Fencing Issues,MOUNT GRAVATT EAST,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,BRACKEN RIDGE,Enforcement Animal Attack
Animal,Attack,Not An Attack,KALINGA,Enforcement Animal Attack
Animal,Dog,Odour,HEATHWOOD,City Safety Assessments Team
Animal,Dog,Odour,HEATHWOOD,Scheduling and Dispatch
Animal,Other Animal,Deer,PULLENVALE,Environmental Management Team
Animal,Dog,Fencing Issues,UPPER MOUNT GRAVATT,City Safety (Animal Management)
Animal,Other Animal,Rabbit,MOUNT CROSBY,Environmental Management Team
Animal,Attack,Not An Attack,BRIDGEMAN DOWNS,Rapid Response Group
Animal,Attack,Not An Attack,WAVELL HEIGHTS,Enforcement Animal Attack
Animal,Other Animal,,CAMP HILL,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,CAMP HILL,Enforcement Animal Attack
Animal,Dog,Unregistered,NUDGEE,City Safety (Animal Management)
Animal,Dog,Fencing Issues,EVERTON PARK,Rapid Response Group
Animal,Cat,Wandering,VIRGINIA,City Safety Assessments Team
Animal,Other Animal,Deer,MOUNT OMMANEY,Environmental Management Team
Animal,Dog,Too Many Animals,ACACIA RIDGE,City Safety (Animal Management)
Animal,Dog,Too Many Animals,ACACIA RIDGE,City Safety (Animal Management)
Animal,Other Animal,Nuisance Animal,KENMORE HILLS,Rapid Response Group
Animal,Attack,Attack On An Animal,BARDON,Enforcement Animal Attack
Animal,Dog,Fencing Issues,SALISBURY,Rapid Response Group
Animal,Attack,Not An Attack,WOOLLOONGABBA,Enforcement Animal Attack
Animal,Dog,Wandering,FOREST LAKE,City Safety (Animal Management)
Animal,Dog,Unregistered,NUDGEE BEACH,City Safety (Animal Management)
Animal,Dog,Wandering,NUDGEE BEACH,City Safety (Animal Management)
Animal,Cat,Wandering,SHERWOOD,City Safety (Animal Management)
Animal,Cat,Wandering,TOOWONG,City Safety (Animal Management)
Animal,Dog,Wandering,BALD HILLS,City Safety (Animal Management)
Animal,Attack,Menacing,BELLBOWRIE,Enforcement Animal Attack
Animal,Attack,Attack On An Animal,BOONDALL,Enforcement Animal Attack
Animal,Dog,Unregistered,EIGHT MILE PLAINS,City Safety (Animal Management)
Animal,Dog,Unregistered,DOOLANDELLA,City Safety (Animal Management)
Animal,Attack,Attack On A Person,MOOROOKA,Enforcement Animal Attack
Animal,Other Animal,Wandering,SALISBURY,City Safety (Animal Management)
Animal,Dog,Too Many Animals,MOGGILL,City Safety (Animal Management)
Animal,Cat,Wandering,ELLEN GROVE,City Safety (Animal Management)
Animal,Dog,,BRIGHTON,City Safety (Animal Management)
Animal,Dog,Wandering,INALA,Scheduling and Dispatch
Animal,Cat Trapping,,CHANDLER,Environmental Management Team
Animal,Dog,Wandering,BRIGHTON,City Safety (Animal Management)
Animal,Dog,Fencing Issues,PADDINGTON,Enforcement Animal Attack
Animal,Cat Trapping,,ASHGROVE,Environmental Management Team
Animal,Dog,Fencing Issues,BRACKEN RIDGE,City Safety (Animal Management)
Animal,Dog,Wandering,CARINA,City Safety (Animal Management)
Animal,Cat,Wandering,ACACIA RIDGE,City Safety Assessments Team
Animal,Dog,Wandering,FERNY GROVE,City Safety (Animal Management)
Animal,Dog,Fencing Issues,STAFFORD HEIGHTS,City Safety (Animal Management)
Animal,Dog,Fencing Issues,TOOWONG,Rapid Response Group
Animal,Attack,Attack On A Person,CHERMSIDE,Enforcement Animal Attack
Animal,Other Animal,Wandering,MILTON,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,STAFFORD,Enforcement Animal Attack
Animal,Dog,Too Many Animals,BOONDALL,City Safety (Animal Management)
Animal,Attack,Menacing,MANLY,Enforcement Animal Attack
Animal,Attack,Attack On An Animal,RUNCORN,Enforcement Animal Attack
Animal,Cat Trapping,,BALD HILLS,Environmental Management Team
Animal,Dog,Fencing Issues,DARRA,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,EVERTON PARK,Scheduling and Dispatch
Animal,Other Animal,Fox,INDOOROOPILLY,Environmental Management Team
Animal,Other Animal,Unregistered,CLAYFIELD,City Safety (Animal Management)
Animal,Cat Trapping,,WYNNUM WEST,Environmental Management Team
Animal,Dog,Fencing Issues,INALA,Rapid Response Group
Animal,Other Animal,Fox,SALISBURY,Environmental Management Team
Animal,Cat,Wandering,HAMILTON,City Safety (Animal Management)
Animal,Other Animal,Nuisance Animal,ASPLEY,Rapid Response Group
Animal,Dog,Defecating In Public,HAWTHORNE,City Safety (Animal Management)
Animal,Dog,Wandering,WEST END,City Safety (Animal Management)
Animal,Dog,Fencing Issues,HEMMANT,City Safety (Animal Management)
Animal,Other Animal,Nuisance Animal,INALA,Rapid Response Group
Animal,Dog,Wandering,ALGESTER,City Safety (Animal Management)
Animal,Attack,Not An Attack,JINDALEE,Enforcement Animal Attack
Animal,Attack,Attack On An Animal,ROCHEDALE,Enforcement Animal Attack
Animal,Dog,Wandering,LOTA,City Safety (Animal Management)
Animal,Dog,Wandering,BULIMBA,City Safety (Animal Management)
Animal,Dog,Unregistered,MURARRIE,City Safety (Animal Management)
Animal,Cat,Wandering,FITZGIBBON,City Safety (Animal Management)
Animal,Dog,Fencing Issues,SEVENTEEN MILE ROCKS,Rapid Response Group
Animal,Other Animal,,CHANDLER,Environmental Management Team
Animal,Other Animal,Nuisance Animal,SANDGATE,Scheduling and Dispatch
Animal,Dog,Odour,WAKERLEY,City Safety Assessments Team
Animal,Dog,Wandering,BARDON,City Safety (Animal Management)
Animal,Cat,Wandering,MURARRIE,City Safety Assessments Team
Animal,Cat,Wandering,BRACKEN RIDGE,City Safety (Animal Management)
Animal,Dog,Wandering,MURARRIE,City Safety (Animal Management)
Animal,Dog,Fencing Issues,BOONDALL,City Safety (Animal Management)
Animal,Attack,Attack On A Person,ASPLEY,Enforcement Animal Attack
Animal,Other Animal,Fox,MOGGILL,Environmental Management Team
Animal,Other Animal,Nuisance Animal,ROCHEDALE,City Safety (Animal Management)
Animal,Other Animal,Feral Pig,SHORNCLIFFE,Environmental Management Team
Animal,Attack,Menacing,UPPER KEDRON,Enforcement Animal Attack
Animal,Attack,Attack On An Animal,CHERMSIDE,Enforcement Animal Attack
Animal,Other Animal,Fox,NUNDAH,Environmental Management Team
Animal,Attack,Not An Attack,DARRA,Rapid Response Group
Animal,Other Animal,Fox,SALISBURY,Environmental Management Team
Animal,Cat,Wandering,FOREST LAKE,City Safety Assessments Team
Animal,Cat,Wandering,MITCHELTON,City Safety Assessments Team
Animal,Dog,Wandering,ACACIA RIDGE,Rapid Response Group
Animal,Attack,Attack On An Animal,FERNY GROVE,Enforcement Animal Attack
Animal,Other Animal,Pest / Feral Animal,HIGHGATE HILL,Rapid Response Group
Animal,Dog,Wandering,BRIDGEMAN DOWNS,City Safety (Animal Management)
Animal,Attack,Menacing,ACACIA RIDGE,Enforcement Animal Attack
Animal,Other Animal,Fox,SPRING HILL,Environmental Management Team
Animal,Cat,Wandering,CLAYFIELD,City Safety Assessments Team
Animal,Cat Trapping,,ASPLEY,Environmental Management Team
Animal,Dog,Wandering,BRACKEN RIDGE,City Safety (Animal Management)
Animal,Dog,Fencing Issues,COORPAROO,Rapid Response Group
Animal,Dog,Wandering,NEWSTEAD,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,BOONDALL,Enforcement Animal Attack
Animal,Dog,Fencing Issues,NUDGEE,Scheduling and Dispatch
Animal,Dog,Wandering,HAWTHORNE,City Safety (Animal Management)
Animal,Dog,Wandering,INALA,City Safety (Animal Management)
Animal,Other Animal,Nuisance Animal,FIG TREE POCKET,City Safety (Animal Management)
Animal,Attack,Attack On A Person,KEDRON,Enforcement Animal Attack
Animal,Dog,Wandering,WYNNUM,City Safety (Animal Management)
Animal,Dog,Wandering,SPRING HILL,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,WISHART,Enforcement Animal Attack
Animal,Dog,Wandering,FIG TREE POCKET,Scheduling and Dispatch
Animal,Dog,Wandering,FIG TREE POCKET,Scheduling and Dispatch
Animal,Attack,,HOLLAND PARK,Enforcement Animal Attack
Animal,Cat,Wandering,SANDGATE,City Safety (Animal Management)
Animal,Cat,Wandering,TOOWONG,City Safety (Animal Management)
Animal,Cat,Wandering,BROOKFIELD,City Safety (Animal Management)
Animal,Cat,Wandering,WYNNUM WEST,City Safety (Animal Management)
Animal,Other Animal,Unregistered,KENMORE HILLS,City Safety (Animal Management)
Animal,Attack,Menacing,INALA,Enforcement Animal Attack
Animal,Dog,Fencing Issues,WYNNUM WEST,Rapid Response Group
Animal,Other Animal,Fox,MORNINGSIDE,Environmental Management Team
Animal,Attack,Attack On A Person,TOOWONG,Enforcement Animal Attack
Animal,Cat,Wandering,FITZGIBBON,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,CLAYFIELD,Enforcement Animal Attack
Animal,Other Animal,Nuisance Animal,BANYO,Rapid Response Group
Animal,Attack,Attack On An Animal,WISHART,Enforcement Animal Attack
Animal,Other Animal,Feral Pig,SANDGATE,Environmental Management Team
Animal,Other Animal,Fox,MOOROOKA,Environmental Management Team
Animal,Other Animal,Deer,BROOKFIELD,Environmental Management Team
Animal,Cat Trapping,,WYNNUM WEST,Environmental Management Team
