crl.tot,dollar,bang,money,n000,make,yesno
40,0,0.202,0,0,0,y
149,0,0.29,0,0,0,y
36,0,1.169,0,0,0,y
80,0,0.653,0,0,0,y
189,0,0.348,1.4,0.35,0.7,y
87,0,1.443,0,0,0,y
78,0,0.361,0,0,0,y
137,0,0.416,0,0,0,y
36,0,1.524,0,0,0,y
1643,0.164,0.413,0.6,0.44,0.32,y
76,0,0.407,0,0,0,y
341,0.221,0.554,0.28,0,0.28,y
1148,0.059,0.374,0.38,0,0.09,y
190,0.302,0,0,0.2,0,y
1144,0.147,0.294,0,0,0,y
160,0.121,0.609,0.38,1.16,0,y
158,0.29,0,0.32,0.98,0,y
195,0,3.907,0,0.87,0,y
1133,0.056,0.352,0.4,0,0.1,y
617,0.131,0.149,0.8,0.05,0.35,y
1365,0.154,0.417,0.19,0.59,0,y
89,0,0.829,0,0.61,0.61,y
59,0.291,0.145,0,0,0,y
16,0,0.328,0,0,0,y
981,0.261,0.358,0.34,0.08,0,y
1214,0.067,0.308,0.17,0.17,0.17,y
359,0.029,0.234,0.53,0,0.71,y
543,0.037,1.045,0,0,0,y
40,0,1.094,4.16,0,0,y
506,0,0.033,0,0,0,y
578,0.496,0.451,0.54,0.27,0.27,y
333,0.232,0,0.08,1.14,0.16,y
55,0.208,0,1.29,0,0,y
15841,0,0,0,0,0.19,y
303,0.015,0.045,1.36,0.09,0.19,y
31,1.219,0,0,0,0,y
65,0.062,0.312,0,0,0,y
473,0.481,1.765,0,0,0.86,y
107,0.182,0.365,0,0,0,y
899,0,0.124,0,0,0.76,y
319,0.388,0.485,0,0.94,0,y
97,0.255,0.767,0,0,0,y
135,0,0.046,0,0,0.52,y
217,0.23,1.306,0,1.42,0.47,y
242,0.306,0.536,0,0.47,0,y
183,0.239,1.118,0,1.48,0.49,y
93,0.787,1.181,0,1.19,0,y
36,0.267,0.802,0,0,1.63,y
539,0.058,0.019,0.16,0.21,0.27,y
69,0,0,0,0,0.33,y
666,0.151,1.289,0,0,0.23,y
72,0.212,0,0,0,0,y
419,0.058,0.117,0,0.35,0,y
139,0,0,0,0,0,y
375,0,0.502,0,0,0,y
124,0.361,1.566,0,0.8,0.8,y
104,0,0,0,0,0,y
305,0,0.709,0,0,0,y
77,0,0,0,0,0,y
107,0.222,1.777,0,0,0,y
218,0.218,0.218,0,1.44,0.28,y
616,0,0.031,0,0,0,y
69,0.213,0.426,0,0,0,y
781,0.143,0.458,0.33,0,0.16,y
261,0,0.199,0,0.41,0,y
94,0.17,0.17,0,0,0,y
17,0,0,0,0,0,y
66,0.212,0.424,0,0,0,y
966,0.312,0.768,0.7,0.07,0.49,y
94,0.17,0.17,0,0,0,y
160,0,1.351,0,0,0,y
85,0,1.413,0,0,0,y
180,0,2.412,0,0,0,y
721,0.05,0.252,0.33,0.49,0,y
387,0,0.495,0,0,0,y
109,0.136,0,0,0,0,y
126,0,0.398,0,0,0.63,y
45,6.003,0,0,1.12,0,y
61,0.208,0.417,0,0,0,y
801,0.067,0.698,0.3,0,0.15,y
16,0,0,0,0,0,y
165,0.027,0.622,0.32,0,0.16,y
16,0,0,0,0,0,y
46,0,0.326,0,0,0,y
3498,0.165,0.639,0.84,0.34,0.87,y
49,0,0,0,0,0,y
121,0.273,0.91,0,0.56,0.56,y
264,0.023,0,0.07,0,0.07,y
180,0.26,1.216,0,1.62,0.54,y
186,0,1.36,0,0,0,y
41,0,0.067,0.41,0,0.41,y
217,0.024,0.558,0.29,0,0.14,y
1244,0.21,0.105,0,1.48,0,y
575,0.014,0.098,0.08,0.34,0.17,y
798,0.224,0.775,1.11,0.11,0.22,y
297,0,0.197,0,0,0.58,y
2288,0.186,0.262,0.32,0,0.26,y
153,0.15,1.131,0.44,0,0.44,y
179,0,0.942,0.43,0,0.43,y
38,0,1.554,0,0,0,y
10,0,0,0,0,0,y
63,0.215,0,0,0,0,y
191,0,1.212,0,0,0,y
566,0,0.326,0.52,0,0.52,y
159,0.075,0.05,0,0.16,0.32,y
72,0,0,0,0,0,y
190,0.135,0.067,0,0.78,0.58,y
48,0,0.211,0,0,0,y
23,0,0,0,0,0,y
82,0,0.952,0,0,0,y
94,0,0.74,0,0,0,y
162,0,0,0,0,0,y
72,0,1.405,0,0,0,y
1590,0.592,0.435,1.08,0.31,0.5,y
771,0,0.591,0,0,0.09,y
329,0.598,2.395,1.07,1.07,0,y
530,0,0.199,0,0,0,y
158,0.295,0.073,0,0,0,y
287,0,1.232,0,0,0,y
530,0,0.199,0,0,0,y
57,0,0.963,0,0,0,y
921,0.191,0.438,0.77,1.35,0.77,y
243,0.083,0.166,0,0,0,y
1345,0.211,0.225,0.08,0.79,0.17,y
468,0.068,0,0.26,0,0.13,y
134,0,0,0,0,0,y
29,0,0.675,0,0,0,y
363,0.075,1.285,0,0,0,y
190,0.135,0.067,0,0.78,0.58,y
112,0.105,0,0,0,0,y
104,0,0.238,0,0,0,y
80,0.35,0,0.38,0.76,0,y
311,0,0.356,0,0,0.99,y
125,0.698,2.295,0.52,1.05,0.52,y
196,0.03,0.36,0.32,0,0.08,y
21,0,0.147,0,0,0,y
150,0,0.881,5.98,0,0.85,y
921,0.191,0.438,0.77,1.34,0.77,y
87,0,3.768,0,1.85,0,y
129,0,0,0,0,0,y
1500,0.152,0.37,0.6,0.36,0.32,y
524,0.045,1.147,0,0.28,0.28,y
185,0.716,0.102,0.6,0,0,y
771,0,0.591,0,0,0.09,y
1484,1.269,0.031,0,0,0,y
640,0.121,0.145,0.74,0.04,0.32,y
216,0.05,0.381,0.28,0.14,0.14,y
219,0.05,0.379,0.27,0.13,0.13,y
508,0.086,0,0,0,0.34,y
921,0.191,0.438,0.77,1.35,0.77,y
1613,0.139,0.334,0.76,0.29,0.4,y
185,0.72,0.102,0.6,0,0,y
922,0.191,0.437,0.77,1.34,0.77,y
240,0.116,0.116,0,0.64,0.32,y
208,0.196,0.056,0,0,0,y
127,0,1.627,0,0,0,y
921,0.191,0.438,0.77,1.35,0.77,y
898,0.215,1.003,0.29,0.73,0.14,y
898,0.215,1.004,0.29,0.73,0.14,y
170,0.027,0,0,0,0,y
228,0,0,0,0,0,y
145,0,0,0,0,0,y
504,0,0.016,0,0,0,y
93,0,0.293,0.59,0,0,y
921,0.191,0.438,0.77,1.34,0.77,y
1123,0.056,0.709,0.43,0.08,0.43,y
125,0,0,0,0,0,y
313,0.133,0.535,0.85,0,0.85,y
95,0,0,0,0,0,y
160,0.12,0.601,0.38,1.16,0,y
80,0,0.986,0,0,0,y
1444,0.064,0.364,0,0.13,0,y
3498,0.165,0.638,0.84,0.34,0.87,y
533,0.128,0.472,0,0.27,0,y
129,0.052,0.105,1.2,0,0.4,y
10,0,3.076,9.09,0,4.54,y
122,0.932,0.699,0,0,0,y
106,0,0,0,0,0,y
137,0,0.403,0,0,0,y
608,0.197,0.474,0.27,0.13,0.4,y
481,0,0,0,0,0,y
492,0,0,0,0,0,y
505,0,0,0,0,0,y
814,0.222,0.412,0.29,0.09,0.19,y
3498,0.165,0.639,0.84,0.34,0.87,y
34,0.862,0,0,0,0,y
51,0,0,0,0,0,y
303,0.18,0.432,0,0,0.21,y
352,0,0.606,0,0,0,y
728,0.114,0.659,0.22,0,0.22,y
53,0,0,0,0,0,y
45,0,0,0,0,0,y
728,0.114,0.659,0.22,0,0.22,y
1609,0.609,0.05,0,0.21,0.1,y
110,0,0,0,0,0,y
133,0.149,0.298,0,1.31,0.43,y
1123,0.056,0.709,0.43,0.08,0.43,y
196,0,0.353,1.41,0.35,0.7,y
3303,0.42,0.345,0.56,0.31,0.43,y
990,0,0.061,0,0,0,y
746,0.234,0.234,0.12,0.48,0,y
617,0.131,0.149,0.8,0.05,0.35,y
184,0.16,0.64,0,0,0,y
100,0,0,0,0,0,y
137,0.41,0.82,0,0.45,0,y
353,0.794,0.855,0.4,4.01,0.4,y
3214,0.065,0.006,0.17,0.1,0.1,y
2062,0.109,0.522,0.28,0.46,0.14,y
379,0,0,0,0,0,y
897,0.378,0.523,0.5,0,0.33,y
158,0.29,0,0.32,0.98,0,y
67,0,0.193,0,0,0,y
532,0.084,0.028,0,0,0.33,y
292,0,0,0,0,0,y
186,0.095,1.429,0,0,0,y
461,0.291,1.021,0.24,0,0,y
168,0.228,0.228,0,0,0,y
186,0.025,0.615,0.3,0,0.15,y
3525,0.145,0.538,0.34,0.39,0.13,y
99,0,0,0,0,0,y
126,0,0,0,0,0,y
47,0.302,0.151,0,0,0,y
161,0,0,0,0,0,y
712,0.255,0.751,1.14,0.49,0.98,y
400,0.229,0.919,0.22,0.45,0,y
32,0,0.309,0,0,0,y
1575,0.265,0.449,0.26,0.39,0.26,y
979,0.261,0.358,0.34,0.08,0,y
469,0,0.764,0.43,0,0.14,y
981,0.261,0.358,0.34,0.08,0,y
886,0,0.555,0.26,0.53,0,y
49,0,0.192,0,0,0,y
92,0,0,0,0,0,y
253,0.061,0.493,0,0,0,y
95,0,5.555,0,0,0,y
162,0,0,0,0,0,y
755,1.284,5.803,0.09,0,0.09,y
352,0.364,0.273,0.55,0.55,0,y
1360,0.104,0.733,0.46,0.58,0.58,y
208,0.029,0,0,0,0,y
42,0,0,0,0,0,y
111,0.077,0.544,0,0,0.49,y
33,0,0,0,0,0,y
247,0.085,0,0.29,0,0,y
396,0,1.385,0.28,0,0,y
7,0,0,0,0,0,y
713,0.255,0.845,1.14,0.49,1.06,y
966,0.254,0.353,0.35,0.08,0,y
701,0.256,0.736,1.14,0.49,0.98,y
1360,0.104,0.733,0.46,0.58,0.58,y
78,0,0,0,0,0,y
255,0,0,0,0,0.41,y
13,0,0,0,0,0,y
968,0.254,0.353,0.35,0.08,0,y
118,0,0,0,0,0,y
153,0,0,0,0,0,y
186,0,0,0,0,0,y
768,1.308,5.828,0.09,0,0.09,y
1163,0.266,0.319,0.29,0.58,0.36,y
240,0,0,0,0,0,y
45,0.291,0.145,0,0,0,y
1449,0.421,0.441,0.34,0.56,0.17,y
61,0,0,0,0,0,y
929,0.25,0.444,0.26,0.08,0,y
43,0.465,0.232,0,0,0,y
237,0.206,0.412,0,0.6,0,y
106,0,0,0,0,0,y
241,0,0,0,0,0,y
208,0,0.037,0,0,0,y
112,0.11,0,0,0,0,y
112,0.111,0,0,0,0,y
26,0,0.11,0,0,0.7,y
384,0.106,0.996,0,0,0.2,y
41,0.271,0.543,0,1.44,0,y
603,0,0.034,0,0,0,y
84,0,0,0,0,0,y
447,0.265,0,0.49,0,0,y
2379,0.529,0.433,0.59,0.48,0.4,y
79,0,0.757,0,0,0,y
115,0,1.44,0,0,0,y
78,0,0.785,0,0,0,y
113,0,1.461,0,0,0,y
1043,0.397,1.01,0.3,0,0.1,y
186,0.025,0.615,0.3,0,0.15,y
82,0,1.55,0,0,0,y
118,0,1.765,0,0,0,y
239,0,0.694,0,0.47,0,y
877,0.233,0.404,0.29,0.09,0.19,y
41,0.271,0.542,0,1.44,0,y
72,0,0.896,0,0,0,y
27,0,0,0,0,0,y
56,0,0,0,0,0,y
181,0,0.518,0,0,0,y
108,0,0,0,0,0,y
19,0,1.149,0,0,0,y
196,0,0.638,0,0.55,0.27,y
31,0,0,0,0,0,y
211,0,0.225,0,0,0,y
10062,1.785,1.542,0,0,0,y
1042,0.396,0.975,0.3,0,0.1,y
565,0.258,1.466,0,0,0,y
153,0.207,0.552,1.61,0,0,y
183,0.067,0.067,0,0,0.22,y
700,0.183,0,0.3,0,0.07,y
446,0.267,0,0.5,0,0,y
742,0.303,0.212,0,3.62,0.19,y
93,0.223,0.223,0.74,0,0,y
4,0,0,0,0,0,y
1339,0.242,0.256,0.17,0.95,0.17,y
717,0.467,0.175,0.48,0,0.96,y
93,0,0.305,0,0,0,y
756,1.309,5.831,0.09,0,0.09,y
95,0,0.309,0,0,0,y
143,0.06,0.241,0,0,0,y
1466,0.228,0.241,0.16,0.9,0.16,y
99,0,2.152,0,0,0,y
727,0.43,0.43,0.48,4.32,0,y
1478,0.134,0.43,0.18,0.55,0,y
97,0,0.124,0.4,0,0,y
30,0,0,0,0,0,y
28,0,0,0,0,0,y
501,0.128,0.96,0.43,0,0,y
69,0,2.354,0,0,0,y
164,0.979,0.445,0.5,0.5,0,y
344,0.093,1.029,0,0,0.27,y
3498,0.165,0.639,0.84,0.34,0.87,y
147,0,1.363,0,0,0,y
186,0,0,0,0,0.71,y
858,0.104,0.156,0,0,0.33,y
1603,0.075,0.263,0.21,0.21,0.42,y
225,0.536,1.431,1.01,1.51,0,y
53,0.154,0.928,0,0.86,0.86,y
319,0.015,0.094,0.08,0,0.25,y
344,0.093,1.023,0,0,0.27,y
150,0,0,0,0,0,y
52,0,0.297,0,0,0,y
1351,0.157,0.488,0.1,0.6,0.1,y
318,0,0.095,0.41,0.52,0.2,y
177,0.928,0.433,0,1.47,0,y
608,0,0.123,0,0,0.15,y
133,0.164,2.306,0.93,0,0.93,y
430,0.133,1.103,0.45,0,0,y
1118,0.141,0.329,0.54,0,0,y
325,0.088,0.661,0.38,0,0.76,y
79,0.207,0.207,0,0,0,y
63,0.116,1.16,0,0,0,y
79,0.207,0.207,0,0,0,y
78,0,3.588,0,0,0,y
55,0.429,0.6,0,0,0,y
168,0.049,0,0,0.29,0,y
96,0.238,0.238,0.68,0.68,0,y
1351,0.157,0.488,0.1,0.6,0.1,y
227,0.23,0.057,0,2,0,y
182,0,0,0,0,0,y
74,0.192,0.64,0.79,1.18,0.39,y
258,0,0.51,0.38,0,0,y
101,0,0.082,0,0,0,y
1003,0.032,0.887,0.1,0,0,y
5902,0.022,0.022,0,0,0,n
26,0,0.149,0,0,0,n
3,0,0,0,0,0,n
65,0,0.262,0,0,0,n
1866,0,0,0,0,0,n
35,0,0,0,0,0,n
150,0,0,0,0,0,n
1,0,0,0,0,0,n
28,0,0.393,0,0,0,n
16,0,0.729,0,0,0,n
791,0,0.149,0,0,0,n
83,0,0,0,0,0.9,n
26,0,0,0,0,0,n
709,0.032,0,0,0,0.08,n
27,0,0,0,0,0,n
50,0,0,0,0,0,n
16,0,0.546,0,0,0,n
122,0,0.115,0,0,0,n
28,0,0,0,0,0,n
13,0,0.375,0,0,0,n
113,0,0,0,0,0,n
114,0,0.282,0,0,0,n
843,0.026,0.044,0.42,0.06,0.18,n
12,0,0,0,0,0,n
45,0,0,0,0,0,n
8,0,0,0,0,0,n
21,0,0,0,0,0,n
7,0,1.315,0,0,0,n
72,0,0,0,0,0,n
49,0,0.313,0,0,0,n
20,0,0,0,0,0,n
89,0,0,0,0,0,n
23,0,0,0,0,0,n
123,0,0,0,0,0,n
1995,0,0.033,0,0,0.08,n
25,0,0,0,0,0,n
433,0.071,0,0,0,0,n
20,0,0,0,0,0,n
723,0,0.161,0,0,0,n
16,0,0.684,0,0,0,n
11,0,0.211,0,0,0,n
147,0,0.068,0,0,0,n
41,0,0,0,0,0,n
242,0,0.072,0,0,0.29,n
158,0,0.045,0,0,0.26,n
68,0,0.301,0,0,0,n
11,0,0,0,0,0,n
11,0,0,0,0,0,n
14,0,0.613,0,0,0,n
8,0,3.048,0,0,0,n
90,0,0,0,0,0,n
21,0,0,0,0,0,n
19,0,0.725,0,0,0,n
535,0.031,0,0,0,0.11,n
107,0,0.048,0,0,0.67,n
2078,0.006,0,0,0,0.02,n
66,0,0.08,0,0,0.51,n
71,0,0.061,0,0,0,n
423,0.027,0,0,0,0,n
683,0,0.117,0,0,0,n
130,0,0.123,0,0,0,n
10,0,0,0,0,0,n
1064,0,0,0,0,0,n
40,0,0.091,0,0,0,n
39,0,0,0,0,0,n
27,0,0.24,0,0,0,n
97,0,0,0,0,0.3,n
27,0,0.218,0,0,0,n
24,0,0,0,0,0,n
26,0,0,0,0,0,n
59,0.103,0.31,0,0,0,n
617,0.085,0,0,0,0,n
693,0,0,0,0,0,n
220,0.033,0,0,0,0.07,n
11,0,1.886,0,0,0,n
112,0.08,0,0,0,0,n
4,0,0,0,0,0,n
68,0,0,0,0,0,n
357,0,0,0,0,0,n
120,0,0,0,0,0,n
329,0,0,0,0,0,n
971,0,0.042,0,0,0.11,n
496,0,0,0,0,0,n
566,0,0.052,0,0,0,n
164,0,0,0,0,0,n
56,0,0,0,0,0,n
11,0,0,0,0,0,n
4,0,0,0,0,0,n
496,0,0,0,0,0,n
11,0,0,0,0,0,n
115,0,0,0,0,0,n
137,0,0,0,0,0,n
654,0,0.02,0,0,0,n
15,0,0,0,0,0,n
68,0,0,0,0,0,n
24,0,0,0,0,0,n
168,0,0,0,0,0,n
94,0,0,0,0,0.31,n
185,0,0.074,0,0,0,n
138,0,0,0,0,0.32,n
11,0,0,0,0,0,n
1026,0,0.073,0,0.05,0.15,n
16,0,0,0,0,0,n
166,0,0,0,0,0,n
2954,0.005,0.008,0,0.01,0.07,n
1655,0.012,0,0.08,0,0.16,n
22,0,0.17,0,0,1,n
77,0,0,0,0,0,n
206,0,0,0,0,0,n
27,0,0.239,0,0,0,n
29,0,0,0,0,0,n
142,0.121,0.202,0.69,0,0.23,n
15,0,0,0,0,0,n
84,0,0,0,0,0,n
35,0,0,0,0,0,n
71,0,0.148,0,0,0,n
53,0,0,0,0,0,n
76,0,0,0,0,0,n
129,0.313,0.313,0,0,0,n
72,0,0,0,0,0,n
536,0,0,0,0,0,n
158,0,0.125,0,0,0,n
98,0,0.045,0,0,0,n
875,0.016,0,0,0,0.05,n
110,0,0.372,0,0,0,n
146,0,0.413,0,0,0.25,n
24,0,0.214,0,0,0,n
45,0,0.448,0,0,0,n
15,0,1.234,0,0,0,n
59,0,0,0,0,0,n
45,0,0.165,0,0,0,n
6,0,0,0,0,0,n
81,0,0,0,0,0,n
92,0,0,0.42,0,0,n
30,0,0,0,0,0,n
17,0,0,0,0,0,n
16,0,0.724,0,0,0,n
378,0,0,0,0,0,n
462,0,0,0,0,0,n
446,0.052,0,0,0.13,0,n
38,0,0,0,0,0.62,n
74,0,0,0,0,0.67,n
69,0,0.151,0,0,0.42,n
59,0,0,0,0,0,n
88,0,0,0,0,0,n
46,0,0.167,0,0,0,n
47,0,0,0,0,0,n
104,0,0,0,0,0,n
836,0.028,0.047,0,0,0.06,n
34,0,0,0,0,0,n
388,0,0.03,0,0,0,n
31,0,0,0,0,0,n
4,0,0,0,0,0,n
12,0,0,0,0,0,n
66,0,0,0,0,0,n
93,0,0,0,0,0,n
693,0,0.134,0,0,0.22,n
15,0,0.161,0,0,0,n
60,0.094,0.284,0,0,0,n
481,0.036,0,0,0,0.13,n
1583,0.011,0,0,0,0.08,n
156,0,0,0,0,0,n
1463,0.013,0,0,0,0.09,n
25,0,0,0,0,1.14,n
24,0,0,0,0,0,n
562,0.013,0,0,0.1,0.2,n
195,0,0,0,0,0,n
60,0,0,0,0,0,n
129,0,0.37,0,0,0.81,n
35,0,0,0,0,0,n
517,0,0,0,0,0.54,n
32,0,0.111,0,0,0.56,n
123,0.126,0.063,0.72,0,0.36,n
12,0,0,0,0,0,n
20,0,0,0,0,0,n
675,0,0,0,0,0.27,n
13,0,0,0,0,0,n
167,0,0,0,0,0.84,n
9,0,0,0,0,0,n
44,0,0,0,0,0,n
187,0.365,0,0,0,0,n
36,0,0.176,0,0,1.02,n
104,0,0,0,0,0,n
12,0,0,0,0,0,n
79,0,0.127,0,0,0,n
14,0,0,0,0,0,n
143,0,0,0,0,0,n
55,0,0.179,0,0,0,n
17,0,0,0,0,0,n
65,0.142,0,0,0,0,n
8,0,0,0,0,0,n
86,0,0.065,0,0,0.46,n
146,0,0,0,0,0,n
161,0,0,0,0,0,n
216,0,0,0,0,0,n
31,0,0,0,0,0.85,n
158,0,0,0,0,0,n
141,0,0,0,0,0.39,n
43,0,0.141,0,0,0,n
183,0,0,0.58,0,0,n
194,0,0,0,0,0,n
1506,0,0,0,0,0,n
305,0,0,0,0,0.3,n
611,0,0.376,0,0,0,n
142,0,0,0,0,0,n
167,0,0,0,0,0,n
36,0,0,0,0,0,n
95,0,0,0,0,0,n
196,0.129,0,0,0,0,n
15,0,0,0,0,0,n
84,0,0,0,0,0.35,n
19,0,0,0,0,0,n
15,0,0,0,0,0,n
162,0,0,0,0,0,n
172,0,0,0,0,0.36,n
82,0,0,0,0,0,n
16,0,0,0,0,0,n
75,0,0,0,0,0,n
6,0,0,0,0,0,n
88,0,0,0,0,0,n
72,0,0,0,0,0,n
21,0,0,0,0,0,n
207,0,0,0,0,0,n
236,0,0,0,0,0,n
39,0,0.144,0,0,0,n
145,0,0,0,0,0,n
413,0.141,0,0,0,0,n
159,0,0,0,0,0,n
82,0,0,0,0,0,n
24,0,0,0,0,0,n
527,0.015,0,0,0,0.1,n
128,0,0,0,0,0,n
129,0,0,0,0,0.9,n
68,0,0,0,0,1.19,n
85,0,0,0,0,0,n
262,0,0,0,0,0,n
62,0,0.318,0,0,0,n
148,0,0,0,0,0,n
6,0,0,0,0,0,n
63,0,0.176,0,0,1.11,n
36,0,0,0,0,0,n
8,0,0.383,0,0,0,n
5,0,0,0,0,0,n
248,0.05,0.05,0,0,0,n
308,0,0,0,0,0.2,n
13,0,0,0,0,0,n
71,0,0,0,0,0,n
876,0.047,0.023,0,0,0,n
413,0.141,0,0,0,0,n
250,0,0,0,0,0.34,n
293,0,0,0,0,0,n
16,0,0,0,0,0,n
10,0,0,0,0,0,n
86,0,0,0,0,0,n
286,0,0,0,0,0,n
13,0,0.74,0,0,0,n
20,0,0,0,0,0,n
11,0,0,0,0,0,n
86,0,0,0,0,0.66,n
110,0,0,0,0,0,n
244,0.055,0.055,0,0,0,n
44,0,0.26,0,0,0,n
19,0,0,0,0,0,n
57,0,0.374,0,0,0,n
49,0,0.213,0,0,2.77,n
26,0,0,0,0,0,n
43,0,0,0,0,0,n
605,0.038,0.051,0,0.25,0,n
61,0,0,0,0,1.05,n
174,0,0,0,0,0,n
85,0,0.045,0,0,0,n
24,0,0.139,0,0,0,n
19,0,0.552,0,0,0,n
172,0,0,0,0,0,n
139,0.075,0.075,0,0,0,n
213,0,0,0,0,0.35,n
5,0,0,0,0,0,n
22,0,0,0,0,0.68,n
85,0,0.107,0,0,0,n
39,0,0,0,0,0,n
19,0,0,0,0,0,n
9,0,0,0,0,0,n
758,0,0.02,0,0,0,n
134,0,0.051,0,0,0.33,n
935,0,0,0,0,0,n
263,0,0,0,0,0,n
43,0,0,0,0,0,n
5,0,0,0,0,0,n
480,0,0.026,0,0,0,n
557,0,0,0,0,0,n
155,0,0,0,0,0,n
20,0,0.5,0,0,0,n
26,0,0,0,0,0,n
69,0,0,0,0,0,n
69,0,0,0,0,0,n
38,0,0,0,0,0,n
7,0,0,0,0,0,n
666,0,0.09,0,0,0,n
5,0,0,0,0,0,n
13,0,0,0,0,0,n
16,0,1.458,0,0,0,n
2026,0,0,0,0,0.08,n
726,0.026,0,0,0,0.09,n
510,0.1,0,0.09,0.36,0,n
1150,0.015,0,0,0,0.05,n
1116,0.163,0,0,0,0,n
618,0,0.078,0,0,0,n
162,0,0,0,0,0,n
347,0.072,0.072,0,0,0.67,n
364,0.076,0.076,0,0.33,0,n
14,0,0,0,0,0,n
353,0,0.026,0,0,0.53,n
5,0,0,0,0,0,n
55,0,0,0,0,0,n
243,0.01,0,0,0,0.29,n
75,0,0,0,0,0,n
78,0,0.294,0,0,0,n
44,0,0.041,0,0,0.26,n
120,0,0.044,0,0,0.6,n
47,0,0.285,0,0,0,n
347,0,0,0,0,0,n
63,0,0,0,0,0,n
39,0,0,0,0,0,n
133,0,0,0,0,0,n
45,0,0.251,0,0,0,n
17,0,0,0,0,1.04,n
45,0,0,0,0,0,n
17,0,0,0,0,0,n
1399,0,0,0,0,0,n
262,0,0,0,0,0,n
182,0,0.123,0,0,0,n
77,0,0,0,0,0,n
8,0,0,0,0,0,n
10,0,0,0,0,0,n
76,0.136,0,0,0,0,n
4,0,0,0,0,0,n
88,0,0,0,0,0,n
48,0,0,0,0,0,n
16,0,0,0,0,0,n
10,0,0,0,0,0,n
68,0,0,0,0,0,n
192,0,0,0,0,0.09,n
51,0,0,0,0,0,n
5,0,0,0,0,0,n
34,0,1.798,0,0,0,n
150,0,0,0,0,0,n
436,0.023,0,0,0,0.08,n
21,0,0,0,0,0,n
52,0,0,0,0,0,n
53,0,0,0,0,0,n
259,0,0,0,0,0,n
881,0.028,0,0,0,0.07,n
37,0,0,0,0,0,n
338,0,0,0,0,0,n
47,0,0.225,0,0,0.9,n
27,0,0,0,0,0,n
60,0,0.432,0,0,0,n
1620,0,0,0,0,0,n
186,0,0,0,0,0,n
87,0,0.102,0,0,0,n
68,0,0.116,0,0,0,n
111,0,0,0,0,0,n
749,0,0.063,0,0,0.22,n
7,0,0,0,0,0,n
1263,0.051,0.044,0,0.08,0,n
622,0,0.069,0,0,0,n
92,0,0,0,0,0,n
22,0,0,0,0,0,n
51,0,0.145,0,0,0,n
167,0,0.102,0,0,0,n
180,0,0.044,0,0,0,n
11,0,0,0,0,0,n
3027,0,0.002,0,0.01,0.01,n
142,0,0,0,0,0,n
3,0,0,0,0,0,n
90,0,0.087,0,0,0,n
680,0,0,0,0,0,n
1,0,0,0,0,0,n
17,0,0,0,0,0,n
55,0,0.25,0,0,0,n
7,0,0,0,0,0,n
110,0,0,0,0,0,n
16,0,0,0,0,0,n
36,0,0.262,0,0,0,n
25,0,0,0,0,0,n
4,0,0,0,0,0,n
74,0,0,0,0,0,n
81,0,0,0,0,0,n
76,0,0,0,0,0,n
39,0,0,0,0,0,n
11,0,0,0,0,0,n
151,0,0.309,0,0,1.04,n
127,0,0.104,0,0,0,n
27,0,0,0,0,0,n
3,0,0,0,0,0,n
348,0,0,0,0,0,n
6,0,0,0,0,0,n
4,0,0,0,0,0,n
593,0,0,0,0,0,n
109,0,0,0,0,0,n
86,0,0,0,0,0,n
24,0,0.103,0,0,0,n
11,0,0,0,0,2.77,n
13,0,0,0,0,0,n
9,0,0,0,0,0,n
121,0,0.239,0,0,0,n
517,0,0,0,0,0,n
26,0,1.123,0,0,0,n
147,0,0.138,0,0,0.48,n
4,0,0,0,0,0,n
187,0,0,0,0,0,n
344,0,0,0,0,0.43,n
62,0,0,0,0,0,n
78,0.124,0,0,0,0.42,n
508,0.078,0,0,0.11,0,n
44,0,0,0,0,0,n
246,0,0,0,0,0.39,n
415,0,0,0,0,0,n
92,0,0,0,0,0,n
75,0,0,0,0,0,n
55,0,0,0,0,0,n
61,0,0.203,0,0,0,n
18,0,0,0,0,0,n
35,0,0,0,0,0,n
386,0,0,0,0,0,n
14,0,2.272,0,0,0,n
322,0,0,0,0,0,n
59,0,0,0,0,0,n
79,0.058,0,0,0,0,n
56,0,0.286,0,0,0,n
53,0,0.147,0,0,0,n
294,0,0,0,0,0,n
51,0,0.277,0,0,0,n
219,0,0,0,0,0,n
250,0,0,0,0,0,n
2,0,0,0,0,0,n
42,0,0,0,0,0,n
17,0,0,0,0,0,n
481,0.026,0,0,0.29,0.09,n
203,0.033,0.033,0,0,0.44,n
55,0,0,0,0,0,n
5,0,0,0,0,0,n
593,0,0.068,0,0.09,0,n
59,0,0.055,0,0,0,n
87,0,0.486,0,0,0,n
24,0,0,0,0,0.76,n
224,0.146,0.073,0,0,0,n
27,0,0,0,0,0,n
387,0.029,0.029,0,0,0.37,n
1134,0.03,0.053,0,0.05,0.17,n
46,0,0,0,0,0,n
122,0,0,0,0,0,n
80,0,0,0,0,0,n
35,0,0.331,0,0,0,n
43,0,0,0,0,0,n
64,0,0,0,0,0,n
204,0,0,0,0,0,n
30,0,0,0,0,0,n
57,0,0,0,0,0,n
59,0,0,0,0,0,n
4,0,0,0,0,0,n
80,0,0,0,0,0,n
9,0,0,0,0,0,n
393,0.052,0,0,0,0,n
373,0,0,0,0,0,n
53,0,0,0,0,2,n
43,0,0.149,0,0,0,n
11,0,0,0,0,0,n
125,0,0,0,0,0,n
