Entity,Code,Year,LifeExpectancy0,LifeExpectancy10,LifeExpectancy25,LifeExpectancy45,LifeExpectancy65,LifeExpectancy80
"Less developed regions, excluding China",NA,1986,58.0727,67.5078,69.3582,72.5064,78.0402,85.958
"Less developed regions, excluding China",NA,1987,58.4791,67.6325,69.475204,72.6094,78.104004,85.9896
"Less developed regions, excluding China",NA,1988,58.6052,67.694305,69.5306,72.645996,78.1294,86.0075
"Less developed regions, excluding China",NA,1989,59.2737,68.0384,69.8044,72.8138,78.2219,86.0433
"Less developed regions, excluding China",NA,1990,59.5398,68.1358,69.8967,72.8966,78.2835,86.0763
"Less developed regions, excluding China",NA,1991,59.7154,68.2425,69.9954,72.9702,78.3409,86.1105
"Less developed regions, excluding China",NA,1992,60.0337,68.3607,70.0944,73.0618,78.4048,86.1437
"Less developed regions, excluding China",NA,1993,60.3623,68.4702,70.1873,73.1458,78.4689,86.1843
"Less developed regions, excluding China",NA,1994,60.3318,68.243805,70.0238,73.1306,78.5115,86.2183
"Less developed regions, excluding China",NA,1995,60.9079,68.7121,70.379105,73.2944,78.5857,86.2551
"Less developed regions, excluding China",NA,1996,61.1326,68.7823,70.4427,73.3734,78.651596,86.3029
"Less developed regions, excluding China",NA,1997,61.481,68.962204,70.603,73.5259,78.763,86.3646
"Less developed regions, excluding China",NA,1998,61.6547,69.0178,70.6779,73.643,78.8595,86.4192
"Less developed regions, excluding China",NA,1999,62.2149,69.313995,70.9146,73.8348,78.9832,86.4766
"Less developed regions, excluding China",NA,2000,62.6002,69.484695,71.048004,73.9367,79.0392,86.4927
"Less developed regions, excluding China",NA,2001,62.9321,69.6086,71.1548,74.042496,79.1087,86.5212
"Less developed regions, excluding China",NA,2002,63.315,69.7935,71.3132,74.1694,79.1807,86.5477
"Less developed regions, excluding China",NA,2003,63.6923,69.9509,71.442795,74.2741,79.2328,86.5461
"Less developed regions, excluding China",NA,2004,63.9489,70.0428,71.5328,74.3547,79.2865,86.5676
"Less developed regions, excluding China",NA,2005,64.4419,70.316895,71.7603,74.5068,79.3563,86.5823
"Less developed regions, excluding China",NA,2006,64.8884,70.548996,71.947,74.633896,79.4194,86.5998
"Less developed regions, excluding China",NA,2007,65.2284,70.692795,72.063,74.708,79.4471,86.5981
"Less developed regions, excluding China",NA,2008,65.5018,70.808395,72.1664,74.783005,79.491,86.6219
"Less developed regions, excluding China",NA,2009,65.9783,71.0715,72.381195,74.929504,79.5728,86.662
"Less developed regions, excluding China",NA,2010,66.3382,71.2815,72.572205,75.0673,79.6633,86.7153
"Less developed regions, excluding China",NA,2011,66.7941,71.555,72.7968,75.217804,79.7647,86.7772
"Less developed regions, excluding China",NA,2012,67.1808,71.794495,73.0116,75.3819,79.8955,86.8715
"Less developed regions, excluding China",NA,2013,67.5765,72.056305,73.2422,75.5512,80.0375,86.9726
"Less developed regions, excluding China",NA,2014,67.9774,72.3268,73.4862,75.7376,80.1884,87.0763
"Less developed regions, excluding China",NA,2015,68.315,72.5414,73.680695,75.8879,80.3216,87.1683
"Less developed regions, excluding China",NA,2016,68.6312,72.7369,73.8554,76.0259,80.4339,87.2456
"Less developed regions, excluding China",NA,2017,68.9489,72.9379,74.0401,76.1773,80.5447,87.3136
"Less developed regions, excluding China",NA,2018,69.2067,73.093704,74.1814,76.2901,80.6135,87.3495
"Less developed regions, excluding China",NA,2019,69.432,73.2276,74.300705,76.3859,80.6715,87.3838
"Less developed regions, excluding China",NA,2020,68.5773,72.215805,73.233795,75.2631,79.8569,86.9391
"Less developed regions, excluding China",NA,2021,67.1767,70.656,71.7142,73.8927,78.8828,86.3353
"Less developed regions, excluding least developed countries",NA,1950,41.9655,57.539,61.2088,67.0959,75.033,84.544
"Less developed regions, excluding least developed countries",NA,1951,42.8733,58.2297,61.7497,67.3744,75.1559,84.5895
"Less developed regions, excluding least developed countries",NA,1952,44.0838,59.0812,62.399,67.6989,75.292404,84.6298
"Less developed regions, excluding least developed countries",NA,1953,44.7391,59.5296,62.7598,67.9379,75.4149,84.6687
"Less developed regions, excluding least developed countries",NA,1954,45.5911,60.0479,63.164,68.1801,75.5278,84.7031
"Less developed regions, excluding least developed countries",NA,1955,46.1583,60.2756,63.3264,68.2552,75.5487,84.6981
"Less developed regions, excluding least developed countries",NA,1956,46.7097,60.5516,63.5375,68.3803,75.6066,84.7162
"Less developed regions, excluding least developed countries",NA,1957,47.2363,60.7847,63.7101,68.4695,75.6386,84.7251
"Less developed regions, excluding least developed countries",NA,1958,47.73,61.0274,63.8955,68.5765,75.6843,84.7453
"Less developed regions, excluding least developed countries",NA,1959,44.6174,59.4915,62.6914,67.6608,75.1784,84.602
"Less developed regions, excluding least developed countries",NA,1960,42.3165,58.261,61.7503,66.9657,74.8166,84.5024
"Less developed regions, excluding least developed countries",NA,1961,45.6754,59.999,63.118,67.974304,75.3764,84.6765
"Less developed regions, excluding least developed countries",NA,1962,49.5745,62.0202,64.6982,69.1259,75.9954,84.8567
"Less developed regions, excluding least developed countries",NA,1963,50.2328,62.3017,64.9274,69.2888,76.0903,84.882904
"Less developed regions, excluding least developed countries",NA,1964,50.8476,62.6304,65.1996,69.4838,76.2056,84.9233
"Less developed regions, excluding least developed countries",NA,1965,50.5967,62.412,65.0429,69.4227,76.1985,84.9388
"Less developed regions, excluding least developed countries",NA,1966,51.4094,62.9894,65.5004,69.684204,76.3259,84.9876
"Less developed regions, excluding least developed countries",NA,1967,51.9605,63.3915,65.798996,69.8394,76.3969,85.0241
"Less developed regions, excluding least developed countries",NA,1968,52.83,63.8651,66.1577,70.0513,76.4978,85.0673
"Less developed regions, excluding least developed countries",NA,1969,53.3884,64.2295,66.438705,70.2082,76.574700000000007,85.1114
"Less developed regions, excluding least developed countries",NA,1970,53.9681,64.602295,66.7475,70.4008,76.684204,85.1775
"Less developed regions, excluding least developed countries",NA,1971,54.5085,64.948,67.0392,70.6205,76.8227,85.2572
"Less developed regions, excluding least developed countries",NA,1972,55.0925,65.3454,67.3901,70.8696,76.977,85.3445
"Less developed regions, excluding least developed countries",NA,1973,55.7514,65.792496,67.7939,71.1911,77.1868,85.456604
"Less developed regions, excluding least developed countries",NA,1974,56.3123,66.1409,68.109406,71.4358,77.3465,85.5454
"Less developed regions, excluding least developed countries",NA,1975,56.9397,66.5618,68.473495,71.6992,77.508896,85.6299
"Less developed regions, excluding least developed countries",NA,1976,57.4611,66.8721,68.7395,71.8814,77.6108,85.6822
"Less developed regions, excluding least developed countries",NA,1977,58.0116,67.2108,69.018295,72.0645,77.7111,85.7302
"Less developed regions, excluding least developed countries",NA,1978,58.511,67.475494,69.2378,72.2093,77.7847,85.7662
"Less developed regions, excluding least developed countries",NA,1979,59.0747,67.7725,69.475204,72.3579,77.8496,85.7918
"Less developed regions, excluding least developed countries",NA,1980,59.5564,68,69.6559,72.470505,77.8927,85.8053
"Less developed regions, excluding least developed countries",NA,1981,60.0603,68.2502,69.8678,72.6276,77.9711,85.8432
"Less developed regions, excluding least developed countries",NA,1982,60.5378,68.4928,70.0679,72.7639,78.0336,85.8721
"Less developed regions, excluding least developed countries",NA,1983,61.0239,68.8085,70.324905,72.934,78.1148,85.9085
"Less developed regions, excluding least developed countries",NA,1984,61.5123,69.1175,70.5798,73.1107,78.2055,85.9498
"Less developed regions, excluding least developed countries",NA,1985,61.9414,69.367096,70.7922,73.2712,78.2943,85.990204
"Less developed regions, excluding least developed countries",NA,1986,62.3851,69.6219,71.0082,73.4385,78.393,86.0345
"Less developed regions, excluding least developed countries",NA,1987,62.7887,69.843796,71.200806,73.5926,78.492096,86.0784
"Less developed regions, excluding least developed countries",NA,1988,63.1137,70.036896,71.3749,73.7343,78.5877,86.1168
"Less developed regions, excluding least developed countries",NA,1989,63.4971,70.2754,71.5798,73.8851,78.6831,86.1523
"Less developed regions, excluding least developed countries",NA,1990,63.7731,70.4023,71.6939,73.9768,78.7413,86.1641
"Less developed regions, excluding least developed countries",NA,1991,64.0083,70.5543,71.821304,74.0755,78.8008,86.1718
"Less developed regions, excluding least developed countries",NA,1992,64.344,70.7977,72.0423,74.2689,78.9425,86.2432
"Less developed regions, excluding least developed countries",NA,1993,64.6419,70.996796,72.226105,74.433395,79.0693,86.3144
"Less developed regions, excluding least developed countries",NA,1994,64.8649,71.105896,72.3272,74.5234,79.1381,86.34
"Less developed regions, excluding least developed countries",NA,1995,65.0858,71.2366,72.455795,74.6511,79.2438,86.4013
"Less developed regions, excluding least developed countries",NA,1996,65.3238,71.3463,72.557495,74.7543,79.3153,86.4345
"Less developed regions, excluding least developed countries",NA,1997,65.6215,71.507904,72.7121,74.906,79.423004,86.4891
"Less developed regions, excluding least developed countries",NA,1998,65.9361,71.6861,72.8836,75.075195,79.5491,86.5602
"Less developed regions, excluding least developed countries",NA,1999,66.2149,71.7953,72.9801,75.1691,79.6034,86.5678
"Less developed regions, excluding least developed countries",NA,2000,66.5702,71.963104,73.1341,75.321396,79.7091,86.6237
"Less developed regions, excluding least developed countries",NA,2001,66.9624,72.2095,73.367096,75.5493,79.8849,86.7377
"Less developed regions, excluding least developed countries",NA,2002,67.31,72.3953,73.5319,75.6903,79.969,86.7778
"Less developed regions, excluding least developed countries",NA,2003,67.6354,72.5356,73.656,75.8058,80.0353,86.7981
"Less developed regions, excluding least developed countries",NA,2004,67.8627,72.6317,73.7547,75.9013,80.1032,86.8356
"Less developed regions, excluding least developed countries",NA,2005,68.3035,72.8811,73.9662,76.0543,80.19,86.8748
"Less developed regions, excluding least developed countries",NA,2006,68.706,73.1015,74.1555,76.1999,80.2856,86.9228
"Less developed regions, excluding least developed countries",NA,2007,68.9963,73.2283,74.2658,76.2808,80.3317,86.9409
"Less developed regions, excluding least developed countries",NA,2008,69.2537,73.3339,74.3657,76.3664,80.3882,86.9739
"Less developed regions, excluding least developed countries",NA,2009,69.6261,73.548904,74.5518,76.5109,80.4804,87.024704
"Less developed regions, excluding least developed countries",NA,2010,69.9534,73.737305,74.7194,76.6392,80.5681,87.0734
"Less developed regions, excluding least developed countries",NA,2011,70.3006,73.9431,74.901794,76.7794,80.6748,87.1371
"Less developed regions, excluding least developed countries",NA,2012,70.6364,74.1443,75.0892,76.934296,80.8053,87.2229
"Less developed regions, excluding least developed countries",NA,2013,70.967,74.3753,75.2988,77.1006,80.9487,87.3126
"Less developed regions, excluding least developed countries",NA,2014,71.3298,74.6145,75.516205,77.2755,81.091995,87.4009
"Less developed regions, excluding least developed countries",NA,2015,71.6204,74.812,75.696304,77.4236,81.2288,87.4824
"Less developed regions, excluding least developed countries",NA,2016,71.8805,74.9647,75.8383,77.5482,81.3408,87.5482
"Less developed regions, excluding least developed countries",NA,2017,72.1041,75.0822,75.939896,77.629196,81.4061,87.5782
"Less developed regions, excluding least developed countries",NA,2018,72.3722,75.3064,76.149704,77.8188,81.5522,87.6624
"Less developed regions, excluding least developed countries",NA,2019,72.5593,75.4332,76.2659,77.9246,81.6278,87.7006
"Less developed regions, excluding least developed countries",NA,2020,71.912,74.7067,75.5084,77.1549,81.0932,87.4172
"Less developed regions, excluding least developed countries",NA,2021,70.738,73.4522,74.2917,76.0876,80.347,86.987
Liberia,LBR,1950,38.4917,57.5531,61.5978,67.8855,75.2266,84.3071
Liberia,LBR,1951,38.5768,57.6029,61.6391,67.9137,75.2509,84.3233
Liberia,LBR,1952,38.7262,57.7013,61.72,67.963,75.281296,84.3395
Liberia,LBR,1953,38.8244,57.7164,61.7235,67.9671,75.2983,84.3557
Liberia,LBR,1954,38.9534,57.7992,61.7901,68.0064,75.3243,84.372
Liberia,LBR,1955,38.8484,57.7392,61.7467,67.9878,75.333,84.3882
Liberia,LBR,1956,38.7536,57.7191,61.7415,67.9904,75.3468,84.4046
Liberia,LBR,1957,38.6556,57.6906,61.7278,67.9876,75.3585,84.4209
Liberia,LBR,1958,38.534,57.6163,61.6685,67.955795,75.3601,84.4372
Liberia,LBR,1959,38.3942,57.5376,61.6104,67.9311,75.3667,84.4536
Liberia,LBR,1960,38.3304,57.524,61.6066,67.9327,75.3793,84.47
Liberia,LBR,1961,38.3329,57.5387,61.6228,67.9476,75.398,84.486496
Liberia,LBR,1962,38.4024,57.6023,61.6792,67.9818,75.4215,84.503
Liberia,LBR,1963,38.4729,57.6289,61.6985,68.003296,75.4446,84.5197
Liberia,LBR,1964,38.6067,57.6764,61.7306,68.0339,75.4714,84.5353
Liberia,LBR,1965,38.812,57.7428,61.7708,68.0599,75.4962,84.5516
Liberia,LBR,1966,39.0814,57.8624,61.8558,68.1108,75.5286,84.5681
Liberia,LBR,1967,39.4271,58.0359,61.9823,68.1835,75.5654,84.5849
Liberia,LBR,1968,39.7638,58.1439,62.0467,68.221,75.5955,84.6018
Liberia,LBR,1969,40.193,58.331,62.1793,68.298996,75.6379,84.6187
Liberia,LBR,1970,40.5988,58.4711,62.2723,68.359,75.6758,84.635
Liberia,LBR,1971,40.9396,58.5849,62.3495,68.4059,75.7081,84.6529
Liberia,LBR,1972,41.482,58.9083,62.6009,68.5531,75.7805,84.6835
Liberia,LBR,1973,41.9101,59.1007,62.7413,68.6362,75.8266,84.7049
Liberia,LBR,1974,42.3825,59.3596,62.9407,68.7505,75.8834,84.7296
Liberia,LBR,1975,42.7741,59.491,63.0192,68.7832,75.8998,84.737
Liberia,LBR,1976,43.1828,59.6717,63.1542,68.8665,75.949700000000007,84.7621
Liberia,LBR,1977,43.6189,59.9135,63.3459,68.9785,76.007,84.7883
Liberia,LBR,1978,44.0457,60.1698,63.553,69.1004,76.0683,84.816
Liberia,LBR,1979,44.3489,60.2707,63.6152,69.129105,76.083496,84.822
Liberia,LBR,1980,44.6314,60.3892,63.7127,69.1966,76.1256,84.8451
Liberia,LBR,1981,44.9826,60.6093,63.8849,69.2901,76.1682,84.8618
Liberia,LBR,1982,45.2044,60.7066,63.9608,69.3331,76.1897,84.8706
Liberia,LBR,1983,45.383,60.8304,64.0594,69.391,76.2152,84.879196
Liberia,LBR,1984,45.436,60.8985,64.124695,69.4366,76.2403,84.8942
Liberia,LBR,1985,44.6641,60.2831,63.669,69.2001,76.1347,84.8676
Liberia,LBR,1986,45.0045,60.8053,64.086395,69.434,76.2595,84.9252
Liberia,LBR,1987,44.528,60.6075,63.9489,69.371,76.2509,84.9421
Liberia,LBR,1988,43.9927,60.3936,63.8047,69.3069,76.2424,84.9593
Liberia,LBR,1989,43.451,60.1539,63.6529,69.2608,76.2403,84.9747
Liberia,LBR,1990,36.6883,51.0343,56.599,66.8471,75.5847,84.7972
Liberia,LBR,1991,42.795,59.9899,63.6095,69.28,76.2479,84.986496
Liberia,LBR,1992,42.7378,59.65,63.4106,69.384,76.336,85.009796
Liberia,LBR,1993,42.1661,59.2862,63.1204,69.0711,76.116104000000007,84.925
Liberia,LBR,1994,41.7956,58.6427,62.6115,68.808,75.9816,84.8751
Liberia,LBR,1995,43.9166,60.3653,63.9742,69.5645,76.3264,84.9785
Liberia,LBR,1996,44.4188,60.3918,63.9802,69.571304,76.316,84.9663
Liberia,LBR,1997,47.8468,63.1438,66.130905,70.747696,76.8487,85.1217
Liberia,LBR,1998,48.9009,63.4834,66.3601,70.8826,76.914,85.1383
Liberia,LBR,1999,49.9526,63.7538,66.5534,71.0391,76.9901,85.1519
Liberia,LBR,2000,51.356,64.432205,67.015,71.2074,77.0554,85.1751
Liberia,LBR,2001,52.7518,65.0302,67.4494,71.4391,77.1524,85.1959
Liberia,LBR,2002,53.7879,65.193695,67.4862,71.4171,77.1677,85.2146
Liberia,LBR,2003,53.0424,63.834,66.395004,70.8535,76.917,85.1366
Liberia,LBR,2004,56.0131,65.8413,67.8776,71.5786,77.2623,85.253
Liberia,LBR,2005,56.9117,66.0642,67.9978,71.6146,77.2938,85.2718
Liberia,LBR,2006,57.6199,66.175,68.022995,71.5908,77.3056,85.2913
Liberia,LBR,2007,58.2845,66.3647,68.132706,71.6297,77.3378,85.3105
Liberia,LBR,2008,58.7717,66.446304,68.1558,71.6165,77.3522,85.3297
Liberia,LBR,2009,59.1942,66.5476,68.213,71.6365,77.3779,85.3486
Liberia,LBR,2010,59.4331,66.513,68.147,71.5803,77.3788,85.3674
Liberia,LBR,2011,59.6198,66.4803,68.088,71.5217,77.3757,85.3864
Liberia,LBR,2012,59.9128,66.6021,68.1773,71.5703,77.4102,85.4054
Liberia,LBR,2013,59.9426,66.463196,68.0296,71.4673,77.3957,85.4245
Liberia,LBR,2014,59.1208,65.780106,67.5108,71.1864,77.3022,85.4138
Liberia,LBR,2015,59.1485,65.7219,67.449905,71.1297,77.2965,85.4282
Liberia,LBR,2016,60.4162,66.5617,68.0755,71.473404,77.4469,85.4793
Liberia,LBR,2017,60.5535,66.535095,68.016205,71.4204,77.4519,85.5015
Liberia,LBR,2018,60.8532,66.7193,68.1738,71.5164,77.5011,85.520996
Liberia,LBR,2019,61.1044,66.8377,68.267,71.5734,77.5356,85.5403
Liberia,LBR,2020,60.9476,66.489105,67.8041,70.9032,77.0008,85.254196
Liberia,LBR,2021,60.7472,66.068405,67.3707,70.4947,76.7204,85.1118
Libya,LBY,1950,33.5863,56.0919,60.9658,68.3669,75.9938,84.8349
Libya,LBY,1951,33.5457,56.2144,61.0553,68.410995,76.0097,84.8401
Libya,LBY,1952,33.3093,56.1048,60.9693,68.373,75.9963,84.8366
Libya,LBY,1953,33.4651,56.3167,61.1236,68.4406,76.0198,84.8439
Libya,LBY,1954,33.7747,56.4918,61.2429,68.486404,76.0353,84.8515
Libya,LBY,1955,34.2855,56.7151,61.3945,68.536896,76.0461,84.8552
Libya,LBY,1956,35.1222,57.1284,61.6753,68.6382,76.0767,84.8672
Libya,LBY,1957,36.0785,57.4646,61.8912,68.7012,76.0898,84.8745
Libya,LBY,1958,37.2833,57.9108,62.1793,68.7857,76.1053,84.8801
Libya,LBY,1959,38.7479,58.5028,62.5818,68.9229,76.1375,84.8888
Libya,LBY,1960,40.268,58.9887,62.8947,69.0157,76.157196,84.897
Libya,LBY,1961,42.0629,59.7315,63.4092,69.2052,76.2083,84.91
Libya,LBY,1962,43.8434,60.4011,63.861,69.3639,76.2515,84.923
Libya,LBY,1963,45.3054,60.7951,64.1396,69.4361,76.2587,84.9242
Libya,LBY,1964,47.1415,61.5732,64.6669,69.6617,76.3363,84.9475
Libya,LBY,1965,48.6567,62.1639,65.0783,69.8242,76.3854,84.9606
Libya,LBY,1966,50.1319,62.8006,65.5426,70.037796,76.4665,84.9891
Libya,LBY,1967,51.39,63.258,65.8616,70.154495,76.4895,84.9843
Libya,LBY,1968,52.7119,63.8015,66.2513,70.331,76.5587,85.0071
Libya,LBY,1969,53.996,64.373505,66.678,70.537704,76.6336,85.0261
Libya,LBY,1970,55.1887,64.871796,67.0466,70.7213,76.711,85.0532
Libya,LBY,1971,56.3373,65.3758,67.4279,70.9213,76.7951,85.0819
Libya,LBY,1972,57.49,65.937,67.863495,71.1649,76.9034,85.1222
Libya,LBY,1973,58.2874,66.175095,68.034,71.2504,76.946,85.1428
Libya,LBY,1974,59.5884,67.0128,68.7083,71.6469,77.1118,85.191
Libya,LBY,1975,60.8105,67.8058,69.3477,72.0334,77.285904,85.2486
Libya,LBY,1976,62.06,68.682,70.0698,72.4874,77.4873,85.3082
Libya,LBY,1977,62.7858,69.0408,70.354095,72.6651,77.5762,85.3388
Libya,LBY,1978,63.5672,69.4945,70.7284,72.9208,77.7155,85.3953
Libya,LBY,1979,64.2601,69.8917,71.054794,73.1413,77.8306,85.4371
Libya,LBY,1980,64.8907,70.2556,71.353806,73.3442,77.934,85.4723
Libya,LBY,1981,65.3641,70.47,71.5281,73.4666,78.0068,85.5049
Libya,LBY,1982,65.8069,70.6697,71.6889,73.5832,78.0799,85.5397
Libya,LBY,1983,66.4096,71.0517,72.014,73.813995,78.2034,85.5885
Libya,LBY,1984,66.8724,71.2995,72.2249,73.9633,78.2884,85.6251
Libya,LBY,1985,67.2901,71.5073,72.396805,74.088,78.3686,85.6623
Libya,LBY,1986,67.7739,71.7852,72.637200000000007,74.2628,78.4735,85.708
Libya,LBY,1987,68.1959,72.007095,72.8253,74.406296,78.5717,85.7559
Libya,LBY,1988,68.6223,72.2505,73.0365,74.5565,78.656,85.785904
Libya,LBY,1989,68.9903,72.4353,73.1929,74.6732,78.7359,85.8229
Libya,LBY,1990,69.4231,72.6959,73.4241,74.8462,78.8406,85.868
Libya,LBY,1991,69.8204,72.9338,73.6305,75.0049,78.945,85.915
Libya,LBY,1992,70.2324,73.206,73.8759,75.1919,79.055,85.9623
Libya,LBY,1993,70.4202,73.2612,73.9237,75.2321,79.0967,85.989
Libya,LBY,1994,70.7063,73.434204,74.074295,75.3479,79.177,86.0285
Libya,LBY,1995,71.0895,73.721405,74.3359,75.5524,79.2936,86.0759
Libya,LBY,1996,71.2843,73.824005,74.428,75.6271,79.3485,86.1054
Libya,LBY,1997,71.1292,73.5827,74.211105,75.470505,79.2954,86.1069
Libya,LBY,1998,71.0788,73.453094,74.0907,75.3845,79.2815,86.1233
Libya,LBY,1999,71.0585,73.3647,74.0141,75.3332,79.2693,86.1294
Libya,LBY,2000,70.6804,72.922,73.6163,75.0454,79.1605,86.1175
Libya,LBY,2001,70.8611,73.0345,73.7117,75.1146,79.2098,86.1459
Libya,LBY,2002,71.004,73.1154,73.782196,75.1694,79.2487,86.1717
Libya,LBY,2003,71.1322,73.1735,73.839005,75.2266,79.2907,86.2008
Libya,LBY,2004,71.4896,73.4487,74.0875,75.4241,79.3993,86.2499
Libya,LBY,2005,71.5917,73.452805,74.0951,75.451096,79.4347,86.2842
Libya,LBY,2006,71.7237,73.4768,74.123,75.5009,79.4839,86.3264
Libya,LBY,2007,71.8628,73.498505,74.1472,75.5466,79.5459,86.3804
Libya,LBY,2008,72.2687,73.796005,74.4197,75.7824,79.7058,86.4726
Libya,LBY,2009,72.3555,73.7923,74.4199,75.804596,79.7571,86.5158
Libya,LBY,2010,72.3741,73.733,74.3714,75.7965,79.8038,86.5585
Libya,LBY,2011,70.0707,71.6844,72.7902,75.053604000000007,79.529,86.5019
Libya,LBY,2012,72.2473,73.4914,74.197495,75.7783,79.8893,86.6311
Libya,LBY,2013,72.3397,73.5573,74.2478,75.8033,79.9156,86.633
Libya,LBY,2014,71.5114,72.7349,73.6714,75.6869,79.9383,86.6642
Libya,LBY,2015,71.6982,72.8952,73.7993,75.7618,80.0004,86.6951
Libya,LBY,2016,71.756,72.918304,73.8377,75.8346,80.0748,86.7313
Libya,LBY,2017,72.4818,73.577805,74.3452,76.0688,80.201996,86.7784
Libya,LBY,2018,72.7938,73.8339,74.5565,76.208496,80.3078,86.823
Libya,LBY,2019,72.4634,73.5267,74.334305,76.1413,80.3171,86.8344
Libya,LBY,2020,72.4722,73.471405,74.1164,75.6437,79.8315,86.5336
Libya,LBY,2021,71.9112,72.8026,73.381,74.8448,79.1864,86.1473
Liechtenstein,LIE,1950,62.3037,68.2528,69.78,72.6135,77.8126,85.4524
Liechtenstein,LIE,1951,62.0138,68.0909,69.65,72.5353,77.7773,85.4361
Liechtenstein,LIE,1952,57.1663,65.4906,67.5455,71.2995,77.2341,85.2465
Liechtenstein,LIE,1953,55.8263,64.8182,67.0128,71.0086,77.1269,85.2101
Liechtenstein,LIE,1954,54.1428,63.8979,66.307495,70.6084,76.939,85.147
Liechtenstein,LIE,1955,60.2559,67.152695,68.881805,72.0833,77.6024,85.3579
Liechtenstein,LIE,1956,57.2746,65.6285,67.6463,71.3851,77.3277,85.2617
Liechtenstein,LIE,1957,59.6866,66.8629,68.6402,71.9494,77.5565,85.337
Liechtenstein,LIE,1958,58.5844,66.2336,68.1521,71.6555,77.4091,85.2906
Liechtenstein,LIE,1959,63.1179,68.7472,70.1435,72.841,77.9857,85.4666
Liechtenstein,LIE,1960,64.1051,69.2372,70.5627,73.0833,78.0596,85.5041
Liechtenstein,LIE,1961,63.4696,68.918396,70.283905,72.9212,78.0171,85.4855
Liechtenstein,LIE,1962,59.7483,66.8902,68.6642,71.9611,77.5813,85.3549
Liechtenstein,LIE,1963,60.7585,67.4212,69.1033,72.2163,77.6804,85.3938
Liechtenstein,LIE,1964,61.7506,67.9747,69.5319,72.469,77.8239,85.4343
Liechtenstein,LIE,1965,61.7848,67.9853,69.5515,72.481705,77.8117,85.4358
Liechtenstein,LIE,1966,63.7202,69.0797,70.4194,73.0114,78.0962,85.5246
Liechtenstein,LIE,1967,66.0075,70.4041,71.509796,73.7044,78.4425,85.648
Liechtenstein,LIE,1968,62.3448,68.2956,69.796005,72.6303,77.8916,85.4723
Liechtenstein,LIE,1969,64.3844,69.4081,70.6906,73.1702,78.1405,85.5547
Liechtenstein,LIE,1970,65.2041,69.8731,71.0677,73.405,78.2549,85.5994
Liechtenstein,LIE,1971,61.2836,67.7162,69.3369,72.3629,77.7704,85.4468
Liechtenstein,LIE,1972,68.086,71.5662,72.4724,74.3234,78.7267,85.7611
Liechtenstein,LIE,1973,64.2455,69.3307,70.6323,73.1408,78.131,85.5644
Liechtenstein,LIE,1974,70.0451,72.8595,73.6036,75.1599,79.2265,86.001
Liechtenstein,LIE,1975,66.1938,70.4245,71.5194,73.6886,78.3986,85.6636
Liechtenstein,LIE,1976,66.9781,70.8743,71.887405,73.9216,78.5124,85.6988
Liechtenstein,LIE,1977,71.5679,73.931595,74.5617,75.9078,79.6982,86.2262
Liechtenstein,LIE,1978,70.3084,73.0185,73.7312,75.2424,79.2549,86.0043
Liechtenstein,LIE,1979,70.0043,72.791306,73.522,75.0734,79.1341,85.9461
Liechtenstein,LIE,1980,66.2809,70.485504,71.5645,73.726,78.4157,85.6727
Liechtenstein,LIE,1981,67.3929,71.1314,72.0992,74.0664,78.5834,85.7381
Liechtenstein,LIE,1982,69.5097,72.501495,73.283905,74.9211,79.0721,85.9525
Liechtenstein,LIE,1983,71.4038,73.7493,74.3746,75.7149,79.4994,86.1247
Liechtenstein,LIE,1984,68.8175,72.0126,72.8492,74.5814,78.8417,85.841
Liechtenstein,LIE,1985,69.5212,72.6065,73.412704,75.0827,79.2241,86.0716
Liechtenstein,LIE,1986,73.4062,75.4154,75.965,77.1349,80.5832,86.8285
Liechtenstein,LIE,1987,70.2375,73.0662,73.8125,75.3697,79.387,86.1487
Liechtenstein,LIE,1988,74.3239,76.0044,76.4674,77.4698,80.7038,86.8237
Liechtenstein,LIE,1989,74.5483,76.2758,76.7526,77.7723,81.014404,87.0849
Liechtenstein,LIE,1990,75.8628,77.2819,77.6781,78.5376,81.5138,87.3377
Liechtenstein,LIE,1991,76.5068,77.7678,78.1185,78.8923,81.6926,87.3471
Liechtenstein,LIE,1992,77.2209,78.3654,78.683105,79.390305,82.0375,87.5006
Liechtenstein,LIE,1993,76.6858,77.9147,78.256805,79.011795,81.7917,87.3667
Liechtenstein,LIE,1994,78.6279,79.6325,79.9149,80.5367,82.979095,88.1144
Liechtenstein,LIE,1995,77.5759,78.6755,78.9818,79.661896,82.2487,87.6199
Liechtenstein,LIE,1996,76.8357,78.1375,78.5085,79.2994,82.1735,87.7836
Liechtenstein,LIE,1997,76.0915,77.4923,77.8901,78.737305,81.7217,87.4705
Liechtenstein,LIE,1998,77.8321,78.9677,79.2932,79.9904,82.6483,88.0271
Liechtenstein,LIE,1999,79.2801,80.2241,80.4931,81.0765,83.4284,88.4396
Liechtenstein,LIE,2000,76.9804,78.1789,78.517,79.2501,81.99,87.5045
Liechtenstein,LIE,2001,79.4788,80.3947,80.6521,81.215805,83.4777,88.3845
Liechtenstein,LIE,2002,79.8533,80.7262,80.9691,81.5072,83.666595,88.464096
Liechtenstein,LIE,2003,80.1791,81.0172,81.2465,81.7652,83.8069,88.4803
Liechtenstein,LIE,2004,82,82.7065,82.903,83.3354,85.1697,89.4831
Liechtenstein,LIE,2005,80.8225,81.6147,81.836105,82.3217,84.3516,88.9971
