Entity,Code,Year,LifeExpectancyDiffFM
Malaysia,MYS,1980,3.9420013
Malaysia,MYS,1981,4.084305
Malaysia,MYS,1982,4.075905
Malaysia,MYS,1983,4.138397
Malaysia,MYS,1984,4.201393
Malaysia,MYS,1985,4.0766983
Malaysia,MYS,1986,4.2976
Malaysia,MYS,1987,4.3218
Malaysia,MYS,1988,4.3601
Malaysia,MYS,1989,4.3535995
Malaysia,MYS,1990,4.2756042
Malaysia,MYS,1991,4.302597
Malaysia,MYS,1992,4.5236053
Malaysia,MYS,1993,4.383194
Malaysia,MYS,1994,4.4151993
Malaysia,MYS,1995,4.4725037
Malaysia,MYS,1996,4.503395
Malaysia,MYS,1997,4.5662003
Malaysia,MYS,1998,4.5988007
Malaysia,MYS,1999,4.6166
Malaysia,MYS,2000,4.539505
Malaysia,MYS,2001,4.5021973
Malaysia,MYS,2002,4.4541016
Malaysia,MYS,2003,4.6315994
Malaysia,MYS,2004,4.580803
Malaysia,MYS,2005,4.501999
Malaysia,MYS,2006,4.3535004
Malaysia,MYS,2007,4.3302
Malaysia,MYS,2008,4.428406
Malaysia,MYS,2009,4.837097
Malaysia,MYS,2010,5.032799
Malaysia,MYS,2011,5.1441956
Malaysia,MYS,2012,5.0026016
Malaysia,MYS,2013,4.8828964
Malaysia,MYS,2014,4.793396
Malaysia,MYS,2015,4.9785004
Malaysia,MYS,2016,5.0115967
Malaysia,MYS,2017,5.040497
Malaysia,MYS,2018,4.974098
Malaysia,MYS,2019,4.840599
Malaysia,MYS,2020,4.8239975
Malaysia,MYS,2021,4.7033005
Maldives,MDV,1950,1.6124992
Maldives,MDV,1951,1.4956017
Maldives,MDV,1952,1.405098
Maldives,MDV,1953,1.3054008
Maldives,MDV,1954,1.2475014
Maldives,MDV,1955,1.235302
Maldives,MDV,1956,1.1749992
Maldives,MDV,1957,1.1130028
Maldives,MDV,1958,1.1379967
Maldives,MDV,1959,1.0792999
Maldives,MDV,1960,1.0192986
Maldives,MDV,1961,1.084301
Maldives,MDV,1962,0.9428024
Maldives,MDV,1963,0.8253975
Maldives,MDV,1964,0.7298012
Maldives,MDV,1965,0.5517006
Maldives,MDV,1966,0.43430328
Maldives,MDV,1967,0.38570023
Maldives,MDV,1968,0.31739807
Maldives,MDV,1969,0.22879791
Maldives,MDV,1970,0.14239883
Maldives,MDV,1971,0.18569946
Maldives,MDV,1972,0.23550034
Maldives,MDV,1973,0.36980057
Maldives,MDV,1974,0.42419815
Maldives,MDV,1975,0.58330154
Maldives,MDV,1976,0.6683998
Maldives,MDV,1977,0.69330215
Maldives,MDV,1978,0.72579956
Maldives,MDV,1979,0.7862015
Maldives,MDV,1980,0.80259705
Maldives,MDV,1981,0.83790207
Maldives,MDV,1982,0.8736
Maldives,MDV,1983,0.90179825
Maldives,MDV,1984,0.9043999
Maldives,MDV,1985,1.1590004
Maldives,MDV,1986,1.2280006
Maldives,MDV,1987,1.2256012
Maldives,MDV,1988,1.2152023
Maldives,MDV,1989,1.2483025
Maldives,MDV,1990,1.3022995
Maldives,MDV,1991,1.4221001
Maldives,MDV,1992,1.4782028
Maldives,MDV,1993,1.6161041
Maldives,MDV,1994,1.6573029
Maldives,MDV,1995,1.7117004
Maldives,MDV,1996,1.3593979
Maldives,MDV,1997,1.4365005
Maldives,MDV,1998,1.3676987
Maldives,MDV,1999,1.600502
Maldives,MDV,2000,1.6032028
Maldives,MDV,2001,1.7870026
Maldives,MDV,2002,1.6553955
Maldives,MDV,2003,2.0014038
Maldives,MDV,2004,2.1114044
Maldives,MDV,2005,2.7185974
Maldives,MDV,2006,2.666603
Maldives,MDV,2007,2.4772034
Maldives,MDV,2008,2.2784042
Maldives,MDV,2009,2.2255936
Maldives,MDV,2010,2.0253983
Maldives,MDV,2011,1.8969955
Maldives,MDV,2012,1.6641998
Maldives,MDV,2013,1.8586044
Maldives,MDV,2014,1.7435989
Maldives,MDV,2015,1.7346039
Maldives,MDV,2016,1.6676941
Maldives,MDV,2017,1.9567032
Maldives,MDV,2018,1.8633041
Maldives,MDV,2019,1.8389053
Maldives,MDV,2020,2.4235992
Maldives,MDV,2021,1.9373016
Mali,MLI,1950,1.085701
Mali,MLI,1951,1.0410004
Mali,MLI,1952,1.1401005
Mali,MLI,1953,1.2192001
Mali,MLI,1954,1.3291988
Mali,MLI,1955,1.3153
Mali,MLI,1956,1.5590992
Mali,MLI,1957,1.5678005
Mali,MLI,1958,1.5098019
Mali,MLI,1959,1.4608002
Mali,MLI,1960,1.4580994
Mali,MLI,1961,1.4447994
Mali,MLI,1962,1.4836998
Mali,MLI,1963,1.4129009
Mali,MLI,1964,1.3745003
Mali,MLI,1965,1.5597
Mali,MLI,1966,1.4308014
Mali,MLI,1967,1.4792004
Mali,MLI,1968,1.4709988
Mali,MLI,1969,1.5207005
Mali,MLI,1970,1.511198
Mali,MLI,1971,1.5558014
Mali,MLI,1972,1.7782974
Mali,MLI,1973,1.9644966
Mali,MLI,1974,2.1950989
Mali,MLI,1975,2.2503014
Mali,MLI,1976,2.1991005
Mali,MLI,1977,2.1450005
Mali,MLI,1978,2.1264
Mali,MLI,1979,2.0079994
Mali,MLI,1980,1.739399
Mali,MLI,1981,1.456501
Mali,MLI,1982,1.3821983
Mali,MLI,1983,0.9328995
Mali,MLI,1984,1.0220032
Mali,MLI,1985,0.8722992
Mali,MLI,1986,0.8808975
Mali,MLI,1987,1.0517006
Mali,MLI,1988,1.1832008
Mali,MLI,1989,0.7316971
Mali,MLI,1990,0.957798
Mali,MLI,1991,0.7359009
Mali,MLI,1992,0.80669785
Mali,MLI,1993,1.1903
Mali,MLI,1994,1.1548996
Mali,MLI,1995,0.7188988
Mali,MLI,1996,0.2472992
Mali,MLI,1997,0.43389893
Mali,MLI,1998,0.38470078
Mali,MLI,1999,0.23620224
Mali,MLI,2000,0.3185997
Mali,MLI,2001,0.64770126
Mali,MLI,2002,1.1132011
Mali,MLI,2003,1.3712006
Mali,MLI,2004,1.6049995
Mali,MLI,2005,1.6847
Mali,MLI,2006,1.7305984
Mali,MLI,2007,1.5904999
Mali,MLI,2008,1.6049004
Mali,MLI,2009,1.7431984
Mali,MLI,2010,1.8747025
Mali,MLI,2011,1.9150009
Mali,MLI,2012,1.9792976
Mali,MLI,2013,2.1820984
Mali,MLI,2014,2.1114998
Mali,MLI,2015,2.1802979
Mali,MLI,2016,1.926899
Mali,MLI,2017,2.1767006
Mali,MLI,2018,2.5543022
Mali,MLI,2019,2.3178024
Mali,MLI,2020,2.5550003
Mali,MLI,2021,2.7131004
Malta,MLT,1950,3.9151
Malta,MLT,1951,3.9249954
Malta,MLT,1952,3.2719994
Malta,MLT,1953,2.1970978
Malta,MLT,1954,3.4734
Malta,MLT,1955,2.6925964
Malta,MLT,1956,2.5681992
Malta,MLT,1957,3.4305992
Malta,MLT,1958,1.5310974
Malta,MLT,1959,3.6892014
Malta,MLT,1960,3.296898
Malta,MLT,1961,1.1397018
Malta,MLT,1962,3.7377014
Malta,MLT,1963,3.1616058
Malta,MLT,1964,3.1526031
Malta,MLT,1965,4.013397
Malta,MLT,1966,2.9511032
Malta,MLT,1967,2.970604
Malta,MLT,1968,4.1864014
Malta,MLT,1969,4.532303
Malta,MLT,1970,5.119301
Malta,MLT,1971,4.2205963
Malta,MLT,1972,4.7654953
Malta,MLT,1973,4.123596
Malta,MLT,1974,2.9413986
Malta,MLT,1975,3.1457977
Malta,MLT,1976,2.923996
Malta,MLT,1977,3.5485
Malta,MLT,1978,3.6147995
Malta,MLT,1979,4.1608963
Malta,MLT,1980,4.7561035
Malta,MLT,1981,3.2615967
Malta,MLT,1982,2.639305
Malta,MLT,1983,2.5886993
Malta,MLT,1984,3.4054947
Malta,MLT,1985,5.5201035
Malta,MLT,1986,3.9993973
Malta,MLT,1987,4.0398026
Malta,MLT,1988,3.8885956
Malta,MLT,1989,4.2531967
Malta,MLT,1990,4.881195
Malta,MLT,1991,4.5134964
Malta,MLT,1992,4.2128983
Malta,MLT,1993,5.3838043
Malta,MLT,1994,3.6203003
Malta,MLT,1995,4.5429
Malta,MLT,1996,5.588997
Malta,MLT,1997,4.800598
Malta,MLT,1998,5.2756042
Malta,MLT,1999,4.417404
Malta,MLT,2000,5.911804
Malta,MLT,2001,5.3102036
Malta,MLT,2002,4.7725983
Malta,MLT,2003,5.528404
Malta,MLT,2004,4.3666
Malta,MLT,2005,4.8442993
Malta,MLT,2006,5.195999
Malta,MLT,2007,4.7004013
Malta,MLT,2008,4.801903
Malta,MLT,2009,4.625702
Malta,MLT,2010,4.106201
Malta,MLT,2011,4.9872055
Malta,MLT,2012,4.4761963
Malta,MLT,2013,5.1893005
Malta,MLT,2014,4.6753006
Malta,MLT,2015,4.885399
Malta,MLT,2016,4.129799
Malta,MLT,2017,5.277405
Malta,MLT,2018,5.154602
Malta,MLT,2019,4.311104
Malta,MLT,2020,5.607399
Malta,MLT,2021,4.667099
Marshall Islands,MHL,1950,5.9948006
Marshall Islands,MHL,1951,5.9603996
Marshall Islands,MHL,1952,5.912998
Marshall Islands,MHL,1953,5.8708
Marshall Islands,MHL,1954,5.8582
Marshall Islands,MHL,1955,5.8050003
Marshall Islands,MHL,1956,5.8190994
Marshall Islands,MHL,1957,5.8259964
Marshall Islands,MHL,1958,5.875801
Marshall Islands,MHL,1959,5.931198
Marshall Islands,MHL,1960,5.985401
Marshall Islands,MHL,1961,6.2232018
Marshall Islands,MHL,1962,6.3652
Marshall Islands,MHL,1963,6.4353027
Marshall Islands,MHL,1964,6.547802
Marshall Islands,MHL,1965,6.652897
Marshall Islands,MHL,1966,6.7237015
Marshall Islands,MHL,1967,6.8267975
Marshall Islands,MHL,1968,6.9524994
Marshall Islands,MHL,1969,7.0536003
Marshall Islands,MHL,1970,7.1614
Marshall Islands,MHL,1971,7.251499
Marshall Islands,MHL,1972,7.2972984
Marshall Islands,MHL,1973,7.4202003
Marshall Islands,MHL,1974,7.4743004
Marshall Islands,MHL,1975,7.5531006
Marshall Islands,MHL,1976,7.6695976
Marshall Islands,MHL,1977,7.721401
Marshall Islands,MHL,1978,7.7946053
Marshall Islands,MHL,1979,7.8425026
Marshall Islands,MHL,1980,7.936901
Marshall Islands,MHL,1981,7.983898
Marshall Islands,MHL,1982,7.881302
Marshall Islands,MHL,1983,7.694805
Marshall Islands,MHL,1984,7.4691963
Marshall Islands,MHL,1985,7.2521973
Marshall Islands,MHL,1986,7.0806046
Marshall Islands,MHL,1987,6.925102
Marshall Islands,MHL,1988,6.7152023
Marshall Islands,MHL,1989,6.337097
Marshall Islands,MHL,1990,6.0196
Marshall Islands,MHL,1991,5.6689987
Marshall Islands,MHL,1992,5.240402
Marshall Islands,MHL,1993,4.796501
Marshall Islands,MHL,1994,4.6026993
Marshall Islands,MHL,1995,4.4271965
Marshall Islands,MHL,1996,4.2942963
Marshall Islands,MHL,1997,4.210102
Marshall Islands,MHL,1998,4.3160973
Marshall Islands,MHL,1999,4.4687996
Marshall Islands,MHL,2000,4.4673996
Marshall Islands,MHL,2001,4.5612984
Marshall Islands,MHL,2002,4.6382027
Marshall Islands,MHL,2003,4.5936966
Marshall Islands,MHL,2004,4.361397
Marshall Islands,MHL,2005,3.995903
Marshall Islands,MHL,2006,3.6791954
Marshall Islands,MHL,2007,3.544304
Marshall Islands,MHL,2008,3.4598007
Marshall Islands,MHL,2009,3.439804
Marshall Islands,MHL,2010,3.451004
Marshall Islands,MHL,2011,3.4904976
Marshall Islands,MHL,2012,3.4442024
Marshall Islands,MHL,2013,3.4358978
Marshall Islands,MHL,2014,3.3871002
Marshall Islands,MHL,2015,3.3975983
Marshall Islands,MHL,2016,3.346901
Marshall Islands,MHL,2017,3.3505974
Marshall Islands,MHL,2018,3.3583984
Marshall Islands,MHL,2019,3.3746986
Marshall Islands,MHL,2020,3.456398
Marshall Islands,MHL,2021,3.5074997
Martinique,MTQ,1950,3.9662018
Martinique,MTQ,1951,3.9989014
Martinique,MTQ,1952,4.0167007
Martinique,MTQ,1953,3.9972
Martinique,MTQ,1954,4.207199
Martinique,MTQ,1955,4.9315987
Martinique,MTQ,1956,5.3057976
Martinique,MTQ,1957,5.474598
Martinique,MTQ,1958,5.708599
Martinique,MTQ,1959,4.9231987
Martinique,MTQ,1960,4.295002
Martinique,MTQ,1961,4.382599
Martinique,MTQ,1962,4.4897995
Martinique,MTQ,1963,4.9206963
Martinique,MTQ,1964,4.9210014
Martinique,MTQ,1965,5.011696
Martinique,MTQ,1966,5.135502
Martinique,MTQ,1967,5.0915985
Martinique,MTQ,1968,5.1582985
Martinique,MTQ,1969,5.270199
Martinique,MTQ,1970,5.916401
Martinique,MTQ,1971,6.303501
Martinique,MTQ,1972,6.5248947
Martinique,MTQ,1973,6.7712975
Martinique,MTQ,1974,6.9459
Martinique,MTQ,1975,7.152199
Martinique,MTQ,1976,7.0394974
Martinique,MTQ,1977,6.9578934
Martinique,MTQ,1978,6.844696
Martinique,MTQ,1979,6.7589035
Martinique,MTQ,1980,6.720299
Martinique,MTQ,1981,6.6428986
Martinique,MTQ,1982,6.5681
Martinique,MTQ,1983,6.4589005
Martinique,MTQ,1984,6.428299
Martinique,MTQ,1985,6.347
Martinique,MTQ,1986,6.381401
Martinique,MTQ,1987,6.244301
Martinique,MTQ,1988,6.3311996
Martinique,MTQ,1989,6.382004
Martinique,MTQ,1990,6.4376984
Martinique,MTQ,1991,6.079506
Martinique,MTQ,1992,6.2554016
Martinique,MTQ,1993,6.310501
Martinique,MTQ,1994,6.3605957
Martinique,MTQ,1995,6.427498
Martinique,MTQ,1996,6.4570007
Martinique,MTQ,1997,6.5347977
Martinique,MTQ,1998,6.512703
Martinique,MTQ,1999,6.7242966
Martinique,MTQ,2000,6.7763977
Martinique,MTQ,2001,6.1420975
Martinique,MTQ,2002,6.372696
Martinique,MTQ,2003,6.478096
Martinique,MTQ,2004,6.5768967
Martinique,MTQ,2005,6.5143967
Martinique,MTQ,2006,6.5489044
Martinique,MTQ,2007,6.533493
Martinique,MTQ,2008,6.740799
Martinique,MTQ,2009,6.4589005
Martinique,MTQ,2010,6.592697
Martinique,MTQ,2011,6.463196
Martinique,MTQ,2012,6.164398
Martinique,MTQ,2013,5.6100006
Martinique,MTQ,2014,5.6567993
Martinique,MTQ,2015,5.634201
Martinique,MTQ,2016,5.807495
Martinique,MTQ,2017,6.0442963
Martinique,MTQ,2018,5.9384003
Martinique,MTQ,2019,5.9814987
Martinique,MTQ,2020,5.885994
Martinique,MTQ,2021,5.9970016
Mauritania,MRT,1950,0.33399963
Mauritania,MRT,1951,0.63430023
Mauritania,MRT,1952,0.7919998
Mauritania,MRT,1953,0.8288994
Mauritania,MRT,1954,1.1805
Mauritania,MRT,1955,1.1807976
Mauritania,MRT,1956,1.2574005
Mauritania,MRT,1957,1.2905998
Mauritania,MRT,1958,1.2671013
Mauritania,MRT,1959,0.9720993
Mauritania,MRT,1960,0.9898033
Mauritania,MRT,1961,0.99090195
Mauritania,MRT,1962,1.1154022
Mauritania,MRT,1963,1.2736015
Mauritania,MRT,1964,1.3908997
Mauritania,MRT,1965,1.5023994
Mauritania,MRT,1966,1.5909004
Mauritania,MRT,1967,1.7373009
Mauritania,MRT,1968,1.928299
Mauritania,MRT,1969,2.1389008
Mauritania,MRT,1970,2.4905014
Mauritania,MRT,1971,2.7709007
Mauritania,MRT,1972,2.978901
Mauritania,MRT,1973,3.1660004
Mauritania,MRT,1974,3.1959991
Mauritania,MRT,1975,3.3544998
Mauritania,MRT,1976,3.2137985
Mauritania,MRT,1977,3.1817017
Mauritania,MRT,1978,3.1800003
Mauritania,MRT,1979,3.2563019
Mauritania,MRT,1980,3.3773994
Mauritania,MRT,1981,3.4578018
Mauritania,MRT,1982,3.5741005
Mauritania,MRT,1983,3.5415993
Mauritania,MRT,1984,3.4257011
Mauritania,MRT,1985,3.3428993
Mauritania,MRT,1986,3.1520004
Mauritania,MRT,1987,3.0662994
Mauritania,MRT,1988,3.019703
Mauritania,MRT,1989,3.2422981
Mauritania,MRT,1990,2.9110985
Mauritania,MRT,1991,2.7975998
Mauritania,MRT,1992,2.752098
Mauritania,MRT,1993,2.638298
Mauritania,MRT,1994,2.8449974
Mauritania,MRT,1995,2.9736977000000002
Mauritania,MRT,1996,3.068901
Mauritania,MRT,1997,3.225998
Mauritania,MRT,1998,3.4702988
Mauritania,MRT,1999,3.2563972
Mauritania,MRT,2000,3.172802
Mauritania,MRT,2001,3.145298
Mauritania,MRT,2002,3.2215996
Mauritania,MRT,2003,3.3650017
Mauritania,MRT,2004,3.4052963
Mauritania,MRT,2005,3.5023994
Mauritania,MRT,2006,3.3841972
Mauritania,MRT,2007,3.464302
Mauritania,MRT,2008,3.4896965
Mauritania,MRT,2009,3.4474983
Mauritania,MRT,2010,3.2805023
Mauritania,MRT,2011,3.4141998
Mauritania,MRT,2012,3.2985039
Mauritania,MRT,2013,3.464199
Mauritania,MRT,2014,3.1945992
Mauritania,MRT,2015,3.5149994
Mauritania,MRT,2016,3.373005
Mauritania,MRT,2017,3.6576958
Mauritania,MRT,2018,3.480999
Mauritania,MRT,2019,3.8739014
Mauritania,MRT,2020,3.5542984
Mauritania,MRT,2021,3.4318008
Mauritius,MUS,1950,4.7117996
Mauritius,MUS,1951,4.4217987
Mauritius,MUS,1952,3.9622993
Mauritius,MUS,1953,3.5393982
Mauritius,MUS,1954,3.6629028
Mauritius,MUS,1955,3.8438988
Mauritius,MUS,1956,4.7323036
Mauritius,MUS,1957,5.190201
Mauritius,MUS,1958,5.7080994
Mauritius,MUS,1959,5.639801
Mauritius,MUS,1960,5.408901
Mauritius,MUS,1961,5.25
Mauritius,MUS,1962,5.059799
Mauritius,MUS,1963,5.066101
Mauritius,MUS,1964,5.2889023
Mauritius,MUS,1965,5.792801
Mauritius,MUS,1966,5.9701996
Mauritius,MUS,1967,5.9006004
Mauritius,MUS,1968,5.550602
Mauritius,MUS,1969,5.6173973
Mauritius,MUS,1970,6.0798035
Mauritius,MUS,1971,6.1104965
Mauritius,MUS,1972,6.3578987
Mauritius,MUS,1973,6.092003
Mauritius,MUS,1974,7.277298
Mauritius,MUS,1975,7.437397
Mauritius,MUS,1976,8.1362
Mauritius,MUS,1977,7.823704
Mauritius,MUS,1978,7.9600983
Mauritius,MUS,1979,7.9589043
Mauritius,MUS,1980,7.5046997
Mauritius,MUS,1981,6.892002
Mauritius,MUS,1982,6.5792007
Mauritius,MUS,1983,6.672699
Mauritius,MUS,1984,6.8138046
Mauritius,MUS,1985,6.876503
Mauritius,MUS,1986,6.924698
Mauritius,MUS,1987,6.972595
Mauritius,MUS,1988,7.443596
Mauritius,MUS,1989,7.5850983
Mauritius,MUS,1990,7.5727005
Mauritius,MUS,1991,7.2043
Mauritius,MUS,1992,7.0783005
Mauritius,MUS,1993,7.096298
Mauritius,MUS,1994,7.251999
Mauritius,MUS,1995,7.361305
Mauritius,MUS,1996,7.5115967
Mauritius,MUS,1997,7.340103
Mauritius,MUS,1998,7.157898
Mauritius,MUS,1999,6.806999
Mauritius,MUS,2000,6.692604
Mauritius,MUS,2001,6.596199
Mauritius,MUS,2002,6.6548996
Mauritius,MUS,2003,6.6989975
Mauritius,MUS,2004,6.774498
Mauritius,MUS,2005,6.907196
Mauritius,MUS,2006,7.0535965
Mauritius,MUS,2007,7.422905
Mauritius,MUS,2008,7.4808044
Mauritius,MUS,2009,7.3815002
Mauritius,MUS,2010,6.9990005
Mauritius,MUS,2011,6.774994
Mauritius,MUS,2012,6.475296
Mauritius,MUS,2013,6.5578995
Mauritius,MUS,2014,6.4886017
Mauritius,MUS,2015,6.3663025
Mauritius,MUS,2016,6.390602
Mauritius,MUS,2017,6.254402
Mauritius,MUS,2018,6.004303
Mauritius,MUS,2019,6.0002975
Mauritius,MUS,2020,6.658798
Mauritius,MUS,2021,6.3864975
Mayotte,MYT,1950,0.5522003
Mayotte,MYT,1951,0.70949936
Mayotte,MYT,1952,1.4426003
Mayotte,MYT,1953,1.7467995
Mayotte,MYT,1954,2.0625992
Mayotte,MYT,1955,2.3789978
Mayotte,MYT,1956,2.8350983
Mayotte,MYT,1957,2.983101
Mayotte,MYT,1958,3.3814964
Mayotte,MYT,1959,3.4431
Mayotte,MYT,1960,3.415001
Mayotte,MYT,1961,3.531601
Mayotte,MYT,1962,3.4560966
Mayotte,MYT,1963,3.4529
Mayotte,MYT,1964,3.5067024
Mayotte,MYT,1965,3.4718018
Mayotte,MYT,1966,3.6169014
Mayotte,MYT,1967,3.7617989
Mayotte,MYT,1968,3.9478989
Mayotte,MYT,1969,3.6933975
Mayotte,MYT,1970,3.8819962
Mayotte,MYT,1971,4.2005997
Mayotte,MYT,1972,4.3438034
Mayotte,MYT,1973,4.804699
Mayotte,MYT,1974,4.5769997
Mayotte,MYT,1975,4.7727966
Mayotte,MYT,1976,4.553894
Mayotte,MYT,1977,5.006302
Mayotte,MYT,1978,4.6218033
Mayotte,MYT,1979,5.0957947
Mayotte,MYT,1980,4.8267975
Mayotte,MYT,1981,5.2981033
Mayotte,MYT,1982,4.9408035
Mayotte,MYT,1983,4.957901
Mayotte,MYT,1984,5.2425995
Mayotte,MYT,1985,5.1985016
Mayotte,MYT,1986,5.1374054
Mayotte,MYT,1987,5.345398
Mayotte,MYT,1988,5.3347015
Mayotte,MYT,1989,5.4365997
Mayotte,MYT,1990,5.146797
Mayotte,MYT,1991,5.6529007
Mayotte,MYT,1992,5.6684036
Mayotte,MYT,1993,5.7373047
Mayotte,MYT,1994,5.368599
Mayotte,MYT,1995,5.3206024
Mayotte,MYT,1996,6.0634003
Mayotte,MYT,1997,6.0369034
Mayotte,MYT,1998,6.0671005
Mayotte,MYT,1999,5.568695
Mayotte,MYT,2000,5.5825043
Mayotte,MYT,2001,5.605301
Mayotte,MYT,2002,5.595497
Mayotte,MYT,2003,5.5571976
Mayotte,MYT,2004,5.5247955
Mayotte,MYT,2005,5.6407013
Mayotte,MYT,2006,5.635803
Mayotte,MYT,2007,5.6645966
Mayotte,MYT,2008,5.7136993
Mayotte,MYT,2009,5.7084045
Mayotte,MYT,2010,5.7537003
Mayotte,MYT,2011,5.7098007
Mayotte,MYT,2012,5.7261963
Mayotte,MYT,2013,5.9202957
Mayotte,MYT,2014,6.2957993
Mayotte,MYT,2015,6.616806
Mayotte,MYT,2016,6.5242996
Mayotte,MYT,2017,6.548401
Mayotte,MYT,2018,6.866501
Mayotte,MYT,2019,6.975601
Mayotte,MYT,2020,7.3040924
Mayotte,MYT,2021,6.8321
Mexico,MEX,1950,3.1423988
Mexico,MEX,1951,3.3160973
Mexico,MEX,1952,3.3819008
Mexico,MEX,1953,3.3935013
Mexico,MEX,1954,3.3928986
Mexico,MEX,1955,3.3802986
Mexico,MEX,1956,3.4600983
Mexico,MEX,1957,3.5431023
Mexico,MEX,1958,3.6366997
Mexico,MEX,1959,3.730301
Mexico,MEX,1960,3.7873993
Mexico,MEX,1961,3.8291016
Mexico,MEX,1962,3.8515968
Mexico,MEX,1963,3.8589973
Mexico,MEX,1964,3.8704987
Mexico,MEX,1965,3.8876991
Mexico,MEX,1966,3.9132996
Mexico,MEX,1967,3.959999
Mexico,MEX,1968,4.0459976
Mexico,MEX,1969,4.168503
Mexico,MEX,1970,4.342701
Mexico,MEX,1971,4.5617027
Mexico,MEX,1972,4.820797
Mexico,MEX,1973,5.1274986
Mexico,MEX,1974,5.4716034
Mexico,MEX,1975,5.8592987
Mexico,MEX,1976,6.2687035
Mexico,MEX,1977,6.6680984
Mexico,MEX,1978,7.024803
Mexico,MEX,1979,7.280201
Mexico,MEX,1980,7.4097977
Mexico,MEX,1981,7.4160004
Mexico,MEX,1982,7.343601
Mexico,MEX,1983,7.2110023
Mexico,MEX,1984,7.089096
Mexico,MEX,1985,7.0005035
Mexico,MEX,1986,6.956604
Mexico,MEX,1987,6.947998
Mexico,MEX,1988,6.9853973
Mexico,MEX,1989,7.0382996
Mexico,MEX,1990,7.114296
Mexico,MEX,1991,7.183403
Mexico,MEX,1992,7.2447968
Mexico,MEX,1993,7.251198
Mexico,MEX,1994,7.209694
Mexico,MEX,1995,7.0814056
Mexico,MEX,1996,6.891594
Mexico,MEX,1997,6.6400986
Mexico,MEX,1998,6.3653946
Mexico,MEX,1999,6.081703
Mexico,MEX,2000,5.8198013
Mexico,MEX,2001,5.5871964
Mexico,MEX,2002,5.4048004
Mexico,MEX,2003,5.267502
Mexico,MEX,2004,5.202202
Mexico,MEX,2005,5.2037964
Mexico,MEX,2006,5.2842026
Mexico,MEX,2007,5.415901
Mexico,MEX,2008,5.5759964
Mexico,MEX,2009,5.7194977
Mexico,MEX,2010,5.821495
Mexico,MEX,2011,5.860199
Mexico,MEX,2012,5.8834
Mexico,MEX,2013,5.8922043
Mexico,MEX,2014,5.9226
Mexico,MEX,2015,5.9688034
Mexico,MEX,2016,6.0875015
Mexico,MEX,2017,6.2585983
Mexico,MEX,2018,6.4570007
Mexico,MEX,2019,6.6427994
Mexico,MEX,2020,7.980095
Mexico,MEX,2021,8.808098
Micronesia (country),FSM,1950,3.7313004
Micronesia (country),FSM,1951,3.873001
Micronesia (country),FSM,1952,3.7757988
Micronesia (country),FSM,1953,4.0573006
Micronesia (country),FSM,1954,4.329998
Micronesia (country),FSM,1955,4.2980003
Micronesia (country),FSM,1956,4.5392
Micronesia (country),FSM,1957,4.287098
Micronesia (country),FSM,1958,4.2983017
Micronesia (country),FSM,1959,4.2159996
Micronesia (country),FSM,1960,4.2001
Micronesia (country),FSM,1961,4.2355003
Micronesia (country),FSM,1962,4.271698
Micronesia (country),FSM,1963,4.6475983
Micronesia (country),FSM,1964,4.406803
Micronesia (country),FSM,1965,4.597599
Micronesia (country),FSM,1966,4.623398
Micronesia (country),FSM,1967,4.8568
Micronesia (country),FSM,1968,4.615402
Micronesia (country),FSM,1969,4.793701
Micronesia (country),FSM,1970,5.178898
Micronesia (country),FSM,1971,5.347801
Micronesia (country),FSM,1972,5.2622986
Micronesia (country),FSM,1973,5.567501
Micronesia (country),FSM,1974,5.902996
Micronesia (country),FSM,1975,6.137001
Micronesia (country),FSM,1976,6.3562965
Micronesia (country),FSM,1977,6.694504
Micronesia (country),FSM,1978,6.828602
Micronesia (country),FSM,1979,7.0167046
Micronesia (country),FSM,1980,6.9854965
Micronesia (country),FSM,1981,6.8323975
Micronesia (country),FSM,1982,7.0752983
Micronesia (country),FSM,1983,6.685402
Micronesia (country),FSM,1984,6.8283005
Micronesia (country),FSM,1985,6.609501
Micronesia (country),FSM,1986,6.6458015
Micronesia (country),FSM,1987,6.5387993
Micronesia (country),FSM,1988,6.6505013
Micronesia (country),FSM,1989,6.663105
Micronesia (country),FSM,1990,6.470207
Micronesia (country),FSM,1991,6.4602966
Micronesia (country),FSM,1992,6.744095
Micronesia (country),FSM,1993,6.503105
Micronesia (country),FSM,1994,6.5254974
Micronesia (country),FSM,1995,6.459099
Micronesia (country),FSM,1996,6.229599
Micronesia (country),FSM,1997,6.281105
Micronesia (country),FSM,1998,6.174103
Micronesia (country),FSM,1999,6.058304
Micronesia (country),FSM,2000,5.8899
Micronesia (country),FSM,2001,5.8146973
Micronesia (country),FSM,2002,5.1374054
Micronesia (country),FSM,2003,5.7830048
Micronesia (country),FSM,2004,5.7252045
Micronesia (country),FSM,2005,5.8211975
Micronesia (country),FSM,2006,5.5429993
Micronesia (country),FSM,2007,5.6372986
Micronesia (country),FSM,2008,6.0475006
Micronesia (country),FSM,2009,6.1275024
Micronesia (country),FSM,2010,6.2074966
Micronesia (country),FSM,2011,6.279297
Micronesia (country),FSM,2012,6.356804
Micronesia (country),FSM,2013,6.3550034
Micronesia (country),FSM,2014,6.497101
Micronesia (country),FSM,2015,6.5298004
Micronesia (country),FSM,2016,6.584099
