hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,1,4,2016,July,31,28,0,2,2,0,0,SC,ARE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,124,0,0,Canceled,2016-07-25
City Hotel,1,92,2016,July,31,28,0,3,2,0,0,BB,PAK,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,121.8,0,0,Canceled,2016-05-31
City Hotel,1,79,2016,July,31,28,0,3,1,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,14,NULL,0,Transient,120,0,0,Canceled,2016-05-10
City Hotel,0,206,2016,July,31,28,1,3,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11,NULL,0,Transient,58.14,0,0,Check-Out,2016-08-01
City Hotel,1,137,2016,July,31,28,1,3,1,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,134.3,0,0,Canceled,2016-03-28
City Hotel,1,134,2016,July,31,28,1,3,3,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,134.3,0,0,Canceled,2016-03-21
City Hotel,0,207,2016,July,31,28,2,4,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,80.75,0,1,Check-Out,2016-08-03
City Hotel,0,237,2016,July,31,28,2,4,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9,NULL,0,Transient-Party,81.5,0,1,Check-Out,2016-08-03
City Hotel,0,207,2016,July,31,28,2,4,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,80.75,0,0,Check-Out,2016-08-03
City Hotel,1,227,2016,July,31,28,2,4,2,3,0,BB,FRA,Direct,Direct,0,0,0,B,B,2,No Deposit,14,NULL,0,Transient,79.26,0,0,Canceled,2016-06-04
City Hotel,0,236,2016,July,31,28,2,4,0,2,0,BB,NLD,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9,NULL,0,Transient-Party,6,0,1,Check-Out,2016-08-03
City Hotel,1,225,2016,July,31,28,2,4,0,3,0,BB,FRA,Direct,Direct,0,0,0,B,B,0,No Deposit,14,NULL,0,Transient,79.27,0,1,Canceled,2016-06-04
City Hotel,1,188,2016,July,31,28,2,5,2,0,0,BB,BGR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,90.95,0,0,Canceled,2016-01-23
City Hotel,1,188,2016,July,31,28,2,5,2,0,0,BB,BGR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,90.95,0,0,Canceled,2016-01-23
City Hotel,1,17,2016,July,31,29,0,1,2,1,0,BB,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,129,0,2,Canceled,2016-07-15
City Hotel,1,25,2016,July,31,29,0,1,2,2,0,BB,BRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,181,0,3,Canceled,2016-07-25
City Hotel,1,1,2016,July,31,29,0,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,109,0,0,Canceled,2016-07-28
City Hotel,1,28,2016,July,31,29,0,1,2,1,0,BB,JPN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,119,0,0,Canceled,2016-07-07
City Hotel,1,167,2016,July,31,29,0,2,3,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,137.7,0,0,Canceled,2016-07-24
City Hotel,1,167,2016,July,31,29,0,2,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,94.5,0,0,Canceled,2016-07-24
City Hotel,0,228,2016,July,31,29,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,7,NULL,0,Transient,76.85,0,1,Check-Out,2016-08-01
City Hotel,1,118,2016,July,31,29,1,2,2,2,0,BB,NLD,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,183.3,0,0,Canceled,2016-04-04
City Hotel,0,230,2016,July,31,29,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,7,NULL,0,Transient,76.85,0,1,Check-Out,2016-08-01
City Hotel,0,214,2016,July,31,29,2,2,2,0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,NULL,0,Transient-Party,89.75,1,1,Check-Out,2016-08-02
City Hotel,1,171,2016,July,31,29,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,99.45,0,0,Canceled,2016-02-17
City Hotel,0,214,2016,July,31,29,2,2,2,0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient-Party,80.75,0,1,Check-Out,2016-08-02
City Hotel,1,164,2016,July,31,29,2,5,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,89.25,0,1,Canceled,2016-02-25
City Hotel,0,215,2016,July,31,29,2,7,1,0,0,BB,LVA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,90.95,0,1,Check-Out,2016-08-07
City Hotel,1,177,2016,July,31,30,0,1,1,0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,99.9,0,0,Canceled,2016-02-08
City Hotel,1,177,2016,July,31,30,0,1,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,105.3,0,0,Canceled,2016-02-04
City Hotel,1,301,2016,July,31,30,1,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient-Party,109,0,0,Canceled,2016-07-26
City Hotel,1,301,2016,July,31,30,1,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient-Party,109,0,0,Canceled,2016-07-26
City Hotel,1,301,2016,July,31,30,1,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient-Party,109,0,0,Canceled,2016-07-26
City Hotel,1,301,2016,July,31,30,1,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient-Party,109,0,0,Canceled,2016-07-26
City Hotel,1,145,2016,July,31,30,1,1,2,0,0,BB,ZAF,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,114.3,0,0,Canceled,2016-03-09
City Hotel,1,301,2016,July,31,30,1,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient-Party,109,0,0,Canceled,2016-07-26
City Hotel,1,301,2016,July,31,30,1,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient-Party,109,0,0,Canceled,2016-07-26
City Hotel,1,139,2016,July,31,30,2,1,2,2,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,192.3,0,1,Canceled,2016-07-03
City Hotel,1,186,2016,July,31,30,2,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,121.8,0,1,Canceled,2016-06-11
City Hotel,1,208,2016,July,31,30,2,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,80.75,0,0,Canceled,2016-01-09
City Hotel,1,122,2016,July,31,30,2,2,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,142.2,0,0,Canceled,2016-04-02
City Hotel,1,208,2016,July,31,30,2,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,80.75,0,0,Canceled,2016-01-09
City Hotel,1,56,2016,July,31,30,2,2,3,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,168.3,0,0,Canceled,2016-07-14
City Hotel,1,208,2016,July,31,30,2,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,80.75,0,0,Canceled,2016-01-09
City Hotel,1,208,2016,July,31,30,2,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,80.75,0,0,Canceled,2016-01-09
City Hotel,1,208,2016,July,31,30,2,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,80.75,0,0,Canceled,2016-01-09
City Hotel,1,56,2016,July,31,30,2,2,2,1,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,152.1,0,0,Canceled,2016-07-14
City Hotel,1,208,2016,July,31,30,2,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,80.75,0,0,Canceled,2016-01-09
City Hotel,1,208,2016,July,31,30,2,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,80.75,0,0,Canceled,2016-01-09
City Hotel,1,150,2016,July,31,30,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,8,NULL,0,Transient,123.3,0,0,Canceled,2016-06-02
City Hotel,1,208,2016,July,31,30,2,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,80.75,0,0,Canceled,2016-01-09
City Hotel,1,211,2016,July,31,30,2,3,2,0,0,BB,CYP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,90.95,0,0,Canceled,2016-07-10
City Hotel,1,144,2016,July,31,30,2,4,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,132.88,0,2,Canceled,2016-07-30
City Hotel,1,131,2016,July,31,30,2,6,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,137.19,0,0,Canceled,2016-05-05
City Hotel,1,95,2016,July,31,30,4,6,3,0,0,BB,RUS,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,149.58,0,0,Canceled,2016-04-26
City Hotel,1,70,2016,July,32,31,1,0,3,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,146.7,0,0,Canceled,2016-06-19
City Hotel,1,70,2016,July,32,31,1,0,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,127.8,0,0,Canceled,2016-06-19
City Hotel,1,210,2016,July,32,31,2,0,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,96.3,0,2,Canceled,2016-03-06
City Hotel,1,115,2016,July,32,31,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85,NULL,0,Transient,72.25,0,0,Canceled,2016-07-21
City Hotel,1,173,2016,July,32,31,2,2,2,1,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,114.75,0,2,Canceled,2016-07-07
City Hotel,1,139,2016,July,32,31,2,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,114.33,0,0,Canceled,2016-05-21
City Hotel,1,173,2016,July,32,31,2,2,2,1,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,114.75,0,2,Canceled,2016-07-07
City Hotel,1,155,2016,July,32,31,2,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,9,NULL,0,Transient,91.38,0,0,Canceled,2016-04-25
City Hotel,1,140,2016,July,32,31,2,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,113.9,0,0,Canceled,2016-03-16
City Hotel,1,41,2016,July,32,31,2,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,3,NULL,0,Transient,158.95,0,1,Canceled,2016-06-23
City Hotel,1,105,2016,July,32,31,2,3,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,139.5,0,0,Canceled,2016-04-17
City Hotel,1,129,2016,July,32,31,2,3,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,120.6,0,0,Canceled,2016-03-24
City Hotel,1,146,2016,July,32,31,2,3,2,1,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient-Party,116.45,0,0,Canceled,2016-04-17
City Hotel,1,165,2016,July,32,31,2,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3,NULL,0,Transient-Party,72.25,0,2,No-Show,2016-07-31
City Hotel,1,132,2016,July,32,31,2,5,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,121.37,0,0,Canceled,2016-03-31
City Hotel,1,132,2016,July,32,31,2,5,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,121.37,0,0,Canceled,2016-03-31
City Hotel,1,208,2016,July,32,31,2,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,90.95,0,0,Canceled,2016-03-19
City Hotel,1,132,2016,July,32,31,2,5,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,140.27,0,0,Canceled,2016-03-31
City Hotel,1,9,2016,August,32,1,1,0,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,201,0,3,Canceled,2016-07-24
City Hotel,1,0,2016,August,32,1,1,0,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,109,0,1,No-Show,2016-08-01
City Hotel,1,5,2016,August,32,1,1,1,1,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,109,0,1,Canceled,2016-07-29
City Hotel,1,4,2016,August,32,1,1,1,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,109,0,0,Canceled,2016-07-29
City Hotel,1,48,2016,August,32,1,1,1,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,149.4,0,1,Canceled,2016-06-30
City Hotel,1,113,2016,August,32,1,1,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,105.3,0,0,Canceled,2016-05-04
City Hotel,1,4,2016,August,32,1,1,1,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,109,0,0,Canceled,2016-07-29
City Hotel,1,113,2016,August,32,1,1,1,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,121.5,0,0,Canceled,2016-05-04
City Hotel,1,34,2016,August,32,1,1,2,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,135.9,0,0,Canceled,2016-07-08
City Hotel,0,224,2016,August,32,1,1,2,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9,NULL,0,Transient,86.62,0,1,Check-Out,2016-08-04
City Hotel,1,157,2016,August,32,1,1,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,1,Non Refund,NULL,51,0,Transient-Party,106,0,0,Canceled,2016-07-29
City Hotel,1,95,2016,August,32,1,1,2,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,107.1,0,0,Canceled,2016-04-28
City Hotel,0,224,2016,August,32,1,1,2,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9,NULL,0,Transient,86.63,0,1,Check-Out,2016-08-04
City Hotel,1,95,2016,August,32,1,1,2,1,1,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,123.15,0,0,Canceled,2016-06-23
City Hotel,1,123,2016,August,32,1,1,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,105.3,0,0,Canceled,2016-04-09
City Hotel,1,21,2016,August,32,1,1,3,2,1,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,159,0,0,Canceled,2016-07-14
City Hotel,1,127,2016,August,32,1,1,3,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,94.5,0,0,Canceled,2016-07-10
City Hotel,1,123,2016,August,32,1,1,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,105.3,0,0,Canceled,2016-04-09
City Hotel,1,44,2016,August,32,1,1,3,2,0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,118.15,0,0,Canceled,2016-07-11
City Hotel,1,21,2016,August,32,1,1,3,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,138,0,0,Canceled,2016-07-14
City Hotel,1,111,2016,August,32,1,1,3,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,137.7,0,0,Canceled,2016-05-29
City Hotel,1,124,2016,August,32,1,1,3,2,0,0,SC,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,94.5,0,0,Canceled,2016-03-30
City Hotel,1,37,2016,August,32,1,1,3,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,135.9,0,0,Canceled,2016-07-03
City Hotel,1,160,2016,August,32,1,1,4,3,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,130.05,0,0,Canceled,2016-02-28
City Hotel,1,168,2016,August,32,1,1,4,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,99.45,0,0,Canceled,2016-03-15
City Hotel,1,140,2016,August,32,1,1,4,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,167.45,0,0,Canceled,2016-07-10
City Hotel,1,164,2016,August,32,1,1,4,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,89.25,0,0,Canceled,2016-07-11
City Hotel,1,155,2016,August,32,1,1,4,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,130.05,0,0,Canceled,2016-02-28
City Hotel,1,168,2016,August,32,1,1,4,3,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,130.05,0,0,Canceled,2016-03-15
City Hotel,1,148,2016,August,32,1,1,4,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,112.2,0,1,No-Show,2016-08-01
City Hotel,1,146,2016,August,32,1,1,5,2,1,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,116.17,0,2,No-Show,2016-08-01
City Hotel,1,176,2016,August,32,1,1,5,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,114.75,0,0,Canceled,2016-03-05
City Hotel,1,134,2016,August,32,1,2,5,3,0,0,BB,GRC,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,132.48,0,0,Canceled,2016-07-01
City Hotel,1,134,2016,August,32,1,2,5,3,0,0,BB,GRC,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,132.48,0,0,Canceled,2016-04-25
City Hotel,1,186,2016,August,32,1,2,5,2,1,0,HB,ITA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,164.25,0,2,Canceled,2016-07-10
City Hotel,1,158,2016,August,32,1,2,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,99.45,0,0,Canceled,2016-05-01
City Hotel,1,166,2016,August,32,1,2,5,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,99.45,0,0,Canceled,2016-06-18
City Hotel,1,138,2016,August,32,1,2,5,2,2,0,BB,MAR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,169.88,0,0,Canceled,2016-03-20
City Hotel,1,126,2016,August,32,1,2,5,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,140.27,0,0,Canceled,2016-05-08
City Hotel,1,81,2016,August,32,1,3,6,2,1,0,BB,QAT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,134.1,0,0,Canceled,2016-06-02
City Hotel,1,232,2016,August,32,1,3,7,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9,NULL,0,Transient,81.82,0,2,Canceled,2016-05-22
City Hotel,1,231,2016,August,32,1,3,7,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9,NULL,0,Transient,81.82,0,2,Canceled,2016-05-23
City Hotel,1,155,2016,August,32,1,3,9,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,135.01,0,1,Canceled,2016-07-03
City Hotel,1,155,2016,August,32,1,3,9,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,119.71,0,1,Canceled,2016-07-03
City Hotel,1,135,2016,August,32,2,0,2,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,137.7,0,0,Canceled,2016-03-28
City Hotel,1,114,2016,August,32,2,0,2,2,3,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,8,NULL,0,Transient,266.3,0,0,Canceled,2016-04-11
City Hotel,1,114,2016,August,32,2,0,2,2,3,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,8,NULL,0,Transient,266.3,0,0,Canceled,2016-04-11
City Hotel,1,173,2016,August,32,2,0,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,105.3,0,0,Canceled,2016-07-14
City Hotel,1,20,2016,August,32,2,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,40,NULL,0,Transient,65,0,0,Canceled,2016-08-02
City Hotel,1,36,2016,August,32,2,0,3,0,2,0,BB,ESP,Direct,Direct,0,0,0,B,B,0,No Deposit,14,NULL,0,Transient,118.15,0,0,Canceled,2016-06-29
City Hotel,1,175,2016,August,32,2,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,105.3,0,0,Canceled,2016-02-10
City Hotel,1,166,2016,August,32,2,0,3,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,118.8,0,2,Canceled,2016-02-22
City Hotel,1,25,2016,August,32,2,0,3,1,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,139,0,1,Canceled,2016-07-09
City Hotel,1,166,2016,August,32,2,0,3,2,1,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,121.5,0,2,Canceled,2016-02-22
City Hotel,1,132,2016,August,32,2,0,3,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,137.7,0,0,Canceled,2016-05-15
City Hotel,1,47,2016,August,32,2,0,3,2,0,0,BB,ESP,Direct,Direct,0,0,0,B,B,0,No Deposit,14,NULL,0,Transient,118.15,0,1,Canceled,2016-06-29
City Hotel,1,131,2016,August,32,2,0,4,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,105.3,0,0,Canceled,2016-04-09
City Hotel,1,244,2016,August,32,2,0,4,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,9,NULL,0,Transient,90.95,0,0,Canceled,2016-01-24
City Hotel,1,180,2016,August,32,2,0,4,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,NULL,0,Transient,89.25,0,0,Canceled,2016-03-02
City Hotel,1,131,2016,August,32,2,0,4,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,105.3,0,0,Canceled,2016-04-09
City Hotel,1,108,2016,August,32,2,0,5,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,120.6,0,0,Canceled,2016-07-18
City Hotel,0,213,2016,August,32,2,0,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,108.95,1,1,Check-Out,2016-08-07
City Hotel,1,107,2016,August,32,2,0,5,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,107.1,0,0,Canceled,2016-07-18
City Hotel,1,171,2016,August,32,2,0,5,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,89.25,0,0,Canceled,2016-02-13
City Hotel,1,166,2016,August,32,2,1,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85,NULL,0,Transient,72.25,0,0,Canceled,2016-02-19
City Hotel,0,210,2016,August,32,2,0,4,2,2,0,BB,NLD,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,167.95,0,0,Check-Out,2016-08-06
City Hotel,1,137,2016,August,32,2,2,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,103.09,0,0,Canceled,2016-03-23
City Hotel,1,184,2016,August,32,2,2,5,2,1,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,173.25,0,1,Canceled,2016-04-28
