Entity,Code,Year,gini_disposable__age_total,gini_market__age_total,population_historical,owid_region
Guam,GUM,2012,NA,NA,166296,NA
Guam,GUM,2013,NA,NA,165938,NA
Guam,GUM,2014,NA,NA,165459,NA
Guam,GUM,2015,NA,NA,164862,NA
Guam,GUM,2016,NA,NA,164191,NA
Guam,GUM,2017,NA,NA,163454,NA
Guam,GUM,2018,NA,NA,162645,NA
Guam,GUM,2019,NA,NA,161783,NA
Guam,GUM,2020,NA,NA,162120,NA
Guam,GUM,2021,NA,NA,163693,NA
Guam,GUM,2022,NA,NA,165135,NA
Guam,GUM,2023,NA,NA,166477,Oceania
Guatemala,GTM,-10000,NA,NA,52148,NA
Guatemala,GTM,-9000,NA,NA,57942,NA
Guatemala,GTM,-8000,NA,NA,64380,NA
Guatemala,GTM,-7000,NA,NA,71533,NA
Guatemala,GTM,-6000,NA,NA,79481,NA
Guatemala,GTM,-5000,NA,NA,88313,NA
Guatemala,GTM,-4000,NA,NA,98125,NA
Guatemala,GTM,-3000,NA,NA,109028,NA
Guatemala,GTM,-2000,NA,NA,121142,NA
Guatemala,GTM,-1000,NA,NA,134603,NA
Guatemala,GTM,0,NA,NA,149559,NA
Guatemala,GTM,100,NA,NA,163155,NA
Guatemala,GTM,200,NA,NA,177987,NA
Guatemala,GTM,300,NA,NA,194168,NA
Guatemala,GTM,400,NA,NA,211820,NA
Guatemala,GTM,500,NA,NA,231076,NA
Guatemala,GTM,600,NA,NA,252083,NA
Guatemala,GTM,700,NA,NA,275000,NA
Guatemala,GTM,800,NA,NA,300000,NA
Guatemala,GTM,900,NA,NA,450000,NA
Guatemala,GTM,1000,NA,NA,600000,NA
Guatemala,GTM,1100,NA,NA,640000,NA
Guatemala,GTM,1200,NA,NA,680000,NA
Guatemala,GTM,1300,NA,NA,720000,NA
Guatemala,GTM,1400,NA,NA,760000,NA
Guatemala,GTM,1500,NA,NA,800000,NA
Guatemala,GTM,1600,NA,NA,600000,NA
Guatemala,GTM,1700,NA,NA,699752,NA
Guatemala,GTM,1710,NA,NA,690359,NA
Guatemala,GTM,1720,NA,NA,681092,NA
Guatemala,GTM,1730,NA,NA,671950,NA
Guatemala,GTM,1740,NA,NA,662931,NA
Guatemala,GTM,1750,NA,NA,654032,NA
Guatemala,GTM,1760,NA,NA,645253,NA
Guatemala,GTM,1770,NA,NA,636592,NA
Guatemala,GTM,1780,NA,NA,628047,NA
Guatemala,GTM,1790,NA,NA,619617,NA
Guatemala,GTM,1800,NA,NA,462930,NA
Guatemala,GTM,1801,NA,NA,468978,NA
Guatemala,GTM,1802,NA,NA,475104,NA
Guatemala,GTM,1803,NA,NA,481312,NA
Guatemala,GTM,1804,NA,NA,487599,NA
Guatemala,GTM,1805,NA,NA,493969,NA
Guatemala,GTM,1806,NA,NA,500422,NA
Guatemala,GTM,1807,NA,NA,506960,NA
Guatemala,GTM,1808,NA,NA,513583,NA
Guatemala,GTM,1809,NA,NA,520292,NA
Guatemala,GTM,1810,NA,NA,528719,NA
Guatemala,GTM,1811,NA,NA,535594,NA
Guatemala,GTM,1812,NA,NA,542528,NA
Guatemala,GTM,1813,NA,NA,549520,NA
Guatemala,GTM,1814,NA,NA,556570,NA
Guatemala,GTM,1815,NA,NA,563680,NA
Guatemala,GTM,1816,NA,NA,570848,NA
Guatemala,GTM,1817,NA,NA,578077,NA
Guatemala,GTM,1818,NA,NA,585366,NA
Guatemala,GTM,1819,NA,NA,592715,NA
Guatemala,GTM,1820,NA,NA,600125,NA
Guatemala,GTM,1821,NA,NA,602710,NA
Guatemala,GTM,1822,NA,NA,605310,NA
Guatemala,GTM,1823,NA,NA,610509,NA
Guatemala,GTM,1824,NA,NA,615753,NA
Guatemala,GTM,1825,NA,NA,621042,NA
Guatemala,GTM,1826,NA,NA,626376,NA
Guatemala,GTM,1827,NA,NA,631756,NA
Guatemala,GTM,1828,NA,NA,637182,NA
Guatemala,GTM,1829,NA,NA,642655,NA
Guatemala,GTM,1830,NA,NA,648175,NA
Guatemala,GTM,1831,NA,NA,653743,NA
Guatemala,GTM,1832,NA,NA,659358,NA
Guatemala,GTM,1833,NA,NA,665022,NA
Guatemala,GTM,1834,NA,NA,670734,NA
Guatemala,GTM,1835,NA,NA,676495,NA
Guatemala,GTM,1836,NA,NA,682306,NA
Guatemala,GTM,1837,NA,NA,688166,NA
Guatemala,GTM,1838,NA,NA,694077,NA
Guatemala,GTM,1839,NA,NA,701471,NA
Guatemala,GTM,1840,NA,NA,710389,NA
Guatemala,GTM,1841,NA,NA,720869,NA
Guatemala,GTM,1842,NA,NA,732955,NA
Guatemala,GTM,1843,NA,NA,746687,NA
Guatemala,GTM,1844,NA,NA,760677,NA
Guatemala,GTM,1845,NA,NA,774928,NA
Guatemala,GTM,1846,NA,NA,789447,NA
Guatemala,GTM,1847,NA,NA,804237,NA
Guatemala,GTM,1848,NA,NA,819305,NA
Guatemala,GTM,1849,NA,NA,833518,NA
Guatemala,GTM,1850,NA,NA,846846,NA
Guatemala,GTM,1851,NA,NA,859793,NA
Guatemala,GTM,1852,NA,NA,871809,NA
Guatemala,GTM,1853,NA,NA,882858,NA
Guatemala,GTM,1854,NA,NA,894047,NA
Guatemala,GTM,1855,NA,NA,905378,NA
Guatemala,GTM,1856,NA,NA,916851,NA
Guatemala,GTM,1857,NA,NA,928470,NA
Guatemala,GTM,1858,NA,NA,940236,NA
Guatemala,GTM,1859,NA,NA,952150,NA
Guatemala,GTM,1860,NA,NA,964215,NA
Guatemala,GTM,1861,NA,NA,976433,NA
Guatemala,GTM,1862,NA,NA,988805,NA
Guatemala,GTM,1863,NA,NA,1001333,NA
Guatemala,GTM,1864,NA,NA,1014020,NA
Guatemala,GTM,1865,NA,NA,1026867,NA
Guatemala,GTM,1866,NA,NA,1039877,NA
Guatemala,GTM,1867,NA,NA,1053051,NA
Guatemala,GTM,1868,NA,NA,1066391,NA
Guatemala,GTM,1869,NA,NA,1080038,NA
Guatemala,GTM,1870,NA,NA,1093998,NA
Guatemala,GTM,1871,NA,NA,1108275,NA
Guatemala,GTM,1872,NA,NA,1122877,NA
Guatemala,GTM,1873,NA,NA,1137810,NA
Guatemala,GTM,1874,NA,NA,1152941,NA
Guatemala,GTM,1875,NA,NA,1168272,NA
Guatemala,GTM,1876,NA,NA,1183807,NA
Guatemala,GTM,1877,NA,NA,1199548,NA
Guatemala,GTM,1878,NA,NA,1215498,NA
Guatemala,GTM,1879,NA,NA,1231193,NA
Guatemala,GTM,1880,NA,NA,1246623,NA
Guatemala,GTM,1881,NA,NA,1261780,NA
Guatemala,GTM,1882,NA,NA,1276655,NA
Guatemala,GTM,1883,NA,NA,1291237,NA
Guatemala,GTM,1884,NA,NA,1305985,NA
Guatemala,GTM,1885,NA,NA,1320900,NA
Guatemala,GTM,1886,NA,NA,1335986,NA
Guatemala,GTM,1887,NA,NA,1351244,NA
Guatemala,GTM,1888,NA,NA,1366675,NA
Guatemala,GTM,1889,NA,NA,1377923,NA
Guatemala,GTM,1890,NA,NA,1384956,NA
Guatemala,GTM,1891,NA,NA,1387741,NA
Guatemala,GTM,1892,NA,NA,1386245,NA
Guatemala,GTM,1893,NA,NA,1380434,NA
Guatemala,GTM,1894,NA,NA,1374648,NA
Guatemala,GTM,1895,NA,NA,1368885,NA
Guatemala,GTM,1896,NA,NA,1363146,NA
Guatemala,GTM,1897,NA,NA,1357430,NA
Guatemala,GTM,1898,NA,NA,1351738,NA
Guatemala,GTM,1899,NA,NA,1350127,NA
Guatemala,GTM,1900,NA,NA,1352626,NA
Guatemala,GTM,1901,NA,NA,1359267,NA
Guatemala,GTM,1902,NA,NA,1370079,NA
Guatemala,GTM,1903,NA,NA,1385093,NA
Guatemala,GTM,1904,NA,NA,1400271,NA
Guatemala,GTM,1905,NA,NA,1415615,NA
Guatemala,GTM,1906,NA,NA,1431127,NA
Guatemala,GTM,1907,NA,NA,1446808,NA
Guatemala,GTM,1908,NA,NA,1462661,NA
Guatemala,GTM,1909,NA,NA,1478681,NA
Guatemala,GTM,1910,NA,NA,1494871,NA
Guatemala,GTM,1911,NA,NA,1511231,NA
Guatemala,GTM,1912,NA,NA,1527765,NA
Guatemala,GTM,1913,NA,NA,1544473,NA
Guatemala,GTM,1914,NA,NA,1561364,NA
Guatemala,GTM,1915,NA,NA,1578439,NA
Guatemala,GTM,1916,NA,NA,1595700,NA
Guatemala,GTM,1917,NA,NA,1613149,NA
Guatemala,GTM,1918,NA,NA,1629816,NA
Guatemala,GTM,1919,NA,NA,1646676,NA
Guatemala,GTM,1920,NA,NA,1663732,NA
Guatemala,GTM,1921,NA,NA,1680986,NA
Guatemala,GTM,1922,NA,NA,1698439,NA
Guatemala,GTM,1923,NA,NA,1716095,NA
Guatemala,GTM,1924,NA,NA,1733935,NA
Guatemala,GTM,1925,NA,NA,1751960,NA
Guatemala,GTM,1926,NA,NA,1770172,NA
Guatemala,GTM,1927,NA,NA,1788574,NA
Guatemala,GTM,1928,NA,NA,1807167,NA
Guatemala,GTM,1929,NA,NA,1830208,NA
Guatemala,GTM,1930,NA,NA,1857837,NA
Guatemala,GTM,1931,NA,NA,1890197,NA
Guatemala,GTM,1932,NA,NA,1927435,NA
Guatemala,GTM,1933,NA,NA,1969700,NA
Guatemala,GTM,1934,NA,NA,2012892,NA
Guatemala,GTM,1935,NA,NA,2057031,NA
Guatemala,GTM,1936,NA,NA,2102138,NA
Guatemala,GTM,1937,NA,NA,2148235,NA
Guatemala,GTM,1938,NA,NA,2195342,NA
Guatemala,GTM,1939,NA,NA,2247378,NA
Guatemala,GTM,1940,NA,NA,2304571,NA
Guatemala,GTM,1941,NA,NA,2367154,NA
Guatemala,GTM,1942,NA,NA,2435374,NA
Guatemala,GTM,1943,NA,NA,2509481,NA
Guatemala,GTM,1944,NA,NA,2585844,NA
Guatemala,GTM,1945,NA,NA,2664531,NA
Guatemala,GTM,1946,NA,NA,2745612,NA
Guatemala,GTM,1947,NA,NA,2829160,NA
Guatemala,GTM,1948,NA,NA,2915251,NA
Guatemala,GTM,1949,NA,NA,3005430,NA
Guatemala,GTM,1950,NA,NA,3097158,NA
Guatemala,GTM,1951,NA,NA,3177322,NA
Guatemala,GTM,1952,NA,NA,3261605,NA
Guatemala,GTM,1953,NA,NA,3348759,NA
Guatemala,GTM,1954,NA,NA,3439050,NA
Guatemala,GTM,1955,NA,NA,3533274,NA
Guatemala,GTM,1956,NA,NA,3631133,NA
Guatemala,GTM,1957,NA,NA,3732695,NA
Guatemala,GTM,1958,NA,NA,3836987,NA
Guatemala,GTM,1959,NA,NA,3946454,NA
Guatemala,GTM,1960,NA,NA,4063608,NA
Guatemala,GTM,1961,NA,NA,4186158,NA
Guatemala,GTM,1962,NA,NA,4312000,NA
Guatemala,GTM,1963,NA,NA,4440230,NA
Guatemala,GTM,1964,NA,NA,4571058,NA
Guatemala,GTM,1965,NA,NA,4704926,NA
Guatemala,GTM,1966,NA,NA,4840912,NA
Guatemala,GTM,1967,NA,NA,4978823,NA
Guatemala,GTM,1968,NA,NA,5118072,NA
Guatemala,GTM,1969,NA,NA,5257040,NA
Guatemala,GTM,1970,NA,NA,5396921,NA
Guatemala,GTM,1971,NA,NA,5538315,NA
Guatemala,GTM,1972,NA,NA,5682790,NA
Guatemala,GTM,1973,NA,NA,5831586,NA
Guatemala,GTM,1974,NA,NA,5981149,NA
Guatemala,GTM,1975,NA,NA,6128684,NA
Guatemala,GTM,1976,NA,NA,6262364,NA
Guatemala,GTM,1977,NA,NA,6401463,NA
Guatemala,GTM,1978,NA,NA,6561490,NA
Guatemala,GTM,1979,NA,NA,6727754,NA
Guatemala,GTM,1980,NA,NA,6900169,NA
Guatemala,GTM,1981,NA,NA,7075604,NA
Guatemala,GTM,1982,NA,NA,7240193,NA
Guatemala,GTM,1983,NA,NA,7419585,NA
Guatemala,GTM,1984,NA,NA,7630635,NA
Guatemala,GTM,1985,NA,NA,7849648,NA
Guatemala,GTM,1986,NA,NA,8070770,NA
Guatemala,GTM,1987,NA,NA,8296445,NA
Guatemala,GTM,1988,NA,NA,8532046,NA
Guatemala,GTM,1989,NA,NA,8775500,NA
Guatemala,GTM,1990,NA,NA,9024719,NA
Guatemala,GTM,1991,NA,NA,9272532,NA
Guatemala,GTM,1992,NA,NA,9522213,NA
Guatemala,GTM,1993,NA,NA,9779702,NA
Guatemala,GTM,1994,NA,NA,10043662,NA
Guatemala,GTM,1995,NA,NA,10312954,NA
Guatemala,GTM,1996,NA,NA,10583483,NA
Guatemala,GTM,1997,NA,NA,10857703,NA
Guatemala,GTM,1998,NA,NA,11139099,NA
Guatemala,GTM,1999,NA,NA,11422931,NA
Guatemala,GTM,2000,NA,NA,11697544,NA
Guatemala,GTM,2001,NA,NA,11969368,NA
Guatemala,GTM,2002,NA,NA,12246875,NA
Guatemala,GTM,2003,NA,NA,12525788,NA
Guatemala,GTM,2004,NA,NA,12807357,NA
Guatemala,GTM,2005,NA,NA,13087587,NA
Guatemala,GTM,2006,NA,NA,13367408,NA
Guatemala,GTM,2007,NA,NA,13651990,NA
Guatemala,GTM,2008,NA,NA,13935128,NA
Guatemala,GTM,2009,NA,NA,14215574,NA
Guatemala,GTM,2010,NA,NA,14500078,NA
Guatemala,GTM,2011,NA,NA,14792071,NA
Guatemala,GTM,2012,NA,NA,15089585,NA
Guatemala,GTM,2013,NA,NA,15387291,NA
Guatemala,GTM,2014,NA,NA,15681675,NA
Guatemala,GTM,2015,NA,NA,15971692,NA
Guatemala,GTM,2016,NA,NA,16268708,NA
Guatemala,GTM,2017,NA,NA,16567316,NA
Guatemala,GTM,2018,NA,NA,16845637,NA
Guatemala,GTM,2019,NA,NA,17103759,NA
Guatemala,GTM,2020,NA,NA,17357274,NA
Guatemala,GTM,2021,NA,NA,17598598,NA
Guatemala,GTM,2022,NA,NA,17847828,NA
Guatemala,GTM,2023,NA,NA,18124791,North America
Guernsey,GGY,1800,NA,NA,19490,NA
Guernsey,GGY,1820,NA,NA,19490,NA
Guernsey,GGY,1950,NA,NA,44918,NA
Guernsey,GGY,1951,NA,NA,45799,NA
Guernsey,GGY,1952,NA,NA,46069,NA
Guernsey,GGY,1953,NA,NA,46176,NA
Guernsey,GGY,1954,NA,NA,46294,NA
Guernsey,GGY,1955,NA,NA,46366,NA
Guernsey,GGY,1956,NA,NA,46465,NA
Guernsey,GGY,1957,NA,NA,46634,NA
Guernsey,GGY,1958,NA,NA,46793,NA
Guernsey,GGY,1959,NA,NA,46954,NA
Guernsey,GGY,1960,NA,NA,47142,NA
Guernsey,GGY,1961,NA,NA,47447,NA
Guernsey,GGY,1962,NA,NA,47974,NA
Guernsey,GGY,1963,NA,NA,48588,NA
Guernsey,GGY,1964,NA,NA,49261,NA
Guernsey,GGY,1965,NA,NA,49948,NA
Guernsey,GGY,1966,NA,NA,50638,NA
Guernsey,GGY,1967,NA,NA,51338,NA
Guernsey,GGY,1968,NA,NA,52089,NA
Guernsey,GGY,1969,NA,NA,52840,NA
Guernsey,GGY,1970,NA,NA,53609,NA
Guernsey,GGY,1971,NA,NA,54137,NA
Guernsey,GGY,1972,NA,NA,54252,NA
Guernsey,GGY,1973,NA,NA,54277,NA
Guernsey,GGY,1974,NA,NA,54310,NA
Guernsey,GGY,1975,NA,NA,54251,NA
Guernsey,GGY,1976,NA,NA,54169,NA
Guernsey,GGY,1977,NA,NA,54117,NA
Guernsey,GGY,1978,NA,NA,54069,NA
Guernsey,GGY,1979,NA,NA,54001,NA
Guernsey,GGY,1980,NA,NA,53903,NA
Guernsey,GGY,1981,NA,NA,54000,NA
Guernsey,GGY,1982,NA,NA,54319,NA
Guernsey,GGY,1983,NA,NA,54732,NA
Guernsey,GGY,1984,NA,NA,55182,NA
Guernsey,GGY,1985,NA,NA,55679,NA
Guernsey,GGY,1986,NA,NA,56212,NA
Guernsey,GGY,1987,NA,NA,56827,NA
Guernsey,GGY,1988,NA,NA,57486,NA
Guernsey,GGY,1989,NA,NA,58157,NA
Guernsey,GGY,1990,NA,NA,58871,NA
Guernsey,GGY,1991,NA,NA,59350,NA
Guernsey,GGY,1992,NA,NA,59497,NA
Guernsey,GGY,1993,NA,NA,59481,NA
Guernsey,GGY,1994,NA,NA,59438,NA
Guernsey,GGY,1995,NA,NA,59356,NA
Guernsey,GGY,1996,NA,NA,59367,NA
Guernsey,GGY,1997,NA,NA,59526,NA
Guernsey,GGY,1998,NA,NA,59751,NA
Guernsey,GGY,1999,NA,NA,60003,NA
Guernsey,GGY,2000,NA,NA,60250,NA
Guernsey,GGY,2001,NA,NA,60433,NA
Guernsey,GGY,2002,NA,NA,60559,NA
Guernsey,GGY,2003,NA,NA,60651,NA
Guernsey,GGY,2004,NA,NA,60766,NA
Guernsey,GGY,2005,NA,NA,60859,NA
Guernsey,GGY,2006,NA,NA,60969,NA
Guernsey,GGY,2007,NA,NA,61080,NA
Guernsey,GGY,2008,NA,NA,61199,NA
Guernsey,GGY,2009,NA,NA,61334,NA
Guernsey,GGY,2010,NA,NA,61486,NA
Guernsey,GGY,2011,NA,NA,61659,NA
Guernsey,GGY,2012,NA,NA,61833,NA
Guernsey,GGY,2013,NA,NA,61992,NA
Guernsey,GGY,2014,NA,NA,62147,NA
Guernsey,GGY,2015,NA,NA,62216,NA
Guernsey,GGY,2016,NA,NA,62159,NA
Guernsey,GGY,2017,NA,NA,62168,NA
Guernsey,GGY,2018,NA,NA,62406,NA
Guernsey,GGY,2019,NA,NA,62761,NA
Guernsey,GGY,2020,NA,NA,63079,NA
Guernsey,GGY,2021,NA,NA,63398,NA
Guernsey,GGY,2022,NA,NA,63698,NA
Guernsey,GGY,2023,NA,NA,63995,Europe
Guinea,GIN,-10000,NA,NA,2492,NA
Guinea,GIN,-9000,NA,NA,3739,NA
Guinea,GIN,-8000,NA,NA,5608,NA
Guinea,GIN,-7000,NA,NA,8413,NA
Guinea,GIN,-6000,NA,NA,12619,NA
Guinea,GIN,-5000,NA,NA,18929,NA
Guinea,GIN,-4000,NA,NA,28394,NA
Guinea,GIN,-3000,NA,NA,42591,NA
Guinea,GIN,-2000,NA,NA,63887,NA
Guinea,GIN,-1000,NA,NA,95831,NA
Guinea,GIN,0,NA,NA,143746,NA
Guinea,GIN,100,NA,NA,164281,NA
Guinea,GIN,200,NA,NA,187750,NA
Guinea,GIN,300,NA,NA,214572,NA
Guinea,GIN,400,NA,NA,245225,NA
Guinea,GIN,500,NA,NA,280257,NA
Guinea,GIN,600,NA,NA,320294,NA
Guinea,GIN,700,NA,NA,366050,NA
Guinea,GIN,800,NA,NA,418343,NA
Guinea,GIN,900,NA,NA,478107,NA
Guinea,GIN,1000,NA,NA,546408,NA
Guinea,GIN,1100,NA,NA,624466,NA
Guinea,GIN,1200,NA,NA,713676,NA
Guinea,GIN,1300,NA,NA,815629,NA
Guinea,GIN,1400,NA,NA,932148,NA
Guinea,GIN,1500,NA,NA,1065312,NA
Guinea,GIN,1600,NA,NA,1217500,NA
Guinea,GIN,1700,NA,NA,1391428,NA
Guinea,GIN,1710,NA,NA,1402649,NA
Guinea,GIN,1720,NA,NA,1414436,NA
Guinea,GIN,1730,NA,NA,1426844,NA
Guinea,GIN,1740,NA,NA,1439934,NA
Guinea,GIN,1750,NA,NA,1453780,NA
Guinea,GIN,1760,NA,NA,1468464,NA
Guinea,GIN,1770,NA,NA,1484086,NA
Guinea,GIN,1780,NA,NA,1500761,NA
Guinea,GIN,1790,NA,NA,1518627,NA
Guinea,GIN,1800,NA,NA,983959,NA
Guinea,GIN,1801,NA,NA,983959,NA
Guinea,GIN,1802,NA,NA,983959,NA
Guinea,GIN,1803,NA,NA,983959,NA
Guinea,GIN,1804,NA,NA,983959,NA
Guinea,GIN,1805,NA,NA,983959,NA
Guinea,GIN,1806,NA,NA,983959,NA
Guinea,GIN,1807,NA,NA,983959,NA
Guinea,GIN,1808,NA,NA,983959,NA
Guinea,GIN,1809,NA,NA,983959,NA
Guinea,GIN,1810,NA,NA,983959,NA
Guinea,GIN,1811,NA,NA,983959,NA
Guinea,GIN,1812,NA,NA,983959,NA
Guinea,GIN,1813,NA,NA,983959,NA
Guinea,GIN,1814,NA,NA,983959,NA
Guinea,GIN,1815,NA,NA,983959,NA
Guinea,GIN,1816,NA,NA,983959,NA
Guinea,GIN,1817,NA,NA,983959,NA
Guinea,GIN,1818,NA,NA,983959,NA
Guinea,GIN,1819,NA,NA,984251,NA
Guinea,GIN,1820,NA,NA,984835,NA
Guinea,GIN,1821,NA,NA,985711,NA
Guinea,GIN,1822,NA,NA,986881,NA
Guinea,GIN,1823,NA,NA,988344,NA
Guinea,GIN,1824,NA,NA,989809,NA
Guinea,GIN,1825,NA,NA,991277,NA
Guinea,GIN,1826,NA,NA,992746,NA
Guinea,GIN,1827,NA,NA,994218,NA
Guinea,GIN,1828,NA,NA,995692,NA
Guinea,GIN,1829,NA,NA,997168,NA
Guinea,GIN,1830,NA,NA,998646,NA
Guinea,GIN,1831,NA,NA,1000127,NA
Guinea,GIN,1832,NA,NA,1001609,NA
Guinea,GIN,1833,NA,NA,1003094,NA
Guinea,GIN,1834,NA,NA,1004581,NA
Guinea,GIN,1835,NA,NA,1006071,NA
Guinea,GIN,1836,NA,NA,1007562,NA
Guinea,GIN,1837,NA,NA,1009056,NA
Guinea,GIN,1838,NA,NA,1010552,NA
Guinea,GIN,1839,NA,NA,1012050,NA
Guinea,GIN,1840,NA,NA,1013551,NA
Guinea,GIN,1841,NA,NA,1015053,NA
Guinea,GIN,1842,NA,NA,1016558,NA
Guinea,GIN,1843,NA,NA,1018065,NA
Guinea,GIN,1844,NA,NA,1019574,NA
Guinea,GIN,1845,NA,NA,1021086,NA
Guinea,GIN,1846,NA,NA,1022600,NA
Guinea,GIN,1847,NA,NA,1024116,NA
Guinea,GIN,1848,NA,NA,1025634,NA
Guinea,GIN,1849,NA,NA,1027878,NA
Guinea,GIN,1850,NA,NA,1030853,NA
Guinea,GIN,1851,NA,NA,1036711,NA
Guinea,GIN,1852,NA,NA,1043328,NA
Guinea,GIN,1853,NA,NA,1050713,NA
Guinea,GIN,1854,NA,NA,1058146,NA
Guinea,GIN,1855,NA,NA,1065626,NA
Guinea,GIN,1856,NA,NA,1073155,NA
Guinea,GIN,1857,NA,NA,1080733,NA
Guinea,GIN,1858,NA,NA,1088359,NA
Guinea,GIN,1859,NA,NA,1096256,NA
Guinea,GIN,1860,NA,NA,1104425,NA
Guinea,GIN,1861,NA,NA,1112873,NA
Guinea,GIN,1862,NA,NA,1121602,NA
Guinea,GIN,1863,NA,NA,1130617,NA
Guinea,GIN,1864,NA,NA,1139701,NA
Guinea,GIN,1865,NA,NA,1148852,NA
Guinea,GIN,1866,NA,NA,1158072,NA
Guinea,GIN,1867,NA,NA,1167362,NA
Guinea,GIN,1868,NA,NA,1176721,NA
Guinea,GIN,1869,NA,NA,1186390,NA
Guinea,GIN,1870,NA,NA,1196372,NA
Guinea,GIN,1871,NA,NA,1206673,NA
Guinea,GIN,1872,NA,NA,1217299,NA
Guinea,GIN,1873,NA,NA,1228254,NA
Guinea,GIN,1874,NA,NA,1239303,NA
Guinea,GIN,1875,NA,NA,1250447,NA
Guinea,GIN,1876,NA,NA,1261685,NA
Guinea,GIN,1877,NA,NA,1273020,NA
Guinea,GIN,1878,NA,NA,1284452,NA
Guinea,GIN,1879,NA,NA,1295981,NA
Guinea,GIN,1880,NA,NA,1307609,NA
Guinea,GIN,1881,NA,NA,1319336,NA
Guinea,GIN,1882,NA,NA,1331163,NA
Guinea,GIN,1883,NA,NA,1343091,NA
Guinea,GIN,1884,NA,NA,1355121,NA
Guinea,GIN,1885,NA,NA,1367253,NA
Guinea,GIN,1886,NA,NA,1379489,NA
Guinea,GIN,1887,NA,NA,1391829,NA
Guinea,GIN,1888,NA,NA,1404275,NA
Guinea,GIN,1889,NA,NA,1416256,NA
Guinea,GIN,1890,NA,NA,1427762,NA
Guinea,GIN,1891,NA,NA,1438786,NA
Guinea,GIN,1892,NA,NA,1449317,NA
Guinea,GIN,1893,NA,NA,1459345,NA
Guinea,GIN,1894,NA,NA,1469437,NA
Guinea,GIN,1895,NA,NA,1479594,NA
Guinea,GIN,1896,NA,NA,1489816,NA
Guinea,GIN,1897,NA,NA,1500102,NA
Guinea,GIN,1898,NA,NA,1510455,NA
Guinea,GIN,1899,NA,NA,1521485,NA
Guinea,GIN,1900,NA,NA,1533203,NA
Guinea,GIN,1901,NA,NA,1545622,NA
Guinea,GIN,1902,NA,NA,1558751,NA
Guinea,GIN,1903,NA,NA,1572604,NA
Guinea,GIN,1904,NA,NA,1586575,NA
Guinea,GIN,1905,NA,NA,1600664,NA
Guinea,GIN,1906,NA,NA,1614872,NA
Guinea,GIN,1907,NA,NA,1629201,NA
Guinea,GIN,1908,NA,NA,1643652,NA
Guinea,GIN,1909,NA,NA,1658559,NA
Guinea,GIN,1910,NA,NA,1673930,NA
Guinea,GIN,1911,NA,NA,1689773,NA
Guinea,GIN,1912,NA,NA,1706097,NA
Guinea,GIN,1913,NA,NA,1722909,NA
Guinea,GIN,1914,NA,NA,1739881,NA
Guinea,GIN,1915,NA,NA,1757015,NA
Guinea,GIN,1916,NA,NA,1774311,NA
Guinea,GIN,1917,NA,NA,1791771,NA
Guinea,GIN,1918,NA,NA,1806105,NA
Guinea,GIN,1919,NA,NA,1823857,NA
Guinea,GIN,1920,NA,NA,1845110,NA
Guinea,GIN,1921,NA,NA,1869949,NA
Guinea,GIN,1922,NA,NA,1898462,NA
Guinea,GIN,1923,NA,NA,1930736,NA
Guinea,GIN,1924,NA,NA,1963558,NA
Guinea,GIN,1925,NA,NA,1996939,NA
Guinea,GIN,1926,NA,NA,2030887,NA
Guinea,GIN,1927,NA,NA,2065412,NA
Guinea,GIN,1928,NA,NA,2100524,NA
Guinea,GIN,1929,NA,NA,2134930,NA
Guinea,GIN,1930,NA,NA,2168599,NA
Guinea,GIN,1931,NA,NA,2201501,NA
Guinea,GIN,1932,NA,NA,2233603,NA
Guinea,GIN,1933,NA,NA,2264874,NA
Guinea,GIN,1934,NA,NA,2296582,NA
Guinea,GIN,1935,NA,NA,2328734,NA
Guinea,GIN,1936,NA,NA,2361336,NA
Guinea,GIN,1937,NA,NA,2394395,NA
Guinea,GIN,1938,NA,NA,2427916,NA
Guinea,GIN,1939,NA,NA,2463904,NA
Guinea,GIN,1940,NA,NA,2502427,NA
Guinea,GIN,1941,NA,NA,2543560,NA
Guinea,GIN,1942,NA,NA,2587375,NA
Guinea,GIN,1943,NA,NA,2633948,NA
Guinea,GIN,1944,NA,NA,2681359,NA
Guinea,GIN,1945,NA,NA,2729623,NA
Guinea,GIN,1946,NA,NA,2778757,NA
Guinea,GIN,1947,NA,NA,2828774,NA
Guinea,GIN,1948,NA,NA,2879692,NA
Guinea,GIN,1949,NA,NA,2931284,NA
Guinea,GIN,1950,NA,NA,3013130,NA
Guinea,GIN,1951,NA,NA,3061925,NA
Guinea,GIN,1952,NA,NA,3111644,NA
Guinea,GIN,1953,NA,NA,3162477,NA
Guinea,GIN,1954,NA,NA,3214524,NA
Guinea,GIN,1955,NA,NA,3267813,NA
Guinea,GIN,1956,NA,NA,3322457,NA
Guinea,GIN,1957,NA,NA,3378606,NA
Guinea,GIN,1958,NA,NA,3436387,NA
Guinea,GIN,1959,NA,NA,3495724,NA
Guinea,GIN,1960,NA,NA,3556704,NA
Guinea,GIN,1961,NA,NA,3619506,NA
Guinea,GIN,1962,NA,NA,3684233,NA
Guinea,GIN,1963,NA,NA,3750907,NA
Guinea,GIN,1964,NA,NA,3819685,NA
Guinea,GIN,1965,NA,NA,3890667,NA
Guinea,GIN,1966,NA,NA,3964107,NA
Guinea,GIN,1967,NA,NA,4040113,NA
Guinea,GIN,1968,NA,NA,4118500,NA
