response_id,term,probability,order
2950,Might Happen,40,17
2950,Almost Certain,95,18
2950,Unlikely,10,19
2949,Almost No Chance,1,1
2949,About Even,47,2
2949,Almost Certain,98,3
2949,May Happen,25,4
2949,Improbable,2,5
2949,Realistic Possibility,60,6
2949,Better than Even,51,7
2949,Unlikely,1,8
2949,Might Happen,20,9
2949,Chances are Slight,3,10
2949,Remote Chance,1,11
2949,Likely,75,12
2949,Very Good Chance,90,13
2949,Highly Likely,85,14
2949,Could Happen,35,15
2949,Will Happen,100,16
2949,Probable,65,17
2949,Highly Unlikely,1,18
2949,Little Chance,2,19
2948,Almost No Chance,1,1
2948,Highly Unlikely,5,2
2948,Chances are Slight,5,3
2948,Almost Certain,99,4
2948,Realistic Possibility,60,5
2948,About Even,50,6
2948,Little Chance,5,7
2948,Better than Even,55,8
2948,Will Happen,100,9
2948,Very Good Chance,75,10
2948,Improbable,5,11
2948,May Happen,25,12
2948,Likely,75,13
2948,Probable,75,14
2948,Remote Chance,5,15
2948,Highly Likely,90,16
2948,Could Happen,50,17
2948,Unlikely,5,18
2948,Might Happen,25,19
2947,Chances are Slight,5,1
2947,Improbable,10,2
2947,May Happen,20,3
2947,Unlikely,20,4
2947,Very Good Chance,90,5
2947,Almost Certain,99,6
2947,Probable,60,7
2947,Realistic Possibility,30,8
2947,Little Chance,5,9
2947,About Even,50,10
2947,Highly Likely,85,11
2947,Remote Chance,5,12
2947,Almost No Chance,1,13
2947,Might Happen,30,14
2947,Could Happen,10,15
2947,Will Happen,100,16
2947,Likely,60,17
2947,Highly Unlikely,5,18
2947,Better than Even,60,19
2946,Little Chance,5,1
2946,Almost Certain,98,2
2946,Might Happen,50,3
2946,Highly Likely,90,4
2946,Very Good Chance,80,5
2946,Will Happen,100,6
2946,Chances are Slight,1,7
2946,Could Happen,50,8
2946,May Happen,55,9
2946,Probable,75,10
2946,Almost No Chance,1,11
2946,Realistic Possibility,60,12
2946,About Even,50,13
2946,Improbable,25,14
2946,Highly Unlikely,10,15
2946,Likely,70,16
2946,Unlikely,30,17
2946,Better than Even,60,18
2946,Remote Chance,30,19
2945,Unlikely,5,1
2945,About Even,50,2
2945,Almost Certain,95,3
2945,Almost No Chance,2,4
2945,Could Happen,35,5
2945,Will Happen,100,6
2945,Very Good Chance,85,7
2945,Likely,70,8
2945,Might Happen,60,9
2945,Realistic Possibility,65,10
2945,Highly Likely,90,11
2945,May Happen,75,12
2945,Probable,70,13
2945,Highly Unlikely,5,14
2945,Chances are Slight,10,15
2945,Better than Even,60,16
2945,Little Chance,20,17
2945,Remote Chance,15,18
2945,Improbable,10,19
2944,Almost Certain,90,1
2944,Likely,80,2
2944,Improbable,5,3
2944,Remote Chance,5,4
2944,May Happen,50,5
2944,Better than Even,60,6
2944,Unlikely,20,7
2944,Realistic Possibility,15,8
2944,Will Happen,90,9
2944,About Even,50,10
2944,Might Happen,30,11
2944,Very Good Chance,75,12
2944,Highly Likely,80,13
2944,Little Chance,10,14
2944,Almost No Chance,1,15
2944,Chances are Slight,5,16
2944,Highly Unlikely,2,17
2944,Could Happen,15,18
2944,Probable,50,19
2943,Could Happen,20,1
2943,Will Happen,90,2
2943,Remote Chance,8,3
2943,Almost Certain,95,4
2943,Little Chance,5,5
2943,Probable,75,6
2943,Highly Unlikely,3,7
2943,About Even,50,8
2943,Almost No Chance,1,9
2943,Improbable,2,10
2943,Better than Even,55,11
2943,Might Happen,20,12
2943,Chances are Slight,20,13
2943,Very Good Chance,80,14
2943,May Happen,30,15
2943,Highly Likely,90,16
2943,Realistic Possibility,30,17
2943,Unlikely,25,18
2943,Likely,75,19
2942,Chances are Slight,5,1
2942,Unlikely,45,2
2942,Could Happen,19,3
2942,Little Chance,5,4
2942,Highly Unlikely,5,5
2942,Highly Likely,75,6
2942,Might Happen,45,7
2942,Better than Even,51,8
2942,May Happen,40,9
2942,Likely,60,10
2942,About Even,50,11
2942,Improbable,25,12
2942,Almost Certain,75,13
2942,Remote Chance,15,14
2942,Very Good Chance,80,15
2942,Realistic Possibility,70,16
2942,Will Happen,100,17
2942,Almost No Chance,5,18
2942,Probable,51,19
2941,Likely,75,1
2941,About Even,50,2
2941,Realistic Possibility,80,3
2941,Highly Unlikely,10,4
2941,Will Happen,100,5
2941,Little Chance,15,6
2941,Highly Likely,85,7
2941,Chances are Slight,20,8
2941,Almost No Chance,5,9
2941,Probable,75,10
2941,Almost Certain,90,11
2941,Might Happen,60,12
2941,Could Happen,45,13
2941,Improbable,30,14
2941,Unlikely,30,15
2941,May Happen,35,16
2941,Remote Chance,5,17
2941,Better than Even,55,18
2941,Very Good Chance,95,19
2940,Improbable,25,1
2940,Probable,75,2
2940,Almost Certain,90,3
2940,Highly Unlikely,10,4
2940,Little Chance,15,5
2940,About Even,50,6
2940,Realistic Possibility,40,7
2940,Likely,70,8
2940,Very Good Chance,85,9
2940,Could Happen,30,10
2940,Almost No Chance,5,11
2940,Highly Likely,95,12
2940,Remote Chance,10,13
2940,Chances are Slight,20,14
2940,Better than Even,60,15
2940,May Happen,40,16
2940,Might Happen,40,17
2940,Unlikely,30,18
2940,Will Happen,95,19
2939,May Happen,50,1
2939,Better than Even,60,2
2939,Highly Likely,80,3
2939,Highly Unlikely,10,4
2939,Unlikely,20,5
2939,Almost Certain,90,6
2939,Improbable,20,7
2939,Likely,65,8
2939,Could Happen,50,9
2939,Probable,70,10
2939,About Even,50,11
2939,Remote Chance,5,12
2939,Realistic Possibility,60,13
2939,Might Happen,50,14
2939,Chances are Slight,20,15
2939,Little Chance,10,16
2939,Almost No Chance,5,17
2939,Will Happen,99,18
2939,Very Good Chance,75,19
2938,Better than Even,60,1
2938,Highly Unlikely,15,2
2938,About Even,50,3
2938,May Happen,60,4
2938,Probable,70,5
2938,Will Happen,100,6
2938,Could Happen,60,7
2938,Chances are Slight,30,8
2938,Very Good Chance,70,9
2938,Unlikely,10,10
2938,Remote Chance,10,11
2938,Might Happen,50,12
2938,Almost Certain,90,13
2938,Little Chance,15,14
2938,Almost No Chance,5,15
2938,Improbable,15,16
2938,Realistic Possibility,55,17
2938,Likely,65,18
2938,Highly Likely,85,19
2937,Will Happen,100,1
2937,Remote Chance,1,2
2937,Might Happen,50,3
2937,Almost Certain,90,4
2937,About Even,55,5
2937,Probable,75,6
2937,Very Good Chance,80,7
2937,Little Chance,20,8
2937,Improbable,25,9
2937,Almost No Chance,3,10
2937,Realistic Possibility,85,11
2937,Highly Likely,95,12
2937,Unlikely,20,13
2937,Chances are Slight,3,14
2937,Highly Unlikely,1,15
2937,Could Happen,50,16
2937,Better than Even,60,17
2937,Likely,80,18
2937,May Happen,50,19
2936,Unlikely,35,1
2936,Likely,75,2
2936,Remote Chance,5,3
2936,Almost Certain,95,4
2936,Might Happen,55,5
2936,Little Chance,10,6
2936,Improbable,30,7
2936,Almost No Chance,1,8
2936,Better than Even,51,9
2936,Could Happen,20,10
2936,Highly Likely,90,11
2936,Chances are Slight,10,12
2936,May Happen,60,13
2936,Will Happen,100,14
2936,Very Good Chance,80,15
2936,About Even,50,16
2936,Probable,65,17
2936,Realistic Possibility,35,18
2936,Highly Unlikely,5,19
2935,About Even,50,1
2935,Might Happen,25,2
2935,Better than Even,60,3
2935,Highly Likely,90,4
2935,Realistic Possibility,75,5
2935,Little Chance,10,6
2935,Unlikely,20,7
2935,Chances are Slight,10,8
2935,Will Happen,100,9
2935,May Happen,50,10
2935,Highly Unlikely,10,11
2935,Remote Chance,10,12
2935,Almost No Chance,5,13
2935,Likely,75,14
2935,Probable,75,15
2935,Very Good Chance,85,16
2935,Could Happen,70,17
2935,Improbable,10,18
2935,Almost Certain,90,19
2934,Little Chance,15,1
2934,Could Happen,25,2
2934,Highly Likely,75,3
2934,Highly Unlikely,5,4
2934,Realistic Possibility,20,5
2934,Remote Chance,10,6
2934,Unlikely,10,7
2934,Chances are Slight,20,8
2934,Very Good Chance,80,9
2934,May Happen,60,10
2934,Almost Certain,95,11
2934,Might Happen,65,12
2934,Better than Even,55,13
2934,Probable,70,14
2934,Likely,75,15
2934,Will Happen,100,16
2934,About Even,50,17
2934,Improbable,5,18
2934,Almost No Chance,1,19
2933,Unlikely,20,1
2933,Improbable,5,2
2933,Almost No Chance,2,3
2933,Very Good Chance,75,4
2933,Could Happen,35,5
2933,Might Happen,30,6
2933,Will Happen,100,7
2933,Better than Even,55,8
2933,Likely,75,9
2933,About Even,50,10
2933,Almost Certain,95,11
2933,Probable,80,12
2933,Highly Unlikely,10,13
2933,May Happen,30,14
2933,Realistic Possibility,30,15
2933,Chances are Slight,10,16
2933,Little Chance,5,17
2933,Highly Likely,90,18
2933,Remote Chance,5,19
2932,Better than Even,60,1
2932,Highly Unlikely,5,2
2932,About Even,50,3
2932,May Happen,25,4
2932,Probable,65,5
2932,Will Happen,95,6
2932,Could Happen,15,7
2932,Chances are Slight,5,8
2932,Very Good Chance,35,9
2932,Unlikely,30,10
2932,Remote Chance,5,11
2932,Might Happen,10,12
2932,Almost Certain,90,13
2932,Little Chance,5,14
2932,Almost No Chance,1,15
2932,Improbable,40,16
2932,Realistic Possibility,20,17
2932,Likely,55,18
2932,Highly Likely,75,19
2931,Unlikely,17,1
2931,Very Good Chance,80,2
2931,Could Happen,5,3
2931,Almost Certain,95,4
2931,Highly Unlikely,7,5
2931,About Even,50,6
2931,Probable,75,7
2931,May Happen,10,8
2931,Better than Even,60,9
2931,Chances are Slight,6,10
2931,Might Happen,15,11
2931,Realistic Possibility,25,12
2931,Remote Chance,3,13
2931,Highly Likely,80,14
2931,Little Chance,10,15
2931,Improbable,10,16
2931,Likely,75,17
2931,Will Happen,100,18
2931,Almost No Chance,4,19
2930,Almost No Chance,2,1
2930,About Even,50,2
2930,Could Happen,20,3
2930,Might Happen,35,4
2930,Realistic Possibility,35,5
2930,Highly Likely,65,6
2930,Improbable,2,7
2930,Highly Unlikely,8,8
2930,Probable,18,9
2930,Little Chance,11,10
2930,Likely,25,11
2930,Very Good Chance,35,12
2930,Unlikely,5,13
2930,Better than Even,55,14
2930,Remote Chance,5,15
2930,Chances are Slight,9,16
2930,Will Happen,80,17
2930,May Happen,20,18
2930,Almost Certain,85,19
2929,Chances are Slight,13,1
2929,Highly Likely,87,2
2929,About Even,50,3
2929,Could Happen,30,4
2929,Little Chance,20,5
2929,Likely,72,6
2929,Almost Certain,93,7
2929,Remote Chance,7,8
2929,Better than Even,60,9
2929,Improbable,25,10
2929,Realistic Possibility,39,11
2929,Almost No Chance,7,12
2929,Will Happen,97,13
2929,Very Good Chance,83,14
2929,Highly Unlikely,10,15
2929,Probable,64,16
2929,Unlikely,38,17
2929,Might Happen,45,18
2929,May Happen,45,19
2928,Unlikely,10,1
2928,Likely,80,2
2928,Highly Unlikely,5,3
2928,Improbable,4,4
2928,Little Chance,10,5
2928,Chances are Slight,5,6
2928,Remote Chance,3,7
2928,May Happen,60,8
2928,About Even,50,9
2928,Realistic Possibility,75,10
2928,Might Happen,60,11
2928,Almost Certain,95,12
2928,Highly Likely,85,13
2928,Very Good Chance,75,14
2928,Almost No Chance,5,15
2928,Better than Even,60,16
2928,Will Happen,100,17
2928,Could Happen,50,18
2928,Probable,75,19
2927,Could Happen,20,1
2927,Chances are Slight,5,2
2927,Almost Certain,85,3
2927,Highly Likely,90,4
2927,About Even,50,5
2927,Realistic Possibility,15,6
2927,Likely,85,7
2927,Highly Unlikely,1,8
2927,May Happen,30,9
2927,Almost No Chance,1,10
2927,Probable,60,11
2927,Better than Even,51,12
2927,Remote Chance,1,13
2927,Little Chance,1,14
2927,Unlikely,5,15
2927,Might Happen,10,16
2927,Will Happen,100,17
2927,Improbable,20,18
2927,Very Good Chance,85,19
2926,Highly Unlikely,10,1
2926,Very Good Chance,75,2
2926,Remote Chance,2,3
2926,Little Chance,5,4
2926,Unlikely,5,5
2926,Will Happen,100,6
2926,Chances are Slight,5,7
2926,Improbable,10,8
2926,Probable,60,9
2926,About Even,90,10
2926,Realistic Possibility,90,11
2926,Highly Likely,80,12
2926,Could Happen,50,13
2926,May Happen,50,14
2926,Better than Even,70,15
2926,Likely,60,16
2926,Almost No Chance,1,17
2926,Almost Certain,99,18
2926,Might Happen,75,19
2925,Almost No Chance,0,1
2925,Highly Unlikely,1,2
2925,About Even,50,3
2925,Improbable,2,4
2925,Will Happen,100,5
2925,Probable,75,6
2925,Realistic Possibility,30,7
2925,Likely,60,8
2925,Might Happen,3,9
2925,Chances are Slight,1,10
2925,Little Chance,3,11
2925,Remote Chance,0,12
2925,Better than Even,55,13
2925,Could Happen,20,14
2925,Almost Certain,99,15
2925,Unlikely,10,16
2925,May Happen,15,17
2925,Very Good Chance,80,18
2925,Highly Likely,90,19
2924,Improbable,15,1
2924,Unlikely,15,2
2924,Realistic Possibility,65,3
2924,Highly Unlikely,15,4
2924,About Even,50,5
2924,Could Happen,60,6
2924,Better than Even,60,7
2924,Little Chance,15,8
2924,Might Happen,60,9
2924,May Happen,70,10
2924,Highly Likely,90,11
2924,Almost No Chance,5,12
2924,Likely,75,13
2924,Chances are Slight,15,14
2924,Almost Certain,90,15
2924,Will Happen,90,16
2924,Probable,75,17
2924,Remote Chance,15,18
2924,Very Good Chance,80,19
2923,Highly Unlikely,10,1
2923,Chances are Slight,15,2
2923,About Even,50,3
2923,Improbable,5,4
2923,Might Happen,30,5
2923,Will Happen,100,6
2923,Probable,60,7
2923,Almost No Chance,3,8
2923,Almost Certain,90,9
2923,Remote Chance,15,10
2923,Could Happen,25,11
2923,May Happen,40,12
2923,Very Good Chance,80,13
2923,Unlikely,5,14
2923,Likely,90,15
2923,Little Chance,10,16
2923,Highly Likely,90,17
2923,Better than Even,52,18
2923,Realistic Possibility,60,19
2922,Likely,65,1
2922,About Even,50,2
2922,Chances are Slight,15,3
2922,Remote Chance,2,4
2922,Might Happen,30,5
2922,Probable,60,6
2922,Almost Certain,99,7
2922,Little Chance,5,8
2922,Realistic Possibility,40,9
2922,Will Happen,100,10
2922,Unlikely,35,11
2922,Very Good Chance,80,12
2922,Highly Unlikely,20,13
2922,Highly Likely,90,14
2922,May Happen,50,15
2922,Better than Even,55,16
2922,Improbable,25,17
2922,Almost No Chance,1,18
2922,Could Happen,50,19
2921,Will Happen,99,1
2921,May Happen,50,2
2921,Almost No Chance,1,3
2921,Highly Likely,75,4
2921,Better than Even,70,5
2921,Remote Chance,2,6
2921,Could Happen,80,7
2921,Almost Certain,89,8
2921,Unlikely,0,9
2921,Realistic Possibility,97,10
2921,Chances are Slight,1,11
2921,Likely,78,12
2921,Might Happen,89,13
2921,Improbable,2,14
2921,About Even,67,15
2921,Probable,93,16
2921,Very Good Chance,96,17
2921,Little Chance,2,18
2921,Highly Unlikely,1,19
2920,Unlikely,0,1
2920,Realistic Possibility,63,2
2920,Probable,78,3
2920,Almost Certain,52,4
2920,Might Happen,84,5
2920,Could Happen,32,6
2920,Highly Likely,54,7
2920,Chances are Slight,12,8
2920,May Happen,33,9
2920,Better than Even,50,10
2920,Almost No Chance,1,11
2920,Improbable,18,12
2920,Very Good Chance,57,13
2920,Remote Chance,12,14
2920,Highly Unlikely,4,15
2920,About Even,50,16
2920,Likely,65,17
2920,Little Chance,20,18
2920,Will Happen,20,19
2919,Almost No Chance,1,1
2919,Highly Unlikely,5,2
2919,About Even,50,3
2919,Improbable,20,4
2919,Will Happen,100,5
2919,Probable,75,6
2919,Realistic Possibility,50,7
2919,Likely,60,8
2919,Might Happen,40,9
2919,Chances are Slight,10,10
2919,Little Chance,5,11
2919,Remote Chance,2,12
2919,Better than Even,60,13
2919,Could Happen,15,14
2919,Almost Certain,95,15
2919,Unlikely,20,16
2919,May Happen,25,17
2919,Very Good Chance,80,18
2919,Highly Likely,88,19
2918,Almost No Chance,5,1
2918,About Even,50,2
2918,Almost Certain,90,3
2918,May Happen,40,4
2918,Improbable,10,5
2918,Realistic Possibility,33,6
2918,Better than Even,51,7
2918,Unlikely,10,8
2918,Might Happen,20,9
2918,Chances are Slight,15,10
2918,Remote Chance,2,11
2918,Likely,70,12
2918,Very Good Chance,75,13
2918,Highly Likely,85,14
2918,Could Happen,50,15
2918,Will Happen,100,16
2918,Probable,80,17
2918,Highly Unlikely,10,18
2918,Little Chance,10,19
2917,Chances are Slight,20,1
2917,Highly Likely,90,2
2917,About Even,50,3
2917,Could Happen,45,4
2917,Little Chance,15,5
2917,Likely,80,6
2917,Almost Certain,95,7
2917,Remote Chance,5,8
2917,Better than Even,55,9
2917,Improbable,5,10
2917,Realistic Possibility,65,11
2917,Almost No Chance,15,12
2917,Will Happen,100,13
2917,Very Good Chance,90,14
2917,Highly Unlikely,5,15
2917,Probable,50,16
2917,Unlikely,30,17
2917,Might Happen,45,18
2917,May Happen,45,19
2916,Remote Chance,5,1
2916,Highly Likely,95,2
2916,Could Happen,60,3
2916,Realistic Possibility,90,4
2916,Likely,95,5
2916,Very Good Chance,90,6
2916,Unlikely,10,7
2916,Almost Certain,99,8
2916,May Happen,70,9
2916,Almost No Chance,5,10
2916,Improbable,8,11
2916,Little Chance,8,12
2916,Chances are Slight,8,13
2916,Will Happen,99,14
2916,Highly Unlikely,5,15
2916,About Even,55,16
2916,Better than Even,60,17
2916,Might Happen,60,18
2916,Probable,85,19
2915,Might Happen,10,1
2915,Almost No Chance,1,2
2915,Remote Chance,2,3
2915,Very Good Chance,75,4
2915,Could Happen,5,5
2915,Realistic Possibility,25,6
2915,Little Chance,10,7
2915,Almost Certain,95,8
2915,Highly Unlikely,3,9
2915,Probable,60,10
2915,Will Happen,100,11
2915,Likely,60,12
2915,Highly Likely,75,13
2915,May Happen,20,14
2915,Better than Even,51,15
2915,Chances are Slight,7,16
2915,Unlikely,30,17
2915,Improbable,30,18
2915,About Even,50,19
2914,Probable,70,1
2914,Highly Likely,90,2
2914,Improbable,10,3
2914,Almost Certain,50,4
2914,Could Happen,33,5
2914,Likely,80,6
2914,May Happen,50,7
2914,Remote Chance,10,8
2914,Almost No Chance,5,9
2914,Better than Even,55,10
2914,About Even,50,11
2914,Realistic Possibility,60,12
2914,Will Happen,100,13
2914,Little Chance,5,14
2914,Very Good Chance,90,15
2914,Might Happen,50,16
2914,Unlikely,10,17
2914,Chances are Slight,10,18
2914,Highly Unlikely,5,19
2913,Better than Even,51,1
2913,Will Happen,100,2
2913,Improbable,0,3
2913,Could Happen,50,4
2913,Very Good Chance,80,5
2913,May Happen,60,6
2913,Almost Certain,99,7
2913,Remote Chance,5,8
2913,Highly Likely,95,9
2913,Unlikely,10,10
2913,Almost No Chance,1,11
2913,Chances are Slight,2,12
2913,Little Chance,3,13
2913,Probable,75,14
2913,About Even,50,15
2913,Likely,75,16
2913,Highly Unlikely,25,17
2913,Realistic Possibility,75,18
2913,Might Happen,60,19
2912,Might Happen,50,1
2912,Almost Certain,90,2
2912,Chances are Slight,10,3
2912,Will Happen,95,4
2912,Better than Even,51,5
2912,Realistic Possibility,70,6
2912,Could Happen,40,7
2912,May Happen,40,8
2912,Improbable,10,9
2912,About Even,50,10
2912,Probable,75,11
2912,Highly Likely,80,12
2912,Likely,60,13
2912,Unlikely,30,14
2912,Very Good Chance,60,15
2912,Highly Unlikely,10,16
2912,Almost No Chance,5,17
2912,Little Chance,20,18
2912,Remote Chance,1,19
2911,Little Chance,20,1
2911,Highly Unlikely,10,2
2911,Realistic Possibility,70,3
2911,Might Happen,20,4
2911,Will Happen,100,5
2911,Likely,80,6
2911,Almost Certain,95,7
2911,Improbable,33,8
2911,Almost No Chance,1,9
2911,May Happen,20,10
2911,About Even,50,11
2911,Remote Chance,5,12
2911,Very Good Chance,75,13
2911,Highly Likely,90,14
2911,Probable,67,15
2911,Better than Even,60,16
2911,Could Happen,30,17
2911,Unlikely,25,18
2911,Chances are Slight,15,19
2910,Highly Unlikely,5,1
2910,Very Good Chance,80,2
2910,Remote Chance,20,3
2910,Little Chance,30,4
2910,Unlikely,25,5
2910,Will Happen,100,6
2910,Chances are Slight,40,7
2910,Improbable,5,8
2910,Probable,75,9
2910,About Even,50,10
2910,Realistic Possibility,70,11
2910,Highly Likely,85,12
2910,Could Happen,60,13
2910,May Happen,50,14
2910,Better than Even,65,15
2910,Likely,80,16
2910,Almost No Chance,10,17
2910,Almost Certain,90,18
2910,Might Happen,60,19
2909,Unlikely,20,1
2909,Likely,80,2
2909,Highly Unlikely,10,3
2909,Improbable,5,4
2909,Little Chance,20,5
2909,Chances are Slight,10,6
2909,Remote Chance,5,7
2909,May Happen,60,8
2909,About Even,50,9
2909,Realistic Possibility,70,10
2909,Might Happen,25,11
2909,Almost Certain,90,12
2909,Highly Likely,80,13
2909,Very Good Chance,80,14
2909,Almost No Chance,10,15
2909,Better than Even,60,16
2909,Will Happen,90,17
2909,Could Happen,50,18
2909,Probable,70,19
2908,About Even,50,1
2908,May Happen,30,2
2908,Remote Chance,4,3
2908,Little Chance,10,4
2908,Almost Certain,95,5
2908,Realistic Possibility,20,6
2908,Highly Likely,80,7
2908,Likely,65,8
2908,Better than Even,55,9
2908,Unlikely,20,10
2908,Will Happen,100,11
2908,Could Happen,50,12
2908,Improbable,10,13
2908,Almost No Chance,5,14
2908,Might Happen,40,15
2908,Chances are Slight,15,16
2908,Probable,75,17
2908,Very Good Chance,85,18
2908,Highly Unlikely,5,19
2907,Chances are Slight,10,1
2907,Almost No Chance,1,2
2907,Remote Chance,2,3
2907,About Even,50,4
2907,Little Chance,5,5
2907,Highly Unlikely,1,6
2907,Better than Even,51,7
2907,Will Happen,100,8
2907,Improbable,10,9
2907,Highly Likely,75,10
2907,Could Happen,50,11
2907,Probable,51,12
2907,Realistic Possibility,25,13
2907,May Happen,15,14
2907,Likely,51,15
2907,Very Good Chance,80,16
2907,Might Happen,40,17
2907,Almost Certain,90,18
2907,Unlikely,49,19
2906,Almost No Chance,2,1
2906,Highly Unlikely,8,2
2906,About Even,49,3
2906,Improbable,30,4
2906,Will Happen,100,5
2906,Probable,70,6
2906,Realistic Possibility,20,7
2906,Likely,70,8
2906,Might Happen,10,9
2906,Chances are Slight,5,10
2906,Little Chance,10,11
2906,Remote Chance,5,12
2906,Better than Even,55,13
2906,Could Happen,5,14
2906,Almost Certain,98,15
2906,Unlikely,30,16
2906,May Happen,10,17
2906,Very Good Chance,75,18
2906,Highly Likely,80,19
2905,Realistic Possibility,60,1
2905,Will Happen,100,2
2905,Could Happen,50,3
2905,Better than Even,60,4
2905,May Happen,40,5
2905,Might Happen,40,6
2905,Little Chance,10,7
2905,Remote Chance,1,8
2905,Almost Certain,95,9
2905,About Even,50,10
2905,Probable,75,11
2905,Improbable,25,12
2905,Chances are Slight,10,13
2905,Highly Unlikely,1,14
2905,Unlikely,10,15
2905,Likely,80,16
2905,Highly Likely,90,17
2905,Almost No Chance,1,18
2905,Very Good Chance,90,19
2904,Almost Certain,97,1
2904,Might Happen,30,2
2904,Very Good Chance,75,3
2904,Could Happen,20,4
2904,Highly Likely,90,5
2904,May Happen,25,6
2904,Unlikely,10,7
2904,Improbable,15,8
2904,Will Happen,100,9
2904,Probable,60,10
2904,Likely,80,11
2904,About Even,50,12
2904,Highly Unlikely,5,13
2904,Almost No Chance,1,14
2904,Remote Chance,7,15
2904,Better than Even,55,16
2904,Chances are Slight,2,17
2904,Realistic Possibility,45,18
2904,Little Chance,4,19
2903,Almost No Chance,1,1
2903,Chances are Slight,5,2
2903,Unlikely,10,3
2903,Little Chance,20,4
2903,Likely,60,5
2903,Will Happen,100,6
2903,Realistic Possibility,40,7
2903,Might Happen,50,8
2903,Highly Unlikely,3,9
2903,Probable,80,10
2903,Could Happen,4,11
2903,Almost Certain,95,12
2903,Improbable,5,13
2903,Highly Likely,90,14
2903,About Even,50,15
2903,May Happen,10,16
2903,Very Good Chance,90,17
2903,Remote Chance,1,18
2903,Better than Even,60,19
2902,Chances are Slight,1,1
2902,Almost No Chance,0,2
2902,Remote Chance,1,3
2902,About Even,50,4
2902,Little Chance,5,5
2902,Highly Unlikely,1,6
2902,Better than Even,60,7
2902,Will Happen,100,8
2902,Improbable,1,9
2902,Highly Likely,80,10
2902,Could Happen,70,11
2902,Probable,80,12
2902,Realistic Possibility,75,13
2902,May Happen,50,14
2902,Likely,85,15
2902,Very Good Chance,90,16
2902,Might Happen,55,17
2902,Almost Certain,99,18
2902,Unlikely,1,19
2901,Almost Certain,95,1
2901,Might Happen,70,2
2901,Very Good Chance,70,3
2901,Could Happen,60,4
2901,Highly Likely,80,5
2901,May Happen,70,6
2901,Unlikely,20,7
2901,Improbable,10,8
2901,Will Happen,100,9
2901,Probable,85,10
2901,Likely,80,11
2901,About Even,55,12
2901,Highly Unlikely,5,13
2901,Almost No Chance,1,14
2901,Remote Chance,10,15
2901,Better than Even,65,16
2901,Chances are Slight,15,17
2901,Realistic Possibility,80,18
2901,Little Chance,10,19
2900,About Even,50,1
2900,Highly Likely,87,2
2900,Might Happen,30,3
2900,Probable,65,4
2900,Highly Unlikely,5,5
2900,Almost No Chance,1,6
2900,Chances are Slight,5,7
2900,Almost Certain,96,8
2900,Very Good Chance,80,9
2900,Realistic Possibility,75,10
2900,Remote Chance,10,11
2900,May Happen,50,12
2900,Unlikely,20,13
2900,Could Happen,55,14
2900,Likely,75,15
2900,Better than Even,75,16
2900,Improbable,7,17
2900,Little Chance,5,18
2900,Will Happen,98,19
2899,Could Happen,75,1
2899,Almost Certain,95,2
2899,Highly Likely,90,3
2899,Improbable,10,4
2899,Remote Chance,5,5
2899,Realistic Possibility,80,6
2899,Will Happen,99,7
2899,About Even,50,8
2899,Likely,80,9
2899,Very Good Chance,80,10
2899,Little Chance,10,11
2899,Chances are Slight,20,12
2899,Probable,75,13
2899,Better than Even,70,14
2899,Might Happen,60,15
2899,Highly Unlikely,5,16
2899,Almost No Chance,1,17
2899,May Happen,60,18
2899,Unlikely,40,19
2898,About Even,50,1
2898,Probable,70,2
2898,Very Good Chance,85,3
2898,Almost Certain,95,4
2898,Improbable,25,5
2898,Might Happen,35,6
2898,Highly Likely,75,7
2898,Likely,65,8
2898,May Happen,50,9
2898,Highly Unlikely,5,10
2898,Could Happen,50,11
2898,Little Chance,10,12
2898,Unlikely,15,13
2898,Remote Chance,1,14
2898,Chances are Slight,5,15
2898,Better than Even,60,16
2898,Realistic Possibility,75,17
2898,Will Happen,100,18
2898,Almost No Chance,1,19
2897,Will Happen,100,1
2897,Improbable,20,2
2897,Very Good Chance,80,3
2897,Better than Even,60,4
2897,Highly Likely,70,5
2897,Little Chance,30,6
2897,Probable,60,7
2897,Could Happen,50,8
2897,Chances are Slight,40,9
2897,Highly Unlikely,10,10
2897,About Even,60,11
2897,Might Happen,40,12
2897,Almost Certain,90,13
2897,Likely,70,14
2897,Remote Chance,20,15
2897,May Happen,60,16
2897,Almost No Chance,10,17
2897,Unlikely,20,18
2897,Realistic Possibility,60,19
2896,Highly Unlikely,5,1
2896,Little Chance,10,2
2896,Might Happen,20,3
2896,Almost Certain,95,4
2896,About Even,50,5
2896,Almost No Chance,2,6
2896,Chances are Slight,5,7
2896,Very Good Chance,80,8
2896,Unlikely,49,9
2896,Will Happen,100,10
2896,May Happen,75,11
2896,Improbable,5,12
2896,Likely,51,13
2896,Probable,75,14
2896,Highly Likely,90,15
2896,Could Happen,60,16
2896,Remote Chance,10,17
2896,Better than Even,51,18
2896,Realistic Possibility,40,19
2895,Highly Likely,80,1
2895,May Happen,60,2
2895,Unlikely,20,3
2895,Could Happen,45,4
2895,Highly Unlikely,10,5
2895,Chances are Slight,15,6
2895,Almost Certain,98,7
2895,Realistic Possibility,85,8
2895,Better than Even,60,9
2895,Likely,65,10
2895,Very Good Chance,75,11
2895,Will Happen,100,12
2895,Might Happen,67,13
2895,Little Chance,25,14
2895,Improbable,10,15
2895,Probable,40,16
2895,Remote Chance,20,17
