Artist ,Album,Title ,Lyrics
Taylor Swift,1989,I Wish You Would ,"It's 2 A.M. in your car
Windows down, I pass my street
The memories start
You say it's in the past
And drive straight ahead
You think I'm gonna hate you now
'Cause you still don't know what I never said
I wish you would come back
Wish I'd never hung up the phone like I did
I wish you knew that
I'd never forget you as long as I'd live
And I wish you were right here, right now
It's all good
I wish you would
It's 2 A.M. in my room
Headlights pass the window pane
I think of you
We're a crooked love
In a straight line down
Makes you wanna run and hide
Then it makes you turn right back around
I wish you would come back
Wish I'd never hung up the phone like I did
I wish you knew that
I'd never forget you as long as I'd live
And I wish you were right here, right now
It's all good
I wish you would
I wish we could go back
And remember what we were fighting for
Wish you knew that
I miss you too much to be mad anymore
And I wish you were right here, right now
It's all good
I wish you would
I I I I, I I I wish, I wish, I
I I I I, I I I wish, I wish, I
I I I I, I I I wish, I wish, I
You always knew how to push my buttons (I I I I, I I I wish, I wish, I)
You gave me everything and nothing (I I I I, I I I wish, I wish, I)
This mad, mad love makes you come rushing (I I I I, I I I wish, I wish, I)
Stand back where you stood (I I I I, I I I wish, I wish, I)
I wish you would, I wish you would (I I I I, I I I wish, I wish, I)
I wish you would, I wish you would (I I I I, I I I wish, I wish, I)
(I wish you would, I wish you would) (I wish, I wish, I)
2 A.M., here we are
See your face
Hear my voice in the dark
We're a crooked love
In a straight line down
Guess you wanna run and hide
But it made us turn right back around
I wish you would come back
Wish I'd never hung up the phone like I did
I wish you knew that
I'd never forget you as long as I'd live
And I wish you were right here, right now
It's all good
I wish you would
I wish you would come back
Wish I'd never hung up the phone like I did
I wish you knew that
I'd never forget you as long as I'd live
And I wish you were right here, right now
It's all good
I wish you would
I wish we could go back
And remember what we were fighting for
Wish you knew that
I miss you too much to be mad anymore
And I wish you were right here, right now
It's all good
I wish you would
You always knew how to push my buttons (I I I I, I I I wish, I wish, I)
You gave me everything and nothing (I I I I, I I I wish, I wish, I)
This mad, mad love makes you come rushing (I I I I, I I I wish, I wish, I)
Stand back where you stood (I I I I, I I I wish, I wish, I)
I wish you would, I wish you would (I I I I, I I I wish, I wish, I)
I wish you would, I wish you would (I I I I, I I I wish, I wish, I)
(I wish you would, I wish you would)
I wish you would, I wish you would (I I I I, I I I wish, I wish, I)
(I wish you would, I wish you would) (I wish I, I wish I)
I I I I, I I I wish, I wish, I
I I I I, I I I wish, I wish, I (I wish you would)"
Taylor Swift,1989,Bad Blood,"Cause baby now we got bad blood
You know it used to be mad love
So take a look at what you've done
'Cause baby now we got bad blood
Hey! I can't take it back, look where I'm at
We was OG like D.O.C., remember that?
My TLC was quite OD, ID my facts
Now POV of you and me, similar Iraq
I don't hate you, but I hate to critique, overrate you
These beats of a dark heart, use basslines to replace you
Take time and erase you, love don't hear no more
No, I don't fear no more
Better yet, respect ain't quite sincere no more
Oh, it's so sad to
Think about the good times
You and I
'Cause, baby, now we've got bad blood
You know it used to be mad love
So take a look what you've done
'Cause, baby, now we've got bad blood, hey!
Now we've got problems
And I don't think we can solve 'em
You made a really deep cut
And, baby, now we've got bad blood, hey!
Remember when you tried to write me off?
Remember when you thought I'd take a loss?
Don't you remember? You thought that I would need ya
Follow procedure, remember? Oh, wait, you got amnesia
It was my season for battle wounds
Battle scars, body bumped, bruised
Stabbed in the back, brimstone, fire jumping through
Still, all my life, I got money and power
And you gotta live with the bad blood now
Oh, it's so sad to
Think about the good times
You and I
'Cause, baby, now we've got bad blood
You know it used to be mad love
So take a look what you've done
'Cause, baby, now we've got bad blood, hey!
Now we've got problems
And I don't think we can solve 'em
You made a really deep cut
And, baby, now we've got bad blood, hey!
Band-Aids don't fix bullet holes
You say sorry just for show
If you live like that, you live with ghosts
(You forgive, you forget, but you never let it go)
Band-Aids don't fix bullet holes
You say sorry just for show
If you live like that, you live with ghosts
If you love like that, blood runs cold
'Cause, baby, now we've got bad blood
You know it used to be mad love
So take a look what you've done
'Cause, baby, now we've got bad blood, hey!
Now we've got problems
And I don't think we can solve 'em
You made a really deep cut
And, baby, now we've got bad blood, hey!
'Cause, baby, now we've got bad blood
You know it used to be mad love
So take a look what you've done
'Cause, baby, now we've got bad blood, hey!
Now we've got problems
And I don't think we can solve 'em
You made a really deep cut
And, baby, now we've got bad blood, hey!
"
Taylor Swift,1989,Wildest Dreams ,"He said, ""Let's get out of this town
Drive out of the city away from the crowds""
I thought, ""Heaven can't help me now""
Nothin' lasts forever
But this is gonna take me down
He's so tall and handsome as hell
He's so bad but he does it so well
I can see the end as it begins
My one condition is
Say you'll remember me
Standin' in a nice dress
Starin' at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just in your
Wildest dreams, ah, ha
Wildest dreams, ah, ha
I said, ""No one has to know what we do""
His hands are in my hair, his clothes are in my room
And his voice is a familiar sound
Nothin' lasts forever
But this is gettin' good now
He's so tall and handsome as hell
He's so bad but he does it so well
And when we've had our very last kiss
But my last request is
Say you'll remember me
Standin' in a nice dress
Starin' at the sunset babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just in your
Wildest dreams, ah, ha (ha, ha)
Wildest dreams, ah, ha
You'll see me in hindsight
Tangled up with you all night
Burnin' it down
Someday, when you leave me
I bet these memories
Follow you around
You'll see me in hindsight
Tangled up with you all night
Burnin' (burnin'), it (it), down (down)
Someday, when you leave me
I bet these memories
Follow (follow), you (you), around
(Follow you around)
Say you'll remember me
Standing in a nice dress
Starin' at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just pretend
Say you'll remember me
Standin' in a nice dress
Starin' at the sunset babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just in your (just pretend)
Wildest dreams, ah, ha (ah)
In your wildest dreams, ah, ha
Even if it's just in your
Wildest dreams, ah, ha (ah)
In your wildest dreams, ah, ha
"
Taylor Swift,1989,How You Get The Girl ,"Stand there like a ghost
Shaking come the rain, rain
She'll open up the door
And say, are you insane, -ane?
Say it's been a long six months (oh oh oh, oh oh oh, oh oh, oh oh)
And you were too afraid to tell her what you want, want (oh oh oh, oh oh oh, oh oh, oh oh)
And that's how it works
That's how you get the girl
And then you say
I want you for worse or for better
I would wait for ever and ever
Broke your heart, I'll put it back together
I would wait for ever and ever
And that's how it works
That's how you get the girl, girl, oh
And that's how it works
That's how you get the girl, girl
Remind her how it used to be, be
Yeah, with pictures in frames of kisses on cheeks, cheeks
Tell her how you must've lost your mind (oh oh oh, oh oh oh, oh oh, oh oh)
When you left her all alone and never told her why, why (oh oh oh, oh oh oh, oh oh, oh oh)
And that's how it works
That's how you lost the girl
And now you say
I want you for worse or for better
I would wait for ever and ever (ever and ever)
Broke your heart, I'll put it back together
I would wait for ever and ever
And that's how it works
That's how you get the girl, girl, oh
And that's how it works
That's how you get the girl, girl, yeah
And you could know, oh
That I don't want you to go
Remind me how it used to be
Pictures in frames of kisses on cheeks
And say you want me, yeah, yeah
And then you say I want you for worse or for better (worse or for better)
I would wait for ever and ever (ever and ever)
Broke your heart, I'll put it back together
I would wait for ever and ever (I want you for ever and ever)
And that's how it works
That's how you get the girl, girl, oh
(That's how it works) and that's how it works
That's how you get the girl, girl, oh (get the girl)
and that's how it works
That's how you get the girl, girl, oh
And that's how it works
That's how you get the girl, girl, oh
And that's how it works
That's how you got the girl
"
Taylor Swift,1989,This Love,"Clear blue water
High tide, came and brought you in
And I could go on and on, on and on
And I will, skies grow darker, currents swept you out again
And you were just gone and gone, gone and gone
In silent screams, and wildest dreams
I never dreamed of this
This love is good
This love is bad
This love is a life back from the dead, oh
These hands had to let it go free
And this love came back to me, oh
Oh, oh
Tossing, turning, struggle through the night for someone new
And I could go on and on, on and on
Lanterns burning, flickered in the mind only you
But you were still gone, gone, gone
Been losing grip, on sinking ships
You showed up, just in time
This love is good
This love is bad
This love is a life back from the dead, oh
These hands had to let it go free
And this love came back to me, oh
This love left a permanent mark
This love is glowing in the dark, oh
These hands had to let it go free
And this love came back to me, oh
This love, this love, this love, this love (Oh)
This love, this love, this love, this love (Oh)
This love, this love, this love, this love (Oh)
This love, this love, this love, this love
Your kiss, my cheek
I watched you leave
Your smile, my ghost
I fell to my knees
When you're young, just to run
But you come back to what you need
This love is good
This love is bad
This love is a life back from the dead, oh
These hands had to let it go free
And, this love came back to me, oh
This love that's a permanent mark
(This love) This love is glowing in the dark, oh
(This love) These hands had to let it go free
(This love) And this love came back to me, oh
This love, this love, this love, this love (Oh)
This love, this love, this love, this love (Oh)
This love, this love, this love, this love (Oh)
This love, this love, this love, this love (This love came back to me, oh)
"
Taylor Swift,1989,I Know Places ,"I I I I, I I I I
I I I I, I I I I
I I I I, I I I I, I I
You stand with your hand on my waist line (I I I I, I I I I)
It's a scene and we're out here in plain sight (I I I I, I I I I)
I can hear them whisper as we pass by (I I I I, I I I I)
It's a bad sign, bad sign (I I)
Something happens when everybody finds out (I I I I, I I I I)
See the vulture circling dark clouds (I I I I, I I I I)
Love's a fragile little flame, it could burn out (I I I I, I I I I)
It could burn out (I I)
'Cause they got the cages, they got the boxes (I I I I, I I I I)
And guns, they are the hunters, we are the foxes (I I I I, I I I I)
And we run
Baby I know places we won't be found and they'll be
Chasing their tails tryin' to track us down
'Cause I, I know places we can hide, I know places
I know places
Lights flash and we'll run for the fences (I I I I, I I I I)
Let them say what they want, we won't hear it (I I I I, I I I I)
Loose lips sink ships all the damn time, not this time (I I I I, I I I I, I I)
Just grab my hand and don't ever drop it (I I I I, I I I I)
My love, they are the hunters, we are the foxes (I I I I, I I I I, I I)
And we run
Baby I know places we won't be found and they'll be
Chasing their tails tryin' to track us down
'Cause I, I know places we can hide, I know places
They are the hunters, we are the foxes
And we run
Just grab my hand and don't ever drop it
My love
Baby I know places we won't be found and they'll be
Chasing their tails tryin' to track us down
'Cause I, I know places we can hide, I know places
They take their shots, but we're bulletproof
I know places
(I) And you know for me it's always you
I know places
(I) In the dead of night, you're eyes so green
I know places
(I) And I know for you it's always me
I know places
"
Taylor Swift,1989,Clean,"The drought was the very worst, ah ah
When the flowers that we'd grown together died of thirst
It was months, and months of back and forth, ah ah
You're still all over me like a wine-stained dress I can't wear anymore
Hung my head, as I lost the war, and the sky turned black like a perfect storm
Rain came pouring down when I was drowning
That's when I could finally breathe
And by morning, gone was any trace of you, I think I am finally clean
There was nothing left to do, ah ah
When the butterflies turned to dust, they covered my whole room
So I punched a hole in the roof, ah ah
Let the flood carry away all my pictures of you
The water filled my lungs, I screamed so loud but no one heard a thing
Rain came pouring down when I was drowning
That's when I could finally breathe
And by morning, gone was any trace of you, I think I am finally clean
I think I am finally clean, ah
Said, I think I am finally clean, ah
Ten months sober, I must admit
Just because you're clean don't mean you don't miss it
Ten months older I won't give in
Now that I'm clean I'm never gonna risk it
The drought was the very worst, ah ah
When the flowers that we'd grown together died of thirst
Rain came pouring down when I was drowning
That's when I could finally breathe
And by morning, gone was any trace of you, I think I am finally clean
Rain came pouring down when I was drowning
That's when I could finally breathe
And by morning, gone was any trace of you, I think I am finally clean
Finally clean, think I'm finally clean, ah ah
Think I'm finally clean
"
Taylor Swift,1989,Wonderland ,"Flashing lights and we, took a wrong turn and we
Fell down the rabbit hole
You held on tight to me
'Cause nothing's as it seems
Spinning out of control
Didn't they tell us don't rush into things
Didn't you flash your green eyes at me
Haven't you heard what becomes of curious minds
Ooh didn't it all seem new and exciting
I felt your arms twisting around me
I should've slept with one eye opened at night
We found wonderland
You and I got lost in it
And we pretended it could last forever, eh
We found wonderland
You and I got lost in it
And life was never worse but never better, eh
In wonderland, eh
In wonderland, eh
In wonderland, eh
In wonderland
So we went on our way
Too in love to think straight
All alone or so it seemed
But there were strangers watching
And whispers turned to talking
And talking turned to screams
Didn't they tell us don't rush into things
Didn't you flash your green eyes at me
Didn't you call my fears with the treacherous cat's smile
Ooh didn't it all seem new and exciting
I felt your arms twisting around me
It's all fun and games, still somebody loses their mind
Oh darling, we found wonderland
You and I got lost in it
And we pretended it could last forever, eh
We found wonderland
You and I got lost in it
And life was never worse but never better, eh
In wonderland, eh
In wonderland, eh
In wonderland, eh
(In won-) In wonderland
I reach for you
But you were gone
I knew I had to go back home
You searched the world for something else
To make you feel like what we had
And in the end in wonderland we both went mad
Oh, we found wonderland
You and I got lost in it
And we pretended it could last forever, eh (Last forever)
We found wonderland
You and I got lost in it (Got lost in it)
And life was never worse but never better, eh (Never better)
We found wonderland
You and I got lost in it (Wonderland)
And we pretended it could last forever, eh (In wonderland)
We found wonderland
You and I got lost in it (Wonderland)
And life was never worse but never better
In wonderland
"
Taylor Swift,1989,New Romantics,"We're all bored
We're all so tired of everything
We wait for
Trains that just aren't coming
We show off
Our different scarlet letters
Trust me, mine is better
We're so young
But we're on the road to ruin
We play dumb
But we know exactly what we're doing
We cry tears
Of mascara in the bathroom
Honey, life is just a classroom
'Cause, baby, I could build a castle
Out of all the bricks they threw at me
And every day is like a battle
But every night with us is like a dream
Baby, we're the new romantics
Come on, come along with me
Heart break is the national anthem
We sing it proudly
We are too busy dancing
So get knocked off our feet
Baby, we're the new romantics
The best people in life are free
We're all here
the lights and boys are blinding
We hang back
It's all in the timing
It's poker
He can't see it in my face
But I'm about to play my Ace
We need love
But all we want is danger
We team up
Then switch sides like a record changer
The rumors
Are terrible and cruel
But, honey most of them are true
'Cause, baby, I could build a castle
Out of all the bricks they threw at me
And every day is like a battle
But every night with us is like a dream
Baby, we're the new romantics
Come on, come along with me
Heart break is the national anthem
We sing it proudly
We are too busy dancing
To get knocked off our feet
Baby, we're the new romantics
The best people in life are free
So come on, come along with me
The best people in life are free
Please take my hand and
Please take me dancing and
Please leave me stranded, it's so romantic (it's so romantic)
'Cause, baby, I could build a castle
Out of all the bricks they threw at me
And every day is like a battle
But every night with us is like a dream
'Cause, baby, I could build a castle
Out of all the bricks they threw at me
And every day is like a battle
But every night with us is like a dream
Baby, we're the new romantics
Come on, come along with me
Heart break is the national anthem
We sing it proudly
We are too busy dancing
To get knocked off our feet
Baby, we're the new romantics
The best people in life are free
"
Taylor Swift ,reputation ,Ready For It ,"Knew he was a killer first time that I saw him
Wonder how many girls he had loved and left haunted
But if he's a ghost, then I can be a phantom
Holdin' him for ransom
Some, some boys are tryin' too hard
He don't try at all, though
Younger than my exes but he act like such a man, so
I see nothing better, I keep him forever
Like a vendetta-ta
I-I-I see how this is gon' go
Touch me and you'll never be alone
I-Island breeze and lights down low
No one has to know
In the middle of the night, in my dreams
You should see the things we do, baby
In the middle of the night, in my dreams
I know I'm gonna be with you
So I take my time
Are you ready for it?
Me, I was a robber first time that he saw me
Stealing hearts and running off and never saying sorry
But if I'm a thief, then he can join the heist
And we'll move to an island-and
And he can be my jailer, Burton to this Taylor
Every lover known in comparison is a failure
I forget their names now, I'm so very tame now
Never be the same now, now
I-I-I see how this is gon' go
Touch me and you'll never be alone
I-Island breeze and lights down low
No one has to know
(No one has to know)
In the middle of the night, in my dreams
You should see the things we do, baby
In the middle of the night in my dreams
I know I'm gonna be with you
So I take my time
Are you ready for it?
Ooh, are you ready for it?
Baby, let the games begin
Let the games begin
Let the games begin
Baby, let the games begin
Let the games begin
Let the games begin
I-I-I see how this is gon' go
Touch me and you'll never be alone
I-Island breeze and lights down low
No one has to know
In the middle of the night, in my dreams
You should see the things we do, baby
In the middle of the night, in my dreams
I know I'm gonna be with you
So I take my time
In the middle of the night
Baby, let the games begin
Let the games begin
Let the games begin
Are you ready for it?
Baby, let the games begin
Let the games begin
Let the games begin
Are you ready for it?
"
Taylor Swift ,reputation ,End Game ,"I wanna be your endgame
I wanna be your first string
I wanna be your A-Team
I wanna be your endgame, endgame
Big reputation, big reputation
Ooh you and me we got big reputations, ah
And you heard about me, ooh
I got some big enemies
Big reputation, big reputation
Ooh you and me would be a big conversation, ah
And I heard about you, ooh
You like the bad ones too
You so dope, don't overdose
I'm so stoked, I need a toast
We do the most
I'm in the Ghost like I'm whippin' a boat
I got a reputation girl, that don't precede me
I'm one call away, whenever you need me
I'm in a G5
Come to the A side
I got a bad boy persona that's what they like
You love it
I love it too 'cause you my type
You hold me down and I protect you with my life
I don't wanna touch you (I don't wanna be)
Just anther ex-love (You don't wanna see)
I don't wanna miss you (I don't wanna miss you)
Like the other girls do
I don't wanna hurt you (I just wanna be)
Drinkin' on a beach with (You all over me)
I know what they all say (I know what they all say)
But I ain't tryna play
I wanna be your endgame
I wanna be your first string
I wanna be your A Team
I wanna be your endgame, endgame
Knew her when I was young
Reconnected when we were little bit older
Both sprung, I got issues and chips on both of my shoulders
Reputation precedes me, in rumors I'm knee deep
The truth is it's easier to ignore it, believe me
Even when we'd argue, we don't do it for long
And you understand the good and bad, end up in the song
For all your beautiful traits, and the way you do it with ease
For all my flaws, paranoia, and insecurities
I've made mistakes, and made some choices that's hard to deny
After the storm, something was born on the fourth of July
I've passed days without fun, this endgame is the one
With four words on the tip of my tongue, I'll never say
I don't wanna touch you (I don't wanna be)
Just anther ex-love (You don't wanna see)
I don't wanna miss you (I don't wanna miss you)
Like the other girls do
I don't wanna hurt you (I just wanna be)
Drinkin' on a beach with (You all over me)
I know what they all say
But I ain't tryna play
I wanna be your endgame
I wanna be your first string
I wanna be your A Team
I wanna be your endgame, endgame
Big reputation, big reputation
Ooh you and me we got big reputations, ahh
And you heard about me, ooh
I got some big enemies
Big reputation, big reputation
Ooh you and me would be a big conversation, ahh
And I heard about you, ooh
You like the bad ones too
I hit you like bang
We tried to forget it, but we just couldn't
And I bury hatchets but I keep maps of where I put 'em
Reputation precedes me, they told you I'm crazy
I swear I don't love the drama, it loves me
And I can't let you go, your hand print's on my soul
It's like your eyes are liquor, it's like your body is gold
You've been calling my bluff on all my usual tricks
So here's the truth from my red lips
I wanna be your endgame
I wanna be your first string
I wanna be your A Team
I wanna be your endgame, endgame
I wanna be your endgame
I wanna be your first string
I wanna be your A Team
I wanna be your endgame, endgame"
Taylor Swift ,reputation ,I Did Something Bad,"I never trust a narcissist
But they love me
So I play 'em like a violin
And I make it look oh so easy
'Cause for every lie I tell them
They tell me three
This is how the world works
Now all he thinks about is me
I can feel the flames on my skin
Crimson red paint on my lips
If a man talks shit, then I owe him nothing
I don't regret it one bit, 'cause he had it coming
They say I did something bad
Then why's it feel so good?
They say I did something bad
But why's it feel so good?
Most fun I ever had
And I'd do it over and over and over again if I could
It just felt so good, good
I never trust a playboy
But they love me
So I fly him all around the world
And I let them think they saved me
They never see it comin'
What I do next
This is how the world works
You gotta leave before you get left
I can feel the flames on my skin
He says, ""Don't throw away a good thing""
But if he drops my name, then I owe him nothin'
And if he spends my change, then he had it comin'
They say I did something bad
Then why's it feel so good?
They say I did something bad
But why's it feel so good?
Most fun I ever had
And I'd do it over and over and over again if I could
It just felt so good, good
It just felt so good
They're burning all the witches, even if you aren't one
They got their pitchforks and proof
Their receipts and reasons
They're burning all the witches, even if you aren't one
So light me up (light me up), light me up (light me up)
Light me up, go ahead and light me up (light me up)
Light me up (light me up), light me up (light me up)
Light me up (light me up), light me up (light me up)
They say I did something bad
Then why's it feel so good?
They say I did something bad
But why's it feel so good?
Most fun I ever had
And I'd do it over and over and over again if I could
It just felt so good, good
Oh, you say I did something bad
Then why's it feel so good, good?
So bad, why's it feel so good?
Why's it feel, why's it feel so good? (Bad)
It just felt so good, good
"
Taylor Swift ,reputation ,Don’t Blame Me ,"Don't blame me, love made me crazy
If it doesn't, you ain't doin' it right
Lord, save me, my drug is my baby
I'd be usin' for the rest of my life
I've been breakin' hearts a long time, and
Toyin' with them older guys
Just to play things for me to use
Something happened for the first time, in
The darkest little paradise
Shakin, pacin', I just need you
For you, I would cross the line
I would waste my time
I would lose my mind
They say she's gone too far this time
Don't blame me, love made me crazy
If it doesn't, you ain't doin' it right
Lord, save me, my drug is my baby
I'd be usin' for the rest of my life
Don't blame me, love made me crazy
If it doesn't, you ain't doin' it right
Oh, Lord, save me, my drug is my baby
I'd be usin' for the rest of my life
My name is whatever you decide
And I'm just gonna call you mine
I'm insane, but I'm your baby (your baby)
Echoes, love your name inside my mind
Halo, hiding my obsession
I once was poison ivy, but now I'm your daisy
And baby, for you, I would fall from grace
Just to touch your face
If you walk away
I'd beg you on my knees to stay
Don't blame me, love made me crazy
If it doesn't, you ain't doin' it right
Lord, save me, my drug is my baby
I'd be usin' for the rest of my life
Don't blame me, love made me crazy
If it doesn't, you ain't doin' it right
Oh, Lord, save me, my drug is my baby
I'd be usin' for the rest of my life
I get so high, oh
Every time, yeah every time you're lovin' me
You're lovin' me
Trip of my life, oh
Every time, yeah every time you're touchin' me
You're touchin' me
Every time, yeah every time you're lovin' me
Oh Lord, save me, my drug is my baby
I'd be usin' for the rest of my life
Usin' for the rest of my life, oh
Don't blame me, love made me crazy
If it doesn't, you ain't doin' it right (doin' it right, no)
Lord, save me, my drug is my baby
I'd be usin' for the rest of my life, oh
Don't blame me, love made me crazy
If it doesn't, you ain't doin' it right (you ain't doin' it)
Oh, Lord, save me, my drug is my baby
I'd be usin' for the rest of my life (I'll be usin', I'll be usin')
I get so high, oh
Every time, yeah every time you're lovin' me
You're lovin' me
Oh, Lord, save me, my drug is my baby
I'd be usin' for the rest of my life
"
Taylor Swift ,reputation ,Delicate,"This ain't for the best
My reputation's never been worse, so
You must like me for me
We can't make
Any promises now, can we, babe?
But you can make me a drink
Dive bar on the East Side, where you at?
Phone lights up my nightstand in the black
Come here, you can meet me in the back
Dark jeans and your Nikes, look at you
Oh damn, never seen that color blue
Just think of the fun things we could do
'Cause I like you
This ain't for the best
My reputation's never been worse, so
You must like me for me
Yeah, I want you
We can't make
Any promises now, can we, babe?
But you can make me a drink
Is it cool that I said all that?
Is it chill that you're in my head?
'Cause I know that it's delicate (delicate)
Is it cool that I said all that
Is it too soon to do this yet?
'Cause I know that it's delicate
Isn't it? Isn't it? Isn't it? Isn't it?
Isn't it? Isn't it? Isn't it? Isn't it?
Delicate
Third floor on the West Side, me and you
Handsome, your mansion with a view
Do the girls back home touch you like I do?
Long night, with your hands up in my hair
Echoes of your footsteps on the stairs
Stay here, honey, I don't wanna share
'Cause I like you
This ain't for the best
My reputation's never been worse, so
You must like me for me
Yeah, I want you
We can't make
Any promises now, can we, babe?
But you can make me a drink
Is it cool that I said all that?
Is it chill that you're in my head?
'Cause I know that it's delicate (delicate)
Is it cool that I said all that
Is it too soon to do this yet?
'Cause I know that it's delicate
Isn't it? Isn't it? Isn't it? Isn't it?
Isn't it? Isn't it? Isn't it? Isn't it?
Delicate
Sometimes I wonder when you sleep
Are you ever dreaming of me?
Sometimes when I look into your eyes
I pretend you're mine, all the damn time
'Cause I like you
Is it cool that I said all that?
Is it chill that you're in my head?
'Cause I know that it's delicate (delicate)
Yeah, I want you
Is it cool that I said all that
Is it too soon to do this yet?
'Cause I know that it's delicate (delicate)
'Cause I like you
Is it cool that I said all that?
Is it chill that you're in my head?
'Cause I know that it's delicate (delicate)
Yeah, I want you
Is it cool that I said all that
Is it too soon to do this yet?
'Cause I know that it's delicate
Delicate
"
Taylor Swift ,reputation ,Look What You Made Me Do,"I don't like your little games
Don't like your tilted stage
The role you made me play
Of the fool, no, I don't like you
I don't like your perfect crime
How you laugh when you lie
You said the gun was mine
Isn't cool, no, I don't like you (oh!)
But I got smarter, I got harder in the nick of time
Honey, I rose up from the dead, I do it all the time
I've got a list of names and yours is in red, underlined
I check it once, then I check it twice, oh!
Ooh, look what you made me do
Look what you made me do
Look what you just made me do
Look what you just made me
Ooh, look what you made me do
Look what you made me do
Look what you just made me do
Look what you just made me do
I don't like your kingdom keys
They once belonged to me
You ask me for a place to sleep
Locked me out and threw a feast (what!?)
The world moves on, another day, another drama, drama
But not for me, not for me, all I think about is karma
And then the world moves on, but one thing's for sure (sure)
Maybe I got mine, but you'll all get yours
But I got smarter, I got harder in the nick of time (nick of time)
Honey, I rose up from the dead, I do it all the time (I do it all the time)
I've got a list of names and yours is in red, underlined
I check it once, then I check it twice, oh!
Ooh, look what you made me do
Look what you made me do
Look what you just made me do
Look what you just made me
Ooh, look what you made me do
Look what you made me do
Look what you just made me do
Look what you just made me do
I don't trust nobody and nobody trusts me
I'll be the actress starring in your bad dreams
I don't trust nobody and nobody trusts me
I'll be the actress starring in your bad dreams
I don't trust nobody and nobody trusts me
I'll be the actress starring in your bad dreams
I don't trust nobody and nobody trusts me
I'll be the actress starring in your bad dreams
(Ooh, look what you made me do)
(Look what you made me do)
(Look what you just made me do)
""I'm sorry, the old Taylor can't come to the phone right now"" (Ooh, look what you made me do)
""Why?"" (Look what you made me do)
""Oh, 'cause she's dead!"" (oh!)
Ooh, look what you made me do
Look what you made me do
Look what you just made me do
Look what you just made me
Ooh, look what you made me do
Look what you made me do
Look what you just made me do
Look what you just made me do
Ooh, look what you made me do
Look what you made me do
Look what you just made me do
Look what you just made me
Ooh, look what you made me do
Look what you made me do
Look what you just made me do
Look what you just made me do
"
Taylor Swift ,reputation ,So It Goes ,"See you in the dark
All eyes on you, my magician
All eyes on us
You make everyone disappear, and
Cut me into pieces
Gold cage, hostage to my feelings
Back against the wall
Trippin', trip-trippin' when you're gone
'Cause we break down a little
And when you get me alone, it's so simple
'Cause baby, I know what you know
We can feel it
And our pieces fall
Right into place
Get caught up in the moments
Lipstick on your face
So it goes
I'm yours to keep
And I'm yours to lose
You know I'm not a bad girl, but I
Do bad things with you
So it goes
Met you in a bar
All eyes on me, your illusion is
All eyes on us
I make all your grey days clear and
Wear you like a necklace
I'm so chill, but you make me jealous
But I got your heart
Skippin', skip-skippin' when I'm gone
'Cause we break down a little
And when you get me alone, it's so simple
'Cause baby, I know what you know
We can feel it
And our pieces fall
Right into place
Get caught up in the moments
Lipstick on your face
So it goes
I'm yours to keep
And I'm yours to lose
You know I'm not a bad girl, but I
Do bad things with you
So it goes
Come here, dressed in black now
So, so, so it goes
Scratches down your back now
So, so, so it goes
You did a number on me
But, honestly, baby, who's counting?
I did a number on you
But, honestly, baby, who's counting?
You did a number on me
But, honestly, baby, who's counting?
Who's counting?
1, 2, 3
And our pieces fall (pieces)
Right into place
Get caught up in the moments (caught up, caught up)
Lipstick on your face
So it goes
I'm yours to keep (oh)
And I'm yours to lose (baby)
You know I'm not a bad girl, but I
Do bad things with you
So it goes
Come here, dressed in black now
So, so, so it goes
Scratches down your back now
So, so, so it goes
Come here, dressed in black now
So, so, so it goes
Scratches down your back now
So, so, so it goes"
