name,address1,city,zip,country,latitude,longitude,price_level,provider_rating,provider_review_count,review_stats_all_average_score,review_stats_all_count,review_stats_all_total_score,review_stats_community_average_score,review_stats_community_count,review_stats_community_total_score,review_stats_critic_average_score,review_stats_critic_count,review_stats_critic_total_score,review_stats_dave_average_score,review_stats_dave_count,review_stats_dave_total_score
Rosie's Subs and Pizza,305 Pond St,Braintree,2184,US,42.1985494,-71.021315,1,3.5,48,8.142857142857142,28,228,8.103703703703705,27,218.8,0,0,0,9.2,1,9.2
Felcaro Pizzeria,280 Cambridge St,Boston,2114,US,42.360973,-71.068077,1,3,150,6.471428571428571,7,45.3,6.683333333333334,6,40.1,0,0,0,5.2,1,5.2
Dirty Water Dough,222 Newbury St,Boston,2116,US,42.3497463,-71.0810917,1,4,390,7.467441860465118,43,321.1,7.476190476190476,42,314,0,0,0,7.1,1,7.1
Eataly Boston,800 Boylston St,Boston,2199,US,42.3473912,-71.08202840000001,2,3.5,809,7.7875,8,62.3,7.942857142857143,7,55.6,0,0,0,6.7,1,6.7
Lynwood Cafe,320 Center St,Randolph,2368,US,42.1521674,-71.0306641,1,4,295,8.66,35,303.1,8.679411764705883,34,295.1,0,0,0,8,1,8
Fenway Park,4 Yawkey Way,Boston,2115,US,42.3459093,-71.09882809999998,0,4.5,1218,3.2555555555555555,9,29.3,3.3625,8,26.9,0,0,0,2.4,1,2.4
Baldie's Pizza & Subs,78 Main St,Lakeville,2347,US,41.86937929999999,-70.9320635,2,3.5,35,6.533333333333334,3,19.6,6.6999999999999975,2,13.4,0,0,0,6.2,1,6.2
Cape Cod Cafe,979 Main St,Brockton,2301,US,42.0660348,-71.01657890000001,2,4,164,8.916666666666666,18,160.5,8.941176470588236,17,152,0,0,0,8.5,1,8.5
Louie's Pizza,118 Main St,Woburn,1801,US,42.47094050000001,-71.15022440000001,2,4.5,128,8.225,28,230.3,8.251851851851853,27,222.8,0,0,0,7.5,1,7.5
Town Spa Pizza,1119 Washington St,Stoughton,2072,US,42.1149423,-71.10117009999998,2,3.5,407,8.552459016393444,61,521.7,8.545,60,512.7,0,0,0,9,1,9
Frank Pepe Pizzeria Napoletana - Chestnut Hill,199 Boylston St,Chestnut Hill,2467,US,42.3215125,-71.1756718,2,3.5,331,8.67910447761194,67,581.5,8.668181818181818,66,572.1,0,0,0,9.4,1,9.4
Tony's Place,188 Baker St,West Roxbury,2132,US,42.2760134,-71.1672475,2,3,71,8.22,15,123.3,8.2,14,114.8,0,0,0,8.5,1,8.5
Chilmark General Store,7 State Rd,Chilmark,2535,US,41.3420782,-70.74508999999998,2,4,46,6.8,3,20.4,6.9,2,13.8,0,0,0,6.6,1,6.6
Bill's Pizzeria Kitchen + Grille,14 Main St,Hopkinton,1748,US,42.229138,-71.52004529999998,2,3,57,6.26,5,31.3,6.225,4,24.9,0,0,0,6.4,1,6.4
Regina Pizzeria,350 Trolley Line Blvd,Mashantucket,6338,US,41.4733358,-71.96000339999998,0,3,16,5.9692307692307685,13,77.6,5.972727272727273,11,65.7,5.5,1,5.5,6.4,1,6.4
Modern Apizza,874 State St,New Haven,6511,US,41.3138627,-72.9129505,2,4,967,8.65529411764706,170,1471.4,8.654437869822482,169,1462.6,0,0,0,8.8,1,8.8
Frank Pepe Pizzeria Napoletana,157 Wooster St,New Haven,6511,US,41.3029994,-72.91692019999998,2,4,2287,8.722164948453608,194,1692.1,8.723316062176165,193,1683.6,0,0,0,8.5,1,8.5
Sally's Apizza,237 Wooster St,New Haven,6511,US,41.3031003,-72.9200566,2,3.5,559,8.94306569343066,137,1225.2,8.941176470588236,136,1216,0,0,0,9.2,1,9.2
BAR,254 Crown St,New Haven,6511,US,41.3061295,-72.9303245,2,4,1012,7.887755102040818,49,386.5,7.897916666666667,48,379.1,0,0,0,7.4,1,7.4
Riko's Pizza,886 Hope St,Stamford,6907,US,41.0893349,-73.51847959999998,2,3.5,62,7.5,14,105,7.446153846153848,13,96.8,0,0,0,8.2,1,8.2
Colony Grill,172 Myrtle Ave,Stamford,6902,US,41.05076920000001,-73.527249,2,4,368,8.028571428571428,49,393.4,8.020833333333334,48,385,0,0,0,8.4,1,8.4
Johnny's Pizzeria,30 W Lincoln Ave,Mount Vernon,10550,US,40.9176619,-73.83937929999998,2,4.5,229,9.064102564102564,78,707,9.063636363636364,77,697.9,0,0,0,9.1,1,9.1
Full Moon Pizzeria,600 E 187th St,Bronx,10458,US,40.8553028,-73.88759139999998,1,4,242,7.2875,8,58.3,7.442857142857143,7,52.1,0,0,0,6.2,1,6.2
Nick's Pizza,1814 2nd Ave,New York,10128,US,40.7827162,-73.9478073,2,4,489,7.7,5,38.5,8.233333333333333,3,24.7,7.2,1,7.2,6.6,1,6.6
Pie Pie Pizza,924 Columbus Ave,New York,10025,US,40.7989045,-73.96346590000002,1,4.5,68,7.399999999999999,6,44.4,7.42,5,37.1,0,0,0,7.3,1,7.3
Mama's Pizzeria,941 Amsterdam Ave,New York,10025,US,40.8004768,-73.9653026,1,3,82,6.8000000000000025,2,13.6,6.7,1,6.7,0,0,0,6.9,1,6.9
PQR,1631 2nd Ave,New York,10028,US,40.7771534,-73.952629,1,4,131,6.88,10,68.8,7.025,8,56.2,6.5,1,6.5,6.1,1,6.1
Vinnie's Pizzeria,1603 2nd Ave,New York,10028,US,40.77622589999999,-73.9532948,1,3,104,7.1352941176470575,17,121.3,7.16,15,107.4,6.8,1,6.8,7.1,1,7.1
Va Bene,1589 2nd Ave,New York,10028,US,40.77567699999999,-73.9536392,3,3,73,6.4,1,6.4,0,0,0,0,0,0,6.4,1,6.4
Salvo's Pizzabar,1477 York Ave,New York,10075,US,40.77092440000001,-73.951134,2,4,250,7.808333333333334,12,93.7,7.809090909090909,11,85.9,0,0,0,7.8,1,7.8
La Mia Pizza,1488 1st Ave,New York,10075,US,40.771291,-73.95318,1,3,176,7.07,10,70.7,6.75,8,54,10,1,10,6.7,1,6.7
Italian Village Pizzeria,1494 1st Ave,New York,10075,US,40.771457700000006,-73.9529963,1,3.5,199,7.273684210526315,19,138.2,7.25,18,130.5,0,0,0,7.7,1,7.7
Buchetta Brick Oven Pizza,201 W 103rd St,New York,10025,US,40.7987416,-73.9673646,2,4,203,6.7,1,6.7,0,0,0,0,0,0,6.7,1,6.7
Broadway Pizza & Restaurant,2709 Broadway,New York,10025,US,40.7996265,-73.9686711,1,3,57,6.6,5,33,6.7,4,26.8,0,0,0,6.2,1,6.2
Saba's Pizza,1217 Lexington Ave,New York,10128,US,40.77708579999999,-73.95712890000001,1,3.5,59,7.492592592592592,27,202.3,7.457692307692307,26,193.9,0,0,0,8.4,1,8.4
Cafe Viva,2578 Broadway,New York,10025,US,40.79529210000001,-73.9707437,1,3.5,213,4.8,4,19.2,5.8,3,17.4,0,0,0,1.8,1,1.8
Pizza Park,1233 1st Ave,New York,10021,US,40.764447,-73.95867700000002,1,3.5,280,6.75,8,54,7.142857142857142,7,50,0,0,0,4,1,4
Pizza Pete's,528 Columbus Ave,New York,10024,US,40.78624019999999,-73.97259220000002,1,3.5,136,6.671428571428572,14,93.4,6.630769230769231,13,86.2,0,0,0,7.2,1,7.2
Manhattan Brick Oven Pizza,1159 3rd Ave,New York,10065,US,40.7668083,-73.96250520000002,2,3,16,6.727272727272728,11,74,6.4,9,57.6,8.5,1,8.5,7.9,1,7.9
Sutton Pizzeria,1140 1st Ave,New York,10065,US,40.7618037,-73.9601575,1,4,93,6.3,1,6.3,0,0,0,0,0,0,6.3,1,6.3
Oath Pizza - East 67th Street,1142 3rd Ave,New York,10065,US,40.76648350000001,-73.9633564,2,4,69,5.775,8,46.2,5.671428571428572,7,39.7,0,0,0,6.5,1,6.5
Brooklyn Pizza Masters,1055 1st Ave,New York,10022,US,40.75865510000001,-73.96301820000002,0,4.5,82,8.0975,40,323.9,8.087179487179487,39,315.4,0,0,0,8.5,1,8.5
Made In New York Pizza,421 Amsterdam Ave,New York,10024,US,40.7838392,-73.9775697,1,4.5,127,7.954545454545454,22,175,7.957142857142857,21,167.1,0,0,0,7.9,1,7.9
Kiss My Slice,401 E 57th St,New York,10022,US,40.7584227,-73.96260490000002,0,4,16,4.733333333333333,3,14.2,3.55,2,7.1,0,0,0,7.1,1,7.1
Farinella Bakery Pizza,788 Lexington Ave,New York,10065,US,40.7637673,-73.967344,2,3,151,6.025,4,24.1,5.966666666666666,3,17.9,0,0,0,6.2,1,6.2
Cafe Daniello's,1072 2nd Ave,New York,10022,US,40.7587907,-73.9653527,2,3,94,7.657692307692307,26,199.1,7.64,25,191,0,0,0,8.1,1,8.1
Gato,324 Lafayette St,New York,10012,US,40.7256063,-73.99526139999998,3,4,1044,8.325,4,33.3,8.333333333333334,3,25,0,0,0,8.3,1,8.3
Freddie & Pepper's,303 Amsterdam Ave,New York,10023,US,40.7800257,-73.98035879999998,1,4,423,7.619999999999999,45,342.9,7.6090909090909085,44,334.8,0,0,0,8.1,1,8.1
Big Nick's Burger & Pizza Joint Too,70 W 71st St,New York,10023,US,40.7764537,-73.9790728,2,3,362,4.2,1,4.2,0,0,0,0,0,0,4.2,1,4.2
Francesco's Pizzeria,186 Columbus Ave,New York,10023,US,40.775197,-73.98069100000002,1,3.5,194,7.223809523809522,21,151.70000000000005,7.136842105263157,19,135.6,8,1,8,8.1,1,8.1
Iggy's Pizzeria,173 1st Ave,New York,10003,US,40.7292588,-73.98436509999998,1,3.5,86,5.82,5,29.1,5.725,4,22.9,0,0,0,6.2,1,6.2
Motorino,349 E 12th St,New York,10003,US,40.7303785,-73.98381359999998,2,3.5,1055,8.2875,8,66.3,8.385714285714286,7,58.7,0,0,0,7.6,1,7.6
Il Corallo Trattoria,176 Prince St,New York,10012,US,40.7261754,-74.0019233,2,4,865,7.1,1,7.1,0,0,0,0,0,0,7.1,1,7.1
Arturo's,106 W Houston St,New York,10012,US,40.7273906,-74.0003969,2,4,623,8.066666666666666,9,72.6,8.285714285714286,7,58,6.7,1,6.7,7.9,1,7.9
Song E Napule,146 W Houston St,New York,10012,US,40.7281815,-74.00184940000003,2,4.5,371,8.275,4,33.1,8.45,2,16.9,8.5,1,8.5,7.7,1,7.7
Fiore's Pizza,165 Bleecker St,New York,10012,US,40.7288479,-74.00001300000002,1,4,177,7.15625,16,114.5,7.166666666666668,15,107.5,0,0,0,7,1,7
Denino's Greenwich Village,93 Macdougal St,New York,10012,US,40.7294111,-74.0011691,2,4,160,8.1875,32,262,8.161290322580646,31,253,0,0,0,9,1,9
Joe's Pizza,7 Carmine St,New York,10014,US,40.73058760000001,-74.00214100000002,1,4,2202,8.297520661157025,121,1004,8.295833333333333,120,995.5,0,0,0,8.5,1,8.5
Cafe Fiorello,1900 Broadway,New York,10023,US,40.771542,-73.9814645,3,3.5,696,7.550000000000002,2,15.1,7.9,1,7.9,0,0,0,7.2,1,7.2
Sfila Pizza,866 9th Ave,New York,10019,US,40.767519,-73.98568999999998,2,3.5,7,7.68,5,38.4,7.633333333333333,3,22.9,7.8,1,7.8,7.7,1,7.7
Sacco Pizza,819 9th Ave,New York,10019,US,40.7662387,-73.9872728,1,4,365,7.779166666666666,24,186.7,7.765217391304348,23,178.6,0,0,0,8.1,1,8.1
Merilu Pizza Al Metro,791 9th Ave,New York,10019,US,40.76529160000001,-73.98807629999997,1,4,477,7.773333333333332,15,116.6,7.623076923076923,13,99.1,9.3,1,9.3,8.2,1,8.2
Bricco Ristorante Italiano,304 W 56th St,New York,10019,US,40.76603009999999,-73.984036,2,3.5,126,8.133333333333333,3,24.4,7.8,1,7.8,9.8,1,9.8,6.8,1,6.8
New York Sal's Pizza,696 10th Ave,New York,10019,US,40.763707,-73.9920697,1,3,54,6.8599999999999985,10,68.6,6.833333333333332,9,61.5,0,0,0,7.1,1,7.1
Mariella Pizza,935 8th Ave,New York,10019,US,40.7657404,-73.98389820000001,1,3.5,206,5.125,4,20.5,5.6000000000000005,3,16.8,0,0,0,3.7,1,3.7
Luigi's Pizza,936 8th Ave,New York,10019,US,40.76556420000001,-73.98340470000002,1,3.5,59,7.724324324324325,37,285.8,7.705555555555555,36,277.4,0,0,0,8.4,1,8.4
Luigi's Gourmet Grill,936 8th Ave,New York,10019,US,40.76556420000001,-73.98340470000002,1,3.5,169,8,5,40,7.975,4,31.9,0,0,0,8.1,1,8.1
Joe G Pizza & Restaurant,244 W 56th St,New York,10019,US,40.7656166,-73.9830259,2,4,121,6.9,1,6.9,0,0,0,0,0,0,6.9,1,6.9
B Side Pizza & Wine Bar,370 W 51st St,New York,10019,US,40.7638919,-73.9882472,2,4.5,977,6.35,2,12.7,6.4,1,6.4,0,0,0,6.3,1,6.3
Uncle Mario's Brick Oven Pizza,739 9th Ave,New York,10019,US,40.7634874,-73.98918929999998,2,3,423,7.011111111111113,9,63.1,7,8,56,0,0,0,7.1,1,7.1
Bella Vita Pizzeria,158 W 58th St,New York,10019,US,40.7656728,-73.9788018,1,3.5,156,5.55,4,22.2,5.466666666666666,3,16.4,0,0,0,5.8,1,5.8
IPizzaNY,707 9th Ave,New York,10019,US,40.76267720000001,-73.99001190000001,1,3,45,5.675,4,22.7,6.866666666666667,3,20.6,0,0,0,2.1,1,2.1
Serafina Broadway,210 West 55th St,New York,10019,US,40.76440230000001,-73.98194690000003,2,3,541,8.966666666666667,3,26.9,8.6,1,8.6,11,1,11,7.3,1,7.3
Claudio Pizzeria,598 10th Ave,New York,10036,US,40.7603494,-73.9946144,1,3,71,6.5200000000000005,5,32.6,6.55,4,26.2,0,0,0,6.4,1,6.4
Don Antonio,309 W 50th St,New York,10019,US,40.7627178,-73.98670760000002,2,4,1293,6.946666666666667,15,104.2,7.555555555555554,9,68,5.96,5,29.8,6.4,1,6.4
Angelo's Coal Oven Pizzeria,117 W 57th St,New York,10019,US,40.7649042,-73.97794090000002,2,4,754,8.633640552995391,217,1873.5,8.630555555555556,216,1864.2,0,0,0,9.3,1,9.3
Nizza,630 9th Ave,New York,10036,US,40.759987,-73.9912338,2,3.5,686,6.8,1,6.8,0,0,0,0,0,0,6.8,1,6.8
Z Deli Pizzeria,803 8th Ave,New York,10019,US,40.7614264,-73.9869946,1,3.5,71,3.8,3,11.4,4.15,2,8.3,0,0,0,3.1,1,3.1
Pazza Notte,1375 Avenue Of The Americas,New York,10019,US,40.76357489999999,-73.97817370000001,2,3.5,680,6.15,2,12.3,7.5,1,7.5,0,0,0,4.8,1,4.8
Carve,760 8th Ave,New York,10036,US,40.76011889999999,-73.9872281,1,3.5,345,5.445454545454545,11,59.9,5.58,10,55.8,0,0,0,4.1,1,4.1
A Slice of New York,727 8th Ave,New York,10036,US,40.7596624,-73.98833510000001,2,2,136,3.2571428571428567,7,22.8,3.1166666666666667,6,18.7,0,0,0,4.1,1,4.1
PizzArte,69 W 55th St,New York,10019,US,40.76292670000001,-73.97744229999998,2,4,981,7.7349999999999985,20,154.7,7.715789473684207,19,146.6,0,0,0,8.1,1,8.1
Daniela Trattoria,728 8th Ave,New York,10036,US,40.7592788,-73.98808050000002,2,3.5,389,5.75,4,23,7.15,2,14.3,5.1,1,5.1,3.6,1,3.6
Capizzi,547 9th Ave,New York,10018,US,40.7574739,-73.99364890000003,2,4.5,728,7.899999999999999,7,55.3,8.033333333333333,6,48.2,0,0,0,7.1,1,7.1
Patzeria Perfect Pizza,231 W 46th St,New York,10036,US,40.75946810000001,-73.98677140000002,1,4,1531,6.616666666666667,6,39.7,6.85,4,27.4,7.3,1,7.3,5,1,5
Pasta Lovers,142 W 49th St,New York,10019,US,40.7599841,-73.9828704,2,3.5,281,5.65,2,11.3,6.5,1,6.5,0,0,0,4.8,1,4.8
John's of Times Square,260 W 44th St,New York,10036,US,40.7582117,-73.98839579999998,2,3.5,1953,8.4,121,1016.4,8.405042016806723,119,1000.2,7.8,1,7.8,8.4,1,8.4
Radio City Pizza,142 West 49th St,New York,10019,US,40.7599841,-73.9828704,1,3.5,48,6.025,12,72.3,5.92,10,59.2,7,1,7,6.1,1,6.1
Tavola,488 9th Ave,New York,10018,US,40.75541219999999,-73.9945527,2,4,812,5.15,2,10.3,4,1,4,0,0,0,6.3,1,6.3
Vinny Vincenz,231 1st Ave,New York,10003,US,40.7312068,-73.9831636,1,3.5,185,7.496296296296297,27,202.4,7.461538461538463,26,194,0,0,0,8.4,1,8.4
Sauce Pizzeria,345 E 12th St,New York,10003,US,40.73043670000001,-73.98395140000002,0,4.5,98,8.942971887550202,249,2226.8,8.942338709677419,248,2217.7,0,0,0,9.1,1,9.1
Pisa Pizza,321 1st Ave,New York,10003,US,40.7342727,-73.98078050000002,1,4,32,5.9,2,11.8,3.7,1,3.7,0,0,0,8.1,1,8.1
Frank's Trattoria,371 1st Ave,New York,10010,US,40.7360768,-73.9793407,2,3.5,116,7.871428571428572,7,55.1,7.883333333333333,6,47.3,0,0,0,7.8,1,7.8
Pepe Giallo,195 10th Ave,New York,10011,US,40.746892,-74.00501700000002,2,4,553,7.7,3,23.1,7.7,2,15.4,0,0,0,7.7,1,7.7
Don Giovanni Ristorante,214 10th Ave,New York,10011,US,40.7473469,-74.00421750000002,2,3,241,6.7,5,33.5,7.225,4,28.9,0,0,0,4.6,1,4.6
Ovest Pizzoteca by Luzzo's,513 W 27th St,New York,10001,US,40.7507787,-74.00300539999998,2,4,486,7.65,2,15.3,8.4,1,8.4,0,0,0,6.9,1,6.9
10th Avenue Pizza & Cafe,256 10th Ave,New York,10001,US,40.748746,-74.0031343,1,3.5,24,5.34,5,26.7,4.95,4,19.8,0,0,0,6.9,1,6.9
Stella's Pizza,110 9th Ave,New York,10011,US,40.7429242,-74.00363490000002,1,3,117,6.171428571428572,7,43.2,6.166666666666668,6,37,0,0,0,6.2,1,6.2
Gotham Pizza,144 9th Ave,New York,10011,US,40.7438893,-74.00303100000002,1,3.5,149,6.9,4,27.6,6.9,3,20.7,0,0,0,6.9,1,6.9
Highline Pizza,503 W 28th St,New York,10001,US,40.7510941,-74.00223059999998,1,4,106,4.3,3,12.9,5.6,2,11.2,0,0,0,1.7,1,1.7
Rocky's Pizza 14th St,304 W 14th St,New York,10014,US,40.739882,-74.0033717,1,3,137,5.38,5,26.9,6.375,4,25.5,0,0,0,1.4,1,1.4
Village Pizza,65 8th Ave,New York,10014,US,40.7392653,-74.0031865,1,4,122,7.5,5,37.5,7.65,4,30.6,0,0,0,6.9,1,6.9
Pizza Italia,307 W 17th St,New York,10011,US,40.741945,-74.00143620000001,1,4,196,4.075,4,16.3,4.033333333333333,3,12.1,0,0,0,4.2,1,4.2
Famous Original Ray's Pizza,204 9th Ave,New York,10011,US,40.7459915,-74.00134729999998,1,3,106,5.828571428571428,7,40.8,5.7666666666666675,6,34.6,0,0,0,6.2,1,6.2
Company,230 9th Ave,New York,10001,US,40.74715459999999,-74.0005218,2,3.5,549,7.2,1,7.2,0,0,0,0,0,0,7.2,1,7.2
Two Boots West Village,201 W 11th St,New York,10014,US,40.7367059,-74.0014372,1,3.5,234,6.6,1,6.6,0,0,0,0,0,0,6.6,1,6.6
Rivoli Pizza,180 7th Ave S,New York,10014,US,40.73607379999999,-74.00166779999998,1,3.5,14,6.255555555555558,9,56.3,6.0625,8,48.5,0,0,0,7.8,1,7.8
Pizza Rollio,261 W 18th St,New York,10011,US,40.7422264,-74.000314,2,4.5,36,6.4,3,19.2,6.3000000000000025,2,12.6,0,0,0,6.6,1,6.6
Rosemary's Pizza,1 Perry St,New York,10014,US,40.7359857,-74.00098919999998,0,4,35,7.7666666666666675,3,23.3,7.95,2,15.9,0,0,0,7.4,1,7.4
Teresa's Brick Oven Pizza & Cafe,51 W 51st St,New York,10019,US,40.7603402,-73.9790395,1,3,95,6.592307692307693,13,85.7,6.533333333333334,12,78.4,0,0,0,7.3,1,7.3
Pizza Da Solo,550 Madison Ave,New York,10022,US,40.7615215,-73.97359859999997,2,3,26,7.8,1,7.8,0,0,0,0,0,0,7.8,1,7.8
Kiss My Slice,274 W 40th St,New York,10018,US,40.7557265,-73.99051519999998,1,4,178,6.488235294117647,17,110.3,6.466666666666668,15,97,7,1,7,6.3,1,6.3
Harry's Italian Pizza Bar,30 Rockefeller Plz,New York,10112,US,40.7593755,-73.9799726,1,3.5,125,7.6,15,114,7.621428571428572,14,106.7,0,0,0,7.3,1,7.3
Upside Pizza,598 8th Ave,New York,10018,US,40.755125,-73.99105240000002,0,4,55,7.536842105263156,19,143.2,7.544444444444445,18,135.8,0,0,0,7.4,1,7.4
Sofia Pizza Shoppe,989 1st Ave,New York,10022,US,40.7566759,-73.96435079999998,1,4.5,156,7.718181818181819,11,84.9,7.7,10,77,0,0,0,7.9,1,7.9
Marinara Pizza,985 1st Ave,New York,10022,US,40.7565439,-73.96442940000001,1,3.5,68,6.9375,8,55.5,6.885714285714287,7,48.2,0,0,0,7.3,1,7.3
Cassiano's Pizza,930 3rd Ave,New York,10022,US,40.7595458,-73.96836069999998,1,3,102,6.2,10,62,6.0625,8,48.5,6.9,1,6.9,6.6,1,6.6
Primavera Pizza & Pasta,1005 2nd Ave,New York,10022,US,40.75702860000001,-73.9672695,1,3,71,6.155555555555555,9,55.4,6.0875,8,48.7,0,0,0,6.7,1,6.7
Belmora Pizza & Restaurant,139 E 57th St,New York,10022,US,40.761057,-73.96875779999998,1,2.5,64,5.0600000000000005,5,25.3,4.725,4,18.9,0,0,0,6.4,1,6.4
Zia Maria-Chelsea,318 W 23rd St,New York,10011,US,40.7454027,-73.9993382,2,4,192,7.574999999999997,4,30.3,7.7333333333333325,3,23.2,0,0,0,7.1,1,7.1
Joe's Pizza,211 8th Ave,New York,10011,US,40.74395300000001,-73.999752,1,2.5,48,6.19,10,61.9,6.011111111111113,9,54.1,0,0,0,7.8,1,7.8
NY Pizza Suprema,413 8th Ave,New York,10001,US,40.750205,-73.99532099999998,1,4,1729,7.891071428571428,112,883.8,7.888288288288287,111,875.6,0,0,0,8.2,1,8.2
3 Giovani,548 Laguardia Pl,New York,10012,US,40.7290573,-73.9983778,2,3.5,120,7,2,14,6.3,1,6.3,0,0,0,7.7,1,7.7
Rock Pizza Scissors,Broadway Between 42nd And 43rd St,New York,10036,US,40.757071,-73.9876474,0,3.5,14,6.066666666666666,6,36.4,5.7,5,28.5,0,0,0,7.9,1,7.9
Ben's Pizzeria,123 MacDougal St,New York,10012,US,40.7303784,-74.00032309999997,1,3.5,256,5.95,8,47.6,6.028571428571429,7,42.2,0,0,0,5.4,1,5.4
Olio e Piú,3 Greenwich Ave,New York,10014,US,40.7338794,-73.99994079999998,2,4,1607,5.75,2,11.5,6.3,1,6.3,0,0,0,5.2,1,5.2
D Napoli Pizza,906 3rd Ave,New York,10022,US,40.758842,-73.96898019999998,1,3,38,5.2,1,5.2,0,0,0,0,0,0,5.2,1,5.2
My Pie Pizzeria Romana,690 Lexington Ave,New York,10022,US,40.7606993,-73.96954769999998,1,4.5,633,5.86,5,29.3,6.25,4,25,0,0,0,4.3,1,4.3
Angelo Bellini,224 E 53rd St,New York,10022,US,40.7571427,-73.9684855,2,3,109,6.5,4,26,7.3,2,14.6,5.7,1,5.7,5.7,1,5.7
Pizza By Certé,132 E 56th St,New York,10022,US,40.7603114,-73.9700904,1,4,392,6.9,2,13.8,7.2,1,7.2,0,0,0,6.6,1,6.6
La Vera Pizzeria & Restaurant,922 2nd Ave,New York,10017,US,40.7540761,-73.96884519999998,1,3,84,6.711111111111111,9,60.4,6.775,8,54.2,0,0,0,6.2,1,6.2
Aperitivo Pizza Bar,780 3rd Ave,New York,10017,US,40.75501819999999,-73.9718457,2,3,168,6.8,1,6.8,0,0,0,0,0,0,6.8,1,6.8
La Bellezza,145 E 49th St,New York,10017,US,40.7558161,-73.97202940000003,1,4,248,7.2360000000000015,25,180.9,7.212499999999999,24,173.1,0,0,0,7.8,1,7.8
La Trattoria,844 2nd Ave,New York,10017,US,40.7515735,-73.970671,1,2.5,52,6.6400000000000015,5,33.2,6.6,4,26.4,0,0,0,6.8,1,6.8
Patsy's Pizzeria,801 2nd Ave,New York,10017,US,40.75044320000001,-73.9720574,2,3.5,210,8.373529411764705,34,284.7,8.366666666666667,33,276.1,0,0,0,8.6,1,8.6
Picciotto NYC,300 Park Ave,New York,10022,US,40.7570209,-73.97466949999998,1,4,15,7.133333333333333,3,21.4,6.5,2,13,0,0,0,8.4,1,8.4
Jiannetto's Pizza Truck,47th St & Park Ave,New York,10017,US,40.760405,-73.9874535,1,4,20,8.4,6,50.4,8.225,4,32.9,9.4,1,9.4,8.1,1,8.1
Deli On Madison,420 Madison Ave,New York,10017,US,40.75701160000001,-73.9765061,1,2.5,50,6,2,12,0,0,0,5.9,1,5.9,6.1,1,6.1
Naples 45 Ristorante E Pizzeria,The Metlife Building,New York,10166,US,40.7535178,-73.9767512,2,3.5,345,5.1,1,5.1,0,0,0,0,0,0,5.1,1,5.1
Uncle Paul's Pizza,70 Vanderbilt Ave,New York,10017,US,40.7548319,-73.97689919999998,2,3.5,323,6.142857142857142,14,86,6.223076923076923,13,80.9,0,0,0,5.1,1,5.1
Previti Pizza,123 E 41st St,New York,10168,US,40.7510051,-73.9767973,1,4,380,5,6,30,5.0200000000000005,5,25.1,0,0,0,4.9,1,4.9
Royal Pizza,592 3rd Ave,New York,10016,US,40.7488024,-73.97627759999997,1,3.5,109,6.855555555555558,18,123.4,6.817647058823531,17,115.9,0,0,0,7.5,1,7.5
Prova Pizzabar,89 E 42nd St,New York,10017,US,40.7527277,-73.97723529999998,1,3,75,6.019047619047619,21,126.4,5.878947368421053,19,111.7,7.3,1,7.3,7.4,1,7.4
Giuseppe's Pizza,341 Lexington Ave,New York,10016,US,40.74966679999999,-73.97696529999997,1,3.5,90,6.916666666666668,6,41.5,7.1999999999999975,4,28.8,6.5,1,6.5,6.2,1,6.2
Garlic New York Pizza Bar,629 2nd Ave,New York,10016,US,40.7451535,-73.97586899999997,1,3.5,396,7.5636363636363635,11,83.2,7.6400000000000015,10,76.4,0,0,0,6.8,1,6.8
Lions & Tigers & Squares Detroit Pizza,268 W 23rd St,New York,10011,US,40.74505740000001,-73.99833790000002,1,4.5,261,7.517241379310343,29,218,7.5321428571428575,28,210.9,0,0,0,7.1,1,7.1
Lombardi's pizza,290 8th Ave,New York,10001,US,40.7462466,-73.99744489999998,0,4,62,7.882352941176473,17,134,7.86875,16,125.9,0,0,0,8.1,1,8.1
Famous Famiglia Pizzeria,488 8th Ave,New York,10001,US,40.7524427,-73.9930147,1,3,101,6.980769230769233,26,181.5,6.964,25,174.1,0,0,0,7.4,1,7.4
Famous Amadeus Pizza,408 8th Ave,New York,10001,US,40.7498097,-73.99478429999998,1,3,206,6.042857142857144,7,42.3,6.1000000000000005,6,36.6,0,0,0,5.7,1,5.7
Amtrak,234 W 31st St,New York,10001,US,40.7496468,-73.993399,0,3,345,0.54,2,1.08,1,1,1,0,0,0,0.08,1,0.08
Nicoletta Pizzeria,160 2nd Ave,New York,10003,US,40.7297781,-73.9865052,2,3.5,284,8.183333333333334,6,49.1,8.2,5,41,0,0,0,8.1,1,8.1
Lazzara's Pizza,221 W 38th St,New York,10018,US,40.7540255,-73.98953359999999,2,3.5,232,8.511374407582938,211,1795.9,8.507619047619048,210,1786.6,0,0,0,9.3,1,9.3
Rocky's Number II,607 2nd Ave,New York,10016,US,40.7443961,-73.976455,1,3.5,286,5.7,7,39.9,6.183333333333334,6,37.1,0,0,0,2.8,1,2.8
Posto,310 2nd Ave,New York,10003,US,40.7348297,-73.9828007,2,4,580,6.9,4,27.6,6.9,2,13.8,7,1,7,6.8,1,6.8
Patrizia's Pizza and Pasta,462-466 2nd Ave,New York,10016,US,40.7399505,-73.9789431,2,4,491,7.7125,8,61.7,7.685714285714285,7,53.8,0,0,0,7.9,1,7.9
