country,year,parent_company,empty,hdpe,ldpe,o,pet,pp,ps,pvc,grand_total,num_events,volunteers
Tanzania,2019,Kasuku,0,NA,NA,0,0,NA,NA,NA,0,21,103
Tanzania,2019,Kariakoo Plastic Bags,0,NA,NA,0,0,NA,NA,NA,0,21,103
Tanzania,2019,KM Beverages,0,NA,NA,0,0,NA,NA,NA,0,21,103
Tanzania,2019,K- vant,0,NA,NA,0,0,NA,NA,NA,0,21,103
Tanzania,2019,K vant,0,NA,NA,0,0,NA,NA,NA,0,21,103
Tanzania,2019,K Vant,0,NA,NA,0,0,NA,NA,NA,0,21,103
Tanzania,2019,Jambo,0,NA,NA,0,0,NA,NA,NA,0,21,103
Tanzania,2019,Hill water,0,NA,NA,0,0,NA,NA,NA,0,21,103
Tanzania,2019,Hieneken,0,NA,NA,0,0,NA,NA,NA,0,21,103
Tanzania,2019,Heinken,0,NA,NA,0,0,NA,NA,NA,0,21,103
Tanzania,2019,Heineken International,0,NA,NA,0,0,NA,NA,NA,0,21,103
Tanzania,2019,Mirinda Orange,0,NA,NA,0,0,NA,NA,NA,0,21,103
Thailand,2019,Grand Total,0,365,NA,3,NA,NA,NA,1,369,5,374
Thailand,2019,Unbranded,0,361,NA,0,NA,NA,NA,0,361,5,374
Thailand,2019,Haiter,0,4,NA,0,NA,NA,NA,0,4,5,374
Thailand,2019,Closeup,0,0,NA,2,NA,NA,NA,0,2,5,374
Thailand,2019,ChaCha,0,0,NA,1,NA,NA,NA,0,1,5,374
Thailand,2019,PepsiCo,0,0,NA,0,NA,NA,NA,1,1,5,374
Thailand,2019,siam brothers,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Singha,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Unilever,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,water hill,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Twin lotus,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,True Coffee,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Tong garden,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Tivoli (Jack 'n Jill),0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Tipco,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,The Coca-Cola Company,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Thai Foam Company,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Teapot,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Sponsor,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Société Bic,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Singha water bottle,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Seven Eleven (7-11),0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,WaiWai Quick,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Select Tuna,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Salts,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Salt,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,SPIRIT,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,SCG,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Red Bull,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Ready booth,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Ready,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Poy siam,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Potae,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Porntip water bottle,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Pond,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Pipo,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,WaiWai,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Wall's,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,royal brand,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,indodes,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,redbull plastic wrapper,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,prima mineral,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,plastic bags,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,oriental princess,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,nestle drinking water,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,squid brand,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,nebacetin,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,natur,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,mustika,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,sunset water,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,mark trade,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,living water,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,lactasoy soy milk,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,gatsby,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,villa 360,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,fresh mart plastic bag,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,fineline,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,est,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,desa,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,denta,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,coffee mix wrapper,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,clipper,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,cactus brand,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,c-vitt,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,bic pen,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,bhaesaj,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Phuket university,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Wings Indonesia,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Yum Yum,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,108 shop,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Perfetti van Melle,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Garnier face foam,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Friendship Beach Resort and Spa,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Foremost,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Fisho,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Euro,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Dutchmilk,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Dutchie,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Dutch Mill,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Dna (Dutch Mill),0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Dewberry,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Datissin,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Danone,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Crystal Thai water,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Crystal,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Conne',0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Colgate-Palmolive,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Clean & clear,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Chang (ThaiBev),0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Chang,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Bissin,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Big C,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Betago,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Betagen,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Bento,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Beiersdorf Global AG,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Attack Easy,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Arrow,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Amazon / Whole Foods,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Acne,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,7 11 water bottle,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,GM,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,"Green Spot Co., Ltd.",0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,7 11 plastic bags,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Homey,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Ovaltine,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Nikorn marine,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Nestlé,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Nesle,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,NAMTHIP,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Monde M.Y. San Corporation,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Minere,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Meji,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Magic Farm,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,MAMA,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,M 150,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Lotte Bub-up,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Liwayway Holdings Company Limited,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Lipo Vitan-D,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Lion Corp. Japan,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Leo,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Lay,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Lactasoy Co. Ltd.,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,L'Oreal,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Khao Shong Coffee,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Keluarga water,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Kato,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Julie's,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Johnson & Johnson,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Jele,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Ichitan,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,ICHITAN,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Hua Hin,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,Hong Thong,0,0,NA,0,NA,NA,NA,0,0,5,374
Thailand,2019,PP Drinking water,0,0,NA,0,NA,NA,NA,0,0,5,374
Tunisia,2019,MARWA,0,NA,NA,NA,40,NA,NA,NA,40,1,32
Tunisia,2019,Grand Total,0,NA,NA,NA,40,NA,NA,NA,40,1,32
Tunisia,2019,BARGOU,0,NA,NA,NA,0,NA,NA,NA,0,1,32
Tunisia,2019,CELTIA,0,NA,NA,NA,0,NA,NA,NA,0,1,32
Tunisia,2019,DELICE,0,NA,NA,NA,0,NA,NA,NA,0,1,32
Tunisia,2019,GlaxoSmithKline,0,NA,NA,NA,0,NA,NA,NA,0,1,32
Tunisia,2019,SABRINE,0,NA,NA,NA,0,NA,NA,NA,0,1,32
Tunisia,2019,The Coca-Cola Company,0,NA,NA,NA,0,NA,NA,NA,0,1,32
Tunisia,2019,Unbranded,0,NA,NA,NA,0,NA,NA,NA,0,1,32
Turkey,2019,Grand Total,0,116,NA,NA,58,4,NA,NA,178,4,312
Turkey,2019,Nestlé,0,116,NA,NA,58,0,NA,NA,174,4,312
Turkey,2019,abant su,0,0,NA,NA,0,3,NA,NA,3,4,312
Turkey,2019,Buzzcuk,0,0,NA,NA,0,1,NA,NA,1,4,312
Turkey,2019,Tuborg,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,damla su,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,cappy,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,buzdaÄŸÄ± su,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,bomonti,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,assu,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,YEDÄ°GÃœN COLA,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,Uno,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,ULUDAÄž COLA,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,Teatone,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,The Coca-Cola Company,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,efes,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,Tat OsmanlÄ±,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,Tat,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,TadÄ±m,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,TADIM,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,SÄ±rmakeÅŸ,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,SÄ±rma,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,Sayley,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,SIRMAKEÅž SU,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,doÄŸa,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,erikli su,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,SAKA SU,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,falÄ±m,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,Ä°Ã§im,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,Ã‡okkolata,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,Ã‡obanpÄ±nar,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,Ã‡ENESUYU,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,Ãœlker,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,Ã¼lker Ã§okokrem,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,Ã§obanpÄ±nar,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,Ã§erezos,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,uludaÄŸ limonata,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,tuborg,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,tadÄ±m,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,sÄ±rmakeÅŸ,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,sÄ±rma,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,sÃ¼taÅŸ,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,sarÄ±yer belediyesi kaÄŸÄ±t bardak,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,saka water,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,saka su,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,nescafe classic,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,hisar,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,hamidiye su,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,hamidiye,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,SEK,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,ABT Probiotics,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,AROMA SU,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,Damla,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,Ferrero Group,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,Eti,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,Erikli,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,Ekmekcik,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,Efes,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,ETÄ°,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,EFES PÄ°LSEN,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,Dost,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,Danone,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,DAMLA SU,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,HAYAT SU,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,Centro,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,Carlsberg,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,BÄ°M,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,BRITISH AMERICAN TOBACCO,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,Anheuser-Busch InBev,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,Algida,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,AlaÃ§am,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,Akyudum,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,Abant,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,GÃ¼ndoÄŸdu,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,Hamidiye,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,Redbull,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,Mika,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,Red Bull,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,PÄ±nar,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,PepsiCo,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,Patos,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,Papia,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,PINAR SU,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,PEYMAN,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,Mondelez International,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,Milka Oreo,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,"Mars, Incorporated",0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,Hayat,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,L'Oreal,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,KÄ±rÄ±nkÄ±l,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,Kumsu,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,Koska,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,KARDELEN SU,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,Jucy,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,JAPAN TOBACCO INTERNATIONAL,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,Indofood,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,Hayat su,0,0,NA,NA,0,0,NA,NA,0,4,312
Turkey,2019,"Reynolds American, Inc.",0,0,NA,NA,0,0,NA,NA,0,4,312
Ukraine,2019,Grand Total,NA,19,95,3896,678,84,66,NA,4838,7,114
Ukraine,2019,Unbranded,NA,0,25,1489,11,36,57,NA,1618,7,114
Ukraine,2019,Morshynska Company,NA,0,0,45,124,1,0,NA,170,7,114
Ukraine,2019,The Coca-Cola Company,NA,0,0,21,102,0,0,NA,123,7,114
Ukraine,2019,PepsiCo,NA,0,0,60,51,0,0,NA,111,7,114
Ukraine,2019,Чернігівське,NA,0,0,35,53,0,0,NA,88,7,114
Ukraine,2019,"Reynolds American, Inc.",NA,0,0,82,0,0,0,NA,82,7,114
Ukraine,2019,Imperial Brands,NA,0,0,76,0,0,0,NA,76,7,114
Ukraine,2019,British American Tobacco,NA,0,0,68,0,0,0,NA,68,7,114
Ukraine,2019,Roshen,NA,0,0,56,0,12,0,NA,68,7,114
Ukraine,2019,Хлібний Дар,NA,0,0,67,0,0,0,NA,67,7,114
Ukraine,2019,Shake,NA,0,0,47,0,0,0,NA,47,7,114
Ukraine,2019,Philip Morris,NA,0,0,45,0,0,0,NA,45,7,114
Ukraine,2019,Steviasun Corporation,NA,0,0,44,0,0,0,NA,44,7,114
Ukraine,2019,Хортиця,NA,0,0,40,0,0,0,NA,40,7,114
Ukraine,2019,Beer Market,NA,0,0,11,27,0,0,NA,38,7,114
Ukraine,2019,Коблево,NA,0,0,35,0,0,0,NA,35,7,114
Ukraine,2019,Оболонь,NA,0,0,17,17,0,0,NA,34,7,114
Ukraine,2019,Garage,NA,0,0,30,0,0,0,NA,30,7,114
Ukraine,2019,Рудь,NA,0,5,19,0,0,5,NA,29,7,114
Ukraine,2019,Ооо «Vegetus»,NA,1,0,27,0,0,0,NA,28,7,114
Ukraine,2019,Nemiroff,NA,0,0,28,0,0,0,NA,28,7,114
Ukraine,2019,Атб,NA,11,15,0,0,0,0,NA,26,7,114
Ukraine,2019,Розумний Вибір,NA,2,0,2,14,8,0,NA,26,7,114
Ukraine,2019,Козацька Рада,NA,0,0,26,0,0,0,NA,26,7,114
Ukraine,2019,Parlament,NA,0,0,24,0,0,0,NA,24,7,114
Ukraine,2019,Heets,NA,0,0,23,0,0,0,NA,23,7,114
Ukraine,2019,Fishdream,NA,0,0,22,0,0,0,NA,22,7,114
Ukraine,2019,Сан Санич,NA,0,0,22,0,0,0,NA,22,7,114
Ukraine,2019,Бомба (Фоп Скачков),NA,0,0,22,0,0,0,NA,22,7,114
Ukraine,2019,Ld,NA,0,0,22,0,0,0,NA,22,7,114
Ukraine,2019,Київхліб,NA,0,7,14,0,0,0,NA,21,7,114
Ukraine,2019,Nestlé,NA,0,0,20,1,0,0,NA,21,7,114
Ukraine,2019,Apps,NA,0,0,0,21,0,0,NA,21,7,114
Ukraine,2019,Villa Krim,NA,0,0,20,0,0,0,NA,20,7,114
Ukraine,2019,Heineken International,NA,0,0,20,0,0,0,NA,20,7,114
Ukraine,2019,Shabo,NA,0,0,20,0,0,0,NA,20,7,114
Ukraine,2019,Повна Чаша,NA,0,0,12,8,0,0,NA,20,7,114
Ukraine,2019,Lm,NA,0,0,20,0,0,0,NA,20,7,114
Ukraine,2019,Мороша,NA,0,0,19,0,0,0,NA,19,7,114
Ukraine,2019,Aroma Kava,NA,0,0,19,0,0,0,NA,19,7,114
Ukraine,2019,McDonald's Corporation,NA,0,0,15,0,0,3,NA,18,7,114
Ukraine,2019,Мікадо,NA,0,0,18,0,0,0,NA,18,7,114
Ukraine,2019,Рошен,NA,0,15,2,0,0,0,NA,17,7,114
Ukraine,2019,Strong,NA,0,0,17,0,0,0,NA,17,7,114
Ukraine,2019,Яготинське,NA,0,1,12,0,4,0,NA,17,7,114
Ukraine,2019,Black Energy,NA,0,0,0,17,0,0,NA,17,7,114
Ukraine,2019,Цельсій,NA,0,0,16,0,0,0,NA,16,7,114
Ukraine,2019,Тетерів (Сан Інбев Україна),NA,0,0,0,16,0,0,NA,16,7,114
Ukraine,2019,Sandora,NA,0,0,15,1,0,0,NA,16,7,114
Ukraine,2019,Longer,NA,0,0,16,0,0,0,NA,16,7,114
Ukraine,2019,Prime,NA,0,0,15,0,0,0,NA,15,7,114
Ukraine,2019,Банки Ноу Нейм,NA,0,0,15,0,0,0,NA,15,7,114
Ukraine,2019,Carlsberg,NA,0,0,15,0,0,0,NA,15,7,114
Ukraine,2019,Борисфен,NA,0,0,15,0,0,0,NA,15,7,114
Ukraine,2019,"Тов ""Уссп Ко Хлібопекарський Комплекс""",NA,0,0,14,0,0,0,NA,14,7,114
Ukraine,2019,Mondelez International,NA,0,0,13,0,0,0,NA,13,7,114
Ukraine,2019,Чернігівське (Сан Інбев Україна),NA,0,0,3,10,0,0,NA,13,7,114
Ukraine,2019,"Тм Хлібний Дар, Виробник «Національної Горілчаної Компанії»",NA,0,0,12,0,0,0,NA,12,7,114
Ukraine,2019,Sobranie,NA,0,0,12,0,0,0,NA,12,7,114
Ukraine,2019,Pit Bull,NA,0,0,0,12,0,0,NA,12,7,114
Ukraine,2019,Flint (Тов Фактор),NA,0,0,12,0,0,0,NA,12,7,114
Ukraine,2019,"Оболонь Пиво ""Своя Лінія""",NA,0,0,0,11,0,0,NA,11,7,114
Ukraine,2019,Простоквашино,NA,0,0,6,4,1,0,NA,11,7,114
Ukraine,2019,"Глоду Настойка, Виробник Фітофарм",NA,0,0,10,0,0,0,NA,10,7,114
Ukraine,2019,Арсенал,NA,0,0,0,10,0,0,NA,10,7,114
Ukraine,2019,Somersby,NA,0,0,6,4,0,0,NA,10,7,114
Ukraine,2019,"Тм Хортиця, Виробник Удк",NA,0,0,10,0,0,0,NA,10,7,114
Ukraine,2019,Світоч,NA,0,0,10,0,0,0,NA,10,7,114
Ukraine,2019,Fanatic (Тов Фанатік),NA,0,0,10,0,0,0,NA,10,7,114
Ukraine,2019,Fanatic,NA,0,0,10,0,0,0,NA,10,7,114
Ukraine,2019,Real Fish,NA,0,0,10,0,0,0,NA,10,7,114
Ukraine,2019,"Миргородська, Ids",NA,0,0,0,10,0,0,NA,10,7,114
Ukraine,2019,Тм Яготинське,NA,0,0,8,1,1,0,NA,10,7,114
Ukraine,2019,Morshynska,NA,0,0,0,10,0,0,NA,10,7,114
Ukraine,2019,Urban Coffee,NA,0,0,9,0,0,0,NA,9,7,114
Ukraine,2019,Сир Тофу (Агропрот Тов),NA,0,0,9,0,0,0,NA,9,7,114
Ukraine,2019,Своя Лінія,NA,0,0,9,0,0,0,NA,9,7,114
Ukraine,2019,7 Days,NA,0,0,9,0,0,0,NA,9,7,114
Ukraine,2019,Компания «Київський Бкк»,NA,0,0,8,0,0,0,NA,8,7,114
Ukraine,2019,Садочок,NA,0,0,8,0,0,0,NA,8,7,114
Ukraine,2019,Tuc (Mondelez),NA,0,0,8,0,0,0,NA,8,7,114
