"","restaurant","item","calories","cal_fat","total_fat","sat_fat","trans_fat","cholesterol","sodium","total_carb","fiber","sugar","protein","vit_a","vit_c","calcium","salad"
"461","Taco Bell","Spicy Double Chalupa",600,310,35,8,0.5,50,1240,52,7,5,21,15,8,15,"Other"
"462","Taco Bell","Fresco Bean Burrito",350,80,9,3,0,0,950,57,9,3,11,NA,NA,NA,"Other"
"463","Taco Bell","Fresco Burrito Supreme® – Chicken",340,80,8,3,0,25,1020,50,7,4,17,NA,NA,NA,"Other"
"464","Taco Bell","Fresco Burrito Supreme® – Steak",340,80,9,3,0,15,1060,50,7,4,15,NA,NA,NA,"Other"
"465","Taco Bell","Fresco Chicken Soft Taco",150,35,4,1,0,25,460,18,2,2,11,NA,NA,NA,"Other"
"466","Taco Bell","Fresco Crunchy Taco",140,70,8,2,0,20,290,13,3,1,6,NA,NA,NA,"Other"
"467","Taco Bell","Fresco Grilled Steak Soft Taco",150,35,4,2,0,15,500,19,2,2,9,NA,NA,NA,"Other"
"468","Taco Bell","Fresco Soft Taco",170,60,7,3,0,20,500,20,3,2,8,NA,NA,NA,"Other"
"469","Taco Bell","Cheesy Gordita Crunch",490,260,29,10,1,55,810,39,5,6,20,NA,NA,NA,"Other"
"470","Taco Bell","Doritos® Cheesy Gordita Crunch - Cool Ranch",490,250,28,10,1,55,890,40,5,5,20,NA,NA,NA,"Other"
"471","Taco Bell","Doritos® Cheesy Gordita Crunch - Fiery",490,250,28,10,1,55,890,40,5,4,20,NA,NA,NA,"Other"
"472","Taco Bell","Doritos® Cheesy Gordita Crunch - Nacho Cheese",490,250,28,10,1,55,880,40,5,5,20,NA,NA,NA,"Other"
"473","Taco Bell","Double Cheesy Gordita Crunch",570,290,32,12,1,70,1110,44,7,5,25,15,2,30,"Other"
"474","Taco Bell","Gordita Supreme® – Beef",300,120,14,5,0,30,550,31,4,6,13,NA,NA,NA,"Other"
"475","Taco Bell","Gordita Supreme® - Chicken",270,90,10,4,0,40,510,29,2,6,16,NA,NA,NA,"Other"
"476","Taco Bell","Gordita Supreme® - Steak",270,90,11,4,0,30,550,29,2,6,14,NA,NA,NA,"Other"
"477","Taco Bell","Nacho Fries Bellgrande",710,360,41,6,0,30,1420,73,10,4,13,10,4,8,"Other"
"478","Taco Bell","Nachos BellGrande®",760,360,39,6,0,30,1100,82,13,5,18,NA,NA,NA,"Other"
"479","Taco Bell","Nachos Supreme",430,210,23,5,0,30,690,44,7,3,12,NA,NA,NA,"Other"
"480","Taco Bell","Triple Layer Nachos",320,140,15,1.5,0,0,600,41,6,2,7,NA,NA,NA,"Other"
"481","Taco Bell","Triple Melt Nachos",260,140,16,4.5,0,30,550,19,3,1,10,6,0,10,"Other"
"482","Taco Bell","Beefy Cheddar Crunchwrap Slider",410,170,19,6,0,25,960,46,4,3,14,NA,NA,NA,"Other"
"483","Taco Bell","Beefy Mini Quesadilla",210,110,12,4,0,25,560,17,3,1,9,NA,NA,NA,"Other"
"484","Taco Bell","Beefy Nacho Griller",420,170,19,4.5,0,20,870,49,5,3,12,NA,NA,NA,"Other"
"485","Taco Bell","BLT Crunchwrap Slider",430,210,23,5,0,20,900,43,3,4,12,NA,NA,NA,"Other"
"486","Taco Bell","Cantina Power Bowl - Chicken",560,200,22,4,0,60,1520,64,9,4,26,NA,NA,NA,"Other"
"487","Taco Bell","Cantina Power Bowl - Steak",580,210,23,4,0,50,1460,66,10,4,27,NA,NA,NA,"Other"
"488","Taco Bell","Cantina Power Bowl - Veggie",540,190,21,3,0,10,1310,75,14,4,14,NA,NA,NA,"Other"
"489","Taco Bell","Cheese Quesadilla",480,240,27,11,1,50,1000,40,4,3,19,NA,NA,NA,"Other"
"490","Taco Bell","Cheese Roll-Up",190,80,9,5,0,20,450,18,2,1,9,NA,NA,NA,"Other"
"491","Taco Bell","Chicken Quesadilla",520,250,28,12,1,75,1210,41,4,3,27,NA,NA,NA,"Other"
"492","Taco Bell","Chickstar",620,340,37,8,0,50,1290,53,4,4,17,8,6,15,"Other"
"493","Taco Bell","Chili Cheese Burrito",380,150,17,8,1,35,930,41,5,2,16,NA,NA,NA,"Other"
"494","Taco Bell","Chipotle Crispy Chicken Griller",290,170,18,3,0,25,640,22,1,1,9,NA,NA,NA,"Other"
"495","Taco Bell","Crispy Chicken Quesadilla",650,340,37,13,0.5,75,1480,51,5,3,26,10,2,45,"Other"
"496","Taco Bell","Crunchwrap Supreme®",540,190,21,6,0,30,1110,71,7,7,16,NA,NA,NA,"Other"
"497","Taco Bell","Double Tostada",270,100,11,4,0,15,650,32,8,2,12,NA,NA,NA,"Other"
"498","Taco Bell","Express Taco Salad w/ Chips",580,260,29,9,1,60,1270,59,8,7,23,NA,NA,NA,"Other"
"499","Taco Bell","Loaded Potato Griller",470,200,22,6,0,25,1120,55,4,5,13,NA,NA,NA,"Other"
"500","Taco Bell","Mexican Pizza",540,270,31,8,1,40,860,47,7,2,20,NA,NA,NA,"Other"
"501","Taco Bell","MexiMelt®",270,130,14,7,1,40,740,21,3,2,14,NA,NA,NA,"Other"
"502","Taco Bell","Steak Quesalupa",440,210,23,10,0.5,60,840,36,3,3,22,15,6,35,"Other"
"503","Taco Bell","Chicken Quesalupa",440,200,23,10,0.5,60,840,37,3,3,22,15,8,35,"Other"
"504","Taco Bell","Beef Quesalupa",460,240,26,11,1,50,890,38,4,3,19,15,6,35,"Other"
"505","Taco Bell","Shredded Chicken Mini Quesadilla",180,70,8,2.5,0,25,540,15,2,1,12,NA,NA,NA,"Other"
"506","Taco Bell","Spicy Chicken Crunchwrap Slider",400,180,20,4,0,25,900,42,3,3,15,NA,NA,NA,"Other"
"507","Taco Bell","Spicy Tostada",200,90,10,2.5,0,10,440,22,4,1,7,NA,NA,NA,"Other"
"508","Taco Bell","Stacker",390,170,18,8,0.5,40,1050,39,4,3,18,8,2,30,"Other"
"509","Taco Bell","Steak Quesadilla",520,250,28,12,1,65,1250,41,4,3,25,NA,NA,NA,"Other"
"510","Taco Bell","Original Triple Double Crunchwrap",700,270,30,9,0.5,45,1550,85,9,7,23,15,6,25,"Other"
"511","Taco Bell","Spicy Triple Double Crunchwrap",780,340,38,10,0.5,50,1850,87,9,8,23,20,10,25,"Other"
"512","Taco Bell","Express Taco Salad w/ Chips",580,260,29,9,1,60,1270,59,8,7,23,NA,NA,NA,"Other"
"513","Taco Bell","Fiesta Taco Salad-Beef",780,380,42,10,1,60,1340,74,11,7,26,NA,NA,NA,"Other"
"514","Taco Bell","Fiesta Taco Salad-Chicken",720,320,35,7,0,70,1260,70,8,8,32,NA,NA,NA,"Other"
"515","Taco Bell","Fiesta Taco Salad-Steak",720,320,36,8,1,55,1340,70,8,8,28,NA,NA,NA,"Other"
