tconst,parent_tconst,season_number,episode_number,primary_title,original_title,year,runtime_minutes,genres,simple_title,average_rating,num_votes,parent_title_type,parent_primary_title,parent_original_title,parent_start_year,parent_end_year,parent_runtime_minutes,parent_genres,parent_simple_title,parent_average_rating,parent_num_votes,christmas,hanukkah,kwanzaa,holiday
tt13505310,tt4226226,7,8,Christmas Windows in Time,Christmas Windows in Time,2020,NA,"Family,Game-Show,Reality-TV",christmas windows in time,7.6,20,tvSeries,Holiday Baking Championship,Holiday Baking Championship,2014,NA,60,"Family,Game-Show,Reality-TV",holiday baking championship,7.6,430,TRUE,FALSE,FALSE,FALSE
tt13508544,tt7670568,4,11,The Holiday Sing-a-Long,The Holiday Sing-a-Long,2020,NA,"Family,Music,Reality-TV",the holiday singalong,5.1,55,tvSeries,The Masked Singer,The Masked Singer,2019,2024,60,"Family,Music,Reality-TV",the masked singer,5.9,5129,FALSE,FALSE,FALSE,TRUE
tt13509874,tt7678620,2,51,Christmas Swim,Christmas Swim,2020,NA,"Animation,Family",christmas swim,8.6,256,tvSeries,Bluey,Bluey,2018,NA,7,"Animation,Family",bluey,9.4,21989,TRUE,FALSE,FALSE,FALSE
tt1351987,tt0098752,1,3,A Most Excellent Roman Holiday,A Most Excellent Roman Holiday,1990,NA,"Adventure,Animation,Comedy",a most excellent roman holiday,7.1,18,tvSeries,Bill & Ted's Excellent Adventures,Bill & Ted's Excellent Adventures,1990,1991,30,"Adventure,Animation,Comedy",bill  teds excellent adventures,6.4,1889,FALSE,FALSE,FALSE,TRUE
tt13520830,tt8543208,1,11,Bugs Bunny's 24-Carrot Holiday Special (Elf Help/YuletideTaz/Holiday Purrchase/Ho Ho Go/Snow Laughing Matter),Bugs Bunny's 24-Carrot Holiday Special (Elf Help/YuletideTaz/Holiday Purrchase/Ho Ho Go/Snow Laughing Matter),2020,NA,"Adventure,Animation,Comedy",bugs bunnys 24carrot holiday special elf helpyuletidetazholiday purrchaseho ho gosnow laughing matter,8.1,64,tvSeries,Looney Tunes Cartoons,Looney Tunes Cartoons,2019,2023,12,"Adventure,Animation,Comedy",looney tunes cartoons,8,1764,FALSE,FALSE,FALSE,TRUE
tt13522914,tt1871111,14,46,A Wrestling Christmas Miracle,A Wrestling Christmas Miracle,2020,22,Comedy,a wrestling christmas miracle,6.3,12,tvSeries,The Cinema Snob,The Cinema Snob,2007,NA,NA,Comedy,the cinema snob,8.3,1694,TRUE,FALSE,FALSE,FALSE
tt13522916,tt1871111,14,47,Christmas in the Rockies,Christmas in the Rockies,2020,23,Comedy,christmas in the rockies,6.3,10,tvSeries,The Cinema Snob,The Cinema Snob,2007,NA,NA,Comedy,the cinema snob,8.3,1694,TRUE,FALSE,FALSE,FALSE
tt13526286,tt4793190,4,1,Tomorrow and Tomorrow and Tomorrow: A Lockdown Christmas 1603,Tomorrow and Tomorrow and Tomorrow: A Lockdown Christmas 1603,2020,NA,"Comedy,History",tomorrow and tomorrow and tomorrow a lockdown christmas 1603,7.9,120,tvSeries,Upstart Crow,Upstart Crow,2016,2020,29,"Comedy,History",upstart crow,7.6,3729,TRUE,FALSE,FALSE,FALSE
tt13526972,tt8641686,3,7,Gone Christmas Fishing,Gone Christmas Fishing,2020,60,"Comedy,Reality-TV",gone christmas fishing,8.6,57,tvSeries,Mortimer & Whitehouse: Gone Fishing,Mortimer & Whitehouse: Gone Fishing,2018,NA,30,"Comedy,Reality-TV",mortimer  whitehouse gone fishing,8.9,1660,TRUE,FALSE,FALSE,FALSE
tt13536140,tt8593252,3,9,Christmas Eve,Christmas Eve,2021,NA,"Crime,Drama,Mystery",christmas eve,7.5,113,tvSeries,Coroner,Coroner,2019,NA,60,"Crime,Drama,Mystery",coroner,6.8,5082,TRUE,FALSE,FALSE,FALSE
tt13536142,tt8593252,3,10,Christmas Day,Christmas Day,2021,NA,"Crime,Drama,Mystery",christmas day,7.5,119,tvSeries,Coroner,Coroner,2019,NA,60,"Crime,Drama,Mystery",coroner,6.8,5082,TRUE,FALSE,FALSE,FALSE
tt13537028,tt9548664,1,7,Christmas Special,Christmas Special,2020,NA,Comedy,christmas special,7,35,tvSeries,King Gary,King Gary,2018,2021,30,Comedy,king gary,6.8,1372,TRUE,FALSE,FALSE,FALSE
tt13537174,tt6006350,3,0,Christmas Special,Christmas Special,2020,NA,Comedy,christmas special,7.8,127,tvSeries,Motherland,Motherland,2016,NA,30,Comedy,motherland,7.9,7653,TRUE,FALSE,FALSE,FALSE
tt13540908,tt11168116,2,1,A Sugar Rush Christmas,A Sugar Rush Christmas,2020,NA,Reality-TV,a sugar rush christmas,6.6,42,tvSeries,Sugar Rush Christmas,Sugar Rush Christmas,2019,2020,NA,Reality-TV,sugar rush christmas,6.9,691,TRUE,FALSE,FALSE,FALSE
tt13540910,tt11168116,2,2,Christmas Countdown,Christmas Countdown,2020,NA,Reality-TV,christmas countdown,7,34,tvSeries,Sugar Rush Christmas,Sugar Rush Christmas,2019,2020,NA,Reality-TV,sugar rush christmas,6.9,691,TRUE,FALSE,FALSE,FALSE
tt1354980,tt0437018,1,26,Storybook Holiday,Storybook Holiday,2005,21,"Action,Adventure,Animation",storybook holiday,7.3,16,tvSeries,Krypto the Superdog,Krypto the Superdog,2005,2006,30,"Action,Adventure,Animation",krypto the superdog,5.6,1272,FALSE,FALSE,FALSE,TRUE
tt13555390,tt13555182,1,20,BJ Korros/JoJo Siwa at The 84th Annual Hollywood Christmas Parade,BJ Korros/JoJo Siwa at The 84th Annual Hollywood Christmas Parade,2020,NA,Talk-Show,bj korrosjojo siwa at the 84th annual hollywood christmas parade,10,104,tvSeries,The Hollywood Moment,The Hollywood Moment,2010,NA,NA,Talk-Show,the hollywood moment,1.6,119,TRUE,FALSE,FALSE,FALSE
tt13556396,tt12551678,2,9,A Christmas Treat,A Christmas Treat,2020,18,"Comedy,Game-Show,Horror",a christmas treat,8.1,15,tvSeries,Are You Scared?,Are You Scared?,2020,NA,NA,"Comedy,Game-Show,Horror",are you scared,8.7,226,TRUE,FALSE,FALSE,FALSE
tt13566856,tt1055238,14,0,At Christmas,At Christmas,2020,29,"Comedy,Game-Show",at christmas,7.5,41,tvSeries,Would I Lie to You?,Would I Lie to You?,2007,NA,30,"Comedy,Game-Show",would i lie to you,8.2,9392,TRUE,FALSE,FALSE,FALSE
tt13566868,tt2267661,14,0,Christmas Special,Christmas Special,2020,NA,Game-Show,christmas special,7.3,11,tvSeries,Pointless Celebrities,Pointless Celebrities,2010,NA,NA,Game-Show,pointless celebrities,6.5,891,TRUE,FALSE,FALSE,FALSE
tt13567040,tt13488802,1,6,Christmas Special,Christmas Special,2020,29,Game-Show,christmas special,7,13,tvSeries,Richard Osman's House of Games Night,Richard Osman's House of Games Night,2020,NA,30,Game-Show,richard osmans house of games night,7.1,72,TRUE,FALSE,FALSE,FALSE
tt13570142,tt9319744,NA,NA,Christmas in Rockefeller Center,Christmas in Rockefeller Center 2020,2020,120,NA,christmas in rockefeller center,6.9,10,tvSeries,Christmas in Rockefeller Center,Christmas in Rockefeller Center,1990,NA,NA,NA,christmas in rockefeller center,5.6,10,TRUE,FALSE,FALSE,FALSE
tt13573206,tt4932500,5,6,What's Your Favorite Scene from a Holiday Movie?,What's Your Favorite Scene from a Holiday Movie?,2020,NA,News,whats your favorite scene from a holiday movie,7.6,14,tvSeries,IMDb on the Scene,IMDb on the Scene,2015,NA,2,News,imdb on the scene,6.3,553,FALSE,FALSE,FALSE,TRUE
tt13574254,tt12105192,1,50,New Holiday Movies to Stream,New Holiday Movies to Stream,2020,NA,"Family,News,Talk-Show",new holiday movies to stream,5.5,14,tvSeries,What to Watch,What to Watch,2020,NA,NA,"Family,News,Talk-Show",what to watch,6,318,FALSE,FALSE,FALSE,TRUE
tt13577054,tt2089467,9,22,The Walking Dead Holiday Special,The Walking Dead Holiday Special,2020,41,Talk-Show,the walking dead holiday special,8.6,25,tvSeries,Talking Dead,Talking Dead,2011,NA,44,Talk-Show,talking dead,7.2,3651,FALSE,FALSE,FALSE,TRUE
tt13609990,tt8019790,2,10,Christmas Spirit,Christmas Spirit,2020,NA,"Adventure,Animation,Comedy",christmas spirit,7.6,13,tvSeries,Apple & Onion,Apple & Onion,2016,2021,11,"Adventure,Animation,Comedy",apple  onion,6.2,2105,TRUE,FALSE,FALSE,FALSE
tt13612616,tt10726356,1,10,The Big Christmas,The Big Christmas,2020,NA,"Comedy,Family",the big christmas,6.8,57,tvSeries,The Big Show Show,The Big Show Show,2020,2020,27,"Comedy,Family",the big show show,6.3,2683,TRUE,FALSE,FALSE,FALSE
tt13612630,tt10380934,1,15,The True Meaning of Christmas Togetherness Funtime,The True Meaning of Christmas Togetherness Funtime,2020,NA,Comedy,the true meaning of christmas togetherness funtime,6,21,tvSeries,The Expanding Universe of Ashley Garcia,The Expanding Universe of Ashley Garcia,2020,2020,NA,Comedy,the expanding universe of ashley garcia,6.8,1388,TRUE,FALSE,FALSE,FALSE
tt13617634,tt0465315,22,8,Christmas Special,Christmas Special,2020,41,"Comedy,Game-Show",christmas special,7.1,16,tvSeries,8 Out of 10 Cats,8 Out of 10 Cats,2005,NA,24,"Comedy,Game-Show",8 out of 10 cats,7.7,6062,TRUE,FALSE,FALSE,FALSE
tt13629634,tt13305554,1,13,Artists on Action!!! Christmas,Artists on Action!!! Christmas,2020,NA,"Comedy,Drama,Family",artists on action christmas,9.2,12,tvMiniSeries,Kallitehnes en Drasei!!!,Kallitehnes en Drasei!!!,2020,2022,NA,"Comedy,Drama,Family",kallitehnes en drasei,8.6,14,TRUE,FALSE,FALSE,FALSE
tt13630052,tt8284230,9,1,Joe Bob Saves Christmas: Deadly Games,Joe Bob Saves Christmas: Deadly Games,2020,155,"Comedy,Fantasy,Horror",joe bob saves christmas deadly games,8.2,50,tvSeries,The Last Drive-In with Joe Bob Briggs,The Last Drive-In with Joe Bob Briggs,2018,NA,125,"Comedy,Fantasy,Horror",the last drivein with joe bob briggs,9.4,1794,TRUE,FALSE,FALSE,FALSE
tt13630060,tt8284230,9,2,Joe Bob Saves Christmas: Christmas Evil,Joe Bob Saves Christmas: Christmas Evil,2020,138,"Comedy,Fantasy,Horror",joe bob saves christmas christmas evil,8.1,51,tvSeries,The Last Drive-In with Joe Bob Briggs,The Last Drive-In with Joe Bob Briggs,2018,NA,125,"Comedy,Fantasy,Horror",the last drivein with joe bob briggs,9.4,1794,TRUE,FALSE,FALSE,FALSE
tt13639842,tt12336548,1,12,BJ Korros/Deidre Hall A Look Back: The Hollywood Christmas Parade,BJ Korros/Deidre Hall A Look Back: The Hollywood Christmas Parade,2020,NA,Talk-Show,bj korrosdeidre hall a look back the hollywood christmas parade,3.7,115,tvSeries,The Hollywood Moment at Home Edition,The Hollywood Moment at Home Edition,2020,NA,NA,Talk-Show,the hollywood moment at home edition,1.7,287,TRUE,FALSE,FALSE,FALSE
tt13639856,tt12336548,1,13,BJ Korros/Kate Linder A Look Back: The Hollywood Christmas Parade,BJ Korros/Kate Linder A Look Back: The Hollywood Christmas Parade,2020,NA,Talk-Show,bj korroskate linder a look back the hollywood christmas parade,3.7,115,tvSeries,The Hollywood Moment at Home Edition,The Hollywood Moment at Home Edition,2020,NA,NA,Talk-Show,the hollywood moment at home edition,1.7,287,TRUE,FALSE,FALSE,FALSE
tt13650604,tt12661310,1,33,The George Lucas Talk Show Holiday Special,The George Lucas Talk Show Holiday Special,2020,NA,"Comedy,Talk-Show",the george lucas talk show holiday special,8.4,30,tvSeries,The George Lucas Talk Show,The George Lucas Talk Show,2020,NA,NA,"Comedy,Talk-Show",the george lucas talk show,9.5,432,FALSE,FALSE,FALSE,TRUE
tt13666114,tt12654672,1,16,The Holiday Meals Episode,The Holiday Meals Episode,2020,24,Comedy,the holiday meals episode,8.7,21,tvSeries,Impractical Jokers: Dinner Party,Impractical Jokers: Dinner Party,2020,NA,24,Comedy,impractical jokers dinner party,8,332,FALSE,FALSE,FALSE,TRUE
tt13667664,tt6249614,7,6,... at Christmas,... at Christmas,2020,47,Reality-TV, at christmas,7.9,22,tvSeries,Escape to the Chateau,Escape to the Chateau,2016,2022,NA,Reality-TV,escape to the chateau,8.6,1817,TRUE,FALSE,FALSE,FALSE
tt13674858,tt7029396,10,49,SMG4 Christmas Special 2020,SMG4 Christmas Special 2020,2020,12,"Action,Adventure,Animation",smg4 christmas special 2020,6.1,26,tvSeries,SMG4,SuperMarioGlitchy4,2011,NA,NA,"Action,Adventure,Animation",smg4,8.2,946,TRUE,FALSE,FALSE,FALSE
tt13676650,tt13474734,1,11,Holiday Special,Holiday Special,2020,NA,"Animation,Comedy,Mystery",holiday special,7.9,23,tvSeries,Among Us Logic,Among Us Logic,2020,2022,10,"Animation,Comedy,Mystery",among us logic,7.3,150,FALSE,FALSE,FALSE,TRUE
tt13678110,tt13138972,1,2,Christmas,Weihnachten,2021,57,Drama,christmas,7.2,124,tvSeries,We Children from Bahnhof Zoo,Wir Kinder vom Bahnhof Zoo,2021,2021,60,Drama,we children from bahnhof zoo,6.3,3314,TRUE,FALSE,FALSE,FALSE
tt13682422,tt3787912,8,10,Christmas 2020,Christmas 2020,2020,95,"Comedy,Talk-Show",christmas 2020,8.1,41,tvSeries,Best of the Worst,Best of the Worst,2013,NA,NA,"Comedy,Talk-Show",best of the worst,9.4,3659,TRUE,FALSE,FALSE,FALSE
tt13683078,tt12054924,1,9,Holiday Special with Dwayne Johnson,Holiday Special with Dwayne Johnson,2020,23,"Comedy,News,Talk-Show",holiday special with dwayne johnson,9.2,15,tvSeries,Some Good News,Some Good News,2020,2020,15,"Comedy,News,Talk-Show",some good news,9,1217,FALSE,FALSE,FALSE,TRUE
tt13694226,tt2345459,NA,NA,Christmas Special 2020,Christmas Special 2020,2020,NA,"Comedy,Game-Show",christmas special 2020,7.6,30,tvSeries,8 Out of 10 Cats Does Countdown,8 Out of 10 Cats Does Countdown,2012,NA,30,"Comedy,Game-Show",8 out of 10 cats does countdown,8.2,6448,TRUE,FALSE,FALSE,FALSE
tt13695918,tt9169870,2,20,"The $50,000 Misery Index Holiday Special","The $50,000 Misery Index Holiday Special",2020,21,"Comedy,Game-Show",the $50000 misery index holiday special,8.7,15,tvSeries,The Misery Index,The Misery Index,2019,2022,21,"Comedy,Game-Show",the misery index,5.8,561,FALSE,FALSE,FALSE,TRUE
tt13705300,tt8788222,4,45,You're Not an RPG Guy: A Scott The Woz Christmas,You're Not an RPG Guy: A Scott The Woz Christmas,2020,36,"Comedy,History",youre not an rpg guy a scott the woz christmas,9.3,67,tvSeries,Scott the Woz,Scott the Woz,2017,NA,NA,"Comedy,History",scott the woz,9.3,1504,TRUE,FALSE,FALSE,FALSE
tt13705348,tt7415686,4,66,Black Christmas (2019) Kill Count,Black Christmas (2019) Kill Count,2020,24,"Comedy,Horror",black christmas 2019 kill count,7.4,18,tvSeries,The Kill Count,The Kill Count,2017,NA,22,"Comedy,Horror",the kill count,9.3,1347,TRUE,FALSE,FALSE,FALSE
tt13705798,tt1877368,11,11,The Great Christmas Bake Off,The Great Christmas Bake Off,2020,57,"Game-Show,Reality-TV",the great christmas bake off,7.7,25,tvSeries,The Great British Baking Show,The Great British Bake Off,2010,NA,60,"Game-Show,Reality-TV",the great british baking show,8.6,12187,TRUE,FALSE,FALSE,FALSE
tt13708280,tt12406308,1,6,Christmas Special,Christmas Special,2020,NA,Horror,christmas special,9.6,20,tvMiniSeries,Fantasmagoria,Fantasmagoria,2020,NA,20,Horror,fantasmagoria,8.9,42,TRUE,FALSE,FALSE,FALSE
tt13710186,tt8702976,3,4,The Christmas Misadventures of Romesh Ranganathan: The Hebrides,The Christmas Misadventures of Romesh Ranganathan: The Hebrides,2020,NA,"Adventure,Comedy,Documentary",the christmas misadventures of romesh ranganathan the hebrides,7.6,12,tvSeries,The Misadventures of Romesh Ranganathan,The Misadventures of Romesh Ranganathan,2018,NA,60,"Adventure,Comedy,Documentary",the misadventures of romesh ranganathan,7.8,648,TRUE,FALSE,FALSE,FALSE
tt13711218,tt12661310,1,34,The George Lucas Talk Show Secret Holiday Show,The George Lucas Talk Show Secret Holiday Show,2020,NA,"Comedy,Talk-Show",the george lucas talk show secret holiday show,7.9,22,tvSeries,The George Lucas Talk Show,The George Lucas Talk Show,2020,NA,NA,"Comedy,Talk-Show",the george lucas talk show,9.5,432,FALSE,FALSE,FALSE,TRUE
tt13714628,tt5747326,2,169,Coolie No. 1 Ka Christmas Celebration,Coolie No. 1 Ka Christmas Celebration,2020,64,"Comedy,Talk-Show",coolie no 1 ka christmas celebration,3.9,67,tvSeries,The Kapil Sharma Show,The Kapil Sharma Show,2016,NA,60,"Comedy,Talk-Show",the kapil sharma show,7.3,9616,TRUE,FALSE,FALSE,FALSE
tt13717636,tt13393400,1,18,Parker Saves Christmas,Parker Saves Christmas,2021,NA,"Adventure,Animation,Comedy",parker saves christmas,7.3,31,tvSeries,Middlemost Post,Middlemost Post,2021,2022,NA,"Adventure,Animation,Comedy",middlemost post,6.5,266,TRUE,FALSE,FALSE,FALSE
tt13736194,tt13563634,1,3,The Holidays!,The Holidays!,2020,NA,"Game-Show,Reality-TV",the holidays,5.8,35,tvSeries,Best Leftovers Ever!,Best Leftovers Ever!,2020,2020,NA,"Game-Show,Reality-TV",best leftovers ever,5.7,626,FALSE,FALSE,FALSE,TRUE
tt1374252,tt1117544,2,11,Harry christmas,Harry christmas,2008,NA,"Comedy,Drama,Family",harry christmas,8.7,19,tvSeries,Happy Together,Eftyhismenoi mazi,2007,2009,45,"Comedy,Drama,Family",happy together,8.2,1557,TRUE,FALSE,FALSE,FALSE
tt13856042,tt13642264,1,11,White Christmas,White Christmas,2021,25,"Comedy,Romance",white christmas,8.6,14,tvSeries,A Love So Beautiful,Areumdawossdeon Wooriegye,2020,2021,20,"Comedy,Romance",a love so beautiful,7.3,1542,TRUE,FALSE,FALSE,FALSE
tt13882038,tt7464882,6,6,The Christmas Krampus II,The Christmas Krampus II,2020,NA,"Comedy,Horror",the christmas krampus ii,7.9,10,tvSeries,Bad Creepypasta,Bad Creepypasta,2013,NA,NA,"Comedy,Horror",bad creepypasta,8.5,89,TRUE,FALSE,FALSE,FALSE
tt13898322,tt7406320,3,5,Holiday Horror,Holiday Horror,2021,42,"Documentary,History,Horror",holiday horror,7.8,94,tvSeries,Eli Roth's History of Horror,History of Horror,2018,2021,42,"Documentary,History,Horror",eli roths history of horror,8.1,2532,FALSE,FALSE,FALSE,TRUE
tt1392949,tt3452320,1,1,Christmas Night/Kanga Games,Christmas Night/Kanga Games,1998,NA,"Animation,Comedy,Family",christmas nightkanga games,7.3,45,tvMiniSeries,Pokémon: Pikachu's Winter Vacation,Pocket Monsters: Pikachu No Fuyuyasumi,1998,2000,45,"Animation,Comedy,Family",pokémon pikachus winter vacation,6.5,134,TRUE,FALSE,FALSE,FALSE
tt1393873,tt1295036,1,12,Jesus and Vishnu on Christmas Eve,Jesus and Vishnu on Christmas Eve,2008,1,"Animation,Comedy,Short",jesus and vishnu on christmas eve,5.3,56,tvSeries,Seth MacFarlane's Cavalcade of Cartoon Comedy,Seth MacFarlane's Cavalcade of Cartoon Comedy,2008,2010,2,"Animation,Comedy,Short",seth macfarlanes cavalcade of cartoon comedy,6.4,3089,TRUE,FALSE,FALSE,FALSE
tt1393878,tt1295036,1,16,Ted Nugent Is Visited by the Ghost of Christmas Past,Ted Nugent Is Visited by the Ghost of Christmas Past,2009,1,"Animation,Comedy,Short",ted nugent is visited by the ghost of christmas past,6,54,tvSeries,Seth MacFarlane's Cavalcade of Cartoon Comedy,Seth MacFarlane's Cavalcade of Cartoon Comedy,2008,2010,2,"Animation,Comedy,Short",seth macfarlanes cavalcade of cartoon comedy,6.4,3089,TRUE,FALSE,FALSE,FALSE
tt13977600,tt6128300,5,2,That Holiday Spirit,That Holiday Spirit,2021,NA,Drama,that holiday spirit,7.8,262,tvSeries,Dynasty,Dynasty,2017,2022,42,Drama,dynasty,7.3,24446,FALSE,FALSE,FALSE,TRUE
tt1398659,tt0137305,2,7,Christmas Special,Christmas Special,1998,NA,Comedy,christmas special,7.5,16,tvSeries,Goodness Gracious Me,Goodness Gracious Me,1998,2015,45,Comedy,goodness gracious me,8.3,1279,TRUE,FALSE,FALSE,FALSE
tt1400962,tt1122747,NA,NA,Christmas Special,Christmas Special,2008,28,Comedy,christmas special,8.6,23,tvSeries,The Peter Serafinowicz Show,The Peter Serafinowicz Show,2007,2008,NA,Comedy,the peter serafinowicz show,8,1278,TRUE,FALSE,FALSE,FALSE
tt1409306,tt0103481,1,12,A Christmas Kvell,A Christmas Kvell,1992,25,"Comedy,Romance",a christmas kvell,7,16,tvSeries,Love & War,Love & War,1992,1995,30,"Comedy,Romance",love  war,6.8,246,TRUE,FALSE,FALSE,FALSE
tt14109476,tt8596744,3,6,The United States vs. Billie Holiday,The United States vs. Billie Holiday,2021,NA,Talk-Show,the united states vs billie holiday,7.3,17,tvSeries,IMDb on the Scene - Interviews,IMDb on the Scene - Interviews,2017,NA,NA,Talk-Show,imdb on the scene  interviews,6.2,562,FALSE,FALSE,FALSE,TRUE
tt14259908,tt1252370,13,18,How the Wig Stole Christmas,How the Wig Stole Christmas,2021,NA,Reality-TV,how the wig stole christmas,5.5,12,tvSeries,The Real Housewives of Atlanta,The Real Housewives of Atlanta,2008,NA,44,Reality-TV,the real housewives of atlanta,4.6,4109,TRUE,FALSE,FALSE,FALSE
tt14302576,tt10662034,1,10,Mr. Mayor's Magical L.A. Christmas,Mr. Mayor's Magical L.A. Christmas,2021,22,Comedy,mr mayors magical la christmas,6.8,134,tvSeries,Mr. Mayor,Mr. Mayor,2021,2022,22,Comedy,mr mayor,6.4,5040,TRUE,FALSE,FALSE,FALSE
tt1430880,tt0154061,2,22,A Very CatDog Christmas,A Very CatDog Christmas,1999,24,"Adventure,Animation,Comedy",a very catdog christmas,6.2,88,tvSeries,CatDog,CatDog,1998,2005,23,"Adventure,Animation,Comedy",catdog,6.5,24604,TRUE,FALSE,FALSE,FALSE
tt14317304,tt14307470,1,8,Hot Christmas,Hot Christmas,2023,26,"Action,Adventure,Animation",hot christmas,8.1,99,tvSeries,Koala Man,Koala Man,2023,NA,25,"Action,Adventure,Animation",koala man,6.8,1869,TRUE,FALSE,FALSE,FALSE
tt14351552,tt12738144,2,1,Holidays,Holidays,2021,33,Comedy,holidays,4.3,12,tvSeries,The Emily Atack Show,The Emily Atack Show,2020,2022,NA,Comedy,the emily atack show,2.8,366,FALSE,FALSE,FALSE,TRUE
tt1435629,tt1321261,1,16,Heavy Christmas,Heavy Christmas,2008,NA,Comedy,heavy christmas,8.8,21,tvSeries,Comeback,Comeback,2008,2011,NA,Comedy,comeback,6.9,315,TRUE,FALSE,FALSE,FALSE
tt1436142,tt0072507,1,3,"Merry Birthday, Happy Xmas","Merry Birthday, Happy Xmas",1975,NA,Comedy,merry birthday happy xmas,6.7,12,tvMiniSeries,Grady,Grady,1975,1976,30,Comedy,grady,6.4,147,TRUE,FALSE,FALSE,FALSE
tt14382986,tt13212870,1,5,Chapter 5: Like...Not a Christmas Carol,Chapter 5: Like...Not a Christmas Carol,2021,12,"Animation,Comedy,Fantasy",chapter 5 likenot a christmas carol,7.1,10,tvSeries,The Pole,The Pole,2021,2021,13,"Animation,Comedy,Fantasy",the pole,5.4,137,TRUE,FALSE,FALSE,FALSE
tt1438605,tt0084972,7,13,"Merry Christmas, Mr. Carroll","Merry Christmas, Mr. Carroll",1989,30,"Adventure,Animation,Comedy",merry christmas mr carroll,8,50,tvSeries,Alvin & the Chipmunks,Alvin & the Chipmunks,1983,1990,30,"Adventure,Animation,Comedy",alvin  the chipmunks,6.6,3508,TRUE,FALSE,FALSE,FALSE
tt1439826,tt0053525,2,23,A Holiday for Tramp,A Holiday for Tramp,1962,30,"Comedy,Family",a holiday for tramp,6.8,66,tvSeries,My Three Sons,My Three Sons,1960,1972,30,"Comedy,Family",my three sons,7.1,4280,FALSE,FALSE,FALSE,TRUE
tt1440562,tt0053525,3,18,Roman Holiday,Roman Holiday,1963,30,"Comedy,Family",roman holiday,7.2,54,tvSeries,My Three Sons,My Three Sons,1960,1972,30,"Comedy,Family",my three sons,7.1,4280,FALSE,FALSE,FALSE,TRUE
tt1441478,tt1367144,1,19,An LMS X-Mas Special,An LMS X-Mas Special,2007,60,Comedy,an lms xmas special,9.4,27,tvSeries,ADHDtv: With Lew Marklin,ADHDtv: With Lew Marklin,2007,2009,30,Comedy,adhdtv with lew marklin,6.7,163,TRUE,FALSE,FALSE,FALSE
tt14427720,tt0168371,1,32,A Lovely Christmas Eve,A Lovely Christmas Eve,1995,NA,"Adventure,Animation,Drama",a lovely christmas eve,8.8,16,tvSeries,Romeo and the Black Brothers,Romio no aoi sora,1995,1995,24,"Adventure,Animation,Drama",romeo and the black brothers,8.6,1290,TRUE,FALSE,FALSE,FALSE
tt14442344,tt5106590,4,12,Andra Day Went to the Grocery Store as Billie Holiday,Andra Day Went to the Grocery Store as Billie Holiday,2021,NA,"News,Short",andra day went to the grocery store as billie holiday,8,13,tvSeries,IMDb Originals,IMDb Originals,2015,NA,2,"News,Short",imdb originals,7.1,1082,FALSE,FALSE,FALSE,TRUE
tt1444383,tt0041015,3,17,Christmas Party,Christmas Party,1951,NA,"Comedy,Family,Music",christmas party,8.1,11,tvSeries,Cavalcade of Stars,Cavalcade of Stars,1949,1952,60,"Comedy,Family,Music",cavalcade of stars,7.6,61,TRUE,FALSE,FALSE,FALSE
tt1444424,tt0773262,4,4,Dex Takes A Holiday,Dex Takes A Holiday,2009,55,"Crime,Drama,Mystery",dex takes a holiday,9.1,5566,tvSeries,Dexter,Dexter,2006,2013,5076,"Crime,Drama,Mystery",dexter,8.7,752192,FALSE,FALSE,FALSE,TRUE
tt14456812,tt4326894,5,7,A Very Merry F***ing Christmas,A Very Merry F***ing Christmas,2021,29,"Animation,Comedy,Drama",a very merry fing christmas,8,302,tvSeries,F Is for Family,F Is for Family,2015,2021,30,"Animation,Comedy,Drama",f is for family,8,40527,TRUE,FALSE,FALSE,FALSE
tt14462024,tt13212870,1,6,Chapter 6: Christmas Spirit Never Says Die,Chapter 6: Christmas Spirit Never Says Die,2021,13,"Animation,Comedy,Fantasy",chapter 6 christmas spirit never says die,7.4,10,tvSeries,The Pole,The Pole,2021,2021,13,"Animation,Comedy,Fantasy",the pole,5.4,137,TRUE,FALSE,FALSE,FALSE
tt14484710,tt10801368,1,6,Christmas,Christmas,2021,23,Comedy,christmas,7.8,198,tvSeries,Starstruck,Starstruck,2021,NA,30,Comedy,starstruck,7.5,8188,TRUE,FALSE,FALSE,FALSE
tt14486668,tt8435344,1,52,Mandora Saves Christmas,Mandora Saves Christmas,2020,NA,"Action,Animation,Comedy",mandora saves christmas,2.5,30,tvSeries,ThunderCats Roar,ThunderCats Roar,2020,2020,11,"Action,Animation,Comedy",thundercats roar,2.2,2736,TRUE,FALSE,FALSE,FALSE
tt14488254,tt10813940,2,6,A Very Merry Ginny & Georgia Christmas Special,A Very Merry Ginny & Georgia Christmas Special,2023,56,"Comedy,Drama",a very merry ginny  georgia christmas special,8.7,647,tvSeries,Ginny & Georgia,Ginny & Georgia,2021,NA,NA,"Comedy,Drama",ginny  georgia,7.5,77223,TRUE,FALSE,FALSE,FALSE
tt1449091,tt0306370,2,22,The Osbourne Family Christmas Special,The Osbourne Family Christmas Special,2003,NA,"Comedy,Music,Reality-TV",the osbourne family christmas special,6.8,11,tvSeries,The Osbournes,The Osbournes,2002,2005,22,"Comedy,Music,Reality-TV",the osbournes,5.6,3821,TRUE,FALSE,FALSE,FALSE
