rcid,session,importantvote,date,unres,amend,para,short,descr
3049,41,0,1986-12-05,R/41/88A,NA,NA,ANTARCTICA,Information on the question of Antarctica
3050,41,0,1986-12-05,R/41/88B,NA,NA,"ANTARCTICA, MINERAL RESOURCES",Antarctic mineral resources
3051,41,0,1986-12-05,R/41/88C,NA,NA,"ANTARCTICA, SOUTH AFRICA",Expresses concern with South Africa's participation in the Antarctica Treaty System
3052,41,0,1986-12-05,R/41/90,NA,NA,"INTERNATIONAL PEACE, SECURITY",Review of the Implementation of the Declaration on the Strengthening of International Security
3053,41,0,1986-12-05,R/41/91,NA,NA,POLITICAL DIALOGUE,Calls upon States to make a consistent effort to observe fully the provisions set forth in the Charter of the United Nations in order to strengthen international peace and security
3054,41,0,1986-12-05,R/41/92,NA,NA,"INTERNATIONAL PEACE, SECURITY",Establishment of a comprehensive system of international peace and security
3055,41,0,1986-12-05,R/41/93,NA,NA,"NUCLEAR PROLIFERATION, MIDDLE EAST","Calls upon Israel to become party to the Treaty on the Non-Proliferation of Nuclear Weapons to accede to it without further delay, and not to develop, produce, test or otherwise acquire nuclear weapons and to renounce possession of nuclear weap"
3056,41,0,1986-12-05,R/41/95,NA,NA,"SOUTH AFRICA, ISOLATION","Adverse consequences for the enjoyment of human rights of political, military, economic and other forms of assistance given to the racist and colonialist regime of South Africa"
3057,41,0,1986-12-05,R/41/101,NA,NA,"SELF-DETERMINATION, IMPLEMENTATION",Importance of the universal realization of the rights of peoples to self determination and of the speedy granting of independence to colonial countries and peoples for the effective guarantee and observance of human rights
3058,41,0,1986-12-05,R/41/102,NA,NA,"HUMAN RIGHTS, MERCENARIES",Use of mercenaries as a means to violate human rights and to impede the exercise of the right of peoples to self determination
3059,41,0,1986-12-05,R/41/103,NA,NA,"APARTHEID, CONVENTION",Status of the International Convention on the Suppression and Punishment of the crime of Apartheid
3060,41,0,1986-12-05,R/41/113,NA,NA,"HUMAN RIGHTS, SCIENCE, TECHNOLOGY",Human rights and use of scientific and technological developments
3061,41,0,1986-12-05,R/41/115,NA,NA,"HUMAN RIGHTS, SCIENCE, TECHNOLOGY",Human rights and use of scientific and technological developments
3062,41,0,1986-12-05,R/41/117,NA,NA,HUMAN RIGHTS,"Indivisibility and interdependence of economic, social, cultural, civil and political rights"
3063,41,0,1986-12-05,R/41/123,NA,NA,"SOUTH AFRICA, NAMIBIA, REFUGEES",Measures of assistance provided to South African and Namibian refugee women and children
3064,41,0,1986-12-05,R/41/128,NA,NA,RIGHT TO DEVELOPMENT,Declaration on the Right to Development
3065,41,0,1986-12-05,R/41/131,NA,NA,"HUMAN RIGHTS, U.N. SYSTEM",Alternative approaches and ways and means within the UN system for improving the effective enjoyment of human rights and fundamental freedoms
3066,41,0,1986-12-05,R/41/132,NA,NA,RIGHT TO PROPERTY,Respect for the right of everyone to own property alone as well as in association with others and its contribution to the economic and social development of Member States
3067,41,0,1986-12-05,R/41/133,NA,NA,RIGHT TO DEVELOPMENT,Right to development
3068,41,0,1986-12-05,R/41/141,NA,NA,"ETHIOPIA, DISPLACED PERSONS",Assistance to displaced persons in Ethiopia
3069,41,0,1986-12-05,R/41/143,NA,NA,"PROTECTION, MINORITIES",SubCommission on Prevention of Discrimination and Protection of Minorities
3070,41,0,1986-12-05,R/41/146,NA,NA,RIGHT TO HOUSING,Realization of the right to adequate housing
3071,41,0,1986-12-05,R/41/151,NA,NA,"MIGRANT WORKERS, RIGHTS","Takes note with satisfaction of the report of the Working Group on the Drafting of an International Convention on the Protection of the Rights of All Migrant Workers and Their Families and, in particular, of the progress made by the Working Gro"
3072,41,0,1986-12-05,R/41/155,NA,NA,"HUMAN RIGHTS, COOPERATION",Strengthening of international cooperation in the field of human rights
3073,41,0,1986-12-05,R/41/156,NA,NA,"HUMAN RIGHTS, GUATEMALA",Situation of human rights and fundamental freedoms in Guatemala
3074,41,0,1986-12-05,R/41/157,NA,NA,"HUMAN RIGHTS, EL SALVADOR",Question of human rights and fundamental freedoms in El Salvador
3075,41,1,1986-12-05,R/41/158,NA,NA,"HUMAN RIGHTS, AFGHANISTAN",Question of human rights and fundamental freedoms in Afghanistan
3076,41,0,1986-12-05,R/41/159,NA,NA,"HUMAN RIGHTS, IRAN",Situation of human rights in the Islamic Republic of Iran
3077,41,0,1986-12-05,R/41/161,NA,NA,"HUMAN RIGHTS, CHILE",Situation of human rights and fundamental freedoms in Chile
3078,41,1,1986-12-05,R/41/162A,NA,NA,"MIDDLE EAST, PEACE CONDITIONS","Reaffirms its conviction that the question of Palestine is the core of the conflict in the Middle East and that no comprehensive, just and lasting peace in the region will be achieved without the full exercise by the Palestinian people of its i"
3079,41,0,1986-12-05,R/41/162B,NA,NA,"ISRAEL, OCCUPIED TERRITORIES","Illegality of Israeli measures threatening the legal status, geographical nature and demographic composition of the occupied territories"
3080,41,0,1986-12-05,R/41/162C,NA,NA,JERUSALEM,"Determines that all legislative and administrative measures and actions taken by Israel, the occupying Power, which have altered or purported to alter the character and status of the Holy City of Jerusalem, in particular the so-called Basic Law"
3081,41,0,1986-12-06,R/41/164,NA,NA,"NICARAGUA, EMBARGO",Regrets the unilateral trade embargo and other measures imposed against Nicaragua and requests that those measures be immediately revoked
3082,41,0,1986-12-06,R/41/165,NA,NA,ECONOMIC COERCION,Economic measures as a means of political and economic coercion against developing countries
3083,41,0,1986-12-06,R/41/179A,NA,NA,"LEBANON, INTERM FORCE",Financing of the United Nations Interm Force in Lebanon
3084,41,0,1986-12-06,R/41/179B,NA,NA,"LEBANON, INTERM FORCE",Financing of the United Nations Interm Force in Lebanon
3085,41,0,1986-12-02,R/41/180,NA,NA,RESOURCE TRANSFER,Net transfer of resources from developing to developed countries
3086,41,0,1986-12-02,R/41/181,NA,NA,"PALESTINE, ASSISTANCE","Requests the relevant programmes, organizations, agencies, funds and organs of the United Nations system to intensify their efforts, in co-operation with the Palestine Liberation Organization, to provide economic and social assistance to the Pa"
3087,41,0,1986-12-02,R/41/184,NA,NA,INTERNATIONAL ECONOMIC SECURITY,Report of the Secretary General on implementation of General Assembly resolution 40/173
3088,41,0,1986-12-02,R/41/187,NA,NA,CULTURAL DEVELOPMENT,Proclamation of the World Decade for Cultural Development
3089,41,0,1986-12-02,R/41/195,NA,NA,"UGANDA, ASSISTANCE",Assistance to Uganda
3090,41,0,1986-12-02,R/41/197,NA,NA,"MOZAMBIQUE, ASSISTANCE",Assistance to Mozambique
3091,41,0,1986-12-02,R/41/199,NA,NA,"FRONT LINE STATES, ASSISTANCE","Special assistance to frontline States [Angola, Botswana, Mozambique, United Republic of Tanzania, Zambia and Zimbabwe]"
3092,41,0,1986-12-02,R/41/200,NA,NA,"IMPOVERISHED COUNTRIES, ASSISTANCE","Assistance to Benin, the Central African Republic, the Comoros, Democratic Yemen, Djibouti, Equatorial Guinea, the Gambia, Guinea, Guinea Bissau, Haiti, Madagascar, Nicaragua, Sierra Leone and Vanuatu"
3093,41,0,1986-12-05,R/41/209C,NA,NA,HEALTH INSURANCE,Health insurance coverage for locally recruited staff in the General Service and related categories at designated duty stations
3094,41,0,1986-12-05,R/41/209E,NA,NA,"POLITICAL, SECURITY AFFAIRS",News Service of the Department of Political and Security Council Affairs
3095,41,0,1986-12-05,R/41/209F,NA,NA,LOAN TO UNIDO,Loan to UNIDO
3096,41,0,1986-12-05,R/41/209H,NA,NA,JUDGEMENT 370,Judgement No. 370 of the UN Administrative Tribunal related to the suspension of class 12 post adjustment in New York
3097,41,0,1986-12-05,R/41/209I,NA,NA,"GENERAL SERVICE, JOBS",Job classification of the General Service and related categories
3098,41,1,1986-12-05,R/41/211A,NA,NA,"BUDGET, 1986-1987",Revised budget for the biennium 1986-1987
3099,41,1,1986-12-05,R/41/211B,NA,NA,"BUDGET, 1986-1987",Revised income estimates for the biennium 1986 1987
3100,41,0,1986-12-05,R/41/211C,NA,NA,"APPROPRIATIONS, 1987",Financing of appropriations for the year 1987
3101,41,0,1986-12-05,R/41/212B,NA,NA,"NUCLEAR ENERGY, PEACEFUL USES",United Nations Conference for the Promotion of International Co-operation in the Peaceful Uses of Nuclear Energy
3102,42,1,1987-10-04,R/42/3,NA,NA,KAMPUCHEA,The situation in Kampuchea
3103,42,0,1987-10-05,R/42/5,NA,NA,"U.N., LEAGUE OF ARAB STATES",Cooperation between UN and the League of Arab States
3104,42,0,1987-10-05,R/42/7,NA,NA,"CULTURAL PROPERTY, RESTITUTION",Return or restitution of cultural property to the countries of origin
3105,42,0,1987-11-06,R/42/14A,NA,NA,"NAMIBIA, OCCUPATION",Situation in Namibia resulting from the illegal occupation of the territory by South Africa
3106,42,0,1987-11-06,R/42/14B,NA,NA,"S.C. 435, IMPLEMENTATION",Implementation of Security Council resolution 435 (1978)
3107,42,0,1987-11-06,R/42/14C,NA,NA,"NAMIBIA, U.N. COUNCIL",Programme of work of the UN Council for Namibia
3108,42,0,1987-11-06,R/42/14D,NA,NA,"NAMIBIA, INFORMATION",Dissemination of information and mobilization of international public opinion in support of the immediate independence of Namibia
3109,42,0,1987-11-06,R/42/14E,NA,NA,"NAMIBIA, FUND",UN Fund for Namibia
3110,42,1,1987-11-03,R/42/15,NA,NA,AFGHANISTAN,The situation in Afghanistan and its implications for international peace and security
3111,42,0,1987-11-03,R/42/16,NA,NA,"SOUTH ATLANTIC, ZONE OF PEACE",Zone of peace and cooperation of the South Atlantic
3112,42,0,1987-11-04,R/42/17,NA,NA,"COMOROS, MAYOTTE",Question of the Comorian island of Mayotte
3113,42,0,1987-11-05,R/42/18,NA,NA,"NICARAGUA, ICJ RULING",Urgently calls for full and immediate compliance with the Judgment of the International Court of Justice of 27 June 1986 in the case of Military and Paramilitary Activities in and against Nicaragua in conformity with the relevant provisions of
3114,42,0,1987-11-03,R/42/19,NA,NA,FALKLAND ISLANDS,Question of the Falkland Islands (Malvinas)
3115,42,0,1987-11-04,R/42/20,NA,NA,LAW OF THE SEA,"Calls upon all States that have not done so to become parties to the United Nations Convention on the Law of the Sea and to ratify, confirm formally or accede to the Agreement relating to the implementation of Part XI of the United Nations Conv"
3116,42,0,1987-11-06,R/42/23A,NA,NA,"SOUTH AFRICA, LIBERATION MOVEMENTS","Reaffirms its full support to the people of South Africa in their struggle, under the leadership of their national liberation movements, to eradicate apartheid totally"
3117,42,0,1987-11-06,R/42/23B,NA,NA,"SOUTH AFRICA, MEASURES AGAINST",Application of coordinated and strictly monitored measures against South Africa
3118,42,1,1987-11-06,R/42/23C,NA,NA,"SOUTH AFRICA, SANCTIONS",Calls upon the Security Council urgently to take action under Chapter VII of the Charter of the United Nations with a view to applying comprehensive and mandatory sanctions against South Africa and urges the Governments of the United States of
3119,42,0,1987-11-06,R/42/23D,NA,NA,"SOUTH AFRICA, ISRAEL","strongly condemns the continuing and increasing collaboration of Israel with the racist regime of South Africa, especially in the economic, military and nuclear fields;"
3120,42,0,1987-11-06,R/42/23E,NA,NA,"ARAPTHEID, SPECIAL COMMITTEE",Programme of work of the Special Committee against Apartheid
3121,42,0,1987-11-06,R/42/23F,NA,NA,"SOUTH AFRICA, OIL EMBARGO","Requests all States concerned, pending a decision by the Security Council, to adopt effective measures and/or legislation to broaden the scope of the oil embargo in order to ensure the complete cessation of the supply and shipping of oil and pe"
3122,42,0,1987-11-06,R/42/23G,NA,NA,"APARTHEID, ELIMINATION",Concerted international action for the elimination of apartheid
3123,42,0,1987-11-02,R/42/25,NA,NA,"DENUCLEARIZATION, LATIN AMERICA",Implementation of General Assembly resolution 41/45 concerning the signature and ratification of Additional Protocol I of the Treaty for the Prohibition of Nuclear Weapons in Latin America (Treaty of Tlatelolco)
3124,42,0,1987-11-02,R/42/26A,NA,NA,"CESSATION, NUCLEAR TESTING",Cessation of all nuclear test explosions
3125,42,0,1987-11-02,R/42/26B,NA,NA,"CESSATION, NUCLEAR TESTING",Cessation of all nuclear test explosions
3126,42,0,1987-11-02,R/42/27,NA,NA,COMPREHENSIVE TEST-BAN-TREATY,Urgent need for a comprehensive nuclear-test-ban treaty :
3127,42,0,1987-11-02,R/42/29,NA,NA,"DENUCLEARIZATION, SOUTH ASIA",Establishment of a nuclear-weapon-free zone in South Asia
3128,42,0,1987-11-02,R/42/31,NA,NA,NON-NUCLEAR STATES,Conclusion of effective international arrangements on the strengthening of the security of non-nuclear-weapon States against the use or threat of use of nuclear weapons
3129,42,0,1987-11-02,R/42/32,NA,NA,NON-NUCLEAR STATES,Conclusion of effective international arrangements to assure non nuclear weapon States against the use or threat of use of nuclear weapons
3130,42,0,1987-11-02,R/42/33,NA,NA,"ARMS RACE, OUTER SPACE",Prevention of an arms race in outer space
3131,42,0,1987-11-02,R/42/34A,NA,NA,"DENUCLEARIZATION, AFRICA",Implementation of the Declaration
3132,42,0,1987-11-02,R/42/34B,NA,NA,"DENUCLEARIZATION, AFRICA",Nuclear capability of South Africa
3133,42,0,1987-11-02,R/42/35,NA,NA,"WEAPONS DEVELOPMENT, MANUFACTURE",Prohibition of the development and manufacture of new types of weapons of mass destruction and new systems of such weapons
3134,42,0,1987-11-02,R/42/38A,NA,NA,BILATERAL ARMS NEGOTIATIONS,"Calls upon the Government of the Union of Soviet Socialist Republics and the Government of the United States of America to spare no effort in seeking the attainment of their agreed objectives in the negotiations, in accordance with the security"
3135,42,0,1987-11-02,R/42/38C,NA,NA,NOTIFCATION OF NUCLEAR TESTS,Notification of nuclear tests
3136,42,0,1987-11-02,R/42/38D,NA,NA,BILATERAL ARMS NEGOTIATIONS,Bilateral nuclear arms negotiations
3137,42,0,1987-11-02,R/42/38F,NA,NA,"WEAPONS DEVELOPMENT, MANUFACTURE","Prohibition of the development, production, stockpiling and use of radiological weapons."
3138,42,0,1987-11-02,R/42/38I,NA,NA,"INFORMATION, MILITARY MATTERS",Objective information on military matters
3139,42,0,1987-11-02,R/42/38J,NA,NA,"DISARMAMENT, IMPLEMENTATION",Implementation of General Assembly resolutions in the field of disarmament
3140,42,0,1987-11-02,R/42/38K,NA,NA,NAVAL DISARMAMENT,Naval armaments and disarmament
3141,42,0,1987-11-02,R/42/38L,NA,NA,FISSIONABLE MATERIAL,Prohibition of the production of fissionable material for weapons purposes
3142,42,0,1987-11-02,R/42/38N,NA,NA,"DISARMAMENT, CONVENTIONAL",Conventional disarmament on a regional scale
3143,42,0,1987-11-02,R/42/39A,NA,NA,"DISARMAMENT, 12TH SPECIAL SESSION",Review and implementation of the Concluding Document of the 12th Special Session of the General Assembly
3144,42,0,1987-11-02,R/42/39B,NA,NA,"FREEZE, NUCLEAR WEAPONS",Freeze on nuclear weapons
3145,42,0,1987-11-02,R/42/39C,NA,NA,"PROHIBITION, NUCLEAR USE",Convention on the Prohibition of the Use of Nuclear Weapons
3146,42,0,1987-11-02,R/42/39G,NA,NA,WORLD DISARMAMENT CAMPAIGN,World Disarmament Campaign: actions and activities
3147,42,0,1987-11-02,R/42/39H,NA,NA,"FREEZE, NUCLEAR WEAPONS",Implementation of General Assembly resolution 41/601 on a nuclear arms freeze
3148,42,0,1987-11-02,R/42/39I,NA,NA,"DISARMAMENT, FELLOWSHIPS",UN programme of fellowships on disarmament
3149,42,0,1987-11-02,R/42/42A,NA,NA,NUCLEAR NON-USE,"Requests the Conference on Disarmament to commence negotiations on the item Prevention of nuclear war of its agenda and to consider, inter#alia, the elaboration of an international instrument of a legally binding character laying down the oblig"
3150,42,0,1987-11-02,R/42/42B,NA,NA,"DISARMAMENT, 10TH SPECIAL SESSION",Review of the implementation of the recommendations and decisions adopted by the General Assembly at its 10th special session
3151,42,0,1987-11-02,R/42/42C,NA,NA,"CESSATION, ARMS RACE",Cessation of the nuclear arms race and nuclear disarmament and prevention of nuclear war
3152,42,0,1987-11-02,R/42/42D,NA,NA,"NUCLEAR WAR, PREVENTION",Prevention of nuclear war
3153,42,0,1987-11-02,R/42/42E,NA,NA,"DISARMAMENT, COOPERATION",International cooperation for disarmament
3154,42,0,1987-11-02,R/42/42H,NA,NA,DISARMAMENT WEEK,Disarmament Week
3155,42,0,1987-11-02,R/42/42K,NA,NA,"DISARMAMENT, CONFERENCE",Report of the Conference on Disarmament
3156,42,0,1987-11-02,R/42/42L,NA,NA,"DISARMAMENT, CONFERENCE",Report of the Conference on Disarmament
3157,42,0,1987-11-02,R/42/42M,NA,NA,"DISARMAMENT, 10TH SPECIAL SESSION",Implementation of the recommendations and decisions of the 10th special session
3158,42,0,1987-11-02,R/42/42N,NA,NA,"1ST COMMITTEE, RATIONALIZATION",Rationalization of the work of the 1st Committee
3159,42,0,1987-11-02,R/42/44,NA,NA,"NUCLEAR PROLIFERATION, MIDDLE EAST","Calls upon Israel to become party to the Treaty on the Non-Proliferation of Nuclear Weapons to accede to it without further delay, and not to develop, produce, test or otherwise acquire nuclear weapons and to renounce possession of nuclear weap"
3160,42,0,1987-11-02,R/42/46A,NA,NA,ANTARCTICA,Question of Antarctica
3161,42,0,1987-11-02,R/42/46B,NA,NA,"ANTARCTICA, SOUTH AFRICA",Expresses concern with South Africa's participation in the Antarctica Treaty System
3162,42,0,1987-11-02,R/42/50,NA,NA,"SOCIAL, ECONOMIC CHANGE",National experience in achieving far?reaching social and economic changes for the purpose of social progress
3163,42,0,1987-11-02,R/42/52,NA,NA,"HUMAN RIGHTS, IMPLEMENTATION","Efforts and measures for securing the implementation by States and the enjoyment by youth of human rights in conditions of peace, particularly the right to education and to work"
3164,42,0,1987-11-02,R/42/56,NA,NA,"APARTHEID, CONVENTION",Status of the International Convention on the Suppression and Punishment of the crime of Apartheid
3165,42,0,1987-12-04,R/42/66A,NA,NA,"PALESTINE, RIGHTS COMMITTEE",The programme of work of the Palestinian Rights Committee
3166,42,0,1987-12-04,R/42/66B,NA,NA,"PALESTINE, RIGHTS COMMITTEE",Implementation of the recommendations of the Committee on the Exercise of the Inalienable Rights of the Palestinian People in A/40/35
3167,42,0,1987-12-04,R/42/66C,NA,NA,"PALESTINE, INFORMATION",Requests the Department of Public Information of the Secretariat to assist in the worldwide dissemination of 'accurate and comprehensive information' in support for the inalienable rights of the Palestinian people'
3168,42,0,1987-12-04,R/42/66D,NA,NA,MIDDLE EAST PEACE CONFERENCE,"Calls for the convening of the International Peace Conference on the Middle East, under the auspices of the United Nations, with the participation of all parties to the conflict, including the Palestine Liberation Organization, on an equal foot"
3169,42,0,1987-12-04,R/42/69A,NA,NA,"PALESTINE, ASSISTANCE","Urges all Member States to extend and expedite aid and assistance to the relief agency. Notes with regret that repatriation or compensation of the refugees, as provided for in paragraph 11 of its resolution 194 (III), has not yet been effected"
3170,42,0,1987-12-04,R/42/69D,NA,NA,"PALESTINE, SCHOLARSHIPS, GRANTS","Offers by Member States of grants and scholarships for higher education, including vocational training, for Palestine refugees"
3171,42,0,1987-12-04,R/42/69E,NA,NA,"GAZA STRIP, REFUGEES",Palestine refugees in the Gaza Strip
3172,42,0,1987-12-04,R/42/69F,NA,NA,"PALESTINE, REFUGEES, RELIEF","Calls once again upon all Governments, as a matter of urgency, to make the most generous efforts possible and to offer the necessary resources to meet the needs of the United Nations Relief and Works Agency for Palestine Refugees in the Near Ea"
3173,42,0,1987-12-04,R/42/69G,NA,NA,"PALESTINE, REFUGEES, RETURN",Reaffirms the inalienable right of all displaced inhabitants to return to their homes or former places of residence in the territories occupied by Israel since 1967
3174,42,0,1987-12-04,R/42/69H,NA,NA,"PALESTINE, REFUGEES, PROPERTIES","Reaffirms that the Palestine Arab refugees are entitled to their property and to the income derived therefrom, in conformity with the principles of justice and equity"
3175,42,0,1987-12-04,R/42/69I,NA,NA,"PALESTINE, REFUGEES, PROTECTION",Protection of Palestinian students and educational institutions and safeguarding of the security of the facilities of the UN Relief and Works Agency for Palestine Refugees in the Near East in the occupied Palestinian territory
3176,42,0,1987-12-04,R/42/69J,NA,NA,"WEST BANK, REFUGEES","Calls upon Israel to abandon its plans and to refrain from the removal, and from any action that may lead to the removal and resettlement, of Palestine refugees in the West Bank and from the destruction of their camps;."
3177,42,0,1987-12-04,R/42/69K,NA,NA,"JERUSALEM, UNIVERSITY","Emphasizes the need for strengthening the educational system in the Palestinian territory occupied by Israel since 5 June 1967, including Jerusalem, and specifically the need for the establishment of the proposed university and Requests the Sec"
3178,42,0,1987-12-05,R/42/70/A,NA,NA,DISENGAGEMENT OBSERVER FORCE,Financing of the UN Disengagement Observer Force
3179,42,0,1987-12-05,R/42/70/B,NA,NA,DISENGAGEMENT OBSERVER FORCE,Financing of the UN Disengagement Observer Force
3180,42,0,1987-12-06,R/42/71,NA,NA,"SELF-DETERMINATION, IMPLEMENTATION",Implementation of the Declaration on the Granting of Independence to Colonial Countries and Peoples
3181,42,0,1987-12-06,R/42/72,NA,NA,"DECOLONIZATION, INFORMATION",Dissemination of information and  decolonization
3182,42,0,1987-12-06,R/42/73,NA,NA,"NON SELF GOVERNING TERRITORIES, INFORMATION",Information from Non-Self-Governing Territories transmitted under Article 73e of the Charter of the UN
3183,42,0,1987-12-06,R/42/74,NA,NA,"SELF-DETERMINATION, ECONOMIC IMPEDIMENTS",Activities of foreign economic and other interests which are impeding the  implementation of the Declaration on the Granting of Independence to Colonial Countries and Peoples of Namibia and in all other Territories under colonial domination and
3184,42,0,1987-12-06,R/42/75,NA,NA,"SELF-DETERMINATION, IMPLEMENTATION",Implementation of the Declaration on the Granting of Independence to Colonial Countries and Peoples by the specialized agencies and the international institutions associated with the UN
3185,42,0,1987-12-06,R/42/78,NA,NA,WESTERN SAHARA,"Requests that the two parties to the conflict, the Kingdom of Morocco and the Frente Popular para la Liberacion de Saguia el-Hamra y de Rio de Oro, to undertake direct negotiations, in the shortest possible time, with a view to bringing about a"
3186,42,0,1987-12-06,R/42/79,NA,NA,NEW CALEDONIA,Question of New Caledonia
3187,42,0,1987-12-02,R/42/91,NA,NA,LIFE IN PEACE,Implementation of the Declaration on the Preparation of Societies for Life in Peace
3188,42,0,1987-12-02,R/42/92,NA,NA,"INTERNATIONAL PEACE, SECURITY",Review of the Implementation of the Declaration on the Strengthening of International Security
3189,42,1,1987-12-02,R/42/93,NA,NA,"INTERNATIONAL PEACE, SECURITY",Comprehensive system of international peace and security
3190,42,0,1987-12-02,R/42/95,NA,NA,SELF-DETERMINATION,Importance of the universal realization of the rights of peoples to self determination and of the speedy granting of independence to colonial countries and peoples for the effective guarantee and observance of human rights
3191,42,0,1987-12-02,R/42/96,NA,NA,MERCENARIES,Use of mercenaries as a means to violate human rights and to impede the exercise of the right of peoples to self determination
3192,42,0,1987-12-02,R/42/99,NA,NA,"HUMAN RIGHTS, SCIENCE, TECHNOLOGY",Human rights and use of scientific and technological developments
3193,42,0,1987-12-02,R/42/100,NA,NA,"HUMAN RIGHTS, SCIENCE, TECHNOLOGY",Human rights and use of scientific and technological developments
3194,42,0,1987-12-02,R/42/101,NA,NA,"RIGHTS OF THE CHILD, CONVENTION",Question of a convention on the rights of the child
3195,42,0,1987-12-02,R/42/102,NA,NA,HUMAN RIGHTS,"Indivisibility and interdependence of economic, social, cultural, civil and political rights"
3196,42,0,1987-12-02,R/42/115,NA,NA,"HUMAN RIGHTS, PROPERTY",The impact of property on the enjoyment of human rights and fundamental freedoms
3197,42,0,1987-12-02,R/42/119,NA,NA,"HUMAN RIGHTS, U.N. SYSTEM",Alternative approaches and ways and means within the UN system for improving the effective enjoyment of human rights and fundamental freedoms
3198,42,0,1987-12-02,R/42/134,NA,NA,PROTECTION OF THE FAMILY,"Calls upon all States to ensure that no radioactive waste is dumped in the territory of other States in infringement of their sovereignty. Expresses profound concern regarding practices of dumping nuclear and industrial wastes in Africa, which"
3199,42,1,1987-12-02,R/42/135,NA,NA,"HUMAN RIGHTS, AFGHANISTAN",Question of human rights and fundamental freedoms in Afghanistan
3200,42,1,1987-12-02,R/42/136,NA,NA,"HUMAN RIGHTS, IRAN",Situation of human rights in the Islamic Republic of Iran
3201,42,0,1987-12-02,R/42/139,NA,NA,"ETHIOPIA, DISPLACED PERSONS",Assistance to displaced persons in Ethiopia
3202,42,0,1987-12-02,R/42/140,NA,NA,"MIGRANT WORKERS, RIGHTS","Takes note with satisfaction of the report of the Working Group on the Drafting of an International Convention on the Protection of the Rights of All Migrant Workers and Their Families and, in particular, of the progress made by the Working Gro"
3203,42,0,1987-12-02,R/42/145,NA,NA,WORLD SOCIAL SITUATION,"Notes with deep concern the continuing deterioration of the economic and social situation of the world, in particular in the developing countries, whose position has been further worsened by sharp fluctuations in exchange rates, high real rates"
3204,42,0,1987-12-02,R/42/146,NA,NA,RIGHT TO HOUSING,Realization of the right to adequate housing
3205,42,0,1987-12-02,R/42/147,NA,NA,"HUMAN RIGHTS, CHILE",Situation of human rights and fundamental freedoms in Chile
3206,42,0,1987-12-02,R/42/149,NA,NA,INTERNATIONAL ECONOMIC ORDER,Progressive development of the principles and norms of international law relating to the new international economic order
3207,42,0,1987-12-02,R/42/150,NA,NA,PEACEFUL SETTLEMENTS OF DISPUTES,urges all States to observe and promote in good faith the provisions of the Manila Declaration on the Peaceful Settlement of International Disputes in the settlement of their international disputes
3208,42,0,1987-12-02,R/42/151,NA,NA,"CRIMES AGAINST PEACE, SECURITY",Draft Code of Crimes against the Peace and Security of Mankind
3209,42,0,1987-12-02,R/42/153,NA,NA,"BILLS OF EXCHANGE, CONVENTION",Draft Convention on International Bills of Exchange and International Promissory Notes
3210,42,0,1987-12-02,R/42/158,NA,NA,GOOD NEIGHBORLINESS,Development and strengthening of goodneighbourliness between States
3211,42,0,1987-12-02,R/42/159,NA,NA,INTERNATIONAL TERRORISM,"Measures to prevent international terrorism which endangers or takes innocent human lives or jeopardizes fundamental freedoms and study of the underlying causes of those forms of terrorism and acts of violence which lie in misery, frustration,"
3212,42,0,1987-12-03,R/42/160A,NA,NA,"PALESTINE, DETENTIONS","Deplores the arbitrary detention or imprisonment by Israel of thousands of Palestinians as a result of their resistance to occupation in order to attain self-determination, Calls upon Israel, the occupying Power, to release all Palestinians and"
3213,42,0,1987-12-03,R/42/160B,NA,NA,"ISRAEL, GENEVA CONVENTION",Requests Israel to respect the Geneva convention pretaining to persons in times of war
3214,42,0,1987-12-03,R/42/160C,NA,NA,"ISRAEL, OCCUPIED TERRITORIES","Illegality of Israeli measures threatening the legal status, geographical nature and demographic composition of the occupied territories"
3215,42,0,1987-12-03,R/42/160D,NA,NA,"HUMAN RIGHTS, OCCUPIED TERRITORIES",Israeli actions in the occupied territories
3216,42,0,1987-12-03,R/42/160E,NA,NA,"ISRAEL, HEBRON, HALHUL",Denounces the arrest of the mayor of Halhul and the arrest of the Sharia judge of Herbon
3217,42,0,1987-12-03,R/42/160F,NA,NA,"ISRAEL, GOLAN HEIGHTS",Affirms the illegality of Israel's occupation and transformation of the Golan heights
3218,42,0,1987-12-03,R/42/160G,NA,NA,"ISRAEL, EDUCATIONAL INSTITUTIONS",Delpores the continued actions by Israel against Palestinian students and educational institutions
3219,42,0,1987-12-03,R/42/162A,NA,NA,NEW INFORMATION ORDER,"Balance in the dissemination of information, the establishment of a new world information and communication order"
3220,42,0,1987-12-03,R/42/162B,NA,NA,"INFORMATION, MASS-MEDIA","Balance in the dissemination of information, the establishment of a new world information and communication order"
3221,42,0,1987-12-06,R/42/165,NA,NA,INTERNATIONAL ECONOMIC SECURITY,International economic security
3222,42,0,1987-12-06,R/42/166,NA,NA,"PALESTINE, ASSISTANCE","Requests the relevant programmes, organizations, agencies, funds and organs of the United Nations system to intensify their efforts, in co-operation with the Palestine Liberation Organization, to provide economic and social assistance to the Pa"
3223,42,0,1987-12-06,R/42/173,NA,NA,ECONOMIC COERCION,Economic measures as a means of political and economic coercion against developing countries
3224,42,0,1987-12-06,R/42/174,NA,NA,LAND-LOCKED COUNTRIES,Specific action related to the particular needs and problems of land locked developing countries
