objectid,province_territory,project_name,total_project_capacity_mw,turbine_identifier,turbine_number_in_project,turbine_rated_capacity_k_w,rotor_diameter_m,hub_height_m,manufacturer,model,commissioning_date,latitude,longitude,notes
3755,Ontario,Goulais Wind Farm,25.3,GWF6,6/11,2300,113,98.5,Siemens,SWT 2.3-113,2015,46.6678032204762,-84.3670301256563,NA
3756,Ontario,Goulais Wind Farm,25.3,GWF7,7/11,2300,113,98.5,Siemens,SWT 2.3-113,2015,46.6720366234496,-84.3666914911127,NA
3757,Ontario,Goulais Wind Farm,25.3,GWF8,8/11,2300,113,98.5,Siemens,SWT 2.3-113,2015,46.6747819895975,-84.3663695326579,NA
3758,Ontario,Goulais Wind Farm,25.3,GWF9,9/11,2300,113,98.5,Siemens,SWT 2.3-113,2015,46.6776972357204,-84.3677724462557,NA
3759,Ontario,Goulais Wind Farm,25.3,GWF10,10/11,2300,113,98.5,Siemens,SWT 2.3-113,2015,46.6635727394842,-84.3613228827463,NA
3760,Ontario,Goulais Wind Farm,25.3,GWF11,11/11,2300,113,98.5,Siemens,SWT 2.3-113,2015,46.6632831097096,-84.3535910942468,NA
3761,Ontario,Grand Valley,59.86,GVA10,10/25,2648,113,99.5,Siemens,SWT 3.2-113,2015,44.0127272146675,-80.4242801941633,NA
3762,Ontario,Grand Valley,59.86,GVA11,11/25,2648,113,99.5,Siemens,SWT 3.2-113,2015,44.0080449608314,-80.4240003765501,NA
3763,Ontario,Grand Valley,59.86,GVA12,12/25,2483,113,99.5,Siemens,SWT 3.2-113,2015,44.0056809475485,-80.3991208556549,NA
3764,Ontario,Grand Valley,59.86,GVA13,13/25,2483,113,99.5,Siemens,SWT 3.2-113,2015,44.0013636859695,-80.397830367141,NA
3765,Ontario,Grand Valley,59.86,GVA14,14/25,2483,113,99.5,Siemens,SWT 3.2-113,2015,43.9811475364011,-80.3402757484725,NA
3766,Ontario,Grand Valley,59.86,GVA15,15/25,2483,113,99.5,Siemens,SWT 3.2-113,2015,43.9834097709721,-80.3255154120036,NA
3767,Ontario,Grand Valley,59.86,GVA16,16/25,2483,113,99.5,Siemens,SWT 3.2-113,2015,43.9788426314124,-80.3247797471995,NA
3768,Ontario,Grand Valley,59.86,GVA17,17/25,2483,113,99.5,Siemens,SWT 3.2-113,2015,43.9799727080705,-80.3104229642677,NA
3769,Ontario,Grand Valley,59.86,GVA18,18/25,2483,113,99.5,Siemens,SWT 3.2-113,2015,43.891082434395,-80.3720523042923,NA
3770,Ontario,Grand Valley,59.86,GVA19,19/25,2483,113,99.5,Siemens,SWT 3.2-113,2015,43.8953513632513,-80.3751674639452,NA
3771,Ontario,Grand Valley,59.86,GVA20,20/25,2483,113,99.5,Siemens,SWT 3.2-113,2015,43.8950452577004,-80.368196560096,NA
3772,Ontario,Grand Valley,59.86,GVA21,21/25,2483,113,99.5,Siemens,SWT 3.2-113,2015,43.9061929399823,-80.3668866265439,NA
3773,Ontario,Grand Valley,59.86,GVA22,22/25,2483,113,99.5,Siemens,SWT 3.2-113,2015,43.9080965723331,-80.3583242710906,NA
3774,Ontario,Grand Valley,59.86,GVA23,23/25,2483,113,99.5,Siemens,SWT 3.2-113,2015,43.9217401520294,-80.3570578492139,NA
3775,Ontario,Grand Valley,59.86,GVA24,24/25,2483,113,99.5,Siemens,SWT 3.2-113,2015,43.9290794165226,-80.343552522255,NA
3776,Ontario,Grand Valley,59.86,GVA25,25/25,2483,113,99.5,Siemens,SWT 3.2-113,2015,43.9232839977279,-80.3412338624107,NA
3777,Ontario,K2 Wind Power Facility,269.96,KII1,1/140,1824,101,99.5,Siemens,SWT 2.3-101,2015,43.8367807963692,-81.6766635639864,NA
3778,Ontario,K2 Wind Power Facility,269.96,KII2,2/140,1824,101,99.5,Siemens,SWT 2.3-101,2015,43.8358136052654,-81.6726821019972,NA
3779,Ontario,K2 Wind Power Facility,269.96,KII3,3/140,1824,101,99.5,Siemens,SWT 2.3-101,2015,43.8286090719576,-81.6504181525978,NA
3780,Ontario,K2 Wind Power Facility,269.96,KII4,4/140,1824,101,99.5,Siemens,SWT 2.3-101,2015,43.8297403472297,-81.6463242283797,NA
3781,Ontario,K2 Wind Power Facility,269.96,KII5,5/140,1824,101,99.5,Siemens,SWT 2.3-101,2015,43.827757341117,-81.6431238328508,NA
3782,Ontario,K2 Wind Power Facility,269.96,KII6,6/140,1824,101,99.5,Siemens,SWT 2.3-101,2015,43.8328590251111,-81.6319105423396,NA
3783,Ontario,K2 Wind Power Facility,269.96,KII7,7/140,1824,101,99.5,Siemens,SWT 2.3-101,2015,43.8297329117214,-81.633206869718,NA
3784,Ontario,K2 Wind Power Facility,269.96,KII8,8/140,1824,101,99.5,Siemens,SWT 2.3-101,2015,43.8296213784206,-81.6292584471894,NA
3785,Ontario,K2 Wind Power Facility,269.96,KII9,9/140,1824,101,99.5,Siemens,SWT 2.3-101,2015,43.8260959605281,-81.6288959624369,NA
3786,Ontario,K2 Wind Power Facility,269.96,KII10,10/140,1824,101,99.5,Siemens,SWT 2.3-101,2015,43.8183322078753,-81.6189015644106,NA
3787,Ontario,K2 Wind Power Facility,269.96,KII11,11/140,1824,101,99.5,Siemens,SWT 2.3-101,2015,43.8146548601997,-81.6209275035912,NA
3788,Ontario,K2 Wind Power Facility,269.96,KII12,12/140,1824,101,99.5,Siemens,SWT 2.3-101,2015,43.861120653353,-81.6654633049234,NA
3789,Ontario,K2 Wind Power Facility,269.96,KII13,13/140,1824,101,99.5,Siemens,SWT 2.3-101,2015,43.8536525569462,-81.6472100363682,NA
3790,Ontario,K2 Wind Power Facility,269.96,KII14,14/140,1824,101,99.5,Siemens,SWT 2.3-101,2015,43.8550011846308,-81.6437911603405,NA
3791,Ontario,K2 Wind Power Facility,269.96,KII15,15/140,1824,101,99.5,Siemens,SWT 2.3-101,2015,43.8505561017732,-81.6429253053933,NA
3792,Ontario,K2 Wind Power Facility,269.96,KII16,16/140,1824,101,99.5,Siemens,SWT 2.3-101,2015,43.8550888338482,-81.6389939970991,NA
3793,Ontario,K2 Wind Power Facility,269.96,KII17,17/140,1824,101,99.5,Siemens,SWT 2.3-101,2015,43.8479515340957,-81.6372015659668,NA
3794,Ontario,K2 Wind Power Facility,269.96,KII18,18/140,1824,101,99.5,Siemens,SWT 2.3-101,2015,43.8473981097962,-81.6319369674709,NA
3795,Ontario,K2 Wind Power Facility,269.96,KII19,19/140,1824,101,99.5,Siemens,SWT 2.3-101,2015,43.8514127196795,-81.6304089274426,NA
3796,Ontario,K2 Wind Power Facility,269.96,KII20,20/140,1824,101,99.5,Siemens,SWT 2.3-101,2015,43.8596302250763,-81.6269997072546,NA
3797,Ontario,K2 Wind Power Facility,269.96,KII21,21/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.8705942874646,-81.6273091662519,NA
3798,Ontario,K2 Wind Power Facility,269.96,KII22,22/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.873595014794,-81.6268161786494,NA
3799,Ontario,K2 Wind Power Facility,269.96,KII23,23/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.8851254589467,-81.6261701493675,NA
3800,Ontario,K2 Wind Power Facility,269.96,KII24,24/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.8845737039033,-81.6221274112558,NA
3801,Ontario,K2 Wind Power Facility,269.96,KII25,25/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.883378943503,-81.618296235988,NA
3802,Ontario,K2 Wind Power Facility,269.96,KII26,26/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.8811826086331,-81.6150972947738,NA
3803,Ontario,K2 Wind Power Facility,269.96,KII27,27/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9068652337212,-81.6880515409681,NA
3804,Ontario,K2 Wind Power Facility,269.96,KII28,28/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.8952784968248,-81.6117401784222,NA
3805,Ontario,K2 Wind Power Facility,269.96,KII29,29/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9005105700584,-81.6011882481751,NA
3806,Ontario,K2 Wind Power Facility,269.96,KII30,30/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9006441514217,-81.5972435952002,NA
3807,Ontario,K2 Wind Power Facility,269.96,KII31,31/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9044422504413,-81.5983020547391,NA
3808,Ontario,K2 Wind Power Facility,269.96,KII32,32/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9066222318874,-81.6306159898188,NA
3809,Ontario,K2 Wind Power Facility,269.96,KII33,33/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9038558798408,-81.6352389122483,NA
3810,Ontario,K2 Wind Power Facility,269.96,KII34,34/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9076992673125,-81.6342524763947,NA
3811,Ontario,K2 Wind Power Facility,269.96,KII35,35/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9067740762645,-81.6388403989441,NA
3812,Ontario,K2 Wind Power Facility,269.96,KII36,36/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9079499200047,-81.6426360872948,NA
3813,Ontario,K2 Wind Power Facility,269.96,KII37,37/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9107871868899,-81.6451460756137,NA
3814,Ontario,K2 Wind Power Facility,269.96,KII38,38/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9174248637012,-81.645202075343,NA
3815,Ontario,K2 Wind Power Facility,269.96,KII39,39/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9203511482574,-81.6465375724338,NA
3816,Ontario,K2 Wind Power Facility,269.96,KII40,40/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9235987746675,-81.6429690166821,NA
3817,Ontario,K2 Wind Power Facility,269.96,KII41,41/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9218100411755,-81.6723450306003,NA
3818,Ontario,K2 Wind Power Facility,269.96,KII42,42/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9266458919061,-81.6902583340216,NA
3819,Ontario,K2 Wind Power Facility,269.96,KII43,43/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9294801368795,-81.6875640153453,NA
3820,Ontario,K2 Wind Power Facility,269.96,KII44,44/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9357853625659,-81.6916619008822,NA
3821,Ontario,K2 Wind Power Facility,269.96,KII45,45/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9362532008285,-81.6865198817159,NA
3822,Ontario,K2 Wind Power Facility,269.96,KII46,46/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9332581654575,-81.6791579571802,NA
3823,Ontario,K2 Wind Power Facility,269.96,KII47,47/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.936590775604,-81.6785532722136,NA
3824,Ontario,K2 Wind Power Facility,269.96,KII48,48/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9367317350483,-81.6826308408812,NA
3825,Ontario,K2 Wind Power Facility,269.96,KII49,49/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9391461479123,-81.6877823613127,NA
3826,Ontario,K2 Wind Power Facility,269.96,KII50,50/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9427308410475,-81.6934066732896,NA
3827,Ontario,K2 Wind Power Facility,269.96,KII51,51/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9183936699159,-81.5965179880993,NA
3828,Ontario,K2 Wind Power Facility,269.96,KII52,52/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9161718489595,-81.5936208000053,NA
3829,Ontario,K2 Wind Power Facility,269.96,KII53,53/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.913905852082,-81.5899682759648,NA
3830,Ontario,K2 Wind Power Facility,269.96,KII54,54/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9194348160027,-81.5896272796572,NA
3831,Ontario,K2 Wind Power Facility,269.96,KII55,55/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9176395912327,-81.5866888338467,NA
3832,Ontario,K2 Wind Power Facility,269.96,KII56,56/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9225227285529,-81.5839356318947,NA
3833,Ontario,K2 Wind Power Facility,269.96,KII57,57/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9285151671101,-81.6232465323732,NA
3834,Ontario,K2 Wind Power Facility,269.96,KII58,58/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9329442899558,-81.6245515737293,NA
3835,Ontario,K2 Wind Power Facility,269.96,KII59,59/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9372755694704,-81.619903826039,NA
3836,Ontario,K2 Wind Power Facility,269.96,KII60,60/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9358557431556,-81.6376445757205,NA
3837,Ontario,K2 Wind Power Facility,269.96,KII61,61/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9379881158536,-81.633002738398,NA
3838,Ontario,K2 Wind Power Facility,269.96,KII62,62/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9396597534356,-81.642175707859,NA
3839,Ontario,K2 Wind Power Facility,269.96,KII63,63/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9380163042365,-81.6506548536438,NA
3840,Ontario,K2 Wind Power Facility,269.96,KII64,64/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9408481895077,-81.6478987445746,NA
3841,Ontario,K2 Wind Power Facility,269.96,KII65,65/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9420563263573,-81.651961483669,NA
3842,Ontario,K2 Wind Power Facility,269.96,KII66,66/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9459544801779,-81.6463803046869,NA
3843,Ontario,K2 Wind Power Facility,269.96,KII67,67/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9488723606572,-81.6512687820448,NA
3844,Ontario,K2 Wind Power Facility,269.96,KII68,68/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9488104832043,-81.643546949941,NA
3845,Ontario,K2 Wind Power Facility,269.96,KII69,69/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9501792544646,-81.6469518659767,NA
3846,Ontario,K2 Wind Power Facility,269.96,KII70,70/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9549791580067,-81.6478079401348,NA
3847,Ontario,K2 Wind Power Facility,269.96,KII71,71/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9478434872276,-81.6691566340068,NA
3848,Ontario,K2 Wind Power Facility,269.96,KII72,72/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9547321703599,-81.6675281309799,NA
3849,Ontario,K2 Wind Power Facility,269.96,KII73,73/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9600280599658,-81.6674677747814,NA
3850,Ontario,K2 Wind Power Facility,269.96,KII74,74/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9593296148429,-81.6657443742109,NA
3851,Ontario,K2 Wind Power Facility,269.96,KII75,75/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9552260150434,-81.6607740301802,NA
3852,Ontario,K2 Wind Power Facility,269.96,KII76,76/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9541868393223,-81.6577177523407,NA
3853,Ontario,K2 Wind Power Facility,269.96,KII77,77/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9551384083205,-81.693092471122,NA
3854,Ontario,K2 Wind Power Facility,269.96,KII78,78/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.95528040864,-81.6901317259508,NA
3855,Ontario,K2 Wind Power Facility,269.96,KII79,79/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9570803267415,-81.6848803601123,NA
3856,Ontario,K2 Wind Power Facility,269.96,KII80,80/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9612720402085,-81.6911446128083,NA
3857,Ontario,K2 Wind Power Facility,269.96,KII81,81/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9637832290118,-81.6924483181952,NA
3858,Ontario,K2 Wind Power Facility,269.96,KII82,82/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9694240488695,-81.6872200149037,NA
3859,Ontario,K2 Wind Power Facility,269.96,KII83,83/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9670793190095,-81.6857643609981,NA
3860,Ontario,K2 Wind Power Facility,269.96,KII84,84/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9307135112025,-81.563396248769,NA
3861,Ontario,K2 Wind Power Facility,269.96,KII85,85/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9340722571836,-81.5627170977824,NA
3862,Ontario,K2 Wind Power Facility,269.96,KII86,86/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9443511070451,-81.5716223687512,NA
3863,Ontario,K2 Wind Power Facility,269.96,KII87,87/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9473452650583,-81.578538545517,NA
3864,Ontario,K2 Wind Power Facility,269.96,KII88,88/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9474276745736,-81.5679485836155,NA
3865,Ontario,K2 Wind Power Facility,269.96,KII89,89/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9496686695863,-81.5762796337165,NA
3866,Ontario,K2 Wind Power Facility,269.96,KII90,90/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9516953224144,-81.5780917358372,NA
3867,Ontario,K2 Wind Power Facility,269.96,KII91,91/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9492143140223,-81.5987335472376,NA
3868,Ontario,K2 Wind Power Facility,269.96,KII92,92/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9545273312554,-81.5948807546644,NA
3869,Ontario,K2 Wind Power Facility,269.96,KII93,93/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9562242170882,-81.5984333017352,NA
3870,Ontario,K2 Wind Power Facility,269.96,KII94,94/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9579676306013,-81.5929410524357,NA
3871,Ontario,K2 Wind Power Facility,269.96,KII95,95/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9487199029885,-81.6102984271601,NA
3872,Ontario,K2 Wind Power Facility,269.96,KII96,96/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9511516644755,-81.6192114958738,NA
3873,Ontario,K2 Wind Power Facility,269.96,KII97,97/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9530925560408,-81.6066177809344,NA
3874,Ontario,K2 Wind Power Facility,269.96,KII98,98/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9548167224588,-81.6167305490721,NA
3875,Ontario,K2 Wind Power Facility,269.96,KII99,99/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9574154171504,-81.6104920375873,NA
3876,Ontario,K2 Wind Power Facility,269.96,KII100,100/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9612714342844,-81.6074998122752,NA
3877,Ontario,K2 Wind Power Facility,269.96,KII101,101/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9591151857753,-81.6449270414665,NA
3878,Ontario,K2 Wind Power Facility,269.96,KII102,102/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9572219597827,-81.6402910435591,NA
3879,Ontario,K2 Wind Power Facility,269.96,KII103,103/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9606838784513,-81.6382830117009,NA
3880,Ontario,K2 Wind Power Facility,269.96,KII104,104/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9727474033528,-81.6589455734921,NA
3881,Ontario,K2 Wind Power Facility,269.96,KII105,105/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9770418534825,-81.6463965866854,NA
3882,Ontario,K2 Wind Power Facility,269.96,KII106,106/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9790243228899,-81.6504986751282,NA
3883,Ontario,K2 Wind Power Facility,269.96,KII107,107/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9823798068673,-81.6479465270124,NA
3884,Ontario,K2 Wind Power Facility,269.96,KII108,108/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9744277342013,-81.6691855655182,NA
3885,Ontario,K2 Wind Power Facility,269.96,KII109,109/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9756311049857,-81.6737653689063,NA
3886,Ontario,K2 Wind Power Facility,269.96,KII110,110/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9770546567035,-81.6684773193786,NA
3887,Ontario,K2 Wind Power Facility,269.96,KII111,111/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9795612923975,-81.6723693127912,NA
3888,Ontario,K2 Wind Power Facility,269.96,KII112,112/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9798902436081,-81.6679872917941,NA
3889,Ontario,K2 Wind Power Facility,269.96,KII113,113/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9829768477036,-81.6956752405722,NA
3890,Ontario,K2 Wind Power Facility,269.96,KII114,114/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9854249132492,-81.6932260604303,NA
3891,Ontario,K2 Wind Power Facility,269.96,KII115,115/140,1903,101,99.5,Siemens,SWT 2.3-101,2015,43.9855252728409,-81.689202447949,NA
3892,Ontario,K2 Wind Power Facility,269.96,KII116,116/140,2030,101,99.5,Siemens,SWT 2.3-101,2015,43.9586153099058,-81.566978145576,NA
3893,Ontario,K2 Wind Power Facility,269.96,KII117,117/140,2030,101,99.5,Siemens,SWT 2.3-101,2015,43.9584308289662,-81.5572447583765,NA
3894,Ontario,K2 Wind Power Facility,269.96,KII118,118/140,2030,101,99.5,Siemens,SWT 2.3-101,2015,43.978167015044,-81.5732185354135,NA
3895,Ontario,K2 Wind Power Facility,269.96,KII119,119/140,2030,101,99.5,Siemens,SWT 2.3-101,2015,43.9755438494326,-81.5775165334285,NA
3896,Ontario,K2 Wind Power Facility,269.96,KII120,120/140,2030,101,99.5,Siemens,SWT 2.3-101,2015,43.9751510079334,-81.5820043879489,NA
3897,Ontario,K2 Wind Power Facility,269.96,KII121,121/140,2030,101,99.5,Siemens,SWT 2.3-101,2015,43.9799575297114,-81.577729435837,NA
3898,Ontario,K2 Wind Power Facility,269.96,KII122,122/140,2030,101,99.5,Siemens,SWT 2.3-101,2015,43.9762564773824,-81.5863048921765,NA
3899,Ontario,K2 Wind Power Facility,269.96,KII123,123/140,2030,101,99.5,Siemens,SWT 2.3-101,2015,43.9819805177302,-81.5821326603731,NA
3900,Ontario,K2 Wind Power Facility,269.96,KII124,124/140,2030,101,99.5,Siemens,SWT 2.3-101,2015,43.9787940468011,-81.5924304825942,NA
3901,Ontario,K2 Wind Power Facility,269.96,KII125,125/140,2030,101,99.5,Siemens,SWT 2.3-101,2015,43.9833632118928,-81.5887863684987,NA
3902,Ontario,K2 Wind Power Facility,269.96,KII126,126/140,2030,101,99.5,Siemens,SWT 2.3-101,2015,43.9809024765613,-81.6210812609089,NA
3903,Ontario,K2 Wind Power Facility,269.96,KII127,127/140,2030,101,99.5,Siemens,SWT 2.3-101,2015,43.9862896406998,-81.6177097571218,NA
3904,Ontario,K2 Wind Power Facility,269.96,KII128,128/140,2030,101,99.5,Siemens,SWT 2.3-101,2015,43.9843988413872,-81.6291195525765,NA
3905,Ontario,K2 Wind Power Facility,269.96,KII129,129/140,2030,101,99.5,Siemens,SWT 2.3-101,2015,43.9878778331192,-81.629784839689,NA
3906,Ontario,K2 Wind Power Facility,269.96,KII130,130/140,2126,101,99.5,Siemens,SWT 2.3-101,2015,43.9895064037113,-81.6250072698767,NA
3907,Ontario,K2 Wind Power Facility,269.96,KII131,131/140,2126,101,99.5,Siemens,SWT 2.3-101,2015,43.9933547260181,-81.6259240077198,NA
3908,Ontario,K2 Wind Power Facility,269.96,KII132,132/140,2126,101,99.5,Siemens,SWT 2.3-101,2015,43.9909208364098,-81.6202058378117,NA
3909,Ontario,K2 Wind Power Facility,269.96,KII133,133/140,2126,101,99.5,Siemens,SWT 2.3-101,2015,43.9949733909492,-81.6207549797504,NA
3910,Ontario,K2 Wind Power Facility,269.96,KII134,134/140,2126,101,99.5,Siemens,SWT 2.3-101,2015,43.9932616289735,-81.6166894904276,NA
3911,Ontario,K2 Wind Power Facility,269.96,KII135,135/140,2221,101,99.5,Siemens,SWT 2.3-101,2015,43.9984006710964,-81.6226911430424,NA
3912,Ontario,K2 Wind Power Facility,269.96,KII136,136/140,2221,101,99.5,Siemens,SWT 2.3-101,2015,43.9969132238058,-81.6282974192896,NA
3913,Ontario,K2 Wind Power Facility,269.96,KII137,137/140,2300,101,99.5,Siemens,SWT 2.3-101,2015,43.9992529187218,-81.634114871507,NA
3914,Ontario,K2 Wind Power Facility,269.96,KII138,138/140,2300,101,99.5,Siemens,SWT 2.3-101,2015,44.0046058378828,-81.640061242941,NA
3915,Ontario,K2 Wind Power Facility,269.96,KII139,139/140,2300,101,99.5,Siemens,SWT 2.3-101,2015,44.0151924870371,-81.7022876527095,NA
3916,Ontario,K2 Wind Power Facility,269.96,KII140,140/140,2300,101,99.5,Siemens,SWT 2.3-101,2015,44.0148199395294,-81.7066875932411,NA
3917,Ontario,Napier,4.1,NAP1,1/2,2050,92.5,100,Senvion,MM92,2015,42.961065491043,-81.7349619214306,NA
3918,Ontario,Napier,4.1,NAP2,2/2,2050,92.5,100,Senvion,MM92,2015,42.9608096379274,-81.7180774440626,NA
3919,Ontario,Quixote One Wind Energy,2.3,QUI1,1/1,2300,92,85,Enercon,E-92,2015,44.272815,-81.580434,NA
3920,Ontario,St. Columban,33,SCO1,1/15,2300,113,99.5,Siemens,SWT 2.3-113,2015,43.574705685157,-81.2915704311549,NA
3921,Ontario,St. Columban,33,SCO2,2/15,2300,113,99.5,Siemens,SWT 2.3-113,2015,43.5727619390213,-81.2873493868239,NA
3922,Ontario,St. Columban,33,SCO3,3/15,2300,113,99.5,Siemens,SWT 2.3-113,2015,43.5679730382177,-81.3133913001437,NA
3923,Ontario,St. Columban,33,SCO4,4/15,2300,113,99.5,Siemens,SWT 2.3-113,2015,43.5617352516037,-81.3015527404472,NA
3924,Ontario,St. Columban,33,SCO5,5/15,2300,113,99.5,Siemens,SWT 2.3-113,2015,43.5584895308366,-81.2919239116069,NA
3925,Ontario,St. Columban,33,SCO6,6/15,2300,113,99.5,Siemens,SWT 2.3-113,2015,43.5558369564654,-81.2810264944451,NA
3926,Ontario,St. Columban,33,SCO7,7/15,2300,113,99.5,Siemens,SWT 2.3-113,2015,43.5444642406027,-81.2918682096109,NA
3927,Ontario,St. Columban,33,SCO8,8/15,2300,113,99.5,Siemens,SWT 2.3-113,2015,43.538824239584,-81.2966466039508,NA
3928,Ontario,St. Columban,33,SCO9,9/15,2300,113,99.5,Siemens,SWT 2.3-113,2015,43.5355347883948,-81.2722485765422,NA
3929,Ontario,St. Columban,33,SCO10,10/15,2300,113,99.5,Siemens,SWT 2.3-113,2015,43.5277989977256,-81.2974692595641,NA
3930,Ontario,St. Columban,33,SCO11,11/15,2300,113,99.5,Siemens,SWT 2.3-113,2015,43.523986423977,-81.3011041493516,NA
3931,Ontario,St. Columban,33,SCO12,12/15,2300,113,99.5,Siemens,SWT 2.3-113,2015,43.5329069493306,-81.3165692972238,NA
3932,Ontario,St. Columban,33,SCO13,13/15,2300,113,99.5,Siemens,SWT 2.3-113,2015,43.5306309537612,-81.3149913915241,NA
