
DV_DEVICE_NUMBER,Device Status,DV_DEVICE_STATUS_DESCRIPTION,BIN,TAX_BLOCK,TAX_LOT,HOUSE_NUMBER,STREET_NAME,ZIP_CODE,Borough,Device Type,DV_LASTPER_INSP_DATE,DV_LASTPER_INSP_DISP,DV_APPROVAL_DATE,DV_MANUFACTURER,DV_TRAVEL_DISTANCE,DV_SPEED_FPM,DV_CAPACITY_LBS,DV_CAR_BUFFER_TYPE,DV_GOVERNOR_TYPE,DV_MACHINE_TYPE,DV_SAFETY_TYPE,DV_MODE_OPERATION,DV_STATUS_DATE,DV_FLOOR_FROM,DV_FLOOR_TO,,LATITUDE,LONGITUDE
2P11437,A,ACTIVE,2116869,2640,50,1071,TINTON AVENUE,104560000,Bronx,Passenger Elevator (P),20150225,NV,20120906,,,,,,,,,,20120918,,,,40.82607303445273,-73.9022425531213
2P11438,A,ACTIVE,2116869,2640,50,1071,TINTON AVENUE,104560000,Bronx,Passenger Elevator (P),20150225,NV,20120326,,,,,,,,,,20120402,,,,40.82607303445273,-73.9022425531213
2P11439,A,ACTIVE,2063371,4837,51,3942,WHITE PLAINS ROAD,104660000,Bronx,Passenger Elevator (P),20141223,NV,20120620,LU/LA,15',30,1400,,,OH,I,A,20120625,1,2,,40.886770512242194,-73.86059147531627
2P1144,A,ACTIVE,2017134,3304,30,2700,GR CONCOURSE,104580000,Bronx,Passenger Elevator (P),20150810,DF,,,"62'1""",100,1500,S,C,BG,I,A,19880711,B,6,,40.86691165314165,-73.89308951938544
2P11440,A,ACTIVE,2001381,2375,42,2987,3 AVENUE,104550000,Bronx,Passenger Elevator (P),20130506,,20130506,,,,,,,,,,20150302,,,,40.81884218373256,-73.91446837111353
2P11441,J,NO JURIST,2086191,5942,192,626,WEST 254 STREET,104710000,Bronx,Passenger Elevator (P),,,20130528,,,,,,,,,,20130611,,,,40.90233997941616,-73.90895647340004
2P11442,A,ACTIVE,2049323,4314,22,1208,BX AND PELHAM PARKWAY,104610000,Bronx,Passenger Elevator (P),,,20111227,,,,,,,,,,20120109,,,,40.85704882764063,-73.85228149780606
2P11443,A,ACTIVE,2010507,2977,103,910,EAST 172 ST,104600000,Bronx,Passenger Elevator (P),20150311,NV,20120721,MRL ELEVATOR,44',150,2500,S,C,GL,F,A,20120731,1,5,,40.83390935366583,-73.8902154428417
2P11444,A,ACTIVE,2010507,2977,103,910,EAST 172 ST,104600000,Bronx,Passenger Elevator (P),20150311,NV,20120721,MRL ELEVATOR,44',150,2100,S,C,GL,F,A,20120731,1,5,,40.83390935366583,-73.8902154428417
2P11445,A,ACTIVE,2067189,4973,28,3957,PROVOST AVENUE,104660000,Bronx,Passenger Elevator (P),,,20120313,LU/LA,14'10,30,1400,,C,OH,I,A,20120320,1,2,,40.89047290931233,-73.827906002079
2P11446,A,ACTIVE,2814363,2727,4,1054,SIMPSON STREET,104590000,Bronx,Passenger Elevator (P),20150213,DF,20130311,MRL ELEVATOR,"71'1""",350,2500,O,C,GL,F,A,20130320,C,5,,40.82482664726249,-73.89266212521764
2P11447,A,ACTIVE,2814363,2727,4,1054,SIMPSON STREET,104590000,Bronx,Passenger Elevator (P),20150213,DF,20120724,MRL ELEVATOR,"71'1""",350,4500,O,C,GL,F,A,20120801,C,5,,40.82482664726249,-73.89266212521764
2P11448,A,ACTIVE,2092373,2409,96,927,COURTLANDT AVENUE,0,Bronx,Passenger Elevator (P),20150220,NV,20120608,,,,,,,,,,20120618,,,,40.82573140142458,-73.91443422282288
2P11449,A,ACTIVE,2092373,2409,96,927,COURTLANDT AVENUE,0,Bronx,Passenger Elevator (P),20150220,NV,20120608,,,,,,,,,,20120618,,,,40.82573140142458,-73.91443422282288
2P1145,A,ACTIVE,2048781,4286,13,2086,BRONX PK E,104620000,Bronx,Passenger Elevator (P),20141212,DF,,WATSON,,100,1500,S,C,BG,I,A,19940801,B,6,,40.85337966300995,-73.86858142879977
2P11450,A,ACTIVE,2083579,5756,235,3245,KINGSBRIDGE AVENUE,104630000,Bronx,Passenger Elevator (P),20131231,NV,20120524,,,,,,,,,,20120604,,,,40.88221803047308,-73.90473121469368
2P11451,A,ACTIVE,2102030,3273,1,491,EAST FORDHAM ROAD,104580000,Bronx,Passenger Elevator (P),20140718,NV,20120612,MRL ELEVATOR,69'11,200,2500,S,C,GL,F,A,20120619,"C,1",5,,40.86162340339812,-73.88533252929581
2P11452,A,ACTIVE,2102030,3273,1,491,EAST FORDHAM ROAD,104580000,Bronx,Passenger Elevator (P),20150722,NV,20120612,MRL ELEVATOR,69'11,200,2500,S,C,GL,F,A,20120619,"C,1",5,,40.86162340339812,-73.88533252929581
2P11453,A,ACTIVE,2120143,2699,43,1005,INTERVALE AVE,104590000,Bronx,Passenger Elevator (P),20150204,NV,20120814,MRL ELEVATOR,57'11,150,2500,,C,GL,F,A,20120817,LL,4,,40.823395303070235,-73.8972097669879
2P11454,A,ACTIVE,2810723,2692,68,1115,INTERVALE AVENUE,104590000,Bronx,Passenger Elevator (P),20150203,DF,20120918,,,,,,,,,,20120925,,,,40.826727295486116,-73.89710344669797
2P11455,A,ACTIVE,2810723,2692,68,1115,INTERVALE AVENUE,104590000,Bronx,Passenger Elevator (P),20150203,DF,20120918,,,,,,,,,,20120925,,,,40.826727295486116,-73.89710344669797
2P11456,A,ACTIVE,2098564,2693,9,1224,PROSPECT AVENUE,104590000,Bronx,Passenger Elevator (P),20150203,DF,20130408,,,,,,,,,,20130415,C,8,,40.827076817036456,-73.89816522874816
2P11457,A,ACTIVE,2118236,3064,100,4400,   3 AVENUE,0,Bronx,Passenger Elevator (P),20150701,DF,20120702,,58',150,3000,S,,OH,I,A,20120709,1,6,,40.85171647334848,-73.89253920880384
2P11458,A,ACTIVE,2118236,3064,100,4400,   3 AVENUE,0,Bronx,Passenger Elevator (P),20150701,DF,20120702,,58',150,3000,S,,OH,I,A,20120709,1,6,,40.85171647334848,-73.89253920880384
2P11459,A,ACTIVE,2003820,2568,68,717,E 140TH ST,104540000,Bronx,Passenger Elevator (P),20150125,DF,20130305,,,,,,,,,,20130319,,,,40.806546894152675,-73.91223736585023
2P1146,A,ACTIVE,2048781,4286,13,2086,BRONX PK E,104620000,Bronx,Passenger Elevator (P),20141212,DF,,WATSON,,100,1500,S,,BG,I,A,19940801,B,6,,40.85337966300995,-73.86858142879977
2P11460,A,ACTIVE,2812000,3937,200,1369,METROPOLITAN AVENUE,104620000,Bronx,Passenger Elevator (P),,,20120808,,,,,,,,,,20120813,,,,40.8349369,-73.8611643
2P11461,A,ACTIVE,2013561,3150,10,2252,RYER AVENUE,104570000,Bronx,Passenger Elevator (P),20150609,DF,20130214,,,,,,,,,,20131025,,,,40.85647872947446,-73.89882512392798
2P11462,A,ACTIVE,2013478,3148,20,262,EAST FORDHAM ROAD,104580000,Bronx,Passenger Elevator (P),20150608,NV,20121115,,,,,,,,,,20121127,,,,40.86186889942988,-73.89527399597095
2P11463,A,ACTIVE,2082944,5651,215,45,ELM TREE LANE,108030000,Bronx,Passenger Elevator (P),,,20120725,,,,,,,,,,20120801,,,,40.884814817649136,-73.79987480099848
2P11464,A,ACTIVE,2117656,3360,76,3560,WEBSTER AVENUE,104670000,Bronx,Passenger Elevator (P),,,20130114,MRL ELEVATOR,113',200,2500,O,C,GL,F,A,20130123,LL,12,,40.881808036927836,-73.86993198246327
2P11465,A,ACTIVE,2117656,3360,76,3560,WEBSTER AVENUE,104670000,Bronx,Passenger Elevator (P),,,20130104,MRL ELEVATOR,113',200,2500,O,C,GL,F,A,20130118,LL,12,,40.881808036927836,-73.86993198246327
2P11466,A,ACTIVE,2117802,3312,80,170,EAST MOSHOLU PARKWAY SOUT,104580000,Bronx,Passenger Elevator (P),20140913,DF,20130128,,,,,,,,,,20130205,,,,40.874991141049385,-73.8836497564243
2P11467,A,ACTIVE,2118169,3087,27,2309,BELMONT AVENUE,104580000,Bronx,Passenger Elevator (P),20150707,DF,20120928,,,,,,,,,,20121008,,,,40.85308648933636,-73.88721607544296
2P11468,A,ACTIVE,2003738,2562,56,767,EAST 133 ST,104540000,Bronx,Passenger Elevator (P),20150124,DF,20130408,TO REPLACE 2F186,34',100,2000,S,C,OH,I,A,20130416,B,3,,40.80125067873872,-73.9137035721229
2P11469,A,ACTIVE,2047109,4222,5,1500,PELHAM PKWY,104610000,Bronx,Passenger Elevator (P),20141217,NV,20120817,,,,,,,,,,20120824,,,,40.85656447548956,-73.84299577467283
2P1147,A,ACTIVE,2048782,4286,22,2100,BRONX PARK EAST,104620000,Bronx,Passenger Elevator (P),20141212,DF,,WATSON ELEV CO,,100,1500,S,,BG,I,A,19880711,B,6,,40.854024766131154,-73.86866690954831
2P11470,A,ACTIVE,2123364,5069,36,4453,WHITE PLAINS ROAD,104700000,Bronx,Passenger Elevator (P),20141226,NV,20120905,,,,,,,,,,20120907,,,,40.89990875840169,-73.85348485502763
2P11471,A,ACTIVE,2126620,2408,52,383,EAST 162 STREET,104510000,Bronx,Passenger Elevator (P),20150224,DF,20130211,,,,,,,,,,20140804,,,,40.82528081357357,-73.91382416404304
2P11472,A,ACTIVE,2126620,2408,52,383,EAST 162 STREET,104510000,Bronx,Passenger Elevator (P),20150224,DF,20130306,,,,,,,,,,20130408,,,,40.82528081357357,-73.91382416404304
2P11473,A,ACTIVE,2101568,2283,88,431,EAST 138 STREET,104540000,Bronx,Passenger Elevator (P),20150112,DF,20121018,MRL ELEVATOR,"97'8""",350,2500,O,C,GL,F,A,20121026,1,8,,40.80891692137817,-73.92170583630761
2P11474,A,ACTIVE,2126620,2408,52,383,EAST 162 STREET,104510000,Bronx,Passenger Elevator (P),20150224,DF,20121119,MRL ELEVATOR,"91'8""",200,2500,S,C,GL,F,A,20121127,"C,1",10,,40.82528081357357,-73.91382416404304
2P11475,A,ACTIVE,2126620,2408,52,383,EAST 162 STREET,104510000,Bronx,Passenger Elevator (P),20150224,DF,20130304,MRL ELEVATOR,81'2,200,2500,S,C,GL,F,A,20130319,1,10,,40.82528081357357,-73.91382416404304
2P11476,A,ACTIVE,2124395,2919,43,3859,3 AVENUE,104570000,Bronx,Passenger Elevator (P),20150309,NV,20121128,,"90'1""",350,2500,O,C,GL,F,A,20121204,"C,1",9,,40.83875540898766,-73.90112888254107
2P11477,A,ACTIVE,2124395,2919,43,3859,3 AVENUE,104570000,Bronx,Passenger Elevator (P),20150309,NV,20121128,,"90'1""",350,2500,O,C,GL,F,A,20121204,"C,1",9,,40.83875540898766,-73.90112888254107
2P11478,J,NO JURIST,2124403,5830,3920,5020,GROSVENOR AVENUE,104170000,Bronx,Passenger Elevator (P),,,20130529,PRIVATE RESIDENCE,30',40,950,S,,OH,I,A,20130611,1,4,,40.8978944940938,-73.90330889239539
2P11479,A,ACTIVE,2008409,2864,21,1349,INWOOD AVENUE,104520000,Bronx,Passenger Elevator (P),20150512,NV,20130311,,,,,,,,,,20130320,,,,40.839607178531594,-73.92000003957492
2P1148,A,ACTIVE,2048782,4286,22,2100,BRONX PARK EAST,104620000,Bronx,Passenger Elevator (P),20141212,DF,,WATSON,,100,1500,S,,BG,I,A,19880711,B,6,,40.854024766131154,-73.86866690954831
2P11480,A,ACTIVE,2008728,2873,13,1402,NELSON AVENUE,104520000,Bronx,Passenger Elevator (P),20150515,DF,20130104,,,,,,,,,,20130116,,,,40.842257070073735,-73.92181839232585
2P11481,A,ACTIVE,2124445,3357,37,3170,WEBSTER AVENUE,104670000,Bronx,Passenger Elevator (P),20150910,NV,20130503,,,,,,,,,,20130520,,,,40.87273389384533,-73.87472623660433
2P11482,A,ACTIVE,2124445,3357,37,3170,WEBSTER AVENUE,104670000,Bronx,Passenger Elevator (P),20150910,NV,20130625,,,,,,,,,,20150714,,,,40.87273389384533,-73.87472623660433
2P11483,A,ACTIVE,2124445,3357,37,3170,WEBSTER AVENUE,104670000,Bronx,Passenger Elevator (P),20150910,NV,20130625,,,,,,,,,,20130708,,,,40.87273389384533,-73.87472623660433
2P11484,A,ACTIVE,2002298,2435,45,1201,FINDLAY AVENUE,104560000,Bronx,Passenger Elevator (P),20150319,NV,20130507,REPLACE 2S315,"9'3""",75,2500,S,,OH,,A,20140711,1,B,,40.83179021615061,-73.91241365729857
2P11485,W,WK IN PROG,2088325,3033,33,1,FORDHAM PLAZA,0,Bronx,Passenger Elevator (P),20150703,NV,,,,,,,,,,,20120830,,,,40.86019249172871,-73.89002383524421
2P11486,A,ACTIVE,2009747,2934,1,1309,BOSTON ROAD,104560000,Bronx,Passenger Elevator (P),,,20140204,LU/LA,26',30,1400,,,OH,I,A,20140207,"B,1",L,,40.83154703049328,-73.90024342524652
2P11487,A,ACTIVE,2062845,4820,20,3961,CARPENTER AVENUE,104660000,Bronx,Passenger Elevator (P),20141222,NV,20130401,,,,,,,,,,20130410,,,,40.8883004964396,-73.86389028814152
2P11488,A,ACTIVE,2097309,3247,165,250,BEDFORD PARK BLVD WEST,104680000,Bronx,Passenger Elevator (P),20150803,DF,20130322,,"12'2""",80UP,4500,S,,OH,,A,20130408,1,2,,40.87446512596407,-73.89316415630576
2P11489,A,ACTIVE,2117673,4174,10,3435,BRUCKNER BOULEVARD,104610000,Bronx,Passenger Elevator (P),,,20150323,,90',200,2500,S,C,OG,I,A,20150327,C,8,,40.846394232405366,-73.82688150423304
2P1149,A,ACTIVE,2048782,4286,22,2100,BRONX PARK EAST,104620000,Bronx,Passenger Elevator (P),20141212,DF,,WATSON,,100,1800,S,C,BG,N,A,19880711,B,6,,40.854024766131154,-73.86866690954831
2P11490,A,ACTIVE,2088142,2373,27,3589,THIRD AVENUE,104560000,Bronx,Passenger Elevator (P),20130528,NV,20130528,,,,,,,,,,20130611,,,,40.832605380155904,-73.90544186927903
2P11491,A,ACTIVE,2118418,2335,6,201,EAST  144 STREET,104510000,Bronx,Passenger Elevator (P),20150112,NV,20130118,MRL ELEVATOR,"76'8""",200,3500,S,C,GL,F,A,20130125,"C,1",5,,40.8164704538276,-73.92594556149378
2P11492,A,ACTIVE,2001080,2349,90,385,GERARD AVE,104510000,Bronx,Passenger Elevator (P),20150118,DF,20130503,TO REPLACE 2F595,133'8,200,8000,S,C,OG,F,A,20140130,1,12,,40.816745019154766,-73.93050458405816
2P11493,A,ACTIVE,2001080,2349,90,385,GERARD AVE,104510000,Bronx,Passenger Elevator (P),20150118,NV,20130927,TO REPLACE 2F596,133'8,200,8000,S,C,OG,F,A,20131007,1,12,,40.816745019154766,-73.93050458405816
2P11494,A,ACTIVE,2001080,2349,90,385,GERARD AVE,104510000,Bronx,Passenger Elevator (P),20150118,NV,20130503,,,,,,,,,,20130520,,,,40.816745019154766,-73.93050458405816
2P11495,A,ACTIVE,2001080,2349,90,385,GERARD AVE,104510000,Bronx,Passenger Elevator (P),20150118,NV,20130927,,,,,,,,,,20131007,,,,40.816745019154766,-73.93050458405816
2P11496,A,ACTIVE,2120673,3217,11,2206,ANDREWS AVENUE,104530000,Bronx,Passenger Elevator (P),20150731,NV,20131018,LU/LA,22',30,1400,,,OH,I,A,20131030,1,3,,40.85880128177832,-73.90937396631847
2P11497,A,ACTIVE,2007696,2808,93,2015,GRAND CONCOURSE,104530000,Bronx,Passenger Elevator (P),,,20130730,,,,,,,,,,20130820,,,,40.85167236682344,-73.9048219562141
2P11498,A,ACTIVE,2118398,4671,64,856,EAST  213 STREET,104670000,Bronx,Passenger Elevator (P),20141224,DF,20130813,,,,,,,,,,20130822,,,,40.87765438440866,-73.85976080768963
2P11499,A,ACTIVE,2811119,3179,4,2058,JEROME AVENUE,104530000,Bronx,Passenger Elevator (P),20150617,DF,20131221,,,,,,,,,,20131227,,,,40.85407002641328,-73.90669822538393
2P1150,A,ACTIVE,2048782,4286,22,2100,BRONX PARK EAST,104620000,Bronx,Passenger Elevator (P),20141212,DF,,WATSON,,100,1500,S,C,BG,I,P,19880711,B,6,,40.854024766131154,-73.86866690954831
2P11500,A,ACTIVE,2811119,3179,4,2058,JEROME AVENUE,104530000,Bronx,Passenger Elevator (P),,,20131221,,,,,,,,,,20131227,,,,40.85407002641328,-73.90669822538393
2P11501,A,ACTIVE,2022094,3596,35,715,SOUNDVIEW AVENUE,104730000,Bronx,Passenger Elevator (P),20141020,NV,20130723,,,,,,,,,,20130805,,,,40.819763563507294,-73.86482893052151
2P11502,A,ACTIVE,2118089,2668,57,880,TINTON AVENUE,104560000,Bronx,Passenger Elevator (P),20150226,DF,20130409,,,,,,,,,,20130415,,,,40.821185644624734,-73.90337338267908
2P11503,W,WK IN PROG,2085812,5911,1140,535,WEST  246 STREET,104710000,Bronx,Passenger Elevator (P),,,,,18.6,100,2500,S,,OH,,A,20121221,1,3,,40.8934032880219,-73.90894701184068
2P11504,A,ACTIVE,2042413,4002,51,2626,EAST TREMONT AVE,104610000,Bronx,Passenger Elevator (P),,,20150331,,,,,,,,,,20150420,,,,40.8427358239482,-73.84647274072053
2P11505,A,ACTIVE,2010593,2982,23,920,E. 173 ST,104600000,Bronx,Passenger Elevator (P),20140320,DF,20130903,,,,,,,,,,20130909,,,,40.83546397097354,-73.88851077869423
2P11506,A,ACTIVE,2042238,3997,25,2432,LYVERE STREET,104610000,Bronx,Passenger Elevator (P),20141119,DF,20130304,MRL ELEVATOR,"69'8""",200,2500,S,C,GL,F,A,20130319,"C,1",7,,40.84187544662741,-73.85178752492472
2P11507,A,ACTIVE,2117814,3335,41,245,EAST MOSHOLU PARKWAY NORT,104670000,Bronx,Passenger Elevator (P),20150831,NV,20130812,MRL ELEVATOR,"78'8""",200,2500,S,C,GL,F,A,20130822,1,8,,40.87364865262258,-73.88063646695251
2P11508,A,ACTIVE,2117814,3335,41,245,EAST MOSHOLU PARKWAY NORT,104670000,Bronx,Passenger Elevator (P),20150831,NV,20130812,MRL ELEVATOR,"78'8""",200,2100,S,C,GL,F,A,20130906,1,8,,40.87364865262258,-73.88063646695251
2P11509,A,ACTIVE,2125035,4226,75,350,MARCONI STREET,104610000,Bronx,Passenger Elevator (P),,,20150406,,,,,,,,,,20150421,,,,40.855124608374965,-73.83589957016484
2P1151,A,ACTIVE,2048782,4286,22,2100,BRONX PARK EAST,104620000,Bronx,Passenger Elevator (P),20141212,DF,19970204,WATSON ELEV CO,,100,1500,S,C,BG,I,P,19880711,B,6,,40.854024766131154,-73.86866690954831
2P11510,A,ACTIVE,2125035,4226,75,350,MARCONI STREET,104610000,Bronx,Passenger Elevator (P),,,20150406,,,,,,,,,,20150421,,,,40.855124608374965,-73.83589957016484
2P11511,A,ACTIVE,2125035,4226,75,350,MARCONI STREET,104610000,Bronx,Passenger Elevator (P),,,20150504,,,,,,,,,,20150526,,,,40.855124608374965,-73.83589957016484
2P11512,A,ACTIVE,2125035,4226,75,350,MARCONI STREET,104610000,Bronx,Passenger Elevator (P),,,20150504,,,,,,,,,,20150526,,,,40.855124608374965,-73.83589957016484
2P11513,A,ACTIVE,2007451,2797,39,1771,MONROE AVENUE,104570000,Bronx,Passenger Elevator (P),20150517,DF,20131227,MRL ELEVATOR,100',200,2500,O,C,GL,F,A,20140103,"C,1",11,,40.84592659614089,-73.90683615020802
2P11514,A,ACTIVE,2007451,2797,39,1771,MONROE AVENUE,104570000,Bronx,Passenger Elevator (P),20150517,DF,20130819,MRL ELEVATOR,100',200,2500,O,C,GL,F,A,20130903,"C,1",11,,40.84592659614089,-73.90683615020802
2P11515,A,ACTIVE,2126986,5033,1,4353,BRONX BOULEVARD,104660000,Bronx,Passenger Elevator (P),20141223,NV,20130820,,"36'8""",100,4500,S,,OH,,A,20130903,C,2,,40.898118239712055,-73.85931250414494
2P11516,A,ACTIVE,2126986,5033,1,4353,BRONX BOULEVARD,104660000,Bronx,Passenger Elevator (P),20141223,NV,20130820,,"36'8""",100,4500,S,,OH,,A,20130903,C,2,,40.898118239712055,-73.85931250414494
2P11517,A,ACTIVE,2118466,2527,50,240,WEST  167 STREET,104520000,Bronx,Passenger Elevator (P),20150506,DF,20140523,MRL ELEVATOR,106'7,350,2100,O,C,GL,F,A,20140603,"B,1",11,,40.83898168148172,-73.92882976316709
2P11518,A,ACTIVE,2118466,2527,50,240,WEST  167 STREET,104520000,Bronx,Passenger Elevator (P),20150506,DF,20140523,MRL ELEVATOR,106'7,350,2100,O,C,GL,F,A,20140603,"B,1",11,,40.83898168148172,-73.92882976316709
2P11519,A,ACTIVE,2118466,2527,50,240,WEST  167 STREET,104520000,Bronx,Passenger Elevator (P),20150506,DF,20140523,MRL ELEVATOR,106'7,350,2500,O,C,GL,F,A,20140603,"B,1",11,,40.83898168148172,-73.92882976316709
2P1152,A,ACTIVE,2048782,4286,22,2100,BRONX PARK EAST,104620000,Bronx,Passenger Elevator (P),20141212,DF,,WATSON ELEV CO,,100,1500,S,C,BG,I,P,19880711,B,6,,40.854024766131154,-73.86866690954831
2P11520,A,ACTIVE,2094722,3273,390,515,EAST FORDHAM ROAD,104580000,Bronx,Passenger Elevator (P),20150722,NV,20130614,MRL ELEVATOR,"34'4""",150,4500,,C,GL,F,A,20130626,1,4,,40.86016528257401,-73.8874245944441
2P11521,A,ACTIVE,2088300,2940,45,1767,SOUTHERN BOULEVARD,104600000,Bronx,Passenger Elevator (P),,,20140801,,"24'7""",100,2500,S,C,OH,I,A,20141203,"C,1",2,,40.837692187374884,-73.88800470988615
2P11522,A,ACTIVE,2118985,2957,5,867,CROTONA PARK NORTH,104600000,Bronx,Passenger Elevator (P),20150626,NV,20131203,MRL ELEVATOR,83',200,2500,,C,GL,F,A,20131205,"C,1",8,,40.83939489999999,-73.88920759999999
2P11523,A,ACTIVE,2008033,2839,36,27,EAST 169 STREET,104520000,Bronx,Passenger Elevator (P),20150506,NV,20140210,MRL ELEVATOR,120',350,2500,O,C,GL,F,A,20140225,"C,1",13,,40.83769588044564,-73.91860013777497
2P11524,A,ACTIVE,2008033,2839,36,27,EAST 169 STREET,104520000,Bronx,Passenger Elevator (P),20150506,NV,20140210,MRL ELEVATOR,109',350,2100,O,C,GL,F,A,20140225,1,13,,40.83769588044564,-73.91860013777497
2P11525,A,ACTIVE,2802957,2839,10,12,CLARKE PLACE,104520000,Bronx,Passenger Elevator (P),20150506,NV,20140215,MRL ELEVATOR,"88'1""",350,2500,O,C,GL,F,A,20140303,1,11,,40.83792908879197,-73.91846975093753
2P11526,A,ACTIVE,2802957,2839,10,12,CLARKE PLACE,104520000,Bronx,Passenger Elevator (P),20150506,NV,20140715,MRL ELEVATOR,"99'5""",350,2500,O,C,GL,F,A,20140804,"C,1",11,,40.83792908879197,-73.91846975093753
2P11527,A,ACTIVE,2069605,5036,20,4376,BRONX BOULEVARD,104660000,Bronx,Passenger Elevator (P),20141223,DF,20130619,,14',100,2500,S,,OH,,A,20130626,1,2R,,40.89918964027051,-73.8578669477956
2P11528,A,ACTIVE,2125035,4226,75,350,MARCONI STREET,104610000,Bronx,Passenger Elevator (P),,,20150504,,,,,,,,,,20150526,,,,40.855124608374965,-73.83589957016484
2P11529,A,ACTIVE,2101020,5937,440,665,WEST  252 STREET,0,Bronx,Passenger Elevator (P),20141014,DF,20130705,,"22'4""",100,2000,S,,OH,,A,20130715,B,2,,40.898884374803835,-73.91243737927662
2P1153,A,ACTIVE,2084228,5804,1150,4499,WALDO AVE,104710000,Bronx,Passenger Elevator (P),20141009,NV,,,60',100,3000,S,C,BG,I,A,19881201,1,5,,40.890538592600336,-73.90313151874616
2P11530,A,ACTIVE,2080263,5559,1,815,HUTCHINSON RIVER PARKWAY,10465,Bronx,Passenger Elevator (P),,,20140715,,,,,,,,,,20140805,,,,40.82358448767847,-73.83740454773869
2P11531,A,ACTIVE,2080263,5559,1,815,HUTCHINSON RIVER PARKWAY,10465,Bronx,Passenger Elevator (P),,,20140715,,,,,,,,,,20140805,,,,40.82358448767847,-73.83740454773869
2P11533,A,ACTIVE,2115902,2940,40,1779,SOUTHERN BOULEVARD,104600000,Bronx,Passenger Elevator (P),20150314,DF,20131104,,,,,,,,,,20131113,,,,40.837988390977614,-73.8877729194014
2P11534,A,ACTIVE,2010344,2969,1,750,JENNINGS ST,104590000,Bronx,Passenger Elevator (P),20150309,DF,20140310,,"33'6""",125,4500,S,C,OH,F,A,20140324,B,3,,40.831399431571725,-73.89781170942905
2P11535,A,ACTIVE,2047304,4233,65,2875,ST THERESA AVENUE,104610000,Bronx,Passenger Elevator (P),20141120,NV,20130920,LULA,18'10,30,1400,,,OH,I,A,20130930,1,3,,40.84963061233236,-73.83271061414034
2P11536,A,ACTIVE,2118385,4662,23,715,EAST  214 STREET,104670000,Bronx,Passenger Elevator (P),,,20131211,,,,,,,,,,20131216,,,,40.879811303705594,-73.86400530484471
2P11537,A,ACTIVE,2008056,2841,5,2,ELLIOT PLACE,104520000,Bronx,Passenger Elevator (P),20150507,DF,20140115,,,,,,,,,,20140121,,,,40.8392818480914,-73.91792960650442
2P11538,A,ACTIVE,2116861,2621,32,601,EAST  163 STREET,104560000,Bronx,Passenger Elevator (P),20150224,NV,20131101,,,,,,,,,,20131119,,,,40.82397492025908,-73.90750280251574
2P11539,A,ACTIVE,2117445,2453,61,232,EAST  169 STREET,104560000,Bronx,Passenger Elevator (P),20150319,DF,20140110,,,,,,,,,,20140122,,,,40.835573965065365,-73.9144577022596
2P1154,A,ACTIVE,2084228,5804,1150,4499,WALDO AVE,104710000,Bronx,Passenger Elevator (P),20141009,NV,,,70',100,2250,S,C,BG,I,A,19881201,"B,1",5,,40.890538592600336,-73.90313151874616
2P11540,A,ACTIVE,2800872,3050,76,2265,BATHGATE AVENUE,104570000,Bronx,Passenger Elevator (P),20150708,NV,20140714,,,,,,,,,,20140728,,,,40.85412636429211,-73.89258230779268
2P11541,A,ACTIVE,2117335,4226,55,1250,WATERS PLACE,104610000,Bronx,Passenger Elevator (P),,,20140922,,,,,,,,,,20141008,,,,40.85277106608909,-73.83885139119155
2P11542,A,ACTIVE,2117335,4226,55,1250,WATERS PLACE,104610000,Bronx,Passenger Elevator (P),,,20140922,,,,,,,,,,20141008,,,,40.85277106608909,-73.83885139119155
2P11543,A,ACTIVE,2117335,4226,55,1250,WATERS PLACE,104610000,Bronx,Passenger Elevator (P),,,20140924,,,,,,,,,,20141008,,,,40.85277106608909,-73.83885139119155
2P11544,A,ACTIVE,2117335,4226,55,1250,WATERS PLACE,104610000,Bronx,Passenger Elevator (P),,,20140926,,,,,,,,,,20141010,,,,40.85277106608909,-73.83885139119155
2P11545,A,ACTIVE,2117335,4226,55,1250,WATERS PLACE,104610000,Bronx,Passenger Elevator (P),,,20140926,,,,,,,,,,20141010,,,,40.85277106608909,-73.83885139119155
2P11546,A,ACTIVE,2117335,4226,55,1250,WATERS PLACE,104610000,Bronx,Passenger Elevator (P),,,20141014,,"16'6""",100,3000,,,OH,,A,20150805,3,4,,40.85277106608909,-73.83885139119155
2P11547,A,ACTIVE,2832131,4007,15,1160,LEBANON STREET,104600000,Bronx,Passenger Elevator (P),20150723,DF,20140611,,,,,,,,,,20140630,,,,40.84028317050887,-73.87464278166256
2P11548,A,ACTIVE,2832131,4007,15,1160,LEBANON STREET,104600000,Bronx,Passenger Elevator (P),20150723,DF,20140611,,74,350,2500,O,C,OG,F,A,20140630,C,8,,40.84028317050887,-73.87464278166256
2P11549,A,ACTIVE,2832132,4007,15,1175,EAST TREMONT AVENUE,104600000,Bronx,Passenger Elevator (P),,,20150317,MRL ELEVATOR,"86'4""",350,2500,O,C,GL,F,A,20150415,1,10,,40.84028317050887,-73.87464278166256
2P1155,A,ACTIVE,2007872,2824,45,1706,SELWYN AVE,104570000,Bronx,Passenger Elevator (P),20150501,DF,,A B SEE ELEV CO,,100,1800,S,C,BG,I,A,19880711,B,6,,40.84467481634833,-73.9100510137291
