x,qx,lx,dx,Lx,Tx,ex,sex,year
56,0.00962,80980,779,80590,1912445,23.62,M,1940
57,0.01026,80200,823,79789,1831855,22.84,M,1940
58,0.01099,79377,872,78941,1752066,22.07,M,1940
59,0.0119,78505,935,78038,1673125,21.31,M,1940
60,0.01268,77571,984,77079,1595087,20.56,M,1940
61,0.01358,76587,1040,76067,1518008,19.82,M,1940
62,0.01468,75547,1109,74992,1441941,19.09,M,1940
63,0.01589,74438,1183,73847,1366949,18.36,M,1940
64,0.01718,73255,1259,72626,1293102,17.65,M,1940
65,0.01862,71997,1341,71327,1220476,16.95,M,1940
66,0.02021,70656,1428,69942,1149149,16.26,M,1940
67,0.02191,69228,1517,68470,1079207,15.59,M,1940
68,0.02371,67711,1606,66908,1010737,14.93,M,1940
69,0.02564,66106,1695,65258,943829,14.28,M,1940
70,0.02785,64411,1794,63514,878570,13.64,M,1940
71,0.0303,62617,1897,61668,815056,13.02,M,1940
72,0.03281,60720,1992,59724,753388,12.41,M,1940
73,0.03533,58728,2075,57690,693665,11.81,M,1940
74,0.03799,56653,2152,55577,635974,11.23,M,1940
75,0.04108,54500,2239,53381,580398,10.65,M,1940
76,0.04469,52262,2336,51094,527017,10.08,M,1940
77,0.04872,49926,2432,48710,475923,9.53,M,1940
78,0.05317,47494,2525,46231,427213,9,M,1940
79,0.05813,44969,2614,43662,380981,8.47,M,1940
80,0.06369,42355,2697,41006,337319,7.96,M,1940
81,0.07003,39658,2777,38269,296313,7.47,M,1940
82,0.07739,36880,2854,35453,258044,7,M,1940
83,0.08598,34026,2925,32563,222590,6.54,M,1940
84,0.09574,31101,2978,29612,190027,6.11,M,1940
85,0.10653,28123,2996,26625,160415,5.7,M,1940
86,0.11818,25127,2970,23643,133790,5.32,M,1940
87,0.13057,22158,2893,20711,110147,4.97,M,1940
88,0.14363,19265,2767,17881,89436,4.64,M,1940
89,0.15737,16498,2596,15200,71555,4.34,M,1940
90,0.17185,13901,2389,12707,56355,4.05,M,1940
91,0.18711,11512,2154,10435,43649,3.79,M,1940
92,0.20325,9358,1902,8407,33213,3.55,M,1940
93,0.22031,7456,1643,6635,24806,3.33,M,1940
94,0.23835,5814,1386,5121,18171,3.13,M,1940
95,0.25608,4428,1134,3861,13050,2.95,M,1940
96,0.27319,3294,900,2844,9189,2.79,M,1940
97,0.28936,2394,693,2048,6345,2.65,M,1940
98,0.30428,1701,518,1443,4297,2.53,M,1940
99,0.31763,1184,376,996,2855,2.41,M,1940
100,0.33157,808,268,674,1859,2.3,M,1940
101,0.34613,540,187,446,1185,2.19,M,1940
102,0.36134,353,128,289,739,2.09,M,1940
103,0.37722,225,85,183,449,1.99,M,1940
104,0.39382,140,55,113,266,1.9,M,1940
105,0.41115,85,35,68,154,1.8,M,1940
106,0.42925,50,22,39,86,1.72,M,1940
107,0.44816,29,13,22,47,1.63,M,1940
108,0.46792,16,7,12,24,1.55,M,1940
109,0.48855,8,4,6,12,1.47,M,1940
110,0.51011,4,2,3,6,1.39,M,1940
111,0.53264,2,1,2,3,1.31,M,1940
112,0.55617,1,1,1,1,1.24,M,1940
113,0.58075,0,0,0,1,1.17,M,1940
114,0.60642,0,0,0,0,1.11,M,1940
115,0.63324,0,0,0,0,1.04,M,1940
116,0.66128,0,0,0,0,0.98,M,1940
117,0.69056,0,0,0,0,0.92,M,1940
118,0.72124,0,0,0,0,0.87,M,1940
119,0.75314,0,0,0,0,0.81,M,1940
0,0.04163,100000,4163,96576,7574927,75.75,F,1940
1,0.00497,95837,476,95599,7478351,78.03,F,1940
2,0.00208,95361,198,95262,7382751,77.42,F,1940
3,0.00164,95163,156,95085,7287489,76.58,F,1940
4,0.00129,95007,123,94946,7192404,75.7,F,1940
5,0.001,94884,95,94837,7097458,74.8,F,1940
6,7.6e-4,94789,72,94753,7002622,73.88,F,1940
7,5.8e-4,94717,55,94689,6907869,72.93,F,1940
8,5.1e-4,94662,49,94638,6813179,71.97,F,1940
9,4.6e-4,94613,43,94592,6718542,71.01,F,1940
10,4e-4,94570,38,94551,6623950,70.04,F,1940
11,3.7e-4,94532,35,94515,6529399,69.07,F,1940
12,4.3e-4,94497,40,94477,6434885,68.1,F,1940
13,4.3e-4,94457,40,94437,6340408,67.12,F,1940
14,4.2e-4,94417,40,94397,6245971,66.15,F,1940
15,4.8e-4,94377,45,94355,6151574,65.18,F,1940
16,5.5e-4,94332,51,94306,6057219,64.21,F,1940
17,6.3e-4,94281,60,94251,5962913,63.25,F,1940
18,6e-4,94221,56,94193,5868662,62.29,F,1940
19,6.3e-4,94165,59,94135,5774469,61.32,F,1940
20,6.3e-4,94106,60,94076,5680333,60.36,F,1940
21,6.4e-4,94046,60,94016,5586257,59.4,F,1940
22,7.1e-4,93986,66,93953,5492241,58.44,F,1940
23,7.4e-4,93920,69,93885,5398289,57.48,F,1940
24,7.6e-4,93850,72,93815,5304404,56.52,F,1940
25,7.7e-4,93779,72,93743,5210589,55.56,F,1940
26,8.2e-4,93706,76,93668,5116847,54.61,F,1940
27,8.3e-4,93630,78,93591,5023179,53.65,F,1940
28,9.1e-4,93552,85,93510,4929588,52.69,F,1940
29,9.6e-4,93467,90,93422,4836078,51.74,F,1940
30,0.00101,93377,94,93330,4742655,50.79,F,1940
31,0.00108,93283,100,93233,4649325,49.84,F,1940
32,0.00115,93183,107,93130,4556091,48.89,F,1940
33,0.00119,93076,110,93021,4462962,47.95,F,1940
34,0.00119,92966,111,92911,4369941,47.01,F,1940
35,0.00121,92855,113,92799,4277030,46.06,F,1940
36,0.00126,92743,117,92684,4184231,45.12,F,1940
37,0.00134,92626,124,92564,4091546,44.17,F,1940
38,0.00142,92502,131,92436,3998982,43.23,F,1940
39,0.00153,92371,141,92300,3906546,42.29,F,1940
40,0.00164,92230,151,92154,3814246,41.36,F,1940
41,0.00172,92079,158,92000,3722091,40.42,F,1940
42,0.00183,91921,168,91837,3630091,39.49,F,1940
43,0.00197,91753,181,91663,3538254,38.56,F,1940
44,0.00216,91572,198,91473,3446592,37.64,F,1940
45,0.00234,91374,214,91268,3355118,36.72,F,1940
46,0.00252,91161,230,91046,3263850,35.8,F,1940
47,0.00277,90931,252,90805,3172804,34.89,F,1940
48,0.00303,90679,274,90542,3081999,33.99,F,1940
49,0.00323,90405,292,90259,2991457,33.09,F,1940
50,0.00356,90113,320,89953,2901198,32.2,F,1940
51,0.00381,89792,342,89621,2811245,31.31,F,1940
52,0.00413,89450,369,89266,2721624,30.43,F,1940
53,0.00453,89081,404,88879,2632358,29.55,F,1940
54,0.00491,88677,436,88459,2543479,28.68,F,1940
55,0.00537,88242,474,88004,2455019,27.82,F,1940
56,0.00571,87767,502,87517,2367015,26.97,F,1940
57,0.00628,87266,548,86992,2279498,26.12,F,1940
58,0.00671,86717,582,86426,2192506,25.28,F,1940
59,0.00736,86135,634,85818,2106080,24.45,F,1940
60,0.00797,85501,681,85161,2020262,23.63,F,1940
61,0.00863,84820,732,84454,1935101,22.81,F,1940
62,0.00949,84088,798,83688,1850648,22.01,F,1940
63,0.01037,83289,864,82857,1766959,21.21,F,1940
64,0.01132,82425,933,81959,1684102,20.43,F,1940
65,0.0124,81492,1011,80987,1602143,19.66,F,1940
66,0.01358,80482,1093,79935,1521157,18.9,F,1940
67,0.01483,79388,1178,78800,1441222,18.15,F,1940
68,0.01614,78211,1262,77580,1362422,17.42,F,1940
69,0.01753,76949,1349,76274,1284843,16.7,F,1940
70,0.01912,75600,1445,74877,1208568,15.99,F,1940
71,0.0209,74155,1549,73380,1133691,15.29,F,1940
72,0.02273,72605,1651,71780,1060311,14.6,F,1940
73,0.02461,70955,1746,70081,988531,13.93,F,1940
74,0.02661,69208,1842,68288,918450,13.27,F,1940
75,0.02895,67367,1950,66392,850162,12.62,F,1940
76,0.03168,65417,2072,64380,783771,11.98,F,1940
77,0.03467,63344,2196,62246,719390,11.36,F,1940
78,0.03791,61148,2318,59989,657144,10.75,F,1940
79,0.04148,58830,2440,57610,597155,10.15,F,1940
80,0.04561,56390,2572,55104,539545,9.57,F,1940
81,0.05039,53818,2712,52462,484441,9,F,1940
82,0.05585,51106,2854,49679,431979,8.45,F,1940
83,0.06212,48252,2997,46753,382300,7.92,F,1940
84,0.06929,45254,3136,43687,335547,7.41,F,1940
85,0.07742,42119,3261,40488,291861,6.93,F,1940
86,0.08651,38858,3362,37177,251373,6.47,F,1940
87,0.096560000000000007,35496,3427,33782,214195,6.03,F,1940
88,0.10754,32069,3449,30344,180413,5.63,F,1940
89,0.11946,28620,NA,26911,150069,5.24,F,1940
90,0.13232,25201,3334,23534,123158,4.89,F,1940
91,0.14614,21867,3196,20269,99624,4.56,F,1940
92,0.16096,18671,3005,17168,79355,4.25,F,1940
93,0.17679,15666,2770,14281,62187,3.97,F,1940
94,0.19367,12896,2498,11647,47906,3.71,F,1940
95,0.21054,10399,2189,9304,36258,3.49,F,1940
96,0.22714,8209,1865,7277,26954,3.28,F,1940
97,0.24315,6345,1543,5573,19677,3.1,F,1940
98,0.25823,4802,1240,4182,14104,2.94,F,1940
99,0.27208,3562,969,3077,9922,2.79,F,1940
100,0.28667,2593,743,2221,6845,2.64,F,1940
101,0.30205,1850,559,1570,4623,2.5,F,1940
102,0.31827,1291,411,1085,3053,2.37,F,1940
103,0.33537,880,295,732,1968,2.24,F,1940
104,0.35339,585,207,482,1235,2.11,F,1940
105,0.37239,378,141,308,754,1.99,F,1940
106,0.39242,237,93,191,446,1.88,F,1940
107,0.41354,144,60,114,255,1.77,F,1940
108,0.4358,85,37,66,141,1.66,F,1940
109,0.45928,48,22,37,75,1.56,F,1940
110,0.48404,26,12,20,38,1.47,F,1940
111,0.51015,13,7,10,18,1.38,F,1940
112,0.53766,7,4,5,8,1.29,F,1940
113,0.56667,3,2,2,4,1.2,F,1940
114,0.59728,1,1,1,1,1.12,F,1940
115,0.62954,1,0,0,1,1.05,F,1940
116,0.66128,0,0,0,0,0.98,F,1940
117,0.69056,0,0,0,0,0.92,F,1940
118,0.72124,0,0,0,0,0.87,F,1940
119,0.75314,0,0,0,0,0.81,F,1940
0,0.03279,100000,3279,97115,7245194,72.45,M,1950
1,0.00239,96721,231,96605,7148079,73.9,M,1950
2,0.00153,96489,148,96415,7051474,73.08,M,1950
3,0.00108,96341,104,96289,6955059,72.19,M,1950
4,7.8e-4,96237,75,96199,6858770,71.27,M,1950
5,6.7e-4,96162,64,96130,6762570,70.32,M,1950
6,5.9e-4,96097,57,96069,6666441,69.37,M,1950
7,5.8e-4,96040,56,96013,6570372,68.41,M,1950
8,5.1e-4,95985,49,95960,6474359,67.45,M,1950
9,4.9e-4,95936,47,95912,6378399,66.49,M,1950
10,4.3e-4,95888,41,95868,6282487,65.52,M,1950
11,4.1e-4,95847,39,95827,6186620,64.55,M,1950
12,4.7e-4,95808,45,95785,6090792,63.57,M,1950
13,5.7e-4,95762,55,95735,5995007,62.6,M,1950
14,7.9e-4,95707,76,95670,5899272,61.64,M,1950
15,0.00102,95632,97,95583,5803603,60.69,M,1950
16,0.00129,95535,123,95473,5708019,59.75,M,1950
17,0.00151,95411,144,95339,5612546,58.82,M,1950
18,0.00178,95267,170,95182,5517207,57.91,M,1950
19,0.00202,95097,192,95001,5422025,57.02,M,1950
20,0.00209,94905,199,94806,5327024,56.13,M,1950
21,0.00218,94707,206,94604,5232218,55.25,M,1950
22,0.00227,94501,214,94393,5137614,54.37,M,1950
23,0.00226,94286,213,94180,5043221,53.49,M,1950
24,0.00208,94074,196,93976,4949041,52.61,M,1950
25,0.00203,93878,190,93783,4855065,51.72,M,1950
26,0.00184,93688,172,93602,4761282,50.82,M,1950
27,0.00187,93516,174,93429,4667680,49.91,M,1950
28,0.00181,93341,169,93257,4574251,49.01,M,1950
29,0.00188,93173,175,93085,4480994,48.09,M,1950
30,0.00189,92998,176,92910,4387909,47.18,M,1950
31,0.00185,92822,172,92736,4294999,46.27,M,1950
32,0.0018600000000000001,92650,173,92564,4202263,45.36,M,1950
33,0.00187,92477,173,92391,4109700,44.44,M,1950
34,0.00197,92304,182,92213,4017309,43.52,M,1950
35,0.00214,92122,197,92024,3925096,42.61,M,1950
36,0.00238,91925,219,91816,3833072,41.7,M,1950
37,0.00262,91706,241,91586,3741256,40.8,M,1950
38,0.00282,91466,258,91337,3649670,39.9,M,1950
39,0.00298,91208,272,91072,3558333,39.01,M,1950
40,0.00309,90936,281,90796,3467261,38.13,M,1950
41,0.00323,90655,292,90509,3376466,37.25,M,1950
42,0.00359,90362,324,90200,3285957,36.36,M,1950
43,0.0039,90039,351,89863,3195757,35.49,M,1950
44,0.00414,89687,371,89502,3105894,34.63,M,1950
45,0.00436,89316,390,89121,3016392,33.77,M,1950
46,0.00436,88926,387,88733,2927271,32.92,M,1950
47,0.00452,88539,400,88339,2838538,32.06,M,1950
48,0.00476,88139,419,87929,2750200,31.2,M,1950
49,0.0051,87720,447,87496,2662270,30.35,M,1950
50,0.00545,87273,476,87035,2574774,29.5,M,1950
51,0.00597,86797,518,86538,2487740,28.66,M,1950
52,0.00604,86278,521,86018,2401202,27.83,M,1950
53,0.00645,85757,553,85481,2315184,27,M,1950
54,0.00691,85205,589,84910,2229703,26.17,M,1950
55,0.00743,84616,628,84302,2144793,25.35,M,1950
56,0.008,83987,672,83652,2060491,24.53,M,1950
57,0.00862,83316,718,82957,1976839,23.73,M,1950
58,0.00929,82598,767,82214,1893882,22.93,M,1950
59,0.01003,81830,821,81420,1811669,22.14,M,1950
60,0.01086,81009,879,80570,1730249,21.36,M,1950
61,0.01179,80130,944,79658,1649679,20.59,M,1950
62,0.01283,79186,1016,78678,1570021,19.83,M,1950
63,0.01398,78170,1093,77623,1491343,19.08,M,1950
64,0.01527,77077,1177,76489,1413720,18.34,M,1950
65,0.01669,75900,1267,75267,1337231,17.62,M,1950
66,0.01825,74633,1362,73952,1261965,16.91,M,1950
67,0.01989,73271,1457,72542,1188012,16.21,M,1950
68,0.0216,71814,1551,71038,1115470,15.53,M,1950
69,0.02341,70262,1645,69440,1044432,14.86,M,1950
70,0.02548,68617,1748,67743,974992,14.21,M,1950
71,0.02776,66869,1857,65941,907249,13.57,M,1950
72,0.03009,65013,1956,64034,841308,12.94,M,1950
73,0.03241,63056,2044,62034,777273,12.33,M,1950
74,0.03486,61013,2127,59949,715239,11.72,M,1950
75,0.03774,58885,2222,57774,655290,11.13,M,1950
76,0.04111,56663,2329,55499,597516,10.55,M,1950
77,0.04481,54334,2434,53117,542017,9.98,M,1950
78,0.04882,51899,2534,50633,488900,9.42,M,1950
79,0.05329,49366,2631,48050,438268,8.88,M,1950
80,0.05827,46735,2723,45374,390217,8.35,M,1950
81,0.06406,44012,2820,42602,344844,7.84,M,1950
82,0.071,41192,2925,39730,302241,7.34,M,1950
83,0.07931,38268,3035,36750,262511,6.86,M,1950
84,0.08889,35232,3132,33667,225761,6.41,M,1950
85,0.09945,32101,3192,30505,192095,5.98,M,1950
86,0.11076,28908,3202,27307,161590,5.59,M,1950
87,0.12265,25707,3153,24130,134283,5.22,M,1950
88,0.13506,22554,3046,21031,110152,4.88,M,1950
89,0.14803,19508,2888,18064,89122,4.57,M,1950
90,0.16165,16620,2687,15277,71058,4.28,M,1950
91,0.17601,13933,2452,12707,55781,4,M,1950
92,0.19122,11481,2195,10383,43074,3.75,M,1950
93,0.20737,9286,1926,8323,32691,3.52,M,1950
94,0.22454,7360,1653,6534,24368,3.31,M,1950
95,0.24142,5707,1378,5019,17834,3.12,M,1950
96,0.2577,4330,1116,3772,12816,2.96,M,1950
97,0.27308,3214,878,2775,9044,2.81,M,1950
98,0.28726,2336,671,2001,6269,2.68,M,1950
99,0.29993,1665,499,1415,4268,2.56,M,1950
100,0.31317,1166,365,983,2853,2.45,M,1950
101,0.32699,801,262,670,1870,2.34,M,1950
102,0.34144,539,184,447,1200,2.23,M,1950
103,0.35653,355,127,292,753,2.12,M,1950
104,0.37229,228,85,186,462,2.02,M,1950
105,0.38876,143,56,115,276,1.92,M,1950
106,0.40597,88,36,70,160,1.83,M,1950
107,0.42395,52,22,41,91,1.74,M,1950
108,0.44278,30,13,23,50,1.65,M,1950
109,0.46236,17,8,13,26,1.57,M,1950
110,0.48291,9,4,7,13,1.49,M,1950
111,0.50434,5,2,3,7,1.41,M,1950
112,0.52673,2,1,2,3,1.33,M,1950
113,0.55012,1,1,1,1,1.26,M,1950
114,0.57458,0,0,0,1,1.19,M,1950
115,0.60012,0,0,0,0,1.12,M,1950
116,0.62683,0,0,0,0,1.06,M,1950
117,0.65471,0,0,0,0,1,M,1950
118,0.68387,0,0,0,0,0.94,M,1950
119,0.71433,0,0,0,0,0.88,M,1950
0,0.02551,100000,2551,97793,7845745,78.46,F,1950
1,0.00223,97449,217,97340,7747952,79.51,F,1950
2,0.00128,97231,124,97169,7650612,78.68,F,1950
3,9.2e-4,97107,90,97063,7553443,77.78,F,1950
4,6.4e-4,97018,62,96987,7456380,76.86,F,1950
5,5.4e-4,96956,52,96930,7359393,75.9,F,1950
6,4.4e-4,96904,43,96883,7262463,74.94,F,1950
7,4.1e-4,96861,39,96841,7165581,73.98,F,1950
8,3.5e-4,96822,34,96805,7068739,73.01,F,1950
9,3.2e-4,96788,31,96773,6971934,72.03,F,1950
10,3e-4,96757,29,96743,6875162,71.06,F,1950
11,2.8e-4,96728,27,96715,6778419,70.08,F,1950
12,2.8e-4,96701,27,96688,6681705,69.1,F,1950
13,3.3e-4,96674,32,96658,6585017,68.12,F,1950
14,3.8e-4,96642,37,96624,6488359,67.14,F,1950
15,4.4e-4,96605,42,96584,6391736,66.16,F,1950
16,5.5e-4,96563,53,96537,6295151,65.19,F,1950
17,6e-4,96510,58,96481,6198614,64.23,F,1950
18,6.7e-4,96452,64,96420,6102133,63.27,F,1950
19,7.1e-4,96388,68,96354,6005713,62.31,F,1950
20,7.1e-4,96320,68,96286,5909359,61.35,F,1950
21,7.1e-4,96252,68,96218,5813073,60.39,F,1950
22,7.4e-4,96183,71,96148,5716856,59.44,F,1950
23,7.3e-4,96112,70,96077,5620708,58.48,F,1950
24,7e-4,96042,68,96008,5524630,57.52,F,1950
25,6.9e-4,95975,67,95941,5428622,56.56,F,1950
26,6.8e-4,95908,65,95876,5332680,55.6,F,1950
27,6.9e-4,95843,66,95810,5236805,54.64,F,1950
28,7.2e-4,95777,68,95743,5140995,53.68,F,1950
29,7.1e-4,95709,68,95675,5045252,52.71,F,1950
30,7.5e-4,95641,71,95605,4949577,51.75,F,1950
31,7.6e-4,95569,73,95533,4853972,50.79,F,1950
32,7.8e-4,95497,74,95460,4758439,49.83,F,1950
33,8.1e-4,95422,77,95384,4662979,48.87,F,1950
34,8.9e-4,95346,84,95303,4567595,47.91,F,1950
35,9.5e-4,95261,90,95216,4472292,46.95,F,1950
36,0.00101,95171,96,95123,4377076,45.99,F,1950
37,0.00115,95075,110,95020,4281953,45.04,F,1950
38,0.00125,94965,118,94906,4186933,44.09,F,1950
39,0.00131,94847,124,94785,4092026,43.14,F,1950
40,0.00138,94723,130,94658,3997241,42.2,F,1950
41,0.00148,94593,140,94523,3902583,41.26,F,1950
42,0.00166,94453,156,94375,3808060,40.32,F,1950
43,0.00183,94297,172,94211,3713685,39.38,F,1950
44,0.002,94125,188,94030,3619474,38.45,F,1950
45,0.00217,93936,204,93834,3525443,37.53,F,1950
46,0.00229,93732,214,93625,3431609,36.61,F,1950
47,0.00247,93518,231,93403,3337983,35.69,F,1950
48,0.00263,93287,246,93165,3244581,34.78,F,1950
49,0.0029,93042,270,92907,3151416,33.87,F,1950
50,0.00315,92772,292,92626,3058509,32.97,F,1950
51,0.0035,92480,324,92318,2965883,32.07,F,1950
52,0.00364,92156,336,91988,2873565,31.18,F,1950
53,0.00395,91821,363,91639,2781577,30.29,F,1950
54,0.0043,91458,393,91261,2689938,29.41,F,1950
55,0.0047,91064,428,90850,2598677,28.54,F,1950
56,0.00514,90636,466,90403,2507826,27.67,F,1950
57,0.00563,90170,507,89916,2417423,26.81,F,1950
58,0.00615,89663,551,89387,2327507,25.96,F,1950
59,0.00672,89111,598,88812,2238120,25.12,F,1950
60,0.00734,88513,650,88188,2149307,24.28,F,1950
61,0.00804,87863,706,87510,2061119,23.46,F,1950
62,0.0088,87156,767,86773,1973610,22.64,F,1950
63,0.00964,86389,832,85973,1886837,21.84,F,1950
64,0.01055,85557,902,85106,1800863,21.05,F,1950
65,0.01157,84655,979,84165,1715758,20.27,F,1950
66,0.01268,83676,1061,83145,1631592,19.5,F,1950
67,0.01384,82615,1144,82043,1548447,18.74,F,1950
68,0.01505,81471,1226,80858,1466404,18,F,1950
69,0.01633,80245,1310,79590,1385546,17.27,F,1950
70,0.01779,78935,1404,78233,1305956,16.54,F,1950
71,0.01941,77531,1505,76778,1227723,15.84,F,1950
72,0.02109,76026,1603,75224,1150945,15.14,F,1950
73,0.0228,74422,1697,73574,1075721,14.45,F,1950
74,0.02462,72726,1790,71830,1002147,13.78,F,1950
75,0.02678,70935,1900,69985,930317,13.12,F,1950
76,0.02931,69035,2023,68024,860331,12.46,F,1950
77,0.03202,67012,2146,65939,792308,11.82,F,1950
78,0.03489,64867,2263,63735,726368,11.2,F,1950
79,0.03804,62604,2382,61413,662633,10.58,F,1950
80,0.04168,60222,2510,58967,601220,9.98,F,1950
81,0.04599,57712,2654,56385,542253,9.4,F,1950
82,0.05111,55058,2814,53651,485868,8.82,F,1950
83,0.05718,52244,2987,50750,432217,8.27,F,1950
84,0.06423,49257,3164,47675,381466,7.74,F,1950
85,0.07221,46093,3328,44429,333792,7.24,F,1950
86,0.08104,42765,3466,41032,289363,6.77,F,1950
87,0.09066,39299,3563,37518,248331,6.32,F,1950
88,0.10106,35736,3611,33931,210813,5.9,F,1950
89,0.11226,32125,3606,30322,176883,5.51,F,1950
90,0.12431,28518,3545,26746,146561,5.14,F,1950
91,0.13727,24973,3428,23259,119815,4.8,F,1950
92,0.15119,21545,3257,19917,96556,4.48,F,1950
93,0.16613,18288,3038,16769,76639,4.19,F,1950
94,0.18213,15250,2777,13861,59870,3.93,F,1950
95,0.19814,12472,2471,11237,46009,3.69,F,1950
96,0.21388,10001,2139,8932,34773,3.48,F,1950
97,0.22906,7862,1801,6962,25841,3.29,F,1950
98,0.24335,6061,1475,5324,18879,3.11,F,1950
99,0.25646,4586,1176,3998,13556,2.96,F,1950
100,0.27029,3410,922,2949,9558,2.8,F,1950
101,0.28486,2488,709,2134,6608,2.66,F,1950
102,0.30023,1780,534,1512,4475,2.51,F,1950
103,0.31643,1245,394,1048,2962,2.38,F,1950
104,0.33352,851,284,709,1914,2.25,F,1950
105,0.35153,567,199,468,1205,2.12,F,1950
106,0.37053,368,136,300,737,2,F,1950
107,0.39058,232,90,186,437,1.89,F,1950
108,0.4117,141,58,112,251,1.78,F,1950
109,0.43398,83,36,65,139,1.67,F,1950
110,0.45748,47,21,36,74,1.57,F,1950
111,0.48227,25,12,19,38,1.47,F,1950
112,0.50841,13,7,10,18,1.38,F,1950
113,0.53598,6,3,5,8,1.29,F,1950
114,0.56505,3,2,2,4,1.21,F,1950
115,0.59572,1,1,1,1,1.13,F,1950
116,0.62683,1,0,0,1,1.06,F,1950
117,0.65471,0,0,0,0,1,F,1950
118,0.68387,0,0,0,0,0.94,F,1950
119,0.71433,0,0,0,0,0.88,F,1950
0,0.02937,100000,2937,97379,7388166,73.88,M,1960
1,0.00174,97063,169,96978,7290787,75.11,M,1960
2,0.00105,96894,102,96843,7193809,74.24,M,1960
3,8.2e-4,96792,80,96752,7096966,73.32,M,1960
4,7.1e-4,96713,69,96678,7000213,72.38,M,1960
5,6.2e-4,96644,59,96614,6903535,71.43,M,1960
6,5.6e-4,96584,54,96557,6806921,70.48,M,1960
7,5e-4,96530,48,96506,6710364,69.52,M,1960
8,4.8e-4,96482,46,96459,6613858,68.55,M,1960
9,4.1e-4,96436,40,96416,6517399,67.58,M,1960
10,3.5e-4,96396,34,96379,6420983,66.61,M,1960
11,3.2e-4,96362,31,96346,6324604,65.63,M,1960
12,4.1e-4,96331,39,96311,6228258,64.65,M,1960
13,6e-4,96291,58,96263,6131947,63.68,M,1960
14,8.2e-4,96234,79,96194,6035684,62.72,M,1960
15,0.00103,96155,99,96105,5939490,61.77,M,1960
16,0.00121,96056,116,95997,5843385,60.83,M,1960
17,0.00148,95939,142,95868,5747388,59.91,M,1960
18,0.00163,95798,156,95719,5651519,58.99,M,1960
19,0.00176,95641,168,95557,5555800,58.09,M,1960
20,0.00189,95473,180,95383,5460242,57.19,M,1960
21,0.00183,95293,174,95206,5364859,56.3,M,1960
22,0.00177,95119,169,95035,5269653,55.4,M,1960
23,0.00167,94950,158,94871,5174619,54.5,M,1960
24,0.00168,94792,160,94712,5079747,53.59,M,1960
25,0.00166,94633,157,94554,4985035,52.68,M,1960
26,0.00174,94476,164,94394,4890481,51.76,M,1960
27,0.00174,94311,164,94229,4796087,50.85,M,1960
28,0.00183,94147,172,94061,4701858,49.94,M,1960
29,0.00197,93975,185,93883,4607796,49.03,M,1960
30,0.00204,93790,192,93694,4513914,48.13,M,1960
31,0.00211,93599,198,93500,4420219,47.23,M,1960
32,0.00221,93401,206,93298,4326719,46.32,M,1960
33,0.00241,93195,225,93082,4233421,45.43,M,1960
34,0.00253,92970,235,92852,4140339,44.53,M,1960
35,0.0026,92735,241,92614,4047487,43.65,M,1960
36,0.00238,92493,220,92383,3954873,42.76,M,1960
37,0.00218,92273,201,92173,3862489,41.86,M,1960
38,0.00225,92072,207,91969,3770316,40.95,M,1960
39,0.00239,91866,220,91756,3678347,40.04,M,1960
40,0.00258,91646,236,91528,3586592,39.14,M,1960
41,0.00279,91410,255,91282,3495064,38.24,M,1960
42,0.00296,91155,270,91020,3403782,37.34,M,1960
43,0.00321,90885,291,90739,3312762,36.45,M,1960
44,0.00347,90594,314,90437,3222023,35.57,M,1960
45,0.00375,90280,339,90110,3131586,34.69,M,1960
46,0.00404,89941,363,89759,3041476,33.82,M,1960
47,0.00428,89577,384,89385,2951717,32.95,M,1960
48,0.00447,89193,399,88994,2862332,32.09,M,1960
49,0.00462,88795,410,88590,2773338,31.23,M,1960
50,0.00478,88385,422,88174,2684748,30.38,M,1960
51,0.00498,87963,438,87743,2596574,29.52,M,1960
52,0.00526,87524,460,87294,2508831,28.66,M,1960
53,0.00561,87064,488,86820,2421536,27.81,M,1960
54,0.00604,86576,523,86315,2334716,26.97,M,1960
55,0.00653,86053,562,85772,2248401,26.13,M,1960
56,0.00708,85491,605,85188,2162629,25.3,M,1960
57,0.00767,84886,651,84560,2077441,24.47,M,1960
58,0.00831,84234,700,83885,1992881,23.66,M,1960
59,0.009,83535,752,83159,1908996,22.85,M,1960
60,0.00977,82783,809,82378,1825837,22.06,M,1960
61,0.01064,81974,872,81538,1743459,21.27,M,1960
62,0.01161,81102,942,80631,1661922,20.49,M,1960
63,0.01271,80160,1019,79651,1581290,19.73,M,1960
64,0.01393,79142,1102,78590,1501639,18.97,M,1960
65,0.01529,78039,1193,77443,1423049,18.24,M,1960
66,0.01676,76846,1288,76202,1345606,17.51,M,1960
67,0.0183,75558,1383,74867,1269404,16.8,M,1960
68,0.0199,74175,1476,73437,1194538,16.1,M,1960
69,0.02158,72699,1569,71915,1121101,15.42,M,1960
70,0.0235,71130,1671,70295,1049186,14.75,M,1960
71,0.02561,69459,1779,68570,978891,14.09,M,1960
72,0.02776,67680,1879,66741,910322,13.45,M,1960
73,0.0299,65802,1968,64818,843581,12.82,M,1960
74,0.03217,63834,2053,62807,778763,12.2,M,1960
75,0.03485,61781,2153,60704,715956,11.59,M,1960
76,0.038,59628,2266,58495,655252,10.99,M,1960
77,0.0414,57362,2375,56175,596757,10.4,M,1960
78,0.04504,54987,2477,53749,540582,9.83,M,1960
