Year,Sex,Name,Count
1990,Female,Rosemary,21
1991,Female,Rosemary,30
1992,Female,Rosemary,26
1993,Female,Rosemary,24
1994,Female,Rosemary,19
1995,Female,Rosemary,21
1996,Female,Rosemary,16
1997,Female,Rosemary,18
1998,Female,Rosemary,16
1999,Female,Rosemary,10
2000,Female,Rosemary,21
2003,Female,Rosemary,11
2004,Female,Rosemary,11
2005,Female,Rosemary,10
1948,Female,Rosie,10
1984,Female,Rosie,10
1988,Female,Rosie,14
1990,Female,Rosie,12
1992,Female,Rosie,18
1993,Female,Rosie,20
1994,Female,Rosie,21
1995,Female,Rosie,18
1996,Female,Rosie,16
1997,Female,Rosie,16
1998,Female,Rosie,17
1999,Female,Rosie,18
2000,Female,Rosie,20
2001,Female,Rosie,16
2002,Female,Rosie,14
2003,Female,Rosie,20
2004,Female,Rosie,20
2005,Female,Rosie,18
2006,Female,Rosie,13
2007,Female,Rosie,17
2008,Female,Rosie,20
2009,Female,Rosie,25
2010,Female,Rosie,12
2011,Female,Rosie,15
2012,Female,Rosie,25
2013,Female,Rosie,36
2014,Female,Rosie,30
2015,Female,Rosie,37
2016,Female,Rosie,31
2017,Female,Rosie,39
1907,Female,Rosina,11
1910,Female,Rosina,15
1911,Female,Rosina,12
1914,Female,Rosina,10
1915,Female,Rosina,12
1916,Female,Rosina,12
1920,Female,Rosina,12
1921,Female,Rosina,10
1922,Female,Rosina,12
1945,Female,Rosina,11
1953,Female,Rosina,12
1954,Female,Rosina,10
1956,Female,Rosina,11
1960,Female,Rosina,16
1961,Female,Rosina,24
1962,Female,Rosina,13
1963,Female,Rosina,12
1964,Female,Rosina,13
1967,Female,Rosina,11
1968,Female,Rosina,10
1969,Female,Rosina,14
1984,Female,Rosina,11
1947,Female,Roslyn,12
1948,Female,Roslyn,15
1951,Female,Roslyn,12
1954,Female,Roslyn,14
1955,Female,Roslyn,16
1956,Female,Roslyn,12
1957,Female,Roslyn,13
1958,Female,Roslyn,14
1959,Female,Roslyn,11
1960,Female,Roslyn,10
1961,Female,Roslyn,11
1962,Female,Roslyn,11
1963,Female,Roslyn,13
1965,Female,Roslyn,13
1966,Female,Roslyn,18
1967,Female,Roslyn,19
1968,Female,Roslyn,14
1969,Female,Roslyn,10
1970,Female,Roslyn,13
1971,Female,Roslyn,20
1972,Female,Roslyn,15
1973,Female,Roslyn,11
1974,Female,Roslyn,15
1975,Female,Roslyn,14
1980,Female,Roslyn,10
1981,Female,Roslyn,12
1983,Female,Roslyn,12
1909,Female,Rowena,11
1939,Female,Rowena,11
1947,Female,Rowena,10
1948,Female,Rowena,10
1949,Female,Rowena,15
1950,Female,Rowena,11
1951,Female,Rowena,17
1952,Female,Rowena,12
1953,Female,Rowena,15
1954,Female,Rowena,11
1955,Female,Rowena,15
1956,Female,Rowena,14
1957,Female,Rowena,27
1958,Female,Rowena,27
1959,Female,Rowena,28
1960,Female,Rowena,25
1961,Female,Rowena,24
1962,Female,Rowena,21
1963,Female,Rowena,21
1964,Female,Rowena,20
1965,Female,Rowena,16
1966,Female,Rowena,21
1967,Female,Rowena,14
1968,Female,Rowena,26
1969,Female,Rowena,14
1970,Female,Rowena,19
1971,Female,Rowena,28
1972,Female,Rowena,16
1973,Female,Rowena,24
1974,Female,Rowena,20
1975,Female,Rowena,15
1976,Female,Rowena,26
1977,Female,Rowena,18
1978,Female,Rowena,19
1979,Female,Rowena,22
1980,Female,Rowena,26
1981,Female,Rowena,17
1985,Female,Rowena,11
1989,Female,Rowena,10
1992,Female,Rowena,11
1980,Female,Roxanne,10
1984,Female,Roxanne,16
1985,Female,Roxanne,15
1986,Female,Roxanne,22
1987,Female,Roxanne,22
1988,Female,Roxanne,16
1989,Female,Roxanne,27
1990,Female,Roxanne,19
1991,Female,Roxanne,10
1992,Female,Roxanne,19
1994,Female,Roxanne,11
1995,Female,Roxanne,10
1901,Female,Rubina,11
1906,Female,Rubina,11
1900,Female,Ruby,88
1901,Female,Ruby,83
1902,Female,Ruby,89
1903,Female,Ruby,99
1904,Female,Ruby,80
1905,Female,Ruby,88
1906,Female,Ruby,99
1907,Female,Ruby,103
1908,Female,Ruby,109
1909,Female,Ruby,109
1910,Female,Ruby,91
1911,Female,Ruby,83
1912,Female,Ruby,79
1913,Female,Ruby,90
1914,Female,Ruby,76
1915,Female,Ruby,70
1916,Female,Ruby,79
1917,Female,Ruby,64
1918,Female,Ruby,60
1919,Female,Ruby,52
1920,Female,Ruby,53
1921,Female,Ruby,62
1922,Female,Ruby,57
1923,Female,Ruby,41
1924,Female,Ruby,37
1925,Female,Ruby,31
1926,Female,Ruby,31
1927,Female,Ruby,33
1928,Female,Ruby,30
1929,Female,Ruby,29
1930,Female,Ruby,20
1931,Female,Ruby,23
1932,Female,Ruby,18
1933,Female,Ruby,26
1934,Female,Ruby,17
1935,Female,Ruby,15
1936,Female,Ruby,17
1937,Female,Ruby,17
1939,Female,Ruby,11
1940,Female,Ruby,13
1941,Female,Ruby,15
1942,Female,Ruby,15
1943,Female,Ruby,12
1947,Female,Ruby,13
1948,Female,Ruby,10
1953,Female,Ruby,11
1956,Female,Ruby,10
1957,Female,Ruby,11
1958,Female,Ruby,10
1961,Female,Ruby,10
1964,Female,Ruby,14
1966,Female,Ruby,13
1969,Female,Ruby,10
1970,Female,Ruby,10
1971,Female,Ruby,10
1984,Female,Ruby,23
1986,Female,Ruby,14
1987,Female,Ruby,25
1988,Female,Ruby,14
1989,Female,Ruby,23
1990,Female,Ruby,43
1991,Female,Ruby,37
1992,Female,Ruby,59
1993,Female,Ruby,69
1994,Female,Ruby,68
1995,Female,Ruby,78
1996,Female,Ruby,84
1997,Female,Ruby,72
1998,Female,Ruby,92
1999,Female,Ruby,117
2000,Female,Ruby,113
2001,Female,Ruby,121
2002,Female,Ruby,131
2003,Female,Ruby,130
2004,Female,Ruby,144
2005,Female,Ruby,199
2006,Female,Ruby,174
2007,Female,Ruby,219
2008,Female,Ruby,212
2009,Female,Ruby,306
2010,Female,Ruby,321
2011,Female,Ruby,337
2012,Female,Ruby,280
2013,Female,Ruby,276
2014,Female,Ruby,198
2015,Female,Ruby,201
2016,Female,Ruby,184
2017,Female,Ruby,163
1900,Female,Ruth,53
1901,Female,Ruth,34
1902,Female,Ruth,46
1903,Female,Ruth,44
1904,Female,Ruth,45
1905,Female,Ruth,42
1906,Female,Ruth,53
1907,Female,Ruth,48
1908,Female,Ruth,49
1909,Female,Ruth,54
1910,Female,Ruth,55
1911,Female,Ruth,68
1912,Female,Ruth,64
1913,Female,Ruth,84
1914,Female,Ruth,66
1915,Female,Ruth,68
1916,Female,Ruth,93
1917,Female,Ruth,64
1918,Female,Ruth,74
1919,Female,Ruth,66
1920,Female,Ruth,92
1921,Female,Ruth,83
1922,Female,Ruth,72
1923,Female,Ruth,83
1924,Female,Ruth,79
1925,Female,Ruth,67
1926,Female,Ruth,74
1927,Female,Ruth,85
1928,Female,Ruth,81
1929,Female,Ruth,72
1930,Female,Ruth,75
1931,Female,Ruth,72
1932,Female,Ruth,72
1933,Female,Ruth,80
1934,Female,Ruth,75
1935,Female,Ruth,59
1936,Female,Ruth,55
1937,Female,Ruth,64
1938,Female,Ruth,51
1939,Female,Ruth,57
1940,Female,Ruth,68
1941,Female,Ruth,77
1942,Female,Ruth,72
1943,Female,Ruth,71
1944,Female,Ruth,70
1945,Female,Ruth,77
1946,Female,Ruth,95
1947,Female,Ruth,82
1948,Female,Ruth,70
1949,Female,Ruth,96
1950,Female,Ruth,81
1951,Female,Ruth,80
1952,Female,Ruth,108
1953,Female,Ruth,81
1954,Female,Ruth,104
1955,Female,Ruth,96
1956,Female,Ruth,79
1957,Female,Ruth,87
1958,Female,Ruth,102
1959,Female,Ruth,73
1960,Female,Ruth,92
1961,Female,Ruth,98
1962,Female,Ruth,86
1963,Female,Ruth,90
1964,Female,Ruth,92
1965,Female,Ruth,92
1966,Female,Ruth,69
1967,Female,Ruth,67
1968,Female,Ruth,81
1969,Female,Ruth,54
1970,Female,Ruth,46
1971,Female,Ruth,63
1972,Female,Ruth,72
1973,Female,Ruth,42
1974,Female,Ruth,49
1975,Female,Ruth,49
1976,Female,Ruth,41
1977,Female,Ruth,57
1978,Female,Ruth,45
1979,Female,Ruth,63
1980,Female,Ruth,45
1981,Female,Ruth,42
1982,Female,Ruth,43
1983,Female,Ruth,66
1984,Female,Ruth,51
1985,Female,Ruth,43
1986,Female,Ruth,43
1987,Female,Ruth,37
1988,Female,Ruth,45
1989,Female,Ruth,31
1990,Female,Ruth,45
1991,Female,Ruth,29
1992,Female,Ruth,19
1993,Female,Ruth,12
1994,Female,Ruth,32
1995,Female,Ruth,18
1996,Female,Ruth,19
1997,Female,Ruth,17
1998,Female,Ruth,17
1999,Female,Ruth,16
2000,Female,Ruth,16
2001,Female,Ruth,18
2002,Female,Ruth,12
2003,Female,Ruth,11
2004,Female,Ruth,12
2005,Female,Ruth,11
2006,Female,Ruth,13
2007,Female,Ruth,14
2008,Female,Ruth,13
2014,Female,Ruth,11
2015,Female,Ruth,12
2016,Female,Ruth,13
2002,Female,Rylee,11
2003,Female,Rylee,20
2004,Female,Rylee,31
2005,Female,Rylee,33
2006,Female,Rylee,38
2007,Female,Rylee,40
2008,Female,Rylee,37
2009,Female,Rylee,39
2010,Female,Rylee,21
2011,Female,Rylee,23
2012,Female,Rylee,23
2013,Female,Rylee,30
2014,Female,Rylee,34
2015,Female,Rylee,34
2016,Female,Rylee,35
2017,Female,Rylee,27
2005,Female,Ryleigh,11
2008,Female,Ryleigh,11
2012,Female,Ryleigh,12
2013,Female,Ryleigh,14
2015,Female,Ryleigh,12
2017,Female,Ryleigh,19
2012,Female,Saanvi,11
2006,Female,Sabine,10
2010,Female,Sabine,10
1956,Female,Sabrina,12
1978,Female,Sabrina,13
1986,Female,Sabrina,11
1987,Female,Sabrina,13
1988,Female,Sabrina,11
1989,Female,Sabrina,15
1990,Female,Sabrina,10
1991,Female,Sabrina,14
1993,Female,Sabrina,10
1994,Female,Sabrina,14
1995,Female,Sabrina,11
1996,Female,Sabrina,20
1997,Female,Sabrina,21
1998,Female,Sabrina,15
1999,Female,Sabrina,19
2000,Female,Sabrina,10
2001,Female,Sabrina,12
2003,Female,Sabrina,13
2007,Female,Sabrina,13
2010,Female,Sabrina,14
2011,Female,Sabrina,10
1971,Female,Sacha,10
1972,Female,Sacha,22
1973,Female,Sacha,17
1974,Female,Sacha,22
1975,Female,Sacha,26
1976,Female,Sacha,23
1977,Female,Sacha,27
1978,Female,Sacha,17
1979,Female,Sacha,21
1980,Female,Sacha,13
1981,Female,Sacha,19
1982,Female,Sacha,15
1983,Female,Sacha,11
1985,Female,Sacha,11
1986,Female,Sacha,11
1987,Female,Sacha,18
1988,Female,Sacha,19
1989,Female,Sacha,23
1990,Female,Sacha,16
1991,Female,Sacha,20
1992,Female,Sacha,11
1993,Female,Sacha,11
1994,Female,Sacha,13
2003,Female,Sacha,10
2005,Female,Sacha,12
2008,Female,Sacha,11
2009,Female,Sacha,10
2011,Female,Sacha,10
1995,Female,Sade,15
1906,Female,Sadie,10
1915,Female,Sadie,11
1916,Female,Sadie,10
1917,Female,Sadie,10
1925,Female,Sadie,13
2007,Female,Sadie,11
2008,Female,Sadie,14
2009,Female,Sadie,18
2010,Female,Sadie,25
2011,Female,Sadie,25
2012,Female,Sadie,32
2013,Female,Sadie,41
2014,Female,Sadie,49
2015,Female,Sadie,51
2016,Female,Sadie,32
2017,Female,Sadie,58
2001,Female,Saffron,10
2002,Female,Saffron,10
2004,Female,Saffron,11
2006,Female,Saffron,11
2008,Female,Saffron,12
2011,Female,Saffron,12
2009,Female,Sage,10
2011,Female,Sage,11
2013,Female,Sage,10
2015,Female,Sage,14
2016,Female,Sage,15
2004,Female,Sahara,14
2006,Female,Sahara,14
2007,Female,Sahara,13
2008,Female,Sahara,18
2009,Female,Sahara,10
2010,Female,Sahara,10
2011,Female,Sahara,10
2017,Female,Sahara,10
1935,Female,Sally,11
1936,Female,Sally,16
1937,Female,Sally,19
1938,Female,Sally,23
1939,Female,Sally,18
1940,Female,Sally,28
1941,Female,Sally,42
1942,Female,Sally,37
1943,Female,Sally,27
1944,Female,Sally,42
1945,Female,Sally,45
1946,Female,Sally,64
1947,Female,Sally,81
1948,Female,Sally,58
1949,Female,Sally,78
1950,Female,Sally,80
1951,Female,Sally,78
1952,Female,Sally,65
1953,Female,Sally,79
1954,Female,Sally,96
1955,Female,Sally,97
1956,Female,Sally,90
1957,Female,Sally,105
1958,Female,Sally,128
1959,Female,Sally,143
1960,Female,Sally,107
1961,Female,Sally,111
1962,Female,Sally,129
1963,Female,Sally,122
1964,Female,Sally,118
1965,Female,Sally,117
1966,Female,Sally,108
1967,Female,Sally,83
1968,Female,Sally,97
1969,Female,Sally,86
1970,Female,Sally,78
1971,Female,Sally,84
1972,Female,Sally,74
1973,Female,Sally,69
1974,Female,Sally,93
1975,Female,Sally,76
1976,Female,Sally,70
1977,Female,Sally,62
1978,Female,Sally,49
1979,Female,Sally,53
1980,Female,Sally,41
1981,Female,Sally,36
1982,Female,Sally,39
1983,Female,Sally,40
1984,Female,Sally,29
1985,Female,Sally,37
1986,Female,Sally,39
1987,Female,Sally,33
1988,Female,Sally,17
1989,Female,Sally,29
1990,Female,Sally,29
1991,Female,Sally,15
1992,Female,Sally,14
1993,Female,Sally,21
1994,Female,Sally,26
1995,Female,Sally,22
1996,Female,Sally,18
1997,Female,Sally,19
1998,Female,Sally,20
1999,Female,Sally,13
2000,Female,Sally,11
2001,Female,Sally,13
2002,Female,Sally,12
2007,Female,Sally,10
2017,Female,Samaira,14
1965,Female,Samantha,43
1966,Female,Samantha,30
1967,Female,Samantha,29
1968,Female,Samantha,23
1969,Female,Samantha,28
1970,Female,Samantha,27
1971,Female,Samantha,32
1972,Female,Samantha,32
1973,Female,Samantha,52
1974,Female,Samantha,49
1975,Female,Samantha,53
1976,Female,Samantha,47
1977,Female,Samantha,40
1978,Female,Samantha,49
1979,Female,Samantha,62
1980,Female,Samantha,61
1981,Female,Samantha,74
1982,Female,Samantha,47
1983,Female,Samantha,65
1984,Female,Samantha,90
1985,Female,Samantha,145
1986,Female,Samantha,188
1987,Female,Samantha,265
1988,Female,Samantha,366
1989,Female,Samantha,488
1990,Female,Samantha,490
1991,Female,Samantha,453
1992,Female,Samantha,371
1993,Female,Samantha,379
1994,Female,Samantha,363
1995,Female,Samantha,319
1996,Female,Samantha,297
1997,Female,Samantha,315
1998,Female,Samantha,274
1999,Female,Samantha,241
2000,Female,Samantha,217
2001,Female,Samantha,282
2002,Female,Samantha,188
2003,Female,Samantha,163
2004,Female,Samantha,195
2005,Female,Samantha,148
2006,Female,Samantha,152
2007,Female,Samantha,141
2008,Female,Samantha,136
2009,Female,Samantha,149
2010,Female,Samantha,111
2011,Female,Samantha,85
2012,Female,Samantha,70
2013,Female,Samantha,77
2014,Female,Samantha,52
2015,Female,Samantha,51
2016,Female,Samantha,33
2017,Female,Samantha,33
1980,Female,Samara,14
1988,Female,Samara,26
1989,Female,Samara,15
1990,Female,Samara,16
1991,Female,Samara,13
1992,Female,Samara,13
1993,Female,Samara,15
1994,Female,Samara,18
1995,Female,Samara,19
1996,Female,Samara,15
1997,Female,Samara,20
1998,Female,Samara,11
1999,Female,Samara,14
2000,Female,Samara,18
2001,Female,Samara,29
2002,Female,Samara,30
2003,Female,Samara,29
2004,Female,Samara,19
2005,Female,Samara,25
2006,Female,Samara,24
2007,Female,Samara,24
2008,Female,Samara,30
2009,Female,Samara,16
2010,Female,Samara,21
2011,Female,Samara,19
2012,Female,Samara,10
2013,Female,Samara,16
2014,Female,Samara,17
2015,Female,Samara,10
2016,Female,Samara,16
2017,Female,Samara,15
1938,Female,Sandra,11
1939,Female,Sandra,14
1940,Female,Sandra,25
1941,Female,Sandra,29
1942,Female,Sandra,42
1943,Female,Sandra,78
1944,Female,Sandra,104
1945,Female,Sandra,151
1946,Female,Sandra,202
1947,Female,Sandra,286
1948,Female,Sandra,356
1949,Female,Sandra,284
1950,Female,Sandra,292
1951,Female,Sandra,273
1952,Female,Sandra,314
1953,Female,Sandra,269
1954,Female,Sandra,276
1955,Female,Sandra,304
1956,Female,Sandra,312
1957,Female,Sandra,363
1958,Female,Sandra,338
1959,Female,Sandra,411
1960,Female,Sandra,459
1961,Female,Sandra,502
1962,Female,Sandra,568
1963,Female,Sandra,574
1964,Female,Sandra,524
1965,Female,Sandra,452
1966,Female,Sandra,425
1967,Female,Sandra,371
1968,Female,Sandra,305
1969,Female,Sandra,254
1970,Female,Sandra,227
1971,Female,Sandra,178
1972,Female,Sandra,149
1973,Female,Sandra,119
1974,Female,Sandra,102
1975,Female,Sandra,89
1976,Female,Sandra,75
1977,Female,Sandra,47
1978,Female,Sandra,38
1979,Female,Sandra,43
1980,Female,Sandra,49
1981,Female,Sandra,22
1982,Female,Sandra,30
1983,Female,Sandra,38
1984,Female,Sandra,25
1985,Female,Sandra,17
1986,Female,Sandra,20
1987,Female,Sandra,20
1988,Female,Sandra,16
1989,Female,Sandra,24
1990,Female,Sandra,19
1991,Female,Sandra,22
1992,Female,Sandra,10
1994,Female,Sandra,11
1997,Female,Sandra,13
1999,Female,Sandra,10
2001,Female,Sandra,10
1979,Female,Sandy,10
1983,Female,Sandy,11
1984,Female,Sandy,15
1986,Female,Sandy,10
1987,Female,Sandy,10
1995,Female,Sandy,11
1988,Female,Santana,32
1989,Female,Santana,25
1990,Female,Santana,21
1991,Female,Santana,14
1992,Female,Santana,18
1993,Female,Santana,20
1994,Female,Santana,17
1995,Female,Santana,17
1996,Female,Santana,18
1997,Female,Santana,14
1998,Female,Santana,14
1999,Female,Santana,12
2000,Female,Santana,14
2015,Female,Saoirse,11
2016,Female,Saoirse,17
2017,Female,Saoirse,14
2006,Female,Saphire,13
2011,Female,Saphire,11
1984,Female,Sapphire,10
1988,Female,Sapphire,10
1990,Female,Sapphire,11
1992,Female,Sapphire,14
1993,Female,Sapphire,12
1994,Female,Sapphire,15
1995,Female,Sapphire,15
1996,Female,Sapphire,28
1997,Female,Sapphire,16
1998,Female,Sapphire,16
1999,Female,Sapphire,15
2000,Female,Sapphire,16
2001,Female,Sapphire,18
2002,Female,Sapphire,16
2003,Female,Sapphire,27
2004,Female,Sapphire,21
2005,Female,Sapphire,15
2006,Female,Sapphire,22
2007,Female,Sapphire,23
2008,Female,Sapphire,30
2009,Female,Sapphire,21
2010,Female,Sapphire,28
2011,Female,Sapphire,28
2012,Female,Sapphire,25
2013,Female,Sapphire,23
2014,Female,Sapphire,14
2015,Female,Sapphire,29
2016,Female,Sapphire,15
2017,Female,Sapphire,13
1955,Female,Sara,10
1956,Female,Sara,15
1957,Female,Sara,17
1958,Female,Sara,22
1959,Female,Sara,12
1960,Female,Sara,15
1961,Female,Sara,22
1962,Female,Sara,26
1963,Female,Sara,24
1964,Female,Sara,24
1965,Female,Sara,46
1966,Female,Sara,29
1967,Female,Sara,44
1968,Female,Sara,43
1969,Female,Sara,46
1970,Female,Sara,48
1971,Female,Sara,47
1972,Female,Sara,49
1973,Female,Sara,52
1974,Female,Sara,60
1975,Female,Sara,53
1976,Female,Sara,54
1977,Female,Sara,67
1978,Female,Sara,50
1979,Female,Sara,59
1980,Female,Sara,69
1981,Female,Sara,70
1982,Female,Sara,74
1983,Female,Sara,68
1984,Female,Sara,78
1985,Female,Sara,81
1986,Female,Sara,105
1987,Female,Sara,76
1988,Female,Sara,84
1989,Female,Sara,70
1990,Female,Sara,66
1991,Female,Sara,53
1992,Female,Sara,55
1993,Female,Sara,38
1994,Female,Sara,41
1995,Female,Sara,33
1996,Female,Sara,33
1997,Female,Sara,42
1998,Female,Sara,31
1999,Female,Sara,29
2000,Female,Sara,33
2001,Female,Sara,35
2002,Female,Sara,27
2003,Female,Sara,21
2004,Female,Sara,28
2005,Female,Sara,24
2006,Female,Sara,26
2007,Female,Sara,27
2008,Female,Sara,18
2009,Female,Sara,30
2010,Female,Sara,17
2011,Female,Sara,25
2012,Female,Sara,22
2013,Female,Sara,13
2014,Female,Sara,13
2015,Female,Sara,12
2016,Female,Sara,12
2017,Female,Sara,30
1900,Female,Sarah,65
1901,Female,Sarah,70
1902,Female,Sarah,62
1903,Female,Sarah,56
1904,Female,Sarah,58
1905,Female,Sarah,49
1906,Female,Sarah,48
1907,Female,Sarah,50
1908,Female,Sarah,54
1909,Female,Sarah,35
1910,Female,Sarah,37
1911,Female,Sarah,39
1912,Female,Sarah,36
1913,Female,Sarah,57
1914,Female,Sarah,35
1915,Female,Sarah,35
1916,Female,Sarah,27
1917,Female,Sarah,35
1918,Female,Sarah,28
1919,Female,Sarah,19
1920,Female,Sarah,26
1921,Female,Sarah,25
1922,Female,Sarah,25
1923,Female,Sarah,13
1924,Female,Sarah,11
1925,Female,Sarah,18
1926,Female,Sarah,14
1927,Female,Sarah,16
1928,Female,Sarah,17
1929,Female,Sarah,14
1931,Female,Sarah,13
1932,Female,Sarah,15
1933,Female,Sarah,10
1938,Female,Sarah,13
1939,Female,Sarah,17
1940,Female,Sarah,12
1941,Female,Sarah,10
1942,Female,Sarah,23
1944,Female,Sarah,11
1946,Female,Sarah,20
1947,Female,Sarah,27
1948,Female,Sarah,18
1949,Female,Sarah,25
1950,Female,Sarah,23
1951,Female,Sarah,19
1952,Female,Sarah,37
1953,Female,Sarah,32
1954,Female,Sarah,40
1955,Female,Sarah,38
1956,Female,Sarah,39
1957,Female,Sarah,67
1958,Female,Sarah,80
1959,Female,Sarah,74
1960,Female,Sarah,87
1961,Female,Sarah,108
1962,Female,Sarah,105
1963,Female,Sarah,131
1964,Female,Sarah,167
1965,Female,Sarah,217
1966,Female,Sarah,225
1967,Female,Sarah,233
1968,Female,Sarah,262
1969,Female,Sarah,284
1970,Female,Sarah,295
1971,Female,Sarah,326
1972,Female,Sarah,449
1973,Female,Sarah,438
1974,Female,Sarah,507
1975,Female,Sarah,563
1976,Female,Sarah,519
1977,Female,Sarah,617
1978,Female,Sarah,544
1979,Female,Sarah,578
1980,Female,Sarah,657
1981,Female,Sarah,646
1982,Female,Sarah,660
1983,Female,Sarah,678
1984,Female,Sarah,667
1985,Female,Sarah,657
1986,Female,Sarah,794
1987,Female,Sarah,724
1988,Female,Sarah,667
1989,Female,Sarah,638
1990,Female,Sarah,548
1991,Female,Sarah,558
1992,Female,Sarah,495
1993,Female,Sarah,460
1994,Female,Sarah,399
1995,Female,Sarah,426
1996,Female,Sarah,314
1997,Female,Sarah,359
1998,Female,Sarah,268
1999,Female,Sarah,274
2000,Female,Sarah,232
2001,Female,Sarah,261
2002,Female,Sarah,233
2003,Female,Sarah,188
2004,Female,Sarah,160
2005,Female,Sarah,143
2006,Female,Sarah,150
2007,Female,Sarah,114
2008,Female,Sarah,106
2009,Female,Sarah,96
2010,Female,Sarah,84
2011,Female,Sarah,82
2012,Female,Sarah,75
2013,Female,Sarah,55
2014,Female,Sarah,46
2015,Female,Sarah,51
2016,Female,Sarah,60
2017,Female,Sarah,43
1969,Female,Sarah-Jane,10
1970,Female,Sarah-Jane,14
1972,Female,Sarah-Jane,11
1974,Female,Sarah-Jane,14
1975,Female,Sarah-Jane,15
1976,Female,Sarah-Jane,15
1978,Female,Sarah-Jane,15
1980,Female,Sarah-Jane,14
1981,Female,Sarah-Jane,14
1984,Female,Sarah-Jane,17
1985,Female,Sarah-Jane,12
1986,Female,Sarah-Jane,18
1987,Female,Sarah-Jane,10
1990,Female,Sarah-Jane,10
1991,Female,Sarah-Jane,12
1992,Female,Sarah-Jane,11
2009,Female,Sariah,12
1984,Female,Sarina,12
1970,Female,Sarndra,10
1973,Female,Sasha,11
1974,Female,Sasha,18
1975,Female,Sasha,28
1976,Female,Sasha,15
1977,Female,Sasha,15
1978,Female,Sasha,14
1979,Female,Sasha,18
1980,Female,Sasha,23
1981,Female,Sasha,12
1986,Female,Sasha,14
1987,Female,Sasha,19
1988,Female,Sasha,18
1989,Female,Sasha,13
1990,Female,Sasha,18
1991,Female,Sasha,26
1992,Female,Sasha,25
1993,Female,Sasha,29
1994,Female,Sasha,19
1995,Female,Sasha,25
1996,Female,Sasha,32
1997,Female,Sasha,23
1998,Female,Sasha,22
1999,Female,Sasha,21
2000,Female,Sasha,20
2001,Female,Sasha,22
2002,Female,Sasha,17
2003,Female,Sasha,19
2004,Female,Sasha,24
2005,Female,Sasha,31
2006,Female,Sasha,41
2007,Female,Sasha,47
2008,Female,Sasha,37
2009,Female,Sasha,40
2010,Female,Sasha,30
2011,Female,Sasha,44
2012,Female,Sasha,37
2013,Female,Sasha,38
2014,Female,Sasha,21
2015,Female,Sasha,27
2016,Female,Sasha,24
2017,Female,Sasha,15
1983,Female,Saskia,10
1987,Female,Saskia,11
1993,Female,Saskia,14
1994,Female,Saskia,10
1995,Female,Saskia,10
1997,Female,Saskia,11
1999,Female,Saskia,18
2000,Female,Saskia,12
2001,Female,Saskia,10
2003,Female,Saskia,11
2004,Female,Saskia,19
2005,Female,Saskia,11
2006,Female,Saskia,17
2007,Female,Saskia,14
2008,Female,Saskia,13
2009,Female,Saskia,16
2010,Female,Saskia,12
2011,Female,Saskia,20
2012,Female,Saskia,17
2013,Female,Saskia,13
2014,Female,Saskia,15
2015,Female,Saskia,15
2017,Female,Saskia,11
2003,Female,Sativa,14
2002,Female,Savanah,11
2004,Female,Savanah,10
2006,Female,Savanah,10
2007,Female,Savanah,10
2008,Female,Savanah,12
2009,Female,Savanah,20
2010,Female,Savanah,10
2006,Female,Savanna,14
2007,Female,Savanna,13
2009,Female,Savanna,19
2010,Female,Savanna,10
2011,Female,Savanna,12
2012,Female,Savanna,11
2013,Female,Savanna,11
1993,Female,Savannah,11
1994,Female,Savannah,29
1995,Female,Savannah,46
1996,Female,Savannah,43
1997,Female,Savannah,46
1998,Female,Savannah,43
1999,Female,Savannah,44
2000,Female,Savannah,27
2001,Female,Savannah,23
2002,Female,Savannah,35
2003,Female,Savannah,35
2004,Female,Savannah,24
2005,Female,Savannah,25
2006,Female,Savannah,23
2007,Female,Savannah,63
2008,Female,Savannah,52
2009,Female,Savannah,50
2010,Female,Savannah,47
2011,Female,Savannah,49
2012,Female,Savannah,44
2013,Female,Savannah,28
2014,Female,Savannah,52
2015,Female,Savannah,35
2016,Female,Savannah,28
2017,Female,Savannah,32
2011,Female,Scarlet,11
2012,Female,Scarlet,15
2013,Female,Scarlet,12
2014,Female,Scarlet,11
2015,Female,Scarlet,12
2017,Female,Scarlet,10
1996,Female,Scarlett,10
1998,Female,Scarlett,14
1999,Female,Scarlett,15
2000,Female,Scarlett,11
2001,Female,Scarlett,10
2002,Female,Scarlett,19
2003,Female,Scarlett,16
2004,Female,Scarlett,36
2005,Female,Scarlett,46
2006,Female,Scarlett,50
2007,Female,Scarlett,55
2008,Female,Scarlett,57
2009,Female,Scarlett,53
2010,Female,Scarlett,83
2011,Female,Scarlett,76
2012,Female,Scarlett,101
2013,Female,Scarlett,99
2014,Female,Scarlett,97
2015,Female,Scarlett,127
2016,Female,Scarlett,108
2017,Female,Scarlett,114
2000,Female,Sela,10
1966,Female,Selena,10
1967,Female,Selena,13
1968,Female,Selena,19
1969,Female,Selena,18
1970,Female,Selena,23
1971,Female,Selena,20
1972,Female,Selena,10
1973,Female,Selena,19
1974,Female,Selena,25
1975,Female,Selena,17
1976,Female,Selena,18
1977,Female,Selena,18
1978,Female,Selena,25
1979,Female,Selena,22
1980,Female,Selena,19
1981,Female,Selena,32
1982,Female,Selena,33
1983,Female,Selena,15
1984,Female,Selena,12
1986,Female,Selena,19
1988,Female,Selena,10
1989,Female,Selena,11
1990,Female,Selena,11
1997,Female,Selena,11
1998,Female,Selena,15
1999,Female,Selena,16
2000,Female,Selena,14
