index,state,year,name,type,city,county,district,enroll,mmr,overall,xrel,xmed,xper,lat,lng
2782,Illinois,2018-19,Lincoln Elementary,NA,River Forest,Cook,NA,412,96.3592233,-1,NA,0.24,NA,37.4640071,-89.2481301
2782,Illinois,2018-19,Lincoln Elementary,NA,River Forest,Cook,NA,412,96.3592233,-1,NA,0.24,NA,41.873901,-87.875177
2782,Illinois,2018-19,Lincoln Elementary,NA,River Forest,Cook,NA,412,96.3592233,-1,NA,0.24,NA,40.461322,-90.6551644
2782,Illinois,2018-19,Lincoln Elementary,NA,River Forest,Cook,NA,412,96.3592233,-1,NA,0.24,NA,41.8525008,-88.0961056
2782,Illinois,2018-19,Lincoln Elementary,NA,River Forest,Cook,NA,412,96.3592233,-1,NA,0.24,NA,41.8833718,-87.9513239
2782,Illinois,2018-19,Lincoln Elementary,NA,River Forest,Cook,NA,412,96.3592233,-1,NA,0.24,NA,41.9454244,-89.0855474
2782,Illinois,2018-19,Lincoln Elementary,NA,River Forest,Cook,NA,412,96.3592233,-1,NA,0.24,NA,41.873901,-87.875177
2782,Illinois,2018-19,Lincoln Elementary,NA,River Forest,Cook,NA,412,96.3592233,-1,NA,0.24,NA,39.7435536,-90.232534
2782,Illinois,2018-19,Lincoln Elementary,NA,River Forest,Cook,NA,412,96.3592233,-1,NA,0.24,NA,41.9128273,-88.3067314
2782,Illinois,2018-19,Lincoln Elementary,NA,River Forest,Cook,NA,412,96.3592233,-1,NA,0.24,NA,41.873901,-87.875177
2782,Illinois,2018-19,Lincoln Elementary,NA,River Forest,Cook,NA,412,96.3592233,-1,NA,0.24,NA,40.6052682,-89.4448164
2782,Illinois,2018-19,Lincoln Elementary,NA,River Forest,Cook,NA,412,96.3592233,-1,NA,0.24,NA,40.1495313,-88.9636027
2782,Illinois,2018-19,Lincoln Elementary,NA,River Forest,Cook,NA,412,96.3592233,-1,NA,0.24,NA,41.873901,-87.875177
2783,Illinois,2018-19,St Mary Immaculate,NA,Plainfield,Will,NA,412,96.3592233,-1,NA,0.49,NA,41.5975796,-88.1993944
2784,Illinois,2018-19,Early Childhood Center,NA,Bellwood,Cook,NA,247,96.3562753,-1,NA,NA,NA,41.876473,-87.876622
2784,Illinois,2018-19,Early Childhood Center,NA,Bellwood,Cook,NA,247,96.3562753,-1,NA,NA,NA,41.876473,-87.876622
2785,Illinois,2018-19,Hamilton Elementary,NA,Moline,Rock Island,NA,576,96.35416667,-1,NA,0.35,NA,40.392272,-91.331311
2785,Illinois,2018-19,Hamilton Elementary,NA,Moline,Rock Island,NA,576,96.35416667,-1,NA,0.35,NA,41.9454542,-87.6705169
2785,Illinois,2018-19,Hamilton Elementary,NA,Moline,Rock Island,NA,576,96.35416667,-1,NA,0.35,NA,41.47957,-90.527243
2786,Illinois,2018-19,St Francis Borgia,NA,Chicago,Cook,NA,192,96.35416667,-1,NA,NA,NA,41.944482,-87.828775
2787,Illinois,2018-19,Bret Harte Elementary,NA,Chicago,Cook,NA,329,96.35258359,-1,NA,0.3,NA,41.7937072,-87.5868057
2788,Illinois,2018-19,Jefferson Elementary,NA,Morton,Tazewell,NA,329,96.35258359,-1,NA,NA,NA,41.5112812,-87.6325969
2788,Illinois,2018-19,Jefferson Elementary,NA,Morton,Tazewell,NA,329,96.35258359,-1,NA,NA,NA,42.4288211,-88.6113189
2788,Illinois,2018-19,Jefferson Elementary,NA,Morton,Tazewell,NA,329,96.35258359,-1,NA,NA,NA,41.3570595,-88.8416314
2788,Illinois,2018-19,Jefferson Elementary,NA,Morton,Tazewell,NA,329,96.35258359,-1,NA,NA,NA,41.3768725,-89.4740819
2788,Illinois,2018-19,Jefferson Elementary,NA,Morton,Tazewell,NA,329,96.35258359,-1,NA,NA,NA,41.8797179,-87.929114
2788,Illinois,2018-19,Jefferson Elementary,NA,Morton,Tazewell,NA,329,96.35258359,-1,NA,NA,NA,38.5256726,-89.971029
2788,Illinois,2018-19,Jefferson Elementary,NA,Morton,Tazewell,NA,329,96.35258359,-1,NA,NA,NA,39.4976177,-88.1737283
2788,Illinois,2018-19,Jefferson Elementary,NA,Morton,Tazewell,NA,329,96.35258359,-1,NA,NA,NA,37.7374071,-88.9179074
2788,Illinois,2018-19,Jefferson Elementary,NA,Morton,Tazewell,NA,329,96.35258359,-1,NA,NA,NA,41.8526885,-89.4959961
2788,Illinois,2018-19,Jefferson Elementary,NA,Morton,Tazewell,NA,329,96.35258359,-1,NA,NA,NA,41.8029672,-89.6865389
2788,Illinois,2018-19,Jefferson Elementary,NA,Morton,Tazewell,NA,329,96.35258359,-1,NA,NA,NA,38.6606518,-90.0056436
2788,Illinois,2018-19,Jefferson Elementary,NA,Morton,Tazewell,NA,329,96.35258359,-1,NA,NA,NA,41.9492803,-88.7515649
2788,Illinois,2018-19,Jefferson Elementary,NA,Morton,Tazewell,NA,329,96.35258359,-1,NA,NA,NA,37.8219979,-88.933043
2788,Illinois,2018-19,Jefferson Elementary,NA,Morton,Tazewell,NA,329,96.35258359,-1,NA,NA,NA,40.6082754,-89.4598153
2788,Illinois,2018-19,Jefferson Elementary,NA,Morton,Tazewell,NA,329,96.35258359,-1,NA,NA,NA,41.8580792,-87.8007865
2788,Illinois,2018-19,Jefferson Elementary,NA,Morton,Tazewell,NA,329,96.35258359,-1,NA,NA,NA,37.265118,-88.7029486
2788,Illinois,2018-19,Jefferson Elementary,NA,Morton,Tazewell,NA,329,96.35258359,-1,NA,NA,NA,40.5623878,-89.6491693
2789,Illinois,2018-19,Telpochcalli Elementary,NA,Chicago,Cook,NA,274,96.35036496,-1,NA,NA,NA,41.8479122,-87.6969532
2790,Illinois,2018-19,Universal,NA,Bridgeview,Cook,NA,685,96.35036496,-1,NA,NA,NA,41.722559,-87.802067
2791,Illinois,2018-19,Willard Elementary,NA,Moline,Rock Island,NA,219,96.34703196,-1,NA,NA,NA,42.067066,-87.7170307
2791,Illinois,2018-19,Willard Elementary,NA,Moline,Rock Island,NA,219,96.34703196,-1,NA,NA,NA,41.9033961,-87.8174379
2791,Illinois,2018-19,Willard Elementary,NA,Moline,Rock Island,NA,219,96.34703196,-1,NA,NA,NA,41.4964677,-90.5130091
2791,Illinois,2018-19,Willard Elementary,NA,Moline,Rock Island,NA,219,96.34703196,-1,NA,NA,NA,41.9953236,-88.2995535
2792,Illinois,2018-19,Everett Dirksen Elementary,NA,Schaumburg,Cook,NA,520,96.34615385,-1,NA,NA,NA,42.0220969,-88.0829771
2793,Illinois,2018-19,Lincoln Elementary,NA,Jacksonville,Morgan,NA,246,96.34146341,-1,NA,NA,NA,41.873901,-87.875177
2793,Illinois,2018-19,Lincoln Elementary,NA,Jacksonville,Morgan,NA,246,96.34146341,-1,NA,NA,NA,40.874221,-88.628298
2793,Illinois,2018-19,Lincoln Elementary,NA,Jacksonville,Morgan,NA,246,96.34146341,-1,NA,NA,NA,41.873901,-87.875177
2793,Illinois,2018-19,Lincoln Elementary,NA,Jacksonville,Morgan,NA,246,96.34146341,-1,NA,NA,NA,40.6565756,-89.5694948
2793,Illinois,2018-19,Lincoln Elementary,NA,Jacksonville,Morgan,NA,246,96.34146341,-1,NA,NA,NA,39.000922,-87.736497
2793,Illinois,2018-19,Lincoln Elementary,NA,Jacksonville,Morgan,NA,246,96.34146341,-1,NA,NA,NA,41.873901,-87.875177
2793,Illinois,2018-19,Lincoln Elementary,NA,Jacksonville,Morgan,NA,246,96.34146341,-1,NA,NA,NA,42.2754446,-88.8306521
2793,Illinois,2018-19,Lincoln Elementary,NA,Jacksonville,Morgan,NA,246,96.34146341,-1,NA,NA,NA,41.9401152,-87.9960166
2793,Illinois,2018-19,Lincoln Elementary,NA,Jacksonville,Morgan,NA,246,96.34146341,-1,NA,NA,NA,41.917627,-88.756025
2793,Illinois,2018-19,Lincoln Elementary,NA,Jacksonville,Morgan,NA,246,96.34146341,-1,NA,NA,NA,39.3883359,-89.0736837
2793,Illinois,2018-19,Lincoln Elementary,NA,Jacksonville,Morgan,NA,246,96.34146341,-1,NA,NA,NA,42.275839,-88.006057
2793,Illinois,2018-19,Lincoln Elementary,NA,Jacksonville,Morgan,NA,246,96.34146341,-1,NA,NA,NA,41.873901,-87.875177
2793,Illinois,2018-19,Lincoln Elementary,NA,Jacksonville,Morgan,NA,246,96.34146341,-1,NA,NA,NA,41.3706404,-89.4601511
2793,Illinois,2018-19,Lincoln Elementary,NA,Jacksonville,Morgan,NA,246,96.34146341,-1,NA,NA,NA,41.3460095,-88.8560485
2793,Illinois,2018-19,Lincoln Elementary,NA,Jacksonville,Morgan,NA,246,96.34146341,-1,NA,NA,NA,37.8176678,-88.7891055
2793,Illinois,2018-19,Lincoln Elementary,NA,Jacksonville,Morgan,NA,246,96.34146341,-1,NA,NA,NA,41.7969895,-89.6779312
2793,Illinois,2018-19,Lincoln Elementary,NA,Jacksonville,Morgan,NA,246,96.34146341,-1,NA,NA,NA,41.873901,-87.875177
2793,Illinois,2018-19,Lincoln Elementary,NA,Jacksonville,Morgan,NA,246,96.34146341,-1,NA,NA,NA,41.873901,-87.875177
2793,Illinois,2018-19,Lincoln Elementary,NA,Jacksonville,Morgan,NA,246,96.34146341,-1,NA,NA,NA,41.614123,-88.232238
2793,Illinois,2018-19,Lincoln Elementary,NA,Jacksonville,Morgan,NA,246,96.34146341,-1,NA,NA,NA,42.055655,-88.242298
2793,Illinois,2018-19,Lincoln Elementary,NA,Jacksonville,Morgan,NA,246,96.34146341,-1,NA,NA,NA,40.578005,-90.035116
2793,Illinois,2018-19,Lincoln Elementary,NA,Jacksonville,Morgan,NA,246,96.34146341,-1,NA,NA,NA,40.030051,-88.5671767
2793,Illinois,2018-19,Lincoln Elementary,NA,Jacksonville,Morgan,NA,246,96.34146341,-1,NA,NA,NA,41.3051537,-89.0710802
2793,Illinois,2018-19,Lincoln Elementary,NA,Jacksonville,Morgan,NA,246,96.34146341,-1,NA,NA,NA,41.873901,-87.875177
2793,Illinois,2018-19,Lincoln Elementary,NA,Jacksonville,Morgan,NA,246,96.34146341,-1,NA,NA,NA,41.548901,-89.1130782
2793,Illinois,2018-19,Lincoln Elementary,NA,Jacksonville,Morgan,NA,246,96.34146341,-1,NA,NA,NA,37.746445,-88.9223131
2793,Illinois,2018-19,Lincoln Elementary,NA,Jacksonville,Morgan,NA,246,96.34146341,-1,NA,NA,NA,41.873901,-87.875177
2793,Illinois,2018-19,Lincoln Elementary,NA,Jacksonville,Morgan,NA,246,96.34146341,-1,NA,NA,NA,37.4640071,-89.2481301
2793,Illinois,2018-19,Lincoln Elementary,NA,Jacksonville,Morgan,NA,246,96.34146341,-1,NA,NA,NA,41.873901,-87.875177
2793,Illinois,2018-19,Lincoln Elementary,NA,Jacksonville,Morgan,NA,246,96.34146341,-1,NA,NA,NA,40.461322,-90.6551644
2793,Illinois,2018-19,Lincoln Elementary,NA,Jacksonville,Morgan,NA,246,96.34146341,-1,NA,NA,NA,41.8525008,-88.0961056
2793,Illinois,2018-19,Lincoln Elementary,NA,Jacksonville,Morgan,NA,246,96.34146341,-1,NA,NA,NA,41.8833718,-87.9513239
2793,Illinois,2018-19,Lincoln Elementary,NA,Jacksonville,Morgan,NA,246,96.34146341,-1,NA,NA,NA,41.9454244,-89.0855474
2793,Illinois,2018-19,Lincoln Elementary,NA,Jacksonville,Morgan,NA,246,96.34146341,-1,NA,NA,NA,41.873901,-87.875177
2793,Illinois,2018-19,Lincoln Elementary,NA,Jacksonville,Morgan,NA,246,96.34146341,-1,NA,NA,NA,39.7435536,-90.232534
2793,Illinois,2018-19,Lincoln Elementary,NA,Jacksonville,Morgan,NA,246,96.34146341,-1,NA,NA,NA,41.9128273,-88.3067314
2793,Illinois,2018-19,Lincoln Elementary,NA,Jacksonville,Morgan,NA,246,96.34146341,-1,NA,NA,NA,41.873901,-87.875177
2793,Illinois,2018-19,Lincoln Elementary,NA,Jacksonville,Morgan,NA,246,96.34146341,-1,NA,NA,NA,40.6052682,-89.4448164
2793,Illinois,2018-19,Lincoln Elementary,NA,Jacksonville,Morgan,NA,246,96.34146341,-1,NA,NA,NA,40.1495313,-88.9636027
2793,Illinois,2018-19,Lincoln Elementary,NA,Jacksonville,Morgan,NA,246,96.34146341,-1,NA,NA,NA,41.873901,-87.875177
2794,Illinois,2018-19,St John Lutheran,NA,Champaign,Champaign,NA,82,96.34146341,-1,NA,NA,NA,41.557104,-87.719585
2794,Illinois,2018-19,St John Lutheran,NA,Champaign,Champaign,NA,82,96.34146341,-1,NA,NA,NA,37.9153,-89.821641
2794,Illinois,2018-19,St John Lutheran,NA,Champaign,Champaign,NA,82,96.34146341,-1,NA,NA,NA,40.11065,-88.277291
2794,Illinois,2018-19,St John Lutheran,NA,Champaign,Champaign,NA,82,96.34146341,-1,NA,NA,NA,41.566002,-87.530138
2795,Illinois,2018-19,University Primary,NA,Champaign,Champaign,NA,82,96.34146341,-1,NA,NA,NA,40.086596,-88.241067
2796,Illinois,2018-19,J T Manning Elementary,NA,Westmont,Dupage,NA,355,96.33802817,-1,NA,0.28,NA,41.8002795,-87.9744412
2797,Illinois,2018-19,Immanuel Lutheran,NA,Palatine,Cook,NA,273,96.33699634,-1,NA,0.37,NA,38.4238949,-89.5482154
2797,Illinois,2018-19,Immanuel Lutheran,NA,Palatine,Cook,NA,273,96.33699634,-1,NA,0.37,NA,42.28746,-89.659881
2797,Illinois,2018-19,Immanuel Lutheran,NA,Palatine,Cook,NA,273,96.33699634,-1,NA,0.37,NA,37.7650091,-89.3451121
2797,Illinois,2018-19,Immanuel Lutheran,NA,Palatine,Cook,NA,273,96.33699634,-1,NA,0.37,NA,42.098283,-88.273389
2797,Illinois,2018-19,Immanuel Lutheran,NA,Palatine,Cook,NA,273,96.33699634,-1,NA,0.37,NA,41.9037529,-87.9375541
2797,Illinois,2018-19,Immanuel Lutheran,NA,Palatine,Cook,NA,273,96.33699634,-1,NA,0.37,NA,42.24944,-88.824091
2797,Illinois,2018-19,Immanuel Lutheran,NA,Palatine,Cook,NA,273,96.33699634,-1,NA,0.37,NA,42.098283,-88.273389
2797,Illinois,2018-19,Immanuel Lutheran,NA,Palatine,Cook,NA,273,96.33699634,-1,NA,0.37,NA,42.11372,-88.044171
2797,Illinois,2018-19,Immanuel Lutheran,NA,Palatine,Cook,NA,273,96.33699634,-1,NA,0.37,NA,42.11372,-88.044171
2797,Illinois,2018-19,Immanuel Lutheran,NA,Palatine,Cook,NA,273,96.33699634,-1,NA,0.37,NA,42.232272,-88.319715
2798,Illinois,2018-19,Luther J Schilling,NA,Homer Glen,Will,NA,737,96.33649932,-1,NA,0.14,NA,41.597078,-87.977569
2799,Illinois,2018-19,Colene Hoose Elementary,NA,Normal,McLean,NA,464,96.3362069,-1,NA,NA,NA,40.5037831,-88.9715288
2800,Illinois,2018-19,Eastview Elementary,NA,Algonquin,Kane,NA,464,96.3362069,-1,NA,0.65,NA,40.563403,-90.012241
2800,Illinois,2018-19,Eastview Elementary,NA,Algonquin,Kane,NA,464,96.3362069,-1,NA,0.65,NA,42.1578,-88.284404
2801,Illinois,2018-19,Gale Elementary Community Academy,NA,Chicago,Cook,NA,300,96.33333333,-1,NA,0.33,NA,42.0208548,-87.6712917
2802,Illinois,2018-19,James R Wood Elementary,NA,Somonauk,Dekalb,NA,300,96.33333333,-1,NA,NA,NA,41.6318853,-88.6872986
2803,Illinois,2018-19,South Prairie Elementary,NA,Sycamore,Dekalb,NA,300,96.33333333,-1,TRUE,NA,NA,41.974568,-88.699902
2804,Illinois,2018-19,St Anne,NA,Dixon,Lee,NA,109,96.33027523,-1,NA,NA,NA,41.860578,-89.485597
2804,Illinois,2018-19,St Anne,NA,Dixon,Lee,NA,109,96.33027523,-1,NA,NA,NA,42.1552461,-88.1326465
2805,Illinois,2018-19,Carroll Elementary,NA,Chicago,Cook,NA,490,96.32653061,-1,NA,0.41,NA,41.7421281,-87.6968203
2806,Illinois,2018-19,Science Academy of Chicago,NA,Mount Prospect,Cook,NA,190,96.31578947,-1,NA,NA,NA,42.02558,-87.943281
2807,Illinois,2018-19,Ardmore Elementary,NA,Villa Park,Dupage,NA,542,96.3099631,-1,NA,0.37,NA,41.9148803,-87.9796447
2807,Illinois,2018-19,Ardmore Elementary,NA,Villa Park,Dupage,NA,542,96.3099631,-1,NA,0.37,NA,41.8851034,-87.983547
2808,Illinois,2018-19,Davis Primary,NA,Saint Charles,Kane,NA,379,96.3060686,-1,NA,NA,NA,41.902175,-88.320497
2809,Illinois,2018-19,Coonley Elementary,NA,Chicago,Cook,NA,1027,96.29990263,-1,NA,0.19,NA,41.9554822,-87.6839294
2810,Illinois,2018-19,Indian Prairie Elementary,NA,Crystal Lake,McHenry,NA,513,96.2962963,-1,NA,0.39,NA,42.1926617,-88.3448041
2811,Illinois,2018-19,Jefferson Park,NA,El Paso,Woodford,NA,324,96.2962963,-1,NA,NA,NA,40.74093,-89.020109
2812,Illinois,2018-19,Kingsley Elementary,NA,Naperville,Dupage,NA,432,96.2962963,-1,NA,0.69,NA,41.7691414,-88.0154409
2812,Illinois,2018-19,Kingsley Elementary,NA,Naperville,Dupage,NA,432,96.2962963,-1,NA,0.69,NA,42.06012,-87.695812
2812,Illinois,2018-19,Kingsley Elementary,NA,Naperville,Dupage,NA,432,96.2962963,-1,NA,0.69,NA,41.7208662,-88.1376829
2813,Illinois,2018-19,Lisbon Grade,NA,Newark,Kendall,NA,108,96.2962963,-1,NA,NA,NA,41.478054,-88.481662
2814,Illinois,2018-19,Oakwood,NA,Lemont,Cook,NA,729,96.2962963,-1,NA,0.41,NA,41.659194,-87.996047
2815,Illinois,2018-19,Park View Elementary,NA,Lombard,Dupage,NA,243,96.2962963,-1,NA,0.82,NA,42.0451516,-87.7815032
2815,Illinois,2018-19,Park View Elementary,NA,Lombard,Dupage,NA,243,96.2962963,-1,NA,0.82,NA,41.8502416,-88.0629714
2815,Illinois,2018-19,Park View Elementary,NA,Lombard,Dupage,NA,243,96.2962963,-1,NA,0.82,NA,41.8948916,-88.0249205
2816,Illinois,2018-19,Richmond Grade,NA,Richmond,McHenry,NA,432,96.2962963,-1,NA,NA,NA,42.47603,-88.313595
2817,Illinois,2018-19,Salazar Elementary Bilingual Center,NA,Chicago,Cook,NA,324,96.2962963,-1,NA,NA,NA,41.9015925,-87.633792
2818,Illinois,2018-19,Wilson Montessori Academy,NA,Elmhurst,Dupage,NA,81,96.2962963,-1,NA,NA,NA,41.88303,-87.941441
2819,Illinois,2018-19,Alan B Shepard Elementary,NA,Bourbonnais,Kankakee,NA,431,96.28770302,-1,NA,NA,NA,41.1614462,-87.8777591
2820,Illinois,2018-19,Lakewood Creek Elementary,NA,Montgomery,Kendall,NA,754,96.28647215,-1,NA,0.4,NA,41.713969,-88.398462
2821,Illinois,2018-19,Dore Elementary,NA,Chicago,Cook,NA,700,96.28571429,-1,NA,0.29,NA,41.7803812,-87.7877849
2822,Illinois,2018-19,George Washington Elementary,NA,Alsip,Cook,NA,269,96.28252788,-1,NA,NA,NA,42.0058438,-87.8461504
2822,Illinois,2018-19,George Washington Elementary,NA,Alsip,Cook,NA,269,96.28252788,-1,NA,NA,NA,41.4973936,-90.4793608
2822,Illinois,2018-19,George Washington Elementary,NA,Alsip,Cook,NA,269,96.28252788,-1,NA,NA,NA,41.6639331,-87.7027127
2823,Illinois,2018-19,Glen Oak Comm Learning Cntr,NA,Peoria,Peoria,NA,726,96.28099174,-1,NA,NA,NA,40.712761,-89.583778
2824,Illinois,2018-19,St Jacob Elementary,NA,Saint Jacob,Madison,NA,215,96.27906977,-1,NA,NA,NA,38.7167926,-89.7709901
2825,Illinois,2018-19,Lincoln Elementary,NA,Saint Charles,Kane,NA,188,96.27659574,-1,NA,NA,NA,41.873901,-87.875177
2825,Illinois,2018-19,Lincoln Elementary,NA,Saint Charles,Kane,NA,188,96.27659574,-1,NA,NA,NA,40.874221,-88.628298
2825,Illinois,2018-19,Lincoln Elementary,NA,Saint Charles,Kane,NA,188,96.27659574,-1,NA,NA,NA,41.873901,-87.875177
2825,Illinois,2018-19,Lincoln Elementary,NA,Saint Charles,Kane,NA,188,96.27659574,-1,NA,NA,NA,40.6565756,-89.5694948
2825,Illinois,2018-19,Lincoln Elementary,NA,Saint Charles,Kane,NA,188,96.27659574,-1,NA,NA,NA,39.000922,-87.736497
2825,Illinois,2018-19,Lincoln Elementary,NA,Saint Charles,Kane,NA,188,96.27659574,-1,NA,NA,NA,41.873901,-87.875177
2825,Illinois,2018-19,Lincoln Elementary,NA,Saint Charles,Kane,NA,188,96.27659574,-1,NA,NA,NA,42.2754446,-88.8306521
2825,Illinois,2018-19,Lincoln Elementary,NA,Saint Charles,Kane,NA,188,96.27659574,-1,NA,NA,NA,41.9401152,-87.9960166
2825,Illinois,2018-19,Lincoln Elementary,NA,Saint Charles,Kane,NA,188,96.27659574,-1,NA,NA,NA,41.917627,-88.756025
2825,Illinois,2018-19,Lincoln Elementary,NA,Saint Charles,Kane,NA,188,96.27659574,-1,NA,NA,NA,39.3883359,-89.0736837
2825,Illinois,2018-19,Lincoln Elementary,NA,Saint Charles,Kane,NA,188,96.27659574,-1,NA,NA,NA,42.275839,-88.006057
2825,Illinois,2018-19,Lincoln Elementary,NA,Saint Charles,Kane,NA,188,96.27659574,-1,NA,NA,NA,41.873901,-87.875177
2825,Illinois,2018-19,Lincoln Elementary,NA,Saint Charles,Kane,NA,188,96.27659574,-1,NA,NA,NA,41.3706404,-89.4601511
2825,Illinois,2018-19,Lincoln Elementary,NA,Saint Charles,Kane,NA,188,96.27659574,-1,NA,NA,NA,41.3460095,-88.8560485
2825,Illinois,2018-19,Lincoln Elementary,NA,Saint Charles,Kane,NA,188,96.27659574,-1,NA,NA,NA,37.8176678,-88.7891055
2825,Illinois,2018-19,Lincoln Elementary,NA,Saint Charles,Kane,NA,188,96.27659574,-1,NA,NA,NA,41.7969895,-89.6779312
2825,Illinois,2018-19,Lincoln Elementary,NA,Saint Charles,Kane,NA,188,96.27659574,-1,NA,NA,NA,41.873901,-87.875177
2825,Illinois,2018-19,Lincoln Elementary,NA,Saint Charles,Kane,NA,188,96.27659574,-1,NA,NA,NA,41.873901,-87.875177
2825,Illinois,2018-19,Lincoln Elementary,NA,Saint Charles,Kane,NA,188,96.27659574,-1,NA,NA,NA,41.614123,-88.232238
2825,Illinois,2018-19,Lincoln Elementary,NA,Saint Charles,Kane,NA,188,96.27659574,-1,NA,NA,NA,42.055655,-88.242298
2825,Illinois,2018-19,Lincoln Elementary,NA,Saint Charles,Kane,NA,188,96.27659574,-1,NA,NA,NA,40.578005,-90.035116
2825,Illinois,2018-19,Lincoln Elementary,NA,Saint Charles,Kane,NA,188,96.27659574,-1,NA,NA,NA,40.030051,-88.5671767
2825,Illinois,2018-19,Lincoln Elementary,NA,Saint Charles,Kane,NA,188,96.27659574,-1,NA,NA,NA,41.3051537,-89.0710802
2825,Illinois,2018-19,Lincoln Elementary,NA,Saint Charles,Kane,NA,188,96.27659574,-1,NA,NA,NA,41.873901,-87.875177
2825,Illinois,2018-19,Lincoln Elementary,NA,Saint Charles,Kane,NA,188,96.27659574,-1,NA,NA,NA,41.548901,-89.1130782
2825,Illinois,2018-19,Lincoln Elementary,NA,Saint Charles,Kane,NA,188,96.27659574,-1,NA,NA,NA,37.746445,-88.9223131
2825,Illinois,2018-19,Lincoln Elementary,NA,Saint Charles,Kane,NA,188,96.27659574,-1,NA,NA,NA,41.873901,-87.875177
2825,Illinois,2018-19,Lincoln Elementary,NA,Saint Charles,Kane,NA,188,96.27659574,-1,NA,NA,NA,37.4640071,-89.2481301
2825,Illinois,2018-19,Lincoln Elementary,NA,Saint Charles,Kane,NA,188,96.27659574,-1,NA,NA,NA,41.873901,-87.875177
2825,Illinois,2018-19,Lincoln Elementary,NA,Saint Charles,Kane,NA,188,96.27659574,-1,NA,NA,NA,40.461322,-90.6551644
2825,Illinois,2018-19,Lincoln Elementary,NA,Saint Charles,Kane,NA,188,96.27659574,-1,NA,NA,NA,41.8525008,-88.0961056
2825,Illinois,2018-19,Lincoln Elementary,NA,Saint Charles,Kane,NA,188,96.27659574,-1,NA,NA,NA,41.8833718,-87.9513239
2825,Illinois,2018-19,Lincoln Elementary,NA,Saint Charles,Kane,NA,188,96.27659574,-1,NA,NA,NA,41.9454244,-89.0855474
2825,Illinois,2018-19,Lincoln Elementary,NA,Saint Charles,Kane,NA,188,96.27659574,-1,NA,NA,NA,41.873901,-87.875177
2825,Illinois,2018-19,Lincoln Elementary,NA,Saint Charles,Kane,NA,188,96.27659574,-1,NA,NA,NA,39.7435536,-90.232534
2825,Illinois,2018-19,Lincoln Elementary,NA,Saint Charles,Kane,NA,188,96.27659574,-1,NA,NA,NA,41.9128273,-88.3067314
2825,Illinois,2018-19,Lincoln Elementary,NA,Saint Charles,Kane,NA,188,96.27659574,-1,NA,NA,NA,41.873901,-87.875177
2825,Illinois,2018-19,Lincoln Elementary,NA,Saint Charles,Kane,NA,188,96.27659574,-1,NA,NA,NA,40.6052682,-89.4448164
2825,Illinois,2018-19,Lincoln Elementary,NA,Saint Charles,Kane,NA,188,96.27659574,-1,NA,NA,NA,40.1495313,-88.9636027
2825,Illinois,2018-19,Lincoln Elementary,NA,Saint Charles,Kane,NA,188,96.27659574,-1,NA,NA,NA,41.873901,-87.875177
2826,Illinois,2018-19,Virginia Elementary,NA,Virginia,Cass,NA,161,96.27329193,-1,NA,NA,NA,39.9467877,-90.2179684
2827,Illinois,2018-19,Leggee Elementary,NA,Huntley,McHenry,NA,884,96.26696833,-1,NA,NA,NA,42.164172,-88.46815
2828,Illinois,2018-19,Spring Trail Elementary,NA,Carol Stream,Kane,NA,348,96.26436782,-1,NA,0.29,NA,41.9401824,-88.1700862
2829,Illinois,2018-19,Gilberts Elementary,NA,Gilberts,Kane,NA,776,96.2628866,-1,NA,NA,NA,42.1233131,-88.3729956
2830,Illinois,2018-19,Farnsworth Elementary,NA,Chicago,Cook,NA,588,96.2585034,-1,NA,0.51,NA,41.9800274,-87.7664165
2831,Illinois,2018-19,Schaumburg Christian,NA,Schaumburg,Cook,NA,855,96.25730994,-1,NA,0.23,NA,42.03233,-88.081191
2832,Illinois,2018-19,Huff Elementary,NA,Elgin,Kane,NA,561,96.25668449,-1,NA,NA,NA,42.0211929,-88.261588
2833,Illinois,2018-19,Dr Kenneth M Sorrick,NA,Palos Hills,Cook,NA,400,96.25,-1,NA,NA,NA,41.703495,-87.813251
2834,Illinois,2018-19,Putnam County Elementary,NA,Hennepin,Putnam,NA,160,96.25,-1,NA,0.63,NA,41.2493761,-89.3435238
2835,Illinois,2018-19,River Ridge Elementary,NA,Hanover,Jo Daviess,NA,240,96.25,-1,NA,0.42,NA,42.311938,-90.270756
2836,Illinois,2018-19,Stowe Elementary,NA,Chicago,Cook,NA,640,96.25,-1,NA,0.16,NA,41.9124946,-87.7131437
2837,Illinois,2018-19,Dwight D Eisenhower Elementary,NA,Prospect Heights,Cook,NA,346,96.24277457,-1,NA,0.29,NA,42.1089348,-87.9490357
2838,Illinois,2018-19,Lycee Francais De Chicago,NA,Chicago,Cook,NA,745,96.24161074,-1,NA,NA,NA,41.964898,-87.677643
2839,Illinois,2018-19,Diamond Lake Elementary,NA,Mundelein,Lake,NA,291,96.21993127,-1,NA,NA,NA,42.2382654,-88.0033591
2840,Illinois,2018-19,Scott Elementary,NA,Naperville,Dupage,NA,449,96.21380846,-1,NA,NA,NA,41.920057,-87.874952
2840,Illinois,2018-19,Scott Elementary,NA,Naperville,Dupage,NA,449,96.21380846,-1,NA,NA,NA,38.530741,-89.8798393
2840,Illinois,2018-19,Scott Elementary,NA,Naperville,Dupage,NA,449,96.21380846,-1,NA,NA,NA,41.730757,-88.119405
