index,series.name,network,season,title,imdb,engagement,date.aired,run.time,format,monster.name,monster.gender,monster.type,monster.subtype,monster.species,monster.real,monster.amount,caught.fred,caught.daphnie,caught.velma,caught.shaggy,caught.scooby,captured.fred,captured.daphnie,captured.velma,captured.shaggy,captured.scooby,unmask.fred,unmask.daphnie,unmask.velma,unmask.shaggy,unmask.scooby,snack.fred,snack.daphnie,snack.velma,snack.shaggy,snack.scooby,unmask.other,caught.other,caught.not,trap.work.first,setting.terrain,setting.country/state,suspects.amount,non-suspect,arrested,culprit.name,culprit.gender,culprit.amount,motive,if.it.wasnt.for,and.that,door.gag,number.of.snacks,split.up,another.mystery,set.a.trap,jeepers,jinkies,my.glasses,just.about.wrapped.up,zoinks,groovy,scooby.doo.where.are.you,rooby.rooby.roo,batman,scooby-dum,scrappy-doo,hex.girls,blue.falcon,fred.va,daphnie.va,velma.va,shaggy.va,scooby.va
338,The Scooby-Doo Project,Cartoon Network,Special,The Scooby-Doo Project,7.4,390,1999-10-31,21,TV Series,"Casper County Monster,Casper County Monster","Male,Male","Animal,Animal","Humanoid,Humanoid","Forest-Monster,Forest-Monster",FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Forest,United States,7,TRUE,TRUE,Some Guy,Male,1,Entertainment,NULL,NULL,TRUE,0,1,0,0,0,0,1,0,2,0,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Marry Kay Bergman,B.J. Ward,Scott Innes,Scott Innes
339,Warner Home Video,Warner Home Video,Movie,Scooby-Doo and the Alien Invaders,6.9,5625,2000-10-03,73,Movie,"Aliens,Aliens,Aliens","Male,Male,Male","Extraterrestrial,Extraterrestrial,Extraterrestrial","Alien,Alien,Alien","Alien,Alien,Alien",FALSE,3,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NULL,Desert,New Mexico,10,FALSE,TRUE,"Max,Steve,Laura,Fake MP 1,Fake MP 2","Male,Male,Female,Male,Male",5,Natural Resource,meddl-,NULL,FALSE,0,0,0,0,0,2,0,0,6,14,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Marry Kay Bergman,B.J. Ward,Scott Innes,Scott Innes
340,Warner Home Video,Warner Home Video,Movie,Scooby-Doo and the Cyber Chase,7,6632,2001-10-09,73,Movie,Phantom Virus,Male,Possessed Object,Humanoid,Electric,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Urban,United States,4,FALSE,TRUE,Bill McLemore,Male,1,Competition,NULL,NULL,FALSE,several,2,0,0,1,7,1,0,9,1,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,B.J. Ward,Scott Innes,Scott Innes
341,Night of the Living Doo,Cartoon Network,Special,Night of the Living Doo,7.2,256,2001-10-31,16,TV Series,"Zombie,Mummy,Zombie Gary Coleman","Male,Male,Male","Undead,Undead,Undead","Zombie,Mummy,Zombie","Human,Human,Human",FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Rural,United States,2,TRUE,TRUE,Jabberjaw,Male,1,Competition,NULL,NULL,FALSE,0,1,0,0,0,1,0,0,2,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,B.J. Ward,Scott Innes,Scott Innes
342,Warner Bros. Picture,Warner Bros. Picture,Movie,Scooby-Doo,5.1,100951,2002-06-14,87,Movie (Theatrical),"Demons,Demons,Demons,Demons,Possessed College Kids,Possessed Fred,Possessed Marry Jane,Possessed Daphine,Possessed Velma,Scrappy-Rex","Male,Male,Male,Male,Male,Male,Female,Female,Female,Male","Mythical,Mythical,Mythical,Mythical,Possessed Object,Possessed Object,Possessed Object,Possessed Object,Possessed Object,Animal","Demon,Demon,Demon,Demon,Possessed,Possessed,Possessed,Possessed,Possessed,Giant","Demon,Demon,Demon,Demon,Human,Human,Human,Human,Human,Hound",TRUE,10,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Island,United States,11,TRUE,TRUE,"Scrappy-Doo,N' Goo Tuana,Zarkos,Short Henchman","Male,Male,Male,Male",4,Conquer,NULL,NULL,FALSE,several,2,0,0,0,7,2,0,5,2,2,3,FALSE,FALSE,TRUE,FALSE,FALSE,Freddie Prinze Jr.,Sarah Michelle Gellar,Linda Cardellini,Matthew Lillard,Neil Fanning
343,"Harvey Birdman, Attorney at Law",Adult Swim,Crossover,Shaggy Busted,8.1,133,2002-07-07,12,Crossover,Green Monster,Male,Plant,Humanoid,Weed,FALSE,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Urban,United States,2,TRUE,TRUE,Old Man Bakov,Male,0,Competition,the damn cotton market,NULL,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Grey DeLisle,B.J. Ward,Scott Innes,Scott Innes
344,What's New Scooby-Doo?,The WB,1,There's No Creature Like Snow Creature,7.5,176,2002-09-14,21,TV Series,Snow Creature,Male,Animal,Humanoid,Ice-Monster,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Snow,United States,6,FALSE,TRUE,Avalanche Anderson,Male,1,Competition,interloping adolescents,gluttonous dog,TRUE,0,0,0,0,3,1,0,0,2,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
345,What's New Scooby-Doo?,The WB,1,3-D Struction,7.4,150,2002-09-21,21,TV Series,Dinosaur Spirit,Male,Animal,Spirit,Dinosaur,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Jungle,Costa Rica,3,FALSE,TRUE,"Luis Cepeda,Heather Lane","Male,Female",2,Natural Resource,turistas,NULL,FALSE,1 box,1,0,0,1,1,0,0,1,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
346,What's New Scooby-Doo?,The WB,1,Space Ape and the Cape,7.6,151,2002-09-28,21,TV Series,The Alien,Male,Extraterrestrial,Alien,Alien,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,United States,4,FALSE,TRUE,Janet Lawrence,Female,1,Competition,you meddling kids,NULL,FALSE,several,1,0,0,1,0,0,1,1,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
347,What's New Scooby-Doo?,The WB,1,Big Scare in the Big Easy,7.7,142,2002-10-05,21,TV Series,"Ghost of the Leland Brothers,Ghost of the Leland Brothers","Male,Male","Ghost,Ghost","Soldier,Soldier","Human,Human",FALSE,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,Louisiana,4,FALSE,TRUE,Crawdad Mike,Male,1,Competition,ya'll meddling kids,NULL,FALSE,0,1,0,1,1,2,0,0,4,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
348,What's New Scooby-Doo?,The WB,1,"It's Mean, It's Green, It's the Mystery Machine",7.6,144,2002-10-26,21,TV Series,The Mystery Machine,Female,Possessed Object,Car,Vehicle,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,United States,5,FALSE,FALSE,Susan Dinwiddle,Female,1,Competition,NULL,NULL,FALSE,1 box,0,0,0,1,1,1,0,3,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
349,What's New Scooby-Doo?,The WB,1,Riva Ras Regas,7.5,125,2002-11-02,21,TV Series,Ghost of Rufus Raucaus,Male,Ghost,Phantom,Human,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,Nevada,6,FALSE,TRUE,Phylidia Flanders,Female,1,Competition,you meddling kids,NULL,FALSE,0,1,0,1,1,1,0,0,1,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
350,What's New Scooby-Doo?,The WB,1,Roller Ghoster Ride,7.7,133,2002-11-09,21,TV Series,Roller Ghoster,Male,Animal,Humanoid,Beast,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,United States,5,FALSE,FALSE,Terry,Female,1,Competition,you meddling kids,NULL,TRUE,2,1,1,0,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
351,What's New Scooby-Doo?,The WB,1,"Safari, So Goodie!",7.1,130,2002-11-23,21,TV Series,Jungle Demons,Male,Animal,Demon,Animal,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NULL,Jungle,Malawi,5,FALSE,TRUE,"Honey Honsecker,Henry Honsecker","Female,Male",2,Smuggling,NULL,NULL,FALSE,0,1,0,0,0,1,0,0,2,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
352,What's New Scooby-Doo?,The WB,1,She Sees Sea Monsters by the Sea Shore,7.1,122,2002-11-30,21,TV Series,Motoshondu,Female,Animal,Serpent,Sea-Monster,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Island,United States,4,FALSE,TRUE,Crunch Granville,Male,1,Preservation,you meddling mainlanders,NULL,FALSE,0,0,1,0,4,2,1,0,2,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
353,What's New Scooby-Doo?,The WB,1,A Scooby-Doo! Christmas,7.5,137,2002-12-13,21,TV Series,Headless Snowman,Male,Possessed Object,Headless,Snow-Man,FALSE,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Snow,United States,4,FALSE,FALSE,Proff. William Fagen Higginson,Male,1,Treasure,NULL,NULL,FALSE,0,1,0,0,2,1,0,0,2,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
354,What's New Scooby-Doo?,The WB,1,Toy Scary Boo,7.7,122,2003-02-01,21,TV Series,"Spaceman Swintons,Annabel Action Figure,Other Toys","Male,Female,Male","Mechanical,Mechanical,Mechanical","Humanoid,Humanoid,Toy","Toy,Toy,Toy",FALSE,3,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Urban,United States,4,FALSE,TRUE,Walter Claphammer,Male,1,Treasure,NULL,NULL,FALSE,1 box,2,0,0,1,0,0,0,2,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
355,What's New Scooby-Doo?,The WB,1,Lights! Camera! Mayhem!,7.5,115,2003-02-15,21,TV Series,Faceless Phantom,Male,Ghost,Phantom,Human,FALSE,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,California,5,FALSE,FALSE,Vincent Wong,Male,1,Competition,you wonderful meddling kids,Scooby-Doo,FALSE,1 box,1,0,0,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
356,What's New Scooby-Doo?,The WB,1,Pompii and Circumstance,7.1,110,2003-02-22,21,TV Series,Undead,Male,Ancient,Gladiator,Human,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NULL,Rural,Italy,4,FALSE,TRUE,"Captain Guzman,Ugo DiRinaldi","Male,Male",2,Competition,NULL,NULL,FALSE,2 boxes,0,0,0,1,0,0,0,4,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
357,Warner Home Video,Warner Home Video,Movie,Scooby-Doo! and the Legend of the Vampire,6.6,4180,2003-03-04,72,Movie,"Yowie Yahoo,Dark Skull,Stormy Weathers,Lightning Strikes","Male,Male,Male,Male","Undead,Undead,Undead,Undead","Vampire,Vampire,Vampire,Vampire","Human,Human,Human,Human",FALSE,4,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Desert,Australia,10,FALSE,TRUE,"Russell,Harry,Barry","Male,Male,Male",3,Competition,you meddling kids,NULL,FALSE,4,1,1,0,1,2,1,0,8,0,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Frank Welker
358,What's New Scooby-Doo?,The WB,1,The Unnatural,7.3,110,2003-03-22,21,TV Series,Baseball Specter,Male,Ghost,Specter,Human,FALSE,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,United States,5,FALSE,TRUE,Bob Taylor,Male,1,Competition,NULL,NULL,FALSE,0,0,0,0,1,0,0,1,1,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
359,What's New Scooby-Doo?,The WB,2,Big Appetite in Little Tokyo,7.2,112,2003-09-13,21,TV Series,"Ancient One,30 Foot Shaggy","Male,Male","Magician,Animal","Mystic,Giant","Human,Human",FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Urban,Japan,3,FALSE,TRUE,Proff. Pomfrit,Male,1,Competition,NULL,NULL,FALSE,0,0,1,0,1,2,0,0,3,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
360,What's New Scooby-Doo?,The WB,2,Mummy Scares Best,7.6,102,2003-09-20,21,TV Series,"Mummy of Pharaoh Scamses,Zombies,Zombies,Zombies,Zombies,Zombie Fred,Zombie Daphnie,Zombie Velma","Male,Male,Male,Female,Male,Male,Female,Female","Undead,Undead,Undead,Undead,Undead,Undead,Undead,Undead","Mummy,Zombie,Zombie,Zombie,Zombie,Zombie,Zombie,Zombie","Human,Human,Human,Human,Human,Human,Human,Human",FALSE,8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NULL,Desert,Egypt,3,FALSE,TRUE,"Qasl Al-Famir,Madamoiselle Chantal","Male,Female",2,Competition,NULL,NULL,FALSE,0,1,0,0,0,1,0,0,1,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
361,What's New Scooby-Doo?,The WB,2,The Fast and the Wormious,7.4,104,2003-09-27,21,TV Series,Gusano Grande,Male,Animal,Giant,Worm,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Desert,Mexico,5,FALSE,TRUE,Gibby Norton,Male,1,Competition,NULL,NULL,TRUE,0,0,0,0,1,2,0,0,2,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
362,Warner Home Video,Warner Home Video,Movie,Scooby-Doo! and the Monster of Mexico,6.5,3462,2003-09-30,72,Movie,"Chupacabra,Paco,Quetzalcoatl,Jaguar Statues,Aztec Giant Statue,Ghost of Señor Otero,Skeleton Man","Male,Male,Male,Male,Male,Male,Male","Animal,Animal,Mythical,Possessed Object,Possessed Object,Ghost,Undead","Humanoid,Bird,Dragon,Statue,Statue,Phantom,Skeleton","Chupacabra,Parrot,Dragon,Jaguar,Human,Human,Human",FALSE,7,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Rural,Mexico,9,FALSE,TRUE,"Mr. Smiley,Charlene","Male,Female",2,Competition,those meddling kids,NULL,FALSE,2,0,0,0,0,4,0,0,2,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Frank Welker
363,What's New Scooby-Doo?,The WB,2,High-Tech House of Horrors,7.5,101,2003-10-04,21,TV Series,"Jeevens,Shari","Male,Female","Mechanical,Mechanical","Robot,Computer","Robot,Computer",TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Rural,United States,6,NULL,NULL,NULL,NULL,0,Competition,NULL,NULL,FALSE,several,0,0,0,1,0,0,1,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
364,What's New Scooby-Doo?,The WB,2,The Vampire Strikes Back,7.4,105,2003-10-18,21,TV Series,Baron Fortescu,Male,Undead,Vampire,Human,FALSE,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,Romania,3,TRUE,TRUE,"Baron Fortescu,Steve Fortescu","Male,Male",2,Competition,NULL,NULL,FALSE,0,1,0,0,0,0,1,1,0,0,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
365,What's New Scooby-Doo?,The WB,2,A Scooby-Doo Halloween,7.6,129,2003-10-25,21,TV Series,"Scarecrows,Ghost of Hank Banning","Male,Male","Possessed Object,Ghost","Scarecrow,Phantom","Human,Human",FALSE,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Rural,United States,4,TRUE,TRUE,Marcy,Female,1,Competition,NULL,NULL,FALSE,0,0,0,0,1,2,0,0,1,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
366,What's New Scooby-Doo?,The WB,2,Homeward Hound,7.2,97,2003-10-25,21,TV Series,Cat Creature,Male,Animal,Humanoid,Cat,FALSE,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,United States,5,FALSE,TRUE,"Meadow,Scar,Skull","Female,Male,Male",3,Competition,you meddling kids,NULL,FALSE,0,1,0,0,0,1,0,0,1,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
367,What's New Scooby-Doo?,The WB,2,The San Franpsycho,7.3,103,2004-03-20,21,TV Series,San Franpsycho,Male,Ancient,Convict,Human,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,California,5,FALSE,TRUE,Rutie Banez,Female,1,Competition,NULL,NULL,TRUE,1 box,1,0,0,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
368,What's New Scooby-Doo?,The WB,2,Simple Plan and the Invisible Madman,7.5,113,2004-03-22,21,TV Series,Invisible Man,Male,Disguised,Invisible,Human,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Snow,Canada,9,FALSE,TRUE,"Zeke Zillon,Jack Hunter,Gibby Norton,Eve De La Faye","Male,Male,Male,Female",4,Competition,NULL,NULL,FALSE,5,1,0,0,1,0,0,0,1,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
369,What's New Scooby-Doo?,The WB,2,Recipe for Disaster,7.5,109,2004-03-23,21,TV Series,"Scooby Snack Monster,Scooby Snack Monster","Male,Male","Possessed Object,Possessed Object","Humanoid,Humanoid","Scooby Snack,Scooby Snack",FALSE,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,Ohio,4,FALSE,TRUE,"Penelope Bailey,Trudey Lowe","Female,Female",2,Competition,pestering kids,NULL,FALSE,lifetime supply,1,1,0,0,0,0,0,2,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
370,What's New Scooby-Doo?,The WB,2,Large Dragon at Large,7.5,94,2004-03-24,21,TV Series,Glasburgh Dragon,Male,Mythical,Dragon,Dragon,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Rural,Scotland,5,FALSE,TRUE,Jamison Steven Ripley,Male,1,Treasure,you meddling medieval kids,NULL,FALSE,0,0,0,0,0,0,1,0,2,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
371,What's New Scooby-Doo?,The WB,2,Uncle Scooby and Antarctica,7.4,99,2004-03-25,21,TV Series,Fish Creature,Male,Animal,Humanoid,Fish,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Snow,Antarctica,5,FALSE,FALSE,Monroe Hopper,Male,1,Preservation,NULL,NULL,FALSE,0,2,0,0,0,1,0,0,2,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
372,What's New Scooby-Doo?,The WB,2,"New Mexico, Old Monster",7.2,96,2004-03-26,21,TV Series,"Wakumi,Shaman","Male,Male","Animal,Ancient","Giant,Shaman","Bird,Human",FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Desert,New Mexico,5,TRUE,TRUE,Henry Thornwald,Male,1,Preservation,NULL,NULL,FALSE,0,0,0,0,1,1,0,0,2,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Casey Kasem,Frank Welker
