Timestamp,How old are you?,Industry,Job title,Additional context on job title,Annual salary,Other monetary comp,Currency,Currency - other,Additional context on income,Country,State,City,Overall years of professional experience,Years of experience in field,Highest level of education completed,Gender,Race
4/28/2021 17:44:48,45-54,Education (Higher Education),Research Coordinator,,"87,197",,AUD/NZD,,I also get 17.5% superannuation on top of salary,Australia,,Melbourne,21 - 30 years,2 - 4 years,Some college,Man,White
4/28/2021 17:44:54,25-34,Business or Consulting,Lead Project Analyst,,"95,000",500,USD,,,United States,District of Columbia,Washington,11 - 20 years,5-7 years,College degree,Woman,White
4/28/2021 17:45:03,35-44,"Marketing, Advertising & PR",Copy Manager ,,"145,000",0,USD,,,US,Maryland,Baltimore ,11 - 20 years,8 - 10 years,College degree,Man,White
4/28/2021 17:45:06,25-34,Nonprofits,Data Analyst,,"42,000",0,GBP,,,United Kingdom,,London ,5-7 years,2 - 4 years,High School,Man,White
4/28/2021 17:45:13,35-44,Business or Consulting,Manager Indigenous Services,Supporting Indigenous Nations in a variety of contexts,"108,000",2000,CAD,,,Canada,,Calgary,11 - 20 years,11 - 20 years,College degree,Woman,White
4/28/2021 17:45:14,25-34,Education (Primary/Secondary),High School Teacher,Private School,"48,000",9000,USD,,Additional income is for coaching and a second job in the school that requires a supplement ,United States,Florida,Tampa,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/28/2021 17:45:16,25-34,Education (Primary/Secondary),Teacher,,"43,000",,USD,,,United States,Virginia,Midlothian,8 - 10 years,2 - 4 years,Master's degree,Man,White
4/28/2021 17:45:29,25-34,Libraries,Adult Services Librarian,,"55,120",,USD,,,United States,Illinois,Lemont,2 - 4 years,5-7 years,Master's degree,Woman,White
4/28/2021 17:45:29,25-34,Computing or Tech,Senior SRE,,"132,000",13000,USD,,,United States,Massachusetts,Boston,11 - 20 years,8 - 10 years,College degree,Man,White
4/28/2021 17:45:36,25-34,Health care,Physician (family medicine),,"200,000",,USD,,,US,Ohio,"Johnstown, OH",2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,Asian or Asian American
4/28/2021 17:45:42,35-44,Computing or Tech,DevOps contractor / consultant,,"50,000",40000,GBP,,50k = 10k salary + 40k dividends via UK company; additional 40k = employer pension contributions ,UK,,N/A,11 - 20 years,11 - 20 years,High School,Man,White
4/28/2021 17:45:48,25-34,"Accounting, Banking & Finance",Customer Service Associate,,"23,000",1350,GBP,,,England,,Liverpool,8 - 10 years,8 - 10 years,College degree,Woman,White
4/28/2021 17:46:00,35-44,Computing or Tech,Client Services Representative,I provide remote technical support for a software suite.,"40,000",0,USD,,,United States,South Carolina,"Columbia, SC",8 - 10 years,5-7 years,High School,Man,White
4/28/2021 17:46:06,25-34,Retail,Senior Campaign Writer,,"88,000",,USD,,,USA,Texas,NYC,8 - 10 years,2 - 4 years,College degree,Woman,"Asian or Asian American, Black or African American"
4/28/2021 17:46:08,25-34,"Accounting, Banking & Finance",Construction Project Accountant,,"70,000",5000,USD,,,United States,Oregon,Portland,8 - 10 years,5-7 years,College degree,Woman,White
4/28/2021 17:46:15,25-34,Education (Higher Education),Research officer,,"80,000",,CAD,,,Canada,,Toronto,5-7 years,5-7 years,Master's degree,Woman,Asian or Asian American
4/28/2021 17:46:15,25-34,Health care,Software engineer,,"46,006",0,GBP,,,Scotland,,Edinburgh,2 - 4 years,2 - 4 years,College degree,Woman,White
4/28/2021 17:46:20,25-34,"Accounting, Banking & Finance",Tax Accountant- Public Accounting,,"59,200",,USD,,,United States,Nebraska,Omaha,2 - 4 years,2 - 4 years,Master's degree,Man,White
4/28/2021 17:46:22,45-54,Entertainment,Illustrator ,Concept art,"83,000",62400,CAD,,,Canada,,Vancouver,21 - 30 years,2 - 4 years,College degree,Man,White
4/28/2021 17:46:39,25-34,"Marketing, Advertising & PR",SEO Director,,"85,000",,GBP,,,United Kingdom,,London,5-7 years,5-7 years,Master's degree,Woman,White
4/28/2021 17:46:51,45-54,"Accounting, Banking & Finance",Chief Risk Officer,,"150,000",45000,EUR,,,Ireland,,Dublin,21 - 30 years,2 - 4 years,College degree,Man,White
4/28/2021 17:46:52,35-44,Property or Construction,Project administrator,,"62,727",10000,USD,,,USA,Georgia,Atlanta,11 - 20 years,2 - 4 years,Some college,Woman,"Black or African American, White"
4/28/2021 17:46:55,25-34,Government and Public Administration,Agency Attorney,,"86,000",5000,USD,,,US,New York,New York City,8 - 10 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White
4/28/2021 17:46:59,25-34,Computing or Tech,Software Engineer,,"567,600",84848,SEK,,,Sweden,,Stockholm,8 - 10 years,5-7 years,Master's degree,Man,White
4/28/2021 17:47:02,35-44,"Marketing, Advertising & PR",Senior Developer,,"109,200",2500,USD,,,United States,Virginia,Norfolk,21 - 30 years,21 - 30 years,Some college,Man,White
4/28/2021 17:47:06,25-34,Entertainment,Customer Support Coordinator,For a Board Game Company,"320,000",,USD,,,United States,Minnesota,Minneapolis,2 - 4 years,1 year or less,College degree,Non-binary,White
4/28/2021 17:47:08,45-54,Engineering or Manufacturing,Lead Process Analyst,"I'm lead process analyst, business analyst, technical writer, project manager, agile transformer and security analyst for nuclear engineering. ","125,000",0,USD,,"Was hired on as a consultant. When I am hired as a direct FTE, I expect a raise and a title change to Senior Security Analyst (for nuclear engineering data and export control)",US,Louisiana,prefer not to say,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/28/2021 17:47:11,25-34,Nonprofits,Crisis Line Manager,,"56,000",,CAD,,,Canada,,(Province of Alberta),8 - 10 years,2 - 4 years,College degree,Woman,White
4/28/2021 17:47:12,55-64,"Leisure, Sport & Tourism",Recreation supervisor ,team sports coordinator in a large public  recreation organization ,"54,000",0,USD,,,USA ,Michigan,Ann Arbor ,21 - 30 years,21 - 30 years,College degree,Woman,White
4/28/2021 17:47:17,35-44,Computing or Tech,Software Developer,,"110,000",,USD,,,USA,Oregon,Eugene,11 - 20 years,11 - 20 years,College degree,Man,White
4/28/2021 17:47:22,25-34,Transport or Logistics,Air traffic controller ,,"93,500",15000,USD,,,USA,Kansas,Wichita,2 - 4 years,2 - 4 years,College degree,Woman,White
4/28/2021 17:47:28,35-44,Restaurant,Baker,,"31,200",500,CAD,,,Canada,,Ottawa,11 - 20 years,8 - 10 years,College degree,Non-binary,White
4/28/2021 17:47:30,35-44,"Accounting, Banking & Finance",Controller,,"82,500",,USD,,,United States,Indiana,Indianapolis,11 - 20 years,8 - 10 years,Master's degree,Woman,White
4/28/2021 17:47:37,35-44,Insurance,Assistant Actuary,,"115,000",11500,USD,,,United States,Pennsylvania,Philadelphia,11 - 20 years,11 - 20 years,College degree,Woman,White
4/28/2021 17:47:39,45-54,Law,Attorney,,"315,000",20000,USD,,,USA,New York,NYC,21 - 30 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Man,"Hispanic, Latino, or Spanish origin"
4/28/2021 17:47:44,35-44,Business or Consulting,Marketing Manager,,"72,000",,USD,,,United States,Utah,Salt Lake City,11 - 20 years,11 - 20 years,College degree,Man,White
4/28/2021 17:47:40,35-44,Research ,Research project manager II,,"107,000",0,USD,,,United States ,Massachusetts,Greater Boston ,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/28/2021 17:47:40,25-34,Law,Senior Associate ,,"162,800",12000,AUD/NZD,,,Australia ,,Sydney ,5-7 years,5-7 years,Master's degree,Woman,Asian or Asian American
4/28/2021 17:47:50,45-54,Computing or Tech,Senior UX Designer,,"135,000",,USD,,,USA,Washington,Seattle,31 - 40 years,21 - 30 years,College degree,Man,White
4/28/2021 17:47:53,35-44,Computing or Tech,Service delivery manager,Essentially project management,"63,000",4000,GBP,,,United Kingdom,,Surrey,11 - 20 years,11 - 20 years,High School,Man,White
4/28/2021 17:47:59,18-24,Retail,Cashier,,"15,080",0,USD,,,Usa,Texas,Dallas,2 - 4 years,2 - 4 years,High School,Man,White
4/28/2021 17:48:01,25-34,Education (Higher Education),Assistant Director,International Student Services,"53,000",53000,USD,,,USA,California,Los Angeles,8 - 10 years,8 - 10 years,Master's degree,Woman,"Asian or Asian American, White"
4/28/2021 17:48:02,35-44,Government and Public Administration,Lab Scientist,,"95,000",0,USD,,,USA,Nevada,Las Vegas,11 - 20 years,11 - 20 years,College degree,Man,White
4/28/2021 17:48:08,25-34,"Marketing, Advertising & PR",brand manager ,,"115,000",11500,USD,,,Canada,,Toronto,5-7 years,5-7 years,College degree,Woman,Asian or Asian American
4/28/2021 17:48:11,35-44,"Accounting, Banking & Finance",Financial Planner,,"85,000",,USD,,,United States,Texas,College Station,8 - 10 years,8 - 10 years,Master's degree,Man,White
4/28/2021 17:48:07,25-34,Libraries,Branch Manager,,"71,734",2800,USD,,Additional income is approximate - we get 1.5-2% COLAs 1-2 times/year depending on govt funding.,USA,Maryland,Towson,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/28/2021 17:48:17,35-44,Computing or Tech,Web developer,,"73,000",,USD,,"I am part of a union. So while my income is a bit below what I believe is market rate, in addition to income, I receive benefits including but not limited to: health/dental insurance with extremely low premiums and deductible, better than matching retirement benefits, ample time off (up to 2 weeks annually which rollover to a max of 60 days), and job security. ",USA,Connecticut,Storrs,8 - 10 years,5-7 years,PhD,Man,White
4/28/2021 17:48:34,35-44,Computing or Tech,Software Development Team Lead,,"49,500",7200,GBP,,,England,,Bournemouth,21 - 30 years,21 - 30 years,Some college,Man,White
4/28/2021 17:48:41,45-54,Government and Public Administration,Editor,,"96,357",0,USD,,,US,District of Columbia,"Washington, DC",31 - 40 years,21 - 30 years,Some college,Man,White
4/28/2021 17:48:41,35-44,Education (Higher Education),Manager of technology resources,,"74,000",0,USD,,,USA,Texas,Austin,11 - 20 years,8 - 10 years,College degree,Man,"Hispanic, Latino, or Spanish origin"
4/28/2021 17:48:54,25-34,Computing or Tech,Software consultant ,,"175,000",0,USD,,,United States,California,Los Angeles,11 - 20 years,11 - 20 years,College degree,Man,"Hispanic, Latino, or Spanish origin"
4/28/2021 17:49:00,55-64,Nonprofits,Director,Regional responsibility,"39,000",0,GBP,,,UK,,Birmingham,31 - 40 years,11 - 20 years,High School,Man,White
4/28/2021 17:49:06,35-44,Computing or Tech,Marketing Director,,"203,000",,USD,,,USA,Washington,Seattle,11 - 20 years,11 - 20 years,Master's degree,Man,White
4/28/2021 17:49:18,25-34,Art & Design,Assistant Fashion Designer,,"35,000",0,USD,,,United States of America ,New York,New York City,5-7 years,2 - 4 years,College degree,Woman,"Black or African American, Hispanic, Latino, or Spanish origin, White"
4/28/2021 17:49:32,25-34,"Marketing, Advertising & PR",Content Writer,,"52,000",,USD,,,United States,Washington,Seattle,5-7 years,2 - 4 years,College degree,Man,White
4/28/2021 17:49:42,25-34,Education (Higher Education),Social Research Specialist,,"55,000",0,USD,,,United States of America,North Carolina,Wilmington,8 - 10 years,5-7 years,Master's degree,Woman,White
4/28/2021 17:49:46,25-34,Law,Associate,,"200,000",,USD,,,United States,District of Columbia,DC,1 year or less,1 year or less,"Professional degree (MD, JD, etc.)",Man,Black or African American
4/28/2021 17:49:48,45-54,Insurance,Domain Architect,"Information technology, cloud","155,000",50000,USD,,,United states,Ohio,Cleveland,21 - 30 years,21 - 30 years,Master's degree,Man,White
4/28/2021 17:49:55,35-44,Education (Higher Education),Finance and Accounting Manager,,"86,796",0,USD,,,United States,Oregon,Corvallis,11 - 20 years,11 - 20 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin, White"
4/28/2021 17:49:58,25-34,Computing or Tech,Engineering Team Lead,I manage a team of software engineers and I build software too,"66,000",5000,GBP,,,United Kingdom,,Leamington Spa,11 - 20 years,11 - 20 years,College degree,Man,White
4/28/2021 17:50:11,25-34,Education (Higher Education),Student adviser ,Student support and wellbeing ,"24,600",0,GBP,,,UK,,Worcester ,11 - 20 years,11 - 20 years,College degree,Woman,White
4/28/2021 17:50:20,35-44,Business or Consulting,Manager,Cyber Security,"70,000",21000,EUR,,,Germany ,,Munich,8 - 10 years,5-7 years,Master's degree,Man,White
4/28/2021 17:50:43,35-44,Computing or Tech,Network and systems engineer,,"92,000",10000,USD,,,USA,Pennsylvania,Philadelphia,11 - 20 years,8 - 10 years,College degree,Man,White
4/28/2021 17:50:52,25-34,Computing or Tech,Software Engineering Manager,,"202,000",300000,USD,,the addt'l comes from company stock,United States,New York,New York,8 - 10 years,8 - 10 years,Master's degree,Man,White
4/28/2021 17:50:53,35-44,Auto Mfg.,Manager,,"104,000",7000,USD,,,US,Mississippi,Canton,21 - 30 years,8 - 10 years,Some college,Man,White
4/28/2021 17:50:54,35-44,Computing or Tech,Data Engineer,,"83,000",5000,USD,,,US,Pennsylvania,Pittsburgh,11 - 20 years,2 - 4 years,Master's degree,Woman,White
4/28/2021 17:50:59,25-34,"Accounting, Banking & Finance",Global Financial Crimes Director ,Compliance,"110,000",15000,USD,,,USA,New York,New York,8 - 10 years,2 - 4 years,Master's degree,Woman,Asian or Asian American
4/28/2021 17:51:03,35-44,Education (Higher Education),Sr. Administrative Coordinator I,Clerical Staff,"62,000",0,USD,,,United States,Texas,College Station,21 - 30 years,21 - 30 years,Some college,Woman,White
4/28/2021 17:51:11,25-34,Business or Consulting,Compliance Associate,,"105,000",6000,USD,,,USA,New York,New York City,2 - 4 years,2 - 4 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
4/28/2021 17:51:14,35-44,"Marketing, Advertising & PR",Billing Manager,,"95,000",2000,USD,,,United States,Illinois,Chicago,11 - 20 years,8 - 10 years,College degree,Man,White
4/28/2021 17:51:16,35-44,Nonprofits,Client Care Manager,,"76,050",3000,CAD,,,Canada,,Vancouver,11 - 20 years,5-7 years,College degree,Woman,White
4/28/2021 17:51:22,25-34,Business or Consulting,Associate,,"87,000",1000,USD,,,United States of America,District of Columbia,"Washington, DC",2 - 4 years,2 - 4 years,Master's degree,Woman,Asian or Asian American
4/28/2021 17:51:24,25-34,Law,Research fellow,Nonprofit constitutional law scholar,"90,000",0,USD,,,United States,District of Columbia,Washington,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Man,White
4/28/2021 17:51:24,25-34,Business or Consulting,Analyst,,"512,000",0,SEK,,,Sweden,,Stockholm,11 - 20 years,5-7 years,Master's degree,Woman,White
4/28/2021 17:51:26,45-54,Education (Primary/Secondary),Teacher / Department chair,,"63,000",,USD,,,USA,Texas,Dallas,11 - 20 years,5-7 years,Master's degree,Woman,White
4/28/2021 17:51:32,25-34,Business or Consulting,Management Consultant,,"93,200",5000,USD,,,United States,Virginia,Arlington,2 - 4 years,2 - 4 years,Master's degree,Woman,White
4/28/2021 17:51:33,45-54,Computing or Tech,Sr. Security Engineer,,"168,000",0,USD,,,USA,Washington,Bellevue,21 - 30 years,21 - 30 years,Some college,Man,White
4/28/2021 17:51:33,35-44,Computing or Tech,Associate Technology 2,,"82,891",0,USD,,,USA ,Virginia,Arlington,11 - 20 years,11 - 20 years,College degree,Man,White
4/28/2021 17:51:38,25-34,Translation and Localization,Project Coordinator,,"43,000",3000,USD,,,United States,New York,New York City,1 year or less,1 year or less,Master's degree,Woman,White
4/28/2021 17:51:47,25-34,"Marketing, Advertising & PR",marketing strategist ,,"80,000",,USD,,,usa,Connecticut,hartford,5-7 years,5-7 years,College degree,Woman,White
4/28/2021 17:51:56,25-34,Education (Higher Education),Web Developer,,"74,000",0,USD,,,United States of America,Connecticut,Storrs,5-7 years,5-7 years,College degree,Man,White
4/28/2021 17:51:58,25-34,"Marketing, Advertising & PR",Marketing coordinator,Coordinator position with roles and responsibilities of a manager/ executive ,"31,500",0,GBP,,,U.K. ,,London,5-7 years,5-7 years,Master's degree,Woman,White
4/28/2021 17:51:59,45-54,Health care,Associate Consultant,,"85,000",9000,USD,,,USA,Indiana,Indianapolis,11 - 20 years,8 - 10 years,Master's degree,Woman,White
4/28/2021 17:51:59,35-44,"Accounting, Banking & Finance",Assistant treasurer,I work at a public school ,"55,500",0,USD,,,United States,Ohio,Louisville,21 - 30 years,8 - 10 years,Master's degree,Woman,White
4/28/2021 17:52:20,35-44,Soft Drinks Manufacturing ,Commercial Transformation Manager,,"48,000",,GBP,,,United Kingdom,,Remote worker ,11 - 20 years,2 - 4 years,High School,Man,White
4/28/2021 17:52:25,35-44,Computing or Tech,Engineering Manager,,"80,000",20000,EUR,,,Germany,,Nuremberg,21 - 30 years,21 - 30 years,High School,Man,White
4/28/2021 17:52:36,25-34,Computing or Tech,Product Owner,,"110,000",,USD,,,US,California,Los Angeles,8 - 10 years,8 - 10 years,Master's degree,Woman,Asian or Asian American
4/28/2021 17:52:43,35-44,"Marketing, Advertising & PR",Global Partner Marketing Manager,,"161,200",24180,USD,,,US,California,San Mateo,11 - 20 years,11 - 20 years,College degree,Man,White
4/28/2021 17:52:46,25-34,Law,Contract Partner,,"185,000",40000,USD,,,US,Connecticut,Greenwich,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Man,White
4/28/2021 17:52:47,25-34,Education (Higher Education),Web Services Librarian,,"49,000",0,USD,,,USA,Washington,Pullman,2 - 4 years,2 - 4 years,Master's degree,Man,White
4/28/2021 17:52:47,25-34,Computing or Tech,Configuration Management Specialist,"I make sure applications are within compliance regarding security, government contracts, and finance/operating budgets. ","80,000",0,USD,,Boeing used to give bonuses but they stopped in 2019 for my role.,USA,Texas,Houston,2 - 4 years,2 - 4 years,College degree,Man,Black or African American
4/28/2021 17:52:47,25-34,Computing or Tech,EHR implementation coordinator,,"73,500",3500,USD,,,United States,Wisconsin,Madison,5-7 years,2 - 4 years,Master's degree,Non-binary,White
4/28/2021 17:52:49,25-34,Health care,Postmarket Surveillance Medical Device Analyst,Reports of issues with medical devices are processed and sent to regulatory bodies and to the quality department to ensure safe and functioning devices,"66,000",0,USD,,,United States,Minnesota,St. Paul,5-7 years,2 - 4 years,College degree,Other or prefer not to answer,White
4/28/2021 17:52:51,35-44,Nonprofits,Survey Manager,,"29,930",0,GBP,,,UK,,Norfolk,11 - 20 years,11 - 20 years,PhD,Woman,White
4/28/2021 17:52:58,35-44,Nonprofits,Program Officer,,"82,000",,CAD,,,Canada,,Calgary,11 - 20 years,5-7 years,Master's degree,Woman,White
4/28/2021 17:53:11,45-54,Government contract ,Supply Chain Manager,,"42,300",,GBP,,,England ,,York,11 - 20 years,11 - 20 years,College degree,Woman,White
4/28/2021 17:53:12,25-34,"Accounting, Banking & Finance",Typist,,"845,000",65000,Other,Argentinian peso (ARS),,Argentina,,Buenos Aires,5-7 years,5-7 years,Some college,Man,"Hispanic, Latino, or Spanish origin, Native American or Alaska Native"
4/28/2021 17:53:19,35-44,Computing or Tech,Developer Advocate,,"234,000",12000,USD,,,USA,Texas,Austin,11 - 20 years,11 - 20 years,College degree,Man,White
4/28/2021 17:53:19,25-34,Utilities & Telecommunications,Rate analyst,,"65,000",5000,USD,,,Usa,Pennsylvania,Reading,8 - 10 years,5-7 years,Master's degree,Woman,White
4/28/2021 17:53:24,45-54,Recruitment or HR,Team Leader,,"98,000",15000,USD,,,US,Arizona,Chandler,21 - 30 years,11 - 20 years,College degree,Woman,White
4/28/2021 17:53:31,25-34,Computing or Tech,Consultant,Software Engineer,"130,000",,USD,,,United States,Texas,Dallas,11 - 20 years,11 - 20 years,College degree,Man,White
4/28/2021 17:53:35,35-44,Media & Digital,Promotions Producer,,"60,000",,USD,,,United States,Tennessee,Memphis,11 - 20 years,8 - 10 years,College degree,Man,White
4/28/2021 17:53:46,35-44,"Accounting, Banking & Finance",Director Property Tax,,"150,000",60000,USD,,,United States,Minnesota,Minneapolis,11 - 20 years,5-7 years,College degree,Woman,White
4/28/2021 17:53:46,35-44,not-for-profit health research consulting,Director of Economics,,"160,000",0,CAD,,,Canada,,Edmonton,11 - 20 years,11 - 20 years,PhD,Man,White
4/28/2021 17:53:55,45-54,Education (Higher Education),Professor ,Full,"99,000",2000,USD,,,USA ,Connecticut,Willimantic ,11 - 20 years,11 - 20 years,PhD,Man,White
4/28/2021 17:53:57,35-44,Government and Public Administration,Senior Data Analyst,,"81,000",,AUD/NZD,,,New Zealand,,Auckland,11 - 20 years,5-7 years,Master's degree,Man,White
4/28/2021 17:53:58,45-54,Computing or Tech,Software engineer ,,"180,000",,AUD/NZD,,Nz,New Zealand ,,Wellington ,21 - 30 years,21 - 30 years,College degree,Man,White
4/28/2021 17:54:12,35-44,Sales,Director,,"165,000",25000,USD,,,USA ,California,San Ramon,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/28/2021 17:54:14,25-34,"Marketing, Advertising & PR",Marketing Project Coordinator,,"44,500",,USD,,,USA,Texas,Dallas,2 - 4 years,2 - 4 years,Master's degree,Woman,Black or African American
4/28/2021 17:54:15,45-54,Entertainment,Finance Director,,"60,000",,GBP,,,United Kingdom,,Leamington Spa,21 - 30 years,21 - 30 years,College degree,Man,White
4/28/2021 17:54:17,25-34,Health care,Medical assistant,,"51,000",1000,USD,,,US,Virginia,Charlottesville ,8 - 10 years,8 - 10 years,College degree,Woman,White
4/28/2021 17:54:23,25-34,"Marketing, Advertising & PR",Photo Retoucher,,"67,000",3000,USD,,,United States of America,New York,New York City,5-7 years,2 - 4 years,College degree,Man,Black or African American
4/28/2021 17:54:25,18-24,Sales,Sales representative ,,"70,000",20000,USD,,,USA,Minnesota,Minneapolis ,1 year or less,1 year or less,College degree,Woman,"Hispanic, Latino, or Spanish origin"
4/28/2021 17:54:27,35-44,Computing or Tech,Solutions Architect,,"190,000",60000,CAD,,,Canada,,Prince George,11 - 20 years,11 - 20 years,Some college,Man,White
4/28/2021 17:54:32,25-34,"Marketing, Advertising & PR",Copywriter,,"57,000",,CAD,,,Canada,,Vancouver,8 - 10 years,5-7 years,Master's degree,Woman,White
4/28/2021 17:54:38,25-34,Entertainment,Statistics Supervisor,supervisor' indicates I am a low level manager,"96,820",24200,USD,,,United States,California,Los Angeles,8 - 10 years,5-7 years,College degree,Woman,"Asian or Asian American, White"
4/28/2021 17:54:45,25-34,Archives/Libraries,Archivist and Records Manager,Archivist for a small tribal organization,"62,271",,USD,,,United States,Washington,Poulsbo,5-7 years,5-7 years,Master's degree,Woman,White
4/28/2021 17:54:48,18-24,Utilities & Telecommunications,Commercial Interconnection Specialist,,"54,000",0,USD,,,United States,Nevada,Las Vegas,2 - 4 years,2 - 4 years,College degree,Woman,White
4/28/2021 17:54:54,25-34,Nonprofits,"Deputy Director, Digital Media",At a nonprofit regional theater,"58,000",0,USD,,,US,Virginia,Arlington,8 - 10 years,5-7 years,Master's degree,Woman,White
4/28/2021 17:54:54,25-34,Health care,Director,Digital R&D for pharma ,"237,000",55000,USD,,,US,Massachusetts,Cambridge,8 - 10 years,5-7 years,College degree,Woman,White
4/28/2021 17:54:56,25-34,Education (Higher Education),PhD Candidate,Graduate student doing full time research 40 or more hours a week,"30,500",0,USD,,30500 is pre-tax,United States of America,Missouri,St. Louis,2 - 4 years,2 - 4 years,Master's degree,Man,"Hispanic, Latino, or Spanish origin, White"
4/28/2021 17:55:05,45-54,"Accounting, Banking & Finance",Business Analyst,,"90,000",10000,CAD,,,Canada,,Toronto,11 - 20 years,11 - 20 years,College degree,Man,White
4/28/2021 17:55:12,45-54,Law,Assistant Public Defender II,I only handle misdemeanor cases,"102,500",0,USD,,,United States,Illinois,Rolling Meadows ,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",,White
4/28/2021 17:55:23,25-34,Government and Public Administration,Relief Clerk,Administrative role in Public Health for a regional municipality (currently working at a vaccine clinic),"47,840",0,CAD,,,Canada,,Waterloo,2 - 4 years,2 - 4 years,College degree,Woman,White
4/28/2021 17:55:24,25-34,Computing or Tech,Project Manager,,"88,000",4000,USD,,,United States,Massachusetts,Remote,8 - 10 years,8 - 10 years,College degree,Woman,White
4/28/2021 17:55:27,25-34,Transport or Logistics,Senior Technical Project Manager,,"145,000",15000,USD,,,United States,California,San Francisco,8 - 10 years,8 - 10 years,College degree,Woman,White
4/28/2021 17:55:29,45-54,Computing or Tech,Senior Software Engineer,,"150,000",,CAD,,,Canada,,Hamilton,21 - 30 years,21 - 30 years,College degree,Man,White
4/28/2021 17:55:39,25-34,Education (Higher Education),IT Manager,,"68,000",0,USD,,,USA,Colorado,Fort Collins,8 - 10 years,8 - 10 years,College degree,Man,White
4/28/2021 17:55:47,55-64,Nonprofits,Administrative Coordinator,,"49,920",0,CAD,,,Canada,,"London, Ontario",21 - 30 years,11 - 20 years,College degree,Woman,White
4/28/2021 17:56:12,25-34,Media & Digital,Event Manager,working in conventions industry ,"65,000",2200,USD,,,United States,Washington,Redmond,8 - 10 years,5-7 years,College degree,Non-binary,White
4/28/2021 17:56:14,45-54,Computing or Tech,Enterprise Architect,Software architect/team lead developer,"180,000",16000,USD,,,USA,Massachusetts,Boston Metro area,31 - 40 years,31 - 40 years,Master's degree,Man,White
4/28/2021 17:56:16,25-34,Engineering or Manufacturing,Compensation Analyst,,"72,500",7200,USD,,,US,Washington,Seattle,5-7 years,5-7 years,College degree,Woman,White
4/28/2021 17:56:23,35-44,Computing or Tech,Senior iOS Developer,,"125,000",,USD,,,US,Arizona,Scottsdale,11 - 20 years,8 - 10 years,College degree,Man,Another option not listed here or prefer not to answer
4/28/2021 17:56:31,35-44,Law,Senior Corporate Counsel,Grand-boss is General Counsel,"215,000",50000,USD,,,USA,Pennsylvania,Philadelphia area,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,White
4/28/2021 17:56:33,35-44,Computing or Tech,Senior Software Engineer,,"192,000",130000,USD,,,United States,California,San Fransico,11 - 20 years,11 - 20 years,Some college,Man,White
4/28/2021 17:56:33,45-54,Government and Public Administration,Senior  director of information technology,,"135,000",2000,USD,,,United States,Pennsylvania,Philadelphia,21 - 30 years,21 - 30 years,College degree,Man,White
4/28/2021 17:56:49,45-54,Nonprofits,Education Manager,,"98,000",0,CAD,,,Canada,,Vancouver,21 - 30 years,8 - 10 years,College degree,Woman,White
4/28/2021 17:56:51,18-24,Computing or Tech,Associate Account Representative,(Cloud/Tech Sales),"127,688",14064,USD,,Includes sign-on bonus & commission. Does not include RSU's.,United States,New York,New York City,1 year or less,1 year or less,College degree,Woman,"Native American or Alaska Native, White"
4/28/2021 17:57:14,25-34,Nonprofits,Operations Supervisor,,"51,600",,USD,,,U.S.,New York,New York,5-7 years,2 - 4 years,College degree,Woman,Asian or Asian American
4/28/2021 17:57:25,25-34,Real Estate Title Company,Title Processor,,"47,445",6948,USD,,Estimated overtime to 1.5 x 5 hrs/week for half the year + 2500,United States,Pennsylvania,Devon,8 - 10 years,5-7 years,Some college,Man,"Hispanic, Latino, or Spanish origin, White"
4/28/2021 17:57:31,35-44,Recruitment or HR,"Director, HR",,"80,000",30000,USD,,,United States,Texas,Dallas,11 - 20 years,8 - 10 years,College degree,Woman,White
4/28/2021 17:57:28,18-24,"Accounting, Banking & Finance",financial analyst 1,,"65,000",12000,USD,,,usa,Indiana,indianapolis,1 year or less,1 year or less,College degree,Woman,Asian or Asian American
4/28/2021 17:57:31,25-34,Nonprofits,Manager of Public Safety,,"51,000",,USD,,,United States,Minnesota,St. Paul,8 - 10 years,2 - 4 years,College degree,Woman,White
4/28/2021 17:57:31,25-34,Computing or Tech,Back End Developer,C#,"115,000",,USD,,,United States of America ,Kansas,Wichita,8 - 10 years,8 - 10 years,College degree,Woman,White
4/28/2021 17:57:36,35-44,Engineering or Manufacturing,It Manager,It Manager - Helpdesk and Asset Management,"100,000",20000,USD,,,United States,Michigan,Grand Rapids,11 - 20 years,11 - 20 years,College degree,Man,White
4/28/2021 17:57:43,35-44,Computing or Tech,Associate Software Engineer,,"106,000",6000,USD,,,U.S.,Delaware,Newark,5-7 years,2 - 4 years,College degree,Woman,White
