town11cd,town11nm,population_2011,size_flag,rgn11nm,coastal,coastal_detailed,ttwa11cd,ttwa11nm,ttwa_classification,job_density_flag,income_flag,university_flag,level4qual_residents35_64_2011,ks4_2012_2013_counts,key_stage_2_attainment_school_year_2007_to_2008,key_stage_4_attainment_school_year_2012_to_2013,level_2_at_age_18,level_3_at_age_18,activity_at_age_19_full_time_higher_education,activity_at_age_19_sustained_further_education,activity_at_age_19_appprenticeships,activity_at_age_19_employment_with_earnings_above_0,activity_at_age_19_employment_with_earnings_above_10_000,activity_at_age_19_out_of_work,highest_level_qualification_achieved_by_age_22_less_than_level_1,highest_level_qualification_achieved_by_age_22_level_1_to_level_2,highest_level_qualification_achieved_by_age_22_level_3_to_level_5,highest_level_qualification_achieved_by_age_22_level_6_or_above,highest_level_qualification_achieved_b_age_22_average_score,education_score
E35000639,Eastbourne BUASD,109185,Large Towns,South East,Coastal,Large seaside town,E30000204,Eastbourne,Majority town and city (Large Towns),Mixed,Higher deprivation towns,No university,Medium,1137,66.48936170212765,61.03781882145998,81.17854001759015,41.86455584872471,27.70448548812665,18.64555848724714,10.642040457343887,49.16446789797713,21.723834652594547,9.850483729111698,2.7,26.8,49.8,20.7,3.2647317502198767,-2.281555604
E35000640,Darwen BUASD,28155,Medium Towns,North West,Non-coastal,Large non-coastal town,E30000170,Blackburn,Majority town and city (Large Towns),Mixed,Higher deprivation towns,No university,Low,321,71.46814404432132,63.862928348909655,81.61993769470405,45.794392523364486,29.595015576323984,28.66043613707165,18.38006230529595,47.35202492211838,22.118380062305295,11.838006230529595,NA,31,44.6,23.2,3.3738317757009346,-0.761057801
E35000644,Horbury BUASD,10361,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000283,Wakefield and Castleford,Majority town and city (Large Towns),Residential,Mid deprivation towns,No university,Medium,110,81.57894736842105,77.27272727272727,89.0909090909091,55.45454545454545,31.818181818181817,18.181818181818183,12.727272727272727,48.18181818181818,28.18181818181818,9.090909090909092,NA,20.7,43.2,31.5,3.5727272727272728,3.173359701
E35000648,Braintree BUASD,41634,Medium Towns,East of England,Non-coastal,Large non-coastal town,E30000188,Chelmsford,Majority town and city (Large Towns),Mixed,Mid deprivation towns,No university,Low,517,68.25396825396825,46.42166344294004,77.36943907156673,39.845261121856865,23.21083172147002,19.729206963249517,13.733075435203096,60.541586073500966,37.71760154738878,6.769825918762089,3.5,30.9,46.2,19.4,3.127659574468085,-4.082898176
E35000652,Carlton (Gedling) BUASD,49235,Medium Towns,East Midlands,Non-coastal,Large non-coastal town,E30000249,Nottingham,Majority conurbation,Residential,Higher deprivation towns,No university,Low,515,77.62645914396887,67.76699029126215,82.13592233009709,49.51456310679612,32.038834951456316,24.466019417475728,13.980582524271846,52.42718446601942,23.495145631067963,9.514563106796116,NA,23.4,48.5,26.3,3.530097087378641,1.117383847
E35000657,Wallingford BUASD,7918,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000250,Oxford,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,High,71,74.28571428571429,69.01408450704226,77.46478873239437,40.845070422535215,28.169014084507044,26.76056338028169,16.901408450704224,47.88732394366197,29.577464788732392,NA,NA,34.8,39.1,NA,3.1971830985915495,-0.854982582
E35000660,Horsham BUASD,48041,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000196,Crawley,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,501,83.42967244701349,78.44311377245509,92.41516966067864,65.26946107784431,43.91217564870259,12.574850299401197,8.582834331337326,54.091816367265466,24.75049900199601,2.3952095808383236,NA,15.6,46.5,37.1,3.936127744510978,5.397228742
E35000666,Bacup BUASD,13323,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000170,Blackburn,Majority town and city (Large Towns),Residential,Higher deprivation towns,No university,Low,155,70.46979865771812,35.483870967741936,67.74193548387096,32.25806451612903,22.58064516129032,21.935483870967744,12.258064516129032,40,15.483870967741936,19.35483870967742,NA,31.2,47.4,16.2,3.0129032258064514,-5.903708401
E35000668,Tyldesley BUASD,16142,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000239,Manchester,Majority conurbation,Residential,Mid deprivation towns,No university,Low,193,82.92682926829268,75.64766839378238,87.56476683937824,51.29533678756477,36.26943005181347,18.65284974093264,10.880829015544041,55.44041450777202,30.569948186528496,5.181347150259067,NA,20.8,45.8,31.3,3.715025906735751,3.194589501
E35000669,Castleford BUASD,39192,Medium Towns,Yorkshire and The Humber,Non-coastal,Large non-coastal town,E30000283,Wakefield and Castleford,Majority town and city (Large Towns),Working,Higher deprivation towns,No university,Low,483,62.419006479481645,63.14699792960663,91.30434782608695,48.4472049689441,22.77432712215321,20.70393374741201,16.563146997929607,49.68944099378882,25.87991718426501,12.629399585921325,NA,32,48.9,17.7,3.1884057971014492,-2.174272293
E35000672,Woodingdean BUASD,9793,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000179,Brighton,Majority town and city (Large Towns),Residential,Higher deprivation towns,No university,Low,118,81.74603174603175,61.86440677966102,76.27118644067797,44.06779661016949,21.1864406779661,15.254237288135593,8.47457627118644,51.69491525423729,22.88135593220339,11.016949152542372,NA,29.1,50.4,NA,3.093220338983051,-0.686227177
E35000674,Heywood BUASD,28205,Medium Towns,North West,Non-coastal,Large non-coastal town,E30000239,Manchester,Majority conurbation,Working,Higher deprivation towns,No university,Low,299,68.82716049382715,52.508361204013376,78.26086956521739,40.13377926421405,21.73913043478261,25.75250836120401,15.719063545150503,39.79933110367893,18.394648829431436,16.387959866220736,NA,33.6,46.8,18.3,3.1337792642140467,-3.370296135
E35000676,Bramhall BUASD,17436,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000239,Manchester,Majority conurbation,Residential,Lower deprivation towns,No university,High,160,82.85714285714286,63.125,93.75,71.875,56.25,14.374999999999998,NA,35.625,13.125,NA,NA,7.5,45,46.9,4.31875,5.470582132
E35000681,Hartley (Sevenoaks) BUASD,16029,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000234,London,Majority conurbation,Residential,Lower deprivation towns,No university,Medium,193,75.8974358974359,80.31088082901555,88.08290155440415,60.10362694300518,44.04145077720207,13.471502590673575,10.880829015544041,46.63212435233161,26.94300518134715,NA,NA,23.3,39.4,36.3,3.8341968911917097,3.950217044
E35000682,Thurnscoe BUASD,8687,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000004,Barnsley,Majority conurbation,Residential,Higher deprivation towns,No university,Low,124,51.908396946564885,36.29032258064516,66.12903225806451,19.35483870967742,12.096774193548388,20.161290322580644,10.483870967741936,45.96774193548387,28.225806451612907,12.096774193548388,NA,43.5,46,NA,2.7016129032258065,-10.02801511
E35000684,Radstock BUASD,9419,Small Towns,South West,Non-coastal,Smaller non-coastal town,E30000165,Bath,Majority town and city (Large Towns),Mixed,Mid deprivation towns,No university,Low,130,63.41463414634146,48.46153846153846,80,31.538461538461537,19.230769230769234,17.692307692307693,11.538461538461538,54.61538461538461,33.07692307692307,8.461538461538462,NA,41.1,37.2,NA,2.8615384615384616,-5.934594888
E35000688,Crawley BUASD,106943,Large Towns,South East,Non-coastal,Large non-coastal town,E30000196,Crawley,Majority town and city (Large Towns),Working,Mid deprivation towns,No university,Low,1256,66.50366748166259,49.92038216560509,78.343949044586,41.32165605095541,26.671974522292995,16.480891719745223,9.63375796178344,52.86624203821656,32.245222929936304,6.60828025477707,3.4,33.9,42.7,19.9,3.120222929936306,-3.830908388
E35000689,Worsbrough BUASD,9119,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000004,Barnsley,Majority conurbation,Residential,Higher deprivation towns,No university,Low,116,57.8125,43.103448275862064,80.17241379310344,31.03448275862069,21.551724137931032,19.82758620689655,11.206896551724139,39.6551724137931,19.82758620689655,12.068965517241379,NA,40.5,37.9,NA,2.9741379310344827,-6.855157827
E35000690,Littlehampton BUASD,55706,Medium Towns,South East,Coastal,Large seaside town,E30000191,Chichester and Bognor Regis,Majority town and city (small),Residential,Mid deprivation towns,No university,Low,606,73.17073170731707,49.504950495049506,79.37293729372938,39.93399339933993,23.927392739273927,19.306930693069308,8.91089108910891,49.834983498349835,24.09240924092409,8.25082508250825,3.3,34.1,44.5,18.1,3.0495049504950495,-3.409339525
E35000692,Goole BUASD,20810,Medium Towns,Yorkshire and The Humber,Non-coastal,Large non-coastal town,E30000220,Hull,Majority town and city (Large Towns),Mixed,Higher deprivation towns,No university,Low,244,60.924369747899156,49.18032786885246,75.81967213114754,41.80327868852459,18.442622950819672,21.721311475409834,13.114754098360656,47.950819672131146,25.40983606557377,11.475409836065573,5.7,32.2,43.7,18.4,3.0368852459016393,-4.748883703
E35000697,Mexborough BUASD,15244,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000201,Doncaster,Majority conurbation,Residential,Higher deprivation towns,No university,Low,169,60.752688172043015,40.828402366863905,69.23076923076923,27.810650887573964,14.792899408284024,21.893491124260358,14.792899408284024,37.278106508875744,18.93491124260355,20.710059171597635,NA,47.3,37.9,NA,2.7337278106508878,-7.692514402
E35000699,East Wittering BUASD,5647,Small Towns,South East,Coastal,Smaller seaside town,E30000191,Chichester and Bognor Regis,Majority town and city (small),Residential,Mid deprivation towns,No university,Medium,58,75.71428571428571,65.51724137931035,87.93103448275862,51.724137931034484,25.862068965517242,NA,NA,60.3448275862069,29.310344827586203,NA,NA,19.3,63.2,NA,3.3620689655172415,0.400143569
E35000700,Chichester BUASD,28657,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000191,Chichester and Bognor Regis,Majority town and city (small),Working,Mid deprivation towns,University,Medium,266,78.76447876447877,68.796992481203,81.57894736842105,54.88721804511278,37.59398496240601,18.045112781954884,7.142857142857142,51.50375939849624,17.293233082706767,7.142857142857142,3.8,16.5,49.6,30.1,3.6315789473684212,2.11672004
E35000703,Sturry BUASD,5085,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000187,Canterbury,Majority town and city (small),Working,Mid deprivation towns,No university,Medium,53,75.43859649122807,64.15094339622641,79.24528301886792,35.84905660377358,37.735849056603776,NA,NA,50.943396226415096,28.30188679245283,NA,NA,31.4,37.3,NA,3.509433962264151,-0.779019226
E35000707,Cromer BUASD,7949,Small Towns,East of England,Coastal,Smaller seaside town,E30000198,Cromer and Sheringham,Majority rural,Working,Higher deprivation towns,No university,Low,63,74.57627118644068,63.49206349206349,84.12698412698413,39.682539682539684,23.809523809523807,19.047619047619047,15.873015873015872,60.317460317460316,31.746031746031743,NA,NA,32.8,49.2,NA,3.1904761904761907,-1.490068056
E35000708,Ewell BUASD,51727,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000234,London,Majority conurbation,Residential,Lower deprivation towns,No university,Medium,547,79.62616822429906,73.49177330895796,87.93418647166362,58.68372943327239,43.875685557586834,15.173674588665447,9.87202925045704,48.62888482632541,21.755027422303474,3.8391224862888484,NA,17,44,37.4,3.9213893967093236,3.8292772
E35000715,Throckley BUASD,5507,Small Towns,North East,Non-coastal,Smaller non-coastal town,E30000245,Newcastle,Majority conurbation,Residential,Higher deprivation towns,No university,Low,51,65.3061224489796,47.05882352941176,82.35294117647058,43.13725490196079,19.607843137254903,31.372549019607842,NA,43.13725490196079,19.607843137254903,NA,NA,28.6,59.2,NA,3.1176470588235294,-4.099446778
E35000718,Penryn BUASD,8439,Small Towns,South West,Coastal,Smaller other coastal town,E30000051,Falmouth,Majority town and city (small),Working,Higher deprivation towns,No university,Medium,85,71.25,61.1764705882353,80,38.82352941176471,23.52941176470588,30.58823529411765,17.647058823529413,44.70588235294118,23.52941176470588,NA,NA,25.3,50.6,NA,3.5176470588235293,-1.276549602
E35000719,Borehamwood BUASD,35489,Medium Towns,East of England,Non-coastal,Large non-coastal town,E30000234,London,Majority conurbation,Working,Higher deprivation towns,No university,Medium,400,73.4375,56.00000000000001,81.5,51.5,37.5,15.25,10.25,46.75,26.75,5.75,2.5,27.6,37.2,32.7,3.615,-0.125421126
E35000726,Royton BUASD,23812,Medium Towns,North West,Non-coastal,Large non-coastal town,E30000239,Manchester,Majority conurbation,Mixed,Mid deprivation towns,No university,Low,282,84.69750889679716,66.66666666666666,87.94326241134752,57.09219858156028,35.46099290780142,25.886524822695034,17.375886524822697,49.29078014184397,22.340425531914892,8.865248226950355,NA,18.9,51.8,28.6,3.6773049645390072,2.928140371
E35000727,Kibworth Harcourt BUASD,5433,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000230,Leicester,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,65,76.66666666666667,67.6923076923077,81.53846153846153,58.46153846153847,38.46153846153847,NA,NA,41.53846153846154,20,NA,NA,16.9,41.5,38.5,3.8461538461538463,2.678125793
E35000728,Thornton (Bradford) BUASD,5289,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000018,Bradford,Majority conurbation,Residential,Higher deprivation towns,No university,Low,61,59.32203389830508,50.81967213114754,67.21311475409836,40.98360655737705,24.59016393442623,27.86885245901639,16.39344262295082,52.459016393442624,22.950819672131146,NA,NA,34.4,36.1,NA,3.262295081967213,-4.221030255
E35000731,Shipley BUASD,28694,Medium Towns,Yorkshire and The Humber,Non-coastal,Large non-coastal town,E30000018,Bradford,Majority conurbation,Working,Higher deprivation towns,No university,Medium,292,70.33333333333334,63.013698630136986,85.61643835616438,54.109589041095894,34.24657534246575,25.684931506849317,10.616438356164384,40.75342465753425,15.068493150684931,8.904109589041095,NA,26.5,44.3,27.5,3.547945205479452,0.25079604
E35000734,Droylsden BUASD,24134,Medium Towns,North West,Non-coastal,Large non-coastal town,E30000239,Manchester,Majority conurbation,Residential,Higher deprivation towns,No university,Low,311,72.69736842105263,57.556270096463024,79.7427652733119,48.55305466237942,25.723472668810288,24.115755627009648,13.504823151125404,53.69774919614147,23.79421221864952,10.289389067524116,NA,27,48.6,22.5,3.3536977491961415,-1.049645206
E35000735,Thorne BUASD,11840,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000201,Doncaster,Majority conurbation,Mixed,Higher deprivation towns,No university,Low,131,69.28571428571428,53.43511450381679,71.7557251908397,37.404580152671755,26.717557251908396,21.374045801526716,16.793893129770993,48.091603053435115,25.954198473282442,10.687022900763358,NA,40.5,32.8,22.9,3.1908396946564888,-3.310271828
E35000745,Banbury BUASD,46525,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000161,Banbury,Majority town and city (small),Working,Mid deprivation towns,No university,Low,541,65.34839924670433,53.23475046210721,80.0369685767098,41.40480591497228,27.726432532347506,18.66913123844732,10.720887245841034,52.495378927911275,29.944547134935306,7.393715341959335,2,37.1,37.7,23.2,3.2421441774491684,-3.291930369
E35000753,Sevenoaks BUASD,29506,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000281,Tunbridge Wells,Majority town and city (small),Working,Lower deprivation towns,No university,High,223,85.54216867469879,80.26905829596413,91.4798206278027,71.74887892376681,58.29596412556054,8.071748878923767,NA,36.32286995515695,17.48878923766816,NA,NA,19.5,31.7,47.5,4.219730941704036,7.195924607
E35000754,Bollington BUASD,7373,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000239,Manchester,Majority conurbation,Working,Lower deprivation towns,No university,Medium,67,89.47368421052632,70.1492537313433,88.05970149253731,65.67164179104478,37.3134328358209,NA,NA,46.26865671641791,14.925373134328357,NA,NA,15.9,55.1,NA,3.611940298507463,4.420683682
E35000756,Shevington BUASD,5114,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000284,Warrington and Wigan,Majority conurbation,Residential,Lower deprivation towns,No university,Medium,59,82.75862068965517,71.1864406779661,94.91525423728814,71.1864406779661,59.32203389830508,18.64406779661017,16.94915254237288,37.28813559322034,NA,NA,NA,NA,45.6,43.9,4.288135593220339,6.109889871
E35000757,Blackburn BUASD,117963,Large Towns,North West,Non-coastal,Large non-coastal town,E30000170,Blackburn,Majority town and city (Large Towns),Working,Higher deprivation towns,No university,Low,1514,74.20515896820636,59.11492734478203,80.50231328486451,52.14805023132849,36.327608982826945,26.089828269484812,10.303830911492733,35.53500660501982,14.597093791281374,9.64332892998679,1.1,22.7,48.5,27.8,3.6162483487450463,0.334593472
E35000760,Kempston BUASD,19350,Small Towns,East of England,Non-coastal,Smaller non-coastal town,E30000166,Bedford,Majority town and city (Large Towns),Working,Higher deprivation towns,No university,Low,250,68.92430278884463,46,74.4,40,30,19.2,8.799999999999999,48,22,10.4,NA,32.9,42.6,22.1,3.248,-3.697009155
E35000761,Cirencester BUASD,16325,Small Towns,South West,Non-coastal,Smaller non-coastal town,E30000276,Swindon,Majority town and city (Large Towns),Working,Lower deprivation towns,University,Medium,182,77.34806629834254,60.98901098901099,82.96703296703298,53.2967032967033,32.967032967032964,16.483516483516482,12.637362637362637,57.14285714285714,30.21978021978022,6.043956043956044,NA,25,44.4,27.8,3.4945054945054945,0.653551126
E35000768,Whetstone BUASD,12760,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000230,Leicester,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Low,159,75.59523809523809,60.37735849056604,79.24528301886792,49.056603773584904,37.735849056603776,23.270440251572328,16.352201257861633,52.83018867924528,27.67295597484277,6.289308176100629,NA,25.2,39.6,34.6,3.7232704402515724,0.643969199
E35000772,Brighouse BUASD,33286,Medium Towns,Yorkshire and The Humber,Non-coastal,Large non-coastal town,E30000029,Halifax,Majority conurbation,Working,Mid deprivation towns,No university,Medium,370,84.74114441416893,64.86486486486487,92.7027027027027,51.35135135135135,40.54054054054054,21.35135135135135,15.135135135135137,45.94594594594595,21.891891891891895,7.837837837837839,NA,25.1,39.1,35,3.7972972972972974,2.574817445
E35000775,Nelson (Pendle) BUASD,29463,Medium Towns,North West,Non-coastal,Large non-coastal town,E30000182,Burnley,Majority town and city (Large Towns),Residential,Higher deprivation towns,No university,Low,313,60.95505617977528,41.533546325878596,77.95527156549521,39.61661341853035,36.74121405750799,19.169329073482427,8.626198083067091,34.504792332268366,13.418530351437699,11.182108626198083,3.9,23.8,49.8,22.5,3.3226837060702876,-4.902350613
E35000776,Whitefield BUASD,20975,Medium Towns,North West,Non-coastal,Large non-coastal town,E30000239,Manchester,Majority conurbation,Mixed,Higher deprivation towns,No university,Medium,218,73.30508474576271,65.59633027522935,83.4862385321101,49.54128440366973,36.69724770642202,22.477064220183486,12.385321100917432,45.87155963302752,20.642201834862387,11.926605504587156,NA,22.9,46.3,27.5,3.5,0.313167691
E35000778,Truro BUASD,20332,Medium Towns,South West,Non-coastal,Large non-coastal town,E30000257,Redruth and Truro,Majority town and city (small),Working,Higher deprivation towns,No university,Medium,211,71.71717171717171,51.65876777251185,83.73205741626795,54.066985645933016,33.175355450236964,21.32701421800948,10.90047393364929,50.23696682464455,21.32701421800948,9.004739336492891,NA,20.3,47.2,30.7,3.6350710900473935,-0.471521633
E35000779,Arnold BUASD,37768,Medium Towns,East Midlands,Non-coastal,Large non-coastal town,E30000249,Nottingham,Majority conurbation,Residential,Mid deprivation towns,No university,Medium,414,77.14285714285715,64.25120772946859,89.61352657004831,52.89855072463768,41.06280193236715,19.082125603864732,11.83574879227053,45.65217391304348,20.531400966183575,9.66183574879227,NA,24,41.3,32.8,3.7004830917874396,1.489914038
E35000780,Stamford BUASD,19701,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000108,Peterborough,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,163,79.45945945945945,65.03067484662577,82.20858895705521,47.239263803680984,30.67484662576687,26.993865030674847,14.11042944785276,55.21472392638037,34.355828220858896,6.748466257668712,NA,18.3,50.6,27.4,3.539877300613497,0.885540404
E35000781,Broseley BUASD,5257,Small Towns,West Midlands,Non-coastal,Smaller non-coastal town,E30000278,Telford,Majority town and city (Large Towns),Residential,Mid deprivation towns,No university,Medium,56,69.81132075471697,48.214285714285715,87.5,50,35.714285714285715,NA,NA,35.714285714285715,21.428571428571427,NA,NA,19.6,50,NA,3.4642857142857144,-1.876031408
E35000785,Taunton BUASD,60479,Medium Towns,South West,Non-coastal,Large non-coastal town,E30000277,Taunton,Majority town and city (small),Working,Mid deprivation towns,No university,Medium,589,72.1311475409836,57.38539898132428,83.5314091680815,46.349745331069606,29.711375212224105,18.845500848896435,10.865874363327674,56.02716468590832,26.485568760611205,7.30050933786078,2.7,26.9,46.6,23.8,3.33276740237691,-1.388698309
E35000787,Ashton-under-Lyne BUASD,45198,Medium Towns,North West,Non-coastal,Large non-coastal town,E30000239,Manchester,Majority conurbation,Working,Higher deprivation towns,No university,Low,557,69.90990990990991,53.50089766606823,77.55834829443447,47.93536804308797,33.21364452423698,19.389587073608617,12.028725314183124,43.26750448833034,19.92818671454219,12.567324955116696,2,27.8,43.3,26.9,3.4631956912028725,-1.529208741
E35000789,Eckington BUASD,7386,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000261,Sheffield,Majority conurbation,Residential,Higher deprivation towns,No university,Low,90,68.13186813186813,54.44444444444444,88.88888888888889,40,22.22222222222222,22.22222222222222,14.444444444444443,55.55555555555556,26.666666666666668,NA,NA,34.8,42.7,NA,3.3333333333333335,-2.716984223
E35000793,New Mills BUASD,12291,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000239,Manchester,Majority conurbation,Residential,Lower deprivation towns,No university,Medium,120,75.38461538461539,60.83333333333333,94.16666666666667,57.49999999999999,29.166666666666668,19.166666666666668,10.833333333333334,50.83333333333333,22.5,NA,NA,19,55.4,24.8,3.533333333333333,0.891824158
E35000797,Oaklands BUASD,7711,Small Towns,East of England,Non-coastal,Smaller non-coastal town,E30000272,Stevenage and Welwyn Garden City,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,High,79,90.2439024390244,81.0126582278481,96.20253164556962,72.15189873417721,56.9620253164557,18.9873417721519,12.658227848101266,49.36708860759494,21.518987341772153,NA,NA,NA,43.8,43.8,4.139240506329114,7.634311709
E35000801,Poole BUASD,154718,Large Towns,South West,Coastal,Large seaside town,E30000110,Poole,Majority town and city (Large Towns),Working,Mid deprivation towns,University,Medium,1654,71.52647975077882,59.85489721886336,85.00604594921403,50.84643288996372,29.32285368802902,18.742442563482467,12.273276904474002,52.539298669891174,26.17896009673519,7.557436517533253,2.7,26.3,45.6,25.4,3.407496977025393,-0.604691758
E35000803,Windermere BUASD,5243,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000223,Kendal,Majority rural,Working,Lower deprivation towns,No university,Medium,63,80.28169014084507,53.96825396825397,80.95238095238095,52.38095238095239,39.682539682539684,23.809523809523807,NA,55.55555555555556,34.92063492063492,NA,NA,26.2,37.7,NA,3.7301587301587302,0.877554795
E35000804,Ackworth Moor Top BUASD,5281,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000283,Wakefield and Castleford,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,50,77.27272727272727,66,78,44,30,26,NA,54,22,NA,NA,19.6,45.1,NA,3.48,0.26763157
E35000811,Rushden BUASD,29501,Medium Towns,East Midlands,Non-coastal,Large non-coastal town,E30000224,Kettering and Wellingborough,Majority town and city (small),Mixed,Mid deprivation towns,No university,Low,353,68.4931506849315,47.875354107648725,81.30311614730878,43.342776203966004,24.07932011331445,18.69688385269122,12.747875354107649,57.79036827195468,33.14447592067989,6.515580736543909,NA,36.5,39.9,21.4,3.1954674220963173,-3.408960683
E35000813,Alsager BUASD,13347,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000197,Crewe,Majority town and city (small),Residential,Lower deprivation towns,No university,Medium,144,89.13043478260869,75.69444444444444,86.80555555555556,63.888888888888886,41.66666666666667,25.694444444444443,20.833333333333336,52.083333333333336,22.22222222222222,7.638888888888889,NA,14.4,45.2,37.7,3.875,5.501626941
E35000814,Oswaldtwistle BUASD,11803,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000170,Blackburn,Majority town and city (Large Towns),Residential,Higher deprivation towns,No university,Low,149,76.10062893081762,67.11409395973155,83.89261744966443,47.651006711409394,30.201342281879196,28.187919463087248,18.120805369127517,50.33557046979866,22.14765100671141,7.38255033557047,NA,24.5,49.7,23.8,3.5167785234899327,0.669429645
E35000817,Horndean BUASD,46924,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000254,Portsmouth,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,543,69.32624113475178,56.16942909760589,83.79373848987109,50.82872928176796,27.624309392265197,20.626151012891345,12.52302025782689,54.32780847145487,27.992633517495396,4.6040515653775325,NA,23.8,50.5,24,3.4198895027624308,-1.195164287
E35000829,Southwick BUASD,11551,Small Towns,South East,Coastal,Smaller seaside town,E30000179,Brighton,Majority town and city (Large Towns),Residential,Higher deprivation towns,No university,Low,125,62.878787878787875,52,76.8,38.4,24,20,12,48.8,22.400000000000002,9.6,NA,38.9,38.1,19.8,3.096,-4.380328788
E35000831,Dartmouth BUASD,5064,Small Towns,South West,Coastal,Smaller seaside town,E30000226,Kingsbridge and Dartmouth,Majority rural,Working,Mid deprivation towns,No university,Medium,42,72.09302325581395,47.61904761904761,66.66666666666666,33.33333333333333,23.809523809523807,NA,NA,64.28571428571429,NA,NA,NA,31,52.4,NA,2.880952380952381,-4.782945513
E35000833,Coseley BUASD,23104,Medium Towns,West Midlands,Non-coastal,Large non-coastal town,E30000202,Dudley,Majority conurbation,Residential,Higher deprivation towns,No university,Low,316,67.50788643533123,47.78481012658228,84.81012658227847,39.87341772151899,26.89873417721519,24.050632911392405,15.50632911392405,46.51898734177215,17.405063291139243,12.341772151898734,NA,29.2,44.4,23.8,3.3512658227848102,-3.41080653
E35000835,Christchurch BUASD,54210,Medium Towns,South West,Coastal,Large seaside town,E30000175,Bournemouth,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,493,75.56008146639512,63.691683569979716,80.93306288032454,52.73833671399595,29.411764705882355,16.63286004056795,9.73630831643002,50.50709939148072,26.774847870182555,4.665314401622718,NA,28.3,44.6,25.5,3.436105476673428,0.498256597
E35000841,Birkenhead BUASD,142968,Large Towns,North West,Coastal,Large other coastal town,E30000168,Birkenhead,Majority conurbation,Mixed,Higher deprivation towns,No university,Low,1682,71.72774869109948,61.71224732461356,77.94292508917955,42.44946492271106,30.915576694411417,23.305588585017837,13.852556480380498,40.54696789536266,17.47919143876338,14.149821640903687,1.9,32.5,39.7,25.9,3.375743162901308,-1.237611184
E35000842,Fulwood BUASD,35830,Medium Towns,North West,Non-coastal,Large non-coastal town,E30000255,Preston,Majority town and city (Large Towns),Working,Mid deprivation towns,No university,Medium,401,80.88235294117648,72.06982543640898,91.02244389027432,65.08728179551122,47.381546134663346,17.70573566084788,11.72069825436409,46.13466334164589,20.199501246882793,6.982543640897755,2.5,13.4,41.8,42.3,4.079800498753118,4.850637616
E35000843,Great Yarmouth BUASD,38693,Medium Towns,East of England,Coastal,Large seaside town,E30000210,Great Yarmouth,Majority town and city (small),Working,Higher deprivation towns,No university,Low,485,50.10141987829615,41.855670103092784,72.16494845360825,30.721649484536083,22.68041237113402,23.917525773195877,11.134020618556702,45.36082474226804,24.536082474226802,13.195876288659795,4.3,32.5,44.5,18.6,3.0969072164948455,-7.571466876
E35000848,Ingleby Barwick BUASD,20378,Medium Towns,North East,Non-coastal,Large non-coastal town,E30000093,Middlesbrough and Stockton,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,301,86.13861386138613,76.74418604651163,91.69435215946844,61.79401993355482,49.83388704318937,20.59800664451827,14.61794019933555,44.518272425249165,18.6046511627907,5.980066445182724,NA,11,48.3,40,4.096345514950166,5.682268239
