year,months,state,stressor,stress_pct
2018,July-September,Arizona,Disesases,4.5
2018,July-September,Arizona,Pesticides,3.8
2018,July-September,Arizona,Other,15
2018,July-September,Arizona,Unknown,27.6
2018,July-September,Arkansas,Varroa mites,29.9
2018,July-September,Arkansas,Other pests/parasites,7.8
2018,July-September,Arkansas,Disesases,0.1
2018,July-September,Arkansas,Pesticides,17.6
2018,July-September,Arkansas,Other,0.5
2018,July-September,Arkansas,Unknown,0.6
2018,July-September,California,Varroa mites,57.3
2018,July-September,California,Other pests/parasites,6.6
2018,July-September,California,Disesases,4.5
2018,July-September,California,Pesticides,17.8
2018,July-September,California,Other,12
2018,July-September,California,Unknown,3.6
2018,July-September,Colorado,Varroa mites,72.6
2018,July-September,Colorado,Other pests/parasites,16.6
2018,July-September,Colorado,Disesases,5.6
2018,July-September,Colorado,Pesticides,2.9
2018,July-September,Colorado,Other,8.5
2018,July-September,Colorado,Unknown,4.5
2018,July-September,Connecticut,Varroa mites,13
2018,July-September,Connecticut,Other pests/parasites,NA
2018,July-September,Connecticut,Disesases,NA
2018,July-September,Connecticut,Pesticides,1.4
2018,July-September,Connecticut,Other,2.5
2018,July-September,Connecticut,Unknown,1.2
2018,July-September,Florida,Varroa mites,35
2018,July-September,Florida,Other pests/parasites,20.5
2018,July-September,Florida,Disesases,4.2
2018,July-September,Florida,Pesticides,7.6
2018,July-September,Florida,Other,14.3
2018,July-September,Florida,Unknown,9.8
2018,July-September,Georgia,Varroa mites,49.8
2018,July-September,Georgia,Other pests/parasites,20.4
2018,July-September,Georgia,Disesases,2.4
2018,July-September,Georgia,Pesticides,27.7
2018,July-September,Georgia,Other,6
2018,July-September,Georgia,Unknown,7.2
2018,July-September,Hawaii,Varroa mites,88.3
2018,July-September,Hawaii,Other pests/parasites,89.4
2018,July-September,Hawaii,Disesases,0.1
2018,July-September,Hawaii,Pesticides,0.1
2018,July-September,Hawaii,Other,0.1
2018,July-September,Hawaii,Unknown,NA
2018,July-September,Idaho,Varroa mites,83.6
2018,July-September,Idaho,Other pests/parasites,5.4
2018,July-September,Idaho,Disesases,14.6
2018,July-September,Idaho,Pesticides,26.5
2018,July-September,Idaho,Other,13.8
2018,July-September,Idaho,Unknown,5.7
2018,July-September,Illinois,Varroa mites,21.2
2018,July-September,Illinois,Other pests/parasites,10.6
2018,July-September,Illinois,Disesases,2.1
2018,July-September,Illinois,Pesticides,5.1
2018,July-September,Illinois,Other,1.5
2018,July-September,Illinois,Unknown,7
2018,July-September,Indiana,Varroa mites,29.5
2018,July-September,Indiana,Other pests/parasites,12.2
2018,July-September,Indiana,Disesases,1.4
2018,July-September,Indiana,Pesticides,20.6
2018,July-September,Indiana,Other,5
2018,July-September,Indiana,Unknown,0.5
2018,July-September,Iowa,Varroa mites,29.9
2018,July-September,Iowa,Other pests/parasites,9.8
2018,July-September,Iowa,Disesases,8.5
2018,July-September,Iowa,Pesticides,0.4
2018,July-September,Iowa,Other,1.9
2018,July-September,Iowa,Unknown,0.4
2018,July-September,Kansas,Varroa mites,76.8
2018,July-September,Kansas,Other pests/parasites,51.1
2018,July-September,Kansas,Disesases,6.6
2018,July-September,Kansas,Pesticides,8
2018,July-September,Kansas,Other,23.7
2018,July-September,Kansas,Unknown,7.9
2018,July-September,Kentucky,Varroa mites,47.1
2018,July-September,Kentucky,Other pests/parasites,26.5
2018,July-September,Kentucky,Disesases,1.6
2018,July-September,Kentucky,Pesticides,1.5
2018,July-September,Kentucky,Other,4.5
2018,July-September,Kentucky,Unknown,7.6
2018,July-September,Louisiana,Varroa mites,31.3
2018,July-September,Louisiana,Other pests/parasites,29.9
2018,July-September,Louisiana,Disesases,0.2
2018,July-September,Louisiana,Pesticides,1.7
2018,July-September,Louisiana,Other,1
2018,July-September,Louisiana,Unknown,1.6
2018,July-September,Maine,Varroa mites,37
2018,July-September,Maine,Other pests/parasites,1
2018,July-September,Maine,Disesases,1.1
2018,July-September,Maine,Pesticides,NA
2018,July-September,Maine,Other,3.5
2018,July-September,Maine,Unknown,0.5
2018,July-September,Maryland,Varroa mites,11.7
2018,July-September,Maryland,Other pests/parasites,6
2018,July-September,Maryland,Disesases,0.3
2018,July-September,Maryland,Pesticides,0.6
2018,July-September,Maryland,Other,1.1
2018,July-September,Maryland,Unknown,3.8
2018,July-September,Massachusetts,Varroa mites,75.9
2018,July-September,Massachusetts,Other pests/parasites,11.2
2018,July-September,Massachusetts,Disesases,10.7
2018,July-September,Massachusetts,Pesticides,10.1
2018,July-September,Massachusetts,Other,1.1
2018,July-September,Massachusetts,Unknown,10.3
2018,July-September,Michigan,Varroa mites,92.4
2018,July-September,Michigan,Other pests/parasites,13.8
2018,July-September,Michigan,Disesases,1.1
2018,July-September,Michigan,Pesticides,23.8
2018,July-September,Michigan,Other,19.5
2018,July-September,Michigan,Unknown,18.6
2018,July-September,Minnesota,Varroa mites,44.5
2018,July-September,Minnesota,Other pests/parasites,12.4
2018,July-September,Minnesota,Disesases,6
2018,July-September,Minnesota,Pesticides,28.4
2018,July-September,Minnesota,Other,9.3
2018,July-September,Minnesota,Unknown,8.1
2018,July-September,Mississippi,Varroa mites,25.2
2018,July-September,Mississippi,Other pests/parasites,8.6
2018,July-September,Mississippi,Disesases,NA
2018,July-September,Mississippi,Pesticides,0.5
2018,July-September,Mississippi,Other,7.5
2018,July-September,Mississippi,Unknown,7.2
2018,July-September,Missouri,Varroa mites,18.2
2018,July-September,Missouri,Other pests/parasites,16.9
2018,July-September,Missouri,Disesases,1.2
2018,July-September,Missouri,Pesticides,1.2
2018,July-September,Missouri,Other,7.5
2018,July-September,Missouri,Unknown,1.1
2018,July-September,Montana,Varroa mites,43.8
2018,July-September,Montana,Other pests/parasites,18.5
2018,July-September,Montana,Disesases,18
2018,July-September,Montana,Pesticides,6.8
2018,July-September,Montana,Other,21.8
2018,July-September,Montana,Unknown,2.7
2018,July-September,Nebraska,Varroa mites,24.1
2018,July-September,Nebraska,Other pests/parasites,3.2
2018,July-September,Nebraska,Disesases,5.9
2018,July-September,Nebraska,Pesticides,6.5
2018,July-September,Nebraska,Other,4.3
2018,July-September,Nebraska,Unknown,4
2018,July-September,New Jersey,Varroa mites,12.3
2018,July-September,New Jersey,Other pests/parasites,5.1
2018,July-September,New Jersey,Disesases,0.2
2018,July-September,New Jersey,Pesticides,0.1
2018,July-September,New Jersey,Other,1
2018,July-September,New Jersey,Unknown,0.4
2018,July-September,New Mexico,Varroa mites,NA
2018,July-September,New Mexico,Other pests/parasites,NA
2018,July-September,New Mexico,Disesases,NA
2018,July-September,New Mexico,Pesticides,12.3
2018,July-September,New Mexico,Other,0.4
2018,July-September,New Mexico,Unknown,0.2
2018,July-September,New York,Varroa mites,40.7
2018,July-September,New York,Other pests/parasites,20.6
2018,July-September,New York,Disesases,18.6
2018,July-September,New York,Pesticides,24.4
2018,July-September,New York,Other,22.9
2018,July-September,New York,Unknown,10.2
2018,July-September,North Carolina,Varroa mites,66
2018,July-September,North Carolina,Other pests/parasites,17.9
2018,July-September,North Carolina,Disesases,11.4
2018,July-September,North Carolina,Pesticides,8.4
2018,July-September,North Carolina,Other,11.4
2018,July-September,North Carolina,Unknown,3.1
2018,July-September,North Dakota,Varroa mites,52.6
2018,July-September,North Dakota,Other pests/parasites,11.5
2018,July-September,North Dakota,Disesases,9.6
2018,July-September,North Dakota,Pesticides,10.4
2018,July-September,North Dakota,Other,10.9
2018,July-September,North Dakota,Unknown,1.2
2018,July-September,Ohio,Varroa mites,58.9
2018,July-September,Ohio,Other pests/parasites,40.9
2018,July-September,Ohio,Disesases,2.6
2018,July-September,Ohio,Pesticides,1.3
2018,July-September,Ohio,Other,11.9
2018,July-September,Ohio,Unknown,1.2
2018,July-September,Oklahoma,Varroa mites,59.6
2018,July-September,Oklahoma,Other pests/parasites,51.1
2018,July-September,Oklahoma,Disesases,0.1
2018,July-September,Oklahoma,Pesticides,23.5
2018,July-September,Oklahoma,Other,17.2
2018,July-September,Oklahoma,Unknown,23.4
2018,July-September,Oregon,Varroa mites,57.2
2018,July-September,Oregon,Other pests/parasites,2.8
2018,July-September,Oregon,Disesases,7
2018,July-September,Oregon,Pesticides,45.1
2018,July-September,Oregon,Other,10.7
2018,July-September,Oregon,Unknown,0.8
2018,July-September,Pennsylvania,Varroa mites,23.5
2018,July-September,Pennsylvania,Other pests/parasites,8.1
2018,July-September,Pennsylvania,Disesases,1.9
2018,July-September,Pennsylvania,Pesticides,1.6
2018,July-September,Pennsylvania,Other,1.7
2018,July-September,Pennsylvania,Unknown,2.6
2018,July-September,South Carolina,Varroa mites,76.8
2018,July-September,South Carolina,Other pests/parasites,53.4
2018,July-September,South Carolina,Disesases,0.7
2018,July-September,South Carolina,Pesticides,32.4
2018,July-September,South Carolina,Other,7.6
2018,July-September,South Carolina,Unknown,0.9
2018,July-September,South Dakota,Varroa mites,54.7
2018,July-September,South Dakota,Other pests/parasites,32.9
2018,July-September,South Dakota,Disesases,3.3
2018,July-September,South Dakota,Pesticides,8.5
2018,July-September,South Dakota,Other,45
2018,July-September,South Dakota,Unknown,1.6
2018,July-September,Tennessee,Varroa mites,70.6
2018,July-September,Tennessee,Other pests/parasites,53.2
2018,July-September,Tennessee,Disesases,0.7
2018,July-September,Tennessee,Pesticides,13.2
2018,July-September,Tennessee,Other,5.6
2018,July-September,Tennessee,Unknown,2.1
2018,July-September,Texas,Varroa mites,18.8
2018,July-September,Texas,Other pests/parasites,4.4
2018,July-September,Texas,Disesases,0.4
2018,July-September,Texas,Pesticides,6.2
2018,July-September,Texas,Other,2.8
2018,July-September,Texas,Unknown,0.9
2018,July-September,Utah,Varroa mites,34
2018,July-September,Utah,Other pests/parasites,15.5
2018,July-September,Utah,Disesases,0.1
2018,July-September,Utah,Pesticides,0.2
2018,July-September,Utah,Other,1
2018,July-September,Utah,Unknown,0.7
2018,July-September,Vermont,Varroa mites,29.3
2018,July-September,Vermont,Other pests/parasites,4.9
2018,July-September,Vermont,Disesases,4.3
2018,July-September,Vermont,Pesticides,24.1
2018,July-September,Vermont,Other,0.3
2018,July-September,Vermont,Unknown,NA
2018,July-September,Virginia,Varroa mites,39
2018,July-September,Virginia,Other pests/parasites,28.5
2018,July-September,Virginia,Disesases,2.6
2018,July-September,Virginia,Pesticides,7.7
2018,July-September,Virginia,Other,11.6
2018,July-September,Virginia,Unknown,1.7
2018,July-September,Washington,Varroa mites,7.1
2018,July-September,Washington,Other pests/parasites,0.6
2018,July-September,Washington,Disesases,0.6
2018,July-September,Washington,Pesticides,2.7
2018,July-September,Washington,Other,9.9
2018,July-September,Washington,Unknown,2.8
2018,July-September,West Virginia,Varroa mites,57
2018,July-September,West Virginia,Other pests/parasites,52.6
2018,July-September,West Virginia,Disesases,0.3
2018,July-September,West Virginia,Pesticides,0.3
2018,July-September,West Virginia,Other,6.8
2018,July-September,West Virginia,Unknown,2.1
2018,July-September,Wisconsin,Varroa mites,54.4
2018,July-September,Wisconsin,Other pests/parasites,32.7
2018,July-September,Wisconsin,Disesases,2.6
2018,July-September,Wisconsin,Pesticides,19.5
2018,July-September,Wisconsin,Other,6.1
2018,July-September,Wisconsin,Unknown,4.3
2018,July-September,Wyoming,Varroa mites,35.4
2018,July-September,Wyoming,Other pests/parasites,2.8
2018,July-September,Wyoming,Disesases,2.2
2018,July-September,Wyoming,Pesticides,9
2018,July-September,Wyoming,Other,3.3
2018,July-September,Wyoming,Unknown,4
2018,July-September,Other States,Varroa mites,22.8
2018,July-September,Other States,Other pests/parasites,2.4
2018,July-September,Other States,Disesases,1.3
2018,July-September,Other States,Pesticides,2.9
2018,July-September,Other States,Other,4.9
2018,July-September,Other States,Unknown,0.7
2018,July-September,United States,Varroa mites,53.8
2018,July-September,United States,Other pests/parasites,15.2
2018,July-September,United States,Disesases,6.4
2018,July-September,United States,Pesticides,15.7
2018,July-September,United States,Other,13.9
2018,July-September,United States,Unknown,4.7
2018,October-December,Alabama,Varroa mites,20.6
2018,October-December,Alabama,Other pests/parasites,20.5
2018,October-December,Alabama,Disesases,1.3
2018,October-December,Alabama,Pesticides,1.5
2018,October-December,Alabama,Other,3.4
2018,October-December,Alabama,Unknown,7.5
2018,October-December,Arizona,Varroa mites,20.6
2018,October-December,Arizona,Other pests/parasites,8.3
2018,October-December,Arizona,Disesases,3.1
2018,October-December,Arizona,Pesticides,NA
2018,October-December,Arizona,Other,7.1
2018,October-December,Arizona,Unknown,3
2018,October-December,Arkansas,Varroa mites,82.8
2018,October-December,Arkansas,Other pests/parasites,7.1
2018,October-December,Arkansas,Disesases,NA
2018,October-December,Arkansas,Pesticides,73.5
2018,October-December,Arkansas,Other,5.3
2018,October-December,Arkansas,Unknown,2.2
2018,October-December,California,Varroa mites,44.1
2018,October-December,California,Other pests/parasites,16.6
2018,October-December,California,Disesases,9.8
2018,October-December,California,Pesticides,11.6
2018,October-December,California,Other,9.3
2018,October-December,California,Unknown,7.1
2018,October-December,Colorado,Varroa mites,73.2
2018,October-December,Colorado,Other pests/parasites,5.9
2018,October-December,Colorado,Disesases,1
2018,October-December,Colorado,Pesticides,NA
2018,October-December,Colorado,Other,6.1
2018,October-December,Colorado,Unknown,1.2
2018,October-December,Connecticut,Varroa mites,12.5
2018,October-December,Connecticut,Other pests/parasites,3.6
2018,October-December,Connecticut,Disesases,2.3
2018,October-December,Connecticut,Pesticides,0.9
2018,October-December,Connecticut,Other,4.2
2018,October-December,Connecticut,Unknown,2.3
2018,October-December,Florida,Varroa mites,46.7
2018,October-December,Florida,Other pests/parasites,22.4
2018,October-December,Florida,Disesases,9
2018,October-December,Florida,Pesticides,14.1
2018,October-December,Florida,Other,8
2018,October-December,Florida,Unknown,6.7
2018,October-December,Georgia,Varroa mites,41.4
2018,October-December,Georgia,Other pests/parasites,17.4
2018,October-December,Georgia,Disesases,9.2
2018,October-December,Georgia,Pesticides,6.9
2018,October-December,Georgia,Other,5.6
2018,October-December,Georgia,Unknown,7.8
2018,October-December,Hawaii,Varroa mites,70.5
2018,October-December,Hawaii,Other pests/parasites,83.3
2018,October-December,Hawaii,Disesases,NA
2018,October-December,Hawaii,Pesticides,NA
2018,October-December,Hawaii,Other,0.1
2018,October-December,Hawaii,Unknown,NA
2018,October-December,Idaho,Varroa mites,64.9
2018,October-December,Idaho,Other pests/parasites,47.4
2018,October-December,Idaho,Disesases,9.6
2018,October-December,Idaho,Pesticides,15.9
2018,October-December,Idaho,Other,7
2018,October-December,Idaho,Unknown,4.5
2018,October-December,Illinois,Varroa mites,27.2
2018,October-December,Illinois,Other pests/parasites,13.1
2018,October-December,Illinois,Disesases,2.4
2018,October-December,Illinois,Pesticides,2.8
2018,October-December,Illinois,Other,6.9
2018,October-December,Illinois,Unknown,5.7
2018,October-December,Indiana,Varroa mites,51.3
2018,October-December,Indiana,Other pests/parasites,21.3
2018,October-December,Indiana,Disesases,23.8
2018,October-December,Indiana,Pesticides,64.6
2018,October-December,Indiana,Other,35.4
2018,October-December,Indiana,Unknown,2.3
2018,October-December,Iowa,Varroa mites,55.1
2018,October-December,Iowa,Other pests/parasites,27.2
2018,October-December,Iowa,Disesases,8.9
2018,October-December,Iowa,Pesticides,31.6
2018,October-December,Iowa,Other,29.4
2018,October-December,Iowa,Unknown,5.6
2018,October-December,Kansas,Varroa mites,62
2018,October-December,Kansas,Other pests/parasites,31.3
2018,October-December,Kansas,Disesases,26
2018,October-December,Kansas,Pesticides,43.7
2018,October-December,Kansas,Other,1.6
2018,October-December,Kansas,Unknown,26.4
2018,October-December,Kentucky,Varroa mites,57.1
2018,October-December,Kentucky,Other pests/parasites,41.9
2018,October-December,Kentucky,Disesases,1.2
2018,October-December,Kentucky,Pesticides,6.8
2018,October-December,Kentucky,Other,5.5
2018,October-December,Kentucky,Unknown,4.3
2018,October-December,Louisiana,Varroa mites,16.6
2018,October-December,Louisiana,Other pests/parasites,6.7
2018,October-December,Louisiana,Disesases,0.3
2018,October-December,Louisiana,Pesticides,5.9
2018,October-December,Louisiana,Other,1
2018,October-December,Louisiana,Unknown,1.7
2018,October-December,Maine,Varroa mites,9.3
2018,October-December,Maine,Other pests/parasites,5.1
2018,October-December,Maine,Disesases,NA
2018,October-December,Maine,Pesticides,NA
2018,October-December,Maine,Other,1.2
2018,October-December,Maine,Unknown,0.1
2018,October-December,Maryland,Varroa mites,16.6
2018,October-December,Maryland,Other pests/parasites,5.3
2018,October-December,Maryland,Disesases,0.3
2018,October-December,Maryland,Pesticides,1.2
2018,October-December,Maryland,Other,4.9
2018,October-December,Maryland,Unknown,1.7
2018,October-December,Massachusetts,Varroa mites,33.2
2018,October-December,Massachusetts,Other pests/parasites,9.2
2018,October-December,Massachusetts,Disesases,8.1
2018,October-December,Massachusetts,Pesticides,9.4
2018,October-December,Massachusetts,Other,3.4
2018,October-December,Massachusetts,Unknown,5.3
2018,October-December,Michigan,Varroa mites,52
2018,October-December,Michigan,Other pests/parasites,31.2
2018,October-December,Michigan,Disesases,15.6
2018,October-December,Michigan,Pesticides,15.1
2018,October-December,Michigan,Other,2.4
2018,October-December,Michigan,Unknown,6.6
2018,October-December,Minnesota,Varroa mites,28.4
2018,October-December,Minnesota,Other pests/parasites,5.2
2018,October-December,Minnesota,Disesases,4.2
2018,October-December,Minnesota,Pesticides,7.9
2018,October-December,Minnesota,Other,3.8
2018,October-December,Minnesota,Unknown,2.4
2018,October-December,Mississippi,Varroa mites,26.5
2018,October-December,Mississippi,Other pests/parasites,6.7
2018,October-December,Mississippi,Disesases,0.2
2018,October-December,Mississippi,Pesticides,0.5
2018,October-December,Mississippi,Other,3
2018,October-December,Mississippi,Unknown,4.5
2018,October-December,Missouri,Varroa mites,37
2018,October-December,Missouri,Other pests/parasites,10
2018,October-December,Missouri,Disesases,1.1
2018,October-December,Missouri,Pesticides,2.3
2018,October-December,Missouri,Other,1.9
2018,October-December,Missouri,Unknown,4.1
2018,October-December,Montana,Varroa mites,40.7
2018,October-December,Montana,Other pests/parasites,13
2018,October-December,Montana,Disesases,5.6
2018,October-December,Montana,Pesticides,17.5
2018,October-December,Montana,Other,2.9
2018,October-December,Montana,Unknown,NA
2018,October-December,Nebraska,Varroa mites,3
2018,October-December,Nebraska,Other pests/parasites,0.7
2018,October-December,Nebraska,Disesases,0.7
2018,October-December,Nebraska,Pesticides,0.3
2018,October-December,Nebraska,Other,2.9
2018,October-December,Nebraska,Unknown,1
2018,October-December,New Jersey,Varroa mites,14
2018,October-December,New Jersey,Other pests/parasites,3.2
2018,October-December,New Jersey,Disesases,0.1
2018,October-December,New Jersey,Pesticides,NA
2018,October-December,New Jersey,Other,5.4
2018,October-December,New Jersey,Unknown,0.3
2018,October-December,New Mexico,Varroa mites,81.3
2018,October-December,New Mexico,Other pests/parasites,0.8
2018,October-December,New Mexico,Disesases,3.7
2018,October-December,New Mexico,Pesticides,0.1
2018,October-December,New Mexico,Other,8
2018,October-December,New Mexico,Unknown,1.2
2018,October-December,New York,Varroa mites,26
2018,October-December,New York,Other pests/parasites,4.5
2018,October-December,New York,Disesases,7.8
2018,October-December,New York,Pesticides,2.4
2018,October-December,New York,Other,7.8
2018,October-December,New York,Unknown,0.7
2018,October-December,North Carolina,Varroa mites,53
2018,October-December,North Carolina,Other pests/parasites,10.4
2018,October-December,North Carolina,Disesases,3.8
2018,October-December,North Carolina,Pesticides,2
2018,October-December,North Carolina,Other,11.1
2018,October-December,North Carolina,Unknown,5.2
2018,October-December,North Dakota,Varroa mites,29.5
2018,October-December,North Dakota,Other pests/parasites,9.4
2018,October-December,North Dakota,Disesases,8.1
2018,October-December,North Dakota,Pesticides,10.6
2018,October-December,North Dakota,Other,4.3
2018,October-December,North Dakota,Unknown,4.6
2018,October-December,Ohio,Varroa mites,29.3
2018,October-December,Ohio,Other pests/parasites,5.8
2018,October-December,Ohio,Disesases,0.1
2018,October-December,Ohio,Pesticides,8.1
2018,October-December,Ohio,Other,2.4
2018,October-December,Ohio,Unknown,9.9
2018,October-December,Oklahoma,Varroa mites,13.1
2018,October-December,Oklahoma,Other pests/parasites,0.4
2018,October-December,Oklahoma,Disesases,NA
2018,October-December,Oklahoma,Pesticides,NA
2018,October-December,Oklahoma,Other,NA
2018,October-December,Oklahoma,Unknown,0.3
2018,October-December,Oregon,Varroa mites,44.1
2018,October-December,Oregon,Other pests/parasites,4.6
2018,October-December,Oregon,Disesases,16
2018,October-December,Oregon,Pesticides,14.8
2018,October-December,Oregon,Other,0.9
2018,October-December,Oregon,Unknown,0.2
2018,October-December,Pennsylvania,Varroa mites,26.9
2018,October-December,Pennsylvania,Other pests/parasites,10.7
2018,October-December,Pennsylvania,Disesases,6.7
2018,October-December,Pennsylvania,Pesticides,13
2018,October-December,Pennsylvania,Other,7.8
2018,October-December,Pennsylvania,Unknown,5.4
2018,October-December,South Carolina,Varroa mites,32.2
2018,October-December,South Carolina,Other pests/parasites,16.1
2018,October-December,South Carolina,Disesases,0.3
2018,October-December,South Carolina,Pesticides,1.4
2018,October-December,South Carolina,Other,1.3
2018,October-December,South Carolina,Unknown,5.5
2018,October-December,South Dakota,Varroa mites,12.8
2018,October-December,South Dakota,Other pests/parasites,1.3
2018,October-December,South Dakota,Disesases,7
2018,October-December,South Dakota,Pesticides,1.6
2018,October-December,South Dakota,Other,2.1
2018,October-December,South Dakota,Unknown,2.5
2018,October-December,Tennessee,Varroa mites,49.8
2018,October-December,Tennessee,Other pests/parasites,20.8
2018,October-December,Tennessee,Disesases,1.9
2018,October-December,Tennessee,Pesticides,11.4
2018,October-December,Tennessee,Other,9.1
2018,October-December,Tennessee,Unknown,5.1
2018,October-December,Texas,Varroa mites,18.6
2018,October-December,Texas,Other pests/parasites,18.5
2018,October-December,Texas,Disesases,5.5
2018,October-December,Texas,Pesticides,3
2018,October-December,Texas,Other,6.2
2018,October-December,Texas,Unknown,3.7
2018,October-December,Utah,Varroa mites,48
2018,October-December,Utah,Other pests/parasites,9.8
2018,October-December,Utah,Disesases,5.5
2018,October-December,Utah,Pesticides,8
2018,October-December,Utah,Other,6.5
2018,October-December,Utah,Unknown,4.9
2018,October-December,Vermont,Varroa mites,6.2
2018,October-December,Vermont,Other pests/parasites,1.3
2018,October-December,Vermont,Disesases,NA
2018,October-December,Vermont,Pesticides,NA
2018,October-December,Vermont,Other,0.8
2018,October-December,Vermont,Unknown,0.7
2018,October-December,Virginia,Varroa mites,57.1
2018,October-December,Virginia,Other pests/parasites,38.4
2018,October-December,Virginia,Disesases,12.1
2018,October-December,Virginia,Pesticides,13.1
2018,October-December,Virginia,Other,5.8
2018,October-December,Virginia,Unknown,2.8
2018,October-December,Washington,Varroa mites,34.5
2018,October-December,Washington,Other pests/parasites,0.5
2018,October-December,Washington,Disesases,11.7
2018,October-December,Washington,Pesticides,4.9
2018,October-December,Washington,Other,3.3
2018,October-December,Washington,Unknown,1.3
2018,October-December,West Virginia,Varroa mites,29.5
2018,October-December,West Virginia,Other pests/parasites,15.2
2018,October-December,West Virginia,Disesases,0.6
2018,October-December,West Virginia,Pesticides,7.2
2018,October-December,West Virginia,Other,4.2
2018,October-December,West Virginia,Unknown,6.8
2018,October-December,Wisconsin,Varroa mites,29.9
2018,October-December,Wisconsin,Other pests/parasites,28.3
2018,October-December,Wisconsin,Disesases,1.5
2018,October-December,Wisconsin,Pesticides,24.5
2018,October-December,Wisconsin,Other,7.6
2018,October-December,Wisconsin,Unknown,5.2
2018,October-December,Wyoming,Varroa mites,43.9
2018,October-December,Wyoming,Other pests/parasites,7.9
2018,October-December,Wyoming,Disesases,2.6
2018,October-December,Wyoming,Pesticides,6.8
2018,October-December,Wyoming,Other,1
2018,October-December,Wyoming,Unknown,1.4
2018,October-December,Other States,Varroa mites,12.7
2018,October-December,Other States,Other pests/parasites,0.2
2018,October-December,Other States,Disesases,0.2
2018,October-December,Other States,Pesticides,5.4
2018,October-December,Other States,Other,1.5
2018,October-December,Other States,Unknown,5.4
2018,October-December,United States,Varroa mites,50.5
2018,October-December,United States,Other pests/parasites,20.3
2018,October-December,United States,Disesases,10.4
2018,October-December,United States,Pesticides,13.8
2018,October-December,United States,Other,8.4
2018,October-December,United States,Unknown,6.5
2019,January-March,Alabama,Varroa mites,27.2
2019,January-March,Alabama,Other pests/parasites,22.7
2019,January-March,Alabama,Disesases,1.8
2019,January-March,Alabama,Pesticides,0.3
2019,January-March,Alabama,Other,3.1
2019,January-March,Alabama,Unknown,9
2019,January-March,Arizona,Varroa mites,25.8
2019,January-March,Arizona,Other pests/parasites,7.9
2019,January-March,Arizona,Disesases,6.5
2019,January-March,Arizona,Pesticides,16.2
2019,January-March,Arizona,Other,8.4
2019,January-March,Arizona,Unknown,0.2
2019,January-March,Arkansas,Varroa mites,19.5
2019,January-March,Arkansas,Other pests/parasites,1.5
2019,January-March,Arkansas,Disesases,3.3
2019,January-March,Arkansas,Pesticides,55.3
2019,January-March,Arkansas,Other,0.7
2019,January-March,Arkansas,Unknown,2.9
2019,January-March,California,Varroa mites,43.5
2019,January-March,California,Other pests/parasites,13.4
2019,January-March,California,Disesases,6.4
2019,January-March,California,Pesticides,12.3
2019,January-March,California,Other,8.7
2019,January-March,California,Unknown,5.6
2019,January-March,Colorado,Varroa mites,11.2
2019,January-March,Colorado,Other pests/parasites,0.3
2019,January-March,Colorado,Disesases,NA
2019,January-March,Colorado,Pesticides,NA
2019,January-March,Colorado,Other,2.5
2019,January-March,Colorado,Unknown,0.6
2019,January-March,Connecticut,Varroa mites,10.1
2019,January-March,Connecticut,Other pests/parasites,1.3
2019,January-March,Connecticut,Disesases,NA
2019,January-March,Connecticut,Pesticides,NA
2019,January-March,Connecticut,Other,3.6
2019,January-March,Connecticut,Unknown,1.7
2019,January-March,Florida,Varroa mites,46.9
2019,January-March,Florida,Other pests/parasites,24.8
2019,January-March,Florida,Disesases,5.5
2019,January-March,Florida,Pesticides,22.9
2019,January-March,Florida,Other,7.4
2019,January-March,Florida,Unknown,5.5
2019,January-March,Georgia,Varroa mites,69.6
2019,January-March,Georgia,Other pests/parasites,17.8
2019,January-March,Georgia,Disesases,7.4
2019,January-March,Georgia,Pesticides,9.6
2019,January-March,Georgia,Other,10.6
2019,January-March,Georgia,Unknown,4.9
2019,January-March,Hawaii,Varroa mites,72.1
2019,January-March,Hawaii,Other pests/parasites,64.9
2019,January-March,Hawaii,Disesases,0.1
2019,January-March,Hawaii,Pesticides,0.7
2019,January-March,Hawaii,Other,2.9
2019,January-March,Hawaii,Unknown,NA
2019,January-March,Idaho,Varroa mites,24.5
2019,January-March,Idaho,Other pests/parasites,8
2019,January-March,Idaho,Disesases,8
2019,January-March,Idaho,Pesticides,9.2
2019,January-March,Idaho,Other,8.6
2019,January-March,Idaho,Unknown,NA
2019,January-March,Illinois,Varroa mites,33.3
2019,January-March,Illinois,Other pests/parasites,14.7
2019,January-March,Illinois,Disesases,3.1
2019,January-March,Illinois,Pesticides,0.7
2019,January-March,Illinois,Other,15.5
2019,January-March,Illinois,Unknown,10.1
2019,January-March,Indiana,Varroa mites,15.6
2019,January-March,Indiana,Other pests/parasites,8.8
2019,January-March,Indiana,Disesases,2.6
2019,January-March,Indiana,Pesticides,5.5
2019,January-March,Indiana,Other,7.1
2019,January-March,Indiana,Unknown,1.7
2019,January-March,Iowa,Varroa mites,34.8
2019,January-March,Iowa,Other pests/parasites,1.7
2019,January-March,Iowa,Disesases,0.6
2019,January-March,Iowa,Pesticides,0.3
2019,January-March,Iowa,Other,7.7
2019,January-March,Iowa,Unknown,3.5
2019,January-March,Kansas,Varroa mites,102
2019,January-March,Kansas,Other pests/parasites,7.8
2019,January-March,Kansas,Disesases,2.5
2019,January-March,Kansas,Pesticides,12.2
2019,January-March,Kansas,Other,21.6
2019,January-March,Kansas,Unknown,4
