ref,company_manufacturer,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,ingredients,most_memorable_characteristics,rating
1109,Hotel Chocolat (Coppeneur),U.K.,2013,Peru,"Chanchamayo, Pichanadi, 2012, 60hr c., b.13092",100%,,"spice,cocoa, tolerable bitter",2.75
1113,Hotel Chocolat (Coppeneur),U.K.,2013,Dominican Republic,"Conacado,  2012, 120hr c.batch 13092",100%,,"trop. Fruit, coffee, bitter",2.75
1038,Hotel Chocolat (Coppeneur),U.K.,2013,Trinidad,Trinidad,75%,"4- B,S,C,L","sandy, vegetal, sour",3
1065,Hotel Chocolat (Coppeneur),U.K.,2013,Ecuador,"Los Rios, H. Iara",90%,"2- B,S","oily, leathery, intense bitter",3
1065,Hotel Chocolat (Coppeneur),U.K.,2013,Madagascar,"Somia Plantation, Akesson, 2012, Rabot",72%,"4- B,S,C,L","nutty, mild coffee",3
1038,Hotel Chocolat (Coppeneur),U.K.,2013,Vietnam,Mekong Delta & Dong Nai,80%,"4- B,S,C,L","tart, fruity, intense",3.5
1065,Hotel Chocolat (Coppeneur),U.K.,2013,Ecuador,"Los Rios, H. Iara, 2012",82%,"2- B,S","oily, spicy, sl. Burnt",3.5
1097,Hummingbird,Canada,2013,Venezuela,"Ocumare, Cumboto, batch 16",70%,"3- B,S,C","fatty, gritty, roasty",3.25
1097,Hummingbird,Canada,2013,Venezuela,"Amazonas, batch 14",70%,"3- B,S,C","nutty, coffee, rich",3.75
1307,Hummingbird,Canada,2014,Bolivia,"Bolivia, batch 85",70%,"3- B,S,C","intense, cherry, metallic",3
1311,Hummingbird,Canada,2014,Bolivia,"Bolivia, Bo-nib-ia, w/ nibs, batch 78",70%,"3- B,S,C","woody, floral, metallic",3
1311,Hummingbird,Canada,2014,Nicaragua,"Momotombo, batch 74",70%,"3- B,S,C","earthy, metallic edge",3
1387,Hummingbird,Canada,2014,Dominican Republic,Zorzal Reserva w/ Charles Kerchner,70%,"3- B,S,C","spicy, mild fruit, fatty",3.5
1311,Hummingbird,Canada,2014,Dominican Republic,"Hispaniola, batch 73",70%,"3- B,S,C","raisins, rich choco",3.75
1542,Hummingbird,Canada,2015,Vietnam,Lam Dong,70%,"3- B,S,C","spicy, mild roasty",3.5
729,Idilio (Felchlin),Switzerland,2011,Venezuela,"Choroni, Finca Torres, 48hr c.",72%,"3- B,S,C","creamy, sour, raisin",3.25
737,Idilio (Felchlin),Switzerland,2011,Venezuela,"Ocumare, H. Cata, w/ nibs",72%,"3- B,S,C","creamy, nutty, muted",3.5
725,Idilio (Felchlin),Switzerland,2011,Venezuela,Coopertiva Amazona,72%,"3- B,S,C","creamy, cocoa, lemon",3.75
725,Idilio (Felchlin),Switzerland,2011,Venezuela,"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",72%,"3- B,S,C","creamy, roasted nuts, fatty",3.75
733,Idilio (Felchlin),Switzerland,2011,Venezuela,"Ocumare, H. Cata, 48hr c.",72%,"3- B,S,C","creamy, nutty, cocoa",3.75
733,Idilio (Felchlin),Switzerland,2011,Venezuela,"Porcelana, Zulia",74%,"3- B,S,C","creamy, nutty, delicate fruit",4
737,Idilio (Felchlin),Switzerland,2011,Venezuela,"Carenero Superior, Urrutia, Barlovento",70%,"3- B,S,C","creamy, nutty, fruity",4
737,Idilio (Felchlin),Switzerland,2011,Venezuela,Coopertiva Amazona w/ nibs,72%,"3- B,S,C","peanut, coffee, cocoa, bread",4
737,Idilio (Felchlin),Switzerland,2011,Venezuela,"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",72%,"3- B,S,C","creamy, nutty, earthy",4
1085,Idilio (Felchlin),Switzerland,2013,Venezuela,"Chuao, (Choroni, Ven.)",72%,"3- B,S,C","fatty, rich, berry notes",3.75
1788,Indah,India,2016,India,India (south),61%,"4- B,S,C,L","sour, sweet, rubber",2.5
1255,Indi,U.S.A.,2014,Honduras,Honduras,77%,"3- B,S,C","buttery, intense, spice, roasty",3
2008,Indi,U.S.A.,2017,Vietnam,Lam Dong,72%,"3- B,S,C","molasses, roasty",3.25
943,iQ Chocolate,Scotland,2012,Peru,"Satipo region, white label",72%,"4- B,S*,C,L","very sandy, sweet, spicy",2.75
943,iQ Chocolate,Scotland,2012,Peru,black label,72%,"4- B,S*,C,L","sandy, caramel",3
1279,Isidro,U.S.A.,2014,Peru,"Peru, batch 25",72%,"2- B,S","off notes, pungent",2.25
1279,Isidro,U.S.A.,2014,Belize,"Belize, batch 26",72%,"2- B,S","mild metallic, spice, tea",3.25
1279,Isidro,U.S.A.,2014,Dominican Republic,"Dominican Republic, batch 30",72%,"2- B,S","roasty, nutty, spicy",3.25
1275,Isidro,U.S.A.,2014,Madagascar,"Madagascar, batch 27",72%,"2- B,S","intense, tart, earthy",3.5
2250,Islands Chocolate,St.Vincent-Grenadines,2018,St.Vincent-Grenadines,Perseverance E.,72%,"4- B,S,C,L","woody, meaty, vegetal",2.75
1546,Izard,U.S.A.,2015,Dominican Republic,"Elvesia P., Batch 32",70%,"2- B,S","intense, molasses, fruit",2.75
1542,Izard,U.S.A.,2015,Belize,"Maya Mountain, Toledo, Batch 29",70%,"2- B,S","intense, cherry, rich, metallic",3.5
5,Jacque Torres,U.S.A.,2006,Ghana,Trinatario Treasure,71%,"5- B,S,C,V,L","gritty, unrefined, off notes",2
2146,Jean Marie Auboine,U.S.A.,2018,Venezuela,"Venezuela, batch 107",72%,"3- B,S,C","sandy, sweet",3.25
1976,Johnny Iuzzini,U.S.A.,2017,Jamaica,Mount Pleasant,67%,"4- B,S,C,L","candy like, sweet, dairy",3
1976,Johnny Iuzzini,U.S.A.,2017,Peru,"San Martin, Oro Verde",75%,"4- B,S,C,L","floral, tobacco, candied",3
1972,Johnny Iuzzini,U.S.A.,2017,Venezuela,"Ocumare, Cuyagua",72%,"3- B,S,C","dairy, nutty, butterscotch",3.5
1976,Johnny Iuzzini,U.S.A.,2017,Vietnam,"Tien Giang, Mekong Delta",65%,"4- B,S,C,L","sweet, fruity, vanilla",3.5
1980,Johnny Iuzzini,U.S.A.,2017,Ecuador,Camino Verde P.,70%,"4- B,S,C,L","floral, bourbon, salt",3.5
2008,Johnny Iuzzini,U.S.A.,2017,Madagascar,"Sambirano Valley, Batch 7",68%,"5- B,S,C,V,L","vanilla, gateway",3.5
2008,Johnny Iuzzini,U.S.A.,2017,Ecuador,"Costa Esmeralda, Batch 30",78%,"4- B,S,C,L","full bodied, floral",3.75
2100,Johnny Iuzzini,U.S.A.,2018,India,"Anamalai, batch 8",66%,"4- B,S,C,L","gritty, coffee, sweet, hammy",3
2104,Johnny Iuzzini,U.S.A.,2018,Colombia,"Tumaco, batch 2",73%,"4- B,S,C,L","complex, bold, gritty",3.25
2104,Johnny Iuzzini,U.S.A.,2018,Trinidad,"Tabaquite, batch 12",80%,"4- B,S,C,L","bold, spice, sour fruit, gritty",3.25
1534,Jordis,Czech Republic,2015,Madagascar,Madagascar,63%,"2- B,S","off note, vanilla, basic cocoa",2.75
2458,Jordis,Czech Republic,2020,Venezuela,Chuao,75%,"3- B,S,C","harsh, burnt nuts, powdery",2.75
2218,Kad Kokoa,Thailand,2018,Thailand,Chumphon,70%,"3- B,S,C","floral, earthy, grassy",3
2214,Kad Kokoa,Thailand,2018,Thailand,Chantaburi,70%,"3- B,S,C","nutty, cocoa, sour veggie",3.5
2218,Kad Kokoa,Thailand,2018,Thailand,Chiang Mai,70%,"3- B,S,C","herbal, tea-like",3.5
2218,Kad Kokoa,Thailand,2018,Thailand,Prachuap Khiri Khan,70%,"3- B,S,C",brownie,3.75
1069,Kah Kow,Dominican Republic,2013,Dominican Republic,"Rizek Cacao, Domin. Rep.",82%,"5- B,S,C,V,L","nutty, sour milk, off note",3
1069,Kah Kow,Dominican Republic,2013,Dominican Republic,"Rizek Cacao, Domin. Rep.",55%,"5- B,S,C,V,L","very sweet, basic cocoa",3.25
1073,Kah Kow,Dominican Republic,2013,Dominican Republic,"Rizek Cacao, Domin. Rep.",62%,"5- B,S,C,V,L","candy-like, peanut butter",3.25
1061,Kah Kow,Dominican Republic,2013,Dominican Republic,"Rizek Cacao, Cibao Valley, Rizek",70%,"5- B,S,C,V,L","raisins, prunes",3.5
2498,Kah Kow,U.S.A.,2020,Dominican Republic,"Tireo, Rizek Historical Selection, single estate",68%,"4- B,S,C,L","rich cocoa, dried fruit, roasty",3.75
2498,Kah Kow,U.S.A.,2020,Dominican Republic,"La Magdalena, Rizek Historical S., single estate",70%,"3- B,S,C","light color, nutty, caramel",3.75
2502,Kah Kow,U.S.A.,2020,Dominican Republic,"West Indian, Rizek Historical S.",67%,"4- B,S,C,L","banana, fall spices, earthy",3.75
2394,Kah Kow - USA,Dominican Republic,2019,Dominican Republic,El Antiguo (Monet Plata & Duarte ),70%,"3- B,S,C","sandy, sweet, acidic",3
2454,Kah Kow - USA,U.S.A.,2019,Dominican Republic,"El Valle, Collection 01, Rizek",72%,"4- B,S,C,L","creamy, black tea, vegetal",3
2390,Kah Kow - USA,Dominican Republic,2019,Dominican Republic,Mata Larga,71.50%,"3- B,S,C","creamy, balanced, fig, cocoa",3.5
2422,Kah Kow - USA,Dominican Republic,2019,Dominican Republic,"Dominican Nacional, Collection 01",68%,"4- B,S,C,L","creamy, floral, dried fruit",3.75
2454,Kah Kow - USA,U.S.A.,2019,Dominican Republic,"Los Bejucos, Collection 01, Rizek",65%,"4- B,S,C,L","creamy, distinct, dried fruit",3.75
2338,Kaitxo,Spain,2019,Nicaragua,"San Juan Coop, El Castillero",75%,"3- B,S,C","spicy, tobacco",3
2338,Kaitxo,Spain,2019,Peru,"Chulucanas, Piura, Cesar Vallejo-farmer",75%,"3- B,S,C","muted, grapes, astringent",3
2334,Kaitxo,Spain,2019,Tanzania,"Morogoro, Kamili, Kilombero Valley, batch 13",75%,"3- B,S,C","base cocoa, fruit, fatty",3.25
387,Kakao,Germany,2009,Vanuatu,Vanuatu,65%,,"cocoa, strong distinct spice",3.75
837,Kakao,Germany,2012,Peru,Peru,64%,,"chewy, vanilla, metallic",2.5
248,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Diego/ original micro,85%,"4- B,S,C,V","crumbly, vanilla, bitter",2.5
263,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Cacao Nacional W.F.,75%,"4- B,S,C,V","grassy, earthy, coffee",2.5
245,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Roberto,75%,"4- B,S,C,V","sweet, vanilla, coffee",2.75
248,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Diego 48hr/ W.F. blend prototype,85%,"4- B,S,C,V","creamy, nutty, bitter, flat",2.75
241,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Sisa 36hr/ W. F. blend prototype,70%,"4- B,S,C,V","creamy, mild marshmallow",3
248,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Diego 60hr/ W.F. blend prototype,85%,"4- B,S,C,V","spicy, mild bitter",3
269,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Cacao Nacional W.F.,85%,"4- B,S,C,V","fruity,floral,cooling sensation",3
241,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Sisa's Secret/ original micro,70%,"4- B,S,C,V","intense, mint, marshmallow",3.5
404,Kaoka (Cemoi),France,2009,Blend,Noir,70%,,mild bitter and chemical off,2.75
423,Kaoka (Cemoi),France,2009,Ecuador,Ecuador,80%,,"spicy, floral, bitter",2.75
2708,Kasama,Canada,2021,Philippines,"Davao, Mindanao, batch 24",70%,"3- B,S,C","licorice, melon",3.25
2708,Kasama,Canada,2021,Papua New Guinea,"Karkar Island, Madong, batch 34",70%,"3- B,S,C","plum, molasses",3.5
1133,Kerchner,U.S.A.,2013,Dominican Republic,"La Red, Project Reserva, Guaconejo",70%,"3- B,S,C","fatty, dark berry, grassy",3.75
431,Ki' Xocolatl,Mexico,2009,Mexico,Dark,72%,"5- B,S,C,V,L","sweet, vanilla domintates, nut",2
2478,Kin + Pod,Canada,2020,Colombia,"Tumaco, batch 113",70%,"3- B,S,C","poor finish, cocoa, grassy",3.25
1251,Kiskadee,U.S.A.,2014,Dominican Republic,"La Red, Guanconjeco",60%,"2- B,S","gritty, overly sweet, citrus",3
1968,Krak,Amsterdam,2017,Belize,Belize,70%,"2- B,S","gritty, sour, berries",3
1968,Krak,Amsterdam,2017,Vietnam,Vietnam,70%,"2- B,S","sticky, molasses, sour",3
2016,Krak,Amsterdam,2017,Mexico,Xoconusco,70%,"2- B,S","medium roast, nutty",3.25
2064,Krak,Amsterdam,2018,Madagascar,Mava Sa Ferme D'ottange,70%,"2- B,S","roasty, nutty",3
2068,Krak,Amsterdam,2018,Philippines,Kablon Farm,70%,"2- B,S","nuts, dried fruit, grassy",3.25
2044,Krak,Amsterdam,2018,Mexico,"Xoconusco, triple turned",70%,"2- B,S","intense, high acidity",3.75
2286,Krak,Netherlands,2019,Colombia,H. Betulia B6,70%,"2- B,S","light color,",3
2282,Krak,Amsterdam,2019,Papua New Guinea,Gazelle,70%,"2- B,S","astringent, smomkey cocoa",3.25
1422,Kto,U.S.A.,2014,Peru,San Martin,72%,"2- B,S","intense, pungent, tangy",2.5
1422,Kto,U.S.A.,2014,Venezuela,Ocumare,72%,"3- B,S,C","nutty, pungent, sour",2.75
1422,Kto,U.S.A.,2014,Belize,Belize,72%,"3- B,S,C","nutty, sour milk",3
1422,Kto,U.S.A.,2014,Madagascar,Sambirano Valley,72%,"3- B,S,C","strawberry, intense, sour",3.25
1426,Kto,U.S.A.,2014,Belize,Belize,90%,"2- B,S","intense, spicy, pungent",3.25
1426,Kto,U.S.A.,2014,Dominican Republic,Elvesia,72%,"3- B,S,C","spicy, molasses, earthy",3.25
1426,Kto,U.S.A.,2014,Dominican Republic,ROIG,72%,"3- B,S,C","earthy, fatty, tea",3.25
1852,K'ul,U.S.A.,2016,Peru,"Maranon, Fortunato No. 4",70%,"4- B,S,C,L","astringent, unbalanced, off",2.75
1840,K'ul,U.S.A.,2016,Haiti,"Kafupbo, Petit Bourg, De Borgnes",70%,"4- B,S,C,L","spicy, vanilla, dairy",3.25
1852,K'ul,U.S.A.,2016,Brazil,"Bahia, Fazenda Camboa",70%,"4- B,S,C,L","creamy, mild flavors",3.75
1852,K'ul,U.S.A.,2016,Ecuador,"Los Rios, Hacienda Limon, Heirloom",70%,"4- B,S,C,L",oranges,3.75
1359,Kyya,U.S.A.,2014,Uganda,Uganda,72.5%,"5-B,S,C,V,Sa","vanilla, earth, cardboard",2.5
1363,Kyya,U.S.A.,2014,Ecuador,Ecuador,72.5%,"5-B,S,C,V,Sa","intense, bourbon, vanilla",2.5
1359,Kyya,U.S.A.,2014,Dominican Republic,Hispaniola,72.5%,"5-B,S,C,V,Sa","vanilla, candy-like, sour milk",3
1363,Kyya,U.S.A.,2014,Madagascar,Madagascar,72.5%,"5-B,S,C,V,Sa",mild vanilla and mild fruit,3
451,L.A. Burdick (Felchlin),U.S.A.,2009,Bolivia,Bolivian,68%,"5- B,S,C,V,L","rich, spice, cheese",3
431,L.A. Burdick (Felchlin),U.S.A.,2009,Madagascar,Madagascar,64%,"5- B,S,C,V,L","smooth, rich, lemon",3.5
597,L.A. Burdick (Felchlin),U.S.A.,2010,Venezuela,Venzuela,71%,"5- B,S,C,V,L","cocoa, nutty, acidic, burning",3
576,L.A. Burdick (Felchlin),U.S.A.,2010,Grenada,Grenada,75%,"5- B,S,C,V,L","creamy, cocoa, spice",3.25
576,L.A. Burdick (Felchlin),U.S.A.,2010,Dominican Republic,Dominican Republic,74%,"5- B,S,C,V,L","simple, rich hot cocoa",3.75
682,L.A. Burdick (Felchlin),U.S.A.,2011,Ecuador,Quito,74%,"5- B,S,C,V,L","spicy, roasty, coffee",3.75
891,L.A. Burdick (Felchlin),U.S.A.,2012,Peru,Peru,74%,"5- B,S,C,V,L","floral, soapy, earthy",3.25
927,L.A. Burdick (Felchlin),U.S.A.,2012,Venezuela,Chuao,68%,"5- B,S,C,V,L","berry, rich cocoa dominates",3.75
891,L.A. Burdick (Felchlin),U.S.A.,2012,Brazil,Brazil,70%,"5- B,S,C,V,L","creamy, woody, nutty",4
2426,La Cascade du Chocolat,U.S.A.,2019,Fiji,"Fiji, batch 51019",68%,"3- B,S,C","unrefined, sweet, basic cocoa",3
1892,La Chocolaterie Nanairo,Japan,2016,Peru,"Lumas, 2015 Harvest, Batch 6, brown sugar",70%,,"molasses, cardboard, off note",2.25
1892,La Chocolaterie Nanairo,Japan,2016,Peru,"Lumas, 2015 Harvest, Batch 7",70%,,"metallic, cardboard, fruit",2.5
1892,La Chocolaterie Nanairo,Japan,2016,Belize,"Belize, 2014 Harvest, Batch 9",70%,,"nutty, fatty",3
1892,La Chocolaterie Nanairo,Japan,2016,Peru,"Tumbes, 2013 Harvest, Batch 8",70%,,"grit, earthy, musty",3
2138,La Chorena,U.S.A.,2018,Dominican Republic,Oko Caribe,70%,"2- B,S","anise, spicy, earthy",3
2138,La Chorena,U.S.A.,2018,Peru,Maranon,75%,"2- B,S","earthy, molasses, dried fruit",3
2138,La Chorena,U.S.A.,2018,Belize,"Maya Mtn, Toledo",70%,"4- B,S,C,L","molasses, high acidity",3.25
2138,La Chorena,U.S.A.,2018,Guatemala,"Lachua, Cacao Verapaz",70%,"2- B,S","tart, molasses, grits",3.25
2254,La Feverie (Hasnaa),France,2018,Belize,"Maya Mtn, 2017 harvest",70%,"2- B,S","fruit, cocoa, grape",3.5
2254,La Feverie (Hasnaa),France,2018,Guatemala,"Asochivite, 2017 harvest",70%,"2- B,S","dry, melon, cocoa",3.5
2358,La Feverie (Hasnaa),France,2019,Peru,"Piura Blanco, 2018 harvest",72%,"2- B,S","sandy, grapes",3.5
230,La Maison du Chocolat (Valrhona),France,2008,Blend,"Cuana, 2008, Ven., Indonesia, Ecuad.",74%,"4- B,S,C,L","roasty, dark berry, rich",3.5
439,La Maison du Chocolat (Valrhona),France,2009,Blend,Kuruba,60%,"4- B,S,C,L","rich, sweet, cocoa, intense",3
346,La Maison du Chocolat (Valrhona),France,2009,Ghana,Akosombo,68%,"4- B,S,C,L","rich cocoa, burning sensation",3.25
346,La Maison du Chocolat (Valrhona),France,2009,Venezuela,"Porcelana, Pariguan",69%,"4- B,S,C,L","nutty, grassy, rich cocoa",3.5
445,La Maison du Chocolat (Valrhona),France,2009,Blend,Orinoco,60%,"4- B,S,C,L","cocoa, caramel, sweet",3.75
741,La Maison du Chocolat (Valrhona),France,2011,Grenada,Grenada,68%,"4- B,S,C,L","rich, vegetal, banana, spice",3.5
891,La Maison du Chocolat (Valrhona),France,2012,Dominican Republic,Loma Sotavento,66%,"4- B,S,C,L","nutty, pear, sour milk",3.5
1121,La Maison du Chocolat (Valrhona),France,2013,Blend,"Cuana, 2013, Africa, Carribean, C. Am.",74%,"4- B,S,C,L","brownie, cocoa, sour, sweet",2.75
1145,La Maison du Chocolat (Valrhona),France,2013,Tobago,Tobago,60%,"4- B,S,C,L","creamy, rich, dairy, nutty",3.25
1189,La Maison du Chocolat (Valrhona),France,2013,Ecuador,"Acarigua, w/ nibs",56%,"4- B,S,C,L","sweet, nutty, cocoa",3.25
721,La Oroquidea,Peru,2011,Peru,Peruvian Amazon,72%,,"peanut butter, burnt rubber",2.5
713,La Pepa de Oro,Ecuador,2011,Ecuador,Vinces,60%,,"sweet, fudgey, tang",3.25
2186,La Rifa,Mexico,2018,Mexico,"Xoconusco, Chiapas, Coop CASFA",70%,"2- B,S","mild hammy, roasty, sour",3
2182,La Rifa,Mexico,2018,Mexico,"Almendra Blanca, Blanco Marfil, Jimenez Garcia",70%,"2- B,S","rich cocoa, mild fruit & nut",3.5
2186,La Rifa,Mexico,2018,Mexico,"Uranga, Chiapas, Jimenez Garcia farm",70%,"2- B,S","citrus,prononced orange",3.5
1434,Laia aka Chat-Noir,France,2014,Cuba,Cuba,70%,"4- B,S,C,L","fatty, roasty, coffee, off note",2.75
1438,Laia aka Chat-Noir,France,2014,Blend,Trinidad-Tobago,68%,"4- B,S,C,L","nutty, woody, leathery",2.75
1590,Laia aka Chat-Noir,France,2015,Madagascar,"Madagascar, Batch 59/100",75%,"4- B,S,C,L","roasty, sour, cardboard",2.75
1590,Laia aka Chat-Noir,France,2015,Vietnam,"Vietnam, Batch 50/100",75%,"4- B,S,C,L","gritty, roasty, waxy, off",2.75
1590,Laia aka Chat-Noir,France,2015,Cuba,"Cuba, Batch 59/100",75%,"4- B,S,C,L","slight burnt, astringent, fruit",3
1594,Laia aka Chat-Noir,France,2015,Ivory Coast,"Ivory Coast, Batch 56/100",75%,"4- B,S,C,L","roasty, nutty, rich cocoa",3
1590,Laia aka Chat-Noir,France,2015,Peru,"Peru, Batch 51/100",75%,"4- B,S,C,L","sandy, fatty, roasty, fruit",3.25
1642,Laia aka Chat-Noir,France,2015,Brazil,"Bahia, Batch 148",75%,"4- B,S,C,L","smokey, rich cocoa, spice",3.25
1638,Laia aka Chat-Noir,France,2015,Sao Tome,"Sao Tome, Batch 151",75%,"4- B,S,C,L","rich, roasty, nutty, smoke",3.5
1642,Laia aka Chat-Noir,France,2015,Vietnam,"Lam Dong, Batch 153",75%,"4- B,S,C,L","creamy, mild honey, floral",3.75
927,Lajedo do Ouro,Brazil,2012,Brazil,Catongo,70%,,"floral, caramel",3.5
327,Lake Champlain (Callebaut),U.S.A.,2009,Tanzania,Tanzania,75%,,"dry, roasty, toffee",2.5
833,L'Amourette,U.S.A.,2012,Venezuela,Carenero Superior,75%,"5- B,S,C,V,L","chalky, fatty, sweet",3
833,L'Amourette,U.S.A.,2012,Venezuela,Rio Caribe,75%,"5- B,S,C,V,L","chalky, cocoa, tangy",3
853,L'Amourette,U.S.A.,2012,Blend,"Peru, Ecuador, Venezuela",72%,"5- B,S,C,V,L","fatty, nutty, woody",3
1784,L'Amourette,U.S.A.,2016,Nicaragua,Rugoso,80%,"2- B,S","spicy, grassy, roasty",3.5
2048,Land,U.K.,2018,Nicaragua,Nueva Guinea,71%,"3- B,S,C","simple, earthy, cocoa",3
2048,Land,U.K.,2018,Honduras,San Pedro Sula,70%,"3- B,S,C","sandy, rich cocoa",3.25
2048,Land,U.K.,2018,Nicaragua,"Nicaliso, Bocay",73%,"3- B,S,C","complex, dairy, roasty",3.5
1972,Landmark (Amano),U.S.A.,2017,Bolivia,"Tranquilidad, Itinez Province",74%,"3- B,S,C","well balanced, melon",3.75
2266,Legast,Belgium,2019,Colombia,"Chucuri, finca los lagos el Carmen",70%,"3- B,S,C","sandy, off, hammy",2.75
2262,Legast,Belgium,2019,Costa Rica,Upala,70%,"3- B,S,C","base cocoa, mild ham, woody",3.25
2266,Legast,Belgium,2019,Peru,Piura,70%,"3- B,S,C","sandy, light color, grape",3.5
1371,Letterpress,U.S.A.,2014,Peru,Maranura,70%,"2- B,S","intense, sticky, cocoa",3.5
1566,Letterpress,U.S.A.,2015,Costa Rica,San Andres,70%,"2- B,S","roasty, black pepper, woody",3
1562,Letterpress,U.S.A.,2015,Bolivia,Beniamo,70%,"2- B,S","dried fruit, nutty, mushroom",3.25
1566,Letterpress,U.S.A.,2015,Dominican Republic,"La Red, Guaconejo",70%,"2- B,S","red fruit, brownie",3.25
1562,Letterpress,U.S.A.,2015,Trinidad,"San Juan Estate, Gran Couva",70%,"2- B,S","cocoa, spice, fruit",3.5
1566,Letterpress,U.S.A.,2015,Tanzania,Kokoa Kamili,70%,"2- B,S","subtle, spicy, banana",3.5
1728,Letterpress,U.S.A.,2016,Liberia,Liberia,70%,"2- B,S","floral, black licorice",3.25
1952,Letterpress,U.S.A.,2017,Belize,"Maya Mtn, Batch 18, Heirloom",70%,"2- B,S","smokey, mild berry",3.25
1952,Letterpress,U.S.A.,2017,Honduras,"La Masica, Batch 7, FHIA",70%,"2- B,S","strong raspberry, mocha",3.5
1984,Letterpress,U.S.A.,2017,Peru,Ucayali,70%,"3- B,S,C","mild, licorice, coffee, cocoa",4
2122,Letterpress,U.S.A.,2018,Ghana,Ashanti,70%,"3- B,S,C",brownie,3.75
2338,Letterpress,U.S.A.,2019,Jamaica,"Bachelor's Hall, batch 0001",70%,"3- B,S,C","woody, mocha, molasses",3.25
2442,Letterpress,U.S.A.,2019,Bolivia,"Tranquilidad, beniano",70%,"3- B,S,C","spoiled milk, sweet, molasses",3.25
2562,Letterpress,U.S.A.,2021,Sao Tome & Principe,"Satocao, limited ed., batch 2",70%,"3- B,S,C","buttery, sunflower, astringent",3.5
2562,Letterpress,U.S.A.,2021,U.S.A.,"Maui Kuia E., Hawaii, 2018-2019 h., batch 1",70%,"3- B,S,C",home baked banana nut bread,3.75
1231,Levy,Finland,2014,Madagascar,Sambirano,71%,"3- B,S,C","sandy, citrus",3.5
1856,Lilla,Finland,2016,Madagascar,Madagascar,70%,"2- B,S","sweet edge, bright fruit, off",3
947,Lillie Belle,U.S.A.,2012,Blend,"Purple Haze, Venezuela, Dom. Rep.",75%,"2- B,S","grits, roasted, nutty",2.75
947,Lillie Belle,U.S.A.,2012,Dominican Republic,"The Other One, Grand Cru",74%,"2- B,S","fatty, roasty, cocoa",3
855,Lillie Belle,U.S.A.,2012,Peru,Perfect Illusion,65%,"2- B,S","creamy, strawberry, cocoa",3.5
903,Lillie Belle,U.S.A.,2012,Bolivia,"Bolivia, Wild Thing",68%,"2- B,S","fatty, nutty, melon like",3.5
947,Lillie Belle,U.S.A.,2012,Bolivia,Wild Thing,68%,"2- B,S","fatty, grassy, cocoa",3.5
903,Lillie Belle,U.S.A.,2012,Peru,La Selva,68%,"2- B,S","rich cocoa, spicy edge",3.75
157,Lindt & Sprungli,Switzerland,2007,Blend,Excellence (US Version),85%,"4- B,S,C,V","harsh burnt, mild cocoa, tang",3
2538,Lirio,U.S.A.,2020,Sierra Leone,"Gola Rainforest, batch 920",72%,"2- B,S","grassy, rubbery, chemical",2.5
2538,Lirio,U.S.A.,2020,India,"Anamalai, batch 970",72%,"2- B,S","basic cocoa, dirty/burnt edge",3
2538,Lirio,U.S.A.,2020,Vietnam,"Tien Giang, batch 970",72%,"2- B,S","spicy, sweet, cocoa",3
1049,Loiza,Puerto Rico,2013,Puerto Rico,Puerto Rico,65%,"5- B,S,C,V,L","black pepper, vanilla, harsh",2.5
1093,Lonohana,U.S.A.,2013,U.S.A.,"O'ahu Island, Opaeula Estate, Nene, CG Exclusive",71%,"4- B,S,C,V","aluminum, mild coffee, roasty",3
1097,Lonohana,U.S.A.,2013,U.S.A.,"O'ahu Island, Opaeula Estate, Ele'ele",72%,"4- B,S,C,V","strong, brandy, smoke",3
1097,Lonohana,U.S.A.,2013,U.S.A.,"Hawai'i Island, Hawaiian Crown, Kona Vanilla",70%,"4- B,S,C,V","sandy, floral, vanilla, candy",3.5
1395,Lonohana,U.S.A.,2014,U.S.A.,"O'ahu Island, Haleiwa E, 2014",65%,"4- B,S,C,V","sweet, candy-like, nutty",3.25
1383,Lonohana,U.S.A.,2014,U.S.A.,"O'ahu Island, Haleiwa, Lonohana E., Kanahiku",70%,"2- B,S","spicy, candied, complex",3.75
1395,Lonohana,U.S.A.,2014,U.S.A.,"O'ahu Island, Haleiwa E, 2014",75%,"4- B,S,C,V","dairy, pudding",3.75
2590,Loon,U.S.A.,2021,Bolivia,Alto Beni,70%,"3- B,S,C","sweet, sl. smokiness, fruit",2.75
2586,Loon,U.S.A.,2021,Belize,Maya Mountain,75%,"3- B,S,C","cherry, fatty, cocoa",3
1502,Love Bar,U.S.A.,2015,Nicaragua,Nicaragua,75%,"2- B,S","multiple off flavors, metallic",2
2194,Love Brown,Taiwan,2018,Nicaragua,Medalla,75%,"2- B,S",potting soil,2.5
2194,Love Brown,Taiwan,2018,Sumatra,Sumatra,70%,"2- B,S","smokey, earthy, cocoa",3
