name,contact_name,contact_url,description,title,provider_name,service_name,license_name,license_url,terms_of_service
adyen.com:TfmAPIService,Adyen Developer Experience team,https://www.adyen.help/hc/en-us/community/topics,"This API provides endpoints for managing your point-of-sale (POS) payment terminals. You can use the API to obtain information about a specific terminal, retrieve overviews of your terminals and stores, and assign terminals to a merchant account or store.

For more information, refer to [Assign terminals](https://docs.adyen.com/point-of-sale/automating-terminal-management/assign-terminals-api).

## Authentication
Each request to the Terminal Management API must be signed with an API key. For this, obtain an API Key from your Customer Area, as described in [How to get the API key](https://docs.adyen.com/development-resources/api-credentials#generate-api-key). Then set this key to the `X-API-Key` header value, for example:

```
curl
-H ""Content-Type: application/json"" \
-H ""X-API-Key: Your_API_key"" \
...
```
Note that when going live, you need to generate new web service user credentials to access the [live endpoints](https://docs.adyen.com/development-resources/live-endpoints).

## Versioning
Terminal Management API supports [versioning](https://docs.adyen.com/development-resources/versioning) using a version suffix in the endpoint URL. This suffix has the following format: ""vXX"", where XX is the version number.

For example:
```
https://postfmapi-test.adyen.com/postfmapi/terminal/v1/getTerminalsUnderAccount
```
When using versioned endpoints, Boolean response values are returned in string format: `""true""` or `""false""`.
If you omit the version from the endpoint URL, Boolean response values are returned like this: `true` or `false`.",POS Terminal Management API,adyen.com,TfmAPIService,NA,NA,https://www.adyen.com/legal/terms-and-conditions
adyen.com:TransferService,Adyen Developer Experience team,https://www.adyen.help/hc/en-us/community/topics,"The Transfers API provides endpoints that you can use to get information about all your transactions, move funds within your balance platform or send funds from your balance platform to a [transfer instrument](https://docs.adyen.com/api-explorer/#/legalentity/latest/post/transferInstruments).

## Authentication
Your Adyen contact will provide your API credential and an API key. To connect to the API, add an `X-API-Key` header with the API key as the value, for example:

 ```
curl
-H ""Content-Type: application/json"" \
-H ""X-API-Key: YOUR_API_KEY"" \
...
```

Alternatively, you can use the username and password to connect to the API using basic authentication. For example:

```
curl
-H ""Content-Type: application/json"" \
-U ""ws@BalancePlatform.YOUR_BALANCE_PLATFORM"":""YOUR_WS_PASSWORD"" \
...
```
## Roles and permissions
To use the Transfers API, you need an additional role for your API credential. Transfers must also be enabled for the source balance account. Your Adyen contact will set up the roles and permissions for you.
## Versioning
The Transfers API supports [versioning](https://docs.adyen.com/development-resources/versioning) using a version suffix in the endpoint URL. This suffix has the following format: ""vXX"", where XX is the version number.

For example:
```
https://balanceplatform-api-test.adyen.com/btl/v3/transfers
```
## Going live
When going live, your Adyen contact will provide your API credential for the live environment. You can then use the username and password to send requests to `https://balanceplatform-api-live.adyen.com/btl/v3`.

",Transfers API,adyen.com,TransferService,NA,NA,https://www.adyen.com/legal/terms-and-conditions
afterbanks.com,NA,NA,La estandarización de la conexión con cualquier banco en tiempo real.,Afterbanks API,afterbanks.com,NA,NA,NA,NA
agco-ats.com,NA,NA,NA,AGCO API,agco-ats.com,NA,NA,NA,NA
aiception.com,NA,NA,Here you can play & test & prototype all the endpoints using just your browser! Go ahead!,AIception Interactive,aiception.com,NA,NA,NA,NA
airbyte.local:config,NA,NA,"Airbyte Configuration API
[https://airbyte.io](https://airbyte.io).

This API is a collection of HTTP RPC-style methods. While it is not a REST API, those familiar with REST should find the conventions of this API recognizable.

Here are some conventions that this API follows:
* All endpoints are http POST methods.
* All endpoints accept data via `application/json` request bodies. The API does not accept any data via query params.
* The naming convention for endpoints is: localhost:8000/{VERSION}/{METHOD_FAMILY}/{METHOD_NAME} e.g. `localhost:8000/v1/connections/create`.
* For all `update` methods, the whole object must be passed in, even the fields that did not change.

Authentication (OSS):
* When authenticating to the Configuration API, you must use Basic Authentication by setting the Authentication Header to Basic and base64 encoding the username and password (which are `airbyte` and `password` by default - so base64 encoding `airbyte:password` results in `YWlyYnl0ZTpwYXNzd29yZA==`). So the full header reads `'Authorization': ""Basic YWlyYnl0ZTpwYXNzd29yZA==""`
",Airbyte Configuration API,airbyte.local,config,MIT,https://opensource.org/licenses/MIT,NA
airport-web.appspot.com,NA,NA,Get name and website-URL for airports by ICAO code. Covered airports are mostly in Germany.,airportsapi,airport-web.appspot.com,NA,NA,NA,NA
akeneo.com,NA,NA,NA,Akeneo PIM REST API,akeneo.com,NA,NA,NA,NA
alertersystem.com,NA,NA,"<p>This is the <a href=""/"">Alerter System</a> API playground. More documentation is available at the <a href=""/help/developers/"">API Help Center</a>.</p><p>The ""Available Authorizations"" in the Authorize popup only applies to this playground web interface. Other <a href=""/help/developers/authorization/"">authorizations</a> are available for the actual API.</p>",Alerter System API,alertersystem.com,NA,NA,NA,NA
amadeus.com,NA,NA,"
Before using this API, we recommend you read our **[Authorization Guide](https://developers.amadeus.com/self-service/apis-docs/guides/authorization)** for more information on how to generate an access token. 

Please also be aware that our test environment is based on a subset of the production, if you are not returning any results try with big cities/airports like LON (London) or NYC (New-York).",Flight Offers Search,amadeus.com,NA,NA,NA,NA
amadeus.com:amadeus-airline-code-lookup,NA,NA,"
Before using this API, we recommend you read our **[Authorization Guide](https://developers.amadeus.com/self-service/apis-docs/guides/authorization-262)** for more information on how to generate an access token. 

Please also be aware that our test environment is based on a subset of the production, to see what is included in test please refer to our **[data collection](https://github.com/amadeus4dev/data-collection)**.",Airline Code Lookup API,amadeus.com,amadeus-airline-code-lookup,NA,NA,NA
amadeus.com:amadeus-airport-&-city-search,NA,NA,"
Before using this API, we recommend you read our **[Authorization Guide](https://developers.amadeus.com/self-service/apis-docs/guides/authorization-262)** for more information on how to generate an access token. 

Please also be aware that our test environment is based on a subset of the production, in test this API only contains data from the United States, Spain, United Kingdom, Germany and India. ",Airport & City Search,amadeus.com,amadeus-airport-&-city-search,NA,NA,NA
amadeus.com:amadeus-airport-nearest-relevant,NA,NA,"
Before using this API, we recommend you read our **[Authorization Guide](https://developers.amadeus.com/self-service/apis-docs/guides/authorization-262)** for more information on how to generate an access token.

Please also be aware that our test environment is based on a subset of the production, this API in test only returns a few selected cities. You can find the list in our **[data collection](https://github.com/amadeus4dev/data-collection)**.",Airport Nearest Relevant,amadeus.com,amadeus-airport-nearest-relevant,NA,NA,NA
amadeus.com:amadeus-airport-on-time-performance,NA,NA,"Before using this API, we recommend you read our **[Authorization Guide](https://developers.amadeus.com/self-service/apis-docs/guides/authorization-262)** for more information on how to generate an access token.",Airport On-Time Performance,amadeus.com,amadeus-airport-on-time-performance,NA,NA,NA
amadeus.com:amadeus-branded-fares-upsell,NA,NA,"
Before using this API, we recommend you read our **[Authorization Guide](https://developers.amadeus.com/self-service/apis-docs/guides/authorization-262)** for more information on how to generate an access token. 

Please also be aware that our test environment is based on a subset of the production, if you are not returning any results try with big cities/airports like LON (London) or NYC (New-York).",Branded Fares Upsell,amadeus.com,amadeus-branded-fares-upsell,NA,NA,NA
amadeus.com:amadeus-flight-availabilities-search,NA,NA,"
Before using this API, we recommend you read our **[Authorization Guide](https://developers.amadeus.com/self-service/apis-docs/guides/authorization-262)** for more information on how to generate an access token. 

Please also be aware that our test environment is based on a subset of the production, if you are not returning any results try with big cities/airports like LON (London) or NYC (New-York).",Flight Availibilities Search,amadeus.com,amadeus-flight-availabilities-search,NA,NA,NA
