name,apisguru_category
googleapis.com:analyticsadmin,media
googleapis.com:analyticsdata,analytics
googleapis.com:analyticsdata,media
googleapis.com:analyticshub,analytics
googleapis.com:analyticshub,media
googleapis.com:analyticsreporting,analytics
googleapis.com:analyticsreporting,media
googleapis.com:androiddeviceprovisioning,analytics
googleapis.com:androiddeviceprovisioning,media
googleapis.com:androidenterprise,analytics
googleapis.com:androidenterprise,media
googleapis.com:androidmanagement,analytics
googleapis.com:androidmanagement,media
googleapis.com:androidpublisher,analytics
googleapis.com:androidpublisher,media
googleapis.com:apigateway,analytics
googleapis.com:apigateway,media
googleapis.com:apigee,analytics
googleapis.com:apigee,media
googleapis.com:apigeeregistry,analytics
googleapis.com:apigeeregistry,media
googleapis.com:apikeys,analytics
googleapis.com:apikeys,media
googleapis.com:appengine,analytics
googleapis.com:appengine,media
googleapis.com:appsactivity,analytics
googleapis.com:appsactivity,media
googleapis.com:area120tables,analytics
googleapis.com:area120tables,media
googleapis.com:artifactregistry,analytics
googleapis.com:artifactregistry,media
googleapis.com:assuredworkloads,analytics
googleapis.com:assuredworkloads,media
googleapis.com:authorizedbuyersmarketplace,analytics
googleapis.com:authorizedbuyersmarketplace,media
googleapis.com:automl,analytics
googleapis.com:automl,media
googleapis.com:baremetalsolution,analytics
googleapis.com:baremetalsolution,media
googleapis.com:batch,analytics
googleapis.com:batch,media
googleapis.com:beyondcorp,analytics
googleapis.com:beyondcorp,media
googleapis.com:bigquery,analytics
googleapis.com:bigquery,media
googleapis.com:bigqueryconnection,analytics
googleapis.com:bigqueryconnection,media
googleapis.com:bigquerydatatransfer,analytics
googleapis.com:bigquerydatatransfer,media
googleapis.com:bigqueryreservation,analytics
googleapis.com:bigqueryreservation,media
googleapis.com:bigtableadmin,analytics
googleapis.com:bigtableadmin,media
googleapis.com:billingbudgets,analytics
googleapis.com:billingbudgets,media
googleapis.com:binaryauthorization,analytics
googleapis.com:binaryauthorization,media
googleapis.com:blogger,analytics
googleapis.com:blogger,media
googleapis.com:books,analytics
googleapis.com:books,media
googleapis.com:businessprofileperformance,analytics
googleapis.com:businessprofileperformance,media
googleapis.com:calendar,analytics
googleapis.com:calendar,media
googleapis.com:certificatemanager,analytics
googleapis.com:certificatemanager,media
googleapis.com:chat,analytics
googleapis.com:chat,media
googleapis.com:chromemanagement,analytics
googleapis.com:chromemanagement,media
googleapis.com:chromepolicy,analytics
googleapis.com:chromepolicy,media
googleapis.com:chromeuxreport,analytics
googleapis.com:chromeuxreport,media
googleapis.com:civicinfo,analytics
googleapis.com:civicinfo,media
googleapis.com:classroom,analytics
googleapis.com:classroom,media
googleapis.com:cloudasset,analytics
googleapis.com:cloudasset,media
googleapis.com:cloudbilling,analytics
googleapis.com:cloudbilling,media
googleapis.com:cloudbuild,analytics
googleapis.com:cloudbuild,media
googleapis.com:cloudchannel,analytics
googleapis.com:cloudchannel,media
googleapis.com:clouddebugger,analytics
googleapis.com:clouddebugger,media
googleapis.com:clouddeploy,analytics
googleapis.com:clouddeploy,media
googleapis.com:clouderrorreporting,analytics
googleapis.com:clouderrorreporting,media
googleapis.com:cloudfunctions,analytics
googleapis.com:cloudfunctions,media
googleapis.com:cloudidentity,analytics
googleapis.com:cloudidentity,media
googleapis.com:cloudiot,analytics
googleapis.com:cloudiot,media
googleapis.com:cloudkms,analytics
googleapis.com:cloudkms,media
googleapis.com:cloudprofiler,analytics
googleapis.com:cloudprofiler,media
googleapis.com:cloudresourcemanager,analytics
googleapis.com:cloudresourcemanager,media
googleapis.com:cloudscheduler,analytics
googleapis.com:cloudscheduler,media
googleapis.com:cloudsearch,analytics
googleapis.com:cloudsearch,media
googleapis.com:cloudshell,analytics
googleapis.com:cloudshell,media
googleapis.com:cloudsupport,analytics
googleapis.com:cloudsupport,media
googleapis.com:cloudtasks,analytics
googleapis.com:cloudtasks,media
googleapis.com:cloudtrace,analytics
googleapis.com:cloudtrace,media
googleapis.com:commentanalyzer,analytics
googleapis.com:commentanalyzer,media
googleapis.com:composer,analytics
googleapis.com:composer,media
googleapis.com:compute,analytics
googleapis.com:compute,media
googleapis.com:connectors,analytics
googleapis.com:connectors,media
googleapis.com:contactcenteraiplatform,analytics
googleapis.com:contactcenteraiplatform,media
googleapis.com:contactcenterinsights,analytics
googleapis.com:contactcenterinsights,media
googleapis.com:container,analytics
googleapis.com:container,media
googleapis.com:containeranalysis,analytics
googleapis.com:containeranalysis,media
googleapis.com:content,analytics
googleapis.com:content,media
googleapis.com:contentwarehouse,analytics
googleapis.com:contentwarehouse,media
googleapis.com:customsearch,analytics
googleapis.com:customsearch,media
googleapis.com:datacatalog,analytics
googleapis.com:datacatalog,media
googleapis.com:dataflow,analytics
googleapis.com:dataflow,media
googleapis.com:dataform,analytics
googleapis.com:dataform,media
googleapis.com:datafusion,analytics
googleapis.com:datafusion,media
googleapis.com:datalabeling,analytics
googleapis.com:datalabeling,media
googleapis.com:datalineage,analytics
googleapis.com:datalineage,media
googleapis.com:datamigration,analytics
googleapis.com:datamigration,media
googleapis.com:datapipelines,analytics
googleapis.com:datapipelines,media
googleapis.com:dataplex,analytics
googleapis.com:dataplex,media
googleapis.com:dataproc,analytics
googleapis.com:dataproc,media
googleapis.com:datastore,analytics
googleapis.com:datastore,media
googleapis.com:datastream,analytics
googleapis.com:datastream,media
googleapis.com:deploymentmanager,analytics
googleapis.com:deploymentmanager,media
googleapis.com:dfareporting,analytics
googleapis.com:dfareporting,media
googleapis.com:dialogflow,analytics
googleapis.com:dialogflow,media
googleapis.com:digitalassetlinks,analytics
googleapis.com:digitalassetlinks,media
googleapis.com:discovery,analytics
googleapis.com:discovery,media
googleapis.com:discoveryengine,analytics
googleapis.com:discoveryengine,media
googleapis.com:displayvideo,analytics
googleapis.com:displayvideo,media
googleapis.com:dlp,analytics
googleapis.com:dlp,media
googleapis.com:dns,analytics
googleapis.com:dns,media
googleapis.com:docs,analytics
googleapis.com:docs,media
googleapis.com:documentai,analytics
googleapis.com:documentai,media
googleapis.com:domains,analytics
googleapis.com:domains,media
googleapis.com:domainsrdap,analytics
googleapis.com:domainsrdap,media
googleapis.com:doubleclickbidmanager,analytics
googleapis.com:doubleclickbidmanager,media
googleapis.com:doubleclicksearch,analytics
googleapis.com:doubleclicksearch,media
googleapis.com:drive,analytics
googleapis.com:drive,media
googleapis.com:driveactivity,analytics
googleapis.com:driveactivity,media
googleapis.com:drivelabels,analytics
googleapis.com:drivelabels,media
googleapis.com:essentialcontacts,analytics
googleapis.com:essentialcontacts,media
googleapis.com:eventarc,analytics
googleapis.com:eventarc,media
googleapis.com:factchecktools,analytics
googleapis.com:factchecktools,media
googleapis.com:fcm,analytics
googleapis.com:fcm,media
googleapis.com:fcmdata,analytics
googleapis.com:fcmdata,media
googleapis.com:file,analytics
googleapis.com:file,media
googleapis.com:firebase,analytics
googleapis.com:firebase,media
googleapis.com:firebaseappcheck,analytics
googleapis.com:firebaseappcheck,media
googleapis.com:firebaseappdistribution,analytics
googleapis.com:firebaseappdistribution,media
googleapis.com:firebasedatabase,analytics
googleapis.com:firebasedatabase,media
googleapis.com:firebasedynamiclinks,analytics
googleapis.com:firebasedynamiclinks,media
googleapis.com:firebasehosting,analytics
googleapis.com:firebasehosting,media
googleapis.com:firebaseml,analytics
googleapis.com:firebaseml,media
googleapis.com:firebaserules,analytics
googleapis.com:firebaserules,media
googleapis.com:firebasestorage,analytics
googleapis.com:firebasestorage,media
googleapis.com:firestore,analytics
googleapis.com:firestore,media
googleapis.com:fitness,analytics
googleapis.com:fitness,media
googleapis.com:forms,analytics
googleapis.com:forms,media
googleapis.com:games,analytics
googleapis.com:games,media
googleapis.com:gamesConfiguration,analytics
googleapis.com:gamesConfiguration,media
googleapis.com:gamesManagement,analytics
googleapis.com:gamesManagement,media
googleapis.com:gameservices,analytics
googleapis.com:gameservices,media
googleapis.com:genomics,analytics
googleapis.com:genomics,media
googleapis.com:gkebackup,analytics
googleapis.com:gkebackup,media
googleapis.com:gkehub,analytics
googleapis.com:gkehub,media
googleapis.com:gmail,analytics
googleapis.com:gmail,media
googleapis.com:gmailpostmastertools,analytics
googleapis.com:gmailpostmastertools,media
googleapis.com:groupsmigration,analytics
googleapis.com:groupsmigration,media
googleapis.com:groupssettings,analytics
googleapis.com:groupssettings,media
googleapis.com:healthcare,analytics
googleapis.com:healthcare,media
googleapis.com:homegraph,analytics
googleapis.com:homegraph,media
googleapis.com:iam,analytics
googleapis.com:iam,media
googleapis.com:iamcredentials,analytics
googleapis.com:iamcredentials,media
googleapis.com:iap,analytics
googleapis.com:iap,media
googleapis.com:ideahub,analytics
googleapis.com:ideahub,media
googleapis.com:identitytoolkit,analytics
googleapis.com:identitytoolkit,media
googleapis.com:ids,analytics
googleapis.com:ids,media
googleapis.com:indexing,analytics
googleapis.com:indexing,media
googleapis.com:integrations,analytics
googleapis.com:integrations,media
googleapis.com:jobs,analytics
googleapis.com:jobs,media
googleapis.com:keep,analytics
googleapis.com:keep,media
googleapis.com:kgsearch,analytics
googleapis.com:kgsearch,media
googleapis.com:kmsinventory,analytics
googleapis.com:kmsinventory,media
googleapis.com:language,analytics
googleapis.com:language,media
googleapis.com:libraryagent,analytics
googleapis.com:libraryagent,media
googleapis.com:licensing,analytics
googleapis.com:licensing,media
googleapis.com:lifesciences,analytics
googleapis.com:lifesciences,media
googleapis.com:localservices,analytics
googleapis.com:localservices,media
googleapis.com:logging,analytics
googleapis.com:logging,media
googleapis.com:managedidentities,analytics
googleapis.com:managedidentities,media
googleapis.com:manufacturers,analytics
googleapis.com:manufacturers,media
googleapis.com:memcache,analytics
googleapis.com:memcache,media
googleapis.com:metastore,analytics
googleapis.com:metastore,media
googleapis.com:migrationcenter,analytics
googleapis.com:migrationcenter,media
googleapis.com:ml,analytics
googleapis.com:ml,media
googleapis.com:monitoring,analytics
googleapis.com:monitoring,media
googleapis.com:my-business,analytics
googleapis.com:my-business,media
googleapis.com:my-business,location
googleapis.com:mybusinessaccountmanagement,analytics
googleapis.com:mybusinessaccountmanagement,media
googleapis.com:mybusinessbusinesscalls,analytics
googleapis.com:mybusinessbusinesscalls,media
googleapis.com:mybusinessbusinessinformation,analytics
googleapis.com:mybusinessbusinessinformation,media
googleapis.com:mybusinesslodging,analytics
googleapis.com:mybusinesslodging,media
googleapis.com:mybusinessnotifications,analytics
googleapis.com:mybusinessnotifications,media
googleapis.com:mybusinessplaceactions,analytics
googleapis.com:mybusinessplaceactions,media
googleapis.com:mybusinessqanda,analytics
googleapis.com:mybusinessqanda,media
googleapis.com:mybusinessverifications,analytics
googleapis.com:mybusinessverifications,media
googleapis.com:networkconnectivity,analytics
googleapis.com:networkconnectivity,media
googleapis.com:networkmanagement,analytics
googleapis.com:networkmanagement,media
googleapis.com:networksecurity,analytics
googleapis.com:networksecurity,media
googleapis.com:networkservices,analytics
googleapis.com:networkservices,media
googleapis.com:notebooks,analytics
googleapis.com:notebooks,media
googleapis.com:oauth2,analytics
googleapis.com:oauth2,media
googleapis.com:ondemandscanning,analytics
googleapis.com:ondemandscanning,media
googleapis.com:orgpolicy,analytics
googleapis.com:orgpolicy,media
googleapis.com:osconfig,analytics
googleapis.com:osconfig,media
googleapis.com:oslogin,analytics
googleapis.com:oslogin,media
googleapis.com:pagespeedonline,analytics
googleapis.com:pagespeedonline,media
googleapis.com:paymentsresellersubscription,analytics
googleapis.com:paymentsresellersubscription,media
googleapis.com:people,analytics
googleapis.com:people,media
googleapis.com:playablelocations,analytics
googleapis.com:playablelocations,media
googleapis.com:playcustomapp,analytics
googleapis.com:playcustomapp,media
googleapis.com:playdeveloperreporting,analytics
googleapis.com:playdeveloperreporting,media
googleapis.com:playintegrity,analytics
googleapis.com:playintegrity,media
googleapis.com:plus,analytics
googleapis.com:plus,media
googleapis.com:policyanalyzer,analytics
googleapis.com:policyanalyzer,media
googleapis.com:policysimulator,analytics
googleapis.com:policysimulator,media
googleapis.com:policytroubleshooter,analytics
googleapis.com:policytroubleshooter,media
googleapis.com:poly,analytics
googleapis.com:poly,media
googleapis.com:privateca,analytics
googleapis.com:privateca,media
googleapis.com:prod_tt_sasportal,analytics
googleapis.com:prod_tt_sasportal,media
googleapis.com:proximitybeacon,analytics
googleapis.com:proximitybeacon,media
googleapis.com:publicca,analytics
googleapis.com:publicca,media
googleapis.com:pubsub,analytics
googleapis.com:pubsub,media
googleapis.com:pubsublite,analytics
googleapis.com:pubsublite,media
googleapis.com:readerrevenuesubscriptionlinking,analytics
googleapis.com:readerrevenuesubscriptionlinking,media
googleapis.com:realtimebidding,analytics
googleapis.com:realtimebidding,media
googleapis.com:recaptchaenterprise,analytics
googleapis.com:recaptchaenterprise,media
googleapis.com:recommendationengine,analytics
googleapis.com:recommendationengine,media
googleapis.com:recommender,analytics
googleapis.com:recommender,media
googleapis.com:redis,analytics
googleapis.com:redis,media
googleapis.com:remotebuildexecution,analytics
googleapis.com:remotebuildexecution,media
googleapis.com:replicapool,backend
googleapis.com:reseller,analytics
googleapis.com:reseller,media
googleapis.com:resourcesettings,analytics
googleapis.com:resourcesettings,media
googleapis.com:retail,analytics
googleapis.com:retail,media
googleapis.com:run,analytics
googleapis.com:run,media
googleapis.com:runtimeconfig,analytics
googleapis.com:runtimeconfig,media
googleapis.com:safebrowsing,analytics
googleapis.com:safebrowsing,media
googleapis.com:sasportal,analytics
googleapis.com:sasportal,media
googleapis.com:script,analytics
googleapis.com:script,media
googleapis.com:searchads360,analytics
googleapis.com:searchads360,media
googleapis.com:searchconsole,analytics
googleapis.com:searchconsole,media
googleapis.com:secretmanager,analytics
googleapis.com:secretmanager,media
googleapis.com:securitycenter,analytics
googleapis.com:securitycenter,media
googleapis.com:serviceconsumermanagement,analytics
googleapis.com:serviceconsumermanagement,media
googleapis.com:servicecontrol,analytics
googleapis.com:servicecontrol,media
googleapis.com:servicedirectory,analytics
googleapis.com:servicedirectory,media
googleapis.com:servicemanagement,analytics
googleapis.com:servicemanagement,media
googleapis.com:servicenetworking,analytics
googleapis.com:servicenetworking,media
googleapis.com:serviceusage,analytics
googleapis.com:serviceusage,media
googleapis.com:sheets,analytics
googleapis.com:sheets,media
googleapis.com:shoppingcontent,analytics
googleapis.com:shoppingcontent,media
googleapis.com:siteVerification,analytics
googleapis.com:siteVerification,media
googleapis.com:slides,analytics
googleapis.com:slides,media
googleapis.com:smartdevicemanagement,analytics
googleapis.com:smartdevicemanagement,media
googleapis.com:sourcerepo,analytics
googleapis.com:sourcerepo,media
googleapis.com:spanner,analytics
googleapis.com:spanner,media
googleapis.com:speech,analytics
googleapis.com:speech,media
googleapis.com:sql,analytics
googleapis.com:sql,media
googleapis.com:sqladmin,analytics
googleapis.com:sqladmin,media
googleapis.com:storage,analytics
googleapis.com:storage,media
googleapis.com:storagetransfer,analytics
googleapis.com:storagetransfer,media
googleapis.com:streetviewpublish,analytics
googleapis.com:streetviewpublish,media
googleapis.com:sts,analytics
googleapis.com:sts,media
googleapis.com:tagmanager,analytics
googleapis.com:tagmanager,media
googleapis.com:tasks,analytics
googleapis.com:tasks,media
googleapis.com:testing,analytics
googleapis.com:testing,media
googleapis.com:texttospeech,analytics
googleapis.com:texttospeech,media
googleapis.com:toolresults,analytics
googleapis.com:toolresults,media
googleapis.com:tpu,analytics
googleapis.com:tpu,media
googleapis.com:trafficdirector,analytics
googleapis.com:trafficdirector,media
googleapis.com:transcoder,analytics
googleapis.com:transcoder,media
googleapis.com:translate,analytics
googleapis.com:translate,media
googleapis.com:travelimpactmodel,analytics
googleapis.com:travelimpactmodel,media
googleapis.com:vault,analytics
googleapis.com:vault,media
googleapis.com:vectortile,analytics
googleapis.com:vectortile,media
googleapis.com:verifiedaccess,analytics
googleapis.com:verifiedaccess,media
googleapis.com:versionhistory,analytics
googleapis.com:versionhistory,media
googleapis.com:videointelligence,analytics
googleapis.com:videointelligence,media
googleapis.com:vision,analytics
googleapis.com:vision,media
googleapis.com:vmmigration,analytics
googleapis.com:vmmigration,media
googleapis.com:vpcaccess,analytics
googleapis.com:vpcaccess,media
googleapis.com:webfonts,analytics
googleapis.com:webfonts,media
googleapis.com:webmasters,analytics
googleapis.com:webmasters,media
googleapis.com:webrisk,analytics
googleapis.com:webrisk,media
googleapis.com:websecurityscanner,analytics
googleapis.com:websecurityscanner,media
googleapis.com:workflowexecutions,analytics
googleapis.com:workflowexecutions,media
googleapis.com:workflows,analytics
googleapis.com:workflows,media
googleapis.com:workloadmanager,analytics
googleapis.com:workloadmanager,media
googleapis.com:workstations,analytics
googleapis.com:workstations,media
googleapis.com:youtube,analytics
googleapis.com:youtube,media
googleapis.com:youtubeAnalytics,analytics
googleapis.com:youtubeAnalytics,media
googleapis.com:youtubereporting,analytics
googleapis.com:youtubereporting,media
gov.bc.ca:bcdc,open_data
gov.bc.ca:bcgnws,open_data
gov.bc.ca:geocoder,open_data
gov.bc.ca:geomark,open_data
gov.bc.ca:gwells,open_data
gov.bc.ca:jobposting,open_data
gov.bc.ca:news,open_data
gov.bc.ca:open511,open_data
gov.bc.ca:router,open_data
graphhopper.com,location
greenpeace.org,collaboration
hackathonwatch.com,social
haloapi.com:metadata,entertainment
haloapi.com:profile,entertainment
haloapi.com:stats,entertainment
haloapi.com:ugc,entertainment
handwrytten.com,text
healthcare.gov,open_data
here.com:positioning,location
here.com:tracking,location
hetzner.cloud,hosting
hhs.gov,open_data
highwaysengland.co.uk,open_data
hillbillysoftware.com:shinobi,media
hsbc.com:atm,financial
hsbc.com:branches,financial
hsbc.com:product,financial
httpbin.org,developer_tools
hubapi.com:webhooks,customer_relation
hubhopper.com,entertainment
hydramovies.com,entertainment
i-cue.solutions,analytics
ibanapi.com,financial
icons8.com,media
id4i.de,enterprise
ideaconsult.net:enanomapper,open_data
ideaconsult.net:nanoreg,open_data
ideal-postcodes.co.uk,location
idtbeyond.com,telecom
ijenko.net,iot
illumidesk.com,open_data
image-charts.com,media
impala.travel:hotels,ecommerce
import.io:data,tools
import.io:extraction,tools
import.io:rss,tools
import.io:run,tools
import.io:schedule,tools
inboxroute.com,email
inboxroute.com,marketing
influxdata.com,iot
inpe.br:dados-abertos,location
instagram.com,social
instagram.com,media
intel.com:product-catalogue,ecommerce
intellifi.nl,iot
interactivebrokers.com,financial
interzoid.com:convertcurrency,developer_tools
interzoid.com:getaddressmatch,developer_tools
interzoid.com:getareacodefromnumber,developer_tools
interzoid.com:getcitymatch,developer_tools
interzoid.com:getcitystandard,developer_tools
interzoid.com:getcompanymatch,developer_tools
interzoid.com:getcountrymatch,developer_tools
interzoid.com:getcountrystandard,developer_tools
interzoid.com:getcurrencyrate,developer_tools
interzoid.com:getemailinfo,developer_tools
interzoid.com:getfullnamematch,developer_tools
interzoid.com:getfullnameparsedmatch,developer_tools
interzoid.com:getglobalnumberinfo,developer_tools
interzoid.com:getglobaltime,developer_tools
interzoid.com:getstateabbreviation,developer_tools
interzoid.com:getweathercity,developer_tools
interzoid.com:getweatherzip,developer_tools
interzoid.com:getzipinfo,developer_tools
interzoid.com:globalpageload,developer_tools
interzoid.com:lookupareacode,developer_tools
ip2location.com:geolocation,location
ip2location.io,developer_tools
ip2proxy.com,location
ip2whois.com,developer_tools
ipinfodb.com,location
iptwist.com,developer_tools
iqualify.com,education
isbndb.com,open_data
isendpro.com,messaging
iva-api.com,media
ix-api.net,security
izettle.com:products,ecommerce
jellyfin.local,media
jira.local,developer_tools
jirafe.com,marketing
jokes.one,entertainment
journy.io,customer_relation
jumpseller.com,ecommerce
just-eat.co.uk,ecommerce
keycloak.local,developer_tools
keyserv.solutions,iot
klarna.com:openai,ecommerce
klarna.com:payments,financial
koomalooma.com,ecommerce
kubernetes.io,developer_tools
lambdatest.com,developer_tools
landregistry.gov.uk:deed,open_data
languagetool.org,text
launchdarkly.com,developer_tools
learnifier.com,education
letmc.com:basic-tier,ecommerce
letmc.com:customer,ecommerce
letmc.com:diary,ecommerce
letmc.com:free-tier,ecommerce
letmc.com:maintenance,ecommerce
letmc.com:reporting,ecommerce
lgtm.com,developer_tools
libretranslate.local,text
link.fish,developer_tools
linode.com,cloud
linuxfoundation.org:reimbursement,financial
listennotes.com,entertainment
logoraisr.com,media
loket.nl,enterprise
lotadata.com,location
lufthansa.com:partner,transport
lufthansa.com:public,transport
lumminary.com,open_data
lyft.com,location
magento.com,ecommerce
magick.nu,financial
maif.local:otoroshi,developer_tools
mailboxvalidator.com:checker,email
mailboxvalidator.com:disposable,email
mailboxvalidator.com:validation,email
mailscript.com,email
mandrillapp.com,email
mandrillapp.com,marketing
mashape.com:geodb,developer_tools
mashape.com:geodb,location
mastodon.local,social
math.tools,open_data
mbus.local,iot
mcw.edu,open_data
medcorder.com,open_data
medium.com,media
medium.com,social
meraki.com,iot
meraki.com,enterprise
mercedes-benz.com:configurator,transport
mercedes-benz.com:dealer,transport
mercedes-benz.com:diagnostics,transport
mercedes-benz.com:image,transport
mercure.local,messaging
mermade.org.uk:openapi-converter,developer_tools
meshery.local,cloud
miataru.com,location
microcks.local,developer_tools
microsoft.com:cognitiveservices-AutoSuggest,developer_tools
microsoft.com:cognitiveservices-AutoSuggest,cloud
microsoft.com:cognitiveservices-ComputerVision,developer_tools
microsoft.com:cognitiveservices-ComputerVision,cloud
microsoft.com:cognitiveservices-CustomImageSearch,developer_tools
microsoft.com:cognitiveservices-CustomImageSearch,cloud
microsoft.com:cognitiveservices-CustomSearch,developer_tools
microsoft.com:cognitiveservices-CustomSearch,cloud
microsoft.com:cognitiveservices-EntitySearch,developer_tools
microsoft.com:cognitiveservices-EntitySearch,cloud
microsoft.com:cognitiveservices-ImageSearch,developer_tools
microsoft.com:cognitiveservices-ImageSearch,cloud
microsoft.com:cognitiveservices-LocalSearch,developer_tools
microsoft.com:cognitiveservices-LocalSearch,cloud
microsoft.com:cognitiveservices-NewsSearch,developer_tools
microsoft.com:cognitiveservices-NewsSearch,cloud
microsoft.com:cognitiveservices-Ocr,developer_tools
microsoft.com:cognitiveservices-Ocr,cloud
microsoft.com:cognitiveservices-Prediction,developer_tools
microsoft.com:cognitiveservices-Prediction,cloud
microsoft.com:cognitiveservices-SpellCheck,developer_tools
microsoft.com:cognitiveservices-SpellCheck,cloud
microsoft.com:cognitiveservices-Training,developer_tools
microsoft.com:cognitiveservices-Training,cloud
microsoft.com:cognitiveservices-VideoSearch,developer_tools
microsoft.com:cognitiveservices-VideoSearch,cloud
microsoft.com:cognitiveservices-VisualSearch,developer_tools
microsoft.com:cognitiveservices-VisualSearch,cloud
microsoft.com:cognitiveservices-WebSearch,developer_tools
microsoft.com:cognitiveservices-WebSearch,cloud
microsoft.com:graph,developer_tools
microsoft.com:graph-beta,developer_tools
mist.com,enterprise
moderatecontent.com,media
mon-voyage-pas-cher.com,transport
monarchinitiative.org,open_data
motaword.com,text
mozilla.com:kinto,cloud
mtaa-api.herokuapp.com,open_data
mtaa-api.herokuapp.com,location
musixmatch.com,media
n-auth.com,security
namsor.com,text
nasa.gov:apod,media
nasa.gov:apod,open_data
nativeads.com,marketing
naviplancentral.com:factfinder,financial
naviplancentral.com:plan,financial
nba.com,media
nba.com,open_data
nbg.gr,financial
ndhm.gov.in:ndhm-cm,open_data
ndhm.gov.in:ndhm-gateway,open_data
ndhm.gov.in:ndhm-healthid,open_data
ndhm.gov.in:ndhm-hip,open_data
ndhm.gov.in:ndhm-hiu,open_data
nebl.io,enterprise
neowsapp.com,open_data
netatmo.net,iot
netbox.dev,enterprise
netboxdemo.com,cloud
netlicensing.io,developer_tools
netlify.com,cloud
neutrinoapi.net,email
neutrinoapi.net,messaging
neutrinoapi.net,telecom
neutrinoapi.net,location
neutrinoapi.net,text
nfusionsolutions.biz,financial
nic.at:domainfinder,developer_tools
nlpcloud.io,text
noosh.com,collaboration
nordigen.com,financial
notion.com,collaboration
nowpayments.io,financial
npr.org:authorization,entertainment
npr.org:identity,entertainment
npr.org:listening,entertainment
npr.org:sponsorship,entertainment
npr.org:station-finder,entertainment
nrel.gov:building-case-studies,open_data
nrel.gov:transportation-incentives-laws,open_data
nrm.se:georg,location
nsidc.org,open_data
ntropy.network,financial
nytimes.com:archive,media
nytimes.com:archive,open_data
nytimes.com:article_search,media
nytimes.com:article_search,open_data
nytimes.com:books_api,media
nytimes.com:books_api,open_data
nytimes.com:community,media
nytimes.com:community,open_data
nytimes.com:geo_api,media
nytimes.com:geo_api,open_data
nytimes.com:most_popular_api,media
nytimes.com:most_popular_api,open_data
nytimes.com:movie_reviews,media
nytimes.com:movie_reviews,open_data
nytimes.com:semantic_api,media
nytimes.com:semantic_api,open_data
nytimes.com:times_tags,media
nytimes.com:times_tags,open_data
nytimes.com:timeswire,media
nytimes.com:timeswire,open_data
nytimes.com:top_stories,media
nytimes.com:top_stories,open_data
o2.cz:mobility,telecom
o2.cz:sociodemo,telecom
obono.at,ecommerce
oceandrivers.com,open_data
okta.local,security
omdbapi.com,media
omdbapi.com,open_data
onsched.com:consumer,collaboration
onsched.com:setup,collaboration
onsched.com:utility,collaboration
openai.com,machine_learning
openalpr.com,cloud
openapi-generator.tech,developer_tools
openapi.space,developer_tools
openaq.local,location
openbanking.org.uk,financial
openbanking.org.uk:account-info-openapi,financial
openbanking.org.uk:confirmation-funds-openapi,financial
openbanking.org.uk:event-notifications-openapi,financial
openbanking.org.uk:payment-initiation-openapi,financial
openbankingproject.ch,financial
opencagedata.com,location
opendatanetwork.com,open_data
opendatasoft.com,open_data
openfigi.com,open_data
openfintech.io,financial
openindex.ai,machine_learning
openlinksw.com:osdb,developer_tools
openpolicy.local,open_data
openstates.org,open_data
openstf.io,telecom
opensuse.org:obs,developer_tools
opentargets.io,open_data
opentrials.local,open_data
optimade.local,open_data
opto22.com:groov,iot
opto22.com:pac,iot
orbit.love,customer_relation
ornl.gov:daymet,location
orthanc-server.com,collaboration
osf.io,open_data
osisoft.com,enterprise
ote-godaddy.com:abuse,hosting
ote-godaddy.com:aftermarket,hosting
ote-godaddy.com:agreements,hosting
ote-godaddy.com:certificates,hosting
ote-godaddy.com:countries,hosting
ote-godaddy.com:domains,hosting
ote-godaddy.com:orders,hosting
ote-godaddy.com:shoppers,hosting
ote-godaddy.com:subscriptions,hosting
owler.com,search
oxforddictionaries.com,text
paccurate.io,transport
pandascore.co,entertainment
pandorabots.com,machine_learning
papinet.io:order_status,ecommerce
parliament.uk:bills,open_data
parliament.uk:commonsvotes,open_data
parliament.uk:erskine-may,open_data
parliament.uk:lordsvotes,open_data
parliament.uk:members,open_data
parliament.uk:now,open_data
parliament.uk:oralquestions,open_data
parliament.uk:search,open_data
parliament.uk:statutoryinstruments,open_data
parliament.uk:treaties,open_data
parliament.uk:writtenquestions,open_data
passwordutility.net,security
passwordutility.net,tools
patrowl.local,security
pay1.de:link,payment
paylocity.com,financial
payments.service.gov.uk:payments,financial
paypi.dev,email
payrun.io,financial
pdfblocks.com,text
pdfbroker.io,text
pdfgeneratorapi.com,text
peel-ci.com,media
pendo.io,ecommerce
peoplefinderspro.com,marketing
peoplegeneratorapi.live,tools
personio.de:authentication,enterprise
personio.de:personnel,enterprise
phila.gov:pollingplaces,open_data
pims.io,ecommerce
pinecone.io,backend
plaid.com,financial
pocketsmith.com,financial
poemist.com,text
polygon.io,financial
portfoliooptimizer.io,financial
postmarkapp.com:account,email
postmarkapp.com:server,email
powerdns.local,developer_tools
presalytics.io:converter,analytics
presalytics.io:ooxml,analytics
presalytics.io:story,analytics
pressassociation.io,media
probely.com,monitoring
proxykingdom.com,developer_tools
prss.org,media
ptv.vic.gov.au,transport
qualpay.com,ecommerce
qualtrics.com,forms
quarantine.country,open_data
quickchart.io,developer_tools
quicksold.co.uk:location,location
quotes.rest,open_data
randomlovecraft.com,text
randommer.io,developer_tools
rapidapi.com:dynamicdocs,text
