Donor Name,"""True"" Donor - Pride Sponsor Match Only","""True"" Donor - Fortune Match Only",Pride and Sponsor Match?,Donor Name - Combined
RETIREMENT COMPANIES OF AMERICA LLC,NA,NA,NA,NA
"RETIREMENT COMPANIES OF AMERICA, LL",NA,NA,NA,NA
"RETIREMENT COMPANIES OF AMERICA, LLC",NA,NA,NA,NA
RETLAND FARM,NA,NA,NA,NA
REVOCABLE LIVING TRUST FUND GERTIE SWINNEY,NA,NA,NA,NA
REVOCABLE TRUST AGREEMENT OF ABDUL H ALKHAFAJI DATED 3/1/1999,NA,NA,NA,NA
REVOCABLE TRUST OF LOUISE C. MUSSEN,NA,NA,NA,NA
REX LUMBER TROY LLC,NA,NA,NA,NA
RHINE INVESTMENTS LTD.,NA,NA,NA,NA
"RICARDO HERNANDEZ, LLC",NA,NA,NA,NA
RICHARD B. KONZEN FAMILY TRUST,NA,NA,NA,NA
RICHARD COWHER LIVING TRUST,NA,NA,NA,NA
RICHARD H KONKEY REVOCABLE LIVING TRUST,NA,NA,NA,NA
RICHARD H. BEGUELIN FAMILY TR,NA,NA,NA,NA
RICHARD H. BEGUELIN FAMILY TRUST,NA,NA,NA,NA
RICHARD L MOORE OR JOYCE K MOORE TRUST,NA,NA,NA,NA
RICHARD LEONARD HALL LIVING TRUST,NA,NA,NA,NA
RICHARD NIELSEN TRUST,NA,NA,NA,NA
RICHARD R. SCOTT 1991 TRUST,NA,NA,NA,NA
RICHARD SMITH CONSTRUCTION,NA,NA,NA,NA
"RICHARDS INTEREST, LP",NA,NA,NA,NA
"RICHARDSON & TYNAN, P.L.C.",NA,NA,NA,NA
"RICHARDSON & TYNAN, PLC",NA,NA,NA,NA
RICHARDSON CLEMENT PC,NA,NA,NA,NA
RICK'S OUTBOARD MOTOR SALES & SERVICE,NA,NA,NA,NA
"RIDDLE CONSULTING ENGINEERS, INC",NA,NA,NA,NA
RIDE ROYAL BLUE LLC,NA,NA,NA,NA
RIEDL FAMILY REVOCABLE TRUST,NA,NA,NA,NA
"RIESCO & COMPANY, LLC",NA,NA,NA,NA
RIETZ LIVING TRUST,NA,NA,NA,NA
RIGHT TENNESSEE,NA,NA,NA,NA
RIKE FAMILY RECOCABLE LIVING TRUST,NA,NA,NA,NA
RIKE FAMILY REV'L LIV TRUST,NA,NA,NA,NA
RILEY STEGNER AND ASSOCIATES,NA,NA,NA,NA
RINKHOFF AGRICULTURAL ENTITY,NA,NA,NA,NA
RIO RICO VETERINARY SERVICES,NA,NA,NA,NA
"RIVER REFUGE, LLC",NA,NA,NA,NA
RJ CORMAN RAILROAD GROUP,NA,NA,NA,NA
RJ LOGGING LLC,NA,NA,NA,NA
RJS CONSTRUCTION,NA,NA,NA,NA
RL INVESTMENTS,NA,NA,NA,NA
"RLR1, LLC",NA,NA,NA,NA
"RM QUALITY CONTRUCTION, LLD",NA,NA,NA,NA
RNDC POLITICAL ACTION COMMITTEE,NA,NA,NA,NA
ROADWAY TOWING & TRANSPORTATION,NA,NA,NA,NA
ROBDON L.P.,NA,NA,NA,NA
ROBERT & ELIZABETH HILL LIV TRUST,NA,NA,NA,NA
ROBERT & JOYCE KIRKPATRICK REVOCABLE TRUST,NA,NA,NA,NA
ROBERT A & SANDRA J HOLMES REVOCABLE TRUST,NA,NA,NA,NA
ROBERT AND DIANA KALT LVG TRUST,NA,NA,NA,NA
ROBERT AND ESTHER V MARTINEZ REVOCABLE LIVING TRUST,NA,NA,NA,NA
ROBERT AND GERALDINE MEINERT TRUST,NA,NA,NA,NA
ROBERT AND MARTHA PLUMLEE REVOCABLE TRUST,NA,NA,NA,NA
ROBERT CARR VINCENT TRUST,NA,NA,NA,NA
ROBERT E ROSS & CHERYL A ROSS TRUST,NA,NA,NA,NA
"ROBERT EITCHES, MD, INC.",NA,NA,NA,NA
ROBERT EUGENE LUCAS REVOCABLE TRUST,NA,NA,NA,NA
ROBERT F. BOGGUS INVESTMENTS,NA,NA,NA,NA
ROBERT H AND PHYLLIS VATZ FAMILY TRUST,NA,NA,NA,NA
ROBERT H BROOKS 1995 TRUST,NA,NA,NA,NA
ROBERT L COSTON ITF,NA,NA,NA,NA
"ROBERT L PETERSON, SR. LIVING TRUST",NA,NA,NA,NA
ROBERT M LEVY & ASSOCIATES INC,NA,NA,NA,NA
ROBERT M SR. & MARION L WELCH TRUST,NA,NA,NA,NA
ROBERT SULLIVAN REVOCABLE TRUST,NA,NA,NA,NA
ROBERT T ZABAWA REV LIVING TRUST,NA,NA,NA,NA
ROBERT TATE,NA,NA,NA,NA
ROBERT TEDIN REVOCABLE LIVING TRUST,NA,NA,NA,NA
ROBERT'S AUTO SALES,NA,NA,NA,NA
"ROBERTS AND ROBERTS, INC.",NA,NA,NA,NA
ROBIN MCALLISTER TRUST,NA,NA,NA,NA
"ROCHELLE & TOWNSEND, P.C.",NA,NA,NA,NA
ROCKING DOUBLE ENTERPRISES,NA,NA,NA,NA
ROCKY MOUNTAIN POWER,NA,NA,NA,NA
RODDY FARMS,NA,NA,NA,NA
"RODRIGUEZ ARCHITECTS, INC.",NA,NA,NA,NA
"RODTELL HOSPITALITY SERVICES, CORP.",NA,NA,NA,NA
"ROGER BEASLEY INVESTMENTS, LLC",NA,NA,NA,NA
ROGER P. ROACH LIVING TRUST,NA,NA,NA,NA
ROGERS GROUP INC. PAC,NA,NA,NA,NA
ROGERS LIVING TRUST,NA,NA,NA,NA
ROLAND G DANIEL JR MERRY ELLEN DANIEL REVOCABLE LIVING TRUST,NA,NA,NA,NA
ROLAND G DANIEL JR MERRY ELLEN DANIEL REVOCABLE TRUST,NA,NA,NA,NA
ROLAND PROPERTIES,NA,NA,NA,NA
ROLF REV LIVING TRUST,NA,NA,NA,NA
ROLLING HILLS HOSPITAL,NA,NA,NA,NA
ROMULUS INC.,NA,NA,NA,NA
RONALD BOOK P.A.,NA,NA,NA,NA
RONALD BOOK PA,NA,NA,NA,NA
"RONALD BOOK, P.A.",NA,NA,NA,NA
RONALD E. WINBURN AND DONNA S. WINBURN LIVING TRUST,NA,NA,NA,NA
RONALD G MILLER SURVIVOR TRUST,NA,NA,NA,NA
RONALD G. KAMINSKI TRUST,NA,NA,NA,NA
RONALD L. BOOK GOVERNMENTAL CONSULTANTS INC.,NA,NA,NA,NA
ROOF TOP SYSTEMS,NA,NA,NA,NA
ROSA HORSES LLC,NA,NA,NA,NA
ROSE FAMILY TRUST,NA,NA,NA,NA
ROSE RENTALS,NA,NA,NA,NA
ROSENBERG & ROSENBERG PA,NA,NA,NA,NA
ROSS FINANCIAL SERVICES,NA,NA,NA,NA
ROSS MITCHELL S & JULIE C,NA,NA,NA,NA
ROTH FARMS INC,NA,NA,NA,NA
ROUSSEAU TRUST,NA,NA,NA,NA
ROUSSER FARMS,NA,NA,NA,NA
ROVING PATRIOTS PAC,NA,NA,NA,NA
"ROWLAND & CARTER CPAS, PLLC",NA,NA,NA,NA
"ROWLAND TRUCK LINES, INC.",NA,NA,NA,NA
ROY ALLEN KLEPPER FAMILY TRUST,NA,NA,NA,NA
ROY AND LANA FARLEY 2014 REVOCABLE TRUST,NA,NA,NA,NA
ROY O. MARTIN III FAMILY TRUST,NA,NA,NA,NA
RPPTL PAC,NA,NA,NA,NA
RPPTL-PAC,NA,NA,NA,NA
"RRG, LLC",NA,NA,NA,NA
RRPTL-PAC,NA,NA,NA,NA
RS&H PAC TEXAS,NA,NA,NA,NA
RSA CONSULTING GROUP,NA,NA,NA,NA
RSA CONSULTING GROUP LLC,NA,NA,NA,NA
"RSA CONSULTING GROUP, LLC",NA,NA,NA,NA
RSB HOLDINGS INC,NA,NA,NA,NA
"RSB HOLDINGS, INC.",NA,NA,NA,NA
RUBIN TURNBULL & ASSOCIATES INC.,NA,NA,NA,NA
"RUBIN TURNBULL & ASSOCIATES, INC.",NA,NA,NA,NA
RUBY FALLS LLC,NA,NA,NA,NA
RUDOLPH REVOCABLE LIVING TRUST,NA,NA,NA,NA
"RUNNING W, LTD",NA,NA,NA,NA
RURAL FRIENDS OF TEXAS ELECTRIC COOPERATIVES,NA,NA,NA,NA
RURAL/METRO FIRE & EMS POLITICAL ACTION COMMITTEE,NA,NA,NA,NA
RUSSELL JOHN THOEDE LIFETIME TRUST,NA,NA,NA,NA
RUSSO REALTY ADVISORS/USA,NA,NA,NA,NA
RUTH MAY SCHULER TRUST,NA,NA,NA,NA
RVOS FARM MUTUAL INSURANCE GROUP POLITICAL ACTION COMMITTEE,NA,NA,NA,NA
RWM INVESTMENTS,NA,NA,NA,NA
RY - PAC,NA,NA,NA,NA
RYAN TEXAS PAC,NA,NA,NA,NA
RYBOVICH BOAT COMPANY LLC,NA,NA,NA,NA
"S & B ENGINEERS & CONSTRUCTORS, LTD. PAC TEXAS CONTRIBUTION ACCOUNT",NA,NA,NA,NA
S & S INVESTMENTS,NA,NA,NA,NA
S. & S. FARMS,NA,NA,NA,NA
S. FIELD EMERSON AND JANE BURROWS EMERSON MGT. TR.,NA,NA,NA,NA
S. JIM FARHA LIVING TRUST,NA,NA,NA,NA
S.J. MARTINDALE COMPANY,NA,NA,NA,NA
"S&PEQ, LLC",NA,NA,NA,NA
S3 SURGICAL SOLUTIONS LLC,NA,NA,NA,NA
SABINE PILOTS,NA,NA,NA,NA
SADDLEBROOKE REPUBLICAN CLUB,NA,NA,NA,NA
SAFE ENVIRONMENTALLY RESPONSIBLE TRANSPORTATION,NA,NA,NA,NA
SAFE PAC,NA,NA,NA,NA
SAFEGUARD AMERICA INC,NA,NA,NA,NA
"SAFEGUARD AMERICA, INC",NA,NA,NA,NA
SAFELITE GROUP INC. PAC,NA,NA,NA,NA
SAIC,NA,NA,NA,NA
SAILER REV TR,NA,NA,NA,NA
"SALMAN CONSULTING ARCHITECTS, INC.",NA,NA,NA,NA
SALT RIVER PROJECT,NA,NA,NA,NA
SALT RIVER PROJECT POLITICAL INVOLVEMENT COMMITTEE,NA,NA,NA,NA
SALT RIVER VALLEY WATER USERS ASSN POLITICAL INVOLVEMENT COMMITTEE,NA,NA,NA,NA
SALVATORE J SICUSO PA,NA,NA,NA,NA
SAMMIE W WILLIAMSON TRUST,NA,NA,NA,NA
"SAMMONS HOLDING COMPANY, LLC",NA,NA,NA,NA
SAMUEL BELER TRUST,NA,NA,NA,NA
SAN ANTONIO PROFESSIONAL FIREFIGHTERS POLITICAL ACTION COMMITTEE,NA,NA,NA,NA
SANDPIPER SHELL AND ART,NA,NA,NA,NA
SANDRA J DAUCH TRUST,NA,NA,NA,NA
SANDRA LEE BURROWS REV. LIVING TRUST,NA,NA,NA,NA
SANDSTORM,NA,NA,NA,NA
SANOFI US SERVICES INC.,NA,NA,NA,NA
SANOFI US SERVICES INC. EMPLOYEES PAC - TN,NA,NA,NA,NA
SANOFI US SERVICES INC. EMPLOYEES' PAC,NA,NA,NA,NA
SANOFI US SERVICES INC. EMPLOYEES' POLITICAL ACTION COMMITTEE,NA,NA,NA,NA
"SANOFI US SERVICES, INC.",NA,NA,NA,NA
SANTA ROSA RANCHES,NA,NA,NA,NA
SAPP CLUB,NA,NA,NA,NA
SARGENT INVESTMENTS LLC,NA,NA,NA,NA
SAVE AMERICA PAC,NA,NA,NA,NA
SAVING FLORIDA'S HEARTLAND,NA,NA,NA,NA
"SBH KINGSPORT, LLC",NA,NA,NA,NA
SCG GOVERNMENTAL AFFAIRS,NA,NA,NA,NA
SCHLUMPF REVOCABLE TRUST,NA,NA,NA,NA
SCHMELTZER FAMILY TRUST,NA,NA,NA,NA
SCHOOL DEVELOPMENT HC FINANCE LLC,NA,NA,NA,NA
"SCHOOL DEVELOPMENT HC FINANCE, LLC",NA,NA,NA,NA
SCHROEDER LIVING TRUST,NA,NA,NA,NA
SCHUMACHER LIVING TRUST,NA,NA,NA,NA
"SCHWARTZ, PAGE & HARDING, L.L.P.",NA,NA,NA,NA
"SCHWARTZ, PAGE, AND HARDING LLP",NA,NA,NA,NA
SCIENCE APPLICATIONS INTERNATIONAL CORP (SAIC),NA,NA,NA,NA
SCOTT CONGER CAMPAIGN,NA,NA,NA,NA
SCOTT SAUL CATTLE,NA,NA,NA,NA
"SCRAPSOURCE, LLC",NA,NA,NA,NA
"SCROGGIE INVESTMENTS, LTD",NA,NA,NA,NA
SEA CRAFT WATERFRONT TIKI,NA,NA,NA,NA
SECURITY FINANCE COPORATION OF SPARTANBURG,NA,NA,NA,NA
SECURITY FINANCE CORP OF SPARTANBURG,NA,NA,NA,NA
SECURITY FINANCE CORPORATION OF SPARTANB,NA,NA,NA,NA
SECURITY FINANCE CORPORATION OF SPARTANBURG,NA,NA,NA,NA
SECURITY FINANCE CORPORATION OF SPARTANBURG & AFFILIATES PAC,NA,NA,NA,NA
SECURITY FINANCE OF SPARTANBURG,NA,NA,NA,NA
SEIU FLORIDA STATE COUNCIL PC,NA,NA,NA,NA
SELF'S GARAGE,NA,NA,NA,NA
SEMINOLE OIL PRODUCTIONS,NA,NA,NA,NA
SEMINOLE TRIBE OF FLORIDA,NA,NA,NA,NA
SEMINOLE TRIBE OF FLORIDA - SEMINOLE GAM,NA,NA,NA,NA
SEMINOLE TRIBE OF FLORIDA DBA SEMINOLE G,NA,NA,NA,NA
SENIOR TAC & INSURANCE ADVISORS PLLC,NA,NA,NA,NA
"SERENDIPITY CONSULTING, LLC",NA,NA,NA,NA
SERVICE CORP. INTERNATIONAL PAC,NA,NA,NA,NA
SEVIER COUNTY GOOD GOVERNMENT PAC,NA,NA,NA,NA
SEVIL COMPANY,NA,NA,NA,NA
"SEXTON FURNITURE MFG, LLC",NA,NA,NA,NA
"SEXTON FURNITURE MFG., LLC",NA,NA,NA,NA
"SHANNON INSURANCE AGENCY, INC",NA,NA,NA,NA
SHANNON LIVING TRUST,NA,NA,NA,NA
SHAPPLEY SEW & VAC INC,NA,NA,NA,NA
"SHARMI ENTERPRISES OF AMERICA, INC",NA,NA,NA,NA
SHARON LANCASTER FAMILY TRUST,NA,NA,NA,NA
SHARPWOOD LLC,NA,NA,NA,NA
SHAW ELECTRIC,NA,NA,NA,NA
SHEFFELS FAMILY TRUST,NA,NA,NA,NA
SHELBY COUNTY REPUBLICAN WOMEN'S CLUB PAC,NA,NA,NA,NA
SHELBY RIDGE NURSING HOME,NA,NA,NA,NA
SHELTON DOUBLE JJ RANCH,NA,NA,NA,NA
SHELTON JJ RANCH,NA,NA,NA,NA
SHERRY ORSAK TRUST,NA,NA,NA,NA
SHERYL MORRISON REVOCABLE TRUST,NA,NA,NA,NA
"SHIMANOVSKY & MOSCARDINI, LLP",NA,NA,NA,NA
SHIRLEY ANGELINI TRUST,NA,NA,NA,NA
SHIRLEY PATCH LIVING TRUST 2001,NA,NA,NA,NA
SHIVER & COMPANY P.A.,NA,NA,NA,NA
SHREE HARI JI INC,NA,NA,NA,NA
"SHUANGCHENG ZHAO ENTERPRISE, LLC",NA,NA,NA,NA
SHUTTLESWORTH REVOCABLE LIVING TRUST,NA,NA,NA,NA
SHUTTS,NA,NA,NA,NA
"SIEMENS DEVELOPMENT, LLC",NA,NA,NA,NA
"SIGNATURE DEVELOPMENT, LLC",NA,NA,NA,NA
SIMMONS DAVID RAMSAY,NA,NA,NA,NA
"SIMON GREENSTONE PANATIER, PC",NA,NA,NA,NA
SIMPSON FOR CONGRESS,NA,NA,NA,NA
SINCLAIR CUSTOM HOMES,NA,NA,NA,NA
SIRMANS LIVING TRUST,NA,NA,NA,NA
SIX LS PACKING COMPANY INC,NA,NA,NA,NA
SKAUG LAW,NA,NA,NA,NA
SKB CONSULTING GROUP,NA,NA,NA,NA
SLATE FAMILY TRUST,NA,NA,NA,NA
SLEDGELAW GROUP PLLC,NA,NA,NA,NA
SLH BUSINESS SOLUTIONS,NA,NA,NA,NA
SLOAN FAMILY TRUST,NA,NA,NA,NA
SLOAN MILLIE,NA,NA,NA,NA
SMALL HYDRO PAC,NA,NA,NA,NA
SMALL INDEPENDENT MOTEL ASSOCIATION,NA,NA,NA,NA
"SMALL-BUSINESS PHARMACIES ALIGNED FOR REFORM, INC.",NA,NA,NA,NA
"SMALL-BUSINESS PHARMACIES ALIGNED FOR REFORM,INC",NA,NA,NA,NA
SMARTHORIZONS,NA,NA,NA,NA
SMILEDIRECT CLUB LLC,NA,NA,NA,NA
SMILEDIRECTCLUB LLC,NA,NA,NA,NA
SMITH ASSET MANAGEMENT CO LLC,NA,NA,NA,NA
SMITH FAMILY TRUST,NA,NA,NA,NA
SMITH LAW FIRM,NA,NA,NA,NA
SMITH PROTECTIVE SERVICES EMPLOYEE POLITICAL ACTION FUND,NA,NA,NA,NA
SMITH RENTALS,NA,NA,NA,NA
SMITH'S FLOOR COVERING,NA,NA,NA,NA
SMITHERMAN + ASSOCIATES LP,NA,NA,NA,NA
SMITHMACK LLC,NA,NA,NA,NA
SNAKE RIVER VALLEY BUILDING CONTRACTORS ASSOCIATIO,NA,NA,NA,NA
SNYDER CATTLE CO,NA,NA,NA,NA
SOLA VACA RANCH,NA,NA,NA,NA
"SOLRAC, INC.",NA,NA,NA,NA
"SONOMA HOUSING ADVISORS, LLC",NA,NA,NA,NA
SOUTH ALABAMA REGIONAL MEDICAL CENTER,NA,NA,NA,NA
SOUTH CENTRAL FLORIDA EXPRESS INC,NA,NA,NA,NA
SOUTH CENTRAL FLORIDA EXPRESS INC.,NA,NA,NA,NA
"SOUTH CENTRAL FLORIDA EXPRESS, INC.",NA,NA,NA,NA
SOUTH DADE AUTO TAG AGENCY.,NA,NA,NA,NA
SOUTH FLORIDA CITIZENS FOR JUSTICE,NA,NA,NA,NA
SOUTH FLORIDA CITIZENS FOR JUSTICE CCE,NA,NA,NA,NA
SOUTH FLORIDA COUNCIL FIREFIGHTERS PAC,NA,NA,NA,NA
SOUTH FLORIDA VISION,NA,NA,NA,NA
SOUTH MARION REAL ESTATE HOLDINGS LLC,NA,NA,NA,NA
SOUTH TEXANS' PROPERTY RIGHTS POLITICAL ACTION COMMITTEE,NA,NA,NA,NA
SOUTHEAST MILK,NA,NA,NA,NA
SOUTHEAST TEXAS CARDIAC LLC,NA,NA,NA,NA
SOUTHEASTERN CARPENTERS REGIONAL COUNCIL PAC FUND,NA,NA,NA,NA
SOUTHEASTERN JEWELERS AND ENGRAVERS INC,NA,NA,NA,NA
SOUTHERMOST PRESERVATION FUND,NA,NA,NA,NA
SOUTHERN CHECK EXPRESS LLC,NA,NA,NA,NA
SOUTHERN CUTTERS LAND CLEARING AND HAULING LLC,NA,NA,NA,NA
SOUTHERN FIDELITY INSURANCE COMPANY,NA,NA,NA,NA
SOUTHERN GARDEN CITRUS HOLDING CORP,NA,NA,NA,NA
SOUTHERN GARDEN CITRUS NURSERY LLC,NA,NA,NA,NA
SOUTHERN GARDEN GROVES CORPORATION,NA,NA,NA,NA
SOUTHERN GARDENS CITRUS HOLDING CORP.,NA,NA,NA,NA
SOUTHERN GARDENS CITRUS HOLDINGS CORP.,NA,NA,NA,NA
SOUTHERN GARDENS CITRUS NURSERY,NA,NA,NA,NA
"SOUTHERN GARDENS CITRUS NURSERY, LLC",NA,NA,NA,NA
SOUTHERN GARDENS CITRUS NURSERY. LLC,NA,NA,NA,NA
SOUTHERN GARDENS CITRUS NURSEY,NA,NA,NA,NA
SOUTHERN GARDENS GROVE CORPORATION,NA,NA,NA,NA
SOUTHERN GARDENS GROVES CORP.,NA,NA,NA,NA
SOUTHERN GLAZER'S WINE AND SPIRITS LLC,NA,NA,NA,NA
"SOUTHERN GLAZER'S WINE AND SPIRITS, LLC",NA,NA,NA,NA
SOUTHERN GROWERS LLC,NA,NA,NA,NA
SOUTHERN HILL FARMS MARKET LLC,NA,NA,NA,NA
"SOUTHERN HLL FARMS MARKET, LLC",NA,NA,NA,NA
SOUTHERN STRATEGY GROUP,NA,NA,NA,NA
SOUTHERN STRATEGY GROUP OF MIAMI LLC,NA,NA,NA,NA
SOUTHWEST BUSINESS CORPORATION PAC,NA,NA,NA,NA
SOUTHWEST FLORIDA ENTERPRISES INC,NA,NA,NA,NA
"SOUTHWEST FLORIDA ENTERPRISES, INC.",NA,NA,NA,NA
SOUTHWEST FLORIDA JOBS ALLIANCE,NA,NA,NA,NA
SOUTHWEST GAS,NA,NA,NA,NA
SOUTHWEST GAS ARIZ,NA,NA,NA,NA
SOUTHWEST GAS ARIZONA,NA,NA,NA,NA
SOUTHWEST GAS ARIZONA PAC,NA,NA,NA,NA
SOUTHWEST GAS AZ PAC,NA,NA,NA,NA
SOUTHWEST GAS AZ POLITICAL ACTION COMMITTEE,NA,NA,NA,NA
SOUTHWEST GAS CORPORATION (PAC),NA,NA,NA,NA
SOUTHWEST POLICY GROUP,NA,NA,NA,NA
"SOUUTHERN CPA, LLC",NA,NA,NA,NA
SPANN REAL ESTATE,NA,NA,NA,NA
SPECIAL OPERATIONS SPEAKS PAC,NA,NA,NA,NA
SPECS FAMILY PARTNERS LTD.,NA,NA,NA,NA
SPECTRUM ANESTHESIA ASSOCIATES,NA,NA,NA,NA
"SPINNER LAW FRIM, PA",NA,NA,NA,NA
SPORTS BETTING ALLIANCE,NA,NA,NA,NA
SPREEN TRUST,NA,NA,NA,NA
SQUABBLE CREEK SOLUTIONS,NA,NA,NA,NA
"SRAELLA, LLC",NA,NA,NA,NA
SSC CARTER LLC,NA,NA,NA,NA
SSFCU PAC,NA,NA,NA,NA
ST BUNN CONSTRUCTION CO INC,NA,NA,NA,NA
ST CLAIR COUNTY REPUBLICAN PARTY,NA,NA,NA,NA
ST LUCIE RIVER COMPANY LTD,NA,NA,NA,NA
ST. CLAIR FAMILY TRUST,NA,NA,NA,NA
"ST. RAYMONDS APARTMENTS, INC.",NA,NA,NA,NA
"STABLE SOILS OF FLORIDA, INC.",NA,NA,NA,NA
STAMM TRUST,NA,NA,NA,NA
STAND WITH TRUMP SEDONA,NA,NA,NA,NA
STANFORD RANCH LLC,NA,NA,NA,NA
STAR FARMS CORP,NA,NA,NA,NA
"STAR RANCH ENTERPRISES, INC",NA,NA,NA,NA
STARS AND STRIPES LAWN CARE LLC,NA,NA,NA,NA
STATE OF TN (UNCLAIMED PROPERTY ADJ),NA,NA,NA,NA
STATE SOUTH FLA AUTOMOBILE DEALERS PAC,NA,NA,NA,NA
STEAD AND FULLER,NA,NA,NA,NA
STEADMAN FAMILY TRUST,NA,NA,NA,NA
STEAMFITTERS LOCAL UNION NO. 614 POLITICAL EDU.,NA,NA,NA,NA
STEGER RANCH SERVICES,NA,NA,NA,NA
STENTIFORD CONSTRUCTION SERVICES INC.,NA,NA,NA,NA
"STENTIFORD CONSTRUCTION SERVICES, INC.",NA,NA,NA,NA
STEPHEN FINCHER FOR SENATE,NA,NA,NA,NA
STEPHEN NEAL FISHER CAMPAIGN FUND,NA,NA,NA,NA
STEPHEN T. WILSON TRUST,NA,NA,NA,NA
STEPHENSON FAMILY REVOCABLE TRUST,NA,NA,NA,NA
STEVE ALLISON CAMPAIGN,NA,NA,NA,NA
"STEVE WINDOM, LLC",NA,NA,NA,NA
STEVENSON FAMILY TRUST,NA,NA,NA,NA
STEWART FAMILY FUNERAL HOME,NA,NA,NA,NA
"STEWART'S CARPET GALLERY, INC.",NA,NA,NA,NA
STG STRATEGY PARTNERS LP,NA,NA,NA,NA
STINKER STORES INC,NA,NA,NA,NA
STOFIN CO INC,NA,NA,NA,NA
"STOFIN CO., INC",NA,NA,NA,NA
STONE ARMS INC,NA,NA,NA,NA
"STONE PROPERTY HOLDINGS, LLC",NA,NA,NA,NA
"STRATEGIC BEHAVIORAL HEALTH, LLC",NA,NA,NA,NA
STRAYHORN MANAGEMENT COMPANY,NA,NA,NA,NA
STREIT FAMILY TRUST,NA,NA,NA,NA
STROH FAMILY TRUST,NA,NA,NA,NA
STRONG COMMUNITIES OF SOUTHWEST FLORIDA,NA,NA,NA,NA
STUBHUB,NA,NA,NA,NA
"SUAREZ CONSTRUCTION GROUP, LLC",NA,NA,NA,NA
SUDHOFF PARTNERSHIP LP,NA,NA,NA,NA
SUERTE POLITICAL ACTION COMMITTEE,NA,NA,NA,NA
SUGAR CANE GROWERS COOPERATIVE,NA,NA,NA,NA
SUMMIT PHYSICAL THERAPY LLC,NA,NA,NA,NA
SUN CITY STRATEGIES LLC,NA,NA,NA,NA
"SUN CITY STRATEGIES, LLC",NA,NA,NA,NA
SUN COAST POLICE BENEVOLENT ASSN. PAC,NA,NA,NA,NA
SUNCOAST BETTER GOVERNMENT COMMITTEE,NA,NA,NA,NA
"SUNCOAST BEVERAGE SALES, LTD",NA,NA,NA,NA
"SUNCOAST BEVERAGE SALES, LTD.",NA,NA,NA,NA
SUNCOAST PAC,NA,NA,NA,NA
"SUNDT CONSTRUCTION, INC. TEXAS POLITICAL ACTION COMMITTEE",NA,NA,NA,NA
SUNOVION,NA,NA,NA,NA
SUNRISE AUCTIONS,NA,NA,NA,NA
SUNRISE CONSULTING GROUP,NA,NA,NA,NA
SUNRISE COUSULTING GROUP,NA,NA,NA,NA
SUNSET TRUST,NA,NA,NA,NA
SUNSHINE DADE INVESTMENTS LLC,NA,NA,NA,NA
"SUNSHINE DADE INVESTMENTS, LLC",NA,NA,NA,NA
SUNSHINE GASOLINE DISTRIBUTORS INC,NA,NA,NA,NA
"SUNSHINE GASOLINE DISTRIBUTORS, INC",NA,NA,NA,NA
SUNSHINE STATE CONSULTANTS LLC,NA,NA,NA,NA
SUNSHINE STATE FIRST,NA,NA,NA,NA
SUNSHINE STATE HERITAGE POLITICAL ACTION COMMITTEE CORPORATION,NA,NA,NA,NA
"SUNTECH PLUMBING AND MECHANICAL, CORP",NA,NA,NA,NA
"SUNVAIL I, LTD",NA,NA,NA,NA
SUPERMIX CONCRETE,NA,NA,NA,NA
SURGI PAC-CENTRAL,NA,NA,NA,NA
SURGI PAC-NORTH,NA,NA,NA,NA
SURGI-PAC-NORTH,NA,NA,NA,NA
SURPAC,NA,NA,NA,NA
SURTERRA FLORIDA LLC,NA,NA,NA,NA
SURTERRA HOLDINGS INC,NA,NA,NA,NA
SUSAN R. HEARST FAMILY TRUST,NA,NA,NA,NA
"SUSKEY CONSULTING, LLC",NA,NA,NA,NA
"SUTHERLAND REALTY HOLDINGS, III, LLC",NA,NA,NA,NA
SW FL OPTOMETRIC ASSOC INC.,NA,NA,NA,NA
SWATEK VAUGHN AND BRYAN LLC,NA,NA,NA,NA
"SWATEK, VAUGHN AND BRYAN",NA,NA,NA,NA
SWBG OPERATIONS GROUP,NA,NA,NA,NA
SWEET WATER STATE BANK,NA,NA,NA,NA
"SWEETWATER GAS STATION, INC",NA,NA,NA,NA
SWISHER INTERNATIONAL INC,NA,NA,NA,NA
SWISS ACRES LLC,NA,NA,NA,NA
SYLVAN LEARNING CENTER,NA,NA,NA,NA
SYLVIA J CIERNY TRUST,NA,NA,NA,NA
SYNOVUS BANK,NA,NA,NA,NA
SYNOVUS FINANCIAL CORP,NA,NA,NA,NA
SYRINGA NETWORKS LLC,NA,NA,NA,NA
SYSTEM MATIC INC,NA,NA,NA,NA
T & G CONSTRUCTORS,NA,NA,NA,NA
T & L FINANCIAL LLC,NA,NA,NA,NA
"T J JERGER MGA, LLC",NA,NA,NA,NA
T-FORCE INC,NA,NA,NA,NA
T-HOLT FARMS INC.,NA,NA,NA,NA
T.HOLT FARMS INC.,NA,NA,NA,NA
T.J. PAVEMENT CORP.,NA,NA,NA,NA
T&G CONSTRUCTORS,NA,NA,NA,NA
"T&P FAMILY PROPERTIES, LLC",NA,NA,NA,NA
"T&S COOL AIR, CORP.",NA,NA,NA,NA
TAMARACK FOOD & BEVERAGE,NA,NA,NA,NA
TAMBLYN FAMILY TRUST,NA,NA,NA,NA
TAMMY EDDY ANTIQUES & INTERIORS,NA,NA,NA,NA
"TAMPA BAY FOOD TRUCK RALLY, INC.",NA,NA,NA,NA
