voyage_id,ship_name,port_origin,place_of_purchase,port_arrival,year_arrival,n_slaves_arrived,captains_name
10175,Grote Africaan,Texel,Ardra,Curacao,1683,NA,"Warwijk, Jan"
10176,Grote Africaan,Texel,Ardra,"Americas, port unspecified",1685,NA,"Leeck, Mecke Dricksz van"
10177,Gunterstein,Texel,Whydah,Suriname,1714,439,"Saanen, Jan van"
10178,Gunterstein,Texel,Congo North,Suriname,1716,429,"Kennis, Adriaan"
10179,Gunterstein,Hellevoetsluis,Whydah,Suriname,1718,430,"Heijm, Jan van der<br/> Seegers, Huibert Assueris van"
10180,Gunterstein,Hellevoetsluis,Whydah,Suriname,1720,450,"Seegers, Huibert Assueris van<br/> Zegert, Hans van"
10181,Gunterstein,Hellevoetsluis,Congo North,St. Eustatius,1723,598,"Hoogendam, Jan<br/> Blom, Nicolaas"
10182,S João Batista e Almas (a) Helena,Lisbon,Elmina,Suriname,1728,210,"Farto, José Ramalho<br/> Phelan, Edmund<br/> Booms, Anthony"
10184,Helena,Amsterdam,Elmina,Suriname,1735,180,"Baarspul, Theunis"
10185,Henricus,Texel,"Senegambia and offshore Atlantic, port unspecified",Suriname,1682,NA,"Claver, Jan Claasz"
10186,Hollandia,Amsterdam,Ardra,Curacao,1687,NA,"Schepmoes, Abraham"
10187,Honard,Hellevoetsluis,Whydah,Curacao,1711,584,"Verhoeven, Jacob"
10188,Huis Nassau,Rotterdam,Ardra,Curacao,1680,NA,"Vos, Harmen Claesz de"
10189,Huis te Loirheim,Texel,Calabar,Suriname,1686,303,"Scheij, Pieter"
10190,Huis ter Laan,Texel,"Gold Coast, port unspecified",Curacao,1676,NA,"Balck, Jan Jacobsz"
10191,Jager,Texel,Elmina,Curacao,1699,124,"Daal, Juriaan<br/> Geelboom, Jan"
10192,Jager,NA,Loango,St. Eustatius,1719,350,"Laa, D de<br/> Genegten, Nicolaas v/d"
10193,Johanna Maria,Vlissingen,Congo North,Curacao,1687,NA,"Keuvel, Steven"
10194,Johanna Machteld,Texel,Congo North,Curacao,1711,595,"Kist, Jan Claasz<br/> Grootschaar, Pieter"
10195,Johannes de Doper (a) S Jan Baptist,Texel,Congo North,Suriname,1697,853,"Rijk, Willem Robbertsz<br/> Valies, Thomas Jansz"
10201,Jonge Daniel,Vlissingen,Elmina,Essequibo,1731,306,"Port, Gerrit van der"
10202,Jonge Daniel,Vlissingen,Elmina,Suriname,1734,400,"Port, Gerrit van der"
10203,Jonge Daniel,Vlissingen,Elmina,Suriname,1736,411,"Port, Gerrit van der"
10204,Jonge Daniel,Vlissingen,"Gold Coast, port unspecified",Berbice,1739,416,"Swaan, Adriaan"
10205,Jonge Jager,Texel,"Gold Coast, port unspecified",Curacao,1688,162,"Beeck, Simon Jansz ter"
10206,Jonge Willem,Vlissingen,Badagry/Apa,Suriname,1738,458,"Tromp, Jacob"
10207,Justitia,Vlissingen,Congo North,Suriname,1707,601,"Marcusz, Daniel"
10208,Justitia,Vlissingen,Whydah,Suriname,1708,496,"Marcusz, Daniel"
10209,Koning Salomon,Hellevoetsluis,Congo North,Curacao,1684,NA,"Goes, Willem Jansen<br/> Someren, Dirck Jorisz van"
10210,Koning Salomon,Hellevoetsluis,Lay,Suriname,1686,465,"Dijk, Leendert Joosten van<br/> Goes, Willem Jansen"
10211,Porto Prince (a) Korte Prins,Vlissingen,Congo North,St. Eustatius,1720,NA,"Gibson, Willem"
10212,Leusden,Texel,Congo North,St. Eustatius,1721,406,"Thijl, Jacob<br/> Schamp, Jan"
10213,Leusden,Texel,Elmina,St. Eustatius,1722,471,"Ras, Pieter"
10214,Leusden,Texel,Elmina,Berbice,1724,535,"Ras, Pieter"
10215,Leusden,Texel,Elmina,St. Eustatius,1726,676,"Schamp, Jan"
10216,Leusden,NA,"Gold Coast, port unspecified",Paramaribo,1727,682,"Schamp, Jan"
10217,Leusden,Texel,Jacquin,Paramaribo,1729,636,"Outjes, Jochem<br/> Ovens, Simon"
10218,Leusden,Texel,Jacquin,Paramaribo,1731,553,"Harmensz, Bruijn"
10219,Leusden,Texel,Badagry/Apa,Paramaribo,1733,673,"Graan, Andries"
10220,Leusden,Texel,Badagry/Apa,Paramaribo,1735,280,"Velde, Daniel te"
10221,Leusden,Texel,Elmina,Paramaribo,1738,14,"Lodewijksz, Lodewijk<br/> Outjes, Jochem"
10222,Levant,Vlissingen,Calabar,Caracas,1702,NA,"Jansen, Gabriel"
10223,Margarita Catherina,Texel,Boary,Curacao,1701,386,"Knoppeldoeck, Jacob Pietersz"
10224,Maria,Texel,Elmina,Berbice,1734,136,"Veltz, Christiaan"
10225,Mercurius,Vlissingen,Ardra,Curacao,1681,NA,"Turner, Ephraim"
10226,Middelburg,Vlissingen,Congo North,Curacao,1694,NA,"Bot, Pieter Jansz"
10228,Morgenstar,Texel,Ardra,Suriname,1691,469,"Visser, Jacob Corsz"
10229,Stad Moskou,Hellevoetsluis,Whydah,Essequibo,1707,311,"Dam, Herman van<br/> Dorp, Jacob Pietersz"
10230,Stad Moskou,NA,"Bight of Benin, port unspecified",Curacao,1710,490,NA
10231,Nieuwe Post,Texel,Loango,Curacao,1716,513,"Zeerat, Thomas van"
10232,Nieuwe Post,Hellevoetsluis,Congo North,Suriname,1719,191,"Leijm, Lodewijk van der"
10235,Oranjeboom,NA,Ardra,Suriname,1683,NA,NA
10236,Petronella Alida,Texel,Whydah,Suriname,1722,40,"Lit, IJf Jansz van"
10237,Phenix,Vlissingen,Congo North,St. Eustatius,1723,746,"Vallé, Jacob"
10238,Phenix,Texel,Congo North,St. Eustatius,1726,510,"Vallé, Jacob"
10239,Phenix,Vlissingen,Elmina,Curacao,1729,602,"Vallé, Jacob"
10240,Phillipus Johannes,Vlissingen,Whydah,Suriname,1707,495,"Leijm, Lodewijk van der"
10243,Poelwijk,Vlissingen,"Gold Coast, port unspecified",Essequibo,1692,169,NA
10244,Poelwijk,Vlissingen,"Gold Coast, port unspecified",Suriname,1679,NA,"Bonte, Daniel de"
10245,Poelwijk,Vlissingen,"Gold Coast, port unspecified",Curacao,1681,NA,"Ens, Jacob Jansen"
10246,Poelwijk,Vlissingen,Congo North,Suriname,1683,252,"Banckert, Joost"
10247,Poelwijk,Vlissingen,Ardra,Essequibo,1691,169,"Goons, Andries"
10248,Portugaalse Koopman,Texel,Ardra,Curacao,1687,NA,"Veltkamp, Jan Hendricksz"
10249,Postillion,Texel,"Gold Coast, port unspecified",Suriname,1689,175,"Langhman, Nicolaes"
10250,Prins Willem,Vlissingen,Congo North,Curacao,1676,NA,"Bonte, Daniel de"
10251,Profeet Daniel,Cadiz,"Africa., port unspecified",Portobelo,1685,629,"Scot, Juan"
10252,Profeet Daniel,NA,"Africa., port unspecified",Curacao,1688,NA,NA
10253,Pijnenburg,Texel,Ardra,Essequibo,1695,426,"Schepmoes, Abraham"
10254,Pijnenburg,Texel,Congo North,Curacao,1699,NA,"Valies, Thomas Jansz"
10255,Pijnenburg,Vlissingen,"Gold Coast, port unspecified",Essequibo,1703,363,"Winterman, Antonij"
10256,Pijnenburg,Vlissingen,"Gold Coast, port unspecified",Berbice,1705,NA,"Leeuwen, Dirk van"
10257,Quinera,Texel,Congo North,Curacao,1698,NA,"Kock, Dirk Barents"
10258,Quinera,Texel,Whydah,Curacao,1701,430,"Eijck, Michiel Joosten van"
10259,Quinera,Texel,Congo North,Suriname,1704,568,"Ditmarsen, Christiaan Sijmensz van<br/> Geffen, Arent van"
10260,Quinera,Texel,Accra,Curacao,1706,394,"Reijniersz, Wouter"
10261,Quinera,Texel,Whydah,Curacao,1709,464,"Geffen, Arent van"
10262,Rachel,NA,Ardra,Curacao,1691,445,"Hincke, Pieter Gijsbertsz"
10263,Rachel,Texel,Popo,Curacao,1694,475,"Hincke, Pieter Gijsbertsz"
10264,Rachel,Texel,Ardra,Suriname,1698,498,"Eijck, Michiel Joosten van"
10265,Rachel,Texel,Whydah,Curacao,1699,NA,"Eijck, Michiel Joosten van"
10266,Rachel,Texel,Whydah,Curacao,1702,331,"Prop, Pieter<br/> Visser, Jacob Corsz"
10267,Rode Leeuw (a) Johanna,Vlissingen,Loango,Suriname,1689,424,"Tange, Antheunis"
10268,Roomse Keizer,Texel,Ardra,Suriname,1692,511,"Martensz, Andries<br/> Visser, Jacob Corsz"
10269,Roomse Keizer,Texel,Congo North,Curacao,1694,NA,"Rijk, Willem Robbertsz"
10270,Rosenburg (a) Rosenborg,Vlissingen,Loango,St. Thomas,1709,NA,"Muller, Erasmus"
10271,Rotterdam,Rotterdam,Ardra,Curacao,1676,NA,"Claessen, Harmen"
10272,Rotterdam,Hellevoetsluis,"Bight of Benin, port unspecified",Curacao,1683,NA,"Egmont, Jan Cornelisz van<br/> Leeuw, Mathijs van der"
10273,Rotterdam,Vlissingen,Ardra,Curacao,1686,NA,"Vos, Harmen Claesz de"
10274,Rusthof,Vlissingen,Congo North,St. Eustatius,1722,558,"Forsburg, Jan<br/> Brest, Jan"
10275,Rusthof,Vlissingen,Congo North,St. Eustatius,1725,431,"Wassenaer, Hendrik<br/> Barnaer, Hendrik<br/> Schouwenburg, Jean"
10276,Rusthof,Vlissingen,Congo North,St. Eustatius,1727,610,"Lankvelt, Francois van"
10277,Rusthof,Vlissingen,Loango,Suriname,1730,544,"Boone, Cornelis"
10278,Rusthof,Vlissingen,Jacquin,Suriname,1734,374,"Bovenmans, Anthony<br/> Theunissen, Willem"
10279,Salamander,Texel,"Gold Coast, port unspecified",NA,1675,NA,"Dijck, Gerrit Jansz van"
10280,Salamander,Texel,Ardra,Suriname,1688,420,"Groenewolt, Thomas<br/> Doelen, Claas"
10281,Samaritaan,Vlissingen,Congo North,NA,1688,NA,"Willemsen, Marinus"
10282,Sara,NA,"Africa., port unspecified",Suriname,1688,NA,"Dronker, Jan"
10283,Sara en Maria,NA,Ardra,Curacao,1688,NA,"Coster, Sijmon Sijmonsz"
10286,Sem Galei,Texel,NA,NA,1727,NA,"Blom, Sijmon<br/> Andriesse, Jan"
10287,Zeven Gebroeders,Vlissingen,"Bight of Benin, port unspecified","Americas, port unspecified",1675,NA,NA
10288,Vergulde Zon,Texel,Whydah,Curacao,1701,315,"Salant, Hans Stuart van<br/> Sijmonsz, Christiaen"
10289,Vergulde Zon,Texel,Whydah,Suriname,1703,379,"Visser, Jacob Corsz<br/> Bleeker, Samuel"
10290,Vergulde Zon,Texel,Malembo,Curacao,1705,559,"Strijd, Jan Jorisz"
10291,Vergulde Zon,Hellevoetsluis,Whydah,Curacao,1707,417,"Verhoeven, Jacob<br/> Schot, Adriaan"
10292,Zonnestein,Texel,Elmina,Curacao,1715,66,"Croon, Willem<br/> Michielse, Jacob<br/> Pronk, Hans"
10294,Zonnestein,Texel,Elmina,St. Eustatius,1724,NA,"Roos, Roelof"
10295,Zonnestein,Texel,Elmina,St. Eustatius,1726,557,"Gewelt, Jan Pietersz"
10298,S Andries,Hellevoetsluis,Whydah,Suriname,1716,480,"Heijm, Jan van der"
10299,S Andries,Hellevoetsluis,"Africa., port unspecified",Suriname,1717,420,"Heijm, Jan van der"
10300,S Clara,Texel,Congo North,Suriname,1708,NA,"Claassen, Herman<br/> Strijd, Jan Jorisz"
10301,S Clara,Texel,Whydah,Suriname,1710,451,"Geffen, Arent van<br/> Caagman, Claas"
10302,S Clara,Texel,Whydah,Curacao,1712,452,"Strijd, Jan Jorisz"
10303,S Clara,Hellevoetsluis,"Bight of Benin, port unspecified",Curacao,1693,NA,"Vos, Harmen Claesz de<br/> Moij, Cornelis"
10304,S Francisco Xavier,Vlissingen,Congo North,Veracruz,1681,630,"Vos, Jacob Lente"
10306,S Jan,Texel,Ardra,Curacao,1681,NA,"Pietersz, Reijer"
10307,S Jan,Texel,Ardra,Suriname,1684,491,"Schepmoes, Abraham"
10308,S Jan,Texel,Congo North,Suriname,1687,NA,"Stolck, Arent Gijsen van der<br/> Jansz, Huijbert"
10309,S Laurens,Texel,Elmina,Suriname,1734,149,"Ovens, Simon"
10310,S Laurens,Texel,Elmina,Suriname,1736,144,"Verdoes, Bastiaan"
10311,S Marcus,Texel,Whydah,Curacao,1714,557,"Hoeven, Jan van der"
10312,S Pieter,Texel,Congo North,Curacao,1680,NA,"Gerritsz, Jan"
10313,Stad en Lande,Texel,"Gold Coast, port unspecified",Suriname,1727,675,"Haan, Gerrit de"
10314,Stad en Lande,Texel,Jacquin,Curacao,1729,602,"Haan, Gerrit de"
10315,Stad en Lande,Texel,"Bight of Benin, port unspecified",Suriname,1732,132,"Mooylieves, Cornelis"
10316,Stad en Lande,Texel,Elmina,Suriname,1735,411,"Vlugt, Jan<br/> Smidt, Jan"
10317,Stad en Lande,Hellevoetsluis,"Gold Coast, port unspecified",Suriname,1737,712,"Berg, Daniel"
10318,Stadhouder Friesland,NA,"Gold Coast, port unspecified",Essequibo,1698,96,"Hendrix, Arend"
10319,Steenhuijsen,Hellevoetsluis,Congo North,St. Eustatius,1724,692,"Schamp, Jan"
10320,Steenhuizen,Hellevoetsluis,Elmina,Suriname,1726,687,"Hoogdorp, Jan Lambregtsz<br/> Jong, Pieter de"
10321,Steenhuizen,Hellevoetsluis,Jacquin,Suriname,1729,562,"Hoogdorp, Jan Lambregtsz"
10322,Steenhuizen,Hellevoetsluis,Jacquin,Suriname,1731,572,"Hoogdorp, Jan Lambregtsz"
10323,Steenhuizen,Texel,Elmina,Suriname,1737,775,"Baarspul, Theunis"
10324,Surinaamse Koopman,Texel,Ardra,Curacao,1680,483,"Mol, Gerrit Cornelis"
10325,'s-Graveland,Texel,Congo North,St. Eustatius,1725,501,"Boone, Cornelis"
10326,Tholen,Zeeland,"Senegambia and offshore Atlantic, port unspecified",Essequibo,1676,86,"Couvent, Frederick"
10327,Tholen,Vlissingen,"Gold Coast, port unspecified",Curacao,1688,130,"Goons, Andries"
10328,Vergulde Vrijheid,Texel,Boary,Curacao,1701,671,"Bruijst, Jan<br/> Hincke, Pieter Gijsbertsz"
10329,Vergulde Vrijheid,Middelburg,Loango,St. Eustatius,1719,350,"Laa, David de"
10330,Vigilantie,Vlissingen,"Africa., port unspecified",Curacao,1677,NA,NA
10331,Vliegende Hert (a) Prinz Eugen,Middelburg,Loango,St. Thomas,1707,420,"Vos, Jacob Centsen"
10332,Vlissings Welvaren,NA,Congo North,Curacao,1716,194,"Teijl, Jacob"
10333,Phenix,Texel,Congo North,Curacao,1676,NA,"Arel, Jan van<br/> Sijmonsz, Frederick"
10334,Phenix,Vlissingen,Calabar,Suriname,1677,NA,"Bonte, Jan"
10335,Jonge Vogel Phenix,Vlissingen,Calabar,Suriname,1681,NA,"Banckert, Joost"
10336,Vrede,Vlissingen,Congo North,Curacao,1680,NA,"Brasser, Matthijs Laurensz"
10337,Vrede,Vlissingen,Congo North,Suriname,1684,427,"Pets, Daniel"
10338,Vriendschap,Vlissingen,Whydah,Curacao,1704,321,"Volle, Jacob"
10339,Vrije Zee,Texel,"Gold Coast, port unspecified",Curacao,1690,NA,"Langhman, Nicolaes"
10340,Vrijheid,Texel,Ardra,Curacao,1681,NA,"Dircksz, Michiel"
10341,Vrijheid,Texel,Ardra,Curacao,1683,440,"Mondt, Jochem Claasz<br/> Mol, Gerrit Cornelisz"
10343,Vrijheid,Texel,"Gold Coast, port unspecified",Curacao,1687,NA,"Star, Gerrit"
10344,Vrijheid,Texel,Elmina,Berbice,1722,400,"Buttel, Christoffel de"
10345,Vrijheid,Texel,Congo North,St. Eustatius,1724,375,"Brouwer, Jannes"
10346,Vrijheid,Texel,Congo North,Suriname,1727,374,"Wit, Herman de<br/> Mooylieves, Cornelis"
10348,Vrijheid,Texel,Elmina,Suriname,1732,543,"Gewelt, Jan Pietersz"
10349,Vrijheid,Texel,Badagry/Apa,Suriname,1734,563,"Gewelt, Jan Pietersz"
10350,Vrijheid,Texel,Elmina,Suriname,1736,639,"Ovens, Simon"
10352,Waartwijk,Texel,Jacquin,Suriname,1730,343,"Velde, Daniel ter"
10353,Waartwijk,Texel,Elmina,Suriname,1732,438,"Velde, Daniel ter"
81059,Dolphin,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1787,7,"Langdon, John<br/> Lyon, Edward"
81060,Don,Liverpool,"West Central Africa and St. Helena, port unspecified","Martinique, port unspecified",1799,111,"Hamilton, Hance"
81065,Dove,Liverpool,Anomabu,"St. Vincent, port unspecified",1787,NA,"Eagles, Thomas"
81066,Dragon,Liverpool,Windward Coast (Nunez - Assini),Suriname,1807,188,"D'Arcy, Jonathan"
81067,Dragon,London,"Gold Coast, port unspecified",NA,1789,NA,"Greenall, Jonathan"
81071,Duchess of Portland,London,Cape Coast Castle,Lucea (a) St. Lucea,1793,98,"Lamb, Edward<br/> Taylor"
81072,Duchess of York,Liverpool,Windward Coast (Nunez - Assini),NA,1807,NA,"Davies, John"
81073,Duddon,Liverpool,"Africa., port unspecified",Charleston,1806,173,"Hughes, Richard<br/> Keene, John"
81074,Duddon,Liverpool,Rio Pongo,Charleston,1807,174,"Laughton, John"
81075,Duke of Bronte,London,"Africa., port unspecified",Kingston,1803,138,"Beale, Richard P"
81076,Duke of Bronte,London,Rio Pongo,Demerara,1801,NA,"Beale, Richard P"
81077,Duke of Buccleugh,London,Sierra Leone estuary,"Grenada, port unspecified",1789,365,"McLean, John"
81078,Duke of Buccleugh,London,"Africa., port unspecified",Kingston,1790,348,"McLean, John"
81079,Duke of Buccleugh,London,Bance Island (Ben's Island),Kingston,1791,352,"McLean, John"
81080,Duke of Buccleugh,London,Sierra Leone estuary,Kingston,1793,315,"McLean, John"
81081,Duke of Buccleugh,London,Bance Island (Ben's Island),Kingston,1795,365,"McLean, John"
81082,Duchess of Tuscany,NA,"Africa., port unspecified",Suriname,1800,NA,NA
81083,Duke of Buccleugh,London,Sierra Leone estuary,Kingston,1797,375,"Cleland, George"
81084,Duke of Clarence,Liverpool,Bonny,Kingston,1800,780,"Walker, George"
81085,Duke of Clarence,Liverpool,"Africa., port unspecified","Trinidad, port unspecified",1803,191,"McClune, John"
81086,Duke of Clarence,Liverpool,NA,NA,1800,NA,"Shaw, W"
81087,Duke of Cumberland,Liverpool,New Calabar,Kingston,1797,283,"Gawn, Richard"
81088,Duke of Cumberland,Liverpool,NA,NA,1797,NA,"Curry, Gilbert"
81090,Dumfries,London,"Gold Coast, port unspecified",Kingston,1782,550,"Currie, Alexander<br/> Coleman, John"
81092,Eagle,Liverpool,Cape Coast Castle,Kingston,1791,148,"Evans, Jenkin"
81093,Eagle,Havana,"Gold Coast, port unspecified",Kingston,1792,148,"Evans, Jenkin"
81094,Eagle,Liverpool,Cape Coast Castle,"Tortola, port unspecified",1782,388,"Heblethwaite, John"
81095,Eagle,Liverpool,"Gold Coast, port unspecified","Jamaica, port unspecified",1783,457,"Heblethwaite, John"
81096,Eagle,London,Iles de Los,Charleston,1785,340,"Olderman, John"
81097,Eagle,Cowes,Anomabu,Kingston,1793,366,"Campbell, Patrick<br/> McElheran, David"
81098,Eagle,London,"Gold Coast, port unspecified",Zion Hill,1793,361,"McElheran, David"
81099,Eagle,London,"Gold Coast, port unspecified",Kingston,1794,360,"McElheran, David"
81100,Eagle,Liverpool,"Africa., port unspecified",St. Croix,1797,357,"Wright, Reuben"
81101,Eagle,Liverpool,Loango,"Trinidad, port unspecified",1799,NA,"Mills, Michael"
81102,Eagle,Liverpool,Malembo,"Grenada, port unspecified",1801,287,"Harvey, John"
81103,Eagle,Liverpool,Bonny,NA,1802,NA,"Saunders, Richard"
81104,Eagle,London,NA,NA,1804,NA,"Ramsay, Thomas<br/> McGee"
81105,Eagle,Liverpool,NA,NA,1806,NA,"Everett, Richard"
81106,Eagle,Liverpool,Cameroons,Kingston,1807,237,"Mills, Michael"
81111,Earl of Effingham,London,"Gold Coast, port unspecified",Black River,1791,295,"Willoughby, Thomas"
81112,Earl of Liverpool,Liverpool,Bonny,Kingston,1797,337,"Bernard, George"
81113,Earl of Liverpool,Liverpool,Bonny,Montego Bay,1798,347,"Bernard, George"
81114,Earl of Liverpool,Liverpool,Congo River,Kingston,1800,279,"Watt, Charles"
81115,Earl of Liverpool,Liverpool,Cape Mount (Cape Grand Mount),Suriname,1801,222,"Hume, Robert"
81116,Earl of Liverpool,Liverpool,Gallinhas,Saint John (Antigua),1802,227,"Hume, Robert"
81117,Earl of Liverpool,Liverpool,"Africa., port unspecified",Suriname,1803,NA,"Roberts, Robert"
81118,Earl of Liverpool,Liverpool,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",St. Thomas,1804,220,"Mullion, Thomas"
81119,Earl of Liverpool,Liverpool,NA,NA,1804,NA,"Mullion, Thomas"
81120,Earl of Liverpool,NA,Cape Coast Castle,Demerara,1798,211,Lawson
81121,Earl of Liverpool,Liverpool,Rio Nunez,Demerara,1801,218,"Harris, John"
81122,Earl of Liverpool,Liverpool,"Africa., port unspecified","Grenada, port unspecified",1802,228,"Harris, John"
81123,Earl of Liverpool,Liverpool,"Africa., port unspecified","St. Vincent, port unspecified",1803,200,"Harris, John"
81124,Earl of Liverpool,Liverpool,Rio Nunez,Suriname,1804,198,"Wilson, John"
81126,Echo,Liverpool,"Africa., port unspecified","St. Vincent, port unspecified",1791,NA,"Pinder, Richard"
81127,Echo,Liverpool,"Windward Coast, port unspecified","St. Vincent, port unspecified",1792,195,"Pinder, Richard"
81128,Echo,Liverpool,Sierra Leone estuary,"St. Vincent, port unspecified",1793,NA,"Williams, William<br/> Pinder<br/> Kelly, John"
81129,Eclipse,Liverpool,Congo River,Kingston,1802,202,"Nuttall, Thomas"
81130,Eclipse,Liverpool,"Africa., port unspecified",St. Thomas,1803,209,"Nuttall, Thomas"
81132,Edgar,Liverpool,Gambia,Kingston,1789,225,"Forrest, James"
81133,Edgar,Liverpool,Gambia,"Grenada, port unspecified",1791,224,"Forrest, James"
81134,Edgar,Liverpool,Gambia,"Grenada, port unspecified",1792,254,"Forrest, James"
81135,Edgar,Liverpool,Bonny,"Grenada, port unspecified",1793,255,"Ford, John"
81136,Edgar,Liverpool,Malembo,"Barbados, port unspecified",1795,287,"Kendall, John"
81137,Edgar,Liverpool,NA,NA,1796,NA,"Gawn, Richard"
81139,Edward,Liverpool,"Africa., port unspecified","St. Lucia, port unspecified",1782,NA,"Allanson, William"
81140,Edward,Liverpool,Grand Mesurado,"St. Kitts, port unspecified",1784,190,"Allanson, William"
81141,Edward,Liverpool,Calabar,Kingston,1783,450,"Burrow, John"
81142,Edwards,Liverpool,Calabar,"Grenada, port unspecified",1785,350,"Ford, John"
81143,Edward,Liverpool,"Bight of Biafra and Gulf of Guinea Islands, port unspecified","Grenada, port unspecified",1798,249,"Davies, James"
81144,Edward,Liverpool,New Calabar,Kingston,1800,233,"Drynan, David"
81145,Edward,Liverpool,NA,NA,1801,NA,"Cormack, Andrew"
81148,Edward,Liverpool,"Africa., port unspecified",NA,1781,NA,"Salcraig, James"
81149,Edward,NA,NA,NA,1782,NA,NA
81150,Egyptian,Liverpool,"Gold Coast, port unspecified",Kingston,1801,390,"Pince, John<br/> Walker, William"
81151,Egyptian,Liverpool,Bonny,Kingston,1805,329,"Cannell, Thomas"
81152,Egyptian,Liverpool,Bonny,Kingston,1806,392,"Cannell, Thomas"
81153,Ellinor,Liverpool,Windward Coast (Nunez - Assini),"St. Kitts, port unspecified",1787,272,"Crowdson, James"
81154,Eliza,Liverpool,Sierra Leone estuary,"Dominica, port unspecified",1784,300,"Forsyth, John"
81155,Eliza,Liverpool,Anomabu,Falmouth (Jam.),1792,119,"Bernard, George"
81156,Eliza,"Jamaica, port unspecified",Anomabu,Kingston,1793,167,"Bernard, George"
81157,Eliza,Liverpool,Iles de Los,"Grenada, port unspecified",1795,161,"Owen, James"
81158,Eliza,Liverpool,Popo,Zion Hill,1797,129,"Robinson, Francis"
81159,Eliza,NA,Cape Coast Castle,Zion Hill,1799,150,NA
81160,Eliza,Montego Bay,"Africa., port unspecified",Kingston,1788,88,"Whiteside, John"
81161,Eliza,"Jamaica, port unspecified",Cape Mount (Cape Grand Mount),Montego Bay,1789,75,"Whiteside, John<br/> Sullivan, Michael"
81162,Eliza,Liverpool,Calabar,"St. Vincent, port unspecified",1806,NA,"Hymers, William"
81163,Eliza,Liverpool,"Gold Coast, port unspecified",Kingston,1807,133,"Laffer, Henry<br/> Tobin, Edward"
81164,Eliza,Liverpool,"West Central Africa and St. Helena, port unspecified",Kingston,1800,302,"Dodson, George<br/> Marwood, William"
81165,Eliza,Liverpool,"Africa., port unspecified",Demerara,1801,NA,"Young, John"
81166,Eliza,Liverpool,Iles de Los,"St. Vincent, port unspecified",1787,210,"Hodson, John"
81167,Eliza,Liverpool,Sierra Leone estuary,"St. Vincent, port unspecified",1788,NA,"Molyneux, Thomas"
81168,Eliza,Liverpool,Iles de Los,"Grenada, port unspecified",1790,229,"Cannell, Thomas"
81169,Eliza,Liverpool,New Calabar,"St. Vincent, port unspecified",1791,201,"Cannell, Thomas"
81170,Eliza,Liverpool,Iles de Los,Montego Bay,1792,256,"Cannell, Thomas"
81171,Eliza,Liverpool,"Lagos, Onim",Cayes (Les),1795,NA,"Laing, Alexander"
81172,Eliza,Liverpool,New Calabar,"Dominica, port unspecified",1785,380,"Sutton, Thomas"
81173,Eliza,Liverpool,New Calabar,"Dominica, port unspecified",1786,390,"Sutton, Thomas<br/> Garnet, William"
81174,Eliza,Liverpool,Iles de Los,"Grenada, port unspecified",1787,405,"Garnett, William<br/> Huson, Thomas"
81175,Eliza,Liverpool,"Africa., port unspecified","Dominica, port unspecified",1788,315,"Huson, Thomas"
81176,Eliza,Liverpool,Cameroons,"Grenada, port unspecified",1791,252,"Ashburner, Thomas"
81177,Eliza,Liverpool,"Africa., port unspecified","Grenada, port unspecified",1793,NA,"Thomson, Archibald"
81178,Eliza,Liverpool,Loango,Kingston,1795,366,"Tobin, John<br/> Kewish, Philip"
81179,Eliza,Liverpool,"Gold Coast, port unspecified",Demerara,1796,NA,"Mullion, Hamlet"
81180,Eliza,Liverpool,Bonny,NA,1797,NA,"Bird, James"
81181,Eliza,Liverpool,Bonny,Montego Bay,1788,400,"Fargher, Quayle"
81182,Eliza,Liverpool,Bonny,Montego Bay,1789,366,"Harding, William"
81183,Eliza,Liverpool,Bonny,Montego Bay,1791,512,"Browne, James"
81184,Eliza,Liverpool,Bonny,Montego Bay,1792,463,"Brown, James"
81185,Eliza,Liverpool,Bonny,Kingston,1793,510,"Clough, Samuel"
81186,Eliza,Liverpool,Bonny,NA,1794,NA,"Clough, Samuel"
81187,Eliza,Liverpool,"Africa., port unspecified",Havana,1802,196,"Reed, Chambers<br/> Scott, J"
81191,Eliza,Liverpool,"West Central Africa and St. Helena, port unspecified",Kingston,1794,376,"Preston, Gerard<br/> Kessick, Hugh"
81192,Eliza,Liverpool,Ambriz,Kingston,1795,362,"Oliver, Thomas"
81193,Eliza,London,Bonny,Charleston,1802,NA,"Harney, Thomas"
81194,Eliza,Liverpool,Gallinhas,Demerara,1805,154,"Hall, Robert"
81195,Eliza,Liverpool,Calabar,"Barbados, port unspecified",1808,184,"Hensley, Samuel<br/> Roberts, William"
81196,Eliza Ann,Liverpool,"Africa., port unspecified","Martinique, port unspecified",1804,NA,"Little, John"
81197,Eliza Jane,Liverpool,Sierra Leone estuary,Havana,1796,194,"Hayward, Daniel"
81198,Eliza Jane,Liverpool,"Africa., port unspecified",St. Croix,1797,164,"Hayward, Daniel"
81199,Eliza Jane,Liverpool,NA,NA,1797,NA,"Pearson, Richard"
81202,Elizabeth,London,Bonny,Montevideo,1788,447,"Smith, John"
81203,Elizabeth,London,Bonny,Montevideo,1788,241,"Wallace, Thomas"
81206,Elizabeth,Liverpool,"Gold Coast, port unspecified",Kingston,1785,573,"Brancker, Peter W"
