speciesId,species_lsid,family,genus,species,subspecies,author,year,parentheses,distribution
30524,urn:lsid:nmbe.ch:spidersp:032329,Salticidae,Hypaeus,pauciaculeis,NA,Caporiacco,1947,1,Guyana
30525,urn:lsid:nmbe.ch:spidersp:034398,Salticidae,Matinta,procax,NA,Simon,1900,1,Peru
30526,urn:lsid:nmbe.ch:spidersp:034399,Salticidae,Matinta,saperda,NA,Simon,1900,1,Brazil
30527,urn:lsid:nmbe.ch:spidersp:034400,Salticidae,Matinta,silvae,NA,Crane,1943,1,"Guyana, French Guiana"
30528,urn:lsid:nmbe.ch:spidersp:034401,Salticidae,Matinta,steindachneri,NA,Taczanowski,1878,1,"Peru, Brazil"
30529,urn:lsid:nmbe.ch:spidersp:034402,Salticidae,Matinta,vicana,NA,Simon,1900,1,Brazil
30530,urn:lsid:nmbe.ch:spidersp:034403,Salticidae,Magyarus,typicus,NA,Żabka,1985,0,Vietnam
30531,urn:lsid:nmbe.ch:spidersp:034404,Salticidae,Maileus,fuscus,NA,G. W. Peckham & E. G. Peckham,1907,0,Malaysia (Borneo)
30532,urn:lsid:nmbe.ch:spidersp:034405,Salticidae,Malloneta,guineensis,NA,Simon,1902,0,West Africa
30533,urn:lsid:nmbe.ch:spidersp:034406,Salticidae,Maltecora,chrysochlora,NA,Simon,1909,0,São Tomé and Príncipe
30534,urn:lsid:nmbe.ch:spidersp:034407,Salticidae,Maltecora,divina,NA,Simon,1909,0,São Tomé and Príncipe
30535,urn:lsid:nmbe.ch:spidersp:034408,Salticidae,Maltecora,janthina,NA,Simon,1909,0,São Tomé and Príncipe
30536,urn:lsid:nmbe.ch:spidersp:034409,Salticidae,Mantisatta,longicauda,NA,Cutler & Wanless,1973,0,Philippines
30537,urn:lsid:nmbe.ch:spidersp:034410,Salticidae,Mantisatta,trucidans,NA,Warburton,1900,0,Borneo
30538,urn:lsid:nmbe.ch:spidersp:034411,Salticidae,Mantius,armipotens,NA,G. W. Peckham & E. G. Peckham,1907,0,Borneo
30539,urn:lsid:nmbe.ch:spidersp:034412,Salticidae,Mantius,difficilis,NA,G. W. Peckham & E. G. Peckham,1907,0,Borneo
30540,urn:lsid:nmbe.ch:spidersp:034413,Salticidae,Mantius,frontosus,NA,Simon,1899,1,Indonesia (Java)
30541,urn:lsid:nmbe.ch:spidersp:034414,Salticidae,Mantius,ravidus,NA,Simon,1899,1,Indonesia (Sumatra)
30542,urn:lsid:nmbe.ch:spidersp:034415,Salticidae,Mantius,russatus,NA,Thorell,1891,0,Malaysia
30543,urn:lsid:nmbe.ch:spidersp:034416,Salticidae,Maratus,amabilis,NA,Karsch,1878,0,Australia
30544,urn:lsid:nmbe.ch:spidersp:034265,Salticidae,Maratus,anomaliformis,NA,Żabka,1987,1,Australia (Queensland)
30545,urn:lsid:nmbe.ch:spidersp:034266,Salticidae,Maratus,anomalus,NA,Karsch,1878,1,"Australia (Queensland, New South Wales)"
30546,urn:lsid:nmbe.ch:spidersp:034267,Salticidae,Maratus,bitaeniatus,NA,Keyserling,1882,1,Australia
30547,urn:lsid:nmbe.ch:spidersp:045896,Salticidae,Maratus,calcitrans,NA,Otto & Hill,2012,0,"Australia (New South Wales, Australian Capital Territory, Victoria)"
30548,urn:lsid:nmbe.ch:spidersp:034268,Salticidae,Maratus,chlorophthalmus,NA,Simon,1909,1,Australia (Western Australia)
30549,urn:lsid:nmbe.ch:spidersp:034269,Salticidae,Maratus,chrysomelas,NA,Simon,1909,1,"Australia (Queensland, Western Australia, New South Wales, Victoria)"
30551,urn:lsid:nmbe.ch:spidersp:045897,Salticidae,Maratus,digitatus,NA,Otto & Hill,2012,0,"Australia (Queensland, New South Wales)"
30552,urn:lsid:nmbe.ch:spidersp:034271,Salticidae,Maratus,furvus,NA,Song & Chai,1992,1,China
30553,urn:lsid:nmbe.ch:spidersp:034272,Salticidae,Maratus,griseus,NA,Keyserling,1882,1,"Australia, New Zealand"
30554,urn:lsid:nmbe.ch:spidersp:044649,Salticidae,Maratus,harrisi,NA,Otto & Hill,2011,0,"Australia (Australian Capital Territory, Tasmania)"
30555,urn:lsid:nmbe.ch:spidersp:034273,Salticidae,Maratus,heteropogon,NA,Simon,1909,1,Australia (Western Australia)
30557,urn:lsid:nmbe.ch:spidersp:034275,Salticidae,Maratus,kochi,NA,Żabka,1987,1,Australia
30558,urn:lsid:nmbe.ch:spidersp:042069,Salticidae,Maratus,linnaei,NA,Waldock,2008,0,Australia (Western Australia)
30559,urn:lsid:nmbe.ch:spidersp:034276,Salticidae,Maratus,michaelseni,NA,Simon,1909,1,Australia (Western Australia)
30560,urn:lsid:nmbe.ch:spidersp:034417,Salticidae,Maratus,mungaich,NA,Waldock,1995,0,Australia (Western Australia)
30561,urn:lsid:nmbe.ch:spidersp:034277,Salticidae,Maratus,nigriceps,NA,Keyserling,1882,1,Australia (Queensland)
30562,urn:lsid:nmbe.ch:spidersp:034278,Salticidae,Maratus,nigromaculatus,NA,Keyserling,1883,1,Australia (Queensland)
30563,urn:lsid:nmbe.ch:spidersp:034279,Salticidae,Maratus,obscurior,NA,Simon,1909,1,Australia (Western Australia)
30564,urn:lsid:nmbe.ch:spidersp:034418,Salticidae,Maratus,pavonis,NA,Dunn,1947,1,"Australia (Western Australia, New South Wales, Victoria, Tasmania)"
30565,urn:lsid:nmbe.ch:spidersp:034280,Salticidae,Maratus,piliger,NA,Keyserling,1882,1,Australia (Queensland)
30566,urn:lsid:nmbe.ch:spidersp:034281,Salticidae,Maratus,pilosus,NA,Keyserling,1882,1,Australia (Queensland)
30567,urn:lsid:nmbe.ch:spidersp:046576,Salticidae,Maratus,plumosus,NA,Otto & Hill,2013,0,"Australia (Queensland, New South Wales, Victoria)"
30568,urn:lsid:nmbe.ch:spidersp:045898,Salticidae,Maratus,purcellae,NA,Otto & Hill,2013,0,"Australia (New South Wales, Australian Capital Territory)"
30569,urn:lsid:nmbe.ch:spidersp:034419,Salticidae,Maratus,rainbowi,NA,Roewer,1951,1,"Australia (Western Australia, New South Wales, Victoria)"
30570,urn:lsid:nmbe.ch:spidersp:045893,Salticidae,Maratus,robinsoni,NA,Otto & Hill,2012,0,"Australia (New South Wales, Victoria)"
30571,urn:lsid:nmbe.ch:spidersp:034282,Salticidae,Maratus,scutulatus,NA,L. Koch,1881,1,Australia. Introduced to New Zealand
30572,urn:lsid:nmbe.ch:spidersp:035980,Salticidae,Maratus,speciosus,NA,O. Pickard-Cambridge,1874,1,Australia (Western Australia)
30573,urn:lsid:nmbe.ch:spidersp:034283,Salticidae,Maratus,speculifer,NA,Simon,1909,1,Australia (Western Australia)
30574,urn:lsid:nmbe.ch:spidersp:045894,Salticidae,Maratus,spicatus,NA,Otto & Hill,2012,0,Australia (Western Australia)
30575,urn:lsid:nmbe.ch:spidersp:046577,Salticidae,Maratus,tasmanicus,NA,Otto & Hill,2013,0,"Australia (Victoria, Tasmania)"
30576,urn:lsid:nmbe.ch:spidersp:045895,Salticidae,Maratus,velutinus,NA,Otto & Hill,2012,0,Australia (New South Wales)
30577,urn:lsid:nmbe.ch:spidersp:034420,Salticidae,Maratus,vespertilio,NA,Simon,1901,1,Australia
30578,urn:lsid:nmbe.ch:spidersp:034284,Salticidae,Maratus,vittatus,NA,Keyserling,1881,1,Australia (Queensland)
30579,urn:lsid:nmbe.ch:spidersp:034421,Salticidae,Maratus,volans,NA,O. Pickard-Cambridge,1874,1,"Australia (Queensland, New South Wales, Victoria)"
30580,urn:lsid:nmbe.ch:spidersp:046578,Salticidae,Maratus,watagansi,NA,Otto & Hill,2013,0,Australia (New South Wales)
30581,urn:lsid:nmbe.ch:spidersp:034422,Salticidae,Marchena,minuta,NA,G. W. Peckham & E. G. Peckham,1888,1,USA
30582,urn:lsid:nmbe.ch:spidersp:034427,Salticidae,Marengo,crassipes,NA,G. W. Peckham & E. G. Peckham,1892,0,"India, Sri Lanka"
30583,urn:lsid:nmbe.ch:spidersp:040839,Salticidae,Marengo,deelemanae,NA,Benjamin,2004,0,Thailand
30584,urn:lsid:nmbe.ch:spidersp:034429,Salticidae,Marengo,inornata,NA,Simon,1900,1,Sri Lanka
30585,urn:lsid:nmbe.ch:spidersp:039430,Salticidae,Marengo,nitida,NA,Simon,1900,0,Sri Lanka
30586,urn:lsid:nmbe.ch:spidersp:040840,Salticidae,Marengo,rattotensis,NA,Benjamin,2006,0,Sri Lanka
30587,urn:lsid:nmbe.ch:spidersp:034435,Salticidae,Marengo,striatipes,NA,Simon,1900,0,Sri Lanka
30588,urn:lsid:nmbe.ch:spidersp:034438,Salticidae,Margaromma,doreyanum,NA,Walckenaer,1837,1,New Guinea
30589,urn:lsid:nmbe.ch:spidersp:034439,Salticidae,Margaromma,funestum,NA,Keyserling,1882,0,"Australia (Queensland, New South Wales)"
30590,urn:lsid:nmbe.ch:spidersp:034440,Salticidae,Margaromma,imperiosum,NA,Szombathy,1915,0,New Guinea
30591,urn:lsid:nmbe.ch:spidersp:034441,Salticidae,Omoedus,insultans,NA,Thorell,1881,1,New Guinea
30592,urn:lsid:nmbe.ch:spidersp:034442,Salticidae,Margaromma,namukanum,NA,Roewer,1944,0,Fiji
30593,urn:lsid:nmbe.ch:spidersp:034443,Salticidae,Margaromma,nitidum,NA,Thorell,1899,0,Cameroon
30594,urn:lsid:nmbe.ch:spidersp:034444,Salticidae,Margaromma,obscurum,NA,Keyserling,1882,1,Australia (Queensland)
30595,urn:lsid:nmbe.ch:spidersp:034445,Salticidae,Zenodorus,semirasus,NA,Keyserling,1882,1,Australia (Queensland)
30596,urn:lsid:nmbe.ch:spidersp:034446,Salticidae,Omoedus,sexualis,NA,Strand,1911,1,Indonesia (Aru Is.)
30597,urn:lsid:nmbe.ch:spidersp:034447,Salticidae,Margaromma,soligena,NA,Simon,1901,0,New Guinea
30598,urn:lsid:nmbe.ch:spidersp:034448,Salticidae,Margaromma,spatiosum,NA,G. W. Peckham & E. G. Peckham,1907,0,Borneo
30599,urn:lsid:nmbe.ch:spidersp:034449,Salticidae,Omoedus,torquatus,NA,Simon,1902,1,Indonesia (Moluccas)
30600,urn:lsid:nmbe.ch:spidersp:034450,Salticidae,Marma,baeri,NA,Simon,1902,0,Ecuador
30601,urn:lsid:nmbe.ch:spidersp:035748,Salticidae,Marma,femella,NA,Caporiacco,1955,1,Venezuela
30602,urn:lsid:nmbe.ch:spidersp:034451,Salticidae,Marma,nigritarsis,NA,Simon,1900,1,"Colombia, Venezuela, Guyana, French Guiana, Brazil, Paraguay, Argentina"
30603,urn:lsid:nmbe.ch:spidersp:034453,Salticidae,Marpissa,agricola,NA,G. W. Peckham & E. G. Peckham,1894,1,Brazil
30604,urn:lsid:nmbe.ch:spidersp:034454,Salticidae,Proszynskia,anusuae,NA,Tikader & Biswas,1981,1,India
30605,urn:lsid:nmbe.ch:spidersp:034455,Salticidae,Stenaelurillus,arambagensis,NA,Biswas & Biswas,1992,1,India
30606,urn:lsid:nmbe.ch:spidersp:034456,Salticidae,Marpissa,armifera,NA,Urquhart,1892,0,New Zealand
30607,urn:lsid:nmbe.ch:spidersp:035932,Salticidae,Marpissa,balcanica,NA,Kratochvíl,1932,1,Croatia
30608,urn:lsid:nmbe.ch:spidersp:034457,Salticidae,Marpissa,bina,NA,Hentz,1846,1,USA
30609,urn:lsid:nmbe.ch:spidersp:034459,Salticidae,Marpissa,bryantae,NA,Jones,1945,1,USA
30610,urn:lsid:nmbe.ch:spidersp:034460,Salticidae,Marpissa,carinata,NA,Butt & Beg,2000,0,Pakistan
30611,urn:lsid:nmbe.ch:spidersp:040841,Salticidae,Marpissa,dayapurensis,NA,Majumder,2004,0,India
30613,urn:lsid:nmbe.ch:spidersp:034462,Salticidae,Marpissa,dentoides,NA,Barnes,1958,0,USA
30615,urn:lsid:nmbe.ch:spidersp:034464,Salticidae,Marpissa,formosa,NA,Banks,1892,1,USA
30616,urn:lsid:nmbe.ch:spidersp:034465,Salticidae,Marpissa,fornicis,NA,Dyal,1935,1,Pakistan
30617,urn:lsid:nmbe.ch:spidersp:040842,Salticidae,Marpissa,gangasagarensis,NA,Majumder,2005,0,India
30618,urn:lsid:nmbe.ch:spidersp:034466,Salticidae,Marpissa,grata,NA,Gertsch,1936,1,USA
30619,urn:lsid:nmbe.ch:spidersp:034467,Salticidae,Marpissa,hieroglyphica,NA,Taczanowski,1878,0,Peru
30620,urn:lsid:nmbe.ch:spidersp:034468,Salticidae,Marpissa,insignis,NA,Butt & Beg,2000,0,Pakistan
30622,urn:lsid:nmbe.ch:spidersp:034470,Salticidae,Marpissa,kalighatensis,NA,Biswas & Biswas,1992,0,India
30624,urn:lsid:nmbe.ch:spidersp:034471,Salticidae,Marpissa,lineata,NA,C. L. Koch,1846,1,USA
30625,urn:lsid:nmbe.ch:spidersp:038261,Salticidae,Marpissa,linzhiensis,NA,Hu,2001,0,China
30626,urn:lsid:nmbe.ch:spidersp:034472,Salticidae,Marpissa,longiuscula,NA,Simon,1871,1,Ukraine
30627,urn:lsid:nmbe.ch:spidersp:041234,Salticidae,Marpissa,manipuriensis,NA,Biswas & Biswas,2004,0,India
30628,urn:lsid:nmbe.ch:spidersp:046477,Salticidae,Marpissa,mashibarai,NA,Baba,2013,0,"Korea, Japan"
30629,urn:lsid:nmbe.ch:spidersp:034474,Salticidae,Marpissa,milleri,NA,G. W. Peckham & E. G. Peckham,1894,1,"Russia (Far East), China, Korea, Japan"
30630,urn:lsid:nmbe.ch:spidersp:034475,Salticidae,Balmaceda,minor,NA,F. O. Pickard-Cambridge,1901,1,Mexico to El Salvador
30631,urn:lsid:nmbe.ch:spidersp:034476,Salticidae,Marpissa,mirabilis,NA,Butt & Beg,2000,0,Pakistan
30632,urn:lsid:nmbe.ch:spidersp:041235,Salticidae,Marpissa,mizoramensis,NA,Biswas & Biswas,2007,0,India
30633,urn:lsid:nmbe.ch:spidersp:034477,Salticidae,Marpissa,muscosa,NA,Clerck,1757,1,"Europe, Turkey, Caucasus, Russia (Europe to Central Asia), Japan"
30634,urn:lsid:nmbe.ch:spidersp:034478,Salticidae,Marpissa,mystacina,NA,Taczanowski,1878,0,Peru
30635,urn:lsid:nmbe.ch:spidersp:038262,Salticidae,Burmattus,nitidus,NA,Hu,2001,1,China
30636,urn:lsid:nmbe.ch:spidersp:034479,Salticidae,Marpissa,nivoyi,NA,Lucas,1846,1,"Europe (not Fennoscandia), Morocco, Algeria, Turkey, Caucasus, Iran, Russia (Europe) to Central Asia"
30637,urn:lsid:nmbe.ch:spidersp:034480,Salticidae,Marpissa,nutanae,NA,Biswas & Biswas,1984,0,India
30638,urn:lsid:nmbe.ch:spidersp:034481,Salticidae,Marpissa,obtusa,NA,Barnes,1958,0,USA
30639,urn:lsid:nmbe.ch:spidersp:042440,Salticidae,Marpissa,pauariensis,NA,Biswas & Roy,2008,0,India
30640,urn:lsid:nmbe.ch:spidersp:034482,Salticidae,Marpissa,pikei,NA,G. W. Peckham & E. G. Peckham,1888,1,"USA, Mexico, Cuba"
30641,urn:lsid:nmbe.ch:spidersp:034483,Salticidae,Marpissa,pomatia,NA,Walckenaer,1802,1,"Europe, Turkey, Caucasus, Russia (Europe to Far East), Central Asia, Afghanistan, China, Korea, Japan"
30642,urn:lsid:nmbe.ch:spidersp:034484,Salticidae,Marpissa,prathamae,NA,Biswas & Biswas,1984,0,India
30643,urn:lsid:nmbe.ch:spidersp:037386,Salticidae,Marpissa,proszynskii,NA,Biswas & Begum,1999,0,Bangladesh
30644,urn:lsid:nmbe.ch:spidersp:034485,Salticidae,Marpissa,pulla,NA,Karsch,1879,1,"Russia (Far East), China, Taiwan, Korea, Japan"
30645,urn:lsid:nmbe.ch:spidersp:034486,Salticidae,Marpissa,radiata,NA,Grube,1859,1,"Europe, Turkey, Caucasus, Russia (Europe to South Siberia), Kazakhstan"
30646,urn:lsid:nmbe.ch:spidersp:034487,Salticidae,Marpissa,raimondi,NA,Taczanowski,1878,0,Peru
30647,urn:lsid:nmbe.ch:spidersp:034488,Salticidae,Marpissa,robusta,NA,Banks,1906,1,USA
30648,urn:lsid:nmbe.ch:spidersp:034489,Salticidae,Marpissa,rubriceps,NA,Mello-Leitão,1922,0,Brazil
30649,urn:lsid:nmbe.ch:spidersp:034490,Salticidae,Phintelloides,singhi,NA,"Monga, Singh & Sadana",1989,1,India
30650,urn:lsid:nmbe.ch:spidersp:034491,Salticidae,Marpissa,soricina,NA,Thorell,1899,1,Cameroon
30651,urn:lsid:nmbe.ch:spidersp:034492,Salticidae,Marpissa,sulcosa,NA,Barnes,1958,0,USA
30652,urn:lsid:nmbe.ch:spidersp:034493,Salticidae,Marpissa,tenebrosa,NA,Butt & Beg,2000,0,Pakistan
30655,urn:lsid:nmbe.ch:spidersp:034496,Salticidae,Marpissa,zaitzevi,NA,Mcheidze,1997,0,Georgia
30656,urn:lsid:nmbe.ch:spidersp:034497,Salticidae,Martella,amapa,NA,Galiano,1996,0,Brazil
30657,urn:lsid:nmbe.ch:spidersp:034498,Salticidae,Martella,bicavata,NA,Chickering,1946,1,Panama
30658,urn:lsid:nmbe.ch:spidersp:034499,Salticidae,Martella,camba,NA,Galiano,1969,1,Argentina
30659,urn:lsid:nmbe.ch:spidersp:034500,Salticidae,Martella,furva,NA,Chickering,1946,1,Panama
30660,urn:lsid:nmbe.ch:spidersp:034501,Salticidae,Martella,gandu,NA,Galiano,1996,0,Brazil
30661,urn:lsid:nmbe.ch:spidersp:034502,Salticidae,Martella,goianensis,NA,Galiano,1969,0,Brazil
30662,urn:lsid:nmbe.ch:spidersp:034503,Salticidae,Martella,lineatipes,NA,F. O. Pickard-Cambridge,1900,0,Mexico to Costa Rica
30663,urn:lsid:nmbe.ch:spidersp:034504,Salticidae,Martella,maria,NA,G. W. Peckham & E. G. Peckham,1892,0,Brazil
30664,urn:lsid:nmbe.ch:spidersp:034505,Salticidae,Martella,mutillaeformis,NA,Taczanowski,1878,1,Peru
30665,urn:lsid:nmbe.ch:spidersp:034506,Salticidae,Martella,pasteuri,NA,Galiano,1996,0,Brazil
30666,urn:lsid:nmbe.ch:spidersp:034507,Salticidae,Martella,pottsi,NA,G. W. Peckham & E. G. Peckham,1892,0,Guatemala to Brazil
30667,urn:lsid:nmbe.ch:spidersp:034508,Salticidae,Martella,utingae,NA,Galiano,1967,1,Brazil
30668,urn:lsid:nmbe.ch:spidersp:040844,Salticidae,Stenaelurillus,brandbergensis,NA,Wesołowska,2006,1,Namibia
30669,urn:lsid:nmbe.ch:spidersp:038263,Salticidae,Stenaelurillus,guttatus,NA,Wesołowska & Cumming,2002,1,"Namibia, Zambia, Botswana, Zimbabwe"
30671,urn:lsid:nmbe.ch:spidersp:034509,Salticidae,Massagris,honesta,NA,Wesołowska,1993,0,South Africa
30672,urn:lsid:nmbe.ch:spidersp:034510,Salticidae,Massagris,mirifica,NA,G. W. Peckham & E. G. Peckham,1903,0,South Africa
30673,urn:lsid:nmbe.ch:spidersp:042463,Salticidae,Massagris,natalensis,NA,Wesołowska & Haddad,2009,0,South Africa
30674,urn:lsid:nmbe.ch:spidersp:040845,Salticidae,Massagris,schisma,NA,Maddison & Zhang,2006,0,South Africa
30675,urn:lsid:nmbe.ch:spidersp:034512,Salticidae,Massagris,separata,NA,Wesołowska,1993,0,South Africa
30676,urn:lsid:nmbe.ch:spidersp:041236,Salticidae,Matagaia,chromatopus,NA,"Ruiz, Brescovit & Freitas",2007,0,Brazil
30677,urn:lsid:nmbe.ch:spidersp:034513,Salticidae,Mburuvicha,galianoae,NA,Scioscia,1993,0,Argentina
30678,urn:lsid:nmbe.ch:spidersp:034514,Salticidae,Gedea,fungiformis,NA,Xiao & Yin,1991,1,China
30679,urn:lsid:nmbe.ch:spidersp:034515,Salticidae,Gedea,typica,NA,Żabka,1985,1,Vietnam
30680,urn:lsid:nmbe.ch:spidersp:043602,Salticidae,Gedea,zabkai,NA,Prószyński & Deeleman-Reinhold,2010,1,Bali
30681,urn:lsid:nmbe.ch:spidersp:034516,Salticidae,Megaloastia,mainae,NA,Żabka,1995,0,Australia (Western Australia)
30682,urn:lsid:nmbe.ch:spidersp:034517,Salticidae,Meleon,guineensis,NA,Berland & Millot,1941,1,"Guinea, Ivory Coast, Congo"
30683,urn:lsid:nmbe.ch:spidersp:041772,Salticidae,Meleon,insulanus,NA,Logunov & Azarkina,2008,0,Madagascar
30684,urn:lsid:nmbe.ch:spidersp:034518,Salticidae,Meleon,kenti,NA,Lessert,1925,1,"Angola, Southern Africa"
30685,urn:lsid:nmbe.ch:spidersp:034519,Salticidae,Meleon,madagascarensis,NA,Wanless,1978,1,Madagascar
30686,urn:lsid:nmbe.ch:spidersp:041773,Salticidae,Meleon,raharizonina,NA,Logunov & Azarkina,2008,0,Madagascar
30687,urn:lsid:nmbe.ch:spidersp:034520,Salticidae,Meleon,russata,NA,Simon,1900,1,Madagascar
30688,urn:lsid:nmbe.ch:spidersp:034521,Salticidae,Meleon,solitaria,NA,Lessert,1927,1,"West, Central, East Africa"
30689,urn:lsid:nmbe.ch:spidersp:041774,Salticidae,Meleon,tsaratanana,NA,Logunov & Azarkina,2008,0,Madagascar
30690,urn:lsid:nmbe.ch:spidersp:034522,Salticidae,Mendoza,canestrinii,NA,Ninni,1868,1,"Europe, North Africa, Caucasus, Kazakhstan, Iran, Central Asia, China, Korea, Japan, Vietnam"
30691,urn:lsid:nmbe.ch:spidersp:034523,Salticidae,Mendoza,dersuuzalai,NA,Logunov & Wesołowska,1992,1,Russia (Far East)
30692,urn:lsid:nmbe.ch:spidersp:034524,Salticidae,Mendoza,elongata,NA,Karsch,1879,1,"Russia (Far East), China, Korea, Japan"
30693,urn:lsid:nmbe.ch:spidersp:034525,Salticidae,Mendoza,ibarakiensis,NA,Bohdanowicz & Prószyński,1987,1,Japan
30694,urn:lsid:nmbe.ch:spidersp:034526,Salticidae,Mendoza,nobilis,NA,Grube,1861,1,"Russia (Far East), Korea, China"
30695,urn:lsid:nmbe.ch:spidersp:034527,Salticidae,Mendoza,pulchra,NA,Prószyński,1981,1,"Russia (Far East), Korea, China, Japan"
30696,urn:lsid:nmbe.ch:spidersp:040846,Salticidae,Mendoza,ryukyuensis,NA,Baba,2007,0,Japan
30697,urn:lsid:nmbe.ch:spidersp:034528,Salticidae,Mendoza,zebra,NA,Logunov & Wesołowska,1992,1,Russia (Far East)
30699,urn:lsid:nmbe.ch:spidersp:043298,Salticidae,Menemerus,affinis,NA,Wesołowska & van Harten,2010,0,United Arab Emirates
30700,urn:lsid:nmbe.ch:spidersp:034530,Salticidae,Menemerus,albocinctus,NA,Keyserling,1890,0,India (Nicobar Is.)
30701,urn:lsid:nmbe.ch:spidersp:034531,Salticidae,Menemerus,animatus,NA,O. Pickard-Cambridge,1876,0,"Senegal, Mauritania, Mali, North Africa, Greece, Sudan, Yemen, Saudi Arabia, Iraq"
30702,urn:lsid:nmbe.ch:spidersp:034532,Salticidae,Menemerus,arabicus,NA,Prószyński,1993,0,Saudi Arabia
30703,urn:lsid:nmbe.ch:spidersp:034533,Salticidae,Menemerus,bicolor,NA,G. W. Peckham & E. G. Peckham,1896,0,Guatemala
30704,urn:lsid:nmbe.ch:spidersp:034534,Salticidae,Menemerus,bifurcus,NA,Wesołowska,1999,0,Southern Africa
30705,urn:lsid:nmbe.ch:spidersp:034535,Salticidae,Menemerus,bivittatus,NA,Dufour,1831,1,"Africa. Introduced to North, Central and South America, southern Europe, China, Taiwan, Japan, Australia, Pacific Is.,"
30706,urn:lsid:nmbe.ch:spidersp:034536,Salticidae,Menemerus,brachygnathus,NA,Thorell,1887,1,"India to China, Japan and Malaysia. Introduced to Argentina"
30707,urn:lsid:nmbe.ch:spidersp:034537,Salticidae,Apricia,bracteata,NA,L. Koch,1879,1,Australia
30708,urn:lsid:nmbe.ch:spidersp:034538,Salticidae,Menemerus,brevibulbis,NA,Thorell,1887,1,Senegal to India
30709,urn:lsid:nmbe.ch:spidersp:034539,Salticidae,Menemerus,carlini,NA,G. W. Peckham & E. G. Peckham,1903,1,"Zimbabwe, South Africa"
30710,urn:lsid:nmbe.ch:spidersp:034541,Salticidae,Menemerus,congoensis,NA,Lessert,1927,0,Sudan to South Africa
30711,urn:lsid:nmbe.ch:spidersp:041237,Salticidae,Menemerus,cummingorum,NA,Wesołowska,2007,0,Zimbabwe
30712,urn:lsid:nmbe.ch:spidersp:034542,Salticidae,Menemerus,davidi,NA,Prószyński & Wesołowska,1999,0,"North Africa, Israel, Jordan"
30713,urn:lsid:nmbe.ch:spidersp:034543,Salticidae,Menemerus,depressus,NA,Franganillo,1930,0,Cuba
30714,urn:lsid:nmbe.ch:spidersp:034544,Salticidae,Menemerus,desertus,NA,Wesołowska,1999,0,Algeria
30715,urn:lsid:nmbe.ch:spidersp:034546,Salticidae,Menemerus,dimidius,NA,Schmidt,1976,1,Canary Is.
30716,urn:lsid:nmbe.ch:spidersp:034547,Salticidae,Menemerus,eburnensis,NA,Berland & Millot,1941,0,West Africa
30717,urn:lsid:nmbe.ch:spidersp:043707,Salticidae,Menemerus,errabundus,NA,Logunov,2010,0,"Israel, Iran"
30718,urn:lsid:nmbe.ch:spidersp:034548,Salticidae,Menemerus,fagei,NA,Berland & Millot,1941,0,"West Africa, Malta, Egypt, Sudan, Ethiopia, Djibouti, Yemen, Israel"
30720,urn:lsid:nmbe.ch:spidersp:034551,Salticidae,Menemerus,fasciculatus,NA,Franganillo,1930,0,Cuba
30721,urn:lsid:nmbe.ch:spidersp:034552,Salticidae,Menemerus,felix,NA,Hogg,1922,0,Vietnam
30722,urn:lsid:nmbe.ch:spidersp:034553,Salticidae,Menemerus,formosus,NA,Wesołowska,1999,0,Kenya
30723,urn:lsid:nmbe.ch:spidersp:034554,Salticidae,Menemerus,fulvus,NA,L. Koch,1878,1,India to China and Japan
30724,urn:lsid:nmbe.ch:spidersp:034555,Salticidae,Menemerus,guttatus,NA,Wesołowska,1999,0,Morocco
30725,urn:lsid:nmbe.ch:spidersp:034556,Salticidae,Menemerus,illigeri,NA,Audouin,1826,1,"Portugal, North Africa, Middle East, St. Helena"
30726,urn:lsid:nmbe.ch:spidersp:034558,Salticidae,Menemerus,kochi,NA,Bryant,1942,0,Virgin Is.
30727,urn:lsid:nmbe.ch:spidersp:034559,Salticidae,Menemerus,legalli,NA,Berland & Millot,1941,0,Mali
30728,urn:lsid:nmbe.ch:spidersp:034560,Salticidae,Menemerus,legendrei,NA,Schenkel,1963,0,China
30729,urn:lsid:nmbe.ch:spidersp:034561,Salticidae,Menemerus,lesnei,NA,Lessert,1936,0,"Namibia, Botswana, Mozambique, Zimbabwe"
30730,urn:lsid:nmbe.ch:spidersp:034562,Salticidae,Menemerus,lesserti,NA,Lawrence,1927,0,Southern Africa
30731,urn:lsid:nmbe.ch:spidersp:034563,Salticidae,Menemerus,magnificus,NA,Wesołowska,1999,0,Cameroon
30732,urn:lsid:nmbe.ch:spidersp:034565,Salticidae,Menemerus,marginalis,NA,Banks,1909,1,Costa Rica
30733,urn:lsid:nmbe.ch:spidersp:034566,Salticidae,Menemerus,marginatus,NA,Kroneberg,1875,1,"Caucasus (Russia, Azerbaijan), Kazakhstan, United Arab Emirates, Iran, Central Asia, Afghanistan, Pakistan, India"
30734,urn:lsid:nmbe.ch:spidersp:034567,Salticidae,Menemerus,meridionalis,NA,Wesołowska,1999,0,South Africa
30735,urn:lsid:nmbe.ch:spidersp:034568,Salticidae,Menemerus,minshullae,NA,Wesołowska,1999,0,"Zimbabwe, Malawi, South Africa"
30736,urn:lsid:nmbe.ch:spidersp:034569,Salticidae,Menemerus,mirabilis,NA,Wesołowska,1999,0,Ethiopia
30737,urn:lsid:nmbe.ch:spidersp:034570,Salticidae,Menemerus,modestus,NA,Wesołowska,1999,0,Tunisia
