category,logo,production,type,title,distributor,producer,year,page,page_id
Outstanding Short Form Comedy or Drama Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/los-pollos-hermanos-600x600.jpg?itok=Fgqqd8cb,"Vince Gilligan, Executive Producer",Winner,Los Pollos Hermanos Employee Training,AMC (amc.com),Bacon & Sons Film Company,2017,307,8
Outstanding Short Form Comedy or Drama Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/los-pollos-hermanos-600x600.jpg?itok=Fgqqd8cb,"Peter Gould, Executive Producer",Winner,Los Pollos Hermanos Employee Training,AMC (amc.com),Bacon & Sons Film Company,2017,307,8
Outstanding Short Form Comedy or Drama Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/los-pollos-hermanos-600x600.jpg?itok=Fgqqd8cb,"Ariel Levine, Executive Producer",Winner,Los Pollos Hermanos Employee Training,AMC (amc.com),Bacon & Sons Film Company,2017,307,8
Outstanding Short Form Comedy or Drama Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/los-pollos-hermanos-600x600.jpg?itok=Fgqqd8cb,"Melissa Bernstein, Executive Producer",Winner,Los Pollos Hermanos Employee Training,AMC (amc.com),Bacon & Sons Film Company,2017,307,8
Outstanding Short Form Comedy or Drama Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/los-pollos-hermanos-600x600.jpg?itok=Fgqqd8cb,"Rob Knox, Producer",Winner,Los Pollos Hermanos Employee Training,AMC (amc.com),Bacon & Sons Film Company,2017,307,8
Outstanding Short Form Comedy or Drama Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/marvel-slingshot-600x600.jpg?itok=lFmbEijw,"Geoffrey Colo, Executive Producer",Nominee,Marvel's Agents of S.H.I.E.L.D.: Slingshot,ABC (ABCd/ABC.com),Marvel Television in association with ABC Studios,2017,307,9
Outstanding Short Form Comedy or Drama Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/marvel-slingshot-600x600.jpg?itok=lFmbEijw,"Jed Whedon, Executive Producer",Nominee,Marvel's Agents of S.H.I.E.L.D.: Slingshot,ABC (ABCd/ABC.com),Marvel Television in association with ABC Studios,2017,307,9
Outstanding Short Form Comedy or Drama Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/marvel-slingshot-600x600.jpg?itok=lFmbEijw,"Maurissa Tancharoen, Executive Producer",Nominee,Marvel's Agents of S.H.I.E.L.D.: Slingshot,ABC (ABCd/ABC.com),Marvel Television in association with ABC Studios,2017,307,9
Outstanding Short Form Comedy or Drama Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/marvel-slingshot-600x600.jpg?itok=lFmbEijw,"Jeffrey Bell, Executive Producer",Nominee,Marvel's Agents of S.H.I.E.L.D.: Slingshot,ABC (ABCd/ABC.com),Marvel Television in association with ABC Studios,2017,307,9
Outstanding Short Form Comedy or Drama Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/marvel-slingshot-600x600.jpg?itok=lFmbEijw,"Jeph Loeb, Executive Producer",Nominee,Marvel's Agents of S.H.I.E.L.D.: Slingshot,ABC (ABCd/ABC.com),Marvel Television in association with ABC Studios,2017,307,9
Outstanding Short Form Comedy or Drama Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/marvel-slingshot-600x600.jpg?itok=lFmbEijw,"Joe Quesada, Executive Producer",Nominee,Marvel's Agents of S.H.I.E.L.D.: Slingshot,ABC (ABCd/ABC.com),Marvel Television in association with ABC Studios,2017,307,9
Outstanding Short Form Variety Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/behind-the-voice-600x600.jpg?itok=5tKmgiVw,"Chad Hines, Executive Producer",Nominee,Behind The Voice,NBC (YouTube),"MGM Television, Talpa Media USA, Inc. and Warner Horizon Unscripted & Alternative Television",2017,307,10
Outstanding Short Form Variety Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/behind-the-voice-600x600.jpg?itok=5tKmgiVw,"Amanda Horning, Supervising Producer",Nominee,Behind The Voice,NBC (YouTube),"MGM Television, Talpa Media USA, Inc. and Warner Horizon Unscripted & Alternative Television",2017,307,10
Outstanding Short Form Variety Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/behind-the-voice-600x600.jpg?itok=5tKmgiVw,"Suzanne Lee, Producer",Nominee,Behind The Voice,NBC (YouTube),"MGM Television, Talpa Media USA, Inc. and Warner Horizon Unscripted & Alternative Television",2017,307,10
Outstanding Short Form Variety Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/the-daily-show-between-the-scenes-600x600.jpg?itok=I8fWvQOU,"Jennifer Flanz, Executive Producer",Winner,The Daily Show - Between The Scenes,Comedy Central (thedailyshow.com),"Central Productions, LLC",2017,308,1
Outstanding Short Form Variety Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/the-daily-show-between-the-scenes-600x600.jpg?itok=I8fWvQOU,"Steve Bodow, Executive Producer",Winner,The Daily Show - Between The Scenes,Comedy Central (thedailyshow.com),"Central Productions, LLC",2017,308,1
Outstanding Short Form Variety Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/the-daily-show-between-the-scenes-600x600.jpg?itok=I8fWvQOU,"Ramin Hedayati, Supervising Producer",Winner,The Daily Show - Between The Scenes,Comedy Central (thedailyshow.com),"Central Productions, LLC",2017,308,1
Outstanding Short Form Variety Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/the-daily-show-between-the-scenes-600x600.jpg?itok=I8fWvQOU,"Jocelyn Conn, Produced by",Winner,The Daily Show - Between The Scenes,Comedy Central (thedailyshow.com),"Central Productions, LLC",2017,308,1
Outstanding Short Form Variety Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/the-daily-show-between-the-scenes-600x600.jpg?itok=I8fWvQOU,"Trevor Noah, Host",Winner,The Daily Show - Between The Scenes,Comedy Central (thedailyshow.com),"Central Productions, LLC",2017,308,1
Outstanding Short Form Variety Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/epic-rap-battle-600x600.jpg?itok=3KqrFdw9,"Peter Shukoff, Executive Producer",Nominee,Epic Rap Battles Of History,YouTube,Maker Studios,2017,308,2
Outstanding Short Form Variety Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/epic-rap-battle-600x600.jpg?itok=3KqrFdw9,"Lloyd Ahlquist, Executive Producer",Nominee,Epic Rap Battles Of History,YouTube,Maker Studios,2017,308,2
Outstanding Short Form Variety Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/honest-trailers-600x600.jpg?itok=-jwGng71,"Andy Signore, Executive Producer",Nominee,Honest Trailers,YouTube,DEFY Media,2017,308,3
Outstanding Short Form Variety Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/honest-trailers-600x600.jpg?itok=-jwGng71,"Dan Murrell, Producer",Nominee,Honest Trailers,YouTube,DEFY Media,2017,308,3
Outstanding Short Form Variety Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/honest-trailers-600x600.jpg?itok=-jwGng71,"Spencer Gilbert, Producer",Nominee,Honest Trailers,YouTube,DEFY Media,2017,308,3
Outstanding Short Form Variety Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/honest-trailers-600x600.jpg?itok=-jwGng71,"Michael Bolton, Producer",Nominee,Honest Trailers,YouTube,DEFY Media,2017,308,3
Outstanding Short Form Variety Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/honest-trailers-600x600.jpg?itok=-jwGng71,"Christina Kline, Producer",Nominee,Honest Trailers,YouTube,DEFY Media,2017,308,3
Outstanding Short Form Variety Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/the-star-wars-show-600x600.jpg?itok=kuai9mxC,"Mickey Capoferri, Executive Producer",Nominee,The Star Wars Show,YouTube,Lucasfilm Ltd.,2017,308,4
Outstanding Short Form Variety Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/the-star-wars-show-600x600.jpg?itok=kuai9mxC,"Scott Bromley, Producer",Nominee,The Star Wars Show,YouTube,Lucasfilm Ltd.,2017,308,4
Outstanding Short Form Variety Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/the-star-wars-show-600x600.jpg?itok=kuai9mxC,"John Harper, Producer",Nominee,The Star Wars Show,YouTube,Lucasfilm Ltd.,2017,308,4
Outstanding Short Form Variety Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/the-star-wars-show-600x600.jpg?itok=kuai9mxC,"Andi Gutierrez, Host",Nominee,The Star Wars Show,YouTube,Lucasfilm Ltd.,2017,308,4
Outstanding Short Form Nonfiction or Reality Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/creating-snl-600x600.jpg?itok=srdcJyuk,"Lorne Michaels, Executive Producer",Nominee,Creating Saturday Night Live,NBC,SNL Studios with Universal Television and NBC Entertainment Digital,2017,308,5
Outstanding Short Form Nonfiction or Reality Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/creating-snl-600x600.jpg?itok=srdcJyuk,"Oz Rodriguez, Co-Executive Producer",Nominee,Creating Saturday Night Live,NBC,SNL Studios with Universal Television and NBC Entertainment Digital,2017,308,5
Outstanding Short Form Nonfiction or Reality Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/creating-snl-600x600.jpg?itok=srdcJyuk,"Chris Voss, Co-Executive Producer",Nominee,Creating Saturday Night Live,NBC,SNL Studios with Universal Television and NBC Entertainment Digital,2017,308,5
Outstanding Short Form Nonfiction or Reality Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/creating-snl-600x600.jpg?itok=srdcJyuk,"Michael Scogin, Supervising Producer",Nominee,Creating Saturday Night Live,NBC,SNL Studios with Universal Television and NBC Entertainment Digital,2017,308,5
Outstanding Short Form Nonfiction or Reality Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/creating-snl-600x600.jpg?itok=srdcJyuk,"Erik Kenward, Producer",Nominee,Creating Saturday Night Live,NBC,SNL Studios with Universal Television and NBC Entertainment Digital,2017,308,5
Outstanding Short Form Nonfiction or Reality Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/creating-snl-600x600.jpg?itok=srdcJyuk,"Erin Doyle, Producer",Nominee,Creating Saturday Night Live,NBC,SNL Studios with Universal Television and NBC Entertainment Digital,2017,308,5
Outstanding Short Form Nonfiction or Reality Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/feud-inside-look-600x600.jpg?itok=i1aKOBdx,"Ryan Murphy, Producer",Nominee,FEUD: Bette And Joan: Inside Look,FX Networks (fxnetworks.com),FX Networks and M3 Creative,2017,308,6
Outstanding Short Form Nonfiction or Reality Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/feud-inside-look-600x600.jpg?itok=i1aKOBdx,"Tanase Popa, Producer",Nominee,FEUD: Bette And Joan: Inside Look,FX Networks (fxnetworks.com),FX Networks and M3 Creative,2017,308,6
Outstanding Short Form Nonfiction or Reality Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/feud-inside-look-600x600.jpg?itok=i1aKOBdx,"Stephanie Gibbons, Producer",Nominee,FEUD: Bette And Joan: Inside Look,FX Networks (fxnetworks.com),FX Networks and M3 Creative,2017,308,6
Outstanding Short Form Nonfiction or Reality Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/feud-inside-look-600x600.jpg?itok=i1aKOBdx,"Kenna McCabe, Producer",Nominee,FEUD: Bette And Joan: Inside Look,FX Networks (fxnetworks.com),FX Networks and M3 Creative,2017,308,6
Outstanding Short Form Nonfiction or Reality Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/feud-inside-look-600x600.jpg?itok=i1aKOBdx,"Sally Daws, Producer",Nominee,FEUD: Bette And Joan: Inside Look,FX Networks (fxnetworks.com),FX Networks and M3 Creative,2017,308,6
Outstanding Short Form Nonfiction or Reality Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/feud-inside-look-600x600.jpg?itok=i1aKOBdx,"Maureen Timpa, Producer",Nominee,FEUD: Bette And Joan: Inside Look,FX Networks (fxnetworks.com),FX Networks and M3 Creative,2017,308,6
Outstanding Short Form Nonfiction or Reality Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/jay-lenos-garage-logo-18-600x600.jpg?itok=VDJRnhTz,"Jay Leno, Executive Producer",Nominee,Jay Leno's Garage,NBC (nbc.com),NBC Entertainment and Big Dog Productions,2017,308,7
Outstanding Short Form Nonfiction or Reality Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/jay-lenos-garage-logo-18-600x600.jpg?itok=VDJRnhTz,"Kico Velarde, Supervising Producer",Nominee,Jay Leno's Garage,NBC (nbc.com),NBC Entertainment and Big Dog Productions,2017,308,7
Outstanding Short Form Nonfiction or Reality Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/jay-lenos-garage-logo-18-600x600.jpg?itok=VDJRnhTz,"Helga Pollock, Producer",Nominee,Jay Leno's Garage,NBC (nbc.com),NBC Entertainment and Big Dog Productions,2017,308,7
Outstanding Short Form Nonfiction or Reality Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/jay-lenos-garage-logo-18-600x600.jpg?itok=VDJRnhTz,"Trideev Dasgupta, Producer",Nominee,Jay Leno's Garage,NBC (nbc.com),NBC Entertainment and Big Dog Productions,2017,308,7
Outstanding Short Form Nonfiction or Reality Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/jay-lenos-garage-logo-18-600x600.jpg?itok=VDJRnhTz,"David Swift, Producer",Nominee,Jay Leno's Garage,NBC (nbc.com),NBC Entertainment and Big Dog Productions,2017,308,7
Outstanding Short Form Nonfiction or Reality Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/jay-lenos-garage-logo-18-600x600.jpg?itok=VDJRnhTz,"Walker Dalton, Producer",Nominee,Jay Leno's Garage,NBC (nbc.com),NBC Entertainment and Big Dog Productions,2017,308,7
Outstanding Short Form Nonfiction or Reality Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/NEA-United-States-of-Arts-600x600.jpg?itok=D9Bc3ASb,"Kimberly A. Austin, Executive Producer",Nominee,National Endowment For The Arts: United States Of Arts,arts.gov,Fire Starter Studios,2017,308,8
Outstanding Short Form Nonfiction or Reality Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/NEA-United-States-of-Arts-600x600.jpg?itok=D9Bc3ASb,"Rachel Klein, Executive Producer",Nominee,National Endowment For The Arts: United States Of Arts,arts.gov,Fire Starter Studios,2017,308,8
Outstanding Short Form Nonfiction or Reality Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/NEA-United-States-of-Arts-600x600.jpg?itok=D9Bc3ASb,"Jeffrey Elmont, Producer",Nominee,National Endowment For The Arts: United States Of Arts,arts.gov,Fire Starter Studios,2017,308,8
Outstanding Short Form Nonfiction or Reality Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/NEA-United-States-of-Arts-600x600.jpg?itok=D9Bc3ASb,"Bradley Glenn, Producer",Nominee,National Endowment For The Arts: United States Of Arts,arts.gov,Fire Starter Studios,2017,308,8
Outstanding Short Form Nonfiction or Reality Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/viceland-at-the-womens-march-600x600.jpg?itok=EONOP87k,"Meghan Kirsch, Executive Producer",Winner,Viceland At The Women’s March,Viceland,"VICE Media, LLC",2017,308,9
Outstanding Short Form Nonfiction or Reality Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/viceland-at-the-womens-march-600x600.jpg?itok=EONOP87k,"Nacho Gil, Co-Executive Producer",Winner,Viceland At The Women’s March,Viceland,"VICE Media, LLC",2017,308,9
Outstanding Short Form Nonfiction or Reality Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/viceland-at-the-womens-march-600x600.jpg?itok=EONOP87k,"Hannah Gregg, Supervising Producer",Winner,Viceland At The Women’s March,Viceland,"VICE Media, LLC",2017,308,9
Outstanding Short Form Nonfiction or Reality Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/viceland-at-the-womens-march-600x600.jpg?itok=EONOP87k,"Michele Beno, Producer",Winner,Viceland At The Women’s March,Viceland,"VICE Media, LLC",2017,308,9
Outstanding Children's Program - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/girl-meets-world-600x600.jpg?itok=RwGeQ0t7,"Michael Jacobs, Executive Producer",Nominee,Girl Meets World,Disney Channel,Michael Jacobs Productions / It's a Laugh Productions,2017,308,10
Outstanding Children's Program - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/girl-meets-world-600x600.jpg?itok=RwGeQ0t7,"Frank Pace, Co-Executive Producer",Nominee,Girl Meets World,Disney Channel,Michael Jacobs Productions / It's a Laugh Productions,2017,308,10
Outstanding Children's Program - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/girl-meets-world-600x600.jpg?itok=RwGeQ0t7,"Matthew Nelson, Co-Executive Producer",Nominee,Girl Meets World,Disney Channel,Michael Jacobs Productions / It's a Laugh Productions,2017,308,10
Outstanding Children's Program - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/girl-meets-world-600x600.jpg?itok=RwGeQ0t7,"Mark Blutman, Co-Executive Producer",Nominee,Girl Meets World,Disney Channel,Michael Jacobs Productions / It's a Laugh Productions,2017,308,10
Outstanding Children's Program - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/girl-meets-world-600x600.jpg?itok=RwGeQ0t7,"Jeff Menell, Co-Executive Producer",Nominee,Girl Meets World,Disney Channel,Michael Jacobs Productions / It's a Laugh Productions,2017,308,10
Outstanding Children's Program - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/macys-thanksgiving-parade-600x600.jpg?itok=vGKxm1LK,"Brad Lachman, Executive Producer",Nominee,Macy's Thanksgiving Day Parade 90th Celebration,NBC,"Brad Lachman Productions, Inc.",2017,309,1
Outstanding Children's Program - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/macys-thanksgiving-parade-600x600.jpg?itok=vGKxm1LK,"Bill Bracken, Co-Executive Producer",Nominee,Macy's Thanksgiving Day Parade 90th Celebration,NBC,"Brad Lachman Productions, Inc.",2017,309,1
Outstanding Children's Program - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/macys-thanksgiving-parade-600x600.jpg?itok=vGKxm1LK,"Matt Lachman, Producer",Nominee,Macy's Thanksgiving Day Parade 90th Celebration,NBC,"Brad Lachman Productions, Inc.",2017,309,1
Outstanding Children's Program - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/once-upon-a-sesame-street-christmas-600x600.jpg?itok=IeOCd2fJ,"Brown Johnson, Executive Producer",Winner,Once Upon A Sesame Street Christmas,HBO,Sesame Workshop,2017,309,2
Outstanding Children's Program - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/once-upon-a-sesame-street-christmas-600x600.jpg?itok=IeOCd2fJ,"Ken Scarborough, Co-Executive Producer",Winner,Once Upon A Sesame Street Christmas,HBO,Sesame Workshop,2017,309,2
Outstanding Children's Program - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/once-upon-a-sesame-street-christmas-600x600.jpg?itok=IeOCd2fJ,"Benjamin Lehmann, Supervising Producer",Winner,Once Upon A Sesame Street Christmas,HBO,Sesame Workshop,2017,309,2
Outstanding Children's Program - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/once-upon-a-sesame-street-christmas-600x600.jpg?itok=IeOCd2fJ,"Karyn Leibovich, Producer",Winner,Once Upon A Sesame Street Christmas,HBO,Sesame Workshop,2017,309,2
Outstanding Children's Program - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/once-upon-a-sesame-street-christmas-600x600.jpg?itok=IeOCd2fJ,"Stephanie Longardo, Producer",Winner,Once Upon A Sesame Street Christmas,HBO,Sesame Workshop,2017,309,2
Outstanding Children's Program - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/once-upon-a-sesame-street-christmas-600x600.jpg?itok=IeOCd2fJ,"Mindy Fila, Producer",Winner,Once Upon A Sesame Street Christmas,HBO,Sesame Workshop,2017,309,2
Outstanding Children's Program - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/school-of-rock-600x600.jpg?itok=FOFLrm8A,"Jim Armogida, Executive Producer",Nominee,School Of Rock,Nickelodeon,Nickelodeon in association with Paramount,2017,309,3
Outstanding Children's Program - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/school-of-rock-600x600.jpg?itok=FOFLrm8A,"Steve Armogida, Executive Producer",Nominee,School Of Rock,Nickelodeon,Nickelodeon in association with Paramount,2017,309,3
Outstanding Children's Program - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/school-of-rock-600x600.jpg?itok=FOFLrm8A,"Jay Kogen, Executive Producer",Nominee,School Of Rock,Nickelodeon,Nickelodeon in association with Paramount,2017,309,3
Outstanding Children's Program - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/school-of-rock-600x600.jpg?itok=FOFLrm8A,"Scott Rudin, Executive Producer",Nominee,School Of Rock,Nickelodeon,Nickelodeon in association with Paramount,2017,309,3
Outstanding Children's Program - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/school-of-rock-600x600.jpg?itok=FOFLrm8A,"Eli Bush, Executive Producer",Nominee,School Of Rock,Nickelodeon,Nickelodeon in association with Paramount,2017,309,3
Outstanding Children's Program - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/school-of-rock-600x600.jpg?itok=FOFLrm8A,"Richard Linklater, Executive Producer",Nominee,School Of Rock,Nickelodeon,Nickelodeon in association with Paramount,2017,309,3
Outstanding Children's Program - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/school-of-rock-600x600.jpg?itok=FOFLrm8A,"Steve Skrovan, Co-Executive Producer",Nominee,School Of Rock,Nickelodeon,Nickelodeon in association with Paramount,2017,309,3
Outstanding Children's Program - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/school-of-rock-600x600.jpg?itok=FOFLrm8A,"Suzie V. Freeman, Co-Executive Producer",Nominee,School Of Rock,Nickelodeon,Nickelodeon in association with Paramount,2017,309,3
Outstanding Children's Program - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/school-of-rock-600x600.jpg?itok=FOFLrm8A,"Sarah Jane Cunningham, Co-Executive Producer",Nominee,School Of Rock,Nickelodeon,Nickelodeon in association with Paramount,2017,309,3
Outstanding Children's Program - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/school-of-rock-600x600.jpg?itok=FOFLrm8A,"Harry Hannigan, Producer",Nominee,School Of Rock,Nickelodeon,Nickelodeon in association with Paramount,2017,309,3
Outstanding Children's Program - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/school-of-rock-600x600.jpg?itok=FOFLrm8A,"Chris Arrington, Produced by",Nominee,School Of Rock,Nickelodeon,Nickelodeon in association with Paramount,2017,309,3
Outstanding Children's Program - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/star-wars-rebels-600x600.jpg?itok=lS_1PUQz,"Simon Kinberg, Executive Producer",Nominee,Star Wars Rebels,Disney XD,Lucasfilm Animation Ltd.,2017,309,4
Outstanding Children's Program - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/star-wars-rebels-600x600.jpg?itok=lS_1PUQz,"Dave Filoni, Executive Producer",Nominee,Star Wars Rebels,Disney XD,Lucasfilm Animation Ltd.,2017,309,4
Outstanding Children's Program - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/star-wars-rebels-600x600.jpg?itok=lS_1PUQz,"Henry Gilroy, Co-Executive Producer",Nominee,Star Wars Rebels,Disney XD,Lucasfilm Animation Ltd.,2017,309,4
Outstanding Children's Program - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/star-wars-rebels-600x600.jpg?itok=lS_1PUQz,"Kiri Hart, Producer",Nominee,Star Wars Rebels,Disney XD,Lucasfilm Animation Ltd.,2017,309,4
Outstanding Children's Program - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/star-wars-rebels-600x600.jpg?itok=lS_1PUQz,"Carrie Beck, Producer",Nominee,Star Wars Rebels,Disney XD,Lucasfilm Animation Ltd.,2017,309,4
Outstanding Children's Program - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/star-wars-rebels-600x600.jpg?itok=lS_1PUQz,"Athena Yvette Portillo, Producer",Nominee,Star Wars Rebels,Disney XD,Lucasfilm Animation Ltd.,2017,309,4
Outstanding Documentary or Nonfiction Special - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/amanda-knox-600x600.jpg?itok=zCXsn21f,"Rod Blackhurst, Produced by",Nominee,Amanda Knox,Netflix,Plus Pictures ApS,2017,309,5
Outstanding Documentary or Nonfiction Special - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/amanda-knox-600x600.jpg?itok=zCXsn21f,"Brian McGinn, Produced by",Nominee,Amanda Knox,Netflix,Plus Pictures ApS,2017,309,5
Outstanding Documentary or Nonfiction Special - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/amanda-knox-600x600.jpg?itok=zCXsn21f,"Mette Heide, Produced by/Executive Producer",Nominee,Amanda Knox,Netflix,Plus Pictures ApS,2017,309,5
Outstanding Documentary or Nonfiction Special - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/amanda-knox-600x600.jpg?itok=zCXsn21f,"Stephen Robert Morse, Produced by",Nominee,Amanda Knox,Netflix,Plus Pictures ApS,2017,309,5
Outstanding Documentary or Nonfiction Special - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/the-beatles-8-days-a-week-600x600.jpg?itok=Y_EMfmzS,"Nigel Sinclair, Produced by",Nominee,The Beatles: Eight Days A Week - The Touring Years,Hulu,"Apple Corps Ltd., White Horse Pictures and Imagine Entertainment in association with Diamond Docs",2017,309,6
Outstanding Documentary or Nonfiction Special - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/the-beatles-8-days-a-week-600x600.jpg?itok=Y_EMfmzS,"Scott Pascucci, Produced by",Nominee,The Beatles: Eight Days A Week - The Touring Years,Hulu,"Apple Corps Ltd., White Horse Pictures and Imagine Entertainment in association with Diamond Docs",2017,309,6
Outstanding Documentary or Nonfiction Special - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/the-beatles-8-days-a-week-600x600.jpg?itok=Y_EMfmzS,"Brian Grazer, Produced by",Nominee,The Beatles: Eight Days A Week - The Touring Years,Hulu,"Apple Corps Ltd., White Horse Pictures and Imagine Entertainment in association with Diamond Docs",2017,309,6
Outstanding Documentary or Nonfiction Special - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/the-beatles-8-days-a-week-600x600.jpg?itok=Y_EMfmzS,"Ron Howard, Produced by",Nominee,The Beatles: Eight Days A Week - The Touring Years,Hulu,"Apple Corps Ltd., White Horse Pictures and Imagine Entertainment in association with Diamond Docs",2017,309,6
Outstanding Documentary or Nonfiction Special - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/the-beatles-8-days-a-week-600x600.jpg?itok=Y_EMfmzS,"Jeff Jones, Executive Producer",Nominee,The Beatles: Eight Days A Week - The Touring Years,Hulu,"Apple Corps Ltd., White Horse Pictures and Imagine Entertainment in association with Diamond Docs",2017,309,6
Outstanding Documentary or Nonfiction Special - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/the-beatles-8-days-a-week-600x600.jpg?itok=Y_EMfmzS,"Jonathan Clyde, Executive Producer",Nominee,The Beatles: Eight Days A Week - The Touring Years,Hulu,"Apple Corps Ltd., White Horse Pictures and Imagine Entertainment in association with Diamond Docs",2017,309,6
