prize_year,category,prize,motivation,prize_share,laureate_id,laureate_type,full_name,birth_date,birth_city,birth_country,gender,organization_name,organization_city,organization_country,death_date,death_city,death_country
1970,Physics,The Nobel Prize in Physics 1970,"""for fundamental work and discoveries concerning antiferromagnetism and ferrimagnetism which have led to important applications in solid state physics""",1/2,92,Individual,Louis Eugène Félix Néel,1904-11-22,Lyon,France,Male,University of Grenoble,Grenoble,France,2000-11-17,Brive-Corrèze,France
1971,Chemistry,The Nobel Prize in Chemistry 1971,"""for his contributions to the knowledge of electronic structure and geometry of molecules, particularly free radicals""",1/1,240,Individual,Gerhard Herzberg,1904-12-25,Hamburg,Germany,Male,National Research Council of Canada,Ottawa,Canada,1999-03-03,Ottawa,Canada
1971,Economics,The Sveriges Riksbank Prize in Economic Sciences 1971,"""for his empirically founded interpretation of economic growth which has led to new and deepened insight into the economic and social structure and process of development""",1/1,680,Individual,Simon Kuznets,1901-04-30,Pinsk,Russian Empire (Belarus),Male,Harvard University,"Cambridge, MA",United States of America,1985-07-08,"Cambridge, MA",United States of America
1971,Literature,The Nobel Prize in Literature 1971,"""for a poetry that with the action of an elemental force brings alive a continent's destiny and dreams""",1/1,645,Individual,Pablo Neruda,1904-07-12,Parral,Chile,Male,NA,NA,NA,1973-09-23,Santiago,Chile
1971,Medicine,The Nobel Prize in Physiology or Medicine 1971,"""for his discoveries concerning the mechanisms of the action of hormones""",1/1,397,Individual,"Earl W. Sutherland, Jr.",1915-11-19,"Burlingame, KS",United States of America,Male,Vanderbilt University,"Nashville, TN",United States of America,1974-03-09,"Miami, FL",United States of America
1971,Peace,The Nobel Peace Prize 1971,NA,1/1,529,Individual,Willy Brandt,1913-12-18,Lübeck,Germany,Male,NA,NA,NA,1992-10-08,Unkel,Germany
1971,Physics,The Nobel Prize in Physics 1971,"""for his invention and development of the holographic method""",1/1,93,Individual,Dennis Gabor,1900-06-05,Budapest,Hungary,Male,Imperial College,London,United Kingdom,1979-02-08,London,United Kingdom
1972,Chemistry,The Nobel Prize in Chemistry 1972,"""for his work on ribonuclease, especially concerning the connection between the amino acid sequence and the biologically active conformation""",1/2,241,Individual,Christian B. Anfinsen,1916-03-26,"Monessen, PA",United States of America,Male,National Institutes of Health,"Bethesda, MD",United States of America,1995-05-14,"Randallstown, MD",United States of America
1972,Chemistry,The Nobel Prize in Chemistry 1972,"""for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule""",1/4,242,Individual,Stanford Moore,1913-09-04,"Chicago, IL",United States of America,Male,Rockefeller University,"New York, NY",United States of America,1982-08-23,"New York, NY",United States of America
1972,Chemistry,The Nobel Prize in Chemistry 1972,"""for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule""",1/4,243,Individual,William H. Stein,1911-06-25,"New York, NY",United States of America,Male,Rockefeller University,"New York, NY",United States of America,1980-02-02,"New York, NY",United States of America
1972,Economics,The Sveriges Riksbank Prize in Economic Sciences 1972,"""for their pioneering contributions to general economic equilibrium theory and welfare theory""",1/2,681,Individual,John R. Hicks,1904-04-08,Warwick,United Kingdom,Male,All Souls College,Oxford,United Kingdom,1989-05-20,Blockley,United Kingdom
1972,Economics,The Sveriges Riksbank Prize in Economic Sciences 1972,"""for their pioneering contributions to general economic equilibrium theory and welfare theory""",1/2,682,Individual,Kenneth J. Arrow,1921-08-23,"New York, NY",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,NA,NA,NA
1972,Literature,The Nobel Prize in Literature 1972,"""for his writing which through its combination of a broad perspective on his time and a sensitive skill in characterization has contributed to a renewal of German literature""",1/1,647,Individual,Heinrich Böll,1917-12-21,Cologne,Germany,Male,NA,NA,NA,1985-07-16,Bornheim-Merten,West Germany (Germany)
1972,Medicine,The Nobel Prize in Physiology or Medicine 1972,"""for their discoveries concerning the chemical structure of antibodies""",1/2,398,Individual,Gerald M. Edelman,1929-07-01,"New York, NY",United States of America,Male,Rockefeller University,"New York, NY",United States of America,2014-05-17,"La Jolla, CA",United States of America
1972,Medicine,The Nobel Prize in Physiology or Medicine 1972,"""for their discoveries concerning the chemical structure of antibodies""",1/2,399,Individual,Rodney R. Porter,1917-10-08,Newton-le-Willows,United Kingdom,Male,University of Oxford,Oxford,United Kingdom,1985-09-06,Winchester,United Kingdom
1972,Physics,The Nobel Prize in Physics 1972,"""for their jointly developed theory of superconductivity, usually called the BCS-theory""",1/3,66,Individual,John Bardeen,1908-05-23,"Madison, WI",United States of America,Male,University of Illinois,"Urbana, IL",United States of America,1991-01-30,"Boston, MA",United States of America
1972,Physics,The Nobel Prize in Physics 1972,"""for their jointly developed theory of superconductivity, usually called the BCS-theory""",1/3,95,Individual,Leon Neil Cooper,1930-02-28,"New York, NY",United States of America,Male,Brown University,"Providence, RI",United States of America,NA,NA,NA
1972,Physics,The Nobel Prize in Physics 1972,"""for their jointly developed theory of superconductivity, usually called the BCS-theory""",1/3,96,Individual,John Robert Schrieffer,1931-05-31,"Oak Park, IL",United States of America,Male,University of Pennsylvania,"Philadelphia, PA",United States of America,NA,NA,NA
1973,Chemistry,The Nobel Prize in Chemistry 1973,"""for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds""",1/2,244,Individual,Ernst Otto Fischer,1918-11-10,Munich,Germany,Male,Technical University,Munich,Federal Republic of Germany,2007-07-23,Munich,Germany
1973,Chemistry,The Nobel Prize in Chemistry 1973,"""for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds""",1/2,245,Individual,Geoffrey Wilkinson,1921-07-14,Todmorden,United Kingdom,Male,Imperial College,London,United Kingdom,1996-09-26,London,United Kingdom
1973,Economics,The Sveriges Riksbank Prize in Economic Sciences 1973,"""for the development of the input-output method and for its application to important economic problems""",1/1,683,Individual,Wassily Leontief,1906-08-05,St. Petersburg,Russia,Male,Harvard University,"Cambridge, MA",United States of America,1999-02-05,"New York, NY",United States of America
1973,Literature,The Nobel Prize in Literature 1973,"""for an epic and psychological narrative art which has introduced a new continent into literature""",1/1,648,Individual,Patrick White,1912-05-28,London,United Kingdom,Male,NA,NA,NA,1990-09-30,Sydney,Australia
1973,Medicine,The Nobel Prize in Physiology or Medicine 1973,"""for their discoveries concerning organization and elicitation of individual and social behaviour patterns""",1/3,400,Individual,Karl von Frisch,1886-11-20,Vienna,Austria,Male,Zoologisches Institut der Universität München,Munich,Federal Republic of Germany,1982-06-12,Munich,West Germany (Germany)
1973,Medicine,The Nobel Prize in Physiology or Medicine 1973,"""for their discoveries concerning organization and elicitation of individual and social behaviour patterns""",1/3,401,Individual,Konrad Lorenz,1903-11-07,Vienna,Austria,Male,"Konrad-Lorenz-Institut der Österreichischen Akademie der Wissen­schaften, Forschungsstelle für Ethologie",Altenberg; Grünau im Almtal,Austria,1989-02-27,Vienna,Austria
1973,Medicine,The Nobel Prize in Physiology or Medicine 1973,"""for their discoveries concerning organization and elicitation of individual and social behaviour patterns""",1/3,402,Individual,Nikolaas Tinbergen,1907-04-15,the Hague,Netherlands,Male,University of Oxford,Oxford,United Kingdom,1988-12-21,Oxford,United Kingdom
1973,Peace,The Nobel Peace Prize 1973,NA,1/2,530,Individual,Henry A. Kissinger,1923-05-27,Fürth,Germany,Male,NA,NA,NA,NA,NA,NA
1973,Peace,The Nobel Peace Prize 1973,NA,1/2,531,Organization,Le Duc Tho,1911-10-14,Nam Ha province,Vietnam,Male,NA,NA,NA,1990-10-13,Hanoi,Vietnam
1973,Physics,The Nobel Prize in Physics 1973,"""for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors, respectively""",1/4,97,Individual,Leo Esaki,1925-03-12,Osaka,Japan,Male,IBM Thomas J. Watson Research Center,"Yorktown Heights, NY",United States of America,NA,NA,NA
1973,Physics,The Nobel Prize in Physics 1973,"""for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors, respectively""",1/4,98,Individual,Ivar Giaever,1929-04-05,Bergen,Norway,Male,General Electric Company,"Schenectady, NY",United States of America,NA,NA,NA
1973,Physics,The Nobel Prize in Physics 1973,"""for his theoretical predictions of the properties of a supercurrent through a tunnel barrier, in particular those phenomena which are generally known as the Josephson effects""",1/2,99,Individual,Brian David Josephson,1940-01-04,Cardiff,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,NA,NA,NA
1974,Chemistry,The Nobel Prize in Chemistry 1974,"""for his fundamental achievements, both theoretical and experimental, in the physical chemistry of the macromolecules""",1/1,246,Individual,Paul J. Flory,1910-06-19,"Sterling, IL",United States of America,Male,Stanford University,"Stanford, CA",United States of America,1985-09-08,"Big Sur, CA",United States of America
1974,Economics,The Sveriges Riksbank Prize in Economic Sciences 1974,"""for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic, social and institutional phenomena""",1/2,684,Individual,Gunnar Myrdal,1898-12-06,Skattungbyn,Sweden,Male,NA,NA,NA,1987-05-17,Stockholm,Sweden
1974,Economics,The Sveriges Riksbank Prize in Economic Sciences 1974,"""for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic, social and institutional phenomena""",1/2,685,Individual,Friedrich August von Hayek,1899-05-08,Vienna,Austria,Male,NA,NA,NA,1992-03-23,Freiburg,Germany
1974,Literature,The Nobel Prize in Literature 1974,"""for a narrative art, far-seeing in lands and ages, in the service of freedom""",1/2,649,Individual,Eyvind Johnson,1900-07-29,Svartbjörnsbyn,Sweden,Male,NA,NA,NA,1976-08-25,Stockholm,Sweden
1974,Literature,The Nobel Prize in Literature 1974,"""for writings that catch the dewdrop and reflect the cosmos""",1/2,650,Individual,Harry Martinson,1904-05-06,Jämshög,Sweden,Male,NA,NA,NA,1978-02-11,Stockholm,Sweden
1974,Medicine,The Nobel Prize in Physiology or Medicine 1974,"""for their discoveries concerning the structural and functional organization of the cell""",1/3,403,Individual,Albert Claude,1898-08-24,Longlier,Belgium,Male,Université Catholique de Louvain,Louvain,Belgium,1983-05-22,Brussels,Belgium
1974,Medicine,The Nobel Prize in Physiology or Medicine 1974,"""for their discoveries concerning the structural and functional organization of the cell""",1/3,404,Individual,Christian de Duve,1917-10-02,Thames Ditton,United Kingdom,Male,Rockefeller University,"New York, NY",United States of America,2013-05-04,Nethen,Belgium
1974,Medicine,The Nobel Prize in Physiology or Medicine 1974,"""for their discoveries concerning the structural and functional organization of the cell""",1/3,404,Individual,Christian de Duve,1917-10-02,Thames Ditton,United Kingdom,Male,Université Catholique de Louvain,Louvain,Belgium,2013-05-04,Nethen,Belgium
1974,Medicine,The Nobel Prize in Physiology or Medicine 1974,"""for their discoveries concerning the structural and functional organization of the cell""",1/3,405,Individual,George E. Palade,1912-11-19,Iasi,Romania,Male,"Yale University, School of Medicine","New Haven, CT",United States of America,2008-10-07,"Del Mar, CA",United States of America
1974,Peace,The Nobel Peace Prize 1974,NA,1/2,532,Individual,Seán MacBride,1904-01-26,Paris,France,Male,NA,NA,NA,1988-01-15,Dublin,Ireland
1974,Peace,The Nobel Peace Prize 1974,NA,1/2,533,Individual,Eisaku Sato,1901-03-27,Tabuse,Japan,Male,NA,NA,NA,1975-06-03,Tokyo,Japan
1974,Physics,The Nobel Prize in Physics 1974,"""for their pioneering research in radio astrophysics: Ryle for his observations and inventions, in particular of the aperture synthesis technique, and Hewish for his decisive role in the discovery of pulsars""",1/2,100,Individual,Sir Martin Ryle,1918-09-27,Brighton,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,1984-10-14,Cambridge,United Kingdom
1974,Physics,The Nobel Prize in Physics 1974,"""for their pioneering research in radio astrophysics: Ryle for his observations and inventions, in particular of the aperture synthesis technique, and Hewish for his decisive role in the discovery of pulsars""",1/2,101,Individual,Antony Hewish,1924-05-11,Fowey,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,NA,NA,NA
1975,Chemistry,The Nobel Prize in Chemistry 1975,"""for his work on the stereochemistry of enzyme-catalyzed reactions""",1/2,247,Individual,John Warcup Cornforth,1917-09-07,Sydney,Australia,Male,University of Sussex,Brighton,United Kingdom,2013-12-08,NA,NA
1975,Chemistry,The Nobel Prize in Chemistry 1975,"""for his research into the stereochemistry of organic molecules and reactions""",1/2,248,Individual,Vladimir Prelog,1906-07-23,Sarajevo,Austria-Hungary (Bosnia and Herzegovina),Male,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,1998-01-07,Zurich,Switzerland
1975,Economics,The Sveriges Riksbank Prize in Economic Sciences 1975,"""for their contributions to the theory of optimum allocation of resources""",1/2,686,Individual,Leonid Vitaliyevich Kantorovich,1912-01-19,St. Petersburg,Russian Empire (Russia),Male,Academy of Sciences,Moscow,Union of Soviet Socialist Republics,1986-04-07,Moscow,Union of Soviet Socialist Republics (Russia)
1975,Economics,The Sveriges Riksbank Prize in Economic Sciences 1975,"""for their contributions to the theory of optimum allocation of resources""",1/2,687,Individual,Tjalling C. Koopmans,1910-08-28,'s Graveland,Netherlands,Male,Yale University,"New Haven, CT",United States of America,1985-02-26,"New Haven, CT",United States of America
1975,Literature,The Nobel Prize in Literature 1975,"""for his distinctive poetry which, with great artistic sensitivity, has interpreted human values under the sign of an outlook on life with no illusions""",1/1,651,Individual,Eugenio Montale,1896-10-12,Genoa,Italy,Male,NA,NA,NA,1981-09-12,Milan,Italy
1975,Medicine,The Nobel Prize in Physiology or Medicine 1975,"""for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell""",1/3,406,Individual,David Baltimore,1938-03-07,"New York, NY",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,NA,NA,NA
1975,Medicine,The Nobel Prize in Physiology or Medicine 1975,"""for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell""",1/3,407,Individual,Renato Dulbecco,1914-02-22,Catanzaro,Italy,Male,Imperial Cancer Research Fund Laboratory,London,United Kingdom,2012-02-19,"La Jolla, CA",United States of America
1975,Medicine,The Nobel Prize in Physiology or Medicine 1975,"""for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell""",1/3,408,Individual,Howard Martin Temin,1934-12-10,"Philadelphia, PA",United States of America,Male,University of Wisconsin,"Madison, WI",United States of America,1994-02-09,"Madison, WI",United States of America
1975,Peace,The Nobel Peace Prize 1975,NA,1/1,534,Individual,Andrei Dmitrievich Sakharov,1921-05-21,Moscow,Russia,Male,NA,NA,NA,1989-12-14,Moscow,Union of Soviet Socialist Republics (Russia)
1975,Physics,The Nobel Prize in Physics 1975,"""for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection""",1/3,102,Individual,Aage Niels Bohr,1922-06-19,Copenhagen,Denmark,Male,Niels Bohr Institute,Copenhagen,Denmark,2009-09-08,Copenhagen,Denmark
1975,Physics,The Nobel Prize in Physics 1975,"""for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection""",1/3,103,Individual,Ben Roy Mottelson,1926-07-09,"Chicago, IL",United States of America,Male,Nordita,Copenhagen,Denmark,NA,NA,NA
1975,Physics,The Nobel Prize in Physics 1975,"""for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection""",1/3,104,Individual,Leo James Rainwater,1917-12-09,"Council, ID",United States of America,Male,Columbia University,"New York, NY",United States of America,1986-03-31,"Yonkers, NY",United States of America
1976,Chemistry,The Nobel Prize in Chemistry 1976,"""for his studies on the structure of boranes illuminating problems of chemical bonding""",1/1,249,Individual,William N. Lipscomb,1919-12-09,"Cleveland, OH",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,2011-04-14,"Cambridge, MA",United States of America
1976,Economics,The Sveriges Riksbank Prize in Economic Sciences 1976,"""for his achievements in the fields of consumption analysis, monetary history and theory and for his demonstration of the complexity of stabilization policy""",1/1,688,Individual,Milton Friedman,1912-07-31,"Brooklyn, NY",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,2006-11-16,"San Francisco, CA",United States of America
1976,Literature,The Nobel Prize in Literature 1976,"""for the human understanding and subtle analysis of contemporary culture that are combined in his work""",1/1,652,Individual,Saul Bellow,1915-06-10,Montreal,Canada,Male,NA,NA,NA,2005-04-05,"Brookline, MA",United States of America
1976,Medicine,The Nobel Prize in Physiology or Medicine 1976,"""for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases""",1/2,409,Individual,Baruch S. Blumberg,1925-07-28,"New York, NY",United States of America,Male,The Institute for Cancer Research,"Philadelphia, PA",United States of America,2011-04-05,"Moffett Field, CA",United States of America
1976,Medicine,The Nobel Prize in Physiology or Medicine 1976,"""for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases""",1/2,410,Individual,D. Carleton Gajdusek,1923-09-09,"Yonkers, NY",United States of America,Male,National Institutes of Health,"Bethesda, MD",United States of America,2008-12-12,Tromsø,Norway
1976,Peace,The Nobel Peace Prize 1976,NA,1/2,535,Individual,Betty Williams,1943-05-22,Belfast,Northern Ireland,Female,NA,NA,NA,NA,NA,NA
1976,Peace,The Nobel Peace Prize 1976,NA,1/2,536,Individual,Mairead Corrigan,1944-01-27,Belfast,Northern Ireland,Female,NA,NA,NA,NA,NA,NA
1976,Physics,The Nobel Prize in Physics 1976,"""for their pioneering work in the discovery of a heavy elementary particle of a new kind""",1/2,105,Individual,Burton Richter,1931-03-22,"Brooklyn, NY",United States of America,Male,Stanford Linear Accelerator Center,"Stanford, CA",United States of America,NA,NA,NA
1976,Physics,The Nobel Prize in Physics 1976,"""for their pioneering work in the discovery of a heavy elementary particle of a new kind""",1/2,106,Individual,Samuel Chao Chung Ting,1936-01-27,"Ann Arbor, MI",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,NA,NA,NA
1977,Chemistry,The Nobel Prize in Chemistry 1977,"""for his contributions to non-equilibrium thermodynamics, particularly the theory of dissipative structures""",1/1,250,Individual,Ilya Prigogine,1917-01-25,Moscow,Russia,Male,Université Libre de Bruxelles,Brussels,Belgium,2003-05-28,Brussels,Belgium
1977,Chemistry,The Nobel Prize in Chemistry 1977,"""for his contributions to non-equilibrium thermodynamics, particularly the theory of dissipative structures""",1/1,250,Individual,Ilya Prigogine,1917-01-25,Moscow,Russia,Male,University of Texas,"Austin, TX",United States of America,2003-05-28,Brussels,Belgium
1977,Economics,The Sveriges Riksbank Prize in Economic Sciences 1977,"""for their pathbreaking contribution to the theory of international trade and international capital movements""",1/2,689,Individual,Bertil Ohlin,1899-04-23,Klippan,Sweden,Male,Stockholm School of Economics,Stockholm,Sweden,1979-08-03,Vålådalen,Sweden
1977,Economics,The Sveriges Riksbank Prize in Economic Sciences 1977,"""for their pathbreaking contribution to the theory of international trade and international capital movements""",1/2,690,Individual,James E. Meade,1907-06-23,Swanage,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,1995-12-22,Cambridge,United Kingdom
1977,Literature,The Nobel Prize in Literature 1977,"""for a creative poetic writing which illuminates man's condition in the cosmos and in present-day society, at the same time representing the great renewal of the traditions of Spanish poetry between the wars""",1/1,653,Individual,Vicente Aleixandre,1898-04-26,Sevilla,Spain,Male,NA,NA,NA,1984-12-14,Madrid,Spain
1977,Medicine,The Nobel Prize in Physiology or Medicine 1977,"""for their discoveries concerning the peptide hormone production of the brain""",1/4,411,Individual,Roger Guillemin,1924-01-11,Dijon,France,Male,The Salk Institute,"San Diego, CA",United States of America,NA,NA,NA
1977,Medicine,The Nobel Prize in Physiology or Medicine 1977,"""for their discoveries concerning the peptide hormone production of the brain""",1/4,412,Individual,Andrew V. Schally,1926-11-30,Wilno (Vilnius),Poland (Lithuania),Male,Veterans Administration Hospital,"New Orleans, LA",United States of America,NA,NA,NA
1977,Medicine,The Nobel Prize in Physiology or Medicine 1977,"""for the development of radioimmunoassays of peptide hormones""",1/2,413,Individual,Rosalyn Yalow,1921-07-19,"New York, NY",United States of America,Female,Veterans Administration Hospital,"Bronx, NY",United States of America,2011-05-30,"New York, NY",United States of America
1977,Peace,The Nobel Peace Prize 1977,NA,1/1,537,Organization,Amnesty International,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1977,Physics,The Nobel Prize in Physics 1977,"""for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems""",1/3,107,Individual,Philip Warren Anderson,1923-12-13,"Indianapolis, IN",United States of America,Male,Bell Telephone Laboratories,"Murray Hill, NJ",United States of America,NA,NA,NA
1977,Physics,The Nobel Prize in Physics 1977,"""for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems""",1/3,108,Individual,Sir Nevill Francis Mott,1905-09-30,Leeds,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,1996-08-08,Milton Keynes,United Kingdom
1977,Physics,The Nobel Prize in Physics 1977,"""for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems""",1/3,109,Individual,John Hasbrouck van Vleck,1899-03-13,"Middletown, CT",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,1980-10-27,"Cambridge, MA",United States of America
1978,Chemistry,The Nobel Prize in Chemistry 1978,"""for his contribution to the understanding of biological energy transfer through the formulation of the chemiosmotic theory""",1/1,251,Individual,Peter D. Mitchell,1920-09-29,Mitcham,United Kingdom,Male,Glynn Research Laboratories,Bodmin,United Kingdom,1992-04-10,Bodmin,United Kingdom
1978,Economics,The Sveriges Riksbank Prize in Economic Sciences 1978,"""for his pioneering research into the decision-making process within economic organizations""",1/1,691,Individual,Herbert A. Simon,1916-06-15,"Milwaukee, WI",United States of America,Male,Carnegie Mellon University,"Pittsburgh, PA",United States of America,2001-02-09,"Pittsburgh, PA",United States of America
1978,Literature,The Nobel Prize in Literature 1978,"""for his impassioned narrative art which, with roots in a Polish-Jewish cultural tradition, brings universal human conditions to life""",1/1,654,Individual,Isaac Bashevis Singer,1904-07-14,Leoncin,Russian Empire (Poland),Male,NA,NA,NA,1991-07-24,"Surfside, FL",United States of America
1978,Medicine,The Nobel Prize in Physiology or Medicine 1978,"""for the discovery of restriction enzymes and their application to problems of molecular genetics""",1/3,414,Individual,Werner Arber,1929-06-03,Gränichen,Switzerland,Male,Biozentrum der Universität,Basel,Switzerland,NA,NA,NA
1978,Medicine,The Nobel Prize in Physiology or Medicine 1978,"""for the discovery of restriction enzymes and their application to problems of molecular genetics""",1/3,415,Individual,Daniel Nathans,1928-10-30,"Wilmington, DE",United States of America,Male,Johns Hopkins University School of Medicine,"Baltimore, MD",United States of America,1999-11-16,"Baltimore, MD",United States of America
1978,Medicine,The Nobel Prize in Physiology or Medicine 1978,"""for the discovery of restriction enzymes and their application to problems of molecular genetics""",1/3,416,Individual,Hamilton O. Smith,1931-08-23,"New York, NY",United States of America,Male,Johns Hopkins University School of Medicine,"Baltimore, MD",United States of America,NA,NA,NA
1978,Peace,The Nobel Peace Prize 1978,NA,1/2,538,Individual,Mohamed Anwar al-Sadat,1918-12-25,Mit Abu al-Kawm,Egypt,Male,NA,NA,NA,1981-10-06,Cairo,Egypt
1978,Peace,The Nobel Peace Prize 1978,NA,1/2,539,Individual,Menachem Begin,1913-08-16,Brest Litovsk,Russian Empire (Belarus),Male,NA,NA,NA,1992-03-09,Tel Aviv,Israel
1978,Physics,The Nobel Prize in Physics 1978,"""for his basic inventions and discoveries in the area of low-temperature physics""",1/2,110,Individual,Pyotr Leonidovich Kapitsa,1894-07-09,Kronshtadt,Russian Empire (Russia),Male,Academy of Sciences,Moscow,Union of Soviet Socialist Republics,1984-04-08,Moscow,Union of Soviet Socialist Republics (Russia)
1978,Physics,The Nobel Prize in Physics 1978,"""for their discovery of cosmic microwave background radiation""",1/4,111,Individual,Arno Allan Penzias,1933-04-26,Munich,Germany,Male,Bell Laboratories,"Holmdel, NJ",United States of America,NA,NA,NA
1978,Physics,The Nobel Prize in Physics 1978,"""for their discovery of cosmic microwave background radiation""",1/4,112,Individual,Robert Woodrow Wilson,1936-01-10,"Houston, TX",United States of America,Male,Bell Laboratories,"Holmdel, NJ",United States of America,NA,NA,NA
1979,Chemistry,The Nobel Prize in Chemistry 1979,"""for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis""",1/2,252,Individual,Herbert C. Brown,1912-05-22,London,United Kingdom,Male,Purdue University,"West Lafayette, IN",United States of America,2004-12-19,"Lafayette, IN",United States of America
1979,Chemistry,The Nobel Prize in Chemistry 1979,"""for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis""",1/2,253,Individual,Georg Wittig,1897-06-16,Berlin,Germany,Male,University of Heidelberg,Heidelberg,Federal Republic of Germany,1987-08-26,Heidelberg,West Germany (Germany)
1979,Economics,The Sveriges Riksbank Prize in Economic Sciences 1979,"""for their pioneering research into economic development research with particular consideration of the problems of developing countries""",1/2,692,Individual,Theodore W. Schultz,1902-04-30,"Arlington, SD",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,1998-02-26,"Evanston, IL",United States of America
1979,Economics,The Sveriges Riksbank Prize in Economic Sciences 1979,"""for their pioneering research into economic development research with particular consideration of the problems of developing countries""",1/2,693,Individual,Sir Arthur Lewis,1915-01-23,Castries,British West Indies (Saint Lucia),Male,Princeton University,"Princeton, NJ",United States of America,1991-06-15,Bridgetown,Barbados
1979,Literature,The Nobel Prize in Literature 1979,"""for his poetry, which, against the background of Greek tradition, depicts with sensuous strength and intellectual clear-sightedness modern man's struggle for freedom and creativeness""",1/1,655,Individual,Odysseus Elytis,1911-11-02,Iráklion,Crete (Greece),Male,NA,NA,NA,1996-03-18,Athens,Greece
1979,Medicine,The Nobel Prize in Physiology or Medicine 1979,"""for the development of computer assisted tomography""",1/2,417,Individual,Allan M. Cormack,1924-02-23,Johannesburg,South Africa,Male,Tufts University,"Medford, MA",United States of America,1998-05-07,"Winchester, MA",United States of America
1979,Medicine,The Nobel Prize in Physiology or Medicine 1979,"""for the development of computer assisted tomography""",1/2,418,Individual,Godfrey N. Hounsfield,1919-08-28,Newark,United Kingdom,Male,"Central Research Laboratories, EMI",London,United Kingdom,2004-08-12,Kingston upon Thames,United Kingdom
1979,Peace,The Nobel Peace Prize 1979,NA,1/1,540,Organization,Mother Teresa,1910-08-26,Uskup (Skopje),Ottoman Empire (Republic of Macedonia),Female,NA,NA,NA,1997-09-05,Calcutta,India
1979,Physics,The Nobel Prize in Physics 1979,"""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current""",1/3,113,Individual,Sheldon Lee Glashow,1932-12-05,"New York, NY",United States of America,Male,"Harvard University, Lyman Laboratory","Cambridge, MA",United States of America,NA,NA,NA
1979,Physics,The Nobel Prize in Physics 1979,"""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current""",1/3,114,Individual,Abdus Salam,1926-01-29,Jhang Maghi&#257;na,India (Pakistan),Male,International Centre for Theoretical Physics,Trieste,Italy,1996-11-21,Oxford,United Kingdom
1979,Physics,The Nobel Prize in Physics 1979,"""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current""",1/3,114,Individual,Abdus Salam,1926-01-29,Jhang Maghi&#257;na,India (Pakistan),Male,Imperial College,London,United Kingdom,1996-11-21,Oxford,United Kingdom
1979,Physics,The Nobel Prize in Physics 1979,"""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current""",1/3,115,Individual,Steven Weinberg,1933-05-03,"New York, NY",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,NA,NA,NA
1980,Chemistry,The Nobel Prize in Chemistry 1980,"""for their contributions concerning the determination of base sequences in nucleic acids""",1/4,222,Individual,Frederick Sanger,1918-08-13,Rendcombe,United Kingdom,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,2013-11-19,Cambridge,United Kingdom
