Field,Laureate ID,Laureate name,Prize year,Title,Pub year,Paper ID,Additional information
Chemistry,20151,"windaus, a",1928,untersuchungen uber die konstitution des colchicins,1924,1987925710,
Chemistry,20151,"windaus, a",1928,uber ein in chloroform unlosliches glykosid aus digitalis blattern das gitoxin,1925,2031036703,
Chemistry,20152,"wieland, h",1927,uber den mechanismus der oxydationsvorgange,1922,2314460680,
Chemistry,20153,"svedberg, t",1926,the ultra centrifuge a new instrument for the determination of size and distribution of size of particle in amicroscopic colloids,1924,2329751713,
Chemistry,20153,"svedberg, t",1926,determination of size and distribution of size of particle by centrifugal methods,1923,2334422461,
Chemistry,20154,"zsigmondy, r",1925,uber sichtbarmachung und grosenbestimmung ultramikoskopischer teilchen mit besonderer anwendung auf goldrubinglaser,1902,1981124145,
Chemistry,20155,fritz pregl,1923,method of determination of carbon and hydrogen in organic compounds,1905,,Not find in MAG dataset
Chemistry,20156,"aston, f",1922,the possibility of separating isotopes.,1919,,Not find in MAG dataset
Chemistry,20157,"soddy, f",1921,the density of lead from ceylon thorite,1915,1988813223,
Chemistry,20157,"soddy, f",1921,the origin of actinium,1913,1992056649,
Chemistry,20157,"soddy, f",1921,cxxxii the atomic weight of lead from ceylon thorite,1914,2028328651,
Chemistry,20158,"nernst, w",1920,spezifische warme und quantentheorie,1911,1921764522,
Chemistry,20158,"nernst, w",1920,der energieinhalt fester stoffe,1911,2059200827,
Chemistry,20159,"haber, f",1918,uber die technische darstellung von ammoniak aus den elementen,1913,1949899304,
Chemistry,20160,"willstatter, r",1915,zur kenntnis der hydrolyse von cellulose i,1913,1968331280,
Chemistry,20160,"willstatter, r",1915,untersuchungen uber die anthocyane i uber den farbstoff der kornblume,1913,1973911009,
Chemistry,20161,"richards, t",1914,revision des atomgewichtes von casium,1903,1542301768,
Chemistry,20161,"richards, t",1914,a revision of the atomic weights of sodium and chlorine 1,1905,2077742339,
Chemistry,20161,"richards, t",1914,revision der atomgewichte von natrium und chlor,1905,2089851537,
Chemistry,20162,victor grignard,1912,regarding some new organometallic combinations of magnesium and their application to alcohol synthesis and hydrocarbides.,1900,,Not find in MAG dataset
Chemistry,20163,"rutherford, e",1908,lxxxiv the radioactivity of thorium compounds ii the cause and nature of radioactivity,1902,2035526860,
Medicine,30001,"ohsumi, y",2016,isolation and characterization of autophagy defective mutants of saccharomyces cerevisiae,1993,2011580247,
Medicine,30001,"ohsumi, y",2016,autophagy in yeast demonstrated with proteinase deficient mutants and conditions for its induction,1992,2126801593,
Medicine,30002,youyou tu,2015,A new sesquiterpene lactone-qinghaosu,1977,,"Tu volunteered to be the first human subject. ""As head of this research group, I had the responsibility"" she said. It was safe, so she conducted successful clinical trials with human patients. Her work was published anonymously in 1977"
Medicine,30003,"omura, s",2015,avermectins new family of potent anthelmintic agents producing organism and fermentation,1979,2082909688,
Medicine,30004,"campbell, wc",2015,avermectins new family of potent anthelmintic agents efficacy of the b1a component,1979,2112130390,
Medicine,30005,"moser, ei",2014,microstructure of a spatial map in the entorhinal cortex,2005,1970792572,
Medicine,30006,"okeefe, j",2014,the hippocampus as a spatial map preliminary evidence from unit activity in the freely moving rat,1971,2052515926,
Medicine,30007,"moser, mb",2014,microstructure of a spatial map in the entorhinal cortex,2005,1970792572,
Medicine,30008,"sudhof, tc",2013,phospholipid binding by a synaptic vesicle protein homologous to the regulatory region of protein kinase c,1990,1967817609,
Medicine,30008,"sudhof, tc",2013,synaptotagmin a calcium sensor on the synaptic vesicle surface,1992,1976283234,
Medicine,30008,"sudhof, tc",2013,botulinum neurotoxin a selectively cleaves the synaptic protein snap 25,1993,2007982098,
Medicine,30008,"sudhof, tc",2013,synaptotagmin i a major ca2 sensor for transmitter release at a central synapse,1994,2165302477,
Medicine,30009,"schekman, r",2013,secretion and cell surface growth are blocked in a temperature sensitive mutant of saccharomyces cerevisiae,1979,1966446749,
Medicine,30009,"schekman, r",2013,identification of 23 complementation groups required for post translational events in the yeast secretory pathway,1980,2059775037,
Medicine,30010,"rothman, je",2013,a protein assembly disassembly pathway in vitro that may correspond to sequential steps of synaptic vesicle docking activation and fusion,1993,1971016259,
Medicine,30010,"rothman, je",2013,visualizing secretion and synaptic transmission with ph sensitive green fluorescent proteins,1998,2016166286,
Medicine,30010,"rothman, je",2013,snarepins minimal machinery for membrane fusion,1998,2027775552,
Medicine,30010,"rothman, je",2013,snap receptors implicated in vesicle targeting and fusion,1993,2085680244,
Medicine,30011,"yamanaka, s",2012,induction of pluripotent stem cells from mouse embryonic and adult fibroblast cultures by defined factors,2006,2125987139,
Medicine,30011,"yamanaka, s",2012,induction of pluripotent stem cells from adult human fibroblasts by defined factors,2007,2138977668,
Medicine,30012,"gurdon, jb",2012,adult frogs derived from the nuclei of single somatic cells,1962,2094753906,
Medicine,30012,"gurdon, jb",2012,the developmental capacity of nuclei taken from intestinal epithelium cells of feeding tadpoles,1962,2153824299,
Medicine,30013,"steinman, rm",2011,identification of a novel cell type in peripheral lymphoid organs of mice i morphology quantitation tissue distribution,1973,2145049340,
Medicine,30014,"hoffmann, ja",2011,the dorsoventral regulatory gene cassette controls the potent antifungal response in drosophila adults,1996,277392156,
Medicine,30014,"hoffmann, ja",2011,the dorsoventral regulatory gene cassette spatzle toll cactus controls the potent antifungal response in drosophila adults,1996,2137590150,
Medicine,30015,"beutler, b",2011,defective lps signaling in c3h hej and c57bl 10sccr mice mutations in tlr4 gene,1998,2129319296,
Medicine,30016,"edwards, rg",2010,birth after the reimplantation of a human embryo,1978,2069463805,
Medicine,30017,"szostak, jw",2009,cloning yeast telomeres on linear plasmid vectors,1982,1977437036,
Medicine,30018,"greider, cw",2009,identification of a specific telomere terminal transferase activity in tetrahymena extracts,1985,2122740168,
Medicine,30019,"blackburn, eh",2009,cloning yeast telomeres on linear plasmid vectors,1982,1977437036,
Medicine,30019,"blackburn, eh",2009,identification of a specific telomere terminal transferase activity in tetrahymena extracts,1985,2122740168,
Medicine,30020,"barresinoussi, f",2008,isolation of a t lymphotropic retrovirus from a patient at risk for acquired immune deficiency syndrome aids,1983,1977282539,
Medicine,30021,"hausen, hz",2008,a new type of papillomavirus dna its presence in genital cancer biopsies and in cell lines derived from cervical cancer,1984,1722478811,
Medicine,30022,"montagnier, l",2008,isolation of a t lymphotropic retrovirus from a patient at risk for acquired immune deficiency syndrome aids,1983,1977282539,
Medicine,30023,"evans, mj",2007,establishment in culture of pluripotential cells from mouse embryos,1981,2045899482,"DNA carries organisms' genomes and also determines their vital processes. The ability to artificially alter DNA opens the way to both new scientific understanding and new treatment methods for various illnesses. In 1981 Sir Martin J. Evans managed to cultivate what are referred to as embryonic stem cells from mice. This achievement opened the way to producing living mice with modified genomes. This advancement allowed Mario Capecchi and Oliver Smithies to breed live mice with specific genes inactivated, making it possible to elucidate these genes' functions."
Medicine,30024,"capecchi, mr",2007,site directed mutagenesis by gene targeting in mouse embryo derived stem cells,1987,1993834457,
Medicine,30024,"capecchi, mr",2007,high efficiency transformation by direct microinjection of dna into cultured mammalian cells,1980,2061555550,
Medicine,30025,"smithies, o",2007,a comprehensive set of sequence analysis programs for the vax,1984,2009310436,
Medicine,30025,"smithies, o",2007,targetted correction of a mutant hprt gene in mouse embryonic stem cells,1987,2032002636,
Medicine,30026,"mello, cc",2006,potent and specific genetic interference by double stranded rna in caenorhabditis elegans,1998,1647075334,
Medicine,30027,"fire, a",2006,potent and specific genetic interference by double stranded rna in caenorhabditis elegans,1998,1647075334,
Medicine,30028,"warren, jr",2005,unidentified curved bacilli in the stomach of patients with gastritis and peptic ulceration,1984,2143107875,
Medicine,30029,"marshall, bj",2005,unidentified curved bacilli in the stomach of patients with gastritis and peptic ulceration,1984,2143107875,
Medicine,30030,"buck, l",2004,a novel multigene family may encode odorant receptors a molecular basis for odor recognition,1991,2097186487,
Medicine,30031,"axel, r",2004,a novel multigene family may encode odorant receptors a molecular basis for odor recognition,1991,2097186487,
Medicine,30032,"mansfield, p",2003,multi planar image formation using nmr spin echoes,1977,2065113098,
Medicine,30033,"lauterbur, pc",2003,image formation by induced local interactions examples employing nuclear magnetic resonance,1973,2020623316,
Medicine,30034,"horvitz, hr",2002,genetic control of programmed cell death in the nematode c elegans,1986,1969331809,
Medicine,30035,"brenner, s",2002,the genetics of caenorhabditis elegans,1974,1944127002,
Medicine,30036,"sulston, je",2002,post embryonic cell lineages of the nematode caenorhabditis elegans,1977,1986006829,
Medicine,30037,"nurse, p",2001,complementation used to clone a human homologue of the fission yeast cell cycle control gene cdc2,1987,1980585800,
Medicine,30037,"nurse, p",2001,negative regulation of mitosis by wee1 a gene encoding a protein kinase homolog,1987,2038340312,
Medicine,30038,"hunt, t",2001,cyclin a protein specified by maternal mrna in sea urchin eggs that is destroyed at each cleavage division,1983,2090827556,
Medicine,30039,"hartwell, lh",2001,genetic control of the cell division cycle in yeast iv genes controlling bud emergence and cytokinesis,1971,2057764157,
Medicine,30040,"kandel, er",2000,neuronal correlates of habituation and dishabituation of the gill withdrawal reflex in aplysia,1970,2149101054,
Medicine,30041,greengar.p,2000,cyclic nucleotide dependent protein kinases iv widespread occurrence of adenosine 3 5 monophosphate dependent protein kinase in various tissues and phyla of the animal kingdom,1969,2013216313,
Medicine,30042,"carlsson, a",2000,a fluorimetric method for the determination of dopamine 3 hydroxytyramine,1958,2021432299,
Medicine,30042,"carlsson, a",2000,a method for the fluorimetric determination of adrenaline and noradrenaline in tissues 1,1958,2055404553,
Medicine,30042,"carlsson, a",2000,3 4 dihydroxyphenylalanine and 5 hydroxytryptophan as reserpine antagonists,1957,2085518524,
Medicine,30043,"blobel, g",1999,transfer of proteins across membranes i presence of proteolytically processed and unprocessed nascent immunoglobulin light chains on membrane bound ribosomes of murine myeloma,1975,2146923243,
Medicine,30044,"murad, f",1998,stimulation of guanylate cyclase by sodium nitroprusside nitroglycerin and nitric oxide in various tissue preparations and comparison to the effects of sodium azide and hydroxylamine,1977,43833714,
Medicine,30044,"murad, f",1998,nitric oxide activates guanylate cyclase and increases guanosine 3 5 cyclic monophosphate levels in various tissue preparations,1977,2000075945,
Medicine,30045,"furchgott, rf",1998,phosphodiesterase inhibitors induce endothelium dependent relaxation of rat and rabbit aorta by potentiating the effects of spontaneously released endothelium derived relaxing factor,1986,1942534618,
Medicine,30045,"furchgott, rf",1998,the obligatory role of endothelial cells in the relaxation of arterial smooth muscle by acetylcholine,1980,2169182236,
Medicine,30045,"furchgott, rf",1998,depression of contractile responses in rat aorta by spontaneously released endothelium derived relaxing factor,1986,2311393071,
Medicine,30046,"ignarro, lj",1998,endothelium derived relaxing factor from pulmonary artery and vein possesses pharmacologic and chemical properties identical to those of nitric oxide radical,1987,1992718978,
Medicine,30046,"ignarro, lj",1998,endothelium derived relaxing factor produced and released from artery and vein is nitric oxide,1987,2092145002,
Medicine,30047,"prusiner, sb",1997,novel proteinaceous infectious particles cause scrapie,1982,2013679718,
Medicine,30048,zinkerna.rm,1996,restriction of in vitro t cell mediated cytotoxicity in lymphocytic choriomeningitis within a syngeneic or semiallogeneic system,1974,1985774274,
Medicine,30048,zinkerna.rm,1996,immunological surveillance against altered self components by sensitised t lymphocytes in lymphocytic choriomeningitis,1974,1998240361,
Medicine,30049,"doherty, pc",1996,restriction of in vitro t cell mediated cytotoxicity in lymphocytic choriomeningitis within a syngeneic or semiallogeneic system,1974,1985774274,
Medicine,30049,"doherty, pc",1996,immunological surveillance against altered self components by sensitised t lymphocytes in lymphocytic choriomeningitis,1974,1998240361,
Medicine,30050,"nussleinvolhard, c",1995,mutations affecting segment number and polarity in drosophila,1980,2000572318,
Medicine,30051,"wieschaus, e",1995,mutations affecting segment number and polarity in drosophila,1980,2000572318,
Medicine,30052,"lewis, eb",1995,a gene complex controlling segmentation in drosophila,1978,2006788765,
Medicine,30053,"rodbell, m",1994,the glucagon sensitive adenyl cyclase system in plasma membranes of rat liver iv effects of guanyl nucleotides on binding of 125i glucagon,1971,1490796893,
Medicine,30053,"rodbell, m",1994,the glucagon sensitive adenyl cyclase system in plasma membranes of rat liver i properties,1971,1546236203,
Medicine,30053,"rodbell, m",1994,adenyl cyclase in fat cells ii hormone receptors,1969,1578024134,
Medicine,30053,"rodbell, m",1994,adenyl cyclase in fat cells i properties and the effects of adrenocorticotropin and fluoride,1969,1591872616,
Medicine,30053,"rodbell, m",1994,the glucagon sensitive adenyl cyclase system in plasma membranes of rat liver iii binding of glucagon method of assay and specificity,1971,1657719861,
Medicine,30053,"rodbell, m",1994,the glucagon sensitive adenyl cyclase system in plasma membranes of rat liver v an obligatory role of guanyl nucleotides in glucagon action,1971,1863678882,
Medicine,30054,"gilman, ag",1994,purification of the regulatory component of adenylate cyclase,1980,1984080990,
Medicine,30055,"sharp, pa",1993,Sizing and mapping of early adenovirus mRNAs by gel electrophoresis of S1 endonuclease-digested hybrids,1977,2054073262,
Medicine,30056,"roberts, rj",1993,an amazing sequence arrangement at the 5 ends of adenovirus 2 messenger rna,1977,1996948250,
Medicine,30057,"fischer, eh",1992,The phosphorylase b to a converting enzyme of rabbit skeletal muscle,1956,2071356747,
Medicine,30057,"fischer, eh",1992,Conversion of phosphorylase b to phosphorylase a in muscle extracts.,1955,2409039558,
Medicine,30058,"krebs, eg",1992,the reaction of sodium borohydride with muscle phosphorylase1,1958,2317118960,
Medicine,30059,"sakmann, b",1991,mproved patch-clamp techniques for high-resolution current recording from cells and cell-free membrane patches,1981,2009667219,
Medicine,30060,"neher, e",1991,Improved patch-clamp techniques for high-resolution current recording from cells and cell-free membrane patches,1981,2009667219,
Medicine,30061,thomas ed,1990,SUPRALETHAL WHOLE BODY IRRADIATION AND ISOLOGOUS MARROW TRANSPLANTATION IN MAN,1959,2118298035,
Medicine,30062,"murray, je",1990,Successful Homotransplantation of the Kidney in an Identical Twin,1956,1481400953,
Medicine,30063,"varmus, he",1989,dna related to the transforming gene s of avian sarcoma viruses is present in normal avian dna,1976,2004771750,
Medicine,30064,"bishop, jm",1989,dna related to the transforming gene s of avian sarcoma viruses is present in normal avian dna,1976,2004771750,
Medicine,30065,"black, jw",1988,pharmacology of a new adrenergic beta receptor blocking compound nethalide,1962,1987712838,
Medicine,30065,"black, jw",1988,definition and antagonism of histamine h2 receptors,1972,2074949244,
Medicine,30066,"hitchings, gh",1988,antagonists of nucleic acid derivatives viii synergism in combinations of biochemically related antimetabolites,1954,2106985791,
Medicine,30066,"hitchings, gh",1988,studies on condensed pyrimidine systems ix the synthesis of some 6 substituted purines,1952,2324396664,
Medicine,30067,"elion, gb",1988,antagonists of nucleic acid derivatives viii synergism in combinations of biochemically related antimetabolites,1954,2106985791,
Medicine,30067,"elion, gb",1988,studies on condensed pyrimidine systems ix the synthesis of some 6 substituted purines,1952,2324396664,
Medicine,30068,"tonegawa, s",1987,evidence for somatic rearrangement of immunoglobulin genes coding for variable and constant regions,1976,1982039072,
Medicine,30069,"cohen, s",1986,a nerve growth stimulating factor isolated from sarcom as 37 and 180,1954,2040742427,
Medicine,30069,"cohen, s",1986,a nerve growth stimulating factor isolated from snake venom,1956,2103276585,
Medicine,30070,"levimontalcini, r",1986,effects of mouse tumor transplantation on the nervous system,1952,1965289808,
Medicine,30071,"brown, ms",1985,binding and degradation of low density lipoproteins by cultured human fibroblasts comparison of cells from a normal subject and from a patient with homozygous familial hypercholesterolemia,1974,1485806819,
Medicine,30071,"brown, ms",1985,regulation of 3 hydroxy 3 methylglutaryl coenzyme a reductase activity in human fibroblasts by lipoproteins,1973,2021537613,
Medicine,30072,"goldstein, jl",1985,binding and degradation of low density lipoproteins by cultured human fibroblasts comparison of cells from a normal subject and from a patient with homozygous familial hypercholesterolemia,1974,1485806819,
Medicine,30073,"milstein, c",1984,continuous cultures of fused cells secreting antibody of predefined specificity,1975,2030522563,
Medicine,30074,"kohler, g",1984,continuous cultures of fused cells secreting antibody of predefined specificity,1975,2030522563,
Medicine,30075,"jerne, nk",1984,towards a network theory of the immune system,1974,1566766802,
Medicine,30075,"jerne, nk",1984,the natural selection theory of antibody formation,1955,2064008537,
Medicine,30076,"mcclintock, b",1983,the stability of broken ends of chromosomes in zea mays,1941,1829553711,
Medicine,30076,"mcclintock, b",1983,the origin and behavior of mutable loci in maize,1950,2026519705,
Medicine,30076,"mcclintock, b",1983,the fusion of broken ends of chromosomes following nuclear fusion,1942,2027884659,
Medicine,30076,"mcclintock, b",1983,chromosome organization and genic expression,1951,2130578722,
Medicine,30076,"mcclintock, b",1983,mutable loci in maize,1951,2221571340,
Medicine,30077,samuelss.b,1982,isolation and structure of two prostaglandin endoperoxides that cause platelet aggregation,1974,2010694924,
Medicine,30077,samuelss.b,1982,thromboxanes a new group of biologically active compounds derived from prostaglandin endoperoxides,1975,2030087792,
Medicine,30077,samuelss.b,1982,prostaglandin endoperoxides vii novel transformations of arachidonic acid in guinea pig lung,1974,2035879817,
Medicine,30077,samuelss.b,1982,prostaglandin endoperoxides novel transformations of arachidonic acid in human platelets,1974,2050568232,
Medicine,30077,samuelss.b,1982,arachidonic acid metabolism in polymorphonuclear leukocytes effects of ionophore a23187,1979,2059290365,
Medicine,30077,samuelss.b,1982,leukotriene c a slow reacting substance from murine mastocytoma cells,1979,2123773797,
Medicine,30078,"vane, jr",1982,inhibition of prostaglandin synthesis as a mechanism of action for aspirin like drugs,1971,2008574207,
Medicine,30078,"vane, jr",1982,an enzyme isolated from arteries transforms prostaglandin endoperoxides to an unstable substance that inhibits platelet aggregation,1976,2021403302,
Medicine,30079,"bergstrom, s",1982,observations on the effects of infusion of prostnglnndin e in man,1959,2019393655,
Medicine,30079,"bergstrom, s",1982,on the regulation of bile acid formation in the rat liver,1958,2043258254,
Medicine,30080,"hubel, dh",1981,comparison of the effects of unilateral and bilateral eye closure on cortical unit responses in kittens,1965,148261105,
Medicine,30080,"hubel, dh",1981,receptive fields and functional architecture in two nonstriate visual areas 18 and 19 of the cat,1965,1594551768,
Medicine,30080,"hubel, dh",1981,single cell responses in striate cortex of kittens deprived of vision in one eye,1963,1870538900,
Medicine,30080,"hubel, dh",1981,receptive fields binocular interaction and functional architecture in the cat s visual cortex,1962,2116360511,
Medicine,30080,"hubel, dh",1981,receptive fields and functional architecture of monkey striate cortex,1968,2117731089,
Medicine,30081,"sperry, rw",1981,chemoaffinity in the orderly growth of nerve fiber patterns and connections,1963,1980094138,
Medicine,30082,"wiesel, tn",1981,comparison of the effects of unilateral and bilateral eye closure on cortical unit responses in kittens,1965,148261105,
Medicine,30082,"wiesel, tn",1981,receptive fields and functional architecture in two nonstriate visual areas 18 and 19 of the cat,1965,1594551768,
Medicine,30082,"wiesel, tn",1981,single cell responses in striate cortex of kittens deprived of vision in one eye,1963,1870538900,
Medicine,30082,"wiesel, tn",1981,receptive fields binocular interaction and functional architecture in the cat s visual cortex,1962,2116360511,
Medicine,30082,"wiesel, tn",1981,receptive fields and functional architecture of monkey striate cortex,1968,2117731089,
Medicine,30083,"snell, gd",1980,some transamination reactions involving vitamin b6,1952,2339544843,
Medicine,30084,"dausset, j",1980,the serology and the prognosis of 128 cases of autoimmune hemolytic anemia,1959,50207406,
Medicine,30084,"dausset, j",1980,acquired hemolytic anemia with polyagglutinability of red blood cells due to a new factor present in normal human serum anti tn,1959,54806471,
Medicine,30084,"dausset, j",1980,leukoagglutinins v leukoagglutinins in chronic idiopathic or symptomatic pancytopenia and in paroxysmal nocturnal hemoglobinuria,1954,2417702495,
Medicine,30085,benacerr.b,1980,the role of the reticuloendothelial system in the host reaction to neoplasia,1961,1669625243,
Medicine,30085,benacerr.b,1980,properties of antibodies cytophilic for macrophages,1966,2086695584,
Medicine,30085,benacerr.b,1980,properties of guinea pig 7s antibodies i electrophoretic separation of two types of guinea pig 7s antibodies,1963,2094124809,
Medicine,30085,benacerr.b,1980,studies on the specificity of the cellular infiltrate in delayed hypersensitivity reactions,1963,2098523678,
Medicine,30085,benacerr.b,1980,properties of guinea pig 7s antibodies ii identification of antibodies involved in passive cutaneous and systemic anaphylaxis,1963,2169383488,
Medicine,30086,"hounsfield, gn",1979,computerized transverse axial scanning tomography part 1 description of system,1973,2123169298,
Medicine,30087,"cormack, am",1979,representation of a function by its line integrals with some radiological applications,1963,2004804713,
Medicine,30088,"nathans, d",1978,specific cleavage of simian virus 40 dna by restriction endonuclease of hemophilus influenzae,1971,2090526981,
Medicine,30089,"arber, w",1978,host specificity of dna produced by escherichia coli ii control over acceptance of dna from infecting phage ,1962,1518906504,
Medicine,30090,"smith, ho",1978,a restriction enzyme from hemophilus influenzae i purification and general properties,1970,1506010125,
Medicine,30090,"smith, ho",1978,a restriction enzyme from hemophilus influenzae ii base sequence of the recognition site,1970,1534152204,
Medicine,30091,"schally, av",1977,isolation and properties of porcine thyrotropin releasing hormone,1969,1506714296,
Medicine,30091,"schally, av",1977,discovery of modification of the synthetic tripeptide sequence of the thyrotropin releasing hormone having activity,1969,2014610831,
Medicine,30091,"schally, av",1977,the identity of chemical and hormonal properties of the thyrotropin releasing hormone and pyroglutamyl histidyl proline amide,1969,2130799585,
Medicine,30092,guillemi.r,1977,characterization of ovine hypothalamic hypophysiotropic tsh releasing factor,1970,2087547931,
Medicine,30093,"yalow, rs",1977,immunoassay of endogenous plasma insulin in man,1960,2015230257,
Medicine,30093,"yalow, rs",1977,assay of plasma insulin in human subjects by immunological methods,1959,2028994036,
Medicine,30093,"yalow, rs",1977,quantitative aspects of the reaction between insulin and insulin binding antibody,1959,2105670555,
Medicine,30093,"yalow, rs",1977,insulin i131 metabolism in human subjects demonstration of insulin binding globulin in the circulation of insulin treated subjects,1956,2111637985,
Medicine,30094,"gajdusek, dc",1976,experimental transmission of a kuru like syndrome to chimpanzees,1966,2043400793,
Medicine,30095,"blumberg, bs",1976,a new antigen in leukemia sera,1965,2082505865,
Medicine,30096,baltimor.d,1975,viral rna dependent dna polymerase rna dependent dna polymerase in virions of rna tumour viruses,1970,2013241878,
Medicine,30097,"temin, hm",1975,viral rna dependent dna polymerase rna dependent dna polymerase in virions of rous sarcoma virus,1970,201050536,
Medicine,30098,"dulbecco, r",1975,plaque formation and isolation of pure lines with poliomyelitis viruses,1954,2046171723,
Medicine,30099,"duve, cd",1974,tissue fractionation studies 5 the association of acid phosphatase with a special class of cytoplasmic granules in rat liver,1955,170240114,
Medicine,30099,"duve, cd",1974,tissue fractionation studies 6 intracellular distribution patterns of enzymes in rat liver tissue,1955,1205458192,
Medicine,30099,"duve, cd",1974,tissue fractionation studies 4 comparative study of the binding of acid phosphatase  glucuronidase and cathepsin by rat liver particles,1955,2415205045,
Medicine,30100,"palade, ge",1974,a small particulate component of the cytoplasm,1955,2080669995,
Medicine,30100,"palade, ge",1974,the fine structure of neurons,1955,2106858079,
Medicine,30101,"claude, a",1974,the distribution of cytochrome oxidase and succinoxidase in the cytoplasm of the mammalian liver cell,1946,38403571,
Medicine,30101,"claude, a",1974,fractionation of mammalian liver cells by differential centrifugation ii experimental procedures and results,1946,2090488193,
Medicine,30101,"claude, a",1974,fractionation of mammalian liver cells by differential centrifugation i problems methods and preparation of extract,1946,2144434797,
Medicine,30101,"claude, a",1974,a study of tissue culture cells by electron microscopy methods and preliminary observations,1945,2162734772,
Medicine,30102,karl von frisch,1973,Aus dem Leben der Bienen,1927,1785442005,
Medicine,30103,"lorenz, k",1973,Der Kumpan in der Umwelt des Vogels,1935,1999595872,
Medicine,30103,"lorenz, k",1973,ber die Bildung des Instinktbegriffes,1937,2029111077,
Medicine,30103,"lorenz, k",1973,The Companion in the Bird's World,1937,2331925520,
Medicine,30104,"edelman, gm",1972,dissociation of  globulin,1959,2317779596,
Medicine,30105,"porter, rr",1972,the hydrolysis of rabbit  globulin and antibodies with crystalline papain,1959,1786523947,
Medicine,30106,"sutherland, ew",1971,adenyl cyclase iii the effect of catecholamines and choline esters on the formation of adenosine 3 5 phosphate by preparations from cardiac muscle and liver,1962,1488609485,
Medicine,30106,"sutherland, ew",1971,adenyl cyclase iv the effects of neurohormones on the formation of adenosine 3 5 phosphate by preparations from brain and other tissues,1962,1501394106,
Medicine,30106,"sutherland, ew",1971,adenyl cyclase i distribution preparation and properties,1962,1529705405,
Medicine,30106,"sutherland, ew",1971,adenosine 3 5 phosphate in biological materials i purification and properties of cyclic 3 5 nucleotide phosphodiesterase and use of this enzyme to characterize adenosine 3 5 phosphate in human urine,1962,1602784471,
Medicine,30107,von euler us,1970,evidence for the presence of noradrenaline in submicroscopic structures of adrenergic axons,1956,2030670408,
Medicine,30108,"axelrod, j",1970,enzymatic o methylation of epinephrine and other catechols,1958,1543624067,
Medicine,30108,"axelrod, j",1970,o methylation of epinephrine and other catechols in vitro and in vivo,1957,2036416641,
Medicine,30109,"katz, b",1970,a study of the desensitization produced by acetylcholine at the motor end plate,1957,2009285843,
Medicine,30109,"katz, b",1970,the effect of sodium ions on the electrical activity of the giant axon of the squid,1949,2097400197,
Medicine,30109,"katz, b",1970,spontaneous subthreshold activity at motor nerve endings,1952,2102492718,
Medicine,30109,"katz, b",1970,quantal components of the end plate potential,1954,2106081526,
Medicine,30109,"katz, b",1970,an analysis of the end plate potential recorded with an intra cellular electrode,1951,2117059432,
Medicine,30110,"luria, se",1969,MUTATIONS OF BACTERIA FROM VIRUS SENSITIVITY TO VIRUS RESISTANCE,1943,2170343590,
Medicine,30111,"hershey, ad",1969,independent functions of viral protein and nucleic acid in growth of bacteriophage,1952,1988037647,
Medicine,30112,"delbruck, m",1969,MUTATIONS OF BACTERIA FROM VIRUS SENSITIVITY TO VIRUS RESISTANCE,1943,2170343590,
Medicine,30113,"nirenberg, m",1968,the dependence of cell free protein synthesis in e coli upon naturally occurring or synthetic polyribonucleotides,1961,2060528969,
Medicine,30113,"nirenberg, m",1968,the dependence of cell free protein synthesis in e coli upon naturally occuring or synthetic polyribonucleotides,1961,2156946543,
Medicine,30114,"khorana, hg",1968,studies on polynucleotides iii enzymic degradation substrate specificity and properties of snake venom phosphodiesterase,1959,953047224,
Medicine,30114,"khorana, hg",1968,carbodiimides viii 1 observations on the reactions of carbodiimides with acids and some new applications in the synthesis of phosphoric acid esters,1958,2043501016,
Medicine,30114,"khorana, hg",1968,nucleoside polyphosphates x 1 the synthesis and some reactions of nucleoside 5 phosphoromorpholidates and related compounds improved methods for the preparation of nucleoside 5 polyphosphates1,1961,2321344708,
Medicine,30114,"khorana, hg",1968,studies on polynucleotides xxiv 1 the stepwise synthesis of specific deoxyribopolynucleotides 4 2 protected derivatives of deoxyribonucleosides and new syntheses of deoxyribonucleoside 3 phosphates3,1963,2328366366,
Medicine,30114,"khorana, hg",1968,studies on polynucleotides xiv 1specific synthesis of the c3 c5 interribonucleotide linkage syntheses of uridylyl 3 5 uridine and uridylyl 3 5 adenosine2,1962,2329543029,
Medicine,30115,"holley, rw",1968,Structure of a Ribonucleic Acid,1965,2024412145,
Medicine,30116,"granit, r",1967,tonic and phasic ventral horn cells differentiated by post tetanic potentiation in cat extensors,1956,2016789585,
Medicine,30116,"granit, r",1967,fibre interaction in injured or compressed region of nerve,1944,2026324210,
Medicine,30116,"granit, r",1967,excitatory and inhibitory processes acting upon individual purkinje cells of the cerebellum in cats,1956,2047758880,
Medicine,30116,"granit, r",1967,supraspinal control of the muscle spindles and its significance,1953,2061183544,
Medicine,30116,"granit, r",1967,the components of the retinal action potential in mammals and their relation to the discharge in the optic nerve,1933,2061401540,
Medicine,30117,"hartline, hk",1967,the peripheral origin of nervous activity in the visual system,1952,2152164341,
Medicine,30118,"wald, g",1967,pre lumirhodopsin and the bleaching of visual pigments,1963,2004213037,
Medicine,30118,"wald, g",1967,cis trans isomers of vitamin a and retinene in the rhodopsin system,1952,2037138473,
Medicine,30118,"wald, g",1967,cistrans isomers of vitamin a and retinene in vision,1952,2066637830,
