license_issue_date,license_number,animals_name,species,primary_breed,secondary_breed,zip_code
November 08 2017,S115817,Melon,Dog,"Retriever, Labrador",NA,98117
January 24 2018,584962,Mae,Dog,"Vizsla, Smooth Haired",NA,98177
April 03 2018,S128323,Heidi,Dog,Coton de Tulear,NA,98121
April 19 2017,S130107,Frankie,Cat,Siamese,NA,98118
February 28 2017,83804,Saavy,Dog,"Terrier, American Pit Bull",NA,98144
October 21 2017,586855,Zeus,Cat,Domestic Shorthair,NA,98107
May 15 2018,S105775,Wonder,Dog,Havanese,NA,98119
July 12 2017,S132489,Odin,Dog,Bernese Mountain Dog,NA,98115
July 31 2018,S133350,Sherlock,Dog,"Dachshund, Standard Long Haired",NA,98121
September 13 2017,S100197,Ripley,Cat,Domestic Shorthair,Mix,98109
October 31 2017,S137792,Bo Charles,Dog,"Retriever, Labrador",Mix,98126
March 08 2017,S128607,Lakshmi,Cat,Domestic Shorthair,NA,98146
September 05 2016,S119602,Louie,Dog,Xoloitzcuintli,Mix,98114
March 17 2017,141650,Josie,Dog,Shepherd,Australian Cattle Dog,98103
May 09 2018,S143661,Tucker,Dog,"Retriever, Golden",NA,98136
May 04 2018,140711,Cevin Key,Cat,Domestic Shorthair,NA,98103
May 05 2017,354288,Rowdy,Dog,"Retriever, Golden","Poodle, Standard",98115
November 21 2017,S100662,Nani,Cat,Domestic Shorthair,Mix,98144
March 10 2018,15970,Ziggie,Dog,Miniature Pinscher,NA,98106
August 09 2018,S132149,Ohana,Dog,"Retriever, Labrador","Collie, Rough",98117
August 29 2018,S146882,Scooby Doo,Cat,Domestic Shorthair,Mix,98118
October 17 2016,22066,Pepper,Cat,Domestic Medium Hair,NA,98122
April 14 2018,S129639,Boris,Dog,Shepherd,Coonhound,98109
October 03 2018,8001511,Sekhmet,Cat,American Shorthair,Mix,98119
December 18 2016,S125476,Leon,Cat,Domestic Longhair,Mix,98115
April 24 2018,S127145,Ernie,Dog,"Chihuahua, Short Coat",Mix,98133
September 27 2018,576746,Barkley,Dog,"Pointer, German Shorthaired",NA,98117
May 15 2018,S115526,Rocky,Dog,"Poodle, Toy",NA,98121
August 01 2017,S133797,Vega,Dog,Pointer,Hound,98103
October 17 2017,28997,Lilly,Cat,Domestic Medium Hair,NA,98118
March 22 2018,127596,Punkin,Cat,Domestic Shorthair,NA,98117
September 07 2018,723010,Isabelle,Dog,Rottweiler,Mix,98136
January 24 2018,24584,Sammy,Dog,"Retriever, Golden",NA,98103
September 30 2018,732635,Lily,Cat,Domestic Shorthair,Siamese,98103
September 10 2018,S135971,Cassie,Dog,Mix,Australian Cattle Dog,98105
October 12 2017,834363,Higgy,Dog,Pomeranian,NA,98107
February 21 2017,80029,Minna,Cat,Domestic Shorthair,NA,98122
April 25 2017,211490,Dibbles,Dog,Beagle,Mix,98117
June 01 2017,S122913,Peanut,Dog,"Terrier, Staffordshire Bull",Mix,98122
December 09 2017,S138274,Bella,Dog,Italian Greyhound,"Chihuahua, Short Coat",98144
November 06 2017,579423,Dexter,Dog,Miniature Pinscher,NA,98117
July 14 2018,S134503,Jeremy,Cat,Domestic Shorthair,Mix,98105
February 23 2017,S118148,Princess,Dog,Shih Tzu,Mix,98106
October 17 2017,832894,Marco,Cat,Domestic Shorthair,NA,NA
August 28 2018,S118813,Simba,Cat,Domestic Shorthair,NA,98115
August 22 2018,8000267,Louie,Dog,"Poodle, Toy",NA,98105
September 20 2018,S126437,Mini,Cat,Domestic Shorthair,Mix,98125
March 27 2018,S110607,Tessa,Dog,Terrier,Mix,98115
July 02 2018,S118804,Lorenzo,Cat,American Shorthair,NA,98117
July 24 2018,586463,Gemma,Dog,Boxer,NA,98146
January 23 2018,28464,Rose,Cat,Domestic Shorthair,NA,98109
March 08 2017,136381,Wyatt,Dog,"Retriever, Labrador",NA,98112
May 17 2017,S131167,Zephora,Dog,Bichon Frise,NA,98116
February 27 2018,28542,Arrow,Cat,Domestic Shorthair,NA,98115
February 09 2018,S101181,Simba,Dog,"Retriever, Labrador",NA,98122
January 26 2017,S127332,Mele,Dog,"Retriever, Golden",NA,98133
November 14 2017,434408,Hanna,Cat,Domestic Shorthair,NA,98115
February 04 2017,25494,Abby,Dog,"Retriever, Golden",NA,98117
March 20 2018,137389,Tori,Dog,"Terrier, Cairn",Mix,98118
December 14 2016,961139,Makena,Dog,Chinese Shar-Pei,Mix,98112
May 30 2017,S131362,Bubbles,Dog,"Terrier, American Pit Bull",NA,98102
March 01 2017,359426,Max,Dog,Boxer,NA,98117
February 19 2017,S119253,Chubbs,Cat,Domestic Shorthair,Mix,98115
June 30 2017,134393,Micky,Dog,"Spaniel, Cavalier King Charles",NA,98102
June 09 2018,S110840,Patch,Dog,Australian Cattle Dog,NA,98125
March 20 2018,139299,Finn,Dog,Xoloitzcuintli,NA,98125
January 06 2017,S117871,Huck,Dog,Border Collie,NA,98103
September 27 2017,S136226,Bae Lee,Dog,"Poodle, Miniature",Mix,98107
February 28 2018,356325,Velcro,Dog,Terrier,Mix,98199
August 01 2017,S133614,Berkley,Dog,Australian Cattle Dog,NA,98178
April 24 2018,S117105,Trotsky,Dog,"Poodle, Miniature",Mix,98103
October 03 2017,833584,Zephod,Cat,Domestic Shorthair,NA,98101
June 26 2018,215307,Meshka,Dog,"Chihuahua, Short Coat",NA,98146
February 07 2017,72895,Toto,Cat,Domestic Shorthair,NA,98125
April 24 2018,S111196,Sutton,Cat,Domestic Shorthair,NA,98119
September 12 2017,S133984,Harvey,Cat,Domestic Shorthair,Mix,98122
June 20 2018,733449,Bailey,Dog,Pug,Beagle,98144
October 06 2018,832861,Fern River Brit's Gouda Reserve,Cat,British Shorthair,NA,98117
September 28 2018,8001364,Lucy,Dog,Xoloitzcuintli,NA,98115
July 18 2017,439951,Muttlee,Dog,"Terrier, Jack Russell",Mix,98133
November 02 2017,S134371,Tiguer,Cat,Domestic Shorthair,Mix,98115
October 25 2017,356006,Eddie,Dog,"Dachshund, Standard Smooth Haired","Retriever, Golden",98103
June 14 2017,S132218,Jack,Dog,Border Collie,"Terrier, Staffordshire Bull",98117
June 15 2017,S132275,Vinny,Dog,"Chihuahua, Short Coat",NA,98126
November 13 2017,585543,Daisy,Dog,"Poodle, Miniature",American Eskimo,98116
October 20 2017,S134392,Grace,Cat,Domestic Shorthair,Mix,98112
June 11 2018,S144655,Thurston,Dog,Mix,NA,98118
January 24 2018,30213,Amelia,Dog,Rhodesian Ridgeback,NA,98116
August 07 2018,S147707,Allie,Dog,"Poodle, Standard","Retriever, Labrador",98133
December 15 2016,S124952,Booster,Cat,Siamese,Domestic Shorthair,98122
June 02 2017,77264,Rosie,Cat,Domestic Shorthair,NA,98136
December 11 2016,S125456,Leonardo DiCatprio,Cat,Domestic Shorthair,Mix,98133
March 06 2018,S141245,Dude,Cat,Domestic Shorthair,NA,98109
April 06 2017,S129730,Daphne,Dog,Bernese Mountain Dog,"Poodle, Standard",98103
October 09 2017,832728,Marble Jane,Cat,LaPerm,NA,98105
July 11 2018,S145867,Brandy,Dog,Mix,NA,98115
September 18 2018,584164,Zion,Cat,Domestic Shorthair,NA,98144
August 29 2017,444855,Orita,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",Mix,98136
October 07 2018,8001638,Luka,Dog,"Pointer, German Shorthaired",NA,98109
September 23 2018,578779,Bob,Cat,Domestic Shorthair,NA,98116
June 04 2018,S144453,Hank,Dog,Pug,Beagle,98103
March 03 2017,79905,Luna,Dog,"Terrier, Soft Coated Wheaten",NA,98115
April 10 2017,S126675,Sharpie,Cat,Domestic Shorthair,Mix,98115
July 03 2018,S142273,Roxie,Dog,"Chihuahua, Short Coat",Mix,98119
April 25 2018,27278,Smudge,Dog,"Bulldog, French",NA,98101
November 14 2017,904227,Etta,Dog,Terrier,NA,98118
August 01 2018,S146255,Nigel,Cat,Siamese,Mix,98107
August 03 2017,897244,Teddy,Cat,Domestic Shorthair,NA,98115
December 30 2016,964580,Lupin,Cat,Domestic Shorthair,NA,98115
September 23 2018,8001209,Bowie,Dog,Terrier,Mix,98126
October 04 2017,S136448,Charlie,Dog,Beagle,NA,98118
September 02 2018,730299,Mini,Cat,Domestic Shorthair,NA,98126
February 04 2017,436813,Lily,Dog,"Terrier, Tibetan",NA,98112
September 01 2017,S135248,Cumbria,Cat,Domestic Shorthair,NA,98122
July 16 2018,S131907,Sam,Dog,"Poodle, Toy",NA,98119
July 05 2017,442127,Sophie Wilson,Dog,Bichon Frise,NA,98103
November 14 2017,S100558,Finn McCool,Dog,Terrier,Mix,98115
October 17 2018,8001944,Augustus,Dog,American Blue Heeler,Mix,98122
January 26 2018,27337,Henry,Dog,"Terrier, American Staffordshire","Terrier, Miniature Bull",98146
December 26 2017,S139127,Loki,Dog,Australian Kelpie,Border Collie,98199
May 15 2018,282938,Bruno,Dog,"Terrier, Scottish",NA,98106
June 11 2018,359358,Welles,Dog,Greyhound,Mix,98106
March 23 2018,S140947,Roebling,Dog,"Retriever, Golden",NA,98122
May 15 2017,S137269,Louie,Dog,"Retriever, Golden","Poodle, Standard",98105
April 20 2018,S119224,Douglas Fur,Cat,Domestic Shorthair,Mix,98126
September 30 2017,S135169,Sweet Potato,Cat,Domestic Shorthair,Mix,98109
August 13 2018,8000034,Poppy,Dog,"Retriever, Golden",NA,98109
September 09 2018,728589,Theo,Dog,"Retriever, Golden",Border Collie,98115
September 19 2017,210745,Cooper,Dog,Pug,Mix,98115
September 18 2018,S135636,Jude,Dog,"Poodle, Standard",NA,98105
October 11 2018,8001759,Grace,Dog,Portuguese Water Dog,NA,98102
June 26 2018,S132574,Beatrice,Dog,Beagle,NA,98107
June 15 2018,276239,Bree,Dog,"Retriever, Golden","Poodle, Standard",98106
April 18 2017,214485,Kylee,Dog,Terrier,Mix,98118
January 02 2018,S137877,Luci,Dog,Beagle,NA,98115
July 02 2018,345377,Beryl,Cat,Domestic Shorthair,NA,98107
January 10 2017,22341,Hina,Cat,Domestic Medium Hair,NA,98117
August 25 2017,585525,Rocky,Dog,Papillon,Terrier,98117
September 30 2018,S146696,Junior,Dog,"Retriever, Labrador",Mix,98105
January 06 2018,S101035,Twinkle,Dog,"Terrier, Yorkshire","Chihuahua, Short Coat",98126
May 07 2018,211998,Lisette,Dog,"Retriever, Labrador",NA,98115
November 07 2017,904131,Josie,Dog,"Retriever, Nova Scotia Duck Tolling",NA,98103
October 20 2017,443899,Wally,Cat,LaPerm,NA,98103
August 07 2018,586793,NA,Cat,Domestic Shorthair,NA,98112
March 02 2018,S141285,Cooper,Dog,"Retriever, Labrador",NA,98112
June 12 2018,80951,TJ,Dog,Havanese,NA,98107
August 19 2018,S130149,Kody,Dog,Alaskan Husky,Mix,98108
December 18 2017,S101998,Vado,Dog,Miniature Pinscher,NA,98117
March 01 2018,S134466,King Kat,Cat,Domestic Shorthair,Mix,98115
July 20 2018,S101581,Titan,Dog,Siberian Husky,Mix,98118
July 05 2018,443819,Whitty,Cat,Domestic Shorthair,NA,98107
May 05 2017,281901,Ginger,Dog,"Retriever, Golden",NA,NA
July 19 2017,427625,NA,Cat,Domestic Shorthair,NA,98146
April 10 2018,S115010,Biscuit,Cat,Ragdoll,NA,98136
March 21 2017,133704,Snuggles,Cat,American Shorthair,NA,98133
April 11 2018,210732,Gus,Dog,Chow Chow,"Collie, Rough",98125
June 02 2017,S131529,Princess Leia,Dog,Pomeranian,"Poodle, Miniature",98118
August 22 2017,439867,Ranger,Dog,Beagle,NA,98121
June 25 2018,442155,Drake,Dog,Bichon Frise,NA,98109
April 25 2017,208392,Keke,Cat,Burmese,Siamese,98133
April 05 2018,138498,Carson,Dog,Shepherd,Mix,98105
January 16 2018,S139546,Norman,Dog,"Chihuahua, Short Coat",NA,98116
January 12 2017,24812,Phoebe,Dog,Whippet,Mix,98117
November 13 2017,S106342,Sammi,Dog,"Retriever, Golden",NA,98117
January 30 2018,S140106,Addy,Dog,Papillon,NA,98177
June 09 2017,S132346,Turbo,Dog,Australian Cattle Dog,Border Collie,98106
May 15 2018,S143724,Rufus,Dog,German Shepherd,Siberian Husky,98115
August 24 2018,S120505,Argos,Dog,"Cur, Black-Mouth",NA,98109
May 01 2018,S127657,NA,Cat,Domestic Shorthair,Mix,98103
February 28 2018,350684,George,Cat,Domestic Shorthair,NA,98117
March 05 2017,S127699,Nali,Dog,Boxer,NA,98112
July 05 2018,S142278,Bella,Dog,Maltese,"Terrier, Yorkshire",98101
June 12 2018,S116352,Sucha,Cat,Domestic Shorthair,Mix,98112
June 28 2018,444035,Luna,Dog,"Bulldog, English","Retriever, Labrador",98118
May 14 2018,282756,Bamse,Dog,Shih Tzu,Mix,98118
September 19 2018,S119875,Olive,Dog,"Retriever, Labrador",Mix,98122
August 27 2018,S146873,Wilson,Cat,Domestic Shorthair,Mix,98119
August 15 2017,S100606,Dijon,Cat,Domestic Shorthair,Mix,98104
March 09 2017,S128433,Bentley,Dog,Australian Shepherd,"Poodle, Standard",98102
March 29 2018,140944,Princess,Dog,Maltese,"Poodle, Toy",98122
January 26 2017,S117916,Rainier,Dog,"Poodle, Standard",Australian Shepherd,98103
October 16 2018,8001927,Xavier,Dog,German Shepherd,Mix,98116
December 02 2017,S135498,Daisy,Dog,"Spaniel, Irish Water",NA,98102
October 13 2018,S134374,Ursa,Cat,Domestic Shorthair,Mix,98109
December 26 2017,S108231,Bailey,Dog,Terrier,Mix,98125
August 07 2018,567843,Ziggy,Cat,Domestic Shorthair,NA,98177
September 27 2018,8001318,"Lt. Dan (""Lou"")",Dog,"Retriever, Labrador",Mix,98119
March 06 2017,S128179,Bear,Cat,Domestic Shorthair,NA,98122
July 10 2018,429920,Bonga,Cat,Domestic Shorthair,NA,98115
August 28 2017,576416,Midget,Dog,"Terrier, Jack Russell",NA,98125
September 12 2017,729043,Meimei,Dog,"Retriever, Labrador",NA,98117
April 13 2018,216390,Rooney,Dog,"Welsh Corgi, Pembroke",NA,98115
March 10 2017,129799,Venus,Cat,Maine Coon,NA,98121
August 19 2018,S140097,Otto,Dog,German Shepherd,NA,98103
February 22 2017,S126968,Nala,Dog,"Chihuahua, Short Coat","Dachshund, Miniature Smooth Haired",98117
January 17 2017,29138,Tzeitel,Cat,American Shorthair,NA,98104
January 12 2017,23885,Panda,Dog,Shetland Sheepdog,NA,98199
February 22 2018,S118494,Rosalind,Dog,"Schnauzer, Giant",NA,98119
July 16 2018,S119479,Vera Neumann,Cat,Domestic Medium Hair,NA,98103
October 24 2016,S104512,Zella,Dog,Weimaraner,NA,98101
March 06 2017,79318,Clementine,Dog,Terrier,Mix,98199
September 22 2018,724113,Simon,Cat,Domestic Shorthair,NA,98103
May 15 2018,281878,Oscar,Dog,"Griffon, Wirehaired Pointing",NA,98103
February 28 2018,444857,Sophie,Dog,Basenji,NA,98115
May 01 2018,S114749,Lucy,Cat,American Shorthair,NA,98126
February 16 2016,S110027,Achilles,Dog,"Retriever, Golden",Mix,98102
February 25 2017,S127772,Sampson (Prince Charming),Cat,Domestic Shorthair,Mix,98112
October 07 2018,829304,Alex,Dog,"Retriever, Golden","Poodle, Standard",98105
March 03 2017,954001,Charlie,Cat,Domestic Shorthair,NA,98118
September 28 2017,S136107,Theo,Dog,"Retriever, Labrador","Poodle, Miniature",98133
April 18 2018,S127462,Whisper Jensen,Dog,Samoyed,Mix,98103
September 26 2018,S135603,Gemma,Dog,Mix,NA,98103
May 04 2017,215660,Lilly,Dog,"Terrier, Cairn",NA,NA
October 12 2018,8001794,Roxy,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,98103
June 25 2018,S118613,Mintaka,Dog,Australian Shepherd,NA,98109
December 22 2017,S108651,TeeCee,Cat,Domestic Shorthair,NA,98117
May 24 2018,346553,Jessie,Cat,Domestic Medium Hair,NA,98199
June 13 2017,356719,Sachiko,Dog,"Terrier, Fox, Wire",NA,98115
August 16 2017,279849,Noka,Dog,Border Collie,Mix,98199
July 07 2017,S126391,George,Cat,Domestic Medium Hair,Mix,98115
July 18 2018,443467,Diva,Dog,Australian Shepherd,NA,98102
December 21 2017,S108475,Beatrix,Cat,Domestic Medium Hair,Mix,98103
May 31 2018,S144305,Finny,Dog,German Shepherd,NA,98125
October 09 2018,8001700,Pepper,Cat,Domestic Shorthair,Mix,98144
July 22 2017,S132635,NA,Cat,Domestic Shorthair,Mix,98155
December 05 2017,S108649,Lynx,Cat,Domestic Medium Hair,NA,98103
September 26 2017,729624,Pippin,Dog,Saint Bernard,NA,98109
July 10 2018,346531,Isabel,Cat,Domestic Longhair,NA,98103
August 01 2017,29447,Dolly,Dog,Australian Cattle Dog,"Welsh Corgi, Cardigan",98126
April 06 2018,S140984,Charlie,Dog,"Australian Shepherd, Miniature",Mix,98199
December 21 2017,952887,Mickey,Cat,Siamese,NA,98115
August 29 2017,583937,Hector,Dog,"Retriever, Labrador",NA,98107
December 07 2017,S138755,Becca,Dog,Portuguese Water Dog,NA,98112
June 21 2018,S144958,Rocky,Dog,"Dachshund, Miniature Long Haired",NA,98115
May 15 2018,269076,Fiona,Cat,Domestic Shorthair,NA,98106
December 14 2017,827206,Max,Dog,"Schnauzer, Miniature",NA,98125
February 08 2017,85255,Quinn,Cat,Domestic Shorthair,NA,98117
May 01 2018,210573,Emma,Dog,"Spaniel, English Springer",NA,98103
February 13 2018,77269,Ernest Hemingway,Cat,Domestic Shorthair,NA,98116
December 05 2016,S125619,Jackson,Dog,"Retriever, Labrador","Terrier, Pit Bull",98115
August 05 2018,S147485,Waldo,Cat,Domestic Medium Hair,Mix,98136
October 13 2016,84213,Lyric,Dog,Terrier,NA,98104
March 22 2018,134342,Juno,Dog,Newfoundland,NA,98112
June 25 2018,S131903,Curry Kalsi,Dog,Retriever,Spaniel,98122
June 27 2018,S110236,Jelly Beans,Dog,Maltese,Shih Tzu,98119
December 14 2017,S107833,Astro,Dog,Mastiff,Mix,98136
June 07 2018,S144085,Molly,Dog,"Poodle, Standard","Retriever, Golden",98117
August 02 2018,574369,Zephyr,Cat,Domestic Shorthair,NA,98118
August 29 2018,S146302,Benji,Dog,Terrier,Mix,98119
January 31 2018,S118369,Mochi,Cat,British Shorthair,Mix,98144
July 11 2017,568618,Thomas,Cat,Maine Coon,NA,98107
August 30 2018,732807,Bobby,Cat,Domestic Shorthair,NA,98117
January 09 2018,S139456,Annie,Cat,Domestic Shorthair,NA,98105
May 26 2018,S143875,Goku,Cat,Domestic Shorthair,Mix,98109
October 07 2018,S104129,Sushi,Cat,Domestic Shorthair,Mix,98117
January 06 2017,17376,Charlie,Cat,Domestic Medium Hair,NA,98109
July 12 2016,77147,Fisher,Cat,Domestic Shorthair,NA,98115
April 03 2018,140594,Bailey,Dog,Terrier,Mix,98118
February 26 2018,82282,Bear,Dog,"Terrier, Soft Coated Wheaten",NA,98106
September 20 2018,130643,Tobi,Dog,"Retriever, Labrador",NA,98112
November 15 2016,14013,Sandra,Cat,Domestic Medium Hair,NA,98115
July 11 2017,353505,Ming,Cat,Siamese,Manx,98115
October 16 2018,S120006,Michigan,Dog,"Retriever, Labrador",Beagle,98117
December 22 2016,959602,Lucy,Dog,"Retriever, Labrador",Border Collie,98115
September 15 2017,214821,Theo,Dog,"Poodle, Miniature",Bichon Frise,98101
February 03 2016,76769,Stella,Dog,Terrier,"Welsh Corgi, Cardigan",98199
September 12 2018,8000872,Kahlua,Dog,Pug,Beagle,98117
February 15 2018,S140665,Mochi,Dog,"Bulldog, French","Terrier, Boston",98126
January 31 2018,23688,Malia,Dog,Coton de Tulear,NA,98133
April 25 2017,142966,Jake,Dog,Xoloitzcuintli,NA,98106
November 13 2017,897202,Magic,Cat,Domestic Shorthair,NA,98146
August 24 2017,S102339,Tigger,Cat,Domestic Shorthair,NA,98117
January 30 2018,29776,Gumba,Dog,"Terrier, American Pit Bull",NA,98126
April 11 2018,S130037,Teal,Dog,"Retriever, Labrador",NA,98199
February 08 2017,S127723,Stewie,Dog,"Terrier, Staffordshire Bull","Terrier, American Pit Bull",98199
September 19 2017,S103609,Lila,Dog,"Terrier, American Staffordshire","Bulldog, American",98118
July 30 2018,S147440,Luna,Dog,"Terrier, American Pit Bull",NA,98116
July 21 2017,84300,Marco,Dog,"Retriever, Labrador","Poodle, Standard",98103
March 14 2018,S140925,Bronx,Cat,Domestic Longhair,Mix,98121
June 26 2018,356111,Zeus,Dog,Rottweiler,Mix,98199
June 06 2017,S132068,Milo,Dog,Miniature Pinscher,NA,98104
June 26 2018,443305,Molly,Dog,"Spaniel, Cavalier King Charles",NA,98126
September 26 2017,585469,Betsy,Dog,"Terrier, American Staffordshire",NA,98118
December 05 2017,S138612,Alby,Cat,Domestic Shorthair,NA,98133
January 14 2018,S134422,Chita,Cat,Domestic Longhair,Mix,98105
September 22 2018,S133698,Flynn,Dog,Mix,NA,98102
March 27 2018,S129009,Cara,Cat,Domestic Shorthair,NA,98108
March 09 2018,S141565,NA,Cat,Domestic Shorthair,Mix,98133
September 18 2018,8001025,Boppy Dewzitz,Cat,Domestic Shorthair,NA,98102
October 25 2017,S103475,NA,Cat,Domestic Shorthair,Mix,98117
April 03 2018,139269,Milo,Dog,"Retriever, Labrador",NA,98112
August 15 2017,S134153,Jethro,Dog,Maltese,NA,98115
November 03 2016,137680,Patches,Dog,"Spaniel, Welsh Springer",NA,98118
August 28 2018,8000423,Taco,Dog,"Terrier, American Pit Bull",Mix,98126
December 29 2017,S139172,Mercury,Cat,Domestic Shorthair,NA,98116
April 13 2018,213612,Lily,Dog,"Retriever, Golden",NA,98116
January 22 2017,S119196,Connie,Cat,Domestic Shorthair,Mix,98103
September 08 2018,733071,Star,Cat,Domestic Shorthair,NA,98115
June 22 2018,S109993,Subi,Dog,"Retriever, Labrador",NA,98118
August 11 2018,77200,Annabelle,Cat,Domestic Longhair,NA,98117
April 25 2018,S143168,Sabi,Dog,"Chihuahua, Short Coat",Terrier,98121
July 03 2018,437495,Zoe,Dog,"Chihuahua, Short Coat",Mix,98109
October 11 2017,832045,Zuzu,Dog,"Poodle, Miniature",NA,98105
April 20 2017,S111693,Newman,Cat,Domestic Shorthair,Mix,98125
January 24 2018,19384,Grey,Cat,Russian Blue,NA,98144
February 20 2018,80191,Gus,Dog,"Bulldog, French",NA,98106
November 13 2017,S138144,Fang,Dog,"Terrier, Yorkshire","Chihuahua, Long Coat",98112
May 30 2018,277008,Grace,Cat,Domestic Shorthair,NA,98199
December 28 2017,S105974,Franny,Cat,Domestic Shorthair,NA,98102
March 21 2018,S129198,Hutch Pierce,Dog,Shih Tzu,Maltese,98117
June 21 2018,S129630,Copper,Dog,"Dachshund, Miniature Smooth Haired",NA,98106
July 09 2018,S118502,Isaac,Dog,Newfoundland,NA,98125
April 20 2018,S109782,Polly,Cat,Domestic Shorthair,NA,98115
December 22 2016,958737,Frieda,Dog,Miniature Pinscher,NA,98144
August 03 2017,569584,Henry,Cat,Domestic Shorthair,NA,98125
July 10 2018,439017,Nazzy,Dog,Pug,NA,98107
May 06 2017,217855,Rita,Dog,Pomeranian,NA,98108
October 02 2018,8001493,Bodie,Dog,"Retriever, Labrador",NA,98121
May 01 2018,S114243,Sadie,Dog,"Poodle, Toy",NA,98115
February 07 2018,S111343,Willie,Dog,"Dachshund, Standard Smooth Haired",NA,98104
January 16 2018,16560,Tilly,Cat,Manx,NA,98117
July 27 2018,571825,Claudette,Cat,Domestic Shorthair,NA,98125
January 10 2017,S126084,Lucky,Dog,"Retriever, Labrador",Australian Shepherd,98199
July 10 2018,74257,Elf,Cat,Domestic Medium Hair,NA,98117
October 10 2017,S104897,Sophie,Dog,English Shepherd,Mix,98117
August 15 2017,S100358,Roushe,Cat,Domestic Shorthair,NA,98144
August 16 2017,582524,Bear,Dog,Rottweiler,German Shepherd,98106
March 20 2018,141083,Gracie,Dog,"Terrier, Jack Russell",Whippet,98122
September 15 2018,S145001,Sparky,Dog,Xoloitzcuintli,Mix,98133
December 11 2017,S105678,Socks,Cat,Domestic Shorthair,NA,98133
August 25 2015,430794,Oz,Cat,Domestic Medium Hair,NA,98136
October 10 2017,830191,Grover,Dog,"Terrier, Rat",NA,98125
March 13 2017,S129132,Tig,Dog,"Terrier, Staffordshire Bull",Pointer,98122
September 08 2018,733026,Tigrou,Cat,Domestic Medium Hair,NA,98125
January 11 2018,S139361,Tyrone,Dog,"Chihuahua, Long Coat",Pomeranian,98115
October 10 2017,832877,Creme Puff,Cat,Domestic Medium Hair,NA,98115
October 14 2016,22308,Pablo,Cat,Domestic Longhair,NA,98199
June 06 2017,352387,Toby,Dog,"Terrier, Rat",NA,98106
July 23 2018,441440,Daisy,Dog,"Spaniel, Cavalier King Charles","Terrier, Jack Russell",98117
March 21 2018,S111798,Beary,Dog,German Shepherd,NA,98118
February 03 2017,S119222,Charlie,Cat,Domestic Medium Hair,Mix,98105
December 19 2017,893665,Sophie,Cat,Domestic Medium Hair,NA,98116
January 25 2017,S127115,Mario,Dog,"Schnauzer, Miniature",NA,98117
July 05 2017,S132917,June,Dog,Australian Cattle Dog,Mix,98178
March 20 2018,140343,Cinder,Cat,Domestic Shorthair,NA,98105
April 12 2018,S142157,Maximus,Dog,German Shepherd,NA,98133
April 15 2017,215176,Snowy,Dog,Bichon Frise,NA,98112
August 08 2017,S102615,ZuZu,Dog,Shiba Inu,NA,98115
July 28 2018,284976,Bella,Dog,Havanese,NA,98117
October 26 2017,820954,Kutching,Cat,Domestic Shorthair,Mix,98146
April 24 2018,959173,Koda,Dog,Border Collie,NA,98115
December 14 2017,S138527,Sofie,Dog,Shetland Sheepdog,NA,98125
June 25 2018,S130048,Sicily,Cat,Domestic Shorthair,NA,98115
August 02 2017,S106926,Bella,Cat,American Shorthair,NA,98116
January 19 2018,S139635,Foxy,Dog,"Chihuahua, Short Coat",NA,98168
October 03 2018,570211,Bridget,Cat,American Shorthair,NA,98115
March 20 2018,129113,Frankie,Cat,Domestic Medium Hair,NA,98107
March 20 2018,S128539,Trout,Cat,Domestic Medium Hair,Mix,98117
March 02 2017,81443,Oslo,Dog,"Retriever, Labrador",NA,98107
February 16 2018,S139776,Pepper,Cat,Domestic Shorthair,Mix,98199
September 08 2017,S135717,Sugar,Dog,Catahoula Leopard dog,NA,98122
March 17 2017,128987,Lulu,Cat,Domestic Shorthair,NA,98117
June 12 2018,359016,Beckett,Dog,Boxer,NA,98199
September 26 2017,S102855,Arthur,Cat,Domestic Shorthair,Mix,98107
May 10 2017,361389,Joey,Cat,Maine Coon,Domestic Longhair,98121
February 21 2016,S110553,Fraya,Dog,"Terrier, Pit Bull",Mix,98115
December 17 2015,20023870,Shasta,Dog,American Eskimo,NA,98119
May 29 2018,S144228,Dino,Dog,"Dachshund, Standard Long Haired",NA,98133
May 10 2018,S114097,Byson,Dog,"Terrier, Staffordshire Bull",NA,98106
October 09 2018,824934,Yasmin,Cat,Domestic Shorthair,NA,98144
August 04 2018,S117973,Grey,Cat,Domestic Shorthair,Mix,98125
May 04 2018,S113974,Beedie,Cat,Tonkinese,Mix,98103
March 15 2016,953476,Felix,Cat,Domestic Shorthair,NA,98144
July 06 2018,S145610,Charmander,Dog,"Chihuahua, Long Coat","Dachshund, Miniature Smooth Haired",98178
February 20 2018,83620,Hugo,Dog,Pug,NA,98116
February 21 2018,S139783,Luna,Cat,Domestic Shorthair,Mix,98103
May 29 2018,S144201,Maya,Dog,"Retriever, Labrador",NA,98115
May 15 2018,443613,JoJo,Cat,Domestic Shorthair,NA,98199
August 29 2017,S135005,Lulu,Dog,Shepherd,Mix,98105
December 01 2016,26016,Lily,Dog,"Retriever, Labrador","Terrier, American Staffordshire",98178
September 02 2018,729861,Tesla,Dog,Alaskan Malamute,NA,98126
April 14 2018,S121531,Tango,Dog,"Australian Shepherd, Miniature",Mix,98125
