state,variable,year,raw,inf_adj,inf_adj_perchild
South Carolina,stateEITC,2007,0,0,0
South Dakota,stateEITC,2007,0,0,0
Tennessee,stateEITC,2007,0,0,0
Texas,stateEITC,2007,0,0,0
Utah,stateEITC,2007,0,0,0
Vermont,stateEITC,2007,20295.6015625,23266.58984375,0.16054227948188782
Virginia,stateEITC,2007,96201.484375,110284.015625,0.05670417845249176
Washington,stateEITC,2007,0,0,0
West Virginia,stateEITC,2007,0,0,0
Wisconsin,stateEITC,2007,89548.9609375,102657.65625,0.0717257708311081
Wyoming,stateEITC,2007,0,0,0
Alabama,unemp,2007,210549,241370.375,0.20108701288700104
Alaska,unemp,2007,99124,113634.34375,0.5829524993896484
Arizona,unemp,2007,208982,239574,0.14114831387996674
Arkansas,unemp,2007,265832,304746.03125,0.410342276096344
California,unemp,2007,4397324,5041030,0.510015606880188
Colorado,unemp,2007,290567,333101.875,0.265235960483551
Connecticut,unemp,2007,526272,603310.75,0.6832975745201111
Delaware,unemp,2007,92450,105983.3671875,0.4850253164768219
District of Columbia,unemp,2007,79595,91246.578125,0.8052471280097961
Florida,unemp,2007,841987,965241.9375,0.22555296123027802
Georgia,unemp,2007,537007,615617.1875,0.23731747269630432
Hawaii,unemp,2007,95134,109060.265625,0.34442439675331116
Idaho,unemp,2007,101636,116514.0625,0.2658742368221283
Illinois,unemp,2007,1699626,1948427.125,0.5808057188987732
Indiana,unemp,2007,732154,839330.9375,0.4925966262817383
Iowa,unemp,2007,323732,371121.75,0.4832289218902588
Kansas,unemp,2007,182030,208676.609375,0.27728715538978577
Kentucky,unemp,2007,392834,450339.3125,0.41903331875801086
Louisiana,unemp,2007,129286,148211.640625,0.12730826437473297
Maine,unemp,2007,109072,125038.59375,0.4103352725505829
Maryland,unemp,2007,391875,449239.9375,0.3096160888671875
Massachusetts,unemp,2007,1308974,1500589.25,0.9761453866958618
Michigan,unemp,2007,1844642,2114671.5,0.8073564171791077
Minnesota,unemp,2007,671329,769602,0.5655515789985657
Mississippi,unemp,2007,118521,135870.796875,0.16842353343963623
Missouri,unemp,2007,386376,442935.96875,0.2919120490550995
Montana,unemp,2007,60311,69139.671875,0.2919515371322632
Nebraska,unemp,2007,82464,94535.5546875,0.19778843224048615
Nevada,unemp,2007,272804,312738.625,0.45499181747436523
New Hampshire,unemp,2007,74736,85676.2890625,0.26745089888572693
New Jersey,unemp,2007,1760855,2018619.125,0.9144280552864075
New Mexico,unemp,2007,114359,131099.53125,0.24314747750759125
New York,unemp,2007,2040513,2339215,0.49883362650871277
North Carolina,unemp,2007,687060,787635.8125,0.3354402482509613
North Dakota,unemp,2007,38285,43889.37890625,0.27878132462501526
Ohio,unemp,2007,1064647,1220496.25,0.4127272069454193
Oklahoma,unemp,2007,143272,164244.984375,0.17156121134757996
Oregon,unemp,2007,459718,527014.1875,0.5766606330871582
Pennsylvania,unemp,2007,2025277,2321748.75,0.7666486501693726
Rhode Island,unemp,2007,203968,233826.015625,0.9305952787399292
South Carolina,unemp,2007,316778,363149.8125,0.320954829454422
South Dakota,unemp,2007,18979,21757.255859375,0.10323727875947952
Tennessee,unemp,2007,390294,447427.5,0.28523457050323486
Texas,unemp,2007,1014351,1162837.625,0.16792909801006317
Utah,unemp,2007,85716,98263.6015625,0.11426651477813721
Vermont,unemp,2007,82144,94168.7109375,0.649775505065918
Virginia,unemp,2007,339305,388974.4375,0.19999703764915466
Washington,unemp,2007,670901,769111.375,0.4687916934490204
West Virginia,unemp,2007,128624,147452.71875,0.3554156720638275
Wisconsin,unemp,2007,792799,908853.5,0.6350059509277344
Wyoming,unemp,2007,28532,32708.6796875,0.23969075083732605
Alabama,wcomp,2007,0,0,0
Alaska,wcomp,2007,2682,3074.606689453125,0.015772957354784012
Arizona,wcomp,2007,404605,463833.4375,0.27327385544776917
Arkansas,wcomp,2007,15976,18314.66015625,0.02466079592704773
California,wcomp,2007,2230011,2556453,0.2586437463760376
Colorado,wcomp,2007,386683,443287.90625,0.35297277569770813
Connecticut,wcomp,2007,36584,41939.37890625,0.04749969393014908
Delaware,wcomp,2007,5894,6756.7978515625,0.030922003090381622
District of Columbia,wcomp,2007,0,0,0
Florida,wcomp,2007,217133,248918.1875,0.05816597118973732
Georgia,wcomp,2007,0,0,0
Hawaii,wcomp,2007,18504,21212.72265625,0.0669921264052391
Idaho,wcomp,2007,128994,147876.890625,0.33744126558303833
Illinois,wcomp,2007,12417,14234.6728515625,0.004243206698447466
Indiana,wcomp,2007,3886,4454.85498046875,0.0026145188603550196
Iowa,wcomp,2007,3049,3495.330322265625,0.004551187623292208
Kansas,wcomp,2007,3504,4016.935791015625,0.005337659735232592
Kentucky,wcomp,2007,72248,82824.078125,0.07706644386053085
Louisiana,wcomp,2007,0,0,0
Maine,wcomp,2007,0,0,0
Maryland,wcomp,2007,193674,222025.125,0.15301968157291412
Massachusetts,wcomp,2007,48494,55592.83203125,0.036163583397865295
Michigan,wcomp,2007,23595,27048.97265625,0.010326975956559181
Minnesota,wcomp,2007,74944,85914.734375,0.06313550472259521
Mississippi,wcomp,2007,0,0,0
Missouri,wcomp,2007,66088,75762.34375,0.04993033409118652
Montana,wcomp,2007,128349,147137.46875,0.6213077306747437
Nebraska,wcomp,2007,1357,1555.6455078125,0.003254740498960018
Nevada,wcomp,2007,0,0,0
New Hampshire,wcomp,2007,0,0,0
New Jersey,wcomp,2007,180500,206922.640625,0.09373530000448227
New Mexico,wcomp,2007,0,0,0
New York,wcomp,2007,1896986,2174677.75,0.4637463390827179
North Carolina,wcomp,2007,0,0,0
North Dakota,wcomp,2007,129355,148290.734375,0.9419291615486145
Ohio,wcomp,2007,1919753,2200777.5,0.7442224621772766
Oklahoma,wcomp,2007,222288,254827.8125,0.26617902517318726
Oregon,wcomp,2007,624289,715676.0625,0.7830950617790222
Pennsylvania,wcomp,2007,353755,405539.71875,0.13391047716140747
Rhode Island,wcomp,2007,2700,3095.24169921875,0.012318634428083897
South Carolina,wcomp,2007,200194,229499.5625,0.2028336375951767
South Dakota,wcomp,2007,4326,4959.26513671875,0.023531507700681686
Tennessee,wcomp,2007,0,0,0
Texas,wcomp,2007,237084,271789.71875,0.03925001993775368
Utah,wcomp,2007,221745,254205.3125,0.295604407787323
Vermont,wcomp,2007,0,0,0
Virginia,wcomp,2007,3222,3693.655029296875,0.001899148104712367
Washington,wcomp,2007,1604632,1839527.375,1.121235728263855
West Virginia,wcomp,2007,50566,57968.14453125,0.1397247016429901
Wisconsin,wcomp,2007,3943,4520.19921875,0.0031582133378833532
Wyoming,wcomp,2007,122262,140159.421875,1.027094841003418
Alabama,Medicaid_CHIP,2007,1289488.625,1478251.375,1.2315394878387451
Alaska,Medicaid_CHIP,2007,401347.84375,460099.46875,2.3603439331054688
Arizona,Medicaid_CHIP,2007,3643139.75,4176443.75,2.460609197616577
Arkansas,Medicaid_CHIP,2007,1205429.375,1381887.125,1.8607189655303955
California,Medicaid_CHIP,2007,10336200,11849273,1.1988252401351929
Colorado,Medicaid_CHIP,2007,878251.3125,1006814.8125,0.8016871213912964
Connecticut,Medicaid_CHIP,2007,794524.1875,910831.25,1.0315890312194824
Delaware,Medicaid_CHIP,2007,317305.375,363754.375,1.6646959781646729
District of Columbia,Medicaid_CHIP,2007,322389.75,369583.03125,3.26155424118042
Florida,Medicaid_CHIP,2007,3925269.5,4499873,1.0515080690383911
Georgia,Medicaid_CHIP,2007,2943678.25,3374591,1.3008886575698853
Hawaii,Medicaid_CHIP,2007,287360.625,329426.125,1.0403642654418945
Idaho,Medicaid_CHIP,2007,418956.3125,480285.5625,1.0959668159484863
Illinois,Medicaid_CHIP,2007,3700232.5,4241894,1.2644641399383545
Indiana,Medicaid_CHIP,2007,1450110,1662385.5,0.9756407737731934
Iowa,Medicaid_CHIP,2007,699375.3125,801753.9375,1.0439449548721313
Kansas,Medicaid_CHIP,2007,743352.9375,852169.25,1.1323530673980713
Kentucky,Medicaid_CHIP,2007,1514445.625,1736139,1.6154488325119019
Louisiana,Medicaid_CHIP,2007,1281645.625,1469260.375,1.2620397806167603
Maine,Medicaid_CHIP,2007,588675.3125,674849,2.2146310806274414
Maryland,Medicaid_CHIP,2007,1642105.5,1882486.375,1.2974092960357666
Massachusetts,Medicaid_CHIP,2007,2596712.25,2976834,1.93645441532135
Michigan,Medicaid_CHIP,2007,2504101.25,2870666,1.0959861278533936
Minnesota,Medicaid_CHIP,2007,1793500.125,2056043,1.5109087228775024
Mississippi,Medicaid_CHIP,2007,1031695.3125,1182720.875,1.4660841226577759
Missouri,Medicaid_CHIP,2007,1939306.125,2223193,1.4651707410812378
Montana,Medicaid_CHIP,2007,252687.21875,289677.03125,1.2232000827789307
Nebraska,Medicaid_CHIP,2007,491584.4375,563545.4375,1.1790566444396973
Nevada,Medicaid_CHIP,2007,457084.6875,523995.40625,0.7623414397239685
New Hampshire,Medicaid_CHIP,2007,352261.8125,403827.9375,1.260607123374939
New Jersey,Medicaid_CHIP,2007,2303267.5,2640433.25,1.1961078643798828
New Mexico,Medicaid_CHIP,2007,913719.125,1047474.625,1.9427286386489868
New York,Medicaid_CHIP,2007,7494647.5,8591757,1.8321776390075684
North Carolina,Medicaid_CHIP,2007,3544482.5,4063344.25,1.7305067777633667
North Dakota,Medicaid_CHIP,2007,104790.1796875,120129.9765625,0.763054609298706
Ohio,Medicaid_CHIP,2007,2846920.25,3263669,1.1036535501480103
Oklahoma,Medicaid_CHIP,2007,1222806.125,1401807.625,1.4642505645751953
Oregon,Medicaid_CHIP,2007,911321.5,1044726,1.143142580986023
Pennsylvania,Medicaid_CHIP,2007,5375940,6162901,2.0350091457366943
Rhode Island,Medicaid_CHIP,2007,546974.375,627043.625,2.49554705619812
South Carolina,Medicaid_CHIP,2007,1110481,1273039.625,1.1251230239868164
South Dakota,Medicaid_CHIP,2007,218357.53125,250321.96875,1.1877673864364624
Tennessee,Medicaid_CHIP,2007,2013632.125,2308399.25,1.4716020822525024
Texas,Medicaid_CHIP,2007,9357296,10727071,1.5491305589675903
Utah,Medicaid_CHIP,2007,394008.15625,451685.34375,0.5252454280853271
Vermont,Medicaid_CHIP,2007,340404.1875,390234.53125,2.6926653385162354
Virginia,Medicaid_CHIP,2007,1593001.25,1826194,0.9389650225639343
Washington,Medicaid_CHIP,2007,1473790.625,1689532.625,1.0298103094100952
West Virginia,Medicaid_CHIP,2007,550555.625,631149.125,1.5213031768798828
Wisconsin,Medicaid_CHIP,2007,1063345.75,1219004.5,0.851705014705658
Wyoming,Medicaid_CHIP,2007,147156.921875,168698.609375,1.2362314462661743
Alabama,pubhealth,2007,874026,1001971,0.8347476720809937
Alaska,pubhealth,2007,167025,191475.09375,0.9822812080383301
Arizona,pubhealth,2007,1607851,1843217.5,1.0859569311141968
Arkansas,pubhealth,2007,267528,306690.3125,0.4129602611064911
California,pubhealth,2007,12370522,14181391,1.4347723722457886
Colorado,pubhealth,2007,918237,1052653.875,0.8381869792938232
Connecticut,pubhealth,2007,675339,774199.0625,0.876842200756073
Delaware,pubhealth,2007,371612,426010.71875,1.9496076107025146
District of Columbia,pubhealth,2007,333628,382466.40625,3.3752496242523193
Florida,pubhealth,2007,3995918,4580863.5,1.070433497428894
Georgia,pubhealth,2007,1929590,2212054.5,0.8527364134788513
Hawaii,pubhealth,2007,641220,735085.5,2.321481466293335
Idaho,pubhealth,2007,198400,227442.9375,0.5190035700798035
Illinois,pubhealth,2007,2756240,3159714.25,0.9418776631355286
Indiana,pubhealth,2007,746637,855934.0625,0.5023408532142639
Iowa,pubhealth,2007,470905,539838.8125,0.7029114365577698
Kansas,pubhealth,2007,371100,425423.78125,0.5652983784675598
Kentucky,pubhealth,2007,640645,734426.3125,0.6833716034889221
Louisiana,pubhealth,2007,729359,836126.8125,0.7182016968727112
Maine,pubhealth,2007,566043,648903.625,2.1294867992401123
Maryland,pubhealth,2007,1610413,1846154.625,1.2723695039749146
Massachusetts,pubhealth,2007,1031539,1182541.625,0.7692528367042542
Michigan,pubhealth,2007,3257541,3734398.75,1.4257489442825317
Minnesota,pubhealth,2007,966777,1108299.375,0.8144475221633911
Mississippi,pubhealth,2007,387944,444733.5,0.5512853860855103
Missouri,pubhealth,2007,1400207,1605177.375,1.0578744411468506
Montana,pubhealth,2007,204420,234344.1875,0.9895497560501099
Nebraska,pubhealth,2007,412171,472506.96875,0.9885848164558411
Nevada,pubhealth,2007,364087,417384.15625,0.6072367429733276
New Hampshire,pubhealth,2007,137766,157932.984375,0.49301058053970337
New Jersey,pubhealth,2007,1575576,1806218,0.818211019039154
New Mexico,pubhealth,2007,490060,561797.8125,1.0419542789459229
New York,pubhealth,2007,4876218,5590027,1.192063808441162
North Carolina,pubhealth,2007,2710531,3107314.25,1.323350429534912
North Dakota,pubhealth,2007,79665,91326.8203125,0.5800995826721191
Ohio,pubhealth,2007,3852074,4415963,1.4933172464370728
Oklahoma,pubhealth,2007,649365,744422.8125,0.7775828242301941
Oregon,pubhealth,2007,942131,1080045.625,1.1817893981933594
Pennsylvania,pubhealth,2007,3876820,4444331.5,1.4675321578979492
Rhode Island,pubhealth,2007,169956,194835.140625,0.7754169702529907
South Carolina,pubhealth,2007,1087029,1246154.625,1.101361870765686
South Dakota,pubhealth,2007,135468,155298.59375,0.7368853688240051
Tennessee,pubhealth,2007,1514586,1736299.875,1.1068893671035767
Texas,pubhealth,2007,3483610,3993561,0.5767229199409485
Utah,pubhealth,2007,502654,576235.375,0.6700792908668518
Vermont,pubhealth,2007,154254,176834.59375,1.2201800346374512
Virginia,pubhealth,2007,1510769,1731924.125,0.8904947638511658
Washington,pubhealth,2007,2015962,2311070.25,1.4086523056030273
West Virginia,pubhealth,2007,307784,352839.21875,0.8504732251167297
Wisconsin,pubhealth,2007,1540995,1766574.75,1.2342863082885742
Wyoming,pubhealth,2007,270900,310555.90625,2.275768280029297
Alabama,other_health,2007,6014879.5,6895372.5,5.744573593139648
Alaska,other_health,2007,845750.125,969555.9375,4.973892688751221
Arizona,other_health,2007,2246155.25,2574960.5,1.517073392868042
Arkansas,other_health,2007,2689816.5,3083567.5,4.152041435241699
California,other_health,2007,31304212,35886704,3.6307618618011475
Colorado,other_health,2007,3349667.75,3840011.5,3.057650566101074
Connecticut,other_health,2007,3766461.75,4317818,4.890273571014404
Delaware,other_health,2007,681863.625,781678.75,3.5772969722747803
District of Columbia,other_health,2007,1061069.25,1216394.75,10.734631538391113
Florida,other_health,2007,16703756,19148948,4.474631309509277
Georgia,other_health,2007,9120879,10456046,4.030755519866943
Hawaii,other_health,2007,1195550.375,1370562,4.3283867835998535
Idaho,other_health,2007,1486772.75,1704415.125,3.8893163204193115
Illinois,other_health,2007,8267703.5,9477978,2.8252859115600586
Indiana,other_health,2007,6587087,7551343,4.431822776794434
Iowa,other_health,2007,4075882.75,4672534,6.083996772766113
Kansas,other_health,2007,2881497,3303307.25,4.389398097991943
Kentucky,other_health,2007,4383073.5,5024693,4.675394058227539
Louisiana,other_health,2007,6195612.5,7102562,6.10083532333374
Maine,other_health,2007,1370849.75,1571522.625,5.157217025756836
Maryland,other_health,2007,3924123.5,4498559.5,3.1004064083099365
Massachusetts,other_health,2007,8302292,9517630,6.1912946701049805
Michigan,other_health,2007,7775574,8913808,3.4031858444213867
Minnesota,other_health,2007,6763919,7754060.5,5.698167324066162
Mississippi,other_health,2007,4935820.5,5658354.5,7.014016628265381
Missouri,other_health,2007,4741895,5436041,3.5825626850128174
Montana,other_health,2007,607035.75,695897.1875,2.938519239425659
Nebraska,other_health,2007,1544331.5,1770399.75,3.704051971435547
Nevada,other_health,2007,1681718.25,1927897.875,2.8048269748687744
New Hampshire,other_health,2007,775585.1875,889119.8125,2.7755157947540283
New Jersey,other_health,2007,8681418,9952254,4.5083394050598145
New Mexico,other_health,2007,2510508,2878010.75,5.337784767150879
New York,other_health,2007,35817584,41060768,8.756138801574707
North Carolina,other_health,2007,8476132,9716917,4.138264179229736
North Dakota,other_health,2007,376427.8125,431531.5,2.741048574447632
Ohio,other_health,2007,12789528,14661733,4.958062171936035
Oklahoma,other_health,2007,3215679,3686408.75,3.850618362426758
Oregon,other_health,2007,2512593.5,2880401.5,3.1517446041107178
Pennsylvania,other_health,2007,11254931,12902493,4.260443210601807
Rhode Island,other_health,2007,1108007.625,1270204.25,5.055237293243408
South Carolina,other_health,2007,6995588,8019642.5,7.087827205657959
South Dakota,other_health,2007,352575.46875,404187.5,1.9178528785705566
Tennessee,other_health,2007,6535036,7491672.5,4.775933265686035
Texas,other_health,2007,16741728,19192480,2.7716474533081055
Utah,other_health,2007,1961464.875,2248595.5,2.614794969558716
Vermont,other_health,2007,528429.8125,605784.4375,4.179986000061035
Virginia,other_health,2007,6110898,7005446.5,3.6019554138183594
Washington,other_health,2007,6366785.5,7298792.5,4.448787689208984
West Virginia,other_health,2007,1874813.375,2149259.5,5.180511474609375
Wisconsin,other_health,2007,4844851,5554068.5,3.880566358566284
Wyoming,other_health,2007,917858.0625,1052219.5,7.710714340209961
Alabama,HCD,2007,357749,410118.375,0.3416719138622284
Alaska,HCD,2007,213355,244587.140625,1.2547498941421509
Arizona,HCD,2007,430346,493342.53125,0.2906595468521118
Arkansas,HCD,2007,149664,171572.6875,0.2310236096382141
California,HCD,2007,5537523,6348137.5,0.6422594785690308
Colorado,HCD,2007,506578,580733.8125,0.46241554617881775
Connecticut,HCD,2007,633668,726428,0.8227376937866211
Delaware,HCD,2007,110964,127207.5546875,0.5821563005447388
District of Columbia,HCD,2007,384413,440685.59375,3.889031410217285
Florida,HCD,2007,1844625,2114652,0.49414142966270447
Georgia,HCD,2007,945430,1083827.5,0.4178102910518646
Hawaii,HCD,2007,208000,238448.25,0.7530459761619568
Idaho,HCD,2007,81175,93057.8671875,0.21234937012195587
Illinois,HCD,2007,1647137,1888254.5,0.5628688931465149
Indiana,HCD,2007,610807,700220.4375,0.4109537601470947
Iowa,HCD,2007,154294,176880.453125,0.23031188547611237
Kansas,HCD,2007,190941,218892.046875,0.2908613085746765
Kentucky,HCD,2007,266929,306003.625,0.28473135828971863
Louisiana,HCD,2007,3180474,3646050.25,3.1318209171295166
Maine,HCD,2007,241992,277416.1875,0.9103880524635315
Maryland,HCD,2007,915039,1048987.75,0.7229622006416321
Massachusetts,HCD,2007,2178086,2496926.75,1.6242709159851074
Michigan,HCD,2007,910863,1044200.375,0.3986632823944092
Minnesota,HCD,2007,740899,849356.0625,0.6241598129272461
Mississippi,HCD,2007,189764,217542.75,0.2696629464626312
Missouri,HCD,2007,580817,665840.375,0.4388147294521332
Montana,HCD,2007,87164,99923.5703125,0.4219406843185425
Nebraska,HCD,2007,150947,173043.5,0.36204370856285095
Nevada,HCD,2007,211189,242104.0625,0.35222822427749634
New Hampshire,HCD,2007,169406,194204.625,0.6062377691268921
New Jersey,HCD,2007,964222,1105370.375,0.5007292628288269
New Mexico,HCD,2007,128039,146782.09375,0.27223360538482666
New York,HCD,2007,3604105,4131694.75,0.8810769319534302
North Carolina,HCD,2007,727919,834476,0.3553886413574219
North Dakota,HCD,2007,55761,63923.6171875,0.40603697299957275
Ohio,HCD,2007,1796668,2059674.625,0.6965066194534302
Oklahoma,HCD,2007,220061,252274.796875,0.2635122835636139
Oregon,HCD,2007,469177,537857.875,0.5885258316993713
Pennsylvania,HCD,2007,1594998,1828483,0.6037707924842834
Rhode Island,HCD,2007,184955,212029.78125,0.843849241733551
South Carolina,HCD,2007,324805,372351.84375,0.32908767461776733
South Dakota,HCD,2007,94375,108190.15625,0.5133578181266785
Tennessee,HCD,2007,513554,588731,0.375315397977829
Texas,HCD,2007,1647713,1888914.75,0.27278420329093933
Utah,HCD,2007,226675,259857,0.30217650532722473
Vermont,HCD,2007,116454,133501.203125,0.9211744070053101
Virginia,HCD,2007,828249,949492.875,0.4881959855556488
Washington,HCD,2007,839822,962760,0.5868251323699951
West Virginia,HCD,2007,126281,144766.75,0.34894147515296936
Wisconsin,HCD,2007,287242,329290.15625,0.23007141053676605
Wyoming,HCD,2007,18725,21466.07421875,0.15730440616607666
Alabama,lib,2007,86899,99619.78125,0.08299379795789719
Alaska,lib,2007,28022,32124.0234375,0.1647985875606537
Arizona,lib,2007,161971,185681.25,0.10939665883779526
Arkansas,lib,2007,64088,73469.5703125,0.09892719984054565
California,lib,2007,1199529,1375123,0.13912518322467804
Colorado,lib,2007,191115,219091.515625,0.1744539737701416
Connecticut,lib,2007,140162,160679.71875,0.1819826066493988
Delaware,lib,2007,37052,42475.88671875,0.19438786804676056
District of Columbia,lib,2007,43695,50091.328125,0.44205382466316223
Florida,lib,2007,453009,519323.09375,0.12135285139083862
Georgia,lib,2007,144598,165765.09375,0.06390164792537689
Hawaii,lib,2007,27881,31962.3828125,0.1009407490491867
Idaho,lib,2007,38527,44166.8046875,0.100784532725811
Illinois,lib,2007,607423,696341.125,0.20757198333740234
Indiana,lib,2007,341064,390990.9375,0.2294694483280182
Iowa,lib,2007,103418,118556.921875,0.15437018871307373
Kansas,lib,2007,89847,102999.3203125,0.13686434924602509
Kentucky,lib,2007,105409,120839.3828125,0.11243905872106552
Louisiana,lib,2007,120074,137651.125,0.11823717504739761
Maine,lib,2007,31504,36115.73828125,0.11851989477872849
Maryland,lib,2007,218199,250140.234375,0.17239660024642944
Massachusetts,lib,2007,243763,279446.4375,0.18178215622901917
Michigan,lib,2007,396145,454135,0.17338334023952484
Minnesota,lib,2007,191445,219469.828125,0.16128012537956238
Mississippi,lib,2007,46104,52852.96875,0.06551579385995865
Missouri,lib,2007,200122,229417.015625,0.1511947512626648
Montana,lib,2007,24980,28636.716796875,0.12092237919569016
Nebraska,lib,2007,38693,44357.10546875,0.09280447661876678
Nevada,lib,2007,83936,96223.0390625,0.13999132812023163
New Hampshire,lib,2007,33317,38194.13671875,0.11922850459814072
New Jersey,lib,2007,387757,444519.125,0.20136575400829315
New Mexico,lib,2007,40652,46602.875,0.08643335103988647
New York,lib,2007,828608,949904.4375,0.2025655061006546
North Carolina,lib,2007,191939,220036.140625,0.09370952099561691
North Dakota,lib,2007,11549,13239.609375,0.08409678936004639
Ohio,lib,2007,406441,465938.1875,0.157563254237175
Oklahoma,lib,2007,80543,92333.3515625,0.09644630551338196
Oregon,lib,2007,163888,187878.875,0.20557767152786255
Pennsylvania,lib,2007,226775,259971.640625,0.08584344387054443
Rhode Island,lib,2007,35183,40333.29296875,0.16052094101905823
South Carolina,lib,2007,77815,89206.0078125,0.07884101569652557
South Dakota,lib,2007,20956,24023.66015625,0.11399126797914505
Tennessee,lib,2007,103337,118464.0703125,0.07552072405815125
Texas,lib,2007,380387,436070.25,0.06297429651021957
Utah,lib,2007,83726,95982.296875,0.1116136834025383
Vermont,lib,2007,16210,18582.9140625,0.12822435796260834
Virginia,lib,2007,272708,312628.5625,0.1607426553964615
Washington,lib,2007,278188,318910.78125,0.19438371062278748
West Virginia,lib,2007,32624,37399.69140625,0.09014710783958435
Wisconsin,lib,2007,219498,251629.390625,0.17581067979335785
Wyoming,lib,2007,32819,37623.234375,0.27570483088493347
Alabama,parkrec,2007,356683,408896.3125,0.34065380692481995
Alaska,parkrec,2007,66449,76176.1875,0.3907893896102905
Arizona,parkrec,2007,587459,673454.625,0.3967750370502472
Arkansas,parkrec,2007,139489,159908.203125,0.21531730890274048
California,parkrec,2007,4261971,4885863,0.4943169057369232
Colorado,parkrec,2007,816985,936580,0.7457619309425354
Connecticut,parkrec,2007,224880,257799.234375,0.29197821021080017
Delaware,parkrec,2007,68853,78932.1015625,0.3612271249294281
District of Columbia,parkrec,2007,105944,121452.6953125,1.071814775466919
Florida,parkrec,2007,2175341,2493780,0.5827341675758362
Georgia,parkrec,2007,674582,773331.25,0.29811549186706543
Hawaii,parkrec,2007,190567,218463.296875,0.6899312734603882
Idaho,parkrec,2007,93075,106699.859375,0.24347913265228271
Illinois,parkrec,2007,2122967,2433739.25,0.7254721522331238
Indiana,parkrec,2007,380669,436393.53125,0.2561158835887909
Iowa,parkrec,2007,232951,267051.71875,0.34772178530693054
Kansas,parkrec,2007,204040,233908.5625,0.31081509590148926
Kentucky,parkrec,2007,236693,271341.5,0.25247880816459656
Louisiana,parkrec,2007,407297,466919.5,0.401066392660141
Maine,parkrec,2007,67775,77696.296875,0.25497353076934814
Maryland,parkrec,2007,598711,686353.8125,0.47303491830825806
Massachusetts,parkrec,2007,332736,381443.8125,0.24813227355480194
Michigan,parkrec,2007,706189,809565.0625,0.3090822994709015
Minnesota,parkrec,2007,664059,761267.8125,0.5594270825386047
Mississippi,parkrec,2007,134606,154310.40625,0.1912810057401657
Missouri,parkrec,2007,411348,471563.5,0.3107787072658539
Montana,parkrec,2007,56512,64784.5546875,0.2735614776611328
Nebraska,parkrec,2007,136969,157019.3125,0.32851770520210266
Nevada,parkrec,2007,509224,583767.1875,0.8493012189865112
New Hampshire,parkrec,2007,86566,99238.03125,0.3097858130931854
New Jersey,parkrec,2007,832059,953860.625,0.43209582567214966
New Mexico,parkrec,2007,213566,244829.03125,0.45407915115356445
New York,parkrec,2007,1774790,2034594,0.43387371301651
North Carolina,parkrec,2007,572276,656049.0625,0.2793997526168823
North Dakota,parkrec,2007,81336,93242.4375,0.5922674536705017
Ohio,parkrec,2007,859534,985357.5625,0.33321189880371094
Oklahoma,parkrec,2007,247234,283425.53125,0.29605060815811157
Oregon,parkrec,2007,411965,472270.8125,0.5167602300643921
Pennsylvania,parkrec,2007,669213,767176.25,0.2533240020275116
Rhode Island,parkrec,2007,61311,70286.0625,0.27972882986068726
South Carolina,parkrec,2007,315298,361453.15625,0.3194553256034851
South Dakota,parkrec,2007,91603,105012.375,0.4982793629169464
Tennessee,parkrec,2007,448022,513606.0625,0.3274233341217041
Texas,parkrec,2007,1382384,1584745.375,0.22885814309120178
Utah,parkrec,2007,324096,371539.0625,0.4320467710494995
Vermont,parkrec,2007,34082,39071.12109375,0.2695954442024231
Virginia,parkrec,2007,711149,815251.125,0.41917359828948975
Washington,parkrec,2007,611625,701158.1875,0.42737260460853577
West Virginia,parkrec,2007,143567,164583.171875,0.39670640230178833
Wisconsin,parkrec,2007,527416,604622.1875,0.42244285345077515
Wyoming,parkrec,2007,103411,118548.8984375,0.8687319159507751
Alabama,PK12ed,2008,6671430,7492518.5,6.20924711227417
Alaska,PK12ed,2008,1897947,2131537.5,10.975708961486816
Arizona,PK12ed,2008,7367909,8274717,4.800466060638428
Arkansas,PK12ed,2008,3846131,4319495,5.7796478271484375
California,PK12ed,2008,60096496,67492896,6.817605495452881
Colorado,PK12ed,2008,6887556,7735244.5,6.077263832092285
Connecticut,PK12ed,2008,7258782,8152159.5,9.2813568115234375
Delaware,PK12ed,2008,1459954,1639638.375,7.452427387237549
District of Columbia,PK12ed,2008,1631698,1832519.875,16.309507369995117
Florida,PK12ed,2008,23140320,25988324,6.07446813583374
Georgia,PK12ed,2008,15370791,17262556,6.57796573638916
Hawaii,PK12ed,2008,2038935,2289877.75,7.191781997680664
Idaho,PK12ed,2008,1797045,2018217,4.521996974945068
Illinois,PK12ed,2008,19890084,22338064,6.679875373840332
Indiana,PK12ed,2008,8375804,9406659,5.4997382164001465
Iowa,PK12ed,2008,4353930,4889791.5,6.340094566345215
Kansas,PK12ed,2008,4207480,4725317,6.24025821685791
Kentucky,PK12ed,2008,5433566,6102304,5.634713172912598
Louisiana,PK12ed,2008,6668491,7489218,6.361474990844727
Maine,PK12ed,2008,2113600,2373732,7.877045631408691
Maryland,PK12ed,2008,10003181,11234326,7.782052040100098
Massachusetts,PK12ed,2008,11541685,12962182,8.463208198547363
Michigan,PK12ed,2008,16103959,18085960,7.015957832336426
Minnesota,PK12ed,2008,8105561,9103156,6.683456897735596
Mississippi,PK12ed,2008,3735613,4195375,5.191871643066406
Missouri,PK12ed,2008,8054325,9045614,5.957992076873779
