"id","name","uni_id","uni_name","notability","link","image_link"
"TW18","Chris Partlow","TW","The Wire",68.3,"https://openpsychometrics.org/tests/characters/stats/TW/18","https://openpsychometrics.org/tests/characters/test-resources/pics/TW/18.jpg"
"TW16","Tommy Carcetti","TW","The Wire",65.9,"https://openpsychometrics.org/tests/characters/stats/TW/16","https://openpsychometrics.org/tests/characters/test-resources/pics/TW/16.jpg"
"TW24","D'Angelo Barksdale","TW","The Wire",65.6,"https://openpsychometrics.org/tests/characters/stats/TW/24","https://openpsychometrics.org/tests/characters/test-resources/pics/TW/24.jpg"
"TW14","Preston 'Bodie' Broadus","TW","The Wire",65.4,"https://openpsychometrics.org/tests/characters/stats/TW/14","https://openpsychometrics.org/tests/characters/test-resources/pics/TW/14.jpg"
"TW27","Spiros 'Vondas' Vondopoulos","TW","The Wire",65,"https://openpsychometrics.org/tests/characters/stats/TW/27","https://openpsychometrics.org/tests/characters/test-resources/pics/TW/27.jpg"
"TW19","Norman Wilson","TW","The Wire",60.7,"https://openpsychometrics.org/tests/characters/stats/TW/19","https://openpsychometrics.org/tests/characters/test-resources/pics/TW/19.jpg"
"TW26","Clarence Royce","TW","The Wire",58.3,"https://openpsychometrics.org/tests/characters/stats/TW/26","https://openpsychometrics.org/tests/characters/test-resources/pics/TW/26.jpg"
"TW22","Beatrice 'Beadie' Russell","TW","The Wire",57.3,"https://openpsychometrics.org/tests/characters/stats/TW/22","https://openpsychometrics.org/tests/characters/test-resources/pics/TW/22.jpg"
"TW25","Clay Davis","TW","The Wire",54,"https://openpsychometrics.org/tests/characters/stats/TW/25","https://openpsychometrics.org/tests/characters/test-resources/pics/TW/25.jpg"
"TW10","Roland 'Prez' Pryzbylewski","TW","The Wire",52.6,"https://openpsychometrics.org/tests/characters/stats/TW/10","https://openpsychometrics.org/tests/characters/test-resources/pics/TW/10.jpg"
"TW7","Ellis Carver","TW","The Wire",51.4,"https://openpsychometrics.org/tests/characters/stats/TW/7","https://openpsychometrics.org/tests/characters/test-resources/pics/TW/7.jpg"
"TW28","Frank Sobotka","TW","The Wire",48.9,"https://openpsychometrics.org/tests/characters/stats/TW/28","https://openpsychometrics.org/tests/characters/test-resources/pics/TW/28.jpg"
"TW9","William Rawls","TW","The Wire",48.5,"https://openpsychometrics.org/tests/characters/stats/TW/9","https://openpsychometrics.org/tests/characters/test-resources/pics/TW/9.jpg"
"TW21","Maurice Levy","TW","The Wire",48.3,"https://openpsychometrics.org/tests/characters/stats/TW/21","https://openpsychometrics.org/tests/characters/test-resources/pics/TW/21.jpg"
"TW6","Thomas 'Herc' Hauk","TW","The Wire",45.5,"https://openpsychometrics.org/tests/characters/stats/TW/6","https://openpsychometrics.org/tests/characters/test-resources/pics/TW/6.jpg"
"TW30","Nick Sobotka","TW","The Wire",38.7,"https://openpsychometrics.org/tests/characters/stats/TW/30","https://openpsychometrics.org/tests/characters/test-resources/pics/TW/30.jpg"
"TW29","Ziggy Sobotka","TW","The Wire",37.1,"https://openpsychometrics.org/tests/characters/stats/TW/29","https://openpsychometrics.org/tests/characters/test-resources/pics/TW/29.jpg"
"WW1","Josiah Bartlet","WW","The West Wing",93.8,"https://openpsychometrics.org/tests/characters/stats/WW/1","https://openpsychometrics.org/tests/characters/test-resources/pics/WW/1.jpg"
"WW2","Leo McGarry","WW","The West Wing",92.4,"https://openpsychometrics.org/tests/characters/stats/WW/2","https://openpsychometrics.org/tests/characters/test-resources/pics/WW/2.jpg"
"WW6","C. J. Cregg","WW","The West Wing",86.7,"https://openpsychometrics.org/tests/characters/stats/WW/6","https://openpsychometrics.org/tests/characters/test-resources/pics/WW/6.jpg"
"WW3","Josh Lyman","WW","The West Wing",85.7,"https://openpsychometrics.org/tests/characters/stats/WW/3","https://openpsychometrics.org/tests/characters/test-resources/pics/WW/3.jpg"
"WW7","Charlie Young","WW","The West Wing",84.1,"https://openpsychometrics.org/tests/characters/stats/WW/7","https://openpsychometrics.org/tests/characters/test-resources/pics/WW/7.jpg"
"WW5","Sam Seaborn","WW","The West Wing",82,"https://openpsychometrics.org/tests/characters/stats/WW/5","https://openpsychometrics.org/tests/characters/test-resources/pics/WW/5.jpg"
"WW4","Toby Ziegler","WW","The West Wing",77.9,"https://openpsychometrics.org/tests/characters/stats/WW/4","https://openpsychometrics.org/tests/characters/test-resources/pics/WW/4.jpg"
"WW8","Donna Moss","WW","The West Wing",72,"https://openpsychometrics.org/tests/characters/stats/WW/8","https://openpsychometrics.org/tests/characters/test-resources/pics/WW/8.jpg"
"WW9","Abbey Bartlet","WW","The West Wing",70.5,"https://openpsychometrics.org/tests/characters/stats/WW/9","https://openpsychometrics.org/tests/characters/test-resources/pics/WW/9.jpg"
"WW10","Joey Lucas","WW","The West Wing",70.5,"https://openpsychometrics.org/tests/characters/stats/WW/10","https://openpsychometrics.org/tests/characters/test-resources/pics/WW/10.jpg"
"SOP3","Carmela Soprano","SOP","The Sopranos",88.6,"https://openpsychometrics.org/tests/characters/stats/SOP/3","https://openpsychometrics.org/tests/characters/test-resources/pics/SOP/3.jpg"
"SOP1","Tony Soprano","SOP","The Sopranos",84.7,"https://openpsychometrics.org/tests/characters/stats/SOP/1","https://openpsychometrics.org/tests/characters/test-resources/pics/SOP/1.jpg"
"SOP2","Dr. Jennifer Melfi","SOP","The Sopranos",78.4,"https://openpsychometrics.org/tests/characters/stats/SOP/2","https://openpsychometrics.org/tests/characters/test-resources/pics/SOP/2.jpg"
"SOP5","Junior Soprano","SOP","The Sopranos",67.9,"https://openpsychometrics.org/tests/characters/stats/SOP/5","https://openpsychometrics.org/tests/characters/test-resources/pics/SOP/5.jpg"
"SOP6","Silvio Dante","SOP","The Sopranos",65.5,"https://openpsychometrics.org/tests/characters/stats/SOP/6","https://openpsychometrics.org/tests/characters/test-resources/pics/SOP/6.jpg"
"SOP7","Paulie 'Walnuts' Gualtieri","SOP","The Sopranos",62.1,"https://openpsychometrics.org/tests/characters/stats/SOP/7","https://openpsychometrics.org/tests/characters/test-resources/pics/SOP/7.jpg"
"SOP4","Christopher Moltisanti","SOP","The Sopranos",54.6,"https://openpsychometrics.org/tests/characters/stats/SOP/4","https://openpsychometrics.org/tests/characters/test-resources/pics/SOP/4.jpg"
"SOP9","Meadow Soprano","SOP","The Sopranos",54.2,"https://openpsychometrics.org/tests/characters/stats/SOP/9","https://openpsychometrics.org/tests/characters/test-resources/pics/SOP/9.jpg"
"SOP8","A.J. Soprano","SOP","The Sopranos",41.2,"https://openpsychometrics.org/tests/characters/stats/SOP/8","https://openpsychometrics.org/tests/characters/test-resources/pics/SOP/8.jpg"
"SOP10","Janice Soprano","SOP","The Sopranos",35.1,"https://openpsychometrics.org/tests/characters/stats/SOP/10","https://openpsychometrics.org/tests/characters/test-resources/pics/SOP/10.jpg"
"FS2","River Tam","FS","Firefly + Serenity",90.6,"https://openpsychometrics.org/tests/characters/stats/FS/2","https://openpsychometrics.org/tests/characters/test-resources/pics/FS/2.jpg"
"FS5","Zoe Washburne","FS","Firefly + Serenity",86.5,"https://openpsychometrics.org/tests/characters/stats/FS/5","https://openpsychometrics.org/tests/characters/test-resources/pics/FS/5.jpg"
"FS1","Malcolm Reynolds","FS","Firefly + Serenity",82.8,"https://openpsychometrics.org/tests/characters/stats/FS/1","https://openpsychometrics.org/tests/characters/test-resources/pics/FS/1.jpg"
"FS3","Inara Serra","FS","Firefly + Serenity",81.6,"https://openpsychometrics.org/tests/characters/stats/FS/3","https://openpsychometrics.org/tests/characters/test-resources/pics/FS/3.jpg"
"FS4","Kaylee Frye","FS","Firefly + Serenity",80.5,"https://openpsychometrics.org/tests/characters/stats/FS/4","https://openpsychometrics.org/tests/characters/test-resources/pics/FS/4.jpg"
"FS6","Hoban Washburne","FS","Firefly + Serenity",75.8,"https://openpsychometrics.org/tests/characters/stats/FS/6","https://openpsychometrics.org/tests/characters/test-resources/pics/FS/6.jpg"
"FS8","Derrial Book","FS","Firefly + Serenity",73.7,"https://openpsychometrics.org/tests/characters/stats/FS/8","https://openpsychometrics.org/tests/characters/test-resources/pics/FS/8.jpg"
"FS10","The Operative","FS","Firefly + Serenity",69.6,"https://openpsychometrics.org/tests/characters/stats/FS/10","https://openpsychometrics.org/tests/characters/test-resources/pics/FS/10.jpg"
"FS9","Simon Tam","FS","Firefly + Serenity",63.6,"https://openpsychometrics.org/tests/characters/stats/FS/9","https://openpsychometrics.org/tests/characters/test-resources/pics/FS/9.jpg"
"FS7","Jayne Cobb","FS","Firefly + Serenity",52.2,"https://openpsychometrics.org/tests/characters/stats/FS/7","https://openpsychometrics.org/tests/characters/test-resources/pics/FS/7.jpg"
"S82","Nomi Marks","S8","Sense8",92.8,"https://openpsychometrics.org/tests/characters/stats/S8/2","https://openpsychometrics.org/tests/characters/test-resources/pics/S8/2.jpg"
"S81","Sun Bak","S8","Sense8",84.8,"https://openpsychometrics.org/tests/characters/stats/S8/1","https://openpsychometrics.org/tests/characters/test-resources/pics/S8/1.jpg"
"S85","Wolfgang Bogdanow","S8","Sense8",83.2,"https://openpsychometrics.org/tests/characters/stats/S8/5","https://openpsychometrics.org/tests/characters/test-resources/pics/S8/5.jpg"
"S84","Riley Blue","S8","Sense8",79.4,"https://openpsychometrics.org/tests/characters/stats/S8/4","https://openpsychometrics.org/tests/characters/test-resources/pics/S8/4.jpg"
"S89","Amanita Caplan","S8","Sense8",77.9,"https://openpsychometrics.org/tests/characters/stats/S8/9","https://openpsychometrics.org/tests/characters/test-resources/pics/S8/9.jpg"
"S83","Kala Dandekar","S8","Sense8",75.1,"https://openpsychometrics.org/tests/characters/stats/S8/3","https://openpsychometrics.org/tests/characters/test-resources/pics/S8/3.jpg"
"S86","Lito Rodriguez","S8","Sense8",72.9,"https://openpsychometrics.org/tests/characters/stats/S8/6","https://openpsychometrics.org/tests/characters/test-resources/pics/S8/6.jpg"
"S87","Will Gorski","S8","Sense8",71.4,"https://openpsychometrics.org/tests/characters/stats/S8/7","https://openpsychometrics.org/tests/characters/test-resources/pics/S8/7.jpg"
"S810","Hernando Fuentes","S8","Sense8",71.2,"https://openpsychometrics.org/tests/characters/stats/S8/10","https://openpsychometrics.org/tests/characters/test-resources/pics/S8/10.jpg"
"S88","Angelica Turing","S8","Sense8",56.8,"https://openpsychometrics.org/tests/characters/stats/S8/8","https://openpsychometrics.org/tests/characters/test-resources/pics/S8/8.jpg"
"DA15","Violet Crawley, Dowager Countess of Grantham","DA","Downton Abbey",87.3,"https://openpsychometrics.org/tests/characters/stats/DA/15","https://openpsychometrics.org/tests/characters/test-resources/pics/DA/15.jpg"
"DA6","Lady Mary Crawley","DA","Downton Abbey",86.2,"https://openpsychometrics.org/tests/characters/stats/DA/6","https://openpsychometrics.org/tests/characters/test-resources/pics/DA/6.jpg"
"DA2","Lady Sybil Crawley","DA","Downton Abbey",82.1,"https://openpsychometrics.org/tests/characters/stats/DA/2","https://openpsychometrics.org/tests/characters/test-resources/pics/DA/2.jpg"
"DA4","Charlie Carson","DA","Downton Abbey",79.7,"https://openpsychometrics.org/tests/characters/stats/DA/4","https://openpsychometrics.org/tests/characters/test-resources/pics/DA/4.jpg"
"DA9","Elsie Carson","DA","Downton Abbey",76.9,"https://openpsychometrics.org/tests/characters/stats/DA/9","https://openpsychometrics.org/tests/characters/test-resources/pics/DA/9.jpg"
"DA5","John Bates","DA","Downton Abbey",74.3,"https://openpsychometrics.org/tests/characters/stats/DA/5","https://openpsychometrics.org/tests/characters/test-resources/pics/DA/5.jpg"
"DA1","Robert Crawley, 7th Earl of Grantham","DA","Downton Abbey",73.2,"https://openpsychometrics.org/tests/characters/stats/DA/1","https://openpsychometrics.org/tests/characters/test-resources/pics/DA/1.jpg"
"DA8","Anna Bates","DA","Downton Abbey",71.4,"https://openpsychometrics.org/tests/characters/stats/DA/8","https://openpsychometrics.org/tests/characters/test-resources/pics/DA/8.jpg"
"DA12","Cora Crawley, Countess of Grantham","DA","Downton Abbey",71.1,"https://openpsychometrics.org/tests/characters/stats/DA/12","https://openpsychometrics.org/tests/characters/test-resources/pics/DA/12.jpg"
"DA13","Daisy Mason","DA","Downton Abbey",64.3,"https://openpsychometrics.org/tests/characters/stats/DA/13","https://openpsychometrics.org/tests/characters/test-resources/pics/DA/13.jpg"
"DA11","Thomas Barrow","DA","Downton Abbey",62.7,"https://openpsychometrics.org/tests/characters/stats/DA/11","https://openpsychometrics.org/tests/characters/test-resources/pics/DA/11.jpg"
"DA14","Beryl Patmore","DA","Downton Abbey",61.5,"https://openpsychometrics.org/tests/characters/stats/DA/14","https://openpsychometrics.org/tests/characters/test-resources/pics/DA/14.jpg"
"DA3","Lady Edith Crawley","DA","Downton Abbey",49.2,"https://openpsychometrics.org/tests/characters/stats/DA/3","https://openpsychometrics.org/tests/characters/test-resources/pics/DA/3.jpg"
"DA7","Sarah O'Brien","DA","Downton Abbey",40.4,"https://openpsychometrics.org/tests/characters/stats/DA/7","https://openpsychometrics.org/tests/characters/test-resources/pics/DA/7.jpg"
"DA10","William Mason","DA","Downton Abbey",27.9,"https://openpsychometrics.org/tests/characters/stats/DA/10","https://openpsychometrics.org/tests/characters/test-resources/pics/DA/10.jpg"
"GP4","Janet","GP","The Good Place",86.4,"https://openpsychometrics.org/tests/characters/stats/GP/4","https://openpsychometrics.org/tests/characters/test-resources/pics/GP/4.jpg"
"GP1","Eleanor Shellstrop","GP","The Good Place",84,"https://openpsychometrics.org/tests/characters/stats/GP/1","https://openpsychometrics.org/tests/characters/test-resources/pics/GP/1.jpg"
"GP2","Chidi Anagonye","GP","The Good Place",83,"https://openpsychometrics.org/tests/characters/stats/GP/2","https://openpsychometrics.org/tests/characters/test-resources/pics/GP/2.jpg"
"GP6","Michael","GP","The Good Place",82.9,"https://openpsychometrics.org/tests/characters/stats/GP/6","https://openpsychometrics.org/tests/characters/test-resources/pics/GP/6.jpg"
"GP3","Tahani Al-Jamil","GP","The Good Place",74.6,"https://openpsychometrics.org/tests/characters/stats/GP/3","https://openpsychometrics.org/tests/characters/test-resources/pics/GP/3.jpg"
"GP5","Jason Mendoza","GP","The Good Place",58.6,"https://openpsychometrics.org/tests/characters/stats/GP/5","https://openpsychometrics.org/tests/characters/test-resources/pics/GP/5.jpg"
"MCU1","Tony Stark","MCU","Marvel Cinematic Universe",92.3,"https://openpsychometrics.org/tests/characters/stats/MCU/1","https://openpsychometrics.org/tests/characters/test-resources/pics/MCU/1.jpg"
"MCU6","Thor","MCU","Marvel Cinematic Universe",86.9,"https://openpsychometrics.org/tests/characters/stats/MCU/6","https://openpsychometrics.org/tests/characters/test-resources/pics/MCU/6.jpg"
"MCU2","Captain America","MCU","Marvel Cinematic Universe",82.2,"https://openpsychometrics.org/tests/characters/stats/MCU/2","https://openpsychometrics.org/tests/characters/test-resources/pics/MCU/2.jpg"
"MCU9","Black Panther","MCU","Marvel Cinematic Universe",82,"https://openpsychometrics.org/tests/characters/stats/MCU/9","https://openpsychometrics.org/tests/characters/test-resources/pics/MCU/9.jpg"
"MCU8","Dr. Strange","MCU","Marvel Cinematic Universe",81.4,"https://openpsychometrics.org/tests/characters/stats/MCU/8","https://openpsychometrics.org/tests/characters/test-resources/pics/MCU/8.jpg"
"MCU7","Nick Fury","MCU","Marvel Cinematic Universe",81.2,"https://openpsychometrics.org/tests/characters/stats/MCU/7","https://openpsychometrics.org/tests/characters/test-resources/pics/MCU/7.jpg"
"MCU3","Black Widow","MCU","Marvel Cinematic Universe",77.5,"https://openpsychometrics.org/tests/characters/stats/MCU/3","https://openpsychometrics.org/tests/characters/test-resources/pics/MCU/3.jpg"
"MCU13","Loki","MCU","Marvel Cinematic Universe",77,"https://openpsychometrics.org/tests/characters/stats/MCU/13","https://openpsychometrics.org/tests/characters/test-resources/pics/MCU/13.jpg"
"MCU4","Bruce Banner","MCU","Marvel Cinematic Universe",73.9,"https://openpsychometrics.org/tests/characters/stats/MCU/4","https://openpsychometrics.org/tests/characters/test-resources/pics/MCU/4.jpg"
"MCU10","Gamora","MCU","Marvel Cinematic Universe",73.1,"https://openpsychometrics.org/tests/characters/stats/MCU/10","https://openpsychometrics.org/tests/characters/test-resources/pics/MCU/10.jpg"
"MCU11","Thanos","MCU","Marvel Cinematic Universe",71.2,"https://openpsychometrics.org/tests/characters/stats/MCU/11","https://openpsychometrics.org/tests/characters/test-resources/pics/MCU/11.jpg"
"MCU5","Captain Marvel","MCU","Marvel Cinematic Universe",63.7,"https://openpsychometrics.org/tests/characters/stats/MCU/5","https://openpsychometrics.org/tests/characters/test-resources/pics/MCU/5.jpg"
"MCU15","Peter Jason Quill","MCU","Marvel Cinematic Universe",63.2,"https://openpsychometrics.org/tests/characters/stats/MCU/15","https://openpsychometrics.org/tests/characters/test-resources/pics/MCU/15.jpg"
"MCU12","Peggy Carter","MCU","Marvel Cinematic Universe",60.7,"https://openpsychometrics.org/tests/characters/stats/MCU/12","https://openpsychometrics.org/tests/characters/test-resources/pics/MCU/12.jpg"
"MCU14","Hawkeye","MCU","Marvel Cinematic Universe",49.5,"https://openpsychometrics.org/tests/characters/stats/MCU/14","https://openpsychometrics.org/tests/characters/test-resources/pics/MCU/14.jpg"
"ASP5","Frank Reynolds","ASP","It's Always Sunny in Philadelphia",65.7,"https://openpsychometrics.org/tests/characters/stats/ASP/5","https://openpsychometrics.org/tests/characters/test-resources/pics/ASP/5.jpg"
"ASP2","Dennis Reynolds","ASP","It's Always Sunny in Philadelphia",61.9,"https://openpsychometrics.org/tests/characters/stats/ASP/2","https://openpsychometrics.org/tests/characters/test-resources/pics/ASP/2.jpg"
"ASP1","Charlie Kelly","ASP","It's Always Sunny in Philadelphia",55.6,"https://openpsychometrics.org/tests/characters/stats/ASP/1","https://openpsychometrics.org/tests/characters/test-resources/pics/ASP/1.jpg"
"ASP3","Mac","ASP","It's Always Sunny in Philadelphia",55.4,"https://openpsychometrics.org/tests/characters/stats/ASP/3","https://openpsychometrics.org/tests/characters/test-resources/pics/ASP/3.jpg"
"ASP4","Dee Reynolds","ASP","It's Always Sunny in Philadelphia",39.6,"https://openpsychometrics.org/tests/characters/stats/ASP/4","https://openpsychometrics.org/tests/characters/test-resources/pics/ASP/4.jpg"
"NG1","Jess Day","NG","New Girl",82.8,"https://openpsychometrics.org/tests/characters/stats/NG/1","https://openpsychometrics.org/tests/characters/test-resources/pics/NG/1.jpg"
"NG3","Schmidt","NG","New Girl",78.6,"https://openpsychometrics.org/tests/characters/stats/NG/3","https://openpsychometrics.org/tests/characters/test-resources/pics/NG/3.jpg"
"NG4","Cece Parekh","NG","New Girl",76.8,"https://openpsychometrics.org/tests/characters/stats/NG/4","https://openpsychometrics.org/tests/characters/test-resources/pics/NG/4.jpg"
"NG5","Winston Bishop","NG","New Girl",67.2,"https://openpsychometrics.org/tests/characters/stats/NG/5","https://openpsychometrics.org/tests/characters/test-resources/pics/NG/5.jpg"
"NG2","Nick Miller","NG","New Girl",65.8,"https://openpsychometrics.org/tests/characters/stats/NG/2","https://openpsychometrics.org/tests/characters/test-resources/pics/NG/2.jpg"
"CM1","Dr. Spencer Reid","CM","Criminal Minds",92.4,"https://openpsychometrics.org/tests/characters/stats/CM/1","https://openpsychometrics.org/tests/characters/test-resources/pics/CM/1.jpg"
"CM2","Penelope Garcia","CM","Criminal Minds",90.5,"https://openpsychometrics.org/tests/characters/stats/CM/2","https://openpsychometrics.org/tests/characters/test-resources/pics/CM/2.jpg"
"CM6","Derek Morgan","CM","Criminal Minds",86.8,"https://openpsychometrics.org/tests/characters/stats/CM/6","https://openpsychometrics.org/tests/characters/test-resources/pics/CM/6.jpg"
"CM5","Aaron Hotchner","CM","Criminal Minds",84.9,"https://openpsychometrics.org/tests/characters/stats/CM/5","https://openpsychometrics.org/tests/characters/test-resources/pics/CM/5.jpg"
"CM3","Jennifer Jareau","CM","Criminal Minds",80,"https://openpsychometrics.org/tests/characters/stats/CM/3","https://openpsychometrics.org/tests/characters/test-resources/pics/CM/3.jpg"
"CM4","David Rossi","CM","Criminal Minds",75.7,"https://openpsychometrics.org/tests/characters/stats/CM/4","https://openpsychometrics.org/tests/characters/test-resources/pics/CM/4.jpg"
"SF3","Elaine Benes","SF","Seinfeld",74,"https://openpsychometrics.org/tests/characters/stats/SF/3","https://openpsychometrics.org/tests/characters/test-resources/pics/SF/3.jpg"
"SF1","Jerry Seinfeld","SF","Seinfeld",69.6,"https://openpsychometrics.org/tests/characters/stats/SF/1","https://openpsychometrics.org/tests/characters/test-resources/pics/SF/1.jpg"
"SF4","Cosmo Kramer","SF","Seinfeld",64.7,"https://openpsychometrics.org/tests/characters/stats/SF/4","https://openpsychometrics.org/tests/characters/test-resources/pics/SF/4.jpg"
"SF2","George Costanza","SF","Seinfeld",48.2,"https://openpsychometrics.org/tests/characters/stats/SF/2","https://openpsychometrics.org/tests/characters/test-resources/pics/SF/2.jpg"
"SF6","Helen Seinfeld","SF","Seinfeld",38.3,"https://openpsychometrics.org/tests/characters/stats/SF/6","https://openpsychometrics.org/tests/characters/test-resources/pics/SF/6.jpg"
"SF5","Morty Seinfeld","SF","Seinfeld",26.9,"https://openpsychometrics.org/tests/characters/stats/SF/5","https://openpsychometrics.org/tests/characters/test-resources/pics/SF/5.jpg"
"GTH7","Alfred Pennyworth","GTH","Gotham",87.5,"https://openpsychometrics.org/tests/characters/stats/GTH/7","https://openpsychometrics.org/tests/characters/test-resources/pics/GTH/7.jpg"
"GTH3","Bruce Wayne","GTH","Gotham",84.7,"https://openpsychometrics.org/tests/characters/stats/GTH/3","https://openpsychometrics.org/tests/characters/test-resources/pics/GTH/3.jpg"
"GTH1","James Gordon","GTH","Gotham",82.8,"https://openpsychometrics.org/tests/characters/stats/GTH/1","https://openpsychometrics.org/tests/characters/test-resources/pics/GTH/1.jpg"
"GTH5","Selina Kyle","GTH","Gotham",80.6,"https://openpsychometrics.org/tests/characters/stats/GTH/5","https://openpsychometrics.org/tests/characters/test-resources/pics/GTH/5.jpg"
"GTH4","Oswald Cobblepot","GTH","Gotham",73.6,"https://openpsychometrics.org/tests/characters/stats/GTH/4","https://openpsychometrics.org/tests/characters/test-resources/pics/GTH/4.jpg"
"GTH6","Edward Nygma","GTH","Gotham",68.6,"https://openpsychometrics.org/tests/characters/stats/GTH/6","https://openpsychometrics.org/tests/characters/test-resources/pics/GTH/6.jpg"
"GTH2","Harvey Bullock","GTH","Gotham",64,"https://openpsychometrics.org/tests/characters/stats/GTH/2","https://openpsychometrics.org/tests/characters/test-resources/pics/GTH/2.jpg"
"GTH8","Barbara Kean","GTH","Gotham",62.3,"https://openpsychometrics.org/tests/characters/stats/GTH/8","https://openpsychometrics.org/tests/characters/test-resources/pics/GTH/8.jpg"
"GTH9","Leslie Thompkins","GTH","Gotham",58.8,"https://openpsychometrics.org/tests/characters/stats/GTH/9","https://openpsychometrics.org/tests/characters/test-resources/pics/GTH/9.jpg"
"GTH10","Lucius Fox","GTH","Gotham",58.4,"https://openpsychometrics.org/tests/characters/stats/GTH/10","https://openpsychometrics.org/tests/characters/test-resources/pics/GTH/10.jpg"
"AD1","Michael Bluth","AD","Arrested Development",76.9,"https://openpsychometrics.org/tests/characters/stats/AD/1","https://openpsychometrics.org/tests/characters/test-resources/pics/AD/1.jpg"
"AD10","Lucille Bluth","AD","Arrested Development",72,"https://openpsychometrics.org/tests/characters/stats/AD/10","https://openpsychometrics.org/tests/characters/test-resources/pics/AD/10.jpg"
"AD8","George Bluth, Sr.","AD","Arrested Development",64.4,"https://openpsychometrics.org/tests/characters/stats/AD/8","https://openpsychometrics.org/tests/characters/test-resources/pics/AD/8.jpg"
"AD5","Maeby Funke","AD","Arrested Development",61.5,"https://openpsychometrics.org/tests/characters/stats/AD/5","https://openpsychometrics.org/tests/characters/test-resources/pics/AD/5.jpg"
"AD4","George Michael Bluth","AD","Arrested Development",56.7,"https://openpsychometrics.org/tests/characters/stats/AD/4","https://openpsychometrics.org/tests/characters/test-resources/pics/AD/4.jpg"
"AD2","Lindsay Bluth Funke","AD","Arrested Development",49,"https://openpsychometrics.org/tests/characters/stats/AD/2","https://openpsychometrics.org/tests/characters/test-resources/pics/AD/2.jpg"
"AD6","Buster Bluth","AD","Arrested Development",43.2,"https://openpsychometrics.org/tests/characters/stats/AD/6","https://openpsychometrics.org/tests/characters/test-resources/pics/AD/6.jpg"
"AD3","George Oscar 'Gob' Bluth","AD","Arrested Development",38.3,"https://openpsychometrics.org/tests/characters/stats/AD/3","https://openpsychometrics.org/tests/characters/test-resources/pics/AD/3.jpg"
"AD7","Tobias Funke","AD","Arrested Development",36.7,"https://openpsychometrics.org/tests/characters/stats/AD/7","https://openpsychometrics.org/tests/characters/test-resources/pics/AD/7.jpg"
"AD9","Oscar Bluth","AD","Arrested Development",34.3,"https://openpsychometrics.org/tests/characters/stats/AD/9","https://openpsychometrics.org/tests/characters/test-resources/pics/AD/9.jpg"
"V1","Selina Meyer","V","Veep",81.9,"https://openpsychometrics.org/tests/characters/stats/V/1","https://openpsychometrics.org/tests/characters/test-resources/pics/V/1.jpg"
"V4","Dan Egan","V","Veep",63.4,"https://openpsychometrics.org/tests/characters/stats/V/4","https://openpsychometrics.org/tests/characters/test-resources/pics/V/4.jpg"
"V2","Amy Brookheimer","V","Veep",60.4,"https://openpsychometrics.org/tests/characters/stats/V/2","https://openpsychometrics.org/tests/characters/test-resources/pics/V/2.jpg"
"V3","Gary Walsh","V","Veep",46,"https://openpsychometrics.org/tests/characters/stats/V/3","https://openpsychometrics.org/tests/characters/test-resources/pics/V/3.jpg"
"V6","Mike McLintock","V","Veep",26.3,"https://openpsychometrics.org/tests/characters/stats/V/6","https://openpsychometrics.org/tests/characters/test-resources/pics/V/6.jpg"
"V5","Jonah Ryan","V","Veep",24.9,"https://openpsychometrics.org/tests/characters/stats/V/5","https://openpsychometrics.org/tests/characters/test-resources/pics/V/5.jpg"
"T7S5","Donna Pinciotti","T7S","That 70's Show",80.4,"https://openpsychometrics.org/tests/characters/stats/T7S/5","https://openpsychometrics.org/tests/characters/test-resources/pics/T7S/5.jpg"
"T7S7","Kitty Forman","T7S","That 70's Show",79.4,"https://openpsychometrics.org/tests/characters/stats/T7S/7","https://openpsychometrics.org/tests/characters/test-resources/pics/T7S/7.jpg"
"T7S4","Steven Hyde","T7S","That 70's Show",77.2,"https://openpsychometrics.org/tests/characters/stats/T7S/4","https://openpsychometrics.org/tests/characters/test-resources/pics/T7S/4.jpg"
"T7S8","Red Forman","T7S","That 70's Show",76.5,"https://openpsychometrics.org/tests/characters/stats/T7S/8","https://openpsychometrics.org/tests/characters/test-resources/pics/T7S/8.jpg"
"T7S2","Jackie Burkhart","T7S","That 70's Show",74.3,"https://openpsychometrics.org/tests/characters/stats/T7S/2","https://openpsychometrics.org/tests/characters/test-resources/pics/T7S/2.jpg"
"T7S6","Fez","T7S","That 70's Show",67.5,"https://openpsychometrics.org/tests/characters/stats/T7S/6","https://openpsychometrics.org/tests/characters/test-resources/pics/T7S/6.jpg"
"T7S1","Eric Forman","T7S","That 70's Show",67.2,"https://openpsychometrics.org/tests/characters/stats/T7S/1","https://openpsychometrics.org/tests/characters/test-resources/pics/T7S/1.jpg"
"T7S3","Michael Kelso","T7S","That 70's Show",66,"https://openpsychometrics.org/tests/characters/stats/T7S/3","https://openpsychometrics.org/tests/characters/test-resources/pics/T7S/3.jpg"
"T7S10","Bob Pinciotti","T7S","That 70's Show",35.2,"https://openpsychometrics.org/tests/characters/stats/T7S/10","https://openpsychometrics.org/tests/characters/test-resources/pics/T7S/10.jpg"
"T7S9","Midge Pinciotti","T7S","That 70's Show",28.4,"https://openpsychometrics.org/tests/characters/stats/T7S/9","https://openpsychometrics.org/tests/characters/test-resources/pics/T7S/9.jpg"
