Entity,Code,Year,Commodity Balances - Livestock and Fish Primary Equivalent - Pelagic Fish - 2763 - Production - 5510 - tonnes,Commodity Balances - Livestock and Fish Primary Equivalent - Crustaceans - 2765 - Production - 5510 - tonnes,Commodity Balances - Livestock and Fish Primary Equivalent - Cephalopods - 2766 - Production - 5510 - tonnes,Commodity Balances - Livestock and Fish Primary Equivalent - Demersal Fish - 2762 - Production - 5510 - tonnes,Commodity Balances - Livestock and Fish Primary Equivalent - Freshwater Fish - 2761 - Production - 5510 - tonnes,"Commodity Balances - Livestock and Fish Primary Equivalent - Molluscs, Other - 2767 - Production - 5510 - tonnes","Commodity Balances - Livestock and Fish Primary Equivalent - Marine Fish, Other - 2764 - Production - 5510 - tonnes"
Malawi,MWI,2008,,0,,,71719,,
Malawi,MWI,2009,,0,,,70945,,
Malawi,MWI,2010,,0,,,100929,,
Malawi,MWI,2011,,0,,,85248,,
Malawi,MWI,2012,,0,,,128624,,
Malawi,MWI,2013,,0,,,115953,,
Malaysia,MYS,1961,66800,17500,1000,21100,3831,6480,51000
Malaysia,MYS,1962,77400,22600,1000,24100,3888,8580,52000
Malaysia,MYS,1963,84200,21400,1500,26900,4441,20400,61200
Malaysia,MYS,1964,90000,21800,1700,32700,5402,20900,41000
Malaysia,MYS,1965,96600,24600,1200,34200,5908,20800,46400
Malaysia,MYS,1966,114800,30500,1300,42200,6609,25400,52800
Malaysia,MYS,1967,143100,39600,2100,53100,6711,27700,72000
Malaysia,MYS,1968,181200,40300,2600,51400,7208,27900,72700
Malaysia,MYS,1969,146500,52500,2700,46200,7502,29300,64900
Malaysia,MYS,1970,125400,55300,3500,45500,7996,32900,72000
Malaysia,MYS,1971,129500,64600,3700,39900,10087,30100,92100
Malaysia,MYS,1972,108700,66600,3400,41700,10878,30900,98800
Malaysia,MYS,1973,128200,73100,5000,52600,10967,41000,136000
Malaysia,MYS,1974,136542,85853,7704,60393,9997,49662,177832
Malaysia,MYS,1975,127681,56364,8790,64966,10113,34713,173726
Malaysia,MYS,1976,136654,68270,13801,74986,9268,33112,183378
Malaysia,MYS,1977,168613,75580,14642,80152,8666,49129,225327
Malaysia,MYS,1978,206777,95238,17463,94744,10305,57750,205588
Malaysia,MYS,1979,225650,98445,17122,92578,12313,65602,187702
Malaysia,MYS,1980,237528,95299,13174,83534,10742,123495,175928
Malaysia,MYS,1981,307816,107090,17053,88619,18767,71626,195461
Malaysia,MYS,1982,267156,94061,13255,91712,11077,61644,183600
Malaysia,MYS,1983,319435,100774,15067,91722,12680,48753,188655
Malaysia,MYS,1984,318167,105254,16413,103662,13085,70506,159618
Malaysia,MYS,1985,303778,109385,15468,107337,22075,48584,179701
Malaysia,MYS,1986,251260,122991,25528,131300,21809,47743,209862
Malaysia,MYS,1987,294082,89251,28790,98579,12379,61887,294732
Malaysia,MYS,1988,266168,113439,27939,143962,20227,38777,235649
Malaysia,MYS,1989,249177,117790,41546,109554,21529,43120,312466
Malaysia,MYS,1990,267545,115543,49761,128195,25116,42217,357592
Malaysia,MYS,1991,283977,112257,46712,132244,27337,51604,312012
Malaysia,MYS,1992,331363,138832,50461,158104,33584,67752,309270
Malaysia,MYS,1993,339371,120348,48523,160768,34758,101214,333287
Malaysia,MYS,1994,348437,117565,51681,161652,40422,92717,359150
Malaysia,MYS,1995,381199,111166,47742,171786,40246,117062,368227
Malaysia,MYS,1996,367409,118297,56035,182626,50116,91608,353442
Malaysia,MYS,1997,386620,111946,60352,192840,57197,85806,332334
Malaysia,MYS,1998,386476,72858,66226,219905,57848,88842,383397
Malaysia,MYS,1999,456797,119027,63863,225296,63078,91551,375101
Malaysia,MYS,2000,441986,127175,82204,210428,75610,81928,412651
Malaysia,MYS,2001,420895,119363,68224,206900,69819,81909,415482
Malaysia,MYS,2002,445529,116007,77615,188625,69921,88000,448329
Malaysia,MYS,2003,454683,115107,74951,194355,74113,86522,448650
Malaysia,MYS,2004,461453,124693,78577,231975,81618,81620,443057
Malaysia,MYS,2005,403692,100574,65436,207901,93678,70063,443388
Malaysia,MYS,2006,441541,109795,85918,225965,100136,54773,431758
Malaysia,MYS,2007,509848,120480,85272,228749,109260,59535,446730
Malaysia,MYS,2008,547559,146132,80058,245498,133520,78459,405091
Malaysia,MYS,2009,538836,173516,81386,267238,188632,101408,376099
Malaysia,MYS,2010,541083,217437,75370,275649,196739,91825,403176
Malaysia,MYS,2011,538074,191040,77046,282049,164366,63368,346160
Malaysia,MYS,2012,565453,189846,86579,305873,210985,49722,359728
Malaysia,MYS,2013,603017,174163,78558,322132,183484,46853,329526
Maldives,MDV,1961,11000,0,,0,,0,1000
Maldives,MDV,1962,11000,0,,0,,0,1000
Maldives,MDV,1963,11000,0,,0,,0,1000
Maldives,MDV,1964,11000,0,,0,,0,1000
Maldives,MDV,1965,17600,0,,0,,0,2000
Maldives,MDV,1966,21400,0,,0,,0,1000
Maldives,MDV,1967,24100,0,,0,,0,1000
Maldives,MDV,1968,22700,0,,0,,0,1000
Maldives,MDV,1969,25000,0,,0,,0,7300
Maldives,MDV,1970,33553,0,,300,,0,3420
Maldives,MDV,1971,32521,0,,400,,0,2255
Maldives,MDV,1972,23250,0,,1000,,0,8018
Maldives,MDV,1973,32608,0,,500,,0,2598
Maldives,MDV,1974,33073,0,,1000,,0,3185
Maldives,MDV,1975,23211,0,,1000,,0,4114
Maldives,MDV,1976,27929,0,,800,,0,5905
Maldives,MDV,1977,22733,10,,2000,,0,4893
Maldives,MDV,1978,20215,20,,2500,,0,9034
Maldives,MDV,1979,24997,10,,2000,,0,4168
Maldives,MDV,1980,30380,0,,2800,,0,5444
Maldives,MDV,1981,29476,0,,1500,,0,9940
Maldives,MDV,1982,24367,0,,2000,,0,11471
Maldives,MDV,1983,32547,0,,1700,,0,9863
Maldives,MDV,1984,45374,0,,1060,,0,9647
Maldives,MDV,1985,54057,0,,2078,,0,5941
Maldives,MDV,1986,54475,0,,2476,,0,3004
Maldives,MDV,1987,53942,0,,2631,,0,1830
Maldives,MDV,1988,68048,0,,1768,,0,1114
Maldives,MDV,1989,67802,0,,1309,,0,1724
Maldives,MDV,1990,72531,0,,1783,,30,3643
Maldives,MDV,1991,71102,0,,1873,,40,7293
Maldives,MDV,1992,73449,0,,6921,,30,1635
Maldives,MDV,1993,78500,0,,9168,,30,2242
Maldives,MDV,1994,89599,0,,11212,,110,3123
Maldives,MDV,1995,89946,0,,11245,,143,3138
Maldives,MDV,1996,89841,0,,11856,,140,3576
Maldives,MDV,1997,87111,0,,10643,,271,9333
Maldives,MDV,1998,100894,0,,10887,,314,5935
Maldives,MDV,1999,112675,0,,6883,,485,4012
Maldives,MDV,2000,98206,7,,13523,,866,6156
Maldives,MDV,2001,109400,13,,11935,,0,5610
Maldives,MDV,2002,144488,0,,11498,,0,7211
Maldives,MDV,2003,135968,0,,11522,,0,7925
Maldives,MDV,2004,138900,0,,947,,0,18135
Maldives,MDV,2005,161921,0,,896,,0,23106
Maldives,MDV,2006,167059,20,,856,,0,17612
Maldives,MDV,2007,125544,0,,782,,0,17843
Maldives,MDV,2008,117486,0,,537,,0,15565
Maldives,MDV,2009,95680,0,,557,,0,20665
Maldives,MDV,2010,102681,0,,858,,0,17912
Maldives,MDV,2011,98194,0,,856,,0,20796
Maldives,MDV,2012,100907,0,,897,,0,17477
Maldives,MDV,2013,123621,0,,543,,0,5108
Mali,MLI,1961,,,,,80000,,
Mali,MLI,1962,,,,,90000,,
Mali,MLI,1963,,,,,90000,,
Mali,MLI,1964,,,,,90000,,
Mali,MLI,1965,,,,,90000,,
Mali,MLI,1966,,,,,110000,,
Mali,MLI,1967,,,,,100000,,
Mali,MLI,1968,,,,,106000,,
Mali,MLI,1969,,,,,108000,,
Mali,MLI,1970,,,,,110000,,
Mali,MLI,1971,,,,,90000,,
Mali,MLI,1972,,,,,80000,,
Mali,MLI,1973,,,,,85000,,
Mali,MLI,1974,,,,,75000,,
Mali,MLI,1975,,,,,75000,,
Mali,MLI,1976,,,,,75000,,
Mali,MLI,1977,,,,,75000,,
Mali,MLI,1978,,,,,75000,,
Mali,MLI,1979,,,,,83586,,
Mali,MLI,1980,,,,,88228,,
Mali,MLI,1981,,,,,75564,,
Mali,MLI,1982,,,,,73451,,
Mali,MLI,1983,,,,,61289,,
Mali,MLI,1984,,,,,54711,,
Mali,MLI,1985,,,,,54184,,
Mali,MLI,1986,,,,,61012,,
Mali,MLI,1987,,,,,55713,,
Mali,MLI,1988,,,,,55875,,
Mali,MLI,1989,,,,,71838,,
Mali,MLI,1990,,,,,70548,,
Mali,MLI,1991,,,,,68780,,
Mali,MLI,1992,,,,,68507,,
Mali,MLI,1993,,,,,64352,,
Mali,MLI,1994,,,,,62950,,
Mali,MLI,1995,,,,,133000,,
Mali,MLI,1996,,,,,111970,,
Mali,MLI,1997,,,,,99610,,
Mali,MLI,1998,,,,,98060,,
Mali,MLI,1999,,,,,98616,,
Mali,MLI,2000,,,,,109900,,
Mali,MLI,2001,,,,,100500,,
Mali,MLI,2002,,,,,101008,,
Mali,MLI,2003,,,,,101008,,
Mali,MLI,2004,,,,,101008,,
Mali,MLI,2005,,,,,101008,,
Mali,MLI,2006,,,,,101000,,
Mali,MLI,2007,,,,,100640,,
Mali,MLI,2008,,,,,100821,,
Mali,MLI,2009,,,,,101355,,
Mali,MLI,2010,,,,,102083,,
Mali,MLI,2011,,,,,110217,,
Mali,MLI,2012,,,,,72216,,
Mali,MLI,2013,,,,,101558,,
Malta,MLT,1961,800,0,0,300,0,,200
Malta,MLT,1962,900,0,0,300,0,,100
Malta,MLT,1963,1100,0,0,300,0,,200
Malta,MLT,1964,800,0,0,500,0,,100
Malta,MLT,1965,700,0,0,400,0,,100
Malta,MLT,1966,800,0,0,400,0,,100
Malta,MLT,1967,900,0,0,400,0,,100
Malta,MLT,1968,700,0,0,400,0,,100
Malta,MLT,1969,600,0,0,400,0,,100
Malta,MLT,1970,712,0,0,400,0,,100
Malta,MLT,1971,924,0,0,200,0,,100
Malta,MLT,1972,724,0,0,300,0,,200
Malta,MLT,1973,1124,0,100,400,0,,0
Malta,MLT,1974,982,3,47,456,0,,58
Malta,MLT,1975,900,8,42,520,0,,59
Malta,MLT,1976,999,41,54,444,0,,33
Malta,MLT,1977,928,21,50,452,0,,32
Malta,MLT,1978,616,2,38,394,0,,29
Malta,MLT,1979,909,12,29,348,0,,24
Malta,MLT,1980,716,8,26,306,0,,22
Malta,MLT,1981,545,16,22,348,0,,11
Malta,MLT,1982,918,9,16,261,0,,12
Malta,MLT,1983,679,7,24,283,0,,6
Malta,MLT,1984,788,33,33,345,0,,27
Malta,MLT,1985,883,178,113,1258,0,,152
Malta,MLT,1986,868,20,16,249,0,,15
Malta,MLT,1987,786,24,14,224,0,,1
Malta,MLT,1988,633,14,10,235,0,,1
Malta,MLT,1989,553,18,17,263,0,,83
Malta,MLT,1990,534,10,7,208,3,,28
Malta,MLT,1991,601,6,5,339,0,,22
Malta,MLT,1992,433,4,3,639,0,,0
Malta,MLT,1993,630,6,4,844,0,,4
Malta,MLT,1994,1006,4,5,1003,3,,1239
Malta,MLT,1995,1042,5,6,1017,3,,3466
Malta,MLT,1996,831,9,18,1692,0,,8199
Malta,MLT,1997,849,16,16,1954,0,,1
Malta,MLT,1998,993,18,16,2091,0,,12
Malta,MLT,1999,1041,24,20,2148,0,,16
Malta,MLT,2000,856,23,18,1894,0,,29
Malta,MLT,2001,673,36,7,1339,0,,82
Malta,MLT,2002,864,29,9,1239,0,,59
Malta,MLT,2003,951,37,7,990,0,,40
Malta,MLT,2004,966,26,5,965,0,,44
Malta,MLT,2005,1206,30,10,850,0,,46
Malta,MLT,2006,1975,32,12,1189,0,,58
Malta,MLT,2007,1835,44,48,1390,0,,634
Malta,MLT,2008,1894,56,56,1903,0,,72
Malta,MLT,2009,1907,66,51,2322,0,,117
Malta,MLT,2010,2232,51,105,2247,43,,74
Malta,MLT,2011,2191,74,93,1549,51,,117
Malta,MLT,2012,1914,95,93,3345,0,,820
Malta,MLT,2013,2722,74,65,3146,0,,288
Mauritania,MRT,1961,6000,0,0,6000,10000,0,0
Mauritania,MRT,1962,7000,0,0,6000,10000,0,0
Mauritania,MRT,1963,7000,0,0,6000,10000,0,0
Mauritania,MRT,1964,7000,0,0,6000,10000,0,0
Mauritania,MRT,1965,8000,0,0,6000,11000,0,0
Mauritania,MRT,1966,8000,0,0,7000,12000,0,0
Mauritania,MRT,1967,9700,0,0,8000,13000,0,0
Mauritania,MRT,1968,11000,0,0,8000,18000,0,0
Mauritania,MRT,1969,12000,0,0,8000,23000,0,0
Mauritania,MRT,1970,14570,0,1760,13880,6000,0,13360
Mauritania,MRT,1971,18781,0,1760,17075,6000,0,15309
Mauritania,MRT,1972,9645,0,1363,10409,6000,0,8874
Mauritania,MRT,1973,7967,0,600,11350,6000,0,7273
Mauritania,MRT,1974,7954,16,16809,7494,6000,0,5424
Mauritania,MRT,1975,6160,0,15469,5013,6000,0,1279
Mauritania,MRT,1976,5663,0,15841,4328,6000,0,2002
Mauritania,MRT,1977,7000,0,18406,5188,6000,0,1303
Mauritania,MRT,1978,6801,12,16964,9921,6000,0,1769
Mauritania,MRT,1979,4261,0,6130,7378,6000,0,772
Mauritania,MRT,1980,1207,4,5500,3799,6000,0,5088
Mauritania,MRT,1981,6578,233,12217,9068,6000,0,24683
Mauritania,MRT,1982,2057,2729,20857,15077,6000,0,9568
Mauritania,MRT,1983,2480,1923,27452,22415,6000,0,21330
Mauritania,MRT,1984,1671,501,25258,18407,6000,0,5839
Mauritania,MRT,1985,1912,714,28212,24741,6000,0,4698
Mauritania,MRT,1986,2864,677,41146,18719,6000,0,7208
Mauritania,MRT,1987,3316,629,44237,26513,6000,0,7702
Mauritania,MRT,1988,3460,340,38805,26312,6000,0,2749
Mauritania,MRT,1989,3310,313,35215,16803,6000,0,14359
Mauritania,MRT,1990,3170,250,32620,10360,6000,0,13600
Mauritania,MRT,1991,5287,250,33380,4955,6000,0,17765
Mauritania,MRT,1992,4857,290,25870,4555,5000,0,25482
Mauritania,MRT,1993,5236,320,27630,4665,5000,0,16601
Mauritania,MRT,1994,2794,360,26180,5575,7000,0,11837
Mauritania,MRT,1995,4893,430,24220,5370,8000,0,13234
Mauritania,MRT,1996,9349,500,23510,5610,8000,0,16355
Mauritania,MRT,1997,22770,550,20140,5940,9000,0,15727
Mauritania,MRT,1998,38504,870,24902,6704,9000,20,18043
Mauritania,MRT,1999,53800,1016,18103,7468,10000,13,14127
Mauritania,MRT,2000,57315,1221,19332,8051,10000,1,18556
Mauritania,MRT,2001,79080,2107,19807,7800,10000,6,21342
Mauritania,MRT,2002,88621,1851,15878,7227,12000,23,30531
Mauritania,MRT,2003,104100,2041,15280,9518,12000,10,56701
Mauritania,MRT,2004,138444,1812,18439,12053,12000,2,87983
Mauritania,MRT,2005,179000,1210,18460,14546,13000,0,78661
Mauritania,MRT,2006,72280,1471,14455,11891,15000,5,50210
Mauritania,MRT,2007,102839,1093,15179,15574,15000,8,73514
Mauritania,MRT,2008,91580,853,9567,13345,15000,3,64980
Mauritania,MRT,2009,140456,393,15992,15059,15000,0,30000
Mauritania,MRT,2010,210277,3063,18367,23559,15000,1007,4951
Mauritania,MRT,2011,210277,3063,18367,23559,15000,1007,4951
Mauritania,MRT,2012,210277,3063,18367,23559,15000,1007,4951
Mauritania,MRT,2013,210277,3063,18367,23559,15000,1007,4951
Mauritius,MUS,1961,0,0,300,1400,0,0,800
Mauritius,MUS,1962,0,0,300,1700,0,0,800
Mauritius,MUS,1963,0,0,300,1700,0,0,800
Mauritius,MUS,1964,0,0,300,1700,0,0,800
Mauritius,MUS,1965,0,0,300,2000,0,0,700
Mauritius,MUS,1966,0,0,300,2000,0,0,700
Mauritius,MUS,1967,0,0,300,2000,0,0,700
Mauritius,MUS,1968,100,0,400,2100,0,0,700
Mauritius,MUS,1969,0,0,400,2600,0,0,1000
Mauritius,MUS,1970,100,100,700,3100,0,0,1400
Mauritius,MUS,1971,200,0,600,2700,0,0,1700
Mauritius,MUS,1972,100,0,800,4100,0,0,1600
Mauritius,MUS,1973,100,0,700,4100,0,0,1500
Mauritius,MUS,1974,97,24,608,5519,0,0,1431
Mauritius,MUS,1975,99,21,686,4739,0,0,1493
Mauritius,MUS,1976,133,26,574,4485,0,0,1442
Mauritius,MUS,1977,215,36,529,6311,0,0,577
Mauritius,MUS,1978,327,23,458,5887,0,0,418
Mauritius,MUS,1979,310,63,566,5112,0,0,489
Mauritius,MUS,1980,1162,52,418,4177,0,0,555
Mauritius,MUS,1981,1944,47,325,4249,0,0,592
Mauritius,MUS,1982,2714,44,291,6250,0,0,511
Mauritius,MUS,1983,2940,85,353,5477,0,0,603
Mauritius,MUS,1984,4309,84,335,4736,1,1,922
Mauritius,MUS,1985,4231,100,364,6831,4,8,691
Mauritius,MUS,1986,3928,106,429,7740,4,8,684
Mauritius,MUS,1987,7381,109,436,8658,4,8,755
Mauritius,MUS,1988,7819,97,299,8310,6,8,651
Mauritius,MUS,1989,9282,90,352,6642,7,10,597
Mauritius,MUS,1990,6976,82,349,6141,8,9,611
Mauritius,MUS,1991,11164,87,351,6440,10,8,602
Mauritius,MUS,1992,9779,98,368,8058,12,10,636
Mauritius,MUS,1993,10820,81,335,8800,36,8,609
Mauritius,MUS,1994,8302,104,343,8872,32,12,622
Mauritius,MUS,1995,6706,96,325,8779,62,18,585
Mauritius,MUS,1996,3199,105,341,7703,71,10,605
Mauritius,MUS,1997,5609,84,306,7548,62,3,531
Mauritius,MUS,1998,3799,75,299,7453,40,4,506
Mauritius,MUS,1999,4377,74,299,6975,44,4,517
Mauritius,MUS,2000,1647,83,303,7181,44,2,442
Mauritius,MUS,2001,1293,69,347,8734,30,3,569
Mauritius,MUS,2002,1402,79,335,8478,20,4,444
Mauritius,MUS,2003,1723,59,327,8401,16,3,472
Mauritius,MUS,2004,2065,48,307,7600,14,2,285
Mauritius,MUS,2005,1968,49,293,7621,15,4,305
Mauritius,MUS,2006,2032,15,84,5700,17,3,933
Mauritius,MUS,2007,1504,9,68,6246,12,1,10
Mauritius,MUS,2008,1498,22,92,4800,56,2,507
Mauritius,MUS,2009,1460,16,89,6404,99,2,7
Mauritius,MUS,2010,1383,15,93,6121,62,2,17
Mauritius,MUS,2011,1078,17,461,3759,71,3,2414
Mauritius,MUS,2012,966,17,626,3495,72,3,1939
Mauritius,MUS,2013,1145,14,605,3599,75,3,2353
Melanesia,OWID_MNS,1961,1800,100,0,1200,0,100,5600
Melanesia,OWID_MNS,1962,1800,200,0,1200,0,200,6800
Melanesia,OWID_MNS,1963,2000,300,0,1400,0,400,6800
Melanesia,OWID_MNS,1964,2000,200,0,1400,0,300,6700
Melanesia,OWID_MNS,1965,2300,200,0,1400,0,400,6700
Melanesia,OWID_MNS,1966,2300,200,0,1400,0,300,8700
Melanesia,OWID_MNS,1967,2300,100,0,1400,0,200,8600
Melanesia,OWID_MNS,1968,2300,100,0,1500,0,200,8700
Melanesia,OWID_MNS,1969,2300,100,0,1500,0,200,8700
Melanesia,OWID_MNS,1970,2200,100,0,2400,0,100,9400
Melanesia,OWID_MNS,1971,6911,100,0,2400,0,100,9800
Melanesia,OWID_MNS,1972,10205,100,0,2800,100,100,10100
Melanesia,OWID_MNS,1973,8924,200,0,2700,100,100,10700
Melanesia,OWID_MNS,1974,12576,521,8,2788,56,222,11060
Melanesia,OWID_MNS,1975,9431,252,5,2992,61,305,11584
Melanesia,OWID_MNS,1976,18675,285,10,2778,57,381,12260
Melanesia,OWID_MNS,1977,16395,202,12,2624,57,1406,12890
Melanesia,OWID_MNS,1978,23583,129,7,3330,80,991,12942
Melanesia,OWID_MNS,1979,34332,139,6,9014,117,885,14228
Melanesia,OWID_MNS,1980,32602,207,10,10200,200,1012,14089
Melanesia,OWID_MNS,1981,34900,203,14,10062,118,1168,14770
Melanesia,OWID_MNS,1982,32127,461,19,10595,119,2445,14985
Melanesia,OWID_MNS,1983,45218,477,17,9487,122,2502,15172
Melanesia,OWID_MNS,1984,44674,1425,126,9633,154,3712,17652
Melanesia,OWID_MNS,1985,46015,2354,86,10318,118,3468,15228
Melanesia,OWID_MNS,1986,65184,1972,68,11955,95,4324,15655
Melanesia,OWID_MNS,1987,55841,1267,25,11984,337,6114,15777
Melanesia,OWID_MNS,1988,72574,1236,28,12427,87,5800,12955
Melanesia,OWID_MNS,1989,70550,1477,36,11075,411,5447,18130
Melanesia,OWID_MNS,1990,75862,2083,1436,13548,433,6184,18083
Melanesia,OWID_MNS,1991,101766,2530,84,10159,39,5530,16681
Melanesia,OWID_MNS,1992,83927,2661,92,7365,102,5788,17024
Melanesia,OWID_MNS,1993,79737,1648,86,10521,96,4950,16577
Melanesia,OWID_MNS,1994,93810,1612,73,10375,97,4968,14862
Melanesia,OWID_MNS,1995,119519,3318,116,7347,98,7338,14978
Melanesia,OWID_MNS,1996,96313,2499,84,6614,193,6477,15424
Melanesia,OWID_MNS,1997,125746,2776,55,7107,311,10665,14747
Melanesia,OWID_MNS,1998,132038,3178,75,6501,552,11090,14126
Melanesia,OWID_MNS,1999,148939,3443,64,11000,621,13125,10023
Melanesia,OWID_MNS,2000,100290,3234,51,9638,623,12678,9089
Melanesia,OWID_MNS,2001,71755,3399,57,10235,565,13055,9231
Melanesia,OWID_MNS,2002,79811,2986,365,6609,613,6708,16964
Melanesia,OWID_MNS,2003,152931,2421,373,2242,134,1281,30133
Melanesia,OWID_MNS,2004,228141,33590,331,2793,103,2988,32616
Melanesia,OWID_MNS,2005,218943,52966,513,2948,106,3002,31990
Melanesia,OWID_MNS,2006,269822,4831,75,3191,518,3085,32800
Melanesia,OWID_MNS,2007,246692,4058,304,4540,408,1832,37034
Melanesia,OWID_MNS,2008,205532,3914,24,3689,592,1827,34648
Melanesia,OWID_MNS,2009,184261,3515,25,2796,383,1836,33065
Melanesia,OWID_MNS,2010,138528,2596,162,2835,371,1894,34430
Melanesia,OWID_MNS,2011,92928,3135,1907,4696,265,2905,32132
Melanesia,OWID_MNS,2012,98929,3138,86,4284,265,2896,32316
Melanesia,OWID_MNS,2013,93319,3233,2408,4346,591,2895,32282
Mexico,MEX,1961,35600,74100,600,21800,6815,27800,40000
Mexico,MEX,1962,31400,72400,600,26200,4000,27400,33100
Mexico,MEX,1963,39600,72000,800,35200,6000,32600,36400
Mexico,MEX,1964,45700,72300,300,33400,4200,33700,33400
Mexico,MEX,1965,50300,62200,900,36800,3900,39900,42700
Mexico,MEX,1966,53000,69100,1400,38100,5400,34100,57000
Mexico,MEX,1967,72000,74600,1800,36300,6700,38800,86100
Mexico,MEX,1968,61700,63100,2000,39100,7500,46600,97500
Mexico,MEX,1969,53700,60600,2400,43700,8200,53300,96000
Mexico,MEX,1970,62485,71910,1700,45200,6500,49400,103900
Mexico,MEX,1971,81300,74810,2600,51500,6800,44300,126800
Mexico,MEX,1972,88789,78459,3900,55300,8400,52000,132700
Mexico,MEX,1973,102910,78204,2000,66000,12200,41900,138000
Mexico,MEX,1974,164857,80984,3495,66017,11340,45798,22716
Mexico,MEX,1975,227804,77088,4003,63103,14140,46476,27855
Mexico,MEX,1976,263098,54056,5513,64557,14631,40122,48151
Mexico,MEX,1977,331693,54577,6960,71314,15471,37380,10624
Mexico,MEX,1978,397650,75320,8036,87439,18208,50768,149671
Mexico,MEX,1979,494187,82702,18436,82279,28162,55454,211306
Mexico,MEX,1980,718410,88471,30144,115963,33008,63688,197351
Mexico,MEX,1981,815687,88320,16927,182990,82628,63920,355728
Mexico,MEX,1982,825565,96753,7082,183489,91923,62568,129061
Mexico,MEX,1983,546758,89716,8852,92813,94864,52001,172759
Mexico,MEX,1984,524003,89393,6510,102468,100851,61777,212967
Mexico,MEX,1985,651020,86863,7342,92650,92124,64631,212930
Mexico,MEX,1986,729725,85413,10540,89015,108203,69748,209513
Mexico,MEX,1987,781564,98001,9141,101797,160974,77266,184379
Mexico,MEX,1988,728499,88278,9705,107972,157606,88549,177272
Mexico,MEX,1989,811325,92273,21366,105939,155557,99068,176889
Mexico,MEX,1990,524861,78220,22635,139396,126257,103005,382815
Mexico,MEX,1991,535449,86364,23300,132106,123974,75879,417070
Mexico,MEX,1992,465043,82237,26025,135157,120732,56758,294805
Mexico,MEX,1993,445602,100349,20601,135528,120604,48490,256807
Mexico,MEX,1994,467504,99092,19694,130181,123771,60677,317022
Mexico,MEX,1995,547481,113854,59561,137906,123158,52163,316911
Mexico,MEX,1996,630548,113674,137908,145229,131667,70433,262207
Mexico,MEX,1997,694346,119931,139737,141650,126121,62520,239935
Mexico,MEX,1998,550219,116040,43915,143055,109606,49731,205232
Mexico,MEX,1999,607824,121694,78251,141398,102795,61617,137461
Mexico,MEX,2000,690339,122271,79584,132942,120142,76728,143601
Mexico,MEX,2001,808040,129923,95266,126540,111841,75970,123859
Mexico,MEX,2002,835947,123000,132648,122708,103370,76441,127596
Mexico,MEX,2003,756232,143803,114210,94135,130527,71225,129170
Mexico,MEX,2004,683145,143709,112778,95491,138315,69164,120733
Mexico,MEX,2005,744902,185761,64163,131198,138140,83735,102039
Mexico,MEX,2006,741444,212478,90500,133985,139938,87584,106098
Mexico,MEX,2007,878777,216963,77438,135037,130587,89436,83412
Mexico,MEX,2008,994071,230411,97002,124908,121751,82868,86389
Mexico,MEX,2009,1067558,219648,83616,120098,126341,76966,71703
Mexico,MEX,2010,960897,202189,66182,130174,123846,93554,73810
Mexico,MEX,2011,968151,212316,61868,104472,139936,127570,70106
Mexico,MEX,2012,968151,212316,61868,104472,139936,127570,70106
Mexico,MEX,2013,968151,212316,61868,104472,139936,127570,70106
Micronesia (region),,1961,300,0,0,3700,0,0,1000
Micronesia (region),,1962,400,0,0,4300,0,0,1300
Micronesia (region),,1963,400,0,0,4300,0,0,1300
Micronesia (region),,1964,400,0,0,4300,0,0,1300
Micronesia (region),,1965,400,0,0,4300,0,0,1300
Micronesia (region),,1966,500,0,0,5500,0,0,1500
Micronesia (region),,1967,500,0,0,5500,0,0,1500
Micronesia (region),,1968,500,0,0,5500,0,0,1500
Micronesia (region),,1969,500,0,0,5500,0,0,1500
Micronesia (region),,1970,900,0,0,6200,0,0,1700
Micronesia (region),,1971,900,0,0,6300,0,0,1700
Micronesia (region),,1972,900,0,0,6400,0,0,1800
Micronesia (region),,1973,900,0,0,6500,0,0,1800
Micronesia (region),,1974,937,0,0,6639,27,0,1872
Micronesia (region),,1975,952,0,0,6763,27,0,1908
Micronesia (region),,1976,966,0,0,6888,28,0,1942
Micronesia (region),,1977,983,0,0,7053,28,0,1989
Micronesia (region),,1978,1030,0,0,7450,30,0,2096
Micronesia (region),,1979,1050,0,0,7618,30,0,2140
Micronesia (region),,1980,2783,0,0,7910,30,0,2206
Micronesia (region),,1981,2881,0,0,6665,37,1192,2727
Micronesia (region),,1982,2689,0,0,6280,40,1200,2800
Micronesia (region),,1983,5545,16,0,9649,36,2664,4575
Micronesia (region),,1984,9486,10,0,6814,34,1018,2031
Micronesia (region),,1985,8782,74,0,8518,261,3286,1938
Micronesia (region),,1986,10806,119,104,8298,173,3255,6546
Micronesia (region),,1987,13451,133,98,10340,365,3714,9801
Micronesia (region),,1988,8638,229,776,7021,302,2649,5419
Micronesia (region),,1989,12547,238,2403,10799,306,2071,2655
Micronesia (region),,1990,10077,210,2180,9790,341,1880,2410
Micronesia (region),,1991,9862,214,2225,9991,316,4144,2459
Micronesia (region),,1992,10333,220,2270,10190,321,4230,2500
Micronesia (region),,1993,9804,210,2200,9870,332,4100,2280
Micronesia (region),,1994,10751,210,2180,9760,317,4060,2163
Micronesia (region),,1995,13115,210,2200,9860,302,4100,2190
Micronesia (region),,1996,14427,220,2230,9970,299,4150,2140
