Entity,Code,Year,Aquaculture production (metric tons),Capture fisheries production (metric tons)
Iran,IRN,1969,0,24016
Iran,IRN,1970,0,26066
Iran,IRN,1971,60,24309
Iran,IRN,1972,155,19488
Iran,IRN,1973,311,19949
Iran,IRN,1974,887,69062
Iran,IRN,1975,1510,66807
Iran,IRN,1976,2675,70038
Iran,IRN,1977,3800,69745
Iran,IRN,1978,4935,67170
Iran,IRN,1979,7040,65413
Iran,IRN,1980,9263,43659
Iran,IRN,1981,11197,44608
Iran,IRN,1982,13356,92818
Iran,IRN,1983,15368,96665
Iran,IRN,1984,18369,99554
Iran,IRN,1985,17776,102850
Iran,IRN,1986,20930,133381
Iran,IRN,1987,24820,190800
Iran,IRN,1988,26400,208792
Iran,IRN,1989,26000,234383
Iran,IRN,1990,27147,241929
Iran,IRN,1991,20226,255504
Iran,IRN,1992,21806,305707
Iran,IRN,1993,21882,322005
Iran,IRN,1994,25899,308100
Iran,IRN,1995,28636,339661
Iran,IRN,1996,29977,351725
Iran,IRN,1997,30279,369988
Iran,IRN,1998,33237,367297
Iran,IRN,1999,31800,380197
Iran,IRN,2000,40550,383991
Iran,IRN,2001,62550,351142
Iran,IRN,2002,76817,324838
Iran,IRN,2003,91714,350123
Iran,IRN,2004,104330,369990
Iran,IRN,2005,111761,410567
Iran,IRN,2006,129468,445879
Iran,IRN,2007,158549,402767
Iran,IRN,2008,154726,407842
Iran,IRN,2009,179552,420372
Iran,IRN,2010,220034,443650
Iran,IRN,2011,247262,487633
Iran,IRN,2012,296514,537271
Iran,IRN,2013,325325,553776
Iran,IRN,2014,320174,620427
Iran,IRN,2015,346118,631122
Iran,IRN,2016,398129,689722
Iran,IRN,2017,412887,782480
Iran,IRN,2018,439718,828872
Iraq,IRQ,1960,0,9000
Iraq,IRQ,1961,0,9000
Iraq,IRQ,1962,0,9000
Iraq,IRQ,1963,0,11300
Iraq,IRQ,1969,2,22000
Iraq,IRQ,1970,10,32090
Iraq,IRQ,1971,100,27100
Iraq,IRQ,1972,500,31500
Iraq,IRQ,1973,1000,26700
Iraq,IRQ,1974,1800,22446
Iraq,IRQ,1975,2300,19532
Iraq,IRQ,1976,2746,25537
Iraq,IRQ,1977,3000,23101
Iraq,IRQ,1978,3238,22862
Iraq,IRQ,1979,3443,51785
Iraq,IRQ,1980,3622,49623
Iraq,IRQ,1981,3774,22445
Iraq,IRQ,1982,3899,20101
Iraq,IRQ,1983,3997,18503
Iraq,IRQ,1984,4476,16524
Iraq,IRQ,1985,4441,17000
Iraq,IRQ,1986,4564,16000
Iraq,IRQ,1987,5250,16000
Iraq,IRQ,1988,5000,21461
Iraq,IRQ,1989,3000,21555
Iraq,IRQ,1990,1600,22629
Iraq,IRQ,1991,1750,13485
Iraq,IRQ,1992,4750,18073
Iraq,IRQ,1993,4000,19941
Iraq,IRQ,1994,4100,25147
Iraq,IRQ,1995,2600,28208
Iraq,IRQ,1996,2500,30737
Iraq,IRQ,1997,3400,31302
Iraq,IRQ,1998,7500,22574
Iraq,IRQ,1999,2183,22423
Iraq,IRQ,2000,1745,20767
Iraq,IRQ,2001,2000,33300
Iraq,IRQ,2002,2000,26000
Iraq,IRQ,2003,2000,17200
Iraq,IRQ,2004,13947,12936
Iraq,IRQ,2005,17941,26008
Iraq,IRQ,2006,14867,59075
Iraq,IRQ,2007,15810,53032
Iraq,IRQ,2008,19246,34580
Iraq,IRQ,2009,18732,28245
Iraq,IRQ,2010,20320,19348
Iraq,IRQ,2011,16290,31541
Iraq,IRQ,2012,25040,51077
Iraq,IRQ,2013,14060,56853
Iraq,IRQ,2014,26625,59000
Iraq,IRQ,2015,24803,27296
Iraq,IRQ,2016,28835,31300
Iraq,IRQ,2017,31814,35220
Iraq,IRQ,2018,25737,36936
Iraq,IRQ,1964,,19200
Iraq,IRQ,1965,,16800
Iraq,IRQ,1966,,14100
Iraq,IRQ,1967,,10200
Iraq,IRQ,1968,,19100
Ireland,IRL,1960,2100,40700
Ireland,IRL,1961,900,31200
Ireland,IRL,1962,500,28500
Ireland,IRL,1963,1100,26500
Ireland,IRL,1964,1000,30900
Ireland,IRL,1965,1100,34600
Ireland,IRL,1966,900,38800
Ireland,IRL,1967,1300,48900
Ireland,IRL,1968,2600,50500
Ireland,IRL,1969,3000,63500
Ireland,IRL,1970,3701,75200
Ireland,IRL,1971,4906,69200
Ireland,IRL,1972,5512,86600
Ireland,IRL,1973,3423,87391
Ireland,IRL,1974,3809,85782
Ireland,IRL,1975,4258,84165
Ireland,IRL,1976,5019,90019
Ireland,IRL,1977,4654,89222
Ireland,IRL,1978,4069,100237
Ireland,IRL,1979,3692,89552
Ireland,IRL,1980,5639,144391
Ireland,IRL,1981,5811,185429
Ireland,IRL,1982,6982,205954
Ireland,IRL,1983,7078,197088
Ireland,IRL,1984,15322,224827
Ireland,IRL,1985,11964,248827
Ireland,IRL,1986,12741,248878
Ireland,IRL,1987,18693,263767
Ireland,IRL,1988,18327,273824
Ireland,IRL,1989,20790,219849
Ireland,IRL,1990,26673,248374
Ireland,IRL,1991,27749,265510
Ireland,IRL,1992,27157,279887
Ireland,IRL,1993,30158,310322
Ireland,IRL,1994,28615,327371
Ireland,IRL,1995,27366,423560
Ireland,IRL,1996,34925,365942
Ireland,IRL,1997,36854,328050
Ireland,IRL,1998,42375,360646
Ireland,IRL,1999,43856,319543
Ireland,IRL,2000,51247,312397
Ireland,IRL,2001,60940,392530
Ireland,IRL,2002,62568,318742
Ireland,IRL,2003,62516,301226
Ireland,IRL,2004,58359,310578
Ireland,IRL,2005,60050,297181
Ireland,IRL,2006,53122,241288
Ireland,IRL,2007,57104,244370
Ireland,IRL,2008,44867.5,234819
Ireland,IRL,2009,47511.67578125,298584
Ireland,IRL,2010,46490.30078125,348441
Ireland,IRL,2011,44266.3203125,243466
Ireland,IRL,2012,36102.01171875,305427
Ireland,IRL,2013,34198.19921875,275950
Ireland,IRL,2014,31200.19921875,306424
Ireland,IRL,2015,39650,264370
Ireland,IRL,2016,40244.4296875,259856
Ireland,IRL,2017,45433.1015625,276330
Ireland,IRL,2018,36895.8984375,251241
Isle of Man,IMN,1960,,4900
Isle of Man,IMN,1961,,4900
Isle of Man,IMN,1962,,4500
Isle of Man,IMN,1963,,4000
Isle of Man,IMN,1964,,3600
Isle of Man,IMN,1965,,5100
Isle of Man,IMN,1966,,4600
Isle of Man,IMN,1967,,6000
Isle of Man,IMN,1968,,7200
Isle of Man,IMN,1969,,9800
Isle of Man,IMN,1970,,14700
Isle of Man,IMN,1971,,16900
Isle of Man,IMN,1972,,18000
Isle of Man,IMN,1973,,15500
Isle of Man,IMN,1974,,14791
Isle of Man,IMN,1975,,14505
Isle of Man,IMN,1976,,11242
Isle of Man,IMN,1977,,11844
Isle of Man,IMN,1978,,10504
Isle of Man,IMN,1979,,12407
Isle of Man,IMN,1980,,10106
Isle of Man,IMN,1981,,8642
Isle of Man,IMN,1982,,6298
Isle of Man,IMN,1983,,8322
Isle of Man,IMN,1984,,7668
Isle of Man,IMN,1985,,6974
Isle of Man,IMN,1986,,5778
Isle of Man,IMN,1987,,5561
Isle of Man,IMN,1988,,5624
Isle of Man,IMN,1989,,5696
Isle of Man,IMN,1990,,4085
Isle of Man,IMN,1991,,4562
Isle of Man,IMN,1992,,4481
Isle of Man,IMN,1993,,4850
Isle of Man,IMN,1994,,3571
Isle of Man,IMN,1995,,3734
Isle of Man,IMN,1996,,3537
Isle of Man,IMN,1997,,4289
Isle of Man,IMN,1998,,2214
Isle of Man,IMN,1999,,2609
Isle of Man,IMN,2000,,3552
Isle of Man,IMN,2001,,3112
Isle of Man,IMN,2002,,3127
Isle of Man,IMN,2003,,2984
Isle of Man,IMN,2004,,2627
Isle of Man,IMN,2005,,2764
Isle of Man,IMN,2006,,2579
Isle of Man,IMN,2007,,3812
Isle of Man,IMN,2008,,2770
Isle of Man,IMN,2009,,3555
Isle of Man,IMN,2010,,4814
Isle of Man,IMN,2011,,6844
Isle of Man,IMN,2012,,6172
Isle of Man,IMN,2013,,5745
Isle of Man,IMN,2014,,3755
Isle of Man,IMN,2015,,7781
Isle of Man,IMN,2016,,7040
Isle of Man,IMN,2017,,6759
Isle of Man,IMN,2018,,4431
Israel,ISR,1960,9271,5400
Israel,ISR,1961,10054,5900
Israel,ISR,1962,9985,7400
Israel,ISR,1963,11282,7000
Israel,ISR,1964,11812,7700
Israel,ISR,1965,11673,8900
Israel,ISR,1966,10526,14900
Israel,ISR,1967,9637,14900
Israel,ISR,1968,10827,18100
Israel,ISR,1969,11180,12100
Israel,ISR,1970,12815,15401
Israel,ISR,1971,13626,18713
Israel,ISR,1972,14095,20736
Israel,ISR,1973,14283,18295
Israel,ISR,1974,12416,15978
Israel,ISR,1975,12441,17751
Israel,ISR,1976,12446,18709
Israel,ISR,1977,13353,18512
Israel,ISR,1978,12969,19838
Israel,ISR,1979,12283,17976
Israel,ISR,1980,11391,16591
Israel,ISR,1981,11263,16414
Israel,ISR,1982,11260,15047
Israel,ISR,1983,11024,12182
Israel,ISR,1984,11514,12930
Israel,ISR,1985,12954,14149
Israel,ISR,1986,12289,12857
Israel,ISR,1987,14027,14531
Israel,ISR,1988,15135,13413
Israel,ISR,1989,14593,12305
Israel,ISR,1990,14638,9429
Israel,ISR,1991,15102,6373
Israel,ISR,1992,12211,6360
Israel,ISR,1993,13604,6180
Israel,ISR,1994,14984,5876
Israel,ISR,1995,16180,5289
Israel,ISR,1996,17553,6173
Israel,ISR,1997,18264,5414
Israel,ISR,1998,18556,6701
Israel,ISR,1999,18777,6861
Israel,ISR,2000,20098,7712
Israel,ISR,2001,21318,7319
Israel,ISR,2002,22256,5742
Israel,ISR,2003,20776,4055
Israel,ISR,2004,22303,3340
Israel,ISR,2005,22409,4151
Israel,ISR,2006,22117,3820
Israel,ISR,2007,21434,3435
Israel,ISR,2008,20017,2708
Israel,ISR,2009,19177,2714
Israel,ISR,2010,19895,2612
Israel,ISR,2011,20817,2575
Israel,ISR,2012,20342.400390625,3242
Israel,ISR,2013,22251.599609375,1983
Israel,ISR,2014,20166,2042
Israel,ISR,2015,19640,2124
Israel,ISR,2016,18914,1588
Israel,ISR,2017,16985,2054
Israel,ISR,2018,17000,2054
Italy,ITA,1960,2794,213960
Italy,ITA,1961,4776,240430
Italy,ITA,1962,6531,217082
Italy,ITA,1963,8001,226952
Italy,ITA,1964,9893,317196
Italy,ITA,1965,11813,344541
Italy,ITA,1966,13573,358591
Italy,ITA,1967,16711,358836
Italy,ITA,1968,20473,346140
Italy,ITA,1969,22748,349879
Italy,ITA,1970,28632,389117
Italy,ITA,1971,35443,390997
Italy,ITA,1972,31224,407839
Italy,ITA,1973,29074,395315
Italy,ITA,1974,41786,426700
Italy,ITA,1975,51088,399103
Italy,ITA,1976,56653,414847
Italy,ITA,1977,60543,363244
Italy,ITA,1978,64228,387029.40625
Italy,ITA,1979,70479,412114.40625
Italy,ITA,1980,74640,430265.5
Italy,ITA,1981,83584,430152.09375
Italy,ITA,1982,87547,449270.65625
Italy,ITA,1983,89848,454107.46875
Italy,ITA,1984,96900,484030.71875
Italy,ITA,1985,104301,482302.21875
Italy,ITA,1986,107130,457244.4375
Italy,ITA,1987,110616,443729.6875
Italy,ITA,1988,131499,439227.375
Italy,ITA,1989,132971,415807.3125
Italy,ITA,1990,153744,376932.15625
Italy,ITA,1991,175193,411327.15625
Italy,ITA,1992,170377,396467.5
Italy,ITA,1993,166320,397542.40625
Italy,ITA,1994,176421,399338.8125
Italy,ITA,1995,214725,397882.09375
Italy,ITA,1996,189373,367754.5
Italy,ITA,1997,195719,345649.59375
Italy,ITA,1998,208625,308484.6875
Italy,ITA,1999,210368,284841.34375
Italy,ITA,2000,216525,304180.84375
Italy,ITA,2001,218330,312408.6875
Italy,ITA,2002,184285,271913.09375
Italy,ITA,2003,191884,297710.8125
Italy,ITA,2004,118217,288945.8125
Italy,ITA,2005,181101,298606.09375
Italy,ITA,2006,172793,317853.6875
Italy,ITA,2007,179409,289486.4375
Italy,ITA,2008,149002.765625,237628.5
Italy,ITA,2009,162431.5,254520
Italy,ITA,2010,153493.703125,234963.5
Italy,ITA,2011,164150.703125,217841.703125
Italy,ITA,2012,137041,202444.40625
Italy,ITA,2013,140879,177914.703125
Italy,ITA,2014,148730.34375,183846
Italy,ITA,2015,148762.59375,198768.90625
Italy,ITA,2016,157000,197945
Italy,ITA,2017,157000,197389.40625
Italy,ITA,2018,143338.1875,206936
Jamaica,JAM,1960,0,8500
Jamaica,JAM,1961,0,11500
Jamaica,JAM,1962,0,11900
Jamaica,JAM,1963,0,10000
Jamaica,JAM,1964,0,10000
Jamaica,JAM,1965,0,9000
Jamaica,JAM,1966,0,9000
Jamaica,JAM,1967,0,9000
Jamaica,JAM,1968,0,8500
Jamaica,JAM,1969,0,8500
Jamaica,JAM,1970,0,8500
Jamaica,JAM,1971,0,9300
Jamaica,JAM,1972,0,9500
Jamaica,JAM,1973,0,9600
Jamaica,JAM,1974,0,10100
Jamaica,JAM,1975,0,10100
Jamaica,JAM,1976,0,10130
Jamaica,JAM,1977,2,10107
Jamaica,JAM,1978,38,9759
Jamaica,JAM,1979,25,9826
Jamaica,JAM,1980,20,9230
Jamaica,JAM,1981,32,8018
Jamaica,JAM,1982,135,8065
Jamaica,JAM,1983,148,8813
Jamaica,JAM,1984,355,9610
Jamaica,JAM,1985,850,9881
Jamaica,JAM,1986,1462,9813
Jamaica,JAM,1987,2201,8969
Jamaica,JAM,1988,2772,11880
Jamaica,JAM,1989,3092,13068
Jamaica,JAM,1990,3404,13650
Jamaica,JAM,1991,3140,15250
Jamaica,JAM,1992,3240,19100
Jamaica,JAM,1993,3340,23000
Jamaica,JAM,1994,3440,25277
Jamaica,JAM,1995,3550,24750
Jamaica,JAM,1996,3500,24255
Jamaica,JAM,1997,3450,20035
Jamaica,JAM,1998,3410,17546
Jamaica,JAM,1999,4150,17264
Jamaica,JAM,2000,4512,5540
Jamaica,JAM,2001,4512,14319
Jamaica,JAM,2002,6150,14892
Jamaica,JAM,2003,2969,12482
Jamaica,JAM,2004,4495,13471
Jamaica,JAM,2005,5670,13096
Jamaica,JAM,2006,8019,17703
Jamaica,JAM,2007,5616,16398
Jamaica,JAM,2008,5950,13055
Jamaica,JAM,2009,5184,16154
Jamaica,JAM,2010,3952,15390
Jamaica,JAM,2011,1152,17998
Jamaica,JAM,2012,651.050048828125,15383
Jamaica,JAM,2013,837.900024414063,18349
Jamaica,JAM,2014,876,15204
Jamaica,JAM,2015,602,17025
Jamaica,JAM,2016,947,16800
Jamaica,JAM,2017,1342,19264
Jamaica,JAM,2018,1615.63000488281,15346
Japan,JPN,1960,308044,5945151
Japan,JPN,1961,347634,6425841
Japan,JPN,1962,389701,6542629
Japan,JPN,1963,419315,6350329
Japan,JPN,1964,399167,6026892
Japan,JPN,1965,412523,6566241
Japan,JPN,1966,442172,6759965
Japan,JPN,1967,513304,7488493
Japan,JPN,1968,574487,8160845
Japan,JPN,1969,526565,8141183
Japan,JPN,1970,597395,8764099
Japan,JPN,1971,658832,9306614
Japan,JPN,1972,703271,9635094
Japan,JPN,1973,854553,9929283
Japan,JPN,1974,946292,9913992
Japan,JPN,1975,844119,9722912
Japan,JPN,1976,926711,9781111
Japan,JPN,1977,943746,9848253
Japan,JPN,1978,1007675,9850654
Japan,JPN,1979,977359,9640242
Japan,JPN,1980,1085656,10067348
Japan,JPN,1981,1051868,10360482
Japan,JPN,1982,1035020,10467873
Japan,JPN,1983,1153787,10858494
Japan,JPN,1984,1208031.5,11616601
Japan,JPN,1985,1184219.5,10970693
Japan,JPN,1986,1291958,11505643
Japan,JPN,1987,1234254.25,11333005
Japan,JPN,1988,1426063,11401496
Japan,JPN,1989,1370564.125,10661273
Japan,JPN,1990,1369751,9819588
Japan,JPN,1991,1359269.625,8716800
Japan,JPN,1992,1397089,7976649.5
Japan,JPN,1993,1359475.875,7448231.5
Japan,JPN,1994,1420526,6785678
Japan,JPN,1995,1389676.5,6162111
Japan,JPN,1996,1349461.75,6115649.5
Japan,JPN,1997,1339909.5,6102891
Japan,JPN,1998,1290515.125,5443979.5
Japan,JPN,1999,1315323.75,5337468
Japan,JPN,2000,1291735.125,5210971
Japan,JPN,2001,1311828.75,4854643.5
Japan,JPN,2002,1385099.125,4520996
Japan,JPN,2003,1301793.5,4818020.5
Japan,JPN,2004,1261003.25,4467887.5
Japan,JPN,2005,1254143,4457997
Japan,JPN,2006,1224189.5,4466579.5
Japan,JPN,2007,1284425.375,4444244.5
Japan,JPN,2008,1186721.875,4451463.5
Japan,JPN,2009,1243358.125,4243057.5
Japan,JPN,2010,1151101.375,4195919.5
Japan,JPN,2011,907971.5625,3882936.25
Japan,JPN,2012,1073820.75,3765347.25
Japan,JPN,2013,1027951.5,3738956.5
Japan,JPN,2014,1021848.5625,3734200.5
Japan,JPN,2015,1105651.625,3501171.75
Japan,JPN,2016,1068034.5,3283773.5
Japan,JPN,2017,1023192.1875,3278874
Japan,JPN,2018,1032674.625,3209746
Jordan,JOR,1982,15,19
Jordan,JOR,1983,15,17
Jordan,JOR,1984,30,102
Jordan,JOR,1985,45,152
Jordan,JOR,1986,65,202
Jordan,JOR,1987,70,252
Jordan,JOR,1988,70,302
Jordan,JOR,1989,55,352
Jordan,JOR,1990,60,352
Jordan,JOR,1991,20,370
Jordan,JOR,1992,22,380
Jordan,JOR,1993,60,395
Jordan,JOR,1994,86,410
Jordan,JOR,1995,170,425
Jordan,JOR,1996,181,440
Jordan,JOR,1997,200,450
Jordan,JOR,1998,293,470
Jordan,JOR,1999,515,510
Jordan,JOR,2000,569,550
Jordan,JOR,2001,540,520
Jordan,JOR,2002,515,526
Jordan,JOR,2003,650,481
Jordan,JOR,2004,487,494
Jordan,JOR,2005,561,510
Jordan,JOR,2006,560,497
Jordan,JOR,2007,509,506
Jordan,JOR,2008,540,500
Jordan,JOR,2009,440,569
Jordan,JOR,2010,541,486
Jordan,JOR,2011,575,500
Jordan,JOR,2012,600,648
Jordan,JOR,2013,720,760
Jordan,JOR,2014,885,873
Jordan,JOR,2015,885,873
Jordan,JOR,2016,885,873
Jordan,JOR,2017,885,873
Jordan,JOR,2018,900,873
Jordan,JOR,1960,,100
Jordan,JOR,1961,,100
Jordan,JOR,1962,,200
Jordan,JOR,1963,,200
Jordan,JOR,1964,,200
Jordan,JOR,1965,,200
Jordan,JOR,1966,,200
Jordan,JOR,1967,,100
Jordan,JOR,1968,,100
Jordan,JOR,1969,,100
Jordan,JOR,1970,,100
Jordan,JOR,1971,,200
Jordan,JOR,1972,,100
Jordan,JOR,1973,,100
Jordan,JOR,1974,,92
Jordan,JOR,1975,,65
Jordan,JOR,1976,,49
Jordan,JOR,1977,,31
Jordan,JOR,1978,,31
Jordan,JOR,1979,,36
Jordan,JOR,1980,,56
Jordan,JOR,1981,,35
Kazakhstan,KAZ,1988,7034,93260
Kazakhstan,KAZ,1989,9050,92530
Kazakhstan,KAZ,1990,9450,78500
Kazakhstan,KAZ,1991,13382,69308
Kazakhstan,KAZ,1992,3379,65124
Kazakhstan,KAZ,1993,2928,56700
Kazakhstan,KAZ,1994,1161,46433
Kazakhstan,KAZ,1995,1948,48402
Kazakhstan,KAZ,1996,1682,44273
Kazakhstan,KAZ,1997,1921,31826
Kazakhstan,KAZ,1998,1106,25000
Kazakhstan,KAZ,1999,1193,36170
Kazakhstan,KAZ,2000,813,36620
Kazakhstan,KAZ,2001,309,22960
Kazakhstan,KAZ,2002,778,24668
Kazakhstan,KAZ,2003,820,25195
Kazakhstan,KAZ,2004,188.199996948242,33306
Kazakhstan,KAZ,2005,123,37621
Kazakhstan,KAZ,2006,256,30045
Kazakhstan,KAZ,2007,170,34201
Kazakhstan,KAZ,2008,206,51267
Kazakhstan,KAZ,2009,303,38170
Kazakhstan,KAZ,2010,224,46827
Kazakhstan,KAZ,2011,858,34896
Kazakhstan,KAZ,2012,738,36939
Kazakhstan,KAZ,2013,811,34692
Kazakhstan,KAZ,2014,410,37137
Kazakhstan,KAZ,2015,730.400024414063,40461
Kazakhstan,KAZ,2016,1878,41335
Kazakhstan,KAZ,2017,1563,31157
Kazakhstan,KAZ,2018,1600,32000
Kenya,KEN,1960,380,12600
Kenya,KEN,1961,410,13500
Kenya,KEN,1962,360,18400
Kenya,KEN,1963,380,20100
Kenya,KEN,1964,430,20700
Kenya,KEN,1965,399,23400
Kenya,KEN,1966,370,27900
Kenya,KEN,1967,360,27300
Kenya,KEN,1968,317,28200
Kenya,KEN,1969,293,32000
Kenya,KEN,1970,240,33700
Kenya,KEN,1971,220,28300
Kenya,KEN,1972,170,30000
Kenya,KEN,1973,180,29000
Kenya,KEN,1974,160,28581
Kenya,KEN,1975,150,27373
Kenya,KEN,1976,160,41164
Kenya,KEN,1977,160,43009
Kenya,KEN,1978,180,46425
Kenya,KEN,1979,160,51735
Kenya,KEN,1980,160,47875
Kenya,KEN,1981,160,57900
Kenya,KEN,1982,195,81718
Kenya,KEN,1983,201,98357
Kenya,KEN,1984,207,91127
Kenya,KEN,1985,213,106251
Kenya,KEN,1986,224,120244
Kenya,KEN,1987,210,136692
Kenya,KEN,1988,561,139791
Kenya,KEN,1989,972,148843
Kenya,KEN,1990,1236,204082
Kenya,KEN,1991,1178,201397
Kenya,KEN,1992,1136,165850
Kenya,KEN,1993,1145,186630
Kenya,KEN,1994,1385,207620
Kenya,KEN,1995,1302,195532.75
Kenya,KEN,1996,579,181763.34375
Kenya,KEN,1997,199,163033.65625
Kenya,KEN,1998,153,173868.578125
Kenya,KEN,1999,300,209277.390625
Kenya,KEN,2000,512,219258.90625
Kenya,KEN,2001,1009,169010.328125
Kenya,KEN,2002,798,149131.328125
Kenya,KEN,2003,1012,124343
Kenya,KEN,2004,1035,131159.078125
Kenya,KEN,2005,1047,158870
Kenya,KEN,2006,1012,167976
Kenya,KEN,2007,4240,138636
Kenya,KEN,2008,4452,140613
Kenya,KEN,2009,4895,141063
Kenya,KEN,2010,12194,145866
Kenya,KEN,2011,22295,185630
Kenya,KEN,2012,21888,165208
Kenya,KEN,2013,23901,169539
Kenya,KEN,2014,24498,175390
Kenya,KEN,2015,19058,171871
Kenya,KEN,2016,15357,148092
Kenya,KEN,2017,12760,129966
Kenya,KEN,2018,15524,130946
Kiribati,KIR,1984,13,19380
Kiribati,KIR,1985,15,22844
Kiribati,KIR,1986,1530,29271
Kiribati,KIR,1987,349,37877
Kiribati,KIR,1988,443,25002
Kiribati,KIR,1989,1228,30983
Kiribati,KIR,1990,5116,26852
Kiribati,KIR,1991,8209,29170
Kiribati,KIR,1992,3513,30023
Kiribati,KIR,1993,1684,28884
Kiribati,KIR,1994,3200,29569
Kiribati,KIR,1995,5265,32121
Kiribati,KIR,1996,9489,33687
Kiribati,KIR,1997,7383,32139
Kiribati,KIR,1998,5942,37284
Kiribati,KIR,1999,9409,56641
Kiribati,KIR,2000,11188,35446
Kiribati,KIR,2001,9282,33280
Kiribati,KIR,2002,4262,36694
Kiribati,KIR,2003,3913,33712
Kiribati,KIR,2004,3913,31061
Kiribati,KIR,2005,5012,30562
Kiribati,KIR,2006,8849,25661
Kiribati,KIR,2007,1117,34170
Kiribati,KIR,2008,1094.14001464844,27299
Kiribati,KIR,2009,1798.16003417969,39426
Kiribati,KIR,2010,4756,43116
Kiribati,KIR,2011,4293,62927
Kiribati,KIR,2012,8291,77779
Kiribati,KIR,2013,2261,81531
Kiribati,KIR,2014,3582,116969
Kiribati,KIR,2015,3602,146036
Kiribati,KIR,2016,3652,172822
Kiribati,KIR,2017,3652,161136
Kiribati,KIR,2018,3652,196895
Kiribati,KIR,1960,,5000
Kiribati,KIR,1961,,5000
Kiribati,KIR,1962,,6000
Kiribati,KIR,1963,,6000
Kiribati,KIR,1964,,6000
Kiribati,KIR,1965,,6000
Kiribati,KIR,1966,,7500
Kiribati,KIR,1967,,7500
Kiribati,KIR,1968,,7500
Kiribati,KIR,1969,,7500
Kiribati,KIR,1970,,8800
Kiribati,KIR,1971,,8900
Kiribati,KIR,1972,,9100
Kiribati,KIR,1973,,9200
Kiribati,KIR,1974,,9475
Kiribati,KIR,1975,,9650
Kiribati,KIR,1976,,9824
Kiribati,KIR,1977,,10053
Kiribati,KIR,1978,,10606
Kiribati,KIR,1979,,10838
Kiribati,KIR,1980,,12929
Kiribati,KIR,1981,,13502
Kiribati,KIR,1982,,13009
Kiribati,KIR,1983,,22485
Kuwait,KWT,1960,0,3500
Kuwait,KWT,1961,0,3500
Kuwait,KWT,1962,0,3500
Kuwait,KWT,1963,0,3500
Kuwait,KWT,1964,0,4000
Kuwait,KWT,1965,0,4000
Kuwait,KWT,1966,0,4000
Kuwait,KWT,1967,0,4500
Kuwait,KWT,1968,0,4500
Kuwait,KWT,1969,0,4500
Kuwait,KWT,1970,0,4700
Kuwait,KWT,1971,0,5700
Kuwait,KWT,1972,0,5000
Kuwait,KWT,1973,0,6100
Kuwait,KWT,1974,0,5502
Kuwait,KWT,1975,0,5934
Kuwait,KWT,1976,0,4648
Kuwait,KWT,1977,0,5913
Kuwait,KWT,1978,0,6489
Kuwait,KWT,1979,0,3065
Kuwait,KWT,1980,0,3689
Kuwait,KWT,1981,0,3714
Kuwait,KWT,1982,0,6628
Kuwait,KWT,1983,0,8722
Kuwait,KWT,1984,0,9639
Kuwait,KWT,1985,2,10116
Kuwait,KWT,1986,3,7630
Kuwait,KWT,1987,5,7699
Kuwait,KWT,1988,8,10788
Kuwait,KWT,1989,10,7643
Kuwait,KWT,1990,0,4454
Kuwait,KWT,1991,0,2034
Kuwait,KWT,1992,0,7871
Kuwait,KWT,1993,0,8466
Kuwait,KWT,1994,0,7752
Kuwait,KWT,1995,90,8616
Kuwait,KWT,1996,90,8255
Kuwait,KWT,1997,204,7827
Kuwait,KWT,1998,220,7798
Kuwait,KWT,1999,264,7398
Kuwait,KWT,2000,376,6978
Kuwait,KWT,2001,195,5846
Kuwait,KWT,2002,195,5360
Kuwait,KWT,2003,366,4060
Kuwait,KWT,2004,375,5061
Kuwait,KWT,2005,327,4895
Kuwait,KWT,2006,568,5635
Kuwait,KWT,2007,348,4373
Kuwait,KWT,2008,291.214996337891,3979
Kuwait,KWT,2009,272,4708
Kuwait,KWT,2010,310,6373
Kuwait,KWT,2011,319,4038
Kuwait,KWT,2012,309,4030
Kuwait,KWT,2013,303,4633
Kuwait,KWT,2014,297,4197
Kuwait,KWT,2015,262,4287
Kuwait,KWT,2016,196.15998840332,5493
Kuwait,KWT,2017,195,3978
Kuwait,KWT,2018,197.649993896484,2871
Kyrgyzstan,KGZ,1960,0,
Kyrgyzstan,KGZ,1961,0,
Kyrgyzstan,KGZ,1962,0,
Kyrgyzstan,KGZ,1963,0,
Kyrgyzstan,KGZ,1964,0,
Kyrgyzstan,KGZ,1965,0,
Kyrgyzstan,KGZ,1966,0,
Kyrgyzstan,KGZ,1967,0,
Kyrgyzstan,KGZ,1968,0,
Kyrgyzstan,KGZ,1969,0,
Kyrgyzstan,KGZ,1970,0,
Kyrgyzstan,KGZ,1971,0,
Kyrgyzstan,KGZ,1972,0,
Kyrgyzstan,KGZ,1973,0,
Kyrgyzstan,KGZ,1974,0,
Kyrgyzstan,KGZ,1975,0,
Kyrgyzstan,KGZ,1976,0,
Kyrgyzstan,KGZ,1977,0,
Kyrgyzstan,KGZ,1978,0,
Kyrgyzstan,KGZ,1979,0,
Kyrgyzstan,KGZ,1980,0,
Kyrgyzstan,KGZ,1981,0,
Kyrgyzstan,KGZ,1982,0,
Kyrgyzstan,KGZ,1983,0,
Kyrgyzstan,KGZ,1984,0,
Kyrgyzstan,KGZ,1985,0,
Kyrgyzstan,KGZ,1986,0,
Kyrgyzstan,KGZ,1987,0,
