Entity,Code,Year,Capture fisheries production (metric tons)
Madagascar,MDG,2007,154128
Madagascar,MDG,2008,123904
Madagascar,MDG,2009,134553
Madagascar,MDG,2010,129638
Madagascar,MDG,2011,127070
Madagascar,MDG,2012,118075
Madagascar,MDG,2013,104597
Madagascar,MDG,2014,95824
Madagascar,MDG,2015,114905
Madagascar,MDG,2016,142833
Madagascar,MDG,2017,161606
Madagascar,MDG,2018,129568
Malawi,MWI,1960,13600
Malawi,MWI,1961,14300
Malawi,MWI,1962,19500
Malawi,MWI,1963,21700
Malawi,MWI,1964,21200
Malawi,MWI,1965,33900
Malawi,MWI,1966,32500
Malawi,MWI,1967,29300
Malawi,MWI,1968,32900
Malawi,MWI,1969,38200
Malawi,MWI,1970,47000
Malawi,MWI,1971,60000
Malawi,MWI,1972,70000
Malawi,MWI,1973,69300
Malawi,MWI,1974,70275
Malawi,MWI,1975,70986
Malawi,MWI,1976,74893
Malawi,MWI,1977,68186
Malawi,MWI,1978,67768
Malawi,MWI,1979,59953
Malawi,MWI,1980,65694
Malawi,MWI,1981,51319
Malawi,MWI,1982,58322
Malawi,MWI,1983,66863
Malawi,MWI,1984,64945
Malawi,MWI,1985,61892
Malawi,MWI,1986,73170
Malawi,MWI,1987,88793
Malawi,MWI,1988,80002
Malawi,MWI,1989,72854
Malawi,MWI,1990,75025
Malawi,MWI,1991,65094
Malawi,MWI,1992,69527
Malawi,MWI,1993,69987
Malawi,MWI,1994,60311
Malawi,MWI,1995,54614
Malawi,MWI,1996,64205
Malawi,MWI,1997,56740
Malawi,MWI,1998,41311
Malawi,MWI,1999,45591
Malawi,MWI,2000,50200
Malawi,MWI,2001,41875
Malawi,MWI,2002,41389
Malawi,MWI,2003,53844
Malawi,MWI,2004,56483
Malawi,MWI,2005,60232
Malawi,MWI,2006,73485
Malawi,MWI,2007,67787
Malawi,MWI,2008,73389
Malawi,MWI,2009,72430
Malawi,MWI,2010,101548
Malawi,MWI,2011,86015
Malawi,MWI,2012,131455
Malawi,MWI,2013,117621
Malawi,MWI,2014,118913
Malawi,MWI,2015,147889
Malawi,MWI,2016,164949
Malawi,MWI,2017,211295
Malawi,MWI,2018,234949
Malaysia,MYS,1960,147800
Malaysia,MYS,1961,160100
Malaysia,MYS,1962,179877
Malaysia,MYS,1963,198200
Malaysia,MYS,1964,192300
Malaysia,MYS,1965,208500
Malaysia,MYS,1966,246800
Malaysia,MYS,1967,315100
Malaysia,MYS,1968,353800
Malaysia,MYS,1969,318800
Malaysia,MYS,1970,307452
Malaysia,MYS,1971,337219
Malaysia,MYS,1972,326872
Malaysia,MYS,1973,401900
Malaysia,MYS,1974,473420
Malaysia,MYS,1975,442196
Malaysia,MYS,1976,481497
Malaysia,MYS,1977,572564
Malaysia,MYS,1978,629671
Malaysia,MYS,1979,632290
Malaysia,MYS,1980,614931
Malaysia,MYS,1981,735722
Malaysia,MYS,1982,675223
Malaysia,MYS,1983,748723
Malaysia,MYS,1984,735024.375
Malaysia,MYS,1985,745432.375
Malaysia,MYS,1986,770663.3125
Malaysia,MYS,1987,864581.5625
Malaysia,MYS,1988,828913.1875
Malaysia,MYS,1989,891140.0625
Malaysia,MYS,1990,957078.1875
Malaysia,MYS,1991,916076.8125
Malaysia,MYS,1992,1027695.75
Malaysia,MYS,1993,1051134.125
Malaysia,MYS,1994,1070416.5
Malaysia,MYS,1995,1116860
Malaysia,MYS,1996,1134374
Malaysia,MYS,1997,1176462
Malaysia,MYS,1998,1157268
Malaysia,MYS,1999,1256049
Malaysia,MYS,2000,1293956
Malaysia,MYS,2001,1239235
Malaysia,MYS,2002,1279775
Malaysia,MYS,2003,1291428
Malaysia,MYS,2004,1341221
Malaysia,MYS,2005,1219322
Malaysia,MYS,2006,1292167
Malaysia,MYS,2007,1390074
Malaysia,MYS,2008,1403373
Malaysia,MYS,2009,1402090
Malaysia,MYS,2010,1438317
Malaysia,MYS,2011,1383315
Malaysia,MYS,2012,1483168
Malaysia,MYS,2013,1493793
Malaysia,MYS,2014,1471209
Malaysia,MYS,2015,1499610
Malaysia,MYS,2016,1589586
Malaysia,MYS,2017,1478783
Malaysia,MYS,2018,1467021
Maldives,MDV,1960,13000
Maldives,MDV,1961,12000
Maldives,MDV,1962,12000
Maldives,MDV,1963,12000
Maldives,MDV,1964,12000
Maldives,MDV,1965,19600
Maldives,MDV,1966,22400
Maldives,MDV,1967,25100
Maldives,MDV,1968,23700
Maldives,MDV,1969,32300
Maldives,MDV,1970,37273
Maldives,MDV,1971,35176
Maldives,MDV,1972,32268
Maldives,MDV,1973,35706
Maldives,MDV,1974,37258
Maldives,MDV,1975,28325
Maldives,MDV,1976,34634
Maldives,MDV,1977,29636
Maldives,MDV,1978,31769
Maldives,MDV,1979,31175
Maldives,MDV,1980,38624
Maldives,MDV,1981,40916
Maldives,MDV,1982,37838
Maldives,MDV,1983,44110
Maldives,MDV,1984,56081
Maldives,MDV,1985,62076
Maldives,MDV,1986,59964
Maldives,MDV,1987,58502
Maldives,MDV,1988,72589
Maldives,MDV,1989,72065
Maldives,MDV,1990,80225
Maldives,MDV,1991,81523
Maldives,MDV,1992,82392
Maldives,MDV,1993,90156
Maldives,MDV,1994,104242
Maldives,MDV,1995,104754
Maldives,MDV,1996,105848
Maldives,MDV,1997,108312
Maldives,MDV,1998,118285
Maldives,MDV,1999,124217
Maldives,MDV,2000,119373
Maldives,MDV,2001,127636
Maldives,MDV,2002,163770
Maldives,MDV,2003,156132
Maldives,MDV,2004,158528
Maldives,MDV,2005,186274
Maldives,MDV,2006,185811
Maldives,MDV,2007,144511
Maldives,MDV,2008,133839
Maldives,MDV,2009,117061
Maldives,MDV,2010,122804
Maldives,MDV,2011,120835
Maldives,MDV,2012,120000
Maldives,MDV,2013,130217
Maldives,MDV,2014,128695
Maldives,MDV,2015,127381
Maldives,MDV,2016,129331
Maldives,MDV,2017,142378
Maldives,MDV,2018,151013
Mali,MLI,1960,80000
Mali,MLI,1961,80000
Mali,MLI,1962,90000
Mali,MLI,1963,90000
Mali,MLI,1964,90000
Mali,MLI,1965,90000
Mali,MLI,1966,110000
Mali,MLI,1967,100000
Mali,MLI,1968,106000
Mali,MLI,1969,108000
Mali,MLI,1970,110000
Mali,MLI,1971,90000
Mali,MLI,1972,80000
Mali,MLI,1973,85000
Mali,MLI,1974,75000
Mali,MLI,1975,75000
Mali,MLI,1976,75000
Mali,MLI,1977,75000
Mali,MLI,1978,75000
Mali,MLI,1979,83586
Mali,MLI,1980,88228
Mali,MLI,1981,75564
Mali,MLI,1982,73451
Mali,MLI,1983,61289
Mali,MLI,1984,54708
Mali,MLI,1985,54178
Mali,MLI,1986,61002
Mali,MLI,1987,55701
Mali,MLI,1988,55858
Mali,MLI,1989,71825
Mali,MLI,1990,70535
Mali,MLI,1991,68749
Mali,MLI,1992,68467
Mali,MLI,1993,64300
Mali,MLI,1994,62850
Mali,MLI,1995,132900
Mali,MLI,1996,111910
Mali,MLI,1997,99550
Mali,MLI,1998,98000
Mali,MLI,1999,98536
Mali,MLI,2000,109870
Mali,MLI,2001,100000
Mali,MLI,2002,100000
Mali,MLI,2003,100000
Mali,MLI,2004,100000
Mali,MLI,2005,100000
Mali,MLI,2006,100000
Mali,MLI,2007,100000
Mali,MLI,2008,100000
Mali,MLI,2009,100000
Mali,MLI,2010,100000
Mali,MLI,2011,108149
Mali,MLI,2012,71229
Mali,MLI,2013,99353
Mali,MLI,2014,80000
Mali,MLI,2015,92480
Mali,MLI,2016,102486
Mali,MLI,2017,106221
Mali,MLI,2018,90386
Malta,MLT,1960,1219
Malta,MLT,1961,1325
Malta,MLT,1962,1322
Malta,MLT,1963,1634
Malta,MLT,1964,1420
Malta,MLT,1965,1228
Malta,MLT,1966,1312
Malta,MLT,1967,1414
Malta,MLT,1968,1228
Malta,MLT,1969,1135
Malta,MLT,1970,1212
Malta,MLT,1971,1247
Malta,MLT,1972,1247
Malta,MLT,1973,1644
Malta,MLT,1974,1546
Malta,MLT,1975,1529
Malta,MLT,1976,1571
Malta,MLT,1977,1483
Malta,MLT,1978,1079
Malta,MLT,1979,1322
Malta,MLT,1980,1078
Malta,MLT,1981,942
Malta,MLT,1982,1216
Malta,MLT,1983,999
Malta,MLT,1984,1226
Malta,MLT,1985,2585
Malta,MLT,1986,1168
Malta,MLT,1987,1052
Malta,MLT,1988,896
Malta,MLT,1989,941
Malta,MLT,1990,796
Malta,MLT,1991,773
Malta,MLT,1992,579
Malta,MLT,1993,845
Malta,MLT,1994,2365
Malta,MLT,1995,4636
Malta,MLT,1996,9199
Malta,MLT,1997,1040
Malta,MLT,1998,1180
Malta,MLT,1999,1247
Malta,MLT,2000,1074
Malta,MLT,2001,902
Malta,MLT,2002,1085
Malta,MLT,2003,1138
Malta,MLT,2004,1138
Malta,MLT,2005,1406
Malta,MLT,2006,1332
Malta,MLT,2007,1235
Malta,MLT,2008,1391
Malta,MLT,2009,1641
Malta,MLT,2010,1836
Malta,MLT,2011,1920
Malta,MLT,2012,2201
Malta,MLT,2013,2356
Malta,MLT,2014,2405
Malta,MLT,2015,2563
Malta,MLT,2016,3561
Malta,MLT,2017,2164
Malta,MLT,2018,2733
Marshall Islands,MHL,1960,0
Marshall Islands,MHL,1961,0
Marshall Islands,MHL,1962,0
Marshall Islands,MHL,1963,0
Marshall Islands,MHL,1964,0
Marshall Islands,MHL,1965,0
Marshall Islands,MHL,1966,100
Marshall Islands,MHL,1967,100
Marshall Islands,MHL,1968,100
Marshall Islands,MHL,1969,100
Marshall Islands,MHL,1970,100
Marshall Islands,MHL,1971,100
Marshall Islands,MHL,1972,100
Marshall Islands,MHL,1973,100
Marshall Islands,MHL,1974,100
Marshall Islands,MHL,1975,100
Marshall Islands,MHL,1976,100
Marshall Islands,MHL,1977,100
Marshall Islands,MHL,1978,100
Marshall Islands,MHL,1979,100
Marshall Islands,MHL,1980,150
Marshall Islands,MHL,1981,150
Marshall Islands,MHL,1982,160
Marshall Islands,MHL,1983,160
Marshall Islands,MHL,1984,200
Marshall Islands,MHL,1985,200
Marshall Islands,MHL,1986,220
Marshall Islands,MHL,1987,320
Marshall Islands,MHL,1988,400
Marshall Islands,MHL,1989,395
Marshall Islands,MHL,1990,380
Marshall Islands,MHL,1991,300
Marshall Islands,MHL,1992,329
Marshall Islands,MHL,1993,488
Marshall Islands,MHL,1994,388
Marshall Islands,MHL,1995,375
Marshall Islands,MHL,1996,2772
Marshall Islands,MHL,1997,400
Marshall Islands,MHL,1998,500
Marshall Islands,MHL,1999,700
Marshall Islands,MHL,2000,8261
Marshall Islands,MHL,2001,36581
Marshall Islands,MHL,2002,39859
Marshall Islands,MHL,2003,38885
Marshall Islands,MHL,2004,47887
Marshall Islands,MHL,2005,57583
Marshall Islands,MHL,2006,43974
Marshall Islands,MHL,2007,61230
Marshall Islands,MHL,2008,35103
Marshall Islands,MHL,2009,46316
Marshall Islands,MHL,2010,59751
Marshall Islands,MHL,2011,93272
Marshall Islands,MHL,2012,75388
Marshall Islands,MHL,2013,80624
Marshall Islands,MHL,2014,78743
Marshall Islands,MHL,2015,89742
Marshall Islands,MHL,2016,64795
Marshall Islands,MHL,2017,70572
Marshall Islands,MHL,2018,77700
Mauritania,MRT,1960,20000
Mauritania,MRT,1961,22000
Mauritania,MRT,1962,23000
Mauritania,MRT,1963,23000
Mauritania,MRT,1964,23000
Mauritania,MRT,1965,25000
Mauritania,MRT,1966,27000
Mauritania,MRT,1967,30700
Mauritania,MRT,1968,37000
Mauritania,MRT,1969,43000
Mauritania,MRT,1970,49570
Mauritania,MRT,1971,58925
Mauritania,MRT,1972,36291
Mauritania,MRT,1973,33190
Mauritania,MRT,1974,43697
Mauritania,MRT,1975,33921
Mauritania,MRT,1976,33834
Mauritania,MRT,1977,37897
Mauritania,MRT,1978,41467
Mauritania,MRT,1979,24541
Mauritania,MRT,1980,21598
Mauritania,MRT,1981,58779
Mauritania,MRT,1982,56288
Mauritania,MRT,1983,81600
Mauritania,MRT,1984,57676
Mauritania,MRT,1985,66277
Mauritania,MRT,1986,76614
Mauritania,MRT,1987,88397
Mauritania,MRT,1988,77666
Mauritania,MRT,1989,76000
Mauritania,MRT,1990,66000
Mauritania,MRT,1991,67637
Mauritania,MRT,1992,66054
Mauritania,MRT,1993,59452
Mauritania,MRT,1994,53746
Mauritania,MRT,1995,56147
Mauritania,MRT,1996,63324
Mauritania,MRT,1997,74127
Mauritania,MRT,1998,98043
Mauritania,MRT,1999,104527
Mauritania,MRT,2000,114456
Mauritania,MRT,2001,140142
Mauritania,MRT,2002,156131
Mauritania,MRT,2003,199650
Mauritania,MRT,2004,270733
Mauritania,MRT,2005,304877
Mauritania,MRT,2006,165312
Mauritania,MRT,2007,223207
Mauritania,MRT,2008,195328
Mauritania,MRT,2009,216900
Mauritania,MRT,2010,276238
Mauritania,MRT,2011,372011
Mauritania,MRT,2012,437709
Mauritania,MRT,2013,387833
Mauritania,MRT,2014,378339
Mauritania,MRT,2015,403776
Mauritania,MRT,2016,609754
Mauritania,MRT,2017,794580
Mauritania,MRT,2018,967706.75
Mauritius,MUS,1960,2500
Mauritius,MUS,1961,2500
Mauritius,MUS,1962,2800
Mauritius,MUS,1963,2800
Mauritius,MUS,1964,2800
Mauritius,MUS,1965,3000
Mauritius,MUS,1966,3000
Mauritius,MUS,1967,3000
Mauritius,MUS,1968,3300
Mauritius,MUS,1969,4000
Mauritius,MUS,1970,5400
Mauritius,MUS,1971,5200
Mauritius,MUS,1972,6600
Mauritius,MUS,1973,6400
Mauritius,MUS,1974,7679
Mauritius,MUS,1975,7038
Mauritius,MUS,1976,6660
Mauritius,MUS,1977,7667
Mauritius,MUS,1978,7108
Mauritius,MUS,1979,6525
Mauritius,MUS,1980,6348
Mauritius,MUS,1981,7132
Mauritius,MUS,1982,9780
Mauritius,MUS,1983,9434
Mauritius,MUS,1984,10346
Mauritius,MUS,1985,12176
Mauritius,MUS,1986,12849
Mauritius,MUS,1987,17279
Mauritius,MUS,1988,17117
Mauritius,MUS,1989,16898
Mauritius,MUS,1990,14098
Mauritius,MUS,1991,18576
Mauritius,MUS,1992,18861
Mauritius,MUS,1993,20579
Mauritius,MUS,1994,18145
Mauritius,MUS,1995,16395
Mauritius,MUS,1996,11869
Mauritius,MUS,1997,14025
Mauritius,MUS,1998,12093
Mauritius,MUS,1999,12205
Mauritius,MUS,2000,9615
Mauritius,MUS,2001,10986
Mauritius,MUS,2002,10706
Mauritius,MUS,2003,11086
Mauritius,MUS,2004,10371
Mauritius,MUS,2005,10005
Mauritius,MUS,2006,8681
Mauritius,MUS,2007,8505
Mauritius,MUS,2008,6871
Mauritius,MUS,2009,7956
Mauritius,MUS,2010,7366
Mauritius,MUS,2011,7306
Mauritius,MUS,2012,6502
Mauritius,MUS,2013,7913
Mauritius,MUS,2014,14755
Mauritius,MUS,2015,15796
Mauritius,MUS,2016,18211
Mauritius,MUS,2017,24987
Mauritius,MUS,2018,28314
Mexico,MEX,1960,196413
Mexico,MEX,1961,224801
Mexico,MEX,1962,220180
Mexico,MEX,1963,245480
Mexico,MEX,1964,250020
Mexico,MEX,1965,259620
Mexico,MEX,1966,291500
Mexico,MEX,1967,356550
Mexico,MEX,1968,366650
Mexico,MEX,1969,354250
Mexico,MEX,1970,384528
Mexico,MEX,1971,422925
Mexico,MEX,1972,458147
Mexico,MEX,1973,477730
Mexico,MEX,1974,441879
Mexico,MEX,1975,497173
Mexico,MEX,1976,538670
Mexico,MEX,1977,578289
Mexico,MEX,1978,826585
Mexico,MEX,1979,1018607
Mexico,MEX,1980,1276487
Mexico,MEX,1981,1629058
Mexico,MEX,1982,1422637
Mexico,MEX,1983,1062998.75
Mexico,MEX,1984,1127538.875
Mexico,MEX,1985,1245082.25
Mexico,MEX,1986,1343933.75
Mexico,MEX,1987,1449654.75
Mexico,MEX,1988,1377858.5
Mexico,MEX,1989,1502265.75
Mexico,MEX,1990,1424798.875
Mexico,MEX,1991,1428316.875
Mexico,MEX,1992,1219951.5
Mexico,MEX,1993,1164911.625
Mexico,MEX,1994,1230374.75
Mexico,MEX,1995,1380516.375
Mexico,MEX,1996,1500101.5
Mexico,MEX,1997,1533101.375
Mexico,MEX,1998,1193486.25
Mexico,MEX,1999,1238933.5
Mexico,MEX,2000,1351027.375
Mexico,MEX,2001,1449527.5
Mexico,MEX,2002,1482727.875
Mexico,MEX,2003,1387506
Mexico,MEX,2004,1289765.375
Mexico,MEX,2005,1325938.5
Mexico,MEX,2006,1368697.25
Mexico,MEX,2007,1475206.5
Mexico,MEX,2008,1587709.625
Mexico,MEX,2009,1619877.875
Mexico,MEX,2010,1528285
Mexico,MEX,2011,1571844.625
Mexico,MEX,2012,1582514.25
Mexico,MEX,2013,1627718.125
Mexico,MEX,2014,1531398.625
Mexico,MEX,2015,1480859
Mexico,MEX,2016,1526107.25
Mexico,MEX,2017,1640382.5
Mexico,MEX,2018,1703211.25
Micronesia (country),FSM,1960,400
Micronesia (country),FSM,1961,500
Micronesia (country),FSM,1962,500
Micronesia (country),FSM,1963,600
Micronesia (country),FSM,1964,600
Micronesia (country),FSM,1965,700
Micronesia (country),FSM,1966,800
Micronesia (country),FSM,1967,1000
Micronesia (country),FSM,1968,1000
Micronesia (country),FSM,1969,1000
Micronesia (country),FSM,1970,1500
Micronesia (country),FSM,1971,1500
Micronesia (country),FSM,1972,1500
Micronesia (country),FSM,1973,1500
Micronesia (country),FSM,1974,1500
Micronesia (country),FSM,1975,1500
Micronesia (country),FSM,1976,1500
Micronesia (country),FSM,1977,1503
Micronesia (country),FSM,1978,1505
Micronesia (country),FSM,1979,1505
Micronesia (country),FSM,1980,1720
Micronesia (country),FSM,1981,1720
Micronesia (country),FSM,1982,1777
Micronesia (country),FSM,1983,1777
Micronesia (country),FSM,1984,1777
Micronesia (country),FSM,1985,3564
Micronesia (country),FSM,1986,3864
Micronesia (country),FSM,1987,3766
Micronesia (country),FSM,1988,2973
Micronesia (country),FSM,1989,2266
Micronesia (country),FSM,1990,2367
Micronesia (country),FSM,1991,12552
Micronesia (country),FSM,1992,16740
Micronesia (country),FSM,1993,18168
Micronesia (country),FSM,1994,22310
Micronesia (country),FSM,1995,8082
Micronesia (country),FSM,1996,8808
Micronesia (country),FSM,1997,9781
Micronesia (country),FSM,1998,15807
Micronesia (country),FSM,1999,12589
Micronesia (country),FSM,2000,23460
Micronesia (country),FSM,2001,19471
Micronesia (country),FSM,2002,22926
Micronesia (country),FSM,2003,33753
Micronesia (country),FSM,2004,31972
Micronesia (country),FSM,2005,32361
Micronesia (country),FSM,2006,15442
Micronesia (country),FSM,2007,20873
Micronesia (country),FSM,2008,25445
Micronesia (country),FSM,2009,28606
Micronesia (country),FSM,2010,31526
Micronesia (country),FSM,2011,37345
Micronesia (country),FSM,2012,47853
Micronesia (country),FSM,2013,36320
Micronesia (country),FSM,2014,52706
Micronesia (country),FSM,2015,71707
Micronesia (country),FSM,2016,88397
Micronesia (country),FSM,2017,98931
Micronesia (country),FSM,2018,129916
Middle East & North Africa,,1960,459097
Middle East & North Africa,,1961,487021
Middle East & North Africa,,1962,512290
Middle East & North Africa,,1963,519744
Middle East & North Africa,,1964,572091
Middle East & North Africa,,1965,571453
Middle East & North Africa,,1966,678673
Middle East & North Africa,,1967,622478
Middle East & North Africa,,1968,592916
Middle East & North Africa,,1969,600325
Middle East & North Africa,,1970,651290
Middle East & North Africa,,1971,659696
Middle East & North Africa,,1972,727052
Middle East & North Africa,,1973,896400
Middle East & North Africa,,1974,909226
Middle East & North Africa,,1975,878710
Middle East & North Africa,,1976,953008
Middle East & North Africa,,1977,918022
Middle East & North Africa,,1978,915669.89453125
Middle East & North Africa,,1979,952457.7890625
Middle East & North Africa,,1980,979765.09375
Middle East & North Africa,,1981,996027.078125
Middle East & North Africa,,1982,1038968.640625
Middle East & North Africa,,1983,1158072.23657227
Middle East & North Africa,,1984,1197100.85888672
Middle East & North Africa,,1985,1276794.99194336
Middle East & North Africa,,1986,1438603.53637695
Middle East & North Africa,,1987,1482517.03491211
Middle East & North Africa,,1988,1660684.6328125
Middle East & North Africa,,1989,1599087.34375
Middle East & North Africa,,1990,1656211.0703125
Middle East & North Africa,,1991,1715137.5546875
Middle East & North Africa,,1992,1743129.8515625
Middle East & North Africa,,1993,1866489.2734375
Middle East & North Africa,,1994,2060126.453125
Middle East & North Africa,,1995,2227003.6953125
Middle East & North Africa,,1996,2007869.2109375
Middle East & North Africa,,1997,2221165.515625
Middle East & North Africa,,1998,2174406.71875
Middle East & North Africa,,1999,2254273.484375
Middle East & North Africa,,2000,2400249.9140625
Middle East & North Africa,,2001,2687138.96875
Middle East & North Africa,,2002,2545247.9921875
Middle East & North Africa,,2003,2568551.7421875
Middle East & North Africa,,2004,2590374.5625
Middle East & North Africa,,2005,2693411.609375
Middle East & North Africa,,2006,2666575.9609375
Middle East & North Africa,,2007,2554420.8125
Middle East & North Africa,,2008,2587138.875
Middle East & North Africa,,2009,2822148.61328125
Middle East & North Africa,,2010,2752934.921875
Middle East & North Africa,,2011,2604503.375
Middle East & North Africa,,2012,2989608.375
Middle East & North Africa,,2013,3119087.453125
Middle East & North Africa,,2014,3254882.796875
Middle East & North Africa,,2015,3253716.625
Middle East & North Africa,,2016,3399446.875
Middle East & North Africa,,2017,3508171.75
Middle East & North Africa,,2018,3756411.296875
Middle East & North Africa (IDA & IBRD),,1960,351678
Middle East & North Africa (IDA & IBRD),,1961,372796
Middle East & North Africa (IDA & IBRD),,1962,384268
Middle East & North Africa (IDA & IBRD),,1963,390210
Middle East & North Africa (IDA & IBRD),,1964,443471
Middle East & North Africa (IDA & IBRD),,1965,432425
Middle East & North Africa (IDA & IBRD),,1966,526461
Middle East & North Africa (IDA & IBRD),,1967,465264
Middle East & North Africa (IDA & IBRD),,1968,433488
Middle East & North Africa (IDA & IBRD),,1969,445790
Middle East & North Africa (IDA & IBRD),,1970,471277
Middle East & North Africa (IDA & IBRD),,1971,449636
Middle East & North Africa (IDA & IBRD),,1972,491569
Middle East & North Africa (IDA & IBRD),,1973,636961
Middle East & North Africa (IDA & IBRD),,1974,608853
Middle East & North Africa (IDA & IBRD),,1975,557857
Middle East & North Africa (IDA & IBRD),,1976,635712
Middle East & North Africa (IDA & IBRD),,1977,622444
Middle East & North Africa (IDA & IBRD),,1978,640513.89453125
Middle East & North Africa (IDA & IBRD),,1979,706033.7890625
Middle East & North Africa (IDA & IBRD),,1980,755739.09375
Middle East & North Africa (IDA & IBRD),,1981,786626.078125
Middle East & North Africa (IDA & IBRD),,1982,817201.640625
Middle East & North Africa (IDA & IBRD),,1983,912461.236572266
Middle East & North Africa (IDA & IBRD),,1984,948127.858886719
Middle East & North Africa (IDA & IBRD),,1985,1022561.99194336
Middle East & North Africa (IDA & IBRD),,1986,1185739.53637695
Middle East & North Africa (IDA & IBRD),,1987,1179584.03491211
Middle East & North Africa (IDA & IBRD),,1988,1324857.6328125
Middle East & North Africa (IDA & IBRD),,1989,1307083.34375
Middle East & North Africa (IDA & IBRD),,1990,1372183.0703125
Middle East & North Africa (IDA & IBRD),,1991,1441189.5546875
Middle East & North Africa (IDA & IBRD),,1992,1462317.8515625
Middle East & North Africa (IDA & IBRD),,1993,1581652.2734375
Middle East & North Africa (IDA & IBRD),,1994,1749635.453125
Middle East & North Africa (IDA & IBRD),,1995,1902136.6953125
Middle East & North Africa (IDA & IBRD),,1996,1687743.2109375
Middle East & North Africa (IDA & IBRD),,1997,1905263.515625
Middle East & North Africa (IDA & IBRD),,1998,1867773.71875
Middle East & North Africa (IDA & IBRD),,1999,1946984.484375
Middle East & North Africa (IDA & IBRD),,2000,2088034.9140625
Middle East & North Africa (IDA & IBRD),,2001,2353206.96875
Middle East & North Africa (IDA & IBRD),,2002,2214863.9921875
Middle East & North Africa (IDA & IBRD),,2003,2243786.7421875
Middle East & North Africa (IDA & IBRD),,2004,2241827.5625
Middle East & North Africa (IDA & IBRD),,2005,2350873.609375
Middle East & North Africa (IDA & IBRD),,2006,2307940.9609375
Middle East & North Africa (IDA & IBRD),,2007,2198054.8125
Middle East & North Africa (IDA & IBRD),,2008,2249470.875
Middle East & North Africa (IDA & IBRD),,2009,2477220.61328125
Middle East & North Africa (IDA & IBRD),,2010,2404482.921875
Middle East & North Africa (IDA & IBRD),,2011,2273558.375
Middle East & North Africa (IDA & IBRD),,2012,2610217.375
Middle East & North Africa (IDA & IBRD),,2013,2730088.453125
Middle East & North Africa (IDA & IBRD),,2014,2858417.796875
Middle East & North Africa (IDA & IBRD),,2015,2813160.625
Middle East & North Africa (IDA & IBRD),,2016,2935294.875
Middle East & North Africa (IDA & IBRD),,2017,2977870.75
Middle East & North Africa (IDA & IBRD),,2018,3020662.296875
Middle East & North Africa (excluding high income),,1960,351678
Middle East & North Africa (excluding high income),,1961,372796
Middle East & North Africa (excluding high income),,1962,384268
Middle East & North Africa (excluding high income),,1963,390210
Middle East & North Africa (excluding high income),,1964,443471
Middle East & North Africa (excluding high income),,1965,432425
Middle East & North Africa (excluding high income),,1966,526461
Middle East & North Africa (excluding high income),,1967,465264
Middle East & North Africa (excluding high income),,1968,433488
Middle East & North Africa (excluding high income),,1969,445790
Middle East & North Africa (excluding high income),,1970,471277
Middle East & North Africa (excluding high income),,1971,449636
Middle East & North Africa (excluding high income),,1972,491569
Middle East & North Africa (excluding high income),,1973,636961
Middle East & North Africa (excluding high income),,1974,608853
Middle East & North Africa (excluding high income),,1975,557857
Middle East & North Africa (excluding high income),,1976,635712
Middle East & North Africa (excluding high income),,1977,622444
Middle East & North Africa (excluding high income),,1978,640513.89453125
Middle East & North Africa (excluding high income),,1979,706033.7890625
Middle East & North Africa (excluding high income),,1980,755739.09375
Middle East & North Africa (excluding high income),,1981,786626.078125
Middle East & North Africa (excluding high income),,1982,817201.640625
Middle East & North Africa (excluding high income),,1983,912461.236572266
Middle East & North Africa (excluding high income),,1984,948127.858886719
Middle East & North Africa (excluding high income),,1985,1022561.99194336
Middle East & North Africa (excluding high income),,1986,1185739.53637695
Middle East & North Africa (excluding high income),,1987,1179584.03491211
Middle East & North Africa (excluding high income),,1988,1324857.6328125
Middle East & North Africa (excluding high income),,1989,1307083.34375
Middle East & North Africa (excluding high income),,1990,1372183.0703125
Middle East & North Africa (excluding high income),,1991,1441189.5546875
Middle East & North Africa (excluding high income),,1992,1462317.8515625
Middle East & North Africa (excluding high income),,1993,1581652.2734375
Middle East & North Africa (excluding high income),,1994,1749635.453125
Middle East & North Africa (excluding high income),,1995,1903365.6953125
Middle East & North Africa (excluding high income),,1996,1690236.2109375
Middle East & North Africa (excluding high income),,1997,1909054.515625
Middle East & North Africa (excluding high income),,1998,1871398.71875
Middle East & North Africa (excluding high income),,1999,1950634.484375
Middle East & North Africa (excluding high income),,2000,2090657.9140625
Middle East & North Africa (excluding high income),,2001,2355156.96875
Middle East & North Africa (excluding high income),,2002,2217242.9921875
Middle East & North Africa (excluding high income),,2003,2245293.7421875
Middle East & North Africa (excluding high income),,2004,2244778.5625
Middle East & North Africa (excluding high income),,2005,2352687.609375
Middle East & North Africa (excluding high income),,2006,2310263.9609375
Middle East & North Africa (excluding high income),,2007,2200756.8125
Middle East & North Africa (excluding high income),,2008,2252313.875
Middle East & North Africa (excluding high income),,2009,2478745.61328125
Middle East & North Africa (excluding high income),,2010,2406181.921875
Middle East & North Africa (excluding high income),,2011,2274876.375
Middle East & North Africa (excluding high income),,2012,2612308.375
Middle East & North Africa (excluding high income),,2013,2732018.453125
Middle East & North Africa (excluding high income),,2014,2861271.796875
Middle East & North Africa (excluding high income),,2015,2816387.625
Middle East & North Africa (excluding high income),,2016,2938600.875
Middle East & North Africa (excluding high income),,2017,2981078.75
Middle East & North Africa (excluding high income),,2018,3023863.296875
