"","objectid","year_","state","agency","unit_id","fire_name","inc_num","alarm_date","cont_date","cause","comments","report_ac","gis_acres","c_method","objective","fire_num","shape_length","shape_area","fire_cause","plot_date"
"6423",10839,1979,"CA","USF","LPF",NA,"0",NA,NA,9,NA,NA,2090.80419921875,NA,1,"58",11446.0669254512,8461183.97016145,"Human",NA
"6424",10840,1979,"CA","CDF","SLU","ELKHORN RD.","739",1979-06-05,NA,14,NA,NA,1658.2255859375,NA,1,"180",16029.6407097992,6710601.09038538,"Unknown",2017-06-05
"6425",10841,1979,"CA","CDF","SLU","HILLMAN","912",1979-06-25,NA,14,NA,NA,1004.52947998047,NA,1,"227",12800.1910248625,4065186.47586682,"Unknown",2017-06-25
"6426",10842,1979,"CA","CCO","LAC","THE DAVENPORT FIRE","318028",1979-07-15,NA,14,NA,NA,198.019027709961,NA,1,"190",4021.00707077923,801354.555102488,"Unknown",2017-07-15
"6427",10843,1979,"CA","CCO","LAC","CATALINA FIRE","312031",1979-09-16,NA,14,NA,NA,886.358642578125,NA,1,"209",13377.3212891973,3586966.10544002,"Unknown",2017-09-16
"6428",10844,1979,"CA","CCO","LAC",NA,"0",1979-07-19,NA,14,NA,NA,37.9713516235352,NA,1,"0",2088.70872485071,153664.604916185,"Unknown",2017-07-19
"6429",10845,1979,"CA","CCO","LAC",NA,"0",1979-07-11,NA,14,NA,NA,2.0458836555481,NA,1,"0",390.280697617806,8279.39773431185,"Unknown",2017-07-11
"6430",10846,1979,"CA","CCO","LAC",NA,"0",1979-12-05,NA,14,NA,NA,172.621520996094,NA,1,"0",4402.13200747073,698574.515412214,"Unknown",2017-12-05
"6431",10847,1979,"CA","CCO","LAC",NA,"0",1979-06-08,NA,14,NA,NA,89.1103210449219,NA,1,"0",2516.73908097559,360616.680882508,"Unknown",2017-06-08
"6432",10848,1979,"CA","CCO","LAC",NA,"0",NA,NA,14,NA,NA,11.0619850158691,NA,1,"0",1093.41022615196,44766.2632309786,"Unknown",NA
"6433",10849,1979,"CA","CCO","LAC",NA,"0",1979-05-17,NA,14,NA,NA,4.29319906234741,NA,1,"0",752.4173395778,17373.9598242469,"Unknown",2017-05-17
"6434",10850,1996,"CA","CDF","LMU","CENTER FIRE","0",1996-07-16,NA,14,NA,NA,125.865653991699,NA,1,"0",3262.94810641666,509360.243352437,"Unknown",2017-07-16
"6435",10851,1996,"CA","CDF","LMU","DIXIE FIRE","2721",1996-08-16,NA,14,NA,NA,1402.57592773438,NA,1,"0",13468.4297880294,5676023.28721242,"Unknown",2017-08-16
"6436",10852,1996,"CA","CDF","LMU","PASS FIRE","2353",1996-08-04,NA,14,NA,NA,87.5365676879883,NA,1,"0",2606.48485665779,354247.927301934,"Unknown",2017-08-04
"6437",10853,1996,"CA","CDF","LNU","GATES","4540",NA,NA,14,NA,NA,2985.14086914062,NA,1,"336",16109.7017600258,12080436.8645384,"Unknown",NA
"6438",10854,1996,"CA","CDF","LNU","GUENOC","2556",NA,NA,14,NA,NA,649.286987304688,NA,1,"145",7826.33080696243,2627571.25065227,"Unknown",NA
"6439",10855,1996,"CA","CDF","LNU","PG&E #8","593",1996-08-02,NA,14,NA,NA,2106.75390625,NA,1,"156",15121.2967735029,8525730.57331486,"Unknown",2017-08-02
"6440",10856,1996,"CA","CDF","LNU","PORTER CREEK FIRE","947",NA,NA,14,NA,NA,538.325317382812,NA,1,"395",5599.08549241404,2178525.15510342,"Unknown",NA
"6441",10857,1996,"CA","USF","TOI","MT. JACKSON","0",1996-08-12,NA,1,NA,NA,856.818115234375,NA,1,"71",13396.7775130398,3467419.77663884,"Natural",2017-08-12
"6442",10858,1996,"NV","USF","TOI",NA,"0",1996-08-12,NA,1,NA,NA,11.0308828353882,NA,1,"86",1219.2890657737,44640.3975286484,"Natural",2017-08-12
"6443",10859,1996,"NV","USF","TOI",NA,"0",1996-08-05,NA,7,NA,NA,6718.70947265625,NA,1,"66",27231.6937504969,27189651.9895103,"Human",2017-08-05
"6444",10860,1996,"NV","USF","TOI",NA,"0",1996-06-23,NA,8,NA,NA,3802.15258789062,NA,1,"13",23194.7413434969,15386765.7972371,"Human",2017-06-23
"6445",10861,1996,"CA","USF","INF","SAGE FLAT","0",1996-07-15,1996-07-17,2,NA,2091,2126.708984375,8,1,"25",13276.3824868934,8606485.99804045,"Human",2017-07-15
"6446",10862,2003,"CA","USF","MNF","DOE #2","0",2003-09-03,2003-09-08,1,NA,9,6.04421949386597,2,1,"34",738.771208570615,24460.0885892984,"Natural",2017-09-03
"6447",10863,2003,"CA","USF","MNF","DOE #1","0",2003-09-03,2003-09-03,1,NA,NA,0.033677972853184,2,1,"29",53.2838317172731,136.289927903738,"Natural",2017-09-03
"6448",10864,2003,"CA","USF","MNF","MARE","0",2003-09-03,2003-09-05,1,NA,2,2.24131917953491,2,1,"28",343.819055353333,9070.29706884175,"Natural",2017-09-03
"6449",10865,2003,"CA","USF","MNF","BROCK","0",2003-09-03,2003-09-08,1,NA,42,42.0846748352051,2,1,"69",1858.89664441671,170310.640289141,"Natural",2017-09-03
"6450",10866,2003,"CA","USF","MNF","MANZANITA SPRINGS","0",2003-09-03,2003-09-07,1,NA,33,37.8601837158203,2,1,"36",1741.05503701141,153214.734474527,"Natural",2017-09-03
"6451",10867,2003,"CA","USF","MNF","BUCKHORN #2","0",2003-09-03,2003-09-04,1,NA,NA,0.033434171229601,6,1,"33",69.9955258963299,135.303286122972,"Natural",2017-09-03
"6452",10868,2003,"CA","USF","MNF","ANDERSON","0",2003-09-03,2003-09-03,1,NA,289,290.620178222656,6,1,"59",6143.88881391926,1176098.17258575,"Natural",2017-09-03
"6453",10869,2003,"CA","USF","MNF","ERICSON","0",2003-09-03,2003-09-05,1,NA,2,1.68877398967743,2,1,"21",317.901355331277,6834.22562952673,"Natural",2017-09-03
"6454",10870,1970,"CA","CDF","TCU","U3-RANCH","0",1970-09-22,NA,14,NA,NA,446.843444824219,NA,1,"5",6462.10965434852,1808311.30689708,"Unknown",2017-09-22
"6455",10871,1970,"CA","CDF","SCU","VAQUERO","0",1970-06-26,NA,14,NA,NA,550.914245605469,NA,1,"3",11018.8438728485,2229470.96662366,"Unknown",2017-06-26
"6456",10872,1970,"CA","CDF","TCU","WILLIAMS","0",1970-09-27,NA,14,NA,NA,1701.97875976562,NA,1,"98",12347.2622909004,6887663.52127479,"Unknown",2017-09-27
"6457",10873,1970,"CA","CDF","SCU","WPRR #9","0",1970-07-05,NA,14,NA,NA,1532.56481933594,NA,1,"54",19410.3432183612,6202069.56389928,"Unknown",2017-07-05
"6458",10874,1970,"CA","CDF","BEU","BUCKEYE","0",1970-09-27,NA,9,NA,NA,42307.453125,NA,1,"26",69759.4711952706,171212187.015201,"Human",2017-09-27
"6459",10875,1970,"CA","CDF","TUU","GIBBON","0",1970-06-02,NA,14,NA,NA,492.780181884766,NA,1,"50",5432.29425299678,1994210.62942054,"Unknown",2017-06-02
"6460",10876,1970,"CA","CDF","MMU","MARTIN","0",1970-07-05,NA,14,NA,NA,682.091430664062,NA,1,"92",11182.7914099722,2760325.99444695,"Unknown",2017-07-05
"6461",10877,1970,"CA","CDF","MMU","MOTHER'S DAY","0",1970-05-10,NA,14,NA,NA,304.518157958984,NA,1,"3",8205.92798892132,1232341.25337267,"Unknown",2017-05-10
"6462",10878,1970,"CA","CDF","TUU","OAT CANYON","0",1970-06-17,NA,14,NA,NA,139.103057861328,NA,1,"58",4120.31426180659,562930.085373002,"Unknown",2017-06-17
"6463",10879,1970,"CA","CDF","MMU","ORTIGALITA RIDGE","0",1970-08-12,NA,14,NA,NA,599.48828125,NA,1,"17",7713.53927233892,2426043.07505998,"Unknown",2017-08-12
"6464",10880,1970,"CA","CDF","MVU",NA,"0",NA,NA,14,NA,NA,1916.63916015625,NA,1,"0",17870.3349358669,7756363.74125689,"Unknown",NA
"6465",10881,1970,"CA","USF","CNF",NA,"0",NA,NA,14,NA,NA,496.100219726562,NA,1,"3",8002.15810184018,2007646.41949394,"Unknown",NA
"6466",10882,1970,"CA","CDF","MVU","TECTATE","0",1970-09-25,NA,14,NA,NA,1755.04284667969,NA,1,"522",18980.0325525283,7102406.53968618,"Unknown",2017-09-25
"6467",10883,1970,"CA","CDF","RRU","BOX","0",1970-06-06,NA,14,NA,NA,317.465240478516,NA,1,"352",6885.40184061508,1284736.2876686,"Unknown",2017-06-06
"6468",10884,1970,"CA","CDF","RRU","BOX #11","0",1970-11-12,NA,14,NA,NA,1518.20922851562,NA,1,"880",23382.048832153,6143974.53958367,"Unknown",2017-11-12
"6469",10885,1970,"CA","CDF","RRU","CASCO #2","0",1970-09-25,NA,14,NA,NA,6234.29150390625,NA,1,"1",32271.1066168339,25229282.0031839,"Unknown",2017-09-25
"6470",10886,1970,"CA","CDF","RRU","CASCO RAILROAD #26","0",1970-08-06,NA,14,NA,NA,553.077392578125,NA,1,"568",9198.67969866846,2238224.8616587,"Unknown",2017-08-06
"6471",10887,1970,"CA","CCO","KRN","SHELL OIL CO.","698",1970-04-22,NA,14,NA,NA,186.136138916016,NA,1,"95",3562.20291482871,753266.241121388,"Unknown",2017-04-22
"6472",10888,1970,"CA","CCO","LAC","AGUA DULCE FIRE","319038",1970-09-25,NA,14,NA,NA,21756.251953125,NA,1,"112",113950.060024425,88044430.4359273,"Unknown",2017-09-25
"6473",10889,1970,"CA","CCO","LAC","SAN FRANCISQUITO FIRE","312037",1970-06-29,NA,14,NA,NA,4488.79296875,NA,1,"3511",29142.6725748847,18165501.0262122,"Unknown",2017-06-29
"6474",10890,1950,"CA","USF","TNF","EUER","0",1950-10-12,1950-10-12,3,NA,40,29.7098007202148,NA,1,"126",1646.29444535284,120231.299619418,"Human",2017-10-12
"6475",10891,1970,"CA","CCO","LAC",NA,"0",1970-05-14,NA,14,NA,NA,4.23279809951782,NA,1,"0",710.944457581273,17129.5254670834,"Unknown",2017-05-14
"6476",10892,1970,"CA","CCO","LAC",NA,"0",1970-07-31,NA,14,NA,NA,1.47506129741669,NA,1,"0",327.341729567819,5969.36115728887,"Unknown",2017-07-31
"6477",10893,1970,"CA","CCO","LAC",NA,"0",1970-09-27,NA,14,NA,NA,26.4208831787109,NA,1,"0",1359.11245763604,106921.518696159,"Unknown",2017-09-27
"6478",10894,1970,"CA","CCO","LAC",NA,"0",1970-09-24,NA,14,NA,NA,2.08732676506042,NA,1,"0",511.242009813223,8447.11191086423,"Unknown",2017-09-24
"6479",10895,1970,"CA","CCO","LAC",NA,"0",1970-07-31,NA,14,NA,NA,62.4469146728516,NA,1,"0",2962.96458794457,252713.702310319,"Unknown",2017-07-31
"6480",10896,1970,"CA","CCO","LAC",NA,"0",1970-06-13,NA,14,NA,NA,6.41601705551147,NA,1,"0",604.996552358177,25964.699479172,"Unknown",2017-06-13
"6481",10897,1970,"CA","CCO","LAC",NA,"0",1970-08-27,NA,14,NA,NA,9.13473701477051,NA,1,"0",1084.9913581676,36966.9681180118,"Unknown",2017-08-27
"6482",10898,1970,"CA","CCO","LAC",NA,"0",1970-11-08,NA,14,NA,NA,6.52915906906128,NA,1,"0",611.173764561928,26422.5692700488,"Unknown",2017-11-08
"6483",10899,1970,"CA","CCO","LAC",NA,"0",1970-07-13,NA,14,NA,NA,13.9997081756592,NA,1,"0",1001.59238698251,56654.80966238,"Unknown",2017-07-13
"6484",10900,1970,"CA","CCO","LAC",NA,"0",1970-09-05,NA,14,NA,NA,12.2969217300415,NA,1,"0",959.889335320963,49763.8777868196,"Unknown",2017-09-05
"6485",10901,1970,"CA","CCO","LAC","GANESHA FIRE","0",1970-09-27,NA,14,NA,NA,69.1954193115234,NA,1,"0",3609.41198842364,280023.938054596,"Unknown",2017-09-27
"6486",10902,1970,"CA","CCO","LAC","BAILEY FIRE","319027",1970-09-25,NA,14,NA,NA,416.311004638672,NA,1,"415",10025.1154138227,1684750.89225631,"Unknown",2017-09-25
"6487",10903,1970,"CA","CCO","KRN","RANKIN RANCH","489",1970-09-25,NA,9,NA,NA,35976.22265625,NA,1,"2507",65522.9791696209,145590602.488091,"Human",2017-09-25
"6488",10904,1970,"CA","USF","SQF","COW FLAT","0",1970-06-04,1970-06-05,2,NA,63,36.0995674133301,8,1,"12",1612.5161630189,146089.773307098,"Human",2017-06-04
"6489",10905,1953,"CA","USF","TNF",NA,"0",NA,NA,1,NA,NA,797.402282714844,NA,1,"55",7828.8431982309,3226972.67215379,"Natural",NA
"6490",10906,1954,"CA","USF","TNF",NA,"0",NA,NA,9,NA,NA,2340.47534179688,NA,1,"55",13960.2333040073,9471567.7459115,"Human",NA
"6491",10907,1954,"CA","USF","TNF",NA,"0",NA,NA,9,NA,NA,38.3658180236816,NA,1,"30",1607.50901759476,155260.961722183,"Human",NA
"6492",10908,1954,"CA","USF","TNF",NA,"0",NA,NA,1,NA,NA,11.3117589950562,NA,1,"1",821.388436278559,45777.0632987365,"Natural",NA
"6493",10909,1971,"CA","CCO","LAC","SEQUOIA FIRE/USFS","00USFS0F",1971-09-03,NA,14,NA,NA,511.377502441406,NA,1,"00000IRE",6568.30903437792,2069471.37144062,"Unknown",2017-09-03
"6494",10910,1971,"CA","CCO","LAC","LODI FIRE","313021",1971-09-08,NA,14,NA,NA,343.296356201172,NA,1,"419",5044.5945187147,1389271.00430197,"Unknown",2017-09-08
"6495",10911,1971,"CA","CCO","LAC","MUREAU FIRE","312036",1971-08-30,NA,14,NA,NA,144.775253295898,NA,1,"842",3124.56529379744,585884.674819033,"Unknown",2017-08-30
"6496",10912,1971,"CA","CCO","LAC",NA,"0",1971-12-07,NA,14,NA,NA,12.005784034729,NA,1,"0",1165.21801671245,48585.6841679627,"Unknown",2017-12-07
"6497",10913,1971,"CA","CCO","LAC",NA,"0",1971-07-18,NA,14,NA,NA,10.2343091964722,NA,1,"0",804.759261897691,41416.781712326,"Unknown",2017-07-18
"6498",10914,1972,"CA","USF","SRF","BEAR H","0",1972-10-24,NA,2,NA,NA,3.98311281204224,NA,1,"100189",450.638491196272,16119.0855355219,"Human",2017-10-24
"6499",10915,1972,"CA","USF","SRF","HICO E","0",1972-10-24,NA,2,NA,NA,2.98720479011536,NA,1,"100194",390.2559407705,12088.7889627868,"Human",2017-10-24
"6500",10916,1972,"CA","USF","SRF","PANTHER","0",1972-07-01,1972-07-03,9,NA,251,209.865020751953,8,1,"11",4511.91732732358,849293.636228661,"Human",2017-07-01
"6501",10917,1972,"CA","USF","SRF","BLUE C","0",1972-10-24,NA,2,NA,NA,54.1824607849121,NA,1,"100192",2097.77368456034,219268.634872036,"Human",2017-10-24
"6502",10918,1972,"CA","USF","SRF","BLUE P&M","0",1972-10-24,NA,2,NA,NA,22.3044013977051,NA,1,"100193",1266.07388580649,90262.711692322,"Human",2017-10-24
"6503",10919,1972,"CA","USF","KNF","WILLIAMS","0",1972-08-05,NA,9,NA,NA,37.3963432312012,NA,1,"73",1594.08279209965,151337.638194894,"Human",2017-08-05
"6504",10920,1972,"CA","USF","KNF","BIG","0",1972-09-01,NA,1,NA,NA,55.2838973999023,NA,1,"108",1905.48555122738,223725.998361914,"Natural",2017-09-01
"6505",10921,1972,"CA","USF","KNF","BLUFF","0",1972-09-02,NA,1,NA,NA,315.195098876953,NA,1,"138",5134.43543785791,1275549.26169138,"Natural",2017-09-02
"6506",10922,1972,"CA","USF","KNF","DILLON","0",1972-09-03,NA,1,NA,NA,8.40021228790283,NA,1,"167",836.445101745229,33994.4535198706,"Natural",2017-09-03
"6507",10923,1973,"CA","CDF","HUU","APPLE","0",1973-09-08,NA,14,NA,NA,734.864196777344,NA,1,"248",10761.5669741364,2973889.87370795,"Unknown",2017-09-08
"6508",10924,1973,"CA","CDF","LNU","AZEVEDO #2","0",1973-09-08,NA,14,NA,NA,615.700256347656,NA,1,"316",8709.55360809092,2491650.44082404,"Unknown",2017-09-08
"6509",10925,1973,"CA","CDF","TGU","BABER","0",1973-06-28,NA,14,NA,NA,332.513580322266,NA,1,"0000070G",4404.73245742719,1345634.71524983,"Unknown",2017-06-28
"6510",10926,1973,"CA","CDF","LMU","BIG VALLEY MT.","0",1973-08-17,NA,14,NA,NA,258.527465820312,NA,1,"160",5635.14486707719,1046223.56053255,"Unknown",2017-08-17
"6511",10927,1973,"CA","CDF","LMU","CALABRESE","0",1973-07-30,NA,14,NA,NA,644.565795898438,NA,1,"136",8449.34273845289,2608465.1210678,"Unknown",2017-07-30
"6512",10928,1973,"CA","CDF","BTU","CHEROKEE RD. #6","0",1973-09-09,NA,14,NA,NA,728.012573242188,NA,1,"310",8596.31537728248,2946162.42523949,"Unknown",2017-09-09
"6513",10929,1973,"CA","CDF","MEU","DOGHOUSE","0",1973-09-08,NA,14,NA,NA,8058.79345703125,NA,1,"299",33235.1727469899,32612779.5503834,"Unknown",2017-09-08
"6514",10930,1973,"CA","CDF","MEU","ETSEL RIDGE","0",1973-09-09,NA,14,NA,NA,581.308166503906,NA,1,"301",8485.45720720971,2352470.58062486,"Unknown",2017-09-09
"6515",10931,1973,"CA","CDF","HUU","FINLEY CREEK","0",1973-09-07,NA,14,NA,NA,12832.8935546875,NA,1,"242",43054.3809570406,51932877.2128426,"Unknown",2017-09-07
"6516",10932,1973,"CA","CDF","AEU","FISH & GAME #4","0",1973-07-01,NA,14,NA,NA,242.24885559082,NA,1,"407",4909.4790189954,980346.314106149,"Unknown",2017-07-01
"6517",10933,1973,"CA","CDF","MEU","FORD CROSSING","0",1973-07-09,NA,14,NA,NA,113.319709777832,NA,1,"000182-M",4375.48739587133,458588.606378743,"Unknown",2017-07-09
"6518",10934,1973,"CA","CDF","BTU","HWY 32/SANTOS","0",1973-07-24,NA,14,NA,NA,742.240112304688,NA,1,"194",6918.63303806422,3003739.09952826,"Unknown",2017-07-24
"6519",10935,1973,"CA","CDF","BTU","L. SEVEN","0",1973-08-01,NA,14,NA,NA,677.780029296875,NA,1,"211",8305.46891300365,2742878.47716684,"Unknown",2017-08-01
"6520",10936,1973,"CA","CDF","MEU","MILL CREEK","0",1973-08-19,NA,14,NA,NA,978.035827636719,NA,1,"247",8835.28728340967,3957970.53591895,"Unknown",2017-08-19
"6521",10937,1973,"CA","CDF","BTU","PENTZ/67","0",1973-10-03,NA,14,NA,NA,132.716461181641,NA,1,"349",2858.93306011599,537084.455925204,"Unknown",2017-10-03
"6522",10938,1973,"CA","CDF","AEU","RUSSELL","0",1973-06-18,NA,14,NA,NA,407.704528808594,NA,1,"133",5411.74541896854,1649921.67777856,"Unknown",2017-06-18
"6523",10939,1973,"CA","CDF","LNU","SIGNAL HILL","0",1973-09-08,NA,14,NA,NA,4393.3857421875,NA,1,"308",26917.7083134153,17779400.6996011,"Unknown",2017-09-08
"6524",10940,1973,"CA","CDF","LMU","SUNNYSIDE DUMP #3","0",1973-08-09,NA,14,NA,NA,640.709777832031,NA,1,"156",9623.83538331635,2592860.40097099,"Unknown",2017-08-09
"6525",10941,1973,"CA","CDF","BTU","TRAINER HILLS","0",1973-06-27,NA,14,NA,NA,808.924438476562,NA,1,"370",7701.24727694232,3273601.10368595,"Unknown",2017-06-27
"6526",10942,1973,"CA","CDF","TGU","INSKIP GRADE","0",1973-08-19,NA,14,NA,NA,19560.859375,NA,1,"143",46648.7886723779,79159989.7165219,"Unknown",2017-08-19
"6527",10943,1973,"CA","CDF","SLU","CHOLAME","0",1973-07-26,NA,14,NA,NA,240.343704223633,NA,1,"183",5376.77725540301,972636.440482358,"Unknown",2017-07-26
"6528",10944,1973,"CA","CDF","SLU","COUNTY LINE","0",1973-07-27,NA,14,NA,NA,4035.16650390625,NA,1,"189",21999.6725326654,16329739.7589103,"Unknown",2017-07-27
"6529",10945,1973,"CA","CDF","MMU","LIGHTNING #58","0",1973-06-27,NA,14,NA,NA,471.865417480469,NA,1,"154",6270.34209160979,1909571.58940113,"Unknown",2017-06-27
"6530",10946,1973,"CA","USF","CNF","BUCKMAN","0",1973-08-11,1973-08-12,9,NA,138,137.66764831543,8,1,"53",4952.21490948256,557121.226719098,"Human",2017-08-11
"6531",10947,1973,"CA","CDF","MVU","TARPOT","0",1973-10-30,NA,14,NA,NA,567.72509765625,NA,1,"505",7745.11012788973,2297501.88632563,"Unknown",2017-10-30
"6532",10948,1973,"CA","USF","BDF",NA,"0",NA,NA,14,NA,NA,24.5685653686523,NA,1,"0",1155.01714487303,99425.4555233878,"Unknown",NA
"6533",10949,1973,"CA","CDF","RRU",NA,"0",NA,NA,14,NA,NA,3682.49243164062,NA,1,"0",20424.1169639242,14902517.7927782,"Unknown",NA
"6534",10950,1973,"CA","CDF","RRU","GILMAN","0",1973-09-26,NA,14,NA,NA,1855.11169433594,NA,1,"784",21034.5717455039,7507370.83437213,"Unknown",2017-09-26
"6535",10951,1973,"CA","CDF","RRU","JUNIPER","0",1973-06-22,NA,14,NA,NA,619.883422851562,NA,1,"378",9114.55946513033,2508579.26203503,"Unknown",2017-06-22
"6536",10952,1973,"CA","USF","CNF",NA,"0",NA,NA,9,NA,NA,42.0720100402832,NA,1,"56",1909.50001130803,170259.386886079,"Human",NA
"6537",10953,1973,"CA","USF","CNF",NA,"0",NA,NA,14,NA,NA,133.018676757812,NA,1,"4",3058.53047658998,538307.478525028,"Unknown",NA
"6538",10954,1973,"CA","USF","CNF",NA,"0",NA,NA,9,NA,NA,126.22541809082,NA,1,"60",3354.63675595534,510816.144733636,"Human",NA
"6539",10955,1973,"CA","USF","CNF",NA,"0",NA,NA,9,NA,NA,107.865776062012,NA,1,"53",2555.02526976319,436517.298493785,"Human",NA
"6540",10956,1973,"CA","USF","CNF",NA,"0",NA,NA,9,NA,NA,21.0265808105469,NA,1,"61",1407.35910226052,85091.5548401282,"Human",NA
"6541",10957,1973,"CA","CCO","MRN","MT. TENAYA CT.","0",1973-07-14,NA,14,NA,NA,82.1494674682617,NA,1,"124",2388.15731397097,332447.093125931,"Unknown",2017-07-14
"6542",10958,1973,"CA","USF","KNF","BIG FERRY","0",1973-05-30,NA,1,NA,NA,7.83289194107056,NA,1,"73",710.793784343452,31698.5898239475,"Natural",2017-05-30
"6543",10959,1973,"CA","USF","KNF","WILL","0",1973-07-16,1973-07-17,1,NA,270,12.9289865493774,8,1,"168",921.506103719743,52321.7528762604,"Natural",2017-07-16
"6544",10960,1973,"CA","USF","KNF","MORGAN","0",1973-07-19,1973-07-23,1,NA,12,8.09577751159668,8,1,"180",749.814927673635,32762.4485374554,"Natural",2017-07-19
"6545",10961,1973,"CA","USF","KNF","OFF","0",1973-07-27,NA,2,NA,NA,8414.3984375,NA,1,"263",29708.4776598101,34051862.9318592,"Human",2017-07-27
"6546",10962,1974,"CA","CDF","TCU","LOS CERRETOS","0",1974-06-14,NA,14,NA,NA,885.452697753906,NA,1,"134",13062.623956966,3583299.9633499,"Unknown",2017-06-14
"6547",10963,1974,"CA","CDF","SCU","MAXON","0",1974-07-27,NA,14,NA,NA,313.206970214844,NA,1,"176",4382.89795194264,1267503.68579234,"Unknown",2017-07-27
"6548",10964,1974,"CA","CDF","MMU","OLD MILL","0",1974-05-22,NA,14,NA,NA,4737.611328125,NA,1,"70",27402.19822875,19172433.5215358,"Unknown",2017-05-22
"6549",10965,1974,"CA","CDF","BTU","P. WILSON","488",1974-06-07,NA,14,NA,NA,262.680480957031,NA,1,"82",3978.31240477732,1063030.13747321,"Unknown",2017-06-07
"6550",10966,1974,"CA","CDF","NEU","PLUMAS BRODHY ASSIST","0",1974-09-11,NA,14,NA,NA,101.306900024414,NA,1,"741",2298.05065762635,409974.472113555,"Unknown",2017-09-11
"6551",10967,1974,"CA","CDF","MMU","RANCH MADERA","0",1974-08-21,NA,14,NA,NA,515.642272949219,NA,1,"202",5856.21806224508,2086730.21798016,"Unknown",2017-08-21
"6552",10968,1974,"CA","CDF","SHU","HETTEN","0",1974-07-31,NA,14,NA,NA,132.408020019531,NA,1,"14",2626.41685560664,535836.221420188,"Unknown",2017-07-31
"6553",10969,1974,"CA","USF","SHF",NA,"0",1974-09-11,1974-09-23,9,NA,550,548.314270019531,8,1,"182",5793.72108843745,2218949.15458217,"Human",2017-09-11
"6554",10970,1974,"CA","CDF","TGU","CASEY","0",1974-07-01,NA,14,NA,NA,6829.0556640625,NA,1,"62",23441.5314568859,27636208.1163612,"Unknown",2017-07-01
"6555",10971,1974,"CA","USF","PNF","FERRIS","0",1974-06-25,NA,9,NA,NA,3289.14672851562,NA,1,"9",22905.8162916385,13310704.1607955,"Human",2017-06-25
"6556",10972,1974,"CA","USF","SNF",NA,"0",NA,NA,9,NA,NA,31.4833354949951,NA,1,"76",1876.16590707284,127408.535654759,"Human",NA
"6557",10973,1974,"CA","CDF","BDU","SWALL","0",1974-02-28,NA,9,NA,NA,666.72998046875,NA,1,"1",7267.57970824483,2698160.55342645,"Human",2017-02-28
"6558",10974,1970,"CA","USF","TNF","OUR","0",1970-08-08,1970-08-09,4,NA,16,15.2441177368164,NA,1,"76",978.829354633725,61690.7566271719,"Human",2017-08-08
"6559",10975,1971,"CA","USF","TNF","BALDY","0",1971-11-08,1971-11-10,18,NA,15,26.3337154388428,NA,1,"127",1936.83600413609,106568.764329159,"Human",2017-11-08
"6560",10976,1972,"CA","USF","TNF","CARMAN #1","0",1972-08-08,1972-08-09,1,NA,130,158.286392211914,NA,1,"61",3053.30777794967,640562.322060695,"Natural",2017-08-08
"6561",10977,1972,"CA","USF","TNF","COTTONWOOD","0",1972-07-23,1972-07-24,3,NA,25,10.3312463760376,NA,1,"42",979.895101860886,41809.0695193464,"Human",2017-07-23
"6562",10978,1972,"CA","USF","TNF","LILY","0",1972-09-24,1972-09-26,3,NA,215,195.559768676758,NA,1,"241",4340.60074083946,791402.312771067,"Human",2017-09-24
"6563",10979,1973,"CA","USF","TNF","COYOTE","0",1973-09-09,1973-09-10,9,NA,335,318.658721923828,NA,1,"192",5612.64576061424,1289566.07044167,"Human",2017-09-09
"6564",10980,1980,"CA","USF","TNF","VERDI","0",1980-05-04,1980-05-05,9,NA,NA,30.5767135620117,NA,1,"1",1532.88581087044,123739.570235608,"Human",2017-05-04
"6565",10981,1980,"CA","USF","TNF","ROADSIDE 82","0",1980-08-18,1980-08-18,7,NA,30,23.856861114502,NA,1,"45",1317.52133656867,96545.2881117419,"Human",2017-08-18
"6566",10982,1984,"CA","USF","TNF","AMERICAN","0",1984-05-28,1984-05-29,1,NA,21,28.0375843048096,NA,1,"9",1498.91580128209,113464.079632592,"Natural",2017-05-28
"6567",10983,1985,"CA","USF","TNF","COBURN","0",1985-08-26,1985-08-28,3,NA,32,35.0004386901855,NA,1,"117",1783.45634122257,141641.757046466,"Human",2017-08-26
"6568",10984,1986,"CA","USF","TNF","RELIEF","0",1986-10-17,1986-10-22,1,NA,40,53.1940231323242,NA,1,"120",1928.69169725324,215268.579615999,"Natural",2017-10-17
"6569",10985,1986,"CA","USF","TNF","SLATE","0",1986-06-11,1986-06-12,1,NA,NA,2040.23803710938,NA,1,"13",11694.7054159437,8256550.18257948,"Natural",2017-06-11
"6570",10986,1987,"CA","USF","TNF","INDIAN","0",1987-06-26,1987-06-28,1,NA,18,18.9524822235107,NA,1,"86",1274.44107156395,76697.9781477097,"Natural",2017-06-26
"6571",10987,1987,"CA","USF","TNF","INDIAN","0",1987-08-29,1987-09-11,1,NA,8500,9242.6923828125,NA,1,"168",31603.0809982515,37403847.9221311,"Natural",2017-08-29
"6572",10988,1987,"CA","USF","TOI",NA,"0",1987-06-13,1987-06-13,1,NA,NA,1000.95910644531,NA,1,"32",10006.8533474592,4050737.7235943,"Natural",2017-06-13
"6573",10989,1974,"CA","USF","CNF",NA,"0",NA,NA,14,NA,NA,24.6091918945312,NA,1,"70",1167.5891391255,99589.8639927575,"Unknown",NA
