state,race,type,all_workers_n,artists_n,artists_share,location_quotient
Maine,Other,Producers And Directors,14700,0,NA,NA
Maryland,Other,Producers And Directors,85910,135,0.0015714119427307648,1.3033993653088607
Massachusetts,Other,Producers And Directors,97815,110,0.0011245718959259827,0.9327702402763539
Michigan,Other,Producers And Directors,120390,60,4.9838026414154e-4,0.4133788870381786
Minnesota,Other,Producers And Directors,83065,35,4.213567687955216e-4,0.3494921542102412
Mississippi,Other,Producers And Directors,17430,0,NA,NA
Missouri,Other,Producers And Directors,70070,70,9.99000999000999e-4,0.8286161207213838
Montana,Other,Producers And Directors,37130,NA,NA,NA
Nebraska,Other,Producers And Directors,24240,30,0.0012376237623762376,1.0265405158936949
Nevada,Other,Producers And Directors,69460,85,0.00122372588540167,1.0150129949838609
New Hampshire,Other,Producers And Directors,12270,NA,NA,NA
New Jersey,Other,Producers And Directors,85410,120,0.0014049877063575691,1.1653596583661472
New Mexico,Other,Producers And Directors,91840,60,6.533101045296168e-4,0.5418846277278563
New York,Other,Producers And Directors,234265,835,0.0035643395300194226,2.9564226634928734
North Carolina,Other,Producers And Directors,145630,55,3.7766943624253246e-4,0.3132559261574936
North Dakota,Other,Producers And Directors,23305,0,NA,NA
Ohio,Other,Producers And Directors,121180,60,4.951312097705892e-4,0.4106839759904796
Oklahoma,Other,Producers And Directors,242885,95,3.911316054923112e-4,0.3244220515882002
Oregon,Other,Producers And Directors,93460,80,8.559811684142949e-4,0.7099890749771928
Pennsylvania,Other,Producers And Directors,104810,115,0.001097223547371434,0.9100862965064604
Rhode Island,Other,Producers And Directors,16140,NA,NA,NA
South Carolina,Other,Producers And Directors,46335,35,7.553685119240316e-4,0.6265364365916409
South Dakota,Other,Producers And Directors,32695,15,4.587857470561248e-4,0.38053742323387607
Tennessee,Other,Producers And Directors,60575,50,8.254230293025176e-4,0.6846427873232401
Texas,Other,Producers And Directors,261190,295,0.0011294459971668135,0.936813037897397
Utah,Other,Producers And Directors,57995,NA,NA,NA
Vermont,Other,Producers And Directors,5900,0,NA,NA
Virginia,Other,Producers And Directors,128845,80,6.209010826962629e-4,0.51500313514198
Washington,Other,Producers And Directors,214925,135,6.281260904966849e-4,0.5209958798356833
West Virginia,Other,Producers And Directors,10700,0,NA,NA
Wisconsin,Other,Producers And Directors,66920,NA,NA,NA
Wyoming,Other,Producers And Directors,10830,NA,NA,NA
Puerto Rico,Other,Producers And Directors,2275,0,NA,NA
Alabama,Hispanic,Dancers And Choreographers,88165,NA,NA,NA
Alaska,Hispanic,Dancers And Choreographers,26875,0,NA,NA
Arizona,Hispanic,Dancers And Choreographers,1033370,135,1.3064052565876696e-4,0.9366519912343289
Arkansas,Hispanic,Dancers And Choreographers,101405,0,NA,NA
California,Hispanic,Dancers And Choreographers,7470730,835,1.1176953256241358e-4,0.8013528321783004
Colorado,Hispanic,Dancers And Choreographers,594525,NA,NA,NA
Connecticut,Hispanic,Dancers And Choreographers,288845,NA,NA,NA
Delaware,Hispanic,Dancers And Choreographers,41365,0,NA,NA
District of Columbia,Hispanic,Dancers And Choreographers,44885,0,NA,NA
Florida,Hispanic,Dancers And Choreographers,2752995,650,2.3610649492643467e-4,1.692810232514264
Georgia,Hispanic,Dancers And Choreographers,467240,65,1.391148018149131e-4,0.9974099191123632
Hawaii,Hispanic,Dancers And Choreographers,69470,60,8.636821649632934e-4,6.19233285787194
Idaho,Hispanic,Dancers And Choreographers,101285,NA,NA,NA
Illinois,Hispanic,Dancers And Choreographers,1100445,100,9.087232892148176e-5,0.65152637287092
Indiana,Hispanic,Dancers And Choreographers,212120,0,NA,NA
Iowa,Hispanic,Dancers And Choreographers,90730,0,NA,NA
Kansas,Hispanic,Dancers And Choreographers,167495,NA,NA,NA
Kentucky,Hispanic,Dancers And Choreographers,76325,20,2.6203734032099573e-4,1.8787263397155307
Louisiana,Hispanic,Dancers And Choreographers,113925,NA,NA,NA
Maine,Hispanic,Dancers And Choreographers,10935,0,NA,NA
Maryland,Hispanic,Dancers And Choreographers,321570,70,2.1768199769879032e-4,1.5607123101525566
Massachusetts,Hispanic,Dancers And Choreographers,401715,NA,NA,NA
Michigan,Hispanic,Dancers And Choreographers,236520,NA,NA,NA
Minnesota,Hispanic,Dancers And Choreographers,149745,0,NA,NA
Mississippi,Hispanic,Dancers And Choreographers,38780,0,NA,NA
Missouri,Hispanic,Dancers And Choreographers,121550,NA,NA,NA
Montana,Hispanic,Dancers And Choreographers,19215,0,NA,NA
Nebraska,Hispanic,Dancers And Choreographers,99485,0,NA,NA
Nevada,Hispanic,Dancers And Choreographers,430565,290,6.735336128110737e-4,4.8290268002332395
New Hampshire,Hispanic,Dancers And Choreographers,25860,0,NA,NA
New Jersey,Hispanic,Dancers And Choreographers,928940,190,2.0453420027127692e-4,1.4664466863828505
New Mexico,Hispanic,Dancers And Choreographers,459615,20,4.351468076542324e-5,0.3119867451645135
New York,Hispanic,Dancers And Choreographers,1819490,420,2.308339149981588e-4,1.6550074721238068
North Carolina,Hispanic,Dancers And Choreographers,451040,0,NA,NA
North Dakota,Hispanic,Dancers And Choreographers,14510,0,NA,NA
Ohio,Hispanic,Dancers And Choreographers,204545,125,6.111124691388203e-4,4.381486588488715
Oklahoma,Hispanic,Dancers And Choreographers,187725,45,2.3971234518577707e-4,1.7186630588748049
Oregon,Hispanic,Dancers And Choreographers,266060,NA,NA,NA
Pennsylvania,Hispanic,Dancers And Choreographers,423215,NA,NA,NA
Rhode Island,Hispanic,Dancers And Choreographers,78695,0,NA,NA
South Carolina,Hispanic,Dancers And Choreographers,134610,NA,NA,NA
South Dakota,Hispanic,Dancers And Choreographers,15565,NA,NA,NA
Tennessee,Hispanic,Dancers And Choreographers,167595,0,NA,NA
Texas,Hispanic,Dancers And Choreographers,5220455,460,8.811492484850457e-5,0.6317566421340901
Utah,Hispanic,Dancers And Choreographers,213410,NA,NA,NA
Vermont,Hispanic,Dancers And Choreographers,6470,0,NA,NA
Virginia,Hispanic,Dancers And Choreographers,427525,NA,NA,NA
Washington,Hispanic,Dancers And Choreographers,448570,45,1.003187908241746e-4,0.7192545705849093
West Virginia,Hispanic,Dancers And Choreographers,12005,0,NA,NA
Wisconsin,Hispanic,Dancers And Choreographers,186120,45,2.4177949709864604e-4,1.7334838960201633
Wyoming,Hispanic,Dancers And Choreographers,27680,0,NA,NA
Puerto Rico,Hispanic,Dancers And Choreographers,1208905,235,1.94390791666839e-4,NA
Alabama,White,Dancers And Choreographers,1496830,160,1.0689256629009306e-4,0.9043807522711832
Alaska,White,Dancers And Choreographers,253950,NA,NA,NA
Arizona,White,Dancers And Choreographers,1857110,480,2.5846611132350803e-4,2.186791694765644
Arkansas,White,Dancers And Choreographers,1014735,NA,NA,NA
California,White,Dancers And Choreographers,7686845,1405,1.8277980107573392e-4,1.5464361997656513
Colorado,White,Dancers And Choreographers,2172170,200,9.207382479271882e-5,0.7790045446616028
Connecticut,White,Dancers And Choreographers,1329540,NA,NA,NA
Delaware,White,Dancers And Choreographers,307920,NA,NA,NA
District of Columbia,White,Dancers And Choreographers,183365,15,8.18040520273771e-5,0.692115576218578
Florida,White,Dancers And Choreographers,5285390,625,1.1825049807109788e-4,1.000476254931988
Georgia,White,Dancers And Choreographers,2773560,330,1.1898066023450006e-4,1.0066539025415098
Hawaii,White,Dancers And Choreographers,177700,135,7.597073719752392e-4,6.427619323015622
Idaho,White,Dancers And Choreographers,688065,NA,NA,NA
Illinois,White,Dancers And Choreographers,4224420,320,7.575004379299406e-5,0.6408947223155249
Indiana,White,Dancers And Choreographers,2724985,105,3.853232219626897e-5,0.32600854993082046
Iowa,White,Dancers And Choreographers,1463250,80,5.467281735861951e-5,0.4625676546803605
Kansas,White,Dancers And Choreographers,1178420,65,5.515860219616096e-5,0.4666777108991005
Kentucky,White,Dancers And Choreographers,1787115,115,6.434952423319149e-5,0.5444388992997745
Louisiana,White,Dancers And Choreographers,1337315,325,2.430242687773636e-4,2.056143646327597
Maine,White,Dancers And Choreographers,658985,200,3.0349704469752727e-4,2.5677827291631736
Maryland,White,Dancers And Choreographers,1690500,170,1.0056196391600118e-4,0.8508197317426529
Massachusetts,White,Dancers And Choreographers,2791055,290,1.039033627069334e-4,0.8790901424649501
Michigan,White,Dancers And Choreographers,3807850,330,8.666307758971596e-5,0.7332260981743057
Minnesota,White,Dancers And Choreographers,2524705,170,6.733459948786095e-5,0.5696945807573379
Mississippi,White,Dancers And Choreographers,787155,20,2.540795650157847e-5,0.21496786551283975
Missouri,White,Dancers And Choreographers,2479115,220,8.874134519778227e-5,0.7508095961483648
Montana,White,Dancers And Choreographers,472695,85,1.798199684786173e-4,1.5213940876368006
Nebraska,White,Dancers And Choreographers,845465,110,1.3010591804509943e-4,1.100780831823525
Nevada,White,Dancers And Choreographers,749805,505,6.735084455291709e-4,5.698320245915171
New Hampshire,White,Dancers And Choreographers,690940,NA,NA,NA
New Jersey,White,Dancers And Choreographers,2640925,320,1.2116966593144447e-4,1.025174316894327
New Mexico,White,Dancers And Choreographers,374900,NA,NA,NA
New York,White,Dancers And Choreographers,5774960,1165,2.0173299901644337e-4,1.7067926025209672
North Carolina,White,Dancers And Choreographers,3309215,240,7.252475284924067e-5,0.6136066596256553
North Dakota,White,Dancers And Choreographers,363175,NA,NA,NA
Ohio,White,Dancers And Choreographers,4775955,585,1.224885912869782e-4,1.036333284693734
Oklahoma,White,Dancers And Choreographers,1276415,180,1.4101996607686373e-4,1.1931207887715474
Oregon,White,Dancers And Choreographers,1600140,355,2.2185558763608185e-4,1.8770428122884435
Pennsylvania,White,Dancers And Choreographers,5161830,330,6.393081523413208e-5,0.5408963483750976
Rhode Island,White,Dancers And Choreographers,423445,55,1.29886998311469e-4,1.0989286282488595
South Carolina,White,Dancers And Choreographers,1586190,175,1.1032726218170585e-4,0.9334405172491281
South Dakota,White,Dancers And Choreographers,398225,NA,NA,NA
Tennessee,White,Dancers And Choreographers,2455855,275,1.1197729507646014e-4,0.947400870549846
Texas,White,Dancers And Choreographers,6162190,705,1.144073778964946e-4,0.9679609544278931
Utah,White,Dancers And Choreographers,1227970,95,7.736345350456445e-5,0.6545452196261774
Vermont,White,Dancers And Choreographers,319270,NA,NA,NA
Virginia,White,Dancers And Choreographers,2778485,200,7.198167346593557e-5,0.6090118542218489
Washington,White,Dancers And Choreographers,2668545,355,1.3303129608082306e-4,1.125531435915538
West Virginia,White,Dancers And Choreographers,734535,90,1.225264963548367e-4,1.0366539862633055
Wisconsin,White,Dancers And Choreographers,2597700,195,7.506640489663933e-5,0.6351106918555468
Wyoming,White,Dancers And Choreographers,260685,0,NA,NA
Puerto Rico,White,Dancers And Choreographers,13370,0,NA,NA
Alabama,African-American,Dancers And Choreographers,581200,0,NA,NA
Alaska,African-American,Dancers And Choreographers,13760,0,NA,NA
Arizona,African-American,Dancers And Choreographers,152575,0,NA,NA
Arkansas,African-American,Dancers And Choreographers,200385,0,NA,NA
California,African-American,Dancers And Choreographers,1066265,510,4.783051117686504e-4,2.892645603346913
Colorado,African-American,Dancers And Choreographers,118415,NA,NA,NA
Connecticut,African-American,Dancers And Choreographers,191785,0,NA,NA
Delaware,African-American,Dancers And Choreographers,105485,0,NA,NA
District of Columbia,African-American,Dancers And Choreographers,149480,55,3.67942199625368e-4,2.225203870593198
Florida,African-American,Dancers And Choreographers,1569980,185,1.1783589599867514e-4,0.7126360937615902
Georgia,African-American,Dancers And Choreographers,1613775,575,3.5630741584173755e-4,2.1548401940831106
Hawaii,African-American,Dancers And Choreographers,16455,0,NA,NA
Idaho,African-American,Dancers And Choreographers,5195,0,NA,NA
Illinois,African-American,Dancers And Choreographers,848255,185,2.180947946077536e-4,1.3189717885350765
Indiana,African-American,Dancers And Choreographers,292355,45,1.539224572865181e-4,0.930876773781079
Iowa,African-American,Dancers And Choreographers,56060,25,4.459507670353193e-4,2.6969762476589305
Kansas,African-American,Dancers And Choreographers,83690,0,NA,NA
Kentucky,African-American,Dancers And Choreographers,176080,0,NA,NA
Louisiana,African-American,Dancers And Choreographers,656860,NA,NA,NA
Maine,African-American,Dancers And Choreographers,8410,0,NA,NA
Maryland,African-American,Dancers And Choreographers,957780,170,1.774937877174299e-4,1.0734290979322658
Massachusetts,African-American,Dancers And Choreographers,260415,30,1.1520073728471862e-4,0.6966994456252964
Michigan,African-American,Dancers And Choreographers,624375,45,7.207207207207206e-5,0.4358702369549828
Minnesota,African-American,Dancers And Choreographers,171180,50,2.9209019745297346e-4,1.7664737521177665
Mississippi,African-American,Dancers And Choreographers,488460,NA,NA,NA
Missouri,African-American,Dancers And Choreographers,340530,NA,NA,NA
Montana,African-American,Dancers And Choreographers,2855,0,NA,NA
Nebraska,African-American,Dancers And Choreographers,45795,0,NA,NA
Nevada,African-American,Dancers And Choreographers,125635,90,7.163608866955864e-4,4.332335403331355
New Hampshire,African-American,Dancers And Choreographers,9675,0,NA,NA
New Jersey,African-American,Dancers And Choreographers,584190,165,2.824423560827813e-4,1.7081265063229665
New Mexico,African-American,Dancers And Choreographers,19190,0,NA,NA
New York,African-American,Dancers And Choreographers,1375735,360,2.6167830287082905e-4,1.5825517513112182
North Carolina,African-American,Dancers And Choreographers,1079195,135,1.2509324079522236e-4,0.7565263345329638
North Dakota,African-American,Dancers And Choreographers,12445,0,NA,NA
Ohio,African-American,Dancers And Choreographers,680665,NA,NA,NA
Oklahoma,African-American,Dancers And Choreographers,134195,NA,NA,NA
Oregon,African-American,Dancers And Choreographers,39020,NA,NA,NA
Pennsylvania,African-American,Dancers And Choreographers,636035,NA,NA,NA
Rhode Island,African-American,Dancers And Choreographers,31000,NA,NA,NA
South Carolina,African-American,Dancers And Choreographers,638810,0,NA,NA
South Dakota,African-American,Dancers And Choreographers,8670,0,NA,NA
Tennessee,African-American,Dancers And Choreographers,554550,90,1.622937516905599e-4,0.981503847078775
Texas,African-American,Dancers And Choreographers,1699445,120,7.061128780278267e-5,0.42703585260484817
Utah,African-American,Dancers And Choreographers,16855,0,NA,NA
Vermont,African-American,Dancers And Choreographers,4210,0,NA,NA
Virginia,African-American,Dancers And Choreographers,837445,30,3.582324809390467e-5,0.21664824093822463
Washington,African-American,Dancers And Choreographers,147305,NA,NA,NA
West Virginia,African-American,Dancers And Choreographers,29055,0,NA,NA
Wisconsin,African-American,Dancers And Choreographers,160610,NA,NA,NA
Wyoming,African-American,Dancers And Choreographers,2975,0,NA,NA
Puerto Rico,African-American,Dancers And Choreographers,1405,0,NA,NA
Alabama,Asian,Dancers And Choreographers,33515,0,NA,NA
Alaska,Asian,Dancers And Choreographers,26420,0,NA,NA
Arizona,Asian,Dancers And Choreographers,120580,0,NA,NA
Arkansas,Asian,Dancers And Choreographers,24295,0,NA,NA
California,Asian,Dancers And Choreographers,3008795,265,8.807512642104231e-5,1.0261101306296392
Colorado,Asian,Dancers And Choreographers,97015,0,NA,NA
Connecticut,Asian,Dancers And Choreographers,89425,0,NA,NA
Delaware,Asian,Dancers And Choreographers,19880,NA,NA,NA
District of Columbia,Asian,Dancers And Choreographers,19090,0,NA,NA
Florida,Asian,Dancers And Choreographers,292825,0,NA,NA
Georgia,Asian,Dancers And Choreographers,217095,NA,NA,NA
Hawaii,Asian,Dancers And Choreographers,290190,30,1.0338054378166027e-4,1.2044243090523534
Idaho,Asian,Dancers And Choreographers,12030,0,NA,NA
Illinois,Asian,Dancers And Choreographers,378055,0,NA,NA
Indiana,Asian,Dancers And Choreographers,76575,0,NA,NA
Iowa,Asian,Dancers And Choreographers,40760,0,NA,NA
Kansas,Asian,Dancers And Choreographers,46470,0,NA,NA
Kentucky,Asian,Dancers And Choreographers,33565,0,NA,NA
Louisiana,Asian,Dancers And Choreographers,41430,0,NA,NA
Maine,Asian,Dancers And Choreographers,8235,0,NA,NA
Maryland,Asian,Dancers And Choreographers,213470,60,2.81069939569963e-4,3.2745761956612403
Massachusetts,Asian,Dancers And Choreographers,249930,60,2.4006721882126997e-4,2.7968782478606204
Michigan,Asian,Dancers And Choreographers,163870,NA,NA,NA
Minnesota,Asian,Dancers And Choreographers,143550,0,NA,NA
Mississippi,Asian,Dancers And Choreographers,14850,0,NA,NA
Missouri,Asian,Dancers And Choreographers,63375,NA,NA,NA
Montana,Asian,Dancers And Choreographers,4980,0,NA,NA
Nebraska,Asian,Dancers And Choreographers,24515,0,NA,NA
Nevada,Asian,Dancers And Choreographers,131920,NA,NA,NA
New Hampshire,Asian,Dancers And Choreographers,20330,0,NA,NA
New Jersey,Asian,Dancers And Choreographers,450385,NA,NA,NA
New Mexico,Asian,Dancers And Choreographers,16455,0,NA,NA
New York,Asian,Dancers And Choreographers,864770,45,5.203695780380911e-5,0.6062511828183837
North Carolina,Asian,Dancers And Choreographers,154710,NA,NA,NA
North Dakota,Asian,Dancers And Choreographers,6855,0,NA,NA
Ohio,Asian,Dancers And Choreographers,136125,NA,NA,NA
Oklahoma,Asian,Dancers And Choreographers,44710,60,0.0013419816595839856,15.634618217128269
Oregon,Asian,Dancers And Choreographers,98010,NA,NA,NA
Pennsylvania,Asian,Dancers And Choreographers,227500,NA,NA,NA
Rhode Island,Asian,Dancers And Choreographers,18645,0,NA,NA
South Carolina,Asian,Dancers And Choreographers,41915,0,NA,NA
South Dakota,Asian,Dancers And Choreographers,7135,0,NA,NA
Tennessee,Asian,Dancers And Choreographers,62925,0,NA,NA
Texas,Asian,Dancers And Choreographers,712575,70,9.823527347998457e-5,1.14447987075387
Utah,Asian,Dancers And Choreographers,40990,0,NA,NA
Vermont,Asian,Dancers And Choreographers,6080,0,NA,NA
Virginia,Asian,Dancers And Choreographers,304945,NA,NA,NA
Washington,Asian,Dancers And Choreographers,355135,0,NA,NA
West Virginia,Asian,Dancers And Choreographers,7825,0,NA,NA
Wisconsin,Asian,Dancers And Choreographers,85760,0,NA,NA
Wyoming,Asian,Dancers And Choreographers,2835,0,NA,NA
Puerto Rico,Asian,Dancers And Choreographers,1335,0,NA,NA
Alabama,Other,Dancers And Choreographers,43075,0,NA,NA
Alaska,Other,Dancers And Choreographers,71330,20,2.8038693396887705e-4,0.7204473695438837
Arizona,Other,Dancers And Choreographers,182520,NA,NA,NA
Arkansas,Other,Dancers And Choreographers,37895,NA,NA,NA
California,Other,Dancers And Choreographers,688910,365,5.298224731822734e-4,1.3613658872270185
Colorado,Other,Dancers And Choreographers,87510,115,0.0013141355273683009,3.376639098388756
Connecticut,Other,Dancers And Choreographers,41230,0,NA,NA
Delaware,Other,Dancers And Choreographers,10885,0,NA,NA
District of Columbia,Other,Dancers And Choreographers,11085,0,NA,NA
Florida,Other,Dancers And Choreographers,214840,90,4.1891640290448703e-4,1.076395452024965
Georgia,Other,Dancers And Choreographers,102865,0,NA,NA
Hawaii,Other,Dancers And Choreographers,198250,130,6.557377049180328e-4,1.68490199572345
Idaho,Other,Dancers And Choreographers,25710,0,NA,NA
Illinois,Other,Dancers And Choreographers,112345,35,3.1154034447460944e-4,0.8004952959343018
Indiana,Other,Dancers And Choreographers,61485,NA,NA,NA
Iowa,Other,Dancers And Choreographers,27340,NA,NA,NA
Kansas,Other,Dancers And Choreographers,43715,0,NA,NA
Kentucky,Other,Dancers And Choreographers,36080,0,NA,NA
Louisiana,Other,Dancers And Choreographers,42460,35,8.243052284503062e-4,2.118032124864323
Maine,Other,Dancers And Choreographers,14700,NA,NA,NA
Maryland,Other,Dancers And Choreographers,85910,45,5.238039809102549e-4,1.345901518525454
Massachusetts,Other,Dancers And Choreographers,97815,NA,NA,NA
Michigan,Other,Dancers And Choreographers,120390,NA,NA,NA
Minnesota,Other,Dancers And Choreographers,83065,20,2.4077529645458377e-4,0.618666235713781
Mississippi,Other,Dancers And Choreographers,17430,0,NA,NA
Missouri,Other,Dancers And Choreographers,70070,NA,NA,NA
Montana,Other,Dancers And Choreographers,37130,0,NA,NA
Nebraska,Other,Dancers And Choreographers,24240,NA,NA,NA
Nevada,Other,Dancers And Choreographers,69460,185,0.0026634033976389287,6.843549892650133
New Hampshire,Other,Dancers And Choreographers,12270,0,NA,NA
New Jersey,Other,Dancers And Choreographers,85410,NA,NA,NA
New Mexico,Other,Dancers And Choreographers,91840,20,2.177700348432056e-4,0.5595547786320255
New York,Other,Dancers And Choreographers,234265,95,4.0552365910400616e-4,1.0419831243695592
North Carolina,Other,Dancers And Choreographers,145630,35,2.403350957907025e-4,0.6175351508737151
North Dakota,Other,Dancers And Choreographers,23305,0,NA,NA
Ohio,Other,Dancers And Choreographers,121180,NA,NA,NA
Oklahoma,Other,Dancers And Choreographers,242885,30,1.2351524383967722e-4,0.3173693982928046
Oregon,Other,Dancers And Choreographers,93460,80,8.559811684142949e-4,2.1994226779184767
Pennsylvania,Other,Dancers And Choreographers,104810,30,2.8623222974906974e-4,0.7354667140954855
Rhode Island,Other,Dancers And Choreographers,16140,0,NA,NA
South Carolina,Other,Dancers And Choreographers,46335,NA,NA,NA
South Dakota,Other,Dancers And Choreographers,32695,NA,NA,NA
Tennessee,Other,Dancers And Choreographers,60575,0,NA,NA
Texas,Other,Dancers And Choreographers,261190,80,3.062904399096444e-4,0.787005794549029
Utah,Other,Dancers And Choreographers,57995,NA,NA,NA
Vermont,Other,Dancers And Choreographers,5900,0,NA,NA
Virginia,Other,Dancers And Choreographers,128845,NA,NA,NA
Washington,Other,Dancers And Choreographers,214925,155,7.211818076073049e-4,1.8530590170484145
West Virginia,Other,Dancers And Choreographers,10700,0,NA,NA
Wisconsin,Other,Dancers And Choreographers,66920,0,NA,NA
Wyoming,Other,Dancers And Choreographers,10830,0,NA,NA
Puerto Rico,Other,Dancers And Choreographers,2275,0,NA,NA
Alabama,Hispanic,Musicians,88165,NA,NA,NA
Alaska,Hispanic,Musicians,26875,0,NA,NA
Arizona,Hispanic,Musicians,1033370,750,7.257806981042608e-4,1.1907739848110506
Arkansas,Hispanic,Musicians,101405,NA,NA,NA
California,Hispanic,Musicians,7470730,5760,7.710089910892241e-4,1.264979147340972
Colorado,Hispanic,Musicians,594525,215,3.616332366174677e-4,0.5933244729873473
Connecticut,Hispanic,Musicians,288845,100,3.462064429019024e-4,0.5680140387562858
Delaware,Hispanic,Musicians,41365,NA,NA,NA
District of Columbia,Hispanic,Musicians,44885,NA,NA,NA
Florida,Hispanic,Musicians,2752995,1990,7.228491152363154e-4,1.1859641949908124
Georgia,Hispanic,Musicians,467240,250,5.350569300573581e-4,0.8778572843964525
Hawaii,Hispanic,Musicians,69470,160,0.002303152439902116,3.7787364911371095
Idaho,Hispanic,Musicians,101285,NA,NA,NA
Illinois,Hispanic,Musicians,1100445,425,3.862073979162975e-4,0.6336428116392708
Indiana,Hispanic,Musicians,212120,100,4.714312653215161e-4,0.7734679192181754
Iowa,Hispanic,Musicians,90730,NA,NA,NA
Kansas,Hispanic,Musicians,167495,NA,NA,NA
Kentucky,Hispanic,Musicians,76325,60,7.861120209629871e-4,1.2897583886634212
Louisiana,Hispanic,Musicians,113925,90,7.899934167215273e-4,1.2961265176397054
Maine,Hispanic,Musicians,10935,0,NA,NA
Maryland,Hispanic,Musicians,321570,170,5.286562801256336e-4,0.8673558651048012
Massachusetts,Hispanic,Musicians,401715,185,4.6052549693190447e-4,0.7555750414981636
Michigan,Hispanic,Musicians,236520,110,4.650769490952139e-4,0.7630425187172979
Minnesota,Hispanic,Musicians,149745,85,5.676316404554409e-4,0.9313019651465856
Mississippi,Hispanic,Musicians,38780,NA,NA,NA
Missouri,Hispanic,Musicians,121550,50,4.113533525298232e-4,0.6748992802326589
Montana,Hispanic,Musicians,19215,NA,NA,NA
Nebraska,Hispanic,Musicians,99485,25,2.512941649494899e-4,0.41229334830517006
Nevada,Hispanic,Musicians,430565,290,6.735336128110737e-4,1.10505322906233
New Hampshire,Hispanic,Musicians,25860,0,NA,NA
New Jersey,Hispanic,Musicians,928940,520,5.597778112687579e-4,0.9184163434965752
New Mexico,Hispanic,Musicians,459615,140,3.046027653579626e-4,0.49975571083272546
New York,Hispanic,Musicians,1819490,1145,6.292972206497425e-4,1.0324754585247542
North Carolina,Hispanic,Musicians,451040,45,9.976942178077331e-5,0.1636897099171952
North Dakota,Hispanic,Musicians,14510,0,NA,NA
Ohio,Hispanic,Musicians,204545,90,4.4000097777995055e-4,0.7219008703322175
Oklahoma,Hispanic,Musicians,187725,115,6.125982154747636e-4,1.0050777322053177
Oregon,Hispanic,Musicians,266060,60,2.2551304217093888e-4,0.3699947719113569
Pennsylvania,Hispanic,Musicians,423215,305,7.206738891579929e-4,1.1823953447418123
Rhode Island,Hispanic,Musicians,78695,NA,NA,NA
South Carolina,Hispanic,Musicians,134610,20,1.4857737166629523e-4,0.24376794446855268
South Dakota,Hispanic,Musicians,15565,0,NA,NA
Tennessee,Hispanic,Musicians,167595,185,0.0011038515468838569,1.811067321790237
Texas,Hispanic,Musicians,5220455,3240,6.206355576285975e-4,1.018264439937845
Utah,Hispanic,Musicians,213410,20,9.371632069724945e-5,0.15375850712202743
Vermont,Hispanic,Musicians,6470,NA,NA,NA
Virginia,Hispanic,Musicians,427525,270,6.315420150868371e-4,1.0361584481990769
Washington,Hispanic,Musicians,448570,130,2.8980984015872664e-4,0.4754852520942711
West Virginia,Hispanic,Musicians,12005,0,NA,NA
Wisconsin,Hispanic,Musicians,186120,50,2.6864388566516224e-4,0.44075869069567847
Wyoming,Hispanic,Musicians,27680,NA,NA,NA
Puerto Rico,Hispanic,Musicians,1208905,1205,9.967698040788979e-4,NA
Alabama,White,Musicians,1496830,1575,0.0010522236994181036,0.9178341531338672
Alaska,White,Musicians,253950,85,3.347115573931876e-4,0.2919623450735675
Arizona,White,Musicians,1857110,1655,8.911696130008454e-4,0.777349823520991
Arkansas,White,Musicians,1014735,680,6.701256978422938e-4,0.5845375396053746
California,White,Musicians,7686845,15280,0.0019878116444392987,1.7339292189223174
Colorado,White,Musicians,2172170,2375,0.0010933766694135355,0.9537310839724228
Connecticut,White,Musicians,1329540,1425,0.0010717992689200776,0.9349095395425688
Delaware,White,Musicians,307920,210,6.819953234606392e-4,0.5948911818807338
District of Columbia,White,Musicians,183365,140,7.635044855888528e-4,0.665990029811998
Florida,White,Musicians,5285390,6730,0.0012733213632295818,1.1106933209481908
Georgia,White,Musicians,2773560,3015,0.0010870505775970234,0.9482129578094531
Hawaii,White,Musicians,177700,410,0.0023072594259988745,2.012577270872079
Idaho,White,Musicians,688065,380,5.522734044022004e-4,0.48173728904620994
Illinois,White,Musicians,4224420,4325,0.0010238091856396854,0.893048728508906
Indiana,White,Musicians,2724985,1910,7.009212894749879e-4,0.6113999318724195
Iowa,White,Musicians,1463250,920,6.287373996241244e-4,0.5484353365607813
Kansas,White,Musicians,1178420,990,8.401079411415285e-4,0.7328097258454556
Kentucky,White,Musicians,1787115,1075,6.015281613102682e-4,0.5247012501502334
Louisiana,White,Musicians,1337315,1890,0.001413279593812976,1.232776148119508
Maine,White,Musicians,658985,425,6.449312199822454e-4,0.562560889333084
Maryland,White,Musicians,1690500,2090,0.0012363206152026028,1.0784182921216756
Massachusetts,White,Musicians,2791055,2875,0.0010300764406290812,0.8985155324583394
Michigan,White,Musicians,3807850,3475,9.125884685583727e-4,0.7960330723041267
Minnesota,White,Musicians,2524705,2455,9.723908337805804e-4,0.8481975058456647
Mississippi,White,Musicians,787155,600,7.622386950473541e-4,0.6648859054795544
Missouri,White,Musicians,2479115,1985,8.006889555345355e-4,0.6984253156748819
Montana,White,Musicians,472695,400,8.462116163699636e-4,0.73813384236877
Nebraska,White,Musicians,845465,500,5.913905365686337e-4,0.5158583983643701
Nevada,White,Musicians,749805,1445,0.0019271677302765385,1.6810307186993312
New Hampshire,White,Musicians,690940,430,6.223405795003908e-4,0.542855515478759
New Jersey,White,Musicians,2640925,2915,0.001103779925594252,0.962805640867257
